gene_id	TCGA-E9-A1N9-01A-11R-A14D-07	gene_id	TCGA-E9-A1N9-11A-71R-A14D-07
ANKRD52	1158.0431	ANKRD52	1634.7892
removed	removed	ANKRD53	53.0873
ANKRD54	297.3538	ANKRD54	317.7711
ANKRD55	5.9107	removed	removed
ANKRD56	94.5712	ANKRD56	103.9157
ANKRD57	884.7868	ANKRD57	566.6416
ANKRD58	22.7335	ANKRD58	6.7771
ANKRD5	209.1479	ANKRD5	222.1386
ANKRD6	281.8269	ANKRD6	331.5399
ANKRD9	10.9121	ANKRD9	89.6084
ANKS1A	1700.0091	ANKS1A	1282.003
ANKS1B	181.4131	ANKS1B	77.9367
ANKS3	208.2386	ANKS3	247.3645
removed	removed	ANKS4B	7.9066
ANKS6	169.137	ANKS6	245.4819
ANKZF1	325.5433	ANKZF1	919.4277
ANLN	1155.7698	ANLN	204.4428
ANO10	1527.6894	ANO10	1497.741
ANO1	14763.1172	ANO1	4326.4307
ANO2	119.1234	ANO2	68.1476
removed	removed	ANO3	62.5
removed	removed	ANO4	6.4006
ANO5	19.5508	ANO5	47.0633
ANO6	3164.0447	ANO6	4585.0904
ANO7	243.7028	ANO7	8.6596
ANO8	439.6654	ANO8	282.3795
ANO9	25.0068	ANO9	85.0904
ANP32A	3216.7864	ANP32A	1818.5241
ANP32B	2782.1224	ANP32B	2249.247
ANP32E	1834.1366	ANP32E	616.3404
ANPEP	566.5181	ANPEP	3791.4157
ANTXR1	3996.0898	ANTXR1	4169.8042
ANTXR2	685.1869	ANTXR2	1634.0361
removed	removed	ANTXRL	5.2711
ANUBL1	225.516	ANUBL1	222.5151
ANXA11	2018.2777	ANXA11	3049.6988
ANXA13	5.9107	ANXA13	6.4006
ANXA1	1676.3663	ANXA1	11064.006
ANXA2P1	36.3736	ANXA2P1	81.7018
ANXA2P2	1669.0916	ANXA2P2	4387.4247
ANXA2	5110.4847	ANXA2	13112.5753
ANXA3	340.0928	ANXA3	850.9036
ANXA4	1069.8372	ANXA4	1859.1867
ANXA5	4104.7558	ANXA5	7322.6657
ANXA6	3482.3134	ANXA6	4906.6265
ANXA7	2925.3433	ANXA7	3380.2711
ANXA8L2	45.0123	ANXA8L2	173.5693
ANXA8	73.2018	ANXA8	284.6386
ANXA9	59.107	ANXA9	97.1386
AOAH	80.9312	AOAH	57.2289
AOC2	15.0041	AOC2	71.5361
AOC3	473.3109	AOC3	9073.7952
AOX1	123.6701	AOX1	826.8072
AP1AR	599.709	AP1AR	426.2048
AP1B1	2733.9274	AP1B1	4060.241
AP1G1	3205.4197	AP1G1	3227.0331
AP1G2	591.0385	AP1G2	1553.9458
AP1M1	1141.2203	AP1M1	906.25
AP1M2	3932.8908	AP1M2	1259.0361
AP1S1	781.1221	AP1S1	565.1355
AP1S2	559.2434	AP1S2	266.9428
AP1S3	86.8419	AP1S3	93.75
AP2A1	1621.7014	AP2A1	1662.5602
AP2A2	1064.3812	AP2A2	1715.3614
AP2B1	11932.7999	AP2B1	5317.7711
AP2M1	5065.4724	AP2M1	4325.6777
AP2S1	923.4337	AP2S1	1031.25
AP3B1	2111.485	AP3B1	1565.8886
AP3B2	37.2829	AP3B2	126.1295
AP3D1	3430.0264	AP3D1	3260.5422
AP3M1	2039.6472	AP3M1	1611.0693
AP3M2	1620.4419	AP3M2	370.8584
AP3S1	1374.4658	AP3S1	721.3855
AP3S2	786.4008	AP3S2	1654.3148
AP4B1	295.0714	AP4B1	370.9601
AP4E1	275.5297	AP4E1	475.9036
AP4M1	594.7804	AP4M1	284.9285
AP4S1	66.8364	AP4S1	76.8072
APAF1	876.148	APAF1	497.3645
APBA1	60.0164	APBA1	393.4488
APBA2	140.4929	APBA2	44.0512
APBA3	154.1329	APBA3	213.4789
APBB1IP	210.9666	APBB1IP	359.5633
APBB1	249.1589	APBB1	666.4157
APBB2	4127.0346	APBB2	2214.2319
APBB3	129.5808	APBB3	346.009
removed	removed	APC2	7.6318
APCDD1L	41.8296	APCDD1L	304.5934
APCDD1	552.4234	APCDD1	1184.8645
APC	1473.5837	APC	1400.9789
APEH	983.45	APEH	2434.488
APEX1	2984.905	APEX1	2200.6777
APEX2	627.8985	APEX2	560.994
APH1A	5559.2434	APH1A	3033.509
APH1B	340.0928	APH1B	496.988
API5	3391.3795	API5	2351.2801
APIP	453.3236	APIP	385.8471
APITD1	320.5647	APITD1	120.8245
APLF	96.3899	APLF	101.2801
APLNR	1257.6157	APLNR	1226.2801
APLN	83.2045	APLN	48.5693
APLP1	320.542	APLP1	47.4398
APLP2	14160.2255	APLP2	24838.8554
APOA1BP	1833.2272	APOA1BP	900.9789
APOB48R	140.0382	APOB48R	158.8855
APOBEC3A	15.5088	APOBEC3A	8.2831
APOBEC3B	328.676	APOBEC3B	52.7108
APOBEC3C	149.1316	APOBEC3C	268.8253
APOBEC3D	108.666	APOBEC3D	84.3373
APOBEC3F	166.8637	APOBEC3F	164.9096
APOBEC3G	190.0518	APOBEC3G	224.7741
APOBEC3H	10.4574	removed	removed
removed	removed	APOB	67.7711
APOC1	1039.3744	APOC1	207.8313
APOC2	76.3845	APOC2	10.5422
APOD	9788.124	APOD	299561.747
APOE	2924.4339	APOE	1246.6114
removed	removed	APOF	38.4036
APOL1	777.0301	APOL1	836.2199
APOL2	378.285	APOL2	514.3072
APOL3	438.3014	APOL3	1058.7349
APOL4	697.0083	APOL4	97.8916
APOL6	963.4446	APOL6	2390.8133
APOLD1	646.0853	APOLD1	2982.3042
APOM	16.8546	APOM	33.1514
APOOL	150.0409	APOOL	434.8645
APOO	469.2189	APOO	121.988
APPBP2	1492.6798	APPBP2	1596.3855
APPL1	1923.7019	APPL1	1588.4789
APPL2	1255.797	APPL2	1460.8434
APP	16480.8584	APP	23924.3223
APRT	1233.5182	APRT	1213.1024
APTX	447.8494	APTX	460.0904
AQP11	47.7403	AQP11	14.3072
AQP1	3165.0086	AQP1	11830.1958
AQP3	211.876	AQP3	5108.4337
removed	removed	AQP4	25.6024
AQP5	7.7294	AQP5	155.8735
removed	removed	AQP6	5.6476
removed	removed	AQP7P1	137.4247
removed	removed	AQP7P3	15.4367
removed	removed	AQP7	1199.1717
removed	removed	AQP9	6.7771
AQPEP	5.456	AQPEP	183.637
AQR	630.1719	AQR	1737.5753
ARAF	912.5216	ARAF	1040.6627
ARAP1	899.3225	ARAP1	1856.1107
ARAP2	371.0103	ARAP2	465.3614
ARAP3	292.8071	ARAP3	620.1054
ARCN1	4545.7852	ARCN1	5384.7892
ARC	74.5658	ARC	56.8524
AREG	1444.9395	AREG	141.9428
ARF1	12956.7155	ARF1	7382.5301
ARF3	7477.0392	ARF3	4987.1988
ARF4	4399.8363	ARF4	4012.0482
ARF5	2720.742	ARF5	1596.009
ARF6	6098.9361	ARF6	2764.6837
ARFGAP1	1158.9524	ARFGAP1	1013.9307
ARFGAP2	1367.6457	ARFGAP2	1837.3494
ARFGAP3	1315.8134	ARFGAP3	1268.8253
ARFGEF1	1726.8346	ARFGEF1	2007.3983
ARFGEF2	3843.7756	ARFGEF2	3849.3976
ARFIP1	1552.6962	ARFIP1	1045.5572
ARFIP2	1400.3819	ARFIP2	1734.1867
ARFRP1	363.7356	ARFRP1	491.7169
ARG2	677.0801	ARG2	206.1446
ARGLU1	760.2073	ARGLU1	2612.1988
ARHGAP10	155.9516	ARHGAP10	850.9036
ARHGAP11A	408.7478	ARHGAP11A	96.009
ARHGAP11B	20.9148	ARHGAP11B	8.2831
ARHGAP12	1315.3587	ARHGAP12	1286.5211
ARHGAP15	87.7512	ARHGAP15	102.4096
ARHGAP17	1025.7343	ARHGAP17	1224.0211
ARHGAP18	935.7097	ARHGAP18	507.5301
ARHGAP19	472.4016	ARHGAP19	903.991
ARHGAP1	2582.5225	ARHGAP1	2969.503
ARHGAP20	56.379	ARHGAP20	435.994
ARHGAP21	1695.0077	ARHGAP21	3131.4006
ARHGAP22	38.1922	ARHGAP22	44.0512
ARHGAP23	373.2836	ARHGAP23	850.5271
ARHGAP24	156.4063	ARHGAP24	398.7199
ARHGAP25	206.4199	ARHGAP25	268.4488
ARHGAP26	437.8467	ARHGAP26	960.4669
ARHGAP27	204.6013	ARHGAP27	802.6807
ARHGAP28	135.0368	ARHGAP28	199.1717
ARHGAP29	3327.7257	ARHGAP29	4005.6476
ARHGAP30	407.8385	ARHGAP30	348.6446
ARHGAP31	640.1746	ARHGAP31	1274.8494
ARHGAP32	2622.9881	ARHGAP32	1662.6506
ARHGAP33	371.0103	ARHGAP33	233.4337
ARHGAP39	751.5686	ARHGAP39	200.3012
ARHGAP42	140.4929	ARHGAP42	246.9691
ARHGAP4	478.3123	ARHGAP4	296.3102
ARHGAP5	1726.3799	ARHGAP5	2626.1295
ARHGAP6	69.5644	ARHGAP6	150.9789
ARHGAP8	448.4405	ARHGAP8	516.8298
ARHGAP9	71.3831	ARHGAP9	72.2892
ARHGDIA	4494.8622	ARHGDIA	3596.009
ARHGDIB	4007.9112	ARHGDIB	3080.5723
ARHGDIG	15.7043	removed	removed
ARHGEF10L	1031.645	ARHGEF10L	917.9217
ARHGEF10	277.3484	ARHGEF10	971.762
ARHGEF11	1674.5476	ARHGEF11	1352.0331
ARHGEF12	6565.8816	ARHGEF12	5947.6657
ARHGEF15	305.9925	ARHGEF15	1011.6717
ARHGEF16	545.1487	ARHGEF16	370.4819
ARHGEF17	1112.5762	ARHGEF17	1711.2199
ARHGEF18	964.3539	ARHGEF18	803.0873
ARHGEF19	904.3375	ARHGEF19	252.259
ARHGEF1	753.3873	ARHGEF1	1317.3946
ARHGEF2	2074.2021	ARHGEF2	1594.8795
ARHGEF33	20.4601	ARHGEF33	17.6958
ARHGEF35	263.7083	ARHGEF35	391.1898
ARHGEF37	702.919	ARHGEF37	3156.6265
ARHGEF38	35.0095	ARHGEF38	92.244
ARHGEF3	3075.8389	ARHGEF3	803.4639
ARHGEF4	82.2952	ARHGEF4	131.7771
ARHGEF5	437.8467	ARHGEF5	602.0331
ARHGEF6	1323.0881	ARHGEF6	2257.9066
ARHGEF7	1012.0942	ARHGEF7	1739.8343
ARHGEF9	353.7328	ARHGEF9	550.0753
ARID1A	4356.1881	ARID1A	2749.6235
ARID1B	2502.5007	ARID1B	2196.9127
ARID2	2325.6343	ARID2	969.503
ARID3A	47.2856	ARID3A	39.5331
ARID3B	151.8596	ARID3B	99.7741
ARID4A	705.647	ARID4A	861.4458
ARID4B	2323.7565	ARID4B	1458.4187
ARID5A	446.9401	ARID5A	2792.9217
ARID5B	2187.8694	ARID5B	4331.3253
ARIH1	1931.4358	ARIH1	2149.4729
ARIH2	937.5284	ARIH2	1660.4744
ARL10	55.015	ARL10	77.9367
ARL11	19.0961	ARL11	20.7078
ARL13B	144.1302	ARL13B	242.4699
ARL15	451.0321	ARL15	356.5512
ARL16	580.1582	ARL16	411.1446
ARL17A	39.9745	ARL17A	111.1145
removed	removed	ARL17B	6.2914
ARL1	2058.2886	ARL1	2123.494
ARL2BP	1218.0595	ARL2BP	1099.3976
ARL2	701.1003	ARL2	838.1024
ARL3	1199.8727	ARL3	385.5422
ARL4A	626.9892	ARL4A	1442.3946
ARL4C	966.1726	ARL4C	1867.8464
ARL4D	168.2277	ARL4D	125.753
ARL5A	997.0901	ARL5A	769.2018
ARL5B	676.5481	ARL5B	290.6627
ARL6IP1	10362.3716	ARL6IP1	3838.1024
ARL6IP4	1025.7343	ARL6IP4	1422.8163
ARL6IP5	2359.2798	ARL6IP5	3242.0934
ARL6IP6	268.7096	ARL6IP6	234.9398
ARL6	61.3804	ARL6	67.0181
ARL8A	1488.1331	ARL8A	838.1024
ARL8B	2001.9096	ARL8B	2088.8554
ARL9	69.1098	removed	removed
ARMC10	1053.8465	ARMC10	587.6205
ARMC1	564.2448	ARMC1	640.4367
ARMC2	140.4929	ARMC2	56.8524
ARMC3	83.2045	removed	removed
ARMC4	10.0027	removed	removed
ARMC5	292.8071	ARMC5	262.8012
ARMC6	641.0248	ARMC6	517.2364
ARMC7	286.4418	ARMC7	251.1295
ARMC8	828.4077	ARMC8	706.3253
ARMC9	215.968	ARMC9	177.7108
ARMCX1	305.0832	ARMCX1	613.7048
ARMCX2	293.7165	ARMCX2	643.0723
ARMCX3	1153.4964	ARMCX3	1574.5482
ARMCX5	202.3279	ARMCX5	377.6355
ARMCX6	138.2195	ARMCX6	198.7952
ARNT2	1062.5625	ARNT2	188.253
ARNTL2	123.2154	ARNTL2	32.3795
ARNTL	219.1507	ARNTL	253.012
ARNT	1019.3689	ARNT	1483.0572
ARPC1A	2134.0866	ARPC1A	1431.0994
ARPC1B	1010.4074	ARPC1B	818.9006
ARPC2	3087.6603	ARPC2	2630.2711
ARPC3	2502.9554	ARPC3	2023.3434
ARPC4	2881.7359	ARPC4	2132.0294
ARPC5L	431.4813	ARPC5L	563.6295
ARPC5	3246.3399	ARPC5	2156.25
ARPM1	15.9134	ARPM1	28.991
ARPP19	2386.56	ARPP19	4082.4548
ARRB1	404.2011	ARRB1	1307.9819
ARRB2	572.4288	ARRB2	381.4006
ARRDC1	320.9966	ARRDC1	807.6054
ARRDC2	543.7847	ARRDC2	1198.7952
ARRDC3	2989.9063	ARRDC3	5734.9398
ARRDC4	503.3191	ARRDC4	872.3645
ARSA	148.6769	ARSA	828.3133
ARSB	411.4759	ARSB	196.1596
ARSD	3844.6849	ARSD	3789.9096
ARSE	49.1043	ARSE	29.3675
ARSG	214.1493	ARSG	215.738
ARSI	46.3763	ARSI	16.5663
ARSJ	63.6537	ARSJ	112.5753
ARSK	182.3225	ARSK	155.497
ART4	6.3654	ART4	10.1657
ART5	12.2761	ART5	15.8133
ARTN	12.2761	removed	removed
ARV1	353.7328	ARV1	359.5633
ARVCF	328.2713	ARVCF	522.9669
ARX	128.6715	removed	removed
AR	2498.4087	AR	832.8313
AS3MT	383.741	AS3MT	127.1197
ASAH1	1644.0848	ASAH1	6088.4789
ASAH2	19.0961	ASAH2	16.5663
ASAM	260.9803	ASAM	1118.5994
ASAP1	2521.5968	ASAP1	1003.012
ASAP2	1900.973	ASAP2	902.8614
ASAP3	767.482	ASAP3	980.7982
ASB13	828.8624	ASB13	603.9157
ASB14	7.7339	ASB14	15.8133
ASB16	17.8503	ASB16	13.2116
ASB1	173.6883	ASB1	625.32
ASB2	19.0961	ASB2	28.6145
ASB3	244.6122	ASB3	248.494
removed	removed	ASB4	7.1536
ASB6	340.0064	ASB6	700.7907
ASB7	1488.1331	ASB7	382.1536
ASB8	1190.7793	ASB8	742.4699
ASB9	20.9148	ASB9	30.8735
ASCC1	630.1719	ASCC1	378.012
ASCC2	1222.1515	ASCC2	1086.5964
ASCC3	1577.703	ASCC3	1072.2892
ASCL1	87.2965	removed	removed
ASCL2	78.2031	ASCL2	82.8313
ASCL4	34.1002	removed	removed
ASF1A	710.6484	ASF1A	406.25
ASF1B	1213.0581	ASF1B	196.5361
ASGR1	8.6387	ASGR1	8.2831
ASGR2	6.3654	removed	removed
ASH1L	3089.8427	ASH1L	3611.8336
ASH2L	485.1323	ASH2L	1060.6175
ASL	253.7056	ASL	562.1235
ASMTL	568.7824	ASMTL	727.4096
ASNA1	2692.0978	ASNA1	940.512
ASNSD1	2926.2526	ASNSD1	890.8133
ASNS	383.2864	ASNS	338.1024
ASPA	6.3654	ASPA	84.3373
ASPHD1	96.3899	ASPHD1	18.0723
ASPHD2	47.7403	ASPHD2	41.7922
ASPH	1243.0617	ASPH	9238.1137
ASPM	1895.9716	ASPM	52.7108
ASPN	815.677	ASPN	247.3645
ASPRV1	30.0082	ASPRV1	67.5
ASPSCR1	548.786	ASPSCR1	270.3313
ASRGL1	88.6605	ASRGL1	149.4729
ASS1	855.2332	ASS1	2047.4398
ASTE1	88.7742	ASTE1	204.3336
ASTN1	18.6414	ASTN1	42.1687
ASTN2	422.3879	ASTN2	235.3163
ASXL1	1792.307	ASXL1	1926.5813
ASXL2	564.2448	ASXL2	1073.4187
ASXL3	8.1841	ASXL3	27.1084
ATAD1	1325.8161	ATAD1	1071.1596
ATAD2B	624.2612	ATAD2B	478.5392
ATAD2	1983.2682	ATAD2	1058.3584
ATAD3A	758.8433	ATAD3A	413.4036
ATAD3B	302.3552	ATAD3B	253.3886
ATAD3C	21.3695	ATAD3C	113.3283
ATAD5	341.9114	ATAD5	82.0783
ATE1	375.557	ATE1	439.3825
ATF1	508.3205	ATF1	428.0873
ATF2	5606.5291	ATF2	630.6476
ATF3	554.2421	ATF3	4724.3976
ATF4	4825.4069	ATF4	6041.0392
ATF5	930.7084	ATF5	541.4157
ATF6B	1568.6096	ATF6B	1836.0429
ATF6	1985.0868	ATF6	1760.9187
ATF7IP2	175.9571	ATF7IP2	54.9699
ATF7IP	2114.213	ATF7IP	1366.7169
ATF7	1226.1617	ATF7	2719.1642
ATG10	230.9721	ATG10	134.0361
ATG12	482.859	ATG12	467.6205
ATG16L1	962.0806	ATG16L1	965.3614
ATG16L2	105.597	ATG16L2	419.5294
ATG2A	611.9851	ATG2A	890.4367
ATG2B	1297.6266	ATG2B	1358.4337
ATG3	724.2884	ATG3	711.5964
ATG4A	255.5242	ATG4A	387.0482
ATG4B	532.8726	ATG4B	734.9398
ATG4C	294.6258	ATG4C	193.5241
ATG4D	1167.2274	ATG4D	223.061
ATG5	1429.0261	ATG5	782.3795
ATG7	510.4756	ATG7	685.3765
ATG9A	853.3145	ATG9A	1720.8773
ATG9B	69.2234	ATG9B	12.2289
ATHL1	83.2045	ATHL1	760.9187
ATIC	1512.6853	ATIC	1829.4428
ATL1	212.3306	ATL1	417.5452
ATL2	1023.9156	ATL2	1446.9127
ATL3	808.857	ATL3	793.2982
ATMIN	2466.5818	ATMIN	1844.503
ATM	1031.645	ATM	1653.2342
ATN1	6946.8946	ATN1	5307.9819
ATOH8	39.1016	ATOH8	407.756
ATOX1	679.7308	ATOX1	453.6898
ATP10A	125.9434	ATP10A	198.4187
ATP10B	8.1841	ATP10B	14.3072
ATP10D	726.1071	ATP10D	641.9428
ATP11A	586.5236	ATP11A	774.4729
ATP11B	1297.172	ATP11B	1762.8012
ATP11C	1190.7793	ATP11C	770.7078
ATP13A1	1624.9886	ATP13A1	1537.6506
ATP13A2	1248.0677	ATP13A2	1097.1386
ATP13A3	3691.916	ATP13A3	1701.4307
ATP13A4	16.3681	ATP13A4	2588.4789
removed	removed	ATP13A5	1017.3193
ATP1A1	11214.8677	ATP1A1	15890.4142
ATP1A2	34.5549	ATP1A2	1835.4669
ATP1A3	11.3667	removed	removed
ATP1B1	2023.0517	ATP1B1	2169.8569
ATP1B2	57.743	ATP1B2	135.1657
ATP1B3	1168.5005	ATP1B3	1386.6717
removed	removed	ATP2A1	7.5301
ATP2A2	5021.8241	ATP2A2	5400.6024
ATP2A3	753.842	ATP2A3	410.3916
ATP2B1	1372.6471	ATP2B1	1575.6777
ATP2B2	30.0082	ATP2B2	15.4367
ATP2B3	13.1854	removed	removed
ATP2B4	4418.9324	ATP2B4	5215.3614
ATP2C1	3262.1397	ATP2C1	2656.7357
ATP2C2	848.8679	ATP2C2	274.0964
ATP5A1	12437.0283	ATP5A1	9446.1596
ATP5B	15285.0777	ATP5B	10397.9669
ATP5C1	3377.2847	ATP5C1	2407.3795
ATP5D	450.5774	ATP5D	539.1566
ATP5EP2	40.4656	ATP5EP2	24.4729
ATP5E	4034.7367	ATP5E	2146.8373
ATP5F1	1946.4399	ATP5F1	2248.8705
ATP5G1	398.7451	ATP5G1	540.6627
ATP5G2	2637.5375	ATP5G2	3056.4759
ATP5G3	17241.0657	ATP5G3	2055.7229
ATP5H	1529.508	ATP5H	1449.9247
ATP5I	1354.2375	ATP5I	846.5663
ATP5J2	1234.0411	ATP5J2	1012.0595
ATP5J	872.6107	ATP5J	1141.8712
ATP5L	2036.0098	ATP5L	1878.012
ATP5O	2136.0371	ATP5O	1966.491
ATP5SL	586.9783	ATP5SL	561.747
ATP5S	161.8623	ATP5S	154.744
ATP6AP1L	52.7417	ATP6AP1L	62.8765
ATP6AP1	7354.2784	ATP6AP1	3000.753
ATP6AP2	4400.7457	ATP6AP2	2786.1446
ATP6V0A1	1341.7296	ATP6V0A1	2050.4518
ATP6V0A2	504.6831	ATP6V0A2	456.7018
ATP6V0A4	10.0027	ATP6V0A4	33.1325
ATP6V0B	2354.2784	ATP6V0B	1476.6566
ATP6V0C	1597.9267	ATP6V0C	1872.8087
ATP6V0D1	1305.8107	ATP6V0D1	1855.4217
ATP6V0E1	2629.8081	ATP6V0E1	2318.1476
ATP6V0E2	883.8047	ATP6V0E2	787.4511
ATP6V1A	1847.322	ATP6V1A	1948.0422
ATP6V1B1	55.015	ATP6V1B1	199.1717
ATP6V1B2	1052.1051	ATP6V1B2	1554.5934
ATP6V1C1	1914.6131	ATP6V1C1	1414.9096
ATP6V1C2	45.1941	ATP6V1C2	227.0294
ATP6V1D	1055.7425	ATP6V1D	1017.3193
ATP6V1E1	1029.8263	ATP6V1E1	2108.0572
ATP6V1E2	150.4956	ATP6V1E2	94.503
ATP6V1F	1280.8039	ATP6V1F	1028.991
ATP6V1G1	4183.4137	ATP6V1G1	2072.2892
ATP6V1G2	5.9107	ATP6V1G2	12.0482
ATP6V1H	768.3914	ATP6V1H	1366.7169
ATP7A	3064.4721	ATP7A	1633.6596
ATP7B	241.8842	ATP7B	239.4578
ATP8A1	205.9653	ATP8A1	623.1175
ATP8A2	6.3654	ATP8A2	49.3223
ATP8B1	1859.7981	ATP8B1	1483.8705
ATP8B2	513.3218	ATP8B2	909.262
ATP8B3	19.5508	ATP8B3	16.5663
ATP8B4	40.0109	ATP8B4	157.756
ATP8B5P	13.6401	ATP8B5P	21.4608
ATP9A	4265.2542	ATP9A	4300.0753
ATP9B	407.8385	ATP9B	662.6506
ATPAF1	791.9705	ATPAF1	1276.4947
ATPAF2	186.4145	ATPAF2	236.8223
ATPBD4	77.2938	ATPBD4	151.7319
ATPIF1	679.2762	ATPIF1	661.1446
ATRIP	278.285	ATRIP	292.308
ATRNL1	34.1002	ATRNL1	78.6898
ATRN	2074.2021	ATRN	2656.25
ATRX	13162.2261	ATRX	2568.9006
ATR	822.9517	ATR	1150.2259
ATXN10	2361.0985	ATXN10	1551.2048
ATXN1L	1718.2868	ATXN1L	2098.3961
ATXN1	1563.6083	ATXN1	816.6416
ATXN2L	1851.8687	ATXN2L	2016.5663
ATXN2	672.9108	ATXN2	911.5211
ATXN3	534.2366	ATXN3	515.4367
ATXN7L1	204.6013	ATXN7L1	437.5
ATXN7L2	90.0246	ATXN7L2	67.7711
ATXN7L3B	4651.2685	ATXN7L3B	2892.6958
ATXN7L3	1820.4965	ATXN7L3	1110.6928
ATXN7	580.6129	ATXN7	1028.6145
AUH	217.332	AUH	371.6114
AUP1	1183.3318	AUP1	1902.3155
AURKAIP1	1122.1242	AURKAIP1	823.0422
AURKAPS1	7.2747	AURKAPS1	9.0361
AURKA	770.2101	AURKA	109.9398
AURKB	213.6946	AURKB	21.4608
AURKC	6.82	AURKC	6.7771
AUTS2	6240.7929	AUTS2	1501.506
AVEN	145.0396	AVEN	309.488
AVIL	21.8241	AVIL	51.9578
AVL9	762.9353	AVL9	496.6114
AVPI1	86.8419	AVPI1	327.5602
AVPR1A	70.4738	AVPR1A	80.1958
AVPR2	13.1854	AVPR2	103.1627
removed	removed	AWAT2	37.6506
AXIN1	735.2005	AXIN1	561.3705
AXIN2	258.7069	AXIN2	246.2349
AXL	789.3062	AXL	1722.1386
AZGP1	4765.3906	AZGP1	40862.1988
AZI1	370.5556	AZI1	221.009
AZI2	1553.6055	AZI2	1008.2831
AZIN1	8776.9392	AZIN1	3197.6657
B2M	20548.3314	B2M	21650.9789
B3GALNT1	1105.3014	B3GALNT1	228.9157
B3GALNT2	1355.3742	B3GALNT2	568.8667
removed	removed	B3GALT1	17.3193
B3GALT2	5.9107	B3GALT2	8.2831
B3GALT4	73.2018	B3GALT4	194.6536
B3GALT5	90.0246	B3GALT5	51.9578
B3GALT6	680.1855	B3GALT6	350.5271
B3GALTL	441.484	B3GALTL	286.5211
B3GAT1	125.0341	B3GAT1	1293.2982
B3GAT2	5.6152	B3GAT2	16.7884
B3GAT3	666.5454	B3GAT3	426.5813
B3GNT1	347.8221	B3GNT1	513.1777
B3GNT2	777.9394	B3GNT2	1015.4367
B3GNT3	16.8228	B3GNT3	71.9127
B3GNT4	7.2747	removed	removed
B3GNT5	148.6769	B3GNT5	295.5572
B3GNT7	43.6483	B3GNT7	75.6777
B3GNT8	25.0068	B3GNT8	40.6627
B3GNT9	383.9593	B3GNT9	195.9752
B3GNTL1	37.5011	B3GNTL1	53.5015
B4GALNT1	53.0872	B4GALNT1	20.5233
removed	removed	B4GALNT2	86.2199
B4GALNT3	357.3702	B4GALNT3	92.244
B4GALNT4	254.1602	B4GALNT4	158.1325
B4GALT1	3438.2104	B4GALT1	5471.3855
B4GALT2	1795.9443	B4GALT2	541.0392
B4GALT3	1654.0875	B4GALT3	763.9307
B4GALT4	626.0798	B4GALT4	416.4157
B4GALT5	2972.1742	B4GALT5	1884.0361
B4GALT6	45.0123	B4GALT6	135.9187
B4GALT7	353.2782	B4GALT7	325.6777
B9D1	144.544	B9D1	93.0045
B9D2	67.7094	B9D2	86.9729
BAALC	37.2829	BAALC	132.1536
BACE1	825.6797	BACE1	1178.4639
BACE2	1523.5973	BACE2	637.8012
BACH1	864.7813	BACH1	864.4578
BACH2	108.666	BACH2	242.4699
BAD	564.2493	BAD	500.2108
BAG1	677.5893	BAG1	1011.1935
BAG2	101.3913	BAG2	81.7018
BAG3	1156.2244	BAG3	1382.1536
BAG4	106.3927	BAG4	243.5994
BAG5	1553.1509	BAG5	1671.3102
BAGE2	8.0522	BAGE2	13.6898
BAHCC1	325.0887	BAHCC1	613.7048
BAHD1	458.3068	BAHD1	919.4277
BAI1	11.8214	BAI1	30.8735
BAI2	306.9019	BAI2	59.1114
removed	removed	BAI3	14.6837
BAIAP2L1	885.2414	BAIAP2L1	672.8163
BAIAP2L2	48.195	BAIAP2L2	7.9066
BAIAP2	1424.9341	BAIAP2	872.741
BAIAP3	18.2232	BAIAP3	274.9511
BAK1	422.3879	BAK1	206.3253
BAMBI	3850.1409	BAMBI	670.5572
BANF1	2179.6854	BANF1	1350.5271
BANK1	22.7335	BANK1	75.6777
BANP	264.163	BANP	259.7892
BAP1	1249.4317	BAP1	1495.8584
BARD1	204.6013	BARD1	115.9639
BARX1	7.7294	BARX1	13.9307
BARX2	232.7908	BARX2	1225.5271
BASP1	635.1732	BASP1	153.6145
BAT1	4774.484	BAT1	5269.5783
BAT2L1	7463.6401	BAT2L1	6702.7297
BAT2L2	7893.9711	BAT2L2	6022.9669
BAT2	9404.383	BAT2	5648.3434
BAT3	3863.7492	BAT3	3906.2312
BAT4	225.9707	BAT4	292.9217
BAT5	960.7166	BAT5	870.1054
BATF2	23.6428	BATF2	35.7681
BATF3	6.82	BATF3	11.6717
BATF	90.4792	BATF	81.3253
BAX	519.6872	BAX	222.5151
BAZ1A	1667.2729	BAZ1A	1264.3072
BAZ1B	14318.9052	BAZ1B	2303.0873
BAZ2A	1406.6836	BAZ2A	3470.3991
BAZ2B	1318.114	BAZ2B	1288.2681
BBC3	152.7689	BBC3	81.3253
BBOX1	112.3034	BBOX1	792.1687
BBS10	472.4016	BBS10	414.9096
BBS12	85.0232	BBS12	172.4398
BBS1	500.2182	BBS1	927.3343
BBS2	1022.0969	BBS2	1079.0663
BBS4	261.4349	BBS4	473.6446
BBS5	157.7703	BBS5	190.9262
BBS7	261.8896	BBS7	347.5151
BBS9	406.0198	BBS9	321.9127
BBX	1925.5251	BBX	2277.1084
BCAM	4335.2733	BCAM	3388.1777
removed	removed	BCAN	12.4247
BCAP29	789.3062	BCAP29	1308.3584
