gene_id	TCGA-E9-A1N9-01A-11R-A14D-07	gene_id	TCGA-E9-A1N9-11A-71R-A14D-07
TMEM164	1463.581	TMEM164	660.0151
TMEM165	1050.2864	TMEM165	1184.8645
TMEM167A	3294.9895	TMEM167A	2526.3554
TMEM167B	1087.1147	TMEM167B	1389.3072
TMEM168	838.8651	TMEM168	823.4187
TMEM169	20.9148	TMEM169	22.2139
TMEM170A	642.9026	TMEM170A	464.9849
TMEM170B	263.7083	TMEM170B	315.1355
TMEM173	454.2148	TMEM173	602.0331
TMEM175	177.7758	TMEM175	517.3193
TMEM176A	305.9925	TMEM176A	536.8976
TMEM176B	726.5618	TMEM176B	1017.6958
TMEM177	201.4186	TMEM177	135.9187
TMEM178	14.5494	TMEM178	49.6988
TMEM179B	585.1596	TMEM179B	883.6596
TMEM17	105.0286	TMEM17	50.4518
TMEM180	122.3061	TMEM180	40.2861
TMEM181	1631.354	TMEM181	2041.0392
TMEM182	148.6769	TMEM182	120.4819
TMEM183A	2151.0412	TMEM183A	813.253
TMEM184A	152.919	TMEM184A	393.3245
TMEM184B	1503.8511	TMEM184B	1394.1077
TMEM184C	884.3321	TMEM184C	705.1958
TMEM185A	963.8992	TMEM185A	499.6235
TMEM185B	499.2271	TMEM185B	554.9699
TMEM186	193.6892	TMEM186	214.2319
TMEM187	358.7342	TMEM187	216.8675
TMEM188	233.7001	TMEM188	201.8072
TMEM189-UBE2V1	5.0696	removed	removed
TMEM189	559.5435	TMEM189	812.5
TMEM18	479.6763	TMEM18	730.4179
TMEM191A	22.2788	TMEM191A	10.9187
TMEM192	641.0839	TMEM192	862.1988
TMEM194A	1203.9647	TMEM194A	699.9247
TMEM194B	196.4172	TMEM194B	119.3524
TMEM195	10.9121	TMEM195	21.0843
TMEM198	121.8514	TMEM198	66.2651
TMEM199	768.3914	TMEM199	412.2252
TMEM19	978.4487	TMEM19	1162.6506
TMEM200A	202.3279	TMEM200A	213.4789
TMEM200B	32.3088	TMEM200B	282.1574
TMEM200C	10.4574	TMEM200C	18.0723
TMEM201	336.4554	TMEM201	269.2018
TMEM203	427.844	TMEM203	570.4066
TMEM204	243.7028	TMEM204	242.0934
TMEM205	290.9885	TMEM205	1143.8253
TMEM206	692.9162	TMEM206	119.3524
TMEM208	357.3702	TMEM208	420.5572
TMEM209	738.8379	TMEM209	587.3494
TMEM20	52.287	TMEM20	80.9488
removed	removed	TMEM213	51.9578
TMEM214	1020.7329	TMEM214	2580.5723
TMEM216	264.6176	TMEM216	237.9518
TMEM217	24.8704	TMEM217	21.2764
TMEM218	173.6837	TMEM218	299.3223
TMEM219	1465.8543	TMEM219	1359.5633
TMEM220	78.6578	TMEM220	194.6536
TMEM222	540.1473	TMEM222	676.9578
TMEM223	183.2318	TMEM223	174.3223
TMEM229B	675.1841	TMEM229B	136.2952
TMEM22	53.651	TMEM22	143.8253
TMEM231	299.0679	TMEM231	211.2199
TMEM232	5.0014	TMEM232	23.3434
TMEM233	9.0934	removed	removed
TMEM25	378.7397	TMEM25	641.9428
TMEM26	59.5617	TMEM26	66.8185
TMEM27	55.015	TMEM27	25.6024
TMEM2	1168.0458	TMEM2	1514.3072
TMEM30A	4221.6059	TMEM30A	4004.8946
TMEM30B	921.615	TMEM30B	1429.2169
TMEM31	12.7307	removed	removed
TMEM33	3367.7367	TMEM33	1853.9157
TMEM35	9.5481	TMEM35	32.756
TMEM37	60.9257	TMEM37	683.7349
TMEM38A	230.5174	TMEM38A	58.3584
TMEM38B	53.1963	TMEM38B	72.2892
TMEM39A	712.0124	TMEM39A	668.2982
TMEM39B	250.9775	TMEM39B	231.1747
TMEM40	9.0934	TMEM40	22.2139
TMEM41A	691.5522	TMEM41A	567.0181
TMEM41B	464.2175	TMEM41B	782.003
TMEM42	73.6565	TMEM42	183.3584
TMEM43	2662.0897	TMEM43	3261.2952
TMEM44	176.8664	TMEM44	157.756
TMEM45A	983.45	TMEM45A	183.7349
TMEM45B	42.2843	TMEM45B	1222.8916
TMEM47	487.4057	TMEM47	1446.1596
TMEM48	597.8903	TMEM48	410.0151
TMEM49	1490.8611	TMEM49	2124.6235
TMEM50A	3589.1607	TMEM50A	1939.006
TMEM50B	857.9613	TMEM50B	1112.5753
TMEM51	295.9898	TMEM51	272.2139
TMEM52	76.8391	TMEM52	8.6596
TMEM53	230.3765	TMEM53	147.0633
TMEM54	959.3526	TMEM54	605.7982
TMEM55A	91.3886	TMEM55A	252.259
TMEM55B	443.7574	TMEM55B	694.2771
TMEM56	111.1167	TMEM56	387.8502
TMEM57	1381.2858	TMEM57	754.5181
TMEM59L	5.9107	removed	removed
TMEM59	4033.8274	TMEM59	7568.9006
TMEM5	408.2932	TMEM5	313.6295
TMEM60	713.831	TMEM60	211.5964
TMEM61	13.1854	TMEM61	44.0512
TMEM62	2028.2804	TMEM62	3142.6958
TMEM63A	522.8699	TMEM63A	2131.4006
TMEM63B	2037.8285	TMEM63B	1017.3193
TMEM63C	773.8474	TMEM63C	1198.7952
TMEM64	843.4118	TMEM64	541.0392
TMEM65	995.7261	TMEM65	423.5693
TMEM66	2595.7079	TMEM66	8143.0723
TMEM67	383.741	TMEM67	224.3976
TMEM68	358.2795	TMEM68	294.4277
TMEM69	300.5365	TMEM69	416.4157
TMEM70	403.7465	TMEM70	424.6988
TMEM71	35.4642	TMEM71	108.0572
removed	removed	TMEM74	5.6476
TMEM79	173.6837	TMEM79	154.3675
TMEM80	75.4751	TMEM80	441.4759
TMEM81	58.1977	TMEM81	27.1084
TMEM84	43.1936	TMEM84	38.4036
TMEM85	534.182	TMEM85	1152.7334
TMEM86A	322.3516	TMEM86A	588.0535
TMEM86B	50.4683	TMEM86B	43.2982
TMEM87A	1396.7446	TMEM87A	2801.5813
TMEM87B	1217.1501	TMEM87B	2141.9428
TMEM88	17.2774	TMEM88	81.3253
TMEM8A	518.7778	TMEM8A	1000
TMEM8B	404.6558	TMEM8B	640.4367
TMEM90A	30.4629	removed	removed
TMEM90B	68.6551	TMEM90B	9.0361
TMEM91	36.4099	TMEM91	185.1393
TMEM92	6.82	TMEM92	12.8012
TMEM93	201.3276	TMEM93	170.4744
TMEM97	1629.2262	TMEM97	510.113
TMEM98	1598.1631	TMEM98	778.6145
TMEM99	407.8385	TMEM99	373.494
TMEM9B	879.3307	TMEM9B	1143.0723
TMEM9	2320.1782	TMEM9	956.3253
TMF1	1208.0567	TMF1	1644.2018
removed	removed	TMIE	11.2952
TMLHE	212.3306	TMLHE	294.0512
TMOD1	125.1387	TMOD1	448.6258
TMOD2	450.1228	TMOD2	664.5331
TMOD3	1284.4412	TMOD3	1551.5813
TMPO	2256.6882	TMPO	1155
TMPPE	41.8296	TMPPE	40.6627
removed	removed	TMPRSS11F	30.497
TMPRSS13	782.9408	TMPRSS13	369.3524
TMPRSS2	601.073	TMPRSS2	1014.3072
TMPRSS3	388.2877	TMPRSS3	280.1205
TMPRSS4	20.0055	removed	removed
removed	removed	TMPRSS5	12.0482
removed	removed	TMPRSS9	45.561
TMSB10	24829.0443	TMSB10	7650.2259
TMSB15A	105.4833	TMSB15A	20.3313
TMSB15B	166.5454	TMSB15B	34.1227
TMSL3	18085.8416	TMSL3	14366.3404
TMTC1	394.6531	TMTC1	2338.1024
TMTC2	415.1132	TMTC2	587.3494
TMTC3	1046.1944	TMTC3	789.9096
TMTC4	1421.7514	TMTC4	425.8283
TMUB1	327.8167	TMUB1	308.3584
TMUB2	611.9851	TMUB2	892.3193
TMX1	807.493	TMX1	874.247
TMX2	1427.6621	TMX2	1709.7139
TMX3	764.754	TMX3	1206.3253
TMX4	664.7267	TMX4	1006.0241
TNC	3336.3645	TNC	1924.3223
TNFAIP1	2300	TNFAIP1	1519.3185
TNFAIP2	680.6402	TNFAIP2	1960.4669
TNFAIP3	646.9946	TNFAIP3	682.9819
TNFAIP6	176.8664	TNFAIP6	116.7169
TNFAIP8L1	182.3225	TNFAIP8L1	83.2078
TNFAIP8L2	57.2884	TNFAIP8L2	34.262
TNFAIP8L3	51.3776	TNFAIP8L3	100.9036
TNFAIP8	298.7178	TNFAIP8	355.4217
TNFRSF10A	70.9284	TNFRSF10A	187.1235
TNFRSF10B	264.163	TNFRSF10B	2551.5813
TNFRSF10C	7.7294	TNFRSF10C	40.2861
TNFRSF10D	13.6401	TNFRSF10D	124.247
TNFRSF11A	28.6442	TNFRSF11A	144.2018
TNFRSF11B	38.6469	TNFRSF11B	90.738
TNFRSF12A	352.3688	TNFRSF12A	569.6536
removed	removed	TNFRSF13B	19.9548
TNFRSF13C	7.2747	removed	removed
TNFRSF14	450.9594	TNFRSF14	795.4217
TNFRSF17	15.9134	TNFRSF17	48.9458
TNFRSF18	36.3736	TNFRSF18	16.5663
TNFRSF19	533.7819	TNFRSF19	356.9277
TNFRSF1A	2492.498	TNFRSF1A	2324.9247
TNFRSF1B	488.7697	TNFRSF1B	1251.1295
TNFRSF21	851.1412	TNFRSF21	923.9458
TNFRSF25	40.9203	TNFRSF25	62.5
TNFRSF4	26.3708	TNFRSF4	22.2139
TNFRSF6B	30.8721	TNFRSF6B	29.7214
TNFRSF8	15.0041	TNFRSF8	78.3133
TNFRSF9	14.0948	removed	removed
TNFSF10	4174.3203	TNFSF10	3381.7771
TNFSF11	17.7321	TNFSF11	18.4488
TNFSF12-TNFSF13	71.2876	TNFSF12-TNFSF13	76.3479
TNFSF12	236.0598	TNFSF12	593.2794
TNFSF13B	76.3845	TNFSF13B	34.262
TNFSF13	204.6058	TNFSF13	972.3155
TNFSF15	39.1016	TNFSF15	19.2018
TNFSF4	199.5999	TNFSF4	28.238
TNFSF8	30.9175	TNFSF8	15.8133
TNFSF9	5.0014	TNFSF9	11.2952
TNF	10.0027	TNF	11.6717
TNIK	950.2592	TNIK	361.8223
TNIP1	1510.4119	TNIP1	3663.4036
TNIP2	514.6858	TNIP2	663.4036
TNK1	327.362	TNK1	426.9578
TNK2	1037.9149	TNK2	978.5542
TNKS1BP1	3440.4838	TNKS1BP1	6195.0301
TNKS2	2977.6303	TNKS2	2330.1958
TNKS	706.3927	TNKS	1351.8336
removed	removed	TNMD	144.9548
removed	removed	TNNC1	6.4006
removed	removed	TNNC2	8.6596
TNNI1	46.3763	TNNI1	14.3072
removed	removed	TNNI2	10.9187
TNNI3K	6.3699	TNNI3K	43.4714
removed	removed	TNNT2	10.1657
removed	removed	TNNT3	54.2169
TNN	373.2836	TNN	481.1747
TNPO1	3408.6569	TNPO1	2896.0843
TNPO2	3689.6426	TNPO2	1827.5602
TNPO3	1446.3035	TNPO3	1078.3133
TNRC18	4027.462	TNRC18	3044.8042
TNRC6A	1284.8959	TNRC6A	1407.003
TNRC6B	727.0165	TNRC6B	1053.8404
TNRC6C	1355.2651	TNRC6C	910.0828
TNR	5.9107	removed	removed
TNS1	2830.772	TNS1	27628.7651
TNS3	1534.0547	TNS3	3615.5873
TNS4	421.9333	TNS4	2160.0151
TNXB	380.2537	TNXB	9314.9812
TOB1	1755.4788	TOB1	2441.9616
TOB2	1236.2462	TOB2	1837.7259
TOE1	277.8121	TOE1	306.8675
TOLLIP	576.5209	TOLLIP	1675.4518
TOM1L1	1369.0507	TOM1L1	1095.1318
TOM1L2	747.9313	TOM1L2	2937.1235
TOM1	560.1528	TOM1	1156.25
TOMM20	8200.4183	TOMM20	5016.1898
TOMM22	981.1767	TOMM22	852.4096
TOMM34	1035.737	TOMM34	590.3614
TOMM40L	99.3044	TOMM40L	250.866
TOMM40	1119.8509	TOMM40	634.7892
TOMM5	763.3718	TOMM5	596.762
TOMM6	2507.2929	TOMM6	1548.8517
TOMM70A	3122.9062	TOMM70A	2506.9315
TOMM7	1558.6069	TOMM7	1527.1084
TOP1MT	1544.9668	TOP1MT	326.0542
TOP1P1	182.7771	TOP1P1	97.1386
TOP1	5929.799	TOP1	1962.7259
TOP2A	6925.0705	TOP2A	285.3916
TOP2B	12622.5334	TOP2B	4325.3012
TOP3A	491.4977	TOP3A	550.8283
TOP3B	196.8719	TOP3B	317.0181
TOPBP1	1491.7705	TOPBP1	919.8042
TOPORS	709.739	TOPORS	723.2681
TOR1AIP1	1793.2163	TOR1AIP1	2005.6476
TOR1AIP2	570.1555	TOR1AIP2	446.5361
TOR1A	887.5148	TOR1A	705.5723
TOR1B	466.9455	TOR1B	466.491
TOR2A	317.8139	TOR2A	164.9096
TOR3A	864.7813	TOR3A	656.25
TOX2	20.0055	TOX2	43.6747
TOX3	404.2011	TOX3	176.9578
TOX4	1147.0719	TOX4	1833.558
TOX	46.3763	TOX	51.2048
TP53AIP1	10.9121	TP53AIP1	62.1235
TP53BP1	1296.7173	TP53BP1	1299.3223
TP53BP2	2072.3834	TP53BP2	958.2078
TP53I11	4288.4423	TP53I11	1675.8283
TP53I13	442.848	TP53I13	238.3283
TP53I3	152.3143	TP53I3	181.0994
TP53INP1	2071.474	TP53INP1	796.3102
TP53INP2	1225.3342	TP53INP2	1195.0301
TP53RK	503.3191	TP53RK	410.0151
TP53TG1	279.6217	TP53TG1	365.9639
TP53TG3B	6.3654	removed	removed
removed	removed	TP53	1388.1777
TP63	503.3191	TP63	2060.994
TP73	51.3776	TP73	83.2078
TPBG	1203.9647	TPBG	731.5512
TPCN1	486.0416	TPCN1	1597.1386
TPCN2	413.5082	TPCN2	376.6566
TPD52L1	3062.6535	TPD52L1	1527.8614
TPD52L2	1981.9042	TPD52L2	2200.6777
TPD52	17202.1961	TPD52	2350.2372
removed	removed	TPH1	19.9548
TPI1P2	12.7307	TPI1P2	16.9428
TPI1	13433.6637	TPI1	3733.0572
TPK1	36.3736	TPK1	121.6114
TPM1	3166.2453	TPM1	5690.0904
TPM2	1167.1365	TPM2	2679.5934
TPM3	9800.8548	TPM3	3657.756
TPM4	23059.9254	TPM4	10115.9639
TPMT	916.6136	TPMT	538.7801
TPO	10.0027	TPO	94.503
TPP1	1909.6117	TPP1	2476.6566
TPP2	1095.2987	TPP2	1108.0572
TPPP3	186.4145	TPPP3	674.3223
TPPP	456.9428	TPPP	602.4096
TPRA1	514.2312	TPRA1	576.4307
TPRG1L	1679.0943	TPRG1L	2026.7319
TPRG1	48.6496	TPRG1	128.7651
TPRKB	443.7574	TPRKB	254.1416
TPRN	142.3115	TPRN	179.9699
TPRXL	14.5494	TPRXL	5.2711
TPR	5553.4964	TPR	3701.2425
TPSAB1	42.2843	TPSAB1	155.8735
TPSB2	118.2141	TPSB2	190.512
TPST1	220.5147	TPST1	217.6205
TPST2	262.3443	TPST2	533.8855
TPT1	49325.7252	TPT1	50459.3373
removed	removed	TPTE2P1	12.4247
TPX2	2399.2907	TPX2	192.7711
TRA2A	1423.5701	TRA2A	1199.9247
TRA2B	2959.8982	TRA2B	2500.3765
TRABD	370.5556	TRABD	444.2771
TRADD	183.2318	TRADD	327.9367
TRAF1	155.9516	TRAF1	217.6205
TRAF2	214.604	TRAF2	300.0753
TRAF3IP1	458.3068	TRAF3IP1	604.6687
TRAF3IP2	715.6497	TRAF3IP2	854.6687
TRAF3IP3	128.2168	TRAF3IP3	57.9819
TRAF3	163.2263	TRAF3	148.3434
TRAF4	3066.7455	TRAF4	1104.6687
TRAF5	421.0239	TRAF5	344.503
TRAF6	151.4049	TRAF6	292.9217
TRAF7	2113.9129	TRAF7	1448.9834
TRAFD1	915.7043	TRAFD1	1009.0361
TRAIP	116.8501	TRAIP	62.8765
TRAK1	1181.2312	TRAK1	1571.1596
TRAK2	2188.7788	TRAK2	1495.4819
TRAM1L1	52.7417	TRAM1L1	61.3705
TRAM1	2099.2089	TRAM1	3570.4066
TRAM2	1959.6254	TRAM2	1205.1958
TRANK1	550.6047	TRANK1	730.4217
TRAP1	1672.8562	TRAP1	1647.0181
TRAPPC10	1732.2906	TRAPPC10	1448.7952
TRAPPC1	731.1085	TRAPPC1	727.0331
TRAPPC2L	361.9169	TRAPPC2L	397.5904
TRAPPC2P1	127.7076	TRAPPC2P1	121.0279
TRAPPC2	296.4445	TRAPPC2	324.9247
TRAPPC3	1367.1911	TRAPPC3	964.9849
TRAPPC4	704.283	TRAPPC4	664.9096
TRAPPC5	251.4322	TRAPPC5	243.5994
TRAPPC6A	205.9653	TRAPPC6A	382.9066
TRAPPC6B	527.8712	TRAPPC6B	719.503
TRAPPC9	2012.8217	TRAPPC9	644.5783
TRAT1	31.8269	removed	removed
TRDMT1	127.3074	TRDMT1	113.3283
removed	removed	TRDN	50.8283
TREM1	7.7294	removed	removed
TREM2	149.1316	TREM2	91.491
TRERF1	337.3647	TRERF1	281.6265
TREX1	157.743	TREX1	288.6408
removed	removed	TRHDE	50.9074
TRIAP1	505.1378	TRIAP1	389.6837
TRIB1	2230.1537	TRIB1	2173.1928
TRIB2	716.5591	TRIB2	1064.3825
TRIB3	2083.2954	TRIB3	139.6837
TRIL	1856.4154	TRIL	824.5482
TRIM11	508.7751	TRIM11	395.7078
TRIM13	780.4265	TRIM13	535.241
TRIM14	699.2816	TRIM14	579.0663
TRIM16L	215.3633	TRIM16L	192.9669
TRIM16	662.2442	TRIM16	417.0783
TRIM17	23.1881	TRIM17	49.6988
TRIM21	196.4172	TRIM21	346.762
TRIM22	747.9313	TRIM22	1443.5203
TRIM23	361.9169	TRIM23	422.4398
TRIM24	1392.6525	TRIM24	722.1386
TRIM25	566.9728	TRIM25	896.4608
TRIM26	1754.1148	TRIM26	1986.0693
TRIM27	1521.7787	TRIM27	1243.5994
TRIM28	4195.2351	TRIM28	3509.4127
TRIM29	556.5154	TRIM29	3697.6657
TRIM2	523.7792	TRIM2	1664.9096
TRIM32	322.8153	TRIM32	380.6476
TRIM33	1619.5326	TRIM33	1655.8735
TRIM34	153.2236	TRIM34	217.997
TRIM35	165.9544	TRIM35	490.2108
TRIM36	233.2454	TRIM36	850.1506
TRIM37	1463.9402	TRIM37	685.1054
TRIM38	694.7349	TRIM38	658.8855
TRIM39	468.014	TRIM39	617.7071
TRIM3	317.3593	TRIM3	393.0723
TRIM41	508.425	TRIM41	656.0505
TRIM44	1824.5885	TRIM44	1655.497
TRIM45	182.3225	TRIM45	151.3554
TRIM46	62.7444	TRIM46	27.4849
TRIM47	314.1766	TRIM47	605.7982
TRIM4	680.1855	TRIM4	1106.9277
TRIM52	109.1207	TRIM52	234.9398
TRIM54	17.2774	removed	removed
removed	removed	TRIM55	8.2831
TRIM56	260.5256	TRIM56	599.3976
TRIM58	162.6853	TRIM58	54.9096
TRIM59	302.8371	TRIM59	44.5821
TRIM5	234.1502	TRIM5	590.7267
TRIM62	272.347	TRIM62	257.9066
TRIM65	295.0805	TRIM65	299.3223
TRIM66	81.8405	TRIM66	527.4849
TRIM68	97.2993	TRIM68	754.8946
TRIM69	12.7307	TRIM69	12.8012
TRIM6	75.4751	TRIM6	114.0813
TRIM74	7.7294	removed	removed
removed	removed	TRIM78P	11.683
TRIM7	18.6414	TRIM7	15.0602
TRIM8	1145.3124	TRIM8	1904.744
TRIM9	33.6455	TRIM9	94.8795
TRIOBP	996.6354	TRIOBP	1906.8298
TRIO	3360.9166	TRIO	2823.4187
TRIP10	538.7833	TRIP10	1239.4578
TRIP11	1274.4385	TRIP11	1684.488
TRIP12	3646.9037	TRIP12	4955.9488
TRIP13	638.8106	TRIP13	76.4307
TRIP4	358.2795	TRIP4	553.4639
TRIP6	161.8623	TRIP6	823.7952
TRIT1	520.5965	TRIT1	331.3253
TRMT112	1304.9013	TRMT112	1072.6657
TRMT11	280.9857	TRMT11	250.3765
TRMT12	586.0689	TRMT12	277.1084
TRMT1	676.5481	TRMT1	458.5843
TRMT2A	265.9816	TRMT2A	542.5452
TRMT2B	167.773	TRMT2B	423.1928
TRMT5	496.9537	TRMT5	453.3133
TRMT61A	372.3743	TRMT61A	327.9367
TRMT61B	238.8106	TRMT61B	267.4962
TRMT6	396.4718	TRMT6	329.4428
TRMU	212.3306	TRMU	235.3163
TRNAU1AP	184.1411	TRNAU1AP	277.8614
TRNP1	93.2072	TRNP1	192.7711
TRNT1	361.4531	TRNT1	325.5986
TROAP	465.1269	TROAP	19.2018
TROVE2	1737.5648	TROVE2	862.3645
TRO	89.5699	TRO	277.4849
TRPC1	75.4751	TRPC1	215.3614
removed	removed	TRPC3	6.0241
TRPC4AP	2521.5968	TRPC4AP	2274.4729
TRPC4	7.7294	removed	removed
TRPC6	106.8473	TRPC6	170.1807
TRPM2	365.5542	TRPM2	136.2952
removed	removed	TRPM3	9.0361
TRPM4	1048.0131	TRPM4	1456.7018
TRPM6	9.5481	TRPM6	44.8042
TRPM7	846.5945	TRPM7	1391.5663
TRPS1	9981.3586	TRPS1	5689.3825
TRPT1	293.2618	TRPT1	350.9036
TRPV1	148.6769	TRPV1	272.5452
TRPV2	117.3047	TRPV2	125.3765
removed	removed	TRPV3	7.4473
TRPV4	105.0286	TRPV4	145.3313
TRPV6	72.2924	TRPV6	920.9337
TRRAP	3228.6033	TRRAP	2316.9578
TRUB1	872.056	TRUB1	448.4187
TRUB2	789.3062	TRUB2	577.9367
TSC1	916.6136	TSC1	1239.8343
TSC22D1	5330.09	TSC22D1	7810.994
TSC22D2	476.0389	TSC22D2	812.8765
TSC22D3	2984.905	TSC22D3	5255.6476
TSC22D4	678.8215	TSC22D4	864.8343
TSC2	1183.0499	TSC2	1859.5633
TSEN15	897.0628	TSEN15	404.744
TSEN2	253.7056	TSEN2	190.8886
TSEN34	2511.1394	TSEN34	622.741
TSEN54	363.7356	TSEN54	326.4307
TSFM	549.6954	TSFM	501.506
TSG101	1136.6736	TSG101	1157.756
TSGA10	113.6674	TSGA10	110.6928
TSGA14	256.4336	TSGA14	184.1114
removed	removed	TSHR	6.0241
TSHZ1	837.0465	TSHZ1	1166.7922
TSHZ2	168.6824	TSHZ2	738.7048
TSHZ3	270.983	TSHZ3	439.006
TSIX	5.6515	TSIX	15.1205
removed	removed	TSKS	7.1536
TSKU	1641.3567	TSKU	8475.5271
TSLP	6.3654	TSLP	54.5934
TSNARE1	370.1009	TSNARE1	304.5934
TSNAXIP1	49.559	TSNAXIP1	24.8494
TSNAX	1137.583	TSNAX	822.2892
TSN	1737.7467	TSN	1709.7139
TSPAN10	53.1963	TSPAN10	27.1084
TSPAN11	177.7758	TSPAN11	185.241
TSPAN12	231.4268	TSPAN12	256.0241
TSPAN13	3038.556	TSPAN13	1666.4157
TSPAN14	2569.3371	TSPAN14	2702.5602
TSPAN15	1113.0308	TSPAN15	1679.2169
TSPAN17	1304.4467	TSPAN17	403.6145
TSPAN18	376.921	TSPAN18	593.75
TSPAN1	130.0355	TSPAN1	95.6325
TSPAN2	162.7717	TSPAN2	197.2892
TSPAN31	950.2592	TSPAN31	941.6416
TSPAN32	9.5481	TSPAN32	9.4127
TSPAN33	223.2427	TSPAN33	140.8133
TSPAN3	2996.7264	TSPAN3	3120.1054
TSPAN4	192.7798	TSPAN4	774.4729
TSPAN5	247.3402	TSPAN5	144.9548
TSPAN6	876.6027	TSPAN6	1471.762
TSPAN7	323.27	TSPAN7	958.5843
TSPAN8	18.1868	TSPAN8	88.1024
TSPAN9	6390.8339	TSPAN9	1642.6958
TSPO	1160.3164	TSPO	1090.738
TSPYL1	2807.252	TSPYL1	2992.8502
TSPYL2	686.0962	TSPYL2	1108.0572
TSPYL3	34.5549	TSPYL3	31.25
TSPYL4	895.6988	TSPYL4	871.6114
TSPYL5	4368.9188	TSPYL5	1079.0663
TSR1	1126.4663	TSR1	1237.0745
TSR2	819.769	TSR2	853.9157
TSSC1	304.1739	TSSC1	287.6506
TSSC4	232.7908	TSSC4	421.6867
TSSK3	6.2199	TSSK3	52.933
removed	removed	TSSK4	17.3193
TSSK6	35.0095	TSSK6	22.5904
TSTA3	1349.0043	TSTA3	1006.4006
TSTD1	427.3893	TSTD1	541.0392
TSTD2	765.2996	TSTD2	688.1928
TST	233.7001	TST	466.8675
TTBK1	7.2747	removed	removed
TTBK2	135.0368	TTBK2	316.2651
TTC12	159.589	TTC12	290.6627
TTC13	586.5236	TTC13	269.9548
TTC14	561.5168	TTC14	941.2651
TTC15	428.2986	TTC15	642.6958
TTC17	2500.682	TTC17	2212.3494
TTC18	47.5948	TTC18	265.9601
TTC19	1501.4004	TTC19	1428.622
TTC1	1012.5489	TTC1	753.3886
TTC21A	38.1922	TTC21A	355.7982
TTC21B	423.2973	TTC21B	563.6295
TTC22	8.6387	TTC22	58.7349
TTC23L	12.7307	TTC23L	12.0482
TTC23	756.57	TTC23	506.4006
TTC25	15.9134	TTC25	32.756
TTC26	144.1302	TTC26	93.75
TTC27	558.3341	TTC27	430.3464
TTC28	660.7393	TTC28	1273.4074
TTC30A	327.8167	TTC30A	298.1928
TTC30B	268.7096	TTC30B	176.2048
TTC31	323.27	TTC31	447.2892
TTC32	108.2113	TTC32	74.1717
TTC33	366.4636	TTC33	397.5904
TTC35	906.6109	TTC35	670.5572
removed	removed	TTC36	228.5392
TTC37	2302.4461	TTC37	2364.8343
TTC38	287.3511	TTC38	636.6717
TTC39A	2159.6799	TTC39A	573.7952
TTC39B	55.9243	TTC39B	137.0482
TTC39C	179.1398	TTC39C	358.0572
TTC3	23022.1879	TTC3	6434.8645
TTC4	489.2243	TTC4	531.3931
TTC5	185.5051	TTC5	226.2801
TTC7A	390.5611	TTC7A	847.8389
TTC7B	352.3688	TTC7B	434.488
TTC8	419.2052	TTC8	438.253
TTC9C	236.8828	TTC9C	250.753
TTC9	710.1937	TTC9	700.3012
TTF1	564.2448	TTF1	426.2048
TTF2	414.6585	TTF2	379.8946
TTK	923.8883	TTK	82.0783
removed	removed	TTLL10	13.9307
TTLL11	56.379	TTLL11	98.6446
TTLL12	1326.2708	TTLL12	1311.747
TTLL13	5.4879	removed	removed
TTLL1	251.4322	TTLL1	133.2831
TTLL2	5.9107	removed	removed
TTLL3	283.7638	TTLL3	1028.8479
TTLL4	661.5441	TTLL4	507.1536
TTLL5	807.9476	TTLL5	745.4819
TTLL7	156.4063	TTLL7	239.4578
TTLL9	46.831	TTLL9	13.5542
TTL	1103.0281	TTL	753.3886
TTN	101.214	TTN	1664.8494
TTPAL	608.3477	TTPAL	478.9157
removed	removed	TTPA	19.5783
TTYH1	18.6414	TTYH1	216.8675
TTYH2	151.1094	TTYH2	167.6619
TTYH3	3471.856	TTYH3	500.3765
TUBA1A	15188.8742	TUBA1A	5300.0753
TUBA1B	28376.0889	TUBA1B	8739.0512
TUBA1C	5544.694	TUBA1C	1861.8223
TUBA3D	14.5494	removed	removed
TUBA3E	10.0027	removed	removed
TUBA4A	209.1479	TUBA4A	634.4127
TUBA8	26.8255	TUBA8	49.6988
TUBAL3	52.287	TUBAL3	9.7892
TUBB1	15.9134	TUBB1	9.4127
TUBB2A	2678.0031	TUBB2A	1388.5542
TUBB2B	2492.498	TUBB2B	191.6416
TUBB2C	1928.7078	TUBB2C	3399.8494
TUBB3	329.1807	TUBB3	59.8494
TUBB4	122.3061	TUBB4	53.0873
TUBB6	882.3361	TUBB6	1913.0572
TUBB8	11.8214	removed	removed
TUBBP5	59.5617	TUBBP5	41.7922
TUBB	29936.3463	TUBB	9067.0181
TUBD1	276.439	TUBD1	249.247
TUBE1	207.7839	TUBE1	278.991
TUBG1	967.9913	TUBG1	513.9307
TUBG2	75.0205	TUBG2	362.1988
TUBGCP2	1493.8892	TUBGCP2	1419.3486
TUBGCP3	444.2121	TUBGCP3	651.7319
TUBGCP4	281.8951	TUBGCP4	359.9398
TUBGCP5	285.9871	TUBGCP5	625.753
TUBGCP6	448.7588	TUBGCP6	1431.4759
TUB	198.2359	TUB	462.7259
TUFM	2234.7004	TUFM	3050.4518
TUFT1	1185.3233	TUFT1	551.9578
TUG1	6638.174	TUG1	4538.0271
TULP3	1458.5796	TULP3	652.1084
TULP4	1381.7405	TULP4	773.7199
TUSC1	397.8358	TUSC1	297.4398
