gene_id	TCGA-BH-A0B3-01A-11R-A056-07	gene_id	TCGA-BH-A0B3-11B-21R-A089-07
RGS12	378.5392	RGS12	794.8476
removed	removed	RGS13	10.6483
RGS14	613.4946	RGS14	213.9974
RGS16	967.8472	RGS16	383.684
RGS18	12.6692	RGS18	60.1116
RGS19	522.507	RGS19	201.6316
RGS1	530.1852	RGS1	476.7711
RGS20	92.9072	removed	removed
removed	removed	RGS22	46.0283
RGS2	271.8111	RGS2	1322.1125
RGS3	1093.771	RGS3	841.2194
RGS4	603.5128	RGS4	34.006
RGS5	386.6014	RGS5	4768.055
RGS6	13.437	RGS6	71.447
removed	removed	RGS7BP	31.945
RGS9BP	11.1335	removed	removed
RGS9	33.0166	RGS9	58.0507
RHBDD1	223.4379	RHBDD1	369.6007
RHBDD2	1720.7026	RHBDD2	1166.8527
RHBDD3	280.2572	RHBDD3	147.0159
RHBDF1	1029.6574	RHBDF1	776.9858
RHBDF2	1044.63	RHBDF2	305.0236
RHBDL1	39.1592	RHBDL1	10.9918
RHBDL2	285.2481	RHBDL2	59.4246
removed	removed	RHBDL3	52.8982
RHBG	11.5174	RHBG	17.8617
RHCE	14.9726	RHCE	16.4878
RHCG	100.2016	RHCG	12.3658
removed	removed	RHD	6.8699
RHEBL1	47.6053	RHEBL1	9.9614
RHEB	1918.8022	RHEB	838.128
RHOA	15407.2368	RHOA	9733.6196
RHOBTB1	482.9638	RHOBTB1	429.0253
RHOBTB2	483.9236	RHOBTB2	574.7085
RHOBTB3	1242.3457	RHOBTB3	1483.2117
RHOB	2445.1483	RHOB	5403.1773
RHOC	6931.9512	RHOC	3419.1498
RHOD	917.1706	RHOD	218.1194
RHOF	308.5056	RHOF	81.6041
RHOG	1438.5258	RHOG	694.2035
RHOH	96.3624	RHOH	315.3285
RHOJ	95.9785	RHOJ	486.389
RHOQ	1138.163	RHOQ	2851.2082
RHOT1	525.5783	RHOT1	1027.7372
RHOT2	1193.5886	RHOT2	908.5444
RHOU	512.5252	RHOU	1319.708
RHOV	1068.0488	RHOV	664.3195
removed	removed	RHOXF1	10.9918
RHPN1	337.4604	RHPN1	131.9021
RHPN2	356.6561	RHPN2	1043.1945
RIBC1	13.0531	RIBC1	44.3109
RIBC2	40.6949	RIBC2	12.0223
RIC3	12.6692	RIC3	350.365
RIC8A	2083.2633	RIC8A	1741.8463
RIC8B	285.632	RIC8B	432.4603
RICH2	408.4845	RICH2	283.0399
RICTOR	222.6701	RICTOR	1538.5144
RIF1	1142.5281	RIF1	1529.5835
RILPL1	352.5367	RILPL1	295.7561
RILPL2	276.802	RILPL2	718.2482
RILP	159.7082	RILP	142.8939
RIMBP2	6.5265	RIMBP2	37.0975
RIMBP3	32.2488	RIMBP3	34.693
RIMKLA	40.311	RIMKLA	68.012
RIMKLB	152.9053	RIMKLB	684.0635
RIMS1	10.3657	RIMS1	7.5569
RIMS2	23.0348	RIMS2	5.8394
RIMS3	275.6503	RIMS3	666.7239
RIMS4	9.2139	RIMS4	28.8536
RIN1	199.6353	RIN1	89.9957
RIN2	1728.7648	RIN2	2211.4212
RIN3	767.4441	RIN3	344.1821
RING1	995.489	RING1	803.0915
RINL	151.2621	RINL	157.3207
RINT1	493.3525	RINT1	453.9322
RIOK1	973.9898	RIOK1	470.5882
RIOK2	485.2673	RIOK2	575.6977
RIOK3	1857.7599	RIOK3	1448.1752
RIPK1	1647.7589	RIPK1	1195.3628
RIPK2	1140.2246	RIPK2	343.1516
RIPK3	128.2273	RIPK3	213.6539
RIPK4	808.139	RIPK4	768.7419
RIT1	2298.1092	RIT1	726.4921
RLF	1057.2992	RLF	1004.3796
RLIM	1347.9221	RLIM	1879.2615
RLN2	9.5979	RLN2	29.5406
RLTPR	81.3898	RLTPR	30.2276
RMI1	320.9521	RMI1	254.8733
RMND1	307.1312	RMND1	587.0331
RMND5A	1999.4241	RMND5A	2272.2198
RMND5B	496.0169	RMND5B	611.7647
RMRP	8.83	RMRP	8.9309
RNASE1	9637.7771	RNASE1	2914.2121
RNASE2	27.6418	RNASE2	5.4959
RNASE4	566.9373	RNASE4	3878.681
RNASE6	449.9472	RNASE6	427.9948
removed	removed	RNASE7	44.3109
RNASEH1	308.6669	RNASEH1	239.4161
RNASEH2A	840.0038	RNASEH2A	187.5483
RNASEH2B	525.1944	RNASEH2B	370.9747
RNASEH2C	449.7169	RNASEH2C	510.9489
RNASEK	1689.1525	RNASEK	1409.9614
RNASEL	278.3377	RNASEL	536.1958
RNASEN	2691.6211	RNASEN	1380.1632
RNASET2	1329.1103	RNASET2	950.7943
RND1	36.0879	RND1	93.7742
RND2	20.7314	RND2	181.7089
RND3	2490.4501	RND3	3282.7823
RNF103	932.3198	RNF103	1718.207
RNF10	4855.3604	RNF10	3386.1743
RNF111	559.3627	RNF111	986.1743
removed	removed	RNF112	17.5182
RNF113A	324.7912	RNF113A	265.8652
RNF114	2043.5742	RNF114	1677.6299
RNF115	1460.4089	RNF115	507.3422
RNF11	1778.2897	RNF11	2908.3727
RNF121	792.0146	RNF121	494.2894
RNF122	251.4637	RNF122	116.1013
RNF123	388.521	RNF123	469.5578
RNF125	66.801	RNF125	493.2589
RNF126	550.5327	RNF126	276.17
RNF128	59.8906	RNF128	504.2508
RNF130	2019.3877	RNF130	2128.6389
RNF135	747.8645	RNF135	693.173
RNF138P1	10.7496	RNF138P1	9.9614
RNF138	408.8684	RNF138	591.842
RNF139	1030.4252	RNF139	1059.38
RNF13	1516.8442	RNF13	1864.8347
RNF141	796.6216	RNF141	1644.9979
RNF144A	678.76	RNF144A	819.5792
RNF144B	1312.602	RNF144B	1326.2344
RNF145	1058.8348	RNF145	1779.3044
RNF146	544.3901	RNF146	1009.8755
RNF149	1571.7439	RNF149	1130.7857
RNF14	1033.8804	RNF14	1388.0635
RNF150	163.1635	RNF150	341.4341
RNF152	34.9362	RNF152	83.4693
RNF157	28.0257	RNF157	229.7879
RNF160	486.803	RNF160	1161.3568
RNF165	70.6402	RNF165	148.7334
RNF166	241.4819	RNF166	243.538
RNF167	2395.6234	RNF167	1795.7922
RNF168	449.5633	RNF168	364.1048
RNF169	885.3748	RNF169	822.1898
RNF170	299.4529	RNF170	668.0979
RNF175	13.8209	RNF175	24.0447
RNF180	29.9453	RNF180	320.4809
RNF181	1289.9511	RNF181	789.6951
RNF182	113.2546	RNF182	32.2885
removed	removed	RNF183	52.5547
RNF185	842.6836	RNF185	1452.9979
removed	removed	RNF186	24.3881
RNF187	5909.5883	RNF187	1839.7596
RNF19A	2023.9946	RNF19A	1787.2048
RNF19B	891.4483	RNF19B	624.474
RNF207	58.3549	RNF207	248.0034
RNF208	156.6369	RNF208	58.7377
RNF20	1306.0754	RNF20	1651.5243
RNF212	8.0622	RNF212	44.3109
RNF213	12422.6586	RNF213	5478.2997
RNF214	528.2657	RNF214	413.9116
RNF215	170.4578	RNF215	218.1194
RNF216L	279.1055	RNF216L	231.4813
RNF216	1092.2353	RNF216	1315.2426
RNF217	128.592	RNF217	124.6715
RNF219	419.7908	RNF219	493.9459
RNF220	1801.2208	RNF220	1322.3667
RNF222	52.5962	RNF222	13.3963
RNF24	522.123	RNF24	341.7776
RNF25	246.0889	RNF25	318.7634
RNF26	1798.6371	RNF26	834.693
RNF2	397.7349	RNF2	568.4843
RNF31	849.2178	RNF31	1004.0429
RNF32	25.3383	RNF32	41.5629
RNF34	716.8097	RNF34	673.9957
RNF38	790.8628	RNF38	2130.0129
RNF39	22.267	RNF39	421.8119
RNF40	3315.0974	RNF40	2008.4156
RNF41	689.8935	RNF41	1025.3328
RNF43	205.394	RNF43	1122.1984
RNF44	803.9159	RNF44	1024.3023
RNF4	1684.6146	RNF4	1405.5818
RNF5P1	89.452	RNF5P1	117.8188
RNF5	992.0338	RNF5	883.1258
RNF6	873.0204	RNF6	1013.6539
RNF7	1794.798	RNF7	1061.7432
RNF8	770.1315	RNF8	310.176
RNFT1	221.9023	RNFT1	255.9038
RNFT2	194.2605	RNFT2	14.0833
RNGTT	482.5799	RNGTT	437.2692
RNH1	3421.4416	RNH1	1972.3486
RNLS	78.7024	RNLS	186.1743
RNMTL1	278.3377	RNMTL1	279.9485
RNMT	909.4923	RNMT	1360.9274
RNPC3	113.6385	RNPC3	431.1207
RNPEPL1	1814.7615	RNPEPL1	1059.3388
RNPEP	2101.9292	RNPEP	1202.9197
RNPS1	4350.8974	RNPS1	1636.754
ROBLD3	1907.6687	ROBLD3	378.5316
ROBO1	1390.9204	ROBO1	890.6827
ROBO2	11.9013	ROBO2	7.2134
ROBO3	12.6692	ROBO3	233.9201
ROBO4	247.6245	ROBO4	844.3109
ROCK1	1496.4968	ROCK1	2107.3422
ROCK2	1732.22	ROCK2	1679.6909
ROD1	3316.2492	ROD1	2462.8596
ROGDI	556.2914	ROGDI	347.2735
ROM1	67.5689	ROM1	71.7905
ROMO1	786.6398	ROMO1	261.7432
ROPN1B	19.1957	ROPN1B	108.2009
removed	removed	ROPN1L	5.4959
ROPN1	42.9984	ROPN1	112.3229
ROR1	259.5259	ROR1	104.766
ROR2	565.8892	ROR2	372.3486
RORA	214.9918	RORA	862.1726
removed	removed	RORB	13.0528
RORC	506.3826	RORC	809.6179
ROS1	6.5265	removed	removed
RP1L1	36.8557	RP1L1	15.4573
removed	removed	RP1	9.2744
RP2	351.2813	RP2	452.7265
RP9P	240.7141	RP9P	176.9
RP9	281.409	RP9	154.9163
RPA1	2660.524	RPA1	2453.5852
RPA2	1148.2868	RPA2	1123.5723
RPA3	284.0964	RPA3	242.851
RPAIN	295.3796	RPAIN	615.4848
RPAP1	380.4588	RPAP1	482.2671
RPAP2	329.3982	RPAP2	294.7188
RPAP3	521.3552	RPAP3	719.2787
RPE	464.9429	RPE	645.1043
RPF1	954.0263	RPF1	683.5552
RPF2	544.0061	RPF2	374.4096
RPGRIP1L	173.1452	RPGRIP1L	197.1662
RPGRIP1	7.6783	RPGRIP1	23.3577
RPGR	131.6825	RPGR	303.3061
RPH3AL	22.6509	RPH3AL	168.6561
RPIA	788.1754	RPIA	372.3486
RPL10A	6719.6468	RPL10A	12920.5668
RPL10	11992.4331	RPL10	14629.8051
RPL11	12053.364	RPL11	19859.5105
RPL12	12423.4571	RPL12	11077.0288
RPL13AP20	13.0531	RPL13AP20	35.0365
RPL13AP3	9.5979	RPL13AP3	9.6179
removed	removed	RPL13AP6	13.3963
RPL13A	8771.2832	RPL13A	13441.6488
RPL13P5	13.0531	RPL13P5	27.1361
RPL13	9483.0598	RPL13	14711.55
RPL14	5870.429	RPL14	8914.7274
RPL15	9901.5261	RPL15	21526.4921
RPL17	5709.1122	RPL17	7664.9446
RPL18A	1203.1865	RPL18A	1345.4702
RPL18	10984.1635	RPL18	8793.8171
RPL19P12	26.1062	RPL19P12	143.2374
RPL19	12054.5158	RPL19	14374.2379
removed	removed	RPL21P44	5.1524
removed	removed	RPL21	24.7316
RPL22L1	599.6737	RPL22L1	290.5968
RPL22	5246.1849	RPL22	9510.6913
RPL23AP53	171.6096	RPL23AP53	243.538
removed	removed	RPL23AP64	10.3049
RPL23AP7	125.156	RPL23AP7	124.3452
RPL23AP82	93.675	RPL23AP82	101.7913
RPL23A	2814.8575	RPL23A	5050.4079
RPL23P8	74.4793	RPL23P8	69.7295
RPL23	5661.9637	RPL23	10495.8351
RPL24	5641.2324	RPL24	9149.678
RPL26L1	287.5516	RPL26L1	168.6561
RPL26	8576.6388	RPL26	14048.2611
RPL27A	8590.0758	RPL27A	9761.7862
RPL27	8087.9163	RPL27	7023.4435
RPL28	10087.7243	RPL28	5358.1795
RPL29	5807.4671	RPL29	7494.3753
RPL30	17392.84	RPL30	12447.5741
RPL31	9289.5671	RPL31	14378.7033
RPL32P3	55.9785	RPL32P3	252.9601
RPL32	12268.3559	RPL32	16293.3448
RPL34	3370.7649	RPL34	12432.4603
RPL35A	8547.0775	RPL35A	10347.1018
RPL35	5076.8788	RPL35	5003.3491
RPL36AL	2707.7455	RPL36AL	3248.4328
RPL36A	165.8508	RPL36A	90.3392
RPL36	6205.5859	RPL36	5767.2821
RPL37A	6449.3713	RPL37A	11021.0391
RPL37	4672.6173	RPL37	9761.0992
RPL38	4520.9713	RPL38	4873.1644
RPL39L	1148.6707	RPL39L	134.9936
RPL39	366.254	RPL39	551.6531
RPL3	16474.5177	RPL3	38998.7119
RPL41	10268.1639	RPL41	18365.307
RPL4	15862.1749	RPL4	23242.5934
RPL5	15211.8246	RPL5	20797.252
RPL6	7027.1619	RPL6	9374.3237
RPL7A	9163.2594	RPL7A	13917.7329
RPL7L1	1599.0018	RPL7L1	1227.6514
RPL7	1348.306	RPL7	1388.7505
RPL8	13489.5863	RPL8	17845.599
RPL9	473.366	RPL9	2565.5646
RPLP0P2	100.5855	RPLP0P2	15.4573
RPLP0	22685.4785	RPLP0	19518.4199
RPLP1	19545.8297	RPLP1	15240.5324
RPLP2	7890.5845	RPLP2	8049.1198
RPN1	10075.0552	RPN1	4329.7553
RPN2	10627.1235	RPN2	5437.8703
RPP14	443.0368	RPP14	548.2181
RPP21	507.5343	RPP21	171.7475
RPP25	673.7691	RPP25	126.0627
RPP30	336.3087	RPP30	540.6612
RPP38	792.3947	RPP38	328.0378
RPP40	243.7854	RPP40	77.9734
RPPH1	5.7587	RPPH1	11.6788
RPRD1A	1138.6889	RPRD1A	1299.7853
RPRD1B	763.605	RPRD1B	1004.3796
RPRD2	2792.5905	RPRD2	1759.0382
RPS10P7	25.3383	RPS10P7	91.7132
RPS10	6424.8008	RPS10	4515.9296
RPS11	19917.8424	RPS11	21408.3298
RPS12	11060.1785	RPS12	13841.8205
RPS13	4591.2276	RPS13	7551.052
RPS14	5924.9448	RPS14	15083.2117
removed	removed	RPS15AP10	10.3049
RPS15A	11765.4285	RPS15A	10671.0176
RPS15	2688.9337	RPS15	2904.5942
RPS16	11634.13	RPS16	7437.0116
RPS17	7450.2351	RPS17	11839.5878
RPS18	21050.7726	RPS18	26582.3959
RPS19BP1	1236.9709	RPS19BP1	654.7016
RPS19	15698.2436	RPS19	9515.8437
RPS20	15077.0707	RPS20	14078.1451
RPS21	3953.1625	RPS21	3386.1743
RPS23	6729.6286	RPS23	12809.6179
RPS24	10264.3248	RPS24	17108.8021
RPS25	8464.152	RPS25	10890.1675
RPS26	666.0908	RPS26	1205.6677
RPS27A	6480.4684	RPS27A	11083.5552
RPS27L	974.3737	RPS27L	1242.7651
RPS27	135.9056	RPS27	908.8879
RPS28	12.6692	removed	removed
RPS29	4838.4682	RPS29	5628.5101
RPS2P32	13.0531	RPS2P32	8.5874
RPS2	17283.8084	RPS2	8235.2941
RPS3A	3324.6953	RPS3A	6356.3761
RPS3	16018.044	RPS3	19600.1717
RPS4X	18561.8581	RPS4X	36340.4036
RPS4Y1	10.7496	removed	removed
RPS5	8560.5144	RPS5	8138.772
RPS6KA1	1189.3656	RPS6KA1	819.5792
RPS6KA2	753.6232	RPS6KA2	1471.5328
RPS6KA3	1396.2952	RPS6KA3	1673.8514
RPS6KA4	1147.135	RPS6KA4	489.137
RPS6KA5	89.068	RPS6KA5	422.4989
RPS6KA6	21.1153	RPS6KA6	74.1949
RPS6KB1	711.0087	RPS6KB1	923.6582
RPS6KB2	1159.4203	RPS6KB2	359.6393
RPS6KC1	609.2715	RPS6KC1	588.407
RPS6KL1	65.2654	RPS6KL1	121.9407
RPS6	14497.3606	RPS6	28886.9043
RPS7	4364.7183	RPS7	5657.7072
RPS8	13249.6401	RPS8	18493.7742
RPS9	7554.2758	RPS9	9626.1056
RPSAP58	7646.4152	RPSAP58	5999.1413
RPSAP9	14.5887	RPSAP9	14.7703
RPSA	6363.3746	RPSA	4420.438
RPTOR	919.8503	RPTOR	651.6067
RPUSD1	636.9133	RPUSD1	203.3491
RPUSD2	163.1635	RPUSD2	178.6174
RPUSD3	590.8437	RPUSD3	285.4444
RPUSD4	409.6362	RPUSD4	518.6775
RQCD1	221.1345	RQCD1	206.784
RRAD	98.282	RRAD	83.8128
RRAGA	1729.1487	RRAGA	1910.5195
RRAGB	310.9703	RRAGB	414.255
RRAGC	646.7339	RRAGC	441.0477
RRAGD	633.4581	RRAGD	598.7119
RRAS2	485.6512	RRAS2	492.5719
RRAS	1253.8631	RRAS	615.8866
RRBP1	8462.6164	RRBP1	3688.45
RREB1	844.6108	RREB1	1543.6668
RRM1	3367.3097	RRM1	1390.468
RRM2B	678.76	RRM2B	872.4775
RRM2	3412.6116	RRM2	76.2559
RRN3P1	16.1244	RRN3P1	78.6604
RRN3P2	7.6783	RRN3P2	12.7093
RRN3P3	51.8207	RRN3P3	70.4337
RRN3	1316.4411	RRN3	1444.7402
RRP12	1294.9419	RRP12	522.1125
RRP15	1057.2992	RRP15	721.3396
RRP1B	1471.1585	RRP1B	961.4427
RRP1	1018.9078	RRP1	326.3203
RRP7A	1163.2594	RRP7A	853.2417
RRP7B	47.8933	RRP7B	81.6247
RRP8	218.831	RRP8	244.912
RRP9	492.9456	RRP9	218.8064
RRS1	855.7443	RRS1	233.9201
RSAD1	467.9912	RSAD1	761.1851
RSAD2	1606.6801	RSAD2	1027.0502
RSBN1L	319.3704	RSBN1L	595.301
RSBN1	385.4497	RSBN1	1051.0949
RSC1A1	199.2859	RSC1A1	372.7265
RSF1	754.391	RSF1	1048.6904
RSL1D1	4876.4757	RSL1D1	4116.7883
RSL24D1	1587.1005	RSL24D1	2376.6423
removed	removed	RSPH1	33.6625
RSPH3	124.7721	RSPH3	167.6256
RSPH4A	7.2944	RSPH4A	12.7093
removed	removed	RSPH9	12.7093
RSPO1	117.4777	RSPO1	36.067
RSPO3	31.8649	RSPO3	487.4195
RSPO4	28.4096	RSPO4	13.3963
RSPRY1	395.4314	RSPRY1	480.2061
RSRC1	429.2159	RSRC1	266.8957
RSRC2	1234.6674	RSRC2	1670.76
RSU1	6010.1737	RSU1	1621.2967
RTCD1	858.8156	RTCD1	500.8158
RTEL1	296.9421	RTEL1	284.6269
RTF1	1596.6983	RTF1	2071.9622
RTKN2	238.0267	RTKN2	104.079
RTKN	1160.1881	RTKN	494.6329
RTN1	68.3367	RTN1	693.5165
RTN2	210.7688	RTN2	284.7574
RTN3	5692.2929	RTN3	4882.7823
RTN4IP1	171.9935	RTN4IP1	133.2761
RTN4RL1	7.6783	RTN4RL1	616.5736
RTN4RL2	31.097	RTN4RL2	16.8313
RTN4R	191.5731	RTN4R	39.8454
RTN4	4903.3496	RTN4	8168.9996
RTP4	446.8759	RTP4	284.0704
RTTN	122.8525	RTTN	328.7248
RUFY1	1238.1227	RUFY1	1125.6333
RUFY2	191.957	RUFY2	459.9433
RUFY3	496.4008	RUFY3	1052.8124
RUFY4	44.1501	RUFY4	9.9614
RUNDC1	587.0045	RUNDC1	962.1297
RUNDC2A	39.9271	RUNDC2A	68.699
RUNDC2C	17.2761	RUNDC2C	35.538
RUNDC3A	15.3566	RUNDC3A	5.1524
RUNDC3B	7.2944	RUNDC3B	145.2984
RUNX1T1	27.2579	RUNX1T1	152.1683
RUNX1	2589.116	RUNX1	3010.0472
RUNX2	383.914	RUNX2	195.1052
RUNX3	803.9159	RUNX3	483.9845
RUSC1	3328.5344	RUSC1	427.6514
RUSC2	553.604	RUSC2	665.3499
RUVBL1	1099.476	RUVBL1	548.2319
RUVBL2	2374.5081	RUVBL2	885.5303
RWDD1	881.4666	RWDD1	933.6196
RWDD2A	72.5597	RWDD2A	110.9489
RWDD2B	309.8186	RWDD2B	381.623
RWDD3	186.4977	RWDD3	305.4564
RWDD4A	410.4041	RWDD4A	598.7119
RXRA	1361.743	RXRA	2491.7132
RXRB	998.5603	RXRB	1113.9545
removed	removed	RXRG	24.0447
RYBP	1175.5447	RYBP	1684.1563
RYK	1499.1842	RYK	1935.9382
RYR1	289.4712	RYR1	221.8978
RYR2	15.3566	RYR2	42.9369
RYR3	47.2214	RYR3	145.2984
S100A10	16284.8642	S100A10	2823.1859
S100A11	70994.5292	S100A11	4054.2722
S100A12	8.83	removed	removed
S100A13	2644.3997	S100A13	1360.5839
S100A14	3289.7591	S100A14	958.6947
S100A16	9743.3535	S100A16	1668.012
S100A1	3715.1358	S100A1	231.8592
S100A2	6298.8771	S100A2	103.0485
S100A3	61.0423	S100A3	5.4959
S100A4	3788.0795	S100A4	1861.0562
S100A6	23116.9978	S100A6	6930.3564
S100A7	76.015	removed	removed
S100A8	1167.0986	S100A8	100.6441
S100A9	6522.6989	S100A9	512.8381
S100B	40.311	S100B	743.3233
S100PBP	391.9762	S100PBP	725.4616
S100P	271.4272	S100P	16.8313
S1PR1	190.0374	S1PR1	1189.8669
S1PR2	455.7059	S1PR2	323.2289
S1PR3	515.155	S1PR3	1307.0605
S1PR4	50.6766	S1PR4	31.945
S1PR5	74.0954	S1PR5	30.2276
SAA1	167.0026	SAA1	3261.8291
SAA2	33.4005	SAA2	499.7853
removed	removed	SAA4	26.4491
SAAL1	271.8111	SAAL1	168.3126
SAC3D1	384.6818	SAC3D1	92.4002
SACM1L	511.3735	SACM1L	1508.6303
SACS	926.0006	SACS	947.3594
SAE1	4058.7388	SAE1	1339.2872
SAFB2	1284.1923	SAFB2	1177.5011
SAFB	2215.5677	SAFB	1488.0206
SALL1	29.5614	SALL1	19.9227
SALL2	101.3533	SALL2	770.1159
SALL4	38.7753	removed	removed
SAMD10	301.7564	SAMD10	105.453
SAMD11	5.751	SAMD11	11.9605
SAMD12	280.2572	SAMD12	521.769
SAMD13	27.6418	SAMD13	31.2581
SAMD14	23.0348	removed	removed
SAMD1	453.0185	SAMD1	116.4448
SAMD3	16.1244	SAMD3	42.9369
SAMD4A	782.0328	SAMD4A	731.301
SAMD4B	3489.3944	SAMD4B	1402.4903
SAMD5	32.2488	SAMD5	902.3615
SAMD8	69.1045	SAMD8	177.2435
SAMD9L	1428.9279	SAMD9L	1692.0567
SAMD9	1134.8498	SAMD9	967.6256
SAMHD1	1164.2768	SAMHD1	1391.6393
SAMM50	741.3379	SAMM50	935.6805
SAMSN1	186.9661	SAMSN1	169.6866
SAP130	1182.0712	SAP130	674.6243
SAP18	2166.8106	SAP18	2521.2538
SAP30BP	1431.6153	SAP30BP	939.459
SAP30L	586.2367	SAP30L	2093.2589
SAP30	507.5343	SAP30	121.2538
SAPS1	2924.6569	SAPS1	1065.1782
SAPS2	712.1605	SAPS2	1148.991
SAPS3	2060.0825	SAPS3	2346.0713
SAR1A	2589.116	SAR1A	2935.8523
SAR1B	396.9671	SAR1B	373.3791
SARDH	73.7115	SARDH	63.8901
SARM1	96.8769	SARM1	355.0296
SARNP	1125.943	SARNP	717.3276
SARS2	451.099	SARS2	221.2108
SARS	3410.692	SARS	2681.666
SART1	1696.1321	SART1	1034.9506
SART3	1223.5339	SART3	1456.7626
SASH1	861.503	SASH1	2513.6969
SASH3	487.9547	SASH3	440.0172
SASS6	199.2514	SASS6	167.9691
SAT1	3903.2537	SAT1	3884.5857
SAT2	413.0915	SAT2	759.4676
SATB1	312.8899	SATB1	1261.3139
SATB2	26.1062	SATB2	78.6604
SATL1	26.874	SATL1	51.1808
SAV1	844.2269	SAV1	2208.3298
SBDSP1	386.9853	SBDSP1	433.4908
SBDS	1956.8097	SBDS	2336.1099
SBF1	1102.9849	SBF1	1292.9154
SBF2	796.3451	SBF2	1719.6909
SBK1	645.7434	SBK1	226.3632
SBNO1	663.7873	SBNO1	692.1426
SBNO2	2036.2799	SBNO2	1141.4341
SBSN	53.364	SBSN	8.5874
SC4MOL	819.6564	SC4MOL	635.4659
SC5DL	397.7349	SC5DL	1979.9055
SC65	710.6248	SC65	236.3246
SCAF1	2435.5504	SCAF1	845.6848
SCAI	115.942	SCAI	450.6655
SCAMP1	406.9488	SCAMP1	1792.0137
SCAMP2	2442.8448	SCAMP2	1975.4401
SCAMP3	3849.1218	SCAMP3	836.4105
SCAMP4	1445.8201	SCAMP4	1151.052
SCAMP5	253.7672	SCAMP5	271.7046
SCAND1	570.8801	SCAND1	238.7291
SCAND2	119.7812	SCAND2	329.0683
SCAND3	34.1683	SCAND3	110.9489
SCAPER	233.8036	SCAPER	500.8158
SCAP	1675.9036	SCAP	1546.2945
SCARA3	2890.4885	SCARA3	1621.2967
SCARA5	29.1775	SCARA5	921.9407
SCARB1	3908.2446	SCARB1	1292.9154
SCARB2	4923.3132	SCARB2	10224.1305
SCARF1	125.156	SCARF1	284.7574
SCARF2	342.4513	SCARF2	110.2619
removed	removed	SCARNA17	6.8699
removed	removed	SCARNA9	9.2744
SCCPDH	1400.5183	SCCPDH	1244.1391
SCD5	425.3767	SCD5	592.529
SCD	12340.5317	SCD	5057.6213
SCEL	28.7936	SCEL	5.8394
SCFD1	1184.7586	SCFD1	1178.8751
SCFD2	234.9554	SCFD2	264.1477
SCG2	26.1062	SCG2	16.4878
removed	removed	SCG3	55.9897
SCG5	101.7372	SCG5	148.7334
removed	removed	SCGB1D2	1624.3881
SCGB2A1	34.5523	SCGB2A1	28.5101
SCGB2A2	13.0531	SCGB2A2	3563.0743
removed	removed	SCGB3A1	113.3534
SCGB3A2	13.437	SCGB3A2	5.4959
SCGN	11.1335	SCGN	11.6788
SCHIP1	628.8511	SCHIP1	329.0683
SCIN	60.6584	SCIN	94.8046
SCLT1	356.6561	SCLT1	171.404
SCLY	114.4064	SCLY	157.7948
SCMH1	1132.9302	SCMH1	1137.9991
SCML1	294.462	SCML1	293.0013
SCML2	306.7473	SCML2	51.5243
SCML4	18.8118	SCML4	78.6604
removed	removed	SCN11A	20.2662
SCN1A	71.7919	removed	removed
SCN1B	49.5249	SCN1B	107.8574
removed	removed	SCN2A	154.2293
removed	removed	SCN2B	97.8961
removed	removed	SCN3A	133.9631
removed	removed	SCN3B	161.7862
SCN4A	8.0622	SCN4A	173.465
SCN4B	26.4901	SCN4B	824.7316
removed	removed	SCN5A	34.3495
removed	removed	SCN7A	113.6969
SCN8A	67.185	SCN8A	75.2254
SCN9A	7.59	SCN9A	34.59
SCNM1	1708.8012	SCNM1	332.1597
SCNN1A	828.8703	SCNN1A	1299.7853
SCNN1B	2675.8806	SCNN1B	335.2512
SCNN1D	16.1244	SCNN1D	48.7763
SCNN1G	465.3038	SCNN1G	116.1013
SCO1	454.1703	SCO1	396.7368
SCO2	504.463	SCO2	266.5522
SCOC	694.1165	SCOC	1660.7986
SCP2	2805.6435	SCP2	3144.3538
SCPEP1	5496.1129	SCPEP1	4534.4783
SCRG1	212.3044	SCRG1	31.945
SCRIB	2940.0134	SCRIB	814.7703
SCRN1	2361.8389	SCRN1	2463.2031
SCRN2	299.069	SCRN2	937.0545
SCRN3	291.7746	SCRN3	399.1413
SCT	8.4461	removed	removed
SCUBE1	6.9105	SCUBE1	55.3027
SCUBE2	77.5506	SCUBE2	4771.8334
SCUBE3	246.8567	SCUBE3	45.6848
SCYL1	2181.6451	SCYL1	1202.9472
SCYL2	1260.3897	SCYL2	1112.5805
SCYL3	404.1962	SCYL3	597.9871
SDAD1	962.0885	SDAD1	1227.9948
SDC1	20403.4936	SDC1	1798.8836
SDC2	6842.4993	SDC2	1858.3083
SDC3	2235.1473	SDC3	2735.5947
SDC4	2623.2844	SDC4	7673.3362
SDCBP2	154.6329	SDCBP2	54.8493
SDCBP	3975.4295	SDCBP	3920.6526
SDCCAG1	617.7176	SDCCAG1	1083.7269
SDCCAG3	779.3454	SDCCAG3	416.6595
SDCCAG8	673.7691	SDCCAG8	572.2628
SDF2L1	602.3611	SDF2L1	167.9691
SDF2	783.9524	SDF2	672.9068
SDF4	2598.7139	SDF4	1983.684
SDHAF1	329.0143	SDHAF1	200.9446
SDHAF2	803.1481	SDHAF2	543.7527
SDHAP1	99.4337	SDHAP1	207.1275
SDHAP2	101.3533	SDHAP2	200.9446
SDHAP3	86.7646	SDHAP3	140.4895
SDHA	4081.3898	SDHA	1951.052
