gene_id	TCGA-BH-A1EV-01A-11R-A137-07	gene_id	TCGA-BH-A1EV-11A-24R-A137-07
SH2D3C	197.5357	SH2D3C	285.9956
SH2D4A	2032.7932	SH2D4A	290.6719
SH3BGRL2	154.07	SH3BGRL2	1355.8947
SH3BGRL3	2009.12	SH3BGRL3	1727.049
SH3BGRL	11965.0529	SH3BGRL	4887.7677
SH3BGR	90.0359	SH3BGR	112.2323
SH3BP1	256.482	SH3BP1	205.7347
SH3BP2	511.8851	SH3BP2	1873.0002
SH3BP4	2947.8995	SH3BP4	2723.3571
SH3BP5L	807.9946	SH3BP5L	537.5338
SH3BP5	1769.8962	SH3BP5	2168.8752
SH3D19	845.2508	SH3D19	3914.349
SH3GL1	1432.0365	SH3GL1	775.7814
SH3GL2	38.8086	SH3GL2	7.3837
removed	removed	SH3GL3	9.1066
SH3GLB1	2307.558	SH3GLB1	4607.4329
SH3GLB2	1336.5674	SH3GLB2	859.9557
SH3KBP1	449.7914	SH3KBP1	1148.9048
SH3PXD2A	3292.1316	SH3PXD2A	2475.2646
SH3PXD2B	1224.7987	SH3PXD2B	2346.7881
SH3RF1	791.695	SH3RF1	1015.2597
SH3RF2	52.7797	SH3RF2	409.0573
SH3RF3	269.7196	SH3RF3	175.24
SH3TC1	176.9671	SH3TC1	117.1548
SH3TC2	20.9566	SH3TC2	147.6741
SH3YL1	1391.6756	SH3YL1	1047.0096
SHANK1	24.4494	removed	removed
removed	removed	SHANK2	1402.412
SHANK3	301.1546	SHANK3	660.1034
SHARPIN	1391.2875	SHARPIN	417.4255
SHB	622.8777	SHB	539.9951
SHC1	5121.5679	SHC1	2751.1691
SHC2	335.3061	SHC2	195.4221
SHC3	10.8664	SHC3	24.6124
SHC4	10.8664	SHC4	53.1627
SHCBP1	230.5229	SHCBP1	102.1413
SHE	86.9312	SHE	689.146
SHFM1	651.9841	SHFM1	845.6805
SHF	56.2724	SHF	96.7266
SHISA2	904.2398	SHISA2	1354.4179
removed	removed	SHISA3	29.781
SHISA4	162.2199	SHISA4	139.3059
SHISA5	3483.4578	SHISA5	2243.1701
SHISA6	26.7779	SHISA6	14.5213
SHISA9	136.2181	SHISA9	124.7846
SHKBP1	1342.7768	SHKBP1	427.5166
SHMT1	522.7166	SHMT1	1121.2577
SHMT2	1436.6935	SHMT2	810.9771
SHOC2	1881.4398	SHOC2	1825.0062
SHOX2	48.5107	SHOX2	203.2981
SHPK	228.7649	SHPK	301.2552
SHPRH	346.9681	SHPRH	859.3945
SHQ1	668.2837	SHQ1	508.9835
SHROOM1	4006.5975	SHROOM1	287.7184
SHROOM2	540.2154	SHROOM2	212.4046
SHROOM3	2218.2982	SHROOM3	3706.8668
SHROOM4	462.2101	SHROOM4	605.7101
SIAE	1188.5592	SIAE	949.7908
SIAH1	325.4875	SIAH1	691.9321
SIAH2	2409.2364	SIAH2	749.6923
SIDT1	865.8193	SIDT1	599.8031
SIDT2	1305.4934	SIDT2	1343.6992
SIGIRR	464.1506	SIGIRR	218.5577
SIGLEC10	121.0828	SIGLEC10	186.3155
SIGLEC11	13.1949	SIGLEC11	17.7209
removed	removed	SIGLEC12	25.5968
SIGLEC14	34.5396	SIGLEC14	33.9651
removed	removed	SIGLEC15	12.0601
SIGLEC16	5.8213	SIGLEC16	12.3062
SIGLEC1	196.3714	SIGLEC1	353.4334
SIGLEC5	31.0469	SIGLEC5	27.3197
removed	removed	SIGLEC6	18.9515
SIGLEC7	26.7779	SIGLEC7	13.7829
SIGLEC8	78.0052	SIGLEC8	65.9611
SIGLEC9	43.0775	SIGLEC9	23.6279
removed	removed	SIGLECP3	21.1666
SIGMAR1	1424.2748	SIGMAR1	780.4578
SIK1	496.3617	SIK1	3279.8425
SIK2	637.2368	SIK2	2718.1885
SIK3	917.8228	SIK3	1645.0898
SIKE1	826.6227	SIKE1	1195.6682
SIL1	1307.849	SIL1	413.2414
SILV	64.4222	SILV	100.6645
SIM1	55.1082	SIM1	120.8467
SIM2	154.07	SIM2	63.4999
SIN3A	2202.7748	SIN3A	2406.5961
SIN3B	599.9806	SIN3B	873.9847
SIP1	186.2812	SIP1	165.6412
SIPA1L1	1105.6564	SIPA1L1	1467.1425
SIPA1L2	331.4252	SIPA1L2	727.7873
SIPA1L3	2307.9461	SIPA1L3	780.95
SIPA1	761.8124	SIPA1	289.6874
SIRPA	630.2513	SIRPA	2233.5713
SIRPB1	35.7039	SIRPB1	109.0327
SIRPB2	65.9746	SIRPB2	41.3488
removed	removed	SIRPG	15.5058
SIRT1	657.4173	SIRT1	1291.6564
SIRT2	796.352	SIRT2	890.2289
SIRT3	677.7219	SIRT3	598.1811
SIRT4	29.4945	SIRT4	17.967
SIRT5	385.7573	SIRT5	398.9663
SIRT6	186.2812	SIRT6	82.6975
SIRT7	158.339	SIRT7	112.9707
removed	removed	SIT1	20.4283
SIVA1	817.6967	SIVA1	397.4895
SIX1	1154.5552	SIX1	461.7278
SIX2	464.1506	SIX2	15.5058
SIX3	13.583	removed	removed
SIX4	464.9267	SIX4	363.0322
SIX5	1043.1745	SIX5	249.8154
SKA1	89.2597	SKA1	51.1937
SKA2	736.5868	SKA2	655.9193
SKA3	169.5275	SKA3	73.9158
SKAP1	103.6189	SKAP1	95.4959
SKAP2	277.4813	SKAP2	1623.1848
SKIL	1403.3181	SKIL	1200.0984
SKIV2L2	1737.7821	SKIV2L2	2020.7458
SKIV2L	1112.1451	SKIV2L	569.5299
SKI	4374.8909	SKI	2613.3399
SKP1	5086.2521	SKP1	6129.2149
SKP2	312.7971	SKP2	200.0984
removed	removed	SLA2	26.5813
removed	removed	SLAIN1	178.6857
SLAIN2	2368.0993	SLAIN2	1926.1629
removed	removed	SLAMF1	30.2732
SLAMF6	9.3141	SLAMF6	50.2092
SLAMF7	76.4529	SLAMF7	215.8504
SLAMF8	215.0577	SLAMF8	141.1592
SLAMF9	19.4043	removed	removed
SLA	245.2702	SLA	290.6719
SLBP	961.6765	SLBP	878.9072
SLC10A3	758.7077	SLC10A3	379.0303
removed	removed	SLC10A6	56.8545
SLC10A7	199.088	SLC10A7	332.5129
SLC11A1	199.088	SLC11A1	35.1957
SLC11A2	1401.7658	SLC11A2	2432.193
SLC12A1	291.0643	SLC12A1	32.4883
SLC12A2	1420.782	SLC12A2	5330.0517
SLC12A4	748.1323	SLC12A4	997.2926
SLC12A6	1016.482	SLC12A6	1088.5036
SLC12A7	1746.774	SLC12A7	1236.5247
SLC12A8	889.1045	SLC12A8	168.8408
SLC12A9	287.5716	SLC12A9	409.0573
SLC13A2	1915.5913	SLC13A2	135.1218
SLC13A3	301.9307	SLC13A3	110.2634
SLC13A4	5.8213	SLC13A4	5.4147
removed	removed	SLC13A5	8.1221
removed	removed	SLC14A1	85.651
removed	removed	SLC14A2	24.1201
removed	removed	SLC15A1	7.876
SLC15A2	214.6114	SLC15A2	230.8639
SLC15A3	511.109	SLC15A3	327.5905
SLC15A4	720.6753	SLC15A4	702.4366
SLC16A10	12.4187	SLC16A10	11.8139
removed	removed	SLC16A11	11.5678
removed	removed	SLC16A12	83.682
SLC16A13	69.0793	SLC16A13	52.9166
SLC16A14	158.7271	SLC16A14	537.5338
SLC16A1	1213.5442	SLC16A1	934.5311
SLC16A2	859.9981	SLC16A2	916.0719
SLC16A3	1392.4517	SLC16A3	56.3623
SLC16A4	227.8063	SLC16A4	473.2956
SLC16A5	94.3048	SLC16A5	142.0133
SLC16A6	185.8931	SLC16A6	111.494
SLC16A7	15.5234	SLC16A7	644.8437
SLC16A8	5.4332	removed	removed
SLC16A9	45.406	SLC16A9	188.2845
SLC17A5	1193.3637	SLC17A5	1040.3643
removed	removed	SLC17A7	87.8661
SLC17A9	67.915	SLC17A9	31.9961
removed	removed	SLC18A2	30.5193
SLC19A1	281.3622	SLC19A1	160.7187
SLC19A2	477.3455	SLC19A2	1041.841
removed	removed	SLC19A3	2658.3805
SLC1A1	1166.5858	SLC1A1	244.6468
SLC1A2	214.2233	SLC1A2	175.7322
SLC1A3	301.1546	SLC1A3	782.6729
SLC1A4	4219.6565	SLC1A4	1333.0052
SLC1A5	4246.4345	SLC1A5	2004.9225
SLC1A7	14.235	SLC1A7	37.903
SLC20A1	1503.4443	SLC20A1	911.3955
SLC20A2	2377.4134	SLC20A2	1386.1679
removed	removed	SLC22A11	5.6608
SLC22A15	130.7849	SLC22A15	107.8021
SLC22A17	637.2368	SLC22A17	404.381
SLC22A18AS	13.1949	removed	removed
SLC22A18	405.5496	SLC22A18	114.2013
SLC22A23	1549.6265	SLC22A23	1250.1674
SLC22A3	17.8519	SLC22A3	324.8831
removed	removed	SLC22A4	51.6392
SLC22A5	297.6618	SLC22A5	363.7706
SLC23A1	15.1353	SLC23A1	6.1531
SLC23A2	694.2854	SLC23A2	1531.1346
removed	removed	SLC23A3	7.0317
SLC24A1	388.0858	SLC24A1	567.7529
SLC24A2	42.3013	removed	removed
SLC24A3	374.1147	SLC24A3	552.5474
removed	removed	SLC24A4	11.0756
SLC24A5	6.6285	SLC24A5	12.0945
SLC24A6	413.3113	SLC24A6	527.4428
SLC25A10	457.5531	SLC25A10	368.2771
SLC25A11	627.9228	SLC25A11	634.9988
SLC25A12	606.5781	SLC25A12	857.7406
SLC25A13	364.0244	SLC25A13	595.1268
SLC25A14	161.0556	SLC25A14	141.521
SLC25A15	314.6949	SLC25A15	292.791
SLC25A16	383.8168	SLC25A16	559.9311
SLC25A17	738.9153	SLC25A17	574.6985
SLC25A18	17.8519	SLC25A18	22.1511
SLC25A19	143.2036	SLC25A19	92.5425
SLC25A1	1526.7294	SLC25A1	761.9985
SLC25A20	163.3841	SLC25A20	350.7261
removed	removed	SLC25A21	14.1029
SLC25A22	712.9136	SLC25A22	219.05
SLC25A23	1571.3593	SLC25A23	1297.3173
SLC25A24	1205.7825	SLC25A24	1671.9173
SLC25A25	453.6723	SLC25A25	1135.368
SLC25A26	178.1818	SLC25A26	353.9281
SLC25A27	26.7779	SLC25A27	294.6099
SLC25A28	331.4252	SLC25A28	460.251
SLC25A29	854.1768	SLC25A29	619.2469
SLC25A30	289.9001	SLC25A30	698.4986
SLC25A32	522.639	SLC25A32	727.1105
SLC25A33	296.4975	SLC25A33	297.5634
SLC25A34	16.2996	SLC25A34	38.3953
SLC25A35	178.4147	SLC25A35	124.7502
SLC25A36	1572.1354	SLC25A36	2559.4388
SLC25A37	674.105	SLC25A37	777.5043
SLC25A38	466.091	SLC25A38	547.3788
SLC25A39	1383.1377	SLC25A39	929.8548
SLC25A3	4431.9395	SLC25A3	6233.5713
SLC25A40	100.1261	SLC25A40	251.5383
SLC25A42	206.4616	SLC25A42	228.6488
SLC25A43	749.3936	SLC25A43	605.9562
SLC25A44	905.4041	SLC25A44	856.7561
SLC25A45	175.8029	SLC25A45	137.0908
SLC25A46	589.8904	SLC25A46	843.4654
SLC25A4	486.2715	SLC25A4	564.6074
SLC25A5	6356.4568	SLC25A5	3230.6178
SLC25A6	7802.8524	SLC25A6	3765.9365
SLC26A10	9.8302	SLC26A10	16.4927
SLC26A11	222.3731	SLC26A11	247.8464
SLC26A1	67.9538	SLC26A1	16.7364
SLC26A2	955.4672	SLC26A2	1853.8026
SLC26A4	6.5975	SLC26A4	44.7945
SLC26A6	133.8896	SLC26A6	102.1413
SLC26A7	28.3303	SLC26A7	34.7034
SLC26A8	22.1209	removed	removed
SLC26A9	41.5252	removed	removed
SLC27A1	568.9337	SLC27A1	745.016
SLC27A2	48.8988	SLC27A2	52.6704
SLC27A3	419.9088	SLC27A3	378.0458
SLC27A4	648.4913	SLC27A4	261.6293
SLC27A5	96.2142	SLC27A5	56.761
SLC27A6	7.7617	SLC27A6	341.6195
SLC28A1	6.9855	SLC28A1	5.907
removed	removed	SLC28A3	217.5732
SLC29A1	4280.586	SLC29A1	2068.4223
SLC29A2	483.0504	SLC29A2	146.8472
SLC29A3	575.5312	SLC29A3	212.6508
SLC29A4	102.4546	SLC29A4	238.4937
SLC2A10	6562.9184	SLC2A10	965.5427
SLC2A11	173.0863	SLC2A11	128.4765
SLC2A12	24.0613	SLC2A12	354.664
SLC2A13	433.1037	SLC2A13	353.6795
SLC2A14	19.0162	SLC2A14	21.905
SLC2A1	5460.3667	SLC2A1	943.8838
SLC2A3	518.8707	SLC2A3	1448.4371
SLC2A4RG	1770.0592	SLC2A4RG	718.9269
SLC2A4	17.8519	SLC2A4	753.8764
SLC2A5	117.2019	SLC2A5	75.8061
SLC2A6	138.5466	SLC2A6	34.2112
SLC2A8	165.3245	SLC2A8	149.8892
SLC2A9	53.1678	SLC2A9	138.5676
SLC30A1	616.6683	SLC30A1	438.346
removed	removed	SLC30A2	6.1531
SLC30A3	5.4332	removed	removed
SLC30A4	72.572	SLC30A4	217.3271
SLC30A5	1590.7636	SLC30A5	1429.4856
SLC30A6	640.3415	SLC30A6	521.5358
SLC30A7	873.5811	SLC30A7	1048.4863
SLC30A8	881.3428	removed	removed
SLC30A9	1623.7508	SLC30A9	2122.5695
SLC31A1	1537.2077	SLC31A1	1441.5457
SLC31A2	604.2495	SLC31A2	742.0625
SLC33A1	1078.4903	SLC33A1	832.3899
SLC34A2	739.6915	SLC34A2	4289.4413
SLC34A3	15.5234	removed	removed
SLC35A1	596.0997	SLC35A1	817.5388
SLC35A2	2184.1467	SLC35A2	410.7802
SLC35A3	653.1483	SLC35A3	519.0746
SLC35A4	1809.6439	SLC35A4	1702.1905
SLC35A5	703.9876	SLC35A5	1014.5213
SLC35B1	455.6127	SLC35B1	567.807
SLC35B2	1456.874	SLC35B2	887.7677
SLC35B3	912.3896	SLC35B3	587.4969
SLC35B4	242.9417	SLC35B4	677.8243
SLC35C1	340.7393	SLC35C1	475.5107
SLC35C2	1191.0352	SLC35C2	693.0839
SLC35D1	1279.1307	SLC35D1	954.221
SLC35D2	140.8751	SLC35D2	430.4701
SLC35E1	2303.6771	SLC35E1	1981.2946
SLC35E2	6716.3209	SLC35E2	3561.0214
SLC35E2	315.7932	SLC35E2	81.1149
SLC35E3	687.2999	SLC35E3	244.6468
SLC35E4	93.8197	SLC35E4	27.3222
SLC35F1	14.3592	SLC35F1	14.2752
SLC35F2	146.3083	SLC35F2	207.236
SLC35F3	25.2256	SLC35F3	161.7032
SLC35F5	880.1785	SLC35F5	1147.428
SLC36A1	226.6421	SLC36A1	300.2707
SLC36A4	29.4945	SLC36A4	158.9958
SLC37A1	620.5491	SLC37A1	455.5747
SLC37A2	256.9128	SLC37A2	207.9744
SLC37A3	514.2136	SLC37A3	1243.1701
SLC37A4	403.9973	SLC37A4	413.4876
SLC38A10	1359.0764	SLC38A10	1035.1957
SLC38A1	12986.514	SLC38A1	8000.7384
SLC38A2	3040.2639	SLC38A2	7450.4061
SLC38A3	30.2707	SLC38A3	75.5599
SLC38A4	22.509	SLC38A4	47.748
SLC38A5	180.4599	SLC38A5	38.3953
SLC38A6	159.5033	SLC38A6	169.0869
SLC38A7	186.6693	SLC38A7	162.1954
SLC38A9	314.7376	SLC38A9	288.9491
SLC39A10	833.6082	SLC39A10	1112.9707
SLC39A11	1007.0826	SLC39A11	563.1307
SLC39A13	990.0068	SLC39A13	484.8634
SLC39A14	1640.4385	SLC39A14	1940.192
SLC39A1	3966.2365	SLC39A1	1911.8878
SLC39A2	33.3754	SLC39A2	20.4283
SLC39A3	307.752	SLC39A3	193.6992
SLC39A4	587.1738	SLC39A4	63.2538
SLC39A6	2894.3436	SLC39A6	14144.7206
SLC39A7	6382.4585	SLC39A7	1521.7819
SLC39A8	261.9579	SLC39A8	643.6131
SLC39A9	5161.9288	SLC39A9	2688.4076
SLC3A1	29.9214	SLC3A1	14.4991
SLC3A2	3067.818	SLC3A2	1835.8356
SLC40A1	27282.0413	SLC40A1	15251.046
SLC41A1	648.4913	SLC41A1	1005.1686
SLC41A2	258.4651	SLC41A2	441.0534
SLC41A3	796.352	SLC41A3	820.0837
SLC43A1	582.9048	SLC43A1	239.9705
SLC43A2	164.1603	SLC43A2	397.9818
SLC43A3	666.7313	SLC43A3	2074.2629
SLC44A1	4426.5063	SLC44A1	3460.9894
SLC44A2	5032.3081	SLC44A2	4279.8425
SLC44A3	147.8607	SLC44A3	338.9121
SLC44A4	4182.0122	SLC44A4	444.0069
SLC44A5	117.59	SLC44A5	278.1196
SLC45A1	19.7924	SLC45A1	33.9651
SLC45A2	9.3141	removed	removed
SLC45A3	220.8208	SLC45A3	107.0637
SLC45A4	365.5768	SLC45A4	328.3288
SLC46A1	5099.6954	SLC46A1	969.8819
SLC46A2	15.1353	SLC46A2	10.8294
SLC46A3	402.833	SLC46A3	691.6072
SLC47A1	29.1064	SLC47A1	70.8836
removed	removed	SLC47A2	15.0135
SLC48A1	458.3293	SLC48A1	576.9136
SLC4A11	21.7328	SLC4A11	189.7613
SLC4A1AP	832.7117	SLC4A1AP	648.9072
SLC4A2	1124.6726	SLC4A2	812.1437
SLC4A3	99.35	SLC4A3	183.362
SLC4A4	15.9115	SLC4A4	1347.7726
SLC4A5	568.1149	SLC4A5	179.2789
SLC4A7	488.6	SLC4A7	3324.3908
SLC4A8	934.1224	SLC4A8	267.2902
SLC5A10	9.7487	removed	removed
removed	removed	SLC5A12	9.8449
SLC5A1	1563.2095	SLC5A1	680.5316
SLC5A3	1330.3386	SLC5A3	1660.4135
removed	removed	SLC5A4	13.5368
SLC5A6	1851.3864	SLC5A6	2947.876
removed	removed	SLC5A7	29.781
SLC5A8	12.8068	SLC5A8	81.713
removed	removed	SLC5A9	10.8294
removed	removed	SLC6A11	6.8915
SLC6A12	11.2545	SLC6A12	10.5833
removed	removed	SLC6A14	811.4694
removed	removed	SLC6A15	30.2732
SLC6A16	28.3303	SLC6A16	47.748
SLC6A17	31.4349	SLC6A17	36.1802
SLC6A1	68.3031	SLC6A1	13.2907
SLC6A20	30.6588	SLC6A20	31.9961
removed	removed	SLC6A2	58.0852
SLC6A4	152.5177	SLC6A4	50.4553
SLC6A6	2089.4538	SLC6A6	831.4054
SLC6A8	1116.9108	SLC6A8	593.8961
SLC6A9	1843.4811	SLC6A9	435.8824
SLC7A10	5.8213	SLC7A10	212.5646
SLC7A11	35.7039	SLC7A11	90.5735
SLC7A13	11.6426	removed	removed
removed	removed	SLC7A14	5.4147
SLC7A1	3878.1411	SLC7A1	1259.6603
SLC7A2	3862.2296	SLC7A2	2816.638
removed	removed	SLC7A3	30.0271
SLC7A4	22.8971	SLC7A4	15.2597
SLC7A5	486.2715	SLC7A5	551.3168
SLC7A6OS	151.2254	SLC7A6OS	132.5548
SLC7A6	747.5813	SLC7A6	1279.4561
SLC7A7	246.4345	SLC7A7	305.4393
SLC7A8	6117.3959	SLC7A8	1136.5986
SLC7A9	6.2094	SLC7A9	5.6608
SLC8A1	521.5873	SLC8A1	410.288
SLC8A2	82.2742	removed	removed
removed	removed	SLC8A3	17.967
SLC9A1	2837.6831	SLC9A1	1184.5927
SLC9A2	110.9925	SLC9A2	84.6665
SLC9A3R1	4245.6583	SLC9A3R1	1528.4273
SLC9A3R2	974.0953	SLC9A3R2	468.6192
SLC9A3	9.7021	removed	removed
SLC9A5	13.583	SLC9A5	19.6899
SLC9A6	391.5785	SLC9A6	518.8285
SLC9A7	46.9584	SLC9A7	220.5267
SLC9A8	567.7695	SLC9A8	548.1172
SLC9A9	44.6299	SLC9A9	381.4915
removed	removed	SLCO1A2	93.2808
removed	removed	SLCO1C1	16.2442
SLCO2A1	743.9604	SLCO2A1	400.6891
SLCO2B1	625.2062	SLCO2B1	1523.0126
SLCO3A1	114.0972	SLCO3A1	680.0394
SLCO4A1	5.4332	SLCO4A1	55.5993
removed	removed	SLCO4C1	21.1666
SLFN11	402.833	SLFN11	1296.3328
removed	removed	SLFN12L	21.905
SLFN12	84.2146	SLFN12	192.4686
SLFN13	327.5444	SLFN13	634.7526
SLFN5	472.6885	SLFN5	1997.2926
SLFNL1	7.7617	removed	removed
SLIT1	5.4332	SLIT1	16.7364
SLIT2	206.0735	SLIT2	1240.4627
SLIT3	990.3949	SLIT3	3759.7834
removed	removed	SLITRK2	24.8585
removed	removed	SLITRK3	38.8875
SLITRK4	56.2724	SLITRK4	155.7962
SLITRK5	11.2545	SLITRK5	113.7091
SLITRK6	633.356	SLITRK6	557.2237
SLK	2286.9894	SLK	3123.554
SLMAP	1707.5774	SLMAP	2201.8213
SLMO1	26.0017	SLMO1	23.1356
SLMO2	1473.5617	SLMO2	1708.0975
SLPI	36.092	SLPI	1368.2008
SLTM	1387.0185	SLTM	2159.7342
SLU7	1300.0873	SLU7	1629.5841
SMAD1	629.087	SMAD1	1220.2806
SMAD2	1314.4465	SMAD2	2844.2038
SMAD3	668.2837	SMAD3	1603.9872
SMAD4	827.7869	SMAD4	2660.854
removed	removed	SMAD5OS	5.4147
SMAD5	1676.9186	SMAD5	2865.6165
SMAD6	124.5755	SMAD6	78.5134
SMAD7	602.3091	SMAD7	802.6089
SMAD9	71.0197	SMAD9	105.8331
SMAGP	117.59	SMAGP	261.6293
SMAP1	754.4116	SMAP1	777.6372
SMAP2	2429.805	SMAP2	1188.5306
SMARCA1	5118.4632	SMARCA1	2577.652
SMARCA2	3281.2652	SMARCA2	5028.7965
SMARCA4	4067.1388	SMARCA4	1537.5338
SMARCA5	2531.4291	SMARCA5	2956.6675
SMARCAD1	882.507	SMARCAD1	1555.5009
SMARCAL1	749.0055	SMARCAL1	570.0222
SMARCB1	1790.2396	SMARCB1	919.7637
SMARCC1	5626.0794	SMARCC1	4677.8243
SMARCC2	3512.1762	SMARCC2	3105.3409
SMARCD1	1976.1327	SMARCD1	1473.2956
SMARCD2	4879.7904	SMARCD2	1971.4497
SMARCD3	115.2615	SMARCD3	539.749
SMARCE1	2656.4471	SMARCE1	3116.4164
SMC1A	3890.9479	SMC1A	2706.8668
SMC1B	41.1371	SMC1B	16.9825
SMC2	1213.1561	SMC2	965.7888
SMC3	2869.1181	SMC3	2281.3192
SMC4	3029.7856	SMC4	1362.0477
SMC5	1123.1202	SMC5	1720.6498
SMC6	1103.7159	SMC6	906.9653
SMCHD1	935.2867	SMCHD1	2204.5287
SMCR7L	1383.5258	SMCR7L	1158.9958
SMCR7	223.9255	SMCR7	228.4027
SMCR8	936.0978	SMCR8	1266.8792
SMEK1	1829.8244	SMEK1	2085.1587
SMEK2	3108.9551	SMEK2	2562.1462
SMG1	4062.0937	SMG1	5082.2053
SMG5	2233.8217	SMG5	1278.6119
SMG6	786.6498	SMG6	1052.4243
SMG7	3502.8621	SMG7	2018.9515
SMN2	1271.6096	SMN2	1103.997
SMNDC1	840.5938	SMNDC1	759.2912
SMOC1	100.9023	SMOC1	283.0421
SMOC2	1475.8902	SMOC2	4640.6596
SMOX	102.0666	SMOX	79.4979
SMO	196.7595	SMO	558.2082
SMPD1	746.2889	SMPD1	541.2257
SMPD2	275.929	SMPD2	140.7827
SMPD3	46.1822	SMPD3	117.6471
SMPD4	1489.4732	SMPD4	1270.982
SMPDL3A	112.1568	SMPDL3A	506.7684
SMPDL3B	91.2002	SMPDL3B	163.1799
removed	removed	SMR3B	21.1666
SMS	2326.9623	SMS	1270.7359
removed	removed	SMTNL2	23.6279
SMTN	1262.0549	SMTN	626.1383
SMU1	2857.4755	SMU1	1990.8934
SMUG1	708.6446	SMUG1	393.3054
SMURF1	634.3417	SMURF1	1008.0704
SMURF2	658.1935	SMURF2	881.6146
removed	removed	SMYD1	179.1779
SMYD2	1315.9988	SMYD2	912.6261
SMYD3	485.4953	SMYD3	208.4667
SMYD4	242.9417	SMYD4	381.9838
SMYD5	576.6954	SMYD5	571.9911
SNAI1	110.9925	SNAI1	69.8991
SNAI2	291.0643	SNAI2	1267.0441
SNAI3	9.3141	SNAI3	8.1221
SNAP23	918.599	SNAP23	1912.38
SNAP25	8.5379	SNAP25	13.2907
SNAP29	2684.3893	SNAP29	1257.1991
SNAP47	710.5889	SNAP47	520.3643
removed	removed	SNAP91	12.0601
SNAPC1	313.5733	SNAPC1	310.854
SNAPC2	355.0985	SNAPC2	174.9938
SNAPC3	513.0494	SNAPC3	501.3537
SNAPC4	451.3437	SNAPC4	196.8988
SNAPC5	75.4089	SNAPC5	70.0197
SNAPIN	840.9819	SNAPIN	558.2082
SNCAIP	22.509	SNCAIP	570.2634
SNCA	26.3898	SNCA	256.953
SNCG	1142.5245	SNCG	236.5247
SND1	2831.8618	SND1	3190.4996
SNED1	1266.7119	SNED1	957.9129
SNF8	553.7984	SNF8	439.0844
SNHG10	55.1082	SNHG10	60.3003
SNHG11	124.0865	SNHG11	107.2902
SNHG12	126.904	SNHG12	151.206
SNHG1	827.3989	SNHG1	809.0081
SNHG3-RCC1	103.9837	SNHG3-RCC1	170.064
SNHG3	13.1949	SNHG3	28.3042
removed	removed	SNHG4	12.6803
SNHG5	293.7809	SNHG5	799.6554
SNHG6	433.8799	SNHG6	673.6402
SNHG7	324.7657	SNHG7	374.92
SNHG8	330.261	SNHG8	566.8225
SNHG9	83.0504	SNHG9	26.3352
SNIP1	428.4467	SNIP1	484.6173
SNN	412.1471	SNN	1287.7184
SNORA39	5.146	removed	removed
removed	removed	SNORA53	5.4147
SNORA7B	8.2818	SNORA7B	5.0258
SNORA8	194.6522	SNORA8	259.3724
SNORD116-20	5.4332	SNORD116-20	26.3352
SNORD116-28	17.4056	SNORD116-28	55.5279
SNORD116-4	22.9436	SNORD116-4	115.8504
removed	removed	SNORD17	17.7209
SNORD1C	16.3345	SNORD1C	10.4135
SNPH	332.9776	SNPH	114.6936
SNRK	725.3323	SNRK	1874.9692
SNRNP200	10521.7813	SNRNP200	6539.2567
SNRNP25	554.1865	SNRNP25	206.7438
SNRNP27	481.2264	SNRNP27	624.9077
SNRNP35	292.6167	SNRNP35	195.3753
SNRNP40	631.8036	SNRNP40	671.1789
SNRNP48	647.7151	SNRNP48	495.939
SNRNP70	1899.6798	SNRNP70	1387.1524
SNRPA1	421.0731	SNRPA1	287.4723
SNRPA	741.6319	SNRPA	706.1285
SNRPB2	1184.4378	SNRPB2	926.9013
SNRPB	2659.5518	SNRPB	1171.7942
SNRPC	1097.1185	SNRPC	687.177
SNRPD1	417.9684	SNRPD1	553.778
SNRPD2	2422.0433	SNRPD2	1534.5804
SNRPD3	2115.3042	SNRPD3	1392.444
SNRPE	1198.4088	SNRPE	733.9404
SNRPF	719.1229	SNRPF	523.7509
SNRPG	742.4081	SNRPG	498.6463
SNRPN	786.3821	SNRPN	1404.1792
SNTA1	426.8943	SNTA1	444.4991
SNTB1	221.9851	SNTB1	385.6756
SNTB2	536.7226	SNTB2	1914.1029
removed	removed	SNTG2	15.998
removed	removed	SNTN	5.6608
SNUPN	427.2824	SNUPN	455.0825
SNURF	51.8832	SNURF	64.7896
SNW1	2256.7187	SNW1	1407.3345
SNX10	153.682	SNX10	455.8208
SNX11	381.4883	SNX11	494.2161
SNX12	256.9128	SNX12	215.3581
SNX13	1426.6033	SNX13	1757.8144
SNX14	1266.7119	SNX14	1428.5011
SNX15	344.2321	SNX15	416.4411
SNX16	272.0481	SNX16	487.8169
SNX17	2519.8409	SNX17	1773.5663
SNX18	798.6805	SNX18	1861.6786
SNX19	2361.1138	SNX19	2289.1952
SNX1	2514.7958	SNX1	4291.6564
SNX20	13.9129	SNX20	27.268
SNX21	429.8554	SNX21	500.1871
SNX22	110.0999	SNX22	85.4172
SNX24	121.0828	SNX24	185.331
SNX25	335.6942	SNX25	426.286
SNX27	1666.1143	SNX27	1187.4231
SNX29	843.6985	SNX29	1108.0482
SNX2	1260.8907	SNX2	1994.8314
SNX30	768.7979	SNX30	1092.0502
SNX33	624.8181	SNX33	893.1824
SNX3	2967.3038	SNX3	3413.7337
SNX4	1065.2954	SNX4	1085.1587
SNX5	2063.0639	SNX5	2375.8307
SNX6	1752.5953	SNX6	1860.6941
