gene_id	TCGA-BH-A1EV-01A-11R-A137-07	gene_id	TCGA-BH-A1EV-11A-24R-A137-07
SNX7	201.0284	SNX7	609.8942
SNX8	317.8422	SNX8	230.1255
SNX9	3105.4623	SNX9	2357.1253
SOAT1	358.9793	SOAT1	737.14
SOBP	52.0035	SOBP	185.331
SOCS1	13.583	SOCS1	37.1647
SOCS2	51.2273	SOCS2	1339.4044
SOCS3	321.335	SOCS3	3703.9134
SOCS4	802.1733	SOCS4	995.0775
SOCS5	726.1085	SOCS5	1830.9131
SOCS6	944.9888	SOCS6	1491.0165
SOCS7	1709.1297	SOCS7	323.1602
SOD1	4202.9689	SOD1	2410.0418
SOD2	1754.5358	SOD2	8619.7391
SOD3	44.6299	SOD3	1078.0212
SOHLH2	23.3977	SOHLH2	60.0222
SOLH	465.3148	SOLH	192.4686
SON	11486.5625	SON	9475.2646
SORBS1	760.6481	SORBS1	8953.2365
SORBS2	361.6959	SORBS2	3777.5043
SORBS3	962.4527	SORBS3	1479.2026
removed	removed	SORCS1	179.4241
SORCS2	280.586	SORCS2	126.5075
SORD	1527.8937	SORD	282.0576
SORL1	7205.2003	SORL1	4458.2821
SORT1	3640.6326	SORT1	4612.3554
SOS1	1292.3256	SOS1	3004.1841
SOS2	1576.4044	SOS2	2001.4767
removed	removed	SOSTDC1	545.1637
removed	removed	SOX10	877.6766
SOX11	1077.3261	SOX11	632.7837
SOX12	1340.8363	SOX12	225.6953
SOX13	2248.5689	SOX13	788.826
removed	removed	SOX15	28.3042
SOX17	29.4945	SOX17	176.2245
SOX18	95.4691	SOX18	117.4009
removed	removed	SOX21	6.6453
SOX2OT	7.3736	removed	removed
SOX2	14.7473	removed	removed
SOX4	1711.8463	SOX4	3221.7573
SOX5	9.3141	SOX5	101.4029
SOX6	58.601	SOX6	185.0849
SOX7	69.8748	SOX7	274.5681
removed	removed	SOX8	33.2267
SOX9	2754.2447	SOX9	4116.4164
SP100	851.8483	SP100	1864.632
SP110	295.7214	SP110	472.5572
SP140L	168.0411	SP140L	333.9897
SP140	16.2996	SP140	36.4263
SP1	4465.3148	SP1	4702.1905
SP2	577.0835	SP2	687.9153
SP3	2498.8843	SP3	3245.8774
SP4	375.2789	SP4	444.4991
SP5	80.3338	SP5	15.5058
SP6	140.487	SP6	185.0849
SPA17	360.9198	SPA17	146.4435
SPACA4	8.5379	removed	removed
SPAG16	106.3355	SPAG16	446.7143
SPAG17	204.5212	SPAG17	19.4438
SPAG1	290.6762	SPAG1	344.0807
SPAG4	598.8163	SPAG4	10.3372
SPAG5	2849.1123	SPAG5	518.9318
SPAG6	10.0902	SPAG6	84.6665
SPAG7	324.8278	SPAG7	446.7143
SPAG8	35.3158	SPAG8	20.4283
SPAG9	1279.1307	SPAG9	3301.0091
SPARCL1	4282.5264	SPARCL1	17662.8107
SPARC	54730.5715	SPARC	30320.699
SPAST	661.6862	SPAST	846.4189
SPATA12	6.9855	SPATA12	5.6608
SPATA13	523.3492	SPATA13	706.7881
SPATA17	263.5102	SPATA17	47.2557
SPATA18	309.6924	SPATA18	821.0682
SPATA1	6.6169	removed	removed
SPATA20	468.8076	SPATA20	320.699
removed	removed	SPATA22	6.8275
SPATA24	8.5379	SPATA24	28.0581
SPATA2L	160.6675	SPATA2L	83.1898
SPATA2	377.6075	SPATA2	401.6736
SPATA4	6.2094	SPATA4	5.907
SPATA5L1	170.7577	SPATA5L1	133.399
SPATA5	180.848	SPATA5	315.0381
SPATA6	139.3228	SPATA6	190.0074
SPATA7	241.7774	SPATA7	275.4123
removed	removed	SPATA9	13.7829
SPATS2L	6564.0827	SPATS2L	1710.8048
SPATS2	1349.7623	SPATS2	562.1462
SPC24	29.4945	removed	removed
SPC25	87.7074	SPC25	48.9786
SPCS1	2043.5976	SPCS1	1625.619
SPCS2	583.681	SPCS2	675.363
SPCS3	1794.1205	SPCS3	3919.2715
SPDEF	6785.2915	SPDEF	850.603
SPDYA	6.8187	SPDYA	8.2427
SPDYC	7.3736	removed	removed
SPDYE1	5.3051	SPDYE1	14.2752
SPDYE3	56.288	SPDYE3	97.3222
SPDYE5	6.2094	SPDYE5	10.3372
SPDYE6	29.4945	SPDYE6	34.9495
SPDYE7P	6.2094	SPDYE7P	5.6608
SPDYE8P	12.4187	SPDYE8P	17.4748
SPEF1	79.1695	SPEF1	8.3682
SPEF2	392.7428	SPEF2	367.4625
SPEG	109.4402	SPEG	365.9857
SPEN	4269.7196	SPEN	2773.3202
removed	removed	SPESP1	15.998
SPG11	2798.0984	SPG11	2502.6901
SPG20	828.175	SPG20	2216.8349
SPG21	1697.0991	SPG21	1587.2508
SPG7	646.1628	SPG7	694.3145
SPHAR	66.2695	SPHAR	179.6997
SPHK1	293.5054	SPHK1	194.6911
SPHK2	390.5967	SPHK2	107.807
removed	removed	SPHKAP	148.6586
SPI1	220.0446	SPI1	216.0965
removed	removed	SPIB	25.5968
SPIN1	2520.229	SPIN1	4357.3714
removed	removed	SPIN2A	7.1376
SPIN2B	31.7532	SPIN2B	63.0175
SPIN3	185.505	SPIN3	347.2803
SPIN4	156.3986	SPIN4	341.8656
SPINK13	6.3801	removed	removed
SPINK4	14.3592	removed	removed
removed	removed	SPINK5	25.843
SPINK8	29.1064	SPINK8	8.3682
removed	removed	SPINLW1	9.8449
SPINT1	11422.5284	SPINT1	2706.1285
SPINT2	12703.2114	SPINT2	3906.473
SPIRE1	636.8487	SPIRE1	1083.9281
SPIRE2	39.9728	SPIRE2	61.0386
SPNS1	695.5622	SPNS1	357.1204
SPNS2	221.597	SPNS2	633.8272
removed	removed	SPNS3	10.0911
SPN	79.5576	SPN	159.7342
SPOCD1	483.5549	removed	removed
SPOCK1	2400.6986	SPOCK1	631.3069
SPOCK2	74.1244	SPOCK2	219.1066
removed	removed	SPOCK3	40.3643
SPON1	960.5123	SPON1	1126.0153
SPON2	587.9499	SPON2	546.6404
SPOPL	2282.7205	SPOPL	2335.9587
SPOP	980.6927	SPOP	1183.362
SPP1	10836.5189	SPP1	374.1078
SPPL2A	629.4751	SPPL2A	964.3121
SPPL2B	565.0529	SPPL2B	340.3889
SPPL3	922.4799	SPPL3	1575.1907
SPRED1	681.4786	SPRED1	1817.6224
SPRED2	2033.5694	SPRED2	1587.4969
SPRN	72.572	SPRN	31.2577
SPRR3	21.7328	SPRR3	6.6453
SPRY1	595.7117	SPRY1	3542.2102
SPRY2	79.9457	SPRY2	1903.7657
SPRY3	54.7201	SPRY3	94.5114
SPRY4	657.4173	SPRY4	491.5087
SPRYD3	2619.967	SPRYD3	1018.7054
SPRYD4	414.4756	SPRYD4	296.5789
SPR	401.6688	SPR	349.4954
SPSB1	1029.2035	SPSB1	658.8728
SPSB2	153.682	SPSB2	43.0716
SPSB3	483.1668	SPSB3	346.0497
SPSB4	27.9422	SPSB4	16.9825
SPTAN1	10029.6886	SPTAN1	7410.7802
SPTBN1	5616.7653	SPTBN1	14226.9259
SPTBN2	3393.81	SPTBN2	412.7492
SPTBN4	29.8826	SPTBN4	18.4593
SPTBN5	53.5558	SPTBN5	94.8634
SPTB	65.1984	SPTB	234.5557
SPTLC1	1737.46	SPTLC1	2184.8388
SPTLC2	6918.405	SPTLC2	2807.0391
SPTLC3	370.2338	SPTLC3	543.4408
SPTY2D1	1415.1742	SPTY2D1	1371.0066
SQLE	2984.7676	SQLE	504.7994
SQRDL	2378.1896	SQRDL	1260.1526
SQSTM1	6756.0532	SQSTM1	5109.8499
SR140	2723.974	SR140	3304.701
SRA1	533.6179	SRA1	323.8986
SRBD1	816.1444	SRBD1	525.966
SRCAP	4206.8497	SRCAP	3151.1199
SRCIN1	4324.0516	SRCIN1	478.7103
SRCRB4D	12.8068	SRCRB4D	21.6835
SRC	1239.1579	SRC	553.2857
SRD5A1	139.7109	SRD5A1	257.9375
SRD5A2	5.8213	SRD5A2	28.0581
SRD5A3	1175.0771	SRD5A3	409.9877
SREBF1	4753.6626	SREBF1	3246.6158
SREBF2	7394.1981	SREBF2	2905.7347
SRFBP1	287.9596	SRFBP1	395.5206
SRF	1280.2949	SRF	2088.6045
SRGAP1	153.2939	SRGAP1	555.5009
SRGAP2	555.3507	SRGAP2	717.6963
SRGAP3	897.6424	SRGAP3	289.1952
SRGN	397.7879	SRGN	2648.0433
SRI	659.3577	SRI	1956.19
SRL	7.3736	SRL	35.6879
SRMS	55.1082	removed	removed
SRM	370.6219	SRM	489.7859
SRP14	7698.8454	SRP14	3363.7706
SRP19	569.1705	SRP19	662.2323
SRP54	1999.4179	SRP54	1314.0537
SRP68	1244.203	SRP68	1603.9872
SRP72	3967.7889	SRP72	3475.2646
SRP9	5587.6589	SRP9	4363.2784
SRPK1	1474.3378	SRPK1	1274.92
SRPK2	1090.9091	SRPK2	1366.7241
SRPK3	700.5491	SRPK3	15.6978
SRPRB	1223.6344	SRPRB	867.3394
removed	removed	SRPR	3155.0578
SRPX2	537.1107	SRPX2	174.2555
SRPX	265.4507	SRPX	2296.825
SRRD	346.9487	SRRD	315.5304
SRRM1	1422.7224	SRRM1	2475.7568
SRRM2	15530.4162	SRRM2	14573.2218
SRRM3	57.0486	SRRM3	30.0271
SRRM5	26.8672	SRRM5	15.3729
SRRT	1977.297	SRRT	865.6165
SRR	351.9278	SRR	365.0332
SRXN1	1336.1793	SRXN1	642.1364
SS18L1	256.1366	SS18L1	549.84
SS18L2	270.4958	SS18L2	285.5033
SS18	1472.7855	SS18	2257.6914
SSBP1	542.1558	SSBP1	956.4361
SSBP2	785.8737	SSBP2	897.1204
SSBP3	434.6561	SSBP3	662.5646
SSBP4	410.9828	SSBP4	229.8794
SSB	2231.9356	SSB	2317.1228
SSC5D	314.3495	SSC5D	469.8499
SSFA2	919.7633	SSFA2	4238.986
SSH1	1229.0676	SSH1	1422.348
SSH2	4478.8978	SSH2	919.2715
SSH3	1496.0706	SSH3	688.1615
SSNA1	1024.5464	SSNA1	259.1681
SSPN	934.1224	SSPN	3340.1428
SSPO	28.7183	SSPO	21.6589
SSR1	5258.1741	SSR1	4996.3081
SSR2	6268.7494	SSR2	4317.2533
SSR3	3899.4858	SSR3	4338.9121
SSR4	1934.6075	SSR4	1442.5302
SSRP1	3949.1608	SSRP1	3020.9205
SSSCA1	350.0534	SSSCA1	156.5346
SSTR1	17.0758	SSTR1	56.3623
SSTR2	27.9422	SSTR2	74.8216
SSU72	3369.3606	SSU72	1858.9712
SSX2IP	565.829	SSX2IP	555.747
ST13	6158.145	ST13	6328.5749
ST14	3705.0548	ST14	1543.1947
ST20	39.6507	ST20	29.4536
ST3GAL1	3407.393	ST3GAL1	1311.1002
ST3GAL2	295.3333	ST3GAL2	291.4103
ST3GAL3	280.1979	ST3GAL3	228.1565
ST3GAL4	840.5938	ST3GAL4	292.1487
ST3GAL5	378.7717	ST3GAL5	485.3556
ST3GAL6	61.3176	ST3GAL6	250.3077
ST5	1470.457	ST5	1451.1445
ST6GAL1	4258.8532	ST6GAL1	3703.6672
ST6GAL2	562.7244	ST6GAL2	64.9766
ST6GALNAC1	8.926	ST6GALNAC1	60.7925
ST6GALNAC2	625.2062	ST6GALNAC2	726.8029
ST6GALNAC3	18.6281	ST6GALNAC3	90.5735
ST6GALNAC4	504.8996	ST6GALNAC4	171.5481
ST6GALNAC5	265.0626	ST6GALNAC5	237.2631
ST6GALNAC6	859.2219	ST6GALNAC6	1369.6776
ST7L	408.2662	ST7L	396.9973
ST7OT1	14.4135	ST7OT1	93.2193
ST7	450.0902	ST7	640.6645
ST8SIA1	72.572	ST8SIA1	582.5745
ST8SIA2	18.24	ST8SIA2	40.6104
ST8SIA4	271.272	ST8SIA4	307.9006
ST8SIA5	5.4332	removed	removed
ST8SIA6	152.9058	ST8SIA6	77.0367
STAB1	767.2611	STAB1	1694.0438
removed	removed	STAB2	218.3116
STAC2	163.7722	STAC2	2084.4204
STAC3	120.6326	STAC3	25.5575
removed	removed	STAC	192.4686
STAG1	1291.2622	STAG1	1653.1848
STAG2	2586.9797	STAG2	4601.526
STAG3L1	19.4043	STAG3L1	94.0192
STAG3L2	23.6732	STAG3L2	86.8816
STAG3L3	73.29	STAG3L3	147.3517
STAG3L4	32.2111	STAG3L4	94.0192
STAG3	9.0308	STAG3	24.9569
STAM2	1066.8478	STAM2	1495.6928
STAMBPL1	20.9566	STAMBPL1	170.8097
STAMBP	1061.0265	STAMBP	708.3436
STAM	631.8036	STAM	627.8612
removed	removed	STAP1	7.6298
STAP2	224.3136	STAP2	317.4994
STARD10	3377.8985	STARD10	789.3182
STARD13	1050.9363	STARD13	989.9089
STARD3NL	1253.1289	STARD3NL	701.206
STARD3	7041.4282	STARD3	902.0428
STARD4	30.6588	STARD4	73.8371
STARD5	88.8716	STARD5	116.9087
STARD7	3204.7929	STARD7	3937.0047
STARD8	173.8624	STARD8	295.5944
STAR	6.2094	STAR	11.5678
STAT1	3754.3417	STAT1	4121.0928
STAT2	2570.292	STAT2	2483.8789
STAT3	5672.2616	STAT3	7283.7805
STAT4	15.9115	STAT4	126.7536
STAT5A	337.6346	STAT5A	1790.5489
STAT5B	997.7685	STAT5B	3182.3776
STAT6	2217.134	STAT6	3080.9746
STAU1	3954.594	STAU1	2893.1824
STAU2	1292.7137	STAU2	1102.6335
STBD1	351.7609	STBD1	1643.9011
STC1	1632.2887	STC1	1029.781
STC2	2217.5221	STC2	4575.683
STEAP1	53.5558	STEAP1	607.9252
STEAP2	258.077	STEAP2	1901.0583
STEAP3	1723.1008	STEAP3	2254.4918
STEAP4	252.2557	STEAP4	2647.0588
STIL	412.9233	STIL	195.176
STIM1	1341.2244	STIM1	1605.2178
STIM2	230.5229	STIM2	864.1398
STIP1	3979.4315	STIP1	1770.6128
STK10	386.1453	STK10	466.8964
STK11IP	407.8781	STK11IP	281.5653
STK11	740.8557	STK11	365.2474
STK16	644.6105	STK16	443.0224
STK17A	481.2264	STK17A	942.4071
STK17B	790.1426	STK17B	1867.0933
STK19	485.3401	STK19	349.5225
STK24	1468.1285	STK24	2618.7546
STK25	1120.7917	STK25	937.4846
STK31	41.9133	STK31	5.6608
removed	removed	STK32A	11.3217
STK32B	42.6894	STK32B	122.3234
STK32C	239.4489	STK32C	48.9786
removed	removed	STK33	14.5213
STK35	1491.8017	STK35	1080.9746
STK36	538.275	STK36	677.5781
STK38L	2495.7796	STK38L	1748.2156
STK38	1116.5228	STK38	1419.1484
STK39	1290.7733	STK39	771.3512
STK3	773.843	STK3	780.95
STK40	2982.8272	STK40	1203.7903
STK4	1163.4811	STK4	1178.9318
STL	5.0568	STL	9.1263
STMN1	2558.2614	STMN1	2148.9048
STMN2	144.3679	STMN2	90.3273
STMN3	262.7341	STMN3	477.7258
STOML1	233.6276	STOML1	115.6781
STOML2	1379.6449	STOML2	899.3355
STOM	5097.5065	STOM	9245.1391
STON1-GTF2A1L	9.1743	STON1-GTF2A1L	41.8115
STON1	354.7182	STON1	974.2555
STON2	50.4511	STON2	314.2998
STOX1	108.664	STOX1	500.6153
STOX2	7.7617	STOX2	111.7401
STRA13	338.4108	STRA13	125.2769
STRA6	131.9492	STRA6	48.7325
STRADA	742.4081	STRADA	486.5863
STRADB	142.0394	STRADB	443.5146
STRAP	2671.9705	STRAP	2219.05
STRBP	2251.2855	STRBP	797.4403
STRC	56.319	STRC	26.6232
STRN3	1140.196	STRN3	1035.1957
STRN4	1774.3281	STRN4	820.8221
STRN	845.2508	STRN	843.2193
STS	540.6035	STS	1066.2072
STT3A	4772.6788	STT3A	3569.2838
STT3B	3017.7549	STT3B	3150.8737
STUB1	1377.5609	STUB1	533.6795
STX10	240.2251	STX10	119.8622
STX11	26.7779	STX11	380.7531
STX12	726.1085	STX12	2055.6239
STX16	1430.0961	STX16	1907.2114
STX17	818.861	STX17	1527.6889
STX18	499.0783	STX18	446.7143
STX19	10.4783	STX19	51.4398
STX1A	86.9079	STX1A	27.812
STX1B	28.7183	STX1B	41.5949
STX2	182.4003	STX2	336.697
STX3	820.0252	STX3	953.4826
STX4	521.1992	STX4	361.0633
STX5	1286.1162	STX5	859.9557
STX6	1407.3581	STX6	1322.6803
STX7	909.673	STX7	2173.0249
STX8	208.014	STX8	344.3269
STXBP1	453.6723	STXBP1	1116.6626
STXBP2	1524.4009	STXBP2	493.2316
STXBP3	626.3704	STXBP3	1366.7241
STXBP4	129.2326	STXBP4	222.7418
STXBP5	301.9268	STXBP5	784.3588
removed	removed	STXBP6	59.3158
removed	removed	STYK1	77.0367
STYXL1	433.1037	STYXL1	348.511
STYX	697.002	STYX	851.5875
SUB1	2343.6499	SUB1	3801.8705
SUCLA2	528.9958	SUCLA2	1358.0359
SUCLG1	1381.9734	SUCLG1	1602.7566
SUCLG2	1080.8189	SUCLG2	1655.9193
removed	removed	SUCNR1	14.2752
SUDS3	1959.057	SUDS3	1772.828
SUFU	920.9275	SUFU	645.0898
SUGT1L1	16.7304	SUGT1L1	43.906
SUGT1P1	9.3141	SUGT1P1	6.6453
SUGT1	418.7445	SUGT1	484.6173
SULF1	16280.586	SULF1	1827.7135
SULF2	5717.2795	SULF2	2878.6611
SULT1A1	227.8063	SULT1A1	224.7108
SULT1A2	103.6189	SULT1A2	31.0116
SULT1A3	421.434	SULT1A3	470.5365
SULT1C4	12.8068	SULT1C4	66.6995
SULT2B1	330.6491	SULT2B1	107.8021
removed	removed	SULT4A1	6.1531
SUMF1	2143.7858	SUMF1	1185.0849
SUMF2	1931.1148	SUMF2	2008.6143
SUMO1P3	136.9943	SUMO1P3	165.395
SUMO1	1907.0535	SUMO1	2135.1218
SUMO2	1911.3224	SUMO2	2950.0369
SUMO3	3646.0658	SUMO3	2130.1994
SUN1	2762.0064	SUN1	3658.3805
SUN2	2895.896	SUN2	2557.716
SUOX	924.4203	SUOX	689.6382
SUPT16H	4807.6065	SUPT16H	3698.9909
SUPT3H	62.0937	SUPT3H	158.0113
SUPT4H1	1530.1135	SUPT4H1	1027.9916
SUPT5H	3698.4574	SUPT5H	1462.9584
SUPT6H	15764.82	SUPT6H	2736.8939
SUPT7L	713.81	SUPT7L	1094.632
SUPV3L1	482.0025	SUPV3L1	612.8476
SURF1	793.2473	SURF1	533.1036
SURF2	237.5085	SURF2	75.3138
SURF4	6651.402	SURF4	4301.0091
SURF6	627.5347	SURF6	273.4433
SUSD1	237.1204	SUSD1	367.9547
SUSD2	2469.3897	SUSD2	1131.1839
SUSD3	281.7503	SUSD3	87.1277
SUSD4	484.331	SUSD4	383.9527
SUSD5	260.7936	SUSD5	94.2653
SUV39H1	345.0082	SUV39H1	144.2284
SUV39H2	324.0516	SUV39H2	225.2031
SUV420H1	1300.8635	SUV420H1	1739.109
SUV420H2	174.6386	SUV420H2	85.4049
SUZ12P	62.0937	SUZ12P	101.4029
SUZ12	997.3804	SUZ12	1377.3074
SV2A	34.5396	SV2A	126.7536
SV2B	40.749	SV2B	129.7071
SVEP1	548.9512	SVEP1	6055.7371
SVIL	2592.149	SVIL	4023.4605
SVIP	206.4616	SVIP	384.445
removed	removed	SVOPL	21.1666
SWAP70	1816.2414	SWAP70	2942.8993
SYAP1	2305.6175	SYAP1	974.4032
SYBU	365.5768	SYBU	798.4248
removed	removed	SYCE1	26.4361
SYCE2	18.24	SYCE2	7.6298
SYCP2	403.2211	SYCP2	505.5378
SYDE1	262.7341	SYDE1	270.7359
SYDE2	101.2904	SYDE2	264.8289
SYF2	767.6336	SYF2	1108.5405
SYK	524.3039	SYK	792.2717
SYMPK	2624.236	SYMPK	1022.1511
SYN1	5.8213	SYN1	10.8294
removed	removed	SYN2	122.5695
SYN3	14.3592	SYN3	5.907
SYNCRIP	4022.8971	SYNCRIP	5851.8336
SYNC	356.1463	SYNC	232.3579
SYNE1	2264.4805	SYNE1	2912.8723
SYNE2	5139.4198	SYNE2	8020.4283
SYNGAP1	601.1449	SYNGAP1	391.8287
SYNGR1	832.0132	SYNGR1	695.5944
SYNGR2	3018.9192	SYNGR2	1874.2309
SYNGR3	32.2111	SYNGR3	8.1221
SYNJ1	351.2176	SYNJ1	566.5764
SYNJ2BP	1247.3077	SYNJ2BP	1786.1186
SYNJ2	832.0559	SYNJ2	738.8629
SYNM	276.3171	SYNM	6756.3377
SYNPO2L	15.5234	SYNPO2L	6.6453
SYNPO2	1020.6656	SYNPO2	4895.6436
SYNPO	1476.2783	SYNPO	2601.0337
SYNRG	714.4659	SYNRG	1536.3032
SYPL1	1866.6925	SYPL1	4142.9978
SYPL2	8.5379	SYPL2	26.3352
SYP	49.2869	SYP	18.2131
SYS1-DBNDD2	42.3052	SYS1-DBNDD2	20.8787
SYS1	974.6231	SYS1	985.8602
SYT11	320.9469	SYT11	491.5087
SYT12	1285.7281	SYT12	448.6832
SYT13	13.9711	SYT13	53.4088
removed	removed	SYT14	8.6143
SYT15	29.4945	SYT15	398.474
SYT17	140.099	SYT17	90.3273
SYT1	106.3355	SYT1	205.5132
SYT2	10.8664	SYT2	32.9806
SYT3	23.2851	removed	removed
SYT5	5.4332	removed	removed
SYT6	9.7021	SYT6	26.3352
SYT7	1446.3957	SYT7	763.2291
SYT8	13.1949	SYT8	119.8622
SYT9	439.7012	SYT9	53.1627
SYTL1	364.4125	SYTL1	292.1487
SYTL2	1576.0163	SYTL2	1714.0044
SYTL3	335.3061	SYTL3	246.3697
SYTL4	419.1326	SYTL4	572.9756
SYTL5	871.2525	SYTL5	69.1607
SYVN1	1231.0081	SYVN1	1259.9065
TAB1	998.5874	TAB1	427.2213
TAB2	3685.6505	TAB2	3497.1696
TAB3	1506.5489	TAB3	1248.8309
TAC1	24.8375	TAC1	36.1802
TACC1	1229.4557	TACC1	5659.365
removed	removed	TACC2	934.285
TACC3	643.8343	TACC3	187.3
TACO1	516.1541	TACO1	241.6933
TACR1	8.5379	TACR1	638.1984
TACR2	16.2996	removed	removed
TACSTD2	10472.8825	TACSTD2	9228.1565
TADA1	857.6695	TADA1	452.129
TADA2A	147.8607	TADA2A	218.0655
TADA2B	573.9788	TADA2B	933.7928
TADA3	3533.3463	TADA3	1220.384
TAF10	780.4405	TAF10	439.8228
TAF11	690.7927	TAF11	524.7354
TAF12	471.1361	TAF12	344.3269
TAF13	186.6693	TAF13	194.1915
TAF15	1672.6497	TAF15	1438.5922
TAF1A	143.9798	TAF1A	106.5715
TAF1B	446.2986	TAF1B	312.3308
TAF1C	320.1708	TAF1C	473.5417
TAF1D	468.9745	TAF1D	662.0601
TAF1L	87.3193	TAF1L	50.7015
TAF1	2797.3222	TAF1	1898.8432
TAF2	1174.7356	TAF2	1077.5289
TAF3	290.2882	TAF3	231.3561
TAF4B	44.2418	TAF4B	312.3308
TAF4	511.8851	TAF4	378.538
TAF5L	660.1339	TAF5L	685.7002
TAF5	218.4923	TAF5	103.8641
TAF6L	182.0122	TAF6L	134.6296
TAF6	998.1566	TAF6	730.0025
TAF7L	8.5379	removed	removed
TAF7	2592.0248	TAF7	3056.6084
TAF8	596.4878	TAF8	506.5223
TAF9B	844.0865	TAF9B	1119.8622
TAF9	1067.2359	TAF9	1223.4802
TAGAP	89.2597	TAGAP	373.6156
TAGLN2	22315.3197	TAGLN2	9893.6746
TAGLN	9642.2043	TAGLN	11504.5828
TAL1	22.8971	TAL1	196.4066
TAL2	8.926	removed	removed
TALDO1	2165.9067	TALDO1	1921.9788
TANC1	1021.0537	TANC1	1889.2444
TANC2	2711.9433	TANC2	1300.5169
TANK	596.8759	TANK	2527.935
TAOK1	12708.6446	TAOK1	2374.8462
TAOK2	2123.6053	TAOK2	794.733
TAOK3	1541.0886	TAOK3	1296.3328
TAP1	691.1808	TAP1	1085.651
TAP2	312.7738	TAP2	759.9778
TAPBPL	284.5018	TAPBPL	508.5922
TAPBP	3198.6029	TAPBP	2332.0207
TAPT1	458.3293	TAPT1	1015.2597
TARBP1	737.363	TARBP1	867.8317
TARBP2	456.7769	TARBP2	220.7728
TARDBP	3109.3432	TARDBP	3390.8442
TARP	17.0758	TARP	15.0135
TARS2	1172.4071	TARS2	380.507
TARSL2	190.9382	TARSL2	331.0362
TARS	2850.878	TARS	1547.6249
TAS1R1	9.7021	TAS1R1	5.4147
TAS1R3	1227.1272	TAS1R3	6.1531
removed	removed	TAS2R14	8.4568
removed	removed	TAS2R20	15.5058
removed	removed	TAS2R4	5.1686
TAS2R5	5.0451	TAS2R5	15.2597
TASP1	305.0354	TASP1	276.889
TATDN1	508.3924	TATDN1	492.7394
TATDN2	925.9726	TATDN2	1260.1526
TATDN3	365.9649	TATDN3	385.6756
TAT	21.7328	TAT	79.744
TAX1BP1	6674.6871	TAX1BP1	4043.0716
TAX1BP3	1700.9954	TAX1BP3	1670.9303
TAZ	233.6276	TAZ	212.7886
TBC1D10A	798.9755	TBC1D10A	311.3758
TBC1D10B	1031.9201	TBC1D10B	616.2934
TBC1D10C	15.1353	TBC1D10C	39.1336
TBC1D12	315.9018	TBC1D12	635.2449
TBC1D13	835.1606	TBC1D13	1048.4863
TBC1D14	1396.7207	TBC1D14	2678.5626
TBC1D15	2819.8312	TBC1D15	1911.3955
TBC1D16	535.9464	TBC1D16	488.063
TBC1D17	755.8941	TBC1D17	699.0229
TBC1D19	141.6513	TBC1D19	175.9783
TBC1D1	428.8348	TBC1D1	1529.4118
TBC1D20	1404.0943	TBC1D20	1498.6463
TBC1D22A	421.4611	TBC1D22A	294.1176
TBC1D22B	513.2046	TBC1D22B	423.8075
TBC1D23	1198.0208	TBC1D23	1251.046
TBC1D24	711.1439	TBC1D24	252.7098
TBC1D25	393.9071	TBC1D25	400.1969
TBC1D2B	1226.7391	TBC1D2B	2166.6256
TBC1D2	717.5706	TBC1D2	202.0674
TBC1D3B	328.7086	TBC1D3B	71.622
TBC1D3C	103.2308	TBC1D3C	33.9651
TBC1D3H	24.8375	TBC1D3H	5.4147
TBC1D3	1929.0812	TBC1D3	394.9963
TBC1D4	391.1905	TBC1D4	2373.1233
TBC1D5	2098.3797	TBC1D5	2674.3785
TBC1D7	285.6311	TBC1D7	211.9124
TBC1D8B	958.5718	TBC1D8B	473.2956
TBC1D8	468.4195	TBC1D8	951.5137
TBC1D9B	3814.8831	TBC1D9B	3077.775
TBC1D9	5893.4705	TBC1D9	4557.716
TBCA	1028.4273	TBCA	974.6493
TBCB	763.2172	TBCB	455.3237
TBCCD1	457.165	TBCCD1	307.6544
TBCC	278.6456	TBCC	351.7106
TBCD	722.9339	TBCD	1005.1243
TBCEL	444.7463	TBCEL	589.712
TBCE	460.2464	TBCE	274.9471
TBCK	625.3614	TBCK	705.0357
TBK1	732.7059	TBK1	957.9129
TBKBP1	148.6368	TBKBP1	171.0559
TBL1XR1	9326.4772	TBL1XR1	3919.2715
TBL1X	2193.8488	TBL1X	1131.43
TBL2	778.5	TBL2	512.4292
TBL3	864.6551	TBL3	338.1738
TBPL1	159.5033	TBPL1	298.3017
TBP	155.6224	TBP	308.3928
TBRG1	540.7509	TBRG1	1071.1297
TBRG4	1149.122	TBRG4	507.5068
removed	removed	TBX10	20.1821
TBX15	67.5269	TBX15	398.7202
TBX18	82.6623	TBX18	413.4876
TBX19	41.1449	TBX19	79.5004
TBX1	152.9058	TBX1	51.4398
TBX20	17.0758	removed	removed
removed	removed	TBX21	8.6143
TBX2	168.8173	TBX2	90.3273
TBX3	342.6797	TBX3	1545.6559
removed	removed	TBX4	5.6608
TBX5	133.8896	TBX5	92.5425
TBX6	60.9295	TBX6	19.936
TBXA2R	51.6154	TBXA2R	20.6744
TBXAS1	143.9798	TBXAS1	285.0111
TC2N	4982.6332	TC2N	4179.6702
TCAP	31.4349	removed	removed
TCEA1	1860.8713	TCEA1	1745.5082
TCEA2	249.9272	TCEA2	177.9473
TCEA3	1563.2095	TCEA3	591.4349
TCEAL1	508.0043	TCEAL1	550.0861
TCEAL2	6.5975	TCEAL2	42.3333
