gene_id	TCGA-E2-A153-01A-12R-A12D-07	gene_id	TCGA-E2-A153-11A-31R-A12D-07
ANKRD49	246.3849	ANKRD49	263.4268
ANKRD50	1273.6374	ANKRD50	1339.3891
ANKRD52	881.535	ANKRD52	1775.8601
ANKRD53	9.4549	ANKRD53	19.0757
ANKRD54	325.9177	ANKRD54	368.7975
ANKRD56	78.9766	ANKRD56	119.9046
ANKRD57	676.307	ANKRD57	852.5037
ANKRD58	19.4661	ANKRD58	21.3467
ANKRD5	270.3003	ANKRD5	212.5582
ANKRD6	214.366	ANKRD6	280.7676
ANKRD9	39.4883	ANKRD9	58.5898
ANKS1A	670.7453	ANKS1A	1394.3454
ANKS1B	139.5996	ANKS1B	111.2751
ANKS3	329.2547	ANKS3	287.9528
ANKS6	127.9199	ANKS6	183.4904
ANKZF1	613.4594	ANKZF1	846.1451
ANLN	410.4561	ANLN	135.3469
ANO10	725.8065	ANO10	1100.0341
ANO1	1772.525	ANO1	5858.5216
ANO2	9.4549	ANO2	24.9801
removed	removed	ANO3	26.3427
removed	removed	ANO4	39.0598
removed	removed	ANO5	60.8607
ANO6	3274.1935	ANO6	2881.7986
ANO7	20.5784	ANO7	9.5379
ANO8	282.5362	ANO8	324.2875
ANO9	75.0834	ANO9	152.6059
ANP32A	2406.0067	ANP32A	2097.4225
ANP32B	2391.5462	ANP32B	2175.5422
ANP32E	893.7709	ANP32E	740.3202
ANPEP	923.8042	ANPEP	4646.3041
ANTXR1	16189.099	ANTXR1	3872.3742
ANTXR2	1334.2603	ANTXR2	986.9422
removed	removed	ANTXRL	5.9044
ANUBL1	122.3582	ANUBL1	184.3988
ANXA11	4150.1669	ANXA11	3181.5601
ANXA13	6.1179	ANXA13	6.8128
ANXA1	3458.8432	ANXA1	8241.626
ANXA2P1	53.9488	ANXA2P1	56.3188
ANXA2P2	5150.1669	ANXA2P2	4212.104
ANXA2P3	6.1179	removed	removed
ANXA2	16734.7052	ANXA2	12576.8139
ANXA3	619.5773	ANXA3	1194.9586
ANXA4	2072.3026	ANXA4	1764.5055
ANXA5	6567.8532	ANXA5	4719.8819
ANXA6	6178.5317	ANXA6	3234.2455
ANXA7	3027.2525	ANXA7	2908.1413
ANXA8L2	18.9099	ANXA8L2	242.0802
ANXA8	35.9677	ANXA8	419.7116
ANXA9	708.5651	ANXA9	138.9804
AOAH	63.96	AOAH	109.9126
AOC2	7.7864	AOC2	19.0757
AOC3	1389.8776	AOC3	1800.3861
AOX1	240.8231	AOX1	351.5385
AP1AR	676.307	AP1AR	539.1166
AP1B1	2468.2981	AP1B1	4257.0682
AP1G1	1644.6051	AP1G1	3069.8308
AP1G2	1412.5362	AP1G2	1738.9713
AP1M1	1211.3459	AP1M1	884.7508
AP1M2	1683.5373	AP1M2	1420.6881
AP1S1	1079.5328	AP1S1	688.5432
AP1S2	476.6407	AP1S2	372.431
AP1S3	114.0156	AP1S3	171.2274
AP2A1	2592.7475	AP2A1	1645.3276
AP2A2	1612.9032	AP2A2	1754.0593
AP2B1	11367.6307	AP2B1	6400.8175
AP2M1	6079.5328	AP2M1	4436.471
AP2S1	1340.3782	AP2S1	861.1332
AP3B1	1675.7508	AP3B1	1427.0467
AP3B2	116.2403	AP3B2	120.3588
AP3D1	3125.6952	AP3D1	3490.4054
AP3M1	1292.5473	AP3M1	1495.1743
AP3M2	531.7019	AP3M2	489.1564
AP3S1	1555.0612	AP3S1	767.5713
AP3S2	1229.2436	AP3S2	1327.3532
AP4B1	306.7631	AP4B1	335.6421
AP4E1	251.9466	AP4E1	482.7978
AP4M1	452.5083	AP4M1	266.7696
AP4S1	67.297	AP4S1	94.9245
APAF1	429.9221	APAF1	535.029
APBA1	101.2236	APBA1	396.5028
APBA2	234.7052	APBA2	90.3827
APBA3	211.9021	APBA3	202.5661
APBB1IP	246.3849	APBB1IP	353.8095
APBB1	738.5984	APBB1	590.8936
APBB2	1915.4616	APBB2	1645.0551
APBB3	196.8854	APBB3	379.698
APC2	6.1179	APC2	11.9042
APCDD1L	99.5551	APCDD1L	611.3319
APCDD1	578.9766	APCDD1	906.0974
APC	848.1646	APC	1423.8674
APEH	2017.7976	APEH	2501.6464
APEX1	2956.6185	APEX1	2667.8778
APEX2	635.1502	APEX2	632.6786
APH1A	6859.2881	APH1A	3314.6361
APH1B	605.1168	APH1B	564.5509
API5	2020.5784	API5	2428.5228
APIP	268.3704	APIP	345.8885
APITD1	191.9577	APITD1	110.8618
APLF	34.4828	APLF	104.9165
APLNR	1514.4605	APLNR	1085.5002
APLN	1344.2714	APLN	163.5063
APLP1	48.3871	APLP1	42.2391
APLP2	14088.9878	APLP2	24976.9502
APOA1BP	2782.5362	APOA1BP	982.8545
APOA1	9.4549	removed	removed
APOB48R	455.5061	APOB48R	403.3155
APOBEC3A	10.0111	APOBEC3A	24.0718
APOBEC3B	52.8365	APOBEC3B	61.769
APOBEC3C	119.0211	APOBEC3C	346.0883
APOBEC3D	38.376	APOBEC3D	114.4544
APOBEC3F	91.2125	APOBEC3F	187.5781
APOBEC3G	84.5384	APOBEC3G	205.7454
APOC1	451.6129	APOC1	4688.089
APOC2	31.7019	APOC2	279.3233
APOD	1031.1457	APOD	179647.5531
APOE	1829.2547	APOE	9042.8069
removed	removed	APOF	14.5339
APOL1	2263.6263	APOL1	1030.0897
APOL2	967.1858	APOL2	615.4196
APOL3	431.5907	APOL3	777.5633
APOL4	111.2347	APOL4	189.849
APOL6	1261.9577	APOL6	1225.8431
APOLD1	705.228	APOLD1	3321.903
APOM	13.9043	APOM	37.6973
APOOL	125.6952	APOOL	271.148
APOO	234.1491	APOO	156.2394
APPBP2	976.6407	APPBP2	1427.0467
APPL1	1826.4739	APPL1	1686.3858
APPL2	737.4861	APPL2	1524.6963
APP	33574.5273	APP	35252.867
APRT	1187.9867	APRT	1260.8153
APTX	472.7475	APTX	446.9172
AQP11	11.6796	AQP11	14.5339
AQP1	6487.7642	AQP1	11931.3637
AQP3	395.4394	AQP3	2444.8734
removed	removed	AQP4	31.7929
removed	removed	AQP5	279.7774
removed	removed	AQP6	5.4502
removed	removed	AQP7P1	19.0757
removed	removed	AQP7	121.2672
AQP9	41.1568	AQP9	52.6854
removed	removed	AQPEP	17.318
AQR	1131.8131	AQR	1451.1184
ARAF	1265.2948	ARAF	1152.7194
ARAP1	1977.5918	ARAP1	2152.783
ARAP2	214.683	ARAP2	540.4792
ARAP3	371.5239	ARAP3	693.9934
ARCN1	4583.426	ARCN1	4933.3485
ARC	55.0612	ARC	66.3109
AREG	211.3459	AREG	2061.542
ARF1	15389.3215	ARF1	7562.1665
ARF3	4835.3726	ARF3	4885.6591
ARF4	5614.0156	ARF4	3518.5648
ARF5	3163.4816	ARF5	1962.4889
ARF6	3984.4271	ARF6	3427.2738
ARFGAP1	1800.8899	ARFGAP1	1117.2931
ARFGAP2	1793.6596	ARFGAP2	1819.4618
ARFGAP3	1050.0556	ARFGAP3	1322.5843
ARFGEF1	2333.7041	ARFGEF1	2016.6231
ARFGEF2	2473.8598	ARFGEF2	3353.6959
ARFIP1	1114.5717	ARFIP1	1358.919
ARFIP2	1542.2692	ARFIP2	1577.8358
ARFRP1	774.7497	ARFRP1	525.0369
ARG2	125.1835	ARG2	154.7769
ARGLU1	896.5517	ARGLU1	2998.9781
ARHGAP10	398.7764	ARHGAP10	564.5509
ARHGAP11A	156.2848	ARHGAP11A	92.6536
ARHGAP11B	7.7864	ARHGAP11B	6.3586
ARHGAP12	741.9355	ARHGAP12	1227.2056
ARHGAP15	61.7353	ARHGAP15	153.5143
ARHGAP17	1163.515	ARHGAP17	1327.1261
ARHGAP18	858.1758	ARHGAP18	555.4672
ARHGAP19	377.6418	ARHGAP19	1115.4763
ARHGAP1	5205.7842	ARHGAP1	3849.2109
ARHGAP20	40.0445	ARHGAP20	337.4588
ARHGAP21	1736.3737	ARHGAP21	1887.1352
ARHGAP22	125.139	ARHGAP22	62.6774
ARHGAP23	653.5039	ARHGAP23	969.6832
ARHGAP24	330.3671	ARHGAP24	324.7417
ARHGAP25	275.3059	ARHGAP25	349.2676
ARHGAP26	2281.98	ARHGAP26	1055.9782
ARHGAP27	494.3771	ARHGAP27	799.3641
ARHGAP28	246.3849	ARHGAP28	287.9528
ARHGAP29	4705.228	ARHGAP29	3660.2702
ARHGAP30	382.0912	ARHGAP30	532.758
ARHGAP31	822.5806	ARHGAP31	1232.2017
ARHGAP32	2216.9077	ARHGAP32	1728.625
ARHGAP33	199.1101	ARHGAP33	235.2674
ARHGAP36	42.8254	ARHGAP36	59.0439
ARHGAP39	418.2425	ARHGAP39	272.9647
ARHGAP42	109.01	ARHGAP42	210.2873
ARHGAP4	369.2992	ARHGAP4	542.7501
ARHGAP5	1788.6541	ARHGAP5	2631.0889
ARHGAP6	75.6396	ARHGAP6	97.6496
ARHGAP8	185.1502	ARHGAP8	460.8698
ARHGAP9	101.2236	ARHGAP9	140.3429
ARHGDIA	6865.9622	ARHGDIA	4176.2235
ARHGDIB	5149.6107	ARHGDIB	3115.2492
ARHGDIG	6.6741	removed	removed
ARHGEF10L	1011.6796	ARHGEF10L	1256.7276
ARHGEF10	768.0756	ARHGEF10	1046.8945
ARHGEF11	1877.0857	ARHGEF11	1377.0864
ARHGEF12	6483.3148	ARHGEF12	5723.1747
ARHGEF15	395.9956	ARHGEF15	574.9972
ARHGEF16	331.4794	ARHGEF16	439.6503
ARHGEF17	1666.8521	ARHGEF17	1768.139
ARHGEF18	1168.5206	ARHGEF18	979.2211
ARHGEF19	491.1012	ARHGEF19	394.686
ARHGEF1	1444.3826	ARHGEF1	1651.8678
ARHGEF2	2298.6652	ARHGEF2	1773.135
removed	removed	ARHGEF33	12.263
ARHGEF35	501.6685	ARHGEF35	901.1014
ARHGEF37	240.8231	ARHGEF37	2371.2956
ARHGEF38	83.426	ARHGEF38	107.6416
ARHGEF3	625.6952	ARHGEF3	1207.2215
ARHGEF4	51.168	ARHGEF4	109.0042
ARHGEF5	535.0389	ARHGEF5	708.0731
ARHGEF6	764.7386	ARHGEF6	1625.5252
ARHGEF7	1247.4972	ARHGEF7	1342.5684
ARHGEF9	474.9722	ARHGEF9	663.1089
ARID1A	2956.6185	ARID1A	3516.2939
ARID1B	1614.5717	ARID1B	2433.0646
ARID2	760.2892	ARID2	1079.5958
ARID3A	77.3081	ARID3A	34.9722
ARID3B	112.3471	ARID3B	135.8011
ARID4A	573.4149	ARID4A	819.3482
ARID4B	1717.7419	ARID4B	1583.4177
ARID5A	778.0868	ARID5A	2828.659
ARID5B	1213.0145	ARID5B	5415.2379
ARIH1	1484.4271	ARIH1	2086.5221
ARIH2	879.3103	ARIH2	1521.4034
ARL10	36.7075	ARL10	53.5937
ARL11	60.6229	ARL11	44.0559
ARL13B	225.8065	ARL13B	304.7576
ARL15	359.2881	ARL15	518.2241
ARL16	329.8109	ARL16	294.7655
ARL17A	71.1402	ARL17A	91.9496
removed	removed	ARL17B	9.9784
ARL1	2852.0578	ARL1	2029.2949
ARL2BP	1552.8365	ARL2BP	1167.7075
ARL2	1136.8187	ARL2	825.7068
ARL3	936.5962	ARL3	417.8494
ARL4A	230.2558	ARL4A	1017.3725
ARL4C	1533.3704	ARL4C	2590.6665
ARL4D	167.9644	ARL4D	120.3588
ARL5A	695.7731	ARL5A	809.8104
ARL5B	126.8076	ARL5B	275.6898
ARL6IP1	8180.7564	ARL6IP1	3632.1108
ARL6IP4	2026.6963	ARL6IP4	1497.8994
ARL6IP5	4719.1324	ARL6IP5	4232.9965
ARL6IP6	248.6096	ARL6IP6	277.0523
ARL6	68.9655	ARL6	65.4025
ARL8A	1837.0412	ARL8A	1012.8307
ARL8B	2778.0868	ARL8B	2247.7575
removed	removed	ARL9	9.5379
ARMC10	962.9366	ARMC10	623.8583
ARMC1	774.1935	ARMC1	629.9534
ARMC2	40.0445	ARMC2	51.777
ARMC3	13.9043	removed	removed
ARMC4	18.9099	ARMC4	9.5379
ARMC5	385.4283	ARMC5	295.6739
ARMC6	579.5161	ARMC6	554.9858
ARMC7	642.3804	ARMC7	315.658
ARMC8	489.9889	ARMC8	690.8141
ARMC9	571.1902	ARMC9	276.144
ARMCX1	790.3226	ARMCX1	715.7943
ARMCX2	1799.7775	ARMCX2	753.4915
ARMCX3	2168.5206	ARMCX3	1701.3739
ARMCX5	355.3949	ARMCX5	415.5785
ARMCX6	304.2269	ARMCX6	266.1519
ARNT2	621.2458	ARNT2	663.1089
ARNTL2	86.7631	ARNTL2	73.5778
ARNTL	161.8465	ARNTL	292.4946
ARNT	1728.0311	ARNT	1317.5883
ARPC1A	2138.4872	ARPC1A	1559.3414
ARPC1B	2961.0679	ARPC1B	1554.5452
ARPC2	4655.7286	ARPC2	3086.6356
ARPC3	3467.1858	ARPC3	2341.3194
ARPC4	3599.6218	ARPC4	2635.113
ARPC5L	617.9088	ARPC5L	560.9175
ARPC5	4376.5295	ARPC5	2733.7345
ARPM1	22.2469	ARPM1	21.3467
ARPP19	3618.465	ARPP19	3739.2983
ARRB1	510.5673	ARRB1	1216.7594
ARRB2	743.0478	ARRB2	641.3081
ARRDC1	990.5451	ARRDC1	852.0495
ARRDC2	652.9477	ARRDC2	1692.7444
ARRDC3	1729.1435	ARRDC3	7283.2974
ARRDC4	496.1068	ARRDC4	796.1849
ARSA	928.2536	ARSA	1065.0619
ARSB	558.9544	ARSB	227.0921
ARSD	3018.3537	ARSD	4256.6141
ARSE	171.3014	ARSE	23.6176
ARSG	394.327	ARSG	249.8013
removed	removed	ARSH	9.5379
ARSI	213.0145	ARSI	33.6096
ARSJ	168.5206	ARSJ	173.4984
ARSK	160.178	ARSK	148.5182
removed	removed	ART3	5.9044
removed	removed	ART5	16.3506
ARTN	107.8977	ARTN	14.5339
ARV1	742.4917	ARV1	358.3513
ARVCF	313.6819	ARVCF	806.6311
AR	546.7186	AR	854.3204
AS3MT	371.396	AS3MT	176.2235
ASAH1	7527.2525	ASAH1	4702.6229
ASAH2B	7.2303	ASAH2B	13.1713
ASAM	365.9622	ASAM	471.4432
ASAP1	1579.5328	ASAP1	1136.3688
ASAP2	649.6107	ASAP2	828.4319
ASAP3	699.1101	ASAP3	1033.7232
ASB13	1347.6085	ASB13	870.6711
ASB14	9.4549	ASB14	15.8964
ASB16	13.9043	ASB16	15.038
ASB1	297.3137	ASB1	527.5031
ASB2	12.2358	ASB2	49.9603
ASB3	327.5862	ASB3	333.3712
ASB6	727.4027	ASB6	869.7082
ASB7	398.2202	ASB7	427.8415
ASB8	759.733	ASB8	722.607
ASB9	16.129	ASB9	31.3387
ASCC1	494.9944	ASCC1	351.5385
ASCC2	1192.9922	ASCC2	1146.3608
ASCC3	1031.7019	ASCC3	1192.2335
ASCL2	41.1568	ASCL2	46.3268
ASF1A	348.1646	ASF1A	435.5626
ASF1B	182.4249	ASF1B	71.7611
ASGR1	10.5673	ASGR1	11.3546
ASGR2	11.6796	ASGR2	6.8128
ASH1L	3612.1691	ASH1L	2940.1067
ASH2L	1072.3026	ASH2L	985.5797
ASL	528.3648	ASL	565.0051
ASMTL	893.2147	ASMTL	934.711
ASNA1	1537.2636	ASNA1	981.492
ASNSD1	953.8376	ASNSD1	970.1374
ASNS	352.0578	ASNS	368.3434
ASPA	15.0167	ASPA	21.3467
ASPHD1	86.7631	ASPHD1	31.3387
ASPHD2	82.8699	ASPHD2	58.1356
ASPH	9985.3949	ASPH	7265.2254
ASPM	234.1491	ASPM	67.6734
ASPN	11152.9477	ASPN	522.766
ASPRV1	47.931	ASPRV1	84.7235
ASPSCR1	482.7586	ASPSCR1	309.7536
ASRGL1	53.3927	ASRGL1	165.7772
ASS1	3174.6385	ASS1	1346.2019
ASTE1	222.5918	ASTE1	186.706
removed	removed	ASTN1	74.9404
ASTN2	204.6719	ASTN2	440.1045
ASXL1	1759.733	ASXL1	1768.5932
ASXL2	496.1068	ASXL2	950.6075
ASXL3	7.7864	ASXL3	33.6096
ATAD1	1192.436	ATAD1	1090.042
ATAD2B	351.5017	ATAD2B	606.3359
ATAD2	654.6162	ATAD2	458.2718
ATAD3A	365.406	ATAD3A	495.9691
ATAD3B	119.5773	ATAD3B	322.4708
ATAD3C	182.9811	ATAD3C	138.9804
ATAD5	58.3982	ATAD5	72.6695
ATE1	154.0601	ATE1	324.2875
ATF1	434.3715	ATF1	465.5388
ATF2	513.3482	ATF2	559.5549
ATF3	1079.5328	ATF3	2493.4711
ATF4	4195.7731	ATF4	5123.1975
ATF5	1127.3637	ATF5	822.0734
ATF6B	2543.3815	ATF6B	2054.1388
ATF6	2325.9177	ATF6	1696.3779
ATF7IP2	77.8643	ATF7IP2	82.2073
ATF7IP	745.2725	ATF7IP	1012.8307
ATF7	1593.4372	ATF7	2487.7983
ATG10	116.2403	ATG10	118.0879
ATG12	549.4994	ATG12	479.1643
ATG16L1	795.8843	ATG16L1	981.9462
ATG16L2	308.3982	ATG16L2	418.1537
ATG2A	559.5106	ATG2A	1019.6435
ATG2B	860.4004	ATG2B	1308.5046
ATG3	706.3404	ATG3	641.7622
ATG4A	303.1146	ATG4A	330.1919
ATG4B	673.5261	ATG4B	855.2288
ATG4C	163.515	ATG4C	184.3988
ATG4D	310.3504	ATG4D	236.2621
ATG5	566.1846	ATG5	756.6708
ATG7	918.2314	ATG7	702.8046
ATG9A	1581.5795	ATG9A	1473.5869
ATG9B	26.1346	ATG9B	8.7385
ATHL1	262.5139	ATHL1	749.8581
ATIC	2233.0367	ATIC	1363.4609
ATL1	289.2102	ATL1	473.7141
ATL2	614.5717	ATL2	1949.3585
ATL3	527.8087	ATL3	556.8298
ATMIN	1115.6841	ATMIN	1752.6967
ATM	872.6363	ATM	1393.8912
ATN1	4606.2291	ATN1	5282.1619
ATOH8	24.4716	ATOH8	363.8015
ATOX1	930.4783	ATOX1	650.3917
ATP10A	824.2492	ATP10A	184.853
removed	removed	ATP10B	21.3467
ATP10D	387.6529	ATP10D	724.8779
ATP11A	672.97	ATP11A	922.4481
ATP11B	650.723	ATP11B	1659.1348
ATP11C	408.2314	ATP11C	766.6629
ATP13A1	1561.7353	ATP13A1	1769.0473
ATP13A2	906.0067	ATP13A2	1419.7797
ATP13A3	1809.7887	ATP13A3	2067.9005
removed	removed	ATP13A4	1424.3216
removed	removed	ATP13A5	939.7071
ATP1A1	11817.5473	ATP1A1	17155.8624
ATP1A2	11.6796	ATP1A2	276.144
ATP1A3	17.2414	removed	removed
ATP1A4	6.1179	ATP1A4	11.8088
ATP1B1	8095.9622	ATP1B1	3690.4735
ATP1B2	50.0556	ATP1B2	127.1716
ATP1B3	1472.7475	ATP1B3	1407.5167
removed	removed	ATP2A1	6.3586
ATP2A2	5218.5762	ATP2A2	6016.5777
ATP2A3	1464.4049	ATP2A3	775.2924
ATP2B1	1194.1046	ATP2B1	2234.1319
ATP2B2	6.1179	ATP2B2	10.9004
ATP2B4	6487.208	ATP2B4	3915.0676
ATP2C1	2098.3204	ATP2C1	2552.4787
ATP2C2	238.5984	ATP2C2	431.0208
ATP5A1	5656.2848	ATP5A1	8845.6909
ATP5B	6927.6974	ATP5B	8609.5152
ATP5C1	2452.1691	ATP5C1	2119.2233
ATP5D	743.0478	ATP5D	532.758
ATP5EP2	41.713	ATP5EP2	16.3506
ATP5E	4274.7497	ATP5E	2044.7371
ATP5F1	2361.5128	ATP5F1	2122.8568
ATP5G1	815.3504	ATP5G1	495.0607
ATP5G2	5542.8254	ATP5G2	3303.2815
ATP5G3	2002.7809	ATP5G3	1801.7486
ATP5H	2392.1023	ATP5H	1134.0979
ATP5I	972.564	ATP5I	650.9322
ATP5J2	887.0968	ATP5J2	970.0602
ATP5J	1142.5139	ATP5J	973.6164
ATP5L	2112.9032	ATP5L	1752.6967
ATP5O	2173.5261	ATP5O	1616.8957
ATP5SL	801.4461	ATP5SL	604.5191
ATP5S	102.8921	ATP5S	129.4425
ATP6AP1L	105.1168	ATP6AP1L	55.4105
ATP6AP1	5859.2881	ATP6AP1	3543.9991
ATP6AP2	4764.1824	ATP6AP2	3056.2053
ATP6V0A1	1437.1524	ATP6V0A1	2254.116
ATP6V0A2	362.069	ATP6V0A2	526.8536
ATP6V0A4	8.8988	ATP6V0A4	284.3238
ATP6V0B	2122.3582	ATP6V0B	1630.5212
ATP6V0C	2514.5217	ATP6V0C	1944.2262
ATP6V0D1	1239.1546	ATP6V0D1	2077.8926
ATP6V0D2	91.2125	ATP6V0D2	168.9565
ATP6V0E1	3529.4772	ATP6V0E1	2091.0639
ATP6V0E2	680.7063	ATP6V0E2	511.7974
ATP6V1A	2012.792	ATP6V1A	2170.5462
ATP6V1B1	8.3426	ATP6V1B1	655.3878
ATP6V1B2	2173.5261	ATP6V1B2	2044.7371
ATP6V1C1	2085.6507	ATP6V1C1	1699.5572
ATP6V1C2	38.6707	ATP6V1C2	179.8615
ATP6V1D	1296.4405	ATP6V1D	985.5797
ATP6V1E1	1895.4394	ATP6V1E1	1886.2269
ATP6V1E2	33.3704	ATP6V1E2	76.3029
ATP6V1F	1601.7742	ATP6V1F	1143.1589
ATP6V1G1	2318.1313	ATP6V1G1	2212.7853
ATP6V1G2	19.5328	ATP6V1G2	15.8964
ATP6V1H	1277.5306	ATP6V1H	1488.3615
ATP7A	507.7864	ATP7A	1197.2295
ATP7B	890.99	ATP7B	232.9965
ATP8A1	75.0834	ATP8A1	1352.5605
ATP8A2	50.6118	ATP8A2	84.4783
ATP8B1	1872.3526	ATP8B1	1742.2686
ATP8B2	847.6085	ATP8B2	962.8704
ATP8B3	65.0723	ATP8B3	27.2511
ATP8B4	134.594	ATP8B4	113.0919
ATP8B5P	31.1457	ATP8B5P	24.9801
ATP9A	1917.6863	ATP9A	2480.7539
ATP9B	433.8154	ATP9B	653.1168
ATPAF1	1040.4727	ATPAF1	912.5196
ATPAF2	235.2614	ATPAF2	244.3511
ATPBD4	75.6396	ATPBD4	70.8527
ATPIF1	1016.6852	ATPIF1	734.87
ATRIP	340.7063	ATRIP	259.2574
removed	removed	ATRNL1	64.04
ATRN	2250.2781	ATRN	2748.2684
ATRX	1698.5539	ATRX	2498.0129
ATR	488.8765	ATR	1101.3966
ATXN10	1833.7041	ATXN10	1764.5055
ATXN1L	875.9733	ATXN1L	1708.6409
ATXN1	1146.8298	ATXN1	998.751
ATXN2L	2691.3237	ATXN2L	2207.3351
ATXN2	751.9466	ATXN2	990.1215
ATXN3	452.1691	ATXN3	491.8815
ATXN7L1	175.1947	ATXN7L1	360.168
ATXN7L2	66.1846	ATXN7L2	66.7651
ATXN7L3B	2235.2614	ATXN7L3B	3194.7315
ATXN7L3	1664.6274	ATXN7L3	1195.8669
ATXN7	582.8699	ATXN7	1050.0738
AUH	233.0367	AUH	325.6501
AUP1	2637.8532	AUP1	1883.9877
AURKAIP1	1002.7809	AURKAIP1	860.2248
AURKAPS1	5.5617	removed	removed
AURKA	146.8298	AURKA	102.1914
AURKB	47.2747	AURKB	26.7969
AURKC	7.2303	removed	removed
AUTS2	1158.5095	AUTS2	1800.3861
AVEN	216.3515	AVEN	187.5781
AVIL	41.1568	AVIL	48.1435
AVL9	232.4805	AVL9	457.8176
AVPI1	264.1824	AVPI1	218.0084
AVPR1A	93.4372	AVPR1A	89.9285
removed	removed	AVPR2	86.295
removed	removed	AWAT2	117.1795
AXIN1	1023.9155	AXIN1	756.2166
AXIN2	220.2447	AXIN2	206.1996
AXL	2753.6151	AXL	1432.4969
AZGP1	17357.6196	AZGP1	18451.6862
AZI1	322.0245	AZI1	419.6662
AZI2	855.9511	AZI2	855.683
AZIN1	4339.822	AZIN1	3756.1031
removed	removed	AZU1	14.0797
B2M	43062.8476	B2M	23703.8719
B3GALNT1	473.3037	B3GALNT1	390.5984
B3GALNT2	885.7786	B3GALNT2	652.0223
removed	removed	B3GALT1	27.2511
removed	removed	B3GALT2	15.4423
B3GALT4	200.7786	B3GALT4	167.594
B3GALT5	17.2414	B3GALT5	46.781
B3GALT6	627.9199	B3GALT6	430.5666
B3GALTL	266.9633	B3GALTL	238.4467
removed	removed	B3GAT1	1596.9115
B3GAT2	8.6986	B3GAT2	23.4949
B3GAT3	849.277	B3GAT3	546.3836
B3GNT1	606.2291	B3GNT1	522.3118
B3GNT2	952.1691	B3GNT2	1434.3136
B3GNT3	251.9466	B3GNT3	363.3473
B3GNT4	5.0056	removed	removed
B3GNT5	175.7508	B3GNT5	283.8651
B3GNT7	116.2403	B3GNT7	172.1358
B3GNT8	90.6563	B3GNT8	86.295
B3GNT9	519.0879	B3GNT9	280.7767
B3GNTL1	68.2592	B3GNTL1	75.3764
B4GALNT1	103.8042	B4GALNT1	19.4936
removed	removed	B4GALNT2	21.3467
B4GALNT3	344.8276	B4GALNT3	235.2674
B4GALNT4	419.3548	B4GALNT4	258.4308
B4GALT1	10865.9622	B4GALT1	5229.4766
B4GALT2	1327.03	B4GALT2	593.1645
B4GALT3	1622.9143	B4GALT3	805.2685
B4GALT4	575.6396	B4GALT4	391.0526
B4GALT5	1972.7475	B4GALT5	2184.6259
B4GALT6	46.7186	B4GALT6	112.1835
B4GALT7	619.5773	B4GALT7	383.7856
B9D1	108.426	B9D1	116.6118
B9D2	86.2069	B9D2	103.554
BAALC	87.3192	BAALC	64.04
BACE1	1332.5918	BACE1	1147.7234
BACE2	1444.3826	BACE2	1186.7832
BACH1	1015.5729	BACH1	1133.1895
BACH2	60.0667	BACH2	369.7059
BAD	654.2659	BAD	509.581
BAG1	1753.4205	BAG1	1075.7761
BAG2	162.4027	BAG2	197.1159
BAG3	1571.7464	BAG3	1105.0301
BAG4	224.1379	BAG4	204.8371
BAG5	1197.9978	BAG5	1513.7958
BAHCC1	701.891	BAHCC1	638.1288
BAHD1	694.1046	BAHD1	952.4242
BAI1	22.8031	BAI1	88.5659
BAI2	751.9466	BAI2	138.5262
BAI3	5.5617	BAI3	21.8008
BAIAP2L1	962.7364	BAIAP2L1	619.9614
removed	removed	BAIAP2L2	10.4462
BAIAP2	1159.6051	BAIAP2	1162.7115
BAIAP3	157.0857	BAIAP3	280.0908
BAK1	301.4461	BAK1	282.5026
BAMBI	461.624	BAMBI	769.8422
BANF1	2215.7953	BANF1	1505.6205
BANK1	18.3537	BANK1	17.259
BANP	167.9644	BANP	244.3511
BAP1	1597.8865	BAP1	1557.3975
BARD1	82.3137	BARD1	78.5739
BARX1	7.7864	BARX1	5.9044
BARX2	216.9077	BARX2	1061.8826
BASP1	924.9166	BASP1	392.8693
BAT1	3680.6897	BAT1	5234.0184
BAT2L1	4188.7375	BAT2L1	6897.3498
BAT2L2	6160.178	BAT2L2	5628.2503
BAT2	5747.4972	BAT2	6601.1128
BAT3	3707.4527	BAT3	3982.2868
BAT4	403.782	BAT4	271.6021
BAT5	959.9555	BAT5	1005.5638
BATF2	44.4939	BATF2	35.4264
BATF3	20.5784	BATF3	12.7172
BATF	352.0578	BATF	138.072
BAX	789.7664	BAX	378.3354
BAZ1A	1021.1346	BAZ1A	1395.2538
BAZ1B	2057.842	BAZ1B	2170.5462
BAZ2A	2452.6974	BAZ2A	3503.2497
BAZ2B	561.3682	BAZ2B	1299.0485
BBC3	503.337	BBC3	135.3469
BBOX1	12.2358	BBOX1	794.3681
BBS10	378.7542	BBS10	554.1047
BBS12	144.6051	BBS12	246.1678
BBS1	1144.6051	BBS1	1020.5518
BBS2	540.0445	BBS2	1018.7351
BBS4	471.6352	BBS4	464.6304
BBS5	253.059	BBS5	251.1638
BBS7	236.9299	BBS7	294.3113
BBS9	270.8565	BBS9	272.9647
BBX	1192.436	BBX	2058.3627
BCAM	6533.9266	BCAM	5985.6932
BCAN	8.8988	BCAN	41.3308
BCAP29	1237.4861	BCAP29	1278.0743
BCAP31	5253.059	BCAP31	4226.6379
BCAR1	1369.8554	BCAR1	1546.4971
