gene_id	TCGA-E2-A153-01A-12R-A12D-07	gene_id	TCGA-E2-A153-11A-31R-A12D-07
SLC13A3	55.6174	SLC13A3	106.2791
SLC13A4	5.0056	SLC13A4	10.9004
removed	removed	SLC13A5	5.9044
SLC14A1	67.297	SLC14A1	45.4184
SLC14A2	11.6796	SLC14A2	5.9044
removed	removed	SLC15A1	179.4027
SLC15A2	21.6908	SLC15A2	283.8651
SLC15A3	779.1991	SLC15A3	691.7225
SLC15A4	818.6874	SLC15A4	664.4714
SLC16A10	27.2525	SLC16A10	9.5379
SLC16A11	6.1179	SLC16A11	39.0598
SLC16A12	7.2303	SLC16A12	67.6734
SLC16A13	36.7075	SLC16A13	99.0121
SLC16A14	159.0656	SLC16A14	169.4107
SLC16A1	622.3582	SLC16A1	964.6872
SLC16A2	429.366	SLC16A2	599.5231
SLC16A3	2208.0089	SLC16A3	374.7019
SLC16A4	682.4249	SLC16A4	349.2676
SLC16A5	474.416	SLC16A5	178.0402
SLC16A6	761.9577	SLC16A6	109.4584
SLC16A7	13.3482	SLC16A7	48.5977
SLC16A8	5.5617	SLC16A8	10.9004
SLC16A9	76.7519	SLC16A9	77.2113
SLC17A5	788.6541	SLC17A5	936.9819
SLC17A7	17.7976	SLC17A7	64.4942
SLC17A9	129.5884	SLC17A9	54.9563
SLC18A2	16.129	SLC18A2	6.3586
SLC19A1	235.8176	SLC19A1	155.331
SLC19A2	968.8543	SLC19A2	1105.0301
SLC19A3	5.0056	SLC19A3	55.8647
SLC1A1	1704.6719	SLC1A1	134.8927
SLC1A2	547.8309	SLC1A2	273.8731
SLC1A3	548.9433	SLC1A3	306.5743
SLC1A4	4958.287	SLC1A4	1891.2229
SLC1A5	3367.6307	SLC1A5	3369.1382
SLC1A6	10.0111	removed	removed
SLC1A7	50.6118	SLC1A7	21.8008
SLC20A1	2212.4583	SLC20A1	1043.7152
SLC20A2	1095.1057	SLC20A2	1197.6837
SLC22A10	8.8988	removed	removed
removed	removed	SLC22A11	19.0757
SLC22A15	151.8354	SLC22A15	66.7651
SLC22A17	443.2703	SLC22A17	725.7863
SLC22A18AS	20.5784	SLC22A18AS	9.5379
SLC22A18	355.9511	SLC22A18	223.4586
SLC22A23	603.3704	SLC22A23	893.3348
SLC22A3	72.8587	SLC22A3	96.287
SLC22A4	118.465	SLC22A4	69.9444
SLC22A5	566.7408	SLC22A5	450.5507
SLC23A1	9.4549	removed	removed
SLC23A2	714.1268	SLC23A2	951.0617
SLC23A3	5.9455	SLC23A3	14.3613
SLC24A1	362.6251	SLC24A1	452.0495
SLC24A2	45.6062	removed	removed
SLC24A3	778.6429	SLC24A3	357.8971
SLC24A4	6.1179	SLC24A4	9.0837
SLC24A5	13.1201	SLC24A5	7.2669
SLC24A6	954.9499	SLC24A6	772.5673
SLC25A10	593.4372	SLC25A10	446.463
SLC25A11	623.4705	SLC25A11	800.2725
SLC25A12	596.218	SLC25A12	599.0689
SLC25A13	437.7086	SLC25A13	672.1926
SLC25A14	146.2736	SLC25A14	118.5421
SLC25A15	232.0356	SLC25A15	254.2841
SLC25A16	215.7953	SLC25A16	262.5185
SLC25A17	513.9043	SLC25A17	720.7903
removed	removed	SLC25A18	95.3787
SLC25A19	192.436	SLC25A19	145.3389
SLC25A1	810.3448	SLC25A1	1083.2292
SLC25A20	349.277	SLC25A20	351.9927
SLC25A21	9.4661	SLC25A21	8.5205
SLC25A22	447.1635	SLC25A22	303.395
SLC25A23	1657.3971	SLC25A23	1263.5404
SLC25A24	1525.0278	SLC25A24	1039.1734
SLC25A25	521.6908	SLC25A25	1086.8627
SLC25A26	348.8877	SLC25A26	382.3095
SLC25A27	14.4605	SLC25A27	257.5224
SLC25A28	442.158	SLC25A28	468.2639
SLC25A29	934.9277	SLC25A29	708.5273
SLC25A30	282.5362	SLC25A30	480.981
SLC25A32	611.3682	SLC25A32	492.5219
SLC25A33	100.6674	SLC25A33	244.3511
SLC25A34	16.6852	SLC25A34	26.3427
SLC25A35	114.2436	SLC25A35	124.1467
SLC25A36	1037.2636	SLC25A36	1910.2986
SLC25A37	494.9944	SLC25A37	1162.2573
SLC25A38	537.2636	SLC25A38	659.9296
SLC25A39	2855.3949	SLC25A39	1682.7524
SLC25A3	4527.8087	SLC25A3	5105.4843
SLC25A40	145.7175	SLC25A40	208.0164
SLC25A42	204.1157	SLC25A42	271.6021
SLC25A43	479.4216	SLC25A43	352.4469
SLC25A44	1036.1513	SLC25A44	787.1012
SLC25A45	162.4027	SLC25A45	269.3312
SLC25A46	593.4372	SLC25A46	658.1129
SLC25A4	565.0723	SLC25A4	738.0493
SLC25A5	3146.8298	SLC25A5	4592.7103
SLC25A6	7675.7508	SLC25A6	8802.9976
SLC26A10	11.8799	SLC26A10	34.5543
SLC26A11	455.5061	SLC26A11	582.7183
SLC26A1	44.5439	SLC26A1	131.2592
SLC26A2	832.5918	SLC26A2	1204.9506
removed	removed	SLC26A3	2600.6586
SLC26A4	12.792	SLC26A4	40.4224
SLC26A5	5.0056	SLC26A5	14.9881
SLC26A6	177.9032	SLC26A6	713.9775
removed	removed	SLC26A7	14.5339
SLC27A1	959.3993	SLC27A1	1269.4448
SLC27A2	517.2414	SLC27A2	2201.4307
SLC27A3	414.9055	SLC27A3	709.4357
SLC27A4	496.1068	SLC27A4	619.053
SLC27A5	145.0056	SLC27A5	76.8616
removed	removed	SLC27A6	366.0724
SLC28A3	59.5106	SLC28A3	366.9808
SLC29A1	1883.2036	SLC29A1	2157.3748
SLC29A2	306.8854	SLC29A2	399.7774
SLC29A3	531.1457	SLC29A3	406.4948
SLC29A4	30.0334	SLC29A4	63.1316
SLC2A10	2277.5306	SLC2A10	793.9139
SLC2A11	116.2403	SLC2A11	215.2833
SLC2A12	60.0667	SLC2A12	201.6578
SLC2A13	157.3971	SLC2A13	326.1042
SLC2A14	17.2414	SLC2A14	49.0519
SLC2A1	4830.9232	SLC2A1	1787.6689
SLC2A3	1121.2458	SLC2A3	1419.7797
SLC2A4RG	1284.7608	SLC2A4RG	854.3204
SLC2A4	24.4716	SLC2A4	63.1316
SLC2A5	228.0311	SLC2A5	117.1795
SLC2A6	123.4705	SLC2A6	47.6893
SLC2A8	259.1769	SLC2A8	302.0325
SLC2A9	54.505	SLC2A9	140.3429
SLC30A1	951.0567	SLC30A1	425.5706
SLC30A2	10.5673	SLC30A2	19.9841
SLC30A4	82.3137	SLC30A4	101.7373
SLC30A5	1282.5362	SLC30A5	1208.1299
SLC30A6	246.3849	SLC30A6	349.2676
SLC30A7	1026.1402	SLC30A7	941.0696
SLC30A8	72.3026	SLC30A8	20.4383
SLC30A9	1342.6029	SLC30A9	1529.2381
SLC31A1	1032.8142	SLC31A1	1989.7809
SLC31A2	512.792	SLC31A2	482.3436
SLC33A1	530.5895	SLC33A1	610.4235
SLC34A2	3384.8721	SLC34A2	4068.1276
removed	removed	SLC34A3	5.4502
SLC35A1	615.5506	SLC35A1	606.7628
SLC35A2	936.04	SLC35A2	648.575
SLC35A3	366.5184	SLC35A3	546.3836
SLC35A4	1991.1012	SLC35A4	2115.1357
SLC35A5	585.0945	SLC35A5	786.647
SLC35B1	766.9633	SLC35B1	576.3597
SLC35B2	1156.8409	SLC35B2	1284.887
SLC35B3	394.327	SLC35B3	531.8497
SLC35B4	376.5295	SLC35B4	384.2398
SLC35C1	627.3637	SLC35C1	539.1166
SLC35C2	1335.3726	SLC35C2	999.6594
SLC35D1	664.0712	SLC35D1	643.579
SLC35D2	437.7086	SLC35D2	362.439
SLC35D3	7.7864	removed	removed
SLC35E1	2707.4527	SLC35E1	2265.4706
SLC35E2	1881.624	SLC35E2	2237.7427
SLC35E2	58.3092	SLC35E2	132.1903
SLC35E3	241.3793	SLC35E3	250.7097
SLC35E4	71.2125	SLC35E4	47.3078
SLC35F1	9.4549	SLC35F1	19.0757
SLC35F2	713.5706	SLC35F2	192.1199
SLC35F3	73.4149	SLC35F3	161.6896
SLC35F5	987.208	SLC35F5	813.4439
SLC36A1	402.6696	SLC36A1	360.6222
SLC36A4	150.1669	SLC36A4	198.4785
SLC37A1	459.9555	SLC37A1	593.1645
SLC37A2	298.6652	SLC37A2	485.0687
SLC37A3	785.317	SLC37A3	806.6311
SLC37A4	555.0612	SLC37A4	519.1325
SLC38A10	3482.2024	SLC38A10	2319.5186
removed	removed	SLC38A11	8.6295
SLC38A1	8360.4004	SLC38A1	14007.9482
SLC38A2	4161.2903	SLC38A2	5541.9553
SLC38A3	140.1557	SLC38A3	72.6695
SLC38A4	18.9099	SLC38A4	257.0682
SLC38A5	1362.069	SLC38A5	52.2312
SLC38A6	221.9132	SLC38A6	169.4107
SLC38A7	223.0256	SLC38A7	175.3151
SLC38A9	180.7564	SLC38A9	172.1358
SLC39A10	1129.5884	SLC39A10	758.9418
SLC39A11	1925.4727	SLC39A11	1148.1776
SLC39A13	1447.7197	SLC39A13	780.7426
SLC39A14	2348.1646	SLC39A14	1555.5808
SLC39A1	6954.3938	SLC39A1	2594.7542
removed	removed	SLC39A2	20.4383
SLC39A3	497.7753	SLC39A3	385.1482
SLC39A4	456.6185	SLC39A4	144.8848
SLC39A6	10178.5317	SLC39A6	7863.7447
SLC39A7	4074.5273	SLC39A7	3454.5248
SLC39A8	404.8943	SLC39A8	888.8384
SLC39A9	3522.8031	SLC39A9	2656.5232
SLC3A2	3578.4205	SLC3A2	3724.3102
SLC40A1	12720.2447	SLC40A1	5760.4178
SLC41A1	799.7775	SLC41A1	560.9175
SLC41A2	288.0979	SLC41A2	755.7625
SLC41A3	746.941	SLC41A3	941.978
SLC43A1	249.1657	SLC43A1	747.5871
SLC43A2	500.5562	SLC43A2	842.0575
SLC43A3	1076.7519	SLC43A3	1779.4936
SLC44A1	5422.6919	SLC44A1	2339.5027
SLC44A2	5630.1446	SLC44A2	6215.5104
SLC44A3	244.7164	SLC44A3	456.9093
SLC44A4	3224.6941	SLC44A4	376.0645
SLC44A5	13.9043	SLC44A5	90.8368
SLC45A1	56.1735	SLC45A1	54.5021
SLC45A3	99.5551	SLC45A3	121.2672
SLC45A4	302.0022	SLC45A4	342.0007
SLC46A1	656.7464	SLC46A1	877.1068
SLC46A2	7.2303	SLC46A2	7.7211
SLC46A3	892.1023	SLC46A3	697.1727
SLC47A1	33.3704	SLC47A1	124.9006
SLC48A1	674.0823	SLC48A1	902.4639
SLC4A10	6.1179	SLC4A10	9.9921
SLC4A11	16.6852	SLC4A11	398.7737
SLC4A1AP	625.2002	SLC4A1AP	626.7742
SLC4A2	2064.3604	SLC4A2	1431.8701
SLC4A3	150.723	SLC4A3	295.2197
SLC4A4	28.921	SLC4A4	45.8726
SLC4A5	165.7397	SLC4A5	183.8492
SLC4A7	1130.7008	SLC4A7	1683.2065
SLC4A8	40.0445	SLC4A8	268.877
removed	removed	SLC5A11	265.6977
SLC5A1	85.0945	SLC5A1	572.7262
SLC5A3	2088.2369	SLC5A3	2965.6728
removed	removed	SLC5A4	5.4502
SLC5A6	1863.6096	SLC5A6	2000.922
SLC5A7	5.5617	SLC5A7	9.5379
removed	removed	SLC5A9	36.3347
SLC6A10P	5.5617	removed	removed
removed	removed	SLC6A11	136.7094
SLC6A12	38.376	SLC6A12	27.2511
SLC6A14	32.2581	SLC6A14	801.1809
removed	removed	SLC6A15	15.4423
removed	removed	SLC6A16	27.7052
SLC6A17	52.2803	SLC6A17	113.0919
SLC6A1	145.7175	SLC6A1	17.259
SLC6A20	5.5617	SLC6A20	16.8048
removed	removed	SLC6A2	35.4264
SLC6A3	8.8988	removed	removed
SLC6A4	22.2469	SLC6A4	7.2669
SLC6A6	2537.2636	SLC6A6	1199.5004
SLC6A8	1345.9399	SLC6A8	495.0607
SLC6A9	674.3103	SLC6A9	232.5877
SLC7A11	60.0667	SLC7A11	61.769
removed	removed	SLC7A13	5.9044
removed	removed	SLC7A14	11.3546
SLC7A1	1161.2903	SLC7A1	1416.1462
SLC7A2	14444.3826	SLC7A2	3486.7719
removed	removed	SLC7A3	295.6739
SLC7A4	42.2692	SLC7A4	24.0718
SLC7A5	344.8276	SLC7A5	1269.4448
SLC7A6OS	121.6963	SLC7A6OS	159.3914
SLC7A6	649.1602	SLC7A6	682.2119
SLC7A7	370.9677	SLC7A7	364.7099
SLC7A8	7263.0701	SLC7A8	2094.6974
SLC8A1	222.4694	SLC8A1	225.7295
SLC8A2	13.9043	SLC8A2	7.2669
removed	removed	SLC8A3	5.4502
SLC9A1	2111.2347	SLC9A1	2002.0438
SLC9A2	78.4205	SLC9A2	306.1201
SLC9A3R1	6220.2447	SLC9A3R1	3554.8995
SLC9A3R2	1788.6541	SLC9A3R2	1035.0857
removed	removed	SLC9A3	7.7211
SLC9A5	34.4828	SLC9A5	52.2312
SLC9A6	282.5362	SLC9A6	430.1124
SLC9A7	95.1057	SLC9A7	250.2555
SLC9A8	793.1034	SLC9A8	717.1568
SLC9A9	125.139	SLC9A9	156.6935
removed	removed	SLCO1A2	20.8925
removed	removed	SLCO1B1	84.4783
SLCO2A1	323.693	SLCO2A1	831.157
SLCO2B1	994.4383	SLCO2B1	907.0058
SLCO3A1	408.7875	SLCO3A1	587.2601
SLCO4A1	62.1246	SLCO4A1	110.4712
SLCO4C1	7.2303	SLCO4C1	25.4343
removed	removed	SLED1	10.4462
SLFN11	647.386	SLFN11	717.1568
removed	removed	SLFN12L	10.4462
SLFN12	66.7408	SLFN12	134.4385
SLFN13	85.0945	SLFN13	555.0131
SLFN5	493.3259	SLFN5	1164.5282
SLFNL1	5.5617	SLFNL1	6.3586
removed	removed	SLIT1	8.6295
SLIT2	308.6763	SLIT2	514.1365
SLIT3	2515.5729	SLIT3	2822.7546
SLITRK2	5.5617	SLITRK2	6.8128
removed	removed	SLITRK3	5.9044
SLITRK4	129.0323	SLITRK4	63.5858
removed	removed	SLITRK5	39.9682
SLITRK6	736.3737	SLITRK6	398.3195
SLK	1670.7453	SLK	2617.9176
SLMAP	1340.3782	SLMAP	1861.2467
SLMO1	54.505	SLMO1	39.9682
SLMO2	1474.9722	SLMO2	1189.0542
SLN	6.1179	removed	removed
SLPI	228.0311	SLPI	3246.5085
SLTM	1681.8687	SLTM	2636.9933
SLU7	1102.8921	SLU7	1144.9983
SLURP1	8.8988	removed	removed
SMAD1	1051.7241	SMAD1	923.8106
SMAD2	2202.4472	SMAD2	2044.283
SMAD3	982.7586	SMAD3	1371.6362
SMAD4	1304.4939	SMAD4	1780.3792
SMAD5	1429.9221	SMAD5	1620.5291
SMAD6	88.4316	SMAD6	115.3628
SMAD7	1149.6107	SMAD7	660.838
SMAD9	18.9099	SMAD9	89.9285
SMAGP	165.7397	SMAGP	203.4745
SMAP1	678.7319	SMAP1	642.7932
SMAP2	856.5072	SMAP2	850.687
SMARCA1	1247.4972	SMARCA1	1188.6
SMARCA2	2672.97	SMARCA2	5621.4375
SMARCA4	2906.0067	SMARCA4	2980.3565
SMARCA5	2014.4605	SMARCA5	2417.0728
SMARCAD1	686.3181	SMARCAD1	1089.1336
SMARCAL1	713.5706	SMARCAL1	554.5589
SMARCB1	1377.6418	SMARCB1	1296.2416
SMARCC1	2899.8888	SMARCC1	3258.7714
SMARCC2	2605.673	SMARCC2	2948.5636
SMARCD1	1277.5306	SMARCD1	1309.8672
SMARCD2	2914.3493	SMARCD2	2610.1964
SMARCD3	285.317	SMARCD3	570.0011
SMARCE1	3286.9855	SMARCE1	2688.3161
SMC1A	1768.0756	SMC1A	3024.8666
removed	removed	SMC1B	5.9044
SMC2	438.8209	SMC2	514.1365
SMC3	1631.257	SMC3	1519.7002
SMC4	1091.2125	SMC4	754.3999
SMC5	630.7008	SMC5	1393.437
SMC6	845.3838	SMC6	625.4116
SMCHD1	943.2703	SMCHD1	1494.2659
SMCR7L	637.3749	SMCR7L	1096.4006
SMCR7	367.0745	SMCR7	373.7936
SMCR8	642.3804	SMCR8	1402.121
SMEK1	1345.3838	SMEK1	1611.8996
SMEK2	1986.6518	SMEK2	2069.2631
SMG1	3191.8799	SMG1	3788.8044
SMG5	2221.9132	SMG5	1886.2269
SMG6	955.5061	SMG6	1503.8038
SMG7	2926.0289	SMG7	1961.1673
SMN1	6.5072	removed	removed
SMN2	1117.5195	SMN2	943.5222
SMNDC1	556.7297	SMNDC1	606.7901
SMOC1	48.9433	SMOC1	87.6575
SMOC2	4048.3871	SMOC2	1482.4571
SMOX	200.7786	SMOX	289.7695
SMO	321.4683	SMO	497.7859
SMPD1	983.871	SMPD1	764.8461
SMPD2	202.4472	SMPD2	251.1638
SMPD3	139.5996	SMPD3	130.805
SMPD4	1710.2336	SMPD4	1506.5289
SMPDL3A	174.0823	SMPDL3A	708.5273
SMPDL3B	197.9978	SMPDL3B	188.9406
removed	removed	SMR3B	165.7772
SMS	2462.7364	SMS	1119.1098
SMTN	835.3726	SMTN	1462.9272
SMU1	1570.634	SMU1	1527.4214
SMUG1	572.8587	SMUG1	475.5308
SMURF1	773.2481	SMURF1	1166.8491
SMURF2	407.119	SMURF2	648.575
removed	removed	SMYD1	440.1045
SMYD2	859.2881	SMYD2	550.4712
SMYD3	798.6652	SMYD3	171.2274
SMYD4	167.9644	SMYD4	360.168
SMYD5	815.3504	SMYD5	601.794
SNAI1	209.6774	SNAI1	52.6854
SNAI2	638.4872	SNAI2	983.7629
SNAI3	20.5784	SNAI3	19.5299
SNAP23	1466.0734	SNAP23	1211.3092
SNAP25	10.5673	SNAP25	26.7969
SNAP29	1152.9477	SNAP29	1151.8111
SNAP47	975.0612	SNAP47	651.2274
SNAP91	11.1235	SNAP91	88.1117
SNAPC1	245.8287	SNAPC1	231.6339
SNAPC2	833.1479	SNAPC2	310.2078
SNAPC3	630.1446	SNAPC3	469.6264
SNAPC4	307.564	SNAPC4	449.1881
SNAPC5	77.7253	SNAPC5	97.3635
SNAPIN	886.5406	SNAPIN	412.3992
SNCAIP	75.0834	SNCAIP	257.0682
SNCA	44.4939	SNCA	147.1557
SNCG	313.1257	SNCG	592.2562
SND1	5149.0545	SND1	4171.6816
SNED1	1263.6263	SNED1	877.4838
SNF8	942.158	SNF8	609.9693
SNHG10	30.5895	SNHG10	61.3149
SNHG11	299.861	SNHG11	148.9542
SNHG12	116.2403	SNHG12	405.1323
SNHG1	384.3159	SNHG1	595.4354
SNHG3-RCC1	225.9566	SNHG3-RCC1	95.96
SNHG3	34.4828	SNHG3	21.8008
removed	removed	SNHG4	13.6255
SNHG5	1455.5061	SNHG5	1584.6486
SNHG6	902.6696	SNHG6	486.4312
SNHG7	665.7508	SNHG7	660.6518
SNHG8	512.2358	SNHG8	706.7106
SNHG9	28.921	SNHG9	10.9004
SNIP1	323.693	SNIP1	346.0883
SNN	537.8198	SNN	840.2407
SNORA39	6.5907	SNORA39	7.2851
removed	removed	SNORA7B	8.1526
SNORA8	191.1568	SNORA8	319.3323
removed	removed	SNORD116-20	21.8008
SNORD116-28	19.7386	SNORD116-28	81.9212
SNORD116-4	6.3459	SNORD116-4	99.1439
SNORD1C	18.6374	SNORD1C	20.4519
SNPH	164.6274	SNPH	183.4904
SNRK	1567.8532	SNRK	1763.5971
SNRNP200	5894.327	SNRNP200	6879.5276
SNRNP25	473.8598	SNRNP25	246.622
SNRNP27	419.3548	SNRNP27	496.8775
SNRNP35	366.3737	SNRNP35	282.548
SNRNP40	685.762	SNRNP40	679.9137
SNRNP48	239.1546	SNRNP48	430.1124
SNRNP70	1899.8888	SNRNP70	3622.573
SNRPA1	306.4516	SNRPA1	265.6977
SNRPA	1004.4494	SNRPA	854.3204
SNRPB2	1244.7164	SNRPB2	617.6905
SNRPB	2909.8999	SNRPB	1405.2458
SNRPC	878.198	SNRPC	684.0014
SNRPD1	628.4761	SNRPD1	459.6344
SNRPD2	2781.98	SNRPD2	1562.3936
SNRPD3	1329.5439	SNRPD3	1200.4542
SNRPE	1105.673	SNRPE	508.2321
SNRPF	543.9377	SNRPF	386.9649
SNRPG	588.9878	SNRPG	376.9729
SNRPN	1361.6296	SNRPN	1914.1365
SNTA1	408.2314	SNTA1	218.0084
SNTB1	355.3949	SNTB1	510.9572
SNTB2	796.9967	SNTB2	1241.2853
removed	removed	SNTG2	11.8088
SNUPN	481.6463	SNUPN	422.8455
SNURF	49.9388	SNURF	75.5263
SNW1	1748.0534	SNW1	1424.7757
SNX10	434.9277	SNX10	218.9168
SNX11	427.1413	SNX11	423.2996
SNX12	207.4527	SNX12	252.9806
SNX13	762.5139	SNX13	1116.3847
SNX14	1152.9477	SNX14	1308.9588
SNX15	533.3704	SNX15	416.0327
SNX16	327.03	SNX16	249.3471
SNX17	2295.3281	SNX17	2086.9763
SNX18	888.7653	SNX18	1193.596
SNX19	1478.8654	SNX19	2119.2233
SNX1	2424.3604	SNX1	3586.2382
SNX20	17.7976	SNX20	39.9046
SNX21	494.9166	SNX21	447.3124
SNX22	126.1457	SNX22	98.2037
SNX24	432.703	SNX24	144.8848
SNX25	601.2236	SNX25	529.5787
SNX27	2203.4705	SNX27	1036.3393
SNX29	1011.1235	SNX29	894.7428
SNX2	1864.2937	SNX2	1266.2655
SNX30	534.4828	SNX30	887.9301
SNX33	1031.7019	SNX33	1167.7075
SNX3	2555.0612	SNX3	2189.6219
SNX4	786.4294	SNX4	887.0217
SNX5	2028.921	SNX5	1630.067
SNX6	1418.2425	SNX6	1089.5878
SNX7	493.8821	SNX7	368.3434
SNX8	353.7264	SNX8	296.5823
SNX9	2187.4305	SNX9	2112.8648
SOAT1	915.4616	SOAT1	649.4834
SOBP	106.2291	SOBP	196.6617
SOCS1	35.0389	SOCS1	26.7969
SOCS2	129.5884	SOCS2	711.2524
SOCS3	2141.8242	SOCS3	1513.3417
SOCS4	426.0289	SOCS4	584.0808
SOCS5	1013.3482	SOCS5	1502.8954
SOCS6	871.5239	SOCS6	1273.5324
SOCS7	25.584	SOCS7	118.0879
SOD1	3348.1646	SOD1	3644.3738
SOD2	3404.3382	SOD2	8807.0853
SOD3	300.8899	SOD3	1081.8667
SOHLH2	16.6852	SOHLH2	31.4068
SOLH	607.3415	SOLH	574.9972
SON	5305.3393	SON	8024.9801
SORBS1	953.8376	SORBS1	1665.9475
SORBS2	561.7353	SORBS2	2845.0097
SORBS3	2576.1958	SORBS3	2037.9244
SORCS1	409.8999	SORCS1	155.331
SORCS2	484.4271	SORCS2	134.4385
SORCS3	24.4716	removed	removed
SORD	525.0278	SORD	456.9093
SORL1	2126.8076	SORL1	2765.5274
SORT1	3726.9188	SORT1	2783.2406
SOS1	1216.9077	SOS1	1670.0352
SOS2	1054.505	SOS2	1806.7446
removed	removed	SOSTDC1	552.7421
SOST	126.2514	removed	removed
removed	removed	SOX10	2812.7626
SOX11	115.1279	SOX11	39.514
SOX12	1353.7264	SOX12	297.4906
SOX13	1219.1324	SOX13	1209.9466
SOX15	17.7976	SOX15	37.6973
SOX17	61.1791	SOX17	370.1601
SOX18	240.8231	SOX18	187.5781
removed	removed	SOX21	5.4502
SOX4	3336.485	SOX4	3388.2139
SOX5	76.7519	SOX5	39.0598
SOX6	16.129	SOX6	123.0839
SOX7	191.3237	SOX7	309.2994
SOX8	8.3426	SOX8	124.4465
SOX9	1225.8065	SOX9	3689.338
SP100	1832.0356	SP100	1394.3454
SP110	1020.0222	SP110	368.3434
SP140L	426.0289	SP140L	328.8293
SP140	35.0389	SP140	34.9722
SP1	3092.881	SP1	3651.6407
SP2	672.97	SP2	892.4719
SP3	2165.7397	SP3	2542.0688
SP4	190.7675	SP4	294.7655
SP5	5.0056	SP5	14.0797
SP6	590.1001	SP6	386.9649
SPA17	130.1446	SPA17	99.9205
SPAG16	307.564	SPAG16	312.0245
SPAG17	62.2914	SPAG17	13.1713
SPAG1	162.9588	SPAG1	240.2634
SPAG4	214.1268	SPAG4	31.7929
SPAG5	243.5206	SPAG5	131.2592
removed	removed	SPAG6	23.1634
SPAG7	662.4027	SPAG7	704.8938
SPAG8	17.2414	SPAG8	23.6176
SPAG9	2452.1691	SPAG9	2070.1715
SPARCL1	9431.5907	SPARCL1	14092.4265
SPARC	134109.01	SPARC	17433.4052
SPAST	469.9666	SPAST	499.6026
SPATA12	9.4549	SPATA12	9.0837
SPATA13	528.1758	SPATA13	1081.4716
SPATA17	72.8587	SPATA17	19.0757
SPATA18	331.4794	SPATA18	437.3794
removed	removed	SPATA1	7.3124
SPATA20	763.6263	SPATA20	685.8181
SPATA24	36.1513	SPATA24	24.0718
SPATA2L	187.9867	SPATA2L	237.5383
SPATA2	750.2781	SPATA2	671.2842
SPATA4	10.5673	removed	removed
SPATA5L1	291.9911	SPATA5L1	291.1321
SPATA5	138.4872	SPATA5	300.6699
SPATA6	107.3415	SPATA6	157.1477
SPATA7	240.267	SPATA7	185.7613
SPATA9	11.1902	SPATA9	7.8165
SPATS2L	2101.2236	SPATS2L	1055.9782
SPATS2	564.5161	SPATS2	480.5269
SPC24	7.2303	removed	removed
SPC25	65.6285	SPC25	29.9762
SPCS1	2071.6963	SPCS1	1543.2588
SPCS2	689.099	SPCS2	438.7419
SPCS3	2378.7542	SPCS3	2556.6027
SPDEF	3358.7319	SPDEF	2307.2556
removed	removed	SPDYA	11.8905
SPDYE1	8.3426	SPDYE1	14.0797
SPDYE3	91.891	SPDYE3	69.9671
SPDYE5	9.4549	SPDYE5	7.7211
SPDYE6	16.6852	SPDYE6	16.3506
removed	removed	SPDYE7P	7.2669
SPDYE8P	12.792	SPDYE8P	15.4423
SPEF1	93.4372	SPEF1	10.4462
SPEF2	322.5806	SPEF2	232.0881
SPEG	147.9422	SPEG	791.643
SPEN	1842.6029	SPEN	3565.7999
SPESP1	102.3359	SPESP1	14.9881
SPG11	1681.8687	SPG11	2509.8217
SPG20	1139.5996	SPG20	1466.5607
SPG21	1948.2759	SPG21	1573.7482
SPG7	978.3092	SPG7	1423.8674
SPHAR	108.9488	SPHAR	108.9542
SPHK1	740.0556	SPHK1	541.4875
SPHK2	284.8053	SPHK2	259.598
removed	removed	SPHKAP	146.2473
SPI1	640.7119	SPI1	411.0367
removed	removed	SPIB	10.9004
SPIN1	2789.7664	SPIN1	2772.7944
SPIN2B	72.3248	SPIN2B	83.688
SPIN3	343.7152	SPIN3	322.0166
SPIN4	119.0211	SPIN4	204.3829
SPINK1	21.1346	removed	removed
removed	removed	SPINK5	28.1594
removed	removed	SPINK8	277.0523
SPINT1	3665.1835	SPINT1	4236.1758
SPINT2	9853.1702	SPINT2	6958.5557
SPIRE1	713.5706	SPIRE1	846.1451
SPIRE2	72.8587	SPIRE2	105.3707
SPNS1	934.7775	SPNS1	663.6902
SPNS2	470.1168	SPNS2	808.4297
SPNS3	9.4549	SPNS3	14.0797
SPN	99.5551	SPN	313.8413
SPOCD1	124.5829	SPOCD1	28.1594
SPOCK1	4072.8587	SPOCK1	358.3513
SPOCK2	121.2458	SPOCK2	479.6185
removed	removed	SPOCK3	22.255
SPON1	3073.4149	SPON1	669.0133
SPON2	1288.6541	SPON2	1146.3608
SPOPL	1759.1769	SPOPL	1276.2575
SPOP	1344.8276	SPOP	1200.8629
SPP1	13666.8521	SPP1	5469.2858
SPPL2A	726.3626	SPPL2A	1024.6395
SPPL2B	695.7731	SPPL2B	828.4319
SPPL3	1407.6752	SPPL3	1223.118
SPRED1	958.287	SPRED1	1312.1381
SPRED2	1877.6418	SPRED2	2268.1958
SPRN	81.2013	SPRN	91.7452
SPRY1	963.8487	SPRY1	3485.8635
SPRY2	159.0656	SPRY2	1169.9784
SPRY3	50.0556	SPRY3	90.3827
SPRY4	1363.7375	SPRY4	902.9181
SPRYD3	1507.7864	SPRYD3	1285.3412
SPRYD4	255.8398	SPRYD4	431.9291
SPR	952.7253	SPR	641.3081
SPSB1	1319.2436	SPSB1	867.946
SPSB2	112.9032	SPSB2	101.2831
SPSB3	779.7553	SPSB3	720.3361
