gene_id	TCGA-BH-A0H7-01A-13R-A056-07	gene_id	TCGA-BH-A0H7-11A-13R-A089-07
ANP32E	1208.7984	ANP32E	860.4022
ANPEP	565.0033	ANPEP	5122.5831
ANTXR1	6662.5082	ANTXR1	3013.9211
ANTXR2	736.3756	ANTXR2	1246.3264
ANUBL1	61.0637	ANUBL1	114.4625
ANXA11	2840.1182	ANXA11	3541.3766
removed	removed	ANXA13	5.8005
ANXA1	2163.8214	ANXA1	7163.9598
ANXA2P1	50.2298	ANXA2P1	47.1771
ANXA2P2	4196.323	ANXA2P2	2899.4586
ANXA2P3	8.5358	removed	removed
ANXA2	12296.7827	ANXA2	11605.9551
ANXA3	145.7649	ANXA3	1255.6071
ANXA4	2080.1051	ANXA4	1537.123
ANXA5	8218.3191	ANXA5	7535.9629
ANXA6	6148.063	ANXA6	6527.0688
ANXA7	3806.6316	ANXA7	3425.3674
ANXA8L2	45.9619	ANXA8L2	679.8144
ANXA8	129.6783	ANXA8	970.2243
ANXA9	965.2003	ANXA9	262.9544
AOAH	39.3959	AOAH	68.0588
AOC2	6.8943	AOC2	33.6427
AOC3	366.7104	AOC3	3575.7927
AOX1	72.8825	AOX1	460.9435
AP1AR	743.5982	AP1AR	520.8817
AP1B1	2752.4622	AP1B1	2486.8523
AP1G1	4712.0814	AP1G1	2493.0394
AP1G2	923.9626	AP1G2	838.14
AP1M1	977.3473	AP1M1	860.7889
AP1M2	2061.0637	AP1M2	1477.9582
AP1S1	1462.2456	AP1S1	1020.8817
AP1S2	265.9225	AP1S2	230.4718
AP1S3	63.6901	AP1S3	52.5909
AP2A1	3088.3815	AP2A1	1638.693
AP2A2	2033.1582	AP2A2	1887.8577
AP2B1	7589.2974	AP2B1	6008.894
AP2M1	7303.677	AP2M1	5268.7548
AP2S1	1681.8779	AP2S1	1215.3906
AP3B1	2048.26	AP3B1	1464.8105
AP3B2	22.981	AP3B2	104.4084
AP3D1	2557.4524	AP3D1	2674.0139
AP3M1	1767.564	AP3M1	1480.2784
AP3M2	940.2495	AP3M2	559.1647
AP3S1	1092.5804	AP3S1	608.662
AP3S2	1639.8194	AP3S2	1709.8685
AP4B1	244.7406	AP4B1	197.8113
AP4E1	338.1484	AP4E1	265.2746
AP4M1	256.9173	AP4M1	269.4006
AP4S1	36.1129	AP4S1	53.3643
APAF1	375.5745	APAF1	299.3039
APBA1	104.3992	APBA1	320.1856
APBA2	184.176	APBA2	128.7703
APBA3	121.1425	APBA3	154.2923
APBB1IP	110.3086	APBB1IP	205.7231
APBB1	259.0282	APBB1	713.0704
APBB2	3347.9974	APBB2	1728.925
APBB3	134.6028	APBB3	182.1346
APC2	17.8201	APC2	14.0217
APCDD1L	64.675	APCDD1L	921.5004
APCDD1	1195.0098	APCDD1	2422.6605
APC	971.1097	APC	819.7989
APEH	1769.5338	APEH	1814.3852
APEX1	4828.956	APEX1	4973.7046
APEX2	1270.1904	APEX2	869.6829
APH1A	8182.8628	APH1A	5860.0155
APH1B	514.4452	APH1B	668.6002
API5	2481.6152	API5	2648.4919
APIP	513.2961	APIP	442.5599
APITD1	252.8595	APITD1	222.1848
APLF	33.4865	APLF	66.1253
APLNR	524.2942	APLNR	626.0634
APLN	345.371	APLN	262.181
APLP1	183.5194	APLP1	83.5267
APLP2	12467.8267	APLP2	16780.3558
APOA1BP	2864.4123	APOA1BP	1697.9892
APOB48R	1327.3145	APOB48R	901.0054
APOBEC3A	10.8339	removed	removed
APOBEC3B	294.4846	APOBEC3B	180.9667
APOBEC3C	107.6822	APOBEC3C	339.5205
APOBEC3D	37.4261	APOBEC3D	60.7115
APOBEC3F	192.7118	APOBEC3F	216.9374
APOBEC3G	441.2344	APOBEC3G	471.3844
removed	removed	APOB	58.778
APOC1	495.7321	APOC1	558.778
APOC2	11.1622	removed	removed
APOD	2749.1793	APOD	37136.5043
APOE	2518.0565	APOE	4506.5739
APOF	8.5358	APOF	41.3766
APOL1	1165.1346	APOL1	931.1678
APOL2	834.8654	APOL2	754.8337
APOL3	208.7984	APOL3	1023.9753
APOL4	347.3408	APOL4	500.7734
APOL6	1192.7118	APOL6	1448.1825
APOLD1	548.26	APOLD1	895.5916
APOM	39.7242	APOM	89.884
APOOL	295.1412	APOOL	148.1052
APOO	346.0276	APOO	199.536
APPBP2	1275.4432	APPBP2	1131.4772
APPL1	2137.8858	APPL1	1594.7409
APPL2	1474.7209	APPL2	1474.478
APP	30126.3953	APP	41668.2135
APRT	3324.0315	APRT	2323.2792
APTX	407.0913	APTX	478.7316
AQP11	68.6146	AQP11	49.1106
AQP1	2054.1694	AQP1	12183.6118
removed	removed	AQP2	8.5073
AQP3	52.5279	AQP3	744.7796
removed	removed	AQP4	21.6551
removed	removed	AQP5	1073.4725
removed	removed	AQP6	18.9482
removed	removed	AQP7P1	46.7904
removed	removed	AQP7	361.1756
AQP9	55.4826	AQP9	8.894
removed	removed	AQPEP	38.6698
AQR	816.8089	AQR	1085.0735
ARAF	1043.6638	ARAF	1011.9876
ARAP1	2403.4636	ARAP1	2394.4084
ARAP2	158.2403	ARAP2	186.3882
ARAP3	183.5194	ARAP3	380.5104
ARCN1	4021.6678	ARCN1	3722.7378
removed	removed	ARC	33.6427
AREG	481.9435	AREG	280.3558
ARF1	14199.2777	ARF1	10515.0812
ARF3	12650.3611	ARF3	6611.7556
ARF4	8102.4294	ARF4	2993.8128
ARF5	2738.6605	ARF5	2573.0085
ARF6	3365.3972	ARF6	2873.9366
ARFGAP1	2840.7748	ARFGAP1	1476.4114
ARFGAP2	2923.8345	ARFGAP2	3001.9335
ARFGAP3	761.6546	ARFGAP3	1090.8739
ARFGEF1	8983.283	ARFGEF1	4231.6048
ARFGEF2	2105.3841	ARFGEF2	1828.3063
ARFIP1	1419.2383	ARFIP1	1059.5514
ARFIP2	1526.9206	ARFIP2	2313.2251
ARFRP1	675.9685	ARFRP1	744.7796
ARG2	121.1031	ARG2	134.4586
ARGLU1	470.1248	ARGLU1	1116.0093
ARHGAP10	246.5529	ARHGAP10	428.4609
ARHGAP11A	265.9225	ARHGAP11A	160.4795
ARHGAP11B	15.7584	ARHGAP11B	10.4408
ARHGAP12	1017.7282	ARHGAP12	1240.1392
ARHGAP15	51.8713	ARHGAP15	59.1647
ARHGAP17	710.7682	ARHGAP17	989.5592
ARHGAP18	353.2502	ARHGAP18	489.9459
ARHGAP19	330.5975	ARHGAP19	837.587
ARHGAP1	4966.5135	ARHGAP1	3339.9072
ARHGAP20	76.4938	ARHGAP20	162.413
ARHGAP21	1460.6041	ARHGAP21	1663.5731
ARHGAP22	56.4675	ARHGAP22	83.5267
ARHGAP23	413.6573	ARHGAP23	708.8167
ARHGAP24	191.3986	ARHGAP24	424.594
ARHGAP25	149.3762	ARHGAP25	334.8801
ARHGAP26	159.5535	ARHGAP26	635.3442
ARHGAP27	668.7459	ARHGAP27	791.57
ARHGAP28	143.1385	ARHGAP28	96.2877
ARHGAP29	1753.7754	ARHGAP29	1740.1392
ARHGAP30	279.0545	ARHGAP30	314.3852
ARHGAP31	894.9442	ARHGAP31	721.9644
ARHGAP32	1242.285	ARHGAP32	1161.6396
ARHGAP33	73.8674	ARHGAP33	69.6056
removed	removed	ARHGAP36	152.7456
ARHGAP39	776.0998	ARHGAP39	476.4114
ARHGAP42	76.4938	ARHGAP42	80.4331
ARHGAP4	195.9947	ARHGAP4	260.2475
ARHGAP5	1433.0269	ARHGAP5	1679.8144
ARHGAP6	52.8562	ARHGAP6	99.3813
ARHGAP8	299.4452	ARHGAP8	354.3194
ARHGAP9	44.977	ARHGAP9	51.8175
ARHGDIA	5287.262	ARHGDIA	4149.652
ARHGDIB	3837.1635	ARHGDIB	5291.9567
ARHGDIG	18.0565	removed	removed
ARHGEF10L	720.2889	ARHGEF10L	1046.017
ARHGEF10	270.1904	ARHGEF10	590.8739
ARHGEF11	1231.4511	ARHGEF11	1247.0998
ARHGEF12	2779.0545	ARHGEF12	3655.0657
ARHGEF15	169.4025	ARHGEF15	331.3998
ARHGEF16	383.1254	ARHGEF16	328.693
ARHGEF17	1121.1425	ARHGEF17	1203.0162
ARHGEF18	558.109	ARHGEF18	681.7479
ARHGEF19	478.6605	ARHGEF19	552.5909
ARHGEF1	902.8234	ARHGEF1	921.1137
ARHGEF2	1939.2646	ARHGEF2	1841.8407
removed	removed	ARHGEF33	10.0541
ARHGEF35	594.2219	ARHGEF35	1521.6551
ARHGEF37	1485.2265	ARHGEF37	2468.2908
ARHGEF38	44.6487	ARHGEF38	34.4161
ARHGEF3	454.6947	ARHGEF3	841.454
ARHGEF4	72.5542	ARHGEF4	154.2923
ARHGEF5	343.0729	ARHGEF5	616.0093
ARHGEF6	834.8654	ARHGEF6	1216.164
ARHGEF7	1026.5923	ARHGEF7	1387.471
ARHGEF9	571.8976	ARHGEF9	910.6729
ARID1A	3226.1983	ARID1A	2312.8384
ARID1B	1036.1129	ARID1B	1790.0232
ARID2	730.7945	ARID2	658.9327
ARID3A	48.5883	ARID3A	20.8817
ARID3B	27.5772	ARID3B	81.5932
ARID4A	272.8168	ARID4A	517.4014
ARID4B	718.0236	ARID4B	940.1547
ARID5A	308.2731	ARID5A	2415.3132
ARID5B	759.6848	ARID5B	2464.0371
ARIH1	1277.0847	ARIH1	1728.925
ARIH2	1422.4557	ARIH2	1788.6659
ARL10	19.0414	ARL10	22.8152
ARL11	15.7584	ARL11	33.6427
ARL13B	235.719	ARL13B	232.4053
ARL15	360.4728	ARL15	358.082
ARL16	441.2344	ARL16	516.628
ARL17A	63.5817	ARL17A	90.232
removed	removed	ARL17B	8.0742
ARL1	4375.2462	ARL1	2865.4292
ARL2BP	2021.6678	ARL2BP	1364.2691
ARL2	1278.0696	ARL2	1209.2034
ARL3	822.7183	ARL3	639.9845
ARL4A	321.0768	ARL4A	1264.8879
ARL4C	1904.4649	ARL4C	1699.536
ARL4D	101.7728	ARL4D	158.1593
ARL5A	703.8739	ARL5A	468.6775
ARL5B	132.633	ARL5B	83.9134
ARL6IP1	9158.5686	ARL6IP1	5322.5058
ARL6IP4	3082.0749	ARL6IP4	2719.2575
ARL6IP5	4406.1064	ARL6IP5	4764.8879
ARL6IP6	310.2429	ARL6IP6	281.1292
ARL6	58.7656	ARL6	53.3643
ARL8A	1699.2777	ARL8A	1338.7471
ARL8B	3139.8555	ARL8B	1861.1756
ARL9	7.2226	ARL9	13.5344
ARMC10	803.2108	ARMC10	641.0363
ARMC1	2624.0972	ARMC1	1141.918
ARMC2	37.4261	ARMC2	27.4555
removed	removed	ARMC4	13.9211
ARMC5	282.6658	ARMC5	284.2227
ARMC6	531.1884	ARMC6	567.6721
ARMC7	342.7446	ARMC7	323.6659
ARMC8	827.3145	ARMC8	735.8855
ARMC9	349.3106	ARMC9	196.4424
ARMCX1	1484.5699	ARMCX1	1061.0982
ARMCX2	356.8615	ARMCX2	680.5878
ARMCX3	1821.7334	ARMCX3	1703.4029
ARMCX5	326.3296	ARMCX5	485.6922
ARMCX6	343.0729	ARMCX6	334.1067
ARNT2	278.0696	ARNT2	423.4339
ARNTL2	20.0263	ARNTL2	19.3349
ARNTL	160.5384	ARNTL	215.0039
ARNT	1452.0683	ARNT	1394.4316
ARPC1A	2187.9908	ARPC1A	2657.4942
ARPC1B	3277.5378	ARPC1B	1725.7231
ARPC2	5812.2127	ARPC2	3843.7742
ARPC3	7732.7643	ARPC3	4671.307
ARPC4	2962.6362	ARPC4	2947.0224
ARPC5L	755.7452	ARPC5L	694.8956
ARPC5	4023.6376	ARPC5	2813.6118
ARPM1	27.5772	ARPM1	33.6427
ARPP19	2988.8378	ARPP19	2808.5847
ARRB1	711.7531	ARRB1	1262.5677
ARRB2	451.0834	ARRB2	575.7927
ARRDC1	1499.0151	ARRDC1	1037.5097
ARRDC2	392.3178	ARRDC2	997.6798
ARRDC3	1624.7538	ARRDC3	4421.5004
ARRDC4	303.0204	ARRDC4	526.6821
ARSA	983.9133	ARSA	618.7162
ARSB	625.0821	ARSB	179.4277
ARSD	2027.5772	ARSD	2681.7479
ARSE	128.6934	ARSE	35.5762
ARSG	298.7525	ARSG	233.5654
ARSI	321.7334	ARSI	25.1353
ARSJ	98.8181	ARSJ	194.5089
ARSK	143.1385	ARSK	108.2753
ART1	6.566	ART1	7.3473
removed	removed	ART4	15.8546
ART5	8.5358	ART5	44.4702
ARTN	86.3427	ARTN	31.7092
ARV1	543.9921	ARV1	536.7363
ARVCF	185.1609	ARVCF	483.372
AR	305.6467	AR	266.4346
AS3MT	20.3546	AS3MT	150.116
ASAH1	9272.1602	ASAH1	5812.4517
ASAH2B	17.0716	ASAH2B	8.5073
ASAM	299.4091	ASAM	348.0278
ASAP1	1645.4366	ASAP1	800.464
ASAP2	303.0204	ASAP2	503.0936
ASAP3	1505.5811	ASAP3	1128.7703
ASB13	1671.3723	ASB13	1344.9343
ASB14	7.8792	ASB14	11.6009
ASB16	48.9691	ASB16	40.1276
ASB1	360.3677	ASB1	513.7548
ASB2	6.2377	ASB2	32.8693
ASB3	173.3421	ASB3	274.942
ASB6	761.6907	ASB6	838.5422
ASB7	387.7216	ASB7	470.611
ASB8	863.7557	ASB8	964.4238
removed	removed	ASB9	14.3078
ASCC1	744.9114	ASCC1	516.628
ASCC2	1138.8707	ASCC2	1256.3805
ASCC3	806.9599	ASCC3	755.9938
ASCL1	146.7498	ASCL1	196.4424
ASCL2	1026.9206	ASCL2	788.4764
ASF1A	416.612	ASF1A	541.3766
ASF1B	345.6993	ASF1B	154.2923
removed	removed	ASGR1	15.4679
ASH1L	2160.4334	ASH1L	2208.7548
ASH2L	2109.3237	ASH2L	1730.4718
ASL	910.046	ASL	755.2204
ASMTL	584.3729	ASMTL	993.4261
ASNA1	1550.8864	ASNA1	1255.2204
ASNSD1	1368.6802	ASNSD1	1316.7053
ASNS	232.7643	ASNS	313.9985
removed	removed	ASPA	22.0418
ASPHD1	11.8188	ASPHD1	30.5491
ASPHD2	55.4826	ASPHD2	28.6156
ASPH	1936.3559	ASPH	4016.9644
ASPM	269.5338	ASPM	120.6497
ASPN	6826.6579	ASPN	147.7185
ASPRV1	38.8969	ASPRV1	87.7456
ASPSCR1	559.4222	ASPSCR1	404.4857
ASRGL1	156.9271	ASRGL1	177.4942
ASS1	2188.7722	ASS1	3093.5808
ASTE1	193.2239	ASTE1	223.3488
ASTL	9.1924	ASTL	10.0541
ASTN1	8.2075	ASTN1	35.9629
ASTN2	324.0315	ASTN2	350.7347
ASXL1	1214.7078	ASXL1	1796.9838
ASXL2	765.5942	ASXL2	587.3937
removed	removed	ASXL3	17.0147
ATAD1	1012.4754	ATAD1	955.5298
ATAD2B	282.9941	ATAD2B	236.2722
ATAD2	2461.589	ATAD2	1029.389
ATAD3A	419.2383	ATAD3A	414.5398
ATAD3B	59.0939	ATAD3B	112.529
ATAD3C	137.8858	ATAD3C	237.819
ATAD5	82.7315	ATAD5	57.2312
ATE1	258.0433	ATE1	212.297
ATF1	421.8647	ATF1	438.1284
ATF2	452.7249	ATF2	397.9118
ATF3	400.5253	ATF3	1663.9598
ATF4	7359.4879	ATF4	6717.7108
ATF5	801.0506	ATF5	850.348
ATF6B	2590.2823	ATF6B	2254.4818
ATF6	1788.2469	ATF6	1363.4957
ATF7IP2	56.7958	ATF7IP2	54.5244
ATF7IP	824.3598	ATF7IP	643.0781
ATF7	1053.8969	ATF7	1501.628
ATG10	77.1504	ATG10	114.4625
ATG12	609.9803	ATG12	467.1307
ATG16L1	567.3014	ATG16L1	648.4919
ATG16L2	204.7078	ATG16L2	243.3295
ATG2A	550.2298	ATG2A	678.6543
ATG2B	1040.3808	ATG2B	914.5398
ATG3	909.7177	ATG3	874.71
ATG4A	268.8772	ATG4A	256.3805
ATG4B	1290.8733	ATG4B	950.5027
ATG4C	152.3309	ATG4C	168.2135
ATG4D	330.7945	ATG4D	269.6288
ATG5	652.9875	ATG5	763.3411
ATG7	702.8004	ATG7	693.9134
ATG9A	1477.0749	ATG9A	1294.5708
ATG9B	24.9967	ATG9B	18.6582
ATHL1	365.0689	ATHL1	399.0719
ATIC	6326.6579	ATIC	3192.1887
ATL1	206.8286	ATL1	457.0766
ATL2	1304.3336	ATL2	2158.546
ATL3	837.4918	ATL3	399.0719
ATMIN	2480.9586	ATMIN	2246.7131
ATM	590.2823	ATM	650.8121
ATN1	3034.7997	ATN1	4094.3542
ATOH8	13.7886	ATOH8	266.8213
ATOX1	1969.4682	ATOX1	898.6852
ATP10A	241.3001	ATP10A	138.8244
ATP10B	7.5509	ATP10B	12.761
ATP10D	419.2383	ATP10D	261.4076
ATP11A	192.3835	ATP11A	397.5251
ATP11B	1176.6251	ATP11B	1073.4725
ATP11C	267.8923	ATP11C	288.0897
ATP13A1	1061.0637	ATP13A1	1006.1872
ATP13A2	1347.0125	ATP13A2	1115.6226
ATP13A3	1918.2534	ATP13A3	1119.1029
ATP13A4	6.566	ATP13A4	341.8407
removed	removed	ATP13A5	181.7479
ATP1A1	8175.9554	ATP1A1	22282.266
ATP1A2	7.2226	ATP1A2	424.594
ATP1A3	71.8976	ATP1A3	14.6945
ATP1A4	32.8299	ATP1A4	23.5886
ATP1B1	4456.241	ATP1B1	6074.6597
ATP1B2	14.7735	ATP1B2	127.2235
ATP1B3	2240.3152	ATP1B3	1320.959
ATP2A2	10147.0781	ATP2A2	5952.4362
ATP2A3	2960.2758	ATP2A3	2839.9072
ATP2B1	1503.6113	ATP2B1	1249.42
removed	removed	ATP2B2	49.1106
ATP2B4	4001.3132	ATP2B4	2962.1036
ATP2C1	3184.3204	ATP2C1	2455.6922
ATP2C2	722.2587	ATP2C2	518.1748
ATP5A1	10010.5056	ATP5A1	11499.6133
ATP5B	15699.2777	ATP5B	12473.3179
ATP5C1	3693.6967	ATP5C1	3485.6922
ATP5D	509.1924	ATP5D	982.2119
ATP5EP2	87.3276	ATP5EP2	34.8028
ATP5E	9379.1858	ATP5E	5441.6087
ATP5F1	2902.8234	ATP5F1	3165.1199
ATP5G1	962.2456	ATP5G1	779.5824
ATP5G2	7979.6454	ATP5G2	7536.3496
ATP5G3	3043.3355	ATP5G3	2568.4455
ATP5H	3038.7393	ATP5H	2145.0116
ATP5I	1603.0302	ATP5I	1254.3619
ATP5J2	1190.0033	ATP5J2	1856.5352
ATP5J	2204.1793	ATP5J	1928.4725
ATP5L	2215.0361	ATP5L	3257.9273
ATP5O	3788.5752	ATP5O	3529.7757
ATP5SL	993.7623	ATP5SL	877.0302
ATP5S	121.1425	ATP5S	103.635
ATP6AP1L	38.0827	ATP6AP1L	37.8964
ATP6AP1	10921.8647	ATP6AP1	5999.6133
ATP6AP2	4914.9705	ATP6AP2	3766.4346
ATP6V0A1	2065.9882	ATP6V0A1	1609.8221
ATP6V0A2	764.281	ATP6V0A2	505.8005
ATP6V0A4	145.4366	ATP6V0A4	401.7943
ATP6V0B	5556.7958	ATP6V0B	2416.0866
ATP6V0C	3269.8227	ATP6V0C	2441.1137
ATP6V0D1	3845.371	ATP6V0D1	2555.2978
ATP6V0D2	49.9015	ATP6V0D2	24.7486
ATP6V0E1	6427.7741	ATP6V0E1	3639.9845
ATP6V0E2	1551.1983	ATP6V0E2	1118.9753
ATP6V1A	3760.998	ATP6V1A	2030.1624
ATP6V1B1	5514.1169	ATP6V1B1	4152.3589
ATP6V1B2	1881.8122	ATP6V1B2	1409.1261
ATP6V1C1	8621.4708	ATP6V1C1	3869.2962
ATP6V1C2	120.7223	ATP6V1C2	84.768
ATP6V1D	1473.736	ATP6V1D	957.0766
ATP6V1E1	2890.0197	ATP6V1E1	2568.8322
ATP6V1E2	80.1051	ATP6V1E2	108.2753
ATP6V1F	1906.4215	ATP6V1F	1424.9381
ATP6V1G1	3870.65	ATP6V1G1	3744.3929
ATP6V1G2	19.3697	ATP6V1G2	17.3705
ATP6V1H	4924.4911	ATP6V1H	2570.7657
ATP7A	767.8923	ATP7A	461.7169
ATP7B	2016.0867	ATP7B	450.5027
ATP8A1	598.8181	ATP8A1	469.0642
ATP8A2	174.6553	ATP8A2	13.5344
ATP8B1	1269.6192	ATP8B1	1184.7641
ATP8B2	717.0059	ATP8B2	587.3937
ATP8B3	15.1018	ATP8B3	27.8422
ATP8B4	10.5056	ATP8B4	68.4455
ATP8B5P	20.3546	ATP8B5P	8.894
ATP9A	6623.7689	ATP9A	3545.2436
ATP9B	335.8503	ATP9B	504.2537
ATPAF1	908.1517	ATPAF1	1127.1462
ATPAF2	477.4524	ATPAF2	338.3604
ATPBD4	204.5305	ATPBD4	131.4772
ATPIF1	1304.0053	ATPIF1	1351.5081
ATRIP	527.6001	ATRIP	365.7579
ATRNL1	1043.9921	ATRNL1	438.5151
ATRN	2772.8168	ATRN	2394.4316
ATRX	1632.633	ATRX	1594.7409
ATR	759.3565	ATR	728.5383
ATXN10	2144.1234	ATXN10	2365.8159
ATXN1L	1670.0591	ATXN1L	1504.0294
ATXN1	1444.8457	ATXN1	776.8755
ATXN2L	1978.6605	ATXN2L	1979.1183
ATXN2	959.2909	ATXN2	817.8654
ATXN3	187.459	ATXN3	281.9026
ATXN7L1	152.6592	ATXN7L1	244.0062
ATXN7L2	60.4071	ATXN7L2	76.5661
ATXN7L3B	5324.6881	ATXN7L3B	4505.8005
ATXN7L3	1389.0348	ATXN7L3	1265.2746
ATXN7	620.4859	ATXN7	513.5344
AUH	144.4517	AUH	235.8855
AUP1	3085.3119	AUP1	2103.9172
AURKAIP1	916.9402	AURKAIP1	940.8353
AURKAPS1	7.5509	AURKAPS1	13.5344
AURKA	751.149	AURKA	328.693
AURKB	141.8253	AURKB	49.4973
removed	removed	AURKC	11.9876
AUTS2	2440.9061	AUTS2	2546.4037
AVEN	181.8779	AVEN	131.0905
AVIL	18.3848	AVIL	25.1353
AVL9	746.2246	AVL9	376.2568
AVPI1	103.4143	AVPI1	234.3387
AVPR1A	46.6185	AVPR1A	39.4432
AVPR2	9.1924	AVPR2	51.8175
AXIN1	568.2863	AXIN1	853.0549
AXIN2	283.979	AXIN2	290.4099
AXL	1751.4773	AXL	1033.6427
AZGP1	4720.9455	AZGP1	35225.8314
AZI1	256.0735	AZI1	371.2297
AZI2	632.9613	AZI2	885.9242
AZIN1	13999.6717	AZIN1	5398.2985
AZU1	59.4222	AZU1	29.389
B2M	44960.6041	B2M	28848.8012
B3GALNT1	748.5227	B3GALNT1	487.239
B3GALNT2	703.109	B3GALNT2	506.4811
removed	removed	B3GALT1	12.3743
removed	removed	B3GALT2	10.0541
B3GALT4	402.4951	B3GALT4	275.3287
B3GALT5	15.7584	B3GALT5	73.0858
B3GALT6	553.8411	B3GALT6	671.307
B3GALTL	270.5187	B3GALTL	196.0557
removed	removed	B3GAT1	73.4725
B3GAT3	558.109	B3GAT3	506.5739
B3GNT1	615.5614	B3GNT1	834.4934
B3GNT2	1223.5719	B3GNT2	1159.3194
B3GNT3	12.4754	B3GNT3	269.9149
B3GNT4	30.2035	B3GNT4	6.5739
B3GNT5	85.0295	B3GNT5	361.1756
B3GNT7	78.4636	B3GNT7	86.2336
B3GNT8	75.1806	B3GNT8	62.645
B3GNT9	411.9698	B3GNT9	236.9103
B3GNTL1	72.2915	B3GNTL1	53.4223
B4GALNT1	75.4005	B4GALNT1	8.5073
B4GALNT3	172.0289	B4GALNT3	160.4795
B4GALNT4	433.6835	B4GALNT4	435.4215
B4GALT1	5662.5082	B4GALT1	4539.4432
B4GALT2	1409.7177	B4GALT2	833.72
B4GALT3	1647.0781	B4GALT3	1213.0704
B4GALT4	1081.7466	B4GALT4	590.4872
B4GALT5	1977.6756	B4GALT5	1600.1547
B4GALT6	68.2863	B4GALT6	68.8322
B4GALT7	860.8011	B4GALT7	546.017
B9D1	249.2416	B9D1	179.1106
B9D2	85.0295	B9D2	97.8345
BAALC	112.935	BAALC	85.8469
BACE1	1257.0584	BACE1	1103.635
BACE2	1078.1353	BACE2	1210.7502
BACH1	1064.3467	BACH1	639.2111
BACH2	131.9764	BACH2	240.5259
BAD	861.3132	BAD	832.9969
BAG1	1039.2351	BAG1	1398.5886
BAG2	225.5417	BAG2	70.379
BAG3	1121.1425	BAG3	1253.6736
BAG4	259.6848	BAG4	203.7896
BAG5	1052.8562	BAG5	1511.6009
BAGE2	5.6074	removed	removed
removed	removed	BAGE	7.3279
BAHCC1	231.7794	BAHCC1	387.471
BAHD1	904.4649	BAHD1	925.7541
BAI1	11.1622	BAI1	52.9776
BAI2	599.803	BAI2	193.7355
removed	removed	BAI3	8.5073
BAIAP2L1	521.9961	BAIAP2L1	578.4996
BAIAP2	1367.0387	BAIAP2	1505.0271
BAIAP3	825.5745	BAIAP3	562.4362
BAK1	568.2863	BAK1	378.577
BAMBI	332.239	BAMBI	944.7022
BANF1	2625.4104	BANF1	2212.6837
BANK1	25.9357	BANK1	32.0959
BANP	155.6139	BANP	239.3658
BAP1	1052.8562	BAP1	1429.621
BARD1	276.7564	BARD1	82.7533
BARX1	47.2751	BARX1	39.0565
BARX2	52.5279	BARX2	1287.703
BASP1	678.2666	BASP1	223.5112
BAT1	4999.0151	BAT1	5145.4292
BAT2L1	5207.9744	BAT2L1	4773.8012
BAT2L2	4684.8326	BAT2L2	3812.4517
BAT2	6386.4084	BAT2	5601.7015
BAT3	4020.0263	BAT3	3831.2297
BAT4	379.1858	BAT4	587.4014
BAT5	1226.1983	BAT5	733.5654
BATF2	158.2403	BATF2	123.3565
BATF3	8.5358	BATF3	15.8546
BATF	194.6815	BATF	145.785
BAX	731.4511	BAX	346.0944
BAZ1A	671.7006	BAZ1A	812.8384
BAZ1B	2506.566	BAZ1B	2224.2846
BAZ2A	3173.1911	BAZ2A	2875.4254
BAZ2B	476.5233	BAZ2B	727.239
BBC3	90.9389	BBC3	139.5978
BBOX1	57.4524	BBOX1	936.9683
BBS10	320.0919	BBS10	443.1555
BBS12	157.2554	BBS12	163.9598
BBS1	766.9074	BBS1	1208.8167
BBS2	949.4419	BBS2	1350.348
BBS4	392.6461	BBS4	450.8894
BBS5	146.4347	BBS5	191.4888
BBS7	64.3467	BBS7	142.6914
BBS9	413.0007	BBS9	323.2792
BBX	1731.7794	BBX	1490.7193
BCAM	7243.9265	BCAM	7704.1763
removed	removed	BCAN	30.1624
BCAP29	858.8313	BCAP29	816.7053
BCAP31	8371.3066	BCAP31	6297.7572
BCAR1	1449.4419	BCAR1	1141.1446
BCAR3	408.4045	BCAR3	612.5174
BCAS1	163.4931	BCAS1	167.4401
BCAS2	671.8877	BCAS2	675.5955
BCAS3	825.3447	BCAS3	858.4687
BCAS4	1373.2764	BCAS4	843.3875
BCAT1	691.3986	BCAT1	76.5661
BCAT2	315.4957	BCAT2	542.15
BCCIP	1062.6133	BCCIP	1126.7092
BCDIN3D	327.0289	BCDIN3D	264.9845
BCHE	21.9961	BCHE	63.0317
BCKDHA	1455.8175	BCKDHA	1312.2235
BCKDHB	257.3867	BCKDHB	473.3179
BCKDK	1453.7098	BCKDK	1154.2923
BCL10	356.5332	BCL10	412.2196
BCL11A	13.4603	BCL11A	240.5259
BCL11B	38.7393	BCL11B	148.4919
BCL2A1	23.9659	BCL2A1	27.0688
removed	removed	BCL2L10	8.1206
BCL2L11	1430.0722	BCL2L11	1152.3589
BCL2L12	224.826	BCL2L12	199.9111
BCL2L13	1731.7794	BCL2L13	1640.3712
removed	removed	BCL2L14	48.7239
removed	removed	BCL2L15	6.1872
BCL2L1	5446.4872	BCL2L1	2934.6481
BCL2L2	994.3697	BCL2L2	1482.4169
BCL2	723.5719	BCL2	1416.4733
BCL3	457.3211	BCL3	394.4316
BCL6B	217.0059	BCL6B	176.7208
BCL6	975.7058	BCL6	1671.307
BCL7A	1041.694	BCL7A	883.2173
BCL7B	959.6192	BCL7B	861.1756
BCL7C	811.5561	BCL7C	952.0495
