gene_id	TCGA-BH-A0H7-01A-13R-A056-07	gene_id	TCGA-BH-A0H7-11A-13R-A089-07
COMMD8	219.304	COMMD8	125.6767
COMMD9	1340.1182	COMMD9	1145.785
COMP	1930.4005	COMP	262.181
COMTD1	78.4636	COMTD1	82.3666
COMT	1532.1733	COMT	2548.7239
COPA	8622.0978	COPA	5736.3612
COPB1	5342.0749	COPB1	3905.2591
COPB2	5497.0453	COPB2	3802.7842
COPE	1183.5194	COPE	1408.7394
COPG2	618.8444	COPG2	597.4478
COPG	5775.7715	COPG	3972.1578
COPS2	1261.3263	COPS2	1776.1021
COPS3	1452.0683	COPS3	1175.5607
COPS4	1003.283	COPS4	1085.4602
COPS5	3353.5785	COPS5	1530.1624
COPS6	1777.0847	COPS6	1803.5576
COPS7A	2018.0565	COPS7A	1558.0046
COPS7B	306.9599	COPS7B	568.8322
COPS8	1639.8129	COPS8	968.1709
COPZ1	5948.7853	COPZ1	4648.8786
COPZ2	1011.1622	COPZ2	200.3094
COQ10A	62.0486	COQ10A	122.5831
COQ10B	1270.5187	COQ10B	703.4029
COQ2	259.3565	COQ2	211.1369
COQ3	134.6028	COQ3	168.6002
COQ4	918.91	COQ4	903.3256
COQ5	937.9514	COQ5	694.5089
COQ6	399.1234	COQ6	383.6156
COQ7	442.5476	COQ7	634.5708
COQ9	814.8391	COQ9	960.5568
CORIN	403.48	CORIN	18.1748
CORO1A	512.4754	CORO1A	423.0472
CORO1B	2293.828	CORO1B	2058.0046
CORO1C	3326.3296	CORO1C	2045.2436
CORO2A	414.6422	CORO2A	506.1872
CORO2B	106.369	CORO2B	244.3929
removed	removed	CORO6	18.5615
CORO7	636.0309	CORO7	398.9211
removed	removed	CORT	5.58
COTL1	1547.6034	COTL1	1521.6551
COX10	303.677	COX10	322.1191
COX11	792.3605	COX11	770.2823
COX15	1182.3539	COX15	1184.9149
COX16	1074.8523	COX16	783.0626
COX17	827.3145	COX17	451.6628
COX18	550.8864	COX18	476.0247
COX19	253.1812	COX19	371.0634
COX4I1	6482.2718	COX4I1	6597.4478
COX4I2	38.7393	COX4I2	42.15
COX4NB	732.436	COX4NB	527.0688
COX5A	1062.3769	COX5A	1174.0139
COX5B	1873.933	COX5B	2158.9327
COX6A1	5694.3533	COX6A1	3096.6744
COX6B1	4036.7695	COX6B1	3331.3998
removed	removed	COX6B2	6.1872
COX6C	11432.6986	COX6C	5106.7285
COX7A1	156.5988	COX7A1	292.3434
COX7A2L	3476.3624	COX7A2L	2601.7015
COX7A2	1144.1234	COX7A2	1116.7827
COX7B2	5.9094	removed	removed
COX7B	1906.1064	COX7B	1718.8708
COX7C	3173.9987	COX7C	2638.4377
COX8A	2733.4209	COX8A	2163.5731
CP110	352.5936	CP110	475.2514
removed	removed	CPA1	7.3473
CPA3	292.8431	CPA3	68.0588
CPA4	48.9166	CPA4	61.4849
CPA6	2847.6691	CPA6	877.4169
CPAMD8	97.5049	CPAMD8	628.3836
CPB1	66.3165	CPB1	192.9621
CPD	4725.87	CPD	2945.4756
CPEB1	28.8903	CPEB1	27.4555
CPEB2	458.6343	CPEB2	275.3287
CPEB3	60.7354	CPEB3	158.1593
CPEB4	1404.1366	CPEB4	688.7084
CPE	2305.6467	CPE	3504.6404
CPLX1	63.0335	CPLX1	100.9281
CPM	315.4957	CPM	660.0928
CPNE1	1589.8982	CPNE1	1197.3782
CPNE2	440.2495	CPNE2	648.1052
CPNE3	14606.0407	CPNE3	5849.1879
CPNE5	36.7695	CPNE5	48.7239
CPNE7	48.9166	CPNE7	63.0317
CPNE8	69.9278	CPNE8	114.8492
CPOX	169.7308	CPOX	189.8685
CPPED1	856.8615	CPPED1	692.1887
CPS1	41.3657	CPS1	84.6868
CPSF1	2721.6021	CPSF1	2106.7285
CPSF2	1413.329	CPSF2	1006.9606
CPSF3L	883.782	CPSF3L	1278.4223
CPSF3	677.2817	CPSF3	783.4493
CPSF4	436.9665	CPSF4	436.1949
CPSF6	1960.2758	CPSF6	1399.0719
CPSF7	1547.9317	CPSF7	2068.4455
CPT1A	1067.3014	CPT1A	1727.3782
CPT1B	76.0243	CPT1B	136.9103
CPT1C	39.3959	CPT1C	42.15
CPT2	662.5082	CPT2	790.0232
CPVL	296.1261	CPVL	549.884
CPXM1	2443.5325	CPXM1	991.4927
CPXM2	171.3723	CPXM2	1138.8244
CPZ	657.2554	CPZ	224.2846
CP	213.4537	CP	162.297
CR1	9.1924	CR1	42.5367
removed	removed	CR2	10.4408
CRABP1	12.8037	CRABP1	588.1671
CRABP2	23464.872	CRABP2	10637.2776
CRADD	207.1569	CRADD	170.1469
CRAMP1L	760.6993	CRAMP1L	783.1168
CRAT	628.6934	CRAT	963.6504
CRB2	7.2226	CRB2	42.9234
CRB3	215.6927	CRB3	187.935
CRBN	395.5089	CRBN	785.6845
CRCP	973.736	CRCP	1065.7386
CREB1	1255.0886	CREB1	1241.2993
CREB3L1	2229.4813	CREB3L1	665.5066
CREB3L2	1817.1372	CREB3L2	2448.5692
CREB3L4	1758.3716	CREB3L4	1590.4872
CREB3	875.2462	CREB3	1039.737
CREB5	65.6599	CREB5	143.0781
CREBBP	2186.8024	CREBBP	2444.3155
CREBL2	1615.5614	CREBL2	2305.1044
CREBZF	362.7708	CREBZF	624.5166
CREG1	2549.5732	CREG1	2930.3944
CRELD1	402.1668	CRELD1	569.9923
CRELD2	1024.6225	CRELD2	610.2088
CREM	253.7754	CREM	292.3434
removed	removed	CRHBP	8.1206
removed	removed	CRHR1	15.58
CRIM1	1687.7873	CRIM1	4465.1972
CRIP1	12617.5312	CRIP1	4244.0062
CRIP2	5166.7761	CRIP2	3466.3573
CRIPAK	153.3158	CRIPAK	184.0681
CRIPT	422.193	CRIPT	296.9838
CRISP2	5.5811	removed	removed
CRISP3	33.1582	CRISP3	19.3349
CRISPLD1	505.2528	CRISPLD1	1158.546
CRISPLD2	3332.8956	CRISPLD2	1462.877
CRKL	1660.5384	CRKL	1873.9366
CRK	809.258	CRK	874.3233
CRLF1	28.562	CRLF1	35.9629
CRLF3	255.0886	CRLF3	274.942
CRLS1	1122.1274	CRLS1	885.9242
CRMP1	124.8293	CRMP1	105.6381
CRNKL1	2020.3546	CRNKL1	1259.4741
CROCCL1	73.2108	CROCCL1	179.1106
CROCCL2	18.3848	CROCCL2	44.0835
CROCC	275.4432	CROCC	378.577
CROT	236.3756	CROT	489.9459
removed	removed	CRTAC1	281.9026
CRTAM	14.4452	CRTAM	30.5491
CRTAP	4453.3815	CRTAP	5738.9791
CRTC1	316.4806	CRTC1	441.222
CRTC2	862.7708	CRTC2	829.8531
CRTC3	823.7032	CRTC3	1160.8662
CRY1	742.6133	CRY1	506.1872
CRY2	1455.6796	CRY2	2393.6582
CRYAB	205.1871	CRYAB	2865.4292
CRYBG3	118.8477	CRYBG3	362.2196
CRYGN	5.9094	CRYGN	8.5073
CRYGS	6.566	CRYGS	9.6674
CRYL1	790.8733	CRYL1	664.3465
CRYM	16.0867	CRYM	7.734
CRYZL1	463.4012	CRYZL1	399.7177
CRYZ	777.4097	CRYZ	564.5785
CSAD	235.3907	CSAD	335.6535
CSDAP1	17.3999	CSDAP1	42.5367
CSDA	1317.1372	CSDA	3113.3024
CSDC2	53.8411	CSDC2	30.9358
CSDE1	13343.0729	CSDE1	17803.9443
CSE1L	2905.7781	CSE1L	2137.6643
CSF1R	517.3999	CSF1R	732.0186
CSF1	259.3565	CSF1	504.2537
CSF2RA	61.0637	CSF2RA	148.8786
CSF2RB	99.803	CSF2RB	119.1029
CSF3R	693.6967	CSF3R	92.034
CSGALNACT1	143.7951	CSGALNACT1	471.7711
CSGALNACT2	667.1044	CSGALNACT2	350.7347
CSK	963.2305	CSK	1022.4285
CSMD1	94.8785	CSMD1	105.1817
CSMD2	147.0781	CSMD2	6.5739
CSMD3	312.8693	CSMD3	45.6303
CSNK1A1	9848.3257	CSNK1A1	6362.3357
CSNK1D	4160.5384	CSNK1D	3562.645
CSNK1E	1202.0617	CSNK1E	2166.5777
CSNK1G1	576.1655	CSNK1G1	488.7858
CSNK1G2	576.4938	CSNK1G2	921.8871
CSNK1G3	695.3381	CSNK1G3	639.2111
CSNK2A1P	930.7288	CSNK2A1P	589.3271
CSNK2A1	2766.2508	CSNK2A1	1736.6589
CSNK2A2	526.9206	CSNK2A2	637.2776
CSNK2B	2839.4911	CSNK2B	2733.5576
CSPG4	590.2823	CSPG4	524.3619
CSPG5	55.8109	CSPG5	36.3496
CSPP1	843.3749	CSPP1	541.7904
CSRNP1	535.7846	CSRNP1	1579.6597
CSRNP2	1131.9764	CSRNP2	683.2947
CSRNP3	5.5811	CSRNP3	18.1748
CSRP1	8054.826	CSRP1	21527.4555
CSRP2BP	1255.4169	CSRP2BP	1175.174
CSRP2	625.0821	CSRP2	581.5932
CST1	434.0118	CST1	60.7115
CST2	19.3697	removed	removed
CST3	5505.9094	CST3	6550.6574
CST6	6.2377	CST6	15.4679
CST7	86.671	CST7	53.3643
CST9L	55.1543	CST9L	5.4138
CST9	888.3782	CST9	315.1585
CSTA	501.6415	CSTA	488.7858
CSTB	2494.0906	CSTB	2443.5422
CSTF1	1829.9409	CSTF1	1068.8322
CSTF2T	988.5095	CSTF2T	1142.6914
CSTF2	408.4045	CSTF2	326.3728
CSTF3	615.8897	CSTF3	615.6226
CS	3579.1202	CS	4116.7827
CT62	90.6106	CT62	71.9258
CTAGE4	25.2791	CTAGE4	71.1524
CTAGE5	695.3381	CTAGE5	772.645
removed	removed	CTAGE6	10.0541
CTAGE9	96.8483	CTAGE9	177.8809
CTBP1	2079.606	CTBP1	2284.0565
CTBP2	1360.8011	CTBP2	1840.2939
CTBS	783.6277	CTBS	380.116
CTCFL	8.8641	CTCFL	20.495
CTCF	2121.7991	CTCF	1993.8128
CTDP1	398.5555	CTDP1	524.7486
CTDSP1	3130.9915	CTDSP1	3604.4084
CTDSP2	7343.0729	CTDSP2	7305.4911
CTDSPL2	737.3605	CTDSPL2	653.9056
CTDSPL	807.6165	CTDSPL	2294.6636
CTF1	58.4373	CTF1	175.9474
CTGF	7849.3106	CTGF	5831.3998
CTHRC1	5325.673	CTHRC1	257.1539
CTH	88.3125	CTH	60.7115
CTLA4	11.4905	CTLA4	10.0541
CTNNA1	12521.3395	CTNNA1	11115.2359
removed	removed	CTNNA3	5.8005
CTNNAL1	351.6087	CTNNAL1	704.563
CTNNB1	8601.1031	CTNNB1	13317.6953
CTNNBIP1	1129.0217	CTNNBIP1	1377.0302
CTNNBL1	1388.3782	CTNNBL1	1244.0062
CTNND1	10810.8995	CTNND1	9929.621
CTNND2	278.3979	CTNND2	250.9667
CTNS	580.4662	CTNS	449.2575
CTPS2	1679.9081	CTPS2	981.8252
CTPS	777.0847	CTPS	447.0224
CTR9	1063.6901	CTR9	1658.546
CTSA	9253.5752	CTSA	5099.3387
CTSB	13217.0059	CTSB	7889.7912
CTSC	3130.9915	CTSC	1618.7162
CTSD	48242.6133	CTSD	25026.6821
CTSF	3674.327	CTSF	3442.3821
CTSG	9.5207	CTSG	49.884
CTSH	2337.4918	CTSH	2800.0773
CTSK	14258.0433	CTSK	4019.3349
CTSL1	3006.2377	CTSL1	2088.1671
CTSL2	84.7012	CTSL2	83.9134
CTSO	1254.7603	CTSO	1267.208
CTSS	897.2423	CTSS	888.6311
CTSW	60.4071	CTSW	72.3125
CTSZ	5003.283	CTSZ	5203.0162
CTTNBP2NL	740.9718	CTTNBP2NL	769.5282
CTTNBP2	69.5995	CTTNBP2	100.5414
CTTN	5491.1359	CTTN	4508.5073
CTU1	20.6829	CTU1	35.1895
CTU2	246.1097	CTU2	231.8561
CTXN1	177.61	CTXN1	58.0046
CUBN	25.9357	CUBN	33.256
CUEDC1	534.7997	CUEDC1	455.5298
CUEDC2	680.893	CUEDC2	815.9319
CUL1	1293.828	CUL1	1527.0688
CUL2	814.1825	CUL2	732.792
CUL3	1328.2994	CUL3	1893.2715
CUL4A	1444.5174	CUL4A	1635.3442
CUL4B	2049.9015	CUL4B	1890.9513
CUL5	785.9488	CUL5	811.2916
CUL7	1209.4156	CUL7	1164.679
CUL9	647.4064	CUL9	662.7997
CUTA	3574.8523	CUTA	2759.4741
CUTC	286.6612	CUTC	429.7989
CUX1	1709.7833	CUX1	1364.6558
removed	removed	CUX2	33.256
CUZD1	8.1944	CUZD1	21.28
CWC15	514.7735	CWC15	795.8237
CWC22	614.2482	CWC22	761.0209
CWC25	334.5371	CWC25	440.8353
CWC27	447.1438	CWC27	520.495
CWF19L1	439.2646	CWF19L1	609.4354
CWF19L2	178.9232	CWF19L2	522.0418
CX3CL1	478.0039	CX3CL1	7697.6025
CX3CR1	55.1543	CX3CR1	477.1848
CXADR	280.696	CXADR	210.3635
CXCL10	173.9987	CXCL10	91.2606
CXCL11	96.8483	CXCL11	11.6009
CXCL12	2339.1333	CXCL12	8718.4841
CXCL13	84.7012	CXCL13	110.9822
CXCL14	1004.9245	CXCL14	10366.976
CXCL16	853.2502	CXCL16	1341.8407
CXCL17	83.7163	CXCL17	262.181
removed	removed	CXCL1	25.1353
removed	removed	CXCL2	196.0557
removed	removed	CXCL3	13.9211
removed	removed	CXCL5	19.7216
removed	removed	CXCL6	5.4138
CXCL9	960.2758	CXCL9	398.6852
CXCR1	12.4754	removed	removed
CXCR2	6.2377	CXCR2	14.6945
CXCR3	40.7091	CXCR3	32.0959
CXCR4	1066.3165	CXCR4	981.4385
CXCR5	18.7131	CXCR5	11.9876
CXCR6	28.8903	CXCR6	67.2854
CXCR7	1591.9238	CXCR7	1087.3937
CXXC1	472.7511	CXXC1	676.3341
CXXC4	29.2186	CXXC4	16.628
CXXC5	3134.2745	CXXC5	1437.355
CXorf21	12.1471	CXorf21	13.9211
CXorf23	199.2777	CXorf23	215.7773
CXorf26	260.6697	CXorf26	453.2096
CXorf36	242.9416	CXorf36	928.8476
CXorf38	218.6474	CXorf38	226.6048
CXorf40A	898.2272	CXorf40A	608.2753
CXorf40B	825.0164	CXorf40B	705.7231
CXorf42	12.8037	CXorf42	26.6821
CXorf56	216.6776	CXorf56	273.3952
CXorf57	5.2528	CXorf57	44.0835
CYB561D1	425.8043	CYB561D1	486.0789
CYB561D2	413.0401	CYB561D2	305.5336
CYB561	4379.1858	CYB561	3053.3643
CYB5A	1768.5489	CYB5A	2027.4555
CYB5B	2061.0637	CYB5B	1460.1701
CYB5D1	564.0184	CYB5D1	764.1145
CYB5D2	649.7045	CYB5D2	798.1439
CYB5R1	4824.3598	CYB5R1	2831.3998
CYB5R2	106.0407	CYB5R2	303.1709
CYB5R3	6080.1051	CYB5R3	5962.4903
CYB5R4	252.1339	CYB5R4	166.28
CYB5RL	122.4557	CYB5RL	106.3418
CYBASC3	1559.0939	CYBASC3	1118.3295
CYBA	506.2377	CYBA	602.8616
CYBB	456.6645	CYBB	410.2862
CYBRD1	3269.2055	CYBRD1	8525.1353
CYC1	9273.4734	CYC1	3539.4432
CYCS	1983.2567	CYCS	1097.0611
CYFIP1	2694.3533	CYFIP1	3651.9722
CYFIP2	499.6717	CYFIP2	653.1323
CYGB	196.323	CYGB	678.2676
CYHR1	1610.6369	CYHR1	1100.5414
CYLD	1540.3808	CYLD	1326.3728
CYP11A1	22.6527	CYP11A1	47.5638
removed	removed	CYP1A1	7.734
CYP1B1	837.1635	CYP1B1	900.6187
CYP20A1	372.9481	CYP20A1	487.6257
CYP21A2	75.5483	CYP21A2	95.8662
CYP24A1	6.566	removed	removed
CYP26A1	18.7131	CYP26A1	19.3349
CYP26B1	86.0144	CYP26B1	203.7896
CYP27A1	3587.6559	CYP27A1	1865.0425
CYP27B1	131.6481	CYP27B1	86.2336
CYP27C1	10.1773	removed	removed
removed	removed	CYP2A6	6.1872
removed	removed	CYP2B7P1	15.4679
removed	removed	CYP2C8	6.9606
CYP2E1	10.2265	CYP2E1	18.0162
CYP2J2	658.2403	CYP2J2	492.266
CYP2R1	251.4773	CYP2R1	267.5947
CYP2S1	22.6527	CYP2S1	66.1253
CYP2U1	243.2699	CYP2U1	464.0371
CYP39A1	16.415	CYP39A1	134.1841
removed	removed	CYP3A5	13.1477
CYP46A1	9.849	CYP46A1	27.0688
CYP4A11	5.2528	removed	removed
CYP4B1	16.7433	CYP4B1	32.4826
CYP4F11	94.8785	CYP4F11	138.051
CYP4F12	7.8792	CYP4F12	20.495
CYP4F22	15.7584	CYP4F22	267.9814
CYP4F2	120.1576	CYP4F2	55.6845
CYP4F3	18.3848	CYP4F3	61.4849
removed	removed	CYP4F8	28.2289
CYP4V2	501.3132	CYP4V2	673.6272
CYP4X1	2352.2653	CYP4X1	1776.8755
CYP4Z1	1157.5837	CYP4Z1	405.6458
CYP4Z2P	455.023	CYP4Z2P	274.942
CYP51A1	1931.7137	CYP51A1	1680.2011
CYP7B1	91.5955	CYP7B1	112.1423
removed	removed	CYP8B1	9.2807
CYR61	2826.3296	CYR61	5585.0735
CYS1	230.4662	CYS1	165.1199
CYSLTR1	9.5207	CYSLTR1	23.2019
CYSLTR2	15.7584	CYSLTR2	14.6945
CYTH1	735.719	CYTH1	961.3302
CYTH2	862.4425	CYTH2	1499.2266
CYTH3	1207.8135	CYTH3	994.9729
CYTH4	149.3762	CYTH4	119.8763
CYTIP	86.9993	CYTIP	106.3418
CYTL1	5.2528	CYTL1	34.8028
CYTSA	1653.6441	CYTSA	1949.3426
CYTSB	472.0946	CYTSB	211.9103
CYYR1	195.0098	CYYR1	1033.6427
D2HGDH	484.8982	D2HGDH	429.2343
D4S234E	27.9054	D4S234E	428.4609
DAAM1	740.6435	DAAM1	743.2328
DAAM2	466.6382	DAAM2	692.9969
DAB2IP	976.0341	DAB2IP	3016.2413
DAB2	1584.7012	DAB2	1270.3016
DACH1	309.9146	DACH1	228.925
DACT1	855.22	DACT1	250.58
DACT2	17.7282	DACT2	110.2088
DACT3	257.715	DACT3	68.8322
DAD1	4563.0335	DAD1	3189.4818
DAG1	4300.7223	DAG1	4609.4354
DAGLA	247.5378	DAGLA	305.1044
DAGLB	439.5929	DAGLB	407.1926
DAK	1313.1976	DAK	969.4509
DALRD3	1371.8352	DALRD3	941.5739
DAP3	3315.4957	DAP3	2522.8152
DAPK1	224.8851	DAPK1	199.9227
DAPK2	39.3959	DAPK2	433.8747
DAPK3	837.1635	DAPK3	686.3882
removed	removed	DAPL1	37.123
DAPP1	44.977	DAPP1	140.3712
DAP	3116.218	DAP	2913.7664
DARC	148.3913	DARC	1691.802
DARS2	942.5476	DARS2	474.0913
DARS	1392.9744	DARS	1883.9907
DAXX	1175.9685	DAXX	1492.6527
DAZAP1	1341.1031	DAZAP1	1510.8275
DAZAP2	11290.2167	DAZAP2	8998.8399
DBC1	27.2489	DBC1	172.4671
DBF4B	63.6901	DBF4B	76.5661
DBF4	199.606	DBF4	177.1075
DBI	1869.9934	DBI	5786.9296
DBN1	2638.5424	DBN1	1429.621
DBNDD1	1753.1188	DBNDD1	730.4718
DBNDD2	642.2554	DBNDD2	973.3101
DBNL	1746.2246	DBNL	1578.4996
DBP	223.5686	DBP	562.6141
DBR1	579.7768	DBR1	439.6752
DBT	642.1536	DBT	699.1493
removed	removed	DBX2	11.9876
DCAF10	1347.6691	DCAF10	1096.2877
DCAF11	2348.306	DCAF11	2750.901
removed	removed	DCAF12L2	9.6674
DCAF12	1258.3716	DCAF12	1284.9961
DCAF13	3365.3217	DCAF13	1372.4439
DCAF15	257.715	DCAF15	370.0696
DCAF16	739.3303	DCAF16	978.7316
DCAF17	323.3749	DCAF17	365.4292
removed	removed	DCAF4L1	12.3743
DCAF4	439.9212	DCAF4	513.1477
DCAF5	1420.5515	DCAF5	1838.3604
DCAF6	1516.7433	DCAF6	1753.2869
DCAF7	2569.9278	DCAF7	2455.9165
DCAF8	2798.5391	DCAF8	2827.7456
DCAKD	1041.694	DCAKD	1160.0928
DCBLD1	347.6691	DCBLD1	129.1725
DCBLD2	608.0105	DCBLD2	557.6179
DCDC2	7.2226	DCDC2	263.9791
DCHS1	1763.6244	DCHS1	820.959
DCHS2	21.3395	DCHS2	34.0294
DCI	1166.1195	DCI	1084.3001
DCK	592.2521	DCK	338.7471
DCLK1	170.3874	DCLK1	430.3944
DCLK2	93.8936	DCLK2	58.3913
DCLK3	9.1924	DCLK3	10.0541
DCLRE1A	433.3552	DCLRE1A	448.5692
DCLRE1B	310.2429	DCLRE1B	267.9814
DCLRE1C	223.5719	DCLRE1C	331.7865
DCN	25898.8838	DCN	33572.6991
DCP1A	494.0906	DCP1A	760.6342
DCP1B	323.7032	DCP1B	423.8206
DCP2	805.3185	DCP2	668.9869
DCPS	292.1865	DCPS	337.2003
DCST2	7.8792	DCST2	16.628
DCTD	2009.849	DCTD	1909.5128
DCTN1	4589.002	DCTN1	4375.3596
DCTN2	2620.8142	DCTN2	2923.8206
DCTN3	721.6021	DCTN3	944.7022
DCTN4	2890.6763	DCTN4	2083.5267
DCTN5	1468.8116	DCTN5	1174.0139
DCTN6	510.1773	DCTN6	632.6373
DCTPP1	1412.3441	DCTPP1	962.877
DCUN1D1	588.9691	DCUN1D1	376.2568
DCUN1D2	254.1037	DCUN1D2	276.4888
DCUN1D3	113.2633	DCUN1D3	133.7974
DCUN1D4	583.7163	DCUN1D4	561.0982
DCUN1D5	375.5745	DCUN1D5	274.5553
DCXR	1056.4675	DCXR	1209.2034
removed	removed	DCX	34.0294
DDA1	385.7518	DDA1	551.4308
DDAH1	1126.067	DDAH1	1103.2483
DDAH2	2003.9396	DDAH2	2546.017
DDB1	8768.5489	DDB1	6699.9227
DDB2	384.1103	DDB2	802.0108
DDHD1	255.7452	DDHD1	217.3241
DDHD2	1441.5627	DDHD2	1084.3001
DDI2	146.5102	DDI2	88.7819
DDIT3	316.4773	DDIT3	328.7046
DDIT4L	24.6225	DDIT4L	46.017
DDIT4	5411.3592	DDIT4	6337.587
DDN	6.8943	DDN	9.6674
DDOST	5843.7295	DDOST	5496.133
DDO	7.8792	DDO	70.379
DDR1	7412.6724	DDR1	8133.024
DDR2	360.8011	DDR2	181.7479
DDRGK1	1548.26	DDRGK1	1303.1709
DDTL	163.4077	DDTL	249.6984
DDT	787.889	DDT	770.1547
DDX10	533.4865	DDX10	680.2011
DDX11	409.3894	DDX11	462.4903
DDX12	26.9206	DDX12	41.3766
DDX17	6182.8628	DDX17	7764.8879
DDX18	2133.6179	DDX18	1926.1408
DDX19A	926.7892	DDX19A	1064.9536
DDX19B	1099.4616	DDX19B	1163.1787
DDX1	2012.1471	DDX1	2415.3132
DDX20	444.8457	DDX20	583.14
DDX21	1694.025	DDX21	1556.8445
DDX23	2699.2777	DDX23	3097.4478
DDX24	2385.0952	DDX24	3495.7463
DDX26B	64.3467	DDX26B	249.8067
DDX27	1310.2429	DDX27	1600.1547
DDX28	409.3894	DDX28	487.6257
DDX31	295.4695	DDX31	389.4045
DDX39	1121.7991	DDX39	597.4478
DDX3X	6974.3926	DDX3X	7520.8817
DDX41	1497.3736	DDX41	1302.0108
DDX42	2496.3887	DDX42	4139.5978
DDX43	7.2226	DDX43	67.4671
DDX46	1379.5141	DDX46	1607.1152
DDX47	975.3775	DDX47	1073.4725
DDX49	540.7091	DDX49	750.9667
DDX50	646.7498	DDX50	1156.9992
DDX51	734.7341	DDX51	783.0626
DDX52	514.1169	DDX52	479.1183
DDX54	2104.5863	DDX54	2003.6582
DDX55	585.0295	DDX55	585.0735
DDX56	1494.7472	DDX56	1282.6759
DDX58	654.9573	DDX58	542.5367
DDX59	449.4419	DDX59	535.5762
DDX5	13449.7702	DDX5	12728.5383
DDX60L	565.0033	DDX60L	405.6458
DDX60	1204.8588	DDX60	582.3666
DDX6	3253.1188	DDX6	4073.4725
DEAF1	746.2147	DEAF1	987.239
DECR1	3319.107	DECR1	1954.7564
DECR2	283.979	DECR2	288.0897
DEDD2	398.2272	DEDD2	585.0735
DEDD	908.6967	DEDD	751.0982
DEF6	338.4767	DEF6	421.1137
DEF8	1233.4209	DEF8	824.4393
removed	removed	DEFB132	58.0046
DEFB1	10.8339	DEFB1	60.7115
DEGS1	1836.5069	DEGS1	1995.3596
DEGS2	576.1655	DEGS2	591.6473
DEK	1476.6907	DEK	2265.6613
DEM1	209.1267	DEM1	189.0951
DENND1A	649.3762	DENND1A	609.8221
DENND1B	231.4511	DENND1B	89.3271
DENND1C	137.2292	DENND1C	216.5507
DENND2A	82.7315	DENND2A	172.8538
DENND2C	30.673	DENND2C	33.6079
DENND2D	371.9632	DENND2D	430.0077
DENND3	523.9659	DENND3	435.0348
DENND4A	308.9297	DENND4A	349.5746
DENND4B	508.5325	DENND4B	537.0843
DENND4C	737.3605	DENND4C	1238.5924
DENND5A	1046.9468	DENND5A	1477.5715
DENND5B	320.7485	DENND5B	305.1044
DENR	2779.0545	DENR	1705.3364
DEPDC1B	125.7387	DEPDC1B	37.5097
DEPDC1	255.7452	DEPDC1	87.3937
DEPDC4	7.8792	removed	removed
DEPDC5	260.6697	DEPDC5	274.5553
DEPDC6	1350.2955	DEPDC6	1746.7131
DEPDC7	51.543	DEPDC7	5.8005
DERA	525.9357	DERA	446.6357
DERL1	7395.6008	DERL1	3404.4857
DERL2	538.7393	DERL2	452.8229
DERL3	163.1648	DERL3	129.157
DES	57.1241	DES	276.8755
DET1	110.3086	DET1	182.908
DEXI	416.612	DEXI	534.0294
DFFA	402.8234	DFFA	446.6357
DFFB	50.5581	DFFB	116.0093
DFNA5	211.0965	DFNA5	257.1539
DFNB31	145.4366	DFNB31	266.048
DFNB59	5.9094	DFNB59	35.5762
DGAT1	2453.503	DGAT1	1481.2916
DGAT2	927.4458	DGAT2	2899.0719
DGCR11	22.981	DGCR11	30.5491
DGCR14	306.6316	DGCR14	464.8105
DGCR2	4939.9212	DGCR2	4402.9389
DGCR5	16.7433	DGCR5	29.0023
DGCR6L	884.7669	DGCR6L	844.9343
DGCR6	1403.1517	DGCR6	1461.3302
DGCR8	599.1464	DGCR8	827.5329
DGKA	399.8687	DGKA	382.0572
DGKD	399.5404	DGKD	566.512
DGKE	257.3867	DGKE	174.7873
DGKG	9.1924	DGKG	15.0812
DGKH	40.7091	DGKH	19.3349
DGKI	14.4452	DGKI	7.734
DGKQ	448.1287	DGKQ	296.9838
DGKZ	1184.176	DGKZ	1185.6148
DGUOK	500.6566	DGUOK	703.7896
DHCR24	19760.998	DHCR24	12687.935
DHCR7	2242.9416	DHCR7	2074.6326
DHDDS	957.6494	DHDDS	1017.4014
DHDH	22.6527	DHDH	11.2142
removed	removed	DHDPSL	33.256
DHFRL1	361.7859	DHFRL1	390.5646
DHFR	301.9468	DHFR	244.7564
DHODH	225.87	DHODH	254.447
DHPS	549.8424	DHPS	846.4811
DHRS11	171.044	DHRS11	264.5012
DHRS12	319.4353	DHRS12	430.0077
DHRS13	197.5181	DHRS13	196.686
DHRS1	274.13	DHRS1	517.4014
DHRS2	1145.7649	DHRS2	263.3411
DHRS3	584.7012	DHRS3	1376.2568
removed	removed	DHRS4L1	25.522
DHRS4L2	414.5043	DHRS4L2	484.6172
DHRS4	728.6967	DHRS4	852.3898
DHRS7B	1038.7393	DHRS7B	746.3264
DHRS7	2435.6533	DHRS7	1890.9513
DHRS9	11.1622	DHRS9	15.4679
DHRSX	418.5817	DHRSX	394.4316
DHTKD1	1338.805	DHTKD1	1035.1895
DHX15	2271.1753	DHX15	2035.9629
DHX16	860.1445	DHX16	919.1802
DHX29	1268.2206	DHX29	1013.9211
DHX30	1228.4964	DHX30	1557.2312
DHX32	1053.2764	DHX32	1224.7989
DHX33	257.715	DHX33	336.4269
DHX34	214.7078	DHX34	309.7448
DHX35	315.1674	DHX35	284.6094
DHX36	928.759	DHX36	773.0085
DHX37	1070.9127	DHX37	602.0882
DHX38	1282.6658	DHX38	1656.6125
