gene_id	TCGA-BH-A209-01A-11R-A157-07	gene_id	TCGA-BH-A209-11A-42R-A157-07
CXorf42	9.1743	CXorf42	31.9246
CXorf56	195.0281	CXorf56	272.4232
CXorf57	41.1364	CXorf57	57.7683
CYB561D1	384.4333	CYB561D1	512.3138
CYB561D2	399.5738	CYB561D2	221.9793
CYB561	3145.0133	CYB561	1598.0541
CYB5A	2393.6076	CYB5A	1572.8185
CYB5B	1200.3551	CYB5B	1548.1909
CYB5D1	406.0373	CYB5D1	800.2432
CYB5D2	166.9133	CYB5D2	471.5719
CYB5R1	2227.5821	CYB5R1	1227.7288
CYB5R2	65.6999	CYB5R2	252.6604
CYB5R3	1254.2172	CYB5R3	5678.9298
CYB5R4	401.5981	CYB5R4	317.1177
CYB5RL	63.9242	CYB5RL	87.2606
CYBASC3	1640.7221	CYBASC3	883.2472
CYBA	1071.0269	CYBA	471.876
CYBB	3564.0722	CYBB	1786.2572
CYBRD1	1272.2699	CYBRD1	15339.9209
CYC1	4511.6898	CYC1	903.9222
CYCS	5029.5946	CYCS	1580.7236
CYFIP1	3312.8144	CYFIP1	3812.1009
CYFIP2	1381.7698	CYFIP2	560.3527
CYGB	108.3102	CYGB	629.9787
CYHR1	1048.831	CYHR1	390.0882
CYLD	1690.441	CYLD	1832.1678
CYP11A1	111.5715	CYP11A1	63.2411
CYP19A1	30.7783	CYP19A1	126.4822
removed	removed	CYP1A1	13.682
CYP1B1	812.9624	CYP1B1	2306.7802
CYP20A1	759.6922	CYP20A1	727.8808
CYP21A2	59.0293	CYP21A2	79.3159
removed	removed	CYP24A1	16.7224
CYP26B1	142.3498	CYP26B1	366.0687
CYP27A1	605.2086	CYP27A1	677.7136
CYP27B1	114.235	CYP27B1	18.2426
removed	removed	CYP27C1	20.675
CYP2A6	5.327	CYP2A6	12.1618
CYP2B7P1	971.2933	CYP2B7P1	54.4238
CYP2C8	6.8067	CYP2C8	14.2901
removed	removed	CYP2D7P1	6.689
CYP2E1	32.4652	CYP2E1	20.9425
CYP2J2	122.8174	CYP2J2	278.8081
CYP2R1	394.1995	CYP2R1	200.0608
CYP2S1	121.9296	CYP2S1	46.8227
CYP2U1	174.016	CYP2U1	705.6856
CYP39A1	23.0838	CYP39A1	187.595
removed	removed	CYP3A5	71.1462
removed	removed	CYP3A7	5.4728
removed	removed	CYP46A1	40.4378
CYP4B1	1196.5078	CYP4B1	304.9559
CYP4F11	7.1027	CYP4F11	80.8756
CYP4F12	6.2149	CYP4F12	60.8088
removed	removed	CYP4F22	179.0818
removed	removed	CYP4F8	240.1946
CYP4V2	468.7777	CYP4V2	1064.4573
CYP4X1	1285.2915	CYP4X1	694.74
CYP4Z1	753.4774	CYP4Z1	148.3734
CYP4Z2P	321.9888	CYP4Z2P	314.9894
CYP51A1	1639.5383	CYP51A1	1351.0337
CYP7B1	55.6378	CYP7B1	266.9504
removed	removed	CYP8B1	7.6011
CYR61	1702.8707	CYR61	6776.5278
CYS1	20.7162	CYS1	118.8811
CYSLTR1	75.4661	CYSLTR1	110.3679
CYSLTR2	33.1459	CYSLTR2	22.1952
CYTH1	1337.3779	CYTH1	936.7589
CYTH2	851.1394	CYTH2	746.4275
CYTH3	277.8929	CYTH3	1146.2451
CYTH4	744.303	CYTH4	409.2429
CYTIP	891.6839	CYTIP	215.567
CYTL1	6.5108	CYTL1	100.6385
CYTSA	1920.6866	CYTSA	1963.8188
CYTSB	270.7902	CYTSB	427.1815
CYYR1	180.5268	CYYR1	1637.8839
D2HGDH	270.1983	D2HGDH	116.1447
D4S234E	14.5013	D4S234E	358.1636
DAAM1	681.8585	DAAM1	946.1843
DAAM2	211.4057	DAAM2	1699.55
removed	removed	DAB1	11.5537
DAB2IP	642.7937	DAB2IP	2456.9778
DAB2	1475.5845	DAB2	4869.5652
DACH1	116.6025	DACH1	454.2414
removed	removed	DACH2	6.689
DACT1	185.5579	DACT1	356.9474
removed	removed	DACT2	68.4099
DACT3	33.1459	DACT3	111.5841
DAD1	3029.8905	DAD1	2197.0204
DAG1	5439.4791	DAG1	4188.5071
DAGLA	209.5294	DAGLA	244.7552
DAGLB	365.1968	DAGLB	296.7467
DAK	498.3723	DAK	469.7476
DALRD3	656.2119	DALRD3	516.5795
DAND5	15.9811	removed	removed
DAP3	4473.2169	DAP3	1805.716
DAPK1	422.0183	DAPK1	495.2873
DAPK2	196.8038	DAPK2	305.26
DAPK3	389.4643	DAPK3	306.7802
removed	removed	DAPL1	7.2971
DAPP1	623.5573	DAPP1	241.4108
DAP	2373.4833	DAP	2521.131
DARC	500.4439	DARC	3389.4801
DARS2	1530.3344	DARS2	415.9319
DARS	2506.3628	DARS	2032.2286
DAXX	1659.3667	DAXX	1192.1557
DAZAP1	1255.1051	DAZAP1	773.4874
DAZAP2	6065.108	DAZAP2	7072.6665
DAZL	13.6135	removed	removed
removed	removed	DBC1	128.6105
DBF4B	365.4927	DBF4B	97.5981
DBF4	633.6194	DBF4	152.0219
DBI	6396.2711	DBI	3222.8641
DBN1	601.0654	DBN1	1141.9884
DBNDD1	773.3057	DBNDD1	191.2435
DBNDD2	1042.1604	DBNDD2	805.8072
DBNL	1897.6028	DBNL	1425.0532
DBP	87.5466	DBP	249.9088
DBR1	573.5425	DBR1	411.3712
DBT	893.1637	DBT	897.8413
removed	removed	DBX2	16.1143
DCAF10	1611.1276	DCAF10	1286.1052
DCAF11	2111.2755	DCAF11	1878.9906
DCAF12	1579.4614	DCAF12	1416.844
DCAF13	3727.0553	DCAF13	709.2004
DCAF15	904.7055	DCAF15	296.1386
DCAF16	939.0352	DCAF16	1079.0514
DCAF17	598.1059	DCAF17	649.1335
DCAF4L1	6.5108	DCAF4L1	7.2971
DCAF4	619.71	DCAF4	337.4886
DCAF5	1411.3643	DCAF5	1747.3396
DCAF6	4660.5505	DCAF6	1939.4953
DCAF7	4112.4593	DCAF7	2644.8769
DCAF8	2575.1731	DCAF8	2299.8601
DCAKD	692.2166	DCAKD	939.1912
DCBLD1	144.4214	DCBLD1	298.8994
DCBLD2	211.3051	DCBLD2	1329.5835
DCDC2	76.6765	DCDC2	151.8699
DCD	90.5593	removed	removed
DCHS1	444.2143	DCHS1	1241.7148
DCHS2	5.623	DCHS2	97.9021
DCI	298.3131	DCI	283.0648
DCK	822.1367	DCK	521.4351
DCLK1	137.0228	DCLK1	1342.0493
DCLK2	147.6768	DCLK2	140.7723
DCLK3	6.5108	DCLK3	12.4658
DCLRE1A	485.0547	DCLRE1A	374.5819
DCLRE1B	573.5425	DCLRE1B	297.6589
DCLRE1C	522.6398	DCLRE1C	337.7926
DCN	8272.5658	DCN	51532.0766
DCP1A	980.1716	DCP1A	1196.1082
DCP1B	346.5522	DCP1B	396.169
DCP2	1002.0716	DCP2	1468.2274
DCPS	670.0207	DCPS	261.4777
DCST2	7.3986	DCST2	26.4518
DCTD	1703.4626	DCTD	1625.4181
DCTN1	2408.1237	DCTN1	3390.7692
DCTN2	2514.3534	DCTN2	1918.8203
DCTN3	609.0559	DCTN3	640.9243
DCTN4	1324.6523	DCTN4	2259.6534
DCTN5	1022.1959	DCTN5	1176.3454
DCTN6	239.124	DCTN6	657.9507
DCTPP1	814.4392	DCTPP1	447.8535
removed	removed	DCT	5.4728
DCUN1D1	751.1098	DCUN1D1	662.2074
DCUN1D2	225.2146	DCUN1D2	230.1611
DCUN1D3	99.7336	DCUN1D3	436.9109
DCUN1D4	569.6952	DCUN1D4	1110.6719
DCUN1D5	1139.6863	DCUN1D5	314.0772
DCXR	664.6937	DCXR	533.2928
removed	removed	DCX	18.5467
DDA1	802.9003	DDA1	515.3542
DDAH1	1677.4194	DDAH1	1419.2764
DDAH2	394.7914	DDAH2	1041.35
DDB1	10441.8467	DDB1	5174.2171
DDB2	362.2373	DDB2	451.201
DDC	5.623	removed	removed
DDHD1	509.0263	DDHD1	474.9164
DDHD2	3562.8884	DDHD2	1482.2134
DDI2	98.2835	DDI2	185.3116
DDIT3	250.8168	DDIT3	261.8395
DDIT4L	19.5324	DDIT4L	74.7948
DDIT4	654.9275	DDIT4	1416.844
DDN	70.435	removed	removed
DDOST	4822.7286	DDOST	3479.7811
DDO	80.2012	DDO	140.4682
DDR1	2123.7052	DDR1	3503.1925
DDR2	148.5647	DDR2	1486.7741
DDRGK1	757.9165	DDRGK1	361.5081
DDTL	92.0095	DDTL	62.183
DDT	524.0515	DDT	362.5418
DDX10	1102.1012	DDX10	637.8839
DDX11L2	17.7567	DDX11L2	5.1687
DDX11	570.2871	DDX11	250.228
DDX12	117.4904	DDX12	24.9316
DDX17	6278.4848	DDX17	11712.6786
DDX18	2622.3735	DDX18	2358.7717
DDX19A	885.4691	DDX19A	986.9261
DDX19B	629.4584	DDX19B	779.55
DDX1	2581.8289	DDX1	2547.8869
DDX20	677.1234	DDX20	585.8924
DDX21	4081.9769	DDX21	2313.7732
DDX23	2757.6206	DDX23	1947.4004
DDX24	3557.5614	DDX24	3687.1389
DDX26B	219.8875	DDX26B	323.1985
DDX27	1364.309	DDX27	760.1095
DDX28	313.9982	DDX28	247.1876
DDX31	373.4833	DDX31	340.8331
DDX39	5385.0252	DDX39	405.5944
DDX3X	10805.5638	DDX3X	11322.2864
DDX41	1647.8248	DDX41	684.7066
DDX42	3641.314	DDX42	3376.1022
DDX43	7.9905	DDX43	56.3484
DDX46	1821.5448	DDX46	1480.3892
DDX47	1482.3912	DDX47	1061.1128
DDX49	1491.2696	DDX49	467.3153
DDX50	989.9379	DDX50	1159.0149
DDX51	379.4022	DDX51	295.5306
DDX52	666.1734	DDX52	659.1669
DDX54	1434.377	DDX54	688.9085
DDX55	1076.058	DDX55	360.9
DDX56	1940.219	DDX56	909.0909
DDX58	2614.6789	DDX58	3024.9316
DDX59	635.3951	DDX59	477.0447
DDX5	14752.8855	DDX5	12853.7549
DDX60L	1757.3247	DDX60L	1849.8024
DDX60	4083.1607	DDX60	3584.6762
DDX6	4951.169	DDX6	4756.4609
DEAF1	281.1483	DEAF1	464.2749
DECR1	1594.8505	DECR1	1341.7452
DECR2	156.8511	DECR2	179.9939
DEDD2	335.6022	DEDD2	321.0702
DEDD	1151.4945	DEDD	845.5306
DEF6	550.4587	DEF6	235.6339
DEF8	368.4522	DEF8	685.3147
removed	removed	DEFB132	138.948
DEFB1	6.5108	DEFB1	19.1548
DEGS1	4339.1536	DEGS1	2292.1861
DEGS2	685.4099	DEGS2	173.305
DEK	3598.6978	DEK	2982.3655
DEM1	245.3389	DEM1	172.3928
DENND1A	479.7277	DENND1A	532.0766
DENND1B	188.5173	DENND1B	154.7583
DENND1C	369.0441	DENND1C	132.259
DENND2A	56.8215	DENND2A	321.9824
DENND2C	40.7044	DENND2C	81.2557
DENND2D	1111.2755	DENND2D	665.8559
DENND3	662.918	DENND3	572.8185
DENND4A	624.1492	DENND4A	874.3661
DENND4B	982.4652	DENND4B	793.2411
DENND4C	812.3705	DENND4C	2363.9404
DENND5A	2163.9538	DENND5A	2717.2393
DENND5B	200.6511	DENND5B	442.0797
DENR	3224.9186	DENR	1528.124
DEPDC1B	195.62	DEPDC1B	14.8981
DEPDC1	464.0426	DEPDC1	25.2356
DEPDC4	15.0932	DEPDC4	12.4658
DEPDC5	214.2646	DEPDC5	280.0243
DEPDC6	1081.9769	DEPDC6	1314.6853
DEPDC7	31.3702	DEPDC7	21.5871
DERA	539.5087	DERA	501.9763
DERL1	4670.6126	DERL1	1956.2177
DERL2	789.8787	DERL2	570.3861
DERL3	400.1184	DERL3	188.8112
DES	5.327	DES	1050.1672
DET1	99.4377	DET1	169.0483
DEXI	349.8076	DEXI	509.8814
DFFA	693.6964	DFFA	500.4561
DFFB	186.4457	DFFB	110.6719
DFNA5	108.3161	DFNA5	313.4691
DFNB31	182.8943	DFNB31	148.0693
DFNB59	22.1959	DFNB59	40.1338
DGAT1	846.9488	DGAT1	737.6893
DGAT2	453.3886	DGAT2	3212.8306
DGCR11	23.9716	DGCR11	17.3305
DGCR14	361.6455	DGCR14	252.6604
DGCR2	1927.7893	DGCR2	2111.28
DGCR5	18.6446	DGCR5	14.2901
DGCR6L	247.4105	DGCR6L	362.4202
DGCR6	157.443	DGCR6	390.6963
DGCR8	745.7828	DGCR8	738.2183
DGCR9	29.2986	removed	removed
DGKA	748.7422	DGKA	534.509
DGKD	1335.6022	DGKD	666.768
DGKE	212.4889	DGKE	359.3798
DGKG	30.4824	DGKG	50.1672
DGKH	37.2891	DGKH	115.2326
removed	removed	DGKI	13.682
DGKQ	158.6268	DGKQ	169.6564
DGKZ	573.8384	DGKZ	455.7616
DGUOK	713.8207	DGUOK	614.4725
DHCR24	11512.2817	DHCR24	10224.9924
DHCR7	1505.179	DHCR7	615.6887
DHDDS	670.3167	DHDDS	1184.2505
DHDH	6.2149	removed	removed
DHDPSL	7.8662	DHDPSL	39.7112
DHFRL1	230.5416	DHFRL1	388.2639
DHFR	612.6102	DHFR	296.0748
removed	removed	DHH	10.0334
DHODH	122.5215	DHODH	114.6245
DHPS	1612.2817	DHPS	508.6318
DHRS11	132.8796	DHRS11	187.595
DHRS12	115.7147	DHRS12	258.7413
DHRS13	65.7177	DHRS13	100.8726
DHRS1	659.6626	DHRS1	647.0052
DHRS2	11.5419	DHRS2	75.7069
DHRS3	830.7191	DHRS3	1964.1228
DHRS4L1	8.8784	DHRS4L1	10.9456
DHRS4L2	138.976	DHRS4L2	291.3439
DHRS4	325.1228	DHRS4	598.5497
DHRS7B	476.1764	DHRS7B	591.9732
DHRS7	1010.0621	DHRS7	1293.4022
DHRS9	85.2323	DHRS9	135.6035
DHRSX	304.528	DHRSX	305.868
DHTKD1	2479.7277	DHTKD1	639.4041
DHX15	4250.074	DHX15	2626.9383
DHX16	720.3315	DHX16	672.5448
DHX29	1195.3241	DHX29	1239.8905
DHX30	2078.1296	DHX30	1141.6844
DHX32	770.6688	DHX32	956.8015
DHX33	431.7846	DHX33	419.8845
DHX34	380.8819	DHX34	248.4038
DHX35	236.1645	DHX35	277.2879
DHX36	1463.4507	DHX36	1198.5406
DHX37	445.694	DHX37	283.0648
DHX38	1071.0269	DHX38	958.65
DHX40	1263.9834	DHX40	1629.3706
DHX57	691.3288	DHX57	654.9103
DHX58	536.5493	DHX58	663.4235
DHX8	1610.2397	DHX8	1135.9076
DHX9	7498.6682	DHX9	4272.4232
DIABLO	1248.0053	DIABLO	578.2274
DIAPH1	6440.6629	DIAPH1	2752.2043
DIAPH2	251.5537	DIAPH2	413.1955
DIAPH3	278.7807	DIAPH3	26.4518
DICER1	1699.6153	DICER1	2747.3396
DIDO1	1744.8949	DIDO1	1692.6117
DIMT1L	358.3901	DIMT1L	649.4375
DIO1	444.8062	DIO1	11.8577
DIO2	808.8192	DIO2	141.9884
DIO3	6.5108	DIO3	30.4044
DIP2A	913.5839	DIP2A	873.2137
DIP2B	2111.2755	DIP2B	1517.1785
DIP2C	1728.322	DIP2C	1140.1642
DIRAS1	227.2862	DIRAS1	116.1447
removed	removed	DIRAS2	58.6804
DIRAS3	6.2149	DIRAS3	83.004
DIRC2	417.15	DIRC2	341.5385
DIRC3	13.9094	DIRC3	33.7489
DIS3L2	416.3954	DIS3L2	368.197
DIS3L	1150.0444	DIS3L	928.8538
DIS3	922.8144	DIS3	1397.142
DISC1	149.7484	DISC1	320.4621
DISP1	169.8727	DISP1	276.6798
removed	removed	DISP2	12.7698
DIXDC1	618.2302	DIXDC1	1890.5442
DKC1	2108.3161	DKC1	1227.1207
DKFZP586I1420	427.3454	DKFZP586I1420	301.0033
DKFZP686I15217	140.2782	DKFZP686I15217	59.2885
DKFZp434J0226	16.573	removed	removed
DKFZp686O24166	71.9148	DKFZp686O24166	44.6944
DKFZp761E198	226.6943	DKFZp761E198	284.585
removed	removed	DKFZp779M0652	8.2092
DKK1	933.4123	DKK1	20.675
DKK2	65.9959	DKK2	100.3344
DKK3	486.5345	DKK3	3960.7784
DLAT	2016.8689	DLAT	908.4828
DLC1	367.5644	DLC1	2474.6123
DLD	2660.2545	DLD	2079.0514
DLEC1	8.2865	DLEC1	30.4044
DLEU1	238.3782	DLEU1	55.9441
DLEU2L	11.2459	DLEU2L	5.7768
DLEU2	195.8183	DLEU2	27.6771
DLEU7	10.95	removed	removed
removed	removed	DLG1	1671.9368
DLG2	39.3608	DLG2	82.0918
DLG3	907.0731	DLG3	836.7285
DLG4	95.8893	DLG4	254.7978
DLG5	2038.7689	DLG5	1850.4105
removed	removed	DLGAP1	36.7893
DLGAP2	5.623	DLGAP2	19.1548
DLGAP4	1243.5632	DLGAP4	1679.5379
DLGAP5	499.5561	DLGAP5	17.6345
removed	removed	DLK2	58.3764
DLL1	25.7473	DLL1	186.9869
DLL4	93.5188	DLL4	506.841
DLST	2388.8724	DLST	2357.2514
removed	removed	DLX1	30.4044
removed	removed	DLX2	8.2092
DLX3	89.9674	DLX3	45.9106
DLX4	15.6851	DLX4	7.2971
DLX5	5.623	DLX5	9.7294
DMAP1	415.8035	DMAP1	406.5065
removed	removed	DMBT1	14.8981
DMC1	8.2865	DMC1	8.2092
DMD	769.1625	DMD	2830.3436
DMGDH	5.327	DMGDH	115.2326
DMKN	110.0917	DMKN	259.0453
DMPK	236.4605	DMPK	335.0562
removed	removed	DMRT2	38.6136
DMRT3	7.9905	DMRT3	85.1323
removed	removed	DMRTA1	52.2955
removed	removed	DMRTC1B	8.8173
DMTF1	939.6271	DMTF1	1142.9918
DMWD	184.966	DMWD	315.9015
DMXL1	555.1938	DMXL1	1565.5214
DMXL2	769.1625	DMXL2	639.4041
DNA2	279.9645	DNA2	34.661
DNAH10	31.6662	DNAH10	14.5941
removed	removed	DNAH11	7.7288
DNAH12	9.1743	removed	removed
DNAH14	266.9429	DNAH14	65.3694
DNAH17	35.7739	DNAH17	17.9386
DNAH1	198.5795	DNAH1	287.9295
DNAH2	45.2797	DNAH2	76.315
DNAH5	95.8864	DNAH5	266.9504
DNAH6	7.1027	DNAH6	88.7808
DNAH7	13.3175	DNAH7	63.2411
DNAH8	12.1338	removed	removed
removed	removed	DNAH9	41.654
DNAJA1	4453.3886	DNAJA1	3375.7981
DNAJA2	1538.029	DNAJA2	1826.695
DNAJA3	1238.5321	DNAJA3	798.419
DNAJA4	2073.6904	DNAJA4	785.6491
DNAJB11	1492.1574	DNAJB11	838.2487
DNAJB12	985.2027	DNAJB12	1155.9745
DNAJB14	292.6901	DNAJB14	503.4965
DNAJB1	5185.5579	DNAJB1	2914.5637
DNAJB2	3079.9053	DNAJB2	1156.8866
DNAJB4	366.6765	DNAJB4	1009.7294
DNAJB5	82.2729	DNAJB5	191.8516
DNAJB6	1897.6028	DNAJB6	1657.9507
DNAJB9	826.5759	DNAJB9	993.6151
DNAJC10	2814.7381	DNAJC10	3092.7334
DNAJC11	1281.6247	DNAJC11	883.3262
DNAJC12	81.9769	DNAJC12	148.3734
DNAJC13	2029.2986	DNAJC13	1935.8468
DNAJC14	1934.2172	DNAJC14	1107.0781
DNAJC15	881.3258	DNAJC15	908.7869
DNAJC16	684.818	DNAJC16	903.6181
DNAJC17	219.2956	DNAJC17	189.7233
DNAJC18	98.2539	DNAJC18	254.1806
DNAJC19	652.264	DNAJC19	456.6738
DNAJC1	917.1352	DNAJC1	568.8659
DNAJC21	1314.8861	DNAJC21	1297.6589
DNAJC22	107.1323	DNAJC22	35.2691
DNAJC24	350.0562	DNAJC24	406.3059
DNAJC25	156.5552	DNAJC25	223.7762
DNAJC27	121.3377	DNAJC27	262.3898
DNAJC28	38.177	DNAJC28	45.9106
DNAJC2	943.7526	DNAJC2	585.2478
DNAJC30	231.1335	DNAJC30	249.924
DNAJC3	1767.6827	DNAJC3	2814.8373
DNAJC4	331.8289	DNAJC4	394.734
DNAJC5B	52.9743	DNAJC5B	8.8173
DNAJC5	1691.0328	DNAJC5	1563.6972
DNAJC6	155.0755	DNAJC6	100.6385
DNAJC7	1674.1965	DNAJC7	1369.1183
DNAJC8	2135.839	DNAJC8	1968.3794
DNAJC9	1469.9615	DNAJC9	437.519
DNAL1	163.066	DNAL1	413.1955
DNAL4	161.5863	DNAL4	314.0772
DNALI1	696.6558	DNALI1	431.1341
DNASE1L1	346.4812	DNASE1L1	443.5269
DNASE1L2	5.327	removed	removed
DNASE1L3	27.5229	DNASE1L3	135.9076
DNASE1	56.5256	DNASE1	49.8632
DNASE2B	5.9189	DNASE2B	21.8912
DNASE2	2472.921	DNASE2	859.8358
DND1	49.9497	DND1	44.4086
removed	removed	DNER	66.5856
DNHD1	225.5105	DNHD1	227.1207
DNLZ	40.2486	DNLZ	44.6944
DNM1L	2254.5132	DNM1L	1862.2682
DNM1P35	38.4729	DNM1P35	13.0739
DNM1	116.3066	DNM1	400.1216
DNM2	3504.9186	DNM2	1473.2502
DNM3	41.4324	DNM3	186.6829
DNMBP	246.1882	DNMBP	941.5415
DNMT1	6201.5389	DNMT1	1131.3469
DNMT3A	497.4845	DNMT3A	349.0423
DNMT3B	277.301	DNMT3B	62.633
DNPEP	2884.8772	DNPEP	1162.3594
DNTTIP1	417.8751	DNTTIP1	309.5166
DNTTIP2	2410.7724	DNTTIP2	1505.0167
DOC2A	22.6724	DOC2A	16.5856
DOC2B	9.4703	DOC2B	114.0164
DOCK10	1223.4389	DOCK10	975.3725
DOCK11	682.7464	DOCK11	2038.9176
DOCK1	959.1595	DOCK1	3370.9334
DOCK2	1678.8991	DOCK2	694.132
DOCK3	28.7067	DOCK3	22.1952
DOCK4	575.6141	DOCK4	968.6835
DOCK5	242.0835	DOCK5	361.8121
DOCK6	1062.7405	DOCK6	1001.5202
DOCK7	1067.4756	DOCK7	1454.5455
DOCK8	2216.3362	DOCK8	1658.5588
DOCK9	885.765	DOCK9	3428.0936
DOHH	82.2729	DOHH	42.5661
DOK1	424.09	DOK1	200.0608
DOK2	225.8065	DOK2	195.5002
DOK3	465.8183	DOK3	145.0289
DOK4	96.1823	DOK4	354.8191
DOK5	25.4513	DOK5	72.0584
DOK6	13.3175	DOK6	49.5591
DOK7	48.2391	DOK7	6.0809
DOLK	375.8508	DOLK	364.8525
DOLPP1	337.6739	DOLPP1	211.6145
DOM3Z	142.628	DOM3Z	132.8702
DONSON	410.6748	DONSON	117.8778
DOPEY1	629.7662	DOPEY1	1170.8209
DOPEY2	1129.3282	DOPEY2	591.0611
DOT1L	316.9547	DOT1L	312.5448
DPAGT1	1768.3102	DPAGT1	851.9824
DPCD	435.4365	DPCD	157.0386
DPEP1	40.2486	DPEP1	8.8173
DPEP2	56.2297	DPEP2	51.6874
DPF2	2036.9932	DPF2	1107.3275
DPF3	29.5946	DPF3	29.4922
DPH1	392.6724	DPH1	450.7145
DPH2	632.1397	DPH2	388.2639
DPH3B	25.4513	DPH3B	20.0669
DPH3	707.3099	DPH3	912.7394
DPH5	428.0468	DPH5	442.0797
DPM1	703.7585	DPM1	525.0836
DPM2	477.6561	DPM2	410.4591
DPM3	136.135	DPM3	141.0763
DPP3	885.1731	DPP3	430.526
DPP4	286.1793	DPP4	494.6792
removed	removed	DPP6	160.8392
DPP7	585.3803	DPP7	681.6662
DPP8	481.2075	DPP8	736.09
DPP9	853.8029	DPP9	749.1639
DPPA4	9.1743	removed	removed
DPT	696.9518	DPT	9736.6981
DPY19L1	323.7644	DPY19L1	654.6063
removed	removed	DPY19L2P1	7.6011
DPY19L2P2	10.654	DPY19L2P2	12.7698
removed	removed	DPY19L2P4	94.2536
DPY19L2	11.8378	DPY19L2	157.7987
DPY19L3	667.3572	DPY19L3	545.7586
DPY19L4	952.6487	DPY19L4	1007.9051
DPY30	740.0296	DPY30	480.3375
DPYD	672.9802	DPYD	1487.6862
DPYSL2	1323.4685	DPYSL2	7262.3898
DPYSL3	1567.9195	DPYSL3	5300.0912
removed	removed	DPYSL4	25.5397
DQX1	8.2865	removed	removed
DR1	2337.9698	DR1	1342.9614
DRAM1	924.2379	DRAM1	943.7519
DRAM2	812.9624	DRAM2	1220.7358
DRAP1	1760.5801	DRAP1	443.2958
removed	removed	DRD1	7.6011
removed	removed	DRD2	51.6874
DRG1	795.7976	DRG1	1019.1548
DRG2	562.5925	DRG2	542.7182
DRP2	8.2865	removed	removed
DSC1	20.7162	DSC1	41.3956
DSC2	733.945	DSC2	1792.6421
DSC3	8.5824	DSC3	1673.761
DSCAML1	9.4703	DSCAML1	44.9985
removed	removed	DSCAM	14.2901
DSCC1	540.6925	DSCC1	99.4223
DSCR3	937.2595	DSCR3	1069.322
DSCR6	131.6958	removed	removed
DSEL	68.6594	DSEL	525.6917
DSE	676.055	DSE	1469.8601
removed	removed	DSG1	307.9964
DSG2	2160.9914	DSG2	5285.4545
removed	removed	DSG3	1132.8671
DSN1	659.9586	DSN1	249.6199
DSP	16867.7123	DSP	11456.6738
DSTN	9228.7659	DSTN	10350.5625
DSTYK	1837.5259	DSTYK	1014.2901
DST	1646.937	DST	27514.4421
DTD1	434.1521	DTD1	445.7282
DTHD1	13.3175	removed	removed
DTL	964.7825	DTL	77.8352
DTNA	137.0228	DTNA	826.695
DTNBP1	1300.6807	DTNBP1	297.9629
DTNB	456.348	DTNB	515.6583
DTWD1	263.6875	DTWD1	692.3077
DTWD2	131.3998	DTWD2	235.938
DTX1	40.5445	DTX1	391.9124
DTX2	448.0616	DTX2	229.249
DTX3L	5598.5499	DTX3L	4689.7081
DTX3	194.4362	DTX3	414.1076
DTX4	536.5493	DTX4	924.2931
DTYMK	754.3652	DTYMK	200.3649
DULLARD	1552.5303	DULLARD	1633.3232
DUOX1	14.5013	DUOX1	196.4123
removed	removed	DUOX2	32.2286
removed	removed	DUOXA1	29.9331
DUS1L	2181.1187	DUS1L	648.5254
DUS2L	202.4268	DUS2L	127.0903
DUS3L	88.4877	DUS3L	108.8477
DUS4L	270.8642	DUS4L	148.7139
DUSP10	440.6629	DUSP10	148.0693
DUSP11	493.9331	DUSP11	532.6847
DUSP12	414.6197	DUSP12	260.2615
DUSP13	13.3175	removed	removed
DUSP14	521.1601	DUSP14	450.2888
DUSP15	60.9648	DUSP15	16.4184
DUSP16	2538.029	DUSP16	1845.2417
DUSP18	79.0086	DUSP18	153.5421
DUSP19	53.2702	DUSP19	135.9076
DUSP1	915.9515	DUSP1	11584.3721
DUSP22	1186.1497	DUSP22	1417.4521
DUSP23	286.1793	DUSP23	350.2584
DUSP27	23.3797	DUSP27	17.3305
DUSP28	143.5336	DUSP28	66.2815
DUSP2	298.3131	DUSP2	103.6789
DUSP3	1856.4664	DUSP3	2361.5081
DUSP4	227.2862	DUSP4	505.6248
DUSP5P	10.95	DUSP5P	6.0809
DUSP5	1868.8961	DUSP5	595.3177
DUSP6	469.9615	DUSP6	3744.9073
DUSP7	663.214	DUSP7	824.2627
DUSP8	364.6049	DUSP8	126.4822
DUT	1009.269	DUT	810.0638
DVL1	612.3113	DVL1	332.6239
DVL2	354.5428	DVL2	479.7811
DVL3	2377.3306	DVL3	1592.5813
DVWA	5.327	removed	removed
DYDC2	16.573	removed	removed
DYM	554.8979	DYM	828.2153
DYNC1H1	9108.3161	DYNC1H1	10381.2709
removed	removed	DYNC1I1	108.5436
DYNC1I2	2798.4611	DYNC1I2	2177.2575
DYNC1LI1	1234.3889	DYNC1LI1	798.1149
DYNC1LI2	1964.4865	DYNC1LI2	4217.3913
DYNC2H1	101.8053	DYNC2H1	793.8583
DYNC2LI1	187.6295	DYNC2LI1	447.8565
DYNLL1	4651.0802	DYNLL1	2978.1088
DYNLL2	1912.4001	DYNLL2	1501.9763
DYNLRB1	1868.6002	DYNLRB1	1612.6482
removed	removed	DYNLRB2	26.1478
DYNLT1	2075.4661	DYNLT1	967.7714
DYNLT3	934.596	DYNLT3	892.0645
DYRK1A	1614.6789	DYRK1A	2084.8282
DYRK1B	126.0728	DYRK1B	298.571
DYRK2	835.4543	DYRK2	682.5783
