gene_id	TCGA-BH-A0DO-01B-11R-A12D-07	gene_id	TCGA-BH-A0DO-11A-22R-A12D-07
RPS25	11202.7027	RPS25	15843.0099
RPS26	638.057	RPS26	896.4859
RPS27A	10088.7509	RPS27A	20335.3705
RPS27L	746.8955	RPS27L	1097.0206
RPS27	197.2243	RPS27	179.5264
removed	removed	RPS28	6.1115
RPS29	5239.9562	RPS29	9586.3254
removed	removed	RPS2P32	7.2574
RPS2	15620.1607	RPS2	21125.2865
RPS3A	6389.3353	RPS3A	11798.3193
RPS3	21551.1322	RPS3	34069.9007
RPS4X	43965.3031	RPS4X	67769.2895
RPS5	11495.252	RPS5	18064.1711
RPS6KA1	1041.6362	RPS6KA1	902.5974
RPS6KA2	783.7838	RPS6KA2	1062.2613
RPS6KA3	628.9262	RPS6KA3	1540.4889
RPS6KA4	478.0862	RPS6KA4	388.0825
RPS6KA5	470.0511	RPS6KA5	711.6119
RPS6KA6	77.794	RPS6KA6	89.3812
RPS6KB1	1008.7655	RPS6KB1	1048.8923
RPS6KB2	453.6158	RPS6KB2	333.0787
RPS6KC1	753.4697	RPS6KC1	514.8969
RPS6KL1	127.1001	RPS6KL1	134.0718
RPS6	28380.2045	RPS6	55301.3751
RPS7	4340.0292	RPS7	8858.6707
RPS8	18457.6333	RPS8	32570.6646
RPS9	9342.2206	RPS9	15446.5241
RPSAP58	6512.0526	RPSAP58	11429.3354
RPSAP9	9.1308	RPSAP9	17.9526
RPSA	4905.7706	RPSA	7860.5806
RPTOR	773.5537	RPTOR	882.3529
RPUSD1	528.8532	RPUSD1	285.7143
RPUSD2	140.2484	RPUSD2	220.3972
RPUSD3	247.9912	RPUSD3	342.246
RPUSD4	544.5581	RPUSD4	603.1322
RQCD1	190.2849	RQCD1	210.848
RRAD	17.531	RRAD	42.7807
RRAGA	1631.4828	RRAGA	1998.4721
RRAGB	331.9942	RRAGB	344.9198
RRAGC	365.5953	RRAGC	423.8388
RRAGD	156.6837	RRAGD	863.2544
RRAS2	155.9533	RRAS2	481.2834
RRAS	692.111	RRAS	599.6944
RRBP1	3341.4901	RRBP1	3897.2498
RREB1	1914.5362	RREB1	1472.4981
RRH	8.0351	removed	removed
RRM1	2149.0139	RRM1	1624.1406
RRM2B	691.3806	RRM2B	878.9152
RRM2	193.572	RRM2	82.8877
RRN3P1	10.5917	RRN3P1	52.33
RRN3P2	9.1308	RRN3P2	6.1115
RRN3P3	52.8123	RRN3P3	57.6509
RRN3	1705.9898	RRN3	1513.369
RRP12	742.878	RRP12	640.1833
RRP15	612.8561	RRP15	701.6807
RRP1B	819.2111	RRP1B	1164.2475
RRP1	348.4295	RRP1	354.4691
RRP7A	582.9072	RRP7A	626.4324
RRP7B	109.9233	RRP7B	132.2116
RRP8	363.4039	RRP8	244.0794
RRP9	277.2096	RRP9	270.0535
RRS1	256.7568	RRS1	326.2032
RSAD1	785.2447	RSAD1	779.2208
RSAD2	124.1782	RSAD2	105.424
RSBN1L	891.3952	RSBN1L	616.4591
RSBN1	785.2447	RSBN1	1060.3514
RSC1A1	436.2089	RSC1A1	344.194
RSF1	1226.4427	RSF1	1098.1665
RSL1D1	5229.3645	RSL1D1	6892.2842
RSL24D1	2266.2527	RSL24D1	3383.1169
RSPH1	150.84	RSPH1	53.094
RSPH3	230.4602	RSPH3	181.8182
RSPH4A	20.8181	RSPH4A	36.2872
removed	removed	RSPH9	10.6952
RSPO1	12.7831	RSPO1	317.0359
RSPO3	86.1943	RSPO3	313.2162
RSPO4	6.5741	RSPO4	9.1673
RSPRY1	414.9014	RSPRY1	475.5539
RSRC1	288.5318	RSRC1	256.3025
RSRC2	1447.7721	RSRC2	1457.9832
RSU1	1029.5836	RSU1	1700.9167
RTCD1	671.6581	RTCD1	416.7303
RTEL1	295.0365	RTEL1	296.6348
RTF1	2170.5625	RTF1	2065.699
RTKN2	76.3331	RTKN2	40.4889
RTKN	581.0811	RTKN	474.026
RTN1	202.3375	RTN1	444.2322
RTN2	302.0453	RTN2	404.1253
RTN3	6047.1147	RTN3	5893.4301
RTN4IP1	99.3426	RTN4IP1	165.7754
RTN4RL1	1317.0197	RTN4RL1	508.4034
RTN4RL2	73.7765	RTN4RL2	17.1887
RTN4R	83.6377	RTN4R	32.0856
RTN4	8124.5435	RTN4	8274.2552
RTP4	57.7064	RTP4	146.2949
RTTN	294.7407	RTTN	378.5332
RUFY1	1389.7005	RUFY1	1014.1329
RUFY2	528.8532	RUFY2	478.9916
RUFY3	886.7787	RUFY3	852.5592
removed	removed	RUFY4	5.7296
RUNDC1	1630.7524	RUNDC1	904.1253
RUNDC2A	69.7589	RUNDC2A	77.9221
RUNDC2C	36.2564	RUNDC2C	32.1314
RUNDC3A	9.1308	removed	removed
RUNDC3B	36.523	RUNDC3B	145.149
RUNX1T1	61.3587	RUNX1T1	150.8785
RUNX1	6943.7546	RUNX1	5164.2475
RUNX2	281.5924	RUNX2	219.6333
RUNX3	231.9211	RUNX3	630.6341
RUSC1	973.7034	RUSC1	452.2536
RUSC2	517.531	RUSC2	1027.1199
RUVBL1	600.9606	RUVBL1	593.4301
RUVBL2	1250.1826	RUVBL2	1020.2445
RWDD1	728.9993	RWDD1	921.696
RWDD2A	220.2337	RWDD2A	117.6471
RWDD2B	402.1183	RWDD2B	455.3094
RWDD3	226.8079	RWDD3	320.8556
RWDD4A	440.8327	RWDD4A	655.4622
RXRA	1784.149	RXRA	1826.5852
RXRB	970.0511	RXRB	1020.2445
removed	removed	RXRG	11.4591
RYBP	1601.534	RYBP	1582.8877
RYK	1494.1563	RYK	2191.3675
RYR1	67.2023	RYR1	307.1047
RYR2	249.8174	RYR2	25.2101
RYR3	35.7925	RYR3	192.5134
S100A10	1152.3009	S100A10	2333.0787
S100A11	6579.2549	S100A11	3613.0634
S100A13	863.4039	S100A13	1217.3415
S100A14	1493.7911	S100A14	853.7051
S100A16	1745.4346	S100A16	1923.6058
S100A1	283.4186	S100A1	1142.8571
S100A2	11.3221	S100A2	66.081
removed	removed	S100A3	6.4935
S100A4	502.1914	S100A4	1921.696
S100A6	2855.0037	S100A6	8094.3468
S100A7A	22.279	removed	removed
S100A7	150.4748	removed	removed
S100A8	24.4704	S100A8	25.974
S100A9	308.6194	S100A9	96.2567
S100B	151.5705	S100B	493.1245
S100PBP	648.2834	S100PBP	579.45
removed	removed	S100P	5.7296
S1PR1	542.3667	S1PR1	1073.3384
S1PR2	201.607	S1PR2	486.631
S1PR3	1045.2228	S1PR3	881.5355
S1PR4	17.1658	S1PR4	21.0084
S1PR5	12.0526	S1PR5	21.0084
SAA1	1746.5303	SAA1	4943.0863
SAA2	1610.6647	SAA2	1934.683
SAA4	32.8707	SAA4	59.2055
SAAL1	323.2286	SAAL1	210.466
SAC3D1	107.3776	SAC3D1	77.5401
SACM1L	1113.2213	SACM1L	1082.8877
SACS	445.5807	SACS	1440.4125
SAE1	1571.2199	SAE1	1171.8869
SAFB2	1020.0877	SAFB2	959.1291
SAFB	1302.0453	SAFB	1173.7968
SALL1	24.8356	SALL1	61.1154
SALL2	662.8926	SALL2	796.0275
SALL4	21.1833	SALL4	6.1115
SAMD10	107.3776	SAMD10	122.2307
SAMD11	51.355	removed	removed
SAMD12	735.5734	SAMD12	522.1543
SAMD13	8.4003	SAMD13	43.1627
SAMD14	8.7655	removed	removed
SAMD1	284.149	SAMD1	141.7112
SAMD3	5.8437	SAMD3	21.3904
SAMD4A	189.1892	SAMD4A	578.686
SAMD4B	1768.0789	SAMD4B	1682.2002
SAMD5	307.889	SAMD5	1190.9855
SAMD8	189.1892	SAMD8	163.4836
SAMD9L	1248.7217	SAMD9L	642.0932
SAMD9	586.9248	SAMD9	451.4897
SAMHD1	376.5814	SAMHD1	551.696
SAMM50	989.4083	SAMM50	1152.4064
SAMSN1	80.3506	SAMSN1	79.068
SAP130	955.4419	SAP130	742.9335
SAP18	2299.4887	SAP18	2388.8464
SAP30BP	841.4901	SAP30BP	843.0099
SAP30L	1116.5084	SAP30L	1897.2498
SAP30	258.2177	SAP30	85.1795
SAPS1	1748.3565	SAPS1	1122.6127
SAPS2	1307.889	SAPS2	1041.2529
SAPS3	3462.7465	SAPS3	2438.5027
SAR1A	3085.0986	SAR1A	2655.4622
SAR1B	593.8641	SAR1B	399.5416
SARDH	104.821	SARDH	120.7028
SARM1	150.2995	SARM1	486.1039
SARNP	588.55	SARNP	594.1482
SARS2	351.0701	SARS2	336.5164
SARS	2427.3192	SARS	2577.1581
SART1	978.0862	SART1	878.9152
SART3	1241.7823	SART3	1372.0397
SASH1	2446.6764	SASH1	3513.369
SASH3	199.0504	SASH3	252.1008
SASS6	227.9036	SASS6	167.6853
SAT1	3619.4302	SAT1	1703.9725
SAT2	330.168	SAT2	621.8487
SATB1	359.0212	SATB1	1215.4316
SATB2	62.0891	SATB2	71.8105
SATL1	39.8101	SATL1	38.961
SAV1	1499.2695	SAV1	2747.1352
SBDSP1	459.4595	SBDSP1	468.6784
SBDS	1489.7736	SBDS	2361.3445
SBF1	1085.0986	SBF1	1315.1261
SBF2	2324.496	SBF2	1654.4652
SBK1	564.6457	SBK1	222.3071
SBNO1	581.0811	SBNO1	712.3759
SBNO2	2490.8692	SBNO2	1143.6211
SC4MOL	1349.16	SC4MOL	1281.5126
SC5DL	1844.7772	SC5DL	1671.8869
SC65	397.3703	SC65	275.783
SCAF1	1650.4748	SCAF1	970.9702
SCAI	342.9511	SCAI	488.5409
SCAMP1	2008.7655	SCAMP1	1830.0229
SCAMP2	2431.702	SCAMP2	2135.9817
SCAMP3	1884.2221	SCAMP3	980.5195
SCAMP4	2859.0212	SCAMP4	1591.2911
SCAMP5	413.4405	SCAMP5	464.0947
SCAND1	296.2016	SCAND1	300.9931
SCAND2	332.7246	SCAND2	334.9885
SCAND3	94.9598	SCAND3	148.2047
SCAPER	422.206	SCAPER	632.5439
SCAP	1749.4741	SCAP	1908.0825
SCARA3	1537.6187	SCARA3	2406.0351
SCARA5	75.2374	SCARA5	1027.5019
SCARB1	982.469	SCARB1	2217.7235
SCARB2	7040.9058	SCARB2	8228.8006
SCARF1	138.7874	SCARF1	151.2605
SCARF2	208.5464	SCARF2	164.2475
SCARNA10	5.4785	SCARNA10	6.8755
SCCPDH	2840.0292	SCCPDH	867.0741
SCD5	465.6684	SCD5	367.0741
SCD	4254.2001	SCD	18120.7028
SCFD1	1193.572	SCFD1	1095.8747
SCFD2	342.5858	SCFD2	400.3056
SCG2	29.5836	removed	removed
removed	removed	SCG3	27.5019
SCG5	95.3251	SCG5	170.3591
SCGB1D2	277.5749	SCGB1D2	2894.958
SCGB2A1	23.74	SCGB2A1	395.34
SCGB2A2	1785.6099	SCGB2A2	11208.9381
SCGB3A1	100.073	SCGB3A1	681.4362
SCHIP1	156.3185	SCHIP1	320.6226
SCIN	6267.3667	SCIN	43.9267
SCLT1	135.1351	SCLT1	177.9985
SCLY	193.74	SCLY	150.1146
SCMH1	1014.6092	SCMH1	1312.0703
SCML1	75.9679	SCML1	199.0069
SCML2	31.775	SCML2	52.33
SCML4	10.2264	SCML4	44.6906
removed	removed	SCN11A	11.4591
SCN1B	80.7159	SCN1B	82.1238
SCN2A	153.7619	SCN2A	304.8128
SCN2B	62.0891	SCN2B	177.9985
SCN3A	95.6903	SCN3A	288.3881
SCN3B	39.0796	SCN3B	116.1192
SCN4A	51.8627	SCN4A	181.8182
SCN4B	539.4449	SCN4B	1129.1062
SCN5A	25.5661	SCN5A	114.5913
SCN7A	41.6362	SCN7A	116.5011
SCN8A	39.0796	SCN8A	106.1879
SCN9A	9.8612	SCN9A	36.2872
SCNM1	377.2827	SCNM1	296.7914
SCNN1A	6211.103	SCNN1A	1894.194
SCNN1B	195.7633	SCNN1B	357.9068
SCNN1D	62.4543	SCNN1D	41.6348
SCNN1G	98.6121	SCNN1G	227.6547
SCO1	510.2264	SCO1	388.0825
SCO2	427.3192	SCO2	233.0023
SCOC	2097.8817	SCOC	1932.3911
SCP2	3380.935	SCP2	3059.2055
SCPEP1	2306.0628	SCPEP1	4300.9931
SCRG1	16.8006	SCRG1	20.2445
SCRIB	1113.2213	SCRIB	1001.5279
SCRN1	737.3996	SCRN1	1551.9481
SCRN2	528.4879	SCRN2	828.877
SCRN3	367.7867	SCRN3	356.7609
SCUBE1	1203.0679	SCUBE1	89.7632
SCUBE2	22654.1271	SCUBE2	3178.3804
SCUBE3	64.6457	SCUBE3	12.987
SCYL1	2234.8758	SCYL1	1328.9458
SCYL2	1140.9788	SCYL2	1079.8319
SCYL3	966.7896	SCYL3	600.6646
SDAD1	1058.802	SDAD1	1166.9213
SDC1	2921.1103	SDC1	2514.1329
SDC2	1020.8181	SDC2	1705.1184
SDC3	3001.0957	SDC3	3791.8258
SDC4	8515.3397	SDC4	7998.0901
SDCBP2	47.889	SDCBP2	47.5516
SDCBP	2818.4806	SDCBP	3014.5149
SDCCAG1	936.0847	SDCCAG1	992.7426
SDCCAG3	460.9204	SDCCAG3	407.945
SDCCAG8	603.7253	SDCCAG8	563.7892
SDF2L1	212.9291	SDF2L1	155.4622
SDF2	752.374	SDF2	613.4454
SDF4	2119.065	SDF4	1614.9733
SDHAF1	226.4427	SDHAF1	199.0069
SDHAF2	703.4332	SDHAF2	558.0596
SDHAP1	163.9883	SDHAP1	185.2559
SDHAP2	117.9693	SDHAP2	172.6509
SDHAP3	134.4047	SDHAP3	121.0848
SDHA	1754.5654	SDHA	1749.0451
SDHB	1092.038	SDHB	1017.5707
SDHC	2427.6844	SDHC	1619.5569
SDHD	1958.3638	SDHD	1754.3927
SDK1	128.9262	SDK1	448.4339
SDK2	230.4602	SDK2	722.3071
SDPR	449.233	SDPR	1973.644
SDR16C5	213.6596	SDR16C5	75.6303
SDR39U1	417.1549	SDR39U1	592.395
SDR42E1	210.7378	SDR42E1	286.4782
SDSL	257.122	SDSL	115.3552
SDS	40.5405	SDS	13.751
SEC11A	1966.7641	SEC11A	2090.5271
SEC11C	639.8831	SEC11C	949.5798
SEC13	1617.6041	SEC13	1211.6119
SEC14L1	1114.6822	SEC14L1	2217.7235
SEC14L2	4437.4982	SEC14L2	1283.8197
SEC14L5	241.7823	SEC14L5	132.5439
SEC16A	6263.6961	SEC16A	3651.6425
SEC16B	395.7268	SEC16B	246.7838
removed	removed	SEC1	11.8411
SEC22A	340.7597	SEC22A	342.628
SEC22B	1654.4923	SEC22B	1290.2979
SEC22C	760.4091	SEC22C	834.9885
SEC23A	904.6749	SEC23A	1081.3598
SEC23B	2324.3243	SEC23B	1626.0504
SEC23IP	1976.26	SEC23IP	1187.1658
SEC24A	985.0256	SEC24A	940.7945
SEC24B	1452.5201	SEC24B	1706.2643
SEC24C	3254.5654	SEC24C	2852.9412
SEC24D	2037.9839	SEC24D	1142.0932
SEC31A	5292.3375	SEC31A	4213.2773
SEC31B	83.3674	SEC31B	174.7861
SEC61A1	7680.7268	SEC61A1	6451.7265
SEC61A2	97.7246	SEC61A2	97.0779
SEC61B	1050.4018	SEC61B	946.5241
SEC61G	745.0694	SEC61G	521.0084
SEC62	3994.1563	SEC62	3942.7044
SEC63	3046.7495	SEC63	3383.1169
SECISBP2L	3494.8868	SECISBP2L	2117.6471
SECISBP2	1296.9321	SECISBP2	1125.2865
SECTM1	466.3988	SECTM1	158.518
SEH1L	752.0088	SEH1L	855.233
SEL1L3	381.6654	SEL1L3	736.0581
SEL1L	6089.1161	SEL1L	3984.7212
SELENBP1	8070.8546	SELENBP1	3467.9144
SELE	173.4843	SELE	81.3598
SELK	356.4646	SELK	420.932
SELL	221.3294	SELL	65.699
SELM	2027.027	SELM	983.9572
SELO	358.2907	SELO	279.6028
SELPLG	289.2622	SELPLG	409.4729
SELP	165.084	SELP	355.9969
SELS	952.5201	SELS	652.0244
SELT	2081.4463	SELT	1699.7708
SEMA3A	18.2615	SEMA3A	60.3514
SEMA3B	149.3791	SEMA3B	150.1146
SEMA3C	8558.0716	SEMA3C	9213.1398
SEMA3D	41.6362	SEMA3D	597.7846
SEMA3E	601.1687	SEMA3E	560.7334
SEMA3F	2089.4814	SEMA3F	770.4354
SEMA3G	577.4288	SEMA3G	1404.1253
SEMA4A	1017.8963	SEMA4A	900.3056
SEMA4B	3948.1373	SEMA4B	2415.5844
SEMA4C	986.8517	SEMA4C	1132.9259
SEMA4D	464.9379	SEMA4D	723.071
SEMA4F	254.9306	SEMA4F	276.547
SEMA4G	169.8064	SEMA4G	235.3514
SEMA5A	1452.5201	SEMA5A	3837.6623
SEMA5B	23.0095	SEMA5B	8.4034
SEMA6A	1336.3769	SEMA6A	1112.6814
SEMA6B	208.1812	SEMA6B	135.9817
SEMA6C	179.6932	SEMA6C	298.7013
SEMA6D	341.1249	SEMA6D	1116.1192
SEMA7A	69.7589	SEMA7A	51.1841
SENP1	496.3477	SENP1	574.8663
SENP2	864.4996	SENP2	959.1291
SENP3	797.4251	SENP3	871.9595
SENP5	667.6406	SENP5	757.8304
SENP6	2125.6392	SENP6	2362.4905
SENP7	361.2126	SENP7	609.2437
SENP8	63.9153	SENP8	71.8105
SEP15	3474.0687	SEP15	3111.9175
SEPHS1	929.8758	SEPHS1	1214.6677
SEPHS2	2559.8977	SEPHS2	1543.1627
SEPN1	4839.2988	SEPN1	3830.7869
SEPP1	6035.4675	SEPP1	18323.751
SEPSECS	375.0913	SEPSECS	495.0344
SEPT10	1668.7363	SEPT10	2949.1979
SEPT11	1994.8868	SEPT11	1636.7456
SEPT1	69.0285	SEPT1	116.5011
SEPT2	9333.4551	SEPT2	8033.9954
SEPT3	55.8802	SEPT3	190.9855
SEPT4	296.9321	SEPT4	423.9878
SEPT5	604.0906	SEPT5	685.6379
SEPT6	898.466	SEPT6	903.3613
SEPT7P2	220.2337	SEPT7P2	187.5477
SEPT7	3170.1972	SEPT7	3242.1696
SEPT8	2969.6749	SEPT8	1395.1108
SEPT9	4354.2732	SEPT9	5157.754
SEPW1	1606.6472	SEPW1	1933.1551
SEPX1	307.5237	SEPX1	240.6417
SERAC1	199.0504	SERAC1	272.3453
SERBP1	4735.5734	SERBP1	6876.2414
SERF1A	392.6224	SERF1A	499.2361
SERF2	4872.8671	SERF2	4163.2964
SERGEF	583.2725	SERGEF	328.877
SERHL2	306.439	SERHL2	213.4721
SERHL	285.2447	SERHL	273.1092
SERINC1	8438.6413	SERINC1	8205.5004
SERINC2	3092.038	SERINC2	2435.4469
SERINC3	2756.3915	SERINC3	3125.6684
removed	removed	SERINC4	5.5348
SERINC5	220.2337	SERINC5	314.7441
SERP1	4823.8897	SERP1	4336.1574
SERP2	73.4112	SERP2	82.8877
SERPINA11	288.897	SERPINA11	100.8403
SERPINA1	485.3908	SERPINA1	2785.3323
SERPINA3	86954.3462	SERPINA3	4777.6929
SERPINA4	16.8006	removed	removed
SERPINA5	750.1826	SERPINA5	988.9228
removed	removed	SERPINA6	161.9557
SERPINB1	845.5077	SERPINB1	937.7387
SERPINB5	379.1088	SERPINB5	1258.9763
SERPINB6	1429.8758	SERPINB6	1668.0672
SERPINB8	172.3886	SERPINB8	208.9381
SERPINB9	171.6581	SERPINB9	298.7013
SERPINC1	6.5741	removed	removed
SERPINE1	1438.2761	SERPINE1	267.7617
SERPINE2	620.1607	SERPINE2	558.4416
SERPINF1	2057.7064	SERPINF1	3100.8403
SERPINF2	73.4112	SERPINF2	98.9305
SERPING1	4632.5785	SERPING1	9005.3476
SERPINH1	2351.7166	SERPINH1	1663.4836
SERPINI1	297.6625	SERPINI1	399.5416
SERTAD1	269.905	SERTAD1	400.6875
SERTAD2	1617.2389	SERTAD2	1825.0573
SERTAD3	925.8583	SERTAD3	733.0023
SERTAD4	195.0329	SERTAD4	498.8541
SESN1	654.4923	SESN1	998.8541
SESN2	214.3901	SESN2	279.9847
SESN3	245.4346	SESN3	399.9236
SESTD1	2055.515	SESTD1	1892.6662
SETBP1	2013.1483	SETBP1	1323.1474
SETD1A	1069.7589	SETD1A	1031.3216
SETD1B	1067.5676	SETD1B	1132.9259
SETD2	2532.8707	SETD2	2860.9626
SETD3	1222.4251	SETD3	1572.1925
SETD4	340.7597	SETD4	427.8075
SETD5	2783.4186	SETD5	3138.2735
SETD6	284.7663	SETD6	450.9396
SETD7	2780.8619	SETD7	3071.4286
SETD8	651.2053	SETD8	728.4186
SETDB1	1342.2206	SETDB1	1131.016
SETDB2	334.5508	SETDB2	624.9045
SETMAR	600.4383	SETMAR	786.0963
removed	removed	SETX	2726.1268
SET	5411.6143	SET	6425.8976
SEZ6L2	2334.916	SEZ6L2	700.5348
SEZ6L	21.1833	removed	removed
SF1	4814.8283	SF1	5156.9901
SF3A1	3276.7969	SF3A1	4118.3499
SF3A2	1149.3791	SF3A2	1412.1467
SF3A3	1467.8598	SF3A3	1849.5034
SF3B14	1076.3331	SF3B14	1072.5745
SF3B1	7994.5215	SF3B1	8491.5966
SF3B2	5398.8313	SF3B2	4366.3102
SF3B3	2407.2316	SF3B3	3634.8358
SF3B4	2631.8481	SF3B4	1539.343
SF3B5	1006.5741	SF3B5	1039.343
SF4	589.8466	SF4	413.2926
SFI1	752.7392	SFI1	419.0222
SFMBT1	462.3813	SFMBT1	401.0695
SFMBT2	172.0234	SFMBT2	253.6287
SFN	409.7882	SFN	582.5936
SFPQ	4004.2768	SFPQ	3387.3797
SFRP1	6739.2257	SFRP1	40974.7899
SFRP2	10501.0957	SFRP2	3507.2574
SFRP4	1311.176	SFRP4	867.838
SFRS11	3485.3908	SFRS11	3454.5455
SFRS12IP1	527.027	SFRS12IP1	739.1138
SFRS12	1762.6004	SFRS12	1553.094
SFRS13A	1854.6384	SFRS13A	1646.2949
SFRS13B	9.8612	SFRS13B	46.2185
SFRS14	1735.9715	SFRS14	1292.5936
SFRS15	919.2841	SFRS15	884.6448
SFRS16	504.748	SFRS16	419.7861
SFRS17A	620.1607	SFRS17A	634.0718
SFRS18	1769.1746	SFRS18	2860.5806
SFRS1	4513.1483	SFRS1	3480.5195
SFRS2B	1558.4368	SFRS2B	2092.055
SFRS2IP	3228.634	SFRS2IP	3888.8464
SFRS2	3064.2476	SFRS2	2910.5386
SFRS3	5908.3272	SFRS3	5254.0107
SFRS4	1414.9014	SFRS4	1398.3957
SFRS5	4578.8897	SFRS5	6779.6028
SFRS6	4842.5858	SFRS6	4859.0527
SFRS7	1971.8773	SFRS7	1887.3186
SFRS8	782.6881	SFRS8	1023.6822
SFRS9	1695.7633	SFRS9	1484.3392
SFT2D1	520.4529	SFT2D1	427.4255
SFT2D2	69.737	SFT2D2	117.2383
SFT2D3	341.8554	SFT2D3	406.4171
removed	removed	SFTPD	17.9526
SFXN1	528.4879	SFXN1	459.5111
SFXN2	620.5259	SFXN2	295.2636
SFXN3	550.0365	SFXN3	797.5554
SFXN4	355.3689	SFXN4	355.615
SFXN5	257.4872	SFXN5	221.5432
removed	removed	SGCA	8.7853
SGCB	580.7159	SGCB	1271.5814
SGCD	208.1812	SGCD	433.919
SGCE	418.5537	SGCE	1273.8732
SGCG	9.1308	SGCG	31.7036
SGEF	289.2622	SGEF	358.2888
SGIP1	54.7845	SGIP1	82.1238
SGK196	23.3747	SGK196	43.1627
SGK1	1158.1446	SGK1	2453.3995
SGK223	4395.9094	SGK223	881.207
SGK269	1141.7093	SGK269	1362.1085
SGK2	37.6187	SGK2	66.4629
SGK3	1215.7414	SGK3	977.1429
SGK494	35.0402	SGK494	40.4889
SGMS1	904.6749	SGMS1	584.0336
SGMS2	693.2067	SGMS2	433.369
SGOL1	16.8006	SGOL1	6.8755
SGOL2	158.5099	SGOL2	101.9862
SGPL1	3092.7684	SGPL1	1946.5241
SGPP1	231.5559	SGPP1	418.6402
SGPP2	10.5917	SGPP2	38.1971
SGSH	1087.29	SGSH	1077.1581
SGSM1	90.9423	SGSM1	247.8992
SGSM2	1481.008	SGSM2	1866.3102
SGSM3	1301.6801	SGSM3	1174.5607
SGTA	1672.0234	SGTA	1260.8862
SGTB	142.962	SGTB	246.9939
SH2B1	1042.3667	SH2B1	1076.3942
SH2B2	21.1833	SH2B2	10.6952
SH2B3	716.9467	SH2B3	830.4049
SH2D1A	23.3747	SH2D1A	34.3774
SH2D1B	7.3046	SH2D1B	8.4034
SH2D2A	68.6633	SH2D2A	41.2529
SH2D3A	409.4229	SH2D3A	417.8762
SH2D3C	269.905	SH2D3C	305.5768
SH2D4A	1262.2352	SH2D4A	213.9037
SH3BGRL2	608.8386	SH3BGRL2	1710.848
SH3BGRL3	2044.1928	SH3BGRL3	1538.5791
SH3BGRL	16746.523	SH3BGRL	4388.0519
SH3BGR	68.298	SH3BGR	224.217
SH3BP1	209.9927	SH3BP1	268.1131
SH3BP2	978.8167	SH3BP2	1879.2972
SH3BP4	3510.5917	SH3BP4	2920.55
SH3BP5L	951.4244	SH3BP5L	716.5775
SH3BP5	878.7546	SH3BP5	1591.6883
SH3D19	1357.5603	SH3D19	2466.0046
SH3GL1	1606.6472	SH3GL1	1096.6387
SH3GLB1	2764.0614	SH3GLB1	3877.3873
SH3GLB2	1333.4551	SH3GLB2	1439.2666
SH3KBP1	612.1256	SH3KBP1	767.7617
SH3PXD2A	2516.4354	SH3PXD2A	2167.3033
SH3PXD2B	1334.916	SH3PXD2B	1739.8778
SH3RF1	2600.8035	SH3RF1	1499.618
SH3RF2	214.7553	SH3RF2	688.3117
SH3RF3	101.8992	SH3RF3	164.6295
SH3TC1	224.6165	SH3TC1	168.4492
SH3TC2	28.1227	SH3TC2	114.5913
SH3YL1	1248.7217	SH3YL1	1867.4561
SHANK2	2291.0884	SHANK2	1947.67
SHANK3	510.2264	SHANK3	764.7059
SHARPIN	717.3119	SHARPIN	587.0894
SHB	608.1081	SHB	363.6364
SHC1	4254.5654	SHC1	2636.3636
SHC2	459.0942	SHC2	254.3927
removed	removed	SHC3	33.6134
SHC4	128.561	SHC4	118.793
SHCBP1	30.3141	SHCBP1	23.6822
SHE	336.7421	SHE	441.1765
SHFM1	945.5807	SHFM1	811.3063
SHF	121.2564	SHF	164.6295
SHISA2	301.6801	SHISA2	422.8419
removed	removed	SHISA3	7.2574
SHISA4	337.1074	SHISA4	213.1398
SHISA5	2323.5939	SHISA5	2161.5737
SHISA6	5.4785	removed	removed
SHISA9	42.3667	SHISA9	30.1757
SHKBP1	1125.6392	SHKBP1	551.1841
SHMT1	688.4405	SHMT1	1041.7341
SHMT2	1031.775	SHMT2	1139.8014
SHOC2	1475.1644	SHOC2	1343.7739
SHOX2	52.5931	SHOX2	80.2139
SHPK	318.0131	SHPK	306.3407
SHPRH	454.6202	SHPRH	803.9878
SHQ1	519.7224	SHQ1	407.1811
SHROOM1	12143.1702	SHROOM1	169.5951
SHROOM2	525.2009	SHROOM2	264.3239
SHROOM3	7134.0394	SHROOM3	4548.5103
SHROOM4	405.7706	SHROOM4	458.7471
SIAE	1772.0453	SIAE	803.3843
SIAH1	484.8722	SIAH1	722.7387
SIAH2	804.9671	SIAH2	637.5095
SIAH3	7.6698	removed	removed
SIDT1	839.664	SIDT1	385.4087
SIDT2	1327.385	SIDT2	1943.3766
SIGIRR	788.897	SIGIRR	333.4607
SIGLEC10	85.0986	SIGLEC10	91.2911
SIGLEC14	18.6267	SIGLEC14	14.1329
SIGLEC15	40.9058	SIGLEC15	15.6608
removed	removed	SIGLEC16	7.6394
SIGLEC1	37.2535	SIGLEC1	71.8105
SIGLEC5	12.0526	SIGLEC5	9.5493
SIGLEC6	7.3046	removed	removed
SIGLEC7	10.9569	SIGLEC7	8.7853
SIGLEC8	32.8707	SIGLEC8	24.4461
SIGLEC9	20.4529	SIGLEC9	17.9526
SIGLECP3	9.496	SIGLECP3	14.5149
SIGMAR1	909.4229	SIGMAR1	946.1421
SIK1	719.5033	SIK1	1902.9794
SIK2	1021.9138	SIK2	1730.3285
