gene_id	TCGA-E9-A1RF-01A-11R-A157-07	gene_id	TCGA-E9-A1RF-11A-32R-A157-07
SFMBT2	43.0066	SFMBT2	63.0016
SFN	1378.9431	SFN	8.1501
SFPQ	5323.369	SFPQ	2791.3965
SFRP1	145.0621	SFRP1	15181.7817
SFRP2	17179.4469	SFRP2	1995.9872
SFRP4	1000.4164	SFRP4	5094.3018
removed	removed	SFRP5	5.2167
SFRS11	2842.1929	SFRS11	2726.7255
SFRS12IP1	543.7268	SFRS12IP1	827.8491
SFRS12	1468.711	SFRS12	1319.0209
SFRS13A	1742.793	SFRS13A	1573.435
removed	removed	SFRS13B	6.0193
SFRS14	1464.6151	SFRS14	1012.4398
SFRS15	888.8039	SFRS15	776.4848
SFRS16	482.6301	SFRS16	95.9069
SFRS17A	658.0699	SFRS17A	373.1942
SFRS18	1120.2206	SFRS18	1960.2729
SFRS1	4957.3688	SFRS1	3782.1027
SFRS2B	694.9327	SFRS2B	1229.9358
SFRS2IP	2140.0924	SFRS2IP	3983.9486
SFRS2	3607.9808	SFRS2	2651.3965
SFRS3	5352.9617	SFRS3	4144.061
SFRS4	1710.026	SFRS4	1818.2183
SFRS5	4063.445	SFRS5	3519.2616
SFRS6	5428.0526	SFRS6	2444.6228
SFRS7	2029.5039	SFRS7	1759.6308
SFRS8	1081.6512	SFRS8	704.2536
SFRS9	3141.5328	SFRS9	972.3114
SFT2D1	391.8383	SFT2D1	541.7335
SFT2D2	107.1753	SFT2D2	87.0787
SFT2D3	261.7944	SFT2D3	306.5811
removed	removed	SFTA1P	16.0514
SFTPD	8.8744	SFTPD	9.2295
SFXN1	1678.283	SFXN1	360.3531
SFXN2	61.4381	SFXN2	51.3644
SFXN3	1260.8455	SFXN3	1470.7063
SFXN4	195.2365	SFXN4	315.8106
SFXN5	332.4482	SFXN5	65.8106
SGCA	6.1438	SGCA	70.626
SGCB	719.1666	SGCB	4774.8796
SGCD	344.3945	SGCD	1029.695
SGCE	272.3754	SGCE	1506.0193
removed	removed	SGCG	863.1621
SGEF	82.2587	SGEF	607.9454
SGIP1	314.3581	SGIP1	38.9246
SGK196	27.3058	SGK196	43.74
SGK1	766.6105	SGK1	1115.9711
SGK223	263.1597	SGK223	382.0225
SGK269	967.9908	SGK269	3567.817
removed	removed	SGK2	327.512
SGK3	309.9277	SGK3	414.1493
SGK494	72.3262	SGK494	20.4655
SGMS1	464.1987	SGMS1	1159.3098
SGMS2	257.6985	SGMS2	821.8299
SGOL1	83.2827	removed	removed
SGOL2	238.2431	SGOL2	79.8555
SGPL1	2519.9844	SGPL1	1186.1958
SGPP1	241.9977	SGPP1	656.9021
SGPP2	6.1438	removed	removed
SGSH	882.6601	SGSH	514.8475
SGSM1	29.3537	SGSM1	48.9567
SGSM2	1672.1392	SGSM2	506.0193
SGSM3	1170.0537	SGSM3	345.9069
SGTA	1439.3572	SGTA	707.4639
SGTB	150.5232	SGTB	413.7239
SH2B1	445.4259	SH2B1	440.61
SH2B2	11.9463	removed	removed
SH2B3	795.9642	SH2B3	1704.2536
SH2D1A	92.8397	SH2D1A	89.4864
SH2D1B	5.1198	SH2D1B	8.0257
SH2D2A	93.1811	SH2D2A	9.2295
SH2D3A	178.1704	removed	removed
SH2D3C	253.944	SH2D3C	455.0562
SH2D4A	46.4199	SH2D4A	384.4302
SH3BGRL2	640.3211	SH3BGRL2	2186.9984
SH3BGRL3	5142.707	SH3BGRL3	4371.1878
SH3BGRL	34089.5835	SH3BGRL	3618.7801
SH3BGR	123.9001	SH3BGR	108.748
SH3BP1	275.6146	SH3BP1	58.1701
SH3BP2	968.6734	SH3BP2	906.9021
SH3BP4	3587.9827	SH3BP4	1237.9615
SH3BP5L	1095.3041	SH3BP5L	462.2793
SH3BP5	813.9348	SH3BP5	3219.6348
SH3D19	668.3096	SH3D19	11204.6549
SH3D20	5.1198	removed	removed
SH3GL1	2216.2074	SH3GL1	875.6019
removed	removed	SH3GL2	16.8539
SH3GLB1	2951.7575	SH3GLB1	9758.427
SH3GLB2	1533.2209	SH3GLB2	462.6806
SH3KBP1	743.0592	SH3KBP1	2360.3531
SH3PXD2A	1458.4713	SH3PXD2A	2079.053
SH3PXD2B	2419.6356	SH3PXD2B	1584.2697
SH3RF1	882.6601	SH3RF1	615.5698
SH3RF2	21.5033	SH3RF2	220.305
SH3RF3	232.4407	SH3RF3	516.0514
SH3TC1	273.3994	SH3TC1	109.5506
SH3TC2	13.6529	SH3TC2	57.7849
SH3YL1	1398.3985	SH3YL1	433.7881
SHANK2	736.2328	SHANK2	49.6709
SHANK3	292.1721	SHANK3	1394.061
SHARPIN	709.2683	SHARPIN	536.5169
SHB	625.6442	SHB	195.0241
SHC1	3035.7228	SHC1	3049.3579
SHC2	790.503	SHC2	157.3034
SHC3	10.581	SHC3	30.4976
SHC4	46.0785	SHC4	6.0193
SHCBP1	163.8348	SHCBP1	10.8347
SHE	105.81	SHE	1273.2745
SHFM1	1761.5657	SHFM1	867.9775
SHF	51.1984	SHF	28.0899
SHISA2	1659.8516	SHISA2	16.4526
removed	removed	SHISA3	59.39
SHISA4	386.3771	SHISA4	144.061
SHISA5	4487.3677	SHISA5	2361.9583
SHISA6	6.4851	SHISA6	27.6886
SHISA9	83.2827	removed	removed
SHKBP1	2181.7338	SHKBP1	434.5907
SHMT1	333.38	SHMT1	2042.5361
SHMT2	1657.4623	SHMT2	433.3868
SHOC2	915.0858	SHOC2	2100.321
SHOX2	98.6422	SHOX2	271.2681
removed	removed	SHOX	8.427
SHPK	337.2267	SHPK	488.6958
SHPRH	173.9141	SHPRH	723.8925
SHQ1	590.1467	SHQ1	325.0401
SHROOM1	131.7505	SHROOM1	113.5634
SHROOM2	296.6093	SHROOM2	14.4462
SHROOM3	1772.8294	SHROOM3	25.6822
SHROOM4	257.0159	SHROOM4	1327.0465
SIAE	523.3294	SIAE	1454.1252
SIAH1	617.0122	SIAH1	830.8868
SIAH2	1202.8207	SIAH2	703.0498
SIDT1	1569.7424	SIDT1	97.9133
SIDT2	710.0738	SIDT2	4012.1549
SIGIRR	894.2651	SIGIRR	161.7175
SIGLEC10	213.6679	SIGLEC10	21.6693
SIGLEC11	10.581	SIGLEC11	39.3258
SIGLEC14	35.1562	SIGLEC14	16.4526
SIGLEC15	6.4851	removed	removed
SIGLEC16	12.9703	SIGLEC16	18.8604
SIGLEC1	597.3145	SIGLEC1	1372.7929
SIGLEC5	47.7852	SIGLEC5	12.4398
removed	removed	SIGLEC6	18.8604
SIGLEC7	93.5224	SIGLEC7	11.6372
SIGLEC8	100.3488	SIGLEC8	16.4526
SIGLEC9	77.1389	SIGLEC9	22.4719
removed	removed	SIGLECP3	12.0385
SIGMAR1	901.0915	SIGMAR1	728.3307
SIK1	675.136	SIK1	1245.5859
SIK2	337.9093	SIK2	10472.7127
SIK3	764.9038	SIK3	1134.8315
SIKE1	648.8542	SIKE1	1065.008
SIL1	1195.6529	SIL1	562.6003
SILV	54.2703	removed	removed
SIM1	7.5091	SIM1	105.5377
SIM2	158.3737	SIM2	36.5169
SIN3A	1609.6772	SIN3A	1504.4141
SIN3B	860.4742	SIN3B	813.0016
SIP1	203.4282	SIP1	154.4944
SIPA1L1	1042.7404	SIPA1L1	564.6067
SIPA1L2	1196.6769	SIPA1L2	707.8652
SIPA1L3	6783.4445	SIPA1L3	231.5409
SIPA1	600.7277	SIPA1	254.4141
SIRPA	1227.0546	SIRPA	3416.5329
SIRPB1	87.0373	SIRPB1	176.9663
SIRPB2	127.6546	SIRPB2	185.3933
SIRPG	51.1984	removed	removed
SIRT1	547.1401	SIRT1	1053.7721
SIRT2	4326.6047	SIRT2	1392.8571
SIRT3	635.7337	SIRT3	551.1918
SIRT4	17.0661	SIRT4	24.8796
SIRT5	390.1317	SIRT5	403.2905
SIRT6	240.6324	SIRT6	60.1926
SIRT7	199.6737	SIRT7	92.2953
SIT1	58.3662	SIT1	10.8347
SIVA1	1172.1017	SIVA1	349.5185
SIX1	31.0604	SIX1	671.3483
SIX2	60.4141	SIX2	111.1557
SIX4	750.227	SIX4	123.9968
SIX5	719.1666	SIX5	198.2343
SKA1	86.6959	removed	removed
SKA2	858.7676	SKA2	803.3708
SKA3	155.3973	removed	removed
SKAP1	261.7944	SKAP1	31.3002
SKAP2	732.4782	SKAP2	1916.5329
SKIL	478.1929	SKIL	809.39
SKIV2L2	1089.7474	SKIV2L2	1947.7809
SKIV2L	1080.5692	SKIV2L	510.1164
SKI	1825.0517	SKI	4866.7737
SKP1	6679.3411	SKP1	6244.7833
SKP2	117.7563	SKP2	207.0626
SLA2	84.648	SLA2	13.6437
SLAIN1	11.605	SLAIN1	52.9695
SLAIN2	927.3734	SLAIN2	2363.9647
SLAMF1	57.0009	SLAMF1	8.8283
SLAMF6	144.0381	SLAMF6	69.8234
SLAMF7	423.24	SLAMF7	190.61
SLAMF8	1548.8706	SLAMF8	289.8234
SLAMF9	12.2876	removed	removed
SLA	542.3615	SLA	306.9823
SLBP	969.0147	SLBP	803.3708
SLC10A3	616.4285	SLC10A3	430.9791
removed	removed	SLC10A6	76.6453
SLC10A7	113.6604	SLC10A7	254.8154
SLC11A1	212.9853	SLC11A1	31.7014
SLC11A2	1086.4297	SLC11A2	906.0995
SLC12A1	24.5752	removed	removed
SLC12A2	4390.432	SLC12A2	862.3596
SLC12A3	5.8025	removed	removed
SLC12A4	998.0272	SLC12A4	1757.2271
SLC12A6	408.6211	SLC12A6	1365.7063
SLC12A7	1437.3093	SLC12A7	686.1958
SLC12A8	643.0517	SLC12A8	40.931
SLC12A9	564.5475	SLC12A9	243.5795
SLC13A3	43.348	SLC13A3	43.3387
SLC13A4	43.6893	SLC13A4	16.4526
SLC14A1	10.9223	SLC14A1	44.5425
removed	removed	SLC14A2	62.199
SLC15A2	114.0017	SLC15A2	42.9374
SLC15A3	1001.0991	SLC15A3	607.1429
SLC15A4	734.8675	SLC15A4	792.1348
SLC16A10	11.605	SLC16A10	6.4205
removed	removed	SLC16A12	11.236
SLC16A13	74.7496	SLC16A13	22.4719
SLC16A14	83.9653	SLC16A14	313.4029
SLC16A1	390.473	SLC16A1	1682.5843
SLC16A2	599.3624	SLC16A2	1638.8443
SLC16A3	749.5443	SLC16A3	50.1605
SLC16A4	125.2654	SLC16A4	138.443
SLC16A5	55.9769	SLC16A5	68.6196
SLC16A6	143.0142	SLC16A6	9.6308
SLC16A7	6.8265	SLC16A7	1045.3451
SLC16A8	7.1678	removed	removed
SLC16A9	16.3835	SLC16A9	16.4526
SLC17A5	488.4326	SLC17A5	1044.1413
SLC17A7	12.2876	SLC17A7	579.053
SLC17A9	177.1464	SLC17A9	26.886
removed	removed	SLC18A2	24.077
SLC19A1	218.1051	SLC19A1	147.2713
SLC19A2	1042.0578	SLC19A2	663.7239
SLC19A3	21.162	SLC19A3	9292.9374
SLC1A1	283.639	SLC1A1	272.0706
SLC1A2	162.1282	SLC1A2	50.1605
SLC1A3	427.6772	SLC1A3	5217.0947
SLC1A4	462.4921	SLC1A4	346.3082
SLC1A5	2419.6356	SLC1A5	2589.8876
SLC1A7	9.8984	SLC1A7	87.0787
SLC20A1	1489.1903	SLC20A1	768.4591
SLC20A2	1597.0482	SLC20A2	520.8668
SLC22A15	124.5827	SLC22A15	31.3002
removed	removed	SLC22A16	5.2167
SLC22A17	350.5383	SLC22A17	135.2327
SLC22A18AS	9.8984	removed	removed
SLC22A18	570.0087	SLC22A18	107.9454
SLC22A20	6.4851	removed	removed
SLC22A23	579.5691	SLC22A23	683.8884
SLC22A3	51.881	SLC22A3	1021.2681
SLC22A4	141.6489	SLC22A4	23.6758
SLC22A5	899.3849	SLC22A5	360.7544
SLC23A1	13.9942	removed	removed
SLC23A2	801.4254	SLC23A2	1459.069
SLC23A3	5.3997	SLC23A3	8.3708
SLC24A1	259.4051	SLC24A1	353.5313
SLC24A2	19.1141	removed	removed
SLC24A3	2738.4309	SLC24A3	1132.4238
SLC24A4	6.8265	SLC24A4	45.7464
SLC24A5	24.053	SLC24A5	9.695
SLC24A6	798.3535	SLC24A6	719.5024
SLC25A10	241.6564	SLC25A10	516.3002
SLC25A11	811.665	SLC25A11	763.2424
SLC25A12	426.9945	SLC25A12	689.0048
SLC25A13	480.9235	SLC25A13	382.0225
SLC25A14	206.5001	SLC25A14	96.7095
SLC25A15	437.5004	SLC25A15	109.1613
SLC25A16	181.5836	SLC25A16	1184.5907
SLC25A17	916.1097	SLC25A17	413.7239
SLC25A18	6.1438	SLC25A18	121.9904
SLC25A19	351.5622	SLC25A19	146.87
SLC25A1	1595.0003	SLC25A1	1367.9775
SLC25A20	369.311	SLC25A20	949.4382
SLC25A21	6.963	SLC25A21	15.1164
SLC25A22	338.592	SLC25A22	73.8363
SLC25A23	1152.9876	SLC25A23	1709.069
SLC25A24	1486.8011	SLC25A24	1178.9727
SLC25A25	768.6584	SLC25A25	573.8363
SLC25A26	510.0519	SLC25A26	494.0811
SLC25A27	62.8034	SLC25A27	280.0963
SLC25A28	479.5582	SLC25A28	592.6966
SLC25A29	973.7933	SLC25A29	118.7801
SLC25A30	350.8796	SLC25A30	1152.488
SLC25A32	477.4693	SLC25A32	617.2271
SLC25A33	150.5232	SLC25A33	499.5987
SLC25A34	13.3116	SLC25A34	27.2873
SLC25A35	185.1607	SLC25A35	96.0554
SLC25A36	1144.1132	SLC25A36	1995.5859
SLC25A37	159.739	SLC25A37	543.3387
SLC25A38	977.8891	SLC25A38	494.7833
SLC25A39	2242.8305	SLC25A39	898.8764
SLC25A3	7623.7806	SLC25A3	8373.9968
SLC25A40	131.0679	SLC25A40	145.6661
SLC25A42	169.6373	SLC25A42	240.3692
SLC25A43	765.2452	SLC25A43	936.9984
SLC25A44	1162.5446	SLC25A44	977.5281
SLC25A45	74.4083	SLC25A45	115.9711
SLC25A46	570.0087	SLC25A46	1128.4109
SLC25A4	537.9243	SLC25A4	566.2119
SLC25A5	6163.2614	SLC25A5	2665.7303
SLC25A6	7794.7832	SLC25A6	3913.7239
SLC26A10	12.844	SLC26A10	6.3604
SLC26A11	600.0451	SLC26A11	128.4109
SLC26A1	22.2235	SLC26A1	5.622
SLC26A2	540.3136	SLC26A2	893.6597
SLC26A4	12.2876	SLC26A4	51.7657
SLC26A6	365.5769	SLC26A6	72.2311
SLC26A7	14.3355	SLC26A7	71.8299
SLC27A1	679.9145	SLC27A1	938.6035
SLC27A2	59.7314	SLC27A2	9.2295
SLC27A3	670.3575	SLC27A3	761.6372
SLC27A4	893.2411	SLC27A4	351.1236
SLC27A5	49.8331	SLC27A5	44.8355
SLC27A6	6.1438	removed	removed
removed	removed	SLC28A1	6.8218
SLC29A1	2483.1216	SLC29A1	6489.1653
SLC29A2	364.8192	SLC29A2	130.7544
SLC29A3	405.1499	SLC29A3	218.2986
SLC29A4	169.296	SLC29A4	1658.9085
SLC2A10	2433.9712	SLC2A10	493.1782
SLC2A11	137.553	SLC2A11	104.7352
SLC2A12	49.1504	SLC2A12	63.4029
SLC2A13	129.3612	SLC2A13	301.3644
SLC2A14	10.9223	SLC2A14	28.0899
SLC2A1	1991.9584	SLC2A1	170.947
SLC2A3	637.5905	SLC2A3	1223.5152
SLC2A4RG	1980.0122	SLC2A4RG	956.6613
SLC2A4	8.8744	SLC2A4	994.7833
SLC2A5	350.8796	SLC2A5	59.39
SLC2A6	91.8158	SLC2A6	25.6822
SLC2A8	285.3457	SLC2A8	216.2921
SLC2A9	57.6835	SLC2A9	39.7271
SLC30A1	231.0754	SLC30A1	405.6982
SLC30A3	5.4612	removed	removed
SLC30A4	59.3901	SLC30A4	297.3515
SLC30A5	1324.6728	SLC30A5	1430.1766
SLC30A6	290.4655	SLC30A6	468.2986
SLC30A7	909.9659	SLC30A7	769.2616
SLC30A8	12.2876	removed	removed
SLC30A9	1455.3994	SLC30A9	1331.4607
SLC31A1	1205.5513	SLC31A1	1166.5329
SLC31A2	536.9004	SLC31A2	1302.9695
SLC33A1	433.4796	SLC33A1	586.2761
SLC34A2	7.8504	removed	removed
SLC35A1	397.4838	SLC35A1	668.134
SLC35A2	1264.9414	SLC35A2	305.3772
SLC35A3	421.5334	SLC35A3	429.374
SLC35A4	1993.3237	SLC35A4	2164.1252
SLC35A5	848.8692	SLC35A5	1004.8154
SLC35B1	2701.9094	SLC35B1	488.764
SLC35B2	1528.1011	SLC35B2	585.8748
SLC35B3	727.6997	SLC35B3	682.5843
SLC35B4	526.3194	SLC35B4	990.7705
SLC35C1	795.9642	SLC35C1	1014.8475
SLC35C2	1659.8516	SLC35C2	544.5425
SLC35D1	629.3988	SLC35D1	636.8379
SLC35D2	418.8028	SLC35D2	349.5185
SLC35E1	1942.4667	SLC35E1	2055.7785
SLC35E2	3133.8019	SLC35E2	2330.5056
SLC35E2	74.6302	SLC35E2	24.2295
SLC35E3	297.2919	SLC35E3	160.9149
SLC35E4	68.6229	SLC35E4	38.5233
removed	removed	SLC35F1	39.3258
SLC35F2	124.2414	SLC35F2	98.7159
SLC35F3	11.2636	removed	removed
SLC35F5	699.3699	SLC35F5	966.6934
SLC36A1	493.2111	SLC36A1	434.1894
SLC36A4	80.5521	SLC36A4	160.1124
SLC37A1	571.7153	SLC37A1	79.053
SLC37A2	293.8787	SLC37A2	329.4543
SLC37A3	949.5594	SLC37A3	1488.3628
SLC37A4	515.7384	SLC37A4	249.1974
SLC38A10	1011.3387	SLC38A10	1301.3644
SLC38A1	8569.2441	SLC38A1	501.6051
SLC38A2	4702.7422	SLC38A2	4778.0899
SLC38A3	17.0661	SLC38A3	18.0578
SLC38A4	80.5521	SLC38A4	13.2424
SLC38A5	405.8325	SLC38A5	24.077
SLC38A6	232.4407	SLC38A6	240.3692
SLC38A7	395.2515	SLC38A7	241.573
SLC38A9	201.7216	SLC38A9	311.3965
SLC39A10	1104.8611	SLC39A10	833.8684
SLC39A11	5269.3376	SLC39A11	368.3788
SLC39A13	805.1799	SLC39A13	461.0754
SLC39A14	864.57	SLC39A14	2730.7384
SLC39A1	3470.9091	SLC39A1	1445.4254
SLC39A3	446.1086	SLC39A3	204.2536
SLC39A4	176.4638	SLC39A4	47.3515
SLC39A6	11458.8809	SLC39A6	2172.9535
SLC39A7	3695.158	SLC39A7	1391.252
SLC39A8	350.1969	SLC39A8	309.7913
SLC39A9	2418.6116	SLC39A9	2516.0514
SLC3A1	7.5978	SLC3A1	7.8732
SLC3A2	3205.0188	SLC3A2	1826.6453
SLC40A1	834.875	SLC40A1	4675.3612
SLC41A1	478.8755	SLC41A1	1183.3868
SLC41A2	183.6315	SLC41A2	485.5538
SLC41A3	1268.0133	SLC41A3	909.7111
SLC43A1	145.4034	SLC43A1	329.8555
SLC43A2	644.417	SLC43A2	391.252
SLC43A3	765.5865	SLC43A3	2289.7271
SLC44A1	3412.8842	SLC44A1	1915.7303
SLC44A2	4084.9484	SLC44A2	3323.435
SLC44A3	225.9555	SLC44A3	42.9374
SLC44A4	1462.9085	removed	removed
removed	removed	SLC44A5	8.8283
SLC45A1	35.1562	SLC45A1	33.3066
SLC45A3	103.4207	SLC45A3	27.6886
SLC45A4	177.1464	SLC45A4	120.3852
SLC46A1	1388.4285	SLC46A1	716.0393
SLC46A2	7.5091	SLC46A2	15.2488
SLC46A3	649.5368	SLC46A3	747.9936
SLC47A1	49.4918	SLC47A1	126.0032
SLC48A1	603.4583	SLC48A1	1328.2504
SLC4A11	83.624	SLC4A11	17.2552
SLC4A1AP	1065.2677	SLC4A1AP	609.7231
SLC4A2	1529.381	SLC4A2	995.1043
SLC4A3	190.458	SLC4A3	9.6308
SLC4A4	5.4612	SLC4A4	530.8989
SLC4A5	339.2337	SLC4A5	61.3965
SLC4A7	1647.2227	SLC4A7	493.9807
SLC4A8	96.5943	SLC4A8	26.4848
SLC5A11	6.1438	removed	removed
SLC5A3	1056.6903	SLC5A3	2121.6613
removed	removed	SLC5A4	8.427
SLC5A6	3207.2272	SLC5A6	1754.691
SLC5A9	5.4612	SLC5A9	12.0385
SLC6A10P	7.1678	removed	removed
SLC6A12	29.0124	SLC6A12	16.4526
removed	removed	SLC6A15	29.695
SLC6A16	16.3835	SLC6A16	53.7721
SLC6A17	7.8504	removed	removed
SLC6A1	28.6711	SLC6A1	27.2873
SLC6A20	21.5033	removed	removed
removed	removed	SLC6A2	28.4912
removed	removed	SLC6A4	6.0193
SLC6A6	2492.6786	SLC6A6	809.7913
SLC6A8	1764.9789	SLC6A8	778.8925
SLC6A9	210.4527	SLC6A9	50.1605
removed	removed	SLC7A10	1173.9205
SLC7A11	59.0488	SLC7A11	6.8218
SLC7A1	1236.2703	SLC7A1	605.1364
SLC7A2	3758.3027	SLC7A2	1297.3515
removed	removed	SLC7A4	48.9567
SLC7A5P2	5.3007	removed	removed
SLC7A5	1763.955	SLC7A5	21.2681
SLC7A6OS	191.4137	SLC7A6OS	168.6998
SLC7A6	919.2499	SLC7A6	3350.9631
SLC7A7	768.6584	SLC7A7	396.4687
SLC7A8	903.4808	SLC7A8	701.8459
SLC7A9	10.2397	removed	removed
SLC8A1	196.2605	SLC8A1	535.313
removed	removed	SLC8A3	14.4462
SLC9A1	3205.3601	SLC9A1	632.4238
SLC9A2	268.9622	removed	removed
SLC9A3R1	13873.3966	SLC9A3R1	307.3836
SLC9A3R2	1032.1594	SLC9A3R2	955.4575
SLC9A5	38.9108	SLC9A5	9.6308
SLC9A6	510.6185	SLC9A6	737.5602
SLC9A7	78.5042	removed	removed
SLC9A8	684.693	SLC9A8	502.4077
SLC9A9	85.672	SLC9A9	1001.2039
removed	removed	SLCO1C1	43.3387
SLCO2A1	380.5747	SLCO2A1	315.8106
SLCO2B1	976.5238	SLCO2B1	1393.6597
SLCO3A1	230.0514	SLCO3A1	825.4414
SLCO4A1	26.6232	SLCO4A1	148.3628
removed	removed	SLCO4C1	8.0257
SLCO5A1	7.8504	removed	removed
SLFN11	599.0211	SLFN11	1730.3371
SLFN12L	16.7248	SLFN12L	31.3002
SLFN12	87.7199	SLFN12	199.4382
SLFN13	72.0191	SLFN13	107.9454
SLFN5	296.268	SLFN5	1965.8909
SLFNL1	5.4612	removed	removed
SLIT1	11.9463	SLIT1	8.8283
SLIT2	74.4083	SLIT2	1119.9839
SLIT3	635.5426	SLIT3	6015.6501
removed	removed	SLITRK2	80.2568
SLITRK4	21.8446	SLITRK4	145.6661
SLITRK5	243.363	removed	removed
SLITRK6	6689.2395	SLITRK6	5.2167
SLK	1162.2033	SLK	3057.7849
SLMAP	1112.0289	SLMAP	1173.3547
SLMO1	59.7314	SLMO1	28.8925
SLMO2	1998.1022	SLMO2	1151.6854
SLPI	27.3058	SLPI	634.0289
SLTM	2169.7875	SLTM	1965.4896
SLU7	2022.3361	SLU7	1560.5939
SMAD1	576.1525	SMAD1	705.8587
SMAD2	1730.5054	SMAD2	3212.2793
SMAD3	1652.3425	SMAD3	2402.488
SMAD4	1100.1065	SMAD4	2454.1292
removed	removed	SMAD5OS	10.0321
SMAD5	1147.1851	SMAD5	2535.7143
SMAD6	43.6893	SMAD6	246.3884
SMAD7	608.5781	SMAD7	917.7368
SMAD9	6.8265	SMAD9	81.4607
SMAGP	102.0554	SMAGP	102.3274
SMAP1	861.6927	SMAP1	1090.0843
SMAP2	1075.8487	SMAP2	1074.2376
SMARCA1	301.7291	SMARCA1	1673.756
SMARCA2	2377.6529	SMARCA2	4392.4559
SMARCA4	3359.9792	SMARCA4	711.878
SMARCA5	2551.7001	SMARCA5	2284.1091
SMARCAD1	755.0055	SMARCAD1	957.8652
SMARCAL1	759.784	SMARCAL1	587.4799
SMARCB1	1154.6942	SMARCB1	394.061
SMARCC1	2895.0979	SMARCC1	1696.6292
SMARCC2	2526.1282	SMARCC2	3202.2472
SMARCD1	1311.3613	SMARCD1	1376.0032
SMARCD2	10357.0917	SMARCD2	1838.2825
SMARCD3	396.2755	SMARCD3	199.4382
SMARCE1	2239.7586	SMARCE1	2768.4591
SMC1A	2498.8224	SMC1A	2002.0064
SMC1B	25.9405	removed	removed
SMC2	723.6038	SMC2	597.1108
SMC3	1151.6223	SMC3	1764.4462
SMC4	891.5345	SMC4	672.9535
SMC5	677.5253	SMC5	814.2055
SMC6	891.5345	SMC6	782.9053
SMCHD1	848.5279	SMCHD1	2143.2584
SMCR7L	1138.3107	SMCR7L	1593.4992
SMCR7	316.406	SMCR7	116.3724
SMCR8	888.2134	SMCR8	957.0626
SMEK1	1667.3607	SMEK1	1717.0947
SMEK2	2209.0396	SMEK2	3153.6918
SMG1	2850.0433	SMG1	4570.626
SMG5	2690.6457	SMG5	1469.5024
SMG6	1305.9001	SMG6	1227.9294
SMG7	5003.106	SMG7	2085.0722
SMN1	8.9665	removed	removed
SMN2	1283.622	SMN2	676.6372
SMNDC1	588.7814	SMNDC1	674.9599
SMOC1	10.2397	SMOC1	225.923
SMOC2	1047.1776	SMOC2	2270.4655
SMOX	131.0679	SMOX	36.5169
SMO	182.6076	SMO	195.8266
SMPD1	766.9518	SMPD1	751.6051
SMPD2	2133.9486	SMPD2	73.435
SMPD3	57.6835	SMPD3	17.6565
SMPD4	2199.8239	SMPD4	1016.0514
SMPDL3A	106.1513	SMPDL3A	279.695
SMPDL3B	431.0904	removed	removed
SMS	2549.3382	SMS	852.7287
SMTNL1	10.2397	SMTNL1	5.2167
SMTN	1624.0127	SMTN	507.2231
SMU1	1451.6448	SMU1	2043.3387
SMUG1	636.5666	SMUG1	409.3098
removed	removed	SMURF1	1193.1059
SMURF2	1316.4811	SMURF2	922.1509
SMYD2	1091.8909	SMYD2	740.3692
SMYD3	811.3237	SMYD3	105.5377
SMYD4	270.6688	SMYD4	594.3018
SMYD5	837.9469	SMYD5	457.8652
SNAI1	123.9001	SNAI1	252.4077
SNAI2	444.7433	SNAI2	363.5634
SNAI3	14.6769	SNAI3	6.8218
SNAP23	1055.7107	SNAP23	1566.6132
SNAP29	835.5576	SNAP29	1145.6661
SNAP47	1202.5306	SNAP47	290.935
SNAPC1	241.9977	SNAPC1	224.3178
SNAPC2	388.0837	SNAPC2	162.1188
SNAPC3	379.892	SNAPC3	680.1766
SNAPC4	268.9622	SNAPC4	96.3082
SNAPC5	68.9574	SNAPC5	84.2657
SNAPIN	863.2047	SNAPIN	884.8315
SNCAIP	33.4496	SNCAIP	168.9406
SNCA	59.3901	SNCA	119.9839
SNCG	27.6471	SNCG	1069.0209
SND1	5695.6495	SND1	2509.2295
SNED1	691.8608	SNED1	1204.6549
SNF8	2090.2593	SNF8	526.0835
SNHG10	79.5282	SNHG10	31.3002
SNHG11	449.3682	SNHG11	87.5
SNHG12	195.0693	SNHG12	106.4045
SNHG1	657.7286	SNHG1	352.3274
SNHG3-RCC1	119.9271	SNHG3-RCC1	118.9366
SNHG3	57.3422	SNHG3	18.0578
SNHG4	22.93	removed	removed
SNHG5	344.7358	SNHG5	618.3788
SNHG6	777.8741	SNHG6	741.9743
SNHG7	300.7018	SNHG7	216.5369
SNHG8	420.1681	SNHG8	481.1396
SNHG9	53.5876	SNHG9	42.9374
SNIP1	437.5755	SNIP1	351.9262
SNN	491.8458	SNN	2197.4318
SNORA39	26.0941	SNORA39	5.9992
SNORA7B	17.4723	SNORA7B	5.5658
SNORA8	212.5791	SNORA8	309.5746
removed	removed	SNORD116-20	10.0321
removed	removed	SNORD116-28	51.3604
removed	removed	SNORD116-4	39.7994
SNORD1C	59.7212	SNORD1C	9.7191
SNPH	42.324	SNPH	85.0722
SNRK	1021.2371	SNRK	2898.4751
SNRNP200	9095.9048	SNRNP200	4922.1509
SNRNP25	620.8657	SNRNP25	197.8331
SNRNP27	622.5723	SNRNP27	877.6083
SNRNP35	411.1742	SNRNP35	197.2392
SNRNP40	799.0361	SNRNP40	526.0835
SNRNP48	332.1068	SNRNP48	424.1573
