gene_id	TCGA-A7-A0CE-01A-11R-A00Z-07	gene_id	TCGA-A7-A0CE-11A-21R-A089-07
S100A10	7533.5198	S100A10	4215.873
S100A11	14366.9803	S100A11	6923.4921
S100A13	3150.0975	S100A13	2086.6667
S100A14	2238.4948	S100A14	2066.9841
S100A16	3415.8827	S100A16	2725.0794
S100A1	4447.8346	S100A1	669.2063
S100A2	165.7768	S100A2	204.4444
S100A3	17.9676	S100A3	14.2857
S100A4	1042.8002	S100A4	2197.4603
S100A6	16194.5928	S100A6	9897.7778
S100A7A	11.8654	removed	removed
S100A7	646.4955	S100A7	11.1111
S100A8	143.741	S100A8	218.0952
S100A9	552.2502	S100A9	1193.0159
S100B	89.8381	S100B	785.3968
S100PBP	596.9997	S100PBP	443.1746
S100P	16837.0201	S100P	35.2381
S1PR1	353.2503	S1PR1	1219.6825
S1PR2	299.3474	S1PR2	509.2063
S1PR3	498.3304	S1PR3	1072.6476
S1PR4	14.5775	S1PR4	57.7778
S1PR5	27.799	S1PR5	62.2222
SAA1	6162.2171	SAA1	9929.5238
SAA2	1571.6586	SAA2	3552.6984
SAA4	34.5792	SAA4	65.3968
SAAL1	335.2827	SAAL1	264.4444
SAC3D1	133.9097	SAC3D1	125.0794
SACM1L	582.7613	SACM1L	1136.8254
SACS	644.8004	SACS	527.3016
SAE1	2415.7979	SAE1	1516.8254
SAFB2	1688.6177	SAFB2	1604.7619
SAFB	2539.5372	SAFB	2044.4444
removed	removed	SAGE1	17.4603
removed	removed	SALL1	71.1111
SALL2	266.1242	SALL2	703.8095
SALL4	13.2215	removed	removed
SAMD10	176.6251	SAMD10	136.5079
SAMD11	36.1658	SAMD11	47.7746
SAMD12	678.7016	SAMD12	417.1429
SAMD13	6.7802	SAMD13	32.0635
SAMD14	16.2726	removed	removed
SAMD1	437.3252	SAMD1	213.0159
SAMD3	5.0852	SAMD3	20.6349
SAMD4A	162.0476	SAMD4A	417.7778
SAMD4B	2547.6735	SAMD4B	1288.5714
SAMD5	280.3627	SAMD5	799.3651
SAMD8	73.9046	SAMD8	71.746
SAMD9L	1095.3471	SAMD9L	771.746
SAMD9	860.7509	SAMD9	398.7302
SAMHD1	485.7293	SAMHD1	937.1841
SAMM50	1000.7594	SAMM50	1208.5714
SAMSN1	59.3271	SAMSN1	188.8889
SAP130	637.6812	SAP130	575.5556
SAP18	1789.6432	SAP18	2914.6032
SAP30BP	1390.2873	SAP30BP	1183.1746
SAP30L	681.0747	SAP30L	1240.9524
SAP30	353.5893	SAP30	222.5397
SAPS1	1690.6518	SAPS1	1383.4921
SAPS2	686.8379	SAPS2	1467.619
SAPS3	1612.001	SAPS3	2029.8413
SAR1A	3214.1707	SAR1A	2445.3968
SAR1B	522.7562	SAR1B	550.7937
SARDH	36.2743	SARDH	163.8095
SARM1	418.0897	SARM1	366.7143
SARNP	1042.3934	SARNP	963.3238
SARS2	294.8046	SARS2	359.3048
SARS	2273.074	SARS	3793.9683
SART1	1004.8309	SART1	1559.6825
SART3	1217.7303	SART3	1276.5079
SASH1	792.9486	SASH1	1473.0159
SASH3	107.4667	SASH3	429.8413
SASS6	226.7989	SASS6	89.8413
SAT1	2351.0467	SAT1	4746.3492
SAT2	518.688	SAT2	1038.4127
SATB1	301.7205	SATB1	604.7619
SATB2	147.1311	SATB2	58.0952
removed	removed	SATL1	30.7937
SAV1	773.9639	SAV1	1602.2222
SBDSP1	602.0849	SBDSP1	561.2698
SBDS	2105.2632	SBDS	2663.4921
SBF1	1019.7474	SBF1	1298.7302
SBF2	681.4137	SBF2	801.1397
SBK1	1307.5684	SBK1	202.8571
SBNO1	463.7681	SBNO1	306.9841
SBNO2	1109.9246	SBNO2	1492.0635
SBSN	22.3748	SBSN	12.0635
SC4MOL	320.7051	SC4MOL	921.5873
SC5DL	452.5807	SC5DL	1826.3492
SC65	651.5806	SC65	606.9841
SCAF1	1594.3724	SCAF1	1323.8095
SCAI	201.034	SCAI	205.0794
SCAMP1	1433.3418	SCAMP1	1084.7619
SCAMP2	1711.6705	SCAMP2	2440.3175
SCAMP3	2893.1265	SCAMP3	1210.1587
SCAMP4	1044.8343	SCAMP4	2160.6349
SCAMP5	739.0457	SCAMP5	336.1905
SCAND1	230.528	SCAND1	659.3651
SCAND2	228.1549	SCAND2	285.3968
removed	removed	SCAND3	92.381
SCAPER	420.3746	SCAPER	330.4762
SCAP	1648.1837	SCAP	2012.7714
SCARA3	2257.4794	SCARA3	1705.0794
removed	removed	SCARA5	882.2222
SCARB1	5059.0728	SCARB1	1659.6825
SCARB2	6338.8423	SCARB2	6266.3492
SCARF1	106.1107	SCARF1	251.746
SCARF2	222.0527	SCARF2	232.6984
SCCPDH	1103.8224	SCCPDH	1448.5714
SCD5	545.809	SCD5	515.5556
SCD	7840.6645	SCD	5162.2222
SCEL	1320.7899	removed	removed
SCFD1	1027.5447	SCFD1	1200
SCFD2	577.6761	SCFD2	338.0952
SCG2	37.6303	SCG2	175.2381
removed	removed	SCG3	11.1111
SCG5	27.799	SCG5	249.2063
SCGB1D2	25.0869	SCGB1D2	2211.746
removed	removed	SCGB2A1	52.0635
SCGB2A2	46.4446	SCGB2A2	6198.7302
SCGB3A1	109.8398	SCGB3A1	928.254
removed	removed	SCGN	12.6984
SCHIP1	297.6523	SCHIP1	385.7143
SCIN	82.3799	SCIN	218.4032
SCLT1	393.5927	SCLT1	177.7778
SCLY	281.3798	SCLY	229.5937
SCMH1	714.6368	SCMH1	1021.9048
SCML1	59.3271	SCML1	181.9048
SCML2	35.5962	SCML2	29.5238
SCML4	5.4242	SCML4	54.2857
SCN11A	6.1022	SCN11A	19.0476
SCN1B	40.6814	SCN1B	280.6349
SCN2A	27.1209	SCN2A	325.3968
SCN2B	9.1533	SCN2B	270.1587
SCN3A	5.0852	SCN3A	97.4603
SCN3B	11.1874	SCN3B	57.1429
SCN4A	17.9676	SCN4A	135.5556
SCN4B	91.1942	SCN4B	1053.6508
SCN5A	30.172	SCN5A	34.2857
removed	removed	SCN7A	17.4603
SCN8A	30.8501	SCN8A	35.873
SCN9A	9.4923	SCN9A	41.2698
SCNM1	778.371	SCNM1	456.1905
SCNN1A	978.727	SCNN1A	3295.2381
SCNN1B	440.0373	SCNN1B	266.3492
SCNN1D	37.2913	SCNN1D	62.8571
SCNN1G	112.5519	SCNN1G	247.619
SCO1	896.6862	SCO1	577.4603
SCO2	450.8857	SCO2	433.0159
SCOC	2144.5885	SCOC	1620.6349
SCP2	2598.1863	SCP2	2733.3333
SCPEP1	4562.7596	SCPEP1	5195.5556
SCRG1	1666.2429	SCRG1	103.1746
SCRIB	2154.0809	SCRIB	1560.6349
SCRN1	1646.9192	SCRN1	1245.0794
SCRN2	205.1021	SCRN2	737.4603
SCRN3	214.5945	SCRN3	306.3492
removed	removed	SCUBE1	125.3968
SCUBE2	681.0747	SCUBE2	11813.9683
SCUBE3	12.5434	SCUBE3	13.0159
SCYL1	1112.6977	SCYL1	1766.0476
SCYL2	1129.9263	SCYL2	772.0635
SCYL3	434.9691	SCYL3	405.6794
SDAD1	1177.3879	SDAD1	1104.4444
SDC1	13131.2823	SDC1	3748.254
SDC2	6882.2782	SDC2	1732.381
SDC3	3365.3699	SDC3	6005.7143
SDC4	3327.0616	SDC4	6279.6825
SDCBP2	258.0219	SDCBP2	68.1365
SDCBP	3788.1176	SDCBP	2912.0635
SDCCAG1	842.7833	SDCCAG1	811.746
SDCCAG3	602.0849	SDCCAG3	556.1905
SDCCAG8	679.0406	SDCCAG8	647.9365
SDF2L1	410.5433	SDF2L1	400
SDF2	1117.0438	SDF2	1143.1746
SDF4	3603.0172	SDF4	3383.1746
SDHAF1	188.1515	SDHAF1	268.8889
SDHAF2	511.5688	SDHAF2	669.2063
SDHAP1	98.6524	SDHAP1	123.8095
SDHAP2	83.0579	SDHAP2	108.5714
SDHAP3	153.5723	SDHAP3	136.8254
SDHA	4590.5585	SDHA	2140.6349
SDHB	2429.3584	SDHB	1249.2063
SDHC	5078.3965	SDHC	1801.9048
SDHD	1728.9601	SDHD	1700.6349
SDK1	70.8535	SDK1	251.4286
SDK2	36.2743	SDK2	532.381
SDPR	94.9233	SDPR	1425.0794
removed	removed	SDR16C5	135.873
SDR39U1	469.0296	SDR39U1	703.0095
SDR42E1	581.4052	SDR42E1	176.1905
SDSL	174.9301	SDSL	370.1587
SDS	259.005	SDS	36.8254
SEC11A	3495.8895	SEC11A	2353.9683
SEC11C	927.1972	SEC11C	1010.4762
SEC13	1863.5478	SEC13	1937.4603
SEC14L1	3194.847	SEC14L1	2348.8889
SEC14L2	361.6578	SEC14L2	6714.2794
SEC14L4	39.6644	SEC14L4	5.7143
removed	removed	SEC14L5	19.0476
SEC16A	2231.3755	SEC16A	3636.8254
SEC16B	250.0212	SEC16B	180.3333
SEC1	7.1192	SEC1	14.2921
SEC22A	397.3218	SEC22A	355.873
SEC22B	1736.4183	SEC22B	1242.8571
SEC22C	434.2741	SEC22C	967.619
SEC23A	929.5703	SEC23A	871.746
SEC23B	1814.052	SEC23B	1711.746
SEC23IP	1173.9978	SEC23IP	1124.7619
SEC24A	955.3352	SEC24A	497.7778
SEC24B	1778.4558	SEC24B	1007.9365
SEC24C	2812.7807	SEC24C	3100.9524
SEC24D	1013.9842	SEC24D	1053.0159
SEC31A	4887.7261	SEC31A	3597.0508
SEC31B	97.6523	SEC31B	129.1333
SEC61A1	9078.4982	SEC61A1	7724.673
SEC61A2	114.7657	SEC61A2	108.2794
SEC61B	1075.3454	SEC61B	1621.2698
SEC61G	1313.6707	SEC61G	873.6508
SEC62	2841.2577	SEC62	3896.1905
SEC63	4154.9284	SEC63	2915.873
SECISBP2L	1382.49	SECISBP2L	884.7619
SECISBP2	561.7425	SECISBP2	1124.7619
SECTM1	1559.1152	SECTM1	509.2063
SEH1L	1259.0898	SEH1L	678.0952
SEL1L3	2070.684	SEL1L3	658.0952
SEL1L	3708.1109	SEL1L	2651.1111
SELENBP1	1187.8973	SELENBP1	2745.0794
SELE	42.0375	SELE	10.1587
SELK	368.1668	SELK	604.4444
SELL	116.281	SELL	229.8413
SELM	279.0067	SELM	2283.4921
SELO	233.9181	SELO	506.9841
SELPLG	170.1839	SELPLG	818.7302
SELP	75.9386	SELP	693.9683
SELS	1827.6125	SELS	1162.2222
SELT	1205.1869	SELT	2002.5397
SEMA3A	8.8143	SEMA3A	75.873
SEMA3B	1283.8376	SEMA3B	880.3175
SEMA3C	532.9265	SEMA3C	4609.2063
SEMA3D	193.5757	SEMA3D	238.4127
SEMA3E	27.1209	SEMA3E	366.6667
SEMA3F	1055.0047	SEMA3F	1462.2222
SEMA3G	306.1276	SEMA3G	1874.2857
SEMA4A	740.7407	SEMA4A	854.9206
SEMA4B	2745.3174	SEMA4B	2471.4286
SEMA4C	759.3864	SEMA4C	1048.254
SEMA4D	563.4376	SEMA4D	640.6349
SEMA4F	285.7869	SEMA4F	308.5714
SEMA4G	109.4025	SEMA4G	143.2698
SEMA5A	263.7512	SEMA5A	2326.9841
SEMA5B	150.8602	SEMA5B	17.4603
SEMA6A	1139.7576	SEMA6A	813.0159
SEMA6B	156.9625	SEMA6B	390.4762
SEMA6C	196.9658	SEMA6C	251.1111
SEMA6D	39.6644	SEMA6D	536.5079
SEMA7A	195.6098	SEMA7A	96.5079
SENP1	928.5533	SENP1	395.5556
SENP2	1237.054	SENP2	692.6984
SENP3	1407.6413	SENP3	805.9429
SENP5	866.8531	SENP5	684.127
SENP6	1716.4166	SENP6	1972.381
SENP7	132.5536	SENP7	343.4921
SENP8	94.9233	SENP8	82.5397
SEP15	3267.3955	SEP15	3520.9524
SEPHS1	1688.6177	SEPHS1	1116.8254
SEPHS2	1987.6261	SEPHS2	1835.2381
SEPN1	3849.4788	SEPN1	3553.0159
SEPP1	1005.4683	SEPP1	13984.6032
SEPSECS	222.7307	SEPSECS	345.7143
SEPT10	1501.8222	SEPT10	1583.4921
SEPT11	2764.9801	SEPT11	1423.1746
SEPT1	35.9352	SEPT1	100.9524
SEPT2	8493.9402	SEPT2	11069.2063
SEPT3	1377.4049	SEPT3	151.1111
SEPT4	155.9454	SEPT4	701.5873
SEPT5	421.0526	SEPT5	794.2857
SEPT6	619.0355	SEPT6	1108.8889
SEPT7P2	96.6184	SEPT7P2	182.5397
SEPT7	3159.5898	SEPT7	3201.9048
SEPT8	1481.6171	SEPT8	1581.946
SEPT9	13010.5941	SEPT9	6392.0635
SEPW1	1832.6977	SEPW1	4590.1587
SEPX1	271.2094	SEPX1	552.0635
SERAC1	271.2094	SERAC1	243.8095
SERBP1	7950.1653	SERBP1	5884.127
SERF1A	451.2247	SERF1A	780.9524
SERF2	8572.9672	SERF2	7568.054
SERGEF	190.8636	SERGEF	521.2698
SERHL2	83.7325	SERHL2	908.9619
SERHL	111.1959	SERHL	466.3492
SERINC1	4342.4019	SERINC1	6895.2381
SERINC2	5052.6316	SERINC2	3377.4603
SERINC3	1525.892	SERINC3	2204.4444
removed	removed	SERINC4	7.6349
SERINC5	182.0493	SERINC5	103.4921
SERP1	3058.3405	SERP1	4587.3175
SERP2	139.3338	SERP2	101.9048
SERPINA11	11.8654	SERPINA11	460.6349
SERPINA1	570.2178	SERPINA1	27226.6667
SERPINA3	20979.066	SERPINA3	51733.6508
removed	removed	SERPINA4	26.6667
SERPINA5	259.683	SERPINA5	2276.1905
removed	removed	SERPINA6	1306.9841
removed	removed	SERPINB13	6.3492
SERPINB1	1136.7065	SERPINB1	1406.9841
SERPINB2	50.5128	SERPINB2	15.5556
SERPINB3	9.1533	SERPINB3	6.6667
SERPINB5	2754.4707	SERPINB5	1333.9683
SERPINB6	1749.9788	SERPINB6	2119.6825
SERPINB8	381.7273	SERPINB8	215.5556
SERPINB9	277.6506	SERPINB9	378.4127
SERPINC1	9.4923	removed	removed
removed	removed	SERPIND1	11.4286
SERPINE1	795.9997	SERPINE1	1073.9683
SERPINE2	3516.2302	SERPINE2	1095.5556
SERPINF1	1610.645	SERPINF1	12829.8413
SERPINF2	82.3799	SERPINF2	761.5873
SERPING1	5335.3674	SERPING1	15607.619
SERPINH1	2737.8591	SERPINH1	4007.3016
SERPINI1	885.8378	SERPINI1	341.5873
SERTAD1	283.7529	SERTAD1	643.1746
SERTAD2	514.6199	SERTAD2	937.1429
SERTAD3	302.7375	SERTAD3	835.5556
SERTAD4	420.7136	SERTAD4	108.254
SESN1	669.2093	SESN1	1522.5397
SESN2	374.269	SESN2	340.3175
SESN3	58.988	SESN3	134.9206
SESTD1	1091.9569	SESTD1	928.5714
SETBP1	111.1959	SETBP1	678.4127
SETD1A	1147.5549	SETD1A	674.9206
SETD1B	698.3643	SETD1B	699.0476
SETD2	1757.7761	SETD2	1935.873
SETD3	1274.6843	SETD3	1469.5238
SETD4	222.3917	SETD4	350.1587
SETD5	1568.2685	SETD5	1833.6508
SETD6	391.301	SETD6	383.8032
SETD7	2280.8713	SETD7	2654.2857
SETD8	785.8293	SETD8	946.9841
SETDB1	1827.2735	SETDB1	869.5238
SETDB2	105.0937	SETDB2	426.3492
SETMAR	270.1924	SETMAR	853.6508
SETX	1805.5767	SETX	1813.3333
SET	7842.3595	SET	6112.381
SEZ6L2	879.3966	SEZ6L2	1276.1905
SF1	3952.1993	SF1	4754.6032
SF3A1	2716.1488	SF3A1	3444.0413
SF3A2	846.5124	SF3A2	1113.0159
SF3A3	2703.958	SF3A3	1983.1746
SF3B14	1495.72	SF3B14	1480
SF3B1	5917.7896	SF3B1	6304.4444
SF3B2	4647.1735	SF3B2	5204.127
SF3B3	8328.8414	SF3B3	3041.9048
SF3B4	3528.0956	SF3B4	1434.9206
SF3B5	1373.6757	SF3B5	1476.8254
SF4	628.5278	SF4	661.9048
SFI1	253.9198	SFI1	573.6508
SFMBT1	268.1583	SFMBT1	500.9524
SFMBT2	332.5706	SFMBT2	131.4286
SFN	1461.7171	SFN	1853.0508
SFPQ	5990.3788	SFPQ	3713.419
SFRP1	13968.6414	SFRP1	18985.3968
SFRP2	2572.0824	SFRP2	9570.4762
SFRP4	781.0831	SFRP4	4413.0159
removed	removed	SFRP5	9.5238
SFRS11	2673.7859	SFRS11	2772.0635
SFRS12IP1	718.366	SFRS12IP1	544.127
SFRS12	1311.6366	SFRS12	1152.381
SFRS13A	1574.3707	SFRS13A	1345.7143
SFRS13B	205.1021	SFRS13B	25.3968
SFRS14	2160.2237	SFRS14	1346.1048
SFRS15	1204.1698	SFRS15	830.4762
SFRS16	350.8772	SFRS16	548.8889
SFRS17A	327.482	SFRS17A	888.5714
SFRS18	1447.5803	SFRS18	2197.7778
SFRS1	6257.1404	SFRS1	3629.5238
SFRS2B	953.3011	SFRS2B	1686.0317
SFRS2IP	2381.5578	SFRS2IP	2232.6984
SFRS2	3843.8139	SFRS2	3108.073
SFRS3	6682.9392	SFRS3	5518.4127
SFRS4	2898.2117	SFRS4	1913.0159
SFRS5	2058.1405	SFRS5	6144.4444
SFRS6	2248.6651	SFRS6	4036.5079
SFRS7	2421.5611	SFRS7	2099.3651
SFRS8	665.1411	SFRS8	829.8413
SFRS9	2013.052	SFRS9	2138.7302
SFT2D1	697.0082	SFT2D1	581.2698
SFT2D2	229.6805	SFT2D2	70.4762
SFT2D3	235.2742	SFT2D3	380.6349
removed	removed	SFTA2	7.9365
removed	removed	SFTPA1	12.0635
removed	removed	SFTPA2	43.1746
removed	removed	SFTPB	60.3175
SFTPD	73.9046	SFTPD	41.2698
SFXN1	474.9555	SFXN1	415.2381
SFXN2	267.4803	SFXN2	475.5556
SFXN3	657.3438	SFXN3	1025.0794
SFXN4	628.1888	SFXN4	446.0317
SFXN5	200.356	SFXN5	568.8889
removed	removed	SGCA	8.8889
SGCB	1273.6673	SGCB	1127.9365
SGCD	72.5485	SGCD	344.7619
SGCE	1474.3622	SGCE	1719.6825
removed	removed	SGCG	15.873
SGEF	247.4786	SGEF	503.4921
SGIP1	50.5128	SGIP1	116.8254
SGK196	85.431	SGK196	8.5714
SGK1	12735.9946	SGK1	3860.3175
SGK223	245.7835	SGK223	1199.3651
SGK269	1001.7798	SGK269	736.5079
SGK2	10.8484	SGK2	58.4127
SGK3	334.7436	SGK3	2758.7651
SGK494	91.323	SGK494	42.4667
SGMS1	273.9215	SGMS1	587.3016
SGMS2	464.9784	SGMS2	264.4444
SGOL1	181.0323	SGOL1	8.5714
SGOL2	323.7563	SGOL2	130.7937
SGPL1	1990.6772	SGPL1	1417.7778
SGPP1	69.4974	SGPP1	475.2381
SGPP2	33.5622	SGPP2	7.9365
SGSH	385.7954	SGSH	826.9841
SGSM1	22.0358	SGSM1	190.1587
SGSM2	1065.514	SGSM2	2585.7143
SGSM3	526.1463	SGSM3	1364.7619
SGTA	1189.2533	SGTA	1593.6508
SGTB	179.6898	SGTB	156.181
SH2B1	1288.5838	SH2B1	1306.0317
SH2B2	53.5639	SH2B2	24.127
SH2B3	395.2877	SH2B3	762.8571
SH2D1A	11.5264	SH2D1A	31.1111
SH2D1B	7.1192	SH2D1B	10.1587
SH2D2A	183.0664	SH2D2A	86.0317
SH2D3A	725.1462	SH2D3A	376.1905
SH2D3C	182.7273	SH2D3C	453.6508
SH2D4A	306.1276	SH2D4A	252.381
SH2D4B	9.4923	removed	removed
SH3BGRL2	144.419	SH3BGRL2	1075.2381
SH3BGRL3	2692.4316	SH3BGRL3	2746.3492
SH3BGRL	2394.4402	SH3BGRL	5784.4222
SH3BGR	182.0493	SH3BGR	382.2222
SH3BP1	277.6506	SH3BP1	244.7556
SH3BP2	684.1258	SH3BP2	1159.6825
SH3BP4	2822.6121	SH3BP4	3330.1587
SH3BP5L	1228.5787	SH3BP5L	866.6667
SH3BP5	3679.8746	SH3BP5	1940.7524
SH3D19	473.9385	SH3D19	1895.5556
SH3D20	12.5434	removed	removed
SH3GL1	1215.0182	SH3GL1	1393.0159
SH3GL2	81.3628	removed	removed
removed	removed	SH3GL3	6.6667
SH3GLB1	3824.0529	SH3GLB1	2627.3016
SH3GLB2	510.2127	SH3GLB2	1825.0794
SH3KBP1	852.6146	SH3KBP1	921.9048
SH3PXD2A	5770.9975	SH3PXD2A	1709.2063
SH3PXD2B	2047.6312	SH3PXD2B	2420.3175
SH3RF1	1907.9583	SH3RF1	917.1429
SH3RF2	5.4242	SH3RF2	305.7143
SH3RF3	58.988	SH3RF3	276.5079
SH3TC1	116.9591	SH3TC1	581.9048
SH3TC2	43.7325	SH3TC2	90.4762
SH3YL1	1534.7063	SH3YL1	1667.619
removed	removed	SHANK1	9.2063
SHANK2	973.9808	SHANK2	790.1587
SHANK3	458.6829	SHANK3	629.8413
SHARPIN	757.0133	SHARPIN	818.4127
removed	removed	SHBG	7.619
SHB	248.8346	SHB	693.0159
SHC1	3310.789	SHC1	3741.2698
SHC2	63.7342	SHC2	569.2063
removed	removed	SHC3	19.3651
SHC4	779.0491	SHC4	233.9683
SHCBP1	368.1668	SHCBP1	60
SHE	108.4838	SHE	289.5238
SHFM1	3046.0208	SHFM1	1472.6984
SHF	77.9727	SHF	187.619
SHISA2	25.7649	SHISA2	178.7302
removed	removed	SHISA3	29.8413
SHISA4	257.649	SHISA4	333.6508
SHISA5	2340.8763	SHISA5	4116.5079
removed	removed	SHISA6	11.746
SHISA9	28.477	SHISA9	32.0635
SHKBP1	1005.848	SHKBP1	832.6984
SHMT1	969.8449	SHMT1	967.781
SHMT2	3162.3019	SHMT2	1206.0317
SHOC2	1035.003	SHOC2	819.6825
SHOX2	54.9199	SHOX2	63.4921
SHPK	260.5916	SHPK	520.5778
SHPRH	304.958	SHPRH	292.3397
SHQ1	524.4512	SHQ1	467.619
SHROOM1	91.5332	SHROOM1	804.7619
SHROOM2	156.9625	SHROOM2	250.7937
SHROOM3	1724.8919	SHROOM3	4048.8889
SHROOM4	214.9335	SHROOM4	491.4286
SIAE	1365.2004	SIAE	1684.6381
SIAH1	529.0584	SIAH1	471.8825
SIAH2	679.0406	SIAH2	2898.0952
SIDT1	55.2589	SIDT1	676.8254
SIDT2	545.809	SIDT2	1810.2921
SIGIRR	362.7426	SIGIRR	757.4603
SIGLEC10	55.9369	SIGLEC10	474.9206
removed	removed	SIGLEC11	7.9365
SIGLEC12	32.2061	SIGLEC12	25.0794
SIGLEC14	24.4088	SIGLEC14	31.746
removed	removed	SIGLEC15	10.1587
removed	removed	SIGLEC16	15.2381
SIGLEC1	270.1924	SIGLEC1	947.619
SIGLEC5	25.4259	SIGLEC5	37.7778
SIGLEC7	29.833	SIGLEC7	44.127
removed	removed	SIGLEC8	105.3968
SIGLEC9	24.0698	SIGLEC9	56.8254
removed	removed	SIGLECP3	14.9206
SIGMAR1	2383.5918	SIGMAR1	1185.3968
SIK1	16805.492	SIK1	2113.3333
SIK2	825.8327	SIK2	710.4762
SIK3	765.1496	SIK3	1171.1111
SIKE1	1235.6979	SIKE1	640.3175
SIL1	1124.5021	SIL1	1116.8254
SILV	95.2623	SILV	140
SIM2	214.9335	SIM2	51.1111
SIN3A	1933.0452	SIN3A	1758.7302
SIN3B	1480.4644	SIN3B	1189.8413
SIP1	158.6575	SIP1	132.381
SIPA1L1	1102.1273	SIPA1L1	1187.9365
SIPA1L2	756.3353	SIPA1L2	886.9841
SIPA1L3	1446.5633	SIPA1L3	928.8889
SIPA1	382.4053	SIPA1	797.4603
SIRPA	1843.5461	SIRPA	2029.5238
SIRPB1	85.431	SIRPB1	68.5714
SIRPB2	22.7138	SIRPB2	56.8254
SIRPG	8.8143	SIRPG	12.6984
SIRT1	450.8857	SIRT1	528.254
SIRT2	735.6556	SIRT2	1387.9365
SIRT3	522.3087	SIRT3	1083.8349
SIRT4	15.2555	SIRT4	32.381
SIRT5	639.3762	SIRT5	410.4762
SIRT6	236.6302	SIRT6	269.2063
SIRT7	294.2622	SIRT7	249.8413
SIT1	9.1533	SIT1	43.4921
SIVA1	1080.4305	SIVA1	928.8889
SIX1	156.2844	SIX1	68.254
SIX2	25.4259	SIX2	13.6508
SIX3	19.6627	SIX3	13.0159
SIX4	191.2026	SIX4	78.7302
SIX5	286.1259	SIX5	680
SKA1	365.1157	SKA1	26.6667
SKA2	815.3233	SKA2	361.2698
SKA3	286.8107	SKA3	34.9302
SKAP1	264.7682	SKAP1	248.8889
SKAP2	978.727	SKAP2	857.1429
SKIL	791.2535	SKIL	219.0476
SKIV2L2	1613.1096	SKIV2L2	1189.3111
SKIV2L	1125.4717	SKIV2L	998.254
SKI	3281.295	SKI	2306.6667
SKP1	5088.5668	SKP1	7375.5556
SKP2	584.4563	SKP2	79.6825
SLA2	23.0528	SLA2	41.2698
SLAIN1	2664.2936	SLAIN1	140
SLAIN2	712.2638	SLAIN2	1026.3492
SLAMF1	11.1874	SLAMF1	22.8571
SLAMF6	31.1891	SLAMF6	101.2698
SLAMF7	82.0409	SLAMF7	226.3492
SLAMF8	280.695	SLAMF8	387.1651
SLAMF9	15.2555	SLAMF9	7.3016
SLA	265.7852	SLA	1009.8413
SLBP	1196.0336	SLBP	748.5714
SLC10A3	907.1955	SLC10A3	607.3016
SLC10A5	9.8313	SLC10A5	8.8889
SLC10A6	20.3407	SLC10A6	15.5556
SLC10A7	306.4666	SLC10A7	160.3175
SLC11A1	218.3236	SLC11A1	177.7778
SLC11A2	2323.5867	SLC11A2	1693.3333
removed	removed	SLC12A1	6.0317
SLC12A2	513.9419	SLC12A2	2557.4603
SLC12A4	1450.984	SLC12A4	1565.6762
SLC12A6	361.1086	SLC12A6	466.2159
SLC12A7	2082.8884	SLC12A7	1659.0476
SLC12A8	517.671	SLC12A8	231.1111
SLC12A9	1118.3999	SLC12A9	800.3175
SLC13A2	12.5434	SLC13A2	388.5714
SLC13A3	56.954	SLC13A3	66.0317
removed	removed	SLC13A4	5.0794
SLC14A1	6.7802	SLC14A1	87.3016
removed	removed	SLC14A2	6.0317
SLC15A1	35.9352	removed	removed
SLC15A2	561.7425	SLC15A2	99.0476
SLC15A3	340.7068	SLC15A3	496.1905
SLC15A4	483.7698	SLC15A4	593.3333
SLC16A10	44.4105	SLC16A10	16.8254
SLC16A11	15.5945	SLC16A11	36.8254
removed	removed	SLC16A12	21.9048
SLC16A13	110.1788	SLC16A13	67.9365
SLC16A14	501.7374	SLC16A14	297.1429
SLC16A1	2900.9238	SLC16A1	694.6032
SLC16A2	204.4241	SLC16A2	756.1905
SLC16A3	1159.0813	SLC16A3	345.0794
SLC16A4	262.0561	SLC16A4	418.4127
SLC16A5	62.7172	SLC16A5	307.3016
SLC16A6	86.109	SLC16A6	309.2063
SLC16A7	18.3066	SLC16A7	24.4444
SLC16A8	37.6303	SLC16A8	8.254
SLC16A9	5.4242	SLC16A9	162.2222
SLC17A5	669.5483	SLC17A5	650.7937
SLC17A7	6.4412	SLC17A7	62.8571
SLC17A9	299.0084	SLC17A9	65.3968
removed	removed	SLC18A2	5.3968
SLC19A1	331.2145	SLC19A1	200.3175
SLC19A2	649.5466	SLC19A2	1028.254
SLC19A3	69.1584	SLC19A3	207.9365
SLC1A1	214.5945	SLC1A1	120.3175
SLC1A2	122.3833	SLC1A2	136.8254
SLC1A3	85.77	SLC1A3	474.9206
SLC1A4	473.9385	SLC1A4	1193.6508
SLC1A5	2687.0074	SLC1A5	4883.8095
SLC1A6	12.8824	removed	removed
removed	removed	SLC1A7	26.9841
SLC20A1	1278.7524	SLC20A1	1055.873
SLC20A2	804.475	SLC20A2	1493.3333
removed	removed	SLC22A11	15.873
SLC22A15	22.7138	SLC22A15	83.4921
SLC22A17	314.9419	SLC22A17	1755.873
SLC22A18AS	9.4923	SLC22A18AS	13.9683
SLC22A18	313.9249	SLC22A18	458.7302
SLC22A20	10.8484	removed	removed
SLC22A23	485.5564	SLC22A23	868.1048
SLC22A2	82.0409	removed	removed
SLC22A3	1786.5921	SLC22A3	84.7619
