gene_id	TCGA-E9-A1RC-01A-11R-A157-07	gene_id	TCGA-E9-A1RC-11A-33R-A157-07
SORBS2	261.1607	SORBS2	880.1888
SORBS3	2099.9504	SORBS3	2603.1635
SORCS1	376.2401	SORCS1	22.3718
SORCS2	429.3155	SORCS2	110.111
SORCS3	55.0595	removed	removed
SORD	1250.9921	SORD	123.0447
SORL1	2571.1806	SORL1	710.3032
SORT1	3246.7758	SORT1	9537.3591
SOS1	1360.119	SOS1	4278.9478
SOS2	1367.0635	SOS2	1869.4398
removed	removed	SOSTDC1	12.9337
removed	removed	SOX10	26.2169
SOX11	37.4504	removed	removed
SOX12	1349.4544	SOX12	144.7173
SOX13	1422.123	SOX13	959.5386
SOX15	6.6964	SOX15	7.3407
SOX17	18.6012	SOX17	188.4121
SOX18	42.6587	SOX18	331.7312
removed	removed	SOX30	7.3407
SOX4	2489.3353	SOX4	750.5025
SOX5	15.377	SOX5	316.001
SOX6	12.4008	SOX6	420.5191
SOX7	30.8234	SOX7	807.8301
removed	removed	SOX8	18.5266
SOX9	2858.631	SOX9	94.7304
SP100	933.7798	SP100	2026.0421
SP110	643.8492	SP110	398.1473
SP140L	337.0536	SP140L	325.7887
SP140	18.1052	SP140	25.1682
SP1	4647.3214	SP1	3713.3619
SP2	658.7302	SP2	652.2765
SP3	2738.0952	SP3	1864.8956
SP4	228.4226	SP4	148.2129
SP5	69.9405	SP5	7.6903
SP6	505.2083	SP6	9.7876
SPA17	450.6448	SPA17	72.0091
SPAG16	411.4583	SPAG16	402.342
SPAG17	110.119	SPAG17	87.7392
SPAG1	659.7222	SPAG1	52.0842
SPAG4	599.4544	SPAG4	7.3407
SPAG5	513.1622	SPAG5	80.5069
SPAG7	468.75	SPAG7	874.9454
SPAG8	128.7202	SPAG8	11.5354
SPAG9	2180.5556	SPAG9	3902.4731
SPARCL1	1554.5635	SPARCL1	20607.1834
SPARC	64998.7599	SPARC	187428.4716
SPAST	424.3552	SPAST	405.1385
SPATA12	27.0337	removed	removed
SPATA13	925.7118	SPATA13	325.4217
SPATA16	9.1766	removed	removed
SPATA17	241.5675	removed	removed
SPATA18	1286.2103	SPATA18	310.0586
SPATA20	1228.2515	SPATA20	1225.2032
removed	removed	SPATA22	45.0162
SPATA24	52.3313	SPATA24	24.1195
SPATA2L	220.2381	SPATA2L	54.5312
SPATA2	594.9901	SPATA2	235.9521
SPATA4	26.0417	removed	removed
SPATA5L1	345.2381	SPATA5L1	117.4517
SPATA5	241.8155	SPATA5	219.1733
SPATA6	116.0714	SPATA6	107.6641
SPATA7	200.3968	SPATA7	192.9564
removed	removed	SPATA9	80.7481
SPATS2L	1118.3036	SPATS2L	1855.1079
SPATS2	1046.131	SPATS2	213.9299
SPC24	15.129	removed	removed
SPC25	79.3651	SPC25	8.739
SPCS1	2865.3051	SPCS1	1367.4106
SPCS2	574.4048	SPCS2	412.1297
SPCS3	2093.006	SPCS3	2133.3566
SPDEF	2410.9623	removed	removed
SPDYA	11.2971	SPDYA	5.0966
SPDYE1	17.3611	SPDYE1	7.3407
SPDYE3	97.3438	SPDYE3	94.7968
SPDYE5	21.3294	SPDYE5	8.739
SPDYE6	74.4048	SPDYE6	17.8275
SPDYE7P	12.1528	removed	removed
SPDYE8P	31.25	SPDYE8P	16.4293
SPEF1	220.2381	removed	removed
SPEF2	653.0258	SPEF2	91.2348
SPEG	107.3909	SPEG	72.3586
SPEN	2262.6488	SPEN	2654.5486
SPESP1	353.9311	SPESP1	51.6368
SPG11	1090.0298	SPG11	1952.6348
SPG20	919.3948	SPG20	2307.4369
SPG21	3308.2837	SPG21	2295.5519
SPG7	879.7123	SPG7	1087.1275
SPHAR	104.5089	SPHAR	79.8846
SPHK1	339.6354	SPHK1	60.9525
SPHK2	209.6255	SPHK2	194.3931
SPI1	126.7361	SPI1	417.0235
SPIN1	3853.9187	SPIN1	2675.8717
removed	removed	SPIN2A	12.9337
SPIN2B	124.7073	SPIN2B	111.9287
SPIN3	616.0714	SPIN3	219.1733
SPIN4	304.0675	SPIN4	58.7259
SPINK2	5.7044	removed	removed
SPINK4	9.6726	removed	removed
removed	removed	SPINK5	81.4472
SPINK8	69.4444	removed	removed
SPINT1	2688.7401	SPINT1	25.5178
SPINT2	6538.6905	SPINT2	114.3057
SPIRE1	1259.6726	SPIRE1	1008.1272
SPIRE2	245.2877	SPIRE2	27.2656
SPNS1	1217.1305	SPNS1	559.182
SPNS2	156.7287	SPNS2	365.3972
SPN	38.4425	SPN	149.2616
SPOCD1	81.5972	SPOCD1	13.9823
SPOCK1	799.8512	SPOCK1	787.9053
SPOCK2	24.0005	SPOCK2	292.9022
SPON1	1814.2361	SPON1	2763.2614
SPON2	840.2778	SPON2	655.4225
SPOPL	2436.5079	SPOPL	782.3123
SPOP	1389.1369	SPOP	1403.4781
SPP1	11631.9444	SPP1	180.7218
SPPL2A	1355.6548	SPPL2A	939.6137
SPPL2B	357.1429	SPPL2B	428.9085
SPPL3	1837.5496	SPPL3	1272.7432
SPRED1	393.6012	SPRED1	1166.4773
SPRED2	1037.6984	SPRED2	1183.2561
SPRN	64.9802	SPRN	41.947
SPRR1A	133.6806	removed	removed
removed	removed	SPRR2F	7.3407
SPRR3	8.6806	removed	removed
SPRY1	428.0754	SPRY1	2172.5072
SPRY2	63.7401	SPRY2	1245.128
SPRY3	41.1706	SPRY3	150.3102
SPRY4	507.6885	SPRY4	898.3658
SPRYD3	1798.8591	SPRYD3	2238.5738
SPRYD4	209.3254	SPRYD4	270.2089
SPR	1121.7758	SPR	773.5734
SPSB1	730.1587	SPSB1	1160.5348
SPSB2	118.0556	SPSB2	55.9294
SPSB3	798.6111	SPSB3	643.8871
SPSB4	13.6409	SPSB4	41.5975
removed	removed	SPTA1	28.3143
SPTAN1	10111.6071	SPTAN1	14940.8372
SPTBN1	4760.4167	SPTBN1	97720.1783
SPTBN2	650.5456	SPTBN2	54.5312
SPTBN4	54.3155	SPTBN4	149.9607
SPTBN5	30.754	SPTBN5	21.4874
SPTB	124.504	SPTB	670.104
SPTLC1	1673.1151	SPTLC1	1728.9172
SPTLC2	3449.4048	SPTLC2	2256.4013
SPTLC3	833.8294	SPTLC3	310.0586
SPTY2D1	1487.3264	SPTY2D1	707.2796
SQLE	1670.3869	SQLE	101.0225
SQRDL	2250.9921	SQRDL	1210.5217
SQSTM1	28293.7599	SQSTM1	13075.6969
SR140	3019.3452	SR140	2113.0822
SRA1	778.5218	SRA1	414.5766
SRBD1	268.8492	SRBD1	538.6699
SRCAP	10241.3194	SRCAP	2897.8415
SRCIN1	464.2857	SRCIN1	27.2656
SRCRB4D	12.7034	SRCRB4D	93.6817
SRC	660.9623	SRC	403.0412
SRD5A1	159.7222	SRD5A1	66.4161
SRD5A2	16.6171	removed	removed
SRD5A3	2086.932	SRD5A3	620.1171
SREBF1	9914.4345	SREBF1	2611.9025
SREBF2	1632.9365	SREBF2	1565.6733
SRFBP1	517.8571	SRFBP1	207.6379
SRF	906.994	SRF	1155.641
SRGAP1	359.375	SRGAP1	389.0588
SRGAP2	1142.1131	SRGAP2	878.7905
SRGAP3	139.1369	SRGAP3	74.8056
SRGN	241.5675	SRGN	1748.4925
SRI	1233.3829	SRI	1513.2395
removed	removed	SRL	118.85
SRMS	40.4266	removed	removed
SRM	827.381	SRM	722.5378
SRP14	2849.9504	SRP14	4224.0671
SRP19	677.6587	SRP19	572.9826
SRP54	2269.8413	SRP54	877.7419
SRP68	1874.504	SRP68	2222.8437
SRP72	3888.6409	SRP72	2012.7589
SRP9	6888.8889	SRP9	2928.2531
SRPK1	1327.381	SRPK1	517.6964
SRPK2	2372.7679	SRPK2	1064.7557
SRPK3	13.2837	SRPK3	9.6268
SRPRB	1641.369	SRPRB	792.4495
SRPR	3408.2341	SRPR	3556.41
SRPX2	365.0794	SRPX2	1738.0058
SRPX	205.6052	SRPX	2440.6187
SRRD	217.7579	SRRD	268.1115
SRRM1	1500.744	SRRM1	1435.9871
SRRM2	28025.0496	SRRM2	11933.5839
SRRM3	546.875	SRRM3	38.4515
SRRM5	24.5288	SRRM5	8.1342
SRRT	1888.6409	SRRT	877.0427
SRR	304.7569	SRR	390.7717
SRXN1	2459.3254	SRXN1	742.1131
SS18L1	656.746	SS18L1	197.1511
SS18L2	311.0119	SS18L2	138.7748
SS18	2353.6706	SS18	1346.8496
SSBP1	1444.6925	SSBP1	863.4099
SSBP2	926.8353	SSBP2	630.2543
SSBP3	518.3532	SSBP3	781.6132
SSBP4	496.5278	SSBP4	329.9834
SSB	1588.2168	SSB	3549.5517
SSC5D	463.7897	SSC5D	900.4632
SSFA2	1980.4067	SSFA2	3547.3215
SSH1	1188.7401	SSH1	1559.3813
SSH2	342.2619	SSH2	1524.4254
SSH3	1852.1825	SSH3	616.272
SSNA1	420.1389	SSNA1	509.307
SSPN	474.4544	SSPN	2813.5978
SSPO	19.5933	SSPO	12.2346
SSR1	3074.6528	SSR1	3749.716
SSR2	7093.998	SSR2	2886.6556
SSR3	4032.2421	SSR3	3279.21
SSR4	1515.873	SSR4	1329.0221
SSRP1	3630.4563	SSRP1	2069.3874
SSSCA1	231.8948	SSSCA1	231.0583
removed	removed	SSTR1	66.7657
SSTR2	65.9722	SSTR2	68.8631
SSU72	1640.873	SSU72	2859.39
SSX2IP	601.4385	SSX2IP	68.8631
ST13	4708.3333	ST13	9250.0218
ST14	2544.1468	ST14	127.9385
ST20	35.3671	ST20	38.5633
ST3GAL1	5125.496	ST3GAL1	2679.3673
ST3GAL2	235.6151	ST3GAL2	681.2899
ST3GAL3	62.996	ST3GAL3	627.8074
ST3GAL4	691.4683	ST3GAL4	420.1695
ST3GAL5	121.2798	ST3GAL5	389.0588
ST3GAL6	37.9464	ST3GAL6	261.1203
ST5	1380.7044	ST5	539.0195
ST6GAL1	3008.9286	ST6GAL1	1257.7121
ST6GAL2	275.5456	ST6GAL2	8.739
removed	removed	ST6GALNAC1	115.3544
ST6GALNAC2	552.8274	ST6GALNAC2	299.2222
ST6GALNAC3	12.4008	ST6GALNAC3	361.0941
ST6GALNAC4	588.0456	ST6GALNAC4	224.7662
ST6GALNAC5	414.9306	removed	removed
ST6GALNAC6	1188.7401	ST6GALNAC6	6156.078
ST7L	206.8452	ST7L	418.4217
ST7OT1	10.8978	ST7OT1	38.4864
ST7	618.3135	ST7	982.162
ST8SIA1	51.3393	ST8SIA1	60.1241
ST8SIA2	15.129	removed	removed
ST8SIA4	114.8313	ST8SIA4	340.1206
ST8SIA5	9.1766	removed	removed
ST8SIA6	249.504	ST8SIA6	11.5354
STAB1	312.252	STAB1	3344.8326
removed	removed	STAB2	18.5266
STAC2	11.4087	removed	removed
STAC3	34.06	STAC3	27.9647
STAC	6.6964	STAC	51.0356
STAG1	1141.3294	STAG1	1504.2769
STAG2	3474.7024	STAG2	3062.1341
STAG3L1	62.004	STAG3L1	35.655
STAG3L2	183.2837	STAG3L2	96.8278
STAG3L3	258.1796	STAG3L3	180.18
STAG3L4	174.6032	STAG3L4	197.1511
STAG3	10.2431	STAG3	14.0173
STAM2	847.4702	STAM2	964.4324
STAMBPL1	48.3631	STAMBPL1	171.8955
STAMBP	795.8829	STAMBP	657.5199
STAM	620.2877	STAM	502.3158
STAP2	187.252	STAP2	20.9735
STARD10	1748.7599	STARD10	162.8943
STARD13	616.8155	STARD13	1526.8723
STARD3NL	709.0774	STARD3NL	643.8871
STARD3	500	STARD3	527.4841
STARD4	39.9306	STARD4	34.6063
STARD5	23.3135	STARD5	66.7657
STARD7	3858.0357	STARD7	3332.6261
STARD8	117.5595	STARD8	615.9224
STAR	21.8254	removed	removed
STAT1	2781.746	STAT1	6146.6399
STAT2	1731.8948	STAT2	2440.2692
STAT3	8829.8611	STAT3	6246.9632
removed	removed	STAT4	203.4432
STAT5A	613.0952	STAT5A	5585.9477
STAT5B	1907.2421	STAT5B	6143.8434
STAT6	4854.6627	STAT6	4920.7376
STAU1	6523.8095	STAU1	2827.2306
STAU2	2584.3254	STAU2	1169.6234
STBD1	563.0035	STBD1	6116.1199
STC1	9408.2341	STC1	292.9302
STC2	38397.0734	STC2	259.023
STEAP1	60.0198	STEAP1	1251.4201
STEAP2	325.3968	STEAP2	1280.783
STEAP3	1329.8611	STEAP3	694.9227
STEAP4	171.131	STEAP4	2638.8185
STIL	280.754	STIL	57.6772
STIM1	1465.0298	STIM1	2292.7554
STIM2	436.5079	STIM2	457.5723
STIP1	4488.5913	STIP1	1864.546
STK10	617.3115	STK10	1138.5126
STK11IP	395.8333	STK11IP	186.3148
STK11	485.8631	STK11	860.2639
STK16	780.0099	STK16	507.5592
STK17A	367.0635	STK17A	439.3953
STK17B	356.1508	STK17B	1075.9416
STK19	463.0283	STK19	234.816
STK24	3922.8671	STK24	2339.5963
STK25	901.7857	STK25	1627.8948
removed	removed	STK32A	18.5266
STK32B	31.498	STK32B	208.6865
STK32C	269.8413	STK32C	138.4252
STK33	38.9385	removed	removed
STK35	2021.3294	STK35	840.3391
STK36	964.0377	STK36	295.3771
STK38L	1779.7619	STK38L	1420.956
STK38	832.8373	STK38	1616.3593
STK39	1577.877	STK39	1089.924
STK3	939.2361	STK3	634.449
STK40	538.4425	STK40	2661.1902
STK4	1359.623	STK4	1029.7999
STL	8.9484	STL	8.4663
STMN1	2261.1607	STMN1	1142.3578
STMN2	19.0972	STMN2	13.9823
STMN3	217.5099	STMN3	386.6119
STOML1	224.7024	STOML1	400.9438
STOML2	1320.6845	STOML2	1345.1018
STOM	10817.7083	STOM	10797.8677
STON1	152.0337	STON1	893.472
STON2	87.5496	STON2	190.5095
STOX1	169.3948	STOX1	461.767
STOX2	39.6825	STOX2	60.1241
STRA13	424.8512	STRA13	269.5097
STRA6	226.1905	removed	removed
STRADA	426.3393	STRADA	436.9484
STRADB	317.4603	STRADB	979.813
STRAP	2576.6369	STRAP	3133.0945
STRBP	1747.0238	STRBP	377.8729
STRN3	1182.5347	STRN3	953.2221
STRN4	1180.3075	STRN4	1472.3412
STRN	958.0853	STRN	652.9756
STS	299.3552	STS	4247.8371
STT3A	3890.129	STT3A	2563.6634
STT3B	2861.1111	STT3B	1736.6075
STUB1	2075.9028	STUB1	1641.8876
STX10	196.4286	STX10	229.3105
STX11	20.3373	STX11	1789.0413
STX12	826.8849	STX12	3110.0236
STX16	1653.7698	STX16	1467.4473
STX17	1123.0159	STX17	1126.9772
STX18	494.7917	STX18	488.683
STX19	5.9524	removed	removed
STX1A	133.3879	STX1A	16.4293
STX1B	115.3274	STX1B	47.1904
STX2	285.4663	STX2	606.8339
STX3	1422.371	STX3	328.9347
STX4	1136.1607	STX4	610.3295
STX5	987.3512	STX5	946.2554
STX6	2462.1875	STX6	1042.751
STX7	999.752	STX7	3437.9096
STX8	350.6944	STX8	644.9358
STXBP1	237.8472	STXBP1	2478.7206
STXBP2	861.3591	STXBP2	111.5092
STXBP3	594.494	STXBP3	820.4142
STXBP4	129.9603	STXBP4	133.1819
STXBP5	341.2525	STXBP5	575.5099
removed	removed	STXBP6	87.0401
STYK1	50.0992	removed	removed
STYXL1	817.2123	STYXL1	324.0409
STYX	802.5794	STYX	619.7675
SUB1	2902.7778	SUB1	3275.3649
SUCLA2	406.1483	SUCLA2	2681.2095
SUCLG1	1298.1151	SUCLG1	3558.8569
SUCLG2	3169.3948	SUCLG2	2357.4238
removed	removed	SUCNR1	84.9428
SUDS3	3156.498	SUDS3	759.9406
SUFU	548.8591	SUFU	585.5108
SUGT1L1	11.5551	SUGT1L1	34.7391
removed	removed	SUGT1P1	11.885
SUGT1	402.0337	SUGT1	562.0904
SULF1	8063.4921	SULF1	2065.1927
SULF2	2586.8056	SULF2	1965.918
SULT1A1	701.1409	SULT1A1	897.6667
SULT1A2	127.7282	SULT1A2	101.7216
SULT1A3	1036.8328	SULT1A3	953.666
SULT1C2	98.4623	removed	removed
SULT1C4	112.8472	SULT1C4	92.2835
SULT2B1	64.7321	removed	removed
SULT4A1	18.1052	removed	removed
SUMF1	2474.2063	SUMF1	1267.8493
SUMF2	1744.2956	SUMF2	2706.9824
SUMO1P3	138.8889	SUMO1P3	119.1995
SUMO1	2268.8492	SUMO1	1828.891
SUMO2	2011.6567	SUMO2	2427.3355
SUMO3	3312.252	SUMO3	2296.6005
SUN1	3209.5164	SUN1	3410.333
SUN2	1511.1607	SUN2	7759.1541
SUOX	1671.627	SUOX	1095.1674
SUPT16H	5615.8234	SUPT16H	3254.3913
SUPT3H	60.5159	SUPT3H	123.0447
SUPT4H1	1210.9921	SUPT4H1	1170.1826
SUPT5H	2157.2421	SUPT5H	2082.3211
SUPT6H	3433.2837	SUPT6H	3509.2196
SUPT7L	761.1607	SUPT7L	1023.8574
SUPV3L1	495.0397	SUPV3L1	480.9927
SURF1	939.9802	SURF1	1014.7689
SURF2	162.6984	SURF2	149.9607
SURF4	5496.0317	SURF4	7623.5253
SURF6	753.4722	SURF6	506.161
SUSD1	139.3849	SUSD1	260.7708
SUSD2	87.7976	SUSD2	205.5405
SUSD3	767.8571	SUSD3	16.4293
SUSD4	599.4544	removed	removed
SUSD5	361.3591	SUSD5	154.1554
SUV39H1	225.4464	SUV39H1	214.2795
SUV39H2	139.1369	SUV39H2	102.0711
SUV420H1	1670.6349	SUV420H1	1300.7079
SUV420H2	150.0496	SUV420H2	67.1153
SUZ12P	180.0595	SUZ12P	71.31
SUZ12	1455.6052	SUZ12	799.7903
SV2A	23.8095	SV2A	15.7301
removed	removed	SV2B	488.3335
SVEP1	119.9355	SVEP1	10208.8368
SVIL	1129.4792	SVIL	3010.1232
SVIP	511.6567	SVIP	119.8986
SWAP70	2886.9048	SWAP70	2121.8212
SYAP1	4284.4742	SYAP1	1264.3538
SYBU	981.3988	SYBU	625.0109
removed	removed	SYCE1L	6.2921
removed	removed	SYCE1	6.0683
SYCE2	13.1448	removed	removed
removed	removed	SYCP1	9.7876
removed	removed	SYCP2L	10.1896
SYCP2	1619.2956	SYCP2	29.3629
SYDE1	224.9504	SYDE1	661.365
SYDE2	282.7381	SYDE2	201.3458
SYF2	788.6905	SYF2	1384.2524
SYK	395.8333	SYK	513.8513
SYMPK	1476.1905	SYMPK	1153.8932
SYN1	31.25	SYN1	6.2921
removed	removed	SYN2	577.1214
removed	removed	SYN3	23.77
SYNCRIP	4875.496	SYNCRIP	3816.4817
SYNC	180.2257	SYNC	764.5198
SYNE1	732.1429	SYNE1	4611.0286
SYNE2	4348.2143	SYNE2	4915.8437
SYNGAP1	620.2877	SYNGAP1	191.9077
SYNGR1	889.1716	SYNGR1	232.7606
SYNGR2	2470.9821	SYNGR2	1896.7054
SYNGR3	79.1171	removed	removed
SYNGR4	19.8413	removed	removed
SYNJ1	365.3274	SYNJ1	464.2139
SYNJ2BP	1330.1091	SYNJ2BP	2013.458
SYNJ2	1558.5317	SYNJ2	234.5539
SYNM	1065.4762	SYNM	4245.3902
SYNPO2L	5.7044	removed	removed
SYNPO2	1555.5556	SYNPO2	6716.4205
SYNPO	751.4881	SYNPO	15813.6852
SYNRG	1127.7282	SYNRG	1121.0347
SYPL1	4620.5357	SYPL1	2909.0274
SYPL2	7.6885	SYPL2	95.08
SYP	16.369	SYP	56.9781
SYS1-DBNDD2	36.5203	SYS1-DBNDD2	6.6032
SYS1	1695.1141	SYS1	881.5171
SYT11	187.5	SYT11	894.5207
SYT12	63.4921	SYT12	38.1019
SYT13	2696.1806	removed	removed
SYT15	16.121	SYT15	187.713
SYT17	1493.7996	SYT17	109.7614
SYT1	178.0754	SYT1	27.6151
SYT2	10.4167	SYT2	10.8363
SYT7	3395.0893	SYT7	276.5009
SYT8	10.1687	removed	removed
SYT9	103.1746	removed	removed
SYTL1	305.3075	SYTL1	18.8762
SYTL2	2358.631	SYTL2	440.7935
SYTL3	168.8988	SYTL3	242.9433
SYTL4	1693.2044	SYTL4	1020.7114
SYTL5	159.7222	removed	removed
SYVN1	1287.9464	SYVN1	1745.3465
TAB1	522.5347	TAB1	490.4763
TAB2	2736.1111	TAB2	3177.838
TAB3	2255.2083	TAB3	881.2374
TACC1	1448.4127	TACC1	15117.0148
TACC2	871.0317	TACC2	1816.3069
TACC3	972.2222	TACC3	184.2174
TACO1	452.629	TACO1	375.0765
TACR1	9.1766	TACR1	222.6689
removed	removed	TACR2	25.1682
TACSTD2	2975.4464	TACSTD2	48.2391
TADA1	665.6746	TADA1	201.3458
TADA2A	245.0397	TADA2A	179.3236
TADA2B	832.0933	TADA2B	835.4453
TADA3	1523.8269	TADA3	1532.6051
TAF10	583.5813	TAF10	613.4755
TAF11	576.1409	TAF11	428.9085
TAF12	389.1369	TAF12	504.7627
TAF13	185.7639	TAF13	249.2353
TAF15	1458.0853	TAF15	2292.7554
TAF1A	137.1528	TAF1A	57.3276
TAF1B	354.6627	TAF1B	308.3108
TAF1C	479.9107	TAF1C	454.7758
TAF1D	626.942	TAF1D	377.1913
TAF1L	44.1468	TAF1L	53.832
TAF1	1748.5119	TAF1	1844.6212
TAF2	1478.6706	TAF2	712.4006
TAF3	267.6091	TAF3	285.5894
TAF4B	80.8532	TAF4B	145.0669
TAF4	635.9127	TAF4	317.0497
TAF5L	1525.2976	TAF5L	628.157
TAF5	80.8532	TAF5	105.9163
TAF6L	130.7044	TAF6L	206.5892
TAF6	1334.8785	TAF6	755.0468
TAF7	5039.1865	TAF7	2573.451
TAF8	314.7321	TAF8	769.3787
TAF9B	1216.5179	TAF9B	858.5161
TAF9	1415.9226	TAF9	1107.8354
TAGAP	30.0099	TAGAP	223.0184
TAGLN2	19000.248	TAGLN2	7470.7682
TAGLN	3964.7817	TAGLN	6768.1517
TAL1	10.6647	TAL1	244.3415
TALDO1	2053.0754	TALDO1	3801.8002
TANC1	1855.9028	TANC1	1145.8534
TANC2	1758.4325	TANC2	659.9668
TANK	854.4147	TANK	1230.097
TAOK1	1060.0198	TAOK1	1584.8991
TAOK2	2204.1171	TAOK2	1668.094
TAOK3	1481.6468	TAOK3	1038.8884
TAP1	1071.9246	TAP1	1007.4281
TAP2	645.6845	TAP2	1257.0864
TAPBPL	592.5794	TAPBPL	683.3068
TAPBP	3081.1012	TAPBP	2143.1443
TAPT1	787.2024	TAPT1	777.069
TARBP1	190.2282	TARBP1	418.4217
TARBP2	303.0754	TARBP2	169.1864
TARDBP	3898.3135	TARDBP	3179.5858
removed	removed	TARP	22.7213
TARS2	1445.9325	TARS2	469.4573
TARSL2	382.4405	TARSL2	378.9216
TARS	1646.8254	TARS	1678.2312
TAS2R14	7.3438	TAS2R14	7.0541
TAS2R20	28.2738	TAS2R20	17.4779
TAS2R31	12.4008	removed	removed
TAS2R5	5.7044	TAS2R5	6.6416
TASP1	353.9187	TASP1	169.1864
TATDN1	374.752	TATDN1	412.4792
TATDN2	1677.3313	TATDN2	1150.0481
TATDN3	335.8135	TATDN3	397.7978
TAT	13.8889	removed	removed
TAX1BP1	4937.5	TAX1BP1	2985.2311
TAX1BP3	2226.9866	TAX1BP3	2119.0387
TAZ	252.7282	TAZ	297.4744
TBC1D10A	356.3839	TBC1D10A	499.9563
TBC1D10B	2447.9167	TBC1D10B	924.9323
TBC1D10C	8.9286	TBC1D10C	40.1992
TBC1D12	431.7956	TBC1D12	614.8737
TBC1D13	766.8651	TBC1D13	1595.0363
TBC1D14	1680.0595	TBC1D14	2026.7412
TBC1D15	1640.129	TBC1D15	1699.9039
TBC1D16	930.0595	TBC1D16	1810.714
TBC1D17	495.124	TBC1D17	1435.8158
TBC1D19	244.0476	TBC1D19	136.3279
TBC1D1	1401.7857	TBC1D1	1690.4658
TBC1D20	2468.75	TBC1D20	1825.3954
TBC1D22A	235.8631	TBC1D22A	447.7847
TBC1D22B	436.5476	TBC1D22B	299.4564
TBC1D23	1217.7579	TBC1D23	1233.9421
TBC1D24	714.2609	TBC1D24	347.3285
TBC1D25	522.3214	TBC1D25	603.3383
TBC1D2B	928.0754	TBC1D2B	3792.7117
TBC1D2	605.4067	TBC1D2	139.8235
TBC1D3B	82.5893	TBC1D3B	38.1019
TBC1D3C	20.7242	TBC1D3C	11.5354
TBC1D3G	14.494	removed	removed
TBC1D3H	8.9286	removed	removed
TBC1D3	310.2406	TBC1D3	239.1366
TBC1D4	687.004	TBC1D4	2162.0204
TBC1D5	1929.5635	TBC1D5	2636.3716
TBC1D7	223.8492	TBC1D7	163.6983
TBC1D8B	543.8988	TBC1D8B	290.4833
TBC1D8	875.248	TBC1D8	417.0235
TBC1D9B	6824.6528	TBC1D9B	7120.5104
TBC1D9	25833.5813	TBC1D9	2825.8324
TBCA	1770.8333	TBCA	1152.1454
TBCB	608.3829	TBCB	617.5513
TBCCD1	334.0774	TBCCD1	216.7264
TBCC	389.6329	TBCC	348.8596
removed	removed	TBCD	1227.8528
TBCEL	542.4107	TBCEL	539.7186
TBCE	878.5913	TBCE	309.2511
TBCK	1435.124	TBCK	947.4229
TBK1	1045.6349	TBK1	550.2054
TBKBP1	79.8611	TBKBP1	393.9526
TBL1XR1	2819.1964	TBL1XR1	3208.2496
TBL1X	1927.5794	TBL1X	1286.376
TBL2	1596.2302	TBL2	638.9933
TBL3	1382.4405	TBL3	540.7673
TBPL1	157.2421	TBPL1	180.7218
TBP	303.5714	TBP	198.5493
TBRG1	648.6136	TBRG1	1205.2783
TBRG4	944.4444	TBRG4	550.5549
TBX15	102.1825	TBX15	1466.3987
TBX18	67.9563	TBX18	346.0631
TBX19	50.6225	TBX19	26.2169
TBX1	28.7698	TBX1	14.6815
TBX20	21.8254	removed	removed
removed	removed	TBX21	38.4515
TBX2	88.0456	TBX2	273.7044
TBX3	1148.3135	TBX3	842.786
removed	removed	TBX4	93.3322
TBX5	39.1865	TBX5	317.0497
TBX6	85.8135	TBX6	19.2257
TBXA2R	28.0258	TBXA2R	57.6772
TBXAS1	136.1607	TBXAS1	253.0805
TC2N	5343.75	TC2N	536.5726
TCEA1	2426.3393	TCEA1	1449.2703
TCEA2	364.8313	TCEA2	243.2928
TCEA3	1114.3353	TCEA3	605.4356
TCEAL1	493.7996	TCEAL1	297.824
TCEAL2	50.3472	TCEAL2	15.3806
TCEAL3	750	TCEAL3	217.4255
TCEAL4	2587.3016	TCEAL4	1478.2837
TCEAL5	9.6726	TCEAL5	9.7876
TCEAL6	33.2341	TCEAL6	9.4381
TCEAL7	14.6329	TCEAL7	45.7922
TCEAL8	1219.246	TCEAL8	913.7464
TCEANC	55.8036	TCEANC	101.372
TCEB1	1019.3452	TCEB1	619.7675
TCEB2	2433.0357	TCEB2	1288.8229
TCEB3	1293.3681	TCEB3	1800.416
TCERG1	1645.3373	TCERG1	686.1837
TCF12	946.9246	TCF12	1884.5443
removed	removed	TCF15	73.4073
TCF19	792.6587	TCF19	175.828
TCF20	923.8591	TCF20	781.9628
removed	removed	TCF21	12.5841
TCF25	1478.6706	TCF25	1978.1526
TCF3	1020.8333	TCF3	594.9489
TCF4	1203.869	TCF4	5299.3096
TCF7L1	175.8433	TCF7L1	1214.3669
TCF7L2	389.881	TCF7L2	1187.4508
TCF7	564.4841	TCF7	87.3897
TCFL5	776.7857	TCFL5	532.7274
TCHH	66.2202	TCHH	6.9912
TCHP	370.5357	TCHP	306.2134
TCIRG1	844.7421	TCIRG1	535.5239
removed	removed	TCL1A	6.9912
TCN1	25.5456	removed	removed
TCN2	146.5774	TCN2	1663.5498
TCOF1	1093.502	TCOF1	817.9673
TCP10L	19.747	TCP10L	9.2004
TCP11L1	149.1443	TCP11L1	226.514
TCP11L2	300.0992	TCP11L2	408.9837
TCP1	4385.8085	TCP1	4024.8571
TCTA	1452.877	TCTA	1339.8584
TCTE1	21.0813	removed	removed
TCTE3	52.8274	TCTE3	23.0709
removed	removed	TCTEX1D1	24.4691
TCTEX1D2	253.9683	TCTEX1D2	51.7347
