gene_id	TCGA-BH-A1FU-01A-11R-A14D-07	gene_id	TCGA-BH-A1FU-11A-23R-A14D-07
ANKRD49	203.5513	ANKRD49	345.0446
ANKRD50	3745.7774	ANKRD50	2035.1337
ANKRD52	1613.2525	ANKRD52	1766.6492
ANKRD53	7.7956	ANKRD53	47.1945
ANKRD54	439.5842	ANKRD54	325.6424
ANKRD55	8.2287	removed	removed
ANKRD56	127.7609	ANKRD56	112.2181
ANKRD57	567.3452	ANKRD57	786.5758
ANKRD58	15.1581	ANKRD58	11.5364
ANKRD5	280.2079	ANKRD5	265.8626
ANKRD6	244.699	ANKRD6	369.8584
ANKRD9	41.1434	ANKRD9	56.1091
ANKS1A	1715.4612	ANKS1A	1724.6985
ANKS1B	84.0191	ANKS1B	168.3272
ANKS3	217.8432	ANKS3	289.9843
ANKS4B	6.4963	removed	removed
ANKS6	195.7557	ANKS6	225.4851
ANKZF1	482.893	ANKZF1	775.0393
ANLN	1081.4205	ANLN	51.914
ANO10	1332.1784	ANO10	702.15
ANO1	3461.6717	ANO1	9294.1793
ANO2	23.3867	ANO2	66.0724
removed	removed	ANO3	45.097
ANO4	6.0632	ANO4	6.817
ANO5	6.0632	ANO5	54.0115
ANO6	2460.3725	ANO6	3897.2208
ANO7	11.2603	ANO7	11.5364
ANO8	203.1182	ANO8	340.3251
ANO9	110.0043	ANO9	133.1935
ANP32A	3484.6254	ANP32A	2009.9633
ANP32B	2682.1135	ANP32B	2038.8044
ANP32E	1423.9931	ANP32E	754.5884
ANPEP	748.809	ANPEP	3025.6948
ANTXR1	12607.1893	ANTXR1	4072.8894
ANTXR2	1537.029	ANTXR2	1928.1594
ANUBL1	110.8705	ANUBL1	260.0944
ANXA11	2332.6115	ANXA11	3430.5191
ANXA13	9.0948	ANXA13	6.2926
ANXA1	2491.1217	ANXA1	8614.5779
ANXA2P1	111.3036	ANXA2P1	57.6822
ANXA2P2	5977.4794	ANXA2P2	3481.3844
ANXA2P3	6.0632	removed	removed
ANXA2	17805.1104	ANXA2	10586.2611
ANXA3	1242.5292	ANXA3	1270.0577
ANXA4	1543.5253	ANXA4	1284.216
ANXA5	8589.8657	ANXA5	6230.7289
ANXA6	3407.1026	ANXA6	5911.9035
ANXA7	2780.8575	ANXA7	2528.5789
ANXA8L2	46.3404	ANXA8L2	282.1185
ANXA8	148.9822	ANXA8	439.958
ANXA9	34.647	ANXA9	238.5947
AOAH	210.9138	AOAH	131.6203
AOC2	6.0632	AOC2	47.1945
AOC3	1084.0191	AOC3	6276.8747
AOX1	338.2417	AOX1	536.4447
AP1AR	496.7518	AP1AR	679.6015
AP1B1	3796.8818	AP1B1	2243.8385
AP1G1	3177.9991	AP1G1	2916.0986
AP1G2	1010.7146	AP1G2	1261.5207
AP1M1	687.3105	AP1M1	813.3193
AP1M2	686.8774	AP1M2	821.1851
AP1S1	1078.3889	AP1S1	395.9098
AP1S2	451.2776	AP1S2	315.6791
AP1S3	196.6219	AP1S3	126.9009
AP2A1	2013.8935	AP2A1	1566.9533
AP2A2	1411.4335	AP2A2	1690.6135
AP2B1	6372.8887	AP2B1	7430.5191
AP2M1	5145.0845	AP2M1	4076.0357
AP2S1	1592.4643	AP2S1	626.6387
AP3B1	1056.3014	AP3B1	1393.8123
AP3B2	20.3551	AP3B2	116.4132
AP3D1	2347.3365	AP3D1	2832.7216
AP3M1	1694.673	AP3M1	1524.3838
AP3M2	381.9835	AP3M2	552.7006
AP3S1	1038.9779	AP3S1	706.8694
AP3S2	1412.4903	AP3S2	1129.7326
AP4B1	260.7406	AP4B1	347.892
AP4E1	450.4114	AP4E1	448.8726
AP4M1	324.8852	AP4M1	277.9234
AP4S1	67.1286	AP4S1	82.3283
APAF1	420.9615	APAF1	713.6864
APBA1	132.0918	APBA1	384.3734
APBA2	155.0455	APBA2	82.3283
APBA3	165.4396	APBA3	175.1442
APBB1IP	293.2005	APBB1IP	413.2145
APBB1	326.5483	APBB1	787.6245
APBB2	1719.7921	APBB2	2950.7079
APBB3	106.9727	APBB3	398.0073
APC2	5.6864	APC2	7.4358
APCDD1L	33.3478	APCDD1L	163.6078
APCDD1	563.0143	APCDD1	978.5003
APC	1256.388	APC	1550.603
APEH	2067.9948	APEH	1464.0797
APEX1	4479.4283	APEX1	2228.6314
APEX2	936.3361	APEX2	466.7016
APH1A	4549.1555	APH1A	3321.9717
APH1B	245.9939	APH1B	647.0897
API5	2489.3893	API5	2607.2365
APIP	226.1975	APIP	360.6135
APITD1	233.1832	APITD1	118.0703
APLF	54.136	APLF	97.5354
APLNR	1584.2356	APLNR	1756.1615
APLN	139.4543	APLN	151.5469
APLP1	95.7124	APLP1	36.1825
APLP2	9162.8411	APLP2	13575.7735
APOA1BP	1490.6886	APOA1BP	998.9512
APOB48R	239.9307	APOB48R	152.0713
removed	removed	APOBEC2	7.3414
APOBEC3A	14.7293	removed	removed
APOBEC3B	375.4829	APOBEC3B	40.3776
APOBEC3C	215.2447	APOBEC3C	409.5438
APOBEC3D	79.6882	APOBEC3D	104.8768
APOBEC3F	100.0433	APOBEC3F	221.29
APOBEC3G	219.1425	APOBEC3G	308.3377
removed	removed	APOBEC3H	5.7682
removed	removed	APOB	273.204
APOC1	463.4041	APOC1	443.6287
APOC2	92.2477	APOC2	33.0362
APOD	5187.5271	APOD	18881.4893
APOE	2600.6929	APOE	3816.99
APOL1	1255.0888	APOL1	891.9769
APOL2	692.0745	APOL2	719.979
APOL3	489.8224	APOL3	970.1101
APOL4	278.9086	APOL4	364.9712
APOL6	1580.7709	APOL6	1885.6843
APOLD1	840.0996	APOLD1	576.2979
APOM	29.8831	APOM	37.7556
APOOL	441.7497	APOOL	275.8259
APOO	261.152	APOO	134.2423
APPBP2	1201.3859	APPBP2	1433.6654
APPL1	1493.7202	APPL1	1848.9775
APPL2	764.8333	APPL2	1628.2119
APP	50392.3777	APP	30143.1568
APRT	1994.3699	APRT	960.6712
APTX	478.5621	APTX	469.3235
AQP11	16.8904	AQP11	24.1217
AQP1	6503.3391	AQP1	18312.9103
AQP3	595.4959	AQP3	643.9434
AQP4	9.5279	AQP4	45.6214
AQP5	16.8904	AQP5	87.0477
removed	removed	AQP6	8.9145
removed	removed	AQP7P1	192.4489
removed	removed	AQP7P3	17.8291
removed	removed	AQP7	674.3576
AQP9	38.1117	removed	removed
removed	removed	AQPEP	136.2349
AQR	1817.67	AQR	1432.0923
ARAF	1012.9926	ARAF	1038.28
ARAP1	1784.2573	ARAP1	2708.3325
ARAP2	384.5821	ARAP2	486.1038
ARAP3	476.3967	ARAP3	857.892
ARCN1	5972.7155	ARCN1	4122.7058
ARC	6.4963	ARC	281.5941
AREG	120.3984	AREG	1414.7876
ARF1	11791.6847	ARF1	6573.6759
ARF3	4863.1442	ARF3	4292.0818
ARF4	5997.4015	ARF4	3031.9874
ARF5	2077.9558	ARF5	1643.8175
ARF6	4498.9173	ARF6	2416.3608
ARFGAP1	1315.7211	ARFGAP1	1094.3891
ARFGAP2	1808.5751	ARFGAP2	1969.5857
ARFGAP3	1769.5972	ARFGAP3	1018.3534
ARFGEF1	3155.5565	ARFGEF1	2089.8794
ARFGEF2	2364.2269	ARFGEF2	2826.4289
ARFIP1	1355.5652	ARFIP1	952.8055
ARFIP2	1080.1213	ARFIP2	1361.8249
ARFRP1	555.2187	ARFRP1	530.1521
ARG2	270.8575	ARG2	187.7819
ARGLU1	951.4942	ARGLU1	3232.302
ARHGAP10	365.5262	ARHGAP10	461.4578
ARHGAP11A	592.8974	ARHGAP11A	80.2307
ARHGAP11B	41.1434	ARHGAP11B	11.1012
ARHGAP12	870.5067	ARHGAP12	1206.0829
ARHGAP15	111.7367	ARHGAP15	64.4992
ARHGAP17	1282.8064	ARHGAP17	1249.6067
ARHGAP18	497.1849	ARHGAP18	597.2732
ARHGAP19	546.557	ARHGAP19	1729.4179
ARHGAP1	4057.1676	ARHGAP1	3288.9355
ARHGAP20	75.3573	ARHGAP20	412.1657
ARHGAP21	1842.7891	ARHGAP21	2815.9413
ARHGAP22	48.0728	ARHGAP22	41.9507
ARHGAP23	902.9883	ARHGAP23	1301.5207
ARHGAP24	411.4335	ARHGAP24	484.0063
ARHGAP25	426.5916	ARHGAP25	514.9449
ARHGAP26	627.5444	ARHGAP26	957.0005
ARHGAP27	401.0307	ARHGAP27	591.505
ARHGAP28	253.7895	ARHGAP28	271.6308
ARHGAP29	3246.427	ARHGAP29	3797.5878
ARHGAP30	729.3201	ARHGAP30	499.7378
ARHGAP31	1175.8337	ARHGAP31	1599.8951
ARHGAP32	1770.0303	ARHGAP32	2209.2292
ARHGAP33	66.2625	ARHGAP33	281.0697
ARHGAP36	100.9095	ARHGAP36	272.6796
ARHGAP39	416.6306	ARHGAP39	286.838
ARHGAP42	469.4197	ARHGAP42	313.0257
ARHGAP4	278.9086	ARHGAP4	411.6413
ARHGAP5	3367.6916	ARHGAP5	3084.9502
ARHGAP6	111.3036	ARHGAP6	206.6072
ARHGAP8	475.8077	ARHGAP8	431.3372
ARHGAP9	148.1161	ARHGAP9	113.2669
ARHGDIA	4847.9861	ARHGDIA	3596.2244
ARHGDIB	4653.5297	ARHGDIB	2660.1993
removed	removed	ARHGDIG	9.4389
ARHGEF10L	474.2313	ARHGEF10L	1060.8285
ARHGEF10	538.7614	ARHGEF10	1169.9004
ARHGEF11	1252.4903	ARHGEF11	1617.7242
ARHGEF12	7102.2087	ARHGEF12	7196.1196
ARHGEF15	525.3356	ARHGEF15	1190.8757
ARHGEF16	407.1026	ARHGEF16	312.5328
ARHGEF17	1915.1148	ARHGEF17	2222.3388
ARHGEF18	796.8818	ARHGEF18	949.6592
ARHGEF19	503.2482	ARHGEF19	542.2129
ARHGEF1	1175.4006	ARHGEF1	1388.5684
ARHGEF2	2001.2993	ARHGEF2	1934.9764
ARHGEF33	8.6618	ARHGEF33	25.6948
ARHGEF35	563.0143	ARHGEF35	1156.2664
ARHGEF37	636.6392	ARHGEF37	1468.7992
ARHGEF38	51.9706	ARHGEF38	103.3036
ARHGEF3	938.0684	ARHGEF3	1459.3603
ARHGEF4	118.233	ARHGEF4	280.5454
ARHGEF5	389.346	ARHGEF5	541.1641
ARHGEF6	704.201	ARHGEF6	1813.8437
ARHGEF7	1174.1013	ARHGEF7	1749.8689
ARHGEF9	702.4686	ARHGEF9	729.9423
ARID1A	4427.4578	ARID1A	3387.5197
ARID1B	2075.7904	ARID1B	2519.6644
ARID2	1001.2993	ARID2	1223.9119
ARID3A	58.0338	ARID3A	67.1211
ARID3B	109.5712	ARID3B	129.5228
ARID4A	620.615	ARID4A	896.172
ARID4B	1766.1325	ARID4B	1750.5296
ARID5A	489.3893	ARID5A	1590.9806
ARID5B	2286.7042	ARID5B	4195.5952
ARIH1	2658.7267	ARIH1	2018.3534
ARIH2	1273.1962	ARIH2	1726.1877
ARL10	63.2308	ARL10	87.5721
ARL11	36.8125	ARL11	50.3408
ARL13B	173.6683	ARL13B	308.3377
ARL15	399.7401	ARL15	547.9811
ARL16	291.9013	ARL16	411.1169
ARL17A	42.421	ARL17A	113.0729
removed	removed	ARL17B	5.0131
ARL1	1550.0217	ARL1	1966.9638
ARL2BP	1334.3439	ARL2BP	1355.5322
ARL2	637.9385	ARL2	834.2947
ARL3	429.1901	ARL3	629.785
ARL4A	550.4547	ARL4A	872.5747
ARL4C	1519.7055	ARL4C	1597.2732
ARL4D	70.1602	ARL4D	208.1804
ARL5A	1012.9926	ARL5A	687.4672
ARL5B	378.0858	ARL5B	301.5207
ARL6IP1	6498.0511	ARL6IP1	3226.5338
ARL6IP4	907.3192	ARL6IP4	1364.9712
ARL6IP5	3295.366	ARL6IP5	2979.0246
ARL6IP6	244.2616	ARL6IP6	269.5333
ARL6	46.3404	ARL6	97.011
ARL8A	1491.1217	ARL8A	927.1106
ARL8B	1847.5531	ARL8B	2040.9019
ARL9	6.0632	ARL9	6.817
ARMC10	683.3218	ARMC10	605.2176
ARMC1	1579.4716	ARMC1	710.5401
ARMC2	30.7492	ARMC2	60.3041
removed	removed	ARMC4	8.3901
ARMC5	242.0961	ARMC5	366.5443
ARMC6	489.3417	ARMC6	513.3613
ARMC7	299.2638	ARMC7	267.9601
ARMC8	572.1091	ARMC8	798.1122
ARMC9	284.9718	ARMC9	343.4714
ARMCX1	455.1754	ARMCX1	961.1956
ARMCX2	478.1291	ARMCX2	853.6969
ARMCX3	2133.3911	ARMCX3	1824.3314
ARMCX5	458.6401	ARMCX5	388.044
ARMCX6	255.955	ARMCX6	246.9848
ARNT2	471.6327	ARNT2	492.3964
ARNTL2	88.3499	ARNTL2	79.7063
ARNTL	229.5366	ARNTL	267.9601
ARNT	1386.7475	ARNT	1871.0016
ARPC1A	2100.615	ARPC1A	1867.3309
ARPC1B	3791.113	ARPC1B	1278.4478
ARPC2	5042.8757	ARPC2	2706.8694
ARPC3	2760.0693	ARPC3	1857.3676
ARPC4	3022.0442	ARPC4	2165.2648
ARPC5L	960.589	ARPC5L	453.592
ARPC5	3961.4552	ARPC5	2295.2281
ARPM1	25.5522	ARPM1	42.4751
ARPP19	4172.369	ARPP19	3605.139
ARRB1	496.3188	ARRB1	1685.3697
ARRB2	593.3304	ARRB2	486.6282
ARRDC1	805.1104	ARRDC1	589.4074
ARRDC2	380.2512	ARRDC2	614.0535
ARRDC3	2945.864	ARRDC3	3595.1757
ARRDC4	291.9013	ARRDC4	1056.6335
ARSA	779.1252	ARSA	661.248
ARSB	704.634	ARSB	233.8752
ARSD	1275.877	ARSD	2884.6356
ARSE	57.1676	ARSE	42.9995
ARSG	90.9485	ARSG	233.3508
removed	removed	ARSH	5.2438
ARSI	226.9381	ARSI	39.3288
ARSJ	192.291	ARSJ	198.2171
ARSK	140.3205	ARSK	185.1075
ART3	11.6934	removed	removed
removed	removed	ART5	24.1217
ARTN	51.1044	ARTN	9.4389
ARV1	288.8696	ARV1	295.7525
ARVCF	540.0606	ARVCF	694.2842
AR	1914.6817	AR	1031.9874
AS3MT	88.3499	AS3MT	173.0467
ASAH1	2495.4526	ASAH1	3705.2963
ASAH2B	32.9147	ASAH2B	31.463
ASAM	485.0585	ASAM	1200.839
ASAP1	1645.301	ASAP1	1314.1059
ASAP2	932.4383	ASAP2	983.7441
ASAP3	1049.8051	ASAP3	865.2334
ASB13	553.0533	ASB13	832.7216
ASB14	13.4257	ASB14	17.8291
ASB16	6.977	ASB16	29.8584
ASB1	434.79	ASB1	922.1657
ASB2	38.5448	ASB2	28.3167
ASB3	248.1594	ASB3	331.935
ASB6	818.4539	ASB6	711.1064
ASB7	554.3525	ASB7	520.7132
ASB8	512.343	ASB8	802.8317
ASB9	28.1507	ASB9	27.7923
ASCC1	597.6613	ASCC1	381.2271
ASCC2	1291.4682	ASCC2	1092.8159
ASCC3	2308.3586	ASCC3	1255.3749
ASCL2	41.1434	ASCL2	15.2071
ASF1A	514.0754	ASF1A	455.1652
ASF1B	200.0866	ASF1B	41.4263
ASGR1	7.7956	ASGR1	12.0608
ASGR2	8.6618	removed	removed
ASH1L	3201.767	ASH1L	4342.5433
ASH2L	725.8553	ASH2L	1135.8154
ASL	401.4725	ASL	394.3367
ASMTL	561.715	ASMTL	696.3818
ASNA1	879.1685	ASNA1	896.6964
ASNSD1	949.7618	ASNSD1	1149.9738
ASNS	582.5032	ASNS	411.1169
removed	removed	ASPA	55.0603
removed	removed	ASPG	9.4389
ASPHD1	55.4353	ASPHD1	22.0241
ASPHD2	86.6176	ASPHD2	37.7556
ASPH	11002.8454	ASPH	7459.1243
ASPM	941.1	ASPM	12.5852
ASPN	3319.1858	ASPN	368.6418
ASPRV1	31.1823	ASPRV1	133.4767
ASPSCR1	274.5777	ASPSCR1	262.1919
ASRGL1	105.2404	ASRGL1	115.3644
ASS1	3885.6648	ASS1	1865.7577
ASTE1	182.5899	ASTE1	311.0173
ASTN1	50.6713	ASTN1	163.0834
ASTN2	172.8021	ASTN2	427.3728
ASXL1	1514.0754	ASXL1	2553.7493
ASXL2	1079.6882	ASXL2	1431.5679
ASXL3	19.0559	ASXL3	44.0482
ATAD1	1326.1152	ATAD1	1164.6565
ATAD2B	667.3885	ATAD2B	477.1893
ATAD2	3216.544	ATAD2	433.6654
ATAD3A	944.1317	ATAD3A	370.215
ATAD3B	530.0996	ATAD3B	297.3256
ATAD3C	99.6102	ATAD3C	115.3644
ATAD5	193.5903	ATAD5	112.2181
ATE1	306.6262	ATE1	444.6775
ATF1	326.1152	ATF1	487.677
ATF2	637.9385	ATF2	722.6009
ATF3	413.599	ATF3	4031.463
ATF4	6049.372	ATF4	4509.7011
ATF5	1198.7874	ATF5	617.1998
ATF6B	2738.848	ATF6B	1951.2323
ATF6	1463.8372	ATF6	1730.9911
ATF7IP2	134.2573	ATF7IP2	109.5962
ATF7IP	1372.4556	ATF7IP	1696.3818
ATF7	1754.79	ATF7	2834.4782
ATG10	153.7462	ATG10	112.7425
ATG12	542.2261	ATG12	518.0912
ATG16L1	793.4171	ATG16L1	850.0262
ATG16L2	103.4041	ATG16L2	401.0802
ATG2A	706.3664	ATG2A	878.3429
ATG2B	1090.5154	ATG2B	1725.2229
ATG3	630.576	ATG3	579.9685
ATG4A	324.3828	ATG4A	243.8385
ATG4B	593.7635	ATG4B	880.9649
ATG4C	168.4712	ATG4C	229.6801
ATG4D	116.0762	ATG4D	229.6696
ATG5	761.3686	ATG5	794.9659
ATG7	638.8566	ATG7	693.9591
ATG9A	1257.068	ATG9A	1342.8526
ATG9B	23.4604	ATG9B	14.7981
ATHL1	194.0234	ATHL1	694.8086
ATIC	2294.9329	ATIC	1252.2286
ATL1	206.5829	ATL1	490.2989
ATL2	1070.1602	ATL2	1583.1148
ATL3	1061.9316	ATL3	753.5396
ATMIN	2456.9078	ATMIN	2171.9979
ATM	1601.5591	ATM	2068.1699
ATN1	3162.8411	ATN1	6076.0357
ATOH8	59.7661	ATOH8	462.5066
ATOX1	696.4054	ATOX1	416.3608
ATP10A	552.6202	ATP10A	271.6308
ATP10D	470.7666	ATP10D	812.2706
ATP11A	919.4456	ATP11A	957.0005
ATP11B	1671.7194	ATP11B	1514.4206
ATP11C	908.6184	ATP11C	812.2706
ATP13A1	1085.3183	ATP13A1	1246.4604
ATP13A2	2016.0243	ATP13A2	953.3298
ATP13A3	2181.4638	ATP13A3	2016.2559
ATP13A4	203.1182	ATP13A4	158.3639
ATP13A5	247.2932	ATP13A5	216.5705
ATP1A1	15695.5349	ATP1A1	12317.7609
ATP1A2	29.45	ATP1A2	499.2134
ATP1A3	13.8588	ATP1A3	5.2438
ATP1A4	33.3478	removed	removed
ATP1B1	4076.0935	ATP1B1	4515.7735
ATP1B2	58.9	ATP1B2	151.0225
ATP1B3	2007.3625	ATP1B3	984.2685
removed	removed	ATP2A1	13.634
ATP2A2	6439.5842	ATP2A2	5920.818
ATP2A3	1439.1511	ATP2A3	710.5401
ATP2B1	2027.2845	ATP2B1	2189.827
ATP2B2	19.0559	ATP2B2	19.4022
ATP2B4	4472.0658	ATP2B4	7196.1196
ATP2C1	2831.702	ATP2C1	2744.5674
ATP2C2	793.8502	ATP2C2	350.8128
ATP5A1	9919.4456	ATP5A1	7944.9397
ATP5B	9606.3231	ATP5B	8257.9969
ATP5C1	3185.3616	ATP5C1	1798.1122
ATP5D	324.8159	ATP5D	516.5181
ATP5EP2	22.9537	ATP5EP2	13.1096
ATP5E	3801.6457	ATP5E	2095.4379
ATP5F1	2951.0611	ATP5F1	1848.4531
ATP5G1	427.4578	ATP5G1	445.2019
ATP5G2	2760.9355	ATP5G2	3332.9837
ATP5G3	2854.4825	ATP5G3	1770.8443
ATP5H	1619.7488	ATP5H	1255.8993
ATP5I	762.971	ATP5I	653.4714
ATP5J2	1281.0741	ATP5J2	767.1421
ATP5J	1886.3664	ATP5J	982.0556
ATP5L	2391.0784	ATP5L	1868.3797
ATP5O	2814.6384	ATP5O	2047.1945
ATP5SL	620.1819	ATP5SL	682.2234
ATP5S	95.2793	ATP5S	137.913
ATP6AP1L	34.647	ATP6AP1L	81.2795
ATP6AP1	2883.4994	ATP6AP1	2510.2255
ATP6AP2	4122.5639	ATP6AP2	2400.1049
ATP6V0A1	803.8112	ATP6V0A1	1639.2239
ATP6V0A2	351.6674	ATP6V0A2	571.5784
ATP6V0A4	7.7956	ATP6V0A4	23.0729
ATP6V0B	2213.0793	ATP6V0B	993.7074
ATP6V0C	2404.071	ATP6V0C	1403.1515
ATP6V0D1	2155.9117	ATP6V0D1	1257.4725
ATP6V0D2	41.5764	ATP6V0D2	5.2438
ATP6V0E1	2466.8688	ATP6V0E1	1758.259
ATP6V0E2	394.4868	ATP6V0E2	573.87
ATP6V1A	1843.2222	ATP6V1A	1692.7111
ATP6V1B1	48.9389	ATP6V1B1	333.5081
ATP6V1B2	1874.4045	ATP6V1B2	1579.9685
ATP6V1C1	1500.6496	ATP6V1C1	1537.4934
ATP6V1C2	48.1421	ATP6V1C2	77.8972
ATP6V1D	1182.7631	ATP6V1D	757.2103
ATP6V1E1	1959.7228	ATP6V1E1	1635.5532
ATP6V1E2	53.7029	ATP6V1E2	72.8894
ATP6V1F	1104.3699	ATP6V1F	803.8804
ATP6V1G1	1924.6427	ATP6V1G1	1730.9911
ATP6V1G2	11.4898	ATP6V1G2	23.2617
ATP6V1H	1462.5379	ATP6V1H	874.1479
ATP7A	957.5574	ATP7A	998.4268
ATP7B	178.8653	ATP7B	414.7876
ATP8A1	277.1763	ATP8A1	337.7032
ATP8A2	25.9853	ATP8A2	17.3047
ATP8B1	1915.4742	ATP8B1	1525.0184
ATP8B2	1165.0065	ATP8B2	1355.5322
ATP8B3	15.5912	ATP8B3	45.097
ATP8B4	74.058	ATP8B4	132.1447
ATP8B5P	19.922	ATP8B5P	15.7315
ATP9A	2744.4781	ATP9A	3600.4195
ATP9B	398.0078	ATP9B	624.0168
ATPAF1	852.5292	ATPAF1	1046.2192
ATPAF2	294.4998	ATPAF2	237.0215
ATPBD4	110.4374	ATPBD4	128.9984
ATPIF1	1158.9433	ATPIF1	725.2229
ATRIP	170.2079	ATRIP	258.6733
ATRNL1	7.3625	ATRNL1	17.8291
ATRN	2647.0333	ATRN	2977.4515
ATRX	4004.764	ATRX	3000.5244
ATR	804.6773	ATR	1174.0954
ATXN10	2640.1039	ATXN10	1864.709
ATXN1L	1556.5786	ATXN1L	2382.2758
ATXN1	1983.9757	ATXN1	1208.7048
ATXN2L	2266.7822	ATXN2L	2359.7273
ATXN2	621.4812	ATXN2	893.0257
ATXN3	579.0385	ATXN3	553.225
ATXN7L1	228.2373	ATXN7L1	315.1547
ATXN7L2	84.8852	ATXN7L2	133.7179
ATXN7L3B	4200.9528	ATXN7L3B	3701.6256
ATXN7L3	999.5669	ATXN7L3	1234.924
ATXN7	680.8142	ATXN7	1007.8658
AUH	217.8432	AUH	320.9229
AUP1	1593.9411	AUP1	1468.5684
AURKAIP1	1079.6882	AURKAIP1	662.8212
AURKAPS1	9.0948	AURKAPS1	6.2926
AURKA	386.3144	AURKA	51.914
AURKB	161.1087	AURKB	6.817
removed	removed	AURKC	8.9145
AUTS2	2249.4586	AUTS2	2257.9969
AVEN	343.8718	AVEN	141.0593
AVIL	21.2213	AVIL	62.9261
AVL9	605.89	AVL9	475.6162
AVPI1	80.9874	AVPI1	307.2889
AVPR1A	67.9948	AVPR1A	79.182
AVPR2	17.7566	AVPR2	149.9738
AWAT2	27.2845	removed	removed
AXIN1	724.123	AXIN1	729.9423
AXIN2	288.0035	AXIN2	586.2611
AXL	1534.8636	AXL	1496.0671
AZGP1	11148.5492	AZGP1	11622.968
AZI1	323.5167	AZI1	450.4457
AZI2	953.2265	AZI2	1099.1085
AZIN1	7038.1117	AZIN1	3436.8117
B2M	29199.6535	B2M	23305.7158
B3GALNT1	405.8034	B3GALNT1	516.5181
B3GALNT2	1128.9996	B3GALNT2	631.9612
B3GALT1	6.4963	B3GALT1	52.4384
B3GALT2	9.0948	B3GALT2	16.7803
B3GALT4	122.1308	B3GALT4	132.6691
removed	removed	B3GALT5	115.8888
B3GALT6	634.0407	B3GALT6	531.2008
B3GALTL	335.6431	B3GALTL	285.7892
B3GAT1	24.686	B3GAT1	65.548
removed	removed	B3GAT2	12.1133
B3GAT3	489.8224	B3GAT3	465.6529
B3GNT1	405.3703	B3GNT1	606.1877
B3GNT2	974.0147	B3GNT2	1092.8159
B3GNT3	174.5344	B3GNT3	168.3272
B3GNT4	5.6301	removed	removed
B3GNT5	181.4638	B3GNT5	349.2396
B3GNT7	54.5691	B3GNT7	66.5967
B3GNT8	48.5058	B3GNT8	102.7792
B3GNT9	617.8172	B3GNT9	295.5899
B3GNTL1	31.7324	B3GNTL1	71.6518
B4GALNT1	49.1295	B4GALNT1	42.6219
B4GALNT2	10.3941	removed	removed
B4GALNT3	299.2638	B4GALNT3	210.8023
B4GALNT4	378.5188	B4GALNT4	274.2528
B4GALT1	5840.6236	B4GALT1	3921.3424
B4GALT2	1132.0918	B4GALT2	731.5155
B4GALT3	1910.7839	B4GALT3	703.1987
B4GALT4	449.9783	B4GALT4	399.5805
B4GALT5	2466.0026	B4GALT5	1996.8537
B4GALT6	89.2161	B4GALT6	149.9738
B4GALT7	423.1269	B4GALT7	358.1542
B9D1	68.4279	B9D1	147.7137
B9D2	60.1992	B9D2	78.6576
BAALC	81.8536	BAALC	107.4987
BACE1	1172.369	BACE1	1373.3613
BACE2	3211.78	BACE2	986.366
BACH1	2084.0191	BACH1	1210.2779
BACH2	237.7653	BACH2	425.2753
BAD	360.9268	BAD	495.9622
BAG1	938.1161	BAG1	1327.2784
BAG2	188.3932	BAG2	145.2543
BAG3	1105.6735	BAG3	1349.764
BAG4	157.644	BAG4	287.3623
BAG5	1637.9385	BAG5	1628.7362
BAGE2	9.1208	BAGE2	15.2334
BAHCC1	499.3504	BAHCC1	846.3555
BAHD1	1055.4353	BAHD1	905.6109
BAI1	12.5595	BAI1	252.753
BAI2	109.1382	BAI2	210.8023
BAI3	7.3625	BAI3	22.0241
BAIAP2L1	471.1997	BAIAP2L1	460.9334
BAIAP2L2	6.0632	BAIAP2L2	8.9145
BAIAP2	620.615	BAIAP2	825.9046
BAIAP3	46.8558	BAIAP3	164.4258
BAK1	437.8519	BAK1	218.6681
BAMBI	661.7583	BAMBI	810.6974
BANF1	2285.4049	BANF1	1367.5931
BANK1	179.2984	BANK1	67.1211
BANP	297.5314	BANP	289.9843
BAP1	1406.2365	BAP1	1629.2606
BARD1	315.7211	BARD1	105.4012
BARX1	46.7735	BARX1	21.4997
BARX2	393.2438	BARX2	645.5165
BASP1	743.1789	BASP1	315.1547
BAT1	5105.4439	BAT1	6512.1342
BAT2L1	8108.3673	BAT2L1	9277.5302
BAT2L2	8767.4318	BAT2L2	6063.9748
BAT2	11655.6951	BAT2	7733.0886
BAT3	5281.5071	BAT3	4116.9376
BAT4	290.602	BAT4	366.0199
BAT5	981.8103	BAT5	742.5275
BATF2	30.7492	BATF2	67.1211
BATF3	21.2213	BATF3	22.0241
BATF	131.6587	BATF	184.0587
BAX	405.3703	BAX	291.033
BAZ1A	2374.621	BAZ1A	1020.9754
removed	removed	BAZ1B	2493.9696
BAZ2A	2335.236	BAZ2A	3774.7509
BAZ2B	1004.5907	BAZ2B	1564.9974
BBC3	74.4911	BBC3	143.1568
BBOX1	571.243	BBOX1	278.9722
BBS10	331.7453	BBS10	576.8222
BBS12	108.7051	BBS12	146.8275
BBS1	509.3114	BBS1	1187.9392
BBS2	437.4188	BBS2	1075.5113
BBS4	343.4387	BBS4	433.1411
BBS5	129.0689	BBS5	304.5254
BBS7	360.3291	BBS7	374.9345
BBS9	266.3491	BBS9	347.1421
BBX	1417.4968	BBX	2271.1064
BCAM	2368.9909	BCAM	5847.9287
BCAN	9.5279	BCAN	44.0482
