gene_id	TCGA-BH-A1EO-01A-11R-A137-07	gene_id	TCGA-BH-A1EO-11A-31R-A137-07
TBC1D5	2157.8627	TBC1D5	1521.8952
TBC1D7	278.4221	TBC1D7	247.1883
TBC1D8B	567.0756	TBC1D8B	250.2991
TBC1D8	533.8865	TBC1D8	529.3132
TBC1D9B	3927.1843	TBC1D9B	4547.4994
TBC1D9	12059.0823	TBC1D9	1873.8933
TBCA	1016.2727	TBCA	1433.118
TBCB	629.8773	TBCB	954.4771
TBCCD1	425.7358	TBCCD1	308.2077
TBCC	339.902	TBCC	443.6468
TBCD	1187.8888	TBCD	1218.7294
TBCEL	434.8915	TBCEL	345.0586
TBCE	470.9417	TBCE	321.2515
TBCK	624.2981	TBCK	560.7418
TBK1	941.3111	TBK1	696.3388
TBKBP1	111.584	TBKBP1	406.078
TBL1XR1	4413.0038	TBL1XR1	2798.0378
TBL1X	792.5325	TBL1X	772.4336
TBL2	1078.073	TBL2	798.995
TBL3	651.765	TBL3	531.9454
TBPL1	235.7569	TBPL1	397.2242
TBP	212.2957	TBP	235.463
TBRG1	603.698	TBRG1	912.0316
TBRG4	708.4153	TBRG4	667.3845
TBX15	255.7848	TBX15	824.1206
TBX18	226.0291	TBX18	254.1278
TBX19	60.6559	TBX19	28.2556
TBX1	221.4513	TBX1	24.8863
TBX21	9.1556	TBX21	30.39
TBX2	103.5728	TBX2	329.9832
TBX3	5167.7694	TBX3	812.156
removed	removed	TBX4	5.743
TBX5	129.323	TBX5	259.6315
TBX6	10.8723	TBX6	14.5968
TBXA2R	45.2058	TBXA2R	115.5779
TBXAS1	327.313	TBXAS1	599.1864
TC2N	3653.0882	TC2N	515.4343
TCEA1	1390.5082	TCEA1	1578.8466
TCEA2	193.4123	TCEA2	318.258
TCEA3	322.163	TCEA3	306.5327
TCEAL1	779.9435	TCEAL1	442.4503
removed	removed	TCEAL2	34.9366
TCEAL3	599.6924	TCEAL3	361.3305
TCEAL4	2367.8695	TCEAL4	1809.5238
TCEAL5	10.8723	TCEAL5	22.972
TCEAL6	24.0335	TCEAL6	20.5791
TCEAL7	70.3837	TCEAL7	264.8959
TCEAL8	935.5889	TCEAL8	1459.6793
TCEANC	60.0837	TCEANC	63.4123
TCEB1	1083.7953	TCEB1	876.2862
TCEB2	980.7947	TCEB2	1606.6045
TCEB3	1297.4987	TCEB3	1541.2778
TCERG1L	9.1556	removed	removed
TCERG1	895.5331	TCERG1	593.2041
TCF12	3045.4304	TCF12	1649.9162
removed	removed	TCF15	137.1141
TCF19	482.9584	TCF19	293.1323
TCF20	1103.8232	TCF20	524.5274
removed	removed	TCF21	12.2039
TCF25	1193.0904	TCF25	2046.6619
TCF3	1449.4474	TCF3	731.0361
TCF4	4853.6175	TCF4	4433.3573
TCF7L1	626.0148	TCF7L1	963.867
TCF7L2	567.0756	TCF7L2	994.4963
TCF7	248.9181	TCF7	120.8423
TCFL5	459.4972	TCFL5	483.6085
TCHH	8.0112	TCHH	14.1182
TCHP	230.0347	TCHP	288.1072
TCIRG1	593.9702	TCIRG1	955.2525
removed	removed	TCL1A	5.9823
TCL6	23.4612	removed	removed
TCN1	5.7223	removed	removed
TCN2	536.1754	TCN2	2335.9655
TCOF1	888.0941	TCOF1	732.4719
TCP10L	10.3001	TCP10L	11.4286
TCP11L1	300.9907	TCP11L1	211.7732
TCP11L2	184.2566	TCP11L2	191.4334
TCP1	2865.2766	TCP1	4244.6327
TCTA	1343.0135	TCTA	904.044
TCTE3	21.1723	TCTE3	14.3575
TCTEX1D1	13.7334	TCTEX1D1	36.133
TCTEX1D2	65.2337	TCTEX1D2	86.0565
TCTN1	461.7002	TCTN1	524.2546
TCTN2	192.84	TCTN2	252.4527
TCTN3	1254.3185	TCTN3	1328.7868
TDGF1	6.8667	TDGF1	31.3472
TDG	385.1078	TDG	393.1563
TDO2	22.3168	TDO2	17.9469
TDP1	417.1525	TDP1	286.4322
TDP2	1075.7841	TDP2	1120.603
TDRD10	7.4389	TDRD10	91.1701
removed	removed	TDRD1	6.9395
TDRD3	519.5808	TDRD3	577.6502
TDRD6	7.4389	TDRD6	17.4683
TDRD7	442.3304	TDRD7	546.0637
TDRD9	26.3224	TDRD9	43.7904
TDRKH	877.2218	TDRKH	160.5647
TEAD1	3532.3486	TEAD1	2398.66
TEAD2	754.7656	TEAD2	1067.0017
TEAD3	615.7147	TEAD3	280.4499
TEAD4	182.54	TEAD4	248.8634
TECPR1	173.3844	TECPR1	257.4779
TECPR2	647.1872	TECPR2	536.9706
TECR	1413.9695	TECR	1100.2632
TECTA	20.6001	TECTA	9.811
TEC	24.6057	TEC	62.2158
TEF	431.4581	TEF	845.1783
TEKT3	6.2945	TEKT3	21.0577
TEK	518.4364	TEK	2132.3283
TELO2	371.9466	TELO2	340.9907
TENC1	868.6385	TENC1	5809.2845
TEP1	1043.1673	TEP1	757.8368
TERF1	1388.7915	TERF1	577.1716
TERF2IP	1233.7184	TERF2IP	2180.6652
TERF2	507.5641	TERF2	596.7935
TESC	12.0167	TESC	123.9531
TESK1	600.8369	TESK1	1307.7291
TESK2	830.8716	TESK2	114.3814
TES	1847.0183	TES	1086.7241
TET1	88.1227	TET1	33.9794
TET2	921.2832	TET2	406.7959
TET3	736.4543	TET3	262.9816
TEX10	428.597	TEX10	360.134
TEX261	2449.1256	TEX261	2890.4044
TEX264	765.0656	TEX264	1067.9588
TEX2	2006.223	TEX2	1318.4972
TEX9	46.9225	TEX9	13.161
TFAM	565.9311	TFAM	440.7753
TFAP2A	3017.9006	TFAP2A	9.811
TFAP2C	940.7389	TFAP2C	25.3649
TFAP2E	5.15	TFAP2E	8.2795
TFAP4	181.3955	TFAP4	142.8571
TFB1M	134.473	TFB1M	117.2529
TFB2M	509.853	TFB2M	324.001
TFCP2L1	307.8574	TFCP2L1	26.0828
TFCP2	220.8791	TFCP2	498.4446
TFDP1	1492.9366	TFDP1	1441.0146
TFDP2	247.7737	TFDP2	278.5355
TFE3	1447.7308	TFE3	3045.2261
TFEB	283.8239	TFEB	566.882
TFEC	404.5635	TFEC	264.4173
TFF1	102.4284	removed	removed
TFF3	1021.9949	TFF3	72.2661
TFG	2434.8199	TFG	1996.1713
TFIP11	783.5714	TFIP11	893.7593
TFPI2	14.3056	TFPI2	296.2431
TFPI	379.9578	TFPI	1891.1223
TFPT	146.5355	TFPT	249.5453
TFR2	12.589	removed	removed
TFRC	10721.7911	TFRC	1810.481
removed	removed	TF	750.4188
TGDS	153.3565	TGDS	273.7497
TGFA	49.7836	TGFA	76.0948
TGFB1I1	652.9094	TGFB1I1	774.5872
TGFB1	1240.0129	TGFB1	1308.6863
TGFB2	2905.1894	TGFB2	174.2044
TGFB3	3073.4237	TGFB3	1009.3324
TGFBI	6825.507	TGFBI	7140.2249
TGFBR1	7465.8274	TGFBR1	1777.2194
TGFBR2	3827.0448	TGFBR2	16924.3838
TGFBR3	547.6199	TGFBR3	5117.9708
TGFBRAP1	500.1252	TGFBRAP1	214.6447
TGIF1	933.3	TGIF1	707.5855
TGIF2	952.0003	TGIF2	377.8416
TGM1	10.8723	TGM1	6.4609
TGM2	11968.0984	TGM2	2100.2632
TGM3	13.1612	removed	removed
TGOLN2	7055.5416	TGOLN2	6374.2522
TGS1	689.5318	TGS1	486.48
TG	7.4389	removed	removed
TH1L	1511.82	TH1L	951.9024
THADA	1113.551	THADA	803.3022
THAP10	44.0614	THAP10	48.3369
THAP11	529.8809	THAP11	750.1795
THAP1	529.3087	THAP1	348.1694
THAP2	279.2461	THAP2	126.5853
THAP3	136.4873	THAP3	343.7617
THAP4	567.6478	THAP4	884.9007
THAP5	939.0222	THAP5	555.396
THAP6	363.3633	THAP6	224.9342
THAP7	160.2232	THAP7	238.124
THAP8	84.6894	THAP8	136.157
THAP9	136.1897	THAP9	100.5025
THBD	998.5337	THBD	3705.4319
THBS1	14941.3826	THBS1	23629.5765
THBS2	20220.1638	THBS2	4209.6195
THBS3	852.124	THBS3	1955.4917
THBS4	6192.0532	THBS4	5079.4448
THEM4	379.9578	THEM4	307.0112
THEMIS	39.4836	THEMIS	28.9543
THG1L	172.8121	THG1L	173.2472
THNSL1	187.69	THNSL1	147.4037
THNSL2	773.0768	THNSL2	677.1955
THOC1	300.9907	THOC1	408.2316
THOC2	1955.8671	THOC2	901.4118
THOC3	385.1078	THOC3	339.5549
THOC4	291.8351	THOC4	593.4434
THOC5	399.4135	THOC5	646.0876
THOC6	395.7856	THOC6	351.4501
THOC7	769.6434	THOC7	1261.3065
THOP1	355.9243	THOP1	271.5961
THPO	49.7836	THPO	30.6293
THRAP3	3511.1763	THRAP3	2583.3932
THRA	477.6768	THRA	1202.1153
THRB	517.8642	THRB	981.5745
THRSP	31.4724	THRSP	2346.2551
THSD1P1	107.5784	THSD1P1	117.4922
THSD1	216.8735	THSD1	652.7877
THSD4	1627.4096	THSD4	96.4346
THSD7A	204.8568	THSD7A	165.5899
THSD7B	32.6169	THSD7B	95.7167
THTPA	230.0347	THTPA	410.146
THUMPD1	1876.9	THUMPD1	1064.6088
THUMPD2	178.5344	THUMPD2	159.6076
THUMPD3	1113.551	THUMPD3	820.7705
THY1	6541.1108	THY1	8097.631
THYN1	588.8201	THYN1	1036.8509
TIA1	1702.3712	TIA1	862.8859
TIAF1	216.9765	TIAF1	319.5358
TIAL1	1044.8839	TIAL1	1364.202
TIAM1	187.69	TIAM1	277.3391
TIAM2	193.8529	TIAM2	50.2417
TICAM1	490.9696	TICAM1	421.8713
TICAM2	194.3564	TICAM2	286.9634
TIE1	650.6205	TIE1	2051.9263
TIFAB	12.589	TIFAB	7.6573
TIFA	556.2033	TIFA	238.8131
TIGD1	68.0948	TIGD1	38.2867
TIGD2	184.2566	TIGD2	89.2558
TIGD4	17.739	TIGD4	5.2644
TIGD5	211.7235	TIGD5	81.3592
TIGD6	264.3682	TIGD6	149.318
TIGD7	321.093	TIGD7	193.1993
TIGIT	107.0062	TIGIT	21.0577
removed	removed	TIMD4	24.4078
TIMELESS	576.2312	TIMELESS	311.3185
TIMM10	235.1847	TIMM10	439.5788
TIMM13	592.2535	TIMM13	654.4628
TIMM16	45.2058	TIMM16	101.6176
TIMM17A	1338.4357	TIMM17A	1163.9148
TIMM17B	324.4519	TIMM17B	343.8622
TIMM22	326.1686	TIMM22	568.0785
TIMM44	274.0961	TIMM44	443.4075
TIMM50	524.7309	TIMM50	632.448
TIMM8A	122.4563	TIMM8A	109.117
TIMM8B	217.4457	TIMM8B	715.2429
TIMM9	389.6856	TIMM9	725.7717
TIMP1	4989.8072	TIMP1	6339.3156
TIMP2	28119.166	TIMP2	26564.9677
TIMP3	36247.6306	TIMP3	41648.4805
TIMP4	36.0502	TIMP4	5780.8088
TINAGL1	347.9132	TINAGL1	3194.5441
TINF2	1218.2683	TINF2	1708.782
TIPARP	674.0818	TIPARP	1037.5688
TIPIN	45.778	TIPIN	74.1804
TIPRL	1474.0531	TIPRL	1040.6796
TIRAP	143.6286	TIRAP	118.2101
TJAP1	461.7861	TJAP1	431.9215
TJP1	2494.3314	TJP1	2752.8117
TJP2	1696.6489	TJP2	2215.1232
TJP3	604.2702	removed	removed
TK1	250.6348	TK1	101.2204
TK2	963.6279	TK2	2174.2044
removed	removed	TKTL1	7.6573
TKT	2391.3308	TKT	6686.5279
TLCD1	38.3391	TLCD1	44.9868
TLE1	405.1357	TLE1	1211.7732
TLE2	520.7253	TLE2	910.0263
TLE3	1247.4518	TLE3	677.6741
TLE4	341.0465	TLE4	457.0471
TLE6	121.3118	TLE6	5.0251
TLK1	1764.1715	TLK1	1123.4745
TLK2	601.9813	TLK2	593.6827
TLL1	382.2467	TLL1	376.1665
TLL2	76.6782	TLL2	9.3324
TLN1	8760.7739	TLN1	13915.53
TLN2	887.5219	TLN2	2623.3549
TLR10	22.3168	TLR10	5.5037
TLR1	323.3075	TLR1	295.286
TLR2	481.2417	TLR2	332.3762
TLR3	274.0961	TLR3	311.5578
TLR4	976.7891	TLR4	2176.8366
TLR5	941.3111	TLR5	283.8
TLR6	73.2449	TLR6	39.0045
TLR7	461.7861	TLR7	231.8737
TLR8	115.0173	TLR8	187.1261
TLR9	12.9151	TLR9	14.5202
TM2D1	340.4742	TM2D1	509.2127
TM2D2	2278.0301	TM2D2	1326.1546
TM2D3	456.636	TM2D3	981.5745
TM4SF18	126.4619	TM4SF18	550.1316
TM4SF19	121.8326	TM4SF19	426.9084
TM4SF1	1601.0872	TM4SF1	7208.1838
removed	removed	TM4SF4	8.3752
TM6SF1	298.1295	TM6SF1	401.0529
TM6SF2	7.3245	removed	removed
TM7SF2	210.0068	TM7SF2	1347.6908
TM7SF3	953.3278	TM7SF3	1482.1728
TM7SF4	57.7948	TM7SF4	71.3089
TM9SF1	1750.5354	TM9SF1	1412.2182
TM9SF2	5961.4463	TM9SF2	3680.067
TM9SF3	6296.7705	TM9SF3	6192.3905
TM9SF4	2754.694	TM9SF4	1274.2283
TMBIM1	3588.4267	TMBIM1	10048.3369
TMBIM4	2181.4613	TMBIM4	2131.4358
TMBIM6	20558.3491	TMBIM6	18713.8071
removed	removed	TMC2	12.4432
TMC4	2072.6011	TMC4	21.5363
TMC5	1469.4753	TMC5	33.0223
TMC6	424.0192	TMC6	589.854
TMC7	90.9839	TMC7	136.8749
TMC8	185.9733	TMC8	206.0302
TMCC1	1645.1486	TMCC1	735.3434
TMCC2	26.3224	TMCC2	100.5025
TMCC3	236.3292	TMCC3	457.765
TMCO1	4012.4459	TMCO1	2200.7657
TMCO3	1809.9496	TMCO3	1398.66
TMCO4	421.158	TMCO4	402.0101
TMCO6	161.3676	TMCO6	177.5544
TMCO7	244.9126	TMCO7	391.2419
TMED10P1	127.6063	TMED10P1	37.5688
TMED10	10666.2852	TMED10	6832.4958
TMED1	261.7532	TMED1	562.2828
TMED2	8648.0455	TMED2	6013.6396
TMED3	2351.8472	TMED3	1314.6686
TMED4	862.344	TMED4	612.5867
TMED5	1830.5497	TMED5	2170.1364
TMED7-TICAM2	203.9984	TMED7-TICAM2	102.5293
TMED7	4052.4159	TMED7	2292.7279
TMED8	398.8412	TMED8	331.419
TMED9	4045.0628	TMED9	3322.0866
TMEFF1	117.93	TMEFF1	72.7375
TMEM100	34.3335	TMEM100	1411.5817
TMEM101	288.9739	TMEM101	499.8804
TMEM102	87.5505	TMEM102	86.145
TMEM104	416.5802	TMEM104	507.2984
TMEM106A	201.4234	TMEM106A	252.2134
TMEM106B	4331.7478	TMEM106B	1462.3116
TMEM106C	866.9218	TMEM106C	987.0782
TMEM107	141.3397	TMEM107	192.1512
TMEM108	26.8946	TMEM108	62.4551
TMEM109	3395.0145	TMEM109	4361.0912
TMEM110	246.6292	TMEM110	246.7624
TMEM111	1005.4004	TMEM111	1988.9926
TMEM115	763.9212	TMEM115	1053.1228
TMEM116	176.2455	TMEM116	138.7892
TMEM117	150.4953	TMEM117	182.8189
TMEM119	1150.1735	TMEM119	1795.4056
TMEM11	191.6956	TMEM11	599.665
TMEM120A	535.6032	TMEM120A	1133.0462
TMEM120B	171.6391	TMEM120B	302.558
TMEM121	34.3335	TMEM121	27.5185
TMEM123	7776.5459	TMEM123	3720.268
TMEM125	215.1568	removed	removed
TMEM126A	284.3961	TMEM126A	463.0294
TMEM126B	543.0421	TMEM126B	910.9835
TMEM127	3514.0374	TMEM127	2592.9648
TMEM128	491.5418	TMEM128	551.3281
TMEM129	476.6639	TMEM129	906.4369
TMEM130	57.2226	TMEM130	6.4609
TMEM131	1782.4827	TMEM131	1065.3266
TMEM132A	2016.523	TMEM132A	139.0285
TMEM132B	14.8779	TMEM132B	5.5037
TMEM132C	16.5945	TMEM132C	1464.4652
TMEM132E	5.15	TMEM132E	9.0931
TMEM133	61.8004	TMEM133	175.8794
TMEM134	347.3409	TMEM134	291.9359
TMEM135	1332.7134	TMEM135	1051.687
TMEM136	146.4898	TMEM136	182.3403
TMEM138	486.964	TMEM138	605.408
TMEM139	560.7811	TMEM139	94.0416
TMEM140	667.8102	TMEM140	1790.9452
TMEM141	553.3422	TMEM141	500.3589
TMEM143	79.5394	TMEM143	153.1467
TMEM144	402.2746	TMEM144	207.4659
TMEM145	15.4501	removed	removed
TMEM147	1389.3638	TMEM147	1124.4317
TMEM149	102.9949	TMEM149	169.6722
TMEM14A	639.176	TMEM14A	444.604
TMEM14B	668.8802	TMEM14B	1220.3877
TMEM14C	1781.3383	TMEM14C	2777.698
TMEM150A	476.6639	TMEM150A	431.2036
removed	removed	TMEM150B	39.7224
TMEM150C	105.2895	TMEM150C	252.9313
TMEM154	152.7842	TMEM154	76.5733
TMEM156	10.3001	TMEM156	11.7253
TMEM158	259.7904	TMEM158	33.5008
TMEM159	818.2826	TMEM159	1460.1579
TMEM160	36.6224	TMEM160	59.105
TMEM161A	407.4246	TMEM161A	279.0141
TMEM161B	266.0849	TMEM161B	140.4642
TMEM163	30.9002	TMEM163	35.4152
TMEM164	1380.7804	TMEM164	693.9459
TMEM165	1747.577	TMEM165	1578.368
TMEM167A	3609.5991	TMEM167A	2627.1835
TMEM167B	1896.3556	TMEM167B	1779.3731
TMEM168	975.0724	TMEM168	727.9253
TMEM169	66.3782	TMEM169	44.0297
TMEM170A	381.1022	TMEM170A	502.5126
TMEM170B	296.4129	TMEM170B	1066.0445
TMEM173	992.8114	TMEM173	1176.8366
TMEM175	190.5511	TMEM175	317.0615
TMEM176A	1836.8442	TMEM176A	1514.9557
TMEM176B	2624.7988	TMEM176B	2393.1563
TMEM177	151.6398	TMEM177	91.4094
TMEM178	14.3056	TMEM178	59.8229
TMEM179B	955.0445	TMEM179B	977.7459
TMEM17	73.8171	TMEM17	74.659
TMEM180	97.8506	TMEM180	91.888
TMEM181	1227.9961	TMEM181	1087.1022
TMEM182	97.8506	TMEM182	71.0696
TMEM183A	1401.9527	TMEM183A	1101.9383
TMEM184A	141.1738	removed	removed
TMEM184B	2005.0785	TMEM184B	1630.1388
TMEM184C	841.1716	TMEM184C	585.0682
TMEM185A	624.8704	TMEM185A	644.6518
TMEM185B	691.2485	TMEM185B	465.1831
TMEM186	200.8512	TMEM186	191.4334
TMEM187	214.5846	TMEM187	240.9667
TMEM188	992.8114	TMEM188	513.7593
TMEM189-UBE2V1	7.4046	removed	removed
TMEM189	626.3181	TMEM189	759.7799
TMEM18	344.4798	TMEM18	811.6774
TMEM191A	7.4389	removed	removed
TMEM192	746.1822	TMEM192	700.8854
TMEM194A	430.3137	TMEM194A	359.8947
TMEM194B	103.5728	TMEM194B	154.1039
removed	removed	TMEM195	59.3443
TMEM198	44.645	TMEM198	26.3221
TMEM199	464.075	TMEM199	357.7411
TMEM19	1354.458	TMEM19	944.0057
TMEM200A	440.6137	TMEM200A	204.3551
TMEM200B	57.0051	TMEM200B	403.9938
TMEM200C	14.3056	TMEM200C	5.2644
TMEM201	262.0793	TMEM201	228.045
TMEM203	745.0377	TMEM203	872.9361
TMEM204	446.336	TMEM204	589.6147
TMEM205	1436.8585	TMEM205	946.638
TMEM206	240.907	TMEM206	173.9651
TMEM208	313.5796	TMEM208	554.6782
TMEM209	1114.1232	TMEM209	407.7531
TMEM20	58.367	TMEM20	95.4774
TMEM214	2568.7207	TMEM214	2361.809
TMEM215	118.4507	removed	removed
TMEM216	240.907	TMEM216	304.8576
TMEM217	16.4572	TMEM217	19.4377
TMEM218	219.1624	TMEM218	523.0916
TMEM219	1612.5317	TMEM219	2614.0225
TMEM220	36.6224	TMEM220	286.6715
TMEM222	506.9919	TMEM222	686.2886
TMEM223	238.0458	TMEM223	283.8
TMEM229A	11.4445	removed	removed
TMEM229B	735.3099	TMEM229B	114.3814
TMEM22	71.5282	TMEM22	580.0431
TMEM231	152.7785	TMEM231	229.4736
TMEM232	17.1668	TMEM232	7.6573
TMEM233	24.6057	TMEM233	27.9971
TMEM25	621.437	TMEM25	138.7892
TMEM26	117.4035	TMEM26	18.1862
TMEM27	14.8779	TMEM27	8.1359
TMEM2	6106.7916	TMEM2	1943.5272
TMEM30A	7827.474	TMEM30A	3991.1462
TMEM30B	914.4165	TMEM30B	118.928
TMEM33	2027.3953	TMEM33	1065.5659
TMEM35	86.9783	TMEM35	117.7315
TMEM37	179.6788	TMEM37	4353.6731
TMEM38A	151.0676	TMEM38A	24.647
TMEM38B	260.3626	TMEM38B	185.2118
TMEM39A	781.0879	TMEM39A	591.5291
TMEM39B	267.8016	TMEM39B	359.4161
TMEM40	49.7836	removed	removed
TMEM41A	664.9261	TMEM41A	499.1625
TMEM41B	1000.2503	TMEM41B	434.793
TMEM42	120.7396	TMEM42	327.5903
TMEM43	3579.2711	TMEM43	5529.0739
TMEM44	109.8673	TMEM44	307.0112
TMEM45A	721.5765	TMEM45A	598.4685
TMEM45B	1271.4853	removed	removed
TMEM47	644.8983	TMEM47	2145.2501
TMEM48	665.4984	TMEM48	202.6801
TMEM49	2134.4015	TMEM49	2145.0108
TMEM50A	3227.9246	TMEM50A	3544.3886
TMEM50B	1250.3129	TMEM50B	1341.474
TMEM51	234.6125	TMEM51	115.3386
TMEM52	22.889	TMEM52	9.3324
TMEM53	102.5772	TMEM53	304.1613
TMEM54	701.5486	TMEM54	540.3207
TMEM55A	269.5183	TMEM55A	687.485
TMEM55B	388.5412	TMEM55B	584.8289
TMEM56	364.5077	TMEM56	585.0682
TMEM57	1476.9143	TMEM57	789.184
TMEM59L	14.8779	TMEM59L	10.0503
TMEM59	5303.9591	TMEM59	7784.3982
TMEM5	365.6522	TMEM5	312.0364
TMEM60	287.2573	TMEM60	444.1254
TMEM61	45.2058	removed	removed
TMEM62	371.9466	TMEM62	349.1266
TMEM63A	1199.9571	TMEM63A	530.9883
TMEM63B	899.5386	TMEM63B	451.0648
TMEM63C	314.7241	removed	removed
TMEM64	794.2491	TMEM64	1404.1637
TMEM65	1613.6762	TMEM65	448.4326
TMEM66	5423.5542	TMEM66	5992.582
TMEM67	532.742	TMEM67	147.643
TMEM68	465.2194	TMEM68	280.6892
TMEM69	555.6311	TMEM69	443.4075
TMEM70	976.2169	TMEM70	898.7796
TMEM71	24.6057	TMEM71	108.8777
removed	removed	TMEM74	14.3575
TMEM79	595.1146	TMEM79	72.984
TMEM80	240.3348	TMEM80	232.3522
TMEM81	61.2281	TMEM81	42.5939
TMEM84	16.0223	removed	removed
TMEM85	620.7389	TMEM85	1669.3419
TMEM86A	395.9687	TMEM86A	255.0251
TMEM86B	22.3168	TMEM86B	31.3472
TMEM87A	2062.8733	TMEM87A	1881.3113
TMEM87B	1349.308	TMEM87B	788.4661
TMEM88	8.0112	TMEM88	252.9313
TMEM8A	727.871	TMEM8A	695.3817
TMEM8B	586.5312	TMEM8B	330.9404
removed	removed	TMEM90A	5.9823
TMEM90B	469.7972	TMEM90B	45.2261
TMEM91	49.9038	TMEM91	136.8749
TMEM92	12.0167	TMEM92	21.5363
TMEM93	144.0692	TMEM93	232.838
TMEM97	1365.3532	TMEM97	113.7688
TMEM98	800.5436	TMEM98	1224.9342
TMEM99	500.1252	TMEM99	293.8502
TMEM9B	2707.7715	TMEM9B	1719.5501
TMEM9	2217.9464	TMEM9	1204.5944
TMF1	1672.6154	TMF1	898.7796
removed	removed	TMIE	13.4003
TMLHE	171.0955	TMLHE	263.6994
TMOD1	108.1449	TMOD1	544.6805
TMOD2	486.964	TMOD2	719.7894
TMOD3	2537.8205	TMOD3	1780.8088
TMPO	1325.5606	TMPO	831.6774
TMPPE	58.9392	TMPPE	23.9292
TMPRSS13	261.5071	TMPRSS13	8.1359
TMPRSS2	180.8233	removed	removed
TMPRSS3	585.959	removed	removed
TMPRSS6	6.8667	removed	removed
TMPRSS9	22.3168	removed	removed
TMSB10	6745.3954	TMSB10	23397.4635
TMSB15A	5.15	TMSB15A	11.9646
TMSB15B	21.7446	TMSB15B	44.9198
TMSL3	41299.8105	TMSL3	73071.3089
TMTC1	1286.9354	TMTC1	2929.4089
TMTC2	337.0409	TMTC2	214.8839
TMTC3	1233.1462	TMTC3	699.6889
TMTC4	711.8486	TMTC4	247.1883
TMUB1	353.6354	TMUB1	280.6892
TMUB2	589.3924	TMUB2	795.6449
TMX1	1594.2205	TMX1	1352.9553
TMX2	1936.9837	TMX2	1888.4901
TMX3	1491.7921	TMX3	1567.5999
TMX4	644.8983	TMX4	847.0926
TNC	27038.804	TNC	1879.1577
TNFAIP1	1718.4278	TNFAIP1	1976.8772
TNFAIP2	1428.2751	TNFAIP2	2523.0916
TNFAIP3	650.6205	TNFAIP3	625.0299
TNFAIP6	564.2144	TNFAIP6	1697.0567
TNFAIP8L1	175.101	TNFAIP8L1	186.4082
TNFAIP8L2	95.5617	TNFAIP8L2	224.2163
TNFAIP8L3	147.062	TNFAIP8L3	222.5413
TNFAIP8	801.1158	TNFAIP8	832.0172
TNFRSF10A	73.8171	TNFRSF10A	70.1125
TNFRSF10B	591.109	TNFRSF10B	880.8327
TNFRSF10C	73.8171	TNFRSF10C	83.5128
TNFRSF10D	68.0948	TNFRSF10D	322.5652
TNFRSF11A	92.1283	TNFRSF11A	74.8983
TNFRSF11B	578.5201	TNFRSF11B	114.86
TNFRSF12A	691.8208	TNFRSF12A	811.9167
TNFRSF14	434.3993	TNFRSF14	811.8641
TNFRSF18	26.3224	TNFRSF18	14.8361
TNFRSF19	1048.3173	TNFRSF19	105.2883
TNFRSF1A	2755.8385	TNFRSF1A	4671.6918
TNFRSF1B	608.2758	TNFRSF1B	3145.0108
TNFRSF21	696.3986	TNFRSF21	2081.1199
TNFRSF25	17.739	TNFRSF25	39.0045
TNFRSF4	43.4891	TNFRSF4	53.1228
TNFRSF6B	12.5375	TNFRSF6B	20.5839
TNFRSF8	23.4612	TNFRSF8	213.6875
TNFRSF9	33.1891	TNFRSF9	14.3575
TNFSF10	2084.6179	TNFSF10	3260.1101
TNFSF11	75.5338	removed	removed
TNFSF12-TNFSF13	132.5732	TNFSF12-TNFSF13	233.2185
TNFSF12	488.3545	TNFSF12	1555.7669
TNFSF13B	125.3174	TNFSF13B	80.6413
TNFSF13	367.8781	TNFSF13	501.5171
TNFSF14	7.4389	TNFSF14	9.811
TNFSF15	171.6677	removed	removed
TNFSF4	585.959	TNFSF4	81.3592
TNFSF8	121.8841	TNFSF8	99.3061
TNFSF9	93.2728	TNFSF9	212.7303
TNF	17.739	TNF	75.6162
TNIK	419.4414	TNIK	78.4877
TNIP1	1658.3098	TNIP1	5970.3278
TNIP2	272.3794	TNIP2	841.1103
TNK1	107.0062	TNK1	72.2661
TNK2	675.7183	TNK2	408.2197
TNKS1BP1	3060.2625	TNKS1BP1	4981.5745
TNKS2	1903.7946	TNKS2	1577.6502
TNKS	1220.9292	TNKS	782.6849
TNMD	8.5834	TNMD	699.2103
removed	removed	TNNC1	9.811
removed	removed	TNNC2	29.1936
TNNI1	54.9337	removed	removed
TNNI2	6.8667	TNNI2	20.3398
TNNI3K	9.3845	TNNI3K	33.8454
TNNI3	40.628	removed	removed
TNNT1	265.5127	removed	removed
removed	removed	TNNT3	629.5765
TNN	312.4352	TNN	347.4515
TNPO1	4623.0106	TNPO1	2324.4795
TNPO2	1508.3867	TNPO2	1366.1163
TNPO3	1532.4202	TNPO3	819.0955
TNRC18	3727.4776	TNRC18	1085.6664
TNRC6A	1373.3414	TNRC6A	961.474
TNRC6B	777.0824	TNRC6B	561.6176
TNRC6C	803.0099	TNRC6C	542.0699
TNS1	4477.0931	TNS1	25846.8533
TNS3	5313.6869	TNS3	2626.4657
TNS4	19.4557	removed	removed
TNXB	869.245	TNXB	19996.4322
TOB1	1458.0308	TOB1	1235.956
TOB2	1331.569	TOB2	2547.978
TOE1	181.9105	TOE1	216.2072
TOLLIP	1336.719	TOLLIP	1186.8868
TOM1L1	716.787	TOM1L1	146.8342
TOM1L2	889.2386	TOM1L2	1051.9263
