gene_id	TCGA-BH-A1EO-01A-11R-A137-07	gene_id	TCGA-BH-A1EO-11A-31R-A137-07
SNCA	72.6727	SNCA	193.8263
SNCG	23.4612	SNCG	3479.3013
SND1	4168.6635	SND1	3174.6829
SNED1	1071.7785	SNED1	1037.0902
SNF8	475.5195	SNF8	1107.6813
SNHG10	10.8723	SNHG10	26.3221
SNHG11	109.8902	SNHG11	105.4319
SNHG12	85.8338	SNHG12	70.8902
SNHG1	299.8462	SNHG1	213.2089
SNHG3-RCC1	83.7395	SNHG3-RCC1	229.1242
SNHG3	16.0223	SNHG3	21.297
SNHG5	346.1965	SNHG5	988.9926
SNHG6	603.1258	SNHG6	991.8641
SNHG7	188.7887	SNHG7	572.2852
SNHG8	256.9293	SNHG8	511.1271
SNHG9	38.9113	SNHG9	42.8332
SNIP1	388.5412	SNIP1	385.4989
SNN	655.7705	SNN	2214.1661
SNORA8	144.5041	SNORA8	183.6157
SNORD116-20	9.1556	removed	removed
SNORD116-28	21.2582	removed	removed
SNORD116-4	20.8519	SNORD116-4	12.381
SNORD1C	17.779	SNORD1C	5.8531
SNPH	72.1004	SNPH	153.8646
SNRK	1374.4859	SNRK	2199.8086
SNRNP200	5336.5759	SNRNP200	3392.4384
SNRNP25	220.3069	SNRNP25	393.1563
SNRNP27	350.7743	SNRNP27	739.8899
SNRNP35	130.0898	SNRNP35	388.0282
SNRNP40	860.6273	SNRNP40	862.8859
SNRNP48	432.0303	SNRNP48	264.4173
SNRNP70	977.3613	SNRNP70	1117.9708
SNRPA1	188.2622	SNRPA1	316.8222
SNRPA	662.065	SNRPA	750.6581
SNRPB2	1102.6787	SNRPB2	1265.3745
SNRPB	1830.5497	SNRPB	1426.1785
SNRPC	790.8158	SNRPC	961.7133
SNRPD1	406.8524	SNRPD1	614.9797
SNRPD2	1283.502	SNRPD2	2508.9734
SNRPD3	1441.8025	SNRPD3	1131.7014
SNRPE	749.0433	SNRPE	827.9493
SNRPF	291.8351	SNRPF	620.4834
SNRPG	363.3633	SNRPG	811.9167
SNRPN	968.7493	SNRPN	1378.2053
SNTA1	399.9857	SNTA1	1298.8753
SNTB1	531.0254	SNTB1	464.2259
SNTB2	1061.4785	SNTB2	1853.3142
removed	removed	SNTG2	27.5185
SNUPN	274.0961	SNUPN	507.2984
SNURF	47.9067	SNURF	68.8729
SNW1	1369.9081	SNW1	1712.85
SNX10	777.0824	SNX10	1299.5932
SNX11	461.7861	SNX11	802.8236
SNX12	345.6243	SNX12	169.1792
SNX13	1532.4202	SNX13	1070.5911
SNX14	1677.1932	SNX14	1253.6492
SNX15	389.6856	SNX15	741.565
SNX16	673.5095	SNX16	584.3503
SNX17	1962.7338	SNX17	3328.0689
SNX18	1785.3439	SNX18	1497.7267
SNX19	3891.7063	SNX19	2328.7868
SNX1	2114.3736	SNX1	4236.8988
SNX20	106.6171	SNX20	36.5949
SNX21	369.6291	SNX21	1457.7985
SNX22	53.2055	SNX22	117.7267
SNX24	431.4581	SNX24	226.1307
SNX25	431.4581	SNX25	302.2254
SNX27	2110.8372	SNX27	838.6145
SNX29	1174.2069	SNX29	1012.4432
SNX2	2057.7233	SNX2	3111.9885
SNX30	1178.7847	SNX30	465.6616
SNX33	666.0706	SNX33	1468.0546
SNX3	3916.8842	SNX3	6103.374
SNX4	905.8331	SNX4	907.1548
SNX5	2208.7908	SNX5	3163.1969
SNX6	1869.461	SNX6	2736.7791
SNX7	660.9206	SNX7	842.0675
SNX8	337.0409	SNX8	419.7176
SNX9	2221.952	SNX9	3671.9311
SOAT1	913.8443	SOAT1	826.2742
SOBP	143.0564	SOBP	476.1905
SOCS1	25.7502	SOCS1	84.2307
SOCS2	222.5958	SOCS2	1038.0474
SOCS3	1019.1338	SOCS3	14252.9313
SOCS4	696.9708	SOCS4	654.4628
SOCS5	902.972	SOCS5	1208.1838
SOCS6	1250.8852	SOCS6	632.6872
SOCS7	60.6559	SOCS7	26.8007
SOD1	2246.5577	SOD1	4690.1173
SOD2	5937.9851	SOD2	6471.4046
SOD3	169.951	SOD3	2433.8358
SOHLH2	6.8095	SOHLH2	8.7916
SOLH	310.7185	SOLH	298.8753
SON	7079.0029	SON	4388.6097
SORBS1	960.1946	SORBS1	14423.0677
SORBS2	276.385	SORBS2	913.6157
SORBS3	1224.5628	SORBS3	3281.407
SORCS1	14.3056	SORCS1	9.5717
SORCS2	538.4643	SORCS2	230.1986
SORD	1515.8256	SORD	152.4288
SORL1	4469.0819	SORL1	496.291
SORT1	3090.5905	SORT1	3764.2977
SOS1	2188.1907	SOS1	1473.319
SOS2	1127.8567	SOS2	1015.554
SOX10	11.4445	SOX10	7.1788
SOX11	80.6838	removed	removed
SOX12	435.4637	SOX12	215.1232
SOX13	834.8772	SOX13	942.8093
removed	removed	SOX15	10.0503
SOX17	83.5449	SOX17	491.9837
SOX18	183.6844	SOX18	1171.8114
SOX30	6.2945	SOX30	5.0251
SOX4	4627.0162	SOX4	1223.2592
SOX5	17.1668	SOX5	67.7196
SOX6	459.4972	SOX6	105.5276
SOX7	202.648	SOX7	1083.2735
SOX8	6.2945	SOX8	78.0091
SOX9	2113.8014	SOX9	215.8411
SP100	1891.7778	SP100	2078.2484
SP110	605.9869	SP110	587.7004
SP140L	340.4742	SP140L	275.1855
SP140	39.4836	SP140	29.9115
SP1	3226.2079	SP1	2537.9277
SP2	622.5815	SP2	454.6542
SP3	2768.9997	SP3	2198.8514
SP4	452.6304	SP4	149.7966
removed	removed	SP5	5.9823
SP6	108.1506	SP6	11.9646
SPA17	80.1116	SPA17	109.117
SPAG16	234.0403	SPAG16	353.4338
SPAG17	7.4389	SPAG17	29.9115
SPAG1	824.5771	SPAG1	75.8555
SPAG4	14.3056	SPAG4	15.554
SPAG5	257.5015	SPAG5	92.6059
SPAG7	254.6404	SPAG7	868.1503
SPAG8	7.4389	SPAG8	21.297
SPAG9	2411.3587	SPAG9	2824.1206
SPARCL1	8678.3734	SPARCL1	32140.9428
SPARC	129472.4395	SPARC	134930.3661
SPAST	906.9776	SPAST	620.0048
SPATA12	7.4389	removed	removed
SPATA13	696.6217	SPATA13	118.1431
SPATA17	40.0558	removed	removed
SPATA18	278.6739	SPATA18	148.6001
SPATA20	416.5802	SPATA20	607.5616
removed	removed	SPATA22	12.3642
SPATA24	23.4612	SPATA24	29.4329
SPATA2L	97.2784	SPATA2L	183.2974
SPATA2	382.2467	SPATA2	286.1929
SPATA5L1	150.4953	SPATA5L1	182.101
SPATA5	232.3236	SPATA5	153.386
SPATA6	106.434	SPATA6	92.6059
SPATA7	179.6788	SPATA7	286.9107
SPATA9	14.4544	SPATA9	30.39
SPATS2L	2984.7287	SPATS2L	1867.6717
SPATS2	515.003	SPATS2	325.676
SPC24	6.2945	removed	removed
SPC25	62.3726	SPC25	14.5968
SPCS1	2019.9163	SPCS1	1839.9139
SPCS2	988.2336	SPCS2	820.5312
SPCS3	3475.6983	SPCS3	2870.3039
SPDEF	1599.9428	removed	removed
removed	removed	SPDYA	8.4422
SPDYE1	5.9569	removed	removed
SPDYE3	111.4009	SPDYE3	69.7272
SPDYE6	13.1612	removed	removed
SPDYE8P	11.4445	SPDYE8P	6.9395
SPEF1	10.8723	removed	removed
SPEF2	203.7123	SPEF2	63.4123
SPEG	40.0558	SPEG	33.0223
SPEN	1994.2062	SPEN	1101.699
SPESP1	79.5394	SPESP1	181.6009
SPG11	1942.7059	SPG11	1143.575
SPG20	1328.1356	SPG20	2571.4286
SPG21	2188.1907	SPG21	2373.7736
SPG7	513.2864	SPG7	875.329
SPHAR	148.0977	SPHAR	247.2553
SPHK1	516.1303	SPHK1	346.7839
SPHK2	204.8568	SPHK2	153.9507
SPI1	553.9144	SPI1	836.5638
removed	removed	SPIB	7.6573
SPIN1	4648.1885	SPIN1	1927.2553
removed	removed	SPIN2A	13.4003
SPIN2B	58.6646	SPIN2B	130.9859
SPIN3	388.5412	SPIN3	185.2118
SPIN4	261.5071	SPIN4	90.9308
removed	removed	SPINK5	9.0931
SPINT1	1860.3054	SPINT1	105.2883
SPINT2	6625.228	SPINT2	288.5858
SPIRE1	780.5157	SPIRE1	705.4319
SPIRE2	32.6169	SPIRE2	30.39
SPNS1	744.8603	SPNS1	695.4152
SPNS2	230.8415	SPNS2	1371.151
SPN	342.7631	SPN	235.463
SPOCD1	70.956	SPOCD1	110.0742
SPOCK1	2279.7468	SPOCK1	1145.0108
SPOCK2	403.9627	SPOCK2	379.7559
SPON1	4237.3306	SPON1	1983.4889
SPON2	1484.3532	SPON2	1908.3513
SPOPL	2905.1894	SPOPL	671.2132
SPOP	1266.9075	SPOP	1654.7021
SPP1	14655.8421	SPP1	1410.6246
SPPL2A	968.2057	SPPL2A	1207.4659
SPPL2B	489.8251	SPPL2B	406.7959
SPPL3	1069.4896	SPPL3	1296.7217
SPRED1	1772.1827	SPRED1	1918.1622
SPRED2	1472.3365	SPRED2	775.3051
SPRN	38.3391	SPRN	39.2438
removed	removed	SPRR2B	5.2644
removed	removed	SPRR2E	9.0931
removed	removed	SPRR2F	38.2867
SPRY1	536.7476	SPRY1	3757.3582
SPRY2	173.9566	SPRY2	1357.9804
SPRY3	88.1227	SPRY3	83.2735
SPRY4	737.5988	SPRY4	703.5176
SPRYD3	1041.4506	SPRYD3	2236.6595
SPRYD4	176.8177	SPRYD4	234.5059
SPR	502.4141	SPR	812.3953
SPSB1	1386.5026	SPSB1	1419.2391
SPSB2	88.695	SPSB2	100.2632
SPSB3	365.0799	SPSB3	587.4611
SPSB4	29.1835	SPSB4	143.3357
removed	removed	SPTA1	7.418
SPTAN1	6854.6905	SPTAN1	8581.4788
SPTBN1	4877.651	SPTBN1	28205.5516
SPTBN2	502.9863	SPTBN2	42.1153
SPTBN4	12.589	SPTBN4	43.5511
SPTBN5	18.8834	SPTBN5	13.4003
SPTB	54.3614	SPTB	75.3769
SPTLC1	2261.4356	SPTLC1	2106.9634
SPTLC2	2686.027	SPTLC2	1954.056
SPTLC3	760.4878	SPTLC3	282.6035
SPTY2D1	1668.2036	SPTY2D1	721.3616
SQLE	4141.1967	SQLE	258.9136
SQRDL	1650.8709	SQRDL	1714.525
SQSTM1	9700.7518	SQSTM1	12193.0629
SR140	1936.4114	SR140	1435.7502
SRA1	480.0973	SRA1	647.7626
SRBD1	540.181	SRBD1	461.1151
SRCAP	4090.2686	SRCAP	1569.9928
SRCIN1	254.0682	SRCIN1	11.486
SRCRB4D	13.7563	SRCRB4D	53.1228
SRC	1154.179	SRC	467.0974
SRD5A1	462.9305	SRD5A1	96.9131
SRD5A3	646.0427	SRD5A3	597.966
SREBF1	1934.1225	SREBF1	1153.8646
SREBF2	4170.3802	SREBF2	1201.4836
SRFBP1	517.2919	SRFBP1	208.4231
SRF	1170.7736	SRF	1413.2568
SRGAP1	680.9485	SRGAP1	213.6875
SRGAP2	1757.3048	SRGAP2	901.1725
SRGAP3	155.0731	SRGAP3	62.9337
SRGN	1400.8083	SRGN	5815.0275
SRI	2771.8608	SRI	2211.2946
SRL	18.3112	SRL	100.7418
SRM	768.499	SRM	1019.3826
SRP14	2910.9116	SRP14	6262.503
SRP19	679.9242	SRP19	749.6363
SRP54	1375.0581	SRP54	963.867
SRP68	1433.9974	SRP68	2071.7875
SRP72	3232.5024	SRP72	2469.9689
SRP9	6701.9062	SRP9	4133.7641
SRPK1	1877.4722	SRPK1	570.95
SRPK2	2089.1957	SRPK2	863.3644
SRPRB	1674.9043	SRPRB	1419.9569
SRPR	2665.9991	SRPR	3253.4099
SRPX2	959.0501	SRPX2	1537.4492
SRPX	576.8034	SRPX	3525.006
SRRD	360.5021	SRRD	320.1723
SRRM1	1533.5646	SRRM1	1222.7806
SRRM2	9767.891	SRRM2	4754.4867
SRRM3	41.7725	SRRM3	139.5071
SRRM5	12.8007	SRRM5	11.7253
SRRT	1106.6843	SRRT	981.8138
SRR	306.0835	SRR	336.3604
SRXN1	1075.7841	SRXN1	1054.3192
SS18L1	350.2021	SS18L1	242.4025
SS18L2	204.8568	SS18L2	356.7839
SS18	1918.1002	SS18	1586.0254
SSBP1	960.1946	SSBP1	1253.4099
SSBP2	556.7755	SSBP2	642.9768
SSBP3	413.7191	SSBP3	659.2486
SSBP4	390.2579	SSBP4	659.2486
SSB	2057.7118	SSB	2981.9574
SSC5D	602.5536	SSC5D	1378.3202
SSFA2	1910.0891	SSFA2	3186.1689
SSH1	1490.6477	SSH1	982.771
SSH2	806.8381	SSH2	635.3195
SSH3	1087.2286	SSH3	456.09
SSNA1	353.6354	SSNA1	696.5781
SSPN	4613.855	SSPN	2322.5652
removed	removed	SSPO	6.7002
SSR1	6844.9626	SSR1	3972.96
SSR2	5127.1414	SSR2	5368.0306
SSR3	4051.9295	SSR3	3730.7968
SSR4	1322.4134	SSR4	2151.4716
SSRP1	3293.1583	SSRP1	2498.6839
SSSCA1	215.1568	SSSCA1	255.5635
removed	removed	SSTR1	86.145
SSTR2	166.5176	SSTR2	128.9782
SSU72	1827.6886	SSU72	2959.799
SSX2IP	515.5753	SSX2IP	148.3609
ST13	5344.0149	ST13	7352.716
ST14	1756.7326	ST14	648.9591
ST20	16.7891	ST20	46.0493
ST3GAL1	6459.2826	ST3GAL1	1412.0603
ST3GAL2	625.4426	ST3GAL2	1002.1536
ST3GAL3	156.7898	ST3GAL3	424.0249
ST3GAL4	394.8357	ST3GAL4	722.4216
ST3GAL5	292.9795	ST3GAL5	941.3735
ST3GAL6	128.1785	ST3GAL6	199.0907
ST5	2397.6253	ST5	739.6506
ST6GAL1	1729.838	ST6GAL1	1489.5908
ST6GAL2	777.0824	ST6GAL2	26.0828
ST6GALNAC1	12.0167	ST6GALNAC1	125.1496
ST6GALNAC2	311.2907	ST6GALNAC2	256.5207
ST6GALNAC3	45.2058	ST6GALNAC3	237.1381
ST6GALNAC4	230.6069	ST6GALNAC4	486.9586
ST6GALNAC5	162.5121	ST6GALNAC5	5.2644
ST6GALNAC6	977.3613	ST6GALNAC6	5204.5944
ST7L	256.3571	ST7L	320.6509
ST7OT1	10.6777	ST7OT1	32.7375
ST7	712.6097	ST7	889.9545
ST8SIA1	59.5115	ST8SIA1	130.1747
ST8SIA2	14.8779	removed	removed
ST8SIA4	513.2864	ST8SIA4	424.7428
ST8SIA6	149.9231	ST8SIA6	5.2644
STAB1	1241.8326	STAB1	4181.2467
removed	removed	STAB2	16.0325
STAC2	5.15	STAC2	10.2895
STAC3	38.9113	STAC3	82.0771
STAC	16.5945	STAC	114.86
STAG1	1246.994	STAG1	896.3317
STAG2	3506.5985	STAG2	2390.2848
STAG3L1	57.7948	STAG3L1	54.7978
STAG3L2	39.4836	STAG3L2	33.5008
STAG3L3	80.6838	STAG3L3	64.4508
STAG3L4	51.5003	STAG3L4	80.6413
STAG3	13.3557	STAG3	15.5611
STAM2	1369.3359	STAM2	922.4695
STAMBPL1	68.6671	STAMBPL1	184.2546
STAMBP	585.3868	STAMBP	596.7935
STAM	604.2702	STAM	563.7712
STAP1	14.3056	STAP1	10.7681
STAP2	267.8016	STAP2	58.6265
STARD10	1321.2689	STARD10	261.0672
STARD13	1064.9118	STARD13	997.8464
STARD3NL	662.6372	STARD3NL	955.4917
STARD3	551.6255	STARD3	784.8768
STARD4	62.9448	STARD4	55.2764
STARD5	60.0837	STARD5	91.888
STARD7	3836.435	STARD7	3156.4728
STARD8	308.4296	STARD8	636.0373
STAR	15.4501	STAR	8.1359
STAT1	5838.99	STAT1	3037.3295
STAT2	2322.0915	STAT2	1891.1223
STAT3	9403.9555	STAT3	5485.0443
STAT4	30.9002	STAT4	85.6664
STAT5A	1250.8852	STAT5A	2821.7277
STAT5B	2285.469	STAT5B	3596.5542
STAT6	1050.034	STAT6	4473.5583
STAU1	3548.9432	STAU1	2744.4365
STAU2	3666.8216	STAU2	876.0469
STBD1	416.7061	STBD1	2554.8098
STC1	1353.3135	STC1	724.8145
STC2	10255.4272	STC2	102.1776
STEAP1	175.101	STEAP1	1022.972
STEAP2	424.5914	STEAP2	682.6992
STEAP3	366.2244	STEAP3	554.9174
STEAP4	609.9925	STEAP4	3737.2577
STIL	206.5734	STIL	38.2867
STIM1	1236.5795	STIM1	1775.3051
STIM2	473.2306	STIM2	670.4953
STIP1	4136.0466	STIP1	2228.7629
STK10	694.6819	STK10	1308.6863
STK11IP	275.8127	STK11IP	249.1027
STK11	648.3316	STK11	696.3388
STK16	547.6199	STK16	549.4137
STK17A	686.0985	STK17A	675.0419
STK17B	1426.5584	STK17B	1148.6001
STK19	482.3976	STK19	329.0237
STK24	2490.3258	STK24	2516.3915
STK25	950.4667	STK25	1559.7033
removed	removed	STK32A	5.5037
STK32B	489.8251	STK32B	332.1369
STK32C	45.778	STK32C	158.6504
removed	removed	STK33	6.2216
STK35	1068.3452	STK35	571.4286
STK36	438.3248	STK36	241.4453
STK38L	1067.773	STK38L	1254.8457
STK38	1928.4003	STK38	1753.7688
STK39	553.9144	STK39	609.7152
STK3	1926.6836	STK3	572.3857
STK40	1182.7903	STK40	1938.2627
STK4	1413.9695	STK4	780.0909
STMN1	3263.9748	STMN1	2338.1192
STMN2	9.7278	STMN2	17.9469
STMN3	1114.6955	STMN3	862.6466
STOML1	111.0118	STOML1	276.8605
STOML2	892.0997	STOML2	1456.8078
STOM	17616.5373	STOM	12059.105
STON1-GTF2A1L	11.0955	removed	removed
STON1	317.2476	STON1	667.2099
STON2	160.2232	STON2	315.1472
STOX1	105.2895	STOX1	111.5099
STOX2	36.6224	STOX2	26.0828
STRA13	175.6733	STRA13	346.0158
STRA6	336.4687	removed	removed
STRADA	502.9863	STRADA	531.2276
STRADB	313.5796	STRADB	527.8775
STRAP	2958.9786	STRAP	3166.7863
STRBP	1195.9515	STRBP	261.5458
STRN3	786.238	STRN3	1045.4654
STRN4	1206.2516	STRN4	1112.9457
STRN	636.3149	STRN	233.3094
STS	636.3149	STS	1827.4707
STT3A	2956.6897	STT3A	2579.5645
STT3B	2527.5205	STT3B	1210.0981
STUB1	772.3501	STUB1	1825.7454
STX10	229.4625	STX10	334.5298
STX11	99.5673	STX11	915.7693
STX12	1548.4425	STX12	2798.995
STX16	1019.1338	STX16	1039.7224
STX17	996.2448	STX17	639.1481
STX18	627.1593	STX18	562.8141
STX1A	45.1887	STX1A	27.2793
STX1B	29.1835	STX1B	39.0045
STX2	361.6466	STX2	676.4776
STX3	1563.8926	STX3	535.7741
STX4	508.1363	STX4	976.3101
STX5	966.489	STX5	1214.6447
STX6	1571.4173	STX6	974.8002
STX7	2159.0072	STX7	2436.2288
STX8	194.5567	STX8	621.2012
STXBP1	591.109	STXBP1	1405.1208
STXBP2	1061.4785	STXBP2	326.1546
STXBP3	1000.8226	STXBP3	1040.9189
STXBP4	164.2287	STXBP4	73.9411
STXBP5	742.7488	STXBP5	381.3711
STXBP6	9.7278	STXBP6	117.0136
removed	removed	STYK1	10.0503
STYXL1	641.4649	STYXL1	346.2551
STYX	817.7104	STYX	570.4714
SUB1	2787.8831	SUB1	4029.6722
SUCLA2	906.4454	SUCLA2	1823.0534
SUCLG1	955.6168	SUCLG1	2749.7009
SUCLG2	2281.4635	SUCLG2	1577.1716
SUCNR1	40.628	SUCNR1	64.3695
SUDS3	1475.1976	SUDS3	726.011
SUFU	783.3768	SUFU	532.6633
SUGT1L1	26.8946	SUGT1L1	21.0912
removed	removed	SUGT1P1	8.6145
SUGT1	570.5089	SUGT1	839.9139
SULF1	24141.6258	SULF1	2240.4882
SULF2	13778.6202	SULF2	3470.9261
SULT1A1	637.4593	SULT1A1	2239.7703
SULT1A2	5.7223	SULT1A2	90.4523
SULT1A3	242.698	SULT1A3	1303.2998
SULT1C4	14.8779	SULT1C4	44.0297
SULT2B1	28.0391	SULT2B1	5.0251
SUMF1	2175.6017	SUMF1	1736.7791
SUMF2	2726.655	SUMF2	3252.2134
SUMO1P3	177.9622	SUMO1P3	235.463
SUMO1	2371.3029	SUMO1	2737.497
SUMO2	2914.345	SUMO2	3910.2656
SUMO3	2805.6221	SUMO3	2522.6131
SUN1	2047.4232	SUN1	2908.8299
SUN2	2174.4573	SUN2	5102.4168
SUOX	425.1636	SUOX	651.5913
SUPT16H	3717.7497	SUPT16H	2395.3099
SUPT3H	154.5009	SUPT3H	121.0816
SUPT4H1	1031.0876	SUPT4H1	1525.6975
SUPT5H	1800.2217	SUPT5H	1739.8899
SUPT6H	2438.8255	SUPT6H	2112.4671
SUPT7L	680.3762	SUPT7L	918.6408
SUPV3L1	314.1519	SUPV3L1	463.508
SURF1	437.1804	SURF1	860.2536
SURF2	70.3837	SURF2	167.5042
SURF4	5721.6838	SURF4	7162.7184
SURF6	335.8964	SURF6	438.3824
SUSD1	235.1847	SUSD1	367.7913
SUSD2	286.1128	SUSD2	229.0022
SUSD3	701.5486	SUSD3	48.0976
SUSD4	1482.6365	SUSD4	19.6219
SUSD5	118.4507	SUSD5	71.3089
SUV39H1	177.9622	SUV39H1	159.6076
SUV39H2	132.1841	SUV39H2	133.5248
SUV420H1	1479.7754	SUV420H1	994.7356
SUV420H2	79.5394	SUV420H2	76.0948
SUZ12P	93.2728	SUZ12P	74.8983
SUZ12	1250.8852	SUZ12	773.8693
SV2A	61.2281	SV2A	25.3649
SV2B	98.995	SV2B	325.4367
SVEP1	635.6282	SVEP1	5605.6066
SVIL	1709.5297	SVIL	1287.7842
SVIP	525.8753	SVIP	202.9194
SVOPL	62.9448	removed	removed
SWAP70	2704.3382	SWAP70	3154.5824
SYAP1	1664.032	SYAP1	928.2125
SYBU	260.3626	SYBU	399.0452
removed	removed	SYCE1L	5.0251
removed	removed	SYCE1	38.0761
SYCE2	18.8834	removed	removed
removed	removed	SYCP2L	9.811
SYCP2	148.2064	SYCP2	22.4934
SYDE1	310.7185	SYDE1	630.5336
SYDE2	618.0036	SYDE2	52.6442
SYF2	947.0334	SYF2	1516.8701
SYK	1117.5566	SYK	951.4238
SYMPK	1245.1629	SYMPK	999.5214
SYN1	17.1668	SYN1	11.486
SYN2	7.4389	SYN2	274.2283
SYN3	6.2945	SYN3	11.7253
SYNCRIP	5538.5716	SYNCRIP	3623.1156
SYNC	361.9212	SYNC	1147.6884
SYNE1	1762.4548	SYNE1	1993.0605
SYNE2	4094.2742	SYNE2	2022.972
SYNGAP1	368.5133	SYNGAP1	247.4276
SYNGR1	937.1739	SYNGR1	338.0952
SYNGR2	2546.4039	SYNGR2	2518.5451
SYNGR3	85.2616	removed	removed
SYNJ1	503.5585	SYNJ1	428.8107
SYNJ2BP	2056.5788	SYNJ2BP	1302.4647
SYNJ2	775.3657	SYNJ2	431.2036
SYNM	244.9126	SYNM	2055.2764
SYNPO2L	62.9448	removed	removed
SYNPO2	1720.1102	SYNPO2	4023.9292
SYNPO	2431.3866	SYNPO	9572.1464
SYNRG	1363.0414	SYNRG	795.1663
SYPL1	3123.7796	SYPL1	3704.9533
SYPL2	38.9113	SYPL2	117.9708
SYP	65.2337	SYP	57.6693
SYS1-DBNDD2	13.4015	SYS1-DBNDD2	9.1385
SYS1	919.578	SYS1	1152.0627
SYT11	754.1933	SYT11	857.6214
SYT12	10.3001	SYT12	30.1508
SYT14	6.2945	removed	removed
SYT15	39.4836	SYT15	289.0644
SYT16	10.3001	removed	removed
SYT17	222.0235	SYT17	29.4329
SYT1	22.3168	SYT1	64.6088
SYT6	18.8834	removed	removed
SYT7	1934.1225	SYT7	258.9136
SYT9	115.5896	removed	removed
SYTL1	242.0514	SYTL1	24.4078
SYTL2	2320.3748	SYTL2	548.2173
SYTL3	180.8233	SYTL3	186.6475
SYTL4	730.7321	SYTL4	989.4712
SYTL5	185.9733	removed	removed
SYVN1	1460.3197	SYVN1	1335.487
TAB1	582.085	TAB1	461.139
TAB2	3215.3356	TAB2	2247.6669
TAB3	2794.1776	TAB3	541.7564
TACC1	4161.2246	TACC1	7215.6018
TACC2	693.5374	TACC2	974.6351
TACC3	283.2517	TACC3	259.8708
TACO1	247.7737	TACO1	397.9421
TACR1	20.0279	TACR1	555.6353
TACR2	5.15	TACR2	19.1433
TACSTD2	3784.1279	TACSTD2	105.0491
TADA1	399.4135	TADA1	205.073
TADA2A	176.2455	TADA2A	191.6726
TADA2B	901.2553	TADA2B	633.6444
TADA3	1276.2576	TADA3	1549.2678
TAF10	599.6924	TAF10	909.5477
TAF11	496.1196	TAF11	627.6621
TAF12	500.1252	TAF12	619.2869
TAF13	244.9126	TAF13	267.5281
TAF15	1400.236	TAF15	2253.1706
TAF1A	124.173	TAF1A	102.6561
TAF1B	244.9126	TAF1B	298.3967
TAF1C	333.6075	TAF1C	505.8626
TAF1D	519.0372	TAF1D	541.4381
TAF1L	38.9113	TAF1L	18.904
TAF1	1698.9378	TAF1	968.1742
TAF2	2694.0381	TAF2	506.3412
TAF3	163.6565	TAF3	208.6624
TAF4B	136.1897	TAF4B	130.414
TAF4	442.3304	TAF4	302.2254
TAF5L	768.499	TAF5L	562.3355
TAF5	103.5728	TAF5	145.7286
TAF6L	155.0731	TAF6L	199.33
TAF6	1031.1505	TAF6	665.4702
TAF7	2838.8112	TAF7	2663.0773
TAF8	537.8921	TAF8	458.2436
TAF9B	1923.8225	TAF9B	904.2833
TAF9	1199.3849	TAF9	1679.1098
TAGAP	252.9237	TAGAP	384.5418
TAGLN2	16200.279	TAGLN2	16000.7179
TAGLN	5849.8623	TAGLN	12008.6839
TAL1	98.995	TAL1	286.1929
TALDO1	2166.4461	TALDO1	3914.3336
TANC1	795.3936	TANC1	896.1474
TANC2	2022.2453	TANC2	326.6332
TANK	924.7166	TANK	1079.9234
TAOK1	913.8443	TAOK1	183.776
TAOK2	923.5721	TAOK2	1490.7873
TAOK3	1233.1462	TAOK3	889.6865
TAP1	1934.6948	TAP1	1719.7894
TAP2	975.4215	TAP2	1165.9751
TAPBPL	381.1309	TAPBPL	704.269
TAPBP	5819.5344	TAPBP	2336.9227
TAPT1	1080.9342	TAPT1	734.8648
TARBP1	1004.8282	TARBP1	307.9684
TARBP2	161.9398	TARBP2	270.6389
TARDBP	3008.19	TARDBP	2725.5324
TARP	12.589	TARP	15.0754
TARS2	580.2368	TARS2	344.3408
TARSL2	228.318	TARSL2	288.3465
TARS	1976.4672	TARS	1657.8129
TAS2R20	9.7278	TAS2R20	16.7504
TASP1	181.3955	TASP1	210.5767
TATDN1	816.5659	TATDN1	406.3173
TATDN2	1263.4741	TATDN2	1085.4271
TATDN3	293.5517	TATDN3	450.1077
TAX1BP1	4885.6622	TAX1BP1	2823.4027
TAX1BP3	2615.4029	TAX1BP3	3290.4738
TAZ	180.2511	TAZ	305.5755
TBC1D10A	409.0784	TBC1D10A	532.4815
TBC1D10B	918.9943	TBC1D10B	1096.4346
TBC1D10C	42.9169	TBC1D10C	63.8909
TBC1D12	482.9584	TBC1D12	592.9648
TBC1D13	598.548	TBC1D13	1191.9119
TBC1D14	1852.2943	TBC1D14	1412.5389
TBC1D15	906.4054	TBC1D15	1648.4805
TBC1D16	515.5753	TBC1D16	716.6786
TBC1D17	640.6695	TBC1D17	1058.0976
TBC1D19	135.0452	TBC1D19	125.1496
TBC1D1	1330.4245	TBC1D1	1648.4805
TBC1D20	1532.4202	TBC1D20	1548.6959
TBC1D22A	325.0241	TBC1D22A	488.6336
TBC1D22B	492.2514	TBC1D22B	274.8911
TBC1D23	1277.7798	TBC1D23	1058.8658
TBC1D24	248.9181	TBC1D24	157.6597
TBC1D25	369.0855	TBC1D25	463.2687
TBC1D2B	1883.7667	TBC1D2B	2504.1876
TBC1D2	652.3372	TBC1D2	332.3762
TBC1D3B	42.3447	TBC1D3B	34.458
TBC1D3C	8.0112	TBC1D3C	9.0931
TBC1D3H	12.0167	removed	removed
TBC1D3	149.9174	TBC1D3	128.3058
TBC1D4	1030.0061	TBC1D4	1335.9655
