gene_id	TCGA-BH-A0BC-01A-22R-A084-07	gene_id	TCGA-BH-A0BC-11A-22R-A089-07
CABP4	13.4209	CABP4	15.1026
CABP7	5.7579	CABP7	6.4523
CABYR	146.7396	CABYR	93.0233
CACHD1	394.9287	CACHD1	1334.7013
CACNA1A	19.3237	CACNA1A	19.1518
CACNA1C	320.3512	CACNA1C	453.7164
CACNA1D	136.1719	CACNA1D	129.047
CACNA1E	10.8696	removed	removed
removed	removed	CACNA1F	10.9439
CACNA1G	7.2464	CACNA1G	38.3037
CACNA1H	159.1188	CACNA1H	70.2234
CACNA1I	21.4373	CACNA1I	20.0638
CACNA2D1	45.29	CACNA2D1	225.7182
CACNA2D2	397.3442	CACNA2D2	170.0866
CACNA2D3	12.0773	CACNA2D3	7.2959
CACNA2D4	59.4809	CACNA2D4	52.4396
CACNB1	57.3673	CACNB1	131.7829
CACNB2	18.4179	CACNB2	42.4077
CACNB3	823.9759	CACNB3	336.9813
CACNB4	41.9687	CACNB4	81.1674
CACNG1	7.8503	removed	removed
CACNG4	994.8702	CACNG4	387.5969
CACNG6	15.0967	removed	removed
CACYBP	1773.2541	CACYBP	1060.1915
CADM1	785.9323	CADM1	715.0023
CADM2	22.0411	CADM2	19.6078
CADM3	71.1536	CADM3	465.5221
CADM4	1445.6565	CADM4	714.5463
CADPS2	933.8796	CADPS2	1091.6553
CAD	1381.9486	CAD	1261.7419
CALB2	38.9494	CALB2	902.4168
CALCOCO1	1423.0115	CALCOCO1	3005.472
CALCOCO2	1712.2636	CALCOCO2	2999.088
CALCRL	1707.1308	CALCRL	659.8267
CALCR	12.0773	CALCR	36.0237
CALD1	5964.9939	CALD1	10954.4004
CALHM2	490.0377	CALHM2	706.7943
CALM1	6708.3536	CALM1	7750.114
CALM2	10615.6721	CALM2	10101.6872
CALM3	5675.4398	CALM3	3872.777
CALML3	350.2426	CALML3	694.4824
CALML4	178.7445	CALML4	290.0137
CALML5	71.5582	CALML5	193.3425
removed	removed	CALN1	12.3119
CALR	16403.1292	CALR	11253.99
CALU	5250.6197	CALU	3673.9626
CAMK1D	137.9835	CAMK1D	79.3434
CAMK1	461.1699	CAMK1	378.6776
CAMK2A	5.1329	removed	removed
CAMK2B	104.7708	CAMK2B	54.2636
CAMK2D	566.4268	CAMK2D	801.1856
CAMK2G	438.4071	CAMK2G	772.4578
CAMK2N1	1907.6145	CAMK2N1	1564.5235
CAMK2N2	32.3069	removed	removed
CAMK4	25.0605	removed	removed
CAMKK1	180.858	CAMKK1	300.0456
CAMKK2	1272.3468	CAMKK2	1926.1286
removed	removed	CAMKV	5.016
CAMLG	1100.8487	CAMLG	919.2886
CAMSAP1L1	543.7818	CAMSAP1L1	1332.8773
CAMSAP1	844.8093	CAMSAP1	1133.6069
CAMTA1	543.7818	CAMTA1	542.1797
CAMTA2	512.9846	CAMTA2	993.6161
CAND1	3320.9641	CAND1	2590.9713
CAND2	314.9164	CAND2	149.5668
CANT1	2103.2672	CANT1	1354.7652
CANX	20661.5962	CANX	17250.798
CAP1	9324.3035	CAP1	7480.6202
CAP2	635.2676	CAP2	472.4122
CAPG	4801.9469	CAPG	1757.8659
CAPN10	116.6097	CAPN10	107.834
CAPN11	12.0773	CAPN11	79.7994
CAPN12	95.0788	CAPN12	95.4628
CAPN13	1404.2917	CAPN13	113.9991
removed	removed	CAPN14	13.6799
CAPN1	4714.9901	CAPN1	4297.7656
CAPN2	3977.3671	CAPN2	6666.2107
CAPN3	23.7561	CAPN3	147.2914
CAPN5	269.9284	CAPN5	401.2768
CAPN6	19.6257	CAPN6	261.2859
CAPN7	708.9393	CAPN7	920.2006
CAPN8	130.4352	CAPN8	106.2472
CAPN9	50.7248	removed	removed
CAPNS1	8853.8915	CAPNS1	7626.083
removed	removed	CAPNS2	16.8719
CAPRIN1	11765.1321	CAPRIN1	6831.2813
CAPRIN2	163.6478	CAPRIN2	284.0857
CAPS2	13.2851	CAPS2	34.1997
CAPSL	16.6063	CAPSL	6.8399
CAPS	850.546	CAPS	151.8468
CAPZA1	3580.6268	CAPZA1	2245.782
CAPZA2	2461.0582	CAPZA2	2313.2695
removed	removed	CAPZA3	20.0638
CAPZB	6639.8147	CAPZB	4538.9877
CARD10	641.9102	CARD10	635.2029
CARD11	209.5417	CARD11	103.0552
CARD14	57.6693	CARD14	119.471
CARD16	470.412	CARD16	231.1902
CARD6	237.9234	CARD6	490.6521
CARD8	502.115	CARD8	524.8518
CARD9	78.8046	CARD9	88.4633
CARHSP1	1502.9816	CARHSP1	1428.1897
CARKD	637.0792	CARKD	1071.5914
CARM1	1186.8997	CARM1	794.8016
CARNS1	29.2875	CARNS1	31.9197
CARS2	449.1469	CARS2	495.5449
CARS	715.2799	CARS	881.4409
removed	removed	CARTPT	27.3598
CASC1	34.1185	CASC1	31.9197
CASC2	38.0436	CASC2	45.1436
CASC3	1572.4685	CASC3	2996.808
CASC4	3576.0978	CASC4	2917.9207
CASC5	274.7593	CASC5	20.5198
CASD1	11836.6903	CASD1	540.3557
CASKIN1	74.8734	CASKIN1	13.8212
CASKIN2	649.7302	CASKIN2	951.8285
CASK	500.6054	CASK	1476.9722
CASP10	289.8559	CASP10	326.9494
CASP1	1086.3559	CASP1	607.3871
CASP2	1277.7816	CASP2	1017.3279
CASP3	567.3326	CASP3	460.5563
CASP4	978.5658	CASP4	951.2084
CASP6	267.211	CASP6	327.4054
CASP7	977.0561	CASP7	866.8491
CASP8AP2	312.199	CASP8AP2	544.0036
CASP8	563.4075	CASP8	528.0438
CASP9	384.3611	CASP9	328.3174
removed	removed	CASQ1	6.8399
CASQ2	70.3505	CASQ2	172.8226
CASS4	50.4229	CASS4	22.7998
CAST	5396.8792	CAST	7553.3151
CASZ1	1244.8709	CASZ1	961.6963
CATSPER1	6.3406	removed	removed
CATSPER2P1	9.1003	CATSPER2P1	24.829
CATSPER2	13.2851	CATSPER2	42.4077
CATSPER3	13.587	CATSPER3	5.928
CATSPERB	11.1715	CATSPERB	37.3917
CATSPERG	51.3287	CATSPERG	18.6959
CAT	2028.6897	CAT	4675.3306
CAV1	2300.1277	CAV1	12607.8431
CAV2	778.384	CAV2	3219.3342
CBARA1	1218.3008	CBARA1	1208.8463
CBFA2T2	518.1175	CBFA2T2	658.4587
CBFA2T3	488.83	CBFA2T3	119.015
CBFB	821.5605	CBFB	726.8582
CBLB	596.0163	CBLB	560.4195
CBLC	577.2964	CBLC	166.8947
CBLL1	688.1059	CBLL1	739.6261
CBLN1	41.0629	CBLN1	43.7756
CBLN2	208.334	removed	removed
CBLN3	161.8362	CBLN3	96.6712
CBLN4	86.9568	CBLN4	69.3114
CBL	445.9555	CBL	932.9685
CBR1	495.702	CBR1	983.5157
CBR3	413.0447	CBR3	429.0926
CBR4	354.7746	CBR4	431.8285
CBS	461.0521	CBS	83.9033
CBWD1	617.7555	CBWD1	658.4587
CBWD2	1086.6579	CBWD2	555.4036
CBWD3	455.7351	CBWD3	586.4113
CBWD5	13.1673	removed	removed
CBWD6	129.8313	CBWD6	113.0871
CBX1	1488.2291	CBX1	1657.0907
CBX2	103.2612	CBX2	97.1272
CBX3	4186.6068	CBX3	2613.3151
CBX4	440.8226	CBX4	364.3411
CBX5	2205.9245	CBX5	3413.5887
CBX6	340.8827	CBX6	709.9863
CBX7	491.2454	CBX7	2072.5034
CBX8	65.5195	CBX8	121.295
CBY1	801.4849	CBY1	626.2517
CC2D1A	863.5292	CC2D1A	858.1851
CC2D1B	503.0208	CC2D1B	641.1309
CC2D2A	262.9839	CC2D2A	473.7802
CC2D2B	5.7367	removed	removed
CCAR1	1092.3946	CCAR1	1124.943
CCBE1	108.394	CCBE1	24.6238
CCBL1	99.638	CCBL1	72.9594
CCBL2	719.2806	CCBL2	688.8235
CCBP2	15.3986	CCBP2	198.8144
CCDC101	296.8004	CCDC101	352.0292
CCDC102A	213.4668	CCDC102A	175.5586
CCDC102B	100.8457	CCDC102B	47.8796
CCDC103	33.8165	CCDC103	87.0953
CCDC104	639.7966	CCDC104	1170.5426
CCDC106	269.6264	CCDC106	195.1664
CCDC107	454.3945	CCDC107	599.8358
CCDC108	14.7947	CCDC108	6.3839
CCDC109A	445.0497	CCDC109A	430.0046
CCDC109B	208.032	CCDC109B	240.3101
CCDC110	14.4928	CCDC110	64.7515
CCDC111	97.4429	CCDC111	165.7273
CCDC112	256.9452	CCDC112	232.1021
CCDC113	202.5972	CCDC113	273.7483
CCDC114	15.3986	CCDC114	11.8559
CCDC115	1056.7665	CCDC115	992.2481
removed	removed	CCDC116	9.1199
CCDC117	1066.7303	CCDC117	872.777
CCDC11	6.6425	CCDC11	26.9038
CCDC120	354.4697	CCDC120	374.373
CCDC121	95.4109	CCDC121	181.4865
CCDC122	19.3237	CCDC122	62.9275
CCDC123	520.533	CCDC123	375.741
CCDC124	911.5366	CCDC124	583.2193
CCDC125	447.4651	CCDC125	343.3653
CCDC126	374.0953	CCDC126	153.6708
CCDC127	319.1435	CCDC127	347.0132
removed	removed	CCDC129	14.5919
CCDC12	341.1846	CCDC12	476.9722
CCDC130	206.2204	CCDC130	278.6138
CCDC132	420.2911	CCDC132	466.4843
CCDC134	70.0485	CCDC134	40.5837
CCDC136	15.0967	CCDC136	52.8956
CCDC137	246.6795	CCDC137	282.7177
CCDC138	63.7079	CCDC138	56.5435
removed	removed	CCDC13	13.6799
CCDC141	5.7367	CCDC141	21.8878
CCDC142	104.7708	CCDC142	77.5194
CCDC144A	12.8805	CCDC144A	27.223
CCDC144B	15.3986	CCDC144B	28.2718
CCDC146	41.3649	CCDC146	153.2148
removed	removed	CCDC147	11.3999
CCDC148	22.9469	CCDC148	29.6398
CCDC149	622.5864	CCDC149	663.9307
CCDC14	719.8089	CCDC14	1001.824
CCDC150	19.3237	CCDC150	7.7519
CCDC151	6.0387	CCDC151	5.016
CCDC152	71.3257	CCDC152	140.9348
removed	removed	CCDC153	7.2959
CCDC157	45.6674	CCDC157	32.8545
CCDC158	10.2657	CCDC158	62.4715
CCDC159	192.0296	CCDC159	167.8067
CCDC15	53.4422	CCDC15	86.6393
CCDC160	25.0605	CCDC160	39.2157
CCDC163P	21.4373	CCDC163P	9.1199
removed	removed	CCDC17	9.5759
CCDC18	42.8926	CCDC18	21.8878
CCDC19	70.9543	CCDC19	16.8719
CCDC21	406.1003	CCDC21	231.1902
CCDC22	596.3031	CCDC22	364.7332
CCDC23	405.1945	CCDC23	334.2453
CCDC24	259.8468	CCDC24	134.4961
CCDC25	1002.7204	CCDC25	1376.197
CCDC28A	317.3319	CCDC28A	404.4596
CCDC28B	129.2274	CCDC28B	25.0798
CCDC30	60.6886	CCDC30	72.5034
CCDC34	460.1463	CCDC34	332.4213
CCDC36	10.8696	CCDC36	35.1117
CCDC39	18.1854	CCDC39	23.4291
CCDC3	266.3052	CCDC3	2840.8573
CCDC40	44.3842	CCDC40	136.7989
CCDC41	148.2492	CCDC41	152.7588
CCDC43	295.2907	CCDC43	446.4204
CCDC45	189.3122	CCDC45	524.8518
CCDC46	87.2587	CCDC46	436.3885
CCDC47	5349.3519	CCDC47	3051.5276
CCDC48	48.9132	CCDC48	68.8554
CCDC50	1351.4534	CCDC50	2581.3953
CCDC51	153.0802	CCDC51	295.4856
CCDC52	382.2475	CCDC52	331.9653
CCDC53	377.7185	CCDC53	468.3083
CCDC55	429.953	CCDC55	996.808
CCDC56	836.6511	CCDC56	760.1459
CCDC57	164.5536	CCDC57	472.8682
CCDC58	170.8942	CCDC58	147.7428
CCDC59	286.2327	CCDC59	471.0442
CCDC61	140.399	CCDC61	124.031
CCDC64B	235.508	CCDC64B	549.9316
CCDC64	167.271	CCDC64	45.5996
CCDC65	10.5677	CCDC65	11.3999
CCDC66	108.8892	CCDC66	235.3944
removed	removed	CCDC67	7.7519
CCDC68	33.2127	CCDC68	37.3917
CCDC69	429.0472	CCDC69	2813.4975
CCDC6	2854.1753	CCDC6	3140.9029
CCDC71	320.3512	CCDC71	476.5162
CCDC72	690.8233	CCDC72	952.5764
CCDC73	27.8503	CCDC73	40.8208
CCDC74A	1761.4787	CCDC74A	382.1249
CCDC74B	219.2036	CCDC74B	54.7196
CCDC75	64.6137	CCDC75	113.5431
CCDC76	116.4617	CCDC76	160.4423
CCDC77	108.0921	CCDC77	145.0068
CCDC78	24.1547	removed	removed
CCDC7	32.0049	CCDC7	16.4159
CCDC80	2142.8205	CCDC80	18248.974
CCDC81	7.2464	CCDC81	5.016
CCDC82	151.8724	CCDC82	498.404
CCDC83	5.7367	removed	removed
CCDC84	40.1571	CCDC84	114.4551
CCDC85A	43.4784	CCDC85A	202.9138
CCDC85B	487.6222	CCDC85B	198.8144
CCDC85C	422.459	CCDC85C	751.181
CCDC86	589.0658	CCDC86	558.4998
CCDC87	42.8745	CCDC87	11.3999
CCDC88A	414.8563	CCDC88A	737.3461
CCDC88B	236.4138	CCDC88B	265.3899
CCDC88C	1743.0608	CCDC88C	806.6575
CCDC89	13.8889	CCDC89	36.0237
CCDC8	328.5034	CCDC8	1489.2841
CCDC90A	442.0303	CCDC90A	327.8614
CCDC90B	1406.9215	CCDC90B	564.9339
CCDC91	449.8806	CCDC91	475.1482
CCDC92	694.4465	CCDC92	1040.1277
CCDC93	339.0711	CCDC93	975.3762
CCDC94	545.8954	CCDC94	363.8851
CCDC96	96.0148	CCDC96	76.6074
CCDC97	1339.376	CCDC97	1117.6471
CCDC99	157.9111	CCDC99	170.0866
CCDC9	601.753	CCDC9	387.1409
CCHCR1	443.8419	CCHCR1	332.4213
CCIN	14.4928	CCIN	9.1199
CCKAR	5.4348	removed	removed
CCL11	18.4179	removed	removed
CCL13	6.3406	CCL13	155.0388
CCL14	396.1365	CCL14	2143.0278
CCL17	12.0773	CCL17	10.4879
CCL18	30.7972	CCL18	134.0629
CCL19	749.3984	CCL19	145.4628
CCL21	243.9621	CCL21	2844.9612
CCL22	221.619	CCL22	196.0784
CCL26	9.9638	CCL26	5.472
CCL28	158.515	CCL28	1964.8883
CCL2	311.8971	CCL2	988.1441
CCL3L1	29.5744	CCL3L1	70.5153
CCL3	90.8819	CCL3	271.3178
CCL4L2	68.5389	CCL4L2	134.0629
CCL4	64.9157	CCL4	222.9822
CCL5	1022.9499	CCL5	757.4099
CCL8	21.1353	CCL8	89.3753
CCM2	821.2585	CCM2	798.4496
CCNA1	12.6812	CCNA1	61.5595
CCNA2	311.0486	CCNA2	98.8554
CCNB1IP1	387.9843	CCNB1IP1	1109.8951
CCNB1	911.2346	CCNB1	160.5107
CCNB2	448.3709	CCNB2	57.4555
CCNB3	7.8503	CCNB3	15.0479
CCNC	1467.9996	CCNC	1217.5103
CCND1	24774.1086	CCND1	4745.554
CCND2	788.6497	CCND2	1796.1696
CCND3	1147.6484	CCND3	1541.2677
CCNDBP1	1100.8487	CCNDBP1	1333.3333
CCNE1	46.1958	CCNE1	18.6959
CCNE2	238.1378	CCNE2	30.5518
CCNF	380.4359	CCNF	88.4633
CCNG1	1660.3311	CCNG1	2476.0602
CCNG2	1898.8584	CCNG2	2046.5116
CCNH	726.7323	CCNH	613.5796
CCNI2	52.3613	CCNI2	15.4856
CCNI	9640.4277	CCNI	7324.6694
CCNJL	47.4035	CCNJL	104.8792
CCNJ	55.2538	CCNJ	202.9184
CCNK	1200.1304	CCNK	857.1181
CCNL1	531.1006	CCNL1	1616.0511
CCNL2	740.3404	CCNL2	1601.0032
removed	removed	CCNO	32.8317
CCNT1	126.51	CCNT1	217.9663
CCNT2	678.4441	CCNT2	716.8263
CCNYL1	428.1414	CCNYL1	548.1076
CCNY	1313.1078	CCNY	2059.7355
CCPG1	2539.0536	CCPG1	3138.1578
CCR10	20.5315	CCR10	15.5039
CCR1	491.8493	CCR1	299.1336
CCR2	45.8939	CCR2	65.2075
CCR4	51.3287	CCR4	10.4879
CCR5	361.1122	CCR5	116.2791
CCR6	39.0128	CCR6	26.4478
CCR7	198.3702	CCR7	28.2718
CCR8	21.4373	removed	removed
CCRL1	63.406	CCRL1	125.399
CCRL2	110.2056	CCRL2	48.3356
CCRN4L	70.9543	CCRN4L	96.6712
CCS	590.8834	CCS	367.5331
CCT2	4137.3917	CCT2	2831.2813
CCT3	9061.6216	CCT3	5017.3279
CCT4	3912.7534	CCT4	4194.7104
CCT5	5602.9759	CCT5	4178.2946
CCT6A	4712.2727	CCT6A	3702.2344
CCT6B	24.4566	CCT6B	92.5673
CCT6P1	17.8141	CCT6P1	49.7036
CCT7	6386.7946	CCT7	4266.7579
CCT8	3743.6707	CCT8	3066.5755
CD101	45.8939	CD101	25.9918
CD109	1852.0165	CD109	930.6886
CD14	1791.974	CD14	2309.6215
CD151	4581.5356	CD151	6335.6133
CD160	6.9445	CD160	19.1518
CD163L1	61.5944	CD163L1	216.5983
CD163	1188.4094	CD163	1024.6238
CD164L2	11.4735	CD164L2	51.0716
CD164	9627.1426	CD164	7046.5116
CD177	70.3505	CD177	36.9357
CD180	164.2517	CD180	131.3269
CD19	15.0967	removed	removed
CD1A	9.3599	removed	removed
CD1C	26.5701	CD1C	31.9197
CD1D	95.109	CD1D	46.9676
CD1E	26.5701	CD1E	16.4159
CD200R1	22.645	CD200R1	17.7839
CD200	400.6655	CD200	698.1304
CD207	35.9301	CD207	10.9439
CD209	26.2682	CD209	383.4929
CD226	18.7199	CD226	20.0638
CD22	176.329	CD22	99.4072
CD244	9.3599	CD244	28.7278
CD247	123.4907	CD247	70.6794
CD248	1529.2921	CD248	5172.3666
CD24	1150.6677	CD24	15331.0534
CD274	17.8141	CD274	17.3279
CD276	4343.9141	CD276	1596.4432
CD27	266.2448	CD27	64.5372
CD28	81.2201	CD28	55.6316
CD2AP	1788.0489	CD2AP	1041.4957
CD2BP2	1647.9518	CD2BP2	1437.7565
CD2	419.3853	CD2	191.9745
CD300A	531.4026	CD300A	250.798
CD300C	95.109	CD300C	18.2399
CD300LB	111.4134	CD300LB	24.6238
CD300LF	70.9543	CD300LF	15.0479
CD300LG	26.8721	CD300LG	1003.648
CD302	1634.6275	CD302	1565.4355
CD320	579.108	CD320	408.5727
CD33	100.8457	CD33	91.1993
CD34	2961.9655	CD34	6155.4948
CD36	2273.2557	CD36	16058.3675
CD37	618.0574	CD37	205.1984
CD38	43.7803	CD38	18.6959
CD3D	153.986	CD3D	71.1354
CD3EAP	493.4707	CD3EAP	498.404
CD3E	421.4989	CD3E	210.6703
CD3G	44.9881	CD3G	35.1117
CD40LG	19.9276	CD40LG	11.3999
CD40	452.598	CD40	365.2531
CD44	10998.5235	CD44	10936.1605
CD46	6447.7852	CD46	4790.6977
CD47	1776.2735	CD47	3210.2143
CD48	536.2335	CD48	188.7825
CD4	2872.8951	CD4	966.7123
CD52	629.8328	CD52	242.1341
CD53	1373.1926	CD53	497.948
CD55	1351.1514	CD55	3337.4373
CD58	245.1698	CD58	265.8459
CD59	5558.8936	CD59	26046.5116
CD5	210.7494	CD5	32.8317
CD63	13593.0362	CD63	11191.0625
CD68	5452.915	CD68	1982.2161
CD69	83.3336	CD69	129.503
CD6	203.805	CD6	54.2636
CD70	5.7367	CD70	6.3839
CD72	125.9062	CD72	40.1277
CD74	71659.0328	CD74	38926.5846
CD79A	239.1312	CD79A	104.4232
CD79B	102.6573	CD79B	138.1669
CD7	176.329	CD7	66.1195
CD80	38.6475	removed	removed
CD81	10340.6109	CD81	12087.0953
CD82	1997.8925	CD82	1795.7136
CD83	509.6634	CD83	282.2617
CD84	171.8	CD84	63.3835
CD86	416.366	CD86	166.8947
CD8A	302.8391	CD8A	250.342
CD8B	71.2563	CD8B	65.2075
CD93	4954.7251	CD93	4200.1824
CD96	195.9547	CD96	110.3511
CD97	789.2536	CD97	965.3443
CD99L2	1061.8993	CD99L2	1849.9772
CD99	1539.8597	CD99	3838.5773
CD9	10440.8528	CD9	6360.2371
CDADC1	78.8046	CDADC1	188.3265
CDAN1	337.2595	CDAN1	246.238
CDA	62.8021	CDA	29.1838
CDC123	1013.8346	CDC123	1038.2672
CDC14A	127.4158	CDC14A	296.8536
CDC14B	121.3772	CDC14B	650.7068
removed	removed	CDC14C	9.5759
CDC16	924.8216	CDC16	1636.1149
CDC20	656.101	CDC20	108.5271
CDC23	740.0385	CDC23	846.7852
CDC25A	71.8601	CDC25A	32.3757
CDC25B	745.1713	CDC25B	457.8203
CDC25C	201.7005	CDC25C	6.8399
CDC26	41.2682	CDC26	77.5194
CDC27	996.0779	CDC27	1321.4774
CDC34	683.5769	CDC34	481.9881
CDC37L1	372.8876	CDC37L1	465.5723
CDC37	2810.395	CDC37	2916.5527
CDC40	613.5284	CDC40	675.7866
CDC42BPA	449.2767	CDC42BPA	1933.4245
CDC42BPB	2940.5282	CDC42BPB	3182.8545
CDC42BPG	232.4886	CDC42BPG	588.2353
CDC42EP1	1497.2871	CDC42EP1	1861.3771
CDC42EP2	325.786	CDC42EP2	439.5805
CDC42EP3	318.8415	CDC42EP3	896.9448
CDC42EP4	1200.4867	CDC42EP4	2973.5522
CDC42EP5	83.3336	CDC42EP5	101.2312
CDC42SE1	2663.9603	CDC42SE1	2664.56
CDC42SE2	1498.4949	CDC42SE2	1592.7953
CDC42	9170.9214	CDC42	5551.2996
CDC45	317.3319	CDC45	32.8317
CDC5L	1106.2835	CDC5L	1287.7337
CDC6	308.8777	CDC6	100.3192
CDC73	1403.9897	CDC73	743.7301
CDC7	253.624	CDC7	78.4314
CDCA2	262.9839	CDCA2	32.8317
CDCA3	254.1644	CDCA3	49.2294
CDCA4	569.1442	CDCA4	246.694
CDCA5	557.0669	CDCA5	96.6712
CDCA7L	572.0398	CDCA7L	791.1126
CDCA7	86.9568	CDCA7	86.1833
CDCA8	446.8613	CDCA8	40.1277
CDCP1	653.6855	CDCP1	995.44
CDH11	2154.5959	CDH11	686.7305
removed	removed	CDH12	72.5034
CDH13	365.3393	CDH13	1119.015
removed	removed	CDH19	29.1838
CDH1	11064.0431	CDH1	8436.8445
removed	removed	CDH20	9.5759
CDH22	9.6619	CDH22	41.4957
CDH23	147.9473	CDH23	197.4464
CDH24	352.3561	CDH24	75.2394
removed	removed	CDH26	17.7839
CDH2	58.2731	CDH2	35.1117
CDH3	573.9752	CDH3	3065.2075
CDH5	2350.8525	CDH5	2644.3228
CDH6	135.87	CDH6	96.2152
CDH7	39.8552	removed	removed
removed	removed	CDH8	5.472
CDHR1	6.9445	CDHR1	24.6238
CDHR3	36.8661	CDHR3	71.3452
CDIPT	2419.9952	CDIPT	1811.2175
CDK10	302.8391	CDK10	507.0679
CDK11A	408.0085	CDK11A	528.7825
CDK11B	653.5889	CDK11B	724.2955
CDK12	821.2585	CDK12	1186.5025
CDK13	739.7365	CDK13	1214.3183
CDK14	602.6588	CDK14	668.4907
removed	removed	CDK15	5.472
CDK16	2288.9562	CDK16	1590.0593
CDK17	1266.6101	CDK17	733.6981
CDK18	413.9505	CDK18	337.8933
CDK19	707.9611	CDK19	606.5162
CDK1	919.0849	CDK1	93.4793
CDK20	163.6478	CDK20	136.7989
CDK2AP1	2310.6954	CDK2AP1	2550.3876
CDK2AP2	858.3963	CDK2AP2	454.6284
CDK2	974.3387	CDK2	547.1956
CDK3	29.9367	CDK3	141.9197
CDK4	2451.0944	CDK4	1913.8167
CDK5R1	77.2949	CDK5R1	45.1436
CDK5RAP1	454.7115	CDK5RAP1	370.269
CDK5RAP2	1664.5582	CDK5RAP2	1679.4346
CDK5RAP3	1261.7792	CDK5RAP3	2012.3119
CDK5	471.0159	CDK5	108.9831
CDK6	291.9695	CDK6	1025.5358
CDK7	403.0809	CDK7	443.2285
CDK8	52.5364	CDK8	122.207
CDK9	1251.8154	CDK9	1015.0479
CDKAL1	377.7185	CDKAL1	396.2608
CDKL1	19.6257	CDKL1	39.2157
CDKL2	13.587	CDKL2	34.1997
CDKL3	23.3425	CDKL3	16.9585
CDKL5	23.2489	CDKL5	46.9676
CDKN1A	1378.9293	CDKN1A	2798.9056
CDKN1B	2114.7407	CDKN1B	1532.6037
CDKN1C	190.218	CDKN1C	647.0588
CDKN2AIPNL	673.3112	CDKN2AIPNL	316.0055
CDKN2AIP	318.2377	CDKN2AIP	526.2198
CDKN2A	235.8099	CDKN2A	60.6475
CDKN2BAS	7.8503	removed	removed
CDKN2B	649.1565	CDKN2B	797.0816
CDKN2C	162.742	CDKN2C	605.1072
CDKN2D	281.0999	CDKN2D	125.855
CDKN3	212.863	CDKN3	13.2239
CDNF	13.2851	CDNF	82.0793
CDO1	35.6281	CDO1	507.5239
CDON	1290.1609	CDON	870.953
removed	removed	CDR1	9.088
CDR2L	507.2479	CDR2L	639.3069
CDR2	606.584	CDR2	551.2996
CDRT15P	8.7561	CDRT15P	5.928
CDRT4	160.393	CDRT4	297.2321
CDS1	1267.8178	CDS1	779.7538
CDS2	920.5946	CDS2	805.7456
CDSN	12.9831	CDSN	70.6794
CDT1	349.3368	CDT1	76.1514
CDV3	7410.3485	CDV3	4699.9544
CDYL2	122.8868	CDYL2	46.9676
CDYL	650.6662	CDYL	700.8664
CEACAM19	19.9276	CEACAM19	67.4875
CEACAM1	170.5923	CEACAM1	1002.736
CEACAM21	27.4759	CEACAM21	24.6238
CEACAM5	42.8745	CEACAM5	74.7834
CEACAM6	173.9136	CEACAM6	190.6065
CEBPA	732.7921	CEBPA	1589.1473
CEBPB	614.4342	CEBPB	1563.6115
CEBPD	618.9632	CEBPD	1594.6192
CEBPG	1160.3296	CEBPG	1426.8126
CEBPZ	1184.4843	CEBPZ	1358.4131
CECR1	1835.4524	CECR1	946.1924
CECR2	66.1234	CECR2	5.472
CECR5	648.8546	CECR5	543.0917
CECR6	29.5895	CECR6	35.1117
CECR7	5.4348	CECR7	59.7355
CELF1	1713.4714	CELF1	1843.1373
CELF2	728.565	CELF2	1799.8176
CELF4	7.8503	CELF4	12.7679
CELF5	47.4035	CELF5	71.5914
CELF6	10.0121	CELF6	42.4396
CELSR1	3813.4173	CELSR1	1830.3694
CELSR2	3260.2755	CELSR2	2048.3356
CELSR3	18.116	CELSR3	49.2476
removed	removed	CEL	13.6799
CEMP1	89.3723	CEMP1	128.135
CENPA	120.7733	CENPA	24.6238
CENPBD1	243.3582	CENPBD1	373.461
CENPB	3053.1493	CENPB	1866.3931
CENPC1	391.0036	CENPC1	475.1482
CENPE	101.4496	CENPE	44.2316
CENPF	1715.283	CENPF	309.6215
CENPH	240.037	CENPH	129.503
CENPI	91.4858	CENPI	10.9439
CENPJ	103.865	CENPJ	173.7346
CENPK	115.3385	CENPK	15.5039
CENPL	256.6433	CENPL	55.1756
CENPM	322.1628	CENPM	24.6238
CENPN	374.1104	CENPN	174.1678
CENPO	199.1552	CENPO	97.1819
CENPP	230.834	CENPP	92.6813
CENPQ	131.6429	CENPQ	69.7674
CENPT	229.4693	CENPT	435.0205
CENPV	27.4759	CENPV	162.7907
CENPW	223.1287	CENPW	115.8231
CEP110	267.5129	CEP110	515.2759
CEP120	400.3635	CEP120	615.5951
CEP135	176.0271	CEP135	123.575
CEP152	61.5944	CEP152	92.5673
CEP164	228.5635	CEP164	539.4437
removed	removed	CEP170L	5.928
CEP170	733.094	CEP170	685.8185
CEP192	552.236	CEP192	638.8509
CEP250	839.9784	CEP250	503.42
CEP290	162.9051	CEP290	267.9799
CEP350	1131.6459	CEP350	1238.4861
CEP55	499.3976	CEP55	75.6954
CEP57	468.6004	CEP57	989.5121
CEP63	544.6484	CEP63	751.2768
CEP68	802.6111	CEP68	1500.8482
CEP70	1162.1412	CEP70	296.3976
CEP72	50.4229	CEP72	19.6078
CEP76	130.1332	CEP76	129.047
CEP78	310.9913	CEP78	187.4145
CEP97	177.5368	CEP97	89.3753
removed	removed	CEPT1	627.451
CERCAM	1974.0398	CERCAM	773.8258
CERKL	154.7529	CERKL	59.5577
CERK	918.1791	CERK	825.8094
