gene_id	TCGA-BH-A0BC-01A-22R-A084-07	gene_id	TCGA-BH-A0BC-11A-22R-A089-07
ROMO1	690.5214	ROMO1	398.5408
ROPN1B	11.4735	ROPN1B	235.2941
ROPN1L	9.3599	removed	removed
removed	removed	ROPN1	279.5258
ROR1	43.1765	ROR1	122.663
ROR2	916.6694	ROR2	305.5176
RORA	353.8658	RORA	365.2531
RORB	5.4348	RORB	5.016
RORC	214.3726	RORC	703.1464
RP1L1	9.3599	RP1L1	29.1838
RP1	12.3793	removed	removed
RP2	621.3787	RP2	385.3169
RP9P	68.5389	RP9P	179.2066
RP9	128.0197	RP9	175.5586
RPA1	2188.1105	RPA1	2710.8983
RPA2	782.6111	RPA2	1038.3037
RPA3	481.8855	RPA3	223.4382
RPAIN	254.4422	RPAIN	503.0734
RPAP1	366.2451	RPAP1	466.0283
RPAP2	252.4162	RPAP2	246.694
RPAP3	581.5235	RPAP3	614.2271
removed	removed	RPE65	12.7679
RPE	745.7903	RPE	510.8026
RPF1	703.5045	RPF1	733.6981
RPF2	352.96	RPF2	427.7246
RPGRIP1L	390.3997	RPGRIP1L	129.959
RPGRIP1	10.8696	RPGRIP1	11.3999
RPGR	152.4763	RPGR	263.1099
RPH3AL	80.9181	RPH3AL	167.3507
RPIA	353.2619	RPIA	362.9731
RPL10A	13145.2692	RPL10A	17708.6183
RPL10	23030.459	RPL10	21596.7761
RPL11	19462.0153	RPL11	28210.2143
RPL12	13308.3131	RPL12	16357.0451
RPL13AP20	31.703	RPL13AP20	38.3037
RPL13AP3	16.0025	RPL13AP3	10.9439
RPL13AP6	7.8503	RPL13AP6	16.8719
RPL13A	21231.3443	RPL13A	22117.1911
RPL13P5	21.4373	RPL13P5	30.0958
RPL13	16284.4695	RPL13	21715.9143
RPL14	9788.9788	RPL14	10430.0046
RPL15	19743.1152	RPL15	27892.3849
RPL17	6966.9292	RPL17	11672.2845
RPL18A	2378.3284	RPL18A	1992.7041
RPL18	19128.379	RPL18	13888.2809
RPL19P12	25.6643	RPL19P12	200.1824
RPL19	15339.7202	RPL19	22416.7807
RPL21	5.7367	RPL21	41.9517
RPL22L1	448.6729	RPL22L1	443.6845
RPL22	7526.8947	RPL22	12741.9061
RPL23AP53	176.329	RPL23AP53	211.1263
removed	removed	RPL23AP64	5.016
RPL23AP7	59.1789	RPL23AP7	73.4154
RPL23AP82	102.6573	RPL23AP82	121.751
RPL23A	3715.289	RPL23A	6088.4633
RPL23P8	67.3311	RPL23P8	139.0789
RPL23	6730.0928	RPL23	14829.0014
RPL24	12820.389	RPL24	13043.3197
RPL26L1	383.1533	RPL26L1	176.9266
RPL26	9086.3801	RPL26	23678.0666
RPL27A	9735.8386	RPL27A	16194.2544
RPL27	8653.4078	RPL27	9772.4578
RPL28	16055.0002	RPL28	6626.083
RPL29	8845.7393	RPL29	11920.6566
RPL30	12642.2483	RPL30	15559.5075
removed	removed	RPL31P11	6.3839
RPL31	15446.9065	RPL31	15969.9042
RPL32P3	61.5823	RPL32P3	144.8564
RPL32	21686.3577	RPL32	24214.3183
RPL34	6493.679	RPL34	13960.3283
RPL35A	16021.4856	RPL35A	14402.1888
RPL35	9561.6231	RPL35	7335.1573
RPL36AL	3532.6194	RPL36AL	4364.7971
RPL36A	28.9856	RPL36A	151.8468
RPL36	10461.6862	RPL36	9051.5276
RPL37A	14821.3008	RPL37A	17043.7756
RPL37	12785.6666	RPL37	14762.8819
RPL38	4322.7788	RPL38	7251.254
RPL39L	865.9446	RPL39L	353.3972
RPL39	449.5787	RPL39	598.2672
RPL3	49888.1337	RPL3	60274.0538
RPL41	27347.3048	RPL41	23782.4897
RPL4	24814.9904	RPL4	38783.8577
RPL5	17516.0553	RPL5	32897.8568
RPL6	9413.9777	RPL6	15062.4715
RPL7A	21281.4652	RPL7A	22264.9339
RPL7L1	810.087	RPL7L1	1053.3516
RPL7	1657.0098	RPL7	2167.3507
RPL8	28176.7155	RPL8	23356.1332
RPL9	2909.731	RPL9	3611.4911
RPLP0P2	112.0172	RPLP0P2	13.6799
RPLP0	38938.2214	RPLP0	33569.5394
RPLP1	42916.4943	RPLP1	22899.6808
RPLP2	7556.1822	RPLP2	12241.2221
RPN1	9030.2205	RPN1	5352.0292
RPN2	9181.4891	RPN2	5883.7164
RPP14	320.3512	RPP14	498.404
RPP21	361.3266	RPP21	177.4783
RPP25	185.689	RPP25	206.5663
RPP30	509.6634	RPP30	499.772
RPP38	282.9085	RPP38	356.1332
RPP40	214.6746	RPP40	113.5431
RPPH1	16.9083	RPPH1	27.3598
RPRD1A	1815.5248	RPRD1A	1097.1272
RPRD1B	749.3984	RPRD1B	898.7688
RPRD2	2120.4774	RPRD2	1419.5166
removed	removed	RPRM	7.7519
RPS10P7	42.2707	RPS10P7	61.1035
RPS10	8417.8998	RPS10	7239.3981
RPS11	30638.3775	RPS11	30266.3019
RPS12	20617.8159	RPS12	20063.3835
RPS13	14572.2058	RPS13	10618.3311
RPS14	22106.6489	RPS14	21551.7556
RPS15AP10	6.3406	removed	removed
RPS15A	10677.2665	RPS15A	15093.4793
RPS15	6739.7546	RPS15	3708.1623
RPS16	12465.3154	RPS16	10991.3361
RPS17	9752.4449	RPS17	16396.2608
RPS18	42525.1888	RPS18	42835.8413
RPS19BP1	763.2873	RPS19BP1	695.8504
RPS19	14131.9871	RPS19	14073.4154
RPS20	13442.0696	RPS20	20880.073
RPS21	7864.4561	RPS21	5507.5239
RPS23	13959.8851	RPS23	20994.072
RPS24	22455.0799	RPS24	27575.4674
RPS25	5538.3621	RPS25	16707.7063
RPS26	1285.028	RPS26	1398.0848
RPS27A	9046.223	RPS27A	17046.0556
RPS27L	1055.2568	RPS27L	1056.5435
RPS27	1512.3838	RPS27	239.8541
RPS28	555.8592	RPS28	544.0036
RPS29	6179.9704	RPS29	8888.2809
RPS2P32	6.0387	RPS2P32	8.6639
RPS2	18398.3043	RPS2	15078.8874
RPS3A	8744.5916	RPS3A	8404.4688
RPS3	41832.8558	RPS3	26542.6357
RPS4X	36080.121	RPS4X	52265.3899
RPS5	15040.8063	RPS5	13553.1236
RPS6KA1	1346.0186	RPS6KA1	846.7852
RPS6KA2	849.6402	RPS6KA2	1531.2358
RPS6KA3	679.0479	RPS6KA3	1901.5048
RPS6KA4	897.0438	RPS6KA4	582.7633
RPS6KA5	489.4338	RPS6KA5	548.5636
RPS6KA6	33.5146	RPS6KA6	34.1997
RPS6KB1	1004.2301	RPS6KB1	863.6571
RPS6KB2	845.7151	RPS6KB2	465.1163
RPS6KC1	686.2943	RPS6KC1	530.7798
RPS6KL1	51.0267	RPS6KL1	161.8787
RPS6	32295.3874	RPS6	45468.3083
RPS7	6144.0403	RPS7	8063.8395
RPS8	20029.6498	RPS8	30168.2627
RPS9	13557.1062	RPS9	14012.3119
RPSAP58	11141.0361	RPSAP58	9021.8878
RPSAP9	22.3431	RPSAP9	23.7118
RPSA	9133.4817	RPSA	5847.2412
RPTOR	462.8637	RPTOR	694.9384
RPUSD1	452.8999	RPUSD1	263.1099
RPUSD2	206.5224	RPUSD2	213.4063
RPUSD3	423.0085	RPUSD3	326.0374
RPUSD4	266.3052	RPUSD4	568.6275
RQCD1	214.3726	RQCD1	220.2462
RRAD	17.2102	RRAD	69.3114
RRAGA	2394.6328	RRAGA	2509.8039
RRAGB	334.2401	RRAGB	321.4774
RRAGC	400.3635	RRAGC	544.0036
RRAGD	217.9958	RRAGD	657.5467
RRAS2	172.4039	RRAS2	547.6516
RRAS	435.6897	RRAS	628.819
RRBP1	6798.3297	RRBP1	4786.1377
RREB1	1278.0836	RREB1	1150.9348
RRM1	1760.5729	RRM1	1573.6434
RRM2B	873.7949	RRM2B	724.5782
RRM2	1333.9412	RRM2	143.1829
RRN3P1	11.7754	RRN3P1	23.7118
RRN3P3	63.1161	RRN3P3	101.2585
RRN3	1326.091	RRN3	1197.4464
RRP12	987.3218	RRP12	752.394
RRP15	601.4511	RRP15	634.2909
RRP1B	1052.2375	RRP1B	1071.1354
RRP1	626.5116	RRP1	469.2202
RRP7A	1179.0495	RRP7A	797.5376
RRP7B	75.1693	RRP7B	89.5759
RRP8	144.626	RRP8	228.4542
RRP9	228.2616	RRP9	270.8618
RRS1	434.1801	RRS1	459.6443
RSAD1	1172.7089	RSAD1	576.8354
RSAD2	1488.2291	RSAD2	207.4783
RSBN1L	549.0959	RSBN1L	476.5527
RSBN1	624.398	RSBN1	740.0821
RSC1A1	242.7423	RSC1A1	255.3808
RSF1	1961.0566	RSF1	803.0096
RSL1D1	3768.7312	RSL1D1	5958.9603
RSL24D1	2195.9607	RSL24D1	2797.0816
RSPH1	46.4977	RSPH1	23.2558
RSPH3	199.5779	RSPH3	161.8787
RSPH4A	18.7199	RSPH4A	21.8878
removed	removed	RSPH9	13.6799
RSPO1	9.3599	RSPO1	105.3352
RSPO3	28.3817	RSPO3	225.7182
removed	removed	RSPO4	6.8399
RSPRY1	546.4992	RSPRY1	390.7889
RSRC1	344.8078	RSRC1	275.8778
RSRC2	815.8237	RSRC2	1454.6284
RSU1	1935.6943	RSU1	2350.2052
RTCD1	528.9871	RTCD1	478.3402
RTEL1	459.8323	RTEL1	263.8486
RTF1	1774.1599	RTF1	1955.7684
RTKN2	189.0102	RTKN2	47.4236
RTKN	712.2606	RTKN	512.9959
RTN1	2826.6994	RTN1	381.213
RTN2	182.3677	RTN2	289.1017
RTN3	6937.5209	RTN3	5769.7218
RTN4IP1	150.9666	RTN4IP1	129.047
RTN4RL1	290.7617	RTN4RL1	414.9567
RTN4RL2	31.0991	RTN4RL2	22.7998
RTN4R	127.1139	RTN4R	38.7597
RTN4	9119.8947	RTN4	9822.6174
RTP4	316.4261	RTP4	233.0141
RTTN	178.1406	RTTN	255.814
RUFY1	989.7373	RUFY1	1238.4861
RUFY2	299.2159	RUFY2	334.2453
RUFY3	760.8719	RUFY3	723.6662
RUFY4	8.7561	removed	removed
RUNDC1	714.978	RUNDC1	833.1053
RUNDC2A	35.9301	RUNDC2A	53.3516
RUNDC2C	14.7947	RUNDC2C	21.3269
removed	removed	RUNDC3A	18.6959
RUNDC3B	54.0461	RUNDC3B	96.2152
RUNX1T1	29.5895	RUNX1T1	70.6794
RUNX1	5880.1506	RUNX1	5522.1158
RUNX2	322.4647	RUNX2	158.2307
RUNX3	428.4433	RUNX3	420.4286
RUSC1	1302.2382	RUSC1	437.3005
RUSC2	511.173	RUSC2	901.9608
RUVBL1	1125.3083	RUVBL1	788.8919
RUVBL2	2439.6209	RUVBL2	1221.1582
RWDD1	1089.6772	RWDD1	1271.3178
RWDD2A	148.2492	RWDD2A	123.119
RWDD2B	416.6679	RWDD2B	437.7565
RWDD3	164.5536	RWDD3	235.2941
RWDD4A	289.554	RWDD4A	514.3639
RXRA	2218.3038	RXRA	1953.0324
RXRB	706.2219	RXRB	1004.56
removed	removed	RXRG	10.4879
RYBP	851.4518	RYBP	1255.358
RYK	1149.46	RYK	1862.7451
RYR1	51.6306	RYR1	245.782
RYR2	15.7005	RYR2	13.2239
RYR3	7.5483	RYR3	136.3429
S100A10	3547.716	S100A10	7181.9425
S100A11	9283.5425	S100A11	6373.005
removed	removed	S100A12	8.2079
S100A13	3196.8696	S100A13	2200.1824
S100A14	3669.999	S100A14	1136.3429
S100A16	3902.1857	S100A16	2459.1883
S100A1	176.9329	S100A1	813.4975
S100A2	84.8433	S100A2	692.6585
S100A3	17.5121	S100A3	15.0479
S100A4	1599.0386	S100A4	5019.1518
S100A6	3578.2113	S100A6	15357.9571
removed	removed	S100A7	9.1199
S100A8	15.0967	S100A8	343.3653
S100A9	78.5027	S100A9	886.4569
S100B	29.5895	S100B	1326.4934
S100PBP	355.9793	S100PBP	482.9001
S100P	14.7947	S100P	84.3593
S1PR1	1022.9499	S1PR1	1914.2727
S1PR2	337.2595	S1PR2	366.6211
S1PR3	937.7534	S1PR3	553.4838
S1PR4	49.2151	S1PR4	20.9758
S1PR5	35.9301	S1PR5	87.0953
SAA1	352.3561	SAA1	15549.0196
SAA2	124.3965	SAA2	6673.5066
SAA4	6.6425	SAA4	108.0711
SAAL1	347.8271	SAAL1	213.4063
SAC3D1	429.6511	SAC3D1	105.7912
SACM1L	464.3734	SACM1L	951.2084
SACS	220.4113	SACS	1610.1231
SAE1	3710.4581	SAE1	1467.8523
SAFB2	1211.9602	SAFB2	1108.0711
SAFB	1513.8935	SAFB	1611.9471
SALL1	25.9663	SALL1	55.1756
SALL2	612.3207	SALL2	560.8755
SALL4	17.2102	SALL4	10.9439
SAMD10	118.6598	SAMD10	107.1591
SAMD11	12.5	SAMD11	19.3707
SAMD12	285.3269	SAMD12	423.6206
SAMD13	5.4348	SAMD13	42.4077
SAMD14	48.0074	SAMD14	6.8399
SAMD1	560.992	SAMD1	185.5905
SAMD3	22.3431	SAMD3	15.9599
SAMD4A	181.16	SAMD4A	1316.4615
SAMD4B	1516.007	SAMD4B	1512.0839
SAMD5	88.1645	SAMD5	608.7551
SAMD8	85.4471	SAMD8	120.383
SAMD9L	1137.9865	SAMD9L	610.5791
SAMD9	1253.627	SAMD9	376.197
SAMHD1	1285.7013	SAMHD1	1298.9238
SAMM50	1184.7469	SAMM50	1286.8217
SAMSN1	281.7037	SAMSN1	71.1354
SAP130	761.7777	SAP130	614.2271
SAP18	1560.3912	SAP18	2428.6366
SAP30BP	546.1973	SAP30BP	1121.295
SAP30L	675.1228	SAP30L	1758.3219
SAP30	69.1427	SAP30	125.855
SAPS1	1701.394	SAPS1	1358.8691
SAPS2	895.2322	SAPS2	987.2321
SAPS3	1711.3578	SAPS3	2086.1833
SAR1A	3275.3722	SAR1A	3289.5577
SAR1B	1187.2017	SAR1B	369.357
SARDH	50.7248	SARDH	27.8158
SARM1	109.9641	SARM1	668.9056
SARNP	929.1061	SARNP	766.1788
SARS2	371.076	SARS2	261.7419
SARS	3629.5399	SARS	3426.8126
SART1	1502.7219	SART1	1314.6375
SART3	1127.1169	SART3	1332.4213
SASH1	907.3095	SASH1	2603.2832
SASH3	591.4873	SASH3	240.7661
SASS6	159.4208	SASS6	72.9594
SAT1	3594.8176	SAT1	3609.2111
SAT2	388.8901	SAT2	711.8103
SATB1	239.1312	SATB1	675.7866
SATB2	38.3455	SATB2	76.6074
SATL1	26.8721	SATL1	52.4396
SAV1	932.6719	SAV1	1679.8906
SBDSP1	326.9937	SBDSP1	617.4191
SBDS	1317.033	SBDS	3680.3466
SBF1	608.3956	SBF1	1287.2777
SBF2	376.3719	SBF2	1357.9799
SBK1	579.41	SBK1	160.9667
SBNO1	490.6416	SBNO1	491.5641
SBNO2	1683.8819	SBNO2	1362.0611
removed	removed	SBSN	26.4478
SC4MOL	955.9208	SC4MOL	655.7228
SC5DL	762.3815	SC5DL	1166.8947
SC65	422.4047	SC65	246.238
SCAF1	1650.3673	SCAF1	961.2403
SCAI	330.9189	SCAI	190.1505
SCAMP1	1462.8667	SCAMP1	987.6881
SCAMP2	3129.5384	SCAMP2	2230.7342
SCAMP3	2528.9931	SCAMP3	887.8249
SCAMP4	2351.1544	SCAMP4	1398.0848
SCAMP5	490.6416	SCAMP5	304.1496
SCAND1	1184.1823	SCAND1	279.9818
SCAND2	125.6042	SCAND2	227.9982
SCAND3	41.9687	SCAND3	109.8951
SCAPER	252.1143	SCAPER	476.5162
SCAP	1029.523	SCAP	1633.1008
SCARA3	749.3984	SCARA3	2110.8071
SCARA5	8.4541	SCARA5	2177.8386
SCARB1	2122.8929	SCARB1	1411.7647
SCARB2	8859.6282	SCARB2	6667.1227
SCARF1	269.6264	SCARF1	236.6621
SCARF2	388.5881	SCARF2	148.6548
SCARNA2	5.1329	removed	removed
removed	removed	SCARNA9	5.472
SCCPDH	2380.442	SCCPDH	1416.7807
SCD5	371.076	SCD5	704.0584
SCD	4023.8648	SCD	25343.3653
SCFD1	1062.5032	SCFD1	1036.4797
SCFD2	527.4774	SCFD2	417.6927
SCG2	49.5171	SCG2	12.3119
removed	removed	SCG3	10.4879
SCG5	105.6766	SCG5	205.6544
removed	removed	SCGB1A1	8.2079
SCGB1D2	45.8939	SCGB1D2	1135.8869
SCGB2A1	9.6619	SCGB2A1	141.8149
SCGB2A2	109.2998	SCGB2A2	4048.7916
SCGB3A1	14.1909	SCGB3A1	312.3575
removed	removed	SCGN	17.7839
SCHIP1	237.3196	SCHIP1	422.7086
SCIN	121.0752	SCIN	241.3315
SCLT1	142.5125	SCLT1	172.3666
SCLY	237.0176	SCLY	165.5267
SCMH1	874.0968	SCMH1	1071.1354
SCML1	30.4953	SCML1	137.7109
SCML2	12.6812	SCML2	33.7437
SCML4	27.4759	SCML4	20.0638
SCN11A	18.7199	SCN11A	37.3917
SCN1B	307.9719	SCN1B	186.0465
removed	removed	SCN2A	105.7912
SCN2B	11.7754	SCN2B	224.3502
SCN3A	20.2295	SCN3A	176.4706
SCN3B	18.116	SCN3B	142.2709
SCN4A	40.4591	SCN4A	137.2549
SCN4B	315.5203	SCN4B	1176.4706
SCN5A	8.1522	SCN5A	96.2152
SCN7A	21.4373	SCN7A	116.2791
SCN8A	11.7754	SCN8A	36.4797
SCN9A	34.1185	SCN9A	73.8714
SCNM1	622.8884	SCNM1	344.7332
SCNN1A	4160.6406	SCNN1A	2235.2941
SCNN1B	373.1895	SCNN1B	264.0219
SCNN1D	12.6812	SCNN1D	30.5518
SCNN1G	141.9086	SCNN1G	148.6548
SCO1	311.5951	SCO1	437.3005
SCO2	614.4342	SCO2	309.1655
SCOC	1070.0515	SCOC	1173.2786
SCP2	4001.2198	SCP2	2956.6803
SCPEP1	2209.2458	SCPEP1	4301.8696
removed	removed	SCRG1	20.5198
SCRIB	1194.1461	SCRIB	983.5841
SCRN1	1126.2111	SCRN1	1964.4323
SCRN2	344.8078	SCRN2	918.3767
SCRN3	451.9941	SCRN3	250.798
SCUBE1	412.7428	SCUBE1	63.8395
SCUBE2	8488.5522	SCUBE2	2529.4118
SCUBE3	155.1937	SCUBE3	30.0958
SCYL1	2304.8016	SCYL1	1400.187
SCYL2	1043.4814	SCYL2	986.7761
SCYL3	431.517	SCYL3	427.9571
SDAD1	743.6617	SDAD1	1188.3265
SDC1	4969.8218	SDC1	3273.1418
SDC2	1589.6787	SDC2	2808.4815
SDC3	3307.981	SDC3	3782.4897
SDC4	5374.4124	SDC4	9147.7428
SDCBP2	32.8322	SDCBP2	77.7519
SDCBP	2539.8627	SDCBP	3678.0666
SDCCAG1	565.823	SDCCAG1	840.4013
SDCCAG3	475.243	SDCCAG3	476.9722
SDCCAG8	365.6412	SDCCAG8	561.3315
SDF2L1	483.6971	SDF2L1	159.5987
SDF2	626.8135	SDF2	682.1705
SDF4	3449.5877	SDF4	2406.7487
SDHAF1	209.8436	SDHAF1	207.4783
SDHAF2	728.565	SDHAF2	604.6512
SDHAP1	49.2151	SDHAP1	103.9672
SDHAP2	35.3262	SDHAP2	103.9672
SDHAP3	44.0823	SDHAP3	88.9193
SDHA	1682.3722	SDHA	2099.4072
SDHB	1560.9951	SDHB	1149.5668
SDHC	2353.268	SDHC	1449.1564
SDHD	1092.0927	SDHD	1715.4583
SDK1	875.6065	SDK1	610.1231
SDK2	64.3118	SDK2	316.9175
SDPR	281.4018	SDPR	2637.9389
SDR16C5	203.503	SDR16C5	48.3356
SDR39U1	553.9298	SDR39U1	561.4273
SDR42E1	395.2307	SDR42E1	250.798
SDSL	389.4939	SDSL	158.6867
SDS	1103.5661	SDS	52.8956
SEC11A	2905.5039	SEC11A	2520.2918
SEC11C	1543.181	SEC11C	720.0182
SEC13	3239.1402	SEC13	1658.4587
SEC14L1	1543.7849	SEC14L1	3055.6316
SEC14L2	2169.0736	SEC14L2	2317.7428
removed	removed	SEC14L5	32.8317
SEC16A	5434.4971	SEC16A	3038.7597
SEC16B	48.4603	SEC16B	144.6284
removed	removed	SEC1	5.928
SEC22A	347.2233	SEC22A	321.0214
SEC22B	2891.3131	SEC22B	1251.254
SEC22C	405.7983	SEC22C	772.0018
SEC23A	1120.7763	SEC23A	1332.8773
SEC23B	2281.1059	SEC23B	1494.3
SEC23IP	1508.7606	SEC23IP	1093.9352
SEC24A	948.0705	SEC24A	662.5627
SEC24B	596.9221	SEC24B	1398.5408
SEC24C	2934.4895	SEC24C	2671.2266
SEC24D	1727.9642	SEC24D	1400.8208
SEC31A	7127.0505	SEC31A	4597.3552
SEC31B	6.7392	SEC31B	95.2896
SEC61A1	10693.3505	SEC61A1	7516.4113
SEC61A2	148.1315	SEC61A2	56.2927
SEC61B	1480.0769	SEC61B	1314.6375
SEC61G	1160.0277	SEC61G	534.4277
SEC62	4711.3669	SEC62	3907.8887
SEC63	3465.8921	SEC63	3074.3274
SECISBP2L	630.4367	SECISBP2L	1405.8368
SECISBP2	589.0718	SECISBP2	967.6243
SECTM1	616.8497	SECTM1	392.1569
SEH1L	1076.996	SEH1L	814.4095
removed	removed	SEL1L2	5.472
SEL1L3	419.6873	SEL1L3	593.2513
SEL1L	3698.9846	SEL1L	2839.9453
SELENBP1	4538.3591	SELENBP1	2582.3073
SELE	80.0123	SELE	142.7269
SELK	474.941	SELK	549.0196
SELL	400.6655	SELL	57.4555
SELM	2142.8205	SELM	1148.6548
SELO	253.624	SELO	256.7259
SELPLG	1186.8997	SELPLG	445.5084
SELP	233.9983	SELP	562.2435
SELS	1289.557	SELS	953.0324
SELT	3923.623	SELT	1518.4679
SEMA3A	56.7635	SEMA3A	105.7912
SEMA3B	103.2612	SEMA3B	477.4282
SEMA3C	4664.8692	SEMA3C	5441.4045
SEMA3D	20.2295	SEMA3D	440.9485
SEMA3E	126.2081	SEMA3E	376.197
SEMA3F	2015.7066	SEMA3F	828.5454
SEMA3G	745.7752	SEMA3G	3237.1181
SEMA4A	783.2149	SEMA4A	586.4113
SEMA4B	3382.2566	SEMA4B	1941.1765
SEMA4C	1164.5567	SEMA4C	1187.8705
SEMA4D	686.2943	SEMA4D	511.1719
SEMA4F	245.7737	SEMA4F	227.0862
SEMA4G	226.1058	SEMA4G	116.4432
SEMA5A	518.7214	SEMA5A	2621.067
SEMA5B	71.8601	SEMA5B	12.3119
SEMA6A	974.9426	SEMA6A	1451.4364
SEMA6B	745.7752	SEMA6B	354.3092
SEMA6C	97.5244	SEMA6C	153.2148
SEMA6D	77.2949	SEMA6D	260.3739
SEMA7A	189.0102	SEMA7A	72.5034
SENP1	516.6078	SENP1	516.6439
SENP2	1066.7303	SENP2	866.3931
SENP3	691.1132	SENP3	1032.6676
SENP5	628.927	SENP5	753.306
SENP6	1155.1967	SENP6	1983.5841
SENP7	234.6022	SENP7	264.4779
SENP8	41.0629	SENP8	80.7114
SEP15	3179.9613	SEP15	3092.1113
SEPHS1	1433.5792	SEPHS1	1128.591
SEPHS2	2422.4107	SEPHS2	1494.3
SEPN1	6538.969	SEPN1	3486.5481
SEPP1	9148.207	SEPP1	11566.7715
SEPSECS	293.1772	SEPSECS	317.3735
SEPT10	986.416	SEPT10	2286.3657
SEPT11	1649.7634	SEPT11	2564.9795
SEPT1	113.8288	SEPT1	65.2075
SEPT2	11638.0182	SEPT2	9655.7228
SEPT3	465.883	SEPT3	169.1746
SEPT4	226.148	SEPT4	279.5258
SEPT5	1222.8298	SEPT5	372.549
SEPT6	1595.4154	SEPT6	848.1532
SEPT7P2	96.9206	SEPT7P2	158.6867
SEPT7	3416.375	SEPT7	3745.098
SEPT8	1684.6609	SEPT8	1491.1263
SEPT9	5721.6356	SEPT9	5462.3803
SEPW1	2943.8495	SEPW1	3186.0465
SEPX1	576.0887	SEPX1	348.8372
SERAC1	268.1168	SERAC1	259.0059
SERBP1	6414.2706	SERBP1	6074.3274
SERF1A	476.4507	SERF1A	409.0287
SERF2	9466.7254	SERF2	4684.5828
SERGEF	636.1734	SERGEF	431.3725
SERHL2	162.1502	SERHL2	93.7346
SERHL	194.747	SERHL	238.0301
SERINC1	7695.0715	SERINC1	8195.6224
SERINC2	5525.9829	SERINC2	1833.5613
SERINC3	2827.3032	SERINC3	2674.8746
removed	removed	SERINC4	8.0757
SERINC5	279.2883	SERINC5	178.2946
SERP1	7853.816	SERP1	3126.311
SERP2	57.9712	SERP2	90.2873
SERPINA11	2024.7646	SERPINA11	74.7834
SERPINA12	21.7392	removed	removed
SERPINA1	3463.1747	SERPINA1	3251.254
SERPINA3	76143.3458	SERPINA3	16952.1204
SERPINA4	21.7392	removed	removed
SERPINA5	311.5951	SERPINA5	595.0752
SERPINA6	7332.1477	SERPINA6	107.1591
SERPINA9	43.4784	removed	removed
removed	removed	SERPINB13	7.2959
SERPINB1	1290.4628	SERPINB1	1474.6922
removed	removed	SERPINB2	35.1117
removed	removed	SERPINB3	16.4159
SERPINB5	152.4763	SERPINB5	1486.5481
SERPINB6	2266.9151	SERPINB6	2073.4154
removed	removed	SERPINB7	6.8399
SERPINB8	269.6264	SERPINB8	362.0611
SERPINB9	379.8321	SERPINB9	264.0219
SERPINE1	1643.4228	SERPINE1	406.2927
SERPINE2	496.9822	SERPINE2	601.4592
SERPINF1	3559.7934	SERPINF1	8804.8336
SERPINF2	64.0099	SERPINF2	259.0059
SERPING1	7375.9281	SERPING1	14269.0378
SERPINH1	4902.4906	SERPINH1	2362.5171
SERPINI1	1481.5866	SERPINI1	248.518
SERTAD1	457.4289	SERTAD1	550.3876
SERTAD2	1054.351	SERTAD2	1450.5244
SERTAD3	979.7735	SERTAD3	585.4993
SERTAD4	394.9287	SERTAD4	371.181
SESN1	267.211	SESN1	981.3041
SESN2	342.9962	SESN2	364.7971
SESN3	66.7273	SESN3	154.1268
SESTD1	1386.4776	SESTD1	2202.0064
SETBP1	910.3288	SETBP1	841.3133
SETD1A	803.7464	SETD1A	886.4569
SETD1B	980.3774	SETD1B	985.4081
SETD2	1026.5731	SETD2	2339.7173
SETD3	1357.794	SETD3	1773.8258
SETD4	215.2784	SETD4	303.6936
SETD5	1760.271	SETD5	2263.5659
SETD6	143.7595	SETD6	486.2198
SETD7	1485.5117	SETD7	3690.8345
SETD8	632.5502	SETD8	779.2978
SETDB1	1070.9573	SETDB1	1041.9517
SETDB2	500.3034	SETDB2	395.8048
SETMAR	561.8978	SETMAR	620.611
SETX	1695.3554	SETX	2530.7798
SET	7721.0378	SET	6694.0264
SEZ6L2	903.9882	SEZ6L2	546.7396
SEZ6L	17.2102	removed	removed
SF1	4324.8923	SF1	4904.2408
SF3A1	3855.3106	SF3A1	3863.1783
SF3A2	1890.4043	SF3A2	1197.4464
SF3A3	2091.4918	SF3A3	2129.959
SF3B14	1227.6607	SF3B14	1203.3744
SF3B1	6386.4927	SF3B1	7104.8792
SF3B2	5888.0009	SF3B2	5352.9412
SF3B3	2865.0449	SF3B3	3601.4592
SF3B4	2822.7742	SF3B4	1495.668
SF3B5	1770.8387	SF3B5	1134.0629
SF4	615.34	SF4	485.1801
SFI1	414.5544	SFI1	323.7574
SFMBT1	322.7667	SFMBT1	376.197
SFMBT2	71.8601	SFMBT2	120.839
SFN	1705.7962	SFN	1205.7
removed	removed	SFPQ	4183.4656
SFRP1	1659.4253	SFRP1	26533.0597
SFRP2	17182.1171	SFRP2	9072.0474
SFRP4	1977.0591	SFRP4	7269.9498
SFRS11	1795.2953	SFRS11	2399.9088
SFRS12IP1	443.2381	SFRS12IP1	547.1956
SFRS12	997.2856	SFRS12	1178.7506
SFRS13A	1494.8717	SFRS13A	1150.0228
SFRS13B	12.3793	SFRS13B	63.3835
SFRS14	1139.8132	SFRS14	1052.0611
SFRS15	814.616	SFRS15	993.1601
SFRS16	360.5083	SFRS16	430.4606
SFRS17A	410.3273	SFRS17A	686.7305
SFRS18	823.3721	SFRS18	2092.1113
SFRS1	5293.1923	SFRS1	3466.4843
SFRS2B	872.8891	SFRS2B	1689.9225
SFRS2IP	2094.2092	SFRS2IP	2993.1601
