gene_id	TCGA-AC-A2FM-01A-11R-A19W-07	gene_id	TCGA-AC-A2FM-11B-32R-A19W-07
SLCO3A1	177.0799	SLCO3A1	610.522
SLCO4A1	29.0678	SLCO4A1	72.8018
removed	removed	SLCO4C1	12.6427
SLFN11	206.8159	SLFN11	290.3752
SLFN12	62.145	SLFN12	82.3817
SLFN13	51.4534	SLFN13	350.7341
SLFN5	151.019	SLFN5	180.6688
SLIT1	1311.3498	SLIT1	11.8271
SLIT2	242.2319	SLIT2	147.2268
SLIT3	323.4213	SLIT3	2166.3948
SLITRK4	8.6869	SLITRK4	19.168
removed	removed	SLITRK5	55.0571
SLITRK6	354.8279	SLITRK6	211.6639
SLK	1929.8363	SLK	912.3165
SLMAP	1252.2553	SLMAP	1118.6786
SLMO1	88.2058	SLMO1	60.7667
SLMO2	1909.4554	SLMO2	1064.0294
SLPI	38.0889	SLPI	3398.4502
SLTM	7869.696	SLTM	1372.3491
SLU7	1740.0601	SLU7	1222.2675
SMAD1	696.2913	SMAD1	548.5318
SMAD2	1073.1707	SMAD2	1512.2349
SMAD3	1657.8684	SMAD3	1122.7569
SMAD4	924.1564	SMAD4	1320.5546
removed	removed	SMAD5OS	6.9331
SMAD5	1179.0845	SMAD5	779.7716
SMAD6	66.1544	SMAD6	119.9021
SMAD7	873.0371	SMAD7	720.2284
SMAD9	11.694	SMAD9	5.7096
SMAGP	208.4865	SMAGP	347.0636
SMAP1	559.2082	SMAP1	525.6444
SMAP2	732.7097	SMAP2	1002.0392
SMARCA1	573.6719	SMARCA1	1204.7308
SMARCA2	5001.3365	SMARCA2	3087.2757
SMARCA4	2937.1868	SMARCA4	2780.5873
SMARCA5	2574.7077	SMARCA5	1286.7047
SMARCAD1	720.6816	SMARCAD1	419.2496
SMARCAL1	379.2182	SMARCAL1	601.9576
SMARCB1	1366.1878	SMARCB1	2303.0179
SMARCC1	4828.6001	SMARCC1	1775.6933
SMARCC2	3439.3585	SMARCC2	2556.2806
SMARCD1	1444.0361	SMARCD1	1326.2643
SMARCD2	2965.5864	SMARCD2	3201.4682
SMARCD3	255.2623	SMARCD3	1426.1827
SMARCE1	5723.6886	SMARCE1	2588.0914
SMC1A	3278.9843	SMC1A	1129.2822
SMC2	832.6094	SMC2	233.6868
SMC3	1700.3007	SMC3	767.1289
SMC4	1722.018	SMC4	288.3361
SMC5	980.9556	SMC5	634.1762
SMC6	349.8162	SMC6	217.3736
SMCHD1	725.6933	SMCHD1	453.5073
SMCR7L	818.2426	SMCR7L	844.2088
SMCR7	448.0454	SMCR7	743.8825
SMCR8	1696.3314	SMCR8	538.956
SMEK1	1873.0371	SMEK1	1139.8858
SMEK2	1203.8089	SMEK2	1008.9723
SMG1	2332.1083	SMG1	977.5693
SMG5	3654.8613	SMG5	2358.8907
SMG6	1495.4895	SMG6	1340.5383
SMG7	2427.6646	SMG7	1121.9413
SMN1	5.8303	removed	removed
SMN2	684.7812	SMN2	543.071
SMNDC1	579.3518	SMNDC1	502.8548
SMOC1	5.0117	SMOC1	201.0604
SMOC2	1420.3141	SMOC2	3323.4095
SMOX	1345.8069	SMOX	277.7325
SMO	84.8647	SMO	743.8825
SMPD1	745.0718	SMPD1	1145.1876
SMPD2	318.0755	SMPD2	376.8352
SMPD3	309.3886	SMPD3	136.2153
SMPD4	1506.8493	SMPD4	1762.2349
SMPDL3A	267.6245	SMPDL3A	216.5579
SMPDL3B	55.7969	SMPDL3B	410.2773
removed	removed	SMR3B	29.7716
SMS	1968.2593	SMS	1586.8679
removed	removed	SMTNL2	11.8271
SMTN	669.2282	SMTN	2243.4747
SMU1	2122.9536	SMU1	1711.2561
SMUG1	1069.8296	SMUG1	631.7292
SMURF1	1120.4711	SMURF1	753.0628
SMURF2	474.7745	SMURF2	255.7096
SMYD1	5.0117	SMYD1	433.1158
SMYD2	264.9516	SMYD2	749.5922
SMYD3	293.6853	SMYD3	292.8222
SMYD4	319.7461	SMYD4	317.6998
SMYD5	456.3983	SMYD5	916.3948
SNAI1	58.8039	SNAI1	389.0701
SNAI2	156.699	SNAI2	442.0881
SNAI3	12.3622	SNAI3	45.2692
SNAP23	1574.3401	SNAP23	1119.9021
SNAP25	57.1333	SNAP25	11.4192
SNAP29	1494.153	SNAP29	867.4551
SNAP47	1061.8577	SNAP47	1001.4478
removed	removed	SNAP91	7.7488
SNAPC1	276.6455	SNAPC1	211.6639
SNAPC2	1460.0735	SNAPC2	1007.3409
SNAPC3	634.1463	SNAPC3	240.2121
SNAPC4	642.1651	SNAPC4	510.1958
SNAPC5	65.7066	SNAPC5	105.8034
SNAPIN	668.2259	SNAPIN	834.8287
SNCAIP	23.3879	SNCAIP	90.5383
SNCA	13.3645	SNCA	259.7879
SNCG	56.131	SNCG	2533.4421
SND1	2579.3518	SND1	4590.5383
SNED1	220.5145	SNED1	525.6933
SNF8	899.7661	SNF8	1205.1387
SNHG10	147.6779	SNHG10	132.5449
SNHG11	296.5753	SNHG11	301.6599
SNHG12	132.0414	SNHG12	285.4812
SNHG1	439.3585	SNHG1	530.9951
SNHG3-RCC1	58.8774	SNHG3-RCC1	84.2904
SNHG3	15.7033	SNHG3	45.2692
SNHG5	329.4353	SNHG5	2060.3589
SNHG6	890.0768	SNHG6	1347.4715
SNHG7	1169.1781	SNHG7	1401.3051
SNHG8	908.1189	SNHG8	2045.677
SNHG9	74.5072	SNHG9	113.3768
SNIP1	339.4587	SNIP1	393.5563
SNN	1018.0421	SNN	1300.1631
SNORA39	10.4744	removed	removed
SNORA7B	5.5095	SNORA7B	5.6485
SNORA8	126.9696	SNORA8	149.5881
SNORD116-20	10.3575	removed	removed
SNORD116-28	27.2302	removed	removed
SNORD116-4	48.9876	removed	removed
SNORD1C	33.3111	SNORD1C	8.3238
SNPH	100.9021	SNPH	172.9201
SNRK	1194.7878	SNRK	526.509
SNRNP200	4973.271	SNRNP200	4502.447
SNRNP25	1155.0284	SNRNP25	610.9299
SNRNP27	518.5433	SNRNP27	430.261
SNRNP35	438.0321	SNRNP35	761.0848
SNRNP40	588.0388	SNRNP40	977.5693
SNRNP48	442.3655	SNRNP48	203.9152
SNRNP70	2450.3842	SNRNP70	4502.447
SNRPA1	307.0498	SNRPA1	414.3556
SNRPA	738.0555	SNRPA	1889.0701
SNRPB2	1489.4754	SNRPB2	1053.0179
SNRPB	4888.0722	SNRPB	4419.2496
SNRPC	1036.0842	SNRPC	1572.186
SNRPD1	571.6672	SNRPD1	790.3752
SNRPD2	1370.8654	SNRPD2	4177.814
SNRPD3	1693.2776	SNRPD3	1823.4502
SNRPE	712.6629	SNRPE	1000
SNRPF	526.562	SNRPF	879.69
SNRPG	308.0521	SNRPG	695.7586
SNRPN	1445.8837	SNRPN	3607.447
SNTA1	505.847	SNTA1	867.0473
SNTB1	170.0635	SNTB1	146.4111
SNTB2	496.8259	SNTB2	530.9951
removed	removed	SNTG2	13.4584
SNUPN	327.7648	SNUPN	660.2773
SNURF	35.573	SNURF	39.6819
SNW1	2486.8025	SNW1	1400.4894
SNX10	1109.2549	SNX10	297.3083
SNX11	816.9061	SNX11	765.9054
SNX12	298.697	SNX12	188.4176
SNX13	1207.4841	SNX13	527.7325
SNX14	1406.2813	SNX14	1027.7325
SNX15	213.4982	SNX15	733.279
SNX16	418.3094	SNX16	176.5905
SNX17	2368.5266	SNX17	3907.8303
SNX18	657.2001	SNX18	678.6297
SNX19	1435.6833	SNX19	1123.1648
SNX1	2617.4407	SNX1	3319.739
SNX20	13.8891	SNX20	16.721
SNX21	156.0307	SNX21	1070.3793
SNX22	43.3545	SNX22	252.4918
SNX24	129.3017	SNX24	154.9755
SNX25	579.3518	SNX25	201.4682
SNX27	1325.7033	SNX27	544.9307
SNX29	392.9168	SNX29	492.2512
SNX2	1087.2035	SNX2	1182.3002
SNX30	1276.3114	SNX30	331.5661
removed	removed	SNX32	10.6036
SNX33	814.9014	SNX33	1092.1697
SNX3	1725.6933	SNX3	2943.7194
SNX4	1318.4096	SNX4	568.9233
SNX5	1847.9786	SNX5	1708.8091
SNX6	1646.8426	SNX6	898.4502
SNX7	195.122	SNX7	577.8956
SNX8	829.9365	SNX8	426.5905
SNX9	2271.6338	SNX9	1882.137
SOAT1	243.5683	SOAT1	247.553
removed	removed	SOAT2	8.1566
SOBP	49.1146	SOBP	192.4959
SOCS1	13.3645	SOCS1	76.6721
SOCS2	818.2426	SOCS2	486.5416
SOCS3	745.4059	SOCS3	5153.3442
SOCS4	659.5389	SOCS4	334.8287
SOCS5	331.7741	SOCS5	565.2529
SOCS6	609.0879	SOCS6	652.9364
SOCS7	238.5566	SOCS7	16.721
SOD1	3156.3649	SOD1	4463.7031
SOD2	1377.8817	SOD2	5875.2039
SOD3	137.3204	SOD3	2717.7814
removed	removed	SOHLH2	7.867
SOLH	965.5864	SOLH	724.3067
SON	6356.4985	SON	2916.8026
SORBS1	469.0946	SORBS1	2336.0522
SORBS2	417.307	SORBS2	1185.155
SORBS3	7144.0027	SORBS3	4447.7977
SORCS1	434.3468	SORCS1	69.3312
SORCS2	28.7337	SORCS2	108.8907
SORD	2023.3879	SORD	414.3556
SORL1	3880.7217	SORL1	1805.4649
SORT1	2346.8092	SORT1	2136.6232
SOS1	730.0368	SOS1	597.0636
SOS2	1343.8022	SOS2	758.9723
SOSTDC1	15.7033	SOSTDC1	913.54
SOX10	24.0561	SOX10	2543.6378
SOX11	16.7056	SOX11	20.3915
SOX12	1080.5212	SOX12	625.6117
SOX13	1514.1998	SOX13	944.1272
SOX15	10.3575	SOX15	118.6786
SOX17	86.8694	SOX17	204.7308
SOX18	373.5383	SOX18	681.8923
SOX2OT	6.6823	removed	removed
SOX4	4639.4921	SOX4	2316.4763
SOX5	22.0515	SOX5	6.5253
SOX6	25.3926	SOX6	28.1403
SOX7	102.2386	SOX7	222.0555
SOX8	14.3669	SOX8	79.5269
SOX9	509.1881	SOX9	2877.6509
SP100	406.6154	SP100	1281.8108
SP110	157.3672	SP110	504.4861
SP140L	38.423	SP140L	259.3801
SP140	9.6893	SP140	23.6542
SP1	2690.9455	SP1	1906.199
SP2	1051.4534	SP2	799.7553
SP3	1438.6903	SP3	1126.8352
SP4	202.8065	SP4	103.5889
SP5	8.0187	SP5	22.0228
SP6	74.1731	SP6	215.7423
SP9	14.0327	removed	removed
SPA17	104.2432	SPA17	201.876
SPAG16	3079.853	SPAG16	479.2007
removed	removed	SPAG17	15.0897
SPAG1	481.4567	SPAG1	161.5008
SPAG4	58.8039	SPAG4	84.0131
SPAG5	814.7745	SPAG5	43.6378
removed	removed	SPAG6	57.5041
SPAG7	812.5626	SPAG7	1530.1794
SPAG8	53.4581	SPAG8	26.9168
SPAG9	2169.7294	SPAG9	964.9266
SPARCL1	5184.4303	SPARCL1	10769.5759
SPARC	27469.0946	SPARC	15798.124
SPAST	420.6482	SPAST	304.2414
removed	removed	SPATA12	5.3018
SPATA13	890.0802	SPATA13	60.3589
SPATA17	20.3809	SPATA17	24.062
SPATA18	411.6271	SPATA18	348.2871
SPATA20	2101.6104	SPATA20	1966.5579
SPATA24	18.7103	SPATA24	59.5432
SPATA2L	375.2088	SPATA2L	1033.4421
SPATA2	769.7962	SPATA2	560.3589
SPATA4	16.7056	SPATA4	9.7879
SPATA5L1	241.5636	SPATA5L1	232.0555
SPATA5	228.1991	SPATA5	109.2985
SPATA6	47.7781	SPATA6	52.2023
SPATA7	138.6569	SPATA7	257.7488
SPATA9	7.3505	SPATA9	8.5644
SPATS2L	695.289	SPATS2L	1465.3344
SPATS2	588.0388	SPATS2	396.8189
SPC24	11.3598	removed	removed
SPC25	65.152	SPC25	13.0506
SPCS1	3448.4932	SPCS1	2492.6183
SPCS2	477.1133	SPCS2	898.4502
SPCS3	2354.1597	SPCS3	1865.416
SPDEF	6750.4176	SPDEF	3552.2023
removed	removed	SPDYA	5.8768
SPDYC	209.4888	removed	removed
SPDYE1	6.4283	removed	removed
SPDYE3	82.9335	SPDYE3	75.9951
SPDYE5	6.014	removed	removed
SPDYE6	20.3809	SPDYE6	8.5644
SPDYE7P	6.6823	removed	removed
SPDYE8P	18.0421	SPDYE8P	17.1289
SPEF1	94.554	SPEF1	49.3475
SPEF2	286.3348	SPEF2	203.5073
SPEG	182.4257	SPEG	1133.7684
SPEN	1479.7862	SPEN	1140.2936
SPESP1	204.8914	SPESP1	26.4845
SPG11	1985.299	SPG11	964.9266
SPG20	216.8393	SPG20	1170.8809
SPG21	1180.7551	SPG21	1903.752
SPG7	1074.8413	SPG7	1741.8434
SPHAR	121.3832	SPHAR	167.4959
SPHK1	146.8259	SPHK1	1123.0669
SPHK2	254.2766	SPHK2	521.301
removed	removed	SPHKAP	14.6819
SPI1	130.6382	SPI1	565.6607
removed	removed	SPIB	7.3409
SPIN1	2496.4918	SPIN1	1587.6835
removed	removed	SPIN2A	6.1175
SPIN2B	86.4751	SPIN2B	190.4568
SPIN3	384.8981	SPIN3	194.1272
SPIN4	227.1968	SPIN4	89.7227
SPINK5	21.3832	SPINK5	26.9168
removed	removed	SPINK8	21.2072
SPINT1	2821.2496	SPINT1	5920.4731
SPINT2	31297.6946	SPINT2	15286.7047
SPIRE1	513.8657	SPIRE1	400.8972
SPIRE2	542.2653	SPIRE2	130.0979
SPNS1	1615.9171	SPNS1	1231.1623
SPNS2	137.6779	SPNS2	907.0555
removed	removed	SPNS3	37.1126
SPN	65.4861	SPN	135.3997
SPOCD1	63.8156	SPOCD1	11.8271
SPOCK1	373.5383	SPOCK1	254.4861
SPOCK2	335.7835	SPOCK2	301.3866
removed	removed	SPOCK3	181.8923
SPON1	252.5894	SPON1	979.6085
SPON2	835.9506	SPON2	1287.9282
SPOPL	1167.0565	SPOPL	618.6786
SPOP	2216.8393	SPOP	1222.2675
SPP1	161.3765	SPP1	831.5661
SPPL2A	429.3351	SPPL2A	295.677
SPPL2B	983.9626	SPPL2B	1321.3703
SPPL3	1619.4454	SPPL3	1389.478
SPRED1	450.0501	SPRED1	929.0375
SPRED2	1071.8343	SPRED2	775.2855
SPRED3	5.0117	removed	removed
SPRN	204.8112	SPRN	127.6509
SPRY1	231.8744	SPRY1	974.7145
SPRY2	202.1383	SPRY2	1095.4323
SPRY3	16.0374	SPRY3	24.8777
SPRY4	826.5954	SPRY4	670.4731
SPRYD3	1776.8126	SPRYD3	2514.6819
SPRYD4	212.8299	SPRYD4	456.77
SPR	1093.2175	SPR	902.5285
SPSB1	281.9913	SPSB1	765.9054
SPSB2	319.412	SPSB2	250.8157
SPSB3	2199.1313	SPSB3	1972.2675
SPTAN1	5990.979	SPTAN1	7460.0326
SPTBN1	5240.5613	SPTBN1	5788.3361
SPTBN2	2994.9883	SPTBN2	625.6117
SPTBN4	22.0515	SPTBN4	81.1582
SPTBN5	120.2807	SPTBN5	388.0914
SPTB	65.152	SPTB	129.2822
removed	removed	SPTLC1	1172.5122
SPTLC2	3967.2569	SPTLC2	635.3997
SPTLC3	13.0304	SPTLC3	204.7308
SPTY2D1	1522.2152	SPTY2D1	659.0538
SQLE	3016.3715	SQLE	603.5889
SQRDL	951.8877	SQRDL	1673.3279
SQSTM1	9342.0114	SQSTM1	10721.925
SR140	2380.5546	SR140	1048.5318
SRA1	736.719	SRA1	1034.2577
SRBD1	214.8346	SRBD1	253.2626
SRCAP	3549.6158	SRCAP	2663.1321
SRCIN1	625.1253	SRCIN1	339.7227
SRCRB4D	16.719	SRCRB4D	62.0351
SRC	1464.0829	SRC	1335.2365
SRD5A1	144.3368	SRD5A1	165.5791
SRD5A3	1062.4323	SRD5A3	654.5677
SREBF1	9688.9409	SREBF1	6028.0914
SREBF2	1997.6612	SREBF2	3762.6427
SRFBP1	177.414	SRFBP1	137.4388
SRF	1822.9201	SRF	4156.199
SRGAP1	1185.0986	SRGAP1	273.2463
SRGAP2	528.2325	SRGAP2	406.199
SRGAP3	318.0755	SRGAP3	240.2121
SRGN	438.0221	SRGN	1171.2887
SRI	1725.3592	SRI	2570.1468
SRL	18.7103	SRL	20.7993
SRMS	68.159	SRMS	16.3132
SRM	533.2442	SRM	3345.8401
SRP14	4612.0949	SRP14	5679.8532
SRP19	506.7491	SRP19	670.5424
SRP54	1902.1049	SRP54	1006.1175
SRP68	2922.1517	SRP68	2174.1436
SRP72	3129.9699	SRP72	1681.8923
SRP9	4967.2569	SRP9	3559.1354
SRPK1	804.5439	SRPK1	584.8287
SRPK2	1779.8196	SRPK2	650.4894
SRPK3	5.0117	SRPK3	27.863
SRPRB	1047.7781	SRPRB	1278.956
SRPR	1987.3037	SRPR	3420.0653
SRPX2	223.1874	SRPX2	722.6754
SRPX	63.1473	SRPX	1863.3768
SRRD	138.3228	SRRD	234.9103
SRRM1	1191.7808	SRRM1	1570.9625
SRRM2	11535.2422	SRRM2	8016.717
SRRM3	281.9913	SRRM3	248.3687
SRRM5	18.7103	SRRM5	18.0628
SRRT	2257.6011	SRRT	2302.6101
SRR	272.0013	SRR	265.5057
SRXN1	2147.3438	SRXN1	609.2985
SS18L1	616.7725	SS18L1	264.2741
SS18L2	359.8396	SS18L2	439.6411
SS18	1451.3866	SS18	2046.0848
SSBP1	702.9736	SSBP1	1216.9657
SSBP2	442.3655	SSBP2	566.8842
SSBP3	390.2439	SSBP3	745.5139
SSBP4	640.1604	SSBP4	1163.1321
SSB	1400.4243	SSB	2213.7561
SSC5D	229.2015	SSC5D	381.3214
SSFA2	994.9883	SSFA2	1451.876
SSH1	1061.4768	SSH1	579.5269
SSH2	534.2466	SSH2	271.2072
SSH3	6556.6321	SSH3	1944.5351
SSNA1	1558.6368	SSNA1	1512.6427
SSPN	189.7761	SSPN	1213.7031
SSPO	13.6986	SSPO	53.8336
SSR1	2499.8329	SSR1	2441.2724
SSR2	4227.1968	SSR2	7331.9739
SSR3	2026.3949	SSR3	3338.4992
SSR4	2074.8413	SSR4	4632.137
SSRP1	2147.6779	SSRP1	3495.106
SSSCA1	307.3839	SSSCA1	716.1501
SSTR1	5.6799	SSTR1	30.5873
SSTR2	27.3973	SSTR2	11.0114
SSTR5	8.6869	removed	removed
SSU72	1444.7043	SSU72	3599.9184
SSX2IP	333.1106	SSX2IP	241.0277
ST13	4512.5292	ST13	5482.4633
ST14	1475.4427	ST14	5219.0049
ST20	90.0401	ST20	83.1852
ST3GAL1	8390.2439	ST3GAL1	933.5237
ST3GAL2	382.5593	ST3GAL2	491.4356
ST3GAL3	173.0705	ST3GAL3	455.9543
ST3GAL4	754.7611	ST3GAL4	640.7015
ST3GAL5	66.8226	ST3GAL5	233.6868
ST3GAL6	35.7501	ST3GAL6	149.2659
ST5	429.6692	ST5	2899.2659
ST6GAL1	242.2319	ST6GAL1	1130.9135
ST6GAL2	72.1684	ST6GAL2	62.8059
removed	removed	ST6GALNAC1	33.4421
ST6GALNAC2	3031.7407	ST6GALNAC2	1272.8385
ST6GALNAC3	55.4627	ST6GALNAC3	46.4927
ST6GALNAC4	102.5727	ST6GALNAC4	558.7276
removed	removed	ST6GALNAC5	252.8548
ST6GALNAC6	1380.5546	ST6GALNAC6	2859.2985
ST7L	223.8557	ST7L	263.4584
ST7OT1	10.9054	ST7OT1	95.677
ST7	326.8727	ST7	508.3116
ST8SIA1	17.3739	ST8SIA1	285.8891
removed	removed	ST8SIA2	121.5334
ST8SIA4	184.4303	ST8SIA4	117.4551
ST8SIA6	104.2432	ST8SIA6	30.1794
STAB1	707.3171	STAB1	1597.5408
removed	removed	STAB2	69.3312
STAC2	81.1894	STAC2	13356.4437
STAC3	34.5139	STAC3	66.8842
STAC	6.6823	STAC	88.4992
STAG1	684.6041	STAG1	338.5114
STAG2	2714.3334	STAG2	1293.23
STAG3L1	29.7361	STAG3L1	51.7945
STAG3L2	122.2853	STAG3L2	76.6721
STAG3L3	325.8336	STAG3L3	159.7471
STAG3L4	221.1828	STAG3L4	146.0033
STAG3	12.1751	STAG3	19.686
STAM2	897.4273	STAM2	566.4763
STAMBPL1	31.0725	STAMBPL1	94.6166
STAMBP	694.2867	STAMBP	537.1126
STAM	519.2115	STAM	291.5987
STAP2	1530.5713	STAP2	1179.0375
STARD10	11697.6278	STARD10	3662.3165
STARD13	489.4754	STARD13	411.093
STARD3NL	605.4126	STARD3NL	558.3197
STARD3	2125.9606	STARD3	1282.6264
STARD4	17.708	STARD4	12.2349
STARD5	62.4791	STARD5	134.9918
STARD7	2167.3171	STARD7	3286.8434
STARD8	210.4911	STARD8	241.8434
STAR	6.6823	STAR	17.9445
STAT1	2386.5687	STAT1	1482.0555
STAT2	1940.1938	STAT2	1536.7047
STAT3	4721.6839	STAT3	5684.3393
STAT4	10.0234	STAT4	55.4649
STAT5A	886.4016	STAT5A	2469.8206
STAT5B	3013.6986	STAT5B	2468.5971
STAT6	4459.7394	STAT6	4130.5057
STAU1	3140.3274	STAU1	2103.9967
STAU2	1864.3502	STAU2	411.093
STBD1	671.861	STBD1	1036.9861
STC1	1732.0414	STC1	1035.0734
STC2	31348.1457	STC2	16266.3132
STEAP1	22.3856	STEAP1	270.7993
STEAP2	36.4183	STEAP2	529.3638
STEAP3	155.3625	STEAP3	1798.124
STEAP4	9408.6201	STEAP4	723.8989
STIL	141.998	STIL	33.8499
STIM1	3221.851	STIM1	1938.0098
STIM2	355.8303	STIM2	445.7586
STIP1	3648.1791	STIP1	2630.5057
STK10	726.3615	STK10	644.7798
STK11IP	628.4664	STK11IP	651.7129
STK11	1076.5119	STK11	1735.7259
STK16	624.123	STK16	971.8597
STK17A	227.5309	STK17A	780.5873
STK17B	382.2252	STK17B	498.3687
STK19	339.696	STK19	609.5473
STK24	3244.2366	STK24	2421.6966
STK25	1304.3769	STK25	2427.814
removed	removed	STK31	8.9723
STK32B	690.2773	STK32B	286.7047
STK32C	151.6873	STK32C	188.4176
STK35	1479.7862	STK35	707.1778
STK36	584.0294	STK36	364.6003
STK38L	572.0013	STK38L	560.7667
STK38	688.6067	STK38	1035.0734
STK39	184.0962	STK39	544.0457
STK3	716.004	STK3	377.6509
STK40	920.147	STK40	2250.8157
STK4	1160.3742	STK4	438.0098
STMN1	1934.848	STMN1	1356.4437
STMN2	10.3575	STMN2	20.3915
STMN3	4037.4206	STMN3	2373.1648
removed	removed	STMN4	13.0506
STOML1	331.44	STOML1	390.2936
STOML2	1164.3836	STOML2	2349.5106
STOM	4993.6519	STOM	6130.9135
STON1	120.6148	STON1	230.4241
STON2	114.6007	STON2	255.3018
STOX1	170.0635	STOX1	132.5449
STOX2	10.6916	STOX2	7.3409
STRA13	1288.6736	STRA13	776.1011
STRA6	277.982	STRA6	213.7031
STRADA	550.9522	STRADA	670.0653
STRADB	113.5984	STRADB	255.3018
STRAP	970.9322	STRAP	2247.553
STRBP	2141.3298	STRBP	555.0571
STRC	19.7127	STRC	19.5759
STRN3	804.5306	STRN3	386.2153
STRN4	1700.3007	STRN4	2226.3458
STRN	205.8136	STRN	39.1517
STS	530.2372	STS	340.9462
STT3A	2097.2269	STT3A	2607.2594
STT3B	1631.4734	STT3B	522.4307
STUB1	2765.2489	STUB1	3354.4086
STX10	673.5717	STX10	562.8059
STX11	46.4417	STX11	256.1175
STX12	1309.0545	STX12	1418.4339
STX16	2138.3228	STX16	1394.3719
STX17	621.7842	STX17	525.6933
STX18	790.8453	STX18	730.832
removed	removed	STX19	46.0848
STX1A	129.3017	STX1A	140.7015
STX1B	22.7197	STX1B	68.5155
STX2	231.5403	STX2	162.3165
STX3	663.2142	STX3	703.0995
STX4	811.8944	STX4	1139.478
STX5	863.3478	STX5	1615.416
STX6	1000.4678	STX6	718.8336
STX7	1643.1674	STX7	1118.6786
STX8	314.7344	STX8	450.6525
STXBP1	1203.8089	STXBP1	783.0343
STXBP2	4419.98	STXBP2	2537.9282
STXBP3	852.3221	STXBP3	756.9331
STXBP4	156.699	STXBP4	63.2137
STXBP5	208.8072	STXBP5	170.0449
STXBP6	5.3458	STXBP6	38.3361
STYK1	19.0444	STYK1	91.7618
STYXL1	1250.5847	STYXL1	888.6623
STYX	564.3167	STYX	301.3866
SUB1	8110.9255	SUB1	3656.6069
SUCLA2	1618.2225	SUCLA2	782.8874
SUCLG1	939.5256	SUCLG1	2431.0767
SUCLG2	1190.1103	SUCLG2	1071.7781
SUCNR1	9.021	removed	removed
SUDS3	3405.6131	SUDS3	1015.0897
SUFU	667.2235	SUFU	569.739
SUGT1L1	75.1788	SUGT1L1	59.4861
SUGT1	497.16	SUGT1	594.2088
SULF1	1447.0431	SULF1	667.6183
SULF2	2993.986	SULF2	2957.1778
SULT1A1	399.5991	SULT1A1	714.9266
SULT1A2	11.694	SULT1A2	39.5595
SULT1A3	704.0862	SULT1A3	807.81
SULT1C2	10.3575	SULT1C2	15.9054
SULT1C4	25.7267	SULT1C4	41.5987
SULT2B1	340.4611	SULT2B1	454.7308
removed	removed	SULT4A1	13.8662
SUMF1	1189.1079	SUMF1	1158.646
SUMF2	2985.299	SUMF2	3773.6542
SUMO1P3	104.2432	SUMO1P3	164.7635
SUMO1	1276.3114	SUMO1	2098.2871
SUMO2	3804.878	SUMO2	3429.4454
SUMO3	2697.2937	SUMO3	2586.8679
SUN1	3016.3715	SUN1	2122.7365
SUN2	2319.0778	SUN2	6702.6917
SUOX	923.8223	SUOX	894.7798
SUPT16H	4954.8948	SUPT16H	2163.9478
SUPT3H	44.437	SUPT3H	135.8075
SUPT4H1	2067.1367	SUPT4H1	1464.0742
SUPT5H	2415.6365	SUPT5H	3232.0555
SUPT6H	3940.5279	SUPT6H	2712.4796
SUPT7L	611.0925	SUPT7L	800.1631
SUPV3L1	490.1437	SUPV3L1	573.4095
SURF1	1125.2923	SURF1	1340.5383
SURF2	290.01	SURF2	535.8891
SURF4	5170.3976	SURF4	4820.1468
SURF6	955.563	SURF6	961.2561
SUSD1	201.8042	SUSD1	230.4241
SUSD2	369.863	SUSD2	808.7276
SUSD3	2651.8543	SUSD3	1865.8238
SUSD4	97.2269	SUSD4	462.8874
SUSD5	19.3785	SUSD5	27.3246
SUV39H1	318.0755	SUV39H1	302.6101
SUV39H2	127.9653	SUV39H2	111.7455
SUV420H1	1916.8059	SUV420H1	800.1631
SUV420H2	751.7541	SUV420H2	308.3197
SUZ12P	242.2319	SUZ12P	127.6509
SUZ12	1977.9485	SUZ12	466.5579
SV2A	27.0631	SV2A	194.1272
SV2B	23.722	SV2B	33.8499
SVEP1	466.8994	SVEP1	1377.7447
SVIL	860.0835	SVIL	2181.8964
SVIP	610.7584	SVIP	366.2316
removed	removed	SVOPL	19.168
SWAP70	1339.1246	SWAP70	1334.0131
SYAP1	1952.2219	SYAP1	955.9543
SYBU	702.3054	SYBU	646.0033
SYCE1L	9.3552	SYCE1L	94.6166
removed	removed	SYCE1	5.2529
SYCE2	11.3598	SYCE2	6.9331
SYCP2	207.15	SYCP2	108.8907
SYDE1	244.9048	SYDE1	520.3915
SYDE2	200.4678	SYDE2	46.9005
SYF2	911.126	SYF2	1653.752
SYK	581.3565	SYK	701.4682
SYMPK	1675.5763	SYMPK	2305.0571
SYN1	7.0164	SYN1	17.1289
SYN2	9.021	SYN2	279.7716
SYN3	28.7337	SYN3	6.5253
SYNCRIP	3392.2486	SYNCRIP	2582.7896
SYNC	115.7634	SYNC	766.6599
SYNE1	489.4754	SYNE1	925.7749
SYNE2	2178.0822	SYNE2	1774.062
SYNGAP1	385.9004	SYNGAP1	298.5318
SYNGR1	1641.1126	SYNGR1	1493.2015
SYNGR2	4879.0511	SYNGR2	5561.9902
SYNGR3	48.4464	SYNGR3	17.9445
SYNJ1	325.7601	SYNJ1	107.6672
SYNJ2BP	2731.3732	SYNJ2BP	749.5922
SYNJ2	1756.4317	SYNJ2	264.6819
SYNM	570.6649	SYNM	15182.708
SYNPO2L	21.0491	SYNPO2L	48.9396
SYNPO2	398.2626	SYNPO2	1582.7896
