gene_id	TCGA-BH-A0DQ-01A-11R-A084-07	gene_id	TCGA-BH-A0DQ-11A-12R-A089-07
TBKBP1	196.1586	TBKBP1	273.5911
TBL1XR1	3586.0237	TBL1XR1	3647.2039
TBL1X	804.6588	TBL1X	1496.4822
TBL2	984.4708	TBL2	830.3474
TBL3	1176.9514	TBL3	657.1408
TBPL1	217.4091	TBPL1	254.4426
TBP	252.9628	TBP	280.5541
TBRG1	508.9375	TBRG1	900.6978
TBRG4	728.2387	TBRG4	583.4482
TBX15	317.123	TBX15	294.4803
TBX18	129.955	TBX18	391.6733
TBX19	35.1451	TBX19	89.6497
TBX1	22.4765	TBX1	104.7363
TBX21	8.9906	TBX21	21.7596
removed	removed	TBX22	5.2223
TBX2	253.3715	TBX2	146.5148
TBX3	3324.479	TBX3	3032.1317
TBX5	130.3637	TBX5	57.7355
TBX6	10.2166	TBX6	20.8892
TBXA2R	95.6273	TBXA2R	44.0995
TBXAS1	210.8705	TBXAS1	167.4041
TC2N	2144.6669	TC2N	3221.5856
TCAP	5.7213	TCAP	9.8644
TCEA1	1404.577	TCEA1	1454.7037
TCEA2	317.9403	TCEA2	345.5429
TCEA3	1225.5823	TCEA3	862.8418
TCEAL1	598.6923	TCEAL1	460.1436
TCEAL2	8.9906	TCEAL2	23.5004
TCEAL3	1590.9277	TCEAL3	581.1271
TCEAL4	5274.622	TCEAL4	1959.237
TCEAL5	28.1978	TCEAL5	86.1681
TCEAL6	71.5161	TCEAL6	27.2721
TCEAL7	70.6988	TCEAL7	174.6573
TCEAL8	1175.7254	TCEAL8	1057.2278
TCEANC	51.4916	TCEANC	88.7793
TCEB1	607.2742	TCEB1	376.0064
TCEB2	2371.4753	TCEB2	756.3647
TCEB3	1398.0875	TCEB3	1472.3986
TCERG1	778.0956	TCERG1	958.5842
TCF12	1790.3555	TCF12	2403.1334
TCF15	20.0245	TCF15	15.0867
TCF19	492.8484	TCF19	291.2889
TCF20	642.4193	TCF20	1438.1664
TCF25	1969.3502	TCF25	2130.1226
TCF3	1474.4585	TCF3	1168.9273
TCF4	3221.9044	TCF4	2151.302
TCF7L1	359.2154	TCF7L1	757.2351
TCF7L2	354.7201	TCF7L2	1159.6431
TCF7	212.9138	TCF7	575.0345
TCFL5	348.5901	TCFL5	357.7283
TCHH	15.1206	removed	removed
TCHP	431.9575	TCHP	410.2415
TCIRG1	981.6101	TCIRG1	509.1753
removed	removed	TCL1A	6.673
TCL1B	7.3559	removed	removed
TCN1	5485.9011	TCN1	1008.7764
TCN2	562.3212	TCN2	523.1015
TCOF1	1033.9191	TCOF1	851.8169
TCP10L	61.177	TCP10L	20.6455
TCP11L1	192.64	TCP11L1	185.7228
TCP11L2	198.6105	TCP11L2	340.0305
TCP1	4097.2088	TCP1	3511.0234
TCTA	798.9375	TCTA	879.9594
TCTE3	34.7364	TCTE3	72.5321
TCTEX1D1	8.1733	TCTEX1D1	9.2841
TCTEX1D2	194.5198	TCTEX1D2	87.6188
TCTEX1D4	11.4426	removed	removed
TCTN1	766.5713	TCTN1	857.0218
TCTN2	568.0425	TCTN2	652.2086
TCTN3	1281.9779	TCTN3	1591.3542
TDG	615.0388	TDG	368.1729
TDO2	53.1263	removed	removed
TDP1	474.4585	TDP1	425.6183
TDP2	1152.0229	TDP2	952.7816
TDRD10	6.5386	TDRD10	32.4944
TDRD1	258.6841	TDRD1	46.1304
TDRD3	416.4283	TDRD3	503.0826
TDRD5	292.6032	TDRD5	317.6906
removed	removed	TDRD6	37.7167
TDRD7	782.5909	TDRD7	483.3539
TDRD9	8.1733	TDRD9	15.3768
TDRKH	250.1022	TDRKH	284.3258
TEAD1	2129.955	TEAD1	2629.4335
TEAD2	1617.0821	TEAD2	910.1327
TEAD3	948.0997	TEAD3	773.7724
TEAD4	249.2848	TEAD4	117.502
TECPR1	279.1173	TECPR1	349.8948
TECPR2	848.3858	TECPR2	1046.7832
TECR	2190.0286	TECR	1743.0913
removed	removed	TECTA	23.2103
TEC	42.0924	TEC	46.1304
TEF	734.3686	TEF	1919.4894
removed	removed	TEKT2	18.8583
TEKT3	12.6686	TEKT3	5.5124
TEKT4	9.8079	removed	removed
TEK	619.1255	TEK	420.9763
TELO2	586.0237	TELO2	492.0577
TENC1	3171.2301	TENC1	2034.946
TEP1	653.4532	TEP1	911.8735
TERF1	646.0973	TERF1	630.7391
TERF2IP	2003.2693	TERF2IP	1750.3445
TERF2	623.6208	TERF2	729.963
TESC	27.7891	TESC	179.0092
TESK1	720.8827	TESK1	582.5778
TESK2	301.5938	TESK2	414.5935
TES	1108.6432	TES	1760.3975
TET1	70.6988	TET1	184.8118
TET2	467.1026	TET2	1144.8466
TET3	563.5472	TET3	870.6753
TEX10	449.1214	TEX10	474.9402
removed	removed	TEX14	11.6051
TEX261	2652.6359	TEX261	2749.2565
TEX264	1372.2926	TEX264	877.9285
TEX2	1380.4659	TEX2	2479.4372
TEX9	161.0135	TEX9	195.8367
TFAM	521.0462	TFAM	790.0196
TFAP2A	2134.4503	TFAP2A	2124.5927
TFAP2B	193.2979	TFAP2B	1306.7382
TFAP2C	2165.1001	TFAP2C	1593.0949
TFAP2E	13.8946	TFAP2E	16.8013
TFAP4	246.8329	TFAP4	243.4177
TFB1M	125.4597	TFB1M	186.8427
TFB2M	351.0421	TFB2M	358.5987
TFCP2L1	219.8611	TFCP2L1	2121.999
TFCP2	912.9546	TFCP2	866.0332
TFDP1	888.8435	TFDP1	1373.4678
TFDP2	278.3	TFDP2	371.3643
TFE3	1545.1573	TFE3	1146.0071
TFEB	295.8725	TFEB	232.9731
TFEC	104.2092	TFEC	82.1063
TFF1	5564.3645	TFF1	2042.5038
removed	removed	TFF2	34.5253
TFF3	11629.3421	TFF3	5764.2707
TFG	2865.5497	TFG	1637.7747
TFIP11	725.9052	TFIP11	995.3086
TFPI2	265.6314	TFPI2	11466.1638
TFPI	683.6943	TFPI	1179.662
TFPT	396.7389	TFPT	212.8904
TFR2	11.8512	TFR2	8.4137
TFRC	1680.425	TFRC	1545.5139
TF	223.1304	TF	2936.6795
TGDS	129.955	TGDS	265.7576
TGFA	136.085	TGFA	388.1918
TGFB1I1	1129.5464	TGFB1I1	671.3571
TGFB1	2203.1058	TGFB1	501.9221
TGFB2	252.9628	TGFB2	452.02
TGFB3	2605.6396	TGFB3	1179.662
TGFBI	3991.4181	TGFBI	1793.2835
TGFBR1	1704.5362	TGFBR1	1784.5797
TGFBR2	4027.7891	TGFBR2	5092.3334
TGFBR3	968.5329	TGFBR3	5529.5568
TGFBRAP1	267.266	TGFBRAP1	408.7909
TGIF1	1757.6624	TGIF1	1304.7073
TGIF2	619.4197	TGIF2	598.5058
TGM1	10.2166	TGM1	23.5004
TGM2	1536.5754	TGM2	1547.8349
removed	removed	TGM3	6.673
removed	removed	TGM5	27.2721
TGOLN2	6492.8484	TGOLN2	10277.7979
TGS1	476.0932	TGS1	595.6336
TH1L	2506.743	TH1L	1636.9043
THADA	762.5664	THADA	1025.3137
THAP10	75.6028	THAP10	70.2111
THAP11	653.8619	THAP11	657.721
THAP1	226.3997	THAP1	270.6898
THAP2	134.4503	THAP2	194.0959
THAP3	284.7732	THAP3	242.498
THAP4	808.3367	THAP4	728.2222
THAP5	720.8827	THAP5	828.8968
THAP6	237.4336	THAP6	429.0999
THAP7	201.0625	THAP7	209.4727
THAP8	146.3016	THAP8	90.5201
THAP9	145.4843	THAP9	169.7251
THBD	793.2162	THBD	692.8266
THBS1	16324.8876	THBS1	5073.1849
THBS2	14481.4058	THBS2	2090.375
THBS3	714.3686	THBS3	620.8167
THBS4	3540.2534	THBS4	1885.8316
THEM4	247.2415	THEM4	257.3439
THEMIS	20.8418	THEMIS	54.5441
THG1L	187.168	THG1L	213.8246
THNSL1	53.5349	THNSL1	308.9867
THNSL2	969.7589	THNSL2	1317.1829
THOC1	556.1913	THOC1	445.0569
THOC2	1494.0744	THOC2	1728.875
THOC3	857.785	THOC3	518.7495
THOC4	711.0748	THOC4	514.9779
THOC5	423.3756	THOC5	545.7315
THOC6	642.5582	THOC6	275.2999
THOC7	775.235	THOC7	802.205
THOP1	796.0768	THOP1	470.2981
THPO	55.9869	THPO	6.673
THRAP3	3689.8243	THRAP3	4711.6849
THRA	884.9571	THRA	1388.8591
THRB	411.933	THRB	1592.2246
THRSP	277.4826	THRSP	319.1412
THSD1P1	76.085	THSD1P1	179.72
THSD1	243.5635	THSD1	275.9121
THSD4	2450.3474	THSD4	5786.6106
THSD7A	98.0793	THSD7A	110.5389
THSD7B	36.3711	THSD7B	87.9089
THTPA	399.2644	THTPA	342.0614
THUMPD1	1813.6494	THUMPD1	3108.7256
THUMPD2	148.3449	THUMPD2	192.9354
THUMPD3	987.3314	THUMPD3	914.1945
THY1	9000	THY1	1664.7567
THYN1	459.338	THYN1	704.7218
TH	5.3126	removed	removed
TIA1	1136.4937	TIA1	1990.861
TIAF1	379.5627	TIAF1	191.6066
TIAL1	1276.2566	TIAL1	1546.0941
TIAM1	768.2877	TIAM1	657.721
TIAM2	53.159	TIAM2	128.8286
TICAM1	502.6563	TICAM1	317.9807
TICAM2	145.0715	TICAM2	163.3017
TIE1	1501.839	TIE1	820.1929
removed	removed	TIFAB	6.673
TIFA	358.398	TIFA	815.5509
TIGD1	69.8815	TIGD1	115.181
TIGD2	167.9608	TIGD2	263.1464
TIGD3	21.6592	TIGD3	8.1236
TIGD4	16.3465	TIGD4	17.6978
TIGD5	164.2828	TIGD5	132.5887
TIGD6	211.2791	TIGD6	251.8314
TIGD7	375.3045	TIGD7	320.8037
TIGIT	27.3805	TIGIT	24.6609
TIMD4	7.3559	removed	removed
TIMELESS	1803.8414	TIMELESS	464.4955
TIMM10	440.1308	TIMM10	245.1585
TIMM13	776.0523	TIMM13	624.9365
TIMM16	144.765	TIMM16	73.1617
TIMM17A	1304.4544	TIMM17A	738.0866
TIMM17B	1046.5877	TIMM17B	326.9747
TIMM22	569.6772	TIMM22	408.7909
TIMM44	468.7372	TIMM44	356.5678
TIMM50	606.8655	TIMM50	466.5264
TIMM8A	92.7667	TIMM8A	108.508
TIMM8B	331.4262	TIMM8B	373.9755
TIMM9	380.4659	TIMM9	512.0766
TIMP1	10398.4471	TIMP1	3791.6878
TIMP2	18111.5652	TIMP2	8914.7748
TIMP3	41852.0638	TIMP3	13721.0416
TIMP4	340.4168	TIMP4	74.563
TINAGL1	601.1443	TINAGL1	1411.7647
TINF2	1568.4512	TINF2	1159.353
TIPARP	1084.9898	TIPARP	1085.3035
TIPIN	104.6179	TIPIN	65.2789
TIPRL	879.8529	TIPRL	1005.8751
TIRAP	136.085	TIRAP	275.0417
TJAP1	536.9841	TJAP1	501.632
TJP1	2398.0384	TJP1	2778.8496
TJP2	1239.0682	TJP2	1621.5275
TJP3	1626.4814	TJP3	867.774
TK1	729.4647	TK1	186.2624
TK2	1130.3637	TK2	958.0039
TKT	2512.4642	TKT	2321.3172
TLCD1	174.0907	TLCD1	53.3836
TLE1	974.6629	TLE1	668.1657
TLE2	523.9068	TLE2	694.8575
TLE3	2674.7037	TLE3	1831.5805
TLE4	310.1757	TLE4	512.947
TLE6	18.7985	TLE6	22.0498
TLK1	1413.159	TLK1	1941.8293
TLK2	660.4005	TLK2	719.2283
TLL1	98.4879	TLL1	153.4779
TLL2	31.4671	removed	removed
TLN1	7480.5885	TLN1	8510.9161
TLN2	1020.4332	TLN2	1213.3169
TLR10	12.2599	TLR10	56.575
TLR1	130.7724	TLR1	241.0967
TLR2	278.7086	TLR2	418.6553
TLR3	90.7233	TLR3	242.8375
TLR4	535.7581	TLR4	455.7917
TLR5	254.1888	TLR5	427.9394
TLR6	20.0245	TLR6	35.9759
TLR7	160.1962	TLR7	120.6934
TLR8	35.1451	TLR8	37.1364
TLR9	16.5304	TLR9	21.6987
TM2D1	346.9555	TM2D1	393.124
TM2D2	1258.6841	TM2D2	996.0107
TM2D3	735.1859	TM2D3	831.7981
TM4SF18	157.3355	TM4SF18	960.6151
TM4SF19	12.5746	removed	removed
TM4SF1	4451.5734	TM4SF1	4356.8579
TM6SF1	148.7536	TM6SF1	119.823
TM6SF2	24.1112	removed	removed
TM7SF2	289.3339	TM7SF2	230.6521
TM7SF3	1106.2526	TM7SF3	1439.0368
TM7SF4	16.7552	removed	removed
TM9SF1	2240.1798	TM9SF1	2064.5362
TM9SF2	2668.1651	TM9SF2	6639.8781
TM9SF3	4932.5705	TM9SF3	6923.9138
TM9SF4	2362.076	TM9SF4	2058.1707
TMBIM1	3401.7164	TMBIM1	2864.4375
TMBIM4	2540.0613	TMBIM4	1495.0722
TMBIM6	38405.3944	TMBIM6	26238.9207
removed	removed	TMC3	40.9081
TMC4	1977.5235	TMC4	1689.7077
TMC5	242.3376	TMC5	452.6003
TMC6	445.8521	TMC6	416.9145
TMC7	93.9926	TMC7	49.3218
TMC8	159.3788	TMC8	184.2315
TMCC1	783.4083	TMCC1	1017.4802
TMCC2	50.6743	TMCC2	49.0317
TMCC3	241.9289	TMCC3	318.8511
TMCO1	2218.6351	TMCO1	2280.6992
TMCO3	899.8774	TMCO3	1926.7426
TMCO4	467.9199	TMCO4	637.9923
TMCO6	145.0756	TMCO6	207.1517
TMCO7	268.9007	TMCO7	282.0048
TMED10P1	41.6837	TMED10P1	68.7604
TMED10	7389.8651	TMED10	10644.2301
TMED1	610.47	TMED1	492.6351
TMED2	8478.5452	TMED2	7080.293
TMED3	1979.5668	TMED3	2242.1121
TMED4	897.8341	TMED4	1213.8971
TMED5	1200.2452	TMED5	1513.5911
TMED6	5.3126	TMED6	89.3595
TMED7-TICAM2	77.9403	TMED7-TICAM2	44.1807
TMED7	2735.7131	TMED7	3129.287
TMED8	877.8096	TMED8	522.2311
TMED9	3798.5288	TMED9	2857.7646
TMEFF1	101.2955	TMEFF1	63.7876
TMEM100	94.4013	TMEM100	128.2367
TMEM101	870.045	TMEM101	1402.1905
TMEM102	196.1586	TMEM102	182.7809
TMEM104	498.5697	TMEM104	378.9077
TMEM105	23.2938	TMEM105	5.5124
TMEM106A	115.6518	TMEM106A	144.7741
TMEM106B	1647.7319	TMEM106B	2073.2574
TMEM106C	2348.5901	TMEM106C	899.398
TMEM107	203.1058	TMEM107	267.7885
TMEM108	21.2505	TMEM108	83.2668
TMEM109	2986.5141	TMEM109	2562.1237
TMEM110	196.2566	TMEM110	228.0409
TMEM111	1261.1361	TMEM111	998.6219
TMEM115	1311.8104	TMEM115	1040.9806
TMEM116	289.3339	TMEM116	309.567
TMEM117	99.7139	TMEM117	111.1192
TMEM119	1099.3053	TMEM119	808.2977
TMEM11	403.7597	TMEM11	351.0553
TMEM120A	681.651	TMEM120A	424.1677
TMEM120B	655.8235	TMEM120B	364.9177
TMEM121	140.5803	TMEM121	42.939
TMEM123	2993.0527	TMEM123	6758.2505
TMEM125	600.3269	TMEM125	440.4149
TMEM126A	248.4675	TMEM126A	201.059
TMEM126B	499.7957	TMEM126B	501.9221
TMEM127	3379.6485	TMEM127	2354.3918
TMEM128	476.5018	TMEM128	636.2515
TMEM129	792.8075	TMEM129	831.5079
TMEM130	21.2505	TMEM130	527.4534
TMEM131	1170.8214	TMEM131	1931.9649
TMEM132A	2103.2325	TMEM132A	554.7255
TMEM132B	20.0245	TMEM132B	5.5124
TMEM132C	84.1847	TMEM132C	98.6436
TMEM132E	13.0772	TMEM132E	6.673
TMEM133	87.454	TMEM133	136.0702
TMEM134	427.4622	TMEM134	351.6356
TMEM135	705.3535	TMEM135	718.648
TMEM136	124.2338	TMEM136	235.8744
TMEM138	499.7957	TMEM138	393.7042
TMEM139	402.9424	TMEM139	300.8631
TMEM140	510.3228	TMEM140	626.5061
TMEM141	1434.8181	TMEM141	611.5906
TMEM143	97.262	TMEM143	94.5819
TMEM144	432.3662	TMEM144	689.345
TMEM145	13.4859	removed	removed
TMEM147	1149.9796	TMEM147	783.0565
TMEM149	132.9751	TMEM149	61.3418
TMEM14A	930.1185	TMEM14A	423.2973
TMEM14B	1218.6351	TMEM14B	679.1847
TMEM14C	2400.8991	TMEM14C	1544.3534
TMEM150A	394.7691	TMEM150A	258.2143
TMEM150B	5.3126	removed	removed
TMEM150C	888.8435	TMEM150C	476.9711
TMEM151B	5.3249	TMEM151B	26.4336
TMEM154	126.2771	TMEM154	209.4727
TMEM156	7.7646	TMEM156	61.5072
TMEM158	286.8819	TMEM158	90.2299
TMEM159	522.2722	TMEM159	1000.9429
TMEM160	111.1565	TMEM160	72.8222
TMEM161A	352.6767	TMEM161A	326.1043
TMEM161B	163.8741	TMEM161B	253.5722
TMEM163	33.5104	TMEM163	56.2849
TMEM164	1786.2689	TMEM164	1116.1239
TMEM165	1223.1304	TMEM165	1132.9513
TMEM167A	2255.0061	TMEM167A	2162.3268
TMEM167B	1581.5284	TMEM167B	1915.1374
TMEM168	496.935	TMEM168	1027.9249
TMEM169	31.0584	TMEM169	20.0189
TMEM170A	312.6277	TMEM170A	737.2162
TMEM170B	215.3658	TMEM170B	275.9121
TMEM171	8.1733	removed	removed
TMEM173	970.5762	TMEM173	564.0096
TMEM175	353.4941	TMEM175	323.203
TMEM176A	521.4548	TMEM176A	493.7985
TMEM176B	1183.49	TMEM176B	996.8811
TMEM177	159.7875	TMEM177	124.4651
TMEM178	35.9624	TMEM178	108.508
TMEM179B	1263.5881	TMEM179B	991.3687
TMEM17	49.0396	TMEM17	52.8034
TMEM180	71.1075	TMEM180	39.7476
TMEM181	1363.7107	TMEM181	2390.6579
TMEM182	156.1095	TMEM182	127.6565
TMEM183A	1636.698	TMEM183A	1096.3952
TMEM184A	249.1827	TMEM184A	330.1458
TMEM184B	1769.0315	TMEM184B	1444.8393
TMEM184C	523.9068	TMEM184C	794.6616
TMEM185A	829.1786	TMEM185A	564.88
TMEM185B	503.4736	TMEM185B	583.7383
TMEM186	258.6841	TMEM186	233.2632
TMEM187	272.5787	TMEM187	166.2436
TMEM188	221.087	TMEM188	306.3756
TMEM189-UBE2V1	9.2481	removed	removed
TMEM189	1201.083	TMEM189	360.9197
TMEM18	607.2742	TMEM18	667.0051
TMEM191A	16.7552	TMEM191A	20.309
TMEM192	566.8165	TMEM192	797.5629
TMEM194A	895.7908	TMEM194A	600.2756
TMEM194B	71.5161	TMEM194B	110.5389
TMEM198	29.0151	TMEM198	46.4205
TMEM199	510.8296	TMEM199	455.5016
TMEM19	1031.8758	TMEM19	704.4317
TMEM200A	401.3077	TMEM200A	244.5782
TMEM200B	123.3265	TMEM200B	89.6874
TMEM200C	15.9379	TMEM200C	60.3467
TMEM201	275.0306	TMEM201	298.8322
TMEM203	1106.2526	TMEM203	736.9261
TMEM204	818.5533	TMEM204	263.4366
TMEM205	1290.5599	TMEM205	825.7054
TMEM206	275.0306	TMEM206	124.1749
TMEM208	791.5815	TMEM208	348.7343
TMEM209	783.4083	TMEM209	682.9622
TMEM20	60.4822	TMEM20	62.3776
removed	removed	TMEM213	43.232
TMEM214	2364.1193	TMEM214	2181.1852
TMEM215	17.5725	removed	removed
TMEM216	266.04	TMEM216	313.6288
TMEM217	29.3421	TMEM217	13.227
TMEM218	212.9138	TMEM218	328.7155
TMEM219	2096.4446	TMEM219	1721.9119
TMEM220	85.4107	TMEM220	193.8058
TMEM222	982.8361	TMEM222	696.5982
TMEM223	324.0703	TMEM223	212.374
TMEM229B	1224.3564	TMEM229B	611.8808
TMEM22	89.0887	TMEM22	62.3776
TMEM231	114.81	TMEM231	326.9051
removed	removed	TMEM232	38.5871
TMEM233	23.7025	TMEM233	5.5124
TMEM25	1078.4634	TMEM25	1463.4076
TMEM26	593.5962	TMEM26	1605.2774
TMEM27	14.7119	TMEM27	32.4944
TMEM2	2446.2607	TMEM2	1648.5095
TMEM30A	3250.9195	TMEM30A	5191.8474
TMEM30B	1380.0572	TMEM30B	1967.0704
TMEM33	1795.6682	TMEM33	1751.505
TMEM35	46.179	TMEM35	27.2721
TMEM37	369.432	TMEM37	149.9964
TMEM38A	45.7703	TMEM38A	60.6368
TMEM38B	175.3167	TMEM38B	154.3483
TMEM39A	487.1271	TMEM39A	760.4265
TMEM39B	281.5693	TMEM39B	255.0228
TMEM40	58.4389	TMEM40	9.2841
TMEM41A	1008.5819	TMEM41A	566.0405
TMEM41B	865.5497	TMEM41B	774.6428
TMEM42	162.2395	TMEM42	180.4599
TMEM43	2417.6543	TMEM43	2785.8127
TMEM44	411.1157	TMEM44	212.0838
TMEM45A	537.8014	TMEM45A	250.9611
TMEM45B	96.036	TMEM45B	79.7853
TMEM47	1638.7413	TMEM47	940.016
TMEM48	323.253	TMEM48	413.7231
TMEM49	2013.4859	TMEM49	1591.9344
TMEM50A	3489.5791	TMEM50A	3262.4937
TMEM50B	1220.6784	TMEM50B	1222.0207
TMEM51	336.7389	TMEM51	198.7379
TMEM52	13.0772	TMEM52	10.1545
TMEM53	327.5603	TMEM53	176.5286
TMEM54	1367.3886	TMEM54	482.4835
TMEM55A	224.3564	TMEM55A	221.9482
TMEM55B	644.8713	TMEM55B	537.6079
TMEM56	112.3825	TMEM56	213.8246
TMEM57	1140.5803	TMEM57	1158.7728
TMEM59L	58.0302	TMEM59L	228.9113
TMEM59	5738.4553	TMEM59	7800.9719
TMEM5	344.0948	TMEM5	366.4321
TMEM60	348.5901	TMEM60	337.7094
TMEM61	6.13	TMEM61	37.4266
TMEM62	740.4986	TMEM62	754.0437
TMEM63A	978.3408	TMEM63A	1790.3822
TMEM63B	2588.067	TMEM63B	694.8575
TMEM63C	296.2812	TMEM63C	425.6183
TMEM64	359.2154	TMEM64	568.0714
TMEM65	465.0593	TMEM65	400.3772
TMEM66	7472.4152	TMEM66	9903.5323
TMEM67	163.8741	TMEM67	337.9996
TMEM68	308.5411	TMEM68	360.9197
TMEM69	586.4324	TMEM69	532.3856
TMEM70	459.7466	TMEM70	324.0734
TMEM71	17.9812	TMEM71	96.6128
TMEM79	343.6861	TMEM79	295.3507
TMEM80	217.8177	TMEM80	353.9566
TMEM81	51.9003	TMEM81	47.0008
TMEM84	82.9587	TMEM84	621.455
TMEM85	1418.7863	TMEM85	1096.7317
TMEM86A	716.7634	TMEM86A	336.0441
TMEM86B	40.8664	TMEM86B	26.4017
TMEM87A	2995.9134	TMEM87A	3937.6224
TMEM87B	1828.7699	TMEM87B	2165.8084
TMEM88	62.1169	TMEM88	66.4394
TMEM8A	2271.3527	TMEM8A	600.2756
TMEM8B	335.9215	TMEM8B	761.0067
removed	removed	TMEM90A	6.0927
TMEM90B	234.1643	removed	removed
TMEM91	89.0887	TMEM91	169.0201
TMEM92	7.7646	removed	removed
TMEM93	267.4622	TMEM93	196.9914
TMEM97	376.6081	TMEM97	365.6343
TMEM98	975.8888	TMEM98	2116.7767
TMEM99	386.1872	TMEM99	432.5814
TMEM9B	1683.2857	TMEM9B	1542.6126
TMEM9	3118.5125	TMEM9	1971.1322
TMF1	1306.4978	TMF1	1872.4886
removed	removed	TMIE	6.673
TMLHE	214.9571	TMLHE	316.2399
TMOD1	215.1287	TMOD1	294.2163
TMOD2	203.1058	TMOD2	516.4285
TMOD3	1850.4291	TMOD3	1676.3618
TMPO	2088.9048	TMPO	1424.4317
TMPPE	33.9191	TMPPE	57.1553
removed	removed	TMPRSS11D	6.673
TMPRSS13	74.7855	TMPRSS13	568.6516
TMPRSS2	196.9759	TMPRSS2	784.5071
TMPRSS3	1575.3984	TMPRSS3	792.0505
TMPRSS4	22.8852	TMPRSS4	21.4695
removed	removed	TMPRSS5	8.994
TMPRSS6	81.3241	TMPRSS6	34.8154
removed	removed	TMPRSS9	18.2781
TMSB10	16529.2195	TMSB10	7869.4422
removed	removed	TMSB15A	12.4755
TMSB15B	19.2072	TMSB15B	40.3278
TMSL3	24623.2121	TMSL3	14894.3207
TMTC1	470.7805	TMTC1	1227.5332
TMTC2	303.6371	TMTC2	652.2086
TMTC3	1092.358	TMTC3	837.0204
TMTC4	488.7617	TMTC4	558.7873
TMUB1	434.0008	TMUB1	321.1721
TMUB2	766.2444	TMUB2	896.7868
TMX1	1214.9571	TMX1	1259.7374
TMX2	1767.4704	TMX2	1706.8253
TMX3	859.011	TMX3	1306.4481
TMX4	520.6375	TMX4	1386.5235
TNC	5224.3564	TNC	3590.3387
TNFAIP1	1688.7781	TNFAIP1	1194.4992
TNFAIP2	714.3441	TNFAIP2	1077.8269
TNFAIP3	358.398	TNFAIP3	612.461
TNFAIP6	441.3568	TNFAIP6	83.8471
TNFAIP8L1	337.5562	TNFAIP8L1	144.1938
TNFAIP8L2	78.0548	TNFAIP8L2	47.5811
TNFAIP8L3	110.7479	TNFAIP8L3	65.569
TNFAIP8	302.4111	TNFAIP8	351.9257
TNFRSF10A	74.7855	TNFRSF10A	134.6196
TNFRSF10B	725.378	TNFRSF10B	944.9481
TNFRSF10C	85.002	TNFRSF10C	48.4514
TNFRSF10D	103.3919	TNFRSF10D	143.6135
TNFRSF11A	37.5971	TNFRSF11A	140.7123
TNFRSF11B	42.9097	TNFRSF11B	17.6978
TNFRSF12A	1481.4058	TNFRSF12A	167.6942
removed	removed	TNFRSF13B	13.9262
TNFRSF14	574.3645	TNFRSF14	805.5879
TNFRSF17	16.7552	TNFRSF17	69.9209
TNFRSF18	39.6404	TNFRSF18	22.3399
TNFRSF19	464.2419	TNFRSF19	336.2588
TNFRSF1A	2163.4655	TNFRSF1A	1959.5271
TNFRSF1B	671.0257	TNFRSF1B	561.9787
TNFRSF21	455.2513	TNFRSF21	1169.5075
TNFRSF25	79.6894	TNFRSF25	64.9888
TNFRSF4	111.9738	TNFRSF4	24.0807
TNFRSF6B	45.9256	TNFRSF6B	18.0054
TNFRSF8	14.3032	TNFRSF8	31.624
removed	removed	TNFRSF9	5.5124
TNFSF10	1788.3122	TNFSF10	3569.1594
TNFSF11	19.2072	TNFSF11	244.8684
TNFSF12-TNFSF13	28.774	TNFSF12-TNFSF13	185.9288
TNFSF12	729.0356	TNFSF12	686.4438
TNFSF13B	117.2865	TNFSF13B	23.2103
TNFSF13	989.2276	TNFSF13	906.4017
removed	removed	TNFSF14	6.3828
TNFSF15	8.1733	TNFSF15	21.1794
TNFSF4	427.8709	TNFSF4	30.4635
TNFSF8	31.4671	TNFSF8	23.5004
TNFSF9	30.2411	TNFSF9	5.8026
TNF	22.4765	TNF	18.2781
TNIK	284.8386	TNIK	603.1769
TNIP1	2771.9657	TNIP1	2725.7561
TNIP2	720.8827	TNIP2	436.3531
TNK1	671.8431	TNK1	553.2748
TNK2	1777.548	TNK2	1125.1034
TNKS1BP1	6892.9301	TNKS1BP1	5215.0577
TNKS2	1855.3331	TNKS2	2852.5422
TNKS	1310.6906	TNKS	2212.2753
TNMD	18.7985	TNMD	38.2969
removed	removed	TNNC1	7.8335
TNNC2	5.3126	removed	removed
removed	removed	TNNI1	43.5193
TNNI2	10.2166	TNNI2	22.0498
TNNI3K	40.8255	TNNI3K	57.9735
TNNT1	21.6592	TNNT1	84.7175
removed	removed	TNNT2	9.2841
TNNT3	29.8324	TNNT3	31.624
TNN	95.2186	TNN	564.5898
TNPO1	3019.6159	TNPO1	3126.7136
TNPO2	1399.2644	TNPO2	1623.2683
TNPO3	769.9224	TNPO3	1274.8241
TNRC18	3159.7875	TNRC18	3310.0747
TNRC6A	887.6175	TNRC6A	1690.5781
TNRC6B	708.6228	TNRC6B	1557.9894
TNRC6C	608.9783	TNRC6C	1017.8313
TNS1	6960.7683	TNS1	7053.3111
TNS3	2854.1071	TNS3	2053.2386
TNS4	320.801	TNS4	1819.3951
TNXB	1680.3024	TNXB	3693.9929
TOB1	2745.4025	TOB1	2610.8653
TOB2	1501.4303	TOB2	1828.6792
TOE1	317.9403	TOE1	229.4886
TOLLIP	1140.5803	TOLLIP	1494.7414
TOM1L1	1183.6902	TOM1L1	1411.3092
