gene_id	TCGA-E9-A1NA-01A-11R-A144-07	gene_id	TCGA-E9-A1NA-11A-33R-A144-07
TSPYL4	1053.8033	TSPYL4	970.1736
TSPYL5	1080.3958	TSPYL5	852.0188
TSR1	985.6246	TSR1	1319.0218
TSR2	850.6494	TSR2	914.9324
TSSC1	679.9629	TSSC1	282.3439
TSSC4	373.5312	TSSC4	571.9766
TSSK3	7.9097	TSSK3	27.9237
removed	removed	TSSK4	15.3448
TSSK6	38.3426	TSSK6	20.7155
TSTA3	763.1416	TSTA3	713.5322
TSTD1	1018.2437	TSTD1	557.7827
TSTD2	421.8151	TSTD2	666.3508
TST	517.9344	TST	680.1573
removed	removed	TTBK1	8.8232
TTBK2	96.7842	TTBK2	289.6327
TTC12	135.1268	TTC12	349.4773
TTC13	462.8942	TTC13	249.7363
TTC14	497.8355	TTC14	555.0973
TTC15	871.3667	TTC15	689.7478
TTC17	1036.1781	TTC17	1583.5811
TTC18	11.0173	TTC18	110.889
TTC19	668.3952	TTC19	1013.0661
TTC1	933.8281	TTC1	854.3205
TTC21A	87.8169	TTC21A	80.9437
TTC21B	404.7619	TTC21B	447.6839
TTC22	127.7056	TTC22	77.1075
removed	removed	TTC23L	8.056
TTC23	172.5417	TTC23	572.7438
TTC25	22.2635	TTC25	9.2069
TTC26	201.9171	TTC26	90.5342
TTC27	630.4886	TTC27	448.8348
TTC28	388.4756	TTC28	1554.1191
TTC30A	376.0049	TTC30A	322.2403
TTC30B	277.6747	TTC30B	210.6071
TTC31	568.6456	TTC31	463.4123
TTC32	86.2709	TTC32	39.1292
TTC33	229.7464	TTC33	390.141
TTC35	879.4063	TTC35	692.8167
removed	removed	TTC36	14.9612
TTC37	1835.1886	TTC37	2086.1226
TTC38	322.5108	TTC38	843.5792
TTC39A	1290.0433	TTC39A	358.6842
TTC39B	105.133	TTC39B	67.517
TTC39C	767.4706	TTC39C	413.1581
TTC3	4974.9536	TTC3	7640.5486
TTC4	739.1899	TTC4	524.2582
TTC5	297.1552	TTC5	204.8528
TTC7A	1367.5727	TTC7A	1102.1387
TTC7B	429.8083	TTC7B	598.83
TTC8	993.8157	TTC8	421.9814
TTC9C	479.5918	TTC9C	287.7146
TTC9	1311.6883	TTC9	597.2955
TTF1	271.4904	TTF1	370.96
TTF2	561.5337	TTF2	347.9428
TTK	138.8374	TTK	14.9612
removed	removed	TTLL10	10.3577
TTLL11	44.8361	TTLL11	107.7971
TTLL12	3305.504	TTLL12	863.1438
TTLL1	172.5417	TTLL1	175.6977
TTLL2	6.1843	removed	removed
TTLL3	315.1577	TTLL3	729.1186
TTLL4	452.0717	TTLL4	492.1838
TTLL5	570.5009	TTLL5	576.9637
TTLL7	46.6914	TTLL7	120.0729
TTLL9	8.3488	TTLL9	10.7413
TTL	840.1361	TTL	718.9028
TTN	23.6302	TTN	157.8786
TTPAL	665.4298	TTPAL	647.166
removed	removed	TTPA	26.0861
TTR	14.8423	removed	removed
TTYH1	6.1843	TTYH1	416.6107
TTYH2	114.6815	TTYH2	285.0408
TTYH3	2257.5758	TTYH3	1826.4122
TUBA1A	12657.2047	TUBA1A	6393.1486
TUBA1B	31127.5417	TUBA1B	14897.4317
TUBA1C	9728.2004	TUBA1C	1950.3213
TUBA3D	39.2703	removed	removed
TUBA3E	38.961	removed	removed
TUBA4A	1046.3822	TUBA4A	535.9164
TUBA8	11.8615	TUBA8	95.832
TUBAL3	12.0594	TUBAL3	6.9052
removed	removed	TUBB1	14.5775
TUBB2A	811.6883	TUBB2A	2775.8703
TUBB2B	18.0303	TUBB2B	347.9428
TUBB2C	6914.3476	TUBB2C	4564.3042
TUBB3	2714.3476	TUBB3	181.452
TUBB4	117.8108	TUBB4	70.2024
TUBB6	2302.6438	TUBB6	6146.7153
TUBB8	12.987	removed	removed
TUBBP5	71.4286	TUBBP5	10.7413
TUBB	15424.5516	TUBB	13950.7049
TUBD1	363.9456	TUBD1	161.1202
TUBE1	103.8961	TUBE1	202.5511
TUBG1	529.9938	TUBG1	695.8857
TUBG2	145.0216	TUBG2	579.649
TUBGCP2	1389.2795	TUBGCP2	1347.6244
TUBGCP3	700.6803	TUBGCP3	640.2609
TUBGCP4	257.2665	TUBGCP4	275.4388
TUBGCP5	268.0891	TUBGCP5	408.5547
TUBGCP6	408.1633	TUBGCP6	995.4925
TUB	189.2393	TUB	380.9341
TUFM	3560.2968	TUFM	3015.2489
TUFT1	4070.5009	TUFT1	349.4773
TUG1	4406.6172	TUG1	3502.4456
TULP3	841.0637	TULP3	712.7649
TULP4	1099.2579	TULP4	1079.1215
TUSC1	322.5108	TUSC1	441.546
TUSC2	317.5634	TUSC2	571.593
TUSC3	415.5844	TUSC3	817.493
removed	removed	TUSC5	14225.76
TUT1	507.1119	TUT1	554.7137
TWF1	1863.0179	TWF1	1608.9
TWF2	994.4063	TWF2	1243.7863
TWIST1	126.778	TWIST1	308.0464
TWIST2	25.3556	TWIST2	215.9778
TWISTNB	713.0489	TWISTNB	434.2572
TWSG1	950.5257	TWSG1	761.8682
removed	removed	TXK	13.4267
TXLNA	2865.1824	TXLNA	2443.6559
TXLNB	26.5925	TXLNB	110.4824
TXLNG	580.3958	TXLNG	282.7275
TXN2	774.5826	TXN2	1338.8319
TXNDC11	1089.6722	TXNDC11	1074.9017
TXNDC12	1125.8503	TXNDC12	1015.4407
TXNDC15	1733.7662	TXNDC15	1492.6633
TXNDC16	410.637	TXNDC16	334.8998
TXNDC17	874.7526	TXNDC17	394.3838
TXNDC5	9294.7557	TXNDC5	7538.5749
removed	removed	TXNDC6	5.3707
TXNDC9	824.3661	TXNDC9	463.7959
TXNIP	5651.5152	TXNIP	43859.5953
TXNL1	1659.2455	TXNL1	1093.6991
TXNL4A	859.9258	TXNL4A	618.0109
TXNL4B	556.5863	TXNL4B	187.2063
TXNRD1	1349.7217	TXNRD1	2482.4015
TXNRD2	162.6469	TXNRD2	367.8911
TXNRD3IT1	250.1546	TXNRD3IT1	280.0422
TXN	2182.1274	TXN	1313.513
TYK2	1885.8998	TYK2	1241.0089
TYMP	4496.2894	TYMP	1431.6678
TYMS	884.1342	TYMS	81.1739
TYRO3	292.2078	TYRO3	1783.4468
TYROBP	1316.945	TYROBP	832.8378
TYSND1	653.3704	TYSND1	537.0672
TYW1B	56.8955	TYW1B	63.2972
TYW1	553.4941	TYW1	449.9856
TYW3	364.1929	TYW3	625.2767
U2AF1L4	92.1985	U2AF1L4	93.5533
U2AF1	915.2752	U2AF1	1084.8758
U2AF2	3212.7396	U2AF2	2455.1645
UACA	1638.5281	UACA	1876.2827
UAP1L1	550.7112	UAP1L1	294.2361
UAP1	1636.6729	UAP1	1898.9163
UBA1	8150.8967	UBA1	7287.2351
UBA2	1954.2362	UBA2	2714.8748
UBA3	620.5937	UBA3	870.0489
UBA52	18934.7557	UBA52	6630.0949
UBA5	891.5028	UBA5	676.7239
UBA6	1015.7699	UBA6	748.4415
UBA7	558.4416	UBA7	816.7258
UBAC1	650.2783	UBAC1	667.4978
UBAC2	1180.0216	UBAC2	1117.6407
UBAP1	848.4848	UBAP1	1754.2917
UBAP2L	4689.2393	UBAP2L	2974.5852
UBAP2	533.086	UBAP2	863.5274
UBASH3A	8.658	UBASH3A	12.6594
UBASH3B	170.9957	UBASH3B	190.2752
UBB	9221.3976	UBB	10405.2939
UBC	45915.8936	UBC	33229.884
UBD	103.5869	UBD	340.6541
UBE2A	1498.4539	UBE2A	1103.2895
UBE2B	1269.9443	UBE2B	971.7081
UBE2CBP	34.0136	UBE2CBP	35.293
UBE2C	382.1892	UBE2C	11.5086
UBE2D1	435.6834	UBE2D1	292.7016
UBE2D2	1647.4954	UBE2D2	1263.6425
UBE2D3	7488.2498	UBE2D3	4672.4849
UBE2D4	369.8887	UBE2D4	477.5218
UBE2E1	1941.8677	UBE2E1	1053.419
UBE2E2	257.2665	UBE2E2	523.6405
UBE2E3	969.0785	UBE2E3	1141.6515
UBE2F	398.5776	UBE2F	464.9468
UBE2G1	1020.0989	UBE2G1	1110.1947
UBE2G2	854.6691	UBE2G2	1886.2568
UBE2H	3718.6147	UBE2H	1673.348
UBE2I	2465.368	UBE2I	1341.9008
UBE2J1	1409.0909	UBE2J1	1580.5121
UBE2J2	598.9487	UBE2J2	652.5367
UBE2K	1169.4496	UBE2K	1513.3787
UBE2L3	1070.1917	UBE2L3	1799.9425
UBE2L6	2987.013	UBE2L6	1248.6813
UBE2MP1	133.5807	UBE2MP1	59.461
UBE2M	1393.6302	UBE2M	624.9161
UBE2NL	17.316	removed	removed
UBE2N	2616.8831	UBE2N	1297.7846
UBE2O	1770.2536	UBE2O	807.1353
UBE2Q1	2429.1899	UBE2Q1	1385.2498
UBE2Q2P1	14.2239	UBE2Q2P1	42.5818
UBE2Q2	1049.1651	UBE2Q2	1039.2251
UBE2QL1	38.3426	UBE2QL1	91.685
UBE2R2	1418.9858	UBE2R2	1501.4865
UBE2S	348.1756	UBE2S	76.3403
UBE2T	617.1923	UBE2T	29.5387
UBE2V1	1946.0884	UBE2V1	2452.6057
UBE2V2	784.4774	UBE2V2	614.1747
UBE2W	754.4836	UBE2W	484.895
UBE2Z	6560.2968	UBE2Z	2190.8507
UBE3A	1020.4082	UBE3A	1671.4299
UBE3B	987.3222	UBE3B	1353.4094
UBE3C	1825.9122	UBE3C	2265.6565
UBE4A	1128.3241	UBE4A	1768.4857
UBE4B	1541.1255	UBE4B	1618.8741
UBFD1	2273.9641	UBFD1	1356.0948
UBIAD1	580.0866	UBIAD1	529.7785
UBL3	1064.6259	UBL3	1450.4651
UBL4A	1064.3166	UBL4A	950.2254
removed	removed	UBL4B	13.0431
UBL5	2549.1651	UBL5	1206.4832
UBL7	841.0637	UBL7	665.5797
UBLCP1	480.5195	UBLCP1	626.8342
UBN1	1682.4366	UBN1	1740.4814
UBN2	428.5714	UBN2	690.1314
UBOX5	290.0433	UBOX5	369.0419
UBP1	2102.6592	UBP1	1984.0798
UBQLN1	2923.3148	UBQLN1	3058.2143
UBQLN2	1588.1262	UBQLN2	1277.8364
UBQLN4	2571.4286	UBQLN4	1092.9318
UBQLNL	7.4212	UBQLNL	10.3577
UBR1	547.9283	UBR1	1100.9878
UBR2	645.3309	UBR2	1072.9836
UBR3	1164.5022	UBR3	1526.0382
UBR4	4452.0717	UBR4	5551.3571
UBR5	3045.1453	UBR5	3585.691
UBR7	1121.2121	UBR7	947.9237
UBTD1	557.5139	UBTD1	375.1798
UBTD2	1177.7984	UBTD2	780.282
UBTF	2790.3525	UBTF	2707.5861
UBXN10	222.3253	UBXN10	168.7926
UBXN11	377.8602	UBXN11	334.1325
UBXN1	1498.4539	UBXN1	1783.8304
UBXN2A	268.7075	UBXN2A	349.0937
UBXN2B	788.4972	UBXN2B	725.4244
UBXN4	3166.9759	UBXN4	3004.8911
UBXN6	1459.8021	UBXN6	1949.554
UBXN7	495.0526	UBXN7	463.7959
UBXN8	235.0031	UBXN8	219.4303
UCA1	622.1398	UCA1	29.1551
UCHL1	165.4298	UCHL1	652.5367
UCHL3	198.825	UCHL3	312.2662
UCHL5	615.8472	UCHL5	372.1032
UCK1	358.9981	UCK1	774.9113
UCK2	1042.0532	UCK2	267.7664
UCKL1AS	9.6691	UCKL1AS	12.3449
UCKL1	339.8021	UCKL1	477.1957
removed	removed	UCN2	6.9052
UCP2	5995.9802	UCP2	2903.9992
UCP3	25.6648	UCP3	28.7715
UEVLD	262.5232	UEVLD	339.8868
UFC1	5469.0785	UFC1	1570.9216
UFD1L	999.0693	UFD1L	785.269
UFM1	907.5448	UFM1	1459.2884
UFSP1	83.4879	UFSP1	22.2499
UFSP2	886.3976	UFSP2	767.3195
UGCG	741.1874	UGCG	358.6842
UGDH	1225.7267	UGDH	1311.5949
UGGT1	2586.2709	UGGT1	2068.8597
UGGT2	712.1212	UGGT2	509.8302
UGP2	2477.4273	UGP2	6752.8532
UGT2A3	5.2566	removed	removed
removed	removed	UGT2B11	76.6357
UGT2B15	154.6073	removed	removed
removed	removed	UGT2B7	14.1939
UGT8	45.1453	UGT8	91.3014
UHMK1	1146.5677	UHMK1	716.6011
UHRF1BP1L	555.0402	UHRF1BP1L	653.6875
UHRF1BP1	510.8256	UHRF1BP1	852.4024
UHRF1	403.525	UHRF1	49.8705
UHRF2	638.5281	UHRF2	615.7092
UIMC1	513.2962	UIMC1	472.2355
ULBP1	715.2134	removed	removed
ULBP2	70.1917	ULBP2	5.3707
removed	removed	ULBP3	30.3059
ULK1	1857.1429	ULK1	1219.1426
ULK2	1476.8089	ULK2	936.7987
ULK3	2045.4545	ULK3	541.287
ULK4	38.0334	ULK4	90.1506
UMODL1	11.7502	removed	removed
UMPS	1008.658	UMPS	481.826
UNC119B	1359.9258	UNC119B	1719.3824
UNC119	600.1855	UNC119	481.4424
UNC13A	12.3686	UNC13A	5.3707
UNC13B	564.3166	UNC13B	1583.1975
removed	removed	UNC13C	8.8232
UNC13D	1213.6673	UNC13D	355.6152
UNC45A	2616.2647	UNC45A	2340.4623
UNC50	675.6339	UNC50	615.7092
UNC5A	16.0792	UNC5A	28.0042
UNC5B	2244.898	UNC5B	510.5975
UNC5CL	12.3686	UNC5CL	23.4276
UNC5C	246.444	UNC5C	57.5429
UNC93A	15.7699	removed	removed
UNC93B1	835.4978	UNC93B1	671.334
UNG	1220.7792	UNG	809.8207
UNKL	396.7378	UNKL	583.1092
UNK	1131.107	UNK	685.1443
UPB1	19.7897	removed	removed
UPF0639	7.4212	removed	removed
UPF1	4243.0427	UPF1	2874.8442
UPF2	957.9468	UPF2	1088.3284
UPF3A	751.3915	UPF3A	572.7438
UPF3B	266.543	UPF3B	253.1888
UPK3BL	190.3092	UPK3BL	28.1385
removed	removed	UPK3B	10.7413
UPP1	383.4261	UPP1	194.1114
UPRT	222.0161	UPRT	219.8139
UQCC	549.1651	UQCC	711.6141
UQCR10	755.102	UQCR10	832.8378
UQCR11	1397.9592	UQCR11	929.5099
UQCRB	1534.632	UQCRB	2099.5492
UQCRC1	2220.1608	UQCRC1	2275.6306
UQCRC2	3630.4886	UQCRC2	3250.7912
UQCRFS1	2080.3958	UQCRFS1	1218.3754
UQCRHL	353.7415	UQCRHL	241.2966
UQCRH	1271.7996	UQCRH	1038.4578
UQCRQ	1687.0748	UQCRQ	1066.0785
URB1	896.7223	URB1	1573.0507
URB2	1018.8621	URB2	405.4858
URGCP	1077.9221	URGCP	934.497
URM1	754.1744	URM1	1013.139
UROD	873.222	UROD	1474.2495
UROS	491.9604	UROS	482.2096
USE1	483.3024	USE1	288.0982
USF1	1079.4682	USF1	822.4801
USF2	2069.2641	USF2	2103.7691
USHBP1	11.4409	USHBP1	198.3313
USMG5	736.24	USMG5	517.5026
USO1	3041.744	USO1	2228.4454
USP10	2782.3129	USP10	1357.2456
USP11	1472.4799	USP11	1605.0638
USP12	245.8256	USP12	378.2488
USP13	935.9926	USP13	664.8125
USP14	2203.7724	USP14	1526.8054
USP15	836.4255	USP15	914.5488
USP16	850.9586	USP16	1083.3413
USP18	641.3111	USP18	218.6631
USP19	856.8336	USP19	1796.8735
USP1	1410.9462	USP1	1000.8631
USP20	374.1497	USP20	740.7692
USP21	710.8844	USP21	479.1407
USP22	4760.6679	USP22	6546.4659
USP24	1471.243	USP24	2416.8025
USP25	926.4069	USP25	1369.9051
USP27X	93.0736	USP27X	123.5255
USP28	236.5492	USP28	472.2355
USP2	66.4811	USP2	87.8489
USP30	402.5974	USP30	464.1795
USP31	717.3779	USP31	879.6394
USP32	4320.0371	USP32	1194.9746
USP33	847.5572	USP33	1989.8341
USP34	3370.1299	USP34	3815.0954
USP35	147.1861	USP35	217.1286
USP36	1056.5863	USP36	1330.0086
USP37	600.4947	USP37	441.546
USP38	1728.5096	USP38	682.0754
USP39	1620.5937	USP39	908.7945
USP3	859.2486	USP3	460.6809
USP40	625.2319	USP40	957.1305
USP42	561.5337	USP42	374.029
USP43	67.718	USP43	140.0211
removed	removed	USP44	41.4309
USP45	110.0804	USP45	163.8055
USP46	636.3636	USP46	512.5156
USP47	1282.9314	USP47	2145.2
USP48	1227.5819	USP48	1247.1468
USP49	10.2041	USP49	26.8534
USP4	965.368	USP4	1591.6371
USP51	62.1521	USP51	52.9395
USP53	737.1676	USP53	1800.7097
USP54	645.0216	USP54	916.8505
USP5	1883.1169	USP5	1885.106
USP6NL	384.663	USP6NL	557.3991
USP6	80.0866	USP6	60.9955
USP7	3011.7502	USP7	2590.9658
USP8	839.1589	USP8	1360.913
USP9X	4619.0476	USP9X	5453.1505
USPL1	236.5492	USPL1	473.77
UST	115.337	UST	287.7146
UTP11L	543.5993	UTP11L	474.9209
UTP14A	666.6667	UTP14A	461.1106
UTP14C	914.3476	UTP14C	1362.2327
UTP15	541.744	UTP15	276.9732
UTP18	1342.3006	UTP18	496.4036
UTP20	1349.4125	UTP20	1082.5741
UTP23	518.5529	UTP23	461.1106
UTP3	897.9592	UTP3	681.3081
UTP6	1066.1719	UTP6	748.0579
UTRN	3004.9474	UTRN	6890.9562
UVRAG	1534.3228	UVRAG	1108.2766
UXS1	978.9734	UXS1	581.5671
UXT	849.8547	UXT	720.2877
VAC14	1472.7891	VAC14	1075.2853
VAMP1	111.8707	VAMP1	128.033
VAMP2	721.3976	VAMP2	2467.8239
VAMP3	1845.7019	VAMP3	3020.6195
VAMP4	363.3271	VAMP4	379.7833
VAMP5	249.8454	VAMP5	505.9941
VAMP7	854.0507	VAMP7	1049.5828
VAMP8	4302.7211	VAMP8	1268.2459
VANGL1	1159.8639	VANGL1	624.5325
VANGL2	69.2641	VANGL2	578.8817
VAPA	3122.1398	VAPA	2920.8785
VAPB	894.2486	VAPB	1180.7807
VARS2	656.5152	VARS2	685.7351
VARS	1142.8571	VARS	2044.6917
VASH1	1469.6475	VASH1	1138.8587
VASH2	57.5139	VASH2	90.9178
VASN	213.9765	VASN	662.1272
VASP	1360.235	VASP	1659.1541
removed	removed	VAT1L	8.4396
VAT1	5491.9604	VAT1	6205.0446
VAV1	245.5164	VAV1	297.3051
VAV2	1239.9505	VAV2	584.636
VAV3	9349.7217	VAV3	1497.2667
VAX2	24.1187	VAX2	12.2758
VBP1	916.2028	VBP1	634.123
VCAM1	863.3271	VCAM1	654.0712
VCAN	13726.0359	VCAN	5494.965
VCL	3680.5813	VCL	6651.9613
VCPIP1	747.3717	VCPIP1	753.4286
VCP	5619.666	VCP	7559.6049
VDAC1	4753.556	VDAC1	2848.758
VDAC2	1734.0754	VDAC2	1158.5307
VDAC3	2656.1534	VDAC3	1349.1896
VDR	1626.778	VDR	664.8125
VEGFA	1541.4348	VEGFA	769.9242
VEGFB	2013.2962	VEGFB	3596.816
VEGFC	149.0414	VEGFC	270.8353
VENTX	30.303	VENTX	52.5559
VEPH1	95.5473	VEPH1	56.3921
VEZF1	4241.8058	VEZF1	1590.1026
VEZT	1335.1886	VEZT	1141.2679
VGF	24.428	removed	removed
removed	removed	VGLL1	240.5294
VGLL3	353.4323	VGLL3	924.9065
VGLL4	2492.7984	VGLL4	1850.3309
VHL	647.8046	VHL	837.0576
VILL	102.9685	VILL	206.7709
VIM	20769.5083	VIM	69124.7032
VIPAR	551.9481	VIPAR	488.3476
VIPR1	46.6914	VIPR1	293.8525
VIPR2	83.457	VIPR2	113.6473
removed	removed	VIT	367.1238
VKORC1L1	1367.9654	VKORC1L1	4637.9591
VKORC1	1551.6172	VKORC1	1070.4325
VLDLR	185.5288	VLDLR	2096.4688
VMA21	884.3537	VMA21	845.8809
VMAC	129.8701	VMAC	80.9437
VMO1	44.5269	VMO1	27.237
VN1R1	10.8225	VN1R1	10.7413
VNN1	13.6054	VNN1	50.2541
VNN2	33.7044	VNN2	56.7757
VOPP1	1636.3636	VOPP1	833.9887
VPRBP	638.423	VPRBP	1064.099
VPS11	721.7069	VPS11	1412.4868
VPS13A	385.5906	VPS13A	842.8119
VPS13B	1227.5819	VPS13B	1286.276
VPS13C	1264.0693	VPS13C	2292.5098
VPS13D	1375.6957	VPS13D	3625.971
VPS16	853.4323	VPS16	842.0869
VPS18	778.6024	VPS18	901.5057
VPS24	2946.2276	VPS24	3952.0552
VPS25	685.5288	VPS25	670.9504
VPS26A	1465.368	VPS26A	1442.0255
VPS26B	1098.6395	VPS26B	1323.4871
VPS28	1892.0841	VPS28	1323.1035
VPS29	848.4848	VPS29	959.0486
VPS33A	811.7594	VPS33A	487.5535
VPS33B	321.5832	VPS33B	293.8525
VPS35	3444.0322	VPS35	2790.8315
VPS36	570.5009	VPS36	1196.8927
VPS37A	981.3389	VPS37A	720.1726
VPS37B	649.6599	VPS37B	846.6481
VPS37C	1123.6858	VPS37C	671.334
VPS37D	96.1657	VPS37D	47.9524
VPS39	1042.6716	VPS39	2392.6345
VPS41	1651.2059	VPS41	1152.3928
VPS45	1797.7737	VPS45	844.73
VPS4A	3976.4997	VPS4A	2220.0058
VPS4B	1294.9907	VPS4B	1524.1201
VPS52	743.9703	VPS52	1179.2462
VPS53	525.6648	VPS53	1081.4232
VPS54	732.5294	VPS54	784.1182
VPS72	1700.6803	VPS72	624.5325
VPS8	1072.047	VPS8	779.1311
VRK1	299.9382	VRK1	182.9865
VRK2	594.2641	VRK2	441.8414
VRK3	289.1156	VRK3	487.1967
VSIG10L	56.2771	VSIG10L	54.8576
VSIG10	243.6611	VSIG10	530.5457
removed	removed	VSIG2	118.922
VSIG4	368.893	VSIG4	2360.4105
VSNL1	18.8621	VSNL1	97.0557
VSTM2L	127.0872	VSTM2L	21.0991
VTA1	2653.3704	VTA1	756.8812
VTCN1	164.1929	VTCN1	3372.7822
VTI1A	405.1732	VTI1A	488.6621
VTI1B	1544.0507	VTI1B	1788.9403
removed	removed	VTN	7.6724
VWA1	1080.0866	VWA1	1592.0207
VWA2	701.9171	VWA2	273.9043
VWA3B	11.4409	removed	removed
VWA5A	252.0099	VWA5A	1389.8533
removed	removed	VWA5B2	9.2069
VWCE	7.1119	VWCE	55.2412
VWDE	88.4354	VWDE	44.1162
VWF	2096.1657	VWF	27038.266
WAC	3087.8169	WAC	3126.1149
WAPAL	2101.1132	WAPAL	1458.9048
WARS2	495.0526	WARS2	416.9943
WARS	2257.2665	WARS	3466.3853
WASF1	58.7508	WASF1	227.87
WASF2	4602.9685	WASF2	6961.9258
WASF3	275.5102	WASF3	1326.1724
WASH2P	119.3568	WASH2P	186.0554
WASH3P	175.3247	WASH3P	181.8356
WASH5P	169.1404	WASH5P	111.2496
WASH7P	557.8231	WASH7P	885.3937
WASL	1965.9864	WASL	1468.1116
WAS	189.5485	WAS	261.6285
WBP11P1	20.4082	WBP11P1	12.2758
WBP11	3030.303	WBP11	1727.822
WBP1	1711.7532	WBP1	1055.7399
removed	removed	WBP2NL	12.6594
WBP2	4849.7217	WBP2	2922.413
WBP4	130.1793	WBP4	382.8522
WBP5	472.1707	WBP5	806.3681
WBSCR16	759.431	WBSCR16	951.3762
WBSCR17	5.5659	WBSCR17	31.0732
WBSCR22	1242.7798	WBSCR22	932.9625
WBSCR26	26.2832	WBSCR26	8.8232
WBSCR27	80.705	WBSCR27	31.4568
WBSCR28	34.0136	removed	removed
WDFY1	1084.1064	WDFY1	1151.6256
WDFY2	150.8967	WDFY2	300.374
WDFY3	1574.5207	WDFY3	2261.8203
WDFY4	356.5244	WDFY4	323.7748
WDHD1	352.1954	WDHD1	107.7971
WDR11	1365.1824	WDR11	1424.7626
WDR12	849.4125	WDR12	385.9212
WDR13	1127.0872	WDR13	1540.6157
WDR17	54.4218	WDR17	44.1162
WDR18	559.9876	WDR18	389.7574
WDR19	308.9054	WDR19	702.0236
WDR1	6022.2635	WDR1	5862.4724
WDR20	509.8949	WDR20	537.4508
WDR24	292.2078	WDR24	310.3481
WDR25	161.41	WDR25	173.7796
WDR26	4546.3822	WDR26	2491.2247
WDR27	41.4348	WDR27	171.8615
WDR31	41.1255	WDR31	113.5514
WDR33	1299.3197	WDR33	1338.8319
WDR34	1582.8695	WDR34	588.0886
WDR35	503.7106	WDR35	637.9591
WDR36	723.8714	WDR36	828.618
WDR37	445.8874	WDR37	637.5755
WDR3	1274.2733	WDR3	893.0661
WDR41	930.7359	WDR41	542.4379
WDR43	1111.3173	WDR43	906.4928
WDR44	464.1311	WDR44	512.8992
WDR45L	1857.7613	WDR45L	2228.4454
WDR45	948.3612	WDR45	1025.5759
WDR46	579.7774	WDR46	877.3377
WDR47	673.7786	WDR47	405.8694
WDR48	724.799	WDR48	1202.647
WDR4	203.154	WDR4	173.396
WDR52	220.1608	WDR52	175.3141
WDR53	142.5479	WDR53	133.8832
WDR54	127.3964	WDR54	112.7841
WDR55	593.6611	WDR55	496.1619
WDR59	559.06	WDR59	647.166
WDR5B	395.1763	WDR5B	311.1154
WDR5	995.671	WDR5	838.9757
WDR60	348.4848	WDR60	580.0326
WDR61	1127.3964	WDR61	836.674
WDR62	219.2331	WDR62	15.3448
WDR63	8.3488	removed	removed
removed	removed	WDR65	6.1379
WDR66	40.8163	WDR66	17.2629
WDR67	97.7118	WDR67	85.9308
WDR6	1450.1268	WDR6	2471.2688
WDR70	366.4193	WDR70	449.9856
WDR73	406.9882	WDR73	301.5211
WDR74	710.2659	WDR74	456.5071
WDR75	1076.9944	WDR75	786.4199
WDR76	181.1998	WDR76	85.5471
WDR77	756.6481	WDR77	700.8727
WDR78	39.8887	WDR78	105.879
WDR7	544.8361	WDR7	651.3858
WDR81	904.4527	WDR81	1418.2411
WDR82	2471.8615	WDR82	3423.8036
WDR83	178.4168	WDR83	129.2874
WDR85	258.8126	WDR85	311.499
WDR86	26.2832	WDR86	214.0597
WDR88	6.8027	removed	removed
WDR89	329.932	WDR89	273.9043
WDR8	662.3377	WDR8	376.7143
WDR90	467.5325	WDR90	411.6237
WDR91	369.5114	WDR91	532.8474
WDR92	155.5349	WDR92	255.8742
removed	removed	WDR93	21.8663
WDSUB1	331.1688	WDSUB1	202.1674
WDTC1	1429.1899	WDTC1	2651.5776
WDYHV1	176.8707	WDYHV1	116.2367
WEE1	511.4409	WEE1	623.7652
WFDC1	46.073	WFDC1	32.224
WFDC2	96.7842	WFDC2	1327.3233
WFDC3	14.2239	removed	removed
WFIKKN1	13.2962	removed	removed
removed	removed	WFIKKN2	5.7543
WFS1	6185.5288	WFS1	2434.0654
WHAMML1	60.2968	WHAMML1	168.0253
WHAMML2	37.1058	WHAMML2	95.1376
WHAMM	465.6772	WHAMM	444.9986
WHSC1L1	1265.9246	WHSC1L1	1230.6512
WHSC1	2541.4348	WHSC1	1044.2121
WHSC2	843.2282	WHSC2	475.6881
WIBG	778.6024	WIBG	373.6453
removed	removed	WIF1	7.6724
WIPF1	4225.7267	WIPF1	1356.0948
WIPF2	945.5782	WIPF2	1272.4657
WIPF3	57.5139	WIPF3	44.4999
WIPI1	1035.2505	WIPI1	803.6827
WIPI2	1637.6005	WIPI2	1690.9945
WISP1	532.4675	WISP1	16.8793
WISP2	551.3296	WISP2	1963.3643
removed	removed	WISP3	9.2069
WIZ	3255.102	WIZ	1457.7539
WLS	274.8918	WLS	3165.6277
WNK1	6019.4805	WNK1	7252.3257
WNK2	343.8497	WNK2	804.5305
WNK3	9.8949	WNK3	22.2499
removed	removed	WNK4	147.2523
WNT10A	15.7699	WNT10A	42.5818
WNT10B	8.658	WNT10B	19.5646
WNT11	651.8244	WNT11	304.2102
WNT2B	133.2715	WNT2B	36.8275
WNT2	931.9728	WNT2	87.4652
WNT3A	28.757	removed	removed
WNT3	59.6784	WNT3	19.181
WNT4	397.9592	WNT4	90.1506
WNT5A	333.0241	WNT5A	513.2828
WNT5B	231.6017	WNT5B	51.405
removed	removed	WNT6	31.8404
WNT7B	651.5152	WNT7B	281.9603
WNT9A	92.1459	WNT9A	38.3619
removed	removed	WNT9B	8.8232
