gene_id	TCGA-E9-A1NA-01A-11R-A144-07	gene_id	TCGA-E9-A1NA-11A-33R-A144-07
TM9SF1	2394.9165	TM9SF1	1497.0404
TM9SF2	5274.8918	TM9SF2	3917.5218
TM9SF3	5192.0223	TM9SF3	5484.9909
TM9SF4	2055.9678	TM9SF4	1700.2014
TMBIM1	3936.611	TMBIM1	8895.3678
TMBIM4	907.1027	TMBIM4	1185.879
TMBIM6	14739.3321	TMBIM6	16934.8806
removed	removed	TMC2	50.2541
removed	removed	TMC3	7.6724
TMC4	2032.7767	TMC4	950.609
removed	removed	TMC5	958.2814
TMC6	1348.1756	TMC6	777.213
TMC7	43.29	TMC7	69.8187
TMC8	204.7001	TMC8	287.7146
TMCC1	981.1379	TMCC1	872.3506
TMCC2	30.9215	TMCC2	56.7757
TMCC3	135.7452	TMCC3	382.085
TMCO1	2767.1614	TMCO1	1522.202
TMCO3	3180.8905	TMCO3	1348.806
TMCO4	506.4935	TMCO4	770.6915
TMCO6	144.7124	TMCO6	180.3011
TMCO7	401.3605	TMCO7	399.3478
TMED10P1	63.6982	TMED10P1	51.405
TMED10	10442.4861	TMED10	7771.7464
TMED1	1186.8367	TMED1	494.3282
TMED2	6882.8077	TMED2	5129.3757
TMED3	3148.7322	TMED3	1166.2031
TMED4	1058.7508	TMED4	849.3335
TMED5	1510.8225	TMED5	1943.7844
TMED6	5.2566	removed	removed
TMED7-TICAM2	155.0155	TMED7-TICAM2	101.8203
TMED7	2401.812	TMED7	1927.5726
TMED8	365.1824	TMED8	420.8305
TMED9	4521.9542	TMED9	2863.3356
TMEFF1	96.3049	TMEFF1	45.3592
TMEM100	6.1843	TMEM100	491.0329
TMEM101	349.1033	TMEM101	551.6448
TMEM102	182.4366	TMEM102	161.5038
TMEM104	786.0235	TMEM104	586.5541
TMEM105	51.3296	TMEM105	24.168
TMEM106A	135.436	TMEM106A	235.926
TMEM106B	3331.1688	TMEM106B	1302.7717
TMEM106C	1241.8058	TMEM106C	652.9203
TMEM107	62.7706	TMEM107	178.7667
TMEM108	8.3488	TMEM108	26.0861
TMEM109	2603.8961	TMEM109	4011.125
TMEM110	211.846	TMEM110	262.0121
TMEM111	1252.3191	TMEM111	1385.6335
TMEM115	776.7471	TMEM115	1047.2811
TMEM116	140.3834	TMEM116	187.2063
TMEM117	137.9097	TMEM117	137.7194
TMEM119	936.611	TMEM119	780.6656
TMEM11	419.295	TMEM11	440.3951
TMEM120A	486.3946	TMEM120A	839.3594
TMEM120B	365.2165	TMEM120B	543.4161
TMEM121	86.5801	TMEM121	37.9783
TMEM123	2495.671	TMEM123	4446.1494
TMEM125	514.8423	TMEM125	204.0855
TMEM126A	170.3772	TMEM126A	246.6673
TMEM126B	372.6036	TMEM126B	475.3045
TMEM127	2612.8633	TMEM127	2533.8065
TMEM128	344.1558	TMEM128	515.5845
TMEM129	768.7075	TMEM129	1223.3624
TMEM130	107.9159	TMEM130	67.9006
TMEM131	2114.1002	TMEM131	1517.5985
TMEM132A	672.5417	TMEM132A	412.3909
TMEM132B	5.2566	TMEM132B	9.5905
removed	removed	TMEM132C	1216.8409
TMEM132E	6.4935	TMEM132E	13.4267
TMEM133	26.5925	TMEM133	97.823
TMEM134	1352.5046	TMEM134	334.8998
TMEM135	378.4787	TMEM135	699.3383
TMEM136	209.3383	TMEM136	118.5384
TMEM138	464.4403	TMEM138	499.4725
removed	removed	TMEM139	230.5553
TMEM140	613.8621	TMEM140	1431.5719
TMEM141	1238.4045	TMEM141	481.826
TMEM143	131.4162	TMEM143	185.2882
TMEM144	385.5906	TMEM144	333.7489
TMEM147	1613.791	TMEM147	919.9194
TMEM149	129.8176	TMEM149	131.6313
TMEM14A	838.8992	TMEM14A	279.6586
TMEM14B	1611.008	TMEM14B	707.3943
TMEM14C	3027.8293	TMEM14C	1471.1806
TMEM150A	488.2498	TMEM150A	388.2229
TMEM150B	83.4879	TMEM150B	23.4008
TMEM150C	333.9518	TMEM150C	326.8438
TMEM151A	7.4212	removed	removed
removed	removed	TMEM151B	10.9523
TMEM154	176.8707	TMEM154	120.0729
removed	removed	TMEM155	12.2758
TMEM156	240.569	TMEM156	24.5516
TMEM158	101.1132	TMEM158	54.8576
TMEM159	1166.3575	TMEM159	1023.1131
TMEM160	50.7112	TMEM160	52.9395
TMEM161A	825.603	TMEM161A	397.8134
TMEM161B	292.8262	TMEM161B	144.6245
TMEM163	72.3562	TMEM163	83.629
TMEM164	1433.8281	TMEM164	951.3762
TMEM165	1535.8689	TMEM165	1423.2282
TMEM167A	2500.9276	TMEM167A	1977.1746
TMEM167B	1435.3741	TMEM167B	1374.1249
TMEM168	837.3531	TMEM168	838.9757
TMEM169	25.6648	TMEM169	28.3878
TMEM170A	289.4249	TMEM170A	487.1967
TMEM170B	189.5485	TMEM170B	452.671
TMEM171	8.658	removed	removed
TMEM173	859.3074	TMEM173	1293.9484
TMEM175	277.9839	TMEM175	384.0031
TMEM176A	639.4558	TMEM176A	870.8162
TMEM176B	1576.9944	TMEM176B	1813.3691
TMEM177	134.1991	TMEM177	121.6074
removed	removed	TMEM178	41.8145
TMEM179B	1062.1521	TMEM179B	733.0968
TMEM17	61.5337	TMEM17	76.3403
TMEM180	159.2455	TMEM180	73.2713
TMEM181	1048.8559	TMEM181	1465.4263
TMEM182	110.0804	TMEM182	81.3273
TMEM183A	1236.5492	TMEM183A	753.4286
TMEM184A	1376.1534	TMEM184A	276.9963
TMEM184B	1603.7972	TMEM184B	2087.4652
TMEM184C	793.7539	TMEM184C	692.4331
TMEM185A	416.2028	TMEM185A	536.3
TMEM185B	882.8077	TMEM185B	606.1187
TMEM186	192.9499	TMEM186	204.8528
TMEM187	278.9116	TMEM187	206.3873
TMEM188	349.7217	TMEM188	309.9645
TMEM189-UBE2V1	6.9079	TMEM189-UBE2V1	16.5992
TMEM189	640.3865	TMEM189	1014.4433
TMEM18	1017.6252	TMEM18	612.2566
TMEM191A	24.7372	TMEM191A	8.056
TMEM192	439.0847	TMEM192	688.5969
TMEM194A	437.8479	TMEM194A	380.1669
TMEM194B	98.9487	TMEM194B	128.1289
removed	removed	TMEM195	18.0301
TMEM198	33.0952	TMEM198	68.6679
TMEM199	649.4682	TMEM199	346.792
TMEM19	639.765	TMEM19	741.1528
TMEM200A	164.1929	TMEM200A	232.857
TMEM200B	145.739	TMEM200B	375.598
TMEM200C	9.2764	TMEM200C	15.3448
TMEM201	292.2078	TMEM201	337.5851
TMEM203	711.812	TMEM203	705.0925
TMEM204	363.6364	TMEM204	358.6842
TMEM205	2251.7007	TMEM205	984.7511
TMEM206	294.3723	TMEM206	112.4005
TMEM208	716.7594	TMEM208	433.1064
TMEM209	1320.3463	TMEM209	496.4036
TMEM20	14.5331	TMEM20	132.7323
removed	removed	TMEM213	14.1939
TMEM214	2891.4657	TMEM214	3452.9587
TMEM215	38.6518	removed	removed
TMEM216	301.4842	TMEM216	226.7191
removed	removed	TMEM217	14.3742
TMEM218	246.444	TMEM218	380.9341
TMEM219	1643.7848	TMEM219	1515.2968
TMEM220	36.1781	TMEM220	272.7534
TMEM222	534.9412	TMEM222	756.8812
TMEM223	213.3581	TMEM223	213.676
TMEM229B	578.8497	TMEM229B	274.2879
TMEM22	48.5467	TMEM22	235.926
TMEM231	349.9629	TMEM231	321.078
removed	removed	TMEM232	13.0431
removed	removed	TMEM233	5.3707
TMEM25	288.188	TMEM25	642.179
TMEM26	51.9171	TMEM26	76.9119
TMEM27	7.1119	TMEM27	28.0042
TMEM2	1478.6642	TMEM2	2168.9844
TMEM30A	2658.0087	TMEM30A	3700.3932
TMEM30B	1087.5077	TMEM30B	682.459
TMEM33	984.5393	TMEM33	1059.1733
TMEM35	5.5659	TMEM35	41.0473
TMEM37	297.4644	TMEM37	3138.0071
TMEM38A	90.2907	TMEM38A	58.3102
TMEM38B	49.7835	TMEM38B	104.3445
TMEM39A	787.2604	TMEM39A	656.3729
TMEM39B	216.141	TMEM39B	330.68
TMEM40	96.7842	TMEM40	5.7543
TMEM41A	533.3952	TMEM41A	462.2614
TMEM41B	419.9134	TMEM41B	387.4556
TMEM42	94.9289	TMEM42	195.6459
TMEM43	2688.9301	TMEM43	4723.5063
TMEM44	95.5473	TMEM44	192.9606
TMEM45A	1136.3636	TMEM45A	362.904
removed	removed	TMEM45B	38.3619
TMEM47	392.7025	TMEM47	1205.3323
TMEM48	470.3154	TMEM48	303.0594
TMEM49	5965.9864	TMEM49	1329.625
TMEM50A	2163.2653	TMEM50A	2116.8121
TMEM50B	677.4923	TMEM50B	959.0486
TMEM51	392.7025	TMEM51	202.1674
TMEM52	111.6265	TMEM52	11.8922
TMEM53	181.1905	TMEM53	253.4037
TMEM54	1593.3828	TMEM54	435.7917
TMEM55A	124.9227	TMEM55A	333.3653
TMEM55B	663.5745	TMEM55B	535.1491
TMEM56	109.8083	TMEM56	406.8361
TMEM57	688.9301	TMEM57	677.8556
removed	removed	TMEM59L	6.5215
TMEM59	5749.227	TMEM59	5262.8752
TMEM5	532.7767	TMEM5	294.2361
TMEM60	385.2814	TMEM60	227.87
TMEM61	59.6784	TMEM61	47.9524
TMEM62	294.0631	TMEM62	392.4427
TMEM63A	1410.3278	TMEM63A	1994.0539
TMEM63B	568.3364	TMEM63B	601.8989
TMEM63C	362.3995	TMEM63C	194.8787
TMEM64	2902.5974	TMEM64	903.0402
TMEM65	401.3605	TMEM65	279.6586
TMEM66	6902.5974	TMEM66	5238.7072
TMEM67	218.9239	TMEM67	205.2364
TMEM68	322.82	TMEM68	245.9001
TMEM69	361.7811	TMEM69	414.6926
TMEM70	407.8541	TMEM70	336.8179
TMEM71	22.2635	TMEM71	75.9567
removed	removed	TMEM74	8.056
TMEM79	302.4119	TMEM79	224.801
TMEM80	164.5022	TMEM80	351.779
TMEM81	66.4811	TMEM81	33.3749
TMEM84	65.2443	TMEM84	44.1162
TMEM85	1614.966	TMEM85	1146.581
TMEM86A	282.9066	TMEM86A	238.8952
TMEM86B	20.0989	TMEM86B	46.8016
TMEM87A	1610.6988	TMEM87A	2018.6055
TMEM87B	1150.8967	TMEM87B	987.0528
removed	removed	TMEM88	136.5685
TMEM8A	1708.1014	TMEM8A	798.3121
TMEM8B	261.9048	TMEM8B	588.0886
TMEM90A	10.5133	TMEM90A	8.4396
TMEM90B	275.8194	TMEM90B	17.6465
TMEM91	76.0266	TMEM91	94.3704
TMEM92	9.5857	removed	removed
TMEM93	318.0829	TMEM93	179.1081
TMEM97	858.9487	TMEM97	212.13
TMEM98	424.2424	TMEM98	1043.4449
TMEM99	363.6364	TMEM99	206.7709
TMEM9B	752.6283	TMEM9B	1060.3242
TMEM9	2738.7137	TMEM9	1166.5867
TMF1	1091.5275	TMF1	1321.569
removed	removed	TMIE	11.125
TMLHE	134.5083	TMLHE	253.9561
TMOD1	70.504	TMOD1	539.3651
TMOD2	241.1874	TMOD2	602.2825
TMOD3	1001.2369	TMOD3	1376.8102
TMPO	1212.1552	TMPO	689.767
TMPPE	88.1262	TMPPE	47.5688
TMPRSS13	351.2678	TMPRSS13	352.9299
TMPRSS2	69.2641	TMPRSS2	549.3431
TMPRSS3	5.8751	TMPRSS3	412.3909
TMPRSS4	49.1651	removed	removed
removed	removed	TMPRSS5	16.8793
TMPRSS6	211.1936	TMPRSS6	26.4697
TMPRSS9	13.6054	removed	removed
TMSB10	19781.6945	TMSB10	11258.4636
removed	removed	TMSB15A	10.3577
TMSB15B	14.8145	TMSB15B	36.4438
TMSL3	20298.7013	TMSL3	27708.4492
TMTC1	977.4273	TMTC1	3135.3218
TMTC2	286.0235	TMTC2	373.2617
TMTC3	1178.726	TMTC3	571.9766
TMTC4	557.5139	TMTC4	414.6926
TMUB1	289.1156	TMUB1	396.6625
TMUB2	475.8813	TMUB2	798.3121
TMX1	1552.5665	TMX1	768.3898
TMX2	1627.7056	TMX2	1447.12
TMX3	707.1738	TMX3	1230.6512
TMX4	1089.363	TMX4	1098.3025
TNC	1116.5739	TNC	7453.7259
TNFAIP1	1253.5374	TNFAIP1	1535.6862
TNFAIP2	5937.8479	TNFAIP2	3500.9111
TNFAIP3	585.9617	TNFAIP3	525.9423
TNFAIP6	253.556	TNFAIP6	80.1765
TNFAIP8L1	264.3785	TNFAIP8L1	148.8443
TNFAIP8L2	110.3896	TNFAIP8L2	142.7064
TNFAIP8L3	74.5207	TNFAIP8L3	93.6031
TNFAIP8	578.2313	TNFAIP8	560.468
TNFRSF10A	325.9122	TNFRSF10A	124.6763
TNFRSF10B	2089.363	TNFRSF10B	877.7213
TNFRSF10C	265.6153	TNFRSF10C	51.405
TNFRSF10D	39.2703	TNFRSF10D	243.2147
TNFRSF11A	37.1058	TNFRSF11A	291.5508
TNFRSF11B	80.705	TNFRSF11B	173.396
TNFRSF12A	1388.3735	TNFRSF12A	324.5421
removed	removed	TNFRSF13C	6.5215
TNFRSF14	1309.9598	TNFRSF14	963.8784
removed	removed	TNFRSF17	36.0602
TNFRSF18	583.1787	TNFRSF18	17.6465
TNFRSF19	344.1558	TNFRSF19	671.7177
TNFRSF1A	2970.6246	TNFRSF1A	4076.3403
TNFRSF1B	607.9159	TNFRSF1B	2328.5701
TNFRSF21	430.1175	TNFRSF21	1804.5459
TNFRSF25	17.6252	TNFRSF25	117.7712
TNFRSF4	43.9085	TNFRSF4	16.112
TNFRSF6B	18.1169	TNFRSF6B	102.342
TNFRSF8	9.2764	TNFRSF8	113.1677
TNFRSF9	15.7699	removed	removed
TNFSF10	7047.619	TNFSF10	4114.7022
TNFSF11	7.1119	removed	removed
TNFSF12-TNFSF13	179.3352	TNFSF12-TNFSF13	167.6762
TNFSF12	604.0167	TNFSF12	1050.9485
TNFSF13B	158.9363	TNFSF13B	66.7498
TNFSF13	575.6432	TNFSF13	755.8607
TNFSF14	5.8751	TNFSF14	18.4137
TNFSF15	8.658	TNFSF15	16.4956
TNFSF4	211.1936	TNFSF4	28.0042
TNFSF8	115.9555	TNFSF8	49.8705
TNFSF9	139.1466	TNFSF9	7.6724
TNF	64.0074	TNF	49.4869
TNIK	199.7526	TNIK	445.7658
TNIP1	2171.9233	TNIP1	6975.3525
TNIP2	675.3247	TNIP2	845.4973
TNK1	198.825	TNK1	454.9727
TNK2	650.368	TNK2	1023.7422
TNKS1BP1	4958.8745	TNKS1BP1	7976.9828
TNKS2	1478.6642	TNKS2	1843.2915
TNKS	1312.1274	TNKS	1373.5533
removed	removed	TNMD	340.6541
removed	removed	TNNC1	5.7543
removed	removed	TNNC2	13.8103
TNNI1	110.0804	TNNI1	27.6206
TNNI2	16.6976	TNNI2	13.8103
TNNI3K	7.4923	TNNI3K	35.2239
TNNT1	185.838	removed	removed
TNNT2	25.974	removed	removed
removed	removed	TNNT3	88.6161
TNN	16.3884	TNN	173.396
TNPO1	4559.3692	TNPO1	2729.0688
TNPO2	2452.9994	TNPO2	1984.0798
TNPO3	1140.6926	TNPO3	1189.2203
TNRC18	3879.4063	TNRC18	3368.1788
TNRC6A	1043.9085	TNRC6A	1680.6368
TNRC6B	720.1608	TNRC6B	1048.0483
TNRC6C	384.3476	TNRC6C	875.2009
TNS1	2993.5065	TNS1	46424.0913
TNS3	2162.0284	TNS3	5579.3613
removed	removed	TNS4	1104.4404
TNXB	133.6704	TNXB	15784.4366
TOB1	6744.5733	TOB1	1509.7343
TOB2	1605.4422	TOB2	2777.7884
TOE1	284.9691	TOE1	207.166
TOLLIP	872.2944	TOLLIP	1437.0385
TOM1L1	921.6543	TOM1L1	511.8404
TOM1L2	1118.7384	TOM1L2	2140.9801
TOM1	995.671	TOM1	1425.9135
TOMM20	8903.525	TOMM20	4852.786
TOMM22	1421.4595	TOMM22	946.7728
TOMM34	543.5993	TOMM34	624.9161
TOMM40L	311.5368	TOMM40L	423.4622
TOMM40	643.7848	TOMM40	620.6963
TOMM5	610.0742	TOMM5	697.0327
TOMM6	1197.2418	TOMM6	1380.2551
TOMM70A	3706.3605	TOMM70A	1908.8328
TOMM7	2398.2684	TOMM7	1806.8476
TOP1MT	603.8961	TOP1MT	409.322
TOP1P1	68.3364	TOP1P1	53.3231
TOP1	1917.1305	TOP1	1858.6362
TOP2A	1611.9357	TOP2A	118.922
TOP2B	7940.94	TOP2B	3739.5224
TOP3A	307.0501	TOP3A	440.0115
TOP3B	165.739	TOP3B	303.8266
TOPBP1	862.0903	TOPBP1	754.5795
TOPORS	351.2678	TOPORS	593.0757
TOR1AIP1	2809.2146	TOR1AIP1	2159.3939
TOR1AIP2	739.9505	TOR1AIP2	448.4511
TOR1A	694.8052	TOR1A	820.562
TOR1B	532.4675	TOR1B	533.231
TOR2A	182.7458	TOR2A	191.0425
TOR3A	1708.1014	TOR3A	782.5837
TOX2	200.3711	TOX2	159.5857
removed	removed	TOX3	149.228
TOX4	1950.2072	TOX4	1798.385
TOX	12.0594	TOX	50.6378
removed	removed	TP53AIP1	40.6637
TP53BP1	1333.9518	TP53BP1	1290.8794
TP53BP2	1848.4848	TP53BP2	996.6433
TP53I11	2088.4354	TP53I11	2956.9387
TP53I13	760.6679	TP53I13	399.7315
TP53I3	662.3377	TP53I3	303.443
TP53INP1	1432.9004	TP53INP1	810.2043
TP53INP2	506.1843	TP53INP2	569.6749
TP53RK	310.7607	TP53RK	387.072
TP53TG1	460.4205	TP53TG1	184.1373
removed	removed	TP53TG3B	9.5905
TP53	1300.2474	TP53	1608.9
TP63	53.1849	TP63	1061.8586
TP73	101.1132	TP73	146.9262
TPBG	1579.4682	TPBG	672.4849
TPCN1	1104.2053	TPCN1	1627.6973
TPCN2	244.8639	TPCN2	419.929
TPD52L1	456.0915	TPD52L1	698.1874
TPD52L2	2026.2832	TPD52L2	3206.675
TPD52	9428.0179	TPD52	966.3336
removed	removed	TPH1	80.1765
TPI1P2	15.1515	TPI1P2	13.0431
TPI1	7512.0594	TPI1	4388.9901
TPK1	45.1453	TPK1	98.2066
TPM1	4722.8139	TPM1	6260.961
TPM2	2299.6289	TPM2	4532.4638
TPM3	8622.449	TPM3	5970.2695
TPM4	44044.5269	TPM4	12935.2642
TPMT	628.9425	TPMT	368.2747
removed	removed	TPO	178.383
TPP1	3608.2251	TPP1	3782.1042
TPP2	1003.4014	TPP2	906.1091
TPPP3	70.8101	TPPP3	634.5066
TPPP	91.5275	TPPP	598.83
TPRA1	657.081	TPRA1	565.0714
TPRG1L	2390.2288	TPRG1L	1778.8434
TPRG1	32.1583	TPRG1	204.4692
TPRKB	384.9722	TPRKB	213.2924
TPRN	654.2981	TPRN	258.9431
removed	removed	TPRXL	5.3707
TPR	3336.3915	TPR	3860.0556
TPSAB1	155.2257	TPSAB1	448.8348
TPSB2	69.2641	TPSB2	158.0512
TPSG1	24.7372	TPSG1	8.8232
TPST1	223.5622	TPST1	289.2491
TPST2	671.9233	TPST2	1098.3025
TPT1	20112.8633	TPT1	53208.0176
TPTE2P1	6.8027	TPTE2P1	8.8232
TPX2	1609.7712	TPX2	77.1075
TRA2A	1090.9091	TRA2A	891.5316
TRA2B	2330.2412	TRA2B	1975.6402
TRABD	881.2616	TRABD	558.5499
TRADD	343.5374	TRADD	383.2358
TRAF1	149.9691	TRAF1	237.4604
TRAF2	370.1299	TRAF2	276.5896
TRAF3IP1	430.7359	TRAF3IP1	682.0754
TRAF3IP2	626.778	TRAF3IP2	761.4846
TRAF3IP3	226.6543	TRAF3IP3	78.2584
TRAF3	289.1156	TRAF3	314.9516
TRAF4	2190.4762	TRAF4	670.9504
TRAF5	1511.7502	TRAF5	393.9772
TRAF6	166.9759	TRAF6	263.9302
TRAF7	3436.8213	TRAF7	1966.3604
TRAFD1	1005.5659	TRAFD1	889.6135
TRAIP	49.1651	TRAIP	36.0602
TRAK1	806.4317	TRAK1	1697.8997
TRAK2	2107.6067	TRAK2	1826.0286
TRAM1L1	277.3655	TRAM1L1	82.8618
TRAM1	5500	TRAM1	4419.6797
TRAM2	1745.8256	TRAM2	2121.7992
TRANK1	1260.9771	TRANK1	845.1136
TRAP1	2236.0853	TRAP1	1326.1034
TRAPPC10	1367.3469	TRAPPC10	1392.155
TRAPPC1	929.1899	TRAPPC1	977.4624
TRAPPC2L	759.7403	TRAPPC2L	420.0633
TRAPPC2P1	144.663	TRAPPC2P1	89.9281
TRAPPC2	330.5504	TRAPPC2	246.2837
TRAPPC3	1009.5857	TRAPPC3	1058.4061
TRAPPC4	855.906	TRAPPC4	783.7345
TRAPPC5	941.2492	TRAPPC5	355.6152
TRAPPC6A	295.9184	TRAPPC6A	256.6414
TRAPPC6B	559.3692	TRAPPC6B	623.7652
TRAPPC9	991.342	TRAPPC9	715.8339
removed	removed	TRAT1	8.8232
TRDMT1	59.06	TRDMT1	149.228
removed	removed	TRDN	213.676
TREM1	151.2059	TREM1	23.0172
TREM2	709.0291	TREM2	154.9823
removed	removed	TREML2	9.2069
TRERF1	667.5943	TRERF1	237.4604
TREX1	382.953	TREX1	248.3245
TREX2	9.2764	removed	removed
removed	removed	TRHDE	118.5422
TRH	90.2907	removed	removed
TRIAP1	684.2919	TRIAP1	375.1798
TRIB1	982.9932	TRIB1	1557.8786
TRIB2	1641.9295	TRIB2	1137.4317
TRIB3	1730.6741	TRIB3	189.1244
TRIL	2180.8905	TRIL	552.412
TRIM11	768.3983	TRIM11	406.253
TRIM13	536.7161	TRIM13	665.4532
TRIM14	993.5065	TRIM14	825.1654
TRIM16L	92.0594	TRIM16L	206.4908
TRIM16	431.1596	TRIM16	528.1366
removed	removed	TRIM17	100.5083
TRIM21	456.4007	TRIM21	479.5243
TRIM22	1056.5863	TRIM22	1614.2706
TRIM23	384.0445	TRIM23	420.8305
TRIM24	507.7304	TRIM24	530.9293
TRIM25	1912.1831	TRIM25	1606.5983
TRIM26	1332.7149	TRIM26	1391.3877
TRIM27	1160.7916	TRIM27	1216.4573
TRIM28	7948.3612	TRIM28	4075.1894
TRIM29	61.8429	TRIM29	3214.731
TRIM2	971.8615	TRIM2	1835.2354
TRIM31	14.5331	removed	removed
TRIM32	354.0507	TRIM32	558.9335
TRIM33	1202.5356	TRIM33	1219.1426
TRIM34	227.2727	TRIM34	232.857
TRIM35	786.6419	TRIM35	620.6963
TRIM36	93.0736	TRIM36	37.5947
TRIM37	2951.1008	TRIM37	670.3251
TRIM38	601.4224	TRIM38	565.4551
TRIM39	228.8621	TRIM39	445.2479
TRIM3	124.3043	TRIM3	311.8826
TRIM41	679.5393	TRIM41	789.8955
TRIM44	842.6098	TRIM44	1835.6191
TRIM45	188.3117	TRIM45	120.4565
TRIM46	37.1058	TRIM46	34.1421
TRIM47	2838.8992	TRIM47	1001.6304
TRIM4	1123.3766	TRIM4	1207.2504
TRIM52	96.475	TRIM52	162.6546
TRIM55	5.5659	TRIM55	5.3707
TRIM56	462.2758	TRIM56	819.4111
TRIM58	324.5609	TRIM58	102.1157
TRIM59	649.9938	TRIM59	64.2563
TRIM5	458.9147	TRIM5	527.7414
TRIM62	346.6296	TRIM62	187.9735
removed	removed	TRIM63	6.1379
TRIM65	1266.543	TRIM65	548.5758
TRIM66	135.436	TRIM66	315.3352
TRIM67	5.2566	removed	removed
TRIM68	81.6327	TRIM68	390.9082
TRIM69	14.7434	TRIM69	12.6633
TRIM6	278.9116	TRIM6	237.4604
TRIM78P	7.6902	TRIM78P	5.4896
TRIM7	81.6327	TRIM7	43.349
TRIM8	1868.5838	TRIM8	3657.8115
TRIM9	114.1002	TRIM9	56.0084
TRIOBP	840.7545	TRIOBP	2487.3885
TRIO	2361.4719	TRIO	2747.0989
TRIP10	1380.6432	TRIP10	1801.8606
TRIP11	1440.0124	TRIP11	1276.6855
TRIP12	2463.8219	TRIP12	4474.9209
TRIP13	252.6283	TRIP13	54.474
TRIP4	473.0983	TRIP4	502.1579
TRIP6	1576.6852	TRIP6	1180.397
TRIT1	281.0761	TRIT1	289.6327
TRMT112	4312.3067	TRMT112	1281.6726
TRMT11	145.6401	TRMT11	173.396
TRMT12	405.9988	TRMT12	265.4647
TRMT1	954.2362	TRMT1	581.1835
TRMT2A	348.4848	TRMT2A	572.3602
TRMT2B	370.4391	TRMT2B	350.6282
TRMT5	492.5788	TRMT5	519.8044
TRMT61A	525.974	TRMT61A	522.4897
TRMT61B	198.7106	TRMT61B	223.4123
TRMT6	545.1453	TRMT6	285.7965
TRMU	128.9425	TRMU	224.0338
TRNAU1AP	333.3333	TRNAU1AP	296.9215
TRNP1	132.9623	TRNP1	252.8052
TRNT1	451.7409	TRNT1	330.7759
TROAP	337.9716	TROAP	5.3707
TROVE2	1456.1998	TROVE2	897.2936
TRO	177.4892	TRO	269.3009
TRPA1	1415.7483	removed	removed
TRPC1	117.5015	TRPC1	143.4737
removed	removed	TRPC3	8.056
TRPC4AP	2137.2913	TRPC4AP	2314.3761
TRPC4	5.5659	removed	removed
TRPC6	27.5201	TRPC6	93.9868
TRPM2	636.3636	TRPM2	273.5207
removed	removed	TRPM3	13.8103
TRPM4	895.1763	TRPM4	826.6999
removed	removed	TRPM6	78.2584
TRPM7	842.919	TRPM7	1236.4055
TRPS1	2996.9079	TRPS1	4504.8432
TRPT1	526.2832	TRPT1	275.8224
TRPV1	98.1725	TRPV1	183.7537
TRPV2	313.8528	TRPV2	334.1325
removed	removed	TRPV3	9.2299
TRPV4	144.4032	TRPV4	159.9693
TRPV6	25.974	TRPV6	204.0855
TRRAP	1884.5022	TRRAP	2270.5284
TRUB1	520.4082	TRUB1	396.2789
TRUB2	475.8813	TRUB2	525.5586
TSC1	568.0272	TSC1	1142.4187
TSC22D1	1514.5331	TSC22D1	4789.8724
TSC22D2	497.5263	TSC22D2	516.3518
TSC22D3	2345.3927	TSC22D3	3970.8449
TSC22D4	721.3976	TSC22D4	1090.6301
TSC2	1654.2981	TSC2	2086.1226
TSEN15	1069.2641	TSEN15	468.0157
TSEN2	225.1082	TSEN2	158.4348
TSEN34	1095.2381	TSEN34	586.5541
TSEN54	1056.2771	TSEN54	282.7275
TSFM	1246.444	TSFM	418.9124
TSG101	945.8874	TSG101	1179.6298
TSGA10	67.4088	TSGA10	96.2885
TSGA13	22.8819	removed	removed
TSGA14	512.987	TSGA14	216.3614
TSHR	5.2566	removed	removed
removed	removed	TSHZ1	1114.7981
TSHZ2	31.8491	TSHZ2	846.6481
TSHZ3	415.8936	TSHZ3	403.184
TSIX	19.295	TSIX	14.497
removed	removed	TSKS	6.5215
TSKU	1837.6623	TSKU	3638.6305
removed	removed	TSLP	45.2671
TSNARE1	178.726	TSNARE1	248.969
TSNAXIP1	54.1126	TSNAXIP1	29.1551
TSNAX	1307.6685	TSNAX	765.3208
TSN	2061.5337	TSN	1702.1195
TSPAN10	10.5133	TSPAN10	8.8232
TSPAN11	41.4348	TSPAN11	358.3006
TSPAN12	172.2325	TSPAN12	393.2099
TSPAN13	2675.3247	TSPAN13	1084.4922
TSPAN14	1995.671	TSPAN14	3670.4709
TSPAN15	3085.3432	TSPAN15	1908.1231
TSPAN17	1002.1645	TSPAN17	681.6918
TSPAN18	302.4119	TSPAN18	594.6101
TSPAN1	2309.5238	TSPAN1	183.3701
TSPAN2	35.8689	TSPAN2	264.3138
TSPAN31	1125.8503	TSPAN31	1135.13
TSPAN32	8.3488	TSPAN32	14.9612
TSPAN33	284.7866	TSPAN33	484.1277
TSPAN3	3993.8157	TSPAN3	5295.8665
TSPAN4	544.2177	TSPAN4	1828.3303
TSPAN5	263.4508	TSPAN5	97.4393
TSPAN6	367.0377	TSPAN6	1197.6599
TSPAN7	94.6197	TSPAN7	1603.9129
removed	removed	TSPAN8	57.1593
TSPAN9	1123.6858	TSPAN9	1889.3258
TSPO	1557.2047	TSPO	1628.0809
TSPYL1	1236.6914	TSPYL1	2542.085
TSPYL2	726.0359	TSPYL2	844.3464
TSPYL3	34.9412	TSPYL3	34.5258
