gene_id	TCGA-BH-A0B5-01A-11R-A12P-07	gene_id	TCGA-BH-A0B5-11A-23R-A12P-07
SMPD1	515.3436	SMPD1	790.2946
SMPD2	226.8179	SMPD2	82.7556
SMPD3	193.1288	SMPD3	14.2981
SMPD4	2492.3282	SMPD4	1139.948
SMPDL3A	121.0807	SMPDL3A	167.2444
SMPDL3B	162.1081	removed	removed
SMR3B	26.0173	removed	removed
SMS	1617.7452	SMS	814.1248
removed	removed	SMTNL1	5.6326
SMTN	664.443	SMTN	920.2773
SMU1	1346.5644	SMU1	1605.7192
SMUG1	698.1321	SMUG1	508.2322
SMURF1	1008.7625	SMURF1	1371.5641
SMURF2	418.946	SMURF2	586.6551
SMYD1	10.3402	removed	removed
SMYD2	1366.9113	SMYD2	677.2097
SMYD3	735.4903	SMYD3	104.8527
SMYD4	248.499	SMYD4	471.8371
SMYD5	677.1181	SMYD5	510.3986
SNAI1	62.7085	SNAI1	49.3934
SNAI2	349.2328	SNAI2	551.5598
SNAI3	22.3482	removed	removed
SNAP23	1253.5023	SNAP23	1288.1282
SNAP29	983.6558	SNAP29	1117.851
SNAP47	948.7025	SNAP47	336.8804
SNAPC1	220.1468	SNAPC1	211.0052
SNAPC2	360.2402	SNAPC2	174.6101
SNAPC3	496.6644	SNAPC3	605.7192
SNAPC4	430.954	SNAPC4	151.2132
SNAPC5	68.956	SNAPC5	113.0633
SNAPIN	759.8399	SNAPIN	1038.9948
SNCAIP	143.7625	SNCAIP	103.1196
SNCA	52.3682	SNCA	45.9272
SNCG	64.7098	SNCG	2946.7071
SND1	2989.9933	SND1	4045.4939
SNED1	1090.3936	SNED1	1334.4887
SNF8	784.8566	SNF8	1020.7972
SNHG10	72.3816	SNHG10	29.4627
SNHG11	232.4683	SNHG11	95.2383
SNHG12	182.7885	SNHG12	79.7227
SNHG1	737.8252	SNHG1	217.9376
SNHG3-RCC1	148.0387	SNHG3-RCC1	167.9073
SNHG3	39.6931	SNHG3	12.565
SNHG4	17.9453	removed	removed
SNHG5	402.6017	SNHG5	704.9393
SNHG6	530.3536	SNHG6	723.1369
SNHG7	387.4316	SNHG7	373.5225
SNHG8	434.2895	SNHG8	445.4073
SNHG9	38.3589	SNHG9	40.2946
SNIP1	309.2061	SNIP1	227.9029
SNN	854.2362	SNN	4361.7851
SNORA39	15.03	removed	removed
SNORA7B	18.2955	removed	removed
SNORA8	250.3035	SNORA8	184.2548
SNORD116-20	11.0073	SNORD116-20	5.6326
SNORD116-28	40.3669	SNORD116-28	10.5329
SNORD116-4	32.6084	SNORD116-4	18.9688
SNORD1C	17.6251	removed	removed
SNPH	67.0447	SNPH	138.6482
SNRK	1283.1888	SNRK	2412.0451
SNRNP200	9727.485	SNRNP200	3689.7747
SNRNP25	538.6925	SNRNP25	531.1958
SNRNP27	468.9793	SNRNP27	977.4697
SNRNP35	376.511	SNRNP35	464.2678
SNRNP40	909.94	SNRNP40	493.5009
SNRNP48	345.2302	SNRNP48	306.3258
SNRNP70	2969.3129	SNRNP70	1441.9411
SNRPA1	309.5397	SNRPA1	237.435
SNRPA	1104.7365	SNRPA	762.565
SNRPB2	910.2735	SNRPB2	922.0104
SNRPB	2384.5897	SNRPB	927.643
SNRPC	845.8973	SNRPC	788.1282
SNRPD1	865.2435	SNRPD1	444.5407
SNRPD2	2197.465	SNRPD2	1451.9064
SNRPD3	1164.1594	SNRPD3	1085.1646
SNRPE	1078.3856	SNRPE	418.5442
SNRPF	884.5897	SNRPF	422.0104
SNRPG	753.8359	SNRPG	503.8995
SNRPN	1124.6564	SNRPN	885.9012
SNTA1	416.6111	SNTA1	1548.0936
SNTB1	169.4463	SNTB1	1330.156
SNTB2	751.501	SNTB2	2390.3813
removed	removed	SNTG2	58.4922
SNTN	160.7738	removed	removed
SNUPN	334.2228	SNUPN	630.4159
SNURF	67.4716	SNURF	35.6759
SNW1	1474.3162	SNW1	1533.3622
SNX10	244.8299	SNX10	978.3362
SNX11	426.2842	SNX11	719.2374
SNX12	282.1881	SNX12	133.0156
SNX13	1046.0307	SNX13	1282.0624
SNX14	920.6137	SNX14	966.2045
SNX15	339.2262	SNX15	918.5442
SNX16	208.8059	SNX16	580.156
SNX17	2238.8259	SNX17	3260.8319
SNX18	756.5043	SNX18	987.435
SNX19	2153.7692	SNX19	3912.0451
SNX1	3265.8439	SNX1	5581.0225
SNX20	49.9633	SNX20	6.9324
SNX21	413.986	SNX21	1293.3189
SNX22	130.3669	SNX22	64.0945
SNX24	402.6017	SNX24	116.9844
SNX25	393.9293	SNX25	294.6274
SNX27	2205.8005	SNX27	751.1785
SNX29	979.6531	SNX29	1260.8319
SNX2	1629.0861	SNX2	2237.8683
SNX30	719.1461	SNX30	467.9376
SNX33	764.5097	SNX33	1193.6742
SNX3	1573.0487	SNX3	6124.7834
SNX4	756.5043	SNX4	911.6118
SNX5	1924.6164	SNX5	3527.7296
SNX6	964.6431	SNX6	2220.104
SNX7	367.5784	SNX7	366.9844
SNX8	308.8726	SNX8	402.0797
SNX9	2145.7638	SNX9	3105.286
SOAT1	693.1288	SOAT1	431.9757
SOBP	80.0534	SOBP	625.2166
SOCS1	63.3756	SOCS1	71.9237
SOCS2	701.1341	SOCS2	928.9428
SOCS3	910.9406	SOCS3	3420.7106
SOCS4	613.7425	SOCS4	608.7522
SOCS5	1031.3542	SOCS5	741.7678
SOCS6	1090.7272	SOCS6	554.1594
SOCS7	65.0434	SOCS7	76.2565
SOD1	2433.956	SOD1	5396.0139
SOD2	2226.8179	SOD2	5938.9081
SOD3	76.7178	SOD3	3748.7002
removed	removed	SOHLH2	25.2253
SOLH	618.4123	SOLH	267.7643
SON	8952.9686	SON	6220.5373
SORBS1	1712.8085	SORBS1	46776.8631
SORBS2	1551.3676	SORBS2	662.4783
SORBS3	2992.6618	SORBS3	2495.6672
SORCS1	460.3069	SORCS1	10.3986
SORCS2	497.9987	SORCS2	25.5633
SORD	858.5724	SORD	155.9792
SORL1	4134.4229	SORL1	348.3536
SORT1	2782.5217	SORT1	9331.4558
SOS1	1324.5497	SOS1	3402.513
SOS2	1197.465	SOS2	1945.8406
SOSTDC1	31.0207	removed	removed
SOX10	75.7171	SOX10	12.565
SOX11	12.6751	removed	removed
SOX12	1498.9993	SOX12	169.4107
SOX13	2484.3229	SOX13	1060.2253
SOX15	5.3369	SOX15	7.799
SOX17	33.3556	SOX17	405.1127
SOX18	51.3676	SOX18	136.0485
SOX2	25.3502	removed	removed
SOX4	6155.7705	SOX4	492.201
SOX5	8.6724	SOX5	156.8458
SOX6	11.3409	SOX6	484.4021
SOX7	65.0434	SOX7	304.1854
removed	removed	SOX8	10.3986
SOX9	1766.511	SOX9	116.5511
SP100	1956.9713	SP100	1637.3484
SP110	834.5564	SP110	409.0121
SP140L	262.8419	SP140L	305.8925
SP140	65.0434	SP140	16.0312
SP1	4843.5624	SP1	3150.7799
SP2	719.1461	SP2	627.383
SP3	2909.94	SP3	1810.6586
SP4	189.7932	SP4	82.7556
SP5	60.7071	SP5	7.3657
SP6	116.4109	SP6	9.5321
SPA17	306.8712	SPA17	36.3951
SPAG16	570.0467	SPAG16	379.5494
removed	removed	SPAG17	118.2842
SPAG1	476.9847	SPAG1	65.4246
SPAG4	16.0107	removed	removed
SPAG5	920.7572	SPAG5	52.8596
SPAG6	1382.5884	removed	removed
SPAG7	519.3462	SPAG7	1077.1231
SPAG8	86.3909	SPAG8	12.565
SPAG9	1648.7658	SPAG9	3170.7106
SPARCL1	7732.8219	SPARCL1	15456.6724
SPARC	62340.5604	SPARC	121407.279
SPAST	577.7185	SPAST	455.3726
SPATA12	5.3369	removed	removed
SPATA13	1162.1147	SPATA13	153.8128
SPATA17	173.449	removed	removed
SPATA18	443.9626	SPATA18	142.9809
SPATA20	1461.5043	SPATA20	1071.0572
removed	removed	SPATA22	35.3076
SPATA24	59.0394	SPATA24	31.1958
SPATA2L	173.7825	SPATA2L	48.9601
SPATA2	406.938	SPATA2	237.435
SPATA4	12.6751	removed	removed
SPATA5L1	154.1027	SPATA5L1	162.4783
SPATA5	211.4743	SPATA5	250.8666
SPATA6	208.8059	SPATA6	64.5581
SPATA7	178.7859	SPATA7	327.1231
SPATA9	12.6951	SPATA9	101.3865
SPATS2L	1793.529	SPATS2L	2362.6516
SPATS2	1264.5097	SPATS2	262.565
SPC24	57.038	removed	removed
SPC25	269.8466	removed	removed
SPCS1	1864.5197	SPCS1	1402.0797
SPCS2	416.6111	SPCS2	434.5754
SPCS3	1490.6604	SPCS3	2331.4558
SPDEF	3018.6791	removed	removed
SPDYA	11.8346	SPDYA	8.0026
SPDYE1	15.6204	removed	removed
SPDYE3	76.0907	SPDYE3	110.351
SPDYE5	13.0087	removed	removed
SPDYE6	45.6971	SPDYE6	14.7314
SPDYE7P	9.3396	removed	removed
SPDYE8P	18.6791	SPDYE8P	6.4991
SPEF1	184.4563	removed	removed
SPEF2	695.4636	SPEF2	81.4558
SPEG	391.5944	SPEG	52.8596
SPEN	3224.8165	SPEN	2144.714
SPESP1	12.008	SPESP1	47.6603
SPG11	2242.495	SPG11	1571.0572
SPG20	488.9927	SPG20	2592.2877
SPG21	1485.3235	SPG21	2606.5858
SPG7	839.2262	SPG7	1086.6551
SPHAR	111.2475	SPHAR	147.37
SPHK1	414.2295	SPHK1	47.4957
SPHK2	322.2382	SPHK2	237.8856
SPI1	418.6124	SPI1	187.6083
SPIB	12.3416	removed	removed
SPIN1	3182.455	SPIN1	1984.4021
removed	removed	SPIN2A	12.565
SPIN2B	98.4089	SPIN2B	123.3969
SPIN3	475.984	SPIN3	158.1456
SPIN4	264.5097	SPIN4	55.026
removed	removed	SPINK5	68.4575
SPINT1	3198.1321	SPINT1	14.2981
SPINT2	7402.6017	SPINT2	79.7227
SPIRE1	1077.3849	SPIRE1	806.7591
SPIRE2	143.429	SPIRE2	21.2305
SPNS1	866.5744	SPNS1	483.4965
SPNS2	157.8052	SPNS2	590.5806
SPNS3	5.3369	removed	removed
SPN	271.8479	SPN	69.7574
SPOCD1	31.0207	SPOCD1	9.5321
SPOCK1	1067.0447	SPOCK1	908.5789
SPOCK2	575.05	SPOCK2	274.2634
SPON1	1130.0867	SPON1	4383.0156
SPON2	1272.8486	SPON2	1325.3899
SPOPL	2525.3502	SPOPL	741.3345
SPOP	1143.0954	SPOP	1126.5165
SPP1	12457.972	SPP1	112.6516
SPPL2A	667.7785	SPPL2A	896.0139
SPPL2B	1027.3516	SPPL2B	414.2114
SPPL3	1675.7839	SPPL3	1206.6724
SPRED1	1332.2215	SPRED1	1016.0312
SPRED2	1687.1247	SPRED2	884.7487
SPRN	93.062	SPRN	48.9601
SPRY1	1087.058	SPRY1	3192.3744
SPRY2	220.8139	SPRY2	1871.7504
SPRY3	38.0254	SPRY3	78.4229
SPRY4	466.6444	SPRY4	1163.3449
SPRYD3	1061.0407	SPRYD3	1980.9359
SPRYD4	205.4703	SPRYD4	285.5286
SPR	1103.4023	SPR	834.0555
SPSB1	849.5664	SPSB1	1397.3137
SPSB2	140.427	SPSB2	81.8891
SPSB3	973.9827	SPSB3	550.6932
SPSB4	25.3502	SPSB4	32.9289
removed	removed	SPTA1	13.8648
SPTAN1	6803.8692	SPTAN1	11289.4281
SPTBN1	6581.054	SPTBN1	50257.3657
SPTBN2	1235.8239	SPTBN2	32.0624
SPTBN4	20.6805	SPTBN4	162.0451
SPTBN5	214.2495	SPTBN5	13.3362
SPTB	62.7085	SPTB	222.7036
SPTLC1	1413.2755	SPTLC1	1568.8908
SPTLC2	4758.5057	SPTLC2	1339.2548
SPTLC3	175.4503	SPTLC3	329.2894
SPTY2D1	1106.3776	SPTY2D1	633.0806
SQLE	1294.8632	SQLE	87.9549
SQRDL	1889.2595	SQRDL	941.0745
SQSTM1	6426.7111	SQSTM1	11253.5702
SR140	2442.962	SR140	1842.2877
SRA1	573.0487	SRA1	559.792
SRBD1	484.3229	SRBD1	468.3709
SRCAP	6803.8692	SRCAP	2107.0191
SRCIN1	607.0714	SRCIN1	122.1837
SRCRB4D	45.477	SRCRB4D	188.4749
SRC	1092.0614	SRC	353.5529
SRD5A1	279.5197	SRD5A1	58.4922
SRD5A2	24.016	removed	removed
SRD5A3	342.8719	SRD5A3	572.3224
SREBF1	3171.7812	SREBF1	4042.8943
SREBF2	2028.6858	SREBF2	2374.7834
SRFBP1	409.2728	SRFBP1	173.3102
SRF	1465.9773	SRF	1298.9601
SRGAP1	535.3569	SRGAP1	200.1733
SRGAP2	1754.8366	SRGAP2	630.8492
SRGAP3	845.8973	SRGAP3	42.8943
SRGN	1080.0534	SRGN	1979.2028
SRI	2044.3629	SRI	1626.9497
SRL	15.01	SRL	98.7868
SRMS	62.0414	removed	removed
SRM	683.4556	SRM	772.9636
SRP14	3424.6164	SRP14	4040.2946
SRP19	652.8986	SRP19	764.2591
SRP54	1018.012	SRP54	840.5546
SRP68	1559.7065	SRP68	2225.7366
SRP72	2397.2648	SRP72	1882.5823
SRP9	5922.2815	SRP9	3463.6049
SRPK1	1194.463	SRPK1	444.5407
SRPK2	1533.6891	SRPK2	974.4367
SRPK3	7.7552	removed	removed
SRPRB	918.946	SRPRB	1001.7331
SRPR	2538.6925	SRPR	3568.8908
SRPX2	445.6304	SRPX2	948.4402
SRPX	210.4736	SRPX	3500
SRRD	183.4556	SRRD	287.2617
SRRM1	2330.2201	SRRM1	1476.1698
SRRM2	23165.7738	SRRM2	8340.1213
SRRM3	96.7312	SRRM3	39.4281
SRRM5	40.3302	SRRM5	8.6828
SRRT	2462.9753	SRRT	1159.0121
SRR	220.3536	SRR	297.3527
SRXN1	850.9006	SRXN1	852.6863
SS18L1	410.2735	SS18L1	271.6638
SS18L2	278.519	SS18L2	150.3466
SS18	2257.505	SS18	1524.2634
SSBP1	987.3249	SSBP1	941.9411
SSBP2	742.8286	SSBP2	537.695
SSBP3	635.4236	SSBP3	827.9896
SSBP4	490.6604	SSBP4	255.1993
SSB	2039.7498	SSB	4207.9939
SSC5D	1180.1201	SSC5D	613.0849
SSFA2	1310.2068	SSFA2	3000.4333
SSH1	1369.2462	SSH1	1075.3899
SSH2	970.6471	SSH2	838.3882
SSH3	1479.3195	SSH3	470.104
SSNA1	793.8626	SSNA1	637.3484
SSPN	625.4169	SSPN	2030.3293
SSPO	144.0961	SSPO	20.7972
SSR1	2448.966	SSR1	3808.0589
SSR2	5927.6184	SSR2	3058.0589
SSR3	2548.6991	SSR3	4324.0901
SSR4	1734.8232	SSR4	1191.9411
SSRP1	3693.7959	SSRP1	2606.5858
SSSCA1	254.503	SSSCA1	203.2062
SSTR1	5.0033	SSTR1	75.8232
SSTR2	320.8806	SSTR2	294.6274
SSU72	1608.7392	SSU72	3265.5979
SSX2IP	808.2055	SSX2IP	73.6568
ST13	2843.5624	ST13	10369.1508
ST14	2995.9973	ST14	23.3969
ST20	54.3763	ST20	24.5754
ST3GAL1	2751.8346	ST3GAL1	2052.4263
ST3GAL2	460.3069	ST3GAL2	636.9151
ST3GAL3	164.443	ST3GAL3	631.2825
ST3GAL4	682.1214	ST3GAL4	726.1698
ST3GAL5	271.1808	ST3GAL5	335.7886
ST3GAL6	61.7078	ST3GAL6	339.2548
ST5	1600.4003	ST5	477.0364
ST6GAL1	1118.4123	ST6GAL1	717.9376
ST6GAL2	446.9646	removed	removed
ST6GALNAC1	16.6778	ST6GALNAC1	45.9272
ST6GALNAC2	1274.1828	ST6GALNAC2	168.5442
ST6GALNAC3	25.3502	ST6GALNAC3	336.2218
ST6GALNAC4	147.0981	ST6GALNAC4	188.4749
ST6GALNAC5	62.0414	removed	removed
ST6GALNAC6	815.2101	ST6GALNAC6	5293.7608
ST7L	180.7872	ST7L	209.2721
ST7OT1	30.2735	ST7OT1	54.2894
ST7	496.6544	ST7	925.7452
ST8SIA1	122.7485	ST8SIA1	54.5927
ST8SIA2	12.008	removed	removed
ST8SIA4	606.7378	ST8SIA4	233.5355
ST8SIA6	344.2295	removed	removed
STAB1	862.2415	STAB1	1461.0052
STAC2	158.1054	removed	removed
STAC3	100.1935	STAC3	8.2322
STAC	18.6791	STAC	65.4246
STAG1	1112.2148	STAG1	1145.2816
STAG2	3094.3963	STAG2	2760.3986
STAG3L1	128.7525	STAG3L1	76.2565
STAG3L2	138.7592	STAG3L2	117.4177
STAG3L3	300.9973	STAG3L3	182.0711
STAG3L4	137.4249	STAG3L4	216.6378
STAG3	26.9079	STAG3	10.8189
STAM2	1249.4997	STAM2	931.9757
STAMBPL1	156.7712	STAMBPL1	203.6395
STAMBP	772.515	STAMBP	737.0017
STAM	612.4083	STAM	594.4541
STAP1	14.0093	removed	removed
STAP2	916.2775	STAP2	21.6638
STARD10	2158.7725	STARD10	168.9775
STARD13	647.4316	STARD13	950.1733
STARD3NL	440.6271	STARD3NL	656.8458
STARD3	672.4483	STARD3	411.1785
STARD4	22.6818	STARD4	21.2305
STARD5	166.7779	STARD5	55.8925
STARD7	3486.2508	STARD7	3595.4506
STARD8	248.8326	STARD8	593.1542
STAR	43.0287	STAR	7.799
STAT1	6844.563	STAT1	4073.6568
STAT2	2569.7131	STAT2	1961.0052
STAT3	6494.3296	STAT3	4611.7851
STAT4	47.0314	STAT4	93.1542
STAT5A	1115.4103	STAT5A	6861.3518
STAT5B	1447.6318	STAT5B	5302.4263
STAT6	4083.3889	STAT6	3216.2045
STAU1	3595.7305	STAU1	2549.3934
STAU2	1142.4283	STAU2	993.5009
STBD1	481.8646	STBD1	8200.3769
STC1	2537.3582	STC1	675.4766
STC2	4812.8753	STC2	161.6118
STEAP1	116.4109	STEAP1	983.9688
STEAP2	534.3562	STEAP2	901.2132
STEAP3	831.2208	STEAP3	450.6066
STEAP4	790.1935	STEAP4	2723.5702
STIL	747.8319	STIL	30.3293
STIM1	979.6531	STIM1	2608.3189
STIM2	408.9393	STIM2	421.1438
STIP1	2640.427	STIP1	2279.0295
STK10	655.7705	STK10	792.8943
STK11IP	842.5617	STK11IP	193.2409
STK11	952.3015	STK11	810.2253
STK16	653.1021	STK16	514.2981
STK17A	346.8979	STK17A	356.1525
STK17B	794.1961	STK17B	1008.2322
STK19	392.5183	STK19	204.4844
STK24	3327.2181	STK24	1946.7071
STK25	1652.7685	STK25	1793.3276
STK31	20.3469	removed	removed
removed	removed	STK32A	9.5321
STK32B	822.5484	STK32B	115.6846
STK32C	122.1381	STK32C	113.5182
removed	removed	STK33	8.2322
STK35	1333.2221	STK35	1179.8094
STK36	915.6104	STK36	284.662
STK38L	1870.2468	STK38L	1025.5633
STK38	880.9206	STK38	1621.7504
STK39	1483.9893	STK39	1584.4887
STK3	646.7645	STK3	632.149
STK40	888.926	STK40	2940.6412
STK4	1287.1915	STK4	748.2669
STMN1	3856.9046	STMN1	696.2738
STMN2	97.3983	STMN2	39.8614
STMN3	958.9726	STMN3	268.1976
STOML1	147.7652	STOML1	371.7504
STOML2	1281.521	STOML2	1418.5442
STOML3	14.3429	removed	removed
STOM	4070.7138	STOM	13609.6187
STON1-GTF2A1L	9.7365	STON1-GTF2A1L	49.3891
STON1	396.3075	STON1	1128.1672
STON2	505.0033	STON2	133.8821
STOX1	532.0213	STOX1	784.662
STOX2	21.3476	STOX2	22.9636
STRA13	408.6057	STRA13	187.6083
STRA6	253.1688	removed	removed
STRADA	413.2755	STRADA	416.3778
STRADB	279.8532	STRADB	1535.9619
STRAP	2524.016	STRAP	3433.7088
STRBP	1393.2622	STRBP	287.695
STRC	23.3756	removed	removed
STRN3	553.0354	STRN3	964.4714
STRN4	2087.7252	STRN4	1461.4385
STRN	616.7445	STRN	325.3899
STS	1603.0687	STS	3442.8076
STT3A	2803.8692	STT3A	2149.4801
STT3B	2003.6691	STT3B	1621.7504
STUB1	1250.4636	STUB1	1601.2738
STX10	304.5364	STX10	216.6378
STX11	107.4049	STX11	1261.2652
STX12	1061.3742	STX12	3395.1473
STX16	1433.956	STX16	1641.2478
STX17	928.9526	STX17	899.4801
STX18	474.3162	STX18	530.3293
STX19	5.0033	removed	removed
STX1A	148.4056	STX1A	38.5615
STX1B	152.7685	STX1B	46.3605
STX2	291.1941	STX2	673.7435
STX3	761.8412	STX3	256.9324
STX4	901.2675	STX4	665.078
STX5	860.2402	STX5	909.8787
STX6	1636.1241	STX6	907.3744
STX7	802.2015	STX7	3514.7314
STX8	220.1468	STX8	513.4315
STXBP1	572.048	STXBP1	2505.1993
STXBP2	2331.5544	STXBP2	59.3588
STXBP3	688.459	STXBP3	816.2912
STXBP4	150.1001	STXBP4	79.2894
STXBP5	284.8499	STXBP5	434.5581
STXBP6	9.006	STXBP6	80.156
STYK1	121.4143	removed	removed
STYXL1	483.6558	STYXL1	206.6724
STYX	387.9253	STYX	775.5633
SUB1	6244.4963	SUB1	5154.6794
SUCLA2	681.8412	SUCLA2	2539.753
SUCLG1	1103.7358	SUCLG1	5117.4177
SUCLG2	1152.7685	SUCLG2	2185.8752
SUCNR1	10.6738	SUCNR1	42.461
SUDS3	2478.6524	SUDS3	695.4073
SUFU	890.9273	SUFU	430.6759
SUGT1L1	39.5597	SUGT1L1	14.5494
removed	removed	SUGT1P1	7.3657
SUGT1	475.6504	SUGT1	630.8492
SULF1	5064.7098	SULF1	1095.3206
SULF2	8846.5644	SULF2	1041.5945
SULT1A1	1088.7258	SULT1A1	2441.5078
SULT1A2	28.3522	SULT1A2	106.1525
SULT1A3	799.056	SULT1A3	698.1196
SULT1C2	12.6751	SULT1C2	27.2964
SULT1C4	17.0113	SULT1C4	38.9948
SULT2B1	284.1895	removed	removed
removed	removed	SULT4A1	7.3657
SUMF1	911.2742	SUMF1	1025.5633
SUMF2	2128.4189	SUMF2	2607.0191
SUMO1P3	135.7572	SUMO1P3	148.6135
SUMO1	2039.026	SUMO1	1916.8111
SUMO2	2542.6951	SUMO2	2476.6031
SUMO3	2391.2608	SUMO3	1904.2461
SUN1	2911.7345	SUN1	2236.5685
SUN2	2569.3796	SUN2	6941.9411
SUOX	809.8732	SUOX	1529.4627
SUPT16H	3316.8779	SUPT16H	2792.8943
SUPT3H	81.3876	SUPT3H	86.6551
SUPT4H1	1052.9286	SUPT4H1	1126.9064
SUPT5H	3385.9239	SUPT5H	1970.104
SUPT6H	3039.3596	SUPT6H	2867.4177
SUPT7L	948.966	SUPT7L	1110.052
SUPV3L1	484.99	SUPV3L1	558.4922
SURF1	531.6878	SURF1	866.1179
SURF2	139.7598	SURF2	151.6464
SURF4	3941.9613	SURF4	9803.7262
SURF6	495.6638	SURF6	516.8977
SUSD1	165.4436	SUSD1	236.1352
SUSD2	238.1588	SUSD2	109.1854
SUSD3	486.6578	SUSD3	12.565
SUSD4	334.8899	removed	removed
SUSD5	114.0761	SUSD5	89.2548
SUV39H1	457.6384	SUV39H1	229.2028
SUV39H2	208.1388	SUV39H2	102.253
SUV420H1	1244.4963	SUV420H1	1139.5147
SUV420H2	251.1674	SUV420H2	65.4246
SUZ12P	224.483	SUZ12P	84.4887
SUZ12	1236.8245	SUZ12	781.6291
SV2A	66.7111	SV2A	5.1993
SV2B	88.7258	SV2B	288.9948
SVEP1	901.3109	SVEP1	4812.539
SVIL	3554.6431	SVIL	2170.3553
SVIP	235.1568	SVIP	138.2149
SVOPL	8.6724	removed	removed
SWAP70	1746.1641	SWAP70	1861.7851
SYAP1	1065.0434	SYAP1	1378.2496
SYBU	473.8659	SYBU	1186.3085
removed	removed	SYCE1	58.7088
SYCE2	42.6951	removed	removed
SYCP1	12.6751	removed	removed
SYCP2	1686.7912	SYCP2	29.4627
SYDE1	277.5183	SYDE1	667.6776
SYDE2	198.1321	SYDE2	131.7158
SYF2	950.6338	SYF2	1333.1889
SYK	517.3449	SYK	224.4367
SYMPK	2490.6604	SYMPK	1061.5251
SYN1	23.3489	removed	removed
SYN2	32.0213	SYN2	711.0052
removed	removed	SYN3	19.0641
SYNCRIP	3266.1775	SYNCRIP	4044.6274
SYNC	130.5704	SYNC	582.8899
SYNE1	1032.0213	SYNE1	2932.409
SYNE2	4099.066	SYNE2	2866.1179
SYNGAP1	790.1935	SYNGAP1	132.5823
SYNGR1	447.6017	SYNGR1	273.0589
SYNGR2	3166.1107	SYNGR2	1935.8752
SYNGR3	51.034	removed	removed
SYNGR4	5.0033	removed	removed
SYNJ1	379.5864	SYNJ1	313.6915
SYNJ2BP	1136.7578	SYNJ2BP	1737.435
SYNJ2	733.8225	SYNJ2	100.5199
SYNM	781.521	SYNM	5088.3882
SYNPO2	698.1321	SYNPO2	3441.0745
SYNPO	1371.2475	SYNPO	15107.4523
SYNRG	1125.4169	SYNRG	1307.6256
SYPL1	2693.4623	SYPL1	3096.1872
SYPL2	8.0053	SYPL2	101.3865
SYP	42.3616	SYP	59.792
SYS1-DBNDD2	28.6258	removed	removed
SYS1	753.1054	SYS1	901.7158
SYT11	346.5644	SYT11	573.6568
SYT12	423.9493	SYT12	23.8302
SYT13	560.7071	removed	removed
SYT15	50.3669	SYT15	190.208
SYT17	441.9613	SYT17	137.7816
SYT1	2449.6331	SYT1	28.1629
SYT2	19.0127	SYT2	15.5979
SYT3	17.0113	removed	removed
SYT5	56.0374	removed	removed
SYT6	7.0047	removed	removed
SYT7	1152.7685	SYT7	191.5078
SYT8	33.6891	removed	removed
SYT9	940.9606	removed	removed
SYTL1	513.3422	SYTL1	7.3657
SYTL2	4118.7458	SYTL2	288.5615
SYTL3	101.7345	SYTL3	259.5321
SYTL4	882.9219	SYTL4	702.773
SYTL5	205.8039	removed	removed
SYVN1	1070.0467	SYVN1	2058.4922
TAB1	549.3963	TAB1	410.6499
TAB2	1981.6544	TAB2	2612.2184
TAB3	1311.8746	TAB3	761.2652
TAC1	7.0047	removed	removed
TACC1	3704.8032	TACC1	10004.766
TACC2	1016.3442	TACC2	1541.1612
TACC3	1035.6905	TACC3	173.3102
TACO1	273.5157	TACO1	529.4627
TACR1	36.3576	TACR1	282.9289
TACR2	13.3422	TACR2	22.5303
TACSTD2	8267.8452	TACSTD2	39.8614
TADA1	565.7105	TADA1	190.208
TADA2A	196.7979	TADA2A	178.9428
TADA2B	917.9453	TADA2B	863.9515
TADA3	2518.8526	TADA3	1341.1092
TAF10	601.0674	TAF10	693.2409
TAF11	517.6785	TAF11	500
TAF12	255.8372	TAF12	492.201
TAF13	127.7518	TAF13	317.591
TAF15	1710.1401	TAF15	2746.5338
TAF1A	169.4463	TAF1A	77.1231
TAF1B	256.5043	TAF1B	306.7591
TAF1C	599.066	TAF1C	534.2288
TAF1D	461.1708	TAF1D	512.4523
TAF1L	41.6945	TAF1L	38.5615
TAF1	1752.8352	TAF1	1523.3969
TAF2	927.6184	TAF2	567.591
TAF3	208.8059	TAF3	253.8995
TAF4B	90.3936	TAF4B	128.6828
TAF4	558.3722	TAF4	372.1837
TAF5L	992.9953	TAF5L	632.149
TAF5	129.7532	TAF5	95.3206
TAF6L	189.1261	TAF6L	176.3432
TAF6	1671.4476	TAF6	652.9463
TAF7	1469.6464	TAF7	2711.0052
TAF8	382.2548	TAF8	883.0156
TAF9B	915.944	TAF9B	835.7886
TAF9	1267.8452	TAF9	1449.3068
TAGAP	195.7972	TAGAP	113.9515
TAGLN2	16819.2128	TAGLN2	5942.3744
TAGLN	8469.1227	TAGLN	9169.7097
TAL1	65.3769	TAL1	389.5147
TAL2	32.3549	removed	removed
TALDO1	1869.2462	TALDO1	6515.5979
TANC1	2204.1361	TANC1	858.7522
TANC2	1676.451	TANC2	710.1386
TANK	766.8446	TANK	1136.0485
TAOK1	676.1174	TAOK1	654.6794
TAOK2	1785.1901	TAOK2	1412.0451
TAOK3	1996.998	TAOK3	1243.5009
TAP1	1944.6298	TAP1	1022.9636
TAP2	860.6304	TAP2	910.9142
TAPBPL	771.6244	TAPBPL	504.7747
TAPBP	4881.9213	TAPBP	1710.5719
