gene_id	TCGA-BH-A0BM-01A-11R-A056-07	gene_id	TCGA-BH-A0BM-11A-12R-A089-07
PYGL	968.1529	PYGL	634.4964
PYGM	24.8408	PYGM	18.9717
PYGO1	10.1911	PYGO1	20.658
PYGO2	2512.1019	PYGO2	1622.7086
PYHIN1	13.3758	PYHIN1	18.9717
PYROXD1	680.4331	PYROXD1	349.247
PYROXD2	207.0064	PYROXD2	435.0832
PYY2	5.7325	removed	removed
ProSAPiP1	220.3822	ProSAPiP1	483.1447
QARS	3938.2166	QARS	4262.2978
QDPR	2101.9108	QDPR	634.0748
QKI	1569.4268	QKI	2386.2122
QPCTL	228.0255	QPCTL	162.7346
QPCT	213.3758	QPCT	58.1797
QPRT	36.9427	QPRT	54.3854
removed	removed	QRFPR	7.1671
QRICH1	1291.7197	QRICH1	1628.1893
QRICH2	46.4968	QRICH2	129.4288
QRSL1	291.0828	QRSL1	438.0344
QSER1	992.3567	QSER1	1328.4372
QSOX1	3408.9172	QSOX1	3017.3359
QSOX2	363.6943	QSOX2	404.7286
QTRT1	508.9172	QTRT1	454.8981
QTRTD1	561.7834	QTRTD1	531.6279
R3HCC1	585.3503	R3HCC1	795.9662
R3HDM1	582.1656	R3HDM1	448.5742
R3HDM2	1075.7962	R3HDM2	1397.1568
RAB10	4442.0382	RAB10	3167.4227
RAB11A	6048.4076	RAB11A	3375.2677
RAB11B	2018.4713	RAB11B	2591.1061
RAB11FIP1	2791.0828	RAB11FIP1	1384.0874
RAB11FIP2	387.8981	RAB11FIP2	588.9644
RAB11FIP3	677.0701	RAB11FIP3	739.4728
RAB11FIP4	615.2866	RAB11FIP4	573.3655
RAB11FIP5	1200.6369	RAB11FIP5	1103.7286
RAB12	795.5414	RAB12	966.7111
RAB13	3649.0446	RAB13	1653.4849
RAB14	3165.6051	RAB14	3347.4426
RAB15	1438.2166	RAB15	996.6441
RAB17	440.1274	RAB17	444.7798
RAB18	2450.9554	RAB18	2135.3648
RAB19	23.5669	RAB19	8.4318
RAB1A	4563.6943	RAB1A	3079.6599
RAB1B	5818.4586	RAB1B	4393.763
RAB20	596.1783	RAB20	448.1526
RAB21	1215.9236	RAB21	948.161
RAB22A	1386.6242	RAB22A	1201.538
RAB23	424.8408	RAB23	260.544
RAB24	503.1847	RAB24	581.7973
RAB25	2692.9936	RAB25	1740.7545
RAB26	57.9618	RAB26	18.1285
RAB27A	539.4904	RAB27A	643.3498
RAB27B	286.6242	RAB27B	165.6858
RAB28	262.4204	RAB28	330.1067
RAB2A	1464.3312	RAB2A	878.1767
RAB2B	527.3885	RAB2B	470.497
RAB30	141.4013	RAB30	269.3975
RAB31	1344.586	RAB31	695.2057
RAB32	254.1401	RAB32	478.5072
RAB33A	7.6433	RAB33A	8.8534
RAB33B	398.7261	RAB33B	436.7696
RAB34	1257.3248	RAB34	1555.6755
RAB35	856.6879	RAB35	1065.3637
RAB36	112.7389	RAB36	255.9065
RAB37	39.4904	RAB37	38.3649
RAB38	70.7006	RAB38	346.1273
RAB39B	58.5987	RAB39B	48.0615
RAB3A	151.5924	RAB3A	65.7684
removed	removed	RAB3B	5.9023
RAB3C	5.0955	removed	removed
RAB3D	2674.5223	RAB3D	1204.0675
RAB3GAP1	1945.2229	RAB3GAP1	2025.3293
RAB3GAP2	1213.3758	RAB3GAP2	990.3202
RAB3IL1	328.0255	RAB3IL1	230.611
RAB3IP	1829.2994	RAB3IP	537.9517
RAB40AL	5.0955	removed	removed
RAB40A	7.0064	RAB40A	8.4318
RAB40B	453.5032	RAB40B	735.6785
RAB40C	542.6752	RAB40C	647.1441
removed	removed	RAB41	14.3341
RAB42	19.1083	RAB42	17.2853
RAB43	183.4395	RAB43	254.6417
RAB4A	1196.3057	RAB4A	1206.5718
RAB4B	584.0764	RAB4B	295.0345
RAB5A	1858.5987	RAB5A	1383.6658
RAB5B	5163.0573	RAB5B	4963.8274
RAB5C	4370.0637	RAB5C	2353.328
RAB6A	5923.5669	RAB6A	3105.8703
RAB6B	164.3312	RAB6B	467.9674
RAB6C	108.7962	RAB6C	68.6774
RAB7A	6433.758	RAB7A	5001.7707
RAB7L1	347.1338	RAB7L1	534.1574
RAB8A	1994.2675	RAB8A	1129.1843
RAB8B	702.5478	RAB8B	694.7841
RAB9A	859.8726	RAB9A	597.8178
removed	removed	RAB9B	22.3444
RABAC1	1254.7771	RABAC1	1211.6562
RABEP1	2080.4268	RABEP1	3217.7651
RABEP2	538.8535	RABEP2	328.4162
RABEPK	495.5414	RABEPK	329.6852
RABGAP1L	182.8025	RABGAP1L	262.749
RABGAP1	1153.5032	RABGAP1	1959.9825
RABGEF1	1189.172	RABGEF1	994.1778
RABGGTA	394.2675	RABGGTA	388.2865
RABGGTB	998.7261	RABGGTB	683.4011
RABIF	505.7325	RABIF	206.5802
RABL2A	448.4076	RABL2A	438.0344
RABL2B	444.586	RABL2B	438.8776
RABL3	681.5287	RABL3	674.5476
RABL5	785.9873	RABL5	519.4017
RAC1	6863.0573	RAC1	7142.1946
RAC2	586.6242	RAC2	481.4584
RAC3	301.9108	RAC3	192.2461
RACGAP1	214.6497	RACGAP1	256.3281
RAD17	601.2739	RAD17	583.8125
RAD18	299.3631	RAD18	368.0501
RAD1	569.4268	RAD1	499.5868
RAD21	5815.2866	RAD21	5024.1151
RAD23A	2814.0127	RAD23A	2492.0319
RAD23B	5328.0255	RAD23B	3665.7448
RAD50	1114.0127	RAD50	1453.2286
RAD51AP1	36.3057	RAD51AP1	57.3365
RAD51C	196.1783	RAD51C	253.7985
RAD51L1	169.4268	RAD51L1	168.2153
RAD51L3	148.535	RAD51L3	163.5778
RAD51	13.3758	RAD51	36.2569
RAD52	122.172	RAD52	158.0971
removed	removed	RAD54B	43.8456
RAD54L2	90.4459	RAD54L2	172.8528
RAD54L	7.0064	RAD54L	41.7376
RAD9A	216.9682	RAD9A	263.453
RAD9B	28.0255	RAD9B	26.1387
RADIL	82.8025	RADIL	269.3975
RAE1	615.9236	RAE1	613.4168
RAET1E	5.7325	RAET1E	13.491
RAF1	1671.3376	RAF1	2156.0229
RAG1AP1	1807.6433	RAG1AP1	459.114
RAG1	30.5732	RAG1	40.8945
RAGE	182.8025	RAGE	196.8836
RAI14	889.8089	RAI14	1427.0898
RAI1	543.3121	RAI1	929.611
RAI2	659.8726	RAI2	819.5754
RALA	1529.9363	RALA	1581.3926
RALBP1	1636.9427	RALBP1	2340.6803
RALB	1921.6561	RALB	1371.8612
RALGAPA1	760.5096	RALGAPA1	578.4246
RALGAPA2	160.5096	RALGAPA2	226.8166
RALGAPB	1866.242	RALGAPB	1967.1495
RALGDS	1261.7834	RALGDS	2280.8142
RALGPS1	264.3312	RALGPS1	243.6803
RALGPS2	856.051	RALGPS2	516.0289
RALY	3243.949	RALY	2600.8027
RAMP1	76.4331	RAMP1	18.1285
RAMP2	838.2166	RAMP2	444.3583
RAMP3	350.9554	RAMP3	232.2973
RANBP10	478.3439	RANBP10	858.3619
RANBP17	64.3312	RANBP17	42.5808
RANBP1	764.3312	RANBP1	818.7322
RANBP2	2838.8535	RANBP2	3217.1706
RANBP3L	26.7516	RANBP3L	74.6218
RANBP3	1053.5032	RANBP3	1230.6278
RANBP6	842.0382	RANBP6	959.544
RANBP9	908.2803	RANBP9	750.4342
RANGAP1	1414.6497	RANGAP1	1862.5946
RANGRF	308.7452	RANGRF	408.0718
RAN	3104.4586	RAN	3314.5584
RAP1A	1443.3121	RAP1A	1422.4523
RAP1B	3324.2038	RAP1B	1816.6411
RAP1GAP2	497.4522	RAP1GAP2	597.8178
RAP1GAP	650.9554	RAP1GAP	374.7955
RAP1GDS1	1003.8217	RAP1GDS1	791.7503
RAP2A	580.2548	RAP2A	900.0995
RAP2B	670.7006	RAP2B	724.2955
RAP2C	936.9427	RAP2C	587.6996
RAPGEF1	1171.9745	RAPGEF1	2293.0404
RAPGEF2	501.2739	RAPGEF2	895.8836
RAPGEF3	427.7771	RAPGEF3	544.0184
RAPGEF4	495.5414	RAPGEF4	90.2207
RAPGEF5	509.5541	RAPGEF5	418.6411
RAPGEF6	195.5414	RAPGEF6	255.9065
RAPGEFL1	183.4395	RAPGEFL1	313.2431
RAPH1	2681.5287	RAPH1	1100.3558
RARA	1663.6943	RARA	1554.4107
RARB	243.949	RARB	660.6351
RARG	1179.6178	RARG	1729.3715
RARRES1	634.3949	RARRES1	1376.9204
RARRES2	1596.1783	RARRES2	1062.4125
RARRES3	4730.5732	RARRES3	1490.7503
RARS2	458.5987	RARS2	473.8697
RARS	1597.4522	RARS	1229.7847
RASA1	1838.2803	RASA1	1128.6826
RASA2	128.0255	RASA2	120.5754
RASA3	465.6051	RASA3	557.7666
RASA4P	81.1465	RASA4P	143.5269
RASA4	198.0892	RASA4	180.4415
RASAL1	149.0446	RASAL1	107.0844
RASAL2	619.7452	RASAL2	1051.8727
RASAL3	114.0127	RASAL3	123.9481
RASD1	700.6369	RASD1	246.2099
RASD2	772.6115	RASD2	478.5072
RASEF	260.5096	RASEF	188.4517
RASGEF1A	62.4204	RASGEF1A	279.0941
RASGEF1B	190.4459	RASGEF1B	320.8317
RASGEF1C	9.5541	RASGEF1C	23.6092
RASGRF1	11.465	RASGRF1	20.658
RASGRF2	219.1083	RASGRF2	63.2388
RASGRP1	64.3312	RASGRP1	156.4107
RASGRP2	40.7643	RASGRP2	57.7581
RASGRP3	271.3376	RASGRP3	116.3595
RASGRP4	11.465	RASGRP4	13.9125
RASIP1	279.6178	RASIP1	538.3733
RASL10A	98.7261	RASL10A	114.6731
RASL10B	100	RASL10B	85.5832
RASL11A	96.8153	RASL11A	172.0096
RASL11B	230.5732	RASL11B	80.5241
RASL12	217.8344	RASL12	491.5766
RASSF10	156.6879	RASSF10	310.2919
RASSF1	621.6561	RASSF1	588.1212
RASSF2	478.3439	RASSF2	185.9222
RASSF3	134.3949	RASSF3	409.7877
RASSF4	299.3631	RASSF4	406.7859
RASSF5	728.0255	RASSF5	779.1025
RASSF6	294.9045	RASSF6	554.8154
RASSF7	602.5478	RASSF7	275.2998
RASSF8	334.3949	RASSF8	694.3625
RASSF9	25.4777	RASSF9	101.1821
RAVER1	1340.7643	RAVER1	1266.8848
RAVER2	391.7197	RAVER2	712.9125
RB1CC1	1125.4777	RB1CC1	1502.5548
RB1	1139.4904	RB1	1274.4734
RBAK	564.9682	RBAK	737.3649
RBBP4	4921.2166	RBBP4	4305.2623
RBBP5	587.8981	RBBP5	530.3631
RBBP6	1347.7707	RBBP6	1575.0687
RBBP7	2299.3631	RBBP7	2699.8769
RBBP8	705.7325	RBBP8	2366.3974
RBBP9	823.5669	RBBP9	599.9258
RBCK1	1753.5032	RBCK1	1516.889
RBKS	223.5669	RBKS	89.7992
RBL1	57.9618	RBL1	102.0253
RBL2	1358.121	RBL2	2193.7891
RBM10	1250.9554	RBM10	1546.822
RBM11	41.4013	RBM11	72.5139
RBM12B	477.707	RBM12B	494.5277
RBM12	1918.0573	RBM12	2204.2994
RBM14	1143.7643	RBM14	1333.3741
RBM15B	1992.1274	RBM15B	2527.5089
RBM15	123.5669	RBM15	158.0971
RBM16	1228.3057	RBM16	1714.2996
RBM17	1330.5732	RBM17	1385.3522
RBM18	771.9745	RBM18	765.6116
RBM19	549.6815	RBM19	626.9077
RBM20	15.2866	RBM20	45.1104
RBM22	1194.2675	RBM22	1606.6881
RBM23	1066.242	RBM23	1954.0802
RBM24	9.5541	RBM24	41.316
RBM25	2141.4013	RBM25	1926.2551
RBM26	938.8535	RBM26	981.0452
RBM27	965.6051	RBM27	1035.8522
RBM28	339.4904	RBM28	298.0657
RBM33	824.2038	RBM33	1049.3432
RBM34	1136.3057	RBM34	742.8456
RBM38	322.293	RBM38	998.7521
RBM39	4662.4204	RBM39	4348.7243
RBM3	4219.1083	RBM3	4000.489
RBM41	128.0255	RBM41	123.5265
RBM42	1411.465	RBM42	1207.8619
RBM43	387.8981	RBM43	348.2352
RBM45	165.6051	RBM45	139.9686
RBM47	4364.9682	RBM47	1921.6176
RBM4B	396.8153	RBM4B	500.43
RBM4	2493.1783	RBM4	2370.7356
RBM5	1925.6943	RBM5	2753.3474
RBM6	1365.2229	RBM6	1601.8272
RBM7	436.3057	RBM7	688.4602
RBM8A	1985.6815	RBM8A	1850.8491
RBM9	1563.0573	RBM9	3284.2038
RBMS1	1694.2675	RBMS1	1577.1767
RBMS2	962.7834	RBMS2	1549.2926
RBMS3	87.2611	RBMS3	99.9174
RBMX2	714.0127	RBMX2	560.2961
RBMXL1	647.4968	RBMXL1	1081.9533
RBMX	4228.6624	RBMX	4538.0192
RBP1	265.6051	RBP1	893.354
RBP4	1684.7134	RBP4	976.4077
RBP5	59.8726	RBP5	51.8558
RBP7	386.6242	RBP7	479.3504
RBPJ	802.5478	RBPJ	779.9457
RBPMS2	83.4395	RBPMS2	61.5525
RBPMS	2497.4522	RBPMS	3142.9704
RBX1	1142.0255	RBX1	764.6841
RC3H1	783.4395	RC3H1	927.0814
RC3H2	159.2357	RC3H2	268.9759
RCAN1	1277.0701	RCAN1	5693.182
RCAN2	240.7643	RCAN2	321.2533
RCAN3	102.5478	RCAN3	105.8197
RCBTB1	659.8726	RCBTB1	510.5482
RCBTB2	635.0318	RCBTB2	700.6864
RCC1	389.6497	RCC1	467.4067
RCC2	3908.2803	RCC2	3254.6923
RCCD1	210.828	RCCD1	181.2847
RCE1	315.9236	RCE1	366.7853
RCHY1	613.3758	RCHY1	592.7587
RCL1	497.4522	RCL1	424.1218
RCN1	3769.4268	RCN1	3043.8962
RCN2	882.1656	RCN2	776.573
RCN3	923.5669	RCN3	158.0971
RCOR1	1249.0446	RCOR1	1068.3148
RCOR2	13.3758	RCOR2	36.6785
RCOR3	1776.4331	RCOR3	1151.3685
RCSD1	327.3885	RCSD1	600.3474
RDBP	1154.7771	RDBP	1281.0545
RDH10	256.6879	RDH10	454.0549
RDH11	2201.9108	RDH11	1514.781
RDH13	221.6561	RDH13	165.9724
RDH14	743.949	RDH14	483.8614
RDH16	12.7389	RDH16	18.1285
RDH5	351.5924	RDH5	199.8347
RDX	1327.3885	RDX	1369.7533
REC8	14.0127	REC8	34.9922
RECK	318.4713	RECK	359.1966
RECQL4	61.7834	RECQL4	77.9946
RECQL5	397.4522	RECQL5	502.538
RECQL	624.0255	RECQL	668.8983
REEP1	494.9045	REEP1	104.5549
REEP2	48.4076	REEP2	176.2256
REEP3	547.7707	REEP3	513.0778
REEP4	271.9745	REEP4	267.2895
REEP5	7824.8408	REEP5	5941.6221
REEP6	3764.9682	REEP6	845.2925
RELA	2420.3822	RELA	2403.0759
RELB	335.0318	RELB	337.6954
RELL1	1024.2038	RELL1	871.8528
RELL2	25.0382	RELL2	6.2522
RELN	54.1401	RELN	35.4138
RELT	88.535	RELT	54.807
REL	71.3376	REL	80.5241
REM1	12.7389	REM1	51.8558
REM2	7.0064	REM2	19.3932
RENBP	45.8599	RENBP	27.8251
REP15	24.8408	REP15	27.8251
REPIN1	1931.8471	REPIN1	2008.4656
REPS1	552.8662	REPS1	1028.6851
REPS2	688.535	REPS2	497.9005
RER1	3808.2994	RER1	2142.4349
RERE	3510.1911	RERE	4237.4239
RERGL	74.5223	RERGL	287.5259
RERG	1573.2484	RERG	1397.5784
REST	202.5478	REST	272.3486
RETSAT	4141.4013	RETSAT	2392.5361
RET	89.8089	RET	47.2183
REV1	594.9045	REV1	892.9324
REV3L	292.9936	REV3L	669.4885
REXO1	620.3822	REXO1	578.8462
REXO2	787.2611	REXO2	594.8667
REXO4	522.293	REXO4	712.4909
RFC1	998.7261	RFC1	1688.0554
RFC2	456.051	RFC2	465.0163
RFC3	300.6369	RFC3	274.4566
RFC4	164.9682	RFC4	225.9735
RFC5	334.3949	RFC5	309.4487
RFESD	69.4076	RFESD	33.7274
RFFL	797.9299	RFFL	595.1028
RFK	611.465	RFK	412.3172
RFNG	882.1656	RFNG	622.6918
RFPL1S	22.293	RFPL1S	7.9597
removed	removed	RFPL1	5.9529
RFPL3S	8.9172	RFPL3S	6.7455
RFT1	612.7389	RFT1	499.1652
RFTN1	728.0255	RFTN1	370.5796
RFTN2	108.2803	RFTN2	32.8842
RFWD2	1307.0064	RFWD2	874.3824
RFWD3	392.9936	RFWD3	674.9692
RFX1	570.0637	RFX1	495.7925
RFX2	96.8153	RFX2	588.9644
RFX3	38.2166	RFX3	19.3932
RFX5	909.5541	RFX5	651.7816
removed	removed	RFX6	17.7069
RFX7	632.4841	RFX7	781.6321
RFX8	5.0955	removed	removed
RFXANK	829.2803	RFXANK	566.5568
RFXAP	109.5541	RFXAP	115.9379
RG9MTD1	646.4968	RG9MTD1	632.81
RG9MTD2	292.3567	RG9MTD2	126.8993
RG9MTD3	167.5159	RG9MTD3	209.1098
RGAG1	10.1911	RGAG1	8.0103
RGAG4	859.2357	RGAG4	738.6297
RGL1	506.3694	RGL1	707.0102
removed	removed	RGL2	1346.1441
RGL3	108.9172	RGL3	228.659
RGL4	7.5096	RGL4	8.5457
RGMA	480.2548	RGMA	726.8251
RGMB	766.879	RGMB	1014.8485
RGNEF	326.7516	RGNEF	1040.9113
RGN	45.8599	RGN	189.2949
RGP1	68.1529	RGP1	160.2051
RGPD1	175.8089	RGPD1	169.1723
RGPD3	226.7516	RGPD3	307.3408
RGPD4	195.5414	RGPD4	199.4131
RGPD5	84.8344	RGPD5	183.9787
RGPD6	809	RGPD6	649.6737
RGR	6.3694	removed	removed
RGS10	2019.1083	RGS10	587.6996
RGS11	95.1847	RGS11	25.46
RGS12	545.8599	RGS12	821.2617
RGS13	7.0064	removed	removed
RGS14	454.7771	RGS14	278.2509
RGS16	604.4586	RGS16	200.2563
RGS18	31.8471	RGS18	20.2364
RGS19	206.3694	RGS19	206.5802
RGS1	366.242	RGS1	203.6291
RGS22	73.2484	RGS22	12.6478
RGS2	927.3885	RGS2	4299.398
RGS3	887.2611	RGS3	806.0844
RGS4	139.4904	RGS4	35.8353
RGS5	6731.2102	RGS5	4409.4335
RGS6	13.3758	RGS6	64.5036
RGS7BP	7.0064	RGS7BP	10.5398
RGS7	7.6433	removed	removed
RGS9BP	15.2866	RGS9BP	5.4807
RGS9	12.1019	RGS9	133.6447
RHBDD1	320.3822	RHBDD1	324.2045
RHBDD2	2043.3121	RHBDD2	1389.5681
RHBDD3	274.5223	RHBDD3	158.5187
RHBDF1	728.6624	RHBDF1	662.3215
RHBDF2	251.5924	RHBDF2	504.6459
RHBDL1	69.4268	RHBDL1	11.8046
RHBDL2	84.7134	RHBDL2	53.5422
RHBDL3	25.4777	RHBDL3	45.1104
RHCE	7.6433	removed	removed
RHCG	5.7325	RHCG	82.6321
RHD	6.3949	RHD	14.4058
RHEBL1	13.3758	removed	removed
RHEB	902.5478	RHEB	985.2611
RHOA	12901.2739	RHOA	10702.1198
RHOBTB1	298.7261	RHOBTB1	163.1562
RHOBTB2	442.7261	RHOBTB2	565.4944
RHOBTB3	1022.293	RHOBTB3	698.5784
RHOB	16453.5032	RHOB	8707.9883
RHOC	6780.2548	RHOC	5264.8443
RHOD	729.2994	RHOD	447.3094
RHOF	32.8599	RHOF	64.2844
RHOG	972.6115	RHOG	979.3588
RHOH	261.1465	RHOH	263.4952
RHOJ	226.1146	RHOJ	389.5513
RHOQ	2677.0637	RHOQ	1847.9106
RHOT1	1135.0318	RHOT1	1038.8034
RHOT2	817.8344	RHOT2	981.4668
RHOU	858.5987	RHOU	1005.4976
RHOV	1264.9682	RHOV	1412.3341
removed	removed	RHOXF1	7.1671
RHPN1	470.0637	RHPN1	133.2232
RHPN2	724.8408	RHPN2	693.9409
RIBC1	73.8854	RIBC1	56.4934
RIBC2	12.1019	RIBC2	32.8842
RIC3	187.8981	RIC3	375.2171
RIC8A	1926.0382	RIC8A	2031.6489
RIC8B	314.6497	RIC8B	465.8595
RICH2	267.5159	RICH2	227.6598
RICTOR	841.4013	RICTOR	942.6803
RIF1	471.9745	RIF1	848.2436
RILPL1	303.0637	RILPL1	494.5741
RILPL2	866.879	RILPL2	644.6146
RILP	107.6433	RILP	104.9765
RIMBP2	7.6433	RIMBP2	29.5115
removed	removed	RIMBP3C	5.0591
RIMBP3	28.0255	RIMBP3	39.6297
RIMKLA	112.7389	RIMKLA	27.4035
RIMKLB	792.5032	RIMKLB	427.971
removed	removed	RIMS1	10.5398
RIMS3	187.8981	RIMS3	802.7117
RIMS4	28.6624	RIMS4	8.4318
RIN1	187.2611	RIN1	223.8655
RIN2	2794.9045	RIN2	2283.3437
RIN3	346.4968	RIN3	403.8854
RING1	1163.6943	RING1	1008.0271
RINL	238.8535	RINL	133.6447
RINT1	435.1019	RINT1	381.9036
RIOK1	357.3248	RIOK1	568.3064
RIOK2	604.4586	RIOK2	515.6073
RIOK3	1342.0382	RIOK3	1016.459
RIPK1	1046.4968	RIPK1	1130.2889
RIPK2	261.7834	RIPK2	309.4487
RIPK3	271.9745	RIPK3	114.2515
RIPK4	308.2803	RIPK4	1637.4644
RIT1	824.2038	RIT1	696.0488
RLF	638.8535	RLF	765.6116
RLIM	1605.7325	RLIM	1582.6574
RLN2	22.9299	RLN2	23.1876
RLTPR	22.9299	RLTPR	18.5501
RMI1	314.6497	RMI1	194.7756
RMND1	320.3822	RMND1	476.8209
RMND5A	1916.5605	RMND5A	2143.7967
RMND5B	726.1146	RMND5B	705.3239
RMRP	43.949	RMRP	9.6966
RNASE1	993.6306	RNASE1	585.1701
RNASE2	10.1911	removed	removed
RNASE4	2140.0828	RNASE4	2336.9745
RNASE6	194.2675	RNASE6	188.4517
RNASE7	13.3758	RNASE7	152.1948
RNASEH1	138.8535	RNASEH1	175.3824
RNASEH2A	398.0892	RNASEH2A	334.7443
RNASEH2B	639.4904	RNASEH2B	450.2605
RNASEH2C	748.5223	RNASEH2C	594.7655
RNASEK	1443.0064	RNASEK	2195.7116
RNASEL	440.1274	RNASEL	453.6333
RNASEN	922.293	RNASEN	1311.5736
RNASET2	1296.8153	RNASET2	742.0024
RND1	311.465	RND1	31.6194
RND2	35.0318	RND2	249.161
RND3	1454.1401	RND3	2730.2315
RNF103	2379.1847	RNF103	1351.9157
RNF10	3891.7197	RNF10	3300.6459
RNF111	644.586	RNF111	870.588
RNF112	10.1911	RNF112	16.0205
RNF113A	315.9236	RNF113A	342.7545
RNF114	1814.6497	RNF114	1791.3456
RNF115	527.3885	RNF115	361.7262
RNF11	3757.3248	RNF11	2585.6254
RNF121	309.5541	RNF121	529.5199
RNF122	154.1401	RNF122	145.0277
RNF123	412.7389	RNF123	500.0084
RNF125	326.7516	RNF125	287.9475
RNF126	464.3312	RNF126	470.0754
RNF128	143.949	RNF128	382.3842
RNF130	1545.2229	RNF130	1620.6007
RNF133	7.6433	removed	removed
RNF135	898.7261	RNF135	690.1465
RNF138P1	6.3694	RNF138P1	10.9614
RNF138	705.7325	RNF138	674.9692
RNF139	990.4459	RNF139	916.12
RNF13	1883.4395	RNF13	1430.041
RNF141	1449.6815	RNF141	1441.8456
RNF144A	592.3567	RNF144A	529.5199
RNF144B	2040.1274	RNF144B	1585.1869
RNF145	652.8662	RNF145	1838.9855
RNF146	643.3121	RNF146	903.0506
RNF148	5.0955	removed	removed
RNF149	1777.0701	RNF149	792.5935
RNF14	1357.3248	RNF14	1303.5633
RNF150	73.2484	RNF150	146.7141
RNF152	63.0573	RNF152	55.2286
RNF157	122.9299	RNF157	128.8808
RNF160	701.2739	RNF160	847.4005
RNF165	22.9299	RNF165	136.5959
RNF166	151.5924	RNF166	225.5519
RNF167	1818.4713	RNF167	2164.4547
RNF168	124.2038	RNF168	200.2563
RNF169	490.4904	RNF169	718.9076
RNF170	622.9299	RNF170	455.3197
RNF175	20.3822	RNF175	12.2262
RNF180	300.6369	RNF180	260.544
RNF181	1526.1146	RNF181	864.6857
RNF182	8.9172	RNF182	43.8456
RNF183	134.3949	RNF183	99.4958
RNF185	1260.4331	RNF185	1629.2349
RNF186	22.9299	RNF186	105.8197
RNF187	3631.2102	RNF187	2796.8431
RNF19A	1238.2166	RNF19A	1266.8848
RNF19B	484.7134	RNF19B	701.5295
RNF207	137.5796	RNF207	147.5573
RNF208	259.8726	RNF208	121.4186
RNF20	1670.0637	RNF20	1873.556
RNF212	35.0318	RNF212	56.0718
RNF213	2459.1911	RNF213	2213.0095
RNF214	283.4395	RNF214	344.8625
RNF215	263.0573	RNF215	192.2461
RNF216L	242.6752	RNF216L	221.7575
RNF216	869.4268	RNF216	1376.9204
RNF217	51.5924	RNF217	94.7571
RNF219	376.5414	RNF219	368.4716
RNF220	1270.7389	RNF220	1444.5311
removed	removed	RNF222	8.0103
RNF24	150.3185	RNF24	209.953
RNF25	455.414	RNF25	349.5
RNF26	782.8025	RNF26	1130.2889
RNF2	1110.1911	RNF2	583.4837
RNF31	724.8408	RNF31	979.7214
RNF32	32.4841	RNF32	44.6888
RNF34	590.9809	RNF34	652.3972
RNF38	1107.6433	RNF38	1872.7129
RNF39	229.2994	RNF39	944.3667
RNF40	2585.9873	RNF40	2402.2328
RNF41	783.4395	RNF41	1013.5078
RNF43	480.2548	RNF43	689.725
RNF44	907.6433	RNF44	1310.3088
RNF4	1247.7707	RNF4	1199.43
RNF5P1	174.5223	RNF5P1	211.6393
RNF5	1102.5478	RNF5	1020.6749
RNF6	964.9682	RNF6	760.5525
RNF7	1900.6369	RNF7	1174.9777
RNF8	234.3949	RNF8	318.3022
RNFT1	217.8344	RNFT1	226.395
RNFT2	28.0255	RNFT2	32.4626
RNGTT	277.707	RNGTT	448.1526
RNH1	3354.1401	RNH1	3161.5204
RNLS	202.5478	RNLS	176.6472
RNMTL1	219.7452	RNMTL1	316.1942
RNMT	700.6369	RNMT	1126.073
RNPC3	216.5605	RNPC3	289.2081
RNPEPL1	1525.4777	RNPEPL1	1278.6894
RNPEP	3651.5924	RNPEP	1906.8618
RNPS1	1949.0446	RNPS1	2372.2997
ROBLD3	1608.2803	ROBLD3	469.2322
ROBO1	561.1465	ROBO1	666.1158
removed	removed	ROBO2	8.4318
ROBO3	112.7389	ROBO3	306.4976
ROBO4	653.5032	ROBO4	486.5175
ROCK1	1203.8217	ROCK1	1500.4469
ROCK2	652.8662	ROCK2	1276.5814
ROD1	2453.5032	ROD1	2268.588
ROGDI	635.6688	ROGDI	368.0501
ROM1	124.2038	ROM1	110.0356
ROMO1	1067.5159	ROMO1	493.263
ROPN1B	71.9745	ROPN1B	362.1478
ROPN1	49.6815	ROPN1	297.6441
ROR1	61.7834	ROR1	74.2002
ROR2	491.7197	ROR2	333.0579
RORA	375.7962	RORA	411.0525
RORB	21.6561	removed	removed
RORC	1308.2803	RORC	971.3486
removed	removed	RP1L1	7.5887
RP1	8.2803	removed	removed
RP2	494.9045	RP2	419.9059
RP9P	129.2994	RP9P	184.2358
RP9	226.7516	RP9	201.5211
RPA1	1665.6051	RPA1	2793.4704
RPA2	1789.8089	RPA2	1468.8275
RPA3	473.8854	RPA3	245.7883
RPAIN	470.8917	RPAIN	527.686
RPAP1	484.0764	RPAP1	641.2418
RPAP2	291.7197	RPAP2	296.3794
RPAP3	533.758	RPAP3	593.1803
removed	removed	RPE65	6.7455
RPE	988.1083	RPE	593.4333
RPF1	733.121	RPF1	649.6737
RPF2	414.6497	RPF2	436.7696
RPGRIP1L	112.7389	RPGRIP1L	177.9119
RPGRIP1	14.0127	RPGRIP1	10.5398
RPGR	157.3248	RPGR	177.4903
RPH3AL	154.7771	RPH3AL	208.6882
RPIA	448.4076	RPIA	412.3172
RPL10A	15589.172	RPL10A	22427.444
RPL10	22222.4331	RPL10	26222.8832
RPL11	28917.8344	RPL11	34061.7042
RPL12	21043.949	RPL12	21400.0236
RPL13AP20	42.6752	RPL13AP20	68.7195
RPL13AP3	29.2994	RPL13AP3	9.6966
removed	removed	RPL13AP6	22.3444
