gene_id	TCGA-BH-A0BM-01A-11R-A056-07	gene_id	TCGA-BH-A0BM-11A-12R-A089-07
RPL13A	25217.8344	RPL13A	26811.1604
RPL13P5	7.0064	RPL13P5	21.5012
RPL13	29387.8981	RPL13	34694.5142
RPL14	26790.4459	RPL14	14330.7644
RPL15	32487.2611	RPL15	35388.8767
RPL17	8639.2357	RPL17	9709.0592
RPL18A	2880.8917	RPL18A	3316.2448
RPL18	22441.4013	RPL18	21835.1068
RPL19P12	41.4013	RPL19P12	112.5651
RPL19	32994.9045	RPL19	26518.5754
RPL21	15.9236	RPL21	34.9922
RPL22L1	514.0127	RPL22L1	528.6767
RPL22	16617.8344	RPL22	15007.8416
RPL23AP53	194.2675	RPL23AP53	197.3052
RPL23AP7	70.7006	RPL23AP7	90.2207
RPL23AP82	110.1911	RPL23AP82	76.3082
RPL23A	9182.1656	RPL23A	8328.1337
RPL23P8	37.5796	RPL23P8	111.3004
RPL23	21207.6433	RPL23	22687.1448
RPL24	21011.465	RPL24	18748.2082
RPL26L1	304.4586	RPL26L1	177.9119
RPL26	14150.3185	RPL26	19355.3011
RPL27A	25166.242	RPL27A	21481.8125
RPL27	11892.9936	RPL27	15575.3048
RPL28	15139.4904	RPL28	12524.6631
RPL29	19010.1911	RPL29	16641.0901
RPL30	20545.8599	RPL30	20127.6581
removed	removed	RPL31P11	9.6966
RPL31	24417.1975	RPL31	24037.0833
RPL32P3	146.6624	RPL32P3	183.5149
RPL32	30624.8408	RPL32	31279.6169
RPL34	18864.3312	RPL34	18205.1974
RPL35A	15492.3567	RPL35A	20187.1026
RPL35	11778.3439	RPL35	10819.744
RPL36AL	6663.6943	RPL36AL	5229.8521
RPL36A	43.3121	RPL36A	139.9686
RPL36	14577.707	RPL36	13882.1903
RPL37A	16671.9745	RPL37A	23184.2021
RPL37	20584.7134	RPL37	18430.3277
RPL38	12382.1656	RPL38	10258.6047
RPL39L	129.2994	RPL39L	222.6007
RPL39	1987.8981	RPL39	1363.0078
RPL3	60373.8854	RPL3	66489.7384
RPL41	28058.5987	RPL41	31772.4582
RPL4	40833.121	RPL4	44001.1636
RPL5	31408.2803	RPL5	39073.1716
RPL6	16043.3121	RPL6	16224.1353
RPL7A	28035.0318	RPL7A	27476.8546
RPL7L1	663.0446	RPL7L1	887.8733
RPL7	1443.3121	RPL7	2621.0391
RPL8	45694.9045	RPL8	49121.4017
RPL9	412.1019	RPL9	438.456
RPLP0P2	30.5732	RPLP0P2	17.2853
RPLP0	37472.6115	RPLP0	31709.641
RPLP1	69966.879	RPLP1	34578.998
RPLP2	21009.5541	RPLP2	19609.0996
removed	removed	RPN1	5392.1651
RPN2	6228.0255	RPN2	5183.0511
RPP14	432.4841	RPP14	408.9445
RPP21	513.3758	RPP21	289.6339
RPP25	193.6306	RPP25	186.3438
RPP30	585.3503	RPP30	503.3812
RPP38	291.7197	RPP38	349.9216
RPP40	114.0127	RPP40	94.0151
RPPH1	96.8153	RPPH1	14.7557
RPRD1A	1285.3503	RPRD1A	1268.5711
RPRD1B	652.2293	RPRD1B	743.6888
RPRD2	2445.8599	RPRD2	2121.4523
removed	removed	RPRM	12.6478
RPS10P7	54.7771	RPS10P7	79.2593
RPS10	7617.8344	RPS10	9395.1837
RPS11	33473.8854	RPS11	36839.1541
RPS12	16446.4968	RPS12	23943.9114
RPS13	14015.2866	RPS13	12484.6119
RPS14	24896.8153	RPS14	27892.123
RPS15AP10	9.5541	removed	removed
RPS15A	20124.8408	RPS15A	20285.3336
RPS15	7680.2548	RPS15	6022.8672
RPS16	18366.879	RPS16	17289.9206
RPS17	17780.8917	RPS17	25221.3359
RPS18	65403.1847	RPS18	57925.9347
RPS19BP1	1329.2994	RPS19BP1	862.1562
RPS19	18618.4713	RPS19	22011.3324
RPS20	25071.3376	RPS20	23161.4361
RPS21	11219.1083	RPS21	9572.6741
RPS23	20732.4841	RPS23	20700.1804
RPS24	31840.7643	RPS24	33016.1554
RPS25	17306.3694	RPS25	17952.6636
RPS26	1294.2675	RPS26	1164.0163
RPS27A	13602.5478	RPS27A	17902.9157
RPS27L	1935.6688	RPS27L	1294.2883
RPS27	1056.051	RPS27	1719.2533
RPS28	1961.7834	RPS28	1447.3263
RPS29	10240.7643	RPS29	9253.9503
RPS2	22735.9172	RPS2	22079.6303
RPS3A	9542.6752	RPS3A	10618.6445
RPS3	35129.9363	RPS3	40008.2632
RPS4X	74470.7006	RPS4X	74002.9343
removed	removed	RPS4Y1	10.9614
RPS5	11477.707	RPS5	17751.9857
RPS6KA1	1409.5541	RPS6KA1	886.187
RPS6KA2	527.3885	RPS6KA2	840.655
RPS6KA3	684.0764	RPS6KA3	1121.0138
RPS6KA4	591.7197	RPS6KA4	660.2135
RPS6KA5	253.5032	RPS6KA5	430.8673
RPS6KA6	16.5605	RPS6KA6	40.8945
RPS6KB1	898.0892	RPS6KB1	803.9765
RPS6KB2	311.465	RPS6KB2	421.1707
RPS6KC1	592.3567	RPS6KC1	480.1936
RPS6KL1	54.1401	RPS6KL1	67.0332
RPS6	64117.1975	RPS6	61375.4026
RPS7	7843.949	RPS7	10692.4231
RPS8	37008.2803	RPS8	38954.7041
RPS9	18488.535	RPS9	21458.6249
RPSAP52	8.2803	removed	removed
RPSAP58	10884.0764	RPSAP58	9971.5004
RPSAP9	33.121	RPSAP9	27.4035
RPSA	8249.6815	RPSA	7753.5034
removed	removed	RPTN	8.8534
RPTOR	534.3503	RPTOR	842.3414
RPUSD1	366.879	RPUSD1	340.225
RPUSD2	251.5924	RPUSD2	305.2328
RPUSD3	370.7006	RPUSD3	454.8981
RPUSD4	479.6178	RPUSD4	573.3655
RQCD1	124.8408	RQCD1	168.6369
RRAD	23.5669	RRAD	73.7786
RRAGA	2402.5478	RRAGA	2666.9927
RRAGB	256.6879	RRAGB	366.3637
RRAGC	264.9682	RRAGC	387.0217
RRAGD	375.1592	RRAGD	451.1037
RRAS2	397.4522	RRAS2	532.0494
RRAS	1142.0382	RRAS	856.2539
RRBP1	4624.2038	RRBP1	4012.2936
RREB1	1276.4331	RREB1	1011.3999
RRM1	1241.4013	RRM1	1711.6646
RRM2B	670.7006	RRM2B	537.9517
RRM2	83.4395	RRM2	154.3028
RRN3P1	14.6497	RRN3P1	28.6683
removed	removed	RRN3P2	5.9023
RRN3P3	36.7389	RRN3P3	51.6788
RRN3	1450.3185	RRN3	1170.7617
RRP12	618.4713	RRP12	935.5132
RRP15	364.9682	RRP15	567.4632
RRP1B	972.6115	RRP1B	1125.6514
RRP1	433.121	RRP1	501.6948
RRP7A	916.5605	RRP7A	710.383
RRP7B	139.4841	RRP7B	200.2943
RRP8	353.5032	RRP8	265.1815
RRP9	426.1146	RRP9	411.4741
RRS1	675.7962	RRS1	563.2473
RSAD1	785.9873	RSAD1	759.7093
RSAD2	136.9427	RSAD2	77.573
RSBN1L	591.2739	RSBN1L	426.6725
RSBN1	962.4204	RSBN1	950.6906
RSC1A1	188.3758	RSC1A1	170.1504
RSF1	751.5924	RSF1	793.8582
RSL1D1	5205.7325	RSL1D1	5848.328
RSL24D1	4850.3185	RSL24D1	3496.6863
RSPH1	222.293	RSPH1	84.74
RSPH3	72.6115	RSPH3	102.4469
RSPH4A	12.7389	RSPH4A	10.9614
removed	removed	RSPH9	22.766
RSPO1	74.5223	RSPO1	44.6888
RSPO3	119.7452	RSPO3	129.8504
removed	removed	RSPO4	21.0796
RSPRY1	216.5605	RSPRY1	365.0989
RSRC1	208.9172	RSRC1	196.0404
RSRC2	1691.0828	RSRC2	1755.0886
RSU1	1339.4904	RSU1	1850.3685
RTBDN	19.7452	removed	removed
RTCD1	598.0892	RTCD1	381.541
removed	removed	RTDR1	8.0103
RTEL1	222.0892	RTEL1	245.8853
RTF1	2642.0382	RTF1	1809.8956
RTKN2	44.586	RTKN2	49.7479
RTKN	871.3376	RTKN	900.9427
RTN1	111.465	RTN1	648.4089
RTN2	281.5287	RTN2	378.1683
RTN3	6346.4968	RTN3	4405.6392
RTN4IP1	61.7834	RTN4IP1	148.8221
RTN4RL1	607.6433	RTN4RL1	560.2961
RTN4RL2	60.5096	RTN4RL2	22.3444
RTN4R	64.3312	RTN4R	87.6912
RTN4	14429.9363	RTN4	8020.3713
RTP4	140.1274	RTP4	221.7575
RTTN	142.0382	RTTN	248.7394
RUFY1	1289.8089	RUFY1	1359.6351
RUFY2	282.1656	RUFY2	276.5645
RUFY3	846.4968	RUFY3	666.959
RUNDC1	1588.535	RUNDC1	974.2997
RUNDC2A	14.0127	RUNDC2A	17.2853
RUNDC2C	17.828	RUNDC2C	19.0349
removed	removed	RUNDC3A	9.275
RUNDC3B	54.7771	RUNDC3B	139.1254
RUNX1T1	44.586	RUNX1T1	57.3365
removed	removed	RUNX1	5277.492
RUNX2	336.3057	RUNX2	284.9964
RUNX3	198.7261	RUNX3	545.1188
RUSC1	1200	RUSC1	570.4143
RUSC2	549.6815	RUSC2	705.7455
RUVBL1	749.4904	RUVBL1	884.4795
RUVBL2	1472.6115	RUVBL2	1465.0331
RWDD1	1100.6369	RWDD1	1063.6773
RWDD2A	84.0764	RWDD2A	63.6604
RWDD2B	480.8917	RWDD2B	446.8878
RWDD3	362.4204	RWDD3	286.7249
RWDD4A	655.414	RWDD4A	594.0235
RXRA	2449.6815	RXRA	2010.1519
RXRB	1035.0318	RXRB	1263.512
RXRG	6.3694	removed	removed
RYBP	2297.4522	RYBP	1505.0844
RYK	1521.0191	RYK	1698.1737
RYR1	105.0955	RYR1	677.9204
RYR2	10.1911	removed	removed
RYR3	25.4777	RYR3	159.3619
S100A10	2907.6433	S100A10	3011.8552
S100A11	11948.4076	S100A11	5954.5692
S100A13	1270.0637	S100A13	1544.2925
S100A14	570.0637	S100A14	1346.1441
S100A16	1349.0446	S100A16	2470.9523
S100A1	802.5478	S100A1	737.7865
S100A2	76.4331	S100A2	670.3317
S100A3	11.465	S100A3	7.5887
S100A4	1214.0127	S100A4	1150.5253
S100A6	7617.8344	S100A6	10847.9907
S100A7	10.1911	S100A7	10.1182
S100A8	16.5605	S100A8	223.8655
S100A9	19.7452	S100A9	661.8999
S100B	330.5732	S100B	959.544
S100PBP	545.8599	S100PBP	500.43
S100P	6905.7325	S100P	76.3082
S1PR1	556.051	S1PR1	676.6556
S1PR2	333.758	S1PR2	448.5742
S1PR3	1206.9427	S1PR3	807.3492
S1PR4	19.1083	S1PR4	19.3932
S1PR5	43.949	S1PR5	92.7503
SAA1	7510.828	SAA1	6515.2869
SAA2	1503.8217	SAA2	1417.3932
SAA4	80.8917	SAA4	56.0718
SAAL1	189.8089	SAAL1	138.2823
SAC3D1	321.0191	SAC3D1	156.4107
SACM1L	1149.6815	SACM1L	1286.6996
SACS	592.3567	SACS	1119.7491
SAE1	949.6815	SAE1	1323.3781
SAFB2	1373.2484	SAFB2	1403.0591
SAFB	1848.4076	SAFB	2328.8757
SALL1	30.5732	SALL1	26.9819
SALL2	242.6752	SALL2	955.3281
SALL4	25.4777	SALL4	8.4318
SAMD10	192.9936	SAMD10	140.3902
SAMD11	287.465	removed	removed
SAMD12	500	SAMD12	482.3016
SAMD13	57.9618	SAMD13	31.6194
SAMD14	17.1975	removed	removed
SAMD1	336.3057	SAMD1	310.7135
SAMD3	20.3822	SAMD3	21.5012
SAMD4A	248.4076	SAMD4A	446.0446
SAMD4B	1218.4713	SAMD4B	1509.3003
SAMD5	389.8089	SAMD5	2549.79
SAMD8	119.1083	SAMD8	91.4855
SAMD9L	1587.8981	SAMD9L	430.8673
SAMD9	398.0892	SAMD9	390.3944
SAMHD1	328.4968	SAMHD1	463.1149
SAMM50	943.3121	SAMM50	1183.4095
SAMSN1	62.4204	SAMSN1	59.0229
SAP130	568.7898	SAP130	627.7509
SAP18	4538.8535	SAP18	2865.5627
SAP30BP	1007.0064	SAP30BP	1198.5868
SAP30L	1117.1975	SAP30L	1829.7105
SAP30	113.3758	SAP30	136.5959
SAPS1	1224.8408	SAPS1	1349.0953
SAPS2	728.6624	SAPS2	981.0452
SAPS3	2198.0892	SAPS3	1996.2394
SAR1A	2989.8089	SAR1A	2279.5494
SAR1B	1152.2293	SAR1B	311.5567
SARDH	28.0255	SARDH	45.532
SARM1	332.1083	SARM1	504.667
SARNP	826.4268	SARNP	780.8943
SARS2	289.8089	SARS2	338.9602
SARS	2328.0255	SARS	3474.7635
SART1	1251.5924	SART1	1540.4982
SART3	969.4268	SART3	1449.4342
SASH1	1829.9363	SASH1	2424.5771
SASH3	144.586	SASH3	206.1586
SASS6	142.0382	SASS6	133.2232
SAT1	4821.0191	SAT1	2246.6652
SAT2	705.0955	SAT2	984.4179
SATB1	321.6561	SATB1	867.6369
SATB2	57.3248	SATB2	40.0513
SATL1	45.8599	SATL1	35.8353
SAV1	1442.0382	SAV1	2184.6911
SBDSP1	703.8217	SBDSP1	491.5766
SBDS	2687.2611	SBDS	2819.1875
SBF1	808.9172	SBF1	1372.7044
SBF2	776.586	SBF2	934.7923
SBK1	231.2102	SBK1	217.5416
SBNO1	333.758	SBNO1	414.0036
SBNO2	1769.4268	SBNO2	1438.4728
removed	removed	SBSN	37.1001
SC4MOL	1226.1146	SC4MOL	838.9686
SC5DL	2026.1146	SC5DL	1890.8413
SC65	446.4968	SC65	278.2509
SCAF1	1864.9682	SCAF1	1518.1538
SCAI	354.7771	SCAI	293.4282
SCAMP1	1965.6051	SCAMP1	1647.161
SCAMP2	2345.2229	SCAMP2	2070.018
SCAMP3	1173.8854	SCAMP3	987.3691
SCAMP4	1937.5796	SCAMP4	1602.0506
SCAMP5	280.2548	SCAMP5	332.2147
SCAND1	1160.5096	SCAND1	418.6411
SCAND2	236.3057	SCAND2	240.7292
SCAND3	87.8981	SCAND3	171.1665
SCAPER	214.6497	SCAPER	421.1707
SCAP	1105.5223	SCAP	2019.1192
SCARA3	1808.2803	SCARA3	2411.5078
SCARA5	152.2293	SCARA5	227.6598
SCARB1	1035.6688	SCARB1	1515.6242
SCARB2	8839.4904	SCARB2	5951.6181
SCARF1	118.4713	SCARF1	142.4982
SCARF2	267.5159	SCARF2	198.57
SCARNA10	9.5541	removed	removed
removed	removed	SCARNA12	5.9023
SCARNA17	6.3694	removed	removed
SCARNA2	8.2803	removed	removed
SCARNA5	10.1911	removed	removed
SCARNA6	10.1911	removed	removed
SCARNA9	5.0955	removed	removed
SCCPDH	3257.9618	SCCPDH	1145.8878
SCD5	300.6369	SCD5	1422.0307
SCD	2895.5414	SCD	2773.2339
removed	removed	SCEL	9.6966
SCFD1	1265.6051	SCFD1	1000.0169
SCFD2	258.5987	SCFD2	316.6158
SCG2	41.4013	removed	removed
SCG5	159.8726	SCG5	379.433
removed	removed	SCGB1A1	9.275
SCGB1D2	43036.3057	SCGB1D2	1427.0898
SCGB2A1	1138.2166	SCGB2A1	189.7165
SCGB2A2	218833.7834	SCGB2A2	4298.1332
SCGB3A1	523.5669	SCGB3A1	194.354
removed	removed	SCGB3A2	10.9614
removed	removed	SCGN	9.6966
SCHIP1	259.6752	SCHIP1	491.5766
SCIN	40.1274	SCIN	56.915
SCLT1	83.4395	SCLT1	153.038
SCLY	194.2675	SCLY	192.2461
SCMH1	1297.4522	SCMH1	1154.7412
SCML1	178.9809	SCML1	190.1381
SCML2	55.414	SCML2	45.1104
SCML4	24.2038	SCML4	27.4035
SCN11A	5.7325	SCN11A	6.7455
SCN1B	143.3121	SCN1B	101.6037
SCN2A	41.4013	SCN2A	228.9246
SCN2B	98.7261	SCN2B	472.6049
SCN3A	49.6815	SCN3A	173.696
SCN3B	36.3057	SCN3B	59.8661
SCN4A	75.1592	SCN4A	104.5549
SCN4B	385.9873	SCN4B	1720.9396
SCN5A	7.0064	SCN5A	121.8402
SCN7A	80.2548	SCN7A	18.1285
SCN8A	19.7452	SCN8A	33.7274
SCN9A	23.5669	SCN9A	32.8842
SCNM1	581.5287	SCNM1	429.6025
SCNN1A	2460.5096	SCNN1A	3773.6724
SCNN1B	59.8726	SCNN1B	380.6978
SCNN1D	31.2102	SCNN1D	28.6683
SCNN1G	62.4204	SCNN1G	231.4542
SCO1	284.0764	SCO1	251.6906
SCO2	542.6752	SCO2	355.8239
SCOC	2364.9682	SCOC	1861.7515
SCP2	4221.6561	SCP2	2259.7346
SCPEP1	3744.586	SCPEP1	6169.1597
removed	removed	SCRG1	34.5706
SCRIB	1099.3631	SCRIB	1629.4541
SCRN1	942.0382	SCRN1	1750.0295
SCRN2	1194.9045	SCRN2	895.0404
SCRN3	494.9045	SCRN3	244.1019
SCT	9.5541	removed	removed
SCUBE1	38.2166	SCUBE1	62.3957
SCUBE2	22785.9873	SCUBE2	5786.3539
removed	removed	SCUBE3	9.275
SCYL1	1463.6879	SCYL1	1461.7827
SCYL2	730.5732	SCYL2	815.3594
SCYL3	874.5796	SCYL3	435.2687
SDAD1	978.3439	SDAD1	1149.2605
SDC1	6870.7006	SDC1	5189.8008
SDC2	1758.5987	SDC2	2947.7731
SDC3	1888.535	SDC3	4742.0698
SDC4	11805.0955	SDC4	8676.7905
SDCBP2	15.2866	SDCBP2	57.6991
SDCBP	4001.9108	SDCBP	3074.2508
SDCCAG1	954.7771	SDCCAG1	841.9198
SDCCAG3	347.7707	SDCCAG3	423.2786
SDCCAG8	415.9236	SDCCAG8	438.8776
SDF2L1	563.0573	SDF2L1	265.1815
SDF2	1096.8153	SDF2	773.6218
SDF4	2594.2675	SDF4	1980.6405
SDHAF1	332.4841	SDHAF1	275.2998
SDHAF2	627.3885	SDHAF2	492.4198
SDHAP1	94.9045	SDHAP1	178.3335
SDHAP2	182.8025	SDHAP2	197.3052
SDHAP3	64.3312	SDHAP3	87.6912
SDHA	1574.5223	SDHA	2020.2702
SDHB	1356.051	SDHB	960.8088
SDHC	3039.4904	SDHC	1715.8805
SDHD	3096.8153	SDHD	1881.9879
SDK1	204.4586	SDK1	326.3124
SDK2	152.2293	SDK2	790.0639
SDPR	569.4268	SDPR	1548.5084
SDR16C5	109.5541	SDR16C5	71.6707
SDR39U1	668.6561	SDR39U1	644.7916
SDR42E1	185.3503	SDR42E1	278.6725
SDSL	285.3503	SDSL	184.6574
SDS	61.1465	SDS	21.9228
SEC11A	3715.9236	SEC11A	2491.1887
SEC11C	1191.7197	SEC11C	794.2798
SEC13	1995.5414	SEC13	1560.7346
SEC14L1	1194.9045	SEC14L1	1674.9861
SEC14L2	1577.7134	SEC14L2	1468.9371
removed	removed	SEC14L5	9.275
SEC16A	3556.051	SEC16A	2866.4058
SEC16B	183.5159	SEC16B	128.4044
removed	removed	SEC1	7.1671
SEC22A	322.293	SEC22A	384.0706
SEC22B	2517.1975	SEC22B	1196.4789
SEC22C	637.5796	SEC22C	703.6375
SEC23A	1008.2803	SEC23A	1019.8317
SEC23B	1182.8025	SEC23B	1348.6737
SEC23IP	1082.1656	SEC23IP	844.8709
SEC24A	540.1274	SEC24A	561.1393
SEC24B	1042.0382	SEC24B	1299.769
SEC24C	2231.8471	SEC24C	2770.2828
SEC24D	1171.3376	SEC24D	951.9553
SEC31A	5673.8854	SEC31A	4178.401
SEC31B	52.2548	SEC31B	86.0048
SEC61A1	5055.8981	SEC61A1	6222.0779
SEC61A2	96.1783	SEC61A2	60.8063
SEC61B	1848.4076	SEC61B	1265.1984
SEC61G	867.5159	SEC61G	599.9258
SEC62	8015.2866	SEC62	3914.0626
SEC63	2280.2548	SEC63	2575.0856
SECISBP2L	1149.0446	SECISBP2L	1274.4734
SECISBP2	710.828	SECISBP2	785.848
SECTM1	401.2739	SECTM1	161.4698
SEH1L	790.4459	SEH1L	903.8938
SEL1L3	345.2229	SEL1L3	470.0754
SEL1L	3198.0892	SEL1L	2445.2352
SELENBP1	5623.5669	SELENBP1	2617.2448
SELE	373.2484	SELE	28.2467
SELK	840.1274	SELK	586.8564
SELL	297.4522	SELL	62.3957
SELM	1975.7962	SELM	1835.6127
SELO	316.5605	SELO	340.225
SELPLG	339.4904	SELPLG	326.3124
SELP	121.6561	SELP	133.2232
SELS	1592.3567	SELS	667.3806
SELT	3150.9554	SELT	1743.284
SEMA3A	36.3057	SEMA3A	190.5597
SEMA3B	571.3376	SEMA3B	316.6158
SEMA3C	5613.3758	SEMA3C	8149.3786
SEMA3D	122.9299	SEMA3D	372.266
SEMA3E	212.7389	SEMA3E	493.263
SEMA3F	1502.5478	SEMA3F	1074.6387
SEMA3G	975.7962	SEMA3G	966.2895
SEMA4A	742.6752	SEMA4A	957.0145
SEMA4B	2354.1401	SEMA4B	2173.3082
SEMA4C	640.1274	SEMA4C	1182.5663
SEMA4D	414.6497	SEMA4D	673.7044
SEMA4F	289.8089	SEMA4F	321.6749
SEMA4G	51.6051	SEMA4G	99.5801
SEMA5A	2224.2038	SEMA5A	5052.3618
SEMA5B	17.8344	SEMA5B	15.1773
SEMA6A	292.3567	SEMA6A	774.465
SEMA6B	185.3503	SEMA6B	182.1279
SEMA6C	154.7771	SEMA6C	317.0374
SEMA6D	2194.2675	SEMA6D	1053.5591
SEMA7A	44.586	SEMA7A	68.7195
SENP1	322.293	SENP1	399.2479
SENP2	594.9045	SENP2	790.0639
SENP3	486.1592	SENP3	947.6678
SENP5	557.3248	SENP5	613.4168
SENP6	1248.4076	SENP6	2100.3727
SENP7	313.3758	SENP7	378.5899
SENP8	93.6306	SENP8	94.4367
SEP15	4199.3631	SEP15	2997.9426
SEPHS1	1092.3567	SEPHS1	1137.4559
SEPHS2	2481.5287	SEPHS2	1516.0458
SEPN1	3075.1592	SEPN1	2721.7997
SEPP1	14969.9299	SEPP1	9918.1732
SEPSECS	310.1911	SEPSECS	285.8396
SEPT10	1714.0127	SEPT10	1976.003
SEPT11	3021.0191	SEPT11	1605.0018
SEPT12	5.7325	removed	removed
SEPT1	117.8344	SEPT1	134.4879
SEPT2	10676.4331	SEPT2	9077.7248
SEPT3	76.4331	SEPT3	457.8492
SEPT4	521.6561	SEPT4	453.2117
SEPT5	412.7389	SEPT5	653.0464
SEPT6	1073.2484	SEPT6	723.4523
SEPT7P2	146.4968	SEPT7P2	150.0868
SEPT7	3309.5541	SEPT7	3482.7737
SEPT8	3614.1401	SEPT8	1425.7955
SEPT9	3829.2994	SEPT9	4783.8075
SEPW1	3444.586	SEPW1	2863.8763
SEPX1	479.6178	SEPX1	416.9548
SERAC1	166.879	SERAC1	304.3896
SERBP1	6414.6497	SERBP1	7237.0529
SERF1A	480.2548	SERF1A	631.9668
SERF2	12687.5478	SERF2	5186.6178
SERGEF	791.7197	SERGEF	545.962
SERHL2	2574.5287	SERHL2	138.2443
SERHL	1269.4268	SERHL	298.4873
SERINC1	5873.8854	SERINC1	7594.9847
SERINC2	2447.1338	SERINC2	2333.5132
SERINC3	2582.1656	SERINC3	2580.1447
SERINC4	7.0828	SERINC4	6.6443
SERINC5	57.3248	SERINC5	102.4469
SERP1	6278.3503	SERP1	4281.396
SERP2	82.1656	SERP2	76.3082
SERPINA11	128.6624	SERPINA11	45.9536
removed	removed	SERPINA12	9.6966
SERPINA1	605.7325	SERPINA1	2452.4022
SERPINA3	4932.4841	SERPINA3	6776.6741
SERPINA5	101.2739	SERPINA5	402.199
removed	removed	SERPINA6	25.7171
removed	removed	SERPINB13	14.3341
SERPINB1	1075.7962	SERPINB1	863.8426
SERPINB2	236.3057	SERPINB2	18.9717
removed	removed	SERPINB3	17.2895
SERPINB5	397.4522	SERPINB5	2607.5482
SERPINB6	2206.3694	SERPINB6	1811.582
SERPINB8	165.6051	SERPINB8	149.2437
SERPINB9	154.1401	SERPINB9	167.7937
SERPINE1	635.6688	SERPINE1	96.123
SERPINE2	1648.4076	SERPINE2	342.7545
SERPINF1	5968.7898	SERPINF1	2057.3703
SERPINF2	75.1592	SERPINF2	285.8396
SERPING1	7565.6051	SERPING1	8569.7061
SERPINH1	5005.0955	SERPINH1	3065.3974
SERPINI1	1188.535	SERPINI1	330.5283
SERTAD1	554.7771	SERTAD1	576.7382
SERTAD2	1728.0255	SERTAD2	1855.006
SERTAD3	1225.4777	SERTAD3	743.6888
SERTAD4	298.7261	SERTAD4	324.626
SESN1	775.1592	SESN1	1145.4662
SESN2	254.7771	SESN2	378.5899
SESN3	331.8471	SESN3	140.8118
SESTD1	1717.1975	SESTD1	1419.5012
SETBP1	428.6624	SETBP1	1008.8703
SETD1A	722.9299	SETD1A	957.0145
SETD1B	833.121	SETD1B	952.3769
SETD2	1668.7898	SETD2	2134.5217
SETD3	2095.5414	SETD3	1418.658
SETD4	326.1146	SETD4	318.7238
SETD5	1942.6752	SETD5	2143.7967
SETD6	235.7325	SETD6	386.8362
SETD7	2412.1019	SETD7	2690.1803
SETD8	598.7261	SETD8	698.5784
SETDB1	912.7389	SETDB1	965.4463
SETDB2	305.7325	SETDB2	521.9312
SETMAR	596.1783	SETMAR	992.8498
SETX	1326.7516	SETX	2052.3112
SET	7466.879	SET	7020.7761
SEZ6L2	749.6815	SEZ6L2	812.8299
SEZ6L	21.0191	removed	removed
SF1	4217.1975	SF1	5870.6724
SF3A1	3406.2166	SF3A1	4556.544
SF3A2	1484.7134	SF3A2	1701.5464
SF3A3	1711.465	SF3A3	2246.6652
SF3B14	1610.828	SF3B14	1313.2599
SF3B1	6174.5223	SF3B1	6292.6862
SF3B2	3683.4395	SF3B2	5052.7834
SF3B3	2044.586	SF3B3	4067.9438
SF3B4	2554.7771	SF3B4	1867.2322
SF3B5	840.7643	SF3B5	1335.6043
SF4	530.5732	SF4	483.1447
SFI1	615.9236	SFI1	414.4252
SFMBT1	250.3185	SFMBT1	277.8293
SFMBT2	56.6879	SFMBT2	81.3673
SFN	1197.4522	SFN	2830.5452
SFPQ	4583.8726	SFPQ	4190.6778
SFRP1	11893.6306	SFRP1	34650.6686
SFRP2	22291.7197	SFRP2	817.0458
SFRP4	3738.8535	SFRP4	168.2153
removed	removed	SFRP5	5.0591
SFRS11	3021.0191	SFRS11	2575.9288
SFRS12IP1	870.7006	SFRS12IP1	598.661
SFRS12	1591.0828	SFRS12	1223.4608
SFRS13A	1977.707	SFRS13A	1806.1013
SFRS13B	17.1975	SFRS13B	55.6502
SFRS14	868.7898	SFRS14	903.5861
SFRS15	938.2166	SFRS15	1037.117
SFRS16	433.121	SFRS16	513.0778
SFRS17A	784.7134	SFRS17A	770.6707
SFRS18	1428.6624	SFRS18	2053.5759
SFRS1	5222.9299	SFRS1	4053.6097
SFRS2B	1916.5605	SFRS2B	1962.0904
SFRS2IP	2203.1847	SFRS2IP	2943.1356
SFRS2	2865.9236	SFRS2	2805.4731
SFRS3	5389.172	SFRS3	5887.536
SFRS4	2066.879	SFRS4	2406.8703
SFRS5	4092.9936	SFRS5	4592.4046
SFRS6	4224.8408	SFRS6	4225.6193
SFRS7	2470.7006	SFRS7	2375.2508
SFRS8	943.949	SFRS8	948.5826
SFRS9	2502.5478	SFRS9	1863.8594
SFT2D1	403.1847	SFT2D1	336.8522
SFT2D2	75.7962	SFT2D2	32.8842
SFT2D3	473.8854	SFT2D3	427.9162
removed	removed	SFTA2	5.0591
removed	removed	SFTPA1	44.2672
removed	removed	SFTPA2	115.0947
removed	removed	SFTPB	222.6007
removed	removed	SFTPC	6.3239
SFTPD	16.5605	SFTPD	59.8661
SFXN1	536.3057	SFXN1	319.1453
SFXN2	402.5478	SFXN2	202.3643
SFXN3	720.3822	SFXN3	1104.5717
SFXN4	582.8025	SFXN4	355.4023
SFXN5	580.8917	SFXN5	190.5597
SGCA	8.2803	SGCA	7.1671
SGCB	929.2994	SGCB	1410.2261
SGCD	420.3822	SGCD	331.7931
SGCE	647.1338	SGCE	1645.8962
SGCG	63.6943	SGCG	10.1182
SGEF	321.0191	SGEF	389.5513
SGIP1	61.1465	SGIP1	90.2207
SGK196	8.2803	SGK196	6.3239
SGK1	756.051	SGK1	1815.7979
