gene_id	TCGA-BH-A1FJ-01A-11R-A13Q-07	gene_id	TCGA-BH-A1FJ-11B-42R-A13Q-07
SECISBP2L	762.4242	SECISBP2L	2764.4898
SECISBP2	1653.2824	SECISBP2	1076.7406
SECTM1	649.2603	SECTM1	179.9419
SEH1L	816.1429	SEH1L	1364.1184
removed	removed	SEL1L2	11.3787
SEL1L3	281.1371	SEL1L3	765.8116
SEL1L	5151.2714	SEL1L	5246.3649
SELENBP1	5099.7341	SELENBP1	1385.8173
SELE	50.1738	SELE	738.8203
SELK	466.8348	SELK	606.5101
SELL	179.426	SELL	280.4977
SELM	1107.0966	SELM	459.9103
SELO	246.5062	SELO	91.2941
SELPLG	145.3405	SELPLG	324.4247
SELP	46.3563	SELP	896.2694
SELS	1178.8125	SELS	884.3615
SELT	2033.1311	SELT	3243.4528
SEMA3A	11.9981	SEMA3A	213.8133
SEMA3B	670.5297	SEMA3B	224.1335
SEMA3C	3036.6078	SEMA3C	9458.8578
SEMA3D	14.9976	SEMA3D	768.1932
SEMA3E	163.883	SEMA3E	685.1023
SEMA3F	1649.1922	SEMA3F	407.2509
SEMA3G	394.8463	SEMA3G	1149.2466
SEMA4A	1275.6152	SEMA4A	435.3006
SEMA4B	1901.6975	SEMA4B	791.7444
SEMA4C	793.2374	SEMA4C	444.2977
SEMA4D	512.6457	SEMA4D	417.0418
SEMA4F	246.5062	SEMA4F	149.5106
SEMA4G	76.1715	SEMA4G	71.8762
SEMA5A	300.4976	SEMA5A	2090.7661
SEMA5B	23.9962	SEMA5B	14.5541
SEMA6A	2498.0571	SEMA6A	2286.056
SEMA6B	39.2665	SEMA6B	156.3907
SEMA6C	159.7928	SEMA6C	120.9315
SEMA6D	45.2655	SEMA6D	412.2787
SEMA7A	72.5339	SEMA7A	55.5703
SENP1	738.7007	SENP1	810.2678
SENP2	876.1333	SENP2	1245.8331
SENP3	749.9898	SENP3	661.3579
SENP5	623.3554	SENP5	913.7344
SENP6	1266.8894	SENP6	3388.2002
SENP7	515.6452	SENP7	1022.4934
SENP8	58.8997	SENP8	66.1551
SEP15	2974.7086	SEP15	5400.9033
SEPHS1	1024.7461	SEPHS1	1002.6469
SEPHS2	2275.2744	SEPHS2	1343.478
SEPN1	4710.3415	SEPN1	2721.6213
SEPP1	16739.8896	SEPP1	28403.7764
SEPSECS	693.9805	SEPSECS	523.9485
SEPT10	1471.4023	SEPT10	4500.1353
SEPT11	796.237	SEPT11	4140.5161
SEPT1	22.9054	SEPT1	38.8992
SEPT2	12946.4858	SEPT2	16346.6634
SEPT3	292.3171	SEPT3	125.1655
SEPT4	170.9728	SEPT4	208.2563
SEPT5	831.9586	SEPT5	150.0398
SEPT6	710.0689	SEPT6	754.6975
SEPT7P2	116.7087	SEPT7P2	243.7154
SEPT7	3305.4741	SEPT7	5525.8041
SEPT8	1158.4075	SEPT8	1194.838
SEPT9	4933.6696	SEPT9	1966.1299
SEPW1	1405.4128	SEPW1	2567.8768
SEPX1	369.4867	SEPX1	197.1422
SERAC1	214.8749	SERAC1	392.4321
SERBP1	5368.0551	SERBP1	7441.1269
SERF1A	418.5698	SERF1A	347.4466
SERF2	6685.0719	SERF2	3816.5942
SERGEF	386.9384	SERGEF	240.0107
SERHL2	1202.9913	SERHL2	275.1259
SERHL	565.8191	SERHL	213.0195
SERINC1	6117.1177	SERINC1	15840.1798
SERINC2	3583.8844	SERINC2	1102.4088
SERINC3	3321.2898	SERINC3	4853.9328
SERINC5	218.9652	SERINC5	193.9668
SERP1	3376.9909	SERP1	7715.9273
SERP2	56.4456	SERP2	72.506
SERPINA11	975.663	SERPINA11	133.6333
SERPINA1	377.3945	SERPINA1	3147.9248
SERPINA3	18843.2749	SERPINA3	11400.9073
SERPINA5	1306.4285	SERPINA5	649.114
SERPINA6	41.448	SERPINA6	233.9245
SERPINA9	6.8171	removed	removed
SERPINB1	1581.0212	SERPINB1	1762.9014
removed	removed	SERPINB2	21.1696
SERPINB5	110.1643	SERPINB5	1572.3747
SERPINB6	1799.441	SERPINB6	1689.8662
SERPINB8	363.2149	SERPINB8	629.0028
SERPINB9	145.0678	SERPINB9	724.0015
removed	removed	SERPIND1	25.4036
SERPINE1	987.3884	SERPINE1	1219.9003
SERPINE2	375.4857	SERPINE2	860.2811
SERPINF1	1819.6196	SERPINF1	7391.9075
SERPINF2	7.3625	SERPINF2	68.5367
SERPING1	2517.9631	SERPING1	19169.3697
SERPINH1	1940.6913	SERPINH1	1348.2412
SERPINI1	358.5793	SERPINI1	438.7407
SERTAD1	272.1385	SERTAD1	269.119
SERTAD2	109.0736	SERTAD2	1845.9922
SERTAD3	963.6649	SERTAD3	783.2765
SERTAD4	43.0841	SERTAD4	346.6528
SESN1	113.4365	SESN1	1289.4954
SESN2	201.2407	SESN2	198.2007
SESN3	41.448	SESN3	272.2944
SESTD1	1007.8397	SESTD1	3390.8464
SETBP1	1050.9237	SETBP1	1192.6443
SETD1A	628.2637	SETD1A	449.5901
SETD1B	843.4113	SETD1B	598.3068
SETD2	2511.4186	SETD2	2671.608
SETD3	1556.4797	SETD3	1970.0992
SETD4	315.4953	SETD4	338.7142
SETD5	2828.8227	SETD5	2480.8167
SETD6	459.0552	SETD6	359.3493
SETD7	2838.3666	SETD7	5526.598
SETD8	721.7943	SETD8	855.2533
SETDB1	2180.6531	SETDB1	725.3246
SETDB2	566.3644	SETDB2	768.1932
SETMAR	790.2379	SETMAR	685.1023
SETX	2191.2877	SETX	3809.7405
SET	6581.7711	SET	6797.0407
SEZ6L2	2395.2553	SEZ6L2	234.1891
SEZ6L	9.8166	removed	removed
SF1	4094.6213	SF1	4621.8607
SF3A1	3200.9789	SF3A1	3171.7327
SF3A2	886.4953	SF3A2	451.4425
SF3A3	1349.7853	SF3A3	1586.9288
SF3B14	1404.8674	SF3B14	1379.731
SF3B1	9913.4229	SF3B1	10684.0505
SF3B2	5104.0971	SF3B2	2112.465
SF3B3	4917.3086	SF3B3	3051.603
SF3B4	3363.0104	SF3B4	1482.4037
SF3B5	557.6386	SF3B5	688.5424
SF4	489.4676	SF4	180.2065
SFI1	539.0961	SFI1	159.8307
SFMBT1	380.6667	SFMBT1	340.5665
SFMBT2	132.2517	SFMBT2	150.0398
SFN	1984.5934	SFN	326.277
SFPQ	7075.0317	SFPQ	5245.6319
SFRP1	43.6294	SFRP1	27012.9843
SFRP2	4946.4858	SFRP2	23661.3017
SFRP4	1119.0947	SFRP4	14328.1386
SFRS11	3806.1218	SFRS11	3618.6846
SFRS12IP1	547.5493	SFRS12IP1	909.7651
SFRS12	2095.5757	SFRS12	2033.3435
SFRS13A	2267.0939	SFRS13A	2536.6516
removed	removed	SFRS13B	51.3364
SFRS14	1478.233	SFRS14	1134.4278
SFRS15	834.14	SFRS15	986.2404
SFRS16	325.8572	SFRS16	126.7532
SFRS17A	498.1935	SFRS17A	501.1911
SFRS18	855.9547	SFRS18	2451.973
SFRS1	6386.5294	SFRS1	4956.8702
SFRS2B	1226.2595	SFRS2B	1934.6401
SFRS2IP	5695.8211	SFRS2IP	4865.8407
SFRS2	3803.3704	SFRS2	4125.4962
SFRS3	5397.2323	SFRS3	8748.3519
SFRS4	1317.6086	SFRS4	1484.7853
SFRS5	4793.5101	SFRS5	5628.2122
SFRS6	5472.7657	SFRS6	6580.8458
SFRS7	2415.7066	SFRS7	3133.1061
SFRS8	792.1467	SFRS8	648.3201
SFRS9	2045.9472	SFRS9	1255.624
SFT2D1	586.8157	SFT2D1	624.7689
SFT2D2	107.4375	SFT2D2	113.7868
SFT2D3	346.3085	SFT2D3	363.8531
SFTPA2	18.8152	removed	removed
SFTPD	23.4508	removed	removed
SFXN1	1072.1931	SFXN1	507.2774
SFXN2	2330.3565	SFXN2	330.7756
SFXN3	886.768	SFXN3	554.3798
SFXN4	536.0965	SFXN4	277.0576
SFXN5	370.3047	SFXN5	132.3102
removed	removed	SGCA	12.7018
SGCB	1904.697	SGCB	1985.7118
SGCD	179.426	SGCD	686.9547
SGCE	71.4432	SGCE	1741.7318
removed	removed	SGCG	50.8071
SGEF	1901.4248	SGEF	393.4906
SGIP1	80.1691	SGIP1	89.4417
SGK196	65.9895	SGK196	29.3729
SGK1	431.6586	SGK1	3879.6003
SGK223	2897.2663	SGK223	457.5287
SGK269	655.2594	SGK269	2150.0411
removed	removed	SGK2	91.347
SGK3	1425.4496	SGK3	2210.4328
SGK494	19.0879	SGK494	25.2713
SGMS1	1251.8917	SGMS1	1275.7352
SGMS2	362.6696	SGMS2	2278.0513
SGOL1	189.5153	SGOL1	11.6433
SGOL2	610.2665	SGOL2	206.1393
SGPL1	3505.8968	SGPL1	1681.1337
SGPP1	82.6232	SGPP1	1062.4511
SGPP2	77.4422	SGPP2	21.9635
SGSH	945.6677	SGSH	480.0215
SGSM1	77.1695	SGSM1	143.1597
SGSM2	623.0827	SGSM2	714.4752
SGSM3	781.7847	SGSM3	375.4964
SGTA	947.8492	SGTA	665.2558
SGTB	205.4291	SGTB	408.9365
SH2B1	446.9289	SH2B1	367.0286
SH2B2	12.2708	SH2B2	9.791
SH2B3	582.4528	SH2B3	1369.94
removed	removed	SH2D1A	48.9548
removed	removed	SH2D1B	28.8436
SH2D2A	40.9026	SH2D2A	11.9079
SH2D3A	202.8768	SH2D3A	128.6055
SH2D3C	182.6982	SH2D3C	356.4437
SH2D4A	1007.2943	SH2D4A	234.4537
SH3BGRL2	493.2852	SH3BGRL2	1980.9487
SH3BGRL3	1829.7089	SH3BGRL3	2174.1216
SH3BGRL	14487.6597	SH3BGRL	9811.5969
SH3BGR	47.1743	SH3BGR	195.5545
SH3BP1	255.2021	SH3BP1	104.7871
SH3BP2	489.4676	SH3BP2	1374.4386
SH3BP4	5169.2685	SH3BP4	3223.6063
SH3BP5L	1826.9821	SH3BP5L	274.9406
SH3BP5	853.4979	SH3BP5	2194.1719
SH3D19	1809.2576	SH3D19	4774.8113
SH3D20	5.7264	removed	removed
SH3GL1	1126.4572	SH3GL1	601.4823
SH3GL2	6.5444	SH3GL2	6.3509
SH3GLB1	2714.2955	SH3GLB1	5671.61
SH3GLB2	980.2986	SH3GLB2	630.8551
SH3KBP1	368.3959	SH3KBP1	1054.2479
SH3PXD2A	1320.6081	SH3PXD2A	1836.7305
SH3PXD2B	846.1381	SH3PXD2B	2014.5554
SH3RF1	1516.1224	SH3RF1	1228.1035
SH3RF2	558.4566	SH3RF2	259.5927
SH3RF3	62.4446	SH3RF3	151.6275
SH3TC1	174.5177	SH3TC1	91.5587
SH3TC2	7.3625	SH3TC2	146.0573
SH3YL1	1238.5302	SH3YL1	1693.3062
SHANK2	909.4008	SHANK2	903.1496
SHANK3	273.5019	SHANK3	507.8066
SHARPIN	548.9127	SHARPIN	318.0738
SHB	600.1772	SHB	283.9377
SHC1	4471.7431	SHC1	2441.3882
SHC2	515.9179	SHC2	124.3716
SHC3	11.9981	SHC3	19.8465
SHC4	13.3615	SHC4	47.1024
SHCBP1	559.5473	SHCBP1	47.1024
SHE	112.0731	SHE	1272.8243
SHFM1	1282.4323	SHFM1	755.756
SHF	94.6213	SHF	68.2721
SHISA2	679.5283	SHISA2	375.761
removed	removed	SHISA3	61.3919
SHISA4	274.0473	SHISA4	145.8059
SHISA5	2891.8127	SHISA5	1921.4091
SHISA6	7.6351	SHISA6	5.0278
removed	removed	SHISA9	44.7209
SHKBP1	767.6052	SHKBP1	353.5329
SHMT1	1027.5329	SHMT1	609.3283
SHMT2	1097.5527	SHMT2	545.3827
SHOC2	1577.2036	SHOC2	2794.1273
SHOX2	36.267	SHOX2	126.4886
SHPK	351.6831	SHPK	244.7739
SHPRH	365.1592	SHPRH	821.3289
SHQ1	662.3492	SHQ1	503.3081
SHROOM1	899.3115	SHROOM1	150.569
SHROOM2	458.1089	SHROOM2	192.3791
SHROOM3	4781.7847	SHROOM3	3471.291
SHROOM4	144.2498	SHROOM4	600.4238
SIAE	1939.6169	SIAE	976.7141
SIAH1	641.2843	SIAH1	850.0403
SIAH2	2367.1689	SIAH2	716.0629
SIDT1	488.3768	SIDT1	436.3591
SIDT2	1329.1649	SIDT2	1278.5269
SIGIRR	620.9012	SIGIRR	128.3409
SIGLEC10	69.8071	SIGLEC10	101.085
removed	removed	SIGLEC11	13.4956
SIGLEC14	25.0869	SIGLEC14	34.4007
SIGLEC15	84.532	SIGLEC15	13.4956
SIGLEC1	176.6992	SIGLEC1	562.8477
SIGLEC5	14.9976	SIGLEC5	9.791
removed	removed	SIGLEC6	13.231
SIGLEC7	16.361	SIGLEC7	12.4372
SIGLEC8	40.6299	SIGLEC8	35.9884
SIGLEC9	20.724	SIGLEC9	24.8743
removed	removed	SIGLECP3	11.9079
SIGMAR1	1164.9056	SIGMAR1	657.0526
SIK1	341.4002	SIK1	2064.5687
SIK2	619.8105	SIK2	2560.4674
SIK3	1745.1769	SIK3	1437.4183
SIKE1	1104.6424	SIKE1	1059.8049
SIL1	916.4906	SIL1	307.489
SILV	73.8973	SILV	64.0381
removed	removed	SIM1	14.0249
SIM2	302.9518	SIM2	36.7822
SIN3A	2928.625	SIN3A	2419.954
SIN3B	1284.8865	SIN3B	610.744
SIP1	194.6963	SIP1	176.5018
SIPA1L1	1288.4314	SIPA1L1	1084.15
SIPA1L2	2520.9626	SIPA1L2	584.2819
SIPA1L3	1991.6831	SIPA1L3	499.6034
SIPA1	390.756	SIPA1	230.4844
SIRPA	517.0087	SIRPA	2618.4193
SIRPB1	27.2684	SIRPB1	99.4973
SIRPB2	27.5411	SIRPB2	55.5703
removed	removed	SIRPG	8.7325
SIRT1	1105.4605	SIRT1	1512.0412
SIRT2	698.3434	SIRT2	839.9053
SIRT3	541.7902	SIRT3	614.626
SIRT4	14.1796	SIRT4	10.0556
SIRT5	389.938	SIRT5	318.3384
SIRT6	185.9704	SIRT6	46.044
SIRT7	249.5058	SIRT7	83.6201
removed	removed	SIT1	10.0556
SIVA1	735.7011	SIVA1	216.1949
SIX1	12.5435	SIX1	75.9461
SIX2	27.5411	SIX2	20.6404
SIX3	10.6347	removed	removed
SIX4	81.8052	SIX4	78.3277
SIX5	577.2718	SIX5	147.3936
SKA1	190.3334	SKA1	16.1418
SKA2	1235.8034	SKA2	585.0758
SKA3	120.739	SKA3	12.4372
SKAP1	514.0091	SKAP1	173.3264
SKAP2	137.7054	SKAP2	2169.3584
SKIL	1645.1019	SKIL	1552.5282
SKIV2L2	2345.5232	SKIV2L2	2236.5694
SKIV2L	815.3794	SKIV2L	354.3771
SKI	1218.6243	SKI	3228.634
SKP1	6734.2014	SKP1	9069.0719
SKP2	117.2541	SKP2	101.6143
SLA2	8.9986	SLA2	12.1725
removed	removed	SLAIN1	151.8921
SLAIN2	1806.2581	SLAIN2	2476.3181
removed	removed	SLAMF1	26.462
SLAMF6	8.7259	SLAMF6	70.389
SLAMF7	53.7187	SLAMF7	233.1306
SLAMF8	86.5171	SLAMF8	136.6341
SLAMF9	30.8133	removed	removed
SLA	107.9828	SLA	200.3177
SLBP	1308.3373	SLBP	982.2711
SLC10A3	556.0025	SLC10A3	418.3649
SLC10A6	43.9021	SLC10A6	49.2194
SLC10A7	359.3974	SLC10A7	331.5694
SLC11A1	47.9924	SLC11A1	20.905
SLC11A2	1189.1744	SLC11A2	2157.1859
removed	removed	SLC12A1	6.6155
SLC12A2	6036.4033	SLC12A2	5887.8049
SLC12A4	640.5345	SLC12A4	643.4828
SLC12A6	540.8167	SLC12A6	1025.3539
SLC12A7	1002.1133	SLC12A7	580.5773
SLC12A8	380.6667	SLC12A8	110.3467
SLC12A9	540.1868	SLC12A9	213.2841
removed	removed	SLC13A2	314.8983
SLC13A3	15.8157	SLC13A3	71.7121
SLC13A4	5.181	removed	removed
SLC14A1	45.5382	SLC14A1	103.202
removed	removed	SLC14A2	52.6595
SLC15A2	6.8171	SLC15A2	155.8614
SLC15A3	202.0588	SLC15A3	376.5549
SLC15A4	339.4914	SLC15A4	916.9098
removed	removed	SLC16A11	31.7545
SLC16A12	5.181	SLC16A12	129.1348
SLC16A13	120.5263	SLC16A13	37.0469
SLC16A14	321.4943	SLC16A14	343.2127
SLC16A1	2131.2973	SLC16A1	998.6776
SLC16A2	271.5932	SLC16A2	884.8908
SLC16A3	168.7913	SLC16A3	40.2223
SLC16A4	1025.5641	SLC16A4	743.0542
SLC16A5	218.4198	SLC16A5	127.0178
SLC16A6	804.1448	SLC16A6	185.4989
SLC16A7	7.0898	SLC16A7	167.2401
SLC16A9	25.905	SLC16A9	255.888
SLC17A5	1573.6587	SLC17A5	1275.9998
removed	removed	SLC17A7	111.4052
SLC17A9	27.2684	SLC17A9	22.7574
removed	removed	SLC18A2	24.0805
SLC19A1	217.8744	SLC19A1	62.9797
SLC19A2	6332.2653	SLC19A2	1682.986
removed	removed	SLC19A3	1128.077
SLC1A1	207.5124	SLC1A1	282.0854
SLC1A2	398.9365	SLC1A2	261.7096
SLC1A3	122.7078	SLC1A3	691.1886
SLC1A4	4469.8343	SLC1A4	1263.5626
SLC1A5	3082.4187	SLC1A5	1958.1913
removed	removed	SLC1A7	11.9079
SLC20A1	1779.8078	SLC20A1	1352.7397
SLC20A2	1136.8191	SLC20A2	1093.4117
SLC22A10	6.2717	removed	removed
removed	removed	SLC22A12	37.8407
SLC22A15	234.5081	SLC22A15	113.5222
SLC22A17	527.098	SLC22A17	340.0373
SLC22A18AS	45.5382	removed	removed
SLC22A18	538.5507	SLC22A18	130.9871
SLC22A23	726.6344	SLC22A23	990.3288
removed	removed	SLC22A3	233.3952
SLC22A4	253.896	SLC22A4	155.5783
SLC22A5	575.363	SLC22A5	490.3417
removed	removed	SLC23A1	5.557
SLC23A2	245.9609	SLC23A2	1247.6854
SLC23A3	7.0898	SLC23A3	5.2924
SLC24A1	689.1158	SLC24A1	536.1422
SLC24A2	13.9069	removed	removed
SLC24A3	783.4208	SLC24A3	486.637
removed	removed	SLC24A4	7.1448
SLC24A5	21.8883	SLC24A5	19.3252
SLC24A6	396.2097	SLC24A6	420.2173
SLC25A10	909.4008	SLC25A10	245.1073
SLC25A11	706.7966	SLC25A11	491.4002
SLC25A12	630.4452	SLC25A12	1044.4569
SLC25A13	632.0813	SLC25A13	553.8506
removed	removed	SLC25A14	149.7752
SLC25A15	282.5196	SLC25A15	284.7104
SLC25A16	316.8587	SLC25A16	659.6988
SLC25A17	1083.1004	SLC25A17	763.6946
SLC25A18	5.181	SLC25A18	24.3451
SLC25A19	183.5163	SLC25A19	67.7428
SLC25A1	1028.8363	SLC25A1	485.5785
SLC25A20	297.4981	SLC25A20	390.3152
SLC25A21	95.4857	SLC25A21	17.6105
SLC25A22	523.2804	SLC25A22	122.2546
SLC25A23	1153.4529	SLC25A23	1045.78
SLC25A24	3394.3691	SLC25A24	1913.7351
SLC25A25	386.6658	SLC25A25	884.3615
SLC25A26	280.4908	SLC25A26	383.9854
removed	removed	SLC25A27	207.1978
SLC25A28	457.0182	SLC25A28	461.4981
SLC25A29	562.5469	SLC25A29	248.7432
SLC25A30	243.234	SLC25A30	711.5644
SLC25A32	413.6833	SLC25A32	1326.5264
SLC25A33	196.6051	SLC25A33	460.9688
SLC25A34	7.0898	SLC25A34	17.4649
SLC25A35	178.3707	SLC25A35	120.4552
SLC25A36	1798.3503	SLC25A36	2250.5969
SLC25A37	377.6672	SLC25A37	1281.5568
SLC25A38	614.9022	SLC25A38	518.3915
SLC25A39	2005.8627	SLC25A39	618.6826
SLC25A3	4994.2055	SLC25A3	7893.3633
SLC25A40	388.0292	SLC25A40	279.4392
SLC25A42	183.5163	SLC25A42	161.1539
SLC25A43	458.3816	SLC25A43	620.5349
SLC25A44	2133.4788	SLC25A44	1010.5855
SLC25A45	348.2173	SLC25A45	138.3965
SLC25A46	814.2341	SLC25A46	1079.916
SLC25A4	210.512	SLC25A4	547.7643
SLC25A5	4285.2274	SLC25A5	3178.0915
SLC25A6	4436.5669	SLC25A6	1921.4091
SLC26A10	6.8662	SLC26A10	12.2784
SLC26A11	535.8238	SLC26A11	152.9506
SLC26A1	42.825	SLC26A1	9.5766
SLC26A2	717.4313	SLC26A2	6741.4705
SLC26A3	212.9661	SLC26A3	194.7606
SLC26A4	6.5444	SLC26A4	70.1244
SLC26A5	61.6266	SLC26A5	9.791
SLC26A6	299.3387	SLC26A6	70.6537
removed	removed	SLC26A7	30.4314
removed	removed	SLC26A8	5.8216
SLC27A1	356.9432	SLC27A1	519.4499
SLC27A2	211.0573	SLC27A2	26.9913
SLC27A3	260.4131	SLC27A3	277.8515
SLC27A4	737.0646	SLC27A4	204.0224
SLC27A5	71.6313	SLC27A5	29.1109
removed	removed	SLC27A6	350.0928
SLC28A1	13.3615	SLC28A1	6.8801
removed	removed	SLC28A3	413.8664
SLC29A1	2448.7013	SLC29A1	2127.2838
SLC29A2	595.8416	SLC29A2	130.7093
SLC29A3	610.2665	SLC29A3	229.1613
SLC29A4	38.1757	SLC29A4	165.1232
SLC2A10	4453.746	SLC2A10	934.904
SLC2A11	205.6037	SLC2A11	121.99
SLC2A12	16.361	SLC2A12	303.7843
SLC2A13	167.9733	SLC2A13	373.1148
SLC2A14	5.7264	SLC2A14	68.5367
SLC2A1	960.12	SLC2A1	1139.4556
SLC2A3	251.1419	SLC2A3	3557.8219
SLC2A4RG	1026.3822	SLC2A4RG	295.8457
SLC2A4	8.4532	SLC2A4	115.1099
SLC2A5	14.4522	SLC2A5	78.8569
SLC2A6	23.1781	SLC2A6	16.6711
SLC2A8	286.0454	SLC2A8	157.9784
SLC2A9	28.3591	SLC2A9	83.3554
SLC30A1	678.7102	SLC30A1	515.216
SLC30A2	14.1796	SLC30A2	5.8216
SLC30A4	29.4499	SLC30A4	179.148
SLC30A5	1719.5446	SLC30A5	1921.1444
SLC30A6	552.4576	SLC30A6	508.6005
SLC30A7	1465.4032	SLC30A7	1350.3581
removed	removed	SLC30A8	15.6126
SLC30A9	2181.4711	SLC30A9	2509.6603
SLC31A1	1321.4261	SLC31A1	1601.7476
SLC31A2	158.4293	SLC31A2	766.6054
SLC33A1	609.1758	SLC33A1	959.7784
SLC34A2	71.7159	SLC34A2	2197.6728
SLC34A3	6.2717	removed	removed
SLC35A1	343.5817	SLC35A1	1172.9116
SLC35A2	990.3879	SLC35A2	421.0111
SLC35A3	606.9943	SLC35A3	636.6768
SLC35A4	2272.0022	SLC35A4	2030.9619
SLC35A5	1229.8043	SLC35A5	1282.6153
SLC35B1	907.492	SLC35B1	812.6494
SLC35B2	1171.9954	SLC35B2	710.2413
SLC35B3	621.7193	SLC35B3	816.8833
SLC35B4	216.2383	SLC35B4	660.228
SLC35C1	386.6658	SLC35C1	378.1426
SLC35C2	807.417	SLC35C2	562.0538
SLC35D1	1707.2738	SLC35D1	731.9402
SLC35D2	552.7302	SLC35D2	528.7116
SLC35E1	1979.9577	SLC35E1	1861.6048
SLC35E2	2018.1308	SLC35E2	1830.8321
SLC35E2	58.9024	SLC35E2	21.7756
SLC35E3	626.6276	SLC35E3	311.7229
SLC35E4	31.7104	SLC35E4	35.9884
SLC35F1	7.6351	SLC35F1	22.7574
SLC35F2	330.2202	SLC35F2	216.7241
removed	removed	SLC35F3	89.7063
SLC35F5	2293.8169	SLC35F5	1368.6169
SLC36A1	255.5048	SLC36A1	265.4143
removed	removed	SLC36A2	13.231
SLC36A4	215.9656	SLC36A4	337.3911
SLC37A1	657.4409	SLC37A1	196.8776
SLC37A2	87.2588	SLC37A2	200.8469
SLC37A3	683.6185	SLC37A3	1423.9226
SLC37A4	590.3606	SLC37A4	316.7507
SLC38A10	3049.1513	SLC38A10	887.537
SLC38A1	8543.459	SLC38A1	7112.9976
SLC38A2	5706.4558	SLC38A2	5988.6253
SLC38A3	29.1772	SLC38A3	39.4284
removed	removed	SLC38A4	103.202
SLC38A5	17.7245	SLC38A5	67.2136
SLC38A6	164.9738	SLC38A6	233.9245
SLC38A7	330.2202	SLC38A7	134.6918
SLC38A9	252.778	SLC38A9	311.4583
SLC39A10	963.1195	SLC39A10	1084.4146
SLC39A11	2812.189	SLC39A11	687.4839
SLC39A13	457.0182	SLC39A13	300.8734
SLC39A14	1258.4362	SLC39A14	1807.093
SLC39A1	5556.4797	SLC39A1	1276.7936
removed	removed	SLC39A2	25.1389
SLC39A3	450.2011	SLC39A3	184.9697
SLC39A4	118.0721	SLC39A4	69.3306
SLC39A6	18889.0858	SLC39A6	12360.421
SLC39A7	3004.9765	SLC39A7	1003.1761
SLC39A8	156.7932	SLC39A8	1263.5626
SLC39A9	3885.7454	SLC39A9	3021.1716
removed	removed	SLC3A1	7.1448
SLC3A2	3280.1145	SLC3A2	2017.9955
SLC40A1	1912.3321	SLC40A1	15188.6843
SLC41A1	1076.2833	SLC41A1	931.7286
SLC41A2	461.1085	SLC41A2	582.4296
SLC41A3	424.0235	SLC41A3	936.7564
SLC43A1	207.7851	SLC43A1	227.0443
SLC43A2	730.7928	SLC43A2	360.413
SLC43A3	1134.0323	SLC43A3	2354.7674
SLC44A1	6209.2849	SLC44A1	4071.1855
SLC44A2	3175.4039	SLC44A2	4200.3203
SLC44A3	323.9485	SLC44A3	419.688
SLC44A4	4226.6003	SLC44A4	374.4379
SLC44A5	12.2708	SLC44A5	185.4989
SLC45A1	21.2693	SLC45A1	28.3144
SLC45A3	496.3038	SLC45A3	88.2033
SLC45A4	178.3353	SLC45A4	159.8307
SLC46A1	597.3332	SLC46A1	708.1534
SLC46A2	7.6351	SLC46A2	8.4679
SLC46A3	207.5124	SLC46A3	1057.4233
SLC47A1	20.1786	SLC47A1	78.8569
SLC48A1	537.7326	SLC48A1	694.0994
SLC4A10	9.2713	removed	removed
SLC4A11	34.3582	SLC4A11	47.6317
SLC4A1AP	968.0278	SLC4A1AP	583.2235
SLC4A2	1525.8273	SLC4A2	499.4023
SLC4A3	122.9804	SLC4A3	89.971
SLC4A4	6.5444	SLC4A4	365.9701
SLC4A5	238.0612	SLC4A5	219.1587
SLC4A7	777.4218	SLC4A7	3546.1786
SLC4A8	818.0517	SLC4A8	342.4189
SLC5A10	18.9733	removed	removed
SLC5A11	5.999	removed	removed
SLC5A1	74.7154	SLC5A1	782.7473
SLC5A3	412.6771	SLC5A3	1092.9936
removed	removed	SLC5A4	16.1418
SLC5A6	1129.4294	SLC5A6	1479.5988
SLC5A7	151.3396	SLC5A7	21.6989
SLC5A9	8.4532	SLC5A9	14.2895
SLC6A11	178.6079	removed	removed
SLC6A12	21.8147	SLC6A12	19.3173
removed	removed	SLC6A14	1096.5871
removed	removed	SLC6A15	36.7822
removed	removed	SLC6A16	53.1887
SLC6A17	170.7001	SLC6A17	17.9942
SLC6A1	20.724	SLC6A1	12.4372
SLC6A20	5.4537	SLC6A20	49.2194
removed	removed	SLC6A2	33.6068
removed	removed	SLC6A4	7.9386
SLC6A6	685.8	SLC6A6	987.0343
SLC6A8	421.0239	SLC6A8	412.5433
SLC6A9	559.5773	SLC6A9	110.6113
removed	removed	SLC7A10	92.0562
SLC7A11	460.5631	SLC7A11	82.297
removed	removed	SLC7A14	7.674
SLC7A1	828.4137	SLC7A1	1385.5526
SLC7A2	38.4484	SLC7A2	2782.484
removed	removed	SLC7A3	70.9183
SLC7A4	226.3276	SLC7A4	50.5425
SLC7A5	852.4098	SLC7A5	625.8274
SLC7A6OS	151.2877	SLC7A6OS	62.6806
SLC7A6	966.7162	SLC7A6	1145.0471
SLC7A7	149.4308	SLC7A7	369.4101
SLC7A8	3923.9212	SLC7A8	1126.2246
SLC8A1	85.8954	SLC8A1	473.6706
removed	removed	SLC8A2	5.8216
removed	removed	SLC8A3	7.4094
SLC9A1	2043.4931	SLC9A1	1155.0682
SLC9A2	31.6313	SLC9A2	46.5732
SLC9A3R1	4753.1529	SLC9A3R1	1541.4141
SLC9A3R2	831.9586	SLC9A3R2	233.3952
