gene_id	TCGA-BH-A1FR-01A-11R-A13Q-07	gene_id	TCGA-BH-A1FR-11B-42R-A13Q-07
RPS16	7835.0465	RPS16	9350.1769
RPS17	10366.6177	RPS17	9951.4907
RPS18	18552.6187	RPS18	24160.6872
RPS19BP1	862.4572	RPS19BP1	587.6705
RPS19	8180.1273	RPS19	10729.6614
RPS20	6892.8047	RPS20	13457.807
RPS21	3273.1278	RPS21	4778.6761
RPS23	10133.1375	RPS23	13880.2425
RPS24	14853.1571	RPS24	15476.5033
RPS25	6330.886	RPS25	9936.8368
RPS26	534.0186	RPS26	780.192
RPS27A	6459.1287	RPS27A	11016.1698
RPS27L	1130.2007	RPS27L	1500.2527
RPS27	613.8032	RPS27	773.1177
RPS28	396.9652	RPS28	413.3401
RPS29	3552.6187	RPS29	5592.7236
removed	removed	RPS2P32	8.5902
RPS2	8178.6588	RPS2	9327.0844
RPS3A	4339.207	RPS3A	6492.1678
RPS3	15788.0568	RPS3	19021.7281
RPS4X	21576.1136	RPS4X	37341.0814
RPS5	7333.8228	RPS5	8681.1521
RPS6KA1	1999.021	RPS6KA1	1203.1329
RPS6KA2	662.2614	RPS6KA2	1606.3669
RPS6KA3	590.3084	RPS6KA3	1949.4694
RPS6KA4	469.8972	RPS6KA4	450.7327
RPS6KA5	349.9755	RPS6KA5	376.4528
RPS6KA6	133.627	RPS6KA6	61.6473
RPS6KB1	798.8253	RPS6KB1	847.3977
RPS6KB2	297.6016	RPS6KB2	333.5018
RPS6KC1	429.7602	RPS6KC1	546.2355
RPS6KL1	133.627	RPS6KL1	74.7852
RPS6	19920.7048	RPS6	27289.5402
RPS7	3824.278	RPS7	5757.4533
RPS8	16789.5252	RPS8	19719.5553
RPS9	8119.9217	RPS9	9807.9838
RPSAP58	5023.4949	RPSAP58	6425.4674
RPSAP9	24.4738	RPSAP9	16.6751
RPSA	3797.8463	RPSA	5033.8555
RPTOR	781.6936	RPTOR	579.5856
RPUSD1	349.9755	RPUSD1	216.7761
RPUSD2	164.9535	RPUSD2	146.5387
RPUSD3	336.2702	RPUSD3	317.332
RPUSD4	410.6706	RPUSD4	467.4078
RQCD1	238.3749	RQCD1	208.186
RRAD	13.2159	RRAD	48.5093
RRAGA	2255.0171	RRAGA	2017.6857
RRAGB	345.0808	RRAGB	334.5124
RRAGC	273.1278	RRAGC	370.8944
RRAGD	691.1405	RRAGD	618.9995
RRAS2	250.6118	RRAS2	347.145
RRAS	577.0925	RRAS	792.8247
RRBP1	2322.0754	RRBP1	3736.2304
RREB1	1346.5492	RREB1	1276.4022
RRM1	2155.6535	RRM1	1180.8994
RRM2B	1589.8189	RRM2B	1259.7271
RRM2	727.8512	RRM2	204.1435
RRN3P1	32.7949	RRN3P1	85.3967
removed	removed	RRN3P2	8.5902
RRN3P3	34.0529	RRN3P3	54.765
RRN3	1720.0196	RRN3	1123.2946
RRP12	888.8889	RRP12	456.7964
RRP15	429.7602	RRP15	541.1824
RRP1B	708.2721	RRP1B	876.7054
RRP1	331.3754	RRP1	266.8014
RRP7A	575.6241	RRP7A	415.8666
RRP7B	95.8835	RRP7B	286.2456
RRP8	276.5541	RRP8	302.1728
RRP9	261.8698	RRP9	196.0586
RRS1	286.3436	RRS1	220.3133
RSAD1	500.7342	RSAD1	685.6998
RSAD2	229.5644	RSAD2	354.2193
RSBN1L	933.1033	RSBN1L	613.1531
RSBN1	825.257	RSBN1	872.663
RSC1A1	191.9726	RSC1A1	267.2309
RSF1	1069.0162	RSF1	876.2001
RSL1D1	3326.4807	RSL1D1	3515.4118
RSL24D1	2271.1698	RSL24D1	2139.9697
RSPH1	346.0597	RSPH1	53.5624
RSPH3	288.3015	RSPH3	172.3092
RSPH4A	33.7739	RSPH4A	9.6008
RSPH9	5.3842	RSPH9	12.1273
removed	removed	RSPO1	43.9616
RSPO3	36.2212	RSPO3	663.4664
removed	removed	RSPO4	24.2547
RSPRY1	512.4816	RSPRY1	458.3123
RSRC1	314.7332	RSRC1	268.8226
RSRC2	1829.1728	RSRC2	1416.8772
RSU1	781.2041	RSU1	2087.4179
RTBDN	97.8953	removed	removed
RTCD1	744.0039	RTCD1	515.9171
RTEL1	263.7249	RTEL1	243.1632
RTF1	2410.6706	RTF1	1834.765
RTKN2	90.0636	RTKN2	40.9298
RTKN	796.8674	RTKN	466.3972
RTN1	378.3651	RTN1	544.2142
RTN2	944.1997	RTN2	370.8944
RTN3	11636.8086	RTN3	4844.8711
RTN4IP1	158.1008	RTN4IP1	144.5174
RTN4RL1	1302.0069	RTN4RL1	432.0364
RTN4RL2	89.0847	RTN4RL2	30.3183
RTN4R	147.3324	RTN4R	76.8065
RTN4	7070.9741	RTN4	8215.2602
RTP4	66.5688	RTP4	199.0904
RTTN	183.0641	RTTN	306.7206
RUFY1	1130.2007	RUFY1	988.378
RUFY2	390.6021	RUFY2	389.0904
RUFY3	600.5874	RUFY3	970.6923
RUFY4	14.6843	RUFY4	11.622
RUNDC1	1736.6618	RUNDC1	1010.1061
RUNDC2A	19.5791	RUNDC2A	44.9722
RUNDC2C	18.1645	RUNDC2C	33.7393
RUNDC3A	2248.6539	RUNDC3A	46.4881
RUNDC3B	68.0372	RUNDC3B	116.2203
RUNX1T1	18.1106	RUNX1T1	135.9272
RUNX1	1904.5521	RUNX1	3161.1925
RUNX2	110.6216	RUNX2	308.2365
RUNX3	270.6804	RUNX3	565.4371
RUSC1	816.4464	RUSC1	617.9889
RUSC2	547.2345	RUSC2	848.9136
RUVBL1	871.8404	RUVBL1	544.3406
RUVBL2	1700.4405	RUVBL2	684.1839
RWDD1	1182.5746	RWDD1	1004.5478
RWDD2A	194.8116	RWDD2A	123.7999
RWDD2B	446.4023	RWDD2B	379.9899
RWDD3	241.3118	RWDD3	307.7312
RWDD4A	536.9555	RWDD4A	536.6347
RXRA	2182.0852	RXRA	1873.1683
RXRB	1046.0108	RXRB	1008.5902
removed	removed	RXRG	13.1379
RYBP	2178.1694	RYBP	1772.1071
RYK	1604.0137	RYK	1996.4629
RYR1	67.0582	RYR1	234.9672
RYR2	9.7895	RYR2	91.9656
removed	removed	RYR3	84.8914
S100A10	1147.3324	S100A10	3728.6508
S100A11	2009.7895	S100A11	5362.3042
S100A13	945.1787	S100A13	1411.8242
S100A14	12.7264	S100A14	428.4992
S100A16	1639.256	S100A16	1916.6246
S100A1	46.9897	S100A1	319.3532
removed	removed	S100A2	63.6685
removed	removed	S100A3	6.569
S100A4	765.0514	S100A4	2957.5543
S100A6	1106.2163	S100A6	10093.4816
removed	removed	S100A8	81.3542
S100A9	41.116	S100A9	406.2658
S100B	16.6422	S100B	459.3229
S100PBP	522.7606	S100PBP	691.7635
S1PR1	471.8551	S1PR1	1844.3658
S1PR2	144.3955	S1PR2	402.2233
S1PR3	242.7802	S1PR3	1509.7271
S1PR4	27.9001	S1PR4	39.4138
S1PR5	21.0475	S1PR5	39.9192
SAA1	119.9217	SAA1	4099.5452
SAA2	14.1948	SAA2	1270.3386
removed	removed	SAA4	44.9722
SAAL1	187.4694	SAAL1	166.2456
SAC3D1	219.7748	SAC3D1	94.9975
SACM1L	1658.3456	SACM1L	1405.7605
SACS	256.4856	SACS	909.045
SAE1	1631.9139	SAE1	1358.7671
SAFB2	1091.5321	SAFB2	842.8499
SAFB	1345.0808	SAFB	1031.329
SALL1	47.9687	SALL1	100.5558
SALL2	934.4102	SALL2	551.7938
SALL4	8.8106	removed	removed
SAMD10	239.8434	SAMD10	123.7999
SAMD11	384.1067	SAMD11	46.0788
SAMD12	442.4865	SAMD12	407.2764
SAMD13	23.0054	SAMD13	43.4563
SAMD14	21.0475	SAMD14	7.0743
SAMD1	265.7856	SAMD1	182.4154
SAMD3	25.4528	SAMD3	43.9616
SAMD4A	146.8429	SAMD4A	578.0697
SAMD4B	1663.2403	SAMD4B	1489.1359
SAMD5	42.5844	SAMD5	1098.5346
SAMD8	163.4851	SAMD8	174.8358
SAMD9L	343.1229	SAMD9L	809.4997
SAMD9	331.3754	SAMD9	675.5937
SAMHD1	851.3167	SAMHD1	1977.615
SAMM50	970.6314	SAMM50	890.3487
SAMSN1	149.7797	SAMSN1	245.0733
SAP130	788.0568	SAP130	619.5048
SAP18	3288.3015	SAP18	2290.5508
SAP30BP	766.0303	SAP30BP	888.3274
SAP30L	1020.558	SAP30L	1591.2077
SAP30	298.5805	SAP30	136.9378
SAPS1	2188.4484	SAPS1	1143.0015
SAPS2	2138.0323	SAPS2	1038.4032
SAPS3	2508.5658	SAPS3	2175.8464
SAR1A	2361.2335	SAR1A	2586.6599
SAR1B	644.1508	SAR1B	631.6321
SARDH	19.5791	SARDH	82.8701
SARM1	1053.4606	SARM1	348.1253
SARNP	713.5977	SARNP	635.3967
SARS2	350.1468	SARS2	213.239
SARS	3251.5908	SARS	2346.6397
SART1	657.8561	SART1	627.0844
SART3	1186.9799	SART3	1041.4351
SASH1	727.8512	SASH1	3041.4351
SASH3	417.0338	SASH3	618.4942
SASS6	209.9853	SASS6	136.9378
SAT1	3420.9496	SAT1	4788.7822
SAT2	625.0612	SAT2	796.8671
SATB1	1348.0176	SATB1	899.9495
SATB2	65.1003	SATB2	102.5771
SATL1	44.5423	SATL1	43.4563
SAV1	725.8933	SAV1	1798.383
SBDSP1	485.071	SBDSP1	442.6478
SBDS	1759.1777	SBDS	2120.7681
SBF1	1594.2242	SBF1	1221.8292
SBF2	1021.674	SBF2	1341.3845
SBK1	886.931	SBK1	151.0864
SBNO1	608.419	SBNO1	603.8403
SBNO2	2113.069	SBNO2	978.7772
SC4MOL	1070.9741	SC4MOL	2742.7994
SC5DL	2166.9114	SC5DL	3904.4972
SC65	827.2149	SC65	395.1491
SCAF1	1584.9241	SCAF1	823.6483
SCAI	340.6755	SCAI	489.1359
SCAMP1	2890.8468	SCAMP1	1791.814
SCAMP2	3486.0499	SCAMP2	2488.6306
SCAMP3	1394.0284	SCAMP3	968.671
SCAMP4	3302.9858	SCAMP4	1479.0298
SCAMP5	2663.7298	SCAMP5	359.7777
SCAND1	830.1517	SCAND1	350.6822
SCAND2	222.7117	SCAND2	287.5189
SCAND3	78.8057	SCAND3	120.7681
SCAPER	548.7029	SCAPER	473.9768
SCAP	2255.7073	SCAP	1983.5725
SCARA3	687.2247	SCARA3	1564.9318
SCARA5	52.374	SCARA5	1012.6326
SCARB1	849.2413	SCARB1	1659.9293
SCARB2	6178.6588	SCARB2	8522.9914
SCARF1	249.6329	SCARF1	440.1213
SCARF2	138.0323	SCARF2	194.5427
removed	removed	SCARNA9	7.0743
SCCPDH	1327.4596	SCCPDH	1076.8065
SCD5	93.0005	SCD5	424.4568
SCD	6725.4038	SCD	17113.6938
SCFD1	999.5105	SCFD1	1022.7388
SCFD2	286.3436	SCFD2	298.6357
SCG2	133.1375	SCG2	88.4285
SCG3	932.9418	SCG3	31.329
SCG5	170.3377	SCG5	108.6407
removed	removed	SCGB1A1	53.0571
SCGB1D2	28.8791	SCGB1D2	6077.3118
removed	removed	SCGB2A1	86.4073
SCGB2A2	125.3059	SCGB2A2	21203.6382
SCGB3A1	6.8527	SCGB3A1	325.4169
SCGN	5067.0582	SCGN	125.3158
SCHIP1	135.0954	SCHIP1	420.9197
SCIN	244.2927	SCIN	194.5427
SCLT1	143.4165	SCLT1	193.0268
SCLY	127.2638	SCLY	168.2668
SCMH1	839.4518	SCMH1	903.9919
SCML1	37.6897	SCML1	300.6569
SCML2	59.7161	SCML2	65.1844
SCML4	18.1106	SCML4	37.3926
removed	removed	SCN11A	23.7494
SCN1B	201.6642	SCN1B	215.7655
removed	removed	SCN2A	264.2749
SCN2B	6.3632	SCN2B	202.6276
SCN3A	8.3211	SCN3A	224.861
SCN3B	322.5649	SCN3B	125.8211
SCN4A	25.9422	SCN4A	156.6448
SCN4B	133.627	SCN4B	953.0066
removed	removed	SCN5A	20.7175
SCN7A	6.3632	SCN7A	150.5811
SCN8A	53.3529	SCN8A	36.382
SCN9A	17.1317	SCN9A	58.1102
SCNM1	307.3911	SCNM1	323.3957
SCNN1A	1868.3309	SCNN1A	1523.4967
SCNN1B	188.9378	SCNN1B	375.9474
SCNN1D	150.2692	SCNN1D	55.5836
SCNN1G	130.6902	SCNN1G	99.5452
SCO1	542.3397	SCO1	413.3401
SCO2	752.8145	SCO2	303.6887
SCOC	2485.5605	SCOC	1753.9161
SCP2	3354.3808	SCP2	7540.6771
SCPEP1	606.9506	SCPEP1	4462.3547
removed	removed	SCRG1	62.6579
SCRIB	1430.2496	SCRIB	787.2663
SCRN1	877.1415	SCRN1	1825.1642
SCRN2	679.8825	SCRN2	523.4967
SCRN3	418.5022	SCRN3	355.2299
SCRT1	55.3108	removed	removed
SCUBE1	499.2658	SCUBE1	111.1673
SCUBE2	12239.3539	SCUBE2	2907.5291
SCUBE3	19.0896	SCUBE3	40.9298
SCYL1	1482.418	SCYL1	1267.2057
SCYL2	1019.0896	SCYL2	1193.5321
SCYL3	364.6256	SCYL3	480.5659
SDAD1	961.8209	SDAD1	967.6604
SDC1	968.6735	SDC1	2095.5028
SDC2	1737.6407	SDC2	4026.2759
SDC3	1038.1791	SDC3	2949.4694
SDC4	16461.0866	SDC4	5551.2885
SDCBP2	30.8125	SDCBP2	43.4563
SDCBP	1799.8042	SDCBP	5989.3886
SDCCAG1	1050.4161	SDCCAG1	1096.0081
SDCCAG3	563.3872	SDCCAG3	498.7367
SDCCAG8	789.0357	SDCCAG8	622.5366
SDF2L1	257.954	SDF2L1	168.2668
SDF2	973.5683	SDF2	742.7994
SDF4	3161.0377	SDF4	1925.2148
SDHAF1	246.2066	SDHAF1	162.7084
SDHAF2	657.3666	SDHAF2	590.7024
SDHAP1	166.9114	SDHAP1	258.7165
SDHAP2	117.9638	SDHAP2	199.0904
SDHAP3	113.069	SDHAP3	88.9338
SDHA	3273.6172	SDHA	1782.2132
SDHB	1662.7509	SDHB	1075.7959
SDHC	1890.3573	SDHC	1546.2355
SDHD	1365.1493	SDHD	1892.3699
SDK1	37.2002	SDK1	290.5508
SDK2	134.1165	SDK2	255.6847
SDPR	112.5795	SDPR	1991.9151
SDR16C5	11.7474	SDR16C5	399.1915
SDR39U1	976.4758	SDR39U1	572.567
SDR42E1	180.6167	SDR42E1	193.0268
SDSL	305.4332	SDSL	149.0652
SDS	68.5267	SDS	184.4366
SEC11A	1929.5154	SEC11A	2378.474
SEC11C	3231.0328	SEC11C	1082.8701
SEC13	1673.0299	SEC13	1491.6625
SEC14L1	1626.5296	SEC14L1	2315.8161
SEC14L2	1834.8164	SEC14L2	1647.711
SEC14L5	31.3265	SEC14L5	24.2547
SEC16A	4723.9354	SEC16A	3179.8888
SEC16B	46.9897	SEC16B	348.1607
removed	removed	SEC1	8.0849
SEC22A	307.8806	SEC22A	358.2617
SEC22B	2055.3108	SEC22B	1531.5816
SEC22C	842.8781	SEC22C	908.5397
SEC23A	572.6872	SEC23A	1461.8494
SEC23B	2992.1684	SEC23B	1639.2117
SEC23IP	1611.3558	SEC23IP	1226.8823
SEC24A	718.0617	SEC24A	1125.8211
SEC24B	1152.2271	SEC24B	1341.0814
SEC24C	3524.7186	SEC24C	2752.9055
SEC24D	2147.3324	SEC24D	1654.3709
SEC31A	3335.4479	SEC31A	4040.4245
SEC31B	128.326	SEC31B	242.6832
SEC61A1	8266.8625	SEC61A1	6269.2875
SEC61A2	218.835	SEC61A2	97.5189
SEC61B	1489.9657	SEC61B	1114.1991
SEC61G	642.6823	SEC61G	671.046
SEC62	6399.4126	SEC62	4587.6705
SEC63	2833.0886	SEC63	2818.0899
SECISBP2L	1785.1199	SECISBP2L	2099.0399
SECISBP2	1222.7117	SECISBP2	1009.0955
SECTM1	125.7954	SECTM1	216.2708
SEH1L	929.0259	SEH1L	695.3007
SEL1L3	274.5962	SEL1L3	980.2931
SEL1L	3514.4395	SEL1L	4226.8823
SELENBP1	1423.8864	SELENBP1	2324.9116
SELE	80.7636	SELE	209.1966
SELK	669.6035	SELK	564.4265
SELL	219.2854	SELL	172.3092
SELM	1433.1865	SELM	846.3871
SELO	526.187	SELO	258.7165
SELPLG	744.4934	SELPLG	704.9015
SELP	133.627	SELP	764.0222
SELS	1501.7132	SELS	873.6736
SELT	2979.9315	SELT	2081.8595
SEMA3A	18.1106	SEMA3A	148.0546
SEMA3B	169.8483	SEMA3B	244.568
SEMA3C	702.3984	SEMA3C	4995.9576
SEMA3D	12.7264	SEMA3D	433.047
SEMA3E	47.4792	SEMA3E	314.3002
SEMA3F	2984.3368	SEMA3F	1239.5149
SEMA3G	344.5913	SEMA3G	1611.4199
SEMA4A	163.4851	SEMA4A	558.3628
SEMA4B	2295.1542	SEMA4B	1499.7473
SEMA4C	1036.2212	SEMA4C	921.6776
SEMA4D	834.557	SEMA4D	643.7595
SEMA4F	410.6706	SEMA4F	292.0667
SEMA4G	278.6099	SEMA4G	119.6817
SEMA5A	408.2232	SEMA5A	2353.714
SEMA5B	39.6476	SEMA5B	94.9975
SEMA6A	330.3965	SEMA6A	958.0596
SEMA6B	139.0113	SEMA6B	358.2617
SEMA6C	135.0954	SEMA6C	289.5402
SEMA6D	151.7376	SEMA6D	637.6958
SEMA7A	151.2482	SEMA7A	109.146
SENP1	468.4288	SENP1	480.0404
SENP2	873.2256	SENP2	856.4932
SENP3	996.8771	SENP3	759.4997
SENP5	676.4562	SENP5	816.574
SENP6	1946.1576	SENP6	2089.4391
SENP7	503.1816	SENP7	672.5619
SENP8	63.1424	SENP8	81.3542
SEP15	3511.0132	SEP15	3423.4462
SEPHS1	1173.7641	SEPHS1	1079.333
SEPHS2	1669.114	SEPHS2	1851.9454
SEPN1	2664.7088	SEPN1	4028.2971
SEPP1	2967.347	SEPP1	20196.4679
SEPSECS	331.8649	SEPSECS	411.8242
SEPT10	1093.49	SEPT10	2544.2142
SEPT11	1261.8698	SEPT11	2189.4896
SEPT1	122.8585	SEPT1	100.0505
SEPT2	9059.7161	SEPT2	9484.5882
SEPT3	586.3926	SEPT3	164.2244
SEPT4	251.5908	SEPT4	472.4608
SEPT5	894.7626	SEPT5	449.7221
SEPT6	1455.2129	SEPT6	1005.5584
SEPT7P2	162.0166	SEPT7P2	199.0904
SEPT7	2934.8997	SEPT7	3708.4386
SEPT8	1073.2452	SEPT8	1441.3643
SEPT9	8112.5795	SEPT9	4092.9763
SEPW1	2598.14	SEPW1	2684.1839
SEPX1	306.4121	SEPX1	340.0707
SERAC1	351.9334	SERAC1	349.6716
SERBP1	5667.6456	SERBP1	5613.9464
SERF1A	524.2291	SERF1A	349.1662
SERF2	9544.5032	SERF2	6515.139
SERGEF	451.7866	SERGEF	276.9075
SERHL2	791.0475	SERHL2	6609.6564
SERHL	401.86	SERHL	2779.1915
SERINC1	11853.6466	SERINC1	9069.2269
SERINC2	6662.2614	SERINC2	2094.4922
SERINC3	4044.5423	SERINC3	3167.2562
SERINC4	5.1395	SERINC4	9.3684
SERINC5	76.3583	SERINC5	238.5043
SERP1	6884.8409	SERP1	5536.2911
SERP2	149.7797	SERP2	58.6155
SERPINA10	8.8106	removed	removed
SERPINA11	717.5722	SERPINA11	46.9934
SERPINA12	26.9212	removed	removed
SERPINA1	21974.5472	SERPINA1	4083.8807
SERPINA3	11745.4723	SERPINA3	7528.0445
SERPINA5	6.3632	SERPINA5	253.1582
SERPINA6	25.4528	SERPINA6	108.6407
SERPINA9	29.3686	SERPINA9	5.0531
SERPINB1	1425.8443	SERPINB1	971.7029
SERPINB5	38.1791	SERPINB5	1087.4179
SERPINB6	2961.8209	SERPINB6	1865.5887
SERPINB8	149.2903	SERPINB8	253.6635
SERPINB9	529.6133	SERPINB9	506.3163
SERPINE1	325.0122	SERPINE1	372.9156
SERPINE2	428.2917	SERPINE2	819.1006
SERPINF1	942.7313	SERPINF1	6816.574
SERPINF2	33.7739	SERPINF2	128.3477
SERPING1	1640.7244	SERPING1	12705.9121
SERPINH1	2346.5492	SERPINH1	4167.2562
SERPINI1	1530.5923	SERPINI1	397.1703
SERTAD1	252.5698	SERTAD1	431.5311
SERTAD2	1025.9422	SERTAD2	1598.282
SERTAD3	1053.3529	SERTAD3	863.5675
SERTAD4	158.5903	SERTAD4	388.5801
SESN1	875.673	SESN1	1074.7852
SESN2	561.9187	SESN2	337.5442
SESN3	523.2501	SESN3	243.5574
SESTD1	3800.7832	SESTD1	1732.6933
SETBP1	1909.9364	SETBP1	840.3234
SETD1A	825.257	SETD1A	707.428
SETD1B	1099.3637	SETD1B	945.9323
SETD2	1976.9946	SETD2	2096.0081
SETD3	1610.3769	SETD3	1512.38
SETD4	285.8541	SETD4	332.4912
SETD5	2375.9178	SETD5	2405.7605
SETD6	317.8463	SETD6	288.2314
SETD7	3716.5932	SETD7	3707.9333
SETD8	932.4523	SETD8	736.2304
SETDB1	863.9256	SETDB1	835.7756
SETDB2	248.1645	SETDB2	638.7064
SETMAR	463.534	SETMAR	583.1228
SETX	1775.8199	SETX	2665.9929
SET	6438.0813	SET	5269.8332
SEZ6L2	6435.1444	SEZ6L2	736.7357
SEZ6L	2977.9736	SEZ6L	53.5624
SEZ6	11207.5379	SEZ6	132.3901
SF1	4712.6774	SF1	4136.9378
SF3A1	3520.9006	SF3A1	3016.1344
SF3A2	1262.3593	SF3A2	834.765
SF3A3	1524.2291	SF3A3	1561.3946
SF3B14	1375.9178	SF3B14	1054.573
SF3B1	6553.5977	SF3B1	7707.428
SF3B2	4871.2677	SF3B2	3383.0217
SF3B3	4117.9638	SF3B3	2988.8833
SF3B4	1426.8233	SF3B4	1274.381
SF3B5	1124.327	SF3B5	1047.4987
SF4	506.1185	SF4	353.714
SFI1	738.1302	SFI1	409.2976
SFMBT1	534.5081	SFMBT1	324.9116
SFMBT2	72.4425	SFMBT2	195.5533
SFN	608.9085	SFN	565.9424
SFPQ	3721.4048	SFPQ	3160.0859
SFRP1	392.0705	SFRP1	21991.4098
SFRP2	4878.6099	SFRP2	12953.0066
SFRP4	760.6461	SFRP4	6203.6382
SFRS11	3273.1278	SFRS11	3181.4047
SFRS12IP1	565.8346	SFRS12IP1	759.4745
SFRS12	1560.9398	SFRS12	1584.1334
SFRS13A	1969.6525	SFRS13A	1789.2875
SFRS13B	40.1371	SFRS13B	20.7175
SFRS14	1958.9085	SFRS14	1286.569
SFRS15	787.0778	SFRS15	742.7994
SFRS16	421.4391	SFRS16	333.5018
SFRS17A	695.5458	SFRS17A	699.8484
SFRS18	1986.2947	SFRS18	2626.0738
SFRS1	4224.1801	SFRS1	3880.7479
SFRS2B	1000	SFRS2B	1626.0738
SFRS2IP	2765.5409	SFRS2IP	3608.8934
SFRS2	3064.8752	SFRS2	2728.762
SFRS3	4338.7176	SFRS3	4848.9136
SFRS4	1391.581	SFRS4	1455.7858
SFRS5	4424.3759	SFRS5	5687.7211
SFRS6	3735.1933	SFRS6	4052.0465
SFRS7	1954.4787	SFRS7	2057.0995
SFRS8	837.4939	SFRS8	722.5872
SFRS9	2211.9432	SFRS9	1488.1253
SFT2D1	121.3901	SFT2D1	484.0829
SFT2D2	32.7949	SFT2D2	87.4179
SFT2D3	421.4391	SFT2D3	336.5336
removed	removed	SFTA1P	10.1061
SFTPA2	9.3	removed	removed
SFTPD	27.4107	SFTPD	19.7069
SFXN1	1197.2589	SFXN1	490.6518
SFXN2	272.1488	SFXN2	292.0667
SFXN3	2056.2898	SFXN3	1301.1622
SFXN4	317.1806	SFXN4	271.3492
SFXN5	558.4924	SFXN5	288.0243
SGCA	14.6843	SGCA	8.0849
SGCB	1022.5159	SGCB	1414.856
SGCD	196.7695	SGCD	434.5629
SGCE	127.2638	SGCE	1311.2683
removed	removed	SGCG	19.2016
SGEF	269.2119	SGEF	371.905
SGIP1	20.558	SGIP1	96.5134
SGK196	32.7949	SGK196	52.0465
SGK1	776.3093	SGK1	3184.4366
SGK223	230.5433	SGK223	749.3684
SGK269	699.9511	SGK269	2161.1925
SGK2	7.3421	SGK2	27.7918
SGK3	770.4356	SGK3	1027.9333
SGK494	54.3319	SGK494	50.8489
SGMS1	651.9824	SGMS1	930.2678
SGMS2	120.9006	SGMS2	733.1986
SGOL1	56.2898	SGOL1	6.0637
SGOL2	214.3906	SGOL2	142.4962
SGPL1	1627.5086	SGPL1	1689.237
SGPP1	711.209	SGPP1	680.1415
SGPP2	25.9422	SGPP2	141.4856
SGSH	936.8576	SGSH	918.1405
SGSM1	63.1424	SGSM1	211.7231
SGSM2	1940.2839	SGSM2	1764.5275
SGSM3	1505.629	SGSM3	1186.9631
SGTA	1720.0196	SGTA	1009.0955
SGTB	245.5164	SGTB	325.139
SH2B1	891.3363	SH2B1	882.7691
SH2B2	27.9001	SH2B2	31.329
SH2B3	2350.9545	SH2B3	1569.4795
SH2D1A	47.4792	SH2D1A	56.0889
removed	removed	SH2D1B	9.6008
SH2D2A	33.2844	SH2D2A	27.7918
SH2D3A	116.0059	SH2D3A	198.0798
SH2D3C	417.5233	SH2D3C	628.095
SH2D4A	235.9276	SH2D4A	299.6463
SH3BGRL2	140.9692	SH3BGRL2	1456.2911
SH3BGRL3	2551.6397	SH3BGRL3	3994.9469
SH3BGRL	7648.0274	SH3BGRL	5957.5543
SH3BGR	129.2217	SH3BGR	246.0839
SH3BP1	282.8634	SH3BP1	266.7812
SH3BP2	1271.1698	SH3BP2	1768.57
SH3BP4	3442.976	SH3BP4	2183.9313
SH3BP5L	809.1043	SH3BP5L	737.7463
SH3BP5	405.2031	SH3BP5	2038.7216
SH3D19	529.6133	SH3D19	2751.8949
removed	removed	SH3D20	5.5584
SH3GL1	1554.5766	SH3GL1	1169.2774
SH3GL2	111.1111	removed	removed
SH3GLB1	2273.1278	SH3GLB1	3451.238
SH3GLB2	1978.463	SH3GLB2	1322.385
SH3KBP1	670.093	SH3KBP1	965.1339
SH3PXD2A	1652.9613	SH3PXD2A	2716.5235
SH3PXD2B	591.2873	SH3PXD2B	1832.2385
SH3RF1	4200.6853	SH3RF1	951.4907
SH3RF2	11.258	SH3RF2	363.8201
SH3RF3	107.6848	SH3RF3	205.1541
SH3TC1	290.7489	SH3TC1	267.812
SH3TC2	11.7474	SH3TC2	126.8317
SH3YL1	1195.301	SH3YL1	1469.9343
SHANK1	5.3842	removed	removed
SHANK2	616.2506	SHANK2	823.6483
SHANK3	647.5771	SHANK3	1386.0536
SHARPIN	892.8047	SHARPIN	621.526
SHB	338.2281	SHB	386.5589
SHC1	2099.8532	SHC1	3433.5523
SHC2	851.1992	SHC2	485.0935
SHC3	5.8737	SHC3	9.6008
SHC4	11.7474	SHC4	83.8807
SHCBP1	150.7587	SHCBP1	60.6367
SHE	172.2956	SHE	898.4336
SHFM1	838.9623	SHFM1	903.4866
SHF	40.1371	SHF	138.9591
SHISA2	46.0108	SHISA2	1034.3608
removed	removed	SHISA3	25.7706
SHISA4	213.4116	SHISA4	240.5255
SHISA5	2851.1992	SHISA5	2870.6417
SHISA6	5.3842	removed	removed
SHISA7	5.8737	removed	removed
SHISA9	48.9476	SHISA9	25.7706
SHKBP1	813.5095	SHKBP1	670.0354
SHMT1	571.4488	SHMT1	716.6599
SHMT2	1561.4293	SHMT2	1014.1486
SHOC2	1292.2173	SHOC2	1434.5629
SHOX2	37.6897	SHOX2	237.4937
SHPK	335.2912	SHPK	351.1875
SHPRH	504.3514	SHPRH	623.9768
SHQ1	419.9706	SHQ1	407.7817
SHROOM1	250.1224	SHROOM1	223.8504
SHROOM2	462.5551	SHROOM2	192.0162
SHROOM3	2151.7376	SHROOM3	3276.4022
SHROOM4	208.5169	SHROOM4	588.6812
SIAE	1754.2829	SIAE	1097.5088
SIAH1	728.5218	SIAH1	540.5659
SIAH2	1346.5492	SIAH2	750.8843
SIAH3	178.6588	SIAH3	19.2016
SIDT1	909.4469	SIDT1	630.6215
SIDT2	1111.6985	SIDT2	1648.0344
