gene_id	TCGA-BH-A1FR-01A-11R-A13Q-07	gene_id	TCGA-BH-A1FR-11B-42R-A13Q-07
ANKRD43	39.6476	ANKRD43	33.3502
ANKRD44	99.3637	ANKRD44	118.2415
removed	removed	ANKRD45	11.1167
ANKRD46	577.6407	ANKRD46	646.4679
ANKRD49	322.0754	ANKRD49	327.9434
ANKRD50	689.1826	ANKRD50	1425.9727
ANKRD52	1486.0499	ANKRD52	1184.4366
removed	removed	ANKRD53	24.76
ANKRD54	558.4924	ANKRD54	330.4699
ANKRD56	70.9741	ANKRD56	112.1779
ANKRD57	475.2814	ANKRD57	830.2173
ANKRD58	24.9633	ANKRD58	29.813
ANKRD5	484.092	ANKRD5	207.6806
ANKRD6	187.2638	ANKRD6	375.1743
ANKRD9	103.769	ANKRD9	55.5836
ANKS1A	1008.8106	ANKS1A	1320.8691
ANKS1B	384.2389	ANKS1B	99.5452
ANKS3	270.1909	ANKS3	218.7974
ANKS6	32.3054	ANKS6	199.5958
ANKZF1	485.071	ANKZF1	727.6402
ANLN	349.486	ANLN	141.4856
ANO10	525.6975	ANO10	866.5993
ANO1	645.6192	ANO1	4330.4699
ANO2	11.258	ANO2	85.3967
removed	removed	ANO3	19.2016
ANO4	109.1532	ANO4	9.0955
ANO5	498.7763	ANO5	240.0202
ANO6	3212.4327	ANO6	3527.5392
ANO7	23.4949	ANO7	20.2122
ANO8	287.812	ANO8	238.5043
ANO9	254.0382	ANO9	126.8317
ANP32A	3052.8634	ANP32A	2101.0611
ANP32B	1928.5365	ANP32B	1947.4482
ANP32E	406.7548	ANP32E	1006.569
ANPEP	471.8551	ANPEP	4597.2713
ANTXR1	1508.5658	ANTXR1	4413.3401
ANTXR2	341.6544	ANTXR2	1566.4477
removed	removed	ANTXRL	8.5902
ANUBL1	364.6598	ANUBL1	218.2921
ANXA11	3084.1899	ANXA11	3230.9247
removed	removed	ANXA13	6.0637
ANXA1	833.5781	ANXA1	8805.4573
ANXA2P1	49.9266	ANXA2P1	81.3542
ANXA2P2	3907.489	ANXA2P2	4246.0839
ANXA2	11883.9941	ANXA2	14211.2178
ANXA3	53.3529	ANXA3	975.24
ANXA4	1073.4214	ANXA4	2112.6832
ANXA5	4628.4875	ANXA5	7813.5422
ANXA6	6803.2305	ANXA6	4442.1425
ANXA7	5224.1801	ANXA7	3033.3502
ANXA8L2	6.3632	ANXA8L2	86.9126
ANXA8	13.2159	ANXA8	313.7948
ANXA9	392.56	ANXA9	210.7125
AOAH	129.2217	AOAH	283.4765
AOC2	30.837	AOC2	25.2653
AOC3	714.6353	AOC3	3030.8236
AOX1	45.0318	AOX1	848.9136
AP1AR	761.1356	AP1AR	665.4876
AP1B1	3375.4283	AP1B1	2590.1971
AP1G1	3609.8874	AP1G1	2785.7504
AP1G2	1629.0308	AP1G2	1269.0197
AP1M1	822.8096	AP1M1	827.6908
AP1M2	3393.0494	AP1M2	852.4507
AP1S1	1113.5585	AP1S1	521.4755
AP1S2	396.4758	AP1S2	635.6746
AP1S3	112.0901	AP1S3	146.5387
AP2A1	2139.5448	AP2A1	1370.3739
AP2A2	2275.5751	AP2A2	1611.4199
AP2B1	12764.5619	AP2B1	5856.9985
AP2M1	5846.3045	AP2M1	4893.3805
AP2S1	1477.2394	AP2S1	1037.3926
AP3B1	1098.8742	AP3B1	1341.0814
AP3B2	1198.2379	AP3B2	110.1566
AP3D1	3591.7768	AP3D1	2203.6382
AP3M1	2019.5791	AP3M1	1555.8363
AP3M2	897.6995	AP3M2	525.0126
AP3S1	1122.8585	AP3S1	1031.8343
AP3S2	1416.5149	AP3S2	1506.2557
AP4B1	231.3901	AP4B1	404.5023
AP4E1	388.6442	AP4E1	394.6438
AP4M1	536.3681	AP4M1	355.5533
AP4S1	57.7582	AP4S1	90.4497
APAF1	600.0979	APAF1	702.8802
APBA1	105.7269	APBA1	361.7989
APBA2	14.1948	APBA2	40.9298
APBA3	189.4273	APBA3	145.0227
APBB1IP	403.8179	APBB1IP	554.8257
APBB1	721.488	APBB1	642.2436
APBB2	2968.184	APBB2	2485.0935
APBB3	277.0436	APBB3	349.6716
APC2	40.9251	APC2	7.6402
APCDD1L	8.3211	APCDD1L	127.337
APCDD1	114.048	APCDD1	965.6392
APC	928.5365	APC	1117.2309
APEH	2756.2408	APEH	1496.2102
APEX1	2367.5967	APEX1	2058.1102
APEX2	562.8977	APEX2	464.8813
APH1A	3968.6735	APH1A	3492.6731
APH1B	2113.5585	APH1B	893.8858
API5	2681.351	API5	2551.7938
APIP	543.2942	APIP	411.1319
APITD1	410.0832	APITD1	163.9161
APLF	48.9476	APLF	85.902
APLNR	1382.281	APLNR	2493.1784
APLN	108.6637	APLN	120.2628
APLP1	6574.1557	APLP1	208.6913
APLP2	58958.3945	APLP2	19603.335
APOA1BP	1932.9418	APOA1BP	962.6074
APOB48R	156.1429	APOB48R	166.2456
APOBEC3A	7.3421	APOBEC3A	11.622
APOBEC3B	158.1008	APOBEC3B	58.6155
APOBEC3C	195.301	APOBEC3C	491.1572
APOBEC3D	60.6951	APOBEC3D	108.6407
APOBEC3F	242.2907	APOBEC3F	282.9712
APOBEC3G	208.0274	APOBEC3G	436.0788
APOBEC3H	8.3211	APOBEC3H	8.5902
removed	removed	APOB	28.2971
APOC1	586.882	APOC1	2172.3092
APOC2	156.6324	APOC2	124.8105
APOD	534.9976	APOD	78284.4871
APOE	2330.886	APOE	4617.9889
APOF	24.4738	removed	removed
APOL1	767.4988	APOL1	1619.5048
APOL2	602.0558	APOL2	602.3244
APOL3	369.0651	APOL3	1035.8767
APOL4	136.0744	APOL4	292.0667
APOL6	1316.2017	APOL6	2021.7281
APOLD1	381.7915	APOLD1	1267.812
APOM	34.7528	APOM	33.8555
APOOL	346.5492	APOOL	225.8717
APOO	346.0597	APOO	144.5174
APPBP2	1425.8443	APPBP2	1446.1849
APPL1	2352.9124	APPL1	1980.2931
APPL2	1102.3005	APPL2	1438.6054
APP	21097.8953	APP	30825.1642
APRT	1771.9041	APRT	972.2082
APTX	555.5556	APTX	474.9874
AQP11	59.7161	AQP11	30.8236
AQP1	2539.4028	AQP1	13036.382
AQP3	1949.5839	AQP3	1148.0546
removed	removed	AQP4	38.9085
AQP5	11.258	AQP5	48.5093
AQP6	16.1527	AQP6	5.5584
removed	removed	AQP7P1	44.4669
removed	removed	AQP7P3	10.6114
removed	removed	AQP7	259.2218
removed	removed	AQP9	624.0526
removed	removed	AQPEP	44.4669
AQR	957.4156	AQR	1056.0889
ARAF	1322.0754	ARAF	1059.6261
ARAP1	2082.1586	ARAP1	2559.2471
ARAP2	122.8585	ARAP2	470.4396
ARAP3	336.7597	ARAP3	808.9944
ARCN1	4807.6358	ARCN1	4016.1698
ARC	6.3632	ARC	431.0258
AREG	622.6138	AREG	412.3295
ARF1	10955.9471	ARF1	7006.0637
ARF3	7154.6745	ARF3	4341.0814
ARF4	4286.3436	ARF4	4093.9869
ARF5	3412.5844	ARF5	1974.2294
ARF6	3187.4694	ARF6	2864.0728
ARFGAP1	1013.2159	ARFGAP1	866.5993
ARFGAP2	2019.5791	ARFGAP2	1637.1905
ARFGAP3	1993.6368	ARFGAP3	1471.4502
ARFGEF1	2552.6921	ARFGEF1	1878.8732
ARFGEF2	3159.5693	ARFGEF2	2295.6038
ARFIP1	1207.0485	ARFIP1	1129.8636
ARFIP2	2010.279	ARFIP2	1185.9525
ARFRP1	352.4229	ARFRP1	352.7034
ARG2	153.7494	ARG2	176.7206
ARGLU1	1601.0768	ARGLU1	3114.7044
ARHGAP10	74.4004	ARHGAP10	525.5179
ARHGAP11A	450.3182	ARHGAP11A	105.6089
ARHGAP11B	22.0264	ARHGAP11B	10.2931
ARHGAP12	976.9946	ARHGAP12	1311.7736
ARHGAP15	90.0636	ARHGAP15	206.1647
ARHGAP17	1211.4537	ARHGAP17	1353.2087
ARHGAP18	878.6099	ARHGAP18	898.9389
ARHGAP19	412.1586	ARHGAP19	950.9853
ARHGAP1	2918.7469	ARHGAP1	3349.1662
ARHGAP20	34.2633	ARHGAP20	276.9075
ARHGAP21	1384.2389	ARHGAP21	2155.6342
ARHGAP22	55.8003	ARHGAP22	83.3754
ARHGAP23	288.3015	ARHGAP23	885.2956
ARHGAP24	184.5326	ARHGAP24	436.0788
ARHGAP25	293.1963	ARHGAP25	608.8934
ARHGAP26	263.3382	ARHGAP26	863.0622
ARHGAP27	420.886	ARHGAP27	673.3552
ARHGAP28	48.4581	ARHGAP28	400.2021
ARHGAP29	3627.5086	ARHGAP29	3162.7084
ARHGAP30	506.6079	ARHGAP30	741.2835
ARHGAP31	496.3289	ARHGAP31	1345.6291
ARHGAP32	2718.0617	ARHGAP32	1409.2976
ARHGAP33	492.4131	ARHGAP33	245.0733
ARHGAP36	66.0793	ARHGAP36	131.3795
ARHGAP39	472.8341	ARHGAP39	168.2668
ARHGAP42	73.4214	ARHGAP42	235.4725
ARHGAP4	507.5869	ARHGAP4	465.8919
ARHGAP5	2090.0636	ARHGAP5	3175.8464
ARHGAP6	69.9951	ARHGAP6	160.1819
ARHGAP8	322.7411	ARHGAP8	334.2648
ARHGAP9	252.5698	ARHGAP9	272.8651
ARHGDIA	5535.487	ARHGDIA	3416.8772
ARHGDIB	2598.14	ARHGDIB	4277.4128
removed	removed	ARHGDIG	5.336
ARHGEF10L	604.0137	ARHGEF10L	809.4997
ARHGEF10	258.9329	ARHGEF10	935.3209
ARHGEF11	1206.559	ARHGEF11	1373.4209
ARHGEF12	9189.9168	ARHGEF12	5601.8191
ARHGEF15	342.6334	ARHGEF15	880.7479
ARHGEF16	633.3823	ARHGEF16	215.2602
ARHGEF17	1853.6466	ARHGEF17	1606.3669
ARHGEF18	758.1987	ARHGEF18	664.9823
ARHGEF19	79.2952	ARHGEF19	333.5018
ARHGEF1	1117.4743	ARHGEF1	1228.3982
ARHGEF2	1698.9721	ARHGEF2	1988.8833
ARHGEF33	9.3	ARHGEF33	22.2335
ARHGEF35	398.9232	ARHGEF35	495.7049
ARHGEF37	161.5272	ARHGEF37	1965.6392
ARHGEF38	54.8213	ARHGEF38	50.0253
ARHGEF3	1129.2217	ARHGEF3	1129.3583
ARHGEF4	32.7949	ARHGEF4	188.9843
ARHGEF5	403.8179	ARHGEF5	450.2274
ARHGEF6	534.9976	ARHGEF6	1703.8909
ARHGEF7	1367.1072	ARHGEF7	1586.6599
ARHGEF9	648.556	ARHGEF9	783.2239
ARID1A	3757.2198	ARID1A	2649.8231
ARID1B	2419.4812	ARID1B	2055.5836
ARID2	1430.2496	ARID2	955.0278
ARID3A	76.3583	ARID3A	45.9828
ARID3B	147.8218	ARID3B	126.8317
ARID4A	569.2609	ARID4A	787.7716
ARID4B	1505.629	ARID4B	1470.7883
ARID5A	798.3358	ARID5A	1744.3153
ARID5B	618.2085	ARID5B	3007.5796
ARIH1	1841.4097	ARIH1	1973.7241
ARIH2	1694.3857	ARIH2	1504.2345
ARL10	27.4107	ARL10	56.5942
ARL11	82.232	ARL11	70.7428
ARL13B	305.4332	ARL13B	325.4169
ARL15	653.9403	ARL15	657.4027
ARL16	414.0969	ARL16	334.0071
ARL17A	103.9697	ARL17A	94.0071
ARL1	2969.6525	ARL1	2358.2617
ARL2BP	1348.9966	ARL2BP	1637.1905
ARL2	564.8556	ARL2	784.7398
ARL3	1193.8326	ARL3	676.099
ARL4A	222.7117	ARL4A	2179.8888
ARL4C	349.9755	ARL4C	2241.5361
ARL4D	58.2477	ARL4D	175.8464
ARL5A	956.4366	ARL5A	996.9682
ARL5B	234.9486	ARL5B	294.0879
ARL6IP1	9929.0259	ARL6IP1	4366.8519
ARL6IP4	1050.9055	ARL6IP4	886.3062
ARL6IP5	4214.3906	ARL6IP5	4956.5437
ARL6IP6	251.5908	ARL6IP6	322.385
ARL6	69.5056	ARL6	90.955
ARL8A	1370.5335	ARL8A	934.8156
ARL8B	3130.6902	ARL8B	2484.5882
ARL9	7.8316	ARL9	15.6645
ARMC10	674.4983	ARMC10	682.5872
ARMC1	699.4616	ARMC1	699.3431
ARMC2	47.4792	ARMC2	52.0465
ARMC3	19.5791	removed	removed
ARMC4	15.1738	ARMC4	7.0743
ARMC5	416.5443	ARMC5	211.2178
ARMC6	653.4263	ARMC6	377.908
ARMC7	385.7073	ARMC7	301.6675
ARMC8	635.8297	ARMC8	715.0076
ARMC9	293.6858	ARMC9	259.7271
ARMCX1	643.6613	ARMCX1	914.6033
ARMCX2	869.3098	ARMCX2	1038.9085
ARMCX3	2156.6324	ARMCX3	2434.5629
ARMCX5	347.5281	ARMCX5	410.3082
ARMCX6	205.0906	ARMCX6	279.4341
ARNT2	1228.0959	ARNT2	462.3547
ARNTL2	64.1214	ARNTL2	51.0359
ARNTL	422.9075	ARNTL	568.9742
ARNT	1180.1273	ARNT	1739.7676
ARPC1A	2948.512	ARPC1A	1802.9308
ARPC1B	1875.2766	ARPC1B	2177.8676
ARPC2	3627.998	ARPC2	4076.3012
ARPC3	3717.5722	ARPC3	2860.5356
ARPC4	2989.6574	ARPC4	2708.9035
ARPC5L	803.72	ARPC5L	488.6306
ARPC5	3517.8659	ARPC5	3506.8216
ARPM1	33.7739	ARPM1	44.9722
ARPP19	5779.7357	ARPP19	3968.1657
ARRB1	936.3681	ARRB1	1148.5599
ARRB2	776.7988	ARRB2	1246.5892
ARRDC1	1054.8213	ARRDC1	596.766
ARRDC2	301.5174	ARRDC2	559.8787
ARRDC3	835.0465	ARRDC3	4846.8924
ARRDC4	624.0822	ARRDC4	1150.0758
ARSA	1470.8762	ARSA	993.431
ARSB	323.5438	ARSB	414.3507
ARSD	2965.7367	ARSD	2882.2638
ARSE	8.8106	ARSE	39.4138
ARSG	726.3828	ARSG	216.2708
removed	removed	ARSH	6.0637
ARSI	16.6422	ARSI	43.9616
ARSJ	29.8581	ARSJ	219.808
ARSK	38.6686	ARSK	218.7974
removed	removed	ART4	14.1486
removed	removed	ART5	41.4351
ARTN	40.1371	ARTN	10.1061
ARV1	389.1336	ARV1	394.1385
ARVCF	422.9075	ARVCF	336.5336
removed	removed	ARX	6.569
AR	1095.4479	AR	479.0298
AS3MT	290.7489	AS3MT	157.5189
ASAH1	7338.7176	ASAH1	6737.7463
ASAH2B	20.558	removed	removed
ASAH2	5.3842	ASAH2	14.1486
ASAM	42.5844	ASAM	604.8509
ASAP1	907.9785	ASAP1	1196.5639
ASAP2	853.1571	ASAP2	979.2825
ASAP3	863.9256	ASAP3	1269.8332
ASB13	1302.4963	ASB13	924.2041
ASB14	12.7264	ASB14	16.6751
ASB15	19.5791	removed	removed
ASB16	49.5839	ASB16	13.6887
ASB1	407.2981	ASB1	654.472
ASB2	29.3686	ASB2	66.7004
ASB3	209.0064	ASB3	333.5018
ASB6	742.9515	ASB6	614.1839
ASB7	496.8184	ASB7	466.9025
ASB8	1006.3632	ASB8	881.2532
ASB9	18.1106	ASB9	57.6049
ASCC1	494.8605	ASCC1	394.6438
ASCC2	1040.1371	ASCC2	871.6523
ASCC3	661.7719	ASCC3	980.2931
ASCL1	1647.5771	ASCL1	33.3502
ASCL2	18.1106	ASCL2	36.382
ASF1A	572.6872	ASF1A	503.2845
ASF1B	537.4449	ASF1B	93.9869
removed	removed	ASGR1	20.2122
removed	removed	ASGR2	5.0531
ASH1L	2261.6544	ASH1L	2799.7473
ASH2L	1345.0808	ASH2L	1014.1486
ASL	546.2555	ASL	375.4421
ASMTL	671.5614	ASMTL	511.8393
ASNA1	1767.9883	ASNA1	909.5503
ASNSD1	969.6525	ASNSD1	1079.333
ASNS	777.7778	ASNS	381.5058
ASPA	7.8316	ASPA	48.004
ASPHD1	906.0206	ASPHD1	39.4138
ASPHD2	57.7582	ASPHD2	64.6791
ASPH	6759.3196	ASPH	7386.67
ASPM	305.4332	ASPM	56.0889
ASPN	292.7068	ASPN	2525.5179
ASPRV1	42.095	ASPRV1	96.0081
ASPSCR1	296.1331	ASPSCR1	175.3411
ASRGL1	121.8796	ASRGL1	190.5003
ASS1	177.6799	ASS1	1585.144
ASTE1	184.4151	ASTE1	253.5018
ASTN1	10.7685	ASTN1	174.3305
ASTN2	982.8683	ASTN2	258.2112
ASXL1	1308.8595	ASXL1	1792.3194
ASXL2	822.3201	ASXL2	799.8989
removed	removed	ASXL3	49.52
ATAD1	1567.7925	ATAD1	1157.1501
ATAD2B	321.5859	ATAD2B	472.4608
ATAD2	1314.7332	ATAD2	550.7832
ATAD3A	435.6339	ATAD3A	232.9459
ATAD3B	160.5482	ATAD3B	181.9101
ATAD3C	134.606	ATAD3C	150.5811
ATAD5	89.0847	ATAD5	57.0995
ATE1	301.5174	ATE1	328.4487
ATF1	461.0866	ATF1	635.1693
ATF2	665.6877	ATF2	590.7024
ATF3	270.6804	ATF3	3943.4058
ATF4	5279.9804	ATF4	5368.3679
ATF5	712.6774	ATF5	450.2274
ATF6B	2024.4738	ATF6B	1874.1789
ATF6	1452.2761	ATF6	1591.713
ATF7IP2	25.4528	ATF7IP2	83.3754
ATF7IP	366.1282	ATF7IP	1060.6367
ATF7	1574.5815	ATF7	1962.4608
ATG10	113.069	ATG10	115.715
ATG12	543.8081	ATG12	552.2991
ATG16L1	900.6363	ATG16L1	822.1324
ATG16L2	347.2002	ATG16L2	505.0733
ATG2A	1138.5218	ATG2A	512.38
ATG2B	1032.3054	ATG2B	1235.4725
ATG3	775.3304	ATG3	765.5382
ATG4A	380.3231	ATG4A	335.523
ATG4B	1450.3182	ATG4B	719.05
ATG4C	178.1694	ATG4C	313.2895
ATG4D	584.0186	ATG4D	207.0187
ATG5	672.5404	ATG5	859.0197
ATG7	635.6828	ATG7	828.5953
ATG9A	1444.3074	ATG9A	1284.9722
ATG9B	115.4626	ATG9B	10.9096
ATHL1	188.4484	ATHL1	499.7473
ATIC	1854.1361	ATIC	1291.0561
ATL1	698.9721	ATL1	517.9384
ATL2	823.7885	ATL2	1806.9732
ATL3	752.8145	ATL3	630.6215
ATMIN	2111.1111	ATMIN	1971.1976
ATM	1290.2594	ATM	2037.3926
ATN1	5937.347	ATN1	4905.0025
ATOH8	45.5213	ATOH8	328.4487
ATOX1	654.9192	ATOX1	607.3775
ATP10A	61.674	ATP10A	231.43
removed	removed	ATP10B	17.6857
ATP10D	499.7553	ATP10D	853.9666
ATP11A	369.5546	ATP11A	799.8989
ATP11B	1151.7376	ATP11B	1830.2173
ATP11C	284.8752	ATP11C	821.6271
ATP13A1	1935.3891	ATP13A1	1087.4179
ATP13A2	2201.1747	ATP13A2	979.7878
ATP13A3	1676.4562	ATP13A3	2261.7484
ATP13A4	442.4865	ATP13A4	704.3962
removed	removed	ATP13A5	322.385
ATP1A1	18686.7058	ATP1A1	12015.1491
ATP1A2	35.2423	ATP1A2	470.4396
ATP1A3	462.5551	ATP1A3	7.0743
ATP1B1	2092.1145	ATP1B1	5209.6109
ATP1B2	63.1424	ATP1B2	237.999
ATP1B3	730.2986	ATP1B3	1566.4477
ATP2A1	6.8527	ATP2A1	5.5584
ATP2A2	6797.8463	ATP2A2	5922.1829
ATP2A3	6261.3803	ATP2A3	962.1021
ATP2B1	1483.1131	ATP2B1	1946.4376
removed	removed	ATP2B2	26.7812
ATP2B4	734.7039	ATP2B4	4492.6731
ATP2C1	2293.3138	ATP2C1	2786.9227
ATP2C2	267.254	ATP2C2	198.5851
ATP5A1	13238.8644	ATP5A1	7983.8302
ATP5B	15045.5213	ATP5B	7977.7665
ATP5C1	3421.4391	ATP5C1	2264.2749
ATP5D	741.0671	ATP5D	407.2764
ATP5EP2	22.5159	ATP5EP2	21.7281
ATP5E	2970.6314	ATP5E	3140.475
ATP5F1	3251.1013	ATP5F1	2373.4209
ATP5G1	616.2506	ATP5G1	503.2845
ATP5G2	4889.8678	ATP5G2	4076.3012
ATP5G3	3213.9011	ATP5G3	2039.9192
ATP5H	1783.162	ATP5H	1485.0935
ATP5I	936.187	ATP5I	785.9272
ATP5J2	1000.4895	ATP5J2	960.5862
ATP5J	1301.5272	ATP5J	1237.4078
ATP5L	2904.0627	ATP5L	2172.3092
ATP5O	2030.837	ATP5O	2141.4856
ATP5SL	1014.1948	ATP5SL	632.1374
ATP5S	234.9486	ATP5S	126.3264
ATP6AP1L	104.2584	ATP6AP1L	43.9616
ATP6AP1	9813.5095	ATP6AP1	3444.669
ATP6AP2	4435.1444	ATP6AP2	3959.0702
ATP6V0A1	3655.8982	ATP6V0A1	1764.5275
ATP6V0A2	471.3656	ATP6V0A2	561.3946
removed	removed	ATP6V0A4	20.2122
ATP6V0B	4665.1982	ATP6V0B	1676.6043
ATP6V0C	5699.07	ATP6V0C	1958.5649
ATP6V0D1	3404.3074	ATP6V0D1	2052.5518
ATP6V0D2	31.3265	ATP6V0D2	166.2456
ATP6V0E1	2655.4087	ATP6V0E1	2876.2001
ATP6V0E2	3643.0788	ATP6V0E2	612.4305
ATP6V1A	3382.281	ATP6V1A	2430.5205
ATP6V1B1	30.3475	ATP6V1B1	289.0349
ATP6V1B2	5042.5844	ATP6V1B2	2495.1996
ATP6V1C1	1683.7983	ATP6V1C1	1599.2926
ATP6V1C2	27.1317	ATP6V1C2	112.8247
ATP6V1D	1762.604	ATP6V1D	1034.3608
ATP6V1E1	3099.8532	ATP6V1E1	2039.4138
ATP6V1E2	60.6951	ATP6V1E2	90.4497
ATP6V1F	1754.278	ATP6V1F	1425.4573
ATP6V1G1	3990.7	ATP6V1G1	2494.189
ATP6V1G2	77.3372	ATP6V1G2	14.6539
ATP6V1H	2586.882	ATP6V1H	1213.7443
ATP7A	669.6035	ATP7A	1207.1753
ATP7B	405.2863	ATP7B	215.7655
ATP8A1	544.7871	ATP8A1	910.5609
removed	removed	ATP8A2	24.2547
ATP8B1	2732.7313	ATP8B1	1448.4942
ATP8B2	688.6931	ATP8B2	1426.478
ATP8B3	41.116	ATP8B3	36.8873
ATP8B4	93.9794	ATP8B4	226.377
ATP8B5P	29.8581	ATP8B5P	22.2335
ATP9A	2188.9378	ATP9A	2232.9459
ATP9B	457.1708	ATP9B	545.7302
ATPAF1	2190.5776	ATPAF1	1107.0086
ATPAF2	458.6393	ATPAF2	195.5533
ATPBD4	136.5639	ATPBD4	130.8742
ATPIF1	2098.8742	ATPIF1	882.7691
ATRIP	285.4626	ATRIP	230.763
ATRNL1	47.9687	ATRNL1	111.6726
ATRN	2325.5017	ATRN	2189.4896
ATRX	2170.8272	ATRX	2588.1758
ATR	654.9192	ATR	874.6842
ATXN10	3254.5277	ATXN10	2013.1379
ATXN1L	1321.5859	ATXN1L	1654.6943
ATXN1	810.5727	ATXN1	1101.5664
ATXN2L	2286.3436	ATXN2L	1881.7585
ATXN2	1142.4376	ATXN2	742.2941
ATXN3	639.256	ATXN3	715.0076
ATXN7L1	276.5541	ATXN7L1	279.4341
ATXN7L2	64.1214	ATXN7L2	78.8277
ATXN7L3B	3431.7181	ATXN7L3B	3359.7777
ATXN7L3	1454.234	ATXN7L3	1199.0904
ATXN7	945.6681	ATXN7	1074.2799
AUH	393.0494	AUH	356.2405
AUP1	1910.9643	AUP1	1874.9217
AURKAIP1	997.0631	AURKAIP1	517.9384
AURKAPS1	8.3211	AURKAPS1	5.5584
AURKA	225.6486	AURKA	74.2799
AURKB	76.3583	AURKB	33.3502
AURKC	5.3842	AURKC	6.0637
AUTS2	3580.5188	AUTS2	1652.3497
AVEN	105.7269	AVEN	161.1925
AVIL	30.3475	AVIL	67.2057
AVL9	378.8546	AVL9	293.0773
AVPI1	181.5957	AVPI1	231.43
AVPR1A	33.2844	AVPR1A	86.9126
AVPR2	10.7685	AVPR2	113.6938
removed	removed	AWAT2	33.3502
AXIN1	680.8615	AXIN1	456.7964
AXIN2	118.9427	AXIN2	360.283
AXL	887.4205	AXL	1406.2658
AZGP1	53619.1875	AZGP1	30328.4487
AZI1	214.3906	AZI1	123.7999
AZI2	1216.3485	AZI2	1178.8782
AZIN1	3439.0602	AZIN1	3412.8348
B2M	21897.6995	B2M	51017.6857
B3GALNT1	992.1684	B3GALNT1	564.4265
B3GALNT2	717.3519	B3GALNT2	682.7489
removed	removed	B3GALT1	20.2122
removed	removed	B3GALT2	14.6539
B3GALT4	156.1429	B3GALT4	157.1501
B3GALT5	7.3421	B3GALT5	14.6539
B3GALT6	865.8835	B3GALT6	419.909
B3GALTL	233.9697	B3GALTL	331.4805
B3GAT1	661.7719	B3GAT1	560.8893
B3GAT2	21.0426	B3GAT2	9.4997
B3GAT3	867.8414	B3GAT3	428.4992
B3GNT1	1158.1008	B3GNT1	673.5725
B3GNT2	1133.1375	B3GNT2	1360.7883
B3GNT3	11.7474	B3GNT3	189.4896
B3GNT4	18.6001	removed	removed
B3GNT5	129.7112	B3GNT5	569.4795
B3GNT7	26.4317	B3GNT7	145.0227
B3GNT8	194.8116	B3GNT8	96.5134
B3GNT9	550.7146	B3GNT9	360.379
B3GNTL1	87.3568	B3GNTL1	73.239
B4GALNT1	20.4356	B4GALNT1	30.8994
removed	removed	B4GALNT2	48.004
B4GALNT3	272.1488	B4GALNT3	120.7681
B4GALNT4	485.5605	B4GALNT4	95.5028
B4GALT1	5696.5247	B4GALT1	3515.4118
B4GALT2	772.3935	B4GALT2	600.3032
B4GALT3	1389.6231	B4GALT3	880.2425
B4GALT4	295.1542	B4GALT4	390.6013
B4GALT5	878.6099	B4GALT5	1752.9055
B4GALT6	71.4635	B4GALT6	147.5493
B4GALT7	479.6867	B4GALT7	308.2365
B9D1	408.0127	B9D1	142.4558
B9D2	140.9692	B9D2	67.2057
BAALC	16.6422	BAALC	221.8292
BACE1	1325.5017	BACE1	1477.5139
BACE2	337.7386	BACE2	1183.426
BACH1	661.2824	BACH1	1040.4245
BACH2	27.4107	BACH2	180.8994
BAD	990.93	BAD	475.4522
BAG1	3391.3656	BAG1	1113.5472
BAG2	133.1375	BAG2	195.5533
BAG3	1426.8233	BAG3	1129.3583
BAG4	265.2961	BAG4	215.2602
BAG5	1301.5174	BAG5	1456.2911
BAHCC1	622.6138	BAHCC1	484.5882
BAHD1	1179.1483	BAHD1	709.4492
removed	removed	BAI1	26.2759
BAI2	1599.1189	BAI2	199.5958
BAI3	11.7474	BAI3	16.6751
BAIAP2L1	905.5311	BAIAP2L1	472.4608
BAIAP2L2	5.3842	BAIAP2L2	6.0637
BAIAP2	1289.5937	BAIAP2	741.7888
BAIAP3	27.9491	BAIAP3	206.0889
BAK1	260.8908	BAK1	274.8863
BAMBI	435.1444	BAMBI	1245.5786
BANF1	1839.4518	BANF1	1430.0152
BANK1	45.0318	BANK1	35.8767
BANP	327.9491	BANP	225.8717
BAP1	1815.9569	BAP1	1350.6822
BARD1	93.0005	BARD1	100.5558
BARX2	275.0857	BARX2	500.758
BASP1	578.5609	BASP1	608.3881
BAT1	5670.093	BAT1	5533.0975
BAT2L1	6589.7259	BAT2L1	5293.7999
BAT2L2	2875.673	BAT2L2	4066.7004
BAT2	8177.1904	BAT2	5033.8555
BAT3	4675.9667	BAT3	3207.1753
BAT4	289.7699	BAT4	210.2072
BAT5	1520.3133	BAT5	879.2319
BATF2	54.8213	BATF2	89.4391
BATF3	30.837	BATF3	29.3077
BATF	93.49	BATF	55.0783
BAX	508.5658	BAX	393.6331
BAZ1A	740.5776	BAZ1A	1171.2986
BAZ1B	2268.7225	BAZ1B	1961.5968
BAZ2A	2957.1953	BAZ2A	2690.3082
BAZ2B	1139.0896	BAZ2B	1499.8989
BBC3	134.1165	BBC3	60.6367
BBOX1	10.7685	BBOX1	441.1319
BBS10	476.2604	BBS10	627.5897
BBS12	240.8223	BBS12	233.4512
BBS1	1613.4998	BBS1	994.9469
BBS2	1511.9922	BBS2	1462.3547
BBS4	771.9041	BBS4	495.1996
BBS5	334.1605	BBS5	223.2239
BBS7	269.7014	BBS7	370.8944
BBS9	160.5482	BBS9	319.8585
