gene_id	TCGA-BH-A1EW-01A-11R-A137-07	gene_id	TCGA-BH-A1EW-11B-33R-A137-07
LOC286367	14.7376	LOC286367	124.7613
LOC286467	7.1891	LOC286467	22.2788
LOC338651	37.5737	LOC338651	63.2294
LOC338758	11.5025	LOC338758	57.7127
LOC338799	66.4989	LOC338799	206.6624
LOC339047	423.0769	LOC339047	587.0995
LOC339290	232.3149	LOC339290	837.9992
LOC339524	88.785	LOC339524	309.1449
removed	removed	LOC339535	61.7441
LOC341056	7.1891	removed	removed
LOC344595	43.1344	LOC344595	257.5854
LOC348926	185.1186	LOC348926	117.5472
LOC349114	48.8857	LOC349114	92.0857
removed	removed	LOC349196	13.607
LOC374443	110.7117	LOC374443	133.6728
LOC375190	38.821	LOC375190	107.787
LOC387646	92.3796	LOC387646	122.8517
LOC387647	446.5097	LOC387647	479.2553
LOC388152	385.3343	LOC388152	170.592
removed	removed	LOC388242	12.5186
LOC388588	62.1855	LOC388588	15.7013
LOC388692	89.1445	LOC388692	458.7312
LOC388789	401.5097	LOC388789	474.6446
LOC388796	287.5629	LOC388796	247.613
LOC388955	245.5068	LOC388955	186.9298
removed	removed	LOC389033	9.1237
LOC389333	38.4615	LOC389333	39.6775
removed	removed	LOC389493	10.609
removed	removed	LOC389705	11.4577
removed	removed	LOC390595	8.275
LOC399744	128.3249	LOC399744	150.0106
removed	removed	LOC399815	7.2141
LOC399959	433.5011	LOC399959	764.4812
LOC400027	116.8224	LOC400027	272.8623
LOC400043	209.9209	LOC400043	304.477
LOC400657	217.8289	LOC400657	312.752
LOC400752	8.2674	LOC400752	25.2493
LOC400759	17.2538	LOC400759	15.0647
LOC400927	10.7405	LOC400927	32.2045
LOC400931	20.8483	LOC400931	62.1685
LOC401010	37.0237	LOC401010	16.7621
LOC401052	61.1071	LOC401052	79.5672
LOC401093	101.294	LOC401093	136.1214
LOC401127	10.4242	LOC401127	11.4577
LOC401397	414.0906	LOC401397	490.3459
LOC401431	46.7398	LOC401431	55.0074
LOC401588	42.775	LOC401588	83.3864
LOC402377	19.4105	LOC402377	21.2179
LOC407835	26.2401	LOC407835	29.4929
removed	removed	LOC440173	17.3987
LOC440354	133.8821	LOC440354	272.6947
removed	removed	LOC440461	8.9115
LOC440905	37.3832	LOC440905	138.7651
LOC440925	29.4752	LOC440925	11.2455
LOC440944	354.0618	LOC440944	503.0766
LOC440957	39.5399	LOC440957	63.4415
LOC441046	15.816	LOC441046	19.9448
LOC441089	98.8497	LOC441089	85.7203
LOC441204	38.1021	LOC441204	51.1352
LOC441208	21.5672	LOC441208	36.0704
LOC441294	97.0525	LOC441294	102.4825
removed	removed	LOC441454	8.275
removed	removed	LOC441455	7.4263
LOC441666	26.959	LOC441666	113.0914
LOC441869	44.5723	LOC441869	110.5453
LOC442421	30.5536	LOC442421	34.1608
LOC442454	143.422	LOC442454	144.0696
LOC493754	373.8318	LOC493754	457.8825
LOC541471	98.8497	LOC541471	107.5748
removed	removed	LOC541473	5.3957
LOC550112	126.5277	LOC550112	251.8332
LOC550643	382.8181	LOC550643	292.3828
LOC554202	8.2674	LOC554202	17.823
removed	removed	LOC55908	11.2455
removed	removed	LOC572558	7.4263
LOC595101	62.739	LOC595101	117.7594
LOC606724	17.9727	LOC606724	9.9724
LOC613037	43.1344	LOC613037	14.0038
LOC619207	14.3781	LOC619207	46.0429
LOC641298	222.4551	LOC641298	407.6151
LOC641367	7.1891	LOC641367	10.3968
LOC642587	138.3896	LOC642587	478.676
LOC642826	74.7699	LOC642826	238.1477
LOC642846	109.6334	LOC642846	173.9868
LOC642852	411.9339	LOC642852	450.244
LOC643008	17.2538	LOC643008	15.7013
LOC643387	28.7563	LOC643387	30.766
LOC643677	7.908	LOC643677	7.2141
LOC643837	157.4407	LOC643837	209.2086
LOC644165	6.1107	removed	removed
LOC644172	6.8296	LOC644172	6.1532
LOC644538	34.5075	LOC644538	92.7223
LOC644936	15.4565	LOC644936	7.2141
LOC645166	70.4529	LOC645166	84.6595
LOC645323	14.0187	LOC645323	10.609
LOC645332	76.5636	LOC645332	109.9088
LOC645431	5.8411	LOC645431	17.6936
LOC645676	19.5902	LOC645676	32.9557
LOC646214	283.9684	LOC646214	274.1354
LOC646471	58.7886	LOC646471	142.9578
LOC646762	211.7182	LOC646762	396.3505
LOC646851	169.3027	LOC646851	193.9317
LOC646999	10.7836	LOC646999	29.2807
LOC647121	43.1344	LOC647121	59.6223
LOC647288	10.7836	LOC647288	10.1846
LOC647946	7.908	LOC647946	16.3378
LOC647979	11324.9461	LOC647979	16197.1144
LOC648691	13.6592	removed	removed
removed	removed	LOC648740	27.8358
LOC649330	11.5025	LOC649330	6.1532
LOC650368	21.5672	LOC650368	45.4063
LOC650623	113.5873	LOC650623	182.2618
LOC651250	1881.0208	LOC651250	2087.2056
LOC652276	59.6693	LOC652276	44.982
LOC653113	18.3321	LOC653113	27.1589
LOC653501	241.5528	LOC653501	384.4685
LOC653566	1974.8382	LOC653566	1406.5351
LOC653653	168.2243	LOC653653	109.6966
LOC654342	204.1697	LOC654342	347.5493
LOC654433	36.6643	LOC654433	61.9563
LOC678655	259.2703	LOC678655	246.7112
LOC723972	6.4702	LOC723972	7.2141
LOC727896	18.6916	LOC727896	14.8525
LOC728024	22.6456	LOC728024	25.2493
LOC728190	216.3911	LOC728190	238.4893
LOC728264	68.2962	LOC728264	2804.5831
LOC728323	32.3508	LOC728323	63.4415
LOC728392	40.6183	LOC728392	55.8031
LOC728554	206.3264	LOC728554	223.4246
LOC728606	17.2538	LOC728606	82.1133
LOC728613	303.3789	LOC728613	312.5398
LOC728640	32.7103	LOC728640	44.5576
LOC728643	46.0101	LOC728643	43.9211
LOC728723	7.5485	LOC728723	35.0095
LOC728743	107.8361	LOC728743	163.8022
LOC728758	32.7103	LOC728758	30.5538
LOC728819	10.4242	LOC728819	28.6442
LOC728855	42.775	LOC728855	93.7916
LOC728875	5.0324	LOC728875	38.6081
removed	removed	LOC728989	6.5776
LOC729020	26.5996	LOC729020	19.3083
LOC729082	518.2782	LOC729082	642.8962
LOC729176	38.821	LOC729176	40.1018
LOC729234	80.1582	LOC729234	88.903
LOC729375	10.7836	LOC729375	56.4396
LOC729603	20.1294	LOC729603	40.7384
LOC729678	193.3896	LOC729678	392.9472
LOC729799	7.908	LOC729799	28.0076
LOC729991-MEF2B	38.0266	LOC729991-MEF2B	34.2584
LOC729991	160.55	LOC729991	119.2107
LOC730101	64.7017	LOC730101	191.3855
LOC80054	19.4105	LOC80054	43.2845
LOC80154	218.1884	LOC80154	126.8831
LOC81691	122.5737	LOC81691	144.7061
LOC84740	5.0431	LOC84740	7.4369
LOC84856	9.3458	LOC84856	30.1294
LOC90110	214.9533	LOC90110	252.0687
LOC90246	14.7376	LOC90246	30.9781
removed	removed	LOC90586	5.0923
LOC90784	430.6254	LOC90784	321.6635
LOC90834	24.0834	LOC90834	27.3711
LOC91316	253.9863	LOC91316	465.4933
LOC92249	195.1833	LOC92249	457.4581
LOC92659	194.105	LOC92659	58.5614
LOC92973	27.6779	LOC92973	111.394
removed	removed	LOC93432	48.8012
LOC93622	367.0022	LOC93622	403.5646
LOC96610	4103.9001	LOC96610	22458.1795
LOH12CR1	115.0252	LOH12CR1	93.571
LOH12CR2	12.5809	LOH12CR2	38.4044
LOH3CR2A	153.8462	LOH3CR2A	77.8697
LONP1	1453.6305	LONP1	654.1481
LONP2	1739.3961	LONP2	2082.962
LONRF1	433.8605	LONRF1	798.4299
LONRF2	863.0482	LONRF2	829.8324
LONRF3	110.3523	LONRF3	66.4121
LOXHD1	10.0647	LOXHD1	6.1532
LOXL1	297.2682	LOXL1	186.5054
LOXL2	658.1201	LOXL2	628.398
LOXL3	93.8066	LOXL3	63.3673
LOXL4	44.2128	LOXL4	264.3751
LOX	747.6636	LOX	1041.5871
removed	removed	LPAL2	5.5167
LPAR1	633.7168	LPAR1	683.2166
LPAR2	335.3702	LPAR2	250.7957
LPAR4	5.3918	LPAR4	14.6404
LPAR5	49.2451	LPAR5	50.4986
LPAR6	471.2437	LPAR6	1093.1466
LPCAT1	3108.1955	LPCAT1	1008.0628
LPCAT2	421.2797	LPCAT2	1034.5852
LPCAT3	1555.3559	LPCAT3	1224.4855
LPCAT4	193.3861	LPCAT4	225.7585
LPGAT1	3607.4766	LPGAT1	2640.5686
LPHN1	1058.9109	LPHN1	838.9115
LPHN2	390.3666	LPHN2	1176.1086
LPHN3	53.1991	LPHN3	52.1961
LPIN1	750.8986	LPIN1	744.5364
LPIN2	843.2782	LPIN2	1340.3352
LPIN3	206.8943	LPIN3	323.4988
LPL	406.1826	LPL	5662.4231
removed	removed	LPPR1	51.5595
LPPR2	367.7211	LPPR2	559.3041
LPPR3	370.9561	LPPR3	136.6433
LPPR4	88.4256	LPPR4	114.1523
LPP	2601.7254	LPP	2468.067
LPXN	313.0841	LPXN	229.7899
LQK1	34.1481	LQK1	33.0999
LRAT	71.8907	LRAT	113.3036
LRBA	5941.0496	LRBA	6315.7225
LRCH1	301.941	LRCH1	685.1262
LRCH2	28.3968	LRCH2	106.3017
LRCH3	1224.2991	LRCH3	701.464
LRCH4	523.7239	LRCH4	516.6561
LRDD	196.2617	LRDD	230.0021
LRFN1	136.5924	LRFN1	44.7698
LRFN2	5.0324	removed	removed
LRFN3	208.8426	LRFN3	125.1857
LRFN4	220.3451	LRFN4	95.9049
LRFN5	35.9454	LRFN5	112.6671
LRG1	2597.0525	LRG1	716.5288
LRGUK	14.3781	LRGUK	12.9429
LRIG1	3819.0187	LRIG1	4133.0999
LRIG2	232.926	LRIG2	481.6465
LRIG3	165.7081	LRIG3	729.2595
LRIT3	6.4702	LRIT3	26.5224
LRMP	54.9964	LRMP	117.5472
LRP10	3393.6017	LRP10	3389.5608
LRP11	1813.803	LRP11	1136.6433
LRP12	425.5931	LRP12	528.7503
LRP1B	10.0647	LRP1B	16.1256
LRP1	6927.7498	LRP1	10949.077
LRP2BP	94.5363	LRP2BP	108.2113
LRP2	530.5536	LRP2	4269.4674
LRP3	570.9166	LRP3	449.0091
LRP4	77.2394	LRP4	222.4973
LRP5L	90.9418	LRP5L	85.0838
LRP5	1561.4666	LRP5	1198.5996
LRP6	1599.2092	LRP6	2589.2213
LRP8	249.8203	LRP8	102.2703
LRPAP1	1737.5988	LRPAP1	986.8449
LRPPRC	3359.0942	LRPPRC	4306.1744
LRRC10B	139.8275	LRRC10B	28.2198
LRRC14	587.8648	LRRC14	524.3391
LRRC15	365.5643	LRRC15	150.435
LRRC16A	607.8361	LRRC16A	1000.8487
LRRC16B	10.4242	LRRC16B	25.0371
LRRC17	97.0525	LRRC17	209.6329
LRRC1	723.5802	LRRC1	658.816
LRRC20	195.1833	LRRC20	101.6338
LRRC23	235.0827	LRRC23	174.199
LRRC24	5.9526	removed	removed
LRRC25	99.9281	LRRC25	67.4729
removed	removed	LRRC26	14.6404
LRRC27	270.6686	LRRC27	266.9213
LRRC28	164.9892	LRRC28	192.4464
LRRC29	26.959	LRRC29	29.2807
LRRC2	15.4565	LRRC2	44.3454
LRRC31	36.3048	LRRC31	175.2599
LRRC32	1225.018	LRRC32	899.0028
LRRC33	82.6743	LRRC33	110.1209
LRRC34	70.8124	LRRC34	98.4511
LRRC36	9.3458	LRRC36	10.3968
LRRC37A2	37.3868	LRRC37A2	72.003
LRRC37A3	70.0935	LRRC37A3	210.6938
LRRC37A4	109.5794	LRRC37A4	389.9321
LRRC37A	150.9705	LRRC37A	216.6348
LRRC37B2	955.4277	LRRC37B2	716.1044
LRRC37B	163.9109	LRRC37B	181.6253
removed	removed	LRRC39	14.4494
removed	removed	LRRC3B	21.2179
LRRC3	40.6183	LRRC3	35.8583
LRRC40	317.0381	LRRC40	506.0471
LRRC41	2030.1941	LRRC41	1860.3862
LRRC42	687.2753	LRRC42	710.1634
removed	removed	LRRC43	6.7897
LRRC45	236.8799	LRRC45	100.1485
LRRC46	81.596	LRRC46	44.5576
LRRC47	1122.5737	LRRC47	878.6336
LRRC48	75.4853	LRRC48	127.944
LRRC49	57.872	LRRC49	159.3465
LRRC4B	11.862	LRRC4B	12.3064
LRRC4C	328.9001	LRRC4C	79.1428
LRRC4	79.4393	LRRC4	38.1922
LRRC50	43.1344	LRRC50	62.5928
LRRC55	8.6269	LRRC55	17.6109
LRRC56	153.8462	LRRC56	93.3588
LRRC57	413.3717	LRRC57	436.8767
LRRC58	1214.5938	LRRC58	1966.2635
LRRC59	6032.1963	LRRC59	2436.69
LRRC61	175.4134	LRRC61	112.6671
LRRC66	6.4702	LRRC66	18.6718
removed	removed	LRRC67	5.5167
LRRC6	148.0949	LRRC6	157.4369
LRRC70	55.1869	LRRC70	166.4354
LRRC8A	1378.8641	LRRC8A	1129.4292
LRRC8B	939.9712	LRRC8B	972.8411
LRRC8C	632.9978	LRRC8C	726.7133
LRRC8D	573.688	LRRC8D	911.097
LRRC8E	487.4191	LRRC8E	404.4133
LRRCC1	809.1301	LRRCC1	673.4564
LRRFIP1	5166.427	LRRFIP1	3777.4241
LRRFIP2	1166.7865	LRRFIP2	1010.8211
LRRIQ1	47.8073	LRRIQ1	45.1941
removed	removed	LRRIQ3	12.0942
LRRK1	209.202	LRRK1	344.791
LRRK2	150.2516	LRRK2	390.1973
LRRN1	1555.7153	LRRN1	607.6809
LRRN2	187.6348	LRRN2	117.7594
LRRN3	10.7836	LRRN3	86.3569
LRRN4CL	90.9418	LRRN4CL	209.8451
LRRTM2	7.1891	LRRTM2	58.9858
removed	removed	LRRTM4	6.1532
LRSAM1	452.5521	LRSAM1	403.3524
LRTM2	6.4702	removed	removed
LRTOMT	304.0331	LRTOMT	266.4545
LRWD1	271.3875	LRWD1	123.276
LSAMP	24.0834	LSAMP	25.4615
LSG1	3179.7268	LSG1	1254.8271
LSM10	487.7786	LSM10	289.2001
LSM11	209.5615	LSM11	302.7795
LSM12	1388.2099	LSM12	951.8353
LSM14A	3265.2768	LSM14A	3366.2211
LSM14B	1051.4019	LSM14B	762.1473
LSM1	493.8893	LSM1	442.3934
LSM2	415.1689	LSM2	450.244
LSM3	1404.3853	LSM3	787.6087
LSM4	1170.0216	LSM4	588.7969
LSM5	528.3968	LSM5	685.975
LSM6	139.1086	LSM6	186.9298
LSM7	175.0539	LSM7	175.4721
LSMD1	442.128	LSMD1	235.1284
LSP1	794.0331	LSP1	640.993
LSR	2101.7254	LSR	1001.4853
LSS	933.1416	LSS	762.3594
LST1	71.1718	LST1	46.8916
LTA4H	834.6513	LTA4H	1690.2185
LTA	10.7836	removed	removed
LTB4R2	28.1416	LTB4R2	69.6796
LTB4R	79.2164	LTB4R	287.161
LTBP1	2195.9022	LTBP1	1099.512
LTBP2	2858.7347	LTBP2	4387.439
LTBP3	1567.0848	LTBP3	1523.537
LTBP4	803.7383	LTBP4	1199.4483
LTBR	1506.4702	LTBR	900.9124
LTB	96.3336	removed	removed
LTC4S	7.1387	LTC4S	10.5241
LTF	953.271	LTF	3607.4687
LTV1	769.2308	LTV1	778.6972
LUC7L2	2131.3803	LUC7L2	2390.7469
LUC7L3	2836.4486	LUC7L3	3292.595
LUC7L	618.9792	LUC7L	682.1557
LUM	6723.9396	LUM	11882.0284
LUZP1	1346.1538	LUZP1	1759.3889
LUZP2	5.3918	LUZP2	30.5538
LUZP6	4401.8692	LUZP6	4168.258
LXN	341.4809	LXN	257.3732
removed	removed	LY6D	29.9173
LY6E	19294.0331	LY6E	4005.7288
LY6G5B	31.2114	LY6G5B	96.463
LY6G5C	7.1891	LY6G5C	20.157
LY6K	115.0252	LY6K	89.3274
LY75	497.5629	LY75	1428.6548
LY86	67.9367	LY86	42.648
LY96	94.5363	LY96	102.9069
LY9	56.7937	LY9	70.8678
LYAR	352.624	LYAR	252.4931
LYG1	7.1891	LYG1	8.9115
LYL1	37.3832	LYL1	25.2493
LYNX1	127.2466	LYNX1	267.1335
LYN	446.4414	LYN	623.8065
LYPD1	24.1553	removed	removed
LYPD3	303.7383	LYPD3	373.6474
LYPD5	57.1531	LYPD5	38.4044
LYPD6B	95.9741	LYPD6B	73.6261
LYPD6	195.9022	LYPD6	564.8207
LYPLA1	2936.3767	LYPLA1	3001.2731
LYPLA2P1	70.8124	LYPLA2P1	44.3454
LYPLA2	1278.936	LYPLA2	705.7076
LYPLAL1	398.6341	LYPLAL1	461.7017
LYRM1	553.918	LYRM1	551.4534
LYRM2	966.1107	LYRM2	1301.428
LYRM4	283.6089	LYRM4	330.9994
LYRM5	150.6111	LYRM5	276.4693
LYRM7	316.3192	LYRM7	661.7865
LYSMD1	478.0733	LYSMD1	272.6501
LYSMD2	124.371	LYSMD2	138.7651
LYSMD3	1052.8397	LYSMD3	1185.6567
LYSMD4	77.2214	LYSMD4	142.1197
LYST	4538.4615	LYST	1517.717
LYVE1	262.4012	LYVE1	1278.1668
LYZ	3758.8066	LYZ	1293.868
LZIC	495.6866	LZIC	537.6618
LZTFL1	778.5766	LZTFL1	881.1797
LZTR1	887.7462	LZTR1	550.1804
LZTS1	250.5392	LZTS1	373.4352
LZTS2	1232.926	LZTS2	1102.9069
M6PR	3582.3257	M6PR	2796.429
MAB21L1	13.2998	MAB21L1	112.4549
MACC1	927.0309	MACC1	1041.5871
MACF1	9238.3178	MACF1	14656.9064
MACROD1	71.1718	MACROD1	78.7184
MACROD2	67.9367	MACROD2	316.7834
MAD1L1	191.5888	MAD1L1	118.6081
MAD2L1BP	512.9403	MAD2L1BP	429.2383
MAD2L1	518.3321	MAD2L1	224.4855
MAD2L2	664.2703	MAD2L2	349.8833
MADD	1457.9439	MADD	1416.7197
MAEA	1122.9331	MAEA	792.4889
MAF1	1678.289	MAF1	1089.5396
MAFB	1085.55	MAFB	633.7789
MAFF	430.6254	MAFF	671.759
MAFG	766.3551	MAFG	653.2994
MAFK	422.8109	MAFK	370.3734
MAF	662.1136	MAF	1062.805
MAGED1	3373.4723	MAGED1	4320.1782
MAGED2	10101.7254	MAGED2	16605.9835
MAGED4B	119.0367	MAGED4B	262.1027
MAGED4	33.7311	MAGED4	85.2345
MAGEE1	194.4644	MAGEE1	292.595
removed	removed	MAGEE2	5.941
MAGEF1	1001.4378	MAGEF1	631.2328
MAGEH1	375.2696	MAGEH1	384.2563
MAGEL2	7.5485	MAGEL2	16.55
MAGI1	755.931	MAGI1	1399.5332
MAGI2	84.1121	MAGI2	245.7034
MAGI3	822.7894	MAGI3	758.9646
MAGIX	42.0561	MAGIX	20.5814
MAGOHB	371.3156	MAGOHB	309.7815
MAGOH	389.6477	MAGOH	374.7083
MAGT1	3703.0913	MAGT1	3081.6889
MAG	7.908	MAG	14.4282
MAK16	421.9518	MAK16	630.4562
MAK	117.9008	MAK	40.1018
MAL2	7482.7462	MAL2	4134.0972
MALAT1	3587.5054	MALAT1	11249.1237
MALL	593.0985	MALL	365.5846
MALT1	651.6894	MALT1	963.9296
MAL	11.862	removed	removed
MAMDC2	107.8361	MAMDC2	676.9934
MAMDC4	25.1618	MAMDC4	58.5614
MAML1	1557.9224	MAML1	1670.1464
MAML2	285.7656	MAML2	1105.2408
MAML3	286.844	MAML3	562.0624
MAMLD1	257.0093	MAMLD1	143.8574
MAMSTR	7.908	MAMSTR	12.5186
MAN1A1	1924.5147	MAN1A1	2291.1097
MAN1A2	1482.3868	MAN1A2	1649.9045
MAN1B1	1655.284	MAN1B1	1011.6698
MAN1C1	202.7318	MAN1C1	298.7481
MAN2A1	897.1963	MAN2A1	946.9552
MAN2A2	2417.6851	MAN2A2	1659.4526
MAN2B1	1045.6506	MAN2B1	925.1008
MAN2B2	2235.4421	MAN2B2	1450.6684
MAN2C1	267.074	MAN2C1	625.0796
MANBAL	1007.5485	MANBAL	804.1587
MANBA	1379.9425	MANBA	1059.6223
MANEAL	893.2423	MANEAL	238.7015
MANEA	519.4105	MANEA	799.9151
MANF	1619.6981	MANF	672.6077
MANSC1	777.4982	MANSC1	811.1606
MAOA	625.0899	MAOA	1407.3838
MAOB	2635.8735	MAOB	1026.7346
MAP1A	478.0733	MAP1A	524.7189
MAP1B	1257.7283	MAP1B	1537.0252
MAP1D	57.1531	MAP1D	57.2884
MAP1LC3A	351.9051	MAP1LC3A	163.8022
MAP1LC3B2	181.8835	MAP1LC3B2	224.2733
MAP1LC3B	1570.0935	MAP1LC3B	1826.4375
MAP1LC3C	5.0324	MAP1LC3C	39.4653
MAP1S	487.0597	MAP1S	301.2943
MAP2K1	965.1653	MAP2K1	987.613
MAP2K2	690.5104	MAP2K2	697.857
MAP2K3	1162.473	MAP2K3	782.3043
MAP2K4	1469.8059	MAP2K4	1289.2001
MAP2K5	231.1287	MAP2K5	311.4789
MAP2K6	95.2552	MAP2K6	158.4978
MAP2K7	431.7038	MAP2K7	490.7702
MAP2	216.0316	MAP2	489.4971
MAP3K10	240.115	MAP3K10	114.3645
MAP3K11	1202.0129	MAP3K11	717.1653
MAP3K12	336.5996	MAP3K12	275.1072
MAP3K13	82.2646	MAP3K13	85.5379
MAP3K14	1048.1668	MAP3K14	496.499
MAP3K1	4900.7908	MAP3K1	3224.4855
MAP3K2	1233.6449	MAP3K2	1371.5256
MAP3K3	938.3465	MAP3K3	910.715
MAP3K4	810.9274	MAP3K4	970.9315
MAP3K5	712.4371	MAP3K5	518.7778
MAP3K6	432.7822	MAP3K6	426.2678
MAP3K7	763.839	MAP3K7	1036.0704
MAP3K8	164.9892	MAP3K8	425.2069
MAP3K9	150.9705	MAP3K9	172.5016
MAP4K1	89.8634	MAP4K1	84.0229
MAP4K2	291.5169	MAP4K2	290.8975
MAP4K3	1248.7419	MAP4K3	1612.3488
MAP4K4	2785.4062	MAP4K4	2336.0917
MAP4K5	828.5406	MAP4K5	1481.8587
MAP4	5187.6348	MAP4	4673.8808
MAP6D1	244.4285	MAP6D1	70.0191
MAP6	84.4716	MAP6	185.4445
MAP7D1	2116.463	MAP7D1	1300.2334
MAP7D2	22.6456	MAP7D2	15.9134
MAP7D3	126.8871	MAP7D3	269.2553
MAP7	1506.1107	MAP7	1237.8527
MAP9	1673.6161	MAP9	1394.0165
MAPK10	61.1071	MAPK10	276.8937
MAPK11	144.5004	MAPK11	136.6433
MAPK12	71.5564	MAPK12	71.5362
MAPK13	634.0762	MAPK13	653.9359
MAPK14	1498.2027	MAPK14	1678.7609
MAPK15	78.7203	MAPK15	52.4082
MAPK1IP1L	1937.8145	MAPK1IP1L	2159.1343
MAPK1	3875.9885	MAPK1	3295.9898
MAPK3	1112.8648	MAPK3	1047.1038
MAPK4	10.0647	MAPK4	40.9506
MAPK6	1517.2538	MAPK6	1813.2824
MAPK7	304.5651	MAPK7	280.314
MAPK8IP1	277.4982	MAPK8IP1	209.4208
MAPK8IP2	616.463	MAPK8IP2	103.7556
MAPK8IP3	710.2804	MAPK8IP3	822.8305
MAPK8	326.7434	MAPK8	513.4734
MAPK9	1448.5981	MAPK9	1845.7458
MAPKAP1	1387.491	MAPKAP1	1416.9319
MAPKAPK2	9921.6391	MAPKAPK2	3945.0456
MAPKAPK3	412.6528	MAPKAPK3	445.1517
MAPKAPK5	434.0403	MAPKAPK5	443.9487
MAPKBP1	507.908	MAPKBP1	703.798
MAPKSP1	967.6492	MAPKSP1	1334.6064
MAPRE1	4441.4091	MAPRE1	3190.1125
MAPRE2	542.4155	MAPRE2	621.0482
MAPRE3	317.0381	MAPRE3	349.0346
MAPT	6628.6844	MAPT	3676.2147
MARCH10	9.3386	removed	removed
MARCH1	148.0949	MARCH1	92.9344
MARCH2	363.4076	MARCH2	393.5922
MARCH3	218.9073	MARCH3	133.885
MARCH5	1601.3659	MARCH5	1983.8744
MARCH6	5829.2595	MARCH6	4618.2898
MARCH7	2178.289	MARCH7	2773.1806
MARCH8	377.0669	MARCH8	612.561
MARCH9	360.532	MARCH9	220.2419
MARCKSL1	5852.9835	MARCKSL1	4807.1292
MARCKS	3261.3228	MARCKS	4624.8674
MARCO	19.4105	MARCO	34.373
MARK1	237.2394	MARK1	281.7738
MARK2	1953.6305	MARK2	1201.5701
MARK3	875.2696	MARK3	1053.0448
MARK4	938.8929	MARK4	523.2336
MARS2	280.3738	MARS2	296.4142
MARS	2128.3968	MARS	1331.9096
MARVELD1	297.739	MARVELD1	774.0569
MARVELD2	682.243	MARVELD2	648.4193
MARVELD3	314.6945	MARVELD3	250.5686
removed	removed	MAS1L	7.2141
MASP1	82.6743	MASP1	79.1428
MASP2	17.2538	MASP2	71.2922
MAST2	1757.7283	MAST2	1270.3161
MAST3	208.4831	MAST3	249.5226
MAST4	1267.793	MAST4	1123.9126
MASTL	705.6075	MASTL	407.8082
removed	removed	MAT1A	15.4891
MAT2A	6290.0791	MAT2A	6400.5941
MAT2B	1227.5341	MAT2B	1516.8682
MATK	20.4889	MATK	31.4025
MATN2	515.0971	MATN2	2687.248
MATN3	151.6894	MATN3	34.1608
MATR3	6704.8095	MATR3	9486.3548
MAVS	2794.752	MAVS	3260.5559
MAX	1064.7017	MAX	1040.9506
MAZ	3960.2265	MAZ	1781.7781
MBD1	965.133	MBD1	955.4424
MBD2	1340.762	MBD2	1658.3917
MBD3	641.6247	MBD3	477.8273
MBD4	445.0036	MBD4	678.5487
MBD5	327.4623	MBD5	594.1014
MBD6	1364.1265	MBD6	1240.1867
MBIP	228.2531	MBIP	392.3191
MBLAC1	11.5025	MBLAC1	10.609
MBLAC2	186.9159	MBLAC2	470.1888
MBNL1	5362.4012	MBNL1	4809.9851
MBNL2	1714.2344	MBNL2	2945.8943
MBNL3	35.2265	MBNL3	124.5491
MBOAT1	2835.7297	MBOAT1	1352.0051
MBOAT2	836.4486	MBOAT2	852.5355
MBOAT7	1644.1409	MBOAT7	847.8676
MBP	1726.8152	MBP	1441.1203
MBTD1	833.9324	MBTD1	1421.812
MBTPS1	2935.2983	MBTPS1	3608.1052
MBTPS2	957.9439	MBTPS2	895.5018
MB	383.8965	MB	97.178
MC1R	128.5226	MC1R	44.3051
MCAM	2136.2329	MCAM	3278.8033
MCART1	339.6837	MCART1	273.4988
MCART2	12.2214	MCART2	9.7602
MCART6	13.2998	MCART6	20.5814
MCAT	276.4198	MCAT	186.7176
MCCC1	807.6923	MCCC1	791.2158
MCCC2	3514.0187	MCCC2	3718.8627
MCCD1	38.821	MCCD1	145.5548
MCC	1234.7232	MCC	994.4833
MCEE	129.0439	MCEE	169.5311
MCF2L2	5.0324	MCF2L2	16.3378
MCF2L	1549.867	MCF2L	1185.2684
MCFD2	2784.6873	MCFD2	3244.2648
MCHR1	20.4889	removed	removed
MCL1	11267.074	MCL1	14861.2349
MCM10	358.7347	MCM10	75.7479
MCM2	307.6923	MCM2	325.6949
MCM3APAS	33.6197	MCM3APAS	60.3543
MCM3AP	3435.1078	MCM3AP	3119.5735
MCM3	1813.803	MCM3	1465.0965
MCM4	2249.1014	MCM4	1243.1572
MCM5	598.4903	MCM5	374.9204
MCM6	1245.1474	MCM6	896.0323
MCM7	1487.9439	MCM7	1201.3113
MCM8	321.3515	MCM8	318.4808
MCM9	94.8958	MCM9	168.0458
MCOLN1	278.5766	MCOLN1	293.2315
MCOLN2	39.8994	MCOLN2	15.9134
MCOLN3	28.3968	MCOLN3	65.3512
MCPH1	266.6175	MCPH1	677.3244
MCRS1	736.8799	MCRS1	638.8712
MCTP1	465.8519	MCTP1	238.7015
MCTP2	112.1495	MCTP2	426.6921
MCTS1	712.7965	MCTS1	946.3187
MDC1	1232.207	MDC1	1259.2828
MDFIC	842.5593	MDFIC	1469.1279
MDFI	481.3084	MDFI	159.3465
MDGA1	63.2638	MDGA1	96.9658
MDH1B	58.5909	MDH1B	86.1447
MDH1	1581.9554	MDH1	2467.2183
MDH2	2406.9015	MDH2	1877.1483
MDK	12249.1014	MDK	3284.7443
MDM1	1207.0453	MDM1	757.055
