gene_id	TCGA-BH-A1EW-01A-11R-A137-07	gene_id	TCGA-BH-A1EW-11B-33R-A137-07
RPL23A	4396.8368	RPL23A	4115.2132
RPL23P8	49.2451	RPL23P8	55.1666
RPL23	7447.5198	RPL23	12775.3024
RPL24	3117.5413	RPL24	6521.324
RPL26L1	242.9907	RPL26L1	167.1971
RPL26	7143.7815	RPL26	13373.8595
RPL27A	6052.8397	RPL27A	7737.9588
RPL27	5263.839	RPL27	6178.0182
RPL28	6347.5917	RPL28	5936.5585
RPL29	4034.1481	RPL29	5771.271
RPL30	9420.2013	RPL30	11356.8852
RPL31	4922.7175	RPL31	12180.3522
RPL32P3	58.821	RPL32P3	202.4698
RPL32	13283.9684	RPL32	14334.182
RPL34	4018.3321	RPL34	10675.5782
RPL35A	16690.8699	RPL35A	11853.8086
RPL35	3251.977	RPL35	3621.4725
RPL36AL	1637.3113	RPL36AL	2312.752
RPL36A	54.9964	RPL36A	88.2665
RPL36	3888.9288	RPL36	4020.5814
RPL37A	7413.7311	RPL37A	10385.9537
RPL37	8869.5183	RPL37	9885.4233
RPL38	4413.3717	RPL38	4574.7931
RPL39L	1156.3623	RPL39L	286.4418
RPL39	488.8569	RPL39	753.0236
RPL3	15803.0194	RPL3	29181.6253
RPL41	8643.7815	RPL41	10092.9344
RPL4	11619.6981	RPL4	23298.7481
RPL5	7215.3127	RPL5	18654.9586
RPL6	3706.3264	RPL6	7596.8597
RPL7A	8381.7398	RPL7A	11612.7732
RPL7L1	1490.2948	RPL7L1	1489.285
RPL7	1167.1459	RPL7	1681.0948
RPL8	14644.5004	RPL8	11991.9372
RPL9	1416.6068	RPL9	2519.6266
RPLP0P2	45.6506	RPLP0P2	16.3378
RPLP0	10021.5672	RPLP0	16942.0751
RPLP1	9825.3055	RPLP1	11965.8392
RPLP2	4554.9964	RPLP2	5796.7324
RPN1	3120.7764	RPN1	3092.5101
RPN2	11962.6132	RPN2	6344.1396
RPP14	487.4191	RPP14	521.1118
RPP21	169.6909	RPP21	137.2799
RPP25	95.2552	RPP25	73.6261
RPP30	397.1963	RPP30	561.638
RPP38	428.1093	RPP38	355.6079
RPP40	109.6334	RPP40	116.9107
RPRD1A	1939.6118	RPRD1A	1966.9001
RPRD1B	1562.5449	RPRD1B	984.9353
RPRD2	2401.5097	RPRD2	1968.1731
RPS10P7	40.9777	RPS10P7	77.6575
RPS10	2909.4177	RPS10	4288.1392
RPS11	11309.849	RPS11	15743.4755
RPS12	9710.9993	RPS12	13200.2971
RPS13	4034.867	RPS13	6712.073
RPS14	7222.8613	RPS14	11783.5773
RPS15AP10	5.7513	RPS15AP10	13.5795
RPS15A	7417.6851	RPS15A	9598.5572
RPS15	1228.2531	RPS15	1727.9864
RPS16	6091.3012	RPS16	6440.9081
RPS17	6868.7994	RPS17	10797.5812
RPS18	13822.4299	RPS18	25662.8474
RPS19BP1	630.8411	RPS19BP1	287.2905
RPS19	8509.3458	RPS19	8293.868
RPS20	8574.0474	RPS20	11916.6136
RPS21	3493.8893	RPS21	4031.4025
RPS23	6019.4105	RPS23	10856.3548
RPS24	10284.6873	RPS24	15974.5385
RPS25	4308.0518	RPS25	7824.7401
RPS26	739.3961	RPS26	932.9514
RPS27A	5121.8548	RPS27A	10501.167
RPS27L	739.7556	RPS27L	1247.8252
RPS27	89.8634	RPS27	922.7668
RPS28	166.7865	RPS28	287.5027
RPS29	2588.0661	RPS29	4662.8474
removed	removed	RPS2P32	5.3045
RPS2	6846.8728	RPS2	7969.4462
RPS3A	3582.3149	RPS3A	6570.1252
RPS3	16314.1625	RPS3	15104.8165
RPS4X	18007.1891	RPS4X	36676.0025
RPS5	6308.0518	RPS5	8047.3159
RPS6KA1	648.8138	RPS6KA1	812.4337
RPS6KA2	662.1136	RPS6KA2	1216.4227
RPS6KA3	1418.7635	RPS6KA3	2707.1929
RPS6KA4	423.7958	RPS6KA4	232.1239
RPS6KA5	163.5514	RPS6KA5	720.1358
RPS6KA6	231.1287	RPS6KA6	178.867
RPS6KB1	1728.6125	RPS6KB1	1458.7312
RPS6KB2	386.4127	RPS6KB2	264.163
RPS6KC1	799.4249	RPS6KC1	755.9941
RPS6KL1	63.9827	RPS6KL1	148.7375
RPS6	12605.6794	RPS6	26007.0019
RPS7	3033.7886	RPS7	4793.5498
RPS8	9001.7973	RPS8	14860.174
RPS9	6027.6779	RPS9	7274.9841
RPSAP58	3043.4939	RPSAP58	4894.547
RPSAP9	6.8296	RPSAP9	13.7916
RPSA	2496.7649	RPSA	4065.5633
RPTOR	1136.5924	RPTOR	647.1419
RPUSD1	285.4062	RPUSD1	168.4702
RPUSD2	164.9892	RPUSD2	122.003
RPUSD3	637.6707	RPUSD3	276.2572
RPUSD4	351.9051	RPUSD4	407.1717
RQCD1	338.9648	RQCD1	239.338
RRAD	26.5996	RRAD	11.2455
RRAGA	1536.3048	RRAGA	1602.8008
RRAGB	375.629	RRAGB	471.6741
RRAGC	524.3817	RRAGC	534.2669
RRAGD	190.5104	RRAGD	446.0004
RRAS2	279.6549	RRAS2	585.1899
RRAS	409.4177	RRAS	372.7986
RRBP1	6170.381	RRBP1	2958.6251
RREB1	1628.6844	RREB1	1768.7248
removed	removed	RRH	7.4263
RRM1	2455.4277	RRM1	1623.5943
RRM2B	1619.3386	RRM2B	1829.8324
RRM2	1160.3163	RRM2	325.2705
RRN3P1	18.3321	RRN3P1	53.4691
RRN3P2	8.9863	RRN3P2	14.6404
RRN3P3	35.2732	RRN3P3	46.2359
RRN3	2415.1689	RRN3	2168.258
RRP12	1528.7563	RRP12	665.818
RRP15	1338.2459	RRP15	907.4899
RRP1B	1265.6362	RRP1B	1133.4606
RRP1	472.6815	RRP1	238.2771
RRP7A	803.3789	RRP7A	325.0583
RRP7B	81.3192	RRP7B	91.9414
RRP8	351.5457	RRP8	256.5245
RRP9	241.9123	RRP9	144.9183
RRS1	742.9907	RRS1	274.9841
RSAD1	1047.8073	RSAD1	1030.766
RSAD2	1747.6636	RSAD2	547.8464
RSBN1L	592.1244	RSBN1L	670.6556
RSBN1	630.4817	RSBN1	1077.021
RSC1A1	617.8828	RSC1A1	811.3686
RSF1	1048.8857	RSF1	1255.2514
RSL1D1	4494.6082	RSL1D1	4716.3166
RSL24D1	1309.4896	RSL24D1	2422.2364
RSPH1	118.2602	RSPH1	72.7774
RSPH3	147.7354	RSPH3	260.7681
RSPH4A	48.1668	RSPH4A	36.9192
RSPH9	8.6269	RSPH9	8.4872
RSPO1	15.4565	RSPO1	148.3132
RSPO3	137.6707	RSPO3	279.8642
RSPO4	6.4702	RSPO4	16.9743
RSPRY1	487.0597	RSPRY1	514.7464
RSRC1	518.6916	RSRC1	284.5321
RSRC2	1262.4012	RSRC2	1463.1869
RSU1	1685.1186	RSU1	1397.4114
RTCD1	591.6607	RTCD1	571.8226
RTEL1	346.0208	RTEL1	337.6427
RTF1	2121.4953	RTF1	2384.6807
RTKN2	286.1251	RTKN2	264.3751
RTKN	899.7124	RTKN	458.519
RTN1	1347.9511	RTN1	1305.9622
RTN2	140.5464	RTN2	114.5767
RTN3	4317.3976	RTN3	4518.7778
RTN4IP1	152.4083	RTN4IP1	144.2818
RTN4RL1	818.4759	RTN4RL1	502.8644
RTN4RL2	38.1021	RTN4RL2	16.7621
RTN4R	80.5176	RTN4R	31.1903
RTN4	7780.7333	RTN4	9132.1876
RTP4	371.3156	RTP4	254.8271
RTTN	270.3091	RTTN	472.3106
RUFY1	1056.7937	RUFY1	1039.041
RUFY2	470.1653	RUFY2	698.2835
RUFY3	983.8246	RUFY3	1319.7539
RUFY4	15.816	removed	removed
RUNDC1	1952.9116	RUNDC1	1510.9272
RUNDC2A	63.2638	RUNDC2A	81.2646
RUNDC2C	32.6456	RUNDC2C	67.125
RUNDC3B	32.3508	RUNDC3B	44.3454
RUNX1T1	19.4105	RUNX1T1	139.1895
RUNX1	6851.5457	RUNX1	6669.6372
RUNX2	297.6276	RUNX2	214.3009
RUNX3	540.2588	RUNX3	290.0488
RUSC1	1367.7211	RUSC1	625.0796
RUSC2	291.8763	RUSC2	592.8283
RUVBL1	520.6147	RUVBL1	466.7388
RUVBL2	1323.5083	RUVBL2	669.8494
RWDD1	939.2523	RWDD1	950.7745
RWDD2A	191.5888	RWDD2A	169.3189
RWDD2B	255.931	RWDD2B	336.3038
RWDD3	102.4982	RWDD3	266.9234
RWDD4A	633.3573	RWDD4A	720.9845
removed	removed	RXFP1	6.7897
RXRA	2067.5773	RXRA	1338.2135
RXRB	799.7843	RXRB	835.9856
RYBP	1609.2739	RYBP	1881.1797
RYK	873.4723	RYK	1529.8112
RYR1	71.1718	RYR1	115.6376
RYR2	23.7239	RYR2	9.9724
removed	removed	RYR3	157.8612
S100A10	2708.1237	S100A10	2157.4369
S100A11	6788.2818	S100A11	3308.9327
S100A12	5.7513	removed	removed
S100A13	1416.9662	S100A13	1103.9677
S100A14	5911.215	S100A14	1380.2249
S100A16	1821.711	S100A16	1488.4362
S100A1	255.5715	S100A1	402.0794
S100A2	12.5809	S100A2	21.0057
S100A3	7.1891	removed	removed
S100A4	621.4953	S100A4	1414.3857
S100A6	2078.3609	S100A6	4829.8324
S100A8	133.3573	S100A8	43.2845
S100A9	594.8958	S100A9	102.6947
S100B	39.8994	S100B	464.46
S100PBP	907.6204	S100PBP	935.2854
S100P	387.8505	S100P	90.1761
S1PR1	1147.0165	S1PR1	1159.983
S1PR2	380.3019	S1PR2	318.9052
S1PR3	754.8454	S1PR3	393.5731
S1PR4	59.6693	S1PR4	12.3064
S1PR5	76.2042	S1PR5	13.7916
SAA1	315.9597	SAA1	5800.5517
SAA2	132.9978	SAA2	2067.8973
removed	removed	SAA4	19.7327
SAAL1	144.5004	SAAL1	197.7509
SAC3D1	110.7117	SAC3D1	48.589
SACM1L	1023.3645	SACM1L	1289.6244
SACS	861.2509	SACS	1803.5222
SAE1	1671.8188	SAE1	1279.4398
SAFB2	998.9216	SAFB2	730.1082
SAFB	1468.7275	SAFB	1022.9153
SALL1	61.1071	SALL1	12.9429
SALL2	530.5536	SALL2	850.2016
removed	removed	SALL4	6.3654
SAMD10	75.1258	SAMD10	93.1466
SAMD11	178.821	SAMD11	27.1865
SAMD12	1141.6247	SAMD12	964.7783
removed	removed	SAMD13	24.6128
SAMD14	7.1891	removed	removed
SAMD1	243.3501	SAMD1	141.3113
SAMD3	27.6779	SAMD3	25.8858
SAMD4A	476.2761	SAMD4A	1259.7072
SAMD4B	2458.3034	SAMD4B	1582.4316
SAMD5	126.5277	SAMD5	584.129
SAMD8	180.4457	SAMD8	271.8014
SAMD9L	962.2574	SAMD9L	1442.6056
SAMD9	991.3731	SAMD9	1426.9043
SAMHD1	1758.706	SAMHD1	1161.6465
SAMM50	895.0395	SAMM50	809.8875
SAMSN1	335.3702	SAMSN1	182.8984
SAP130	747.3041	SAP130	670.9102
SAP18	2369.5183	SAP18	3301.5065
SAP30BP	1268.8713	SAP30BP	810.9484
SAP30L	998.2027	SAP30L	1683.4288
SAP30	226.8152	SAP30	138.9773
SAPS1	2430.9849	SAPS1	925.313
SAPS2	592.0201	SAPS2	718.8627
SAPS3	2729.6909	SAPS3	3093.3588
SAR1A	3082.3149	SAR1A	3400.1697
SAR1B	654.9245	SAR1B	651.602
SARDH	93.8174	SARDH	45.4063
SARM1	76.3695	SARM1	367.857
SARNP	718.5191	SARNP	706.8067
SARS2	159.6945	SARS2	197.5387
SARS	1722.8613	SARS	2040.5262
SART1	654.9245	SART1	329.0898
SART3	1081.596	SART3	951.8353
SASH1	1861.9698	SASH1	3019.3083
SASH3	304.8167	SASH3	213.8765
SASS6	154.5651	SASS6	208.9964
SAT1	3563.9827	SAT1	3949.2892
SAT2	448.2387	SAT2	523.4458
SATB1	369.5183	SATB1	730.7447
SATB2	66.1395	SATB2	253.9784
removed	removed	SATL1	12.0942
SAV1	689.4321	SAV1	1476.5542
SBDSP1	382.8181	SBDSP1	529.3868
SBDS	1393.2423	SBDS	2202.631
SBF1	1247.3041	SBF1	820.2843
SBF2	1048.2279	SBF2	1829.739
SBK1	1034.867	SBK1	401.4428
SBNO1	699.8562	SBNO1	867.3881
SBNO2	2269.5902	SBNO2	1066.1999
SC4MOL	2275.7009	SC4MOL	1129.2171
SC5DL	889.6477	SC5DL	1577.3393
SC65	1077.2825	SC65	326.3314
SCAF1	1307.3329	SCAF1	595.5867
SCAI	333.9324	SCAI	585.4021
SCAMP1	1918.404	SCAMP1	2683.0045
SCAMP2	1595.2552	SCAMP2	1565.0329
SCAMP3	2247.3041	SCAMP3	1026.3102
SCAMP4	1268.8713	SCAMP4	1291.3219
SCAMP5	179.7268	SCAMP5	308.7206
SCAND1	286.1251	SCAND1	178.2304
SCAND2	336.8081	SCAND2	419.6902
SCAND3	88.4256	SCAND3	199.6605
SCAPER	221.4234	SCAPER	487.1632
SCAP	1374.4968	SCAP	1224.4112
SCARA3	395.399	SCARA3	562.0624
SCARA5	123.652	SCARA5	287.2905
SCARB1	956.8656	SCARB1	869.5099
SCARB2	11130.1222	SCARB2	10492.6798
SCARF1	186.5564	SCARF1	159.1343
SCARF2	65.4206	SCARF2	81.6889
removed	removed	SCARNA9	10.1846
SCCPDH	3426.312	SCCPDH	1784.6382
SCD5	123.2926	SCD5	392.9557
SCD	24983.8246	SCD	34740.7172
SCFD1	800.5032	SCFD1	1172.5016
SCFD2	368.44	SCFD2	398.2601
SCG2	176.1323	SCG2	13.1551
removed	removed	SCG3	9.1237
SCG5	66.1395	SCG5	134.0972
SCGB1D2	299.0654	SCGB1D2	273.0745
SCGB2A1	21.2078	SCGB2A1	17.6109
SCGB2A2	1308.7707	SCGB2A2	1987.4814
removed	removed	SCGB3A1	245.4912
SCHIP1	158.7671	SCHIP1	334.8186
SCIN	31.2725	SCIN	80.6281
SCLT1	198.059	SCLT1	191.3855
SCLY	196.7362	SCLY	112.1473
SCMH1	737.5988	SCMH1	981.9648
SCML1	108.1955	SCML1	291.7462
SCML2	23.7239	SCML2	92.2979
SCML4	16.5349	SCML4	44.1332
SCN11A	16.1754	SCN11A	20.157
SCN1B	113.5873	SCN1B	103.9677
SCN2A	20.4889	SCN2A	158.0734
SCN2B	7.1891	SCN2B	75.9601
SCN3A	16.5349	SCN3A	158.4978
SCN3B	26.5996	SCN3B	110.1209
SCN4A	7.908	SCN4A	105.2408
SCN4B	110.7117	SCN4B	510.2907
removed	removed	SCN5A	47.3159
SCN7A	15.816	SCN7A	410.7787
SCN8A	86.6283	SCN8A	203.2676
SCN9A	23.3645	SCN9A	60.8954
SCNM1	461.8979	SCNM1	288.5635
SCNN1A	5659.238	SCNN1A	2205.1772
SCNN1B	32.7103	SCNN1B	126.0344
SCNN1D	38.1021	SCNN1D	100.5729
SCNN1G	5.3918	SCNN1G	70.6556
SCO1	558.5909	SCO1	572.0348
SCO2	563.6233	SCO2	261.6168
SCOC	1999.2811	SCOC	2677.0634
SCP2	2393.6017	SCP2	3498.6208
SCPEP1	1650.9705	SCPEP1	2427.5408
SCRG1	10.4242	SCRG1	5.941
SCRIB	1101.7254	SCRIB	660.3013
SCRN1	1399.353	SCRN1	1651.3898
SCRN2	261.3228	SCRN2	299.3847
SCRN3	334.6513	SCRN3	458.9433
SCUBE1	177.2106	SCUBE1	209.2086
SCUBE2	2960.1006	SCUBE2	5200.9336
SCUBE3	135.514	SCUBE3	33.7365
SCYL1	1298.4795	SCYL1	828.2559
SCYL2	1416.2473	SCYL2	1282.6225
SCYL3	791.8692	SCYL3	700.1082
SDAD1	1502.1567	SDAD1	1257.3732
SDC1	3765.6362	SDC1	1632.718
SDC2	750.8986	SDC2	1420.1146
SDC3	2346.1538	SDC3	2174.6234
SDC4	6988.8569	SDC4	8568.8521
SDCBP2	70.6866	SDCBP2	46.951
SDCBP	4510.4242	SDCBP	3900.2758
SDCCAG1	913.7311	SDCCAG1	1311.4789
SDCCAG3	574.0474	SDCCAG3	453.8511
SDCCAG8	582.3149	SDCCAG8	551.4534
SDF2L1	290.0791	SDF2L1	81.0524
SDF2	1127.2466	SDF2	754.2966
SDF4	2475.9166	SDF4	1296.202
SDHAF1	148.4543	SDHAF1	98.0267
SDHAF2	495.6866	SDHAF2	506.2593
SDHAP1	374.1912	SDHAP1	319.9661
SDHAP2	410.1366	SDHAP2	255.2514
SDHAP3	135.1546	SDHAP3	162.317
SDHA	2333.9324	SDHA	1554.4239
SDHB	1037.3832	SDHB	1224.9098
SDHC	3089.504	SDHC	2237.004
SDHD	893.9612	SDHD	1315.9346
SDK1	248.023	SDK1	150.2228
SDK2	389.2883	SDK2	399.5332
SDPR	166.427	SDPR	1290.261
SDR16C5	139.468	SDR16C5	335.8795
SDR39U1	245.629	SDR39U1	368.9688
SDR42E1	200.9346	SDR42E1	269.6796
SDSL	228.6125	SDSL	58.1371
SDS	886.4127	SDS	66.8364
SEC11A	2073.688	SEC11A	2097.8146
SEC11C	968.3681	SEC11C	846.8067
SEC13	2932.7822	SEC13	1266.7091
SEC14L1	2739.3961	SEC14L1	2171.6529
SEC14L2	2899.4788	SEC14L2	3424.844
SEC14L5	6.8296	SEC14L5	15.7013
SEC16A	4408.3393	SEC16A	4324.8462
SEC16B	209.1229	SEC16B	406.5945
removed	removed	SEC1	7.4263
SEC22A	186.9159	SEC22A	333.3333
SEC22B	1233.2854	SEC22B	1549.3316
SEC22C	580.1582	SEC22C	675.7904
SEC23A	1358.7347	SEC23A	1265.436
SEC23B	3968.3681	SEC23B	2545.7246
SEC23IP	1824.5866	SEC23IP	2065.139
SEC24A	1938.5334	SEC24A	1688.3089
SEC24B	2136.9518	SEC24B	2068.1095
SEC24C	3088.0661	SEC24C	2942.7116
SEC24D	4134.0762	SEC24D	1902.3976
SEC31A	7289.6729	SEC31A	5021.7865
SEC31B	36.7254	SEC31B	319.8451
SEC61A1	4149.0906	SEC61A1	4131.3113
SEC61A2	229.051	SEC61A2	210.8614
SEC61B	1397.5557	SEC61B	886.0598
SEC61G	793.6736	SEC61G	608.1052
SEC62	9483.1057	SEC62	6271.377
SEC63	3816.6786	SEC63	4042.648
SECISBP2L	1416.9662	SECISBP2L	3116.9107
SECISBP2	1078.3609	SECISBP2	1388.4999
SECTM1	1168.2243	SECTM1	237.2162
SEH1L	806.9734	SEH1L	1026.9467
removed	removed	SEL1L2	14.4282
SEL1L3	627.2466	SEL1L3	862.2958
SEL1L	3764.1984	SEL1L	5590.9187
SELENBP1	1944.2847	SELENBP1	1588.7969
SELE	1194.105	SELE	634.6276
SELK	466.2114	SELK	444.5152
SELL	1074.0474	SELL	77.021
SELM	716.3911	SELM	424.3582
SELO	253.0554	SELO	138.9773
SELPLG	514.0187	SELPLG	193.083
SELP	586.9878	SELP	329.7263
SELS	1364.1265	SELS	844.2606
SELT	2749.4608	SELT	2065.139
SEMA3A	37.3832	SEMA3A	139.1895
SEMA3B	1585.55	SEMA3B	347.7615
SEMA3C	1384.9748	SEMA3C	5644.1757
SEMA3D	58.2315	SEMA3D	671.3346
SEMA3E	178.6485	SEMA3E	580.0976
SEMA3F	1586.2689	SEMA3F	1030.766
SEMA3G	768.1524	SEMA3G	1115.8498
SEMA4A	694.8239	SEMA4A	650.5411
SEMA4B	4810.9274	SEMA4B	1333.9699
SEMA4C	1002.1567	SEMA4C	862.9323
SEMA4D	784.6873	SEMA4D	567.3669
SEMA4F	408.3393	SEMA4F	223.2124
SEMA4G	332.1028	SEMA4G	238.9773
SEMA5A	780.0144	SEMA5A	2550.6047
SEMA5B	30.1941	SEMA5B	12.3064
SEMA6A	732.5665	SEMA6A	1663.9083
SEMA6B	1103.5226	SEMA6B	266.2847
SEMA6C	142.7031	SEMA6C	171.8651
SEMA6D	86.9878	SEMA6D	387.2268
SEMA7A	163.5514	SEMA7A	73.2018
SENP1	915.1689	SENP1	928.92
SENP2	2339.3242	SENP2	1199.2362
SENP3	872.7714	SENP3	768.5954
SENP5	3144.8598	SENP5	1374.9204
SENP6	2100.647	SENP6	3027.7955
SENP7	299.4249	SENP7	789.094
SENP8	52.1208	SENP8	71.7165
SEP15	2190.151	SEP15	2670.2737
SEPHS1	1346.5133	SEPHS1	1246.3399
SEPHS2	3199.8562	SEPHS2	1955.8668
SEPN1	3166.7865	SEPN1	2784.2139
SEPP1	14158.8785	SEPP1	18661.0948
SEPSECS	420.9202	SEPSECS	698.7057
SEPT10	929.1876	SEPT10	2321.6635
SEPT11	4345.4349	SEPT11	3375.9813
SEPT1	68.6556	SEPT1	84.0229
SEPT2	9211.7182	SEPT2	10110.7575
SEPT3	549.6046	SEPT3	167.4093
SEPT4	189.7915	SEPT4	252.9175
SEPT5	734.0043	SEPT5	400.5941
SEPT6	991.7326	SEPT6	970.9315
SEPT7P2	116.8224	SEPT7P2	276.4693
SEPT7	3187.6348	SEPT7	3782.3043
SEPT8	2283.5191	SEPT8	1464.5385
SEPT9	11084.1121	SEPT9	3536.3887
SEPW1	2404.3853	SEPW1	1756.8428
SEPX1	435.6578	SEPX1	211.7547
SERAC1	274.6226	SERAC1	405.8986
SERBP1	5318.4759	SERBP1	6191.1734
SERF1A	452.5521	SERF1A	432.6331
SERF2	3628.8641	SERF2	2900.8551
SERGEF	184.0403	SERGEF	260.1316
SERHL2	24.0007	SERHL2	121.0864
SERHL	256.2904	SERHL	185.0202
SERINC1	6210.2804	SERINC1	10345.0032
SERINC2	3184.0403	SERINC2	2420.5389
SERINC3	3905.8231	SERINC3	3622.3212
removed	removed	SERINC4	8.084
SERINC5	606.0388	SERINC5	386.1659
SERP1	6671.3336	SERP1	5341.4683
SERP2	13.6592	SERP2	34.373
SERPINA11	101.7254	SERPINA11	96.9658
SERPINA1	3608.1955	SERPINA1	823.8914
SERPINA3	22996.046	SERPINA3	9213.24
SERPINA5	2717.4694	SERPINA5	2342.0327
SERPINA6	196.9806	SERPINA6	204.965
SERPINB1	1568.6556	SERPINB1	985.5718
removed	removed	SERPINB2	6.7897
SERPINB5	58.2315	SERPINB5	815.8286
SERPINB6	1544.5723	SERPINB6	1804.3709
SERPINB8	248.3825	SERPINB8	272.2258
SERPINB9	890.0072	SERPINB9	591.1309
SERPINE1	915.5284	SERPINE1	1178.867
SERPINE2	1437.8145	SERPINE2	661.5744
SERPINF1	2240.4745	SERPINF1	3558.8797
SERPINF2	50.3235	SERPINF2	44.7698
SERPING1	4469.087	SERPING1	6494.3879
SERPINH1	2953.271	SERPINH1	1386.8025
SERPINI1	297.9871	SERPINI1	225.122
SERTAD1	418.404	SERTAD1	412.6883
SERTAD2	1307.3329	SERTAD2	1568.8521
SERTAD3	832.1352	SERTAD3	942.9238
SERTAD4	641.2653	SERTAD4	448.3344
SESN1	384.6154	SESN1	1088.6909
SESN2	382.8181	SESN2	446.4248
SESN3	115.3846	SESN3	420.3268
SESTD1	2660.6758	SESTD1	2314.4494
SETBP1	845.0755	SETBP1	1354.7634
SETD1A	916.9662	SETD1A	669.425
SETD1B	722.1423	SETD1B	826.4375
SETD2	2290.798	SETD2	2791.2158
SETD3	1116.1035	SETD3	1552.3021
SETD4	185.1186	SETD4	346.0641
SETD5	6176.4917	SETD5	3798.4299
SETD6	253.6952	SETD6	453.0214
SETD7	4414.8095	SETD7	4672.8199
SETD8	577.2825	SETD8	661.15
SETDB1	1330.3379	SETDB1	1323.9975
SETDB2	196.9806	SETDB2	445.1517
SETMAR	788.2818	SETMAR	605.3469
SETX	4457.225	SETX	3665.6058
SET	7082.6743	SET	6410.1422
SEZ6L2	949.317	SEZ6L2	1151.708
SF1	3629.0439	SF1	3578.4002
SF3A1	3092.6815	SF3A1	2716.9298
SF3A2	376.7074	SF3A2	514.5343
SF3A3	1547.4479	SF3A3	1646.5097
SF3B14	887.491	SF3B14	1055.3787
SF3B1	7781.0927	SF3B1	10401.4428
SF3B2	3308.7707	SF3B2	2935.2854
SF3B3	3455.7872	SF3B3	2953.745
SF3B4	2107.1172	SF3B4	1259.9194
SF3B5	777.1387	SF3B5	584.7655
SF4	363.4076	SF4	325.0583
SFI1	400.4313	SFI1	288.9879
SFMBT1	297.9871	SFMBT1	420.7511
SFMBT2	127.9655	SFMBT2	239.338
SFN	849.7484	SFN	319.1173
SFPQ	4618.1165	SFPQ	4549.6457
SFRP1	2388.2099	SFRP1	14749.2043
SFRP2	6905.1042	SFRP2	3758.1158
SFRP4	5004.3134	SFRP4	2047.3159
SFRS11	2708.8426	SFRS11	4588.5848
SFRS12IP1	845.4349	SFRS12IP1	1030.1294
SFRS12	1817.757	SFRS12	2523.658
SFRS13A	1760.6039	SFRS13A	1987.4814
SFRS13B	15.4565	SFRS13B	37.1313
SFRS14	1483.8318	SFRS14	2037.5557
SFRS15	1041.6966	SFRS15	1017.6109
SFRS16	292.2358	SFRS16	314.8738
SFRS17A	920.5607	SFRS17A	678.7609
SFRS18	1461.5385	SFRS18	3184.3836
SFRS1	5389.2883	SFRS1	4841.7144
SFRS2B	640.5464	SFRS2B	1191.1734
SFRS2IP	4095.6147	SFRS2IP	5347.9737
SFRS2	3583.3429	SFRS2	3399.4759
SFRS3	4735.8016	SFRS3	5911.7335
SFRS4	1684.0403	SFRS4	1368.1307
SFRS5	1992.4515	SFRS5	6216.6348
SFRS6	4450.3954	SFRS6	5521.324
SFRS7	2138.7491	SFRS7	2418.8415
SFRS8	603.8821	SFRS8	704.4345
SFRS9	1360.1725	SFRS9	1078.5063
SFT2D1	441.7685	SFT2D1	488.4362
SFT2D2	104.5758	SFT2D2	113.3036
SFT2D3	210.9993	SFT2D3	274.3475
SFTPA2	8.9863	SFTPA2	18.8839
SFTPD	6.8296	SFTPD	6.1532
SFXN1	1071.5313	SFXN1	717.1653
SFXN2	1293.3142	SFXN2	1199.4483
SFXN3	860.532	SFXN3	739.2319
SFXN4	274.2631	SFXN4	348.398
SFXN5	751.977	SFXN5	241.4598
SGCA	5.7513	removed	removed
SGCB	1378.1452	SGCB	1674.7295
SGCD	235.4421	SGCD	686.1871
SGCE	262.7606	SGCE	1092.7223
SGCG	14.7376	SGCG	50.923
SGEF	818.8354	SGEF	743.4755
SGIP1	83.7527	SGIP1	85.0838
SGK196	79.4393	SGK196	80.8402
SGK1	760.9633	SGK1	1509.442
SGK223	425.9526	SGK223	1436.4524
SGK269	1254.4932	SGK269	2014.4282
removed	removed	SGK2	114.7889
SGK3	1906.6427	SGK3	4648.0119
SGK494	47.5917	SGK494	77.91
SGMS1	782.89	SGMS1	697.2205
SGMS2	697.34	SGMS2	828.2877
SGOL1	227.5341	SGOL1	53.8935
SGOL2	200.9346	SGOL2	190.5368
SGPL1	3272.8253	SGPL1	3083.1742
SGPP1	312.0058	SGPP1	909.6117
SGPP2	76.5636	SGPP2	18.0352
SGSH	656.0029	SGSH	704.6467
SGSM1	37.3832	SGSM1	84.8716
SGSM2	739.7556	SGSM2	1539.3592
SGSM3	617.5413	SGSM3	669.8494
SGTA	1050.3235	SGTA	784.2139
SGTB	275.0036	SGTB	342.8453
SH2B1	544.2128	SH2B1	614.4706
SH2B2	25.8807	SH2B2	21.4301
SH2B3	1072.6096	SH2B3	1074.687
SH2D1A	120.0575	SH2D1A	58.7736
SH2D1B	10.7836	SH2D1B	5.3045
SH2D2A	155.6434	SH2D2A	35.8583
SH2D3A	141.9842	SH2D3A	150.6471
SH2D3C	298.3465	SH2D3C	292.3828
SH2D4A	156.7218	SH2D4A	518.5657
removed	removed	SH2D4B	5.7288
SH3BGRL2	342.5593	SH3BGRL2	1052.8326
SH3BGRL3	2468.0086	SH3BGRL3	1208.572
SH3BGRL	14470.5104	SH3BGRL	11867.3753
SH3BGR	117.1819	SH3BGR	90.6005
SH3BP1	289.7088	SH3BP1	152.3679
SH3BP2	863.4076	SH3BP2	1440.6959
SH3BP4	2564.7017	SH3BP4	2566.7303
