gene_id	TCGA-BH-A0H5-01A-21R-A115-07	gene_id	TCGA-BH-A0H5-11A-62R-A115-07
C6orf127	11.2895	removed	removed
C6orf129	261.1639	C6orf129	71.0428
C6orf130	527.4721	C6orf130	567.4823
C6orf132	191.5453	C6orf132	311.1757
C6orf134	164.0742	C6orf134	277.1084
C6orf136	189.2874	C6orf136	158.7038
C6orf138	8.6553	C6orf138	8.3091
C6orf141	23.3316	C6orf141	90.9846
removed	removed	C6orf142	5.4009
C6orf145	403.0354	C6orf145	1135.0229
removed	removed	C6orf147	9.3893
C6orf150	113.2714	C6orf150	51.9319
C6orf153	796.6628	C6orf153	433.7349
C6orf154	30.1053	C6orf154	18.28
C6orf155	30.858	C6orf155	143.7474
removed	removed	C6orf15	9.14
C6orf162	80.4453	C6orf162	136.2235
removed	removed	C6orf163	31.5746
removed	removed	C6orf164	27.8812
C6orf165	41.0486	C6orf165	23.5688
C6orf167	214.8769	C6orf167	370.1703
C6orf168	91.445	C6orf168	275.8621
C6orf170	143.3767	C6orf170	206.0656
C6orf174	53.9413	C6orf174	217.8064
C6orf182	140.7425	C6orf182	128.791
C6orf186	9.4079	removed	removed
C6orf192	288.2587	C6orf192	517.6568
C6orf1	521.5752	C6orf1	184.0465
C6orf201	11.7035	C6orf201	21.6369
C6orf203	205.0927	C6orf203	174.4911
C6orf204	70.7476	C6orf204	85.5837
removed	removed	C6orf208	6.909
C6orf211	2043.0243	C6orf211	1653.0951
C6orf217	9.7842	C6orf217	19.9418
removed	removed	C6orf223	47.8812
C6orf225	165.9557	C6orf225	223.5147
C6orf226	75.2634	C6orf226	61.9028
C6orf26	16.8025	C6orf26	36.9049
C6orf27	32.3633	C6orf27	72.7046
C6orf35	376.6932	C6orf35	471.9568
removed	removed	C6orf41	10.3864
C6orf47	783.4917	C6orf47	659.7424
C6orf48	1635.4731	C6orf48	1624.4287
C6orf52	8.6553	C6orf52	6.2318
C6orf57	72.2528	C6orf57	119.651
removed	removed	C6orf59	9.9709
C6orf62	4041.0072	C6orf62	3384.6614
C6orf64	756.3969	C6orf64	809.7216
C6orf70	379.7037	C6orf70	452.015
C6orf72	624.686	C6orf72	904.4454
C6orf89	2680.8814	C6orf89	3291.2339
C6orf97	649.8992	C6orf97	869.9626
C6	11.2895	removed	removed
C7orf10	10.1606	C7orf10	51.101
C7orf11	357.8773	C7orf11	348.1512
C7orf13	69.9949	C7orf13	175.7374
C7orf23	426.6568	C7orf23	325.4715
C7orf25	279.8029	C7orf25	312.4304
C7orf26	510.2857	C7orf26	470.7104
C7orf27	861.3893	C7orf27	890.3199
C7orf28A	821.8761	C7orf28A	658.0806
C7orf28B	544.9068	C7orf28B	457.0004
C7orf29	432.0118	C7orf29	216.8675
C7orf30	249.1218	C7orf30	260.0748
C7orf31	131.3346	C7orf31	143.7474
C7orf36	174.611	C7orf36	219.7757
C7orf40	193.4269	C7orf40	278.7703
C7orf41	739.839	C7orf41	2868.3008
C7orf42	3162.1907	C7orf42	3159.5347
C7orf43	413.1959	C7orf43	262.983
C7orf44	598.7201	C7orf44	616.5351
C7orf46	49.2975	C7orf46	225.592
C7orf47	199.0716	C7orf47	150.3947
C7orf49	615.1915	C7orf49	514.9273
C7orf50	978.4239	C7orf50	636.4769
C7orf51	5.2684	C7orf51	60.241
removed	removed	C7orf53	18.6955
C7orf55	143.373	C7orf55	225.779
C7orf58	282.2377	C7orf58	394.6822
C7orf59	1049.1714	C7orf59	675.5297
C7orf60	271.3245	C7orf60	466.1404
C7orf63	123.4319	C7orf63	282.5093
C7orf64	253.6376	C7orf64	334.8567
C7orf68	355.6194	C7orf68	265.0602
C7orf70	405.6696	C7orf70	425.8413
C7	3812.0899	C7	181.9693
C8orf30A	558.4542	C8orf30A	292.0648
C8orf31	7.9027	C8orf31	5.4009
C8orf33	1002.8845	C8orf33	1095.1392
removed	removed	C8orf34	12.8791
C8orf37	75.2634	C8orf37	106.7719
C8orf38	302.9351	C8orf38	213.9593
removed	removed	C8orf39	9.9709
C8orf40	557.7016	C8orf40	628.5833
C8orf41	340.3711	C8orf41	272.7378
C8orf42	221.6506	C8orf42	494.8068
C8orf44	29.0931	C8orf44	51.8072
C8orf45	18.4395	C8orf45	61.9028
C8orf46	16.9343	C8orf46	43.6228
C8orf47	8.279	C8orf47	20.3573
C8orf48	12.4185	C8orf48	34.8982
C8orf4	3109.8826	C8orf4	3471.5413
C8orf51	39.137	C8orf51	41.5455
C8orf55	509.9094	C8orf55	738.2634
C8orf58	158.0531	C8orf58	229.3311
C8orf59	503.4104	C8orf59	519.2937
C8orf73	91.0687	C8orf73	54.84
C8orf76	313.5134	C8orf76	248.0723
removed	removed	C8orf77	6.6473
C8orf79	108.7556	C8orf79	668.467
C8orf80	124.5609	C8orf80	12.4636
C8orf83	891.4947	C8orf83	803.4898
C8orf84	110.6372	C8orf84	694.6406
C8orf85	117.7872	C8orf85	276.693
C9orf100	81.7737	C9orf100	32.8749
C9orf102	137.3745	C9orf102	256.452
C9orf103	124.1846	C9orf103	101.7865
C9orf109	19.5685	C9orf109	22.0191
C9orf110	140.7425	C9orf110	115.4965
C9orf114	594.7462	C9orf114	489.9751
C9orf116	186.2769	C9orf116	62.7337
C9orf117	30.1053	C9orf117	13.2946
C9orf119	316.8588	C9orf119	280.0166
C9orf122	12.7948	C9orf122	53.5937
C9orf123	641.9966	C9orf123	700.457
C9orf125	25.2132	C9orf125	115.081
C9orf128	6.0211	C9orf128	8.7246
C9orf129	118.5586	C9orf129	94.2833
C9orf130	94.6663	C9orf130	199.2273
removed	removed	C9orf131	6.2318
C9orf139	21.3033	removed	removed
C9orf140	164.0742	C9orf140	141.2547
C9orf142	416.9591	C9orf142	224.3457
C9orf150	1221.9009	C9orf150	1076.0283
C9orf152	1105.619	C9orf152	960.1163
C9orf156	356.7484	C9orf156	404.2376
C9orf163	6.0211	C9orf163	11.6327
C9orf167	286.3771	C9orf167	75.6128
C9orf169	9.0316	removed	removed
C9orf16	697.3152	C9orf16	488.9904
C9orf172	38.7606	C9orf172	9.5555
C9orf21	167.461	C9orf21	170.3365
C9orf23	296.5377	C9orf23	321.5621
C9orf25	337.5562	C9orf25	402.1604
C9orf30	189.6411	C9orf30	171.2796
C9orf37	138.8609	C9orf37	118.8201
C9orf3	146.9668	C9orf3	506.693
C9orf40	118.5398	C9orf40	144.5783
C9orf41	162.1926	C9orf41	194.8484
C9orf43	16.5579	C9orf43	22.4346
C9orf45	129.8293	C9orf45	226.8384
C9orf46	739.0863	C9orf46	372.6631
C9orf47	10.2132	C9orf47	28.9074
C9orf5	1297.5406	C9orf5	2696.3025
C9orf64	483.5672	C9orf64	454.9231
C9orf66	17.6869	C9orf66	39.3228
C9orf68	60.9633	C9orf68	90.5692
C9orf69	824.5103	C9orf69	649.356
C9orf6	442.5486	C9orf6	569.5887
C9orf72	205.8453	C9orf72	488.1595
C9orf78	1723.9076	C9orf78	1294.1421
C9orf7	878.6999	C9orf7	543.415
C9orf80	255.5192	C9orf80	285.0021
C9orf82	378.5748	C9orf82	474.865
C9orf85	167.0847	C9orf85	238.8866
C9orf86	1922.9792	C9orf86	1356.8758
C9orf89	275.8403	C9orf89	222.6838
C9orf91	1269.6931	C9orf91	965.9327
C9orf93	64.7265	C9orf93	196.0947
C9orf95	428.6249	C9orf95	395.5131
C9orf96	6.3974	C9orf96	32.8209
C9orf98	91.0687	C9orf98	51.9319
C9orf9	156.9241	C9orf9	208.1429
CA11	157.6768	CA11	375.5713
CA12	5318.1101	CA12	4266.7221
CA13	53.5612	CA13	197.6485
CA14	30.858	CA14	14.5409
CA2	1568.4887	CA2	3554.6323
CA3	65.355	CA3	205.3428
CA4	33.4922	CA4	338.5958
CA5BP	170.8479	CA5BP	192.7711
CA5B	303.9097	CA5B	412.555
CA6	45.158	CA6	71.0428
CA8	222.4033	CA8	440.7977
CAB39L	448.1934	CAB39L	2105.941
CAB39	2868.2872	CAB39	1999.5845
CABC1	933.0288	CABC1	1666.9796
CABIN1	1959.482	CABIN1	1422.5177
CABLES1	672.4783	CABLES1	879.5181
CABLES2	214.1243	CABLES2	216.452
CABP1	6.7737	CABP1	19.9418
CABP4	29.729	CABP4	39.2771
CABYR	178.7505	CABYR	161.612
CACHD1	251.3797	CACHD1	1387.204
CACNA1A	31.6106	CACNA1A	24.9273
CACNA1C	179.5031	CACNA1C	802.2393
CACNA1D	253.2613	CACNA1D	329.8712
CACNA1E	6.7737	removed	removed
CACNA1F	18.8158	CACNA1F	36.9755
CACNA1G	10.1606	CACNA1G	42.3764
CACNA1H	30.4817	CACNA1H	60.241
CACNA1I	58.7054	CACNA1I	18.28
CACNA2D1	46.287	CACNA2D1	173.6602
CACNA2D2	110.2608	CACNA2D2	240.9639
CACNA2D3	13.9237	removed	removed
CACNA2D4	73.0055	CACNA2D4	61.0719
CACNB1	94.8319	CACNB1	152.8874
CACNB2	11.6658	CACNB2	70.6273
CACNB3	469.2671	CACNB3	366.8467
CACNB4	77.5213	CACNB4	272.123
CACNG1	59.8344	CACNG1	6.6473
CACNG4	1695.3075	CACNG4	599.086
removed	removed	CACNG6	5.8164
CACYBP	1296.0353	CACYBP	774.408
CADM1	882.8394	CADM1	1141.6701
CADM2	12.7948	CADM2	31.99
CADM3	269.3112	CADM3	1191.3752
CADM4	456.8487	CADM4	813.0453
CADPS2	1069.1162	CADPS2	1698.3797
CAD	1237.7062	CAD	1262.5675
CALB2	48.1686	CALB2	250.9348
CALCOCO1	1679.5022	CALCOCO1	3853.3444
CALCOCO2	2674.1077	CALCOCO2	2320.7312
CALCRL	287.8824	CALCRL	348.9821
CALCR	6.7737	CALCR	36.1446
CALD1	4303.9361	CALD1	8495.6377
CALHM2	599.8491	CALHM2	511.425
CALM1	5559.3292	CALM1	4566.2651
CALM2	10015.6736	CALM2	7385.1267
CALM3	6013.5436	CALM3	3368.0931
CALML3	101.2292	CALML3	702.5343
CALML4	258.906	CALML4	358.1221
CALML5	29.729	CALML5	628.5833
CALN1	6.0211	CALN1	38.6373
CALR	16042.7646	CALR	7265.0602
CALU	2416.707	CALU	2398.4213
CAMK1D	162.1926	CAMK1D	64.3955
CAMK1	220.4464	CAMK1	221.1882
CAMK2B	21.8264	CAMK2B	296.6348
CAMK2D	851.9814	CAMK2D	1156.2111
CAMK2G	671.3493	CAMK2G	827.5862
CAMK2N1	929.1264	CAMK2N1	1045.7
CAMK2N2	5.6448	CAMK2N2	12.0482
CAMK4	89.1871	CAMK4	13.71
CAMKK1	256.2718	CAMKK1	267.9684
CAMKK2	1455.97	CAMKK2	1705.8579
CAMLG	899.7736	CAMLG	1032.8209
CAMSAP1L1	711.9915	CAMSAP1L1	1542.1687
CAMSAP1	660.0598	CAMSAP1	1149.9792
CAMTA1	384.2195	CAMTA1	693.8097
CAMTA2	1514.2991	CAMTA2	1205.2347
CAND1	2986.827	CAND1	3023.6809
CAND2	80.9081	CAND2	86.4146
CANT1	2665.4524	CANT1	1832.5717
CANX	14444.5469	CANX	16284.5866
CAP1	8955.9653	CAP1	5057.7482
CAP2	629.9544	CAP2	510.5941
CAPG	4923.3537	CAPG	1743.2489
CAPN10	197.2051	CAPN10	235.0021
CAPN11	19.1922	CAPN11	184.8774
CAPN12	72.2566	CAPN12	75.1143
CAPN13	345.4589	CAPN13	353.5521
CAPN14	6.7737	removed	removed
CAPN1	3782.3609	CAPN1	3369.7549
CAPN2	3628.8236	CAPN2	3959.2854
CAPN3	105.7714	CAPN3	247.7939
CAPN5	228.8007	CAPN5	266.3066
CAPN6	209.2322	CAPN6	545.4923
CAPN7	838.8103	CAPN7	1331.9485
CAPN8	546.0358	CAPN8	460.3241
CAPN9	36.5027	CAPN9	7.4782
CAPNS1	6541.8925	CAPNS1	4569.5887
CAPRIN1	6802.6801	CAPRIN1	6321.9776
CAPRIN2	278.0982	CAPRIN2	376.4022
CAPS2	58.3291	CAPS2	110.0956
CAPSL	7.15	removed	removed
CAPS	184.019	CAPS	163.6892
CAPZA1	4305.4414	CAPZA1	2029.9128
CAPZA2	2374.9358	CAPZA2	2054.4246
removed	removed	CAPZA3	18.6955
CAPZB	5607.8741	CAPZB	2734.5243
CARD10	381.5853	CARD10	544.6614
CARD11	948.6948	CARD11	103.8637
CARD14	319.1167	CARD14	295.8039
CARD16	406.0459	CARD16	97.6319
CARD6	311.2141	CARD6	353.9676
CARD8	1029.9793	CARD8	784.7943
CARD9	105.745	CARD9	95.1392
CARHSP1	860.5276	CARHSP1	946.3274
CARKD	1126.6927	CARKD	1248.442
CARM1	997.9923	CARM1	668.8824
CARNS1	62.4686	CARNS1	34.8982
CARS2	656.609	CARS2	529.0777
CARS	967.5107	CARS	741.99
CASC1	66.6081	CASC1	66.8882
CASC2	62.0923	CASC2	56.0864
CASC3	2346.3357	CASC3	3348.9821
CASC4	2404.2885	CASC4	3176.5683
CASC5	135.4741	CASC5	20.7727
CASD1	988.9607	CASD1	1038.2219
CASKIN1	13.284	CASKIN1	35.0104
CASKIN2	473.9372	CASKIN2	820.3781
CASK	1194.8061	CASK	1613.2115
CASP10	508.4041	CASP10	206.8966
removed	removed	CASP12	11.6327
CASP1	1255.7694	CASP1	585.376
CASP2	939.2869	CASP2	1019.5264
CASP3	971.6502	CASP3	603.656
CASP4	1711.1128	CASP4	838.388
CASP5	6.0211	removed	removed
CASP6	763.5469	CASP6	449.1068
CASP7	1026.2161	CASP7	840.4653
CASP8AP2	519.3173	CASP8AP2	830.0789
CASP8	1155.2928	CASP8	660.5733
CASP9	381.209	CASP9	419.194
CASQ1	25.2132	CASQ1	66.0573
CASQ2	21.0737	CASQ2	65.2264
CASS4	169.3426	CASS4	43.6228
CAST	4556.8135	CAST	5241.0262
CASZ1	968.6396	CASZ1	1573.3278
CATSPER2P1	22.8048	CATSPER2P1	31.4209
CATSPER2	22.5564	CATSPER2	45.725
CATSPER3	9.4079	CATSPER3	13.3776
CATSPERB	88.8108	CATSPERB	51.101
CATSPERG	16.9343	CATSPERG	35.3137
CAT	2220.6459	CAT	3532.6132
CAV1	1844.7053	CAV1	7399.2522
CAV2	495.9856	CAV2	2686.747
CBARA1	924.9869	CBARA1	1170.3365
CBFA2T2	830.155	CBFA2T2	1132.9456
CBFA2T3	404.5406	CBFA2T3	151.2256
CBFB	1089.061	CBFB	925.6336
CBLB	695.0573	CBLB	588.2842
CBLC	232.9401	CBLC	179.892
CBLL1	913.6974	CBLL1	1292.8957
CBLN1	13.5474	CBLN1	15.7873
CBLN2	21.8264	removed	removed
CBLN3	71.8765	CBLN3	58.1637
removed	removed	CBLN4	8.3091
CBL	1042.7741	CBL	1101.371
CBR1	626.6278	CBR1	624.8567
CBR3	171.879	CBR3	169.9211
CBR4	516.3068	CBR4	820.5442
CBS	222.027	CBS	195.2638
CBWD1	764.2996	CBWD1	1053.1782
CBWD2	547.5411	CBWD2	509.7632
CBWD3	636.7282	CBWD3	386.6764
removed	removed	CBWD5	8.0058
CBWD6	116.2819	CBWD6	140.0083
CBX1	1764.1735	CBX1	1702.9497
CBX2	71.8765	CBX2	46.531
CBX3	3559.5813	CBX3	2732.447
CBX4	838.8103	CBX4	715.8288
CBX5	2671.8498	CBX5	3569.1732
CBX6	698.0678	CBX6	761.9443
CBX7	1429.2515	CBX7	2057.3328
CBX8	97.8424	CBX8	108.0183
CBY1	515.7122	CBY1	563.4483
CC2D1A	788.7602	CC2D1A	1044.4537
CC2D1B	792.8997	CC2D1B	732.0316
CC2D2A	208.8559	CC2D2A	615.7042
removed	removed	CC2D2B	11.1508
CCAR1	1464.6253	CCAR1	1360.6149
CCBE1	16.9343	CCBE1	20.3573
CCBL1	87.6818	CCBL1	95.9701
CCBL2	916.7832	CCBL2	914.5035
CCBP2	38.3843	CCBP2	63.5646
CCDC101	285.2482	CCDC101	340.673
CCDC102A	162.1926	CCDC102A	255.0893
CCDC102B	116.6582	CCDC102B	63.9801
CCDC103	212.2427	CCDC103	194.0174
CCDC104	721.0231	CCDC104	813.0453
CCDC106	310.4614	CCDC106	207.312
CCDC107	279.4905	CCDC107	235.5089
removed	removed	CCDC108	8.7246
CCDC109A	402.6591	CCDC109A	427.0877
CCDC109B	720.6468	CCDC109B	146.2401
CCDC110	57.2002	CCDC110	97.2165
CCDC111	210.0714	CCDC111	313.44
CCDC112	167.8373	CCDC112	245.9493
CCDC113	282.9903	CCDC113	346.074
CCDC114	15.8053	CCDC114	19.9418
CCDC115	1151.5296	CCDC115	1048.1928
removed	removed	CCDC116	7.0627
CCDC117	885.4736	CCDC117	967.5945
CCDC11	29.3527	CCDC11	44.0382
CCDC120	365.4037	CCDC120	617.366
CCDC121	91.0687	CCDC121	202.3265
CCDC122	85.4239	CCDC122	130.8683
CCDC123	384.2195	CCDC123	515.1641
CCDC124	640.115	CCDC124	464.4786
CCDC125	321.7509	CCDC125	704.6115
CCDC126	143.3767	CCDC126	298.7121
CCDC127	295.7851	CCDC127	373.9094
CCDC129	20.6974	CCDC129	27.8355
CCDC12	561.8411	CCDC12	421.2713
CCDC130	328.9009	CCDC130	439.5513
CCDC132	585.1727	CCDC132	782.7171
CCDC134	60.9633	CCDC134	70.2119
CCDC136	25.9659	CCDC136	157.4574
CCDC137	428.2486	CCDC137	322.393
CCDC138	49.2975	CCDC138	84.3373
CCDC13	7.9027	CCDC13	6.2318
CCDC141	33.8685	CCDC141	18.6955
CCDC142	163.6978	CCDC142	133.7931
CCDC144A	10.6761	CCDC144A	54.0258
CCDC144B	14.9285	CCDC144B	72.4595
removed	removed	CCDC144NL	5.8164
CCDC146	153.9136	CCDC146	188.2011
removed	removed	CCDC147	12.0482
CCDC148	27.4711	CCDC148	56.0864
CCDC149	711.2389	CCDC149	743.2489
CCDC14	520.8226	CCDC14	1833.4026
CCDC150	11.6658	CCDC150	16.2027
CCDC151	18.0632	CCDC151	8.7246
CCDC152	116.9743	CCDC152	123.1824
CCDC153	25.5895	CCDC153	9.14
removed	removed	CCDC154	6.2318
CCDC157	50.5243	CCDC157	55.1807
CCDC158	11.6658	CCDC158	139.1774
CCDC159	257.7771	CCDC159	186.1238
CCDC15	94.8319	CCDC15	124.6365
CCDC160	61.716	CCDC160	83.9219
CCDC163P	44.7817	CCDC163P	31.99
CCDC17	7.5263	CCDC17	10.3864
CCDC18	66.6156	CCDC18	57.7565
CCDC19	69.2423	CCDC19	15.7873
CCDC21	299.9245	CCDC21	282.5093
CCDC22	594.0726	CCDC22	387.4574
CCDC23	223.5322	CCDC23	208.5584
CCDC24	259.4592	CCDC24	187.42
CCDC25	1116.9085	CCDC25	1250.1039
CCDC28A	650.6519	CCDC28A	638.1305
CCDC28B	127.1951	CCDC28B	58.5791
CCDC30	102.7345	CCDC30	141.6701
CCDC34	291.6456	CCDC34	354.7985
CCDC36	14.3	CCDC36	22.4346
CCDC39	16.1816	CCDC39	57.7482
CCDC3	219.7691	CCDC3	693.3943
CCDC40	168.2136	CCDC40	193.1865
CCDC41	148.6452	CCDC41	266.7221
CCDC43	508.0278	CCDC43	462.4013
CCDC45	432.3881	CCDC45	976.3191
CCDC46	96.3371	CCDC46	314.9148
CCDC47	2356.8726	CCDC47	3168.6747
CCDC48	199.8243	CCDC48	78.9364
CCDC50	1599.3467	CCDC50	2535.9369
CCDC51	311.9667	CCDC51	216.0366
CCDC52	313.0956	CCDC52	597.4242
CCDC53	418.4644	CCDC53	359.3685
CCDC55	777.0943	CCDC55	956.3772
CCDC56	933.1868	CCDC56	639.9792
CCDC57	450.075	CCDC57	696.7179
CCDC58	171.9768	CCDC58	124.221
CCDC59	377.0695	CCDC59	510.5941
CCDC61	159.182	CCDC61	139.5929
removed	removed	CCDC62	5.4009
CCDC64B	260.7876	CCDC64B	735.3552
CCDC64	617.9123	CCDC64	115.4965
CCDC65	52.6844	CCDC65	29.4973
CCDC66	335.2231	CCDC66	584.8442
CCDC68	18.0632	CCDC68	65.2264
CCDC69	1816.4816	CCDC69	1036.56
CCDC6	2367.4095	CCDC6	3205.6502
CCDC71	591.9464	CCDC71	584.1296
CCDC72	1299.4222	CCDC72	842.5426
CCDC73	22.6881	CCDC73	49.6967
CCDC74A	593.4517	CCDC74A	335.2721
CCDC74B	116.6582	CCDC74B	89.7383
CCDC75	79.0265	CCDC75	82.6755
CCDC76	252.407	CCDC76	468.2468
CCDC77	176.1163	CCDC77	198.5875
CCDC78	25.2132	CCDC78	19.1109
CCDC7	31.065	CCDC7	58.5791
CCDC80	3138.1064	CCDC80	2185.2929
CCDC81	5.6448	CCDC81	7.8936
CCDC82	315.7299	CCDC82	599.086
CCDC84	117.0345	CCDC84	127.5447
CCDC85A	36.435	CCDC85A	157.6776
CCDC85B	304.064	CCDC85B	285.833
CCDC85C	550.8414	CCDC85C	844.3457
CCDC86	533.0905	CCDC86	463.5521
CCDC87	51.9317	CCDC87	15.7873
CCDC88A	550.5516	CCDC88A	611.5496
CCDC88B	983.6923	CCDC88B	287.9103
CCDC88C	2072.0007	CCDC88C	1134.1919
CCDC89	17.3106	CCDC89	35.3137
CCDC8	296.1614	CCDC8	1520.9805
CCDC90A	291.6456	CCDC90A	282.5093
CCDC90B	625.0397	CCDC90B	673.4192
CCDC91	527.9726	CCDC91	566.6805
CCDC92	807.1997	CCDC92	705.027
CCDC93	678.8756	CCDC93	1220.6066
CCDC94	398.1433	CCDC94	351.0594
CCDC96	159.182	CCDC96	79.3519
CCDC97	1271.5747	CCDC97	1034.4828
CCDC99	183.2663	CCDC99	215.6211
CCDC9	425.2381	CCDC9	439.5513
CCHCR1	342.8247	CCHCR1	537.5987
CCIN	5.2684	removed	removed
CCL11	85.8002	removed	removed
CCL13	49.2975	CCL13	12.0482
CCL14	427.4772	CCL14	936.8176
CCL17	47.7922	CCL17	6.6473
CCL18	297.2903	CCL18	47.7773
CCL19	4211.3621	CCL19	51.101
CCL21	862.8946	CCL21	728.7079
CCL22	201.3295	CCL22	100.5401
CCL23	6.3974	removed	removed
CCL25	13.5474	removed	removed
CCL28	246.1112	CCL28	1714.9979
CCL2	558.8306	CCL2	127.1292
CCL3L1	29.4995	CCL3L1	8.3299
CCL3L3	10.0138	removed	removed
CCL3	184.3953	CCL3	46.1155
CCL4L2	184.019	CCL4L2	28.6664
CCL4	465.504	CCL4	45.7
CCL5	5879.9512	CCL5	521.3959
CCL8	55.3186	CCL8	53.5937
CCM2	1055.9451	CCM2	609.0569
CCNA1	10.9132	CCNA1	23.2655
CCNA2	252.3656	CCNA2	43.2073
CCNB1IP1	398.8959	CCNB1IP1	997.0918
CCNB1	455.3434	CCNB1	167.8438
CCNB2	210.7374	CCNB2	36.56
CCNB3	13.1711	CCNB3	25.7582
CCNC	1306.9485	CCNC	1285.0021
CCND1	4106.1176	CCND1	3362.9788
CCND2	1471.0227	CCND2	1057.3328
CCND3	2544.6547	CCND3	2275.4466
CCNDBP1	1152.6586	CCNDBP1	1216.452
CCNE1	51.5554	CCNE1	15.3718
CCNE2	90.0112	CCNE2	56.344
CCNF	358.63	CCNF	255.5048
CCNG1	1951.5793	CCNG1	2830.4944
CCNG2	4258.7781	CCNG2	5119.651
CCNH	517.6954	CCNH	625.2638
CCNI2	155.7989	CCNI2	8.5251
CCNI	7334.7922	CCNI	8033.2364
CCNJL	91.445	CCNJL	148.7329
CCNJ	167.0847	CCNJ	217.6984
CCNK	1195.2689	CCNK	761.3876
CCNL1	952.8343	CCNL1	2743.2489
CCNL2	1320.4959	CCNL2	3053.5937
CCNO	155.4189	CCNO	86.4146
CCNT1	125.6898	CCNT1	336.103
CCNT2	690.1651	CCNT2	1173.2447
CCNYL1	445.9355	CCNYL1	319.4848
CCNY	1877.0686	CCNY	1815.1226
CCPG1	2089.8795	CCPG1	2346.6639
CCR10	24.0843	CCR10	24.0964
CCR1	499.7488	CCR1	82.6755
CCR2	809.0813	CCR2	85.9992
CCR3	7.5263	removed	removed
CCR4	303.6877	CCR4	12.0482
CCR5	1312.5933	CCR5	122.5592
CCR6	489.942	CCR6	86.1944
CCR7	1690.7917	CCR7	54.84
CCR8	59.4581	removed	removed
CCR9	7.5263	removed	removed
CCRL1	19.1922	CCRL1	84.7528
CCRL2	134.7214	CCRL2	23.6809
CCRN4L	91.0687	CCRN4L	118.8201
CCS	485.4488	CCS	368.5085
CCT2	2620.2944	CCT2	2199.8338
CCT3	6769.1879	CCT3	3651.8488
CCT4	3740.5897	CCT4	3619.0278
CCT5	3293.5253	CCT5	2139.1774
CCT6A	3394.3782	CCT6A	2552.9705
CCT6B	65.1028	CCT6B	144.5783
CCT6P1	68.4897	CCT6P1	98.4628
CCT7	4248.2412	CCT7	3043.6228
CCT8	3734.1923	CCT8	3132.1147
CD101	123.8083	CD101	36.1446
CD109	331.1588	CD109	869.0361
CD14	1865.4027	CD14	1129.2065
CD151	3928.7482	CD151	4602.8251
CD160	66.2318	CD160	23.6809
CD163L1	279.6034	CD163L1	174.9065
CD163	1585.0467	CD163	288.7412
CD164L2	11.6658	CD164L2	83.9219
CD164	10694.5492	CD164	12348.5667
CD177	9.7842	removed	removed
CD180	629.2018	CD180	174.0756
CD19	542.6489	removed	removed
CD1A	27.4711	CD1A	9.9709
CD1B	197.19	CD1B	5.4009
CD1C	398.1433	CD1C	67.7192
CD1D	146.3873	CD1D	26.5891
CD1E	473.4066	CD1E	68.9655
CD200R1	98.2187	CD200R1	16.2027
CD200	340.1905	CD200	564.6032
CD207	69.9949	CD207	48.1928
CD209	118.1635	CD209	130.0374
CD226	126.0662	CD226	25.7582
CD22	1375.8145	CD22	18.6955
CD244	87.6818	CD244	9.9709
CD247	1009.2819	CD247	85.9992
CD248	782.3628	CD248	794.3498
CD24	16582.0267	CD24	19731.6161
CD274	128.3241	CD274	23.6809
CD276	1293.7774	CD276	1336.103
CD27	1638.0622	CD27	73.5231
CD28	485.0725	CD28	29.0818
CD2AP	2018.1874	CD2AP	2033.2364
CD2BP2	1533.1149	CD2BP2	1255.9202
CD2	2280.8566	CD2	169.5056
CD300A	195.3085	CD300A	71.0428
CD300C	48.1686	CD300C	9.5555
CD300LB	26.7185	removed	removed
CD300LF	144.882	CD300LF	14.5409
CD300LG	218.6401	CD300LG	1017.8646
CD302	1301.6801	CD302	1659.5762
CD320	410.5617	CD320	386.3731
CD33	136.603	CD33	33.6518
CD34	1327.2696	CD34	2099.2937
CD36	1973.0294	CD36	10121.3128
CD37	3037.2535	CD37	145.8247
CD38	435.3986	CD38	18.6955
CD3D	1092.8242	CD3D	61.9028
CD3EAP	311.6732	CD3EAP	480.2659
CD3E	3094.0773	CD3E	186.5393
CD3G	415.4538	CD3G	34.0673
CD40LG	218.2638	CD40LG	27.0046
CD40	773.7075	CD40	284.5866
CD44	13860.8794	CD44	9353.9676
CD46	5037.754	CD46	6369.3394
CD47	2949.5717	CD47	3416.7013
CD48	2471.2729	CD48	143.7474
CD4	5012.1644	CD4	621.5206
CD52	3189.6618	CD52	134.6074
CD53	4103.3592	CD53	352.3058
CD55	680.3809	CD55	1549.2314
CD58	214.1243	CD58	196.0947
CD59	11831.7788	CD59	18843.3735
CD5	1313.3459	CD5	63.1491
CD63	9757.5202	CD63	5388.4504
CD68	5061.8383	CD68	718.737
CD69	1192.5482	CD69	89.3228
CD6	1516.557	CD6	115.4965
CD70	18.4395	removed	removed
CD72	429.7539	CD72	44.0382
CD74	171668.6078	CD74	22122.9747
CD79A	2599.2206	CD79A	66.0573
CD79B	961.8659	CD79B	51.101
CD7	823.7576	CD7	51.5164
CD80	56.4475	removed	removed
CD81	10206.4663	CD81	8501.8695
CD82	1944.4293	CD82	1591.6078
CD83	555.4437	CD83	196.0947
CD84	502.383	CD84	51.101
CD86	640.4913	CD86	88.9074
CD8A	2947.6901	CD8A	281.6784
CD8B	675.1125	CD8B	66.0573
CD93	1847.3395	CD93	2021.6037
