gene_id	TCGA-E9-A1N4-01A-11R-A14M-07	gene_id	TCGA-E9-A1N4-11A-33R-A14M-07
ANKS3	197.6252	ANKS3	331.1799
ANKS6	79.6915	ANKS6	160.9861
ANKZF1	315.0653	ANKZF1	919.2842
ANLN	545.7514	ANLN	119.106
ANO10	658.9973	ANO10	818.2966
ANO1	913.122	ANO1	5026.5092
ANO2	5.9214	ANO2	30.2963
removed	removed	ANO3	7.1285
removed	removed	ANO4	8.9107
removed	removed	ANO5	36.2367
ANO6	3309.7898	ANO6	2870.127
ANO7	6.9082	ANO7	5.0494
ANO8	502.0814	ANO8	365.3375
ANO9	136.1911	ANO9	136.0362
ANP32A	2540.754	ANP32A	2502.7103
ANP32B	1875.3419	ANP32B	2579.0451
ANP32E	1331.5643	ANP32E	1248.3849
ANPEP	13531.526	ANPEP	7620.4054
ANTXR1	2898.2557	ANTXR1	3802.7772
ANTXR2	2197.0688	ANTXR2	742.2589
ANUBL1	378.4732	ANUBL1	285.4385
ANXA11	2940.4454	ANXA11	2665.1816
ANXA13	8.6353	ANXA13	6.2375
ANXA1	5333.1656	ANXA1	8187.7181
ANXA2P1	103.8704	ANXA2P1	40.395
ANXA2P2	4923.6053	ANXA2P2	2364.892
ANXA2P3	5.1812	removed	removed
ANXA2	14221.6103	ANXA2	6905.1756
ANXA3	187.2628	ANXA3	1745.0063
ANXA4	1459.6136	ANXA4	1453.6274
ANXA5	10964.3726	ANXA5	4256.0333
ANXA6	5498.9635	ANXA6	3525.0613
ANXA7	3180.2602	ANXA7	2907.5518
ANXA8L2	75.9907	ANXA8L2	331.4769
ANXA8	163.3479	ANXA8	541.7747
ANXA9	132.4903	ANXA9	112.5715
AOAH	178.8742	AOAH	128.0166
AOC2	11.3493	AOC2	14.2571
AOC3	784.5793	AOC3	912.7497
AOX1	121.3877	AOX1	255.4392
AP1AR	1136.6531	AP1AR	866.1172
AP1B1	4262.8809	AP1B1	2871.018
AP1G1	2254.3086	AP1G1	3036.1625
AP1G2	1302.3745	AP1G2	1386.1974
AP1M1	1351.0555	AP1M1	560.4812
AP1M2	990.3463	AP1M2	952.2537
AP1S1	596.0829	AP1S1	454.1472
AP1S2	518.1184	AP1S2	288.7057
AP1S3	168.0184	AP1S3	71.2854
AP2A1	2101.0639	AP2A1	1063.4915
AP2A2	1547.2003	AP2A2	1363.6296
AP2B1	7381.9538	AP2B1	6524.393
AP2M1	6167.5829	AP2M1	3845.8454
AP2S1	1151.9499	AP2S1	523.9474
AP3B1	2067.0458	AP3B1	1561.4465
removed	removed	AP3B2	101.2846
AP3D1	3404.5314	AP3D1	2717.4575
AP3M1	1925.9202	AP3M1	1588.7726
AP3M2	565.4892	AP3M2	708.6953
AP3S1	841.3256	AP3S1	717.012
AP3S2	1089.9608	AP3S2	1340.7114
AP4B1	326.1432	AP4B1	360.7812
AP4E1	664.1785	AP4E1	541.1747
AP4M1	301.9446	AP4M1	294.7531
AP4S1	78.2112	AP4S1	127.7196
APAF1	648.6349	APAF1	702.4311
APBA1	76.7309	APBA1	533.1551
APBA2	30.3469	APBA2	128.3137
APBA3	237.5943	APBA3	180.2926
APBB1IP	760.1537	APBB1IP	363.8524
APBB1	239.8148	APBB1	640.0832
APBB2	2078.395	APBB2	1575.1095
APBB3	178.3808	APBB3	477.0179
APCDD1L	27.3863	APCDD1L	649.5879
APCDD1	142.3592	APCDD1	2798.5446
APC	1276.2984	APC	1548.3775
APEH	2470.1912	APEH	1495.8046
APEX1	3364.3156	APEX1	3103.2895
APEX2	513.184	APEX2	387.3171
APH1A	2983.3752	APH1A	3604.9603
APH1B	536.3759	APH1B	635.0338
API5	3200.9849	API5	3428.529
APIP	521.7156	APIP	448.6909
APITD1	259.5477	APITD1	166.5196
APLF	63.1611	APLF	119.9168
APLNR	1111.4874	APLNR	470.7804
APLN	19.9846	APLN	100.9876
APLP1	70.5628	APLP1	40.098
APLP2	14480.6696	APLP2	12202.5692
APOA1BP	1560.5233	APOA1BP	1027.6973
APOB48R	1400.8935	APOB48R	241.1821
APOBEC3A	9.0103	APOBEC3A	10.9898
APOBEC3B	194.2895	APOBEC3B	94.1561
APOBEC3C	570.9171	APOBEC3C	331.774
APOBEC3D	119.1672	APOBEC3D	99.5025
APOBEC3F	144.8264	APOBEC3F	226.331
APOBEC3G	280.7708	APOBEC3G	291.973
APOBEC3H	8.3886	removed	removed
removed	removed	APOB	5.6434
APOC1	1001.4489	APOC1	134.2541
APOC2	160.6167	APOC2	18.1184
APOD	1115.4349	APOD	5658.8698
APOE	3985.811	APOE	717.309
removed	removed	APOF	5.6434
APOL1	1891.8724	APOL1	878.8891
APOL2	866.9848	APOL2	542.9569
APOL3	1058.4419	APOL3	1086.2107
APOL4	262.5133	APOL4	254.8452
APOL6	3349.7589	APOL6	2226.4795
APOLD1	756.4529	APOLD1	947.7983
APOM	30.1002	APOM	47.5236
APOOL	320.4932	APOOL	303.8539
APOO	338.504	APOO	163.9563
APPBP2	1361.9113	APPBP2	1669.2656
APPL1	2954.7553	APPL1	2955.3724
APPL2	1157.6246	APPL2	1283.4336
APP	23873.4163	APP	46406.7721
APRT	936.8074	APRT	1004.2326
APTX	581.5262	APTX	555.1348
AQP11	12.3362	AQP11	16.6333
AQP1	4187.9314	AQP1	7916.8337
AQP3	2712.4733	AQP3	1550.4567
removed	removed	AQP4	67.7211
removed	removed	AQP5	512.0665
AQP6	6.4148	AQP6	19.6035
removed	removed	AQP7P1	5.6434
AQP7	7.8951	AQP7	40.098
AQP9	39.4757	removed	removed
removed	removed	AQPEP	6.8315
AQR	1585.9358	AQR	1641.3455
ARAF	1043.1451	ARAF	896.7105
ARAP1	2274.7323	ARAP1	2000.104
ARAP2	576.8385	ARAP2	679.8842
ARAP3	610.1461	ARAP3	393.8516
ARCN1	6619.3328	ARCN1	4921.0663
ARC	5.6746	ARC	18.7124
AREG	57.9799	AREG	596.4209
ARF1	8243.5107	ARF1	5898.8639
ARF3	5162.1865	ARF3	3955.4466
ARF4	6606.2565	ARF4	3182.2975
ARF5	1319.7216	ARF5	1496.6897
ARF6	2892.8278	ARF6	3510.5072
ARFGAP1	860.8167	ARFGAP1	694.7353
ARFGAP2	1534.8641	ARFGAP2	1952.8982
ARFGAP3	1547.447	ARFGAP3	1548.0805
ARFGEF1	2714.6814	ARFGEF1	2631.321
ARFGEF2	4620.3827	ARFGEF2	3949.2092
ARFIP1	1195.8666	ARFIP1	1506.4974
ARFIP2	1265.936	ARFIP2	1325.0167
ARFRP1	553.1531	ARFRP1	489.4928
ARG2	177.6727	ARG2	207.7374
ARGLU1	1617.7631	ARGLU1	4626.7172
ARHGAP10	1289.3747	ARHGAP10	423.5539
ARHGAP11A	517.8717	ARHGAP11A	136.6303
ARHGAP11B	29.9201	ARHGAP11B	18.4154
ARHGAP12	1003.4227	ARHGAP12	1706.9875
ARHGAP15	137.6715	ARHGAP15	81.0871
ARHGAP17	932.1197	ARHGAP17	932.0561
ARHGAP18	1726.5679	ARHGAP18	1086.2107
ARHGAP19	508.9897	ARHGAP19	1058.8847
ARHGAP1	2789.6976	ARHGAP1	2221.4302
ARHGAP20	50.5782	ARHGAP20	209.4008
ARHGAP21	1750.9935	ARHGAP21	2066.0875
ARHGAP22	37.0085	ARHGAP22	48.4146
ARHGAP23	507.2626	ARHGAP23	573.8472
ARHGAP24	284.4717	ARHGAP24	222.1727
ARHGAP25	369.0977	ARHGAP25	405.7325
ARHGAP26	682.9294	ARHGAP26	2039.9495
ARHGAP27	418.1783	ARHGAP27	657.0134
ARHGAP28	210.208	ARHGAP28	123.5613
ARHGAP29	1717.9326	ARHGAP29	3202.792
ARHGAP30	911.1482	ARHGAP30	484.4435
ARHGAP31	2060.1375	ARHGAP31	886.3147
ARHGAP32	1567.6783	ARHGAP32	1696.8887
ARHGAP33	97.9491	ARHGAP33	207.6186
removed	removed	ARHGAP36	123.8583
ARHGAP39	212.6753	ARHGAP39	230.1923
ARHGAP42	722.1386	ARHGAP42	267.6023
ARHGAP4	765.3349	ARHGAP4	307.4181
ARHGAP5	1902.4815	ARHGAP5	4462.4638
ARHGAP6	85.1195	ARHGAP6	106.334
ARHGAP8	212.7937	ARHGAP8	354.71
ARHGAP9	290.8865	ARHGAP9	123.8583
ARHGDIA	4821.2152	ARHGDIA	2493.2056
ARHGDIB	5036.3577	ARHGDIB	3270.8101
ARHGEF10L	621.7421	ARHGEF10L	1440.5584
ARHGEF10	533.662	ARHGEF10	1155.1199
ARHGEF11	1543.9929	ARHGEF11	1284.0276
ARHGEF12	6099.9808	ARHGEF12	6555.2833
ARHGEF15	331.8425	ARHGEF15	362.0702
ARHGEF16	345.9057	ARHGEF16	268.5082
ARHGEF17	1039.9377	ARHGEF17	1512.1408
ARHGEF18	1070.7781	ARHGEF18	877.404
ARHGEF19	173.9398	ARHGEF19	393.8516
ARHGEF1	1175.1419	ARHGEF1	1195.2179
ARHGEF2	2214.8329	ARHGEF2	1688.8691
removed	removed	ARHGEF33	20.7916
ARHGEF35	373.7854	ARHGEF35	878.2951
ARHGEF37	1503.5303	ARHGEF37	2869.5329
ARHGEF38	116.2066	ARHGEF38	113.1655
ARHGEF3	1237.3161	ARHGEF3	1455.4095
ARHGEF4	22.4518	ARHGEF4	66.83
ARHGEF5	359.7222	ARHGEF5	658.4986
ARHGEF6	1034.7565	ARHGEF6	2197.6684
ARHGEF7	1185.751	ARHGEF7	1550.7537
ARHGEF9	721.9117	ARHGEF9	900.2747
ARID1A	2750.9621	ARID1A	3164.7731
ARID1B	1244.7178	ARID1B	2835.0783
ARID2	1202.2814	ARID2	1398.6783
ARID3A	73.5235	ARID3A	28.5141
ARID3B	116.7	ARID3B	102.4727
ARID4A	830.4698	ARID4A	1468.7755
ARID4B	1720.7774	ARID4B	2420.0579
ARID5A	634.8184	ARID5A	2606.3711
ARID5B	1346.3677	ARID5B	4393.5546
ARIH1	2184.4859	ARIH1	2760.8228
ARIH2	1536.2655	ARIH2	1746.4439
ARL10	42.9298	ARL10	81.0871
ARL11	145.5666	ARL11	20.1975
ARL13B	245.9829	ARL13B	299.9926
ARL15	694.7721	ARL15	607.1137
ARL16	341.218	ARL16	455.0382
ARL17A	94.2753	ARL17A	162.6286
removed	removed	ARL17B	10.8027
ARL1	2901.7099	ARL1	2408.5542
ARL2BP	1468.7423	ARL2BP	1096.6065
ARL2	752.0119	ARL2	693.8442
ARL3	622.2355	ARL3	583.6489
ARL4A	334.3097	ARL4A	2521.1257
ARL4C	1110.2537	ARL4C	3032.3012
ARL4D	27.1395	ARL4D	113.1655
ARL5A	1103.5922	ARL5A	879.1862
ARL5B	381.1871	ARL5B	292.27
ARL6IP1	7932.1462	ARL6IP1	4598.203
ARL6IP4	1540.292	ARL6IP4	1409.6681
ARL6IP5	9542.0142	ARL6IP5	4880.9683
ARL6IP6	254.3715	ARL6IP6	313.3586
ARL6	81.9121	ARL6	87.6216
ARL8A	846.2601	ARL8A	905.0271
ARL8B	3571.3162	ARL8B	2380.0401
ARL9	5.1812	removed	removed
ARMC10	761.3948	ARMC10	782.0301
ARMC1	1004.1628	ARMC1	842.3554
ARMC2	25.6592	ARMC2	62.9687
removed	removed	ARMC4	12.4749
ARMC5	154.6954	ARMC5	213.5591
ARMC6	608.5967	ARMC6	427.1181
ARMC7	246.7231	ARMC7	275.9338
ARMC8	793.2146	ARMC8	909.1854
ARMC9	229.6992	ARMC9	207.9156
ARMCX1	905.7203	ARMCX1	1019.6777
ARMCX2	914.6024	ARMCX2	1062.1519
ARMCX3	1881.2633	ARMCX3	2064.0083
ARMCX5	343.9319	ARMCX5	584.243
ARMCX6	194.4178	ARMCX6	263.1618
ARNT2	1243.4842	ARNT2	820.9698
ARNTL2	311.6112	ARNTL2	54.3551
ARNTL	154.2019	ARNTL	228.7072
ARNT	1336.2521	ARNT	1485.1118
ARPC1A	1849.5174	ARPC1A	1737.4709
ARPC1B	3262.5843	ARPC1B	840.6832
ARPC2	7554.4132	ARPC2	2674.6863
ARPC3	5251.2535	ARPC3	2549.0458
ARPC4	3611.2459	ARPC4	2109.7082
ARPC5L	401.9119	ARPC5L	286.9236
ARPC5	4377.6072	ARPC5	2657.756
ARPM1	80.4317	ARPM1	26.138
ARPP19	6007.7064	ARPP19	3815.2521
ARRB1	942.4821	ARRB1	719.3881
ARRB2	495.4199	ARRB2	471.6715
ARRDC1	785.0728	ARRDC1	754.7338
ARRDC2	450.2696	ARRDC2	1372.8373
ARRDC3	1668.0946	ARRDC3	10452.8106
ARRDC4	1132.4588	ARRDC4	572.3621
ARSA	882.2816	ARSA	524.2444
ARSB	2144.7635	ARSB	170.7879
ARSD	2112.9362	ARSD	3106.5568
ARSE	18.2575	ARSE	23.1677
ARSF	18.5042	removed	removed
ARSG	377.4863	ARSG	225.44
removed	removed	ARSH	5.0494
ARSI	109.7918	ARSI	16.3362
ARSJ	59.9537	ARSJ	188.3122
ARSK	314.3252	ARSK	225.737
removed	removed	ART4	18.1184
removed	removed	ART5	13.069
ARTN	20.7247	ARTN	7.1285
ARV1	399.1979	ARV1	406.9206
ARVCF	280.2774	ARVCF	613.3512
removed	removed	ARX	6.2375
AR	1052.7673	AR	410.1879
AS3MT	347.1393	AS3MT	324.6454
ASAH1	13522.3972	ASAH1	4418.2075
ASAH2B	25.6592	ASAH2B	12.4749
removed	removed	ASAH2	9.8017
ASAM	225.2581	ASAM	230.1923
ASAP1	2251.8413	ASAP1	1003.0445
ASAP2	637.2857	ASAP2	648.6968
ASAP3	1138.6269	ASAP3	1174.4264
removed	removed	ASB12	8.0196
ASB13	996.7611	ASB13	660.8747
ASB14	9.6222	ASB14	27.6231
ASB16	10.6782	ASB16	15.5521
ASB1	278.8464	ASB1	578.7273
ASB2	22.6985	ASB2	27.3261
ASB3	220.5704	ASB3	444.9395
ASB5	12.5829	removed	removed
ASB6	595.8485	ASB6	982.0658
ASB7	454.9573	ASB7	567.0157
ASB8	780.8785	ASB8	882.7504
ASB9	22.9452	ASB9	33.8605
ASCC1	533.662	ASCC1	417.3164
ASCC2	1433.9544	ASCC2	1044.9246
ASCC3	1719.6597	ASCC3	1737.5808
ASCL2	6.9082	ASCL2	15.4452
ASF1A	285.952	ASF1A	527.8087
ASF1B	286.6922	ASF1B	79.899
ASGR1	7.6484	ASGR1	10.3958
ASGR2	6.4148	removed	removed
ASH1L	2808.8976	ASH1L	4644.1316
ASH2L	1190.4387	ASH2L	1328.878
ASL	410.3004	ASL	403.9504
ASMTL	399.1708	ASMTL	634.4041
ASNA1	1269.6368	ASNA1	782.0599
ASNSD1	862.0504	ASNSD1	1325.0167
ASNS	440.4007	ASNS	512.0665
ASPA	9.6222	ASPA	25.5439
ASPHD1	6.9082	ASPHD1	37.1278
ASPHD2	65.3816	ASPHD2	30.8903
ASPH	11244.2799	ASPH	5853.268
ASPM	627.4167	ASPM	108.7102
ASPN	2593.0593	ASPN	189.5003
ASPRV1	20.4114	ASPRV1	56.3927
ASPSCR1	270.9019	ASPSCR1	227.8161
ASRGL1	1033.2762	ASRGL1	284.5474
ASS1	227.7254	ASS1	2182.2232
ASTE1	224.6438	ASTE1	296.4877
ASTN1	14.5567	ASTN1	50.1968
ASTN2	364.41	ASTN2	439.8901
ASXL1	1469.976	ASXL1	2503.0074
ASXL2	883.2685	ASXL2	1161.3574
ASXL3	5.9214	ASXL3	30.8903
ATAD1	1225.2267	ATAD1	1741.145
ATAD2B	389.329	ATAD2B	654.9343
ATAD2	6006.7195	ATAD2	2125.4919
ATAD3A	565.9827	ATAD3A	359.397
ATAD3B	260.2928	ATAD3B	309.2003
ATAD3C	81.9121	ATAD3C	177.6194
ATAD5	179.8611	ATAD5	148.5112
ATE1	496.4068	ATE1	398.901
ATF1	571.6573	ATF1	602.9554
ATF2	560.0613	ATF2	735.7244
ATF3	305.4431	ATF3	4248.6077
ATF4	4936.4349	ATF4	6295.6858
ATF5	626.9233	ATF5	529.8879
ATF6B	1937.7629	ATF6B	1915.8625
ATF6	2317.9631	ATF6	2245.786
ATF7IP2	268.188	ATF7IP2	90.2948
ATF7IP	1261.2483	ATF7IP	1839.1624
ATF7	1686.3916	ATF7	3349.6012
ATG10	77.7178	ATG10	112.8685
ATG12	577.5787	ATG12	553.6497
ATG16L1	744.3635	ATG16L1	771.6641
ATG16L2	394.4485	ATG16L2	455.1511
ATG2A	682.9294	ATG2A	812.3561
ATG2B	1813.4145	ATG2B	1739.0659
ATG3	1071.2715	ATG3	810.574
ATG4A	377.9797	ATG4A	230.1923
ATG4B	448.0491	ATG4B	683.4484
ATG4C	353.0607	ATG4C	247.7166
ATG4D	283.5119	ATG4D	215.264
ATG5	694.032	ATG5	923.1455
ATG7	878.0676	ATG7	703.5153
ATG9A	782.9337	ATG9A	1013.3601
ATG9B	15.8766	ATG9B	11.1562
ATHL1	1168.4804	ATHL1	2295.0917
ATIC	1427.2929	ATIC	1390.6586
ATL1	420.1694	ATL1	610.678
ATL2	621.0019	ATL2	3317.1456
ATL3	1118.1489	ATL3	507.3142
ATMIN	1412.7362	ATMIN	1710.8487
ATM	1942.6973	ATM	2120.1455
ATN1	2837.0684	ATN1	4723.5464
ATOH8	15.2968	ATOH8	162.1742
ATOX1	972.3356	ATOX1	362.0702
ATP10A	460.8787	ATP10A	295.5372
ATP10D	698.2262	ATP10D	632.6576
ATP11A	819.8607	ATP11A	985.2231
ATP11B	906.4605	ATP11B	1696.2946
ATP11C	776.4375	ATP11C	844.1375
ATP13A1	1755.1878	ATP13A1	1099.5767
ATP13A2	1658.7191	ATP13A2	806.4157
ATP13A3	5368.6937	ATP13A3	2222.6183
removed	removed	ATP13A4	1246.8998
removed	removed	ATP13A5	1086.5078
ATP1A1	15502.0981	ATP1A1	24537.8956
ATP1A2	20.9715	ATP1A2	98.9084
ATP1A3	6.1681	removed	removed
ATP1A4	237.1009	ATP1A4	78.1169
ATP1B1	5874.8485	ATP1B1	6687.6275
ATP1B2	56.7463	ATP1B2	79.602
ATP1B3	1704.3629	ATP1B3	845.3256
ATP2A2	7245.516	ATP2A2	5144.7241
ATP2A3	766.0751	ATP2A3	1225.5142
ATP2B1	1489.9605	ATP2B1	1955.0011
removed	removed	ATP2B2	53.464
ATP2B4	2712.9667	ATP2B4	2493.5026
ATP2C1	4313.0866	ATP2C1	3249.0681
ATP2C2	151.2412	ATP2C2	164.8474
ATP5A1	12521.1951	ATP5A1	8767.5058
ATP5B	20489.6096	ATP5B	9621.148
ATP5C1	4159.504	ATP5C1	2369.6443
ATP5D	625.9364	ATP5D	417.3164
ATP5EP2	39.7224	ATP5EP2	21.3856
ATP5E	3766.9676	ATP5E	2353.3081
ATP5F1	3971.0076	ATP5F1	2587.0647
ATP5G1	854.4019	ATP5G1	551.2735
ATP5G2	4578.193	ATP5G2	4812.0591
ATP5G3	3218.0088	ATP5G3	1608.9701
ATP5H	2305.1335	ATP5H	1330.3631
ATP5I	820.3147	ATP5I	615.359
ATP5J2	1641.2018	ATP5J2	724.4048
ATP5J	1803.4839	ATP5J	1091.1354
ATP5L	2915.2796	ATP5L	2165.59
ATP5O	3553.0587	ATP5O	2520.5317
ATP5SL	651.1021	ATP5SL	653.4492
ATP5S	134.2173	ATP5S	177.9164
ATP6AP1L	28.8666	ATP6AP1L	58.2164
ATP6AP1	7935.8471	ATP6AP1	2507.7597
ATP6AP2	10793.6402	ATP6AP2	3377.4412
ATP6V0A1	762.621	ATP6V0A1	1249.8701
ATP6V0A2	501.3412	ATP6V0A2	507.0172
ATP6V0A4	10.1156	ATP6V0A4	434.6892
ATP6V0B	5186.8588	ATP6V0B	999.7772
ATP6V0C	5360.5099	ATP6V0C	1148.9062
ATP6V0D1	1584.7022	ATP6V0D1	959.0852
ATP6V0D2	4829.1104	ATP6V0D2	7.7226
ATP6V0E1	7809.7716	ATP6V0E1	2047.078
ATP6V0E2	714.241	ATP6V0E2	569.0651
ATP6V1A	13104.2016	ATP6V1A	2371.4264
ATP6V1B1	90.0539	ATP6V1B1	991.4606
ATP6V1B2	29622.0635	ATP6V1B2	2023.6133
ATP6V1C1	8501.583	ATP6V1C1	1783.0252
ATP6V1C2	26.9915	ATP6V1C2	82.4267
ATP6V1D	2747.0145	ATP6V1D	1071.6566
ATP6V1E1	7111.0519	ATP6V1E1	1737.5808
ATP6V1E2	38.9822	ATP6V1E2	73.3645
ATP6V1F	3264.1238	ATP6V1F	791.8586
ATP6V1G1	6292.6715	ATP6V1G1	2290.0423
ATP6V1G2	15.7903	ATP6V1G2	18.6857
ATP6V1H	4526.1344	ATP6V1H	1237.9892
ATP7A	990.5931	ATP7A	813.8412
ATP7B	415.7283	ATP7B	316.3288
ATP8A1	540.5702	ATP8A1	773.4462
ATP8A2	6.6615	ATP8A2	5.0494
ATP8B1	1945.3126	ATP8B1	2182.2975
ATP8B2	651.8423	ATP8B2	618.1035
ATP8B3	21.7116	ATP8B3	15.4452
ATP8B4	92.5211	ATP8B4	133.6601
ATP8B5P	24.4256	ATP8B5P	22.2767
ATP9A	1364.3785	ATP9A	2449.5433
ATP9B	364.6567	ATP9B	661.7658
ATPAF1	1498.7143	ATPAF1	1007.6364
ATPAF2	434.726	ATPAF2	227.0409
ATPBD4	158.3962	ATPBD4	228.4102
ATPIF1	1072.9986	ATPIF1	817.9996
ATRIP	362.1746	ATRIP	359.6822
ATRNL1	1450.7316	ATRNL1	313.0616
ATRN	2135.8815	ATRN	2460.5332
ATRX	3488.1706	ATRX	3778.4213
ATR	1672.2889	ATR	1602.4356
ATXN10	2366.0741	ATXN10	2273.7061
ATXN1L	1001.6956	ATXN1L	2014.4056
ATXN1	1498.3491	ATXN1	855.7214
ATXN2L	2280.2145	ATXN2L	2103.5123
ATXN2	755.9594	ATXN2	902.3539
ATXN3	510.9634	ATXN3	649.8849
ATXN7L1	206.2605	ATXN7L1	388.2082
ATXN7L2	52.7987	ATXN7L2	55.5432
ATXN7L3B	2403.576	ATXN7L3B	3202.792
ATXN7L3	1193.6461	ATXN7L3	1093.6363
ATXN7	739.9224	ATXN7	1349.0755
AUH	221.3106	AUH	379.0005
AUP1	1475.2361	AUP1	1525.284
AURKAIP1	949.3903	AURKAIP1	500.4827
AURKAPS1	9.1288	AURKAPS1	7.4256
AURKA	399.9381	AURKA	73.9586
AURKB	105.3507	AURKB	21.3856
AURKC	11.596	AURKC	6.2375
AUTS2	1023.9007	AUTS2	2297.7649
AVEN	305.9366	AVEN	160.095
AVIL	41.6962	AVIL	51.0878
AVL9	749.2979	AVL9	497.8095
AVPI1	122.6214	AVPI1	167.5206
AVPR1A	66.1218	AVPR1A	35.9397
AVPR2	10.1156	AVPR2	43.9593
AXIN1	542.0506	AXIN1	671.5675
AXIN2	80.9252	AXIN2	450.8799
AXL	867.4783	AXL	809.3859
AZGP1	56782.0775	AZGP1	45802.0346
AZI1	174.4332	AZI1	259.3005
AZI2	1118.6423	AZI2	1057.3996
AZIN1	7039.7489	AZIN1	4834.3358
B2M	59624.0804	B2M	39760.6
B3GALNT1	603.4846	B3GALNT1	502.8588
B3GALNT2	741.4052	B3GALNT2	511.6061
removed	removed	B3GALT1	34.4546
removed	removed	B3GALT2	28.5141
B3GALT4	127.3091	B3GALT4	118.5119
removed	removed	B3GALT5	218.9055
B3GALT6	450.763	B3GALT6	480.5822
B3GALTL	526.7537	B3GALTL	442.8603
removed	removed	B3GAT1	71.8794
removed	removed	B3GAT2	21.8519
B3GAT3	668.3728	B3GAT3	490.3839
B3GNT1	477.4091	B3GNT1	451.771
B3GNT2	678.4884	B3GNT2	1345.5112
B3GNT3	95.4818	B3GNT3	403.3564
removed	removed	B3GNT4	8.3166
B3GNT5	302.9759	B3GNT5	411.376
B3GNT7	40.4626	B3GNT7	65.3449
B3GNT8	26.6461	B3GNT8	23.1677
B3GNT9	154.7817	B3GNT9	177.5956
B3GNTL1	35.8316	B3GNTL1	68.7785
B4GALNT1	35.8168	B4GALNT1	18.2609
B4GALNT2	10.1156	removed	removed
B4GALNT3	551.9195	B4GALNT3	145.838
B4GALNT4	299.0283	B4GALNT4	265.835
B4GALT1	8542.0456	B4GALT1	6941.4123
B4GALT2	650.362	B4GALT2	503.4529
B4GALT3	690.8246	B4GALT3	749.3874
B4GALT4	379.9535	B4GALT4	393.5546
B4GALT5	1276.0516	B4GALT5	1776.7877
B4GALT6	57.4865	B4GALT6	122.6702
B4GALT7	419.6759	B4GALT7	289.2998
B9D1	85.2552	B9D1	100.45
B9D2	84.6063	B9D2	56.7313
BAALC	43.9167	BAALC	70.9883
BACE1	1100.3848	BACE1	1218.6827
BACE2	1818.1022	BACE2	1396.3021
BACH1	2643.8843	BACH1	1762.8277
BACH2	72.5366	BACH2	533.4521
BAD	546.7556	BAD	409.8671
BAG1	1816.686	BAG1	1247.6721
BAG2	185.0423	BAG2	62.6717
BAG3	1102.8521	BAG3	808.1978
BAG4	287.9258	BAG4	309.2003
BAG5	1350.562	BAG5	1824.0143
BAGE2	12.6248	BAGE2	24.9707
BAHCC1	300.262	BAHCC1	397.4159
BAHD1	694.2787	BAHD1	779.0896
BAI1	9.1288	BAI1	28.2171
BAI2	521.0791	BAI2	254.8452
removed	removed	BAI3	13.663
BAIAP2L1	480.3106	BAIAP2L1	710.7745
BAIAP2	838.6117	BAIAP2	848.5929
BAIAP3	20.7593	BAIAP3	240.0178
BAK1	706.6148	BAK1	224.8459
BAMBI	942.9755	BAMBI	1286.7008
BANF1	1411.996	BANF1	1520.7544
BANK1	97.7023	BANK1	25.5439
BANP	178.8742	BANP	250.6869
BAP1	1392.5049	BAP1	1502.6361
BARD1	86.5998	BARD1	121.1851
BARX2	89.5605	BARX2	2295.0917
BASP1	758.6734	BASP1	175.8372
BAT1	4013.6907	BAT1	6135.3204
BAT2L1	4420.0904	BAT2L1	6968.1147
BAT2L2	6300.3199	BAT2L2	6728.4473
BAT2	4770.1435	BAT2	5452.4393
BAT3	3911.3006	BAT3	3591.8913
BAT4	293.6004	BAT4	338.9025
BAT5	909.6679	BAT5	688.7948
BATF2	66.1218	BATF2	68.6122
BATF3	19.9846	BATF3	11.5839
BATF	249.1903	BATF	101.8787
BAX	423.13	BAX	302.6658
BAZ1A	2090.9779	BAZ1A	1652.3353
BAZ1B	3056.6519	BAZ1B	2799.1386
BAZ2A	2679.2841	BAZ2A	3445.5306
BAZ2B	998.3328	BAZ2B	1713.5754
BBC3	91.5343	BBC3	125.3434
BBOX1	24.919	BBOX1	1974.6046
BBS10	464.5795	BBS10	727.4077
BBS12	134.7108	BBS12	256.9243
BBS1	580.2926	BBS1	1081.3515
BBS2	688.8508	BBS2	1371.3522
BBS4	605.7051	BBS4	558.402
BBS5	122.7225	BBS5	219.9658
BBS7	376.0059	BBS7	362.3673
BBS9	319.9998	BBS9	424.1479
BBX	1615.2958	BBX	2759.3376
BCAM	2323.1443	BCAM	3104.1806
BCAN	8.1419	BCAN	17.5243
BCAP29	2349.7904	BCAP29	1131.3581
BCAP31	4379.0875	BCAP31	2897.7501
BCAR1	878.0874	BCAR1	695.6263
BCAR3	702.6673	BCAR3	667.4092
BCAS1	204.2867	BCAS1	215.3412
BCAS2	713.2122	BCAS2	730.4166
BCAS3	396.7307	BCAS3	567.0157
BCAS4	854.6487	BCAS4	323.4573
BCAT1	4014.4308	BCAT1	155.3427
BCAT2	691.8114	BCAT2	465.137
BCCIP	1928.491	BCCIP	1133.4581
BCDIN3D	255.1264	BCDIN3D	262.045
BCHE	8.3886	BCHE	45.1474
BCKDHA	964.9339	BCKDHA	861.0678
BCKDHB	311.1178	BCKDHB	529.8879
BCKDK	1041.1713	BCKDK	704.834
BCL10	645.921	BCL10	594.9358
BCL11A	34.788	BCL11A	419.9896
BCL11B	67.8488	BCL11B	320.4871
BCL2A1	37.5019	BCL2A1	19.0094
