gene_id	TCGA-BH-A0DH-01A-11R-A084-07	gene_id	TCGA-BH-A0DH-11A-31R-A089-07
SNRPB	1086.5638	SNRPB	2021.4106
SNRPC	1757.6214	SNRPC	1147.3552
SNRPD1	430.9371	SNRPD1	614.1898
SNRPD2	3327.0606	SNRPD2	4500
SNRPD3	1322.9808	SNRPD3	2077.246
SNRPE	936.0181	SNRPE	477.7498
SNRPF	961.2345	SNRPF	1046.1797
SNRPG	803.9142	SNRPG	751.0495
SNRPN	2692.7738	SNRPN	3322.7204
SNTA1	1076.402	SNTA1	971.0327
SNTB1	960.4817	SNTB1	321.5785
SNTB2	483.6282	SNTB2	895.8858
removed	removed	SNTG2	26.4484
SNUPN	378.6225	SNUPN	556.2552
SNURF	129.9586	SNURF	93.6314
SNW1	1975.16	SNW1	1974.3913
SNX10	1066.2401	SNX10	247.2712
SNX11	709.4467	SNX11	664.9874
SNX12	282.6496	SNX12	316.9605
SNX13	1066.9928	SNX13	455.9194
SNX14	661.2721	SNX14	899.2443
SNX15	427.5499	SNX15	818.22
SNX16	322.1679	SNX16	175.063
SNX17	3259.6914	SNX17	3476.9102
SNX18	751.5995	SNX18	648.1948
SNX19	2946.5563	SNX19	1968.5139
SNX1	3888.2198	SNX1	4073.4677
SNX20	26.8837	SNX20	20.8396
SNX21	488.7204	SNX21	939.4249
SNX22	193.297	SNX22	205.403
SNX24	398.5698	SNX24	135.1805
SNX25	130.2221	SNX25	240.5542
SNX27	1438.6526	SNX27	771.3644
SNX29	641.3248	SNX29	664.9874
SNX2	1497.93	SNX2	1694.7943
SNX30	838.1633	SNX30	471.8724
removed	removed	SNX31	13.8539
removed	removed	SNX32	10.9152
SNX33	1677.0794	SNX33	1341.7296
SNX3	1671.4339	SNX3	3830.3946
SNX4	824.6142	SNX4	546.1797
SNX5	1333.0824	SNX5	1929.471
SNX6	1068.8747	SNX6	1145.2561
SNX7	95.2202	SNX7	536.5239
SNX8	598.7956	SNX8	312.7624
SNX9	921.7162	SNX9	1824.937
SOAT1	1255.5514	SOAT1	288.8329
SOAT2	5.6455	removed	removed
SOBP	31.6146	SOBP	283.3753
SOCS1	43.2819	SOCS1	41.5617
SOCS2	329.3188	SOCS2	806.885
SOCS3	468.1972	SOCS3	1173.8035
SOCS4	610.8393	SOCS4	290.0924
SOCS5	473.8427	SOCS5	715.7851
SOCS6	431.6899	SOCS6	535.2645
SOCS7	62.8528	SOCS7	33.5852
SOD1	4620.6248	SOD1	6262.3846
SOD2	2264.5841	SOD2	2585.6423
SOD3	551.3737	SOD3	2295.1301
SOLH	491.5318	SOLH	331.2343
SON	6411.7426	SON	4232.5777
SORBS1	1361.6861	SORBS1	8486.9857
SORBS2	273.9932	SORBS2	1423.1738
SORBS3	1929.9962	SORBS3	3528.9673
SORCS1	20.7	SORCS1	14.6935
SORCS2	119.6839	SORCS2	142.7372
SORD	2843.8088	SORD	582.7036
SORL1	5908.5435	SORL1	1817.3804
SORT1	4313.8878	SORT1	2954.6599
SOS1	888.2198	SOS1	998.3207
SOS2	1036.8837	SOS2	874.0554
SOSTDC1	13.5491	SOSTDC1	244.3325
removed	removed	SOST	6.717
SOX10	47.0455	SOX10	2237.1956
SOX11	15.8073	SOX11	94.4584
SOX12	493.4136	SOX12	520.1511
SOX13	1429.8081	SOX13	1182.1998
SOX15	24.4637	SOX15	88.581
SOX17	53.0674	SOX17	147.3552
SOX18	143.7712	SOX18	515.5332
removed	removed	SOX21	7.5567
removed	removed	SOX2	52.0571
SOX4	2526.91	SOX4	1455.0798
removed	removed	SOX5	18.8917
SOX6	6.7746	SOX6	42.4013
SOX7	94.4674	SOX7	336.251
SOX8	6.7746	SOX8	42.4013
SOX9	566.4283	SOX9	1936.6079
SP100	993.2254	SP100	1747.2712
SP110	450.5081	SP110	473.5516
SP140L	122.6948	SP140L	396.3056
SP140	82.0474	SP140	28.9673
SP1	4078.6601	SP1	3104.534
SP2	730.5231	SP2	921.0747
SP3	2335.717	SP3	1204.45
SP4	130.5984	SP4	76.8262
removed	removed	SP5	41.9815
SP6	103.5002	SP6	207.3887
SPA17	65.111	SPA17	205.2897
removed	removed	SPACA4	6.717
SPAG16	1024.4637	SPAG16	385.8102
removed	removed	SPAG17	16.3728
SPAG1	1605.5702	SPAG1	111.251
SPAG4	47.0455	SPAG4	20.9908
SPAG5	680.8431	SPAG5	55.4156
removed	removed	SPAG6	44.0806
SPAG7	1028.6037	SPAG7	1082.7036
SPAG8	110.6511	SPAG8	32.3258
SPAG9	1901.7689	SPAG9	1300.1679
SPARCL1	3330.8242	SPARCL1	20555.4156
SPARC	26659.7667	SPARC	50122.1662
SPAST	401.9571	SPAST	176.3224
SPATA13	227.516	SPATA13	154.9118
SPATA17	43.6583	SPATA17	9.6558
SPATA18	135.1148	SPATA18	387.9093
SPATA20	2150.1694	SPATA20	1456.7548
removed	removed	SPATA22	9.2359
SPATA24	28.9801	SPATA24	39.4626
SPATA2L	135.4912	SPATA2L	126.3644
SPATA2	500.9409	SPATA2	419.8153
SPATA4	16.9364	SPATA4	5.0378
SPATA5L1	232.9695	SPATA5L1	147.775
SPATA5	477.6063	SPATA5	155.7515
SPATA6	92.2093	SPATA6	87.7414
SPATA7	145.2766	SPATA7	311.9228
removed	removed	SPATA9	13.4341
SPATS2L	571.6974	SPATS2L	1399.6641
SPATS2	906.6616	SPATS2	447.1033
SPC24	27.851	removed	removed
SPC25	135.1148	SPC25	20.5709
SPCS1	1886.6428	SPCS1	2114.1898
SPCS2	817.0869	SPCS2	468.9337
SPCS3	9735.7922	SPCS3	2212.0067
SPDEF	7968.009	SPDEF	2121.7464
SPDYA	5.1148	SPDYA	7.7498
SPDYC	102.3711	removed	removed
removed	removed	SPDYE1	5.0378
SPDYE3	89.379	SPDYE3	79.8195
SPDYE6	24.84	SPDYE6	21.8304
SPDYE8P	17.3128	SPDYE8P	18.0521
SPEF1	57.2074	SPEF1	18.8917
SPEF2	274.3696	SPEF2	173.8035
SPEG	183.2894	SPEG	1227.5399
SPEN	1165.6003	SPEN	2250.6297
removed	removed	SPESP1	47.8589
SPG11	2223.9368	SPG11	1262.3846
SPG20	245.3895	SPG20	1712.8463
SPG21	1656.3794	SPG21	1879.513
SPG7	784.7196	SPG7	1389.1688
SPHAR	77.5311	SPHAR	68.262
SPHK1	276.3192	SPHK1	503.1066
SPHK2	386.1686	SPHK2	292.9681
removed	removed	SPHKAP	6.717
SPI1	415.5062	SPI1	339.6306
SPIN1	1950.6963	SPIN1	2284.2149
SPIN2B	157.9451	SPIN2B	122.7792
SPIN3	319.1569	SPIN3	269.1016
SPIN4	159.5785	SPIN4	70.9488
SPINK4	26.3455	removed	removed
removed	removed	SPINK5	13.0143
SPINK8	7.1509	SPINK8	7.1369
SPINT1	9835.1524	SPINT1	2805.2057
SPINT2	18502.4464	SPINT2	9120.487
SPIRE1	700.0376	SPIRE1	495.382
SPIRE2	96.7256	SPIRE2	60.8732
SPNS1	1472.1114	SPNS1	795.806
SPNS2	110.6436	SPNS2	584.0722
SPNS3	10.9146	SPNS3	10.4954
SPN	138.1257	SPN	130.1427
SPOCD1	160.7076	SPOCD1	12.5945
SPOCK1	825.367	SPOCK1	329.555
SPOCK2	294.3169	SPOCK2	625.9446
SPOCK3	6.3982	removed	removed
SPON1	350.7715	SPON1	1077.6658
SPON2	601.8065	SPON2	1309.8237
SPOPL	2600.3011	SPOPL	449.6222
SPOP	1638.3139	SPOP	1299.3283
SPP1	5433.5717	SPP1	1371.1167
SPPL2A	969.5145	SPPL2A	387.0697
SPPL2B	677.4558	SPPL2B	638.4971
SPPL3	1301.4678	SPPL3	1662.0487
SPRED1	348.137	SPRED1	568.4299
SPRED2	1893.1125	SPRED2	1340.89
SPRN	45.1637	SPRN	69.6893
removed	removed	SPRR1A	85.6423
removed	removed	SPRR1B	51.6373
removed	removed	SPRR2A	83.9631
removed	removed	SPRR2D	26.8682
removed	removed	SPRR2E	26.8682
removed	removed	SPRR3	282.1159
SPRY1	473.4663	SPRY1	1403.0227
SPRY2	75.6492	SPRY2	1399.6641
SPRY3	22.2055	SPRY3	46.1797
SPRY4	330.4479	SPRY4	709.9076
SPRYD3	1471.2081	SPRYD3	2211.5869
SPRYD4	746.7068	SPRYD4	403.8623
SPR	2369.9661	SPR	890.848
SPSB1	444.4863	SPSB1	724.1814
SPSB2	84.682	SPSB2	110.8312
SPSB3	896.8762	SPSB3	1082.7036
removed	removed	SPSB4	6.2972
removed	removed	SPTA1	41.1419
SPTAN1	4216.0331	SPTAN1	8031.0663
SPTBN1	4104.6293	SPTBN1	16076.8262
SPTBN2	1636.0557	SPTBN2	331.2343
SPTBN4	197.9676	SPTBN4	68.4299
SPTBN5	56.0783	SPTBN5	122.1662
SPTB	38.0128	SPTB	258.1864
SPTLC1	958.5999	SPTLC1	1105.7935
SPTLC2	3038.3892	SPTLC2	1145.2561
SPTLC3	47.4219	SPTLC3	295.1301
SPTY2D1	1248.4005	SPTY2D1	575.5668
SQLE	2350.3952	SQLE	357.6826
SQRDL	2019.1946	SQRDL	1624.6851
SQSTM1	11588.2198	SQSTM1	11292.9723
SR140	1408.7317	SR140	1242.2334
SRA1	958.5999	SRA1	599.0764
SRBD1	552.5028	SRBD1	489.0848
SRCAP	4765.9014	SRCAP	3327.0361
SRCIN1	439.2172	SRCIN1	164.5676
SRCRB4D	173.2894	SRCRB4D	76.5239
SRC	706.0595	SRC	942.0655
SRD5A1	179.9021	SRD5A1	131.822
SRD5A3	1534.3583	SRD5A3	512.5945
SREBF1	7592.3974	SREBF1	3655.3317
SREBF2	1767.0305	SREBF2	2754.4081
SRFBP1	212.6458	SRFBP1	125.105
SRF	1130.2221	SRF	2562.5525
SRGAP1	337.5988	SRGAP1	382.4517
SRGAP2	370.7189	SRGAP2	618.3879
SRGAP3	330.4479	SRGAP3	212.8463
SRGN	875.4234	SRGN	1131.822
SRI	1322.5442	SRI	1778.7573
SRL	11.2909	SRL	80.6045
SRMS	56.4546	removed	removed
SRM	631.9157	SRM	1570.9488
SRP14	5357.9225	SRP14	5723.3417
SRP19	638.8032	SRP19	710.7095
SRP54	2128.7166	SRP54	1133.0814
SRP68	2038.0128	SRP68	2339.6306
SRP72	3528.4155	SRP72	1580.1847
SRP9	6776.4396	SRP9	2918.5558
SRPK1	1331.2006	SRPK1	600.7557
SRPK2	1211.5167	SRPK2	723.3417
SRPRB	2231.8404	SRPRB	1191.4358
SRPR	3948.8145	SRPR	3277.4979
SRPX2	209.6349	SRPX2	484.4668
SRPX	183.6658	SRPX	2302.6868
SRRD	150.9221	SRRD	215.3652
SRRM1	890.478	SRRM1	1400.5038
SRRM2	11762.8905	SRRM2	9002.0949
SRRM3	17.6891	SRRM3	107.8925
SRRM5	27.5725	SRRM5	29.6641
SRRT	1821.2269	SRRT	1953.8203
SRR	325.9202	SRR	283.9253
SRXN1	818.9688	SRXN1	968.9337
SS18L1	225.0659	SS18L1	245.5919
SS18L2	193.8276	SS18L2	344.2485
SS18	1326.3079	SS18	1901.7632
SSBP1	1542.7174	SSBP1	1158.2704
SSBP2	441.4753	SSBP2	654.9118
SSBP3	430.9371	SSBP3	1168.7657
SSBP4	617.9902	SSBP4	654.9118
SSB	2296.9439	SSB	2624.6432
SSC5D	281.1441	SSC5D	553.3165
SSFA2	11312.7588	SSFA2	1348.8665
SSH1	548.7392	SSH1	763.2242
SSH2	524.6519	SSH2	343.4089
SSH3	1937.8999	SSH3	1128.0437
SSNA1	1222.8077	SSNA1	701.0915
SSPN	238.2386	SSPN	1477.7498
SSPO	7.9037	SSPO	11.335
SSR1	6314.2642	SSR1	3013.4341
SSR2	6651.4866	SSR2	7692.6952
SSR3	4100.1129	SSR3	4338.7909
SSR4	4085.4347	SSR4	3047.8589
SSRP1	3982.6872	SSRP1	4822.4181
SSSCA1	507.7155	SSSCA1	436.6079
SSTR1	6.7746	SSTR1	35.6843
SSTR2	112.1566	SSTR2	51.6373
SSU72	2703.8013	SSU72	3408.0605
SSX2IP	602.1829	SSX2IP	152.3929
ST13	2930.3726	ST13	7890.0084
ST14	3505.0809	ST14	1996.2217
ST18	5.2691	removed	removed
ST20	22.6195	ST20	56.906
ST3GAL1	1158.073	ST3GAL1	953.4005
ST3GAL2	235.9804	ST3GAL2	540.7221
ST3GAL3	191.9458	ST3GAL3	403.0227
ST3GAL4	581.8592	ST3GAL4	489.0848
ST3GAL5	213.7749	ST3GAL5	252.7288
ST3GAL6	63.6056	ST3GAL6	154.9118
ST5	594.2793	ST5	3617.1285
ST6GAL1	835.1524	ST6GAL1	2065.0714
ST6GAL2	146.0294	ST6GAL2	101.5953
ST6GALNAC1	11.2909	ST6GALNAC1	115.0294
ST6GALNAC2	2953.3308	ST6GALNAC2	1502.0991
ST6GALNAC3	41.4001	ST6GALNAC3	124.2653
ST6GALNAC4	381.2571	ST6GALNAC4	456.3392
ST6GALNAC5	27.4746	ST6GALNAC5	235.5164
ST6GALNAC6	1601.4302	ST6GALNAC6	3588.581
ST7L	229.2059	ST7L	251.4694
ST7OT1	18.4757	ST7OT1	44.8447
ST7	862.9356	ST7	703.686
ST8SIA1	14.3018	ST8SIA1	104.1142
removed	removed	ST8SIA2	126.7842
ST8SIA4	209.6349	ST8SIA4	186.398
removed	removed	ST8SIA5	5.0378
ST8SIA6	258.9387	ST8SIA6	28.9673
STAB1	482.8754	STAB1	1384.3451
removed	removed	STAB2	41.1419
STAC2	50.8092	STAC2	2620.487
STAC3	56.3493	STAC3	18.0521
STAC	7.1509	STAC	151.5533
STAG1	1268.6526	STAG1	554.5172
STAG2	2975.16	STAG2	1865.2393
STAG3L1	32.3673	STAG3L1	39.8825
STAG3L2	30.8619	STAG3L2	67.1704
STAG3L3	101.6899	STAG3L3	135.6633
STAG3L4	81.6711	STAG3L4	125.105
STAG3	16.2778	STAG3	17.4769
STAM2	1252.5405	STAM2	502.0991
STAMBPL1	86.5638	STAMBPL1	57.5147
STAMBP	1003.3873	STAMBP	725.8606
STAM	678.9612	STAM	389.5886
STAP1	20.3237	STAP1	13.0143
STAP2	890.478	STAP2	531.906
STARD10	21039.5183	STARD10	3153.2326
STARD13	494.9191	STARD13	813.602
STARD3NL	482.8754	STARD3NL	599.916
STARD3	1032.7437	STARD3	865.2393
STARD4	13.9255	STARD4	12.1746
STARD5	148.6639	STARD5	127.6238
STARD7	3488.5171	STARD7	4091.6415
STARD8	120.4366	STARD8	342.1495
removed	removed	STAR	14.2737
STAT1	5424.9153	STAT1	2429.8908
STAT2	1762.1377	STAT2	1863.56
STAT3	5584.8702	STAT3	5052.4769
STAT4	401.5807	STAT4	105.7935
STAT5A	517.1246	STAT5A	2560.0336
STAT5B	1049.6801	STAT5B	2785.8942
STAT6	2620.2484	STAT6	4078.0856
removed	removed	STAU1	2406.3812
STAU2	834.7761	STAU2	609.9916
STBD1	708.679	STBD1	1847.5735
STC1	4039.1419	STC1	1258.1864
STC2	31193.8276	STC2	23157.0109
STEAP1	23.3346	STEAP1	376.5743
STEAP2	51.1855	STEAP2	451.7212
STEAP3	740.685	STEAP3	1042.4013
STEAP4	152.0512	STEAP4	1795.55
STIL	260.8205	STIL	47.8589
STIM1	2220.5495	STIM1	2136.8598
STIM2	330.8242	STIM2	685.1385
STIP1	3059.0892	STIP1	2726.2804
STK10	759.5032	STK10	717.0445
STK11IP	327.437	STK11IP	303.5264
STK11	1009.0327	STK11	1100.7557
STK16	849.0779	STK16	845.508
STK17A	856.2288	STK17A	1054.1562
STK17B	450.8845	STK17B	530.2267
STK19	469.0629	STK19	415.5877
STK24	1599.5484	STK24	2335.0126
STK25	723.7486	STK25	1764.0638
STK32B	540.0828	STK32B	149.0344
STK32C	69.251	STK32C	91.9395
STK35	414.3771	STK35	850.9656
STK36	756.1159	STK36	363.1402
STK38L	681.2194	STK38L	663.728
STK38	1276.2514	STK38	1162.8883
STK39	389.1607	STK39	534.8447
STK3	854.347	STK3	470.6129
STK40	1612.7211	STK40	1798.4887
STK4	754.2341	STK4	575.9866
removed	removed	STL	9.3199
STMN1	2099.3602	STMN1	1730.8984
STMN2	10.9146	STMN2	10.4954
STMN3	736.1686	STMN3	947.5231
STOML1	224.6895	STOML1	358.5223
STOML2	2013.5491	STOML2	1683.0395
STOM	9315.0169	STOM	6217.4643
STON1	113.2857	STON1	407.2208
STON2	108.3929	STON2	296.8094
STOX1	807.6778	STOX1	230.4786
removed	removed	STOX2	13.4341
STRA13	557.3956	STRA13	484.4668
STRA6	216.7858	STRA6	74.3073
STRADA	443.3572	STRADA	508.8161
STRADB	443.7335	STRADB	344.2485
STRAP	1217.5386	STRAP	2036.5239
STRBP	1571.321	STRBP	419.3955
removed	removed	STRC	18.6734
STRN3	659.3903	STRN3	369.4374
STRN4	1403.4626	STRN4	1573.8875
STRN	427.9262	STRN	63.8119
STS	917.1998	STS	673.8035
STT3A	4776.4396	STT3A	3718.3039
STT3B	1670.3049	STT3B	1358.1024
STUB1	2412.2394	STUB1	2331.6331
STX10	288.6714	STX10	363.9798
STX11	83.9292	STX11	280.4366
STX12	800.9033	STX12	1461.377
STX16	711.7049	STX16	1391.6877
STX17	614.6029	STX17	835.8522
STX18	444.8626	STX18	627.6238
STX19	15.8073	STX19	25.6087
STX1A	33.1201	STX1A	46.5995
STX1B	70.3801	STX1B	57.5147
STX2	72.2619	STX2	240.5542
STX3	1056.4546	STX3	569.2695
STX4	985.6982	STX4	908.4803
STX5	1397.8171	STX5	1342.5693
STX6	886.6842	STX6	865.529
STX7	652.6157	STX7	1254.8279
STX8	385.0207	STX8	764.0638
STXBP1	299.2096	STXBP1	1126.7842
STXBP2	2893.1125	STXBP2	901.7632
STXBP3	1194.5804	STXBP3	751.0495
STXBP4	334.2115	STXBP4	87.3216
STXBP5	301.8367	STXBP5	320.7095
removed	removed	STXBP6	18.0521
STYK1	13.5491	STYK1	52.0571
STYXL1	1389.1607	STYXL1	659.11
STYX	474.219	STYX	235.5164
SUB1	13038.0128	SUB1	4407.2208
SUCLA2	521.1743	SUCLA2	853.2788
SUCLG1	1237.8623	SUCLG1	2691.8556
SUCLG2	1714.3395	SUCLG2	1337.5315
SUCNR1	7.5273	removed	removed
SUDS3	1493.0373	SUDS3	1177.5819
SUFU	739.5559	SUFU	675.9026
SUGT1L1	12.5706	SUGT1L1	76.0327
SUGT1	393.3007	SUGT1	633.0814
SULF1	2889.7253	SULF1	2066.7506
SULF2	7725.6304	SULF2	3039.4626
SULT1A1	581.1065	SULT1A1	423.5936
SULT1A2	26.7219	SULT1A2	29.3871
SULT1A3	260.1204	SULT1A3	882.6868
SULT1C4	6.0218	SULT1C4	38.2032
removed	removed	SULT1E1	5.0378
SULT2B1	621.0011	SULT2B1	356.0034
SUMF1	2733.5341	SUMF1	1497.4811
SUMF2	6893.8653	SUMF2	4006.717
SUMO1P3	182.5367	SUMO1P3	107.8925
SUMO1	2424.1626	SUMO1	2265.3233
SUMO2	2955.9654	SUMO2	3280.4366
SUMO3	2230.7113	SUMO3	2662.4685
SUN1	2156.3907	SUN1	1689.7565
SUN2	1954.4599	SUN2	7536.9437
SUOX	1799.7742	SUOX	841.3098
SUPT16H	3678.9612	SUPT16H	2996.2217
SUPT3H	91.8329	SUPT3H	120.0672
SUPT4H1	1886.2928	SUPT4H1	1923.136
SUPT5H	2509.2209	SUPT5H	3043.6608
SUPT6H	3081.6711	SUPT6H	3200.2519
SUPT7L	883.3271	SUPT7L	1045.7599
SUPV3L1	493.0373	SUPV3L1	601.5953
SURF1	1397.4407	SURF1	1050.7976
SURF2	292.0587	SURF2	372.3762
SURF4	6686.8649	SURF4	6162.4685
SURF6	661.2721	SURF6	878.6734
SUSD1	471.5845	SUSD1	236.7758
SUSD2	3379.3752	SUSD2	789.2527
SUSD3	1938.6526	SUSD3	243.073
SUSD4	200.9785	SUSD4	193.9547
SUSD5	52.3146	SUSD5	42.4013
SUV39H1	359.4279	SUV39H1	248.5306
SUV39H2	159.2021	SUV39H2	105.7935
SUV420H1	898.0053	SUV420H1	1005.0378
SUV420H2	173.8803	SUV420H2	109.9916
SUZ12P	73.7674	SUZ12P	92.3594
SUZ12	1009.0327	SUZ12	469.3535
SV2A	50.8092	SV2A	295.55
SV2B	42.5292	SV2B	128.8833
SVEP1	329.2247	SVEP1	4662.0193
SVIL	890.6511	SVIL	3212.9429
SVIP	560.0301	SVIP	247.2712
SVOPL	41.4001	SVOPL	13.0143
SWAP70	1913.0598	SWAP70	1692.2754
SYAP1	4375.2352	SYAP1	978.1696
SYBU	1381.2571	SYBU	1028.1276
removed	removed	SYCE1L	29.8069
removed	removed	SYCE1	15.9404
SYCE2	24.84	SYCE2	8.3963
SYCP2	118.1784	SYCP2	136.0202
SYDE1	132.1039	SYDE1	536.1041
SYDE2	215.2804	SYDE2	75.9866
SYF2	666.5412	SYF2	1942.0655
SYK	303.3496	SYK	466.8346
SYMPK	2613.8502	SYMPK	1730.8984
SYN1	11.2909	SYN1	30.2267
SYN2	12.7964	SYN2	313.602
removed	removed	SYN3	13.8539
SYNCRIP	2164.4712	SYNCRIP	2907.6406
SYNC	930.7565	SYNC	386.6919
SYNE1	377.117	SYNE1	1529.8069
SYNE2	2302.9733	SYNE2	2713.2662
SYNGAP1	503.5755	SYNGAP1	363.1402
SYNGR1	1130.6549	SYNGR1	971.2091
SYNGR2	9353.0297	SYNGR2	4665.827
SYNGR3	63.6056	SYNGR3	17.2124
SYNJ1	305.9842	SYNJ1	198.1528
SYNJ2BP	1569.4392	SYNJ2BP	984.047
SYNJ2	374.8589	SYNJ2	386.6499
SYNM	282.6496	SYNM	27284.2149
SYNPO2L	146.4057	SYNPO2L	19.3115
SYNPO2	366.5788	SYNPO2	4644.8363
SYNPO	1338.7279	SYNPO	6516.7926
SYNRG	1121.1893	SYNRG	837.1117
SYPL1	2974.7836	SYPL1	2420.2351
SYPL2	8.6564	SYPL2	23.9295
SYP	61.3474	SYP	58.3543
SYS1-DBNDD2	11.9383	SYS1-DBNDD2	23.8287
SYS1	1566.3229	SYS1	1523.6818
SYT11	244.2604	SYT11	390.0084
SYT12	1061.3474	SYT12	402.6029
SYT13	1529.1682	SYT13	23.0898
SYT15	25.5928	SYT15	178.4215
SYT17	253.2932	SYT17	118.8077
SYT1	4707.9413	SYT1	242.6532
removed	removed	SYT2	31.906
removed	removed	SYT3	26.8682
SYT5	34.6255	SYT5	5.4576
SYT6	20.3237	SYT6	28.1276
SYT7	1357.9225	SYT7	981.1083
SYT8	58.7128	SYT8	491.1839
SYT9	470.8318	SYT9	19.7313
SYTL1	634.1739	SYTL1	660.7893
SYTL2	1114.4148	SYTL2	734.2569
SYTL3	40.6473	SYTL3	208.6482
SYTL4	1930.749	SYTL4	630.5626
SYTL5	651.1103	SYTL5	78.0856
SYVN1	2506.21	SYVN1	1450.4618
TAB1	549.8118	TAB1	833.9966
TAB2	1445.239	TAB2	2055.8354
TAB3	919.8344	TAB3	386.2301
TAC1	16.56	TAC1	14.2737
TACC1	2153.5566	TACC1	4292.1914
TACC2	3261.1968	TACC2	1376.5743
TACC3	639.443	TACC3	165.827
TACO1	400.828	TACO1	425.6927
TACR1	17.6891	TACR1	466.8346
TACR2	80.9183	TACR2	51.6373
TACSTD2	12519.0064	TACSTD2	13783.3753
TADA1	331.9533	TADA1	224.1814
TADA2A	111.4038	TADA2A	115.4492
TADA2B	1414.3771	TADA2B	1019.7313
TADA3	2528.6112	TADA3	2011.8178
TAF10	954.4599	TAF10	1015.1134
TAF11	806.9251	TAF11	528.5474
TAF12	324.8024	TAF12	517.2124
TAF13	142.2657	TAF13	104.1142
TAF15	1927.3617	TAF15	4450.042
TAF1A	54.1965	TAF1A	43.241
removed	removed	TAF1B	140.6381
TAF1C	238.615	TAF1C	664.1478
TAF1D	279.2285	TAF1D	524.8237
TAF1L	13.9255	TAF1L	15.1134
TAF1	683.4776	TAF1	1016.7926
TAF2	1030.1091	TAF2	410.5793
TAF3	332.3297	TAF3	314.4416
TAF4B	25.9691	TAF4B	80.1847
TAF4	342.8679	TAF4	314.8615
TAF5L	330.0715	TAF5L	565.911
TAF5	113.2857	TAF5	93.199
TAF6L	379.7516	TAF6L	260.7053
TAF6	1080.3237	TAF6	1187.309
removed	removed	TAF7L	12.1746
TAF7	2911.5544	TAF7	3260.2855
TAF8	510.7264	TAF8	435.7683
TAF9B	1350.0188	TAF9B	531.4861
TAF9	1759.6726	TAF9	1164.9874
TAGAP	143.3948	TAGAP	94.8783
TAGLN2	12817.0869	TAGLN2	10232.9975
TAGLN	5155.4385	TAGLN	73746.4945
TAL1	34.2492	TAL1	225.4408
TALDO1	3038.0128	TALDO1	4405.9614
TANC1	1785.096	TANC1	908.4803
TANC2	3692.134	TANC2	615.0294
TANK	451.6372	TANK	1180.5206
TAOK1	398.9462	TAOK1	69.2695
TAOK2	2383.1389	TAOK2	1233.8371
TAOK3	1050.4328	TAOK3	815.7011
TAP1	2410.6135	TAP1	1296.8094
TAP2	850.1355	TAP2	888.2158
TAPBPL	469.3338	TAPBPL	1058.4215
TAPBP	7621.7539	TAPBP	3746.8514
TAPT1	914.1889	TAPT1	722.9219
TARBP1	782.4614	TARBP1	422.754
TARBP2	445.9917	TARBP2	387.4895
TARDBP	3086.1874	TARDBP	3448.7825
removed	removed	TARP	15.1134
TARS2	917.9526	TARS2	442.9051
TARSL2	316.5224	TARSL2	429.471
TARS	1192.3222	TARS	1408.9001
removed	removed	TAS1R1	13.8539
TAS1R3	21.0764	removed	removed
removed	removed	TAS2R14	9.6222
TAS2R20	7.5273	TAS2R20	24.7691
TASP1	64.7347	TASP1	159.11
TATDN1	403.0862	TATDN1	396.3056
TATDN2	991.3436	TATDN2	1178.4215
TATDN3	351.9006	TATDN3	283.3753
removed	removed	TAT	2449.6222
TAX1BP1	3213.7749	TAX1BP1	2718.3039
TAX1BP3	1562.4765	TAX1BP3	1771.3686
TAZ	279.2623	TAZ	343.4593
TBC1D10A	469.7667	TBC1D10A	811.7842
TBC1D10B	1929.9962	TBC1D10B	1402.183
TBC1D10C	57.5837	TBC1D10C	51.2175
TBC1D12	417.0117	TBC1D12	255.2477
TBC1D13	950.3199	TBC1D13	1476.0705
TBC1D14	1318.0279	TBC1D14	1989.9244
TBC1D15	1147.1584	TBC1D15	1023.0898
TBC1D16	369.5898	TBC1D16	293.4509
TBC1D17	890.1581	TBC1D17	1223.8875
TBC1D19	94.0911	TBC1D19	96.1377
TBC1D1	619.4957	TBC1D1	1244.7523
TBC1D20	648.4757	TBC1D20	1450.8816
TBC1D22A	259.6914	TBC1D22A	468.5139
TBC1D22B	572.3861	TBC1D22B	374.3535
TBC1D23	952.5781	TBC1D23	503.3585
TBC1D24	643.583	TBC1D24	270.0546
TBC1D25	470.8318	TBC1D25	599.916
TBC1D2B	777.5687	TBC1D2B	1948.7825
TBC1D2	242.0023	TBC1D2	665.827
TBC1D3B	67.3692	TBC1D3B	104.1142
TBC1D3C	7.1509	TBC1D3C	21.8304
TBC1D3H	5.2691	TBC1D3H	7.1369
TBC1D3	156.3267	TBC1D3	281.6961
TBC1D4	205.8713	TBC1D4	1690.5961
TBC1D5	699.6613	TBC1D5	1157.0109
TBC1D7	507.0154	TBC1D7	225.4408
TBC1D8B	194.5804	TBC1D8B	144.4165
TBC1D8	558.1483	TBC1D8	868.5978
TBC1D9B	2604.0647	TBC1D9B	3613.7699
TBC1D9	14887.0907	TBC1D9	3750.6297
TBCA	1453.1426	TBCA	1964.3157
TBCB	1475.0169	TBCB	1173.7028
TBCCD1	282.2732	TBCCD1	208.6482
TBCC	811.0651	TBCC	589.4207
removed	removed	TBCD	1494.2191
TBCEL	187.8058	TBCEL	145.6759
TBCE	444.283	TBCE	310.8438
TBCK	815.4046	TBCK	473.5516
