gene_id	TCGA-BH-A18U-01A-21R-A12D-07	gene_id	TCGA-BH-A18U-11A-23R-A12D-07
SHKBP1	1079.4935	SHKBP1	600.9434
SHMT1	1121.8326	SHMT1	855.1887
SHMT2	2382.3426	SHMT2	1133.4906
SHOC2	1365.8108	SHOC2	1211.7925
SHOX2	52.7612	SHOX2	199.5283
SHPK	350.9391	SHPK	395.6038
SHPRH	413.127	SHPRH	772.9528
SHQ1	1028.8428	SHQ1	407.0755
SHROOM1	377.77	SHROOM1	197.6415
SHROOM2	1463.2431	SHROOM2	299.5283
SHROOM3	4846.9926	SHROOM3	4218.8679
SHROOM4	170.2427	SHROOM4	465.0943
SIAE	644.3897	SIAE	935.3774
SIAH1	379.9297	SIAH1	617.0896
SIAH2	1659.8663	SIAH2	795.7547
SIDT1	862.4692	SIDT1	363.6792
SIDT2	1470.6929	SIDT2	1836.5142
SIGIRR	322.5466	SIGIRR	350
SIGLEC10	203.6581	SIGLEC10	181.6038
removed	removed	SIGLEC11	8.4906
SIGLEC12	51.0025	SIGLEC12	27.8302
SIGLEC14	26.3806	SIGLEC14	16.9811
removed	removed	SIGLEC15	6.6038
removed	removed	SIGLEC16	5.6604
SIGLEC1	537.4604	SIGLEC1	245.7547
SIGLEC5	33.7671	SIGLEC5	14.1509
SIGLEC6	22.1597	SIGLEC6	8.9623
SIGLEC7	49.9472	SIGLEC7	22.1698
SIGLEC8	86.5283	SIGLEC8	48.1132
SIGLEC9	62.6099	SIGLEC9	37.2642
SIGLECP3	14.0696	SIGLECP3	19.3396
SIGMAR1	1895.5329	SIGMAR1	1019.8113
SIK1	345.7615	SIK1	2634.434
SIK2	633.134	SIK2	1559.9057
SIK3	1036.5811	SIK3	1784.9057
SIKE1	766.7956	SIKE1	748.1132
SIL1	766.4439	SIL1	569.3396
SILV	80.197	SILV	399.5283
removed	removed	SIM1	88.2075
SIM2	243.4049	SIM2	68.3962
SIN3A	1949.701	SIN3A	2308.9623
SIN3B	622.5818	SIN3B	1333.9623
SIP1	242.3496	SIP1	117.9245
SIPA1L1	685.8952	SIPA1L1	1736.3208
SIPA1L2	1357.369	SIPA1L2	525.4717
SIPA1L3	1464.65	SIPA1L3	1561.7925
SIPA1	542.7365	SIPA1	541.0377
SIRPA	865.9866	SIRPA	2845.7547
SIRPB1	72.8104	SIRPB1	132.5472
SIRPB2	54.8716	SIRPB2	22.1698
SIRPG	27.7875	SIRPG	16.0377
removed	removed	SIRT1	879.717
SIRT2	919.4513	SIRT2	1210.3774
SIRT3	387.1263	SIRT3	799.9858
SIRT4	20.7527	SIRT4	17.4528
SIRT5	457.2635	SIRT5	322.1698
SIRT6	442.4903	SIRT6	146.2264
SIRT7	247.9775	SIRT7	215.0943
SIT1	19.6975	SIT1	21.6981
SIVA1	471.3331	SIVA1	590.566
SIX1	949.3493	SIX1	29.717
SIX2	170.9462	SIX2	18.3962
SIX3	26.0288	SIX3	20.283
SIX4	438.9729	SIX4	128.7736
SIX5	328.8779	SIX5	487.2642
SKA1	326.7675	SKA1	46.6981
SKA2	1610.6226	SKA2	436.7925
SKA3	325.5329	SKA3	43.3962
SKAP1	147.0278	SKAP1	136.3208
SKAP2	479.0714	SKAP2	1185.3774
SKIL	797.7489	SKIL	1096.2264
SKIV2L2	2371.0693	SKIV2L2	1533.9009
SKIV2L	1419.4091	SKIV2L	910.8491
SKI	949.3493	SKI	2806.1321
SKP1	8759.0573	SKP1	5743.3962
SKP2	494.8998	SKP2	189.1509
SLA2	28.1393	SLA2	34.434
removed	removed	SLAIN1	241.9811
SLAIN2	1166.3735	SLAIN2	1324.0566
SLAMF1	41.1537	SLAMF1	14.6226
SLAMF6	60.1477	SLAMF6	38.6792
SLAMF7	383.0461	SLAMF7	183.4906
SLAMF8	589.1453	SLAMF8	129.4811
SLAMF9	8.7935	removed	removed
SLA	261.6954	SLA	150
SLBP	962.7154	SLBP	690.566
SLC10A3	344.0028	SLC10A3	617.4528
SLC10A5	9.1453	removed	removed
removed	removed	SLC10A6	19.8113
SLC10A7	173.0566	SLC10A7	234.9057
SLC11A1	266.6198	SLC11A1	34.434
SLC11A2	1691.523	SLC11A2	2008.0189
removed	removed	SLC12A1	200.9434
SLC12A2	3210.6929	SLC12A2	4091.5094
SLC12A4	521.2803	SLC12A4	1360.3774
SLC12A6	198.7513	SLC12A6	737.816
SLC12A7	1377.77	SLC12A7	1361.7925
SLC12A8	377.0665	SLC12A8	262.8255
SLC12A9	499.1206	SLC12A9	591.5094
removed	removed	SLC13A2	497.6415
SLC13A3	41.5055	SLC13A3	105.6604
removed	removed	SLC13A5	7.5472
SLC14A1	30.2497	SLC14A1	68.3962
removed	removed	SLC14A2	19.8113
removed	removed	SLC15A1	41.0377
SLC15A2	62.6099	SLC15A2	216.5094
SLC15A3	671.4738	SLC15A3	285.3774
SLC15A4	575.0967	SLC15A4	588.6792
SLC16A10	6.3313	SLC16A10	41.5094
SLC16A11	15.1249	SLC16A11	55.1887
removed	removed	SLC16A12	92.9245
SLC16A13	113.9641	SLC16A13	60.3774
SLC16A14	1272.5994	SLC16A14	204.717
SLC16A1	430.5311	SLC16A1	434.9057
SLC16A2	355.2585	SLC16A2	723.5849
SLC16A3	556.8062	SLC16A3	167.4528
SLC16A4	49.5955	SLC16A4	410.8491
SLC16A5	288.4277	SLC16A5	232.0755
SLC16A6	223.7074	SLC16A6	104.717
SLC16A7	10.904	SLC16A7	87.7358
removed	removed	SLC16A8	9.434
SLC16A9	105.8741	SLC16A9	196.2264
SLC17A5	412.2406	SLC17A5	939.1509
removed	removed	SLC17A7	32.0755
SLC17A9	40.802	SLC17A9	50.9434
SLC18A2	34.8224	SLC18A2	12.2642
SLC19A1	253.9571	SLC19A1	137.2642
SLC19A2	951.4597	SLC19A2	786.3208
SLC19A3	19.3458	SLC19A3	334.9057
SLC1A1	51.7059	SLC1A1	213.2075
SLC1A2	823.0742	SLC1A2	311.3208
SLC1A3	361.2381	SLC1A3	329.717
SLC1A4	2443.1938	SLC1A4	1440.566
SLC1A5	5009.497	SLC1A5	4868.3962
removed	removed	SLC1A7	24.0566
SLC20A1	1831.8677	SLC20A1	800.9434
SLC20A2	746.3947	SLC20A2	1352.8302
removed	removed	SLC22A12	8.9623
SLC22A15	65.4238	SLC22A15	115.0943
SLC22A17	190.9954	SLC22A17	904.2453
SLC22A18AS	16.5318	SLC22A18AS	7.5472
SLC22A18	249.0327	SLC22A18	158.9623
removed	removed	SLC22A20	6.1321
SLC22A23	723.236	SLC22A23	1222.1462
SLC22A3	20.0492	SLC22A3	68.8679
SLC22A4	86.1766	SLC22A4	83.9623
SLC22A5	479.4231	SLC22A5	417.4528
SLC23A1	84.7696	SLC23A1	7.5472
SLC23A2	425.9585	SLC23A2	1341.0377
removed	removed	SLC23A3	12.0519
SLC24A1	266.662	SLC24A1	572.1698
SLC24A2	18.2905	removed	removed
SLC24A3	1119.592	SLC24A3	498.5849
removed	removed	SLC24A4	10.3774
SLC24A5	29.6342	SLC24A5	15.5425
SLC24A6	345.7615	SLC24A6	620.7547
SLC25A10	842.7717	SLC25A10	491.9811
SLC25A11	859.3036	SLC25A11	765.566
SLC25A12	402.3918	SLC25A12	738.6792
SLC25A13	794.5832	SLC25A13	478.7736
SLC25A14	118.8885	SLC25A14	152.3585
SLC25A15	293.4611	SLC25A15	298.9104
SLC25A16	259.9367	SLC25A16	322.6415
SLC25A17	1301.0904	SLC25A17	570.7547
SLC25A18	205.4168	SLC25A18	20.7547
SLC25A19	427.7172	SLC25A19	125.4717
SLC25A1	1640.8723	SLC25A1	743.3962
SLC25A20	541.3296	SLC25A20	470.283
removed	removed	SLC25A21	8.0425
SLC25A22	285.262	SLC25A22	249.0566
SLC25A23	2353.8516	SLC25A23	1032.5472
SLC25A24	631.727	SLC25A24	1107.5472
SLC25A25	363.7003	SLC25A25	1968.8679
SLC25A26	331.2733	SLC25A26	391.0519
SLC25A27	14.7731	SLC25A27	288.2075
SLC25A28	490.3271	SLC25A28	605.1887
SLC25A29	453.746	SLC25A29	687.7358
SLC25A30	352.7963	SLC25A30	503.3019
SLC25A32	603.025	SLC25A32	637.3491
SLC25A33	150.5452	SLC25A33	249.5283
removed	removed	SLC25A34	38.6792
SLC25A35	460.5171	SLC25A35	177.6604
SLC25A36	1691.8748	SLC25A36	2151.8868
SLC25A37	397.4675	SLC25A37	1108.4906
SLC25A38	1074.5691	SLC25A38	564.1509
SLC25A39	3980.3025	SLC25A39	1346.2264
SLC25A3	6903.9747	SLC25A3	5938.2075
SLC25A40	172.3531	SLC25A40	232.0755
SLC25A41	7.0348	removed	removed
SLC25A42	161.8009	SLC25A42	319.8113
SLC25A43	411.5371	SLC25A43	458.9623
SLC25A44	1476.961	SLC25A44	791.5094
SLC25A45	225.4661	SLC25A45	158.4906
SLC25A46	735.4907	SLC25A46	672.6415
SLC25A4	700.3166	SLC25A4	841.0377
SLC25A5	5968.3433	SLC25A5	3138.6792
SLC25A6	7654.942	SLC25A6	6917.9245
SLC26A10	5.4661	SLC26A10	22.3726
SLC26A11	176.9258	SLC26A11	373.1132
SLC26A1	13.4013	SLC26A1	41.5094
SLC26A2	532.5361	SLC26A2	2050
removed	removed	SLC26A3	18.3962
SLC26A4	6.6831	SLC26A4	31.6038
SLC26A6	350.9391	SLC26A6	123.7877
SLC26A7	15.8284	SLC26A7	33.4906
SLC26A8	35.8776	SLC26A8	7.0755
removed	removed	SLC26A9	6.1321
SLC27A1	441.4351	SLC27A1	936.7925
SLC27A2	68.2378	SLC27A2	25
SLC27A3	428.0689	SLC27A3	573.5849
SLC27A4	731.6215	SLC27A4	415.0943
SLC27A5	163.0215	SLC27A5	98.8066
SLC27A6	6.6831	SLC27A6	425.4717
SLC28A1	8.09	SLC28A1	12.7358
removed	removed	SLC28A3	225.4717
SLC29A1	930.3553	SLC29A1	3131.6038
SLC29A2	677.6398	SLC29A2	177.684
SLC29A3	394.3018	SLC29A3	193.3962
SLC29A4	34.8224	SLC29A4	228.7736
SLC2A10	1793.1762	SLC2A10	932.5472
SLC2A11	211.3964	SLC2A11	194.8113
SLC2A12	37.2846	SLC2A12	339.6226
SLC2A13	300.7387	SLC2A13	204.2453
SLC2A14	15.1249	SLC2A14	33.4906
SLC2A1	1816.3911	SLC2A1	1429.717
SLC2A3	658.8111	SLC2A3	1256.1321
SLC2A4RG	985.2269	SLC2A4RG	777.8302
SLC2A4	21.1045	SLC2A4	150.4717
SLC2A5	172.0014	SLC2A5	61.7925
SLC2A6	274.3581	SLC2A6	17.9245
SLC2A8	221.9486	SLC2A8	195.7547
SLC2A9	45.0229	SLC2A9	167.9245
SLC30A1	315.5118	SLC30A1	327.3585
SLC30A2	211.3964	SLC30A2	19.8113
SLC30A4	65.4238	SLC30A4	121.2264
SLC30A5	1673.936	SLC30A5	1247.6415
SLC30A6	314.1048	SLC30A6	309.9057
SLC30A7	746.0429	SLC30A7	718.8679
SLC30A8	16.8836	SLC30A8	29.2453
SLC30A9	1550.4749	SLC30A9	1633.4906
SLC31A1	2418.9237	SLC31A1	1229.717
SLC31A2	875.4836	SLC31A2	482.0755
SLC33A1	1210.6929	SLC33A1	804.2453
removed	removed	SLC34A2	1974.0566
SLC34A3	7.7383	removed	removed
SLC35A1	589.9859	SLC35A1	698.1132
SLC35A2	1068.9413	SLC35A2	541.5094
SLC35A3	1181.8502	SLC35A3	419.8113
SLC35A4	2589.5181	SLC35A4	2032.0755
SLC35A5	787.5484	SLC35A5	856.6038
SLC35B1	2896.5881	SLC35B1	697.6415
SLC35B2	899.0503	SLC35B2	1480.1887
SLC35B3	311.2909	SLC35B3	463.2075
SLC35B4	303.2008	SLC35B4	429.2453
SLC35C1	603.9395	SLC35C1	543.3962
SLC35C2	1427.7172	SLC35C2	912.2642
SLC35D1	375.6595	SLC35D1	654.2453
SLC35D2	195.5681	SLC35D2	414.1509
SLC35E1	2003.5174	SLC35E1	1947.6415
SLC35E2	1394.7239	SLC35E2	2817.533
SLC35E2	27.7172	SLC35E2	38.1274
SLC35E3	301.4421	SLC35E3	255.6604
SLC35E4	109.4161	SLC35E4	64.7123
SLC35F1	10.5522	SLC35F1	13.2075
SLC35F2	147.7313	SLC35F2	206.1321
removed	removed	SLC35F3	324.5283
SLC35F5	984.8751	SLC35F5	760.8491
SLC36A1	404.854	SLC36A1	233.4906
SLC36A4	188.1815	SLC36A4	204.717
SLC37A1	439.3247	SLC37A1	454.2453
SLC37A2	307.4217	SLC37A2	164.6226
SLC37A3	623.9887	SLC37A3	908.9623
SLC37A4	1455.153	SLC37A4	437.2642
SLC38A10	884.2772	SLC38A10	2052.8302
SLC38A1	7580.3728	SLC38A1	7491.0377
SLC38A2	4111.5019	SLC38A2	4414.1509
SLC38A3	85.1214	SLC38A3	102.3585
SLC38A4	36.9328	SLC38A4	27.3585
SLC38A5	227.2248	SLC38A5	49.5283
SLC38A6	256.0675	SLC38A6	99.0566
SLC38A7	196.2715	SLC38A7	234.9057
SLC38A9	322.1949	SLC38A9	224.5283
SLC39A10	988.0408	SLC39A10	659.9057
SLC39A11	1809.0046	SLC39A11	525.9434
SLC39A13	567.0067	SLC39A13	714.1509
SLC39A14	1386.5635	SLC39A14	1676.8868
SLC39A1	2807.5976	SLC39A1	2508.0189
SLC39A2	9.1453	SLC39A2	22.6415
SLC39A3	354.2033	SLC39A3	293.3962
SLC39A4	292.2969	SLC39A4	120.283
SLC39A6	8607.8087	SLC39A6	15712.2642
SLC39A7	4039.7467	SLC39A7	3062.2642
SLC39A8	670.7703	SLC39A8	1235.8491
SLC39A9	2484.6993	SLC39A9	2156.1321
SLC3A2	3838.5508	SLC3A2	2197.6415
SLC40A1	3079.4935	SLC40A1	6551.4151
SLC41A1	980.6542	SLC41A1	836.3208
SLC41A2	224.0591	SLC41A2	261.3208
SLC41A3	1137.5308	SLC41A3	1443.8679
SLC43A1	371.0869	SLC43A1	203.3019
SLC43A2	376.0113	SLC43A2	744.3396
SLC43A3	1109.3071	SLC43A3	2028.0708
SLC44A1	3678.5086	SLC44A1	2899.5283
SLC44A2	4325.7123	SLC44A2	5730.6604
SLC44A3	94.9701	SLC44A3	431.6038
SLC44A4	18.2905	SLC44A4	459.9057
SLC44A5	31.6567	SLC44A5	167.4528
SLC45A1	66.1273	SLC45A1	33.0189
SLC45A2	10.904	SLC45A2	5.6604
SLC45A3	113.2606	SLC45A3	241.5094
SLC45A4	295.8143	SLC45A4	425.4717
SLC46A1	1073.5139	SLC46A1	1068.0236
SLC46A2	9.8488	SLC46A2	29.2453
SLC46A3	481.1819	SLC46A3	621.2264
SLC47A1	174.8153	SLC47A1	75.4717
removed	removed	SLC47A2	8.4906
SLC48A1	811.8185	SLC48A1	716.5094
SLC4A11	58.7408	SLC4A11	181.1321
SLC4A1AP	807.5976	SLC4A1AP	619.3396
removed	removed	SLC4A1	12.7358
SLC4A2	1695.4168	SLC4A2	1246.8726
SLC4A3	35.5259	SLC4A3	352.8302
SLC4A4	5.2761	SLC4A4	133.4906
SLC4A5	268.9377	SLC4A5	201.434
SLC4A7	1868.8006	SLC4A7	3547.1698
SLC4A8	516.0042	SLC4A8	153.3019
SLC5A12	20.7527	removed	removed
SLC5A1	226.1695	SLC5A1	1085.3774
SLC5A3	650.8266	SLC5A3	1030.8019
SLC5A6	1952.3637	SLC5A6	1782.8066
removed	removed	SLC5A7	8.4906
removed	removed	SLC5A8	9.9057
removed	removed	SLC5A9	12.7358
removed	removed	SLC6A10P	9.9057
removed	removed	SLC6A11	8.9623
SLC6A12	27.0841	SLC6A12	40.566
SLC6A14	17.9388	SLC6A14	762.7358
removed	removed	SLC6A15	61.3208
SLC6A16	20.401	SLC6A16	38.6792
SLC6A17	18.2905	SLC6A17	32.5472
SLC6A1	22.8632	SLC6A1	14.1509
SLC6A20	18.2905	SLC6A20	39.6226
removed	removed	SLC6A2	25
removed	removed	SLC6A3	5.6604
removed	removed	SLC6A4	16.0377
SLC6A6	1114.3159	SLC6A6	937.7358
SLC6A8	281.7446	SLC6A8	671.6981
SLC6A9	163.9395	SLC6A9	468.5377
removed	removed	SLC7A10	92.9245
SLC7A11	201.1959	SLC7A11	82.0755
SLC7A1	1142.4552	SLC7A1	1380.6604
SLC7A2	7451.6356	SLC7A2	1570.283
removed	removed	SLC7A3	38.6792
removed	removed	SLC7A4	47.1698
SLC7A5	1635.2445	SLC7A5	731.6038
SLC7A6OS	160.4186	SLC7A6OS	162.4198
SLC7A6	816.0148	SLC7A6	853.6179
SLC7A7	515.6525	SLC7A7	231.1321
SLC7A8	1793.528	SLC7A8	1626.4151
SLC8A1	340.4854	SLC8A1	192.9245
SLC8A2	48.1885	removed	removed
removed	removed	SLC8A3	7.5472
SLC9A1	1544.4953	SLC9A1	1539.6226
SLC9A2	96.3771	SLC9A2	148.5849
SLC9A3R1	5800.5628	SLC9A3R1	2834.9057
SLC9A3R2	802.6732	SLC9A3R2	1193.3962
SLC9A5	35.8776	SLC9A5	16.5094
SLC9A6	129.089	SLC9A6	423.1132
SLC9A7	33.4154	SLC9A7	187.7358
SLC9A8	708.4066	SLC9A8	748.1132
SLC9A9	47.8368	SLC9A9	199.0566
removed	removed	SLCO1A2	79.2453
SLCO2A1	361.9416	SLCO2A1	800
SLCO2B1	852.9722	SLCO2B1	1765.0943
SLCO3A1	109.3915	SLCO3A1	509.9057
SLCO4A1	14.0098	SLCO4A1	76.1792
SLCO4C1	352.7963	SLCO4C1	7.5472
SLFN11	2396.0605	SLFN11	788.6792
SLFN12L	9.497	SLFN12L	12.7358
SLFN12	109.7432	SLFN12	137.7358
SLFN13	1839.606	SLFN13	931.6038
SLFN5	342.2441	SLFN5	1070.7547
SLIT1	8.09	SLIT1	11.3208
SLIT2	79.1418	SLIT2	676.8868
SLIT3	597.2564	SLIT3	3042.4528
removed	removed	SLITRK2	9.434
removed	removed	SLITRK3	12.2642
SLITRK4	17.2353	SLITRK4	118.3962
removed	removed	SLITRK5	116.5094
SLITRK6	508.9694	SLITRK6	368.3962
SLK	2274.7098	SLK	2677.3585
SLMAP	2102.3567	SLMAP	2439.6226
SLMO1	25.3254	SLMO1	36.7925
SLMO2	3489.2719	SLMO2	1334.434
SLN	5.6279	removed	removed
SLPI	24.2701	SLPI	2702.8302
SLTM	1478.3679	SLTM	2099.0566
SLU7	1876.5389	SLU7	1461.7925
SMAD1	1037.988	SMAD1	796.2264
SMAD2	1578.6141	SMAD2	2337.7358
SMAD3	1171.6497	SMAD3	1419.8113
SMAD4	911.4703	SMAD4	2233.2783
SMAD5	2384.1013	SMAD5	1755.1887
SMAD6	37.6363	SMAD6	66.5094
SMAD7	419.6272	SMAD7	803.7736
SMAD9	7.0348	SMAD9	75.9434
SMAGP	247.6257	SMAGP	263.6792
SMAP1	620.4326	SMAP1	635.1604
SMAP2	1351.0376	SMAP2	869.3396
SMARCA1	447.7664	SMARCA1	1755.6604
SMARCA2	1335.2093	SMARCA2	5375
SMARCA4	2426.3102	SMARCA4	2276.8868
SMARCA5	2297.2212	SMARCA5	2553.3019
SMARCAD1	713.331	SMARCAD1	979.2453
SMARCAL1	678.8604	SMARCAL1	536.3208
SMARCB1	1340.1337	SMARCB1	1373.5849
SMARCC1	6905.0299	SMARCC1	3314.1509
SMARCC2	2455.153	SMARCC2	3343.3962
SMARCD1	1477.6644	SMARCD1	1312.7358
SMARCD2	2733.732	SMARCD2	2817.4528
removed	removed	SMARCD3	634.434
SMARCE1	4022.5114	SMARCE1	2934.9057
SMC1A	2379.1769	SMC1A	2602.8302
SMC1B	430.8829	SMC1B	5.6604
SMC2	2314.8083	SMC2	549.5283
SMC3	2582.1316	SMC3	1695.7547
SMC4	5782.2722	SMC4	1087.2642
SMC5	704.8892	SMC5	1323.5849
SMC6	815.3359	SMC6	519.8113
SMCHD1	1905.0299	SMCHD1	1766.0377
SMCR7L	1328.1745	SMCR7L	1098.5849
SMCR7	654.942	SMCR7	356.1321
SMCR8	1825.4063	SMCR8	1281.1321
SMEK1	1477.6644	SMEK1	1829.717
SMEK2	2329.5814	SMEK2	1888.2075
SMG1	3179.7397	SMG1	3981.6038
SMG5	2345.4098	SMG5	2038.6792
SMG6	724.5867	SMG6	1471.2264
SMG7	3150.5452	SMG7	1812.7358
SMN1	6.9961	removed	removed
SMN2	1594.8329	SMN2	829.5566
SMNDC1	832.2195	SMNDC1	570.283
removed	removed	SMOC1	327.3585
SMOC2	1271.8959	SMOC2	3622.1698
SMOX	73.5139	SMOX	161.3208
SMO	87.2318	SMO	510.3774
SMPD1	380.9356	SMPD1	666.0377
SMPD2	448.1182	SMPD2	223.1132
SMPD3	376.363	SMPD3	108.9623
SMPD4	1906.0851	SMPD4	1298.1132
SMPDL3A	128.0338	SMPDL3A	357.0755
SMPDL3B	236.0183	SMPDL3B	210.8491
removed	removed	SMR3B	55.6604
SMS	2983.1164	SMS	1176.8868
SMTNL1	14.7731	removed	removed
SMTNL2	8.09	SMTNL2	14.6226
SMTN	1353.4998	SMTN	1676.4151
SMU1	1248.3292	SMU1	1870.283
SMUG1	712.6275	SMUG1	436.3208
SMURF1	572.5783	SMURF1	960.8538
SMURF2	456.2082	SMURF2	695.7547
removed	removed	SMYD1	917.9245
SMYD2	1071.4034	SMYD2	735.3774
SMYD3	498.4172	SMYD3	203.3019
SMYD4	213.1551	SMYD4	381.6038
SMYD5	972.5642	SMYD5	606.6038
SNAI1	126.2751	SNAI1	167.4528
SNAI2	281.3929	SNAI2	366.0377
SNAI3	5.9796	SNAI3	12.7358
SNAP23	1385.86	SNAP23	1258.9623
SNAP25	8.4418	SNAP25	21.6981
SNAP29	1842.7717	SNAP29	1163.2075
SNAP47	924.2385	SNAP47	665.5425
removed	removed	SNAP91	20.283
SNAPC1	257.1228	SNAPC1	204.2453
SNAPC2	377.4182	SNAPC2	344.3396
SNAPC3	461.8361	SNAPC3	454.2453
SNAPC4	296.8695	SNAPC4	337.2642
SNAPC5	120.6472	SNAPC5	76.6368
SNAPIN	1014.7731	SNAPIN	502.8302
SNCAIP	35.1741	SNCAIP	133.4906
SNCA	24.9736	SNCA	209.9057
SNCG	16.8836	SNCG	1266.9811
SND1	4202.2511	SND1	3707.0755
SNED1	468.5192	SNED1	546.6981
SNF8	6612.733	SNF8	617.9245
SNHG10	85.1214	SNHG10	76.8868
SNHG11	231.3577	SNHG11	115
SNHG12	283.1973	SNHG12	176.4151
SNHG1	1967.2881	SNHG1	508.0189
SNHG3-RCC1	148.8006	SNHG3-RCC1	205.5802
SNHG3	64.3686	SNHG3	29.717
SNHG4	25.4696	SNHG4	14.2028
SNHG5	569.4689	SNHG5	1824.5283
SNHG6	1768.9061	SNHG6	702.8302
SNHG7	895.445	SNHG7	444.2028
SNHG8	746.3947	SNHG8	593.3962
SNHG9	95.3218	SNHG9	28.7736
SNIP1	314.4566	SNIP1	420.283
SNN	743.5807	SNN	1261.7925
SNORA39	7.4745	SNORA39	5.283
SNORA7B	6.6092	removed	removed
SNORA8	352.7717	SNORA8	330.2358
removed	removed	SNORD116-20	14.6226
SNORD116-28	12.8245	SNORD116-28	43.7972
SNORD116-4	29.5638	SNORD116-4	102.7075
SNORD1C	29.2754	SNORD1C	14.5896
SNPH	37.2846	SNPH	116.0377
SNRK	951.108	SNRK	1460.8491
SNRNP200	9086.1766	SNRNP200	7522.1698
SNRNP25	577.9107	SNRNP25	306.6038
SNRNP27	654.2385	SNRNP27	442.9245
SNRNP35	264.7168	SNRNP35	303.8679
SNRNP40	867.3936	SNRNP40	706.1321
SNRNP48	322.1949	SNRNP48	399.0566
SNRNP70	1596.2012	SNRNP70	2411.7925
SNRPA1	493.4928	SNRPA1	209.434
SNRPA	1459.7256	SNRPA	859.9057
SNRPB2	2156.8765	SNRPB2	767.9245
SNRPB	5134.0134	SNRPB	1892.9245
SNRPC	2018.2905	SNRPC	804.2453
SNRPD1	771.72	SNRPD1	604.717
SNRPD2	3678.1569	SNRPD2	2145.7547
SNRPD3	2276.5881	SNRPD3	1315.5425
SNRPE	1932.4657	SNRPE	600.4717
SNRPF	979.599	SNRPF	480.1887
SNRPG	875.1319	SNRPG	472.6415
SNRPN	733.7038	SNRPN	1593.7925
SNTA1	251.8466	SNTA1	400.4717
SNTB1	282.7999	SNTB1	442.9245
SNTB2	549.4196	SNTB2	1250.4717
removed	removed	SNTG2	16.0377
SNUPN	375.6595	SNUPN	424.0566
SNURF	32.0366	SNURF	72.2075
SNW1	1395.7088	SNW1	1446.6981
SNX10	538.5157	SNX10	354.2453
SNX11	702.427	SNX11	523.5849
SNX12	155.1178	SNX12	242.4528
SNX13	1356.6655	SNX13	1233.4906
SNX14	926.4861	SNX14	1091.0377
SNX15	497.3619	SNX15	509.434
SNX16	262.7506	SNX16	221.2264
SNX17	2153.7109	SNX17	1883.4906
SNX18	1257.4745	SNX18	1662.7358
SNX19	2725.2902	SNX19	2210.3774
SNX1	2027.7875	SNX1	4303.3019
SNX20	40.3166	SNX20	26.2358
SNX21	375.2023	SNX21	544.9575
SNX22	81.8255	SNX22	238.316
SNX24	414.351	SNX24	188.6792
SNX25	397.8192	SNX25	375.4717
SNX27	2197.682	SNX27	982.283
SNX29	635.5962	SNX29	752.8302
SNX2	2523.7425	SNX2	1588.2075
SNX30	622.9335	SNX30	842.9245
SNX31	5.2761	removed	removed
removed	removed	SNX32	8.0189
SNX33	312.6979	SNX33	1230.1887
SNX3	2913.4717	SNX3	2486.7925
SNX4	1335.561	SNX4	896.2264
SNX5	2912.4165	SNX5	1742.4528
SNX6	1589.8699	SNX6	1167.4528
SNX7	195.9198	SNX7	540.0943
SNX8	184.6641	SNX8	287.2642
SNX9	1491.7341	SNX9	2161.3208
SOAT1	587.0559	SOAT1	506.6038
SOBP	42.9124	SOBP	163.2075
SOCS1	45.0229	SOCS1	20.7547
SOCS2	51.7059	SOCS2	653.7736
SOCS3	754.133	SOCS3	5898.5849
SOCS4	590.9251	SOCS4	780.6604
SOCS5	536.0535	SOCS5	1345.7547
SOCS6	674.9912	SOCS6	1237.2642
SOCS7	86.8801	SOCS7	137.2642
SOD1	3536.0535	SOD1	2737.2642
SOD2	4491.7341	SOD2	6603.7736
SOD3	40.802	SOD3	882.0755
SOHLH2	21.4562	SOHLH2	8.4906
SOLH	260.9919	SOLH	329.2453
SON	5765.7404	SON	9005.1887
SORBS1	805.8389	SORBS1	4749.5283
SORBS2	56.9821	SORBS2	3146.2264
SORBS3	541.3296	SORBS3	2402.3585
removed	removed	SORCS1	111.7925
SORCS2	80.5487	SORCS2	170.7547
SORCS3	103.7636	removed	removed
SORD	638.4101	SORD	491.5094
SORL1	1688.7091	SORL1	3620.283
SORT1	1640.1688	SORT1	2917.9245
SOS1	1134.7168	SOS1	1888.2075
SOS2	716.4967	SOS2	1608.4906
removed	removed	SOSTDC1	587.2642
removed	removed	SOX10	2397.1698
SOX11	61.9064	SOX11	47.1698
SOX12	1176.2223	SOX12	311.3208
SOX13	3062.9617	SOX13	991.0377
removed	removed	SOX15	39.1509
SOX17	29.5463	SOX17	159.434
SOX18	52.0577	SOX18	131.6038
SOX2	51.7059	removed	removed
SOX4	3722.828	SOX4	2534.9057
removed	removed	SOX5	38.2075
SOX6	8.4418	SOX6	108.4906
SOX7	65.0897	SOX7	495.283
removed	removed	SOX8	166.0377
SOX9	2614.4917	SOX9	3909.9057
SP100	1823.7777	SP100	1601.8868
SP110	1385.5083	SP110	422.1698
SP140L	256.0675	SP140L	315.0943
SP140	91.1009	SP140	35.3774
SP1	3992.9652	SP1	4044.8113
SP2	744.2842	SP2	800.9434
SP3	2472.7401	SP3	2301.8868
SP4	240.5909	SP4	326.4151
SP5	5.6279	SP5	16.5094
SP6	287.3725	SP6	93.3962
SPA17	335.561	SPA17	148.5849
