gene_id	TCGA-BH-A0BQ-01A-21R-A115-07	gene_id	TCGA-BH-A0BQ-11A-33R-A115-07
SATB2	74.1981	SATB2	76.9312
SATL1	25.1993	SATL1	60.0232
SAV1	830.1786	SAV1	1879.3195
SBDSP1	342.0578	SBDSP1	526.2602
SBDS	1485.8283	SBDS	2487.5832
SBF1	970.6416	SBF1	1096.481
SBF2	859.8391	SBF2	1659.3469
SBK1	935.1758	SBK1	219.3807
SBNO1	467.5879	SBNO1	776.0752
SBNO2	2440.137	SBNO2	1552.1505
SC4MOL	904.8433	SC4MOL	1172.1441
SC5DL	894.5769	SC5DL	1818.8735
SC65	1186.236	SC65	271.3727
SCAF1	1941.7498	SCAF1	873.7187
SCAI	228.6608	SCAI	418.4719
SCAMP1	1345.3652	SCAMP1	1351.3685
SCAMP2	2479.336	SCAMP2	1991.7574
SCAMP3	2541.8677	SCAMP3	974.321
SCAMP4	2427.0706	SCAMP4	1577.9351
SCAMP5	144.6629	SCAMP5	236.2887
SCAND1	935.1758	SCAND1	308.9929
SCAND2	250.1269	SCAND2	360.9849
SCAND3	11.1997	SCAND3	78.622
SCAPER	189.9284	SCAPER	474.6909
SCAP	1964.6159	SCAP	1888.4751
SCARA3	2418.6709	SCARA3	1423.2273
SCARA5	180.5953	SCARA5	1051.6749
SCARB1	2085.0128	SCARB1	2164.2185
SCARB2	6566.297	SCARB2	7980.9785
SCARF1	146.0629	SCARF1	143.7176
SCARF2	709.7817	SCARF2	206.2771
removed	removed	SCARNA17	7.6086
SCARNA2	6.0665	SCARNA2	18.5988
removed	removed	SCARNA9	7.6086
SCCPDH	3154.1185	SCCPDH	1118.0387
SCD5	195.0616	SCD5	558.3853
SCD	9413.8235	SCD	5457.0432
SCFD1	1048.1063	SCFD1	1036.0351
SCFD2	394.3231	SCFD2	412.9769
SCG2	35.9324	removed	removed
removed	removed	SCG3	5.9178
SCG5	207.6613	SCG5	262.0733
SCGB1D2	18.1995	SCGB1D2	950.2272
SCGB2A1	11.6664	SCGB2A1	453.1333
SCGB2A2	54.5986	SCGB2A2	5189.8975
SCGB3A1	48.9987	SCGB3A1	187.2556
SCHIP1	139.5297	SCHIP1	392.2646
SCIN	71.8648	SCIN	29.1662
SCLT1	152.5961	SCLT1	207.5452
SCLY	240.3271	SCLY	135.2637
SCMH1	774.6467	SCMH1	1125.2246
SCML1	53.1986	SCML1	198.6685
SCML2	20.5328	SCML2	42.2699
SCML4	37.3324	SCML4	76.5085
SCN11A	5.1332	SCN11A	16.0626
SCN1B	125.0634	SCN1B	103.1385
SCN2A	21.4661	SCN2A	675.8956
SCN2B	36.8657	SCN2B	195.7096
SCN3A	12.5997	SCN3A	147.5219
SCN3B	18.6662	SCN3B	109.0563
SCN4A	28.4659	SCN4A	106.9428
SCN4B	286.9926	SCN4B	1176.3711
SCN5A	10.2664	SCN5A	28.7435
SCN7A	43.8655	SCN7A	319.9831
SCN8A	10.7331	SCN8A	82.4263
SCN9A	12.133	SCN9A	17.7534
SCNM1	574.4518	SCNM1	210.9268
SCNN1A	2452.27	SCNN1A	2657.9309
SCNN1B	27.5326	SCNN1B	237.1341
SCNN1D	29.3992	SCNN1D	43.9607
SCNN1G	36.8657	SCNN1G	204.5863
SCO1	405.0562	SCO1	451.4425
SCO2	635.5836	SCO2	241.7838
SCOC	1248.7677	SCOC	1196.6607
SCP2	2977.7231	SCP2	2782.2044
SCPEP1	2616.5324	SCPEP1	3689.739
removed	removed	SCRG1	97.6435
SCRIB	1830.2194	SCRIB	1083.3774
SCRN1	977.1748	SCRN1	1844.2354
SCRN2	527.3197	SCRN2	457.3602
SCRN3	372.857	SCRN3	246.8562
SCT	24.266	removed	removed
SCUBE1	258.5267	SCUBE1	8.0313
SCUBE2	2695.8637	SCUBE2	2368.3821
SCUBE3	159.5959	SCUBE3	34.2386
SCYL1	1954.4382	SCYL1	1222.2466
SCYL2	989.7744	SCYL2	1455.7751
SCYL3	832.0918	SCYL3	520.3508
SDAD1	1054.1728	SDAD1	1237.6625
SDC1	12415.8126	SDC1	3267.4627
SDC2	2371.5387	SDC2	2022.6144
SDC3	3371.5796	SDC3	5490.0137
SDC4	5393.594	SDC4	8994.1879
SDCBP2	29.8659	SDCBP2	43.4535
SDCBP	2905.8583	SDCBP	2769.1007
SDCCAG1	709.7817	SDCCAG1	1026.313
SDCCAG3	701.8485	SDCCAG3	538.0957
SDCCAG8	776.0466	SDCCAG8	507.6614
SDF2L1	456.8549	SDF2L1	116.6649
SDF2	1121.371	SDF2	540.6319
SDF4	3657.6388	SDF4	1708.5491
SDHAF1	183.3953	SDHAF1	136.9545
SDHAF2	710.715	SDHAF2	586.7061
SDHAP1	67.1983	SDHAP1	201.2047
SDHAP2	66.265	SDHAP2	157.244
SDHAP3	59.2651	SDHAP3	92.1484
SDHA	2251.1418	SDHA	1501.4266
SDHB	1100.3716	SDHB	869.4917
SDHC	3291.315	SDHC	1506.9217
SDHD	1442.4294	SDHD	1504.8082
SDK1	228.6608	SDK1	322.5193
SDK2	133.4632	SDK2	939.6597
SDPR	471.3212	SDPR	2583.9586
SDR16C5	244.527	SDR16C5	57.0644
SDR39U1	439.5933	SDR39U1	504.5334
SDR42E1	143.7296	SDR42E1	295.8893
SDSL	412.056	SDSL	57.0644
SDS	119.9302	SDS	12.681
SEC11A	2812.994	SEC11A	1811.6876
SEC11C	675.2492	SEC11C	627.7079
SEC13	2122.8118	SEC13	1454.9297
SEC14L1	1742.0217	SEC14L1	3519.814
SEC14L2	3943.0961	SEC14L2	1603.1702
SEC14L5	11.6664	SEC14L5	16.4853
SEC16A	4800.0093	SEC16A	3862.2001
SEC16B	116.9343	SEC16B	150.4724
SEC1	8.8664	SEC1	13.9491
SEC22A	304.7255	SEC22A	316.6015
SEC22B	1528.7605	SEC22B	1290.0771
SEC22C	591.2514	SEC22C	680.968
SEC23A	1213.302	SEC23A	1312.4802
SEC23B	1976.2823	SEC23B	1865.3704
SEC23IP	1545.5601	SEC23IP	1607.1013
SEC24A	637.4502	SEC24A	1105.7804
SEC24B	1108.7714	SEC24B	1980.7672
SEC24C	3027.1885	SEC24C	2744.5842
SEC24D	2188.6101	SEC24D	1810.8422
SEC31A	5497.896	SEC31A	5115.0756
SEC31B	37.8224	SEC31B	166.1165
SEC61A1	10201.7605	SEC61A1	6965.9896
SEC61A2	71.8695	SEC61A2	86.2771
SEC61B	1555.3598	SEC61B	949.3818
SEC61G	757.3804	SEC61G	427.7713
SEC62	2968.39	SEC62	3197.7174
SEC63	1847.019	SEC63	2869.2804
SECISBP2L	675.7159	SECISBP2L	1910.1765
SECISBP2	696.7153	SECISBP2	1112.9663
SECTM1	780.2465	SECTM1	264.1868
SEH1L	761.1137	SEH1L	890.204
SEL1L3	472.2545	SEL1L3	746.909
SEL1L	2930.1243	SEL1L	3152.9113
SELENBP1	3264.7157	SELENBP1	1696.7135
SELE	90.0643	SELE	43.9607
SELK	371.9237	SELK	364.7892
SELL	386.39	SELL	141.6041
SELM	2789.1946	SELM	874.5641
SELO	421.3891	SELO	213.8857
SELPLG	749.914	SELPLG	366.9027
SELP	331.3248	SELP	428.6167
SELS	979.0414	SELS	661.5238
SELT	1952.0162	SELT	1382.2255
removed	removed	SELV	5.0724
SEMA3A	19.5995	SEMA3A	75.6631
SEMA3B	1224.5017	SEMA3B	262.9187
SEMA3C	7327.4107	SEMA3C	8028.7435
SEMA3D	106.8639	SEMA3D	259.1144
SEMA3E	306.5921	SEMA3E	467.0823
SEMA3F	2107.4122	SEMA3F	788.3335
SEMA3G	475.521	SEMA3G	937.5462
SEMA4A	1752.7547	SEMA4A	949.8045
SEMA4B	5487.8582	SEMA4B	2522.6672
SEMA4C	1031.3067	SEMA4C	779.0341
SEMA4D	542.2527	SEMA4D	541.4773
SEMA4F	293.5258	SEMA4F	314.0653
SEMA4G	50.646	SEMA4G	114.3316
SEMA5A	974.8415	SEMA5A	4088.7668
SEMA5B	50.3987	SEMA5B	28.7435
SEMA6A	287.4592	SEMA6A	1069.0056
SEMA6B	406.9228	SEMA6B	193.1734
SEMA6C	226.7941	SEMA6C	178.8016
SEMA6D	111.0638	SEMA6D	832.2942
SEMA7A	218.3944	SEMA7A	77.7766
SENP1	462.4547	SENP1	731.2692
SENP2	548.7858	SENP2	820.8813
SENP3	701.3399	SENP3	873.7398
SENP5	413.9226	SENP5	637.43
SENP6	879.6439	SENP6	2200.9933
SENP7	211.3945	SENP7	511.8884
SENP8	60.1984	SENP8	62.9821
SEP15	3301.5814	SEP15	2854.0632
SEPHS1	1025.2402	SEPHS1	1136.2147
SEPHS2	2871.3258	SEPHS2	1219.9091
SEPN1	4097.6941	SEPN1	3931.9455
SEPP1	6948.9725	SEPP1	13267.5092
SEPSECS	240.3271	SEPSECS	329.2825
SEPT10	1519.4274	SEPT10	2261.4393
SEPT11	2557.2673	SEPT11	2357.8146
SEPT12	15.8663	removed	removed
SEPT1	147.4629	SEPT1	94.2619
SEPT2	8900.9701	SEPT2	8705.9072
SEPT3	72.3315	SEPT3	339.4272
SEPT4	335.9913	SEPT4	575.7159
SEPT5	555.319	SEPT5	564.3031
SEPT6	771.8467	SEPT6	960.7947
removed	removed	SEPT7L	5.0724
SEPT7P2	62.5317	SEPT7P2	155.9759
SEPT7	2912.8581	SEPT7	3401.4583
SEPT8	2069.9585	SEPT8	1388.566
SEPT9	6919.5546	SEPT9	4722.8152
SEPW1	3725.3038	SEPW1	2154.9192
SEPX1	963.6418	SEPX1	313.2199
SERAC1	118.0636	SERAC1	264.6095
SERBP1	5823.8496	SERBP1	5686.5687
SERF1A	443.3219	SERF1A	351.2628
SERF2	9957.0001	SERF2	4090.4407
SERGEF	484.3875	SERGEF	299.6935
SERHL2	703.0945	SERHL2	469.7834
SERHL	416.7226	SERHL	350.8401
SERINC1	4154.626	SERINC1	7107.2599
SERINC2	5225.5983	SERINC2	2214.097
SERINC3	2239.9421	SERINC3	2952.9747
SERINC5	172.1956	SERINC5	259.1144
SERP1	5346.8212	SERP1	3234.6021
SERP2	67.6649	SERP2	60.4459
SERPINA11	711.6483	SERPINA11	344.9223
removed	removed	SERPINA12	12.681
SERPINA1	1159.1701	SERPINA1	1397.8654
SERPINA3	30083.8228	SERPINA3	14258.4804
SERPINA5	262.2599	SERPINA5	1171.7214
SERPINA6	10.2664	removed	removed
SERPINA9	6.0665	removed	removed
removed	removed	SERPINB13	12.681
SERPINB1	1670.6235	SERPINB1	1024.6222
SERPINB5	271.1263	SERPINB5	1811.6876
SERPINB6	3715.0374	SERPINB6	1431.2586
SERPINB7	14.9329	removed	removed
SERPINB8	277.1928	SERPINB8	414.6677
SERPINB9	302.3922	SERPINB9	457.3602
SERPINE1	2159.6775	SERPINE1	2311.3178
SERPINE2	999.5742	SERPINE2	1145.5141
SERPINF1	8784.7731	SERPINF1	3906.1608
SERPINF2	179.1954	SERPINF2	355.0671
SERPING1	10970.1166	SERPING1	10376.4134
SERPINH1	8055.3919	SERPINH1	2269.8933
SERPINI1	200.1948	SERPINI1	465.3915
SERTAD1	461.5214	SERTAD1	249.3924
SERTAD2	1317.8326	SERTAD2	1382.6482
SERTAD3	661.7162	SERTAD3	427.3486
SERTAD4	339.2579	SERTAD4	407.9045
SESN1	914.643	SESN1	1711.9307
SESN2	422.7891	SESN2	269.2592
SESN3	72.7981	SESN3	429.4621
SESTD1	977.1748	SESTD1	1982.0353
SETBP1	658.9163	SETBP1	1437.5991
SETD1A	1016.8404	SETD1A	937.1235
SETD1B	735.4477	SETD1B	828.9126
SETD2	1700.0227	SETD2	3320.3001
SETD3	1422.8299	SETD3	1531.0155
SETD4	270.193	SETD4	365.2119
SETD5	1852.6188	SETD5	3279.2983
SETD6	179.5874	SETD6	456.3838
SETD7	2382.7384	SETD7	3495.7202
SETD8	656.1164	SETD8	801.0145
SETDB1	1520.3607	SETDB1	1011.9412
SETDB2	279.9928	SETDB2	407.9045
SETMAR	646.3166	SETMAR	728.733
SETX	1888.5512	SETX	3732.8543
SET	6834.1568	SET	5708.9718
SEZ6L2	236.1272	SEZ6L2	596.0055
SEZ6L	6.5332	SEZ6L	34.2386
SF1	3873.2333	SF1	5517.4892
SF3A1	3443.1737	SF3A1	3652.8458
SF3A2	1421.4299	SF3A2	1224.9815
SF3A3	1671.0902	SF3A3	1731.3748
SF3B14	1376.6311	SF3B14	961.6401
SF3B1	5953.5795	SF3B1	9309.0986
SF3B2	5168.1998	SF3B2	3858.8186
SF3B3	2451.3367	SF3B3	4569.3755
SF3B4	2799.461	SF3B4	1617.6688
SF3B5	952.4421	SF3B5	918.5248
SF4	643.0501	SF4	309.4156
SFI1	661.2496	SFI1	398.1824
SFMBT1	300.9922	SFMBT1	407.0591
SFMBT2	115.2637	SFMBT2	314.9107
SFN	999.8775	SFN	709.2888
SFPQ	4036.917	SFPQ	4316.2549
SFRP1	2888.592	SFRP1	42822.7835
SFRP2	26079.9263	SFRP2	5353.9047
SFRP4	4436.952	SFRP4	2471.9434
removed	removed	SFRP5	14.7945
SFRS11	1761.6212	SFRS11	2862.0945
SFRS12IP1	505.3869	SFRS12IP1	470.4639
SFRS12	1076.1055	SFRS12	1431.2586
SFRS13A	1302.433	SFRS13A	1454.9297
removed	removed	SFRS13B	59.1779
SFRS14	929.576	SFRS14	1330.6562
SFRS15	739.6476	SFRS15	999.2603
SFRS16	380.7902	SFRS16	429.4621
SFRS17A	546.4525	SFRS17A	625.1717
SFRS18	687.3822	SFRS18	2636.7959
SFRS1	3977.7639	SFRS1	3581.1054
SFRS2B	1147.5037	SFRS2B	1477.3328
SFRS2IP	2375.7386	SFRS2IP	3395.1178
SFRS2	2376.5273	SFRS2	3327.3254
SFRS3	4384.2201	SFRS3	5590.6161
SFRS4	1484.4283	SFRS4	1479.0236
SFRS5	3694.0379	SFRS5	5647.2577
SFRS6	3562.4413	SFRS6	4719.4336
SFRS7	1806.42	SFRS7	2004.0156
SFRS8	769.5135	SFRS8	882.1727
SFRS9	2379.9385	SFRS9	1372.0807
SFT2D1	363.9906	SFT2D1	449.329
SFT2D2	112.3564	SFT2D2	117.933
SFT2D3	344.3911	SFT2D3	374.5113
removed	removed	SFTPA2	5.4951
SFTPD	13.0663	removed	removed
SFXN1	829.2452	SFXN1	491.5989
SFXN2	722.3813	SFXN2	361.4076
SFXN3	1305.2329	SFXN3	993.3425
SFXN4	524.9864	SFXN4	404.5229
SFXN5	177.7954	SFXN5	306.4567
removed	removed	SGCA	6.7632
SGCB	965.5084	SGCB	1324.7385
SGCD	557.1856	SGCD	492.867
SGCE	620.184	SGCE	1569.0584
removed	removed	SGCG	16.4853
SGEF	701.3819	SGEF	634.8938
SGIP1	133.9299	SGIP1	51.992
SGK196	15.3996	SGK196	32.5478
SGK1	1308.0329	SGK1	7510.9373
SGK223	2379.9385	SGK223	759.1673
SGK269	931.9093	SGK269	2092.3597
SGK2	6.0665	SGK2	38.4656
SGK3	1505.2364	SGK3	798.846
SGK494	14.4663	SGK494	46.4969
SGMS1	800.7793	SGMS1	603.1914
SGMS2	326.1916	SGMS2	929.515
SGOL1	19.5995	SGOL1	16.908
SGOL2	147.4629	SGOL2	68.8999
SGPL1	2410.7377	SGPL1	1679.3829
SGPP1	647.2499	SGPP1	415.5131
SGPP2	76.0647	SGPP2	60.8686
SGSH	1027.5735	SGSH	908.38
SGSM1	31.2659	SGSM1	104.4066
SGSM2	756.4471	SGSM2	1985.8396
SGSM3	1139.5706	SGSM3	929.0923
SGTA	1677.6233	SGTA	1238.9306
SGTB	111.9971	SGTB	177.1109
SH2B1	734.5144	SH2B1	820.8813
SH2B2	69.5315	SH2B2	36.7748
SH2B3	637.4502	SH2B3	812.0046
SH2D1A	48.9987	SH2D1A	35.084
removed	removed	SH2D1B	5.4951
SH2D2A	75.1314	SH2D2A	25.7846
SH2D3A	394.7898	SH2D3A	344.0769
SH2D3C	330.8581	SH2D3C	412.1315
SH2D4A	490.9207	SH2D4A	168.2342
SH3BGRL2	355.5908	SH3BGRL2	1099.4399
SH3BGRL3	3549.375	SH3BGRL3	1673.4651
SH3BGRL	4706.1744	SH3BGRL	3354.9614
SH3BGR	101.7307	SH3BGR	131.0367
SH3BP1	271.593	SH3BP1	239.6365
SH3BP2	635.1169	SH3BP2	1553.8413
SH3BP4	3456.9774	SH3BP4	3635.2108
SH3BP5L	1308.0329	SH3BP5L	411.2861
SH3BP5	1239.8733	SH3BP5	1623.3372
SH3D19	1615.5583	SH3D19	2932.2625
SH3D20	8.8664	SH3D20	5.9178
SH3GL1	2088.2794	SH3GL1	1106.2031
removed	removed	SH3GL2	6.3405
removed	removed	SH3GL3	6.3405
SH3GLB1	2567.067	SH3GLB1	3400.1902
SH3GLB2	995.8409	SH3GLB2	1408.4328
SH3KBP1	823.6454	SH3KBP1	1010.2504
SH3PXD2A	2524.6014	SH3PXD2A	2572.123
SH3PXD2B	2664.5978	SH3PXD2B	3758.6389
SH3RF1	1503.5612	SH3RF1	1194.1245
SH3RF2	174.9955	SH3RF2	250.6605
SH3RF3	140.9297	SH3RF3	125.5416
SH3TC1	317.7918	SH3TC1	305.6113
SH3TC2	16.3329	SH3TC2	136.1091
SH3YL1	968.3083	SH3YL1	1189.8975
SHANK1	11.6664	SHANK1	21.9803
SHANK2	732.1811	SHANK2	1504.8082
SHANK3	512.8534	SHANK3	746.909
SHARPIN	1171.3031	SHARPIN	509.3522
SHB	988.3745	SHB	486.9492
SHC1	5796.3169	SHC1	3727.7819
SHC2	358.8574	SHC2	289.1261
removed	removed	SHC3	13.1037
SHC4	78.8646	SHC4	537.2503
SHCBP1	55.5319	SHCBP1	46.4969
SHE	148.3962	SHE	363.9438
SHFM1	1406.0303	SHFM1	709.7115
SHF	127.8634	SHF	115.8195
SHISA2	1986.082	SHISA2	213.463
removed	removed	SHISA3	9.2994
SHISA4	462.4547	SHISA4	244.7427
SHISA5	5729.1187	SHISA5	2518.4402
SHISA6	7.4665	removed	removed
SHISA9	126.9301	SHISA9	34.6613
SHKBP1	1132.5707	SHKBP1	524.9921
SHMT1	346.0851	SHMT1	819.6132
SHMT2	1788.6871	SHMT2	1055.9019
SHOC2	1287.0334	SHOC2	1343.7599
SHOX2	135.3298	SHOX2	65.5183
SHPK	274.3929	SHPK	330.9733
SHPRH	171.2436	SHPRH	677.6202
SHQ1	647.2499	SHQ1	481.0314
SHROOM1	585.6515	SHROOM1	228.6801
SHROOM2	234.7273	SHROOM2	224.0304
SHROOM3	3506.4428	SHROOM3	5176.3711
SHROOM4	228.6608	SHROOM4	431.1529
SIAE	1533.4271	SIAE	891.472
SIAH1	354.3868	SIAH1	506.7864
SIAH2	3887.2329	SIAH2	694.0716
removed	removed	SIAH3	5.4951
SIDT1	762.047	SIDT1	784.1065
SIDT2	1101.6922	SIDT2	1940.26
SIGIRR	834.3784	SIGIRR	371.5524
SIGLEC10	174.5288	SIGLEC10	172.0385
removed	removed	SIGLEC11	5.0724
SIGLEC14	67.1983	SIGLEC14	30.0116
SIGLEC15	194.1283	SIGLEC15	18.1761
SIGLEC16	5.1332	SIGLEC16	16.908
SIGLEC1	264.1265	SIGLEC1	173.3066
SIGLEC5	27.9993	SIGLEC5	12.681
SIGLEC6	15.8663	removed	removed
SIGLEC7	40.599	SIGLEC7	8.8767
SIGLEC8	51.332	SIGLEC8	58.7552
SIGLEC9	31.2659	SIGLEC9	31.7024
SIGLECP3	24.7327	SIGLECP3	31.2797
SIGMAR1	1080.3054	SIGMAR1	1034.767
SIK1	2300.6072	SIK1	2446.1587
SIK2	501.1871	SIK2	2047.5536
SIK3	1317.8326	SIK3	2620.3107
SIKE1	605.251	SIKE1	658.5649
SIL1	1378.9644	SIL1	474.6909
SILV	46.1988	SILV	61.2913
SIM1	9.3331	removed	removed
SIM2	25.666	SIM2	49.4558
SIN3A	2306.6737	SIN3A	2496.8826
SIN3B	819.9122	SIN3B	1046.6026
SIP1	125.9967	SIP1	95.53
SIPA1L1	1042.9731	SIPA1L1	1675.1559
SIPA1L2	500.2537	SIPA1L2	1093.5221
SIPA1L3	1516.1608	SIPA1L3	1101.5534
SIPA1	1033.64	SIPA1	534.2915
SIRPA	1181.5695	SIRPA	3080.2071
SIRPB1	36.8657	SIRPB1	102.7158
SIRPB2	66.7316	SIRPB2	24.5165
SIRPG	46.6655	SIRPG	16.0626
SIRT1	606.1843	SIRT1	921.061
SIRT2	882.4439	SIRT2	899.926
SIRT3	1078.3455	SIRT3	801.9867
SIRT4	13.9996	SIRT4	16.0626
SIRT5	279.9928	SIRT5	312.3745
SIRT6	322.4583	SIRT6	153.4397
SIRT7	292.5924	SIRT7	156.3986
SIT1	47.1321	SIT1	20.2895
SIVA1	753.1805	SIVA1	438.7615
SIX1	32.6658	SIX1	18.1761
SIX2	169.8623	SIX2	7.6086
SIX3	8.8664	removed	removed
SIX4	204.3947	SIX4	107.7882
SIX5	989.3078	SIX5	396.0689
SKA1	51.332	SKA1	23.6711
SKA2	478.7876	SKA2	390.9965
SKA3	93.4756	SKA3	43.538
SKAP1	313.1252	SKAP1	137.7999
SKAP2	460.5881	SKAP2	1208.9189
SKIL	415.7893	SKIL	564.3031
SKIV2L2	1635.7271	SKIV2L2	1699.0764
SKIV2L	1099.3403	SKIV2L	820.5685
SKI	2229.2091	SKI	2887.8791
SKP1	7101.5499	SKP1	5777.449
SKP2	126.9301	SKP2	110.7471
SLA2	65.7983	SLA2	32.9705
SLAIN1	27.9993	SLAIN1	125.1189
SLAIN2	1650.0907	SLAIN2	1480.7144
SLAMF1	48.9987	SLAMF1	80.3128
SLAMF6	142.7963	SLAMF6	162.3164
SLAMF7	264.1265	SLAMF7	330.9733
SLAMF8	517.2353	SLAMF8	343.9417
SLAMF9	13.533	removed	removed
SLA	730.7811	SLA	525.8375
SLBP	913.2431	SLBP	712.2477
SLC10A3	782.1131	SLC10A3	463.278
SLC10A6	18.1995	SLC10A6	32.5478
SLC10A7	197.3949	SLC10A7	187.6783
SLC11A1	34.0658	SLC11A1	8.8767
SLC11A2	1910.0173	SLC11A2	2005.7064
SLC12A2	4387.9533	SLC12A2	5392.793
SLC12A3	9.3331	SLC12A3	10.9902
SLC12A4	921.5635	SLC12A4	1408.7795
SLC12A6	415.9106	SLC12A6	641.8092
SLC12A7	2872.2591	SLC12A7	1594.4204
SLC12A8	427.9223	SLC12A8	166.9661
SLC12A9	819.4455	SLC12A9	574.4478
SLC13A2	43.3989	SLC13A2	347.0358
SLC13A3	34.5324	SLC13A3	108.2109
removed	removed	SLC13A4	7.1859
SLC14A1	594.518	SLC14A1	115.3968
SLC14A2	64.865	removed	removed
SLC15A2	60.1984	SLC15A2	143.2949
SLC15A3	657.5163	SLC15A3	291.6623
SLC15A4	517.52	SLC15A4	787.9108
SLC16A10	7.4665	SLC16A10	14.3718
SLC16A11	13.533	SLC16A11	37.6202
SLC16A12	7.9331	SLC16A12	71.8588
SLC16A13	72.3315	SLC16A13	96.7981
SLC16A14	216.9944	SLC16A14	237.5568
SLC16A1	874.9774	SLC16A1	885.1316
SLC16A2	414.3893	SLC16A2	894.4309
SLC16A3	585.6515	SLC16A3	94.2619
SLC16A4	566.9854	SLC16A4	548.2405
SLC16A5	356.5241	SLC16A5	181.3378
SLC16A6	1532.9604	SLC16A6	289.1261
SLC16A7	14.4663	SLC16A7	147.5219
SLC16A9	97.9975	SLC16A9	106.9428
removed	removed	SLC17A3	8.0313
SLC17A5	394.3231	SLC17A5	664.06
SLC17A7	15.3996	SLC17A7	54.1055
SLC17A9	39.6656	SLC17A9	54.5282
SLC18A2	6.5332	SLC18A2	6.7632
SLC19A1	371.9237	SLC19A1	208.3906
SLC19A2	833.9118	SLC19A2	1044.0664
SLC19A3	72.7981	SLC19A3	710.9796
SLC1A1	3829.8344	SLC1A1	328.4371
SLC1A2	108.2639	SLC1A2	186.4102
SLC1A3	193.6617	SLC1A3	449.7517
SLC1A4	3693.1046	SLC1A4	846.2433
SLC1A5	3114.9195	SLC1A5	2914.0864
SLC1A7	25.1993	SLC1A7	13.5264
SLC20A1	1620.2248	SLC20A1	1149.7411
SLC20A2	1320.6326	SLC20A2	1388.566
SLC22A11	9.7997	SLC22A11	16.908
SLC22A15	29.8659	SLC22A15	73.9723
removed	removed	SLC22A16	24.5165
SLC22A17	459.1881	SLC22A17	1147.2049
SLC22A18AS	44.3322	SLC22A18AS	5.9178
SLC22A18	1157.7701	SLC22A18	310.6837
removed	removed	SLC22A20	5.4951
SLC22A23	933.0759	SLC22A23	830.6626
removed	removed	SLC22A2	5.4951
SLC22A3	15.3996	SLC22A3	175.8428
SLC22A4	90.9976	SLC22A4	49.4558
SLC22A5	450.3217	SLC22A5	451.0198
SLC23A1	12.133	SLC23A1	8.0313
SLC23A2	459.6548	SLC23A2	1252.4569
removed	removed	SLC23A3	7.6086
SLC24A1	507.8882	SLC24A1	571.0663
SLC24A2	30.3325	removed	removed
SLC24A3	171.2622	SLC24A3	463.278
SLC24A5	8.8991	SLC24A5	21.9508
SLC24A6	890.377	SLC24A6	429.8848
SLC25A10	1077.9722	SLC25A10	466.2369
SLC25A11	629.0504	SLC25A11	710.9796
SLC25A12	682.249	SLC25A12	891.472
SLC25A13	431.6555	SLC25A13	534.7141
SLC25A14	167.0624	SLC25A14	111.1698
SLC25A15	327.0362	SLC25A15	329.5784
SLC25A16	201.5948	SLC25A16	278.5586
SLC25A17	673.8493	SLC25A17	530.0645
SLC25A18	13.9996	SLC25A18	35.9294
SLC25A19	144.6629	SLC25A19	81.1582
SLC25A1	1413.9635	SLC25A1	858.5015
SLC25A20	335.5247	SLC25A20	344.4996
SLC25A21	13.2063	removed	removed
SLC25A22	637.9169	SLC25A22	315.7561
SLC25A23	1456.8957	SLC25A23	1358.1317
SLC25A24	1318.7659	SLC25A24	1261.3336
SLC25A25	1042.0397	SLC25A25	797.6329
SLC25A26	382.7128	SLC25A26	381.676
SLC25A27	15.3996	SLC25A27	292.5077
SLC25A28	552.0524	SLC25A28	477.6498
SLC25A29	791.9129	SLC25A29	658.1422
SLC25A30	262.2599	SLC25A30	451.4425
SLC25A32	372.0824	SLC25A32	516.3775
SLC25A33	166.5957	SLC25A33	199.5139
SLC25A34	7.4665	SLC25A34	24.5165
SLC25A35	111.3625	SLC25A35	141.9296
SLC25A36	700.4486	SLC25A36	1948.6421
SLC25A37	406.9228	SLC25A37	1268.0968
SLC25A38	729.3812	SLC25A38	716.8974
SLC25A39	2818.1272	SLC25A39	1332.347
SLC25A3	6937.7541	SLC25A3	7274.2259
SLC25A40	169.8623	SLC25A40	152.1716
SLC25A42	149.3295	SLC25A42	189.3691
SLC25A43	442.8552	SLC25A43	483.1449
SLC25A44	1217.0352	SLC25A44	771.4256
SLC25A45	137.6631	SLC25A45	207.9679
SLC25A46	468.5212	SLC25A46	599.8098
SLC25A4	453.5883	SLC25A4	514.4246
SLC25A5	4643.2134	SLC25A5	3913.3467
SLC25A6	10328.9332	SLC25A6	6344.711
removed	removed	SLC26A10	23.1893
SLC26A11	383.5901	SLC26A11	363.5211
SLC26A1	44.3509	SLC26A1	32.5859
SLC26A2	623.4506	SLC26A2	1704.3221
SLC26A3	37.799	SLC26A3	476.8044
SLC26A4	8.8664	SLC26A4	42.6926
removed	removed	SLC26A5	30.0116
SLC26A6	177.6274	SLC26A6	115.8195
removed	removed	SLC26A7	15.2172
removed	removed	SLC26A9	12.681
SLC27A1	1132.1041	SLC27A1	1237.6625
SLC27A2	1009.3739	SLC27A2	46.0742
SLC27A3	313.1252	SLC27A3	464.1234
SLC27A4	754.1139	SLC27A4	501.3209
removed	removed	SLC27A5	95.8301
SLC27A6	69.0649	SLC27A6	585.8607
SLC28A3	246.3936	SLC28A3	282.3629
SLC29A1	1448.4959	SLC29A1	2532.3893
