gene_id	TCGA-BH-A0E0-01A-11R-A056-07	gene_id	TCGA-BH-A0E0-11A-13R-A089-07
FAM100B	682.5107	FAM100B	747.6718
FAM101A	106.0329	FAM101A	198.6696
FAM101B	259.5978	FAM101B	603.1042
FAM102A	1784.8873	FAM102A	2452.3282
FAM102B	465.5698	FAM102B	967.184
FAM103A1	439.3662	FAM103A1	264.745
FAM104A	749.2626	FAM104A	829.6984
FAM104B	726.9957	FAM104B	325.4989
FAM105A	83.4857	FAM105A	752.1064
FAM105B	505.1798	FAM105B	362.7494
FAM106C	9.7502	removed	removed
FAM107A	13.4065	FAM107A	356.9845
FAM107B	351.0055	FAM107B	1218.1818
FAM108A1	583.7904	FAM108A1	661.1973
FAM108B1	254.7227	FAM108B1	267.8492
FAM108C1	301.036	FAM108C1	443.459
FAM109A	424.1316	FAM109A	380.9313
FAM109B	81.0481	FAM109B	414.1907
FAM10A4	355.8806	FAM10A4	435.9202
FAM110A	1447.8976	FAM110A	581.8182
FAM110B	175.5027	FAM110B	273.1707
FAM110C	20.7191	FAM110C	47.8936
FAM111A	556.3681	FAM111A	588.0266
FAM111B	616.0878	FAM111B	46.1197
FAM113A	242.535	FAM113A	491.796
FAM113B	341.8647	FAM113B	287.3614
FAM114A1	249.2383	FAM114A1	426.6075
FAM114A2	392.4436	FAM114A2	363.1929
FAM115A	418.6472	FAM115A	459.4235
FAM115C	425.5881	FAM115C	380.745
FAM116A	360.7556	FAM116A	465.1885
FAM116B	212.6752	FAM116B	212.8603
FAM117A	129.1895	FAM117A	746.3415
FAM117B	299.8172	FAM117B	267.8492
FAM118A	279.7075	FAM118A	576.4967
FAM118B	155.3931	FAM118B	268.7361
FAM119A	155.3931	FAM119A	106.4302
FAM119B	135.8927	FAM119B	376.4967
FAM120AOS	917.0079	FAM120AOS	1277.3348
FAM120A	2722.2364	FAM120A	3734.1951
FAM120B	653.2602	FAM120B	988.9135
FAM120C	691.6514	FAM120C	287.3614
FAM122A	359.5369	FAM122A	615.0776
FAM122B	556.9775	FAM122B	278.0488
FAM122C	10.3595	FAM122C	12.4169
FAM123B	1243.7538	FAM123B	139.6896
FAM124A	20.7191	FAM124A	29.2683
FAM124B	19.5003	FAM124B	23.5033
FAM125A	302.8641	FAM125A	889.1353
FAM125B	312.0049	FAM125B	298.4479
FAM126A	198.05	FAM126A	685.5876
FAM126B	414.9909	FAM126B	224.8337
FAM127A	2435.1005	FAM127A	1463.8581
FAM127B	2573.4308	FAM127B	1058.5366
FAM127C	1265.0823	FAM127C	485.5876
FAM128A	234.0037	FAM128A	531.7073
FAM128B	1583.7904	FAM128B	1430.1552
FAM129A	3697.7453	FAM129A	2853.6585
FAM129B	5723.3394	FAM129B	4951.2195
FAM131A	520.4144	FAM131A	411.9734
FAM131B	6.7032	FAM131B	294.9002
FAM131C	151.7367	removed	removed
removed	removed	FAM132A	7.5388
removed	removed	FAM133A	5.765
FAM133B	116.3924	FAM133B	62.5277
FAM134A	2458.8665	FAM134A	3341.4634
FAM134B	60.3291	FAM134B	248.337
FAM134C	1965.2651	FAM134C	2747.6718
FAM135A	271.1761	FAM135A	86.031
removed	removed	FAM135B	14.1907
FAM136A	1959.1712	FAM136A	950.3326
FAM13AOS	14.8812	FAM13AOS	49.7428
FAM13A	170.9811	FAM13A	1022.541
FAM13B	268.1292	FAM13B	684.6918
FAM13C	40.1158	FAM13C	70.439
FAM149A	7.922	FAM149A	133.9246
FAM149B1	711.1517	FAM149B1	463.4146
removed	removed	FAM150B	12.8603
FAM151A	9.2383	removed	removed
FAM151B	21.3285	FAM151B	8.8692
FAM154A	8.5314	FAM154A	5.765
removed	removed	FAM154B	36.8071
removed	removed	FAM155A	15.9645
FAM155B	19.5003	FAM155B	69.1796
FAM156A	693.4796	FAM156A	430.5987
FAM157A	8.5314	FAM157A	5.765
FAM158A	166.362	FAM158A	152.5499
FAM160A1	224.2535	FAM160A1	85.5876
FAM160A2	620.3534	FAM160A2	625.2772
FAM160B1	1159.6587	FAM160B1	383.1486
FAM160B2	797.6843	FAM160B2	1040.7982
FAM161A	60.9385	FAM161A	79.8226
FAM161B	45.7038	FAM161B	131.7073
FAM162A	2015.844	FAM162A	1134.8115
FAM162B	18.2815	FAM162B	22.1729
FAM163A	12.1877	removed	removed
FAM164A	76.7824	FAM164A	205.765
FAM164C	45.0945	FAM164C	82.0399
FAM165B	288.8483	FAM165B	432.816
removed	removed	FAM166B	70.9534
removed	removed	FAM167A	125.0554
FAM167B	76.7824	FAM167B	58.98
FAM168A	154.1743	FAM168A	208.4257
FAM168B	2238.8787	FAM168B	3028.8248
FAM169A	21.3285	FAM169A	69.6231
FAM171A1	2051.7977	FAM171A1	485.1441
FAM171A2	419.2566	FAM171A2	28.8248
FAM171B	294.3327	FAM171B	275.8315
FAM172A	455.2102	FAM172A	682.9268
FAM173A	87.7514	FAM173A	183.592
FAM173B	187.6904	FAM173B	197.3392
FAM174A	238.8787	FAM174A	321.9512
FAM174B	805.6063	FAM174B	1403.1042
FAM175A	127.1968	FAM175A	204.7317
FAM175B	770.262	FAM175B	448.7805
FAM176A	35.3443	FAM176A	231.4856
FAM176B	325.6551	FAM176B	704.0976
FAM177A1	479.5856	FAM177A1	1157.8714
removed	removed	FAM177B	50.1109
FAM178A	511.2736	FAM178A	557.8714
FAM178B	189.5186	FAM178B	25.7206
FAM179A	5.4845	removed	removed
FAM179B	169.4089	FAM179B	282.4834
FAM180A	8.5314	FAM180A	62.5277
FAM181B	216.9409	FAM181B	27.4945
FAM182B	8.5314	removed	removed
FAM184A	152.3461	FAM184A	73.1707
removed	removed	FAM184B	65.4545
FAM185A	190.128	FAM185A	136.1419
removed	removed	FAM186A	5.765
removed	removed	FAM186B	11.5299
FAM188A	35.9537	FAM188A	436.3636
FAM188B	564.2901	FAM188B	199.1131
FAM189A1	12.1877	removed	removed
FAM189A2	5.4845	FAM189A2	1376.0532
FAM189B	3497.2578	FAM189B	631.4856
FAM18A	11.17	FAM18A	15.0776
FAM18B2	124.9238	FAM18B2	194.8647
FAM18B	556.9775	FAM18B	467.4058
FAM190A	71.9074	FAM190A	41.6851
FAM190B	1664.8385	FAM190B	845.6763
FAM192A	857.404	FAM192A	1327.7162
FAM193A	547.2273	FAM193A	677.6053
FAM193B	655.0884	FAM193B	554.7672
FAM195A	445.4601	FAM195A	294.9002
FAM195B	2372.3339	FAM195B	1484.2572
FAM196A	19.5003	FAM196A	7.0953
FAM196B	115.1737	FAM196B	66.0754
FAM198A	102.3766	FAM198A	187.5831
FAM198B	455.8196	FAM198B	2515.2993
FAM199X	508.8361	FAM199X	303.7694
FAM19A2	10.9689	FAM19A2	14.6341
FAM19A3	7.3126	FAM19A3	31.0421
FAM19A5	6.7032	FAM19A5	61.1973
FAM200A	183.4247	FAM200A	151.663
FAM200B	273.0043	FAM200B	401.3304
FAM20A	40.8288	FAM20A	179.6009
FAM20B	4117.0018	FAM20B	1007.0953
FAM20C	159.0494	FAM20C	1187.1397
FAM21A	643.5101	FAM21A	518.4035
FAM21B	548.4461	FAM21B	623.9468
FAM21C	1609.9939	FAM21C	1458.5366
FAM22A	49.9695	FAM22A	39.9113
FAM22D	90.7983	FAM22D	67.8492
FAM22F	5.4845	removed	removed
FAM22G	6.7032	removed	removed
FAM24B	32.7483	FAM24B	25.5344
FAM25A	40.2194	removed	removed
FAM25B	54.8446	removed	removed
FAM26E	44.4851	FAM26E	86.918
FAM26F	230.3473	FAM26F	77.1619
removed	removed	FAM27A	16.408
removed	removed	FAM27C	27.9379
FAM32A	1552.7118	FAM32A	2028.8248
FAM35A	792.8093	FAM35A	862.9712
FAM35B2	68.2511	FAM35B2	36.3636
FAM35B	289.4576	FAM35B	226.6075
FAM36A	699.8477	FAM36A	807.0377
FAM38A	1909.8294	FAM38A	1899.9069
FAM38B	24.9848	FAM38B	49.2239
FAM3A	1678.8544	FAM3A	757.4279
FAM3B	149.2992	FAM3B	278.4922
FAM3C	1453.9915	FAM3C	653.6585
removed	removed	FAM3D	28.8248
FAM40A	656.3071	FAM40A	760.9756
FAM40B	18.2815	FAM40B	36.3636
FAM41C	20.1097	FAM41C	8.8692
FAM43A	121.8769	FAM43A	223.0599
FAM43B	14.0158	FAM43B	101.1086
FAM45A	754.418	FAM45A	360.9756
FAM45B	283.9732	FAM45B	129.49
FAM46A	451.5539	FAM46A	511.7517
FAM46B	683.12	FAM46B	647.4501
FAM46C	74.3449	FAM46C	1413.3038
FAM47E	8.05	FAM47E	169.6142
FAM48A	688.0926	FAM48A	643.9024
FAM49A	650.2133	FAM49A	98.4479
FAM49B	1533.8208	FAM49B	579.6009
FAM50A	2280.3169	FAM50A	1078.9357
FAM50B	358.3181	FAM50B	327.7162
FAM53A	27.4223	FAM53A	21.286
FAM53B	2119.2931	FAM53B	667.4989
FAM53C	1040.2194	FAM53C	1343.6807
FAM54A	132.8458	FAM54A	9.3126
FAM54B	1291.7733	FAM54B	1129.5521
FAM55C	118.83	FAM55C	1183.1486
FAM57A	297.989	FAM57A	192.9047
removed	removed	FAM57B	6.2084
FAM58A	592.9311	FAM58A	407.5388
FAM59A	283.9732	FAM59A	148.5588
FAM5B	105.4235	FAM5B	43.9024
FAM60A	1761.1213	FAM60A	1131.7073
FAM63A	1380.2559	FAM63A	718.847
FAM63B	134.0646	FAM63B	90.9091
FAM64A	251.0664	FAM64A	17.2949
FAM65A	307.7392	FAM65A	923.7251
FAM65B	65.2041	FAM65B	79.3792
removed	removed	FAM65C	21.7295
FAM66C	20.7191	FAM66C	20.8426
removed	removed	FAM66D	6.5676
FAM69A	193.1749	FAM69A	243.459
FAM69B	162.4985	FAM69B	217.8093
removed	removed	FAM69C	12.8603
FAM70A	14.6252	FAM70A	89.1353
FAM70B	12.7971	FAM70B	25.2772
FAM71D	71.298	FAM71D	15.9645
FAM71E1	1155.5332	FAM71E1	108.6253
FAM71F2	8.5314	FAM71F2	6.6519
FAM72A	52.4071	FAM72A	6.2084
FAM72B	229.1286	FAM72B	14.6341
FAM72D	79.22	removed	removed
FAM73A	473.4918	FAM73A	430.5987
FAM73B	1015.2346	FAM73B	411.9734
FAM76A	324.1926	FAM76A	272.2838
FAM76B	300.4266	FAM76B	136.5854
FAM78A	137.1115	FAM78A	74.9446
FAM78B	15.2346	FAM78B	7.9823
FAM7A3	9.7502	removed	removed
FAM81A	6.0938	FAM81A	14.6341
removed	removed	FAM81B	69.1796
FAM82A1	21.9378	FAM82A1	90.0222
FAM82A2	1123.7051	FAM82A2	968.9579
FAM82B	701.4016	FAM82B	672.7273
FAM83A	146.2523	FAM83A	253.6585
FAM83B	386.9592	FAM83B	48.337
FAM83C	10.9689	FAM83C	7.5388
FAM83D	1271.1761	FAM83D	52.3282
FAM83E	14.0158	FAM83E	66.0754
FAM83F	230.9567	FAM83F	414.1907
FAM83G	163.1322	FAM83G	101.1086
FAM83H	5248.6289	FAM83H	2235.9202
FAM84A	3648.3851	FAM84A	205.3215
FAM84B	824.4973	FAM84B	1998.2262
FAM86A	294.6862	FAM86A	424.204
FAM86B1	101.1578	FAM86B1	158.7583
FAM86C	191.3467	FAM86C	171.1752
FAM86D	156.6118	FAM86D	234.1463
FAM89A	420.4753	FAM89A	164.9667
FAM89B	1999.3906	FAM89B	1117.9601
FAM8A1	994.5155	FAM8A1	1046.1197
FAM90A1	85.9232	FAM90A1	40.3548
FAM91A1	902.4985	FAM91A1	530.3769
FAM92A1	69.4698	FAM92A1	69.1796
FAM95B1	6.7032	FAM95B1	31.0421
FAM96A	549.6648	FAM96A	674.9446
FAM96B	733.0896	FAM96B	655.8758
FAM98A	2494.2108	FAM98A	829.2683
FAM98B	397.9281	FAM98B	372.949
FAM98C	371.1152	FAM98C	344.5676
FANCA	199.2017	FANCA	41.3082
FANCB	39.61	removed	removed
FANCC	159.6587	FANCC	188.4701
FANCD2	224.8629	FANCD2	157.8714
FANCE	1262.0353	FANCE	184.4789
FANCF	575.259	FANCF	496.6741
FANCG	543.571	FANCG	354.7672
FANCI	870.7556	FANCI	224.5676
FANCL	579.1651	FANCL	215.1707
FANCM	93.8452	FANCM	76.7184
FANK1	121.2675	FANK1	219.0687
FAP	199.8781	FAP	120.6208
FAR1	253.504	FAR1	672.7273
FAR2	3887.2212	FAR2	311.6541
FARP1	4084.7044	FARP1	2930.3769
FARP2	140.7678	FARP2	362.306
FARS2	230.9567	FARS2	341.02
FARSA	1252.8946	FARSA	1431.0421
FARSB	1818.4034	FARSB	1128.1596
FASLG	9.7502	FASLG	8.4257
FASN	23895.1859	FASN	86577.3836
FASTKD1	301.6453	FASTKD1	280.2661
FASTKD2	1041.4381	FASTKD2	905.0998
FASTKD3	120.0488	FASTKD3	94.0133
FASTKD5	730.0427	FASTKD5	428.8248
FASTK	2481.4138	FASTK	945.4545
FAS	63.376	FAS	301.5521
FAT1	1964.6557	FAT1	4545.0111
FAT2	382.0841	FAT2	1104.2129
FAT3	129.1895	FAT3	38.5809
FAT4	56.0634	FAT4	186.2528
FATE1	6.0938	removed	removed
FAU	10567.337	FAU	12841.6851
FBF1	18.8909	FBF1	93.4856
FBLIM1	3449.1164	FBLIM1	1719.2905
FBLL1	10.9689	FBLL1	27.9379
FBLN1	1032.9068	FBLN1	1568.9579
FBLN2	552.7118	FBLN2	789.357
FBLN5	139.5491	FBLN5	1858.0931
FBLN7	54.8446	FBLN7	184.0355
FBL	6753.8087	FBL	6294.4568
FBN1	826.9348	FBN1	1291.796
FBN2	23.766	FBN2	83.3703
FBN3	263.8635	FBN3	13.3038
FBP1	419.8659	FBP1	1772.0621
FBP2	32.4132	removed	removed
FBRSL1	712.9799	FBRSL1	690.4656
FBRS	1737.3553	FBRS	1654.5455
FBXL12	274.223	FBXL12	373.3925
removed	removed	FBXL13	7.5388
FBXL14	647.7757	FBXL14	573.8359
FBXL15	393.053	FBXL15	225.7206
FBXL16	252.2852	FBXL16	154.7672
FBXL17	256.5509	FBXL17	416.8514
FBXL18	799.5125	FBXL18	503.3259
FBXL19	805.6063	FBXL19	555.2106
FBXL20	205.972	FBXL20	118.847
FBXL22	15.844	FBXL22	110.1508
FBXL2	50.5789	FBXL2	238.1375
FBXL3	400.3656	FBXL3	1211.0865
FBXL4	283.9732	FBXL4	213.3038
FBXL5	1077.3918	FBXL5	3015.5211
FBXL6	692.0353	FBXL6	217.8537
FBXL7	83.4857	FBXL7	379.6009
FBXL8	24.7105	FBXL8	78.9401
FBXO10	486.3681	FBXO10	185.898
FBXO11	1928.0926	FBXO11	1259.4235
FBXO15	9.7502	FBXO15	28.3814
FBXO16	48.1414	FBXO16	66.0754
FBXO17	128.5801	FBXO17	246.5632
FBXO18	1878.1231	FBXO18	1605.3215
FBXO21	611.8221	FBXO21	1300.6652
FBXO22OS	160.8775	FBXO22OS	73.1308
FBXO22	553.3211	FBXO22	522.4346
FBXO24	9.1408	FBXO24	11.9734
FBXO25	997.5625	FBXO25	811.5299
FBXO27	1683.7294	FBXO27	250.5543
FBXO28	996.3437	FBXO28	730.8204
FBXO2	455.8196	FBXO2	886.031
FBXO30	419.8659	FBXO30	262.5277
FBXO31	552.7118	FBXO31	889.5787
FBXO32	4432.0536	FBXO32	2443.9024
FBXO33	189.5186	FBXO33	423.5033
FBXO34	558.1962	FBXO34	583.1486
FBXO36	47.532	FBXO36	140.133
FBXO38	474.7105	FBXO38	860.7539
removed	removed	FBXO39	11.9734
FBXO3	475.9293	FBXO3	808.8692
FBXO41	340.6459	FBXO41	164.9667
FBXO42	768.4339	FBXO42	478.0488
FBXO43	21.9378	removed	removed
FBXO44	532.6021	FBXO44	465.1885
FBXO45	937.8428	FBXO45	407.0953
FBXO46	1592.9311	FBXO46	561.8625
FBXO48	32.9068	FBXO48	26.1641
FBXO4	149.2992	FBXO4	258.98
FBXO5	264.4729	FBXO5	132.5942
FBXO6	768.4339	FBXO6	265.6319
FBXO7	1554.5399	FBXO7	2851.4412
FBXO8	257.5746	FBXO8	542.3016
FBXO9	586.2279	FBXO9	942.7938
FBXW11	729.4333	FBXW11	1121.9512
FBXW2	1104.2048	FBXW2	1636.3636
FBXW4	1216.3315	FBXW4	1729.9335
FBXW5	1371.7246	FBXW5	1728.1596
FBXW7	301.036	FBXW7	482.9268
FBXW8	267.5198	FBXW8	411.9734
FBXW9	231.8769	FBXW9	384.6785
FCER1A	136.5021	FCER1A	123.2816
FCER1G	305.911	FCER1G	257.6497
FCER2	16.4534	removed	removed
FCF1	572.8215	FCF1	656.7627
FCGBP	23.766	FCGBP	2807.0953
FCGR1A	43.7477	FCGR1A	6.2084
FCGR1B	24.3754	FCGR1B	14.1907
FCGR1C	15.2346	removed	removed
FCGR2A	208.4095	FCGR2A	254.5455
FCGR2B	37.7818	FCGR2B	66.5188
FCGR2C	9.7502	FCGR2C	23.5033
FCGR3A	265.0823	FCGR3A	273.1707
FCGR3B	51.7977	removed	removed
FCGRT	496.6484	FCGRT	3355.6541
FCHO1	23.766	FCHO1	79.3792
FCHO2	322.3644	FCHO2	415.9645
FCHSD1	249.5064	FCHSD1	301.3792
FCHSD2	699.4211	FCHSD2	377.8049
FCN1	6.7032	removed	removed
removed	removed	FCN2	23.0599
FCN3	10.3595	FCN3	27.051
FCRL3	6.7032	removed	removed
FCRL5	9.7502	FCRL5	7.9823
FCRL6	8.5314	FCRL6	11.9734
FCRLA	87.142	FCRLA	14.1907
FCRLB	121.8769	FCRLB	24.3902
FDFT1	4516.7581	FDFT1	3922.8381
removed	removed	FDPSL2A	10.643
FDPS	7746.6057	FDPS	2074.2971
FDX1L	197.4406	FDX1L	237.5344
FDX1	903.1079	FDX1	342.3503
FDXACB1	255.9415	FDXACB1	94.9623
FDXR	716.6362	FDXR	281.5965
FECH	1112.1268	FECH	613.3038
FEM1A	867.7636	FEM1A	1105.9867
FEM1B	1543.571	FEM1B	2741.4634
FEM1C	654.479	FEM1C	610.1996
FEN1	1178.5497	FEN1	371.1752
FER1L4	503.3516	FER1L4	24.8337
removed	removed	FER1L5	7.0953
FERMT1	184.6435	FERMT1	95.3437
FERMT2	162.0963	FERMT2	1349.8891
FERMT3	187.081	FERMT3	122.8381
FER	18.2815	FER	15.0776
FES	136.5021	FES	238.5809
FETUB	9.7502	FETUB	5.765
FEZ1	18.8909	FEZ1	86.031
FEZ2	638.635	FEZ2	840.3548
FFAR2	7.3126	FFAR2	41.6851
FGA	8.5314	removed	removed
removed	removed	FGB	6.6519
FGD1	1269.348	FGD1	284.2572
removed	removed	FGD2	13.3038
FGD3	148.6898	FGD3	160.9756
FGD4	131.6271	FGD4	314.8559
FGD5	237.66	FGD5	441.6851
FGD6	282.7544	FGD6	337.9157
removed	removed	FGF10	20.3991
FGF11	41.4381	FGF11	130.4967
FGF12	57.2821	FGF12	39.4678
FGF13	21.3285	FGF13	285.5876
FGF14	17.6722	FGF14	285.5876
removed	removed	FGF18	37.694
removed	removed	FGF19	23.0599
FGF1	86.5326	FGF1	1727.7162
FGF22	7.922	removed	removed
FGF2	13.5283	FGF2	328.5322
FGF7	68.8605	FGF7	150.7761
removed	removed	FGF9	23.9468
FGFBP1	6.7032	FGFBP1	170.7317
removed	removed	FGFBP2	34.1463
FGFBP3	68.2511	FGFBP3	51.4412
FGFR1OP2	430.8349	FGFR1OP2	352.5499
FGFR1OP	445.4418	FGFR1OP	318.6386
FGFR1	1201.7063	FGFR1	3957.8714
FGFR2	170.6277	FGFR2	1057.2062
FGFR3	335.1615	FGFR3	77.6053
FGFR4	121.8769	FGFR4	541.02
FGFRL1	73.7355	FGFRL1	583.1486
FGGY	103.5954	FGGY	304.2129
FGG	53.6258	removed	removed
removed	removed	FGL1	15.5211
FGL2	290.067	FGL2	379.1574
FGR	520.4144	FGR	59.4235
FHAD1	6.0938	FHAD1	18.8825
FHDC1	75.5637	FHDC1	316.1863
FHIT	70.0792	FHIT	141.4634
FHL1	156.0024	FHL1	1976.4967
FHL2	1049.9695	FHL2	1125.0554
FHL3	284.5826	FHL3	588.4701
FHL5	12.7971	FHL5	13.3038
FHOD1	243.1444	FHOD1	644.7894
FHOD3	48.1414	FHOD3	439.9113
FH	2762.9494	FH	1779.6009
FIBIN	96.8921	FIBIN	195.5654
FIBP	1204.7532	FIBP	1613.7472
FICD	30.4692	FICD	48.337
FIG4	843.3882	FIG4	621.286
removed	removed	FIGF	294.9002
FIGNL1	482.0232	FIGNL1	185.8093
FIGNL2	7.3126	FIGNL2	39.0244
FIGN	229.1286	FIGN	23.5033
FILIP1L	327.2395	FILIP1L	831.929
FILIP1	26.8129	FILIP1	30.5987
FIP1L1	670.3717	FIP1L1	721.9157
FIS1	2125.9781	FIS1	2948.4302
removed	removed	FITM1	6.6519
FITM2	73.1261	FITM2	36.8071
FIZ1	435.7099	FIZ1	422.1729
FJX1	294.3327	FJX1	183.1486
FKBP10	407.6782	FKBP10	2866.9623
FKBP11	183.4247	FKBP11	323.7251
FKBP14	124.9238	FKBP14	110.4213
FKBP15	827.5076	FKBP15	1038.1375
FKBP1AP1	7.922	FKBP1AP1	17.7384
FKBP1A	7335.4479	FKBP1A	4203.9911
FKBP1B	14.6252	FKBP1B	116.6297
FKBP2	1198.6594	FKBP2	1583.1486
FKBP3	1312.0049	FKBP3	1258.5366
FKBP4	13927.4832	FKBP4	6585.3659
FKBP5	567.9464	FKBP5	15635.9202
FKBP7	65.8135	FKBP7	291.3525
FKBP8	3039.61	FKBP8	5310.4213
FKBP9L	25.5941	FKBP9L	49.6674
FKBP9	1813.5283	FKBP9	2900.2217
FKBPL	575.8684	FKBPL	228.8248
FKRP	286.4107	FKRP	276.7184
FKTN	408.2876	FKTN	396.0089
FLAD1	6399.1469	FLAD1	790.2439
FLCN	407.0689	FLCN	472.7273
FLG2	10.9689	removed	removed
FLG	129.5064	FLG	19.5255
FLI1	159.0494	FLI1	326.8293
FLII	2869.5917	FLII	4502.8825
FLJ10038	135.0884	FLJ10038	439.6186
FLJ10213	18.8909	FLJ10213	12.8603
FLJ10357	184.6435	FLJ10357	1078.0488
FLJ10661	5.4845	FLJ10661	17.2949
FLJ11235	9.1408	FLJ11235	48.7805
removed	removed	FLJ12825	14.1907
removed	removed	FLJ13197	16.8869
removed	removed	FLJ16779	5.3215
FLJ22536	47.532	FLJ22536	43.459
FLJ23867	869.5917	FLJ23867	1163.6364
removed	removed	FLJ33360	5.765
FLJ33630	240.7069	FLJ33630	596.8958
FLJ35024	21.9866	FLJ35024	7.9823
FLJ35220	61.5478	FLJ35220	248.337
FLJ35390	22.3218	FLJ35390	69.1619
FLJ35776	92.6264	FLJ35776	82.9268
FLJ36031	246.1913	FLJ36031	230.5987
FLJ36777	14.6252	FLJ36777	27.051
FLJ37201	6.0938	FLJ37201	6.6519
FLJ37453	60.9385	FLJ37453	127.7162
removed	removed	FLJ37543	11.9734
FLJ39582	23.766	FLJ39582	31.4812
FLJ39653	71.298	FLJ39653	108.204
removed	removed	FLJ39739	6.2084
FLJ40852	39.61	FLJ40852	57.2062
FLJ41941	108.4704	removed	removed
FLJ42289	6.7032	FLJ42289	35.4767
FLJ42627	28.6411	FLJ42627	39.9113
FLJ42709	12.1877	FLJ42709	69.1796
removed	removed	FLJ42875	5.3215
FLJ43663	87.142	FLJ43663	38.1375
FLJ44606	20.7191	FLJ44606	23.0599
FLJ44635	14.6252	FLJ44635	29.7118
FLJ45244	22.5472	FLJ45244	58.0931
FLJ45340	442.4132	FLJ45340	538.8027
FLJ45445	102.3766	FLJ45445	24.8337
FLJ45983	100.5484	FLJ45983	64.745
FLJ90757	268.1292	FLJ90757	720.6208
FLNA	7216.9409	FLNA	18384.4789
FLNB	9901.5905	FLNB	10001.7073
FLNC	28.6411	FLNC	176.9401
FLOT1	1494.2108	FLOT1	3764.9667
FLOT2	1817.794	FLOT2	2695.7871
removed	removed	FLRT1	13.7472
FLRT2	69.4698	FLRT2	402.6608
removed	removed	FLRT3	130.3769
FLT1	588.6654	FLT1	753.4368
FLT3LG	34.1255	FLT3LG	103.7694
FLT3	18.8909	FLT3	294.0133
FLT4	132.2364	FLT4	253.2151
FLVCR1	266.301	FLVCR1	72.7273
FLVCR2	244.9726	FLVCR2	78.4922
FLYWCH1	439.3662	FLYWCH1	672.7273
FLYWCH2	335.7709	FLYWCH2	427.9379
FMN1	22.5472	FMN1	16.408
removed	removed	FMN2	27.9379
FMNL1	279.0981	FMNL1	228.8248
FMNL2	561.8525	FMNL2	423.0599
FMNL3	713.3516	FMNL3	518.3016
FMO1	132.8458	FMO1	231.0421
FMO2	95.6734	FMO2	1587.5831
FMO3	6.7032	FMO3	34.1463
FMO4	152.9555	FMO4	156.9845
FMO5	54.2352	FMO5	364.9667
FMO9P	32.9068	removed	removed
FMOD	242.535	FMOD	8239.0244
FMR1	1140.7617	FMR1	424.8337
FN1	12911.0299	FN1	4854.9889
FN3KRP	1077.3918	FN3KRP	1357.4279
FN3K	450.9445	FN3K	404.878
FNBP1L	3338.8178	FNBP1L	2309.0909
FNBP1	1123.0957	FNBP1	1074.0576
FNBP4	1123.0957	FNBP4	792.4612
FNDC1	409.5064	FNDC1	64.3016
FNDC3A	734.3083	FNDC3A	964.9667
FNDC3B	710.5424	FNDC3B	1267.8492
FNDC4	245.582	FNDC4	320.1774
FNDC5	24.3754	FNDC5	18.1818
removed	removed	FNDC8	14.6341
FNIP1	467.3979	FNIP1	628.3814
FNIP2	328.4583	FNIP2	498.0044
FNTA	3134.0646	FNTA	1258.98
FNTB	565.8013	FNTB	606.1419
FOLH1	31.688	FOLH1	110.4213
removed	removed	FOLR1	321.9512
FOLR2	67.0323	FOLR2	87.8049
FOSB	581.3528	FOSB	9944.1242
FOSL1	14.6252	FOSL1	40.3548
FOSL2	4078.6106	FOSL2	1325.4989
FOS	2349.1773	FOS	16396.8958
FOXA1	208.4095	FOXA1	4274.0576
removed	removed	FOXA3	8.8692
FOXC1	1346.1304	FOXC1	238.5809
FOXC2	60.3291	FOXC2	15.0776
FOXD2	6.7032	FOXD2	13.7472
FOXD3	19.5003	removed	removed
FOXD4	12.7971	FOXD4	15.5211
removed	removed	FOXE1	25.7206
FOXF2	9.7502	FOXF2	40.7982
FOXH1	5.8318	removed	removed
FOXI1	349.7867	FOXI1	145.898
removed	removed	FOXI2	5.765
removed	removed	FOXJ1	6.6519
FOXJ2	1561.8525	FOXJ2	775.6098
FOXJ3	1388.7873	FOXJ3	1396.8958
FOXK1	1520.4144	FOXK1	1169.8448
FOXK2	2021.3285	FOXK2	1062.0843
FOXL1	152.3461	FOXL1	7.5388
removed	removed	FOXL2	58.5366
FOXM1	2084.869	FOXM1	102.3503
removed	removed	FOXN1	7.5388
FOXN2	269.348	FOXN2	165.8537
FOXN3	1282.145	FOXN3	1160.5322
FOXO1	531.9927	FOXO1	858.98
FOXO3B	1461.3041	FOXO3B	937.4723
FOXO3	3491.1639	FOXO3	2227.4945
FOXO4	856.7946	FOXO4	945.4545
FOXP1	403.4126	FOXP1	1796.0089
removed	removed	FOXP2	8.8692
FOXP3	157.6173	FOXP3	35.4235
FOXP4	1261.426	FOXP4	2210.643
FOXQ1	202.3157	FOXQ1	18.1818
FOXRED1	377.8184	FOXRED1	483.3703
FOXRED2	980.4997	FOXRED2	407.5388
FOXS1	53.6258	FOXS1	15.9645
FPGS	677.6356	FPGS	869.6231
FPGT	388.7873	FPGT	243.9645
FPR1	15.2346	FPR1	23.0599
FPR3	209.0189	FPR3	61.6408
FRAS1	18.8909	FRAS1	139.2461
FRAT1	74.3449	FRAT1	192.4612
FRAT2	767.8245	FRAT2	435.4767
FREM1	6.0938	FREM1	207.9823
FREM2	5.4845	FREM2	23.9468
FRG1B	291.2858	FRG1B	270.9534
removed	removed	FRG1	1304.2129
FRK	66.4229	FRK	50.5543
removed	removed	FRMD1	16.408
