gene_id	TCGA-BH-A0E0-01A-11R-A056-07	gene_id	TCGA-BH-A0E0-11A-13R-A089-07
RASL10B	96.8921	RASL10B	92.2395
RASL11A	63.9854	RASL11A	160.9756
removed	removed	RASL11B	231.929
RASL12	90.1889	RASL12	308.6475
removed	removed	RASSF10	66.5188
RASSF1	383.3029	RASSF1	384.9224
RASSF2	688.6045	RASSF2	176.9401
RASSF3	69.4698	RASSF3	190.6874
RASSF4	378.4278	RASSF4	417.7384
RASSF5	341.2553	RASSF5	316.1863
RASSF6	46.3132	RASSF6	360.5322
RASSF7	1354.0524	RASSF7	224.3902
RASSF8	40.2194	RASSF8	426.6075
RASSF9	12.7971	RASSF9	41.2417
RAVER1	1020.1097	RAVER1	1348.5588
RAVER2	645.3382	RAVER2	343.6807
RB1CC1	1986.5935	RB1CC1	1082.0399
RB1	259.5978	RB1	673.6142
RBAK	858.2633	RBAK	453.2727
RBBP4	5470.5058	RBBP4	4323.7384
RBBP5	586.2279	RBBP5	374.2794
RBBP6	1275.4418	RBBP6	1365.4102
RBBP7	3895.7952	RBBP7	2505.0998
RBBP8	767.2151	RBBP8	1403.1042
RBBP9	892.1389	RBBP9	645.2328
RBCK1	1811.0908	RBCK1	1622.1729
RBKS	125.5332	RBKS	129.0466
RBL1	183.4247	RBL1	26.1641
RBL2	826.496	RBL2	1410.7982
RBM10	1681.9013	RBM10	1638.1375
RBM11	35.9537	RBM11	28.8248
RBM12B	304.6923	RBM12B	258.5366
RBM12	2064.2718	RBM12	1511.5965
RBM14	1144.0646	RBM14	1116.6341
RBM15B	2102.3522	RBM15B	2458.133
RBM15	282.7544	RBM15	87.8049
RBM16	1064.4912	RBM16	1179.592
RBM17	2407.6782	RBM17	1322.3947
RBM18	501.5235	RBM18	673.6142
RBM19	366.2401	RBM19	701.5521
RBM20	302.2547	RBM20	31.4856
RBM22	747.7148	RBM22	1252.7716
RBM23	993.9062	RBM23	1717.5166
RBM24	6.0938	RBM24	27.4945
RBM25	1561.2431	RBM25	1409.7561
RBM26	597.8062	RBM26	656.7627
RBM27	725.1676	RBM27	533.9246
RBM28	803.7782	RBM28	344.5676
RBM33	1059.7197	RBM33	849.6674
RBM34	1089.5795	RBM34	747.694
RBM38	3578.3059	RBM38	575.1663
RBM39	3853.7477	RBM39	3197.7827
RBM3	4703.8391	RBM3	5823.0599
RBM41	242.535	RBM41	87.8049
RBM42	2231.5661	RBM42	1268.2927
RBM43	154.1743	RBM43	145.898
RBM45	154.1743	RBM45	134.3681
RBM47	2039.61	RBM47	2573.8359
RBM4B	352.2243	RBM4B	365.4102
RBM4	3021.0786	RBM4	2869.6186
RBM5	1187.9829	RBM5	2014.643
RBM6	973.9488	RBM6	1382.9889
RBM7	289.4576	RBM7	431.0421
RBM8A	5874.1438	RBM8A	1988.8381
RBM9	1794.6374	RBM9	2764.5233
RBMS1	1636.8068	RBMS1	875.388
RBMS2	698.9884	RBMS2	1070.7627
RBMS3	6.0938	RBMS3	45.2328
RBMX2	969.5308	RBMX2	759.2018
RBMXL1	528.0987	RBMXL1	657.9468
RBMX	3453.9915	RBMX	4925.0554
RBP1	294.3327	RBP1	1968.5144
RBP4	6305.3016	RBP4	2226.1641
RBP5	21.3285	RBP5	28.3814
RBP7	31.0786	RBP7	982.2616
RBPJ	797.075	RBPJ	771.6186
RBPMS2	35.9537	RBPMS2	60.7539
RBPMS	480.195	RBPMS	2094.9002
RBX1	717.0932	RBX1	893.8891
RC3H1	1017.6722	RC3H1	491.796
RC3H2	358.3181	RC3H2	205.765
RCAN1	441.1944	RCAN1	4850.1109
RCAN2	229.1286	RCAN2	218.1818
RCAN3	93.2358	RCAN3	98.0044
RCBTB1	286.4107	RCBTB1	555.2106
RCBTB2	77.3918	RCBTB2	342.7938
RCC1	984.5338	RCC1	514.9845
RCC2	9864.1073	RCC2	3502.8825
RCCD1	238.8787	RCCD1	179.6009
RCE1	333.3333	RCE1	262.0843
RCHY1	263.8635	RCHY1	397.7827
RCL1	631.3224	RCL1	680.7095
RCN1	1856.7946	RCN1	5091.796
RCN2	1212.6752	RCN2	1047.8936
RCN3	317.4893	RCN3	444.7894
RCOR1	1042.0475	RCOR1	675.8315
RCOR2	905.5454	RCOR2	21.286
RCOR3	598.4156	RCOR3	628.8248
RCSD1	265.6917	RCSD1	325.4989
RDBP	1875.9293	RDBP	1728.0754
RDH10	635.5881	RDH10	417.2949
RDH11	2954.2962	RDH11	2439.9113
RDH12	1493.6015	removed	removed
RDH13	423.5222	RDH13	192.4612
RDH14	772.3096	RDH14	402.2572
RDH16	127.3614	RDH16	9.3126
removed	removed	RDH5	329.0466
RDM1	6.7032	removed	removed
RDX	4158.44	RDX	746.3415
REC8	9.7502	REC8	7.5388
RECK	122.4863	RECK	297.561
RECQL4	890.3108	RECQL4	73.1707
RECQL5	361.365	RECQL5	497.561
RECQL	697.0628	RECQL	549.8847
REEP1	35.3443	REEP1	181.8182
REEP2	7.922	REEP2	127.2727
REEP3	1207.8001	REEP3	566.2971
REEP4	1872.6386	REEP4	339.6896
REEP5	5004.4607	REEP5	7195.02
REEP6	3742.8397	REEP6	2013.7472
RELA	2189.5186	RELA	2060.7539
RELB	343.0835	RELB	268.7361
RELL1	219.3358	RELL1	598.1463
RELL2	92.9677	RELL2	32.5455
RELN	5.4845	RELN	250.9978
RELT	200.4875	RELT	39.9113
REL	58.5009	REL	28.8248
REM1	29.8598	REM1	48.337
REM2	17.0628	REM2	17.7384
RENBP	443.0225	RENBP	51.4412
removed	removed	REN	5.3215
removed	removed	REP15	11.5299
REPIN1	3989.6405	REPIN1	2360.5322
REPS1	1805.6063	REPS1	1122.8381
REPS2	368.6776	REPS2	473.6142
RER1	4060.3595	RER1	3172.7805
RERE	2589.8842	RERE	4998.6696
RERGL	24.9848	RERGL	121.0643
RERG	68.2511	RERG	572.949
REST	197.4406	REST	172.0621
RETSAT	6297.3796	RETSAT	3598.2262
RET	26.2035	RET	679.8226
REV1	290.6764	REV1	626.1641
REV3L	495.4296	REV3L	390.2439
REXO1	793.4186	REXO1	529.0466
REXO2	962.2182	REXO2	829.7118
REXO4	572.2121	REXO4	680.2661
RFC1	670.9324	RFC1	1164.5233
RFC2	1413.1627	RFC2	594.235
RFC3	282.145	RFC3	149.4457
RFC4	500.3047	RFC4	257.2062
RFC5	278.4887	RFC5	342.3503
RFESD	45.7038	RFESD	15.0776
RFFL	619.6039	RFFL	728.8736
RFK	524.0707	RFK	509.5344
RFNG	775.7465	RFNG	614.6341
RFPL1S	60.1645	RFPL1S	31.0421
RFPL1	5.0396	removed	removed
removed	removed	RFPL3S	5.765
RFPL4B	6.7032	removed	removed
RFT1	226.691	RFT1	481.5965
RFTN1	432.663	RFTN1	450.9978
RFTN2	17.0628	RFTN2	74.0576
RFWD2	4439.9756	RFWD2	804.4346
RFWD3	1284.5826	RFWD3	586.6962
RFX1	312.6143	RFX1	545.0111
RFX2	186.4717	RFX2	219.9557
RFX3	38.3912	RFX3	27.4945
RFX5	600.2438	RFX5	683.8137
removed	removed	RFX6	22.6164
RFX7	207.8001	RFX7	318.847
removed	removed	RFX8	8.4257
RFXANK	859.7319	RFXANK	1006.0222
RFXAP	39.0006	RFXAP	60.3104
RG9MTD1	1102.986	RG9MTD1	518.4035
RG9MTD2	162.7057	RG9MTD2	112.1951
RG9MTD3	116.3924	RG9MTD3	158.7583
RGAG1	10.3595	RGAG1	9.7561
RGAG4	35.3443	RGAG4	424.3902
RGL1	627.0567	RGL1	525.4989
RGL2	1954.9055	RGL2	1632.816
removed	removed	RGL3	149.8891
removed	removed	RGL4	11.4989
RGMA	599.025	RGMA	660.7539
RGMB	595.9781	RGMB	1079.3792
RGNEF	46.9226	RGNEF	497.1175
RGN	62.1572	RGN	91.796
RGP1	151.0177	RGP1	149.0022
RGPD1	702.7057	RGPD1	347.2195
RGPD3	213.2846	RGPD3	300.6652
RGPD4	132.2364	RGPD4	132.5942
RGPD5	54.2596	RGPD5	80.1818
RGPD6	547.2029	RGPD6	410.7273
RGS10	971.9683	RGS10	802.2173
removed	removed	RGS11	8.4257
RGS12	347.9586	RGS12	884.7007
RGS14	74.3449	RGS14	217.7384
RGS16	672.7605	RGS16	150.7761
RGS18	18.8909	RGS18	20.3991
RGS19	308.958	RGS19	233.7029
RGS1	310.1767	RGS1	552.9933
removed	removed	RGS20	9.3126
RGS22	8.5314	RGS22	40.3548
RGS2	191.9561	RGS2	1241.6851
RGS3	859.8416	RGS3	1479.8226
RGS4	98.1109	RGS4	147.6718
RGS5	1932.3583	RGS5	2555.2106
RGS6	96.2828	RGS6	32.3725
RGS9BP	70.0792	RGS9BP	6.6519
removed	removed	RGS9	37.2506
RHBDD1	173.0652	RHBDD1	281.153
RHBDD2	2803.7782	RHBDD2	2276.2749
RHBDD3	535.649	RHBDD3	298.4479
RHBDF1	266.301	RHBDF1	581.3747
RHBDF2	354.0524	RHBDF2	343.2373
RHBDL1	29.2505	RHBDL1	11.0865
RHBDL2	106.0329	RHBDL2	85.1441
removed	removed	RHBDL3	61.1973
RHBG	27.4223	RHBG	12.8603
RHCE	49.9695	removed	removed
removed	removed	RHCG	167.6275
removed	removed	RHD	7.5388
RHEBL1	6.7032	removed	removed
RHEB	2787.9342	RHEB	1257.2062
removed	removed	RHOA	11936.1419
RHOBTB1	439.9756	RHOBTB1	455.8758
RHOBTB2	269.348	RHOBTB2	653.357
RHOBTB3	624.0098	RHOBTB3	2405.3215
RHOB	3084.7044	RHOB	15305.9867
RHOC	1887.2639	RHOC	8042.5721
RHOD	658.1353	RHOD	741.02
RHOF	403.4857	RHOF	44.1375
RHOG	1345.521	RHOG	923.2816
RHOH	54.2352	RHOH	349.8891
RHOJ	79.22	RHOJ	303.7694
RHOQ	1781.5113	RHOQ	1336.3681
RHOT1	633.1505	RHOT1	996.8958
RHOT2	759.9025	RHOT2	1077.1619
RHOU	644.7288	RHOU	1468.2927
RHOV	651.4321	RHOV	1031.929
removed	removed	RHOXF1	5.765
RHPN1	457.6478	RHPN1	454.5455
RHPN2	468.0073	RHPN2	485.5876
RIBC1	38.3912	RIBC1	93.5698
RIBC2	21.9378	RIBC2	11.9734
RIC3	65.2041	RIC3	266.5188
RIC8A	2305.064	RIC8A	2010.7849
RIC8B	188.9092	RIC8B	482.9268
RICH2	189.5186	RICH2	298.8914
RICTOR	363.1932	RICTOR	419.5122
RIF1	507.0079	RIF1	368.071
RILPL1	210.9994	RILPL1	361.2993
RILPL2	79.22	RILPL2	751.2195
RILP	172.4558	RILP	175.6098
removed	removed	RIMBP2	22.1729
removed	removed	RIMBP3	27.051
RIMKLA	17.6722	RIMKLA	58.0931
RIMKLB	482.2547	RIMKLB	326.745
removed	removed	RIMS1	5.765
RIMS2	66.4229	removed	removed
RIMS3	194.3937	RIMS3	318.4035
RIMS4	367.4589	RIMS4	14.6341
RIN1	155.3931	RIN1	201.7738
RIN2	1386.3498	RIN2	1104.6563
RIN3	619.1347	RIN3	355.2106
RING1	664.8385	RING1	993.7916
RINL	659.3541	RINL	127.7162
RINT1	796.4473	RINT1	252.6741
RIOK1	709.933	RIOK1	445.2328
RIOK2	516.1487	RIOK2	532.1508
RIOK3	2175.5027	RIOK3	1041.2417
RIPK1	619.1347	RIPK1	1067.8492
RIPK2	576.4778	RIPK2	393.7916
RIPK3	23.766	RIPK3	100.2217
RIPK4	282.7544	RIPK4	733.9246
RIT1	2033.5161	RIT1	557.4279
RLF	683.12	RLF	423.5033
RLIM	2471.0542	RLIM	1048.7805
removed	removed	RLN2	26.6075
RLTPR	81.6575	removed	removed
RMI1	282.7544	RMI1	154.7672
RMND1	362.5838	RMND1	908.6475
RMND5A	2918.9519	RMND5A	1555.2106
RMND5B	853.7477	RMND5B	703.7694
RMRP	6.0938	RMRP	69.6231
removed	removed	RMST	11.5299
RNASE1	733.0896	RNASE1	944.5676
RNASE2	46.9226	removed	removed
RNASE4	520.6825	RNASE4	1990.3282
RNASE6	116.3924	RNASE6	137.9157
RNASE7	15.844	RNASE7	15.0776
RNASEH1	946.3742	RNASEH1	168.5144
RNASEH2A	688.6045	RNASEH2A	342.7938
RNASEH2B	372.9433	RNASEH2B	418.6253
RNASEH2C	1481.9622	RNASEH2C	617.5344
RNASEK	2311.9805	RNASEK	2361.184
RNASEL	317.4893	RNASEL	376.0532
RNASEN	1015.2346	RNASEN	1343.2373
RNASET2	2037.1725	RNASET2	1512.1951
RND1	42.0475	RND1	296.6741
RND2	80.4388	RND2	138.8027
RND3	118.2206	RND3	2182.7051
RNF103	926.8251	RNF103	1495.4545
RNF10	3424.741	RNF10	3514.8559
RNF111	404.0219	RNF111	536.5854
RNF112	6.0938	removed	removed
RNF113A	549.0555	RNF113A	412.8603
RNF114	2372.9433	RNF114	1969.4013
RNF115	605.7282	RNF115	327.7162
RNF11	1408.2876	RNF11	2015.0776
RNF121	539.9147	RNF121	564.5233
RNF122	221.2066	RNF122	127.2727
RNF123	507.0079	RNF123	725.0554
RNF125	132.8458	RNF125	209.7561
RNF126	496.039	RNF126	507.3171
RNF128	2071.298	RNF128	125.9424
RNF130	1747.1054	RNF130	2188.9135
RNF135	655.6977	RNF135	716.1863
RNF138P1	12.1877	RNF138P1	9.7561
RNF138	609.9939	RNF138	243.9024
RNF139	1179.7684	RNF139	1046.5632
RNF13	660.5728	RNF13	1216.8514
RNF141	720.2925	RNF141	1223.0599
RNF144A	812.3096	RNF144A	247.4501
RNF144B	666.6667	RNF144B	1360.5322
RNF145	454.6009	RNF145	1006.2084
RNF146	861.6697	RNF146	652.3282
removed	removed	RNF148	7.9823
RNF149	1469.8355	RNF149	896.2306
RNF14	729.4333	RNF14	1378.714
RNF150	7.3126	RNF150	50.1109
RNF152	51.7977	RNF152	41.2417
RNF157	18.2815	RNF157	199.5565
RNF160	680.0731	RNF160	511.7517
RNF165	89.7258	RNF165	96.6741
RNF166	166.362	RNF166	181.8182
RNF167	2585.6185	RNF167	2831.929
RNF168	143.8147	RNF168	162.306
RNF169	854.6679	RNF169	404.7849
RNF170	642.2913	RNF170	430.1552
RNF175	7.3126	RNF175	23.0599
RNF180	98.1109	RNF180	99.3348
RNF181	2687.3857	RNF181	1258.5366
RNF182	114.5643	removed	removed
removed	removed	RNF183	81.5965
RNF185	988.3486	RNF185	1440.133
removed	removed	RNF186	18.1818
RNF187	3945.1554	RNF187	2946.3415
RNF19A	1095.6734	RNF19A	1639.4678
RNF19B	665.4479	RNF19B	519.7339
RNF207	67.6417	RNF207	83.3703
RNF208	246.1913	RNF208	107.7605
RNF20	1499.6953	RNF20	1655.8758
removed	removed	RNF212	41.6851
RNF213	1277.6843	RNF213	2475.7118
RNF214	286.4107	RNF214	408.8692
RNF215	122.4863	RNF215	222.6164
RNF216L	564.2108	RNF216L	214.4257
RNF216	1570.9933	RNF216	1096.6741
RNF217	103.5954	RNF217	56.7627
RNF219	506.5996	RNF219	340.5765
RNF220	1053.6685	RNF220	1219.5743
RNF222	65.8135	removed	removed
RNF24	291.2858	RNF24	147.2284
RNF25	246.8007	RNF25	419.5122
RNF26	832.4193	RNF26	1030.5987
RNF2	1508.2267	RNF2	369.8448
RNF31	670.323	RNF31	933.9246
RNF32	59.7197	RNF32	31.0421
RNF34	510.4022	RNF34	656.5144
RNF38	1140.7678	RNF38	967.184
RNF39	481.4138	RNF39	788.4701
RNF40	2154.1743	RNF40	2433.2594
RNF41	798.2937	RNF41	1214.6341
RNF43	151.1274	RNF43	739.6896
RNF44	1212.6752	RNF44	1226.1641
RNF4	1281.5356	RNF4	1231.929
RNF5P1	91.4077	RNF5P1	101.5521
RNF5	1151.1274	RNF5	1350.3326
RNF6	744.0585	RNF6	603.9911
RNF7	1515.5393	RNF7	1634.1463
RNF8	552.1024	RNF8	294.0133
RNFT1	230.9567	RNFT1	192.4612
RNFT2	511.2736	RNFT2	20.3991
RNGTT	462.5229	RNGTT	298.8914
RNH1	2635.5881	RNH1	3269.1796
RNLS	40.2194	RNLS	205.3215
RNMTL1	393.6624	RNMTL1	412.8603
RNMT	1911.0299	RNMT	950.7761
RNPC3	205.3626	RNPC3	143.2373
RNPEPL1	1555.7587	RNPEPL1	1762.306
RNPEP	1176.7215	RNPEP	2912.6386
RNPS1	2587.4467	RNPS1	2132.1508
ROBLD3	3525.8988	ROBLD3	1082.9268
ROBO1	197.4406	ROBO1	376.9401
ROBO2	85.9232	removed	removed
ROBO3	10.9689	ROBO3	226.1641
ROBO4	234.613	ROBO4	663.8581
ROCK1	1323.5832	ROCK1	979.1574
ROCK2	883.6076	ROCK2	549.0022
ROD1	2227.3004	ROD1	1537.0288
ROGDI	346.1304	ROGDI	578.2705
ROM1	75.5637	ROM1	77.1619
ROMO1	2043.8757	ROMO1	807.9823
ROPN1B	9.1408	ROPN1B	105.5432
removed	removed	ROPN1L	9.7561
ROPN1	50.5789	ROPN1	86.031
ROR1	46.3132	ROR1	34.5898
ROR2	51.1883	ROR2	294.9002
RORA	488.7264	RORA	221.286
RORC	981.1091	RORC	627.051
ROS1	6.7032	removed	removed
RP1L1	28.6411	removed	removed
removed	removed	RP1	80.7095
RP2	329.0676	RP2	371.6186
RP9P	293.7233	RP9P	186.2528
RP9	410.1158	RP9	211.5299
RPA1	3308.3486	RPA1	2530.3769
RPA2	1589.2748	RPA2	1129.9335
RPA3	630.1036	RPA3	332.1508
RPAIN	484.3571	RPAIN	638.5721
RPAP1	514.3205	RPAP1	598.2262
RPAP2	415.6002	RPAP2	238.5809
RPAP3	641.6819	RPAP3	458.0931
removed	removed	RPE65	27.051
RPE	543.9427	RPE	551.5078
RPF1	680.0731	RPF1	976.0532
RPF2	864.1073	RPF2	500.6652
RPGRIP1L	138.9397	RPGRIP1L	152.9933
RPGRIP1	26.2035	RPGRIP1	19.0687
RPGR	162.7057	RPGR	146.7849
RPH3AL	43.2663	RPH3AL	566.2971
RPIA	939.0615	RPIA	490.4656
RPL10A	16129.1895	RPL10A	32085.5876
RPL10	27739.8964	RPL10	30716.2749
RPL11	31046.3132	RPL11	50901.9956
RPL12	19682.5107	RPL12	30657.2062
RPL13AP20	49.3601	RPL13AP20	41.6851
RPL13AP3	59.1103	RPL13AP3	15.0776
RPL13AP6	10.3595	RPL13AP6	20.3991
RPL13A	36549.6648	RPL13A	43485.1441
RPL13P5	21.9378	RPL13P5	5.765
RPL13	40209.6283	RPL13	42930.3769
RPL14	15361.365	RPL14	18900.2217
RPL15	23212.6752	RPL15	41354.3237
RPL17	19583.0591	RPL17	11617.5166
RPL18A	3191.9561	RPL18A	3878.4922
RPL18	47614.869	RPL18	29709.0909
RPL19P12	35.3443	RPL19P12	107.3171
RPL19	27096.8921	RPL19	34983.592
RPL21	5.4845	RPL21	21.286
RPL22L1	308.3486	RPL22L1	646.1197
RPL22	17004.8751	RPL22	14781.8182
removed	removed	RPL23AP32	8.4257
RPL23AP53	217.5503	RPL23AP53	146.3415
RPL23AP64	5.4845	removed	removed
RPL23AP7	40.8288	RPL23AP7	77.6053
RPL23AP82	71.9074	RPL23AP82	105.5432
RPL23A	8402.1938	RPL23A	7295.3437
RPL23P8	91.4077	RPL23P8	192.9047
RPL23	22140.7678	RPL23	23603.9911
RPL24	16801.3406	RPL24	21758.3149
RPL26L1	165.7526	RPL26L1	360.9756
RPL26	17396.7093	RPL26	31461.1973
RPL27A	40359.5369	RPL27A	33099.7783
RPL27	18825.1066	RPL27	27543.6807
RPL28	30285.192	RPL28	14610.643
RPL29	18887.2639	RPL29	22186.2528
RPL30	35290.6764	RPL30	24626.6075
RPL31	18926.2645	RPL31	24823.9468
RPL32P3	143.3455	RPL32P3	106.8603
RPL32	25372.3339	RPL32	36473.1707
RPL34	11491.7733	RPL34	17397.7827
RPL35A	20015.2346	RPL35A	25202.2173
RPL35	13318.7081	RPL35	16523.2816
RPL36AL	2961.6088	RPL36AL	5779.6009
RPL36A	223.6441	RPL36A	319.7339
RPL36	15015.2346	RPL36	22051.8847
RPL37A	25810.4814	RPL37A	27967.184
RPL37	24846.4351	RPL37	24056.3193
RPL38	12532.6021	RPL38	13943.6807
RPL39L	385.7404	RPL39L	246.1197
RPL39	2099.9391	RPL39	625.7206
RPL3	46591.7124	RPL3	93096.2306
RPL41	19855.5759	RPL41	50867.8492
RPL4	40904.936	RPL4	52849.6674
RPL5	33662.401	RPL5	48770.2882
RPL6	15714.808	RPL6	22512.6386
RPL7A	22945.7648	RPL7A	36811.5299
RPL7L1	1239.4333	RPL7L1	800.4435
RPL7	2491.7733	RPL7	2910.4213
RPL8	65360.7556	RPL8	62304.2129
RPL9	7093.8452	RPL9	6254.5455
RPLP0P2	26.8129	RPLP0P2	15.0776
RPLP0	40975.6246	RPLP0	58451.8847
RPLP1	43042.0475	RPLP1	62015.5211
RPLP2	41179.7684	RPLP2	25161.8625
RPN1	10071.298	RPN1	7807.5388
RPN2	11989.0311	RPN2	10120.1729
RPP14	499.6953	RPP14	399.1131
RPP21	488.7264	RPP21	344.5676
RPP25	137.7209	RPP25	257.2062
RPP30	744.6679	RPP30	505.0998
RPP38	614.2596	RPP38	344.1242
RPP40	214.5034	RPP40	195.5654
RPPH1	31.688	RPPH1	82.9268
RPRD1A	1652.6508	RPRD1A	948.1153
RPRD1B	1123.0957	RPRD1B	596.8958
RPRD2	3570.9933	RPRD2	1390.6874
removed	removed	RPRM	5.3215
RPS10P7	17.0628	RPS10P7	54.9889
RPS10	14648.3851	RPS10	16534.3681
RPS11	47694.6984	RPS11	51344.1242
RPS12	36909.8111	RPS12	29965.4102
RPS13	18362.5838	RPS13	16551.663
RPS14	22592.9311	RPS14	36780.4878
RPS15AP10	9.1408	removed	removed
RPS15A	15926.8739	RPS15A	29410.643
RPS15	6506.3985	RPS15	9786.2528
RPS16	35834.8568	RPS16	24598.2262
RPS17	23003.6563	RPS17	26310.4213
RPS18	74481.4138	RPS18	81755.2106
RPS19BP1	951.8586	RPS19BP1	1121.9512
RPS19	46708.1048	RPS19	20467.4058
RPS20	30204.1438	RPS20	33543.6807
RPS21	19000	RPS21	11107.3171
RPS23	22541.1335	RPS23	26101.1086
RPS24	53519.805	RPS24	58416.408
RPS25	18889.7014	RPS25	32724.612
RPS26	622.1816	RPS26	1719.7339
RPS27A	26342.4741	RPS27A	18435.4767
RPS27L	343.6929	RPS27L	1352.5499
RPS27	630.713	RPS27	152.1064
RPS28	11.5783	RPS28	22.6164
RPS29	9893.3577	RPS29	18422.1729
RPS2P32	12.7971	RPS2P32	11.9734
RPS2	30861.6697	RPS2	32345.898
RPS3A	8872.6386	RPS3A	17390.2439
RPS3	94209.0189	RPS3	61152.5499
RPS4X	72132.8458	RPS4X	98688.6918
removed	removed	RPS4Y1	8.4257
RPS5	8932.9677	RPS5	19586.6962
RPS6KA1	402.8032	RPS6KA1	1466.0754
RPS6KA2	500.3047	RPS6KA2	1567.6275
RPS6KA3	532.6021	RPS6KA3	675.388
RPS6KA4	406.4595	RPS6KA4	521.5078
RPS6KA5	253.504	RPS6KA5	249.2239
RPS6KA6	138.9397	RPS6KA6	29.2683
RPS6KB1	572.8215	RPS6KB1	507.7605
RPS6KB2	2059.7197	RPS6KB2	652.3282
RPS6KC1	552.7118	RPS6KC1	384.9224
RPS6KL1	9.1408	RPS6KL1	78.9357
RPS6	92602.0719	RPS6	70745.4545
RPS7	26508.8361	RPS7	14905.0998
RPS8	54956.1243	RPS8	51009.7561
RPS9	15617.9159	RPS9	30915.2993
RPSAP58	8396.0999	RPSAP58	12956.541
RPSAP9	14.0158	RPSAP9	26.1641
RPSA	5821.4503	RPSA	8283.3703
RPTOR	499.6831	RPTOR	929.9335
RPUSD1	628.2754	RPUSD1	425.2772
RPUSD2	211.4564	RPUSD2	252.3282
RPUSD3	845.2163	RPUSD3	508.204
RPUSD4	358.3181	RPUSD4	720.1774
RQCD1	190.7374	RQCD1	167.6275
RRAD	20.7191	RRAD	39.9113
RRAGA	3063.376	RRAGA	2342.7938
RRAGB	209.6283	RRAGB	319.7339
RRAGC	455.8196	RRAGC	328.1596
RRAGD	1360.7556	RRAGD	251.8847
RRAS2	403.4126	RRAS2	300.2217
RRAS	190.7374	RRAS	866.9623
RRBP1	5092.6264	RRBP1	6405.765
RREB1	1319.3175	RREB1	1010.643
RRM1	3447.2882	RRM1	1580.9313
RRM2B	174.8934	RRM2B	421.286
RRM2	4156.6118	RRM2	124.612
RRN3P1	8.5314	RRN3P1	11.9734
removed	removed	RRN3P2	6.2084
RRN3P3	31.042	RRN3P3	46.0399
RRN3	1140.7678	RRN3	882.4834
RRP12	1492.3827	RRP12	1109.9778
RRP15	458.8665	RRP15	484.2572
RRP1B	1965.8745	RRP1B	864.3016
RRP1	1303.4735	RRP1	601.7738
RRP7A	736.1365	RRP7A	528.6031
RRP7B	66.7642	RRP7B	85.7827
RRP8	332.1146	RRP8	303.3259
RRP9	496.6484	RRP9	398.2262
RRS1	565.5088	RRS1	600.8869
RSAD1	736.1365	RSAD1	760.9756
RSAD2	22.5472	RSAD2	62.9712
RSBN1L	500.6459	RSBN1L	349.5122
RSBN1	576.4778	RSBN1	501.9956
RSC1A1	412.34	RSC1A1	159.7694
RSF1	1890.9202	RSF1	606.2084
RSL1D1	5107.8611	RSL1D1	5492.2395
RSL24D1	1574.0402	RSL24D1	3313.5255
RSPH1	35.9537	RSPH1	212.8603
RSPH3	141.9866	RSPH3	167.184
removed	removed	RSPH4A	14.1907
removed	removed	RSPH9	6.2084
removed	removed	RSPO1	33.2594
RSPO3	10.3595	RSPO3	152.1064
RSPO4	104.8141	RSPO4	9.3126
RSPRY1	326.0207	RSPRY1	594.6785
RSRC1	203.5344	RSRC1	166.7406
RSRC2	1028.0317	RSRC2	1662.9712
RSU1	1550.8836	RSU1	1800.8869
RTCD1	1352.2243	RTCD1	600.8869
RTDR1	17.6722	removed	removed
RTEL1	339.2444	RTEL1	258.7051
RTF1	1924.4363	RTF1	1868.7361
RTKN2	274.223	RTKN2	47.0067
RTKN	734.3083	RTKN	876.2749
RTN1	46.3132	RTN1	584.0355
RTN2	31.688	RTN2	614.6341
RTN3	6071.298	RTN3	4261.1973
RTN4IP1	275.4418	RTN4IP1	164.0798
RTN4RL1	57.2821	RTN4RL1	884.7007
RTN4RL2	7.3126	RTN4RL2	48.337
RTN4R	55.454	RTN4R	71.8404
RTN4	7503.961	RTN4	6479.3792
RTP4	17.0628	RTP4	121.9512
RTTN	326.0207	RTTN	153.4368
RUFY1	1066.4229	RUFY1	1354.7672
RUFY2	211.4564	RUFY2	168.9579
RUFY3	780.6216	RUFY3	608.4257
RUFY4	8.5314	removed	removed
RUNDC1	294.3327	RUNDC1	1139.2461
RUNDC2A	10.9689	RUNDC2A	22.6164
RUNDC2C	19.8659	RUNDC2C	15.5211
RUNDC3A	14.0158	RUNDC3A	13.3038
RUNDC3B	27.4223	RUNDC3B	54.102
RUNX1T1	5.4845	RUNX1T1	27.4945
RUNX1	1261.426	RUNX1	4871.3969
RUNX2	45.0945	RUNX2	80.7095
RUNX3	87.7514	RUNX3	316.6297
RUSC1	2719.0737	RUSC1	585.8093
RUSC2	741.0116	RUSC2	559.6452
RUVBL1	1585.064	RUVBL1	1345.6541
RUVBL2	3350.3961	RUVBL2	2155.6541
RWDD1	1490.5545	RWDD1	1389.8004
RWDD2A	131.6271	RWDD2A	64.745
RWDD2B	324.1926	RWDD2B	606.6519
RWDD3	191.9561	RWDD3	202.2173
RWDD4A	391.8342	RWDD4A	398.2262
RXRA	4931.1395	RXRA	2356.9845
RXRB	858.6228	RXRB	1172.949
RXRG	5.4845	RXRG	19.9557
RYBP	1508.8361	RYBP	976.4967
RYK	791.5905	RYK	1456.3193
RYR1	131.0177	RYR1	408.8692
RYR3	9.7502	RYR3	54.9889
S100A10	4369.287	S100A10	3480.7095
