gene_id	TCGA-BH-A0BV-01A-11R-A00Z-07	gene_id	TCGA-BH-A0BV-11A-31R-A089-07
RMND1	437.0683	RMND1	534.7328
RMND5A	1318.8795	RMND5A	2500.0057
RMND5B	928.6262	RMND5B	521.8919
RMRP	24.175	RMRP	8.5606
removed	removed	RMST	11.3122
RNASE1	806.6002	RNASE1	1794.0606
RNASE2	17.6516	removed	removed
RNASE4	2479.363	RNASE4	1849.4692
RNASE6	293.9371	RNASE6	138.8043
removed	removed	RNASE7	36.6884
RNASEH1	179.9693	RNASEH1	246.4235
RNASEH2A	572.9087	RNASEH2A	194.754
RNASEH2B	396.0092	RNASEH2B	378.5015
RNASEH2C	479.8657	RNASEH2C	439.2299
RNASEK	2126.6692	RNASEK	1238.1617
RNASEL	468.5342	RNASEL	524.6435
RNASEN	1516.1167	RNASEN	1321.3923
RNASET2	1249.0407	RNASET2	834.0486
RND1	644.2824	RND1	109.1479
RND2	12.2794	RND2	70.6251
RND3	133.538	RND3	2313.8123
RNF103	1673.2924	RNF103	1529.559
RNF10	4094.0138	RNF10	3393.0615
RNF111	822.7168	RNF111	928.8269
removed	removed	RNF112	6.4205
RNF113A	301.6117	RNF113A	221.0473
RNF114	1342.287	RNF114	1446.7442
RNF115	711.4351	RNF115	448.8209
RNF11	1777.053	RNF11	2898.6859
RNF121	373.7529	RNF121	505.0764
RNF122	124.7122	RNF122	436.8972
RNF123	1145.0499	RNF123	693.7157
RNF125	298.1581	RNF125	613.0013
RNF126	293.1696	RNF126	435.3685
RNF128	32.617	RNF128	515.4714
RNF130	1686.4927	RNF130	1745.1428
RNF135	650.8058	RNF135	623.3963
RNF138P1	13.0468	RNF138P1	14.9811
RNF138	342.287	RNF138	655.8044
RNF139	760.5526	RNF139	1055.4017
RNF13	1582.5019	RNF13	1404.8583
RNF141	1385.2648	RNF141	1672.3776
RNF144A	420.9517	RNF144A	609.9439
RNF144B	712.9701	RNF144B	1727.4101
RNF145	492.7091	RNF145	1853.0677
RNF146	800.0767	RNF146	693.7157
RNF149	848.4267	RNF149	783.2964
RNF14	1510.7444	RNF14	1314.6661
RNF150	24.5587	RNF150	225.0219
RNF152	58.3269	RNF152	114.3454
RNF157	63.6992	RNF157	292.2594
RNF160	1217.1911	RNF160	1352.8831
RNF165	8.0583	RNF165	164.4525
RNF166	202.2256	RNF166	145.8362
RNF167	3042.594	RNF167	1492.2989
RNF168	248.2732	RNF168	264.7676
RNF169	487.8127	RNF169	908.2294
RNF170	2098.2348	RNF170	567.4466
RNF175	6.5234	RNF175	6.1147
RNF180	130.4682	RNF180	287.0864
RNF181	945.8941	RNF181	559.4974
removed	removed	RNF182	11.9237
RNF183	23.7913	RNF183	59.6186
RNF185	739.8273	RNF185	1243.616
removed	removed	RNF186	103.9503
RNF187	4902.1489	RNF187	1881.5012
RNF19A	1508.0583	RNF19A	1672.0718
RNF19B	859.5549	RNF19B	506.2993
RNF207	101.6884	RNF207	218.6015
RNF208	47.9662	RNF208	85.6062
RNF20	1759.4014	RNF20	1597.1664
RNF212	135.4566	RNF212	39.7457
RNF213	7308.4919	RNF213	3086.5027
RNF214	259.7851	RNF214	466.5536
RNF215	163.8526	RNF215	259.2644
RNF216L	262.855	RNF216L	256.8185
RNF216	1071.3738	RNF216	1431.1516
RNF217	34.1443	RNF217	106.6592
RNF219	269.7084	RNF219	383.3933
RNF220	683.9985	RNF220	990.0567
removed	removed	RNF222	5.1975
RNF24	347.6592	RNF24	522.1976
RNF25	368.7644	RNF25	298.3986
RNF26	731.3891	RNF26	787.5767
RNF2	646.5848	RNF2	659.1675
RNF31	1085.6408	RNF31	798.6321
RNF32	31.8496	RNF32	29.0449
RNF34	806.8035	RNF34	554.2174
RNF38	924.7889	RNF38	1664.7342
RNF39	13.0468	RNF39	547.268
RNF40	3069.0714	RNF40	2181.1228
RNF41	1000.7675	RNF41	1151.4029
RNF43	787.0299	RNF43	842.3035
RNF44	1280.5065	RNF44	1122.358
RNF4	1456.2548	RNF4	1332.7045
RNF5P1	101.3047	RNF5P1	82.8545
RNF5	790.0998	RNF5	633.1799
RNF6	686.109	RNF6	970.407
RNF7	990.4068	RNF7	897.6418
RNF8	554.1059	RNF8	338.1443
RNFT1	468.5342	RNFT1	322.2461
RNFT2	48.7337	RNFT2	14.0639
RNGTT	379.5088	RNGTT	398.3744
RNH1	2102.8396	RNH1	1808.4302
RNLS	32.617	RNLS	166.0148
RNMTL1	305.449	RNMTL1	289.838
RNMT	1113.9678	RNMT	1311.6087
RNPC3	126.6309	RNPC3	269.6594
RNPEPL1	1500	RNPEPL1	1071.6057
RNPEP	4656.5618	RNPEP	1492.6046
RNPS1	1820.4144	RNPS1	1706.3143
ROBLD3	1467.7667	ROBLD3	414.5784
ROBO1	812.7398	ROBO1	597.7145
ROBO2	373.3691	ROBO2	30.8794
ROBO3	27.6285	ROBO3	231.1366
ROBO4	346.1243	ROBO4	709.0025
ROCK1	2129.317	ROCK1	1889.4503
ROCK2	885.2648	ROCK2	1826.7744
ROD1	2964.6969	ROD1	3100.4718
ROGDI	837.6823	ROGDI	371.1639
ROM1	42.9777	ROM1	54.1153
ROMO1	768.2272	ROMO1	295.9527
removed	removed	ROPN1B	513.637
ROPN1L	9.977	ROPN1L	6.1147
removed	removed	ROPN1	344.2591
ROR1	74.8273	ROR1	265.3791
ROR2	882.9624	ROR2	432.3111
RORA	251.3431	RORA	541.459
RORB	15.7329	removed	removed
RORC	613.9678	RORC	753.3342
removed	removed	RP1L1	26.5991
RP1	19.5702	RP1	26.2933
RP2	700.6907	RP2	409.0752
RP9P	110.8979	RP9P	152.5624
RP9	145.8173	RP9	138.1928
RPA1	2131.2356	RPA1	2312.5894
RPA2	853.0315	RPA2	775.0415
RPA3	344.2057	RPA3	197.8114
RPAIN	523.5457	RPAIN	572.6747
RPAP1	1073.6761	RPAP1	702.8878
RPAP2	263.2387	RPAP2	349.1509
RPAP3	771.297	RPAP3	550.0196
removed	removed	RPE65	42.1916
RPE	601.5963	RPE	734.079
RPF1	718.3423	RPF1	560.1089
RPF2	296.2394	RPF2	369.9409
RPGRIP1L	364.9271	RPGRIP1L	275.7741
RPGRIP1	11.5119	RPGRIP1	9.1721
RPGR	270.9133	RPGR	226.5506
RPH3AL	110.5142	RPH3AL	169.9894
RPIA	363.7759	RPIA	441.4832
RPL10A	5920.1842	RPL10A	15779.9677
RPL10	14221.2203	RPL10	19091.4373
RPL11	7169.6086	RPL11	20651.5699
RPL12	5993.4766	RPL12	15031.5252
RPL13AP20	14.5817	RPL13AP20	29.9622
RPL13AP3	9.5932	RPL13AP3	11.0065
removed	removed	RPL13AP6	12.8409
RPL13A	8932.4635	RPL13A	24513.9366
RPL13P5	11.5119	RPL13P5	17.427
RPL13	7909.056	RPL13	24085.2943
RPL14	6601.6884	RPL14	10172.1525
RPL15	8821.5656	RPL15	24379.4126
RPL17	2708.6953	RPL17	8004.6136
RPL18A	1107.8281	RPL18A	2579.4972
RPL18	5878.7414	RPL18	14315.1851
RPL19P12	33.3845	RPL19P12	99.0586
RPL19	14235.2264	RPL19	19381.5413
removed	removed	RPL21	11.9237
RPL22L1	197.2371	RPL22L1	435.98
RPL22	4468.5342	RPL22	11277.6949
RPL23AP53	114.7352	RPL23AP53	323.7747
removed	removed	RPL23AP64	6.1147
RPL23AP7	111.6654	RPL23AP7	110.6765
RPL23AP82	97.8511	RPL23AP82	77.5317
RPL23A	3869.5318	RPL23A	6151.1086
RPL23P8	88.2579	RPL23P8	96.0012
RPL23	4679.9693	RPL23	13708.91
RPL24	4306.6002	RPL24	9827.2819
RPL26L1	270.9133	RPL26L1	151.6452
RPL26	5769.7621	RPL26	12759.293
RPL27A	8073.6761	RPL27A	13721.1394
RPL27	3896.7767	RPL27	8277.8103
RPL28	10213.7375	RPL28	9095.9607
RPL29	4041.8266	RPL29	12439.4929
RPL30	8646.9685	RPL30	12808.5166
RPL31	3943.5917	RPL31	15078.6086
RPL32P3	93.9946	RPL32P3	229.8006
RPL32	6870.2993	RPL32	19886.9234
RPL34	2386.416	RPL34	11533.902
RPL35A	3467.383	RPL35A	12921.9448
RPL35	2847.2755	RPL35	6011.0814
RPL36AL	2627.3983	RPL36AL	2638.81
RPL36A	20.7214	RPL36A	56.5612
RPL36	3083.2694	RPL36	8654.7832
RPL37A	4600.1535	RPL37A	15477.9002
RPL37	4183.8066	RPL37	12722.299
RPL38	2524.175	RPL38	6108.6113
RPL39L	34.5357	RPL39L	114.3454
RPL39	187.6439	RPL39	804.3922
RPL3	16024.5587	RPL3	59973.8443
RPL41	10764.7736	RPL41	20027.8679
RPL4	13979.2786	RPL4	36450.799
RPL5	6396.3929	RPL5	28138.1347
RPL6	3371.4505	RPL6	12625.0748
RPL7A	6207.2141	RPL7A	20665.9395
RPL7L1	670.3761	RPL7L1	1332.3988
RPL7	721.4121	RPL7	1861.9341
RPL8	10721.7959	RPL8	25155.3714
RPL9	93.2464	RPL9	266.6021
RPLP0P2	68.6876	RPLP0P2	26.5991
RPLP0	18794.7045	RPLP0	30626.8282
RPLP1	23771.6807	RPLP1	20245.8578
RPLP2	7257.8665	RPLP2	10439.9775
RPN1	8756.3315	RPN1	4186.4472
RPN2	10176.1282	RPN2	5521.2888
RPP14	425.9401	RPP14	591.9055
RPP21	298.2655	RPP21	132.3838
RPP25	102.0721	RPP25	148.8936
RPP30	346.8918	RPP30	435.0628
RPP38	205.2955	RPP38	287.3921
RPP40	90.1765	RPP40	88.3578
RPPH1	33.0008	RPPH1	9.7836
RPRD1A	1513.4305	RPRD1A	1464.4769
RPRD1B	920.5679	RPRD1B	860.0362
RPRD2	2841.1358	RPRD2	1968.636
RPS10P7	27.2448	RPS10P7	87.1348
RPS10	2599.7698	RPS10	5921.5007
RPS11	13491.1742	RPS11	25025.1277
RPS12	8465.848	RPS12	17001.0785
RPS13	4550.6523	RPS13	8917.4107
RPS14	5557.5595	RPS14	16998.6326
removed	removed	RPS15AP10	6.1147
RPS15A	5180.7368	RPS15A	12877.3073
RPS15	2089.4091	RPS15	3994.4448
RPS16	7420.1842	RPS16	10375.7728
RPS17	4117.8051	RPS17	13165.0051
RPS18	11316.9609	RPS18	41027.3657
RPS19BP1	420.5679	RPS19BP1	592.8227
RPS19	6514.9655	RPS19	16493.5562
RPS20	4396.0092	RPS20	12869.3581
RPS21	2595.5487	RPS21	5285.5692
RPS23	8138.5265	RPS23	17370.7137
RPS24	8160.7828	RPS24	22160.6843
RPS25	4249.4244	RPS25	12188.7891
RPS26	254.7966	RPS26	263.8504
RPS27A	2903.3001	RPS27A	13227.6811
RPS27L	1061.7805	RPS27L	1013.5158
RPS27	66.3853	RPS27	962.4579
RPS28	904.4513	RPS28	977.7447
RPS29	3529.1635	RPS29	6882.7356
removed	removed	RPS2P32	9.4778
RPS2	7928.2425	RPS2	15412.7784
RPS3A	2098.6186	RPS3A	7763.2562
RPS3	6779.3553	RPS3	25654.0273
RPS4X	19161.934	RPS4X	48334.1575
RPS5	8275.1343	RPS5	14354.9308
RPS6KA1	1186.109	RPS6KA1	788.4939
RPS6KA2	716.0399	RPS6KA2	1169.4414
RPS6KA3	515.7329	RPS6KA3	1377.0363
RPS6KA4	669.2249	RPS6KA4	445.7635
RPS6KA5	513.0468	RPS6KA5	752.417
RPS6KA6	59.8619	RPS6KA6	110.6765
RPS6KB1	768.2272	RPS6KB1	1057.2361
RPS6KB2	2485.4183	RPS6KB2	320.7174
RPS6KC1	1354.9501	RPS6KC1	542.9877
RPS6KL1	27.6285	RPS6KL1	115.8741
RPS6	11729.8542	RPS6	41720.4699
RPS7	1765.1573	RPS7	6893.1306
RPS8	7895.2417	RPS8	27319.3729
RPS9	6448.1965	RPS9	17515.0212
RPSAP58	5709.5165	RPSAP58	9268.396
RPSAP9	16.1167	RPSAP9	22.013
RPSA	2872.6017	RPSA	5297.7986
RPTOR	807.3676	RPTOR	826.4052
RPUSD1	320.4144	RPUSD1	257.7357
RPUSD2	178.4344	RPUSD2	163.8747
RPUSD3	609.7467	RPUSD3	275.4684
RPUSD4	286.2625	RPUSD4	557.3573
RQCD1	216.0399	RQCD1	187.7221
RRAD	21.4889	RRAD	46.1662
RRAGA	1643.8987	RRAGA	1952.1263
RRAGB	647.736	RRAGB	379.113
RRAGC	419.8005	RRAGC	408.0357
RRAGD	122.4098	RRAGD	560.7204
RRAS2	97.8511	RRAS2	518.5288
RRAS	462.3945	RRAS	517.0001
RRBP1	13263.2387	RRBP1	5314.6141
RREB1	1416.7306	RREB1	1885.17
removed	removed	RRH	5.809
RRM1	2094.0138	RRM1	1388.6543
RRM2B	1239.0637	RRM2B	992.42
RRM2	401.7652	RRM2	184.359
removed	removed	RRN3P1	28.7392
RRN3P2	12.6631	RRN3P2	6.7262
RRN3P3	51.2279	RRN3P3	60.2086
RRN3	1729.8542	RRN3	1300.2965
RRP12	839.2172	RRP12	707.4738
RRP15	734.4589	RRP15	590.9883
RRP1B	1251.7268	RRP1B	1014.1273
RRP1	550.2686	RRP1	412.744
RRP7A	414.0445	RRP7A	565.6122
RRP7B	31.9532	RRP7B	167.9899
RRP8	405.6025	RRP8	339.0616
RRP9	401.3814	RRP9	286.7807
RRS1	351.4965	RRS1	348.2336
RSAD1	665.7713	RSAD1	678.1231
RSAD2	569.8388	RSAD2	93.2496
RSBN1L	628.7913	RSBN1L	565.7711
RSBN1	611.6654	RSBN1	844.4437
RSC1A1	288.1504	RSC1A1	406.9106
RSF1	911.7421	RSF1	1249.5443
RSL1D1	3273.9831	RSL1D1	5513.9542
RSL24D1	1286.2625	RSL24D1	2411.3422
RSPH1	134.3054	RSPH1	40.0515
RSPH3	260.1688	RSPH3	242.1432
RSPH4A	14.9655	RSPH4A	10.7008
removed	removed	RSPH9	10.395
RSPO1	16.1167	RSPO1	748.1367
RSPO3	41.8266	RSPO3	172.1295
RSPO4	6.1397	RSPO4	11.3122
RSPRY1	807.3676	RSPRY1	544.5164
RSRC1	240.9823	RSRC1	225.3277
RSRC2	1745.9708	RSRC2	1659.8424
RSU1	930.1612	RSU1	1408.2214
RTCD1	578.6646	RTCD1	546.045
removed	removed	RTDR1	5.809
RTEL1	255.3645	RTEL1	285.787
RTF1	2538.373	RTF1	1937.1452
RTKN2	107.8281	RTKN2	78.88
RTKN	592.8626	RTKN	724.9008
RTN1	530.3147	RTN1	380.336
RTN2	224.0982	RTN2	290.1437
RTN3	6610.5142	RTN3	5600.4776
RTN4IP1	87.1067	RTN4IP1	119.2372
RTN4RL1	366.462	RTN4RL1	589.4596
RTN4RL2	26.8611	RTN4RL2	17.1212
RTN4R	101.3047	RTN4R	116.1798
RTN4	3384.881	RTN4	6736.8994
RTP4	270.1458	RTP4	75.5169
RTTN	274.3668	RTTN	408.158
RUFY1	1356.8688	RUFY1	1191.1486
RUFY2	369.152	RUFY2	492.5412
RUFY3	650.8058	RUFY3	894.8902
RUFY4	9.977	removed	removed
RUNDC1	1428.2425	RUNDC1	1006.4839
RUNDC2A	62.1642	RUNDC2A	82.5488
RUNDC2C	138.7337	RUNDC2C	29.8949
removed	removed	RUNDC3A	8.5606
RUNDC3B	20.7214	RUNDC3B	88.9693
RUNX1T1	56.0246	RUNX1T1	168.4607
RUNX1	4378.7414	RUNX1	4569.5348
RUNX2	754.4129	RUNX2	232.9711
RUNX3	412.1259	RUNX3	690.3526
RUSC1	1809.67	RUSC1	609.0267
RUSC2	633.1543	RUSC2	1037.669
RUVBL1	1051.155	RUVBL1	657.6082
RUVBL2	1538.7567	RUVBL2	1028.1912
RWDD1	798.1581	RWDD1	801.6406
RWDD2A	174.5971	RWDD2A	97.2241
RWDD2B	389.1021	RWDD2B	407.5465
RWDD3	184.0407	RWDD3	280.4855
RWDD4A	329.2402	RWDD4A	595.5743
RXRA	871.0668	RXRA	1831.0547
RXRB	894.0906	RXRB	1039.8092
removed	removed	RXRG	7.0319
RYBP	1624.3285	RYBP	1867.4373
RYK	1287.7974	RYK	1965.8844
RYR1	31.4658	RYR1	130.5494
RYR2	6.5234	RYR2	11.618
removed	removed	RYR3	197.1999
S100A10	950.1151	S100A10	2127.6189
S100A11	8330.3914	S100A11	2927.7308
S100A13	2607.4444	S100A13	1425.9541
S100A14	1046.4313	S100A14	1070.9943
S100A16	605.5257	S100A16	2079.9241
S100A1	716.0399	S100A1	1159.3521
S100A2	11.5119	S100A2	100.893
S100A3	7.2909	removed	removed
S100A4	1048.35	S100A4	979.8848
S100A6	13109.363	S100A6	5998.2405
S100A8	12.2794	S100A8	65.4276
S100A9	57.9432	S100A9	255.2898
S100B	13.0468	S100B	649.3839
S100PBP	653.4919	S100PBP	672.6199
S100P	3954.3361	S100P	16.204
S1PR1	442.8243	S1PR1	934.9416
S1PR2	264.0061	S1PR2	505.9936
S1PR3	775.495	S1PR3	688.9492
S1PR4	25.7099	S1PR4	18.6499
S1PR5	14.5817	S1PR5	27.2105
SAA1	33.0008	SAA1	6408.8443
removed	removed	SAA2	2069.529
removed	removed	SAA4	48.6121
SAAL1	264.0061	SAAL1	163.8747
SAC3D1	111.6654	SAC3D1	122.6003
SACM1L	1147.3523	SACM1L	1264.5253
SACS	343.8219	SACS	1543.3568
SAE1	2200.6907	SAE1	1198.1806
SAFB2	1516.5004	SAFB2	1312.2202
SAFB	2134.3054	SAFB	1766.8501
SALL1	47.1988	SALL1	32.408
SALL2	750.1919	SALL2	722.7606
SALL3	12.2794	removed	removed
SALL4	36.8381	SALL4	9.7836
SAMD10	163.4689	SAMD10	143.0846
SAMD11	7.9509	SAMD11	10.8995
SAMD12	554.1059	SAMD12	381.5589
SAMD13	67.1527	SAMD13	52.2809
SAMD14	26.4774	SAMD14	5.1975
SAMD1	417.8818	SAMD1	263.8504
SAMD3	50.6523	removed	removed
SAMD4A	148.5035	SAMD4A	668.3396
SAMD4B	1940.9056	SAMD4B	1819.4367
SAMD5	36.8381	SAMD5	1079.2491
SAMD8	147.736	SAMD8	201.4802
SAMD9L	2183.4229	SAMD9L	595.2686
SAMD9	2354.5664	SAMD9	423.139
SAMHD1	1276.7843	SAMHD1	661.9191
SAMM50	634.6892	SAMM50	1113.4916
SAMSN1	244.4359	SAMSN1	44.026
SAP130	662.7015	SAP130	699.5247
SAP18	1736.3776	SAP18	1968.0246
SAP30BP	1033.3845	SAP30BP	964.2923
SAP30L	1090.944	SAP30L	1187.4798
SAP30	198.0046	SAP30	76.7398
SAPS1	2380.66	SAPS1	1199.0978
SAPS2	570.2226	SAPS2	1041.6436
SAPS3	1528.0123	SAPS3	2425.7118
SAR1A	3238.68	SAR1A	2797.7929
SAR1B	711.8189	SAR1B	454.6299
SARDH	23.7913	SARDH	118.6257
SARM1	95.6639	SARM1	507.8983
SARNP	782.5748	SARNP	649.9067
SARS2	171.5963	SARS2	352.3794
SARS	2511.5119	SARS	2633.3068
SART1	1251.3431	SART1	1027.8854
SART3	1488.1044	SART3	1384.9854
SASH1	2210.284	SASH1	3845.2455
SASH3	420.9517	SASH3	108.2307
SASS6	143.8987	SASS6	160.5116
SAT1	2238.2962	SAT1	2604.8733
SAT2	480.046	SAT2	701.9705
SATB1	244.8196	SATB1	1178.9192
SATB2	123.9447	SATB2	80.4086
SATL1	41.4428	SATL1	32.408
SAV1	939.7544	SAV1	1957.3238
SBDSP1	426.7076	SBDSP1	368.1065
SBDS	1420.9517	SBDS	2090.9306
SBF1	580.1995	SBF1	1428.0943
SBF2	784.8465	SBF2	1474.0892
SBK1	760.5526	SBK1	239.6973
SBNO1	810.4375	SBNO1	807.7553
SBNO2	1986.1857	SBNO2	1343.4053
SC4MOL	1128.1658	SC4MOL	796.1373
SC5DL	511.8956	SC5DL	1859.1824
SC65	597.8511	SC65	477.2544
SCAF1	2009.5932	SCAF1	1168.5241
SCAI	268.2272	SCAI	461.6618
SCAMP1	1530.6984	SCAMP1	1964.9672
SCAMP2	3312.3561	SCAMP2	1805.6786
SCAMP3	2611.6654	SCAMP3	792.1628
SCAMP4	3144.2824	SCAMP4	1645.4728
SCAMP5	300.8442	SCAMP5	271.1881
SCAND1	560.2456	SCAND1	409.9924
SCAND2	208.3653	SCAND2	317.0485
removed	removed	SCAND3	171.8238
SCAPER	268.6109	SCAPER	568.058
SCAP	2204.7314	SCAP	2258.9785
SCARA3	216.4236	SCARA3	1880.8897
SCARA5	6.9071	SCARA5	1019.0191
SCARB1	1148.8872	SCARB1	1904.7372
SCARB2	4294.7045	SCARB2	7721.9818
SCARF1	166.9225	SCARF1	217.0728
SCARF2	169.9923	SCARF2	247.3407
removed	removed	SCARNA17	5.809
removed	removed	SCARNA9	5.1975
SCCPDH	5552.1873	SCCPDH	1225.6968
SCD5	244.4359	SCD5	367.1893
SCD	15463.5457	SCD	20363.5663
SCFD1	1245.5871	SCFD1	991.1971
SCFD2	332.6938	SCFD2	386.7564
SCG2	13.8143	SCG2	6.7262
SCG5	49.5012	SCG5	392.5654
SCGB1D2	1163.8526	SCGB1D2	2330.6278
SCGB2A1	145.8173	SCGB2A1	452.7955
SCGB2A2	7561.7805	SCGB2A2	11583.737
removed	removed	SCGB3A1	889.3869
removed	removed	SCGBL	8.2549
removed	removed	SCGN	7.6434
SCHIP1	80.967	SCHIP1	306.9592
SCIN	107.4444	SCIN	98.7528
SCLT1	168.0737	SCLT1	185.2762
SCLY	242.5173	SCLY	162.0402
SCMH1	547.9662	SCMH1	1183.5052
SCML1	56.4083	SCML1	178.55
SCML2	14.9655	SCML2	65.4276
SCML4	24.9424	SCML4	68.7907
removed	removed	SCN11A	23.8474
SCN1B	277.8204	SCN1B	150.4223
SCN2A	28.0123	SCN2A	165.4033
SCN2B	6.1397	SCN2B	159.5943
removed	removed	SCN3A	59.9243
SCN3B	6.1397	SCN3B	58.7014
SCN4A	53.7222	SCN4A	236.0284
SCN4B	148.8872	SCN4B	856.6731
removed	removed	SCN5A	31.7966
SCN7A	15.7329	SCN7A	68.4849
SCN8A	8.4421	SCN8A	66.3448
SCN9A	6.1397	SCN9A	27.0821
SCNM1	518.419	SCNM1	222.576
SCNN1A	6470.0691	SCNN1A	1849.3989
SCNN1B	1776.2855	SCNN1B	146.4477
SCNN1D	66.0015	SCNN1D	34.8539
SCNN1G	731.3891	SCNN1G	55.644
SCO1	445.8941	SCO1	428.6423
SCO2	274.3668	SCO2	235.417
SCOC	924.0215	SCOC	1582.7968
SCP2	2779.7391	SCP2	2893.7941
SCPEP1	724.482	SCPEP1	3004.4706
removed	removed	SCRG1	18.0384
SCRIB	1569.4551	SCRIB	1502.9997
SCRN1	1690.7137	SCRN1	1446.7442
SCRN2	284.3438	SCRN2	806.2266
SCRN3	457.0223	SCRN3	345.1763
SCT	6.5234	removed	removed
SCUBE1	155.4106	SCUBE1	203.9261
SCUBE2	13476.5925	SCUBE2	7270.4092
SCUBE3	103.6071	SCUBE3	18.0384
SCYL1	2195.9517	SCYL1	1215.7329
SCYL2	1686.109	SCYL2	1239.455
SCYL3	499.693	SCYL3	562.2307
SDAD1	956.6385	SDAD1	1011.0699
SDC1	4527.6285	SDC1	3308.0668
SDC2	1337.2985	SDC2	1933.4764
SDC3	1563.3154	SDC3	4742.8872
SDC4	4658.8642	SDC4	7887.6908
SDCBP2	15.7329	SDCBP2	38.3668
SDCBP	2739.0637	SDCBP	3072.9556
SDCCAG1	1143.1312	SDCCAG1	1150.7914
SDCCAG3	546.815	SDCCAG3	493.7641
SDCCAG8	582.1182	SDCCAG8	563.1663
SDF2L1	270.5295	SDF2L1	174.8812
SDF2	1355.7176	SDF2	720.9262
SDF4	2769.3784	SDF4	2339.7999
SDHAF1	166.5388	SDHAF1	188.0278
SDHAF2	579.0483	SDHAF2	462.2733
SDHAP1	107.0606	SDHAP1	279.1372
SDHAP2	72.1412	SDHAP2	172.1295
SDHAP3	64.8503	SDHAP3	119.5429
SDHA	1776.6692	SDHA	1688.2759
SDHB	1612.0491	SDHB	889.0812
SDHC	3077.1297	SDHC	1695.6135
SDHD	797.7744	SDHD	1476.7063
SDK1	349.9616	SDK1	643.5749
SDK2	147.736	SDK2	495.5985
SDPR	74.0599	SDPR	1613.9819
SDR16C5	39.9079	SDR16C5	84.689
SDR39U1	458.3807	SDR39U1	401.9913
SDR42E1	105.5257	SDR42E1	281.8889
SDSL	427.8588	SDSL	162.346
SDS	348.8104	SDS	16.8155
SEC11A	2738.2962	SEC11A	1921.5527
SEC11C	1079.4321	SEC11C	576.9244
removed	removed	SEC13	1309.4686
SEC14L1	1707.2141	SEC14L1	2809.1051
SEC14L2	849.0675	SEC14L2	1288.5501
SEC14L5	24.5587	SEC14L5	22.9302
SEC16A	6187.6439	SEC16A	3797.5506
SEC16B	71.4582	SEC16B	214.1071
removed	removed	SEC1	15.2868
SEC22A	386.416	SEC22A	340.2845
SEC22B	1668.8411	SEC22B	1365.7241
SEC22C	560.2456	SEC22C	646.3265
SEC23A	1084.8043	SEC23A	1338.8193
SEC23B	2922.4866	SEC23B	1824.6342
SEC23IP	1687.6439	SEC23IP	1383.151
SEC24A	1243.2847	SEC24A	1141.6193
SEC24B	1439.3707	SEC24B	1587.3829
SEC24C	2982.7322	SEC24C	2978.483
SEC24D	2921.3354	SEC24D	1543.6626
SEC31A	7294.3477	SEC31A	4310.4355
SEC31B	30.5871	SEC31B	152.1008
SEC61A1	10029.386	SEC61A1	6747.3342
SEC61A2	225.2187	SEC61A2	112.7097
SEC61B	973.9064	SEC61B	889.6926
SEC61G	661.5503	SEC61G	477.8658
SEC62	5431.6961	SEC62	3867.8699
SEC63	3739.4474	SEC63	3081.8219
SECISBP2L	1217.5748	SECISBP2L	2233.4037
SECISBP2	1170.7598	SECISBP2	1093.9245
SECTM1	714.1213	SECTM1	165.4033
SEH1L	780.5065	SEH1L	790.6341
SEL1L3	528.0123	SEL1L3	464.4134
SEL1L	4571.3738	SEL1L	3656.3004
SELENBP1	1622.0261	SELENBP1	3157.3388
SELE	59.0944	SELE	428.6423
SELK	503.0698	SELK	379.7245
SELL	189.9463	SELL	59.0071
SELM	889.1021	SELM	747.2195
SELO	123.1773	SELO	332.3354
SELPLG	884.1136	SELPLG	187.4164
SELP	82.1182	SELP	331.1124
SELS	1177.6669	SELS	662.5306
SELT	2102.4559	SELT	1545.8027
SEMA3A	47.1988	SEMA3A	74.9054
SEMA3B	3247.5058	SEMA3B	535.3443
SEMA3C	215.2724	SEMA3C	6783.3713
SEMA3D	39.5242	SEMA3D	402.0432
SEMA3E	18.8028	SEMA3E	567.7523
SEMA3F	2501.1512	SEMA3F	1032.1658
SEMA3G	331.5426	SEMA3G	2057.911
SEMA4A	207.2141	SEMA4A	830.0741
SEMA4B	1469.6853	SEMA4B	1970.1647
SEMA4C	943.208	SEMA4C	1111.0457
SEMA4D	775.9018	SEMA4D	506.2993
SEMA4F	227.9355	SEMA4F	371.1639
SEMA4G	18.1274	SEMA4G	277.6147
SEMA5A	708.3653	SEMA5A	3934.8262
SEMA5B	23.7913	SEMA5B	18.3442
SEMA6A	188.0276	SEMA6A	1341.8766
SEMA6B	154.2594	SEMA6B	223.1875
SEMA6C	244.4359	SEMA6C	313.3797
SEMA6D	118.1888	SEMA6D	758.5318
SEMA7A	108.5955	SEMA7A	95.084
SENP1	679.2018	SENP1	544.2106
SENP2	1149.6546	SENP2	886.0238
SENP3	945.5564	SENP3	816.8632
SENP5	783.5764	SENP5	718.4803
SENP6	1815.8097	SENP6	2231.2635
SENP7	399.4628	SENP7	497.1272
SENP8	41.4428	SENP8	80.4086
SEP15	2073.6761	SEP15	2812.774
SEPHS1	753.6454	SEPHS1	1090.2556
SEPHS2	1790.8672	SEPHS2	1363.2782
SEPN1	7785.1113	SEPN1	3619.6121
SEPP1	2285.0384	SEPP1	13779.7766
SEPSECS	306.2164	SEPSECS	471.7511
