gene_id	TCGA-BH-A0BV-01A-11R-A00Z-07	gene_id	TCGA-BH-A0BV-11A-31R-A089-07
SEPT10	598.6186	SEPT10	2381.9915
SEPT11	2315.8097	SEPT11	2614.9626
SEPT1	102.8396	SEPT1	44.9432
SEPT2	9097.4674	SEPT2	9168.1145
SEPT3	133.538	SEPT3	234.4997
SEPT4	272.0645	SEPT4	387.6736
SEPT5	244.0522	SEPT5	819.9848
SEPT6	1206.0629	SEPT6	660.3904
SEPT7P2	95.9325	SEPT7P2	188.945
SEPT7	2998.8488	SEPT7	3006.9165
SEPT8	2602.8089	SEPT8	1294.8727
SEPT9	8810.0537	SEPT9	5180.3959
SEPW1	3973.1389	SEPW1	1790.3918
SEPX1	361.4735	SEPX1	291.9782
SERAC1	281.6577	SERAC1	246.1177
SERBP1	3290.0998	SERBP1	7044.1644
SERF1A	558.7107	SERF1A	406.6293
SERF2	8267.0261	SERF2	4478.7953
SERGEF	349.1942	SERGEF	302.6789
SERHL2	172.1911	SERHL2	198.2822
SERHL	71.3738	SERHL	215.8498
SERINC1	9217.5748	SERINC1	8401.3278
SERINC2	4677.2832	SERINC2	2489.305
SERINC3	3431.6961	SERINC3	3038.1016
removed	removed	SERINC4	7.2215
SERINC5	190.7137	SERINC5	394.7056
SERP1	4325.3645	SERP1	4296.5887
SERP2	5.3722	SERP2	71.5423
SERPINA11	768.9946	SERPINA11	295.0355
SERPINA12	11.8956	SERPINA12	5.5033
SERPINA1	8491.1742	SERPINA1	9735.8668
SERPINA3	85252.1105	SERPINA3	17303.146
SERPINA4	166.9225	removed	removed
SERPINA5	13194.551	SERPINA5	2177.4539
SERPINA6	10451.2663	SERPINA6	737.436
SERPINA9	13.8143	removed	removed
SERPINB1	1465.0806	SERPINB1	818.7618
removed	removed	SERPINB2	12.5352
SERPINB5	11.1282	SERPINB5	1451.3302
SERPINB6	3119.7237	SERPINB6	1629.8802
removed	removed	SERPINB7	7.9491
SERPINB8	183.8066	SERPINB8	214.9326
SERPINB9	320.0307	SERPINB9	331.1124
SERPINE1	1004.6048	SERPINE1	1873.5521
SERPINE2	468.1504	SERPINE2	698.6074
SERPINF1	3645.8173	SERPINF1	3925.3484
SERPINF2	34.5357	SERPINF2	120.1544
SERPING1	5147.736	SERPING1	6616.4393
SERPINH1	4766.3085	SERPINH1	4568.6175
SERPINI1	76.3622	SERPINI1	159.2886
SERTAD1	351.4965	SERTAD1	539.6246
SERTAD2	1177.2832	SERTAD2	1303.3539
SERTAD3	949.3477	SERTAD3	832.5199
SERTAD4	68.3039	SERTAD4	203.6204
SESN1	359.1711	SESN1	905.5909
SESN2	498.0814	SESN2	480.9232
SESN3	91.7114	SESN3	485.2035
SESTD1	1144.2824	SESTD1	1624.6827
SETBP1	908.6723	SETBP1	924.2408
SETD1A	800.8442	SETD1A	906.2024
SETD1B	1062.9317	SETD1B	1053.873
SETD2	2429.01	SETD2	3030.1525
SETD3	1452.0338	SETD3	1520.1209
SETD4	188.4114	SETD4	320.4116
SETD5	2384.881	SETD5	3156.7273
SETD6	319.9271	SETD6	473.6253
SETD7	2018.419	SETD7	3969.6801
SETD8	782.8089	SETD8	887.8582
SETDB1	1509.977	SETDB1	1237.9263
SETDB2	219.8772	SETDB2	657.0273
SETMAR	321.9493	SETMAR	588.5424
SETX	2686.8764	SETX	3005.0821
SET	5700.6907	SET	6035.5403
SEZ6L2	1701.0744	SEZ6L2	1091.1729
SEZ6L	117.4213	SEZ6L	13.4524
SF1	4620.1074	SF1	4885.0546
SF3A1	2616.6002	SF3A1	3774.4247
SF3A2	970.0691	SF3A2	964.9038
SF3A3	1367.9969	SF3A3	1589.8288
SF3B14	807.7513	SF3B14	904.9795
SF3B1	7597.8511	SF3B1	7393.9267
SF3B2	5127.3983	SF3B2	3639.1792
SF3B3	3643.515	SF3B3	3869.3986
SF3B4	2459.7084	SF3B4	1051.4271
SF3B5	1071.7575	SF3B5	831.9085
SF4	661.1665	SF4	473.2798
SFI1	362.6247	SFI1	433.8398
SFMBT1	530.6984	SFMBT1	418.8587
SFMBT2	103.6071	SFMBT2	167.8492
SFN	560.2955	SFN	530.4831
SFPQ	5130.5986	SFPQ	4083.8207
SFRP1	255.1804	SFRP1	38771.0318
SFRP2	15423.254	SFRP2	3849.8315
SFRP4	1616.6539	SFRP4	1434.5147
SFRS11	2092.8626	SFRS11	3032.2926
SFRS12IP1	578.6646	SFRS12IP1	630.1225
SFRS12	1812.7398	SFRS12	1769.296
SFRS13A	1237.5288	SFRS13A	1611.536
SFRS13B	6.5234	SFRS13B	57.1727
SFRS14	1509.2095	SFRS14	1560.5759
SFRS15	1288.9486	SFRS15	1001.5921
SFRS16	438.6032	SFRS16	471.7511
SFRS17A	596.3162	SFRS17A	981.7193
SFRS18	1184.5741	SFRS18	2496.3369
SFRS1	3988.1044	SFRS1	3698.492
SFRS2B	587.8741	SFRS2B	1501.471
SFRS2IP	3170.3761	SFRS2IP	3445.9538
SFRS2	2158.9754	SFRS2	2216.1724
SFRS3	3687.6439	SFRS3	5609.3439
SFRS4	1817.3446	SFRS4	1941.7312
SFRS5	1838.066	SFRS5	5114.3568
SFRS6	3183.8066	SFRS6	5416.4243
SFRS7	1363.0084	SFRS7	2181.7342
SFRS8	889.4858	SFRS8	903.7565
SFRS9	2403.6838	SFRS9	1688.8873
SFT2D1	505.3722	SFT2D1	427.4193
SFT2D2	69.8388	SFT2D2	104.519
SFT2D3	266.3085	SFT2D3	303.2904
removed	removed	SFTA1P	18.0384
removed	removed	SFTPA1	5.5033
SFTPA2	6.9071	SFTPA2	41.2744
removed	removed	SFTPB	33.9367
SFTPD	24.9424	SFTPD	14.3696
SFXN1	749.8081	SFXN1	449.7381
SFXN2	1327.3216	SFXN2	416.1071
SFXN3	1327.3216	SFXN3	777.4874
SFXN4	315.8097	SFXN4	310.9338
SFXN5	814.6585	SFXN5	350.9853
SGCB	849.5779	SGCB	1611.8418
SGCD	511.1282	SGCD	1155.989
SGCE	611.6654	SGCE	1021.465
SGCG	80.967	SGCG	36.6884
removed	removed	SGCZ	15.2868
SGEF	457.0223	SGEF	380.0302
SGIP1	103.6071	SGIP1	72.7652
SGK196	486.5695	SGK196	47.3891
SGK1	1018.0353	SGK1	2544.0318
SGK223	171.911	SGK223	1383.151
SGK269	1347.6592	SGK269	1666.2628
removed	removed	SGK2	119.8853
SGK3	957.4444	SGK3	1699.9183
SGK494	43.7452	SGK494	33.9918
SGMS1	596.3162	SGMS1	576.6187
SGMS2	295.8557	SGMS2	544.5164
SGOL1	69.0714	SGOL1	22.013
SGOL2	169.9923	SGOL2	130.8551
SGPL1	2766.3085	SGPL1	1863.157
SGPP1	160.7828	SGPP1	441.789
SGPP2	226.4006	SGPP2	55.9497
SGSH	606.2932	SGSH	893.0557
SGSM1	25.7099	SGSM1	100.5872
SGSM2	597.4674	SGSM2	1699.5881
SGSM3	708.749	SGSM3	1318.6407
SGTA	1649.6546	SGTA	1181.3651
SGTB	200.6907	SGTB	198.7439
SH2B1	647.736	SH2B1	1048.064
SH2B2	16.1167	SH2B2	38.5228
SH2B3	1053.3384	SH2B3	812.6471
SH2D1A	67.5365	SH2D1A	5.5033
removed	removed	SH2D1B	9.1721
SH2D2A	32.617	SH2D2A	15.2868
SH2D3A	170.3761	SH2D3A	385.2277
SH2D3C	338.4497	SH2D3C	347.6222
SH2D4A	73.6761	SH2D4A	151.6452
SH3BGRL2	693.7836	SH3BGRL2	1665.0399
SH3BGRL3	3020.3377	SH3BGRL3	1224.7796
SH3BGRL	6272.4405	SH3BGRL	3592.9947
SH3BGR	656.9455	SH3BGR	239.3915
SH3BP1	289.4091	SH3BP1	199.7039
SH3BP2	595.5487	SH3BP2	1617.6508
SH3BP4	2266.3085	SH3BP4	2440.6929
SH3BP5L	1223.3308	SH3BP5L	769.844
SH3BP5	1186.0169	SH3BP5	1768.7151
SH3D19	943.208	SH3D19	3181.1862
removed	removed	SH3D20	16.5098
SH3GL1	1616.2701	SH3GL1	1196.3461
removed	removed	SH3GL3	21.7073
SH3GLB1	2311.5886	SH3GLB1	3934.2147
SH3GLB2	884.4973	SH3GLB2	1166.6897
SH3KBP1	1149.2709	SH3KBP1	984.7766
SH3PXD2A	2148.5035	SH3PXD2A	3703.3838
SH3PXD2B	1778.5879	SH3PXD2B	4169.6317
SH3RF1	1138.9102	SH3RF1	1268.1942
SH3RF2	94.0138	SH3RF2	595.8801
SH3RF3	175.3645	SH3RF3	194.1426
SH3TC1	257.8665	SH3TC1	133.9125
SH3TC2	11.1282	SH3TC2	101.8102
SH3YL1	1013.4305	SH3YL1	2839.9845
SHANK1	10.3607	SHANK1	41.2744
SHANK2	2712.5863	SHANK2	1942.3427
SHANK3	405.9862	SHANK3	1015.3503
SHARPIN	1051.8035	SHARPIN	547.268
SHB	313.5073	SHB	393.1769
SHC1	2780.8903	SHC1	2699.9573
SHC2	120.4912	SHC2	408.7694
removed	removed	SHC3	27.5163
SHC4	7.2909	SHC4	291.9782
SHCBP1	146.9685	SHCBP1	57.4784
SHE	158.4804	SHE	451.5725
SHFM1	1226.0169	SHFM1	798.2775
SHF	56.0246	SHF	244.589
SHISA2	61.3968	SHISA2	71.848
removed	removed	SHISA3	10.7008
SHISA4	508.0583	SHISA4	188.0278
SHISA5	6030.6984	SHISA5	1943.8714
SHISA6	8.0583	removed	removed
removed	removed	SHISA9	64.2046
SHKBP1	1221.0284	SHKBP1	512.1083
SHMT1	594.3477	SHMT1	929.1724
SHMT2	1130.8519	SHMT2	1363.5839
SHOC2	4659.2479	SHOC2	1342.1824
SHOX2	51.4198	SHOX2	111.8995
SHPK	377.2064	SHPK	540.8475
SHPRH	475.3108	SHPRH	848.5008
SHQ1	651.957	SHQ1	454.3241
SHROOM1	1683.4229	SHROOM1	225.9391
SHROOM2	1652.7245	SHROOM2	384.0048
SHROOM3	2691.4812	SHROOM3	4969.4378
SHROOM4	297.7744	SHROOM4	494.6813
SIAE	665.7713	SIAE	1290.5129
SIAH1	480.7559	SIAH1	541.4468
SIAH2	3852.264	SIAH2	754.5572
SIDT1	384.881	SIDT1	520.6689
SIDT2	1260.0921	SIDT2	1827.5693
SIGIRR	972.7552	SIGIRR	385.2277
SIGLEC10	210.6677	SIGLEC10	74.9054
SIGLEC11	5.3722	removed	removed
SIGLEC12	21.8726	SIGLEC12	6.7262
SIGLEC14	110.8979	SIGLEC14	9.4778
SIGLEC15	8.0583	SIGLEC15	7.6434
removed	removed	SIGLEC16	8.5606
SIGLEC1	549.5012	SIGLEC1	148.8936
SIGLEC5	37.2218	SIGLEC5	10.7008
SIGLEC7	76.746	SIGLEC7	11.3122
SIGLEC8	123.561	SIGLEC8	27.5163
SIGLEC9	107.0606	SIGLEC9	14.9811
SIGLECP3	5.7559	SIGLECP3	20.4843
SIGMAR1	1618.5725	SIGMAR1	998.229
SIK1	1396.7767	SIK1	3571.9172
SIK2	464.3131	SIK2	1592.8861
SIK3	1006.5234	SIK3	1513.089
SIKE1	587.4904	SIKE1	909.5655
SIL1	1031.4658	SIL1	640.2118
SILV	23.0238	SILV	39.1342
removed	removed	SIM1	28.4335
SIM2	26.4774	SIM2	52.2809
SIN3A	3366.462	SIN3A	2471.878
SIN3B	1047.1988	SIN3B	1407.6099
SIP1	99.7698	SIP1	101.1987
SIPA1L1	1191.0975	SIPA1L1	1405.4698
SIPA1L2	842.287	SIPA1L2	831.6027
SIPA1L3	2420.1842	SIPA1L3	1543.6626
SIPA1	796.6232	SIPA1	529.841
SIRPA	1090.1765	SIRPA	3019.4517
SIRPB1	41.4428	SIRPB1	160.8173
SIRPB2	106.2932	SIRPB2	23.5417
SIRPG	26.4774	removed	removed
SIRT1	867.9969	SIRT1	998.8405
SIRT2	1247.122	SIRT2	1029.7199
SIRT3	718.4305	SIRT3	696.9137
SIRT4	17.2678	SIRT4	40.0515
SIRT5	371.8342	SIRT5	401.126
SIRT6	241.7498	SIRT6	135.4412
SIRT7	313.5073	SIRT7	220.4359
SIT1	44.8964	SIT1	5.1975
SIVA1	724.482	SIVA1	515.7771
SIX1	250.5756	SIX1	28.7392
SIX2	18.8028	SIX2	10.395
SIX4	612.0491	SIX4	160.8173
SIX5	867.9969	SIX5	708.6967
SKA1	75.2111	SKA1	25.6818
SKA2	538.7567	SKA2	394.7056
SKA3	74.1059	SKA3	40.3878
SKAP1	409.056	SKAP1	96.3069
SKAP2	460.4758	SKAP2	1206.1297
SKIL	1386.7997	SKIL	848.724
SKIV2L2	1678.1312	SKIV2L2	1674.2915
SKIV2L	1289.8312	SKIV2L	836.1888
SKI	1259.0177	SKI	2971.4511
SKP1	6775.1343	SKP1	4988.6992
SKP2	129.7007	SKP2	198.1171
SLA2	54.4896	SLA2	7.9491
SLAIN1	7.2909	SLAIN1	170.2951
SLAIN2	1361.4735	SLAIN2	1489.2415
SLAMF1	29.5472	SLAMF1	5.1975
SLAMF6	113.9678	SLAMF6	18.3442
SLAMF7	325.7866	SLAMF7	144.919
SLAMF8	394.8887	SLAMF8	50.1255
SLA	470.4528	SLA	84.689
SLBP	743.2847	SLBP	769.2325
SLC10A3	663.0852	SLC10A3	468.0823
removed	removed	SLC10A5	7.6434
SLC10A6	11.8956	SLC10A6	26.2933
SLC10A7	224.0982	SLC10A7	236.6399
SLC11A1	195.7022	SLC11A1	14.0639
SLC11A2	877.5902	SLC11A2	1768.3788
removed	removed	SLC12A1	54.4211
SLC12A2	2973.9064	SLC12A2	8296.4603
SLC12A4	606.2203	SLC12A4	1195.7347
SLC12A6	728.3346	SLC12A6	841.903
SLC12A7	1972.3715	SLC12A7	1391.1002
SLC12A8	709.5165	SLC12A8	363.2147
SLC12A9	952.0338	SLC12A9	750.5826
SLC13A2	198.0046	SLC13A2	1566.8985
SLC13A3	174.2134	SLC13A3	146.4477
SLC13A4	70.99	removed	removed
removed	removed	SLC13A5	13.4524
SLC14A1	19.954	SLC14A1	263.239
SLC14A2	33.3845	SLC14A2	28.4335
SLC15A2	5.7559	SLC15A2	219.5187
SLC15A3	722.947	SLC15A3	185.8877
SLC15A4	507.2909	SLC15A4	642.352
SLC16A10	6.9071	SLC16A10	20.4843
removed	removed	SLC16A11	87.7463
removed	removed	SLC16A12	79.7972
SLC16A13	166.155	SLC16A13	84.9947
SLC16A14	242.901	SLC16A14	238.1686
SLC16A1	439.3707	SLC16A1	686.9895
SLC16A2	251.3431	SLC16A2	750.2769
SLC16A3	648.5035	SLC16A3	122.6003
SLC16A4	182.6554	SLC16A4	412.1325
SLC16A5	32.2333	SLC16A5	257.1242
SLC16A6	273.2157	SLC16A6	105.479
SLC16A7	19.1865	SLC16A7	134.524
SLC16A8	6.9071	SLC16A8	10.7008
SLC16A9	117.8051	SLC16A9	151.6452
SLC17A5	899.4628	SLC17A5	764.035
removed	removed	SLC17A7	207.5949
SLC17A9	156.1781	SLC17A9	25.6818
SLC18A1	11.5119	removed	removed
SLC18A2	5.3722	removed	removed
SLC19A1	236.7613	SLC19A1	199.0343
SLC19A2	2270.1458	SLC19A2	799.8062
removed	removed	SLC19A3	911.7056
SLC1A1	599.0023	SLC1A1	328.3608
SLC1A2	145.4336	SLC1A2	180.6902
SLC1A3	522.6401	SLC1A3	447.5979
SLC1A4	2318.112	SLC1A4	1277.672
SLC1A5	6606.2932	SLC1A5	3232.5499
SLC1A7	11.1282	SLC1A7	15.2868
SLC20A1	1075.9785	SLC20A1	840.4691
SLC20A2	4125.4797	SLC20A2	1078.6377
removed	removed	SLC22A12	20.4843
SLC22A15	164.6201	SLC22A15	65.1218
removed	removed	SLC22A16	8.5606
SLC22A17	363.7759	SLC22A17	1130.9186
SLC22A18AS	9.2095	SLC22A18AS	10.395
SLC22A18	572.5249	SLC22A18	267.825
SLC22A20	6.1397	removed	removed
SLC22A23	1180.353	SLC22A23	946.7919
removed	removed	SLC22A3	240.9202
SLC22A4	62.1642	SLC22A4	87.8992
SLC22A5	708.3653	SLC22A5	534.4271
SLC23A1	14.9655	SLC23A1	7.3377
SLC23A2	475.825	SLC23A2	1088.1155
removed	removed	SLC23A3	10.3369
SLC24A1	447.1374	SLC24A1	608.7577
SLC24A2	70.2226	removed	removed
SLC24A3	1352.6477	SLC24A3	700.1361
SLC24A5	8.4497	SLC24A5	6.8363
SLC24A6	726.4006	SLC24A6	531.3697
SLC25A10	721.4121	SLC25A10	501.4075
SLC25A11	1009.5932	SLC25A11	686.9895
SLC25A12	285.8787	SLC25A12	680.2633
SLC25A13	368.7644	SLC25A13	535.9557
SLC25A14	259.7851	SLC25A14	114.9568
SLC25A15	255.9517	SLC25A15	375.1935
SLC25A16	219.8772	SLC25A16	283.4176
SLC25A17	564.4666	SLC25A17	598.6317
removed	removed	SLC25A18	28.7392
SLC25A19	181.888	SLC25A19	122.906
SLC25A1	1026.8611	SLC25A1	952.98
SLC25A20	270.5295	SLC25A20	471.1396
SLC25A21	17.6055	SLC25A21	8.4077
SLC25A22	456.6385	SLC25A22	296.5642
SLC25A23	1608.5955	SLC25A23	1196.0404
SLC25A24	3076.3622	SLC25A24	1264.8311
SLC25A25	537.9893	SLC25A25	2048.4332
SLC25A26	267.1297	SLC25A26	431.6416
SLC25A27	5.7559	SLC25A27	285.8634
SLC25A28	411.3584	SLC25A28	461.6618
SLC25A29	817.7283	SLC25A29	903.7565
SLC25A30	285.495	SLC25A30	834.9658
SLC25A32	422.2256	SLC25A32	543.2139
SLC25A33	108.9793	SLC25A33	273.634
SLC25A34	12.6631	SLC25A34	22.3187
SLC25A35	139.7276	SLC25A35	125.9481
SLC25A36	912.1259	SLC25A36	1888.8389
SLC25A37	160.7828	SLC25A37	677.8174
SLC25A38	986.5695	SLC25A38	751.8056
SLC25A39	3188.7951	SLC25A39	1282.8695
SLC25A3	5067.9202	SLC25A3	6284.1039
SLC25A40	279.7391	SLC25A40	197.5057
SLC25A41	7.6746	removed	removed
SLC25A42	244.4359	SLC25A42	340.2845
SLC25A43	734.8427	SLC25A43	439.0373
SLC25A44	1592.0952	SLC25A44	690.3526
SLC25A45	111.6654	SLC25A45	151.3395
SLC25A46	580.1995	SLC25A46	616.0586
SLC25A4	795.472	SLC25A4	610.8611
SLC25A5	6805.8327	SLC25A5	3924.4312
SLC25A6	5652.7245	SLC25A6	10210.981
SLC26A10	7.9624	SLC26A10	12.5535
SLC26A11	479.2786	SLC26A11	405.7121
SLC26A1	46.8726	SLC26A1	43.8793
SLC26A2	628.9332	SLC26A2	1240.6779
removed	removed	SLC26A3	21.0958
removed	removed	SLC26A4	46.3221
SLC26A5	13.0468	SLC26A5	32.408
SLC26A6	262.2371	SLC26A6	152.0702
removed	removed	SLC26A7	37.6056
SLC26A9	75.5948	removed	removed
SLC27A1	895.6255	SLC27A1	1287.7613
SLC27A2	1742.901	SLC27A2	109.7593
SLC27A3	178.4344	SLC27A3	531.3697
SLC27A4	814.2748	SLC27A4	427.7251
SLC27A5	55.3876	SLC27A5	87.9726
removed	removed	SLC27A6	293.2011
SLC28A3	82.8856	SLC28A3	465.6364
SLC29A1	3902.5326	SLC29A1	2061.2741
SLC29A2	146.5503	SLC29A2	254.235
SLC29A3	586.3392	SLC29A3	252.2324
SLC29A4	19.954	SLC29A4	369.6352
SLC2A10	2290.0998	SLC2A10	886.3295
SLC2A11	58.7107	SLC2A11	237.8628
SLC2A12	67.9202	SLC2A12	186.1934
SLC2A13	76.746	SLC2A13	143.6961
SLC2A14	12.2794	SLC2A14	46.7777
SLC2A1	2923.254	SLC2A1	1241.9009
SLC2A3	482.3484	SLC2A3	1869.8832
SLC2A4RG	1052.1873	SLC2A4RG	725.818
removed	removed	SLC2A4	265.9906
SLC2A5	24.9424	SLC2A5	32.1023
SLC2A6	52.571	SLC2A6	16.8155
SLC2A8	253.2617	SLC2A8	258.3472
SLC2A9	57.5595	SLC2A9	211.8753
SLC30A1	735.9939	SLC30A1	332.6411
removed	removed	SLC30A2	10.395
SLC30A4	52.9547	SLC30A4	177.3271
SLC30A5	1412.1259	SLC30A5	1325.9783
SLC30A6	318.4958	SLC30A6	375.7499
SLC30A7	1117.0376	SLC30A7	721.2319
SLC30A8	15679.5856	SLC30A8	169.9894
SLC30A9	1302.3791	SLC30A9	1510.9488
SLC31A1	844.9731	SLC31A1	1343.711
SLC31A2	200.6907	SLC31A2	445.4578
SLC33A1	722.947	SLC33A1	789.7169
SLC34A2	1912.8933	SLC34A2	1524.0955
SLC35A1	1099.7352	SLC35A1	817.2026
SLC35A2	1669.2249	SLC35A2	519.1402
SLC35A3	477.3599	SLC35A3	431.0882
SLC35A4	1940.1381	SLC35A4	1845.1186
SLC35A5	528.0123	SLC35A5	822.7364
SLC35B1	1188.4114	SLC35B1	460.1331
SLC35B2	1661.934	SLC35B2	1354.1061
SLC35B3	697.6209	SLC35B3	536.8729
SLC35B4	259.4014	SLC35B4	429.8652
SLC35C1	321.1819	SLC35C1	562.8605
SLC35C2	963.9294	SLC35C2	914.4573
SLC35D1	843.8219	SLC35D1	649.9954
SLC35D2	592.4789	SLC35D2	464.4134
SLC35E1	2186.4927	SLC35E1	2068.0003
SLC35E2	1511.1742	SLC35E2	3126.0528
SLC35E2	42.9317	SLC35E2	77.7579
SLC35E3	303.914	SLC35E3	282.8061
SLC35E4	48.7452	SLC35E4	61.1687
SLC35F1	8.0583	SLC35F1	9.1721
SLC35F2	169.9923	SLC35F2	156.537
removed	removed	SLC35F3	187.7221
SLC35F5	1129.317	SLC35F5	809.284
SLC36A1	444.7429	SLC36A1	329.278
SLC36A4	77.5134	SLC36A4	114.0396
SLC37A1	930.1612	SLC37A1	380.9474
SLC37A2	653.1082	SLC37A2	97.2241
SLC37A3	730.6216	SLC37A3	993.3372
SLC37A4	362.6247	SLC37A4	426.8079
SLC38A10	2462.7782	SLC38A10	2148.409
SLC38A1	235.2264	SLC38A1	6200.3322
SLC38A2	1786.2625	SLC38A2	4641.3828
SLC38A3	21.4889	SLC38A3	31.4908
SLC38A4	14.9655	SLC38A4	11.618
SLC38A5	101.3047	SLC38A5	80.1029
SLC38A6	192.6324	SLC38A6	124.1289
SLC38A7	371.0668	SLC38A7	213.4039
SLC38A9	277.4367	SLC38A9	192.6139
SLC39A10	824.6355	SLC39A10	1014.7388
SLC39A11	2344.9731	SLC39A11	946.2539
SLC39A13	658.0967	SLC39A13	584.8735
SLC39A14	886.0322	SLC39A14	1253.8246
SLC39A1	4015.3492	SLC39A1	2006.5473
removed	removed	SLC39A2	17.7327
SLC39A3	695.7022	SLC39A3	367.1893
SLC39A4	295.8557	SLC39A4	178.8557
SLC39A6	134440.9056	SLC39A6	15673.2657
SLC39A7	4541.4428	SLC39A7	2443.7503
SLC39A8	1782.8089	SLC39A8	962.7636
SLC39A9	3437.8358	SLC39A9	2638.5043
removed	removed	SLC3A1	5.4635
SLC3A2	2795.8557	SLC3A2	2468.2092
SLC40A1	3378.3576	SLC40A1	3745.8812
SLC41A1	2367.9969	SLC41A1	718.1746
SLC41A2	121.2586	SLC41A2	354.3484
SLC41A3	1320.4144	SLC41A3	1291.4301
SLC43A1	131.6193	SLC43A1	184.0533
SLC43A2	1839.2172	SLC43A2	619.116
SLC43A3	683.8066	SLC43A3	1128.491
SLC44A1	3711.4351	SLC44A1	3228.5753
SLC44A2	5146.5848	SLC44A2	5238.7915
SLC44A3	181.888	SLC44A3	224.1047
SLC44A4	8484.6508	SLC44A4	521.5861
SLC45A1	158.0967	SLC45A1	57.4784
SLC45A3	99.386	SLC45A3	126.2691
SLC45A4	158.8642	SLC45A4	443.3176
SLC46A1	918.8143	SLC46A1	1143.9949
SLC46A2	8.4421	SLC46A2	10.7008
SLC46A3	213.3538	SLC46A3	527.7009
SLC47A1	29.1635	SLC47A1	49.835
removed	removed	SLC47A2	6.1147
SLC48A1	889.8695	SLC48A1	699.2189
SLC4A11	43.3615	SLC4A11	276.3856
SLC4A1AP	454.3361	SLC4A1AP	605.3518
SLC4A2	2123.3346	SLC4A2	1463.7829
SLC4A3	68.6876	SLC4A3	300.233
SLC4A4	10.3607	SLC4A4	96.3069
SLC4A5	92.1757	SLC4A5	124.1412
SLC4A7	1601.3047	SLC4A7	2337.6598
SLC4A8	219.8772	SLC4A8	158.9829
SLC5A10	5.4144	removed	removed
SLC5A1	265.5411	SLC5A1	1573.6247
SLC5A3	451.4467	SLC5A3	1271.1843
removed	removed	SLC5A4	6.7262
SLC5A6	504.1366	SLC5A6	1696.3442
removed	removed	SLC5A8	18.6499
SLC5A9	8.8258	SLC5A9	22.6245
removed	removed	SLC6A11	15.5926
SLC6A12	34.152	SLC6A12	22.013
removed	removed	SLC6A14	1848.1759
removed	removed	SLC6A16	22.3187
SLC6A17	20.7214	SLC6A17	15.2868
SLC6A1	31.4658	SLC6A1	5.1975
SLC6A20	20.7214	SLC6A20	5.5033
removed	removed	SLC6A2	14.9811
SLC6A4	102.8396	SLC6A4	8.8664
SLC6A6	1190.33	SLC6A6	586.708
SLC6A8	1397.9279	SLC6A8	617.2816
SLC6A9	1904.4628	SLC6A9	239.3701
removed	removed	SLC7A10	63.4984
SLC7A11	28.396	SLC7A11	24.4589
removed	removed	SLC7A14	10.0893
SLC7A1	412.1259	SLC7A1	1150.4857
SLC7A2	282.4252	SLC7A2	4276.3336
removed	removed	SLC7A3	198.1171
removed	removed	SLC7A4	37.9113
SLC7A5	3483.4996	SLC7A5	869.514
SLC7A6OS	244.835	SLC7A6OS	156.7327
SLC7A6	1086.7076	SLC7A6	753.4443
SLC7A7	627.782	SLC7A7	127.7978
SLC7A8	1842.287	SLC7A8	1458.0564
SLC8A1	361.0898	SLC8A1	225.3277
removed	removed	SLC8A2	5.1975
SLC9A1	1626.2471	SLC9A1	1905.0429
removed	removed	SLC9A2	22.013
SLC9A3R1	8785.495	SLC9A3R1	3294.3086
SLC9A3R2	3191.8649	SLC9A3R2	1432.986
SLC9A5	9.2095	SLC9A5	32.1023
SLC9A6	151.957	SLC9A6	311.2396
SLC9A7	248.2732	SLC9A7	265.9906
SLC9A8	574.8273	SLC9A8	583.9563
SLC9A9	123.1773	SLC9A9	192.0024
removed	removed	SLCO1A2	108.5364
SLCO1C1	8.8258	SLCO1C1	5.1975
SLCO2A1	1005.3722	SLCO2A1	886.3295
SLCO2B1	1421.7191	SLCO2B1	531.064
SLCO3A1	256.3315	SLCO3A1	448.5152
SLCO4A1	10.3108	SLCO4A1	43.0568
removed	removed	SLCO4C1	13.7581
SLFN11	415.1957	SLFN11	709.3082
SLFN12L	11.1282	SLFN12L	11.3122
SLFN12	72.9087	SLFN12	169.6836
SLFN13	189.5625	SLFN13	395.9285
SLFN5	838.8335	SLFN5	930.967
removed	removed	SLFNL1	7.6434
SLIT1	9.977	SLIT1	14.9811
SLIT2	374.9041	SLIT2	656.7216
SLIT3	618.9563	SLIT3	2236.7668
removed	removed	SLITRK1	14.3696
SLITRK4	47.9662	SLITRK4	77.3513
removed	removed	SLITRK5	36.6884
SLITRK6	7255.9478	SLITRK6	747.831
SLK	2163.0852	SLK	2645.8419
SLMAP	1712.2026	SLMAP	1953.0435
SLMO1	45.2801	SLMO1	49.835
SLMO2	1374.9041	SLMO2	1339.7365
SLPI	254.7966	SLPI	1593.8033
SLTM	2359.5549	SLTM	2100.1027
SLU7	1412.1259	SLU7	1345.8512
SMAD1	757.099	SMAD1	793.3857
SMAD2	1779.3553	SMAD2	2383.8259
SMAD3	1670.3761	SMAD3	1673.2948
SMAD4	1457.4942	SMAD4	2368.6217
SMAD5	1553.3384	SMAD5	1945.4001
SMAD6	49.5012	SMAD6	110.6765
SMAD7	691.4812	SMAD7	700.7476
SMAD9	19.954	SMAD9	41.8859
SMAGP	83.6531	SMAGP	298.0929
SMAP1	736.6961	SMAP1	696.5529
SMAP2	1100.5372	SMAP2	743.2449
