gene_id	TCGA-BH-A0BW-01A-11R-A115-07	gene_id	TCGA-BH-A0BW-11A-12R-A115-07
TMEM136	362.196	TMEM136	177.1817
TMEM138	540.899	TMEM138	563.8776
TMEM139	181.2822	TMEM139	414.2862
TMEM140	772.3987	TMEM140	740.6799
TMEM141	459.101	TMEM141	363.8476
TMEM143	147.3839	TMEM143	115.5345
TMEM144	757.5534	TMEM144	373.3318
TMEM147	476.787	TMEM147	598.3655
TMEM149	229.3773	TMEM149	354.9583
TMEM14A	674.65	TMEM14A	314.7023
TMEM14B	815.7701	TMEM14B	420.3216
TMEM14C	2084.3773	TMEM14C	1272.1733
TMEM150A	194.9153	TMEM150A	248.7442
TMEM150B	26.1606	removed	removed
TMEM150C	227.3397	TMEM150C	442.7387
TMEM151B	6.2675	TMEM151B	19.1925
TMEM154	602.0634	TMEM154	337.5506
removed	removed	TMEM155	18.5373
TMEM156	51.5844	TMEM156	228.4825
TMEM158	194.9153	TMEM158	316.4267
TMEM159	1931.4665	TMEM159	947.9868
TMEM160	34.6352	TMEM160	15.0885
TMEM161A	142.9624	TMEM161A	275.9034
TMEM161B	206.3375	TMEM161B	316.4267
TMEM163	95.4311	TMEM163	116.3967
TMEM164	601.6949	TMEM164	597.5033
TMEM165	2172.8077	TMEM165	1348.0467
TMEM167A	1689.3884	TMEM167A	2074.4487
TMEM167B	1855.9322	TMEM167B	1318.3009
TMEM168	1207.8113	TMEM168	988.5101
TMEM169	8.1061	TMEM169	29.3147
TMEM170A	1317.2439	TMEM170A	847.5407
TMEM170B	306.1901	TMEM170B	275.0412
TMEM171	60.7959	removed	removed
TMEM173	1243.1835	TMEM173	1009.2029
TMEM175	312.4539	TMEM175	332.3774
TMEM176A	656.9639	TMEM176A	626.818
TMEM176B	1591.7465	TMEM176B	1401.0719
TMEM177	163.5962	TMEM177	129.7608
removed	removed	TMEM178	55.1807
TMEM179B	825.35	TMEM179B	588.4502
TMEM17	394.6205	TMEM17	62.9405
TMEM180	118.6441	TMEM180	97.4284
TMEM181	696.7576	TMEM181	1916.2353
TMEM182	175.3869	TMEM182	100.4461
TMEM183A	1120.4864	TMEM183A	954.8844
TMEM184A	157.395	TMEM184A	161.0069
TMEM184B	1443.4967	TMEM184B	1292.9911
TMEM184C	798.4525	TMEM184C	646.6486
TMEM185A	386.5144	TMEM185A	465.1559
TMEM185B	734.3405	TMEM185B	551.3757
TMEM186	198.5999	TMEM186	200.8922
TMEM187	140.3832	TMEM187	102.6016
TMEM188	341.1938	TMEM188	280.6455
TMEM189	1229.5505	TMEM189	548.7891
TMEM18	670.2211	TMEM18	508.2658
TMEM191A	19.1599	TMEM191A	9.0531
TMEM192	616.4333	TMEM192	531.9762
TMEM194A	1136.6986	TMEM194A	728.1263
TMEM194B	540.5306	TMEM194B	170.2841
TMEM195	14.7384	TMEM195	20.6928
TMEM198	49.0052	TMEM198	48.7142
TMEM199	596.2528	TMEM199	441.0143
TMEM19	1265.6595	TMEM19	818.6571
TMEM200A	760.5011	TMEM200A	455.6717
TMEM200B	157.8703	TMEM200B	71.9806
TMEM200C	303.9794	TMEM200C	43.9721
TMEM201	337.1408	TMEM201	341.8616
TMEM203	562.2697	TMEM203	654.8395
TMEM204	106.4849	TMEM204	288.8364
TMEM205	242.815	TMEM205	652.2529
TMEM206	245.7627	TMEM206	200.03
TMEM208	705.2321	TMEM208	344.8792
TMEM209	432.5718	TMEM209	550.5135
TMEM20	58.2167	TMEM20	78.8911
TMEM213	233.2351	TMEM213	555.2556
TMEM214	4592.115	TMEM214	1984.78
TMEM216	325.35	TMEM216	227.6203
TMEM217	18.2056	TMEM217	21.7101
TMEM218	307.664	TMEM218	259.5216
TMEM219	1374.3552	TMEM219	1171.2961
TMEM220	253.5004	TMEM220	192.7013
TMEM222	516.9492	TMEM222	481.9687
TMEM223	244.2889	TMEM223	221.5849
TMEM229B	320.1916	TMEM229B	323.3243
TMEM22	26.8976	TMEM22	98.7217
TMEM231	288.1245	TMEM231	239.26
removed	removed	TMEM232	9.9153
TMEM25	263.4488	TMEM25	368.5897
TMEM26	100.5011	TMEM26	68.1137
TMEM27	56.7428	TMEM27	73.2868
TMEM2	2200.0737	TMEM2	1893.387
TMEM30A	11650.7001	TMEM30A	5259.8396
TMEM30B	948.7841	TMEM30B	627.2491
TMEM33	2712.9698	TMEM33	1476.0832
removed	removed	TMEM35	46.9898
TMEM37	95.7996	TMEM37	247.882
TMEM38A	88.0619	TMEM38A	71.1313
TMEM38B	189.0199	TMEM38B	114.6723
TMEM39A	1072.955	TMEM39A	823.8303
TMEM39B	324.6131	TMEM39B	286.6809
TMEM40	79.9558	TMEM40	28.8836
TMEM41A	617.1702	TMEM41A	489.2974
TMEM41B	1247.9735	TMEM41B	614.3162
TMEM42	166.9123	TMEM42	187.9592
TMEM43	1566.3228	TMEM43	3482.4182
TMEM44	139.2778	TMEM44	190.9769
TMEM45A	508.843	TMEM45A	365.572
TMEM45B	8.4746	TMEM45B	40.9544
TMEM47	1166.1754	TMEM47	1248.0318
TMEM48	424.0973	TMEM48	450.4985
TMEM49	2421.5181	TMEM49	2507.7032
TMEM50A	2886.5144	TMEM50A	2405.1016
TMEM50B	641.857	TMEM50B	924.7333
TMEM51	654.3847	TMEM51	290.1297
removed	removed	TMEM52	5.6043
TMEM53	145.9912	TMEM53	146.3668
TMEM54	832.3508	TMEM54	300.9071
TMEM55A	384.6721	TMEM55A	257.3661
TMEM55B	310.6116	TMEM55B	450.9296
TMEM56	574.2004	TMEM56	169.853
TMEM57	1529.1083	TMEM57	807.8796
removed	removed	TMEM59L	10.3464
TMEM59	7271.1864	TMEM59	3856.181
TMEM5	296.2417	TMEM5	322.8932
TMEM60	328.2977	TMEM60	258.2283
TMEM61	67.4282	TMEM61	32.3324
TMEM62	841.5623	TMEM62	397.4733
TMEM63A	2287.3987	TMEM63A	2527.9649
TMEM63B	1726.9713	TMEM63B	628.1113
removed	removed	TMEM63C	62.5094
TMEM64	1471.6286	TMEM64	753.9922
TMEM65	1368.4598	TMEM65	586.7258
TMEM66	9341.1938	TMEM66	6019.8672
TMEM67	148.1209	TMEM67	245.2954
TMEM68	485.2616	TMEM68	326.342
TMEM69	428.5188	TMEM69	509.128
TMEM70	484.1562	TMEM70	425.0637
TMEM71	353.7214	TMEM71	289.2675
removed	removed	TMEM74	6.0354
TMEM79	198.2314	TMEM79	323.3243
TMEM80	279.661	TMEM80	287.5431
TMEM81	48.2682	TMEM81	53.0252
TMEM84	10.6853	TMEM84	27.5903
TMEM85	606.7944	TMEM85	964.6186
TMEM86A	229.1783	TMEM86A	272.8685
TMEM86B	43.4783	TMEM86B	72.4246
TMEM87A	2911.9381	TMEM87A	2387.8577
TMEM87B	1263.8172	TMEM87B	1402.3652
removed	removed	TMEM88	46.5587
TMEM8A	1596.9049	TMEM8A	691.4829
TMEM8B	353.353	TMEM8B	461.7071
TMEM90A	32.4245	TMEM90A	125.4498
TMEM90B	19.8968	removed	removed
TMEM91	40.1621	TMEM91	120.8112
TMEM92	30.2137	TMEM92	6.4665
TMEM93	126.2122	TMEM93	147.6342
TMEM97	775.2837	TMEM97	428.7539
TMEM98	767.5018	TMEM98	883.322
TMEM99	537.9514	TMEM99	334.5329
TMEM9B	1219.9705	TMEM9B	1108.7868
TMEM9	1632.2771	TMEM9	979.4571
TMF1	1321.6654	TMF1	1745.9512
removed	removed	TMIE	9.4842
TMIGD2	10.6853	TMIGD2	21.9861
TMLHE	240.2358	TMLHE	262.5393
TMOD1	577.9735	TMOD1	354.1306
TMOD2	949.521	TMOD2	863.0603
TMOD3	3051.9528	TMOD3	1611.8794
TMPO	3422.1739	TMPO	2106.6905
TMPPE	57.1113	TMPPE	49.5764
TMPRSS13	976.4186	TMPRSS13	424.6326
TMPRSS15	11.7907	removed	removed
TMPRSS2	232.8666	TMPRSS2	636.3022
TMPRSS3	1931.4665	TMPRSS3	617.3338
TMPRSS4	79.9558	TMPRSS4	5.1732
TMPRSS5	32.056	TMPRSS5	18.9684
removed	removed	TMPRSS6	15.0885
TMSB10	12792.5571	TMSB10	11270.2226
removed	removed	TMSB15A	31.9013
TMSB15B	24.7716	TMSB15B	73.761
TMSL3	26142.2255	TMSL3	30624.4146
TMTC1	55.269	TMTC1	1369.1706
TMTC2	815.0332	TMTC2	424.6326
TMTC3	2508.843	TMTC3	841.0743
TMTC4	614.591	TMTC4	401.3532
TMUB1	259.0273	TMUB1	280.6455
TMUB2	1156.9639	TMUB2	816.5016
TMX1	1137.0671	TMX1	1161.812
TMX2	1530.5822	TMX2	1178.6248
TMX3	1419.6758	TMX3	1727.845
TMX4	2971.2601	TMX4	1377.7926
TNC	10025.4237	TNC	15719.5959
TNFAIP1	1588.8873	TNFAIP1	1592.7601
TNFAIP2	3015.1069	TNFAIP2	7420.0769
TNFAIP3	1765.2911	TNFAIP3	3240.1405
TNFAIP6	279.661	TNFAIP6	84.9265
TNFAIP8L1	69.2704	TNFAIP8L1	131.9163
TNFAIP8L2	113.1172	TNFAIP8L2	167.2664
TNFAIP8L3	333.8246	TNFAIP8L3	90.9619
TNFAIP8	601.6949	TNFAIP8	1243.2897
TNFRSF10A	235.8143	TNFRSF10A	196.5812
TNFRSF10B	1150.7001	TNFRSF10B	1179.487
TNFRSF10C	144.8047	TNFRSF10C	32.3324
TNFRSF10D	33.5298	TNFRSF10D	192.2702
TNFRSF11A	328.6662	TNFRSF11A	200.8922
TNFRSF11B	1059.6905	TNFRSF11B	248.7442
TNFRSF12A	997.4208	TNFRSF12A	456.1028
removed	removed	TNFRSF13B	56.9051
removed	removed	TNFRSF13C	123.2943
TNFRSF14	1150.5306	TNFRSF14	1541.2783
TNFRSF17	42.0044	TNFRSF17	253.9173
TNFRSF18	97.6419	TNFRSF18	65.9582
TNFRSF19	216.2859	TNFRSF19	608.2808
TNFRSF1A	1951.7318	TNFRSF1A	2114.5409
TNFRSF1B	1603.9057	TNFRSF1B	2347.7655
TNFRSF21	2523.5814	TNFRSF21	1566.614
TNFRSF25	119.7494	TNFRSF25	144.8493
TNFRSF4	52.6898	TNFRSF4	73.2868
TNFRSF6B	25.748	TNFRSF6B	70.6959
TNFRSF8	52.6898	TNFRSF8	78.46
TNFRSF9	57.8482	TNFRSF9	81.9088
TNFSF10	6396.0943	TNFSF10	4562.3213
TNFSF11	11.0538	TNFSF11	37.0745
TNFSF12-TNFSF13	279.0825	TNFSF12-TNFSF13	160.7525
TNFSF12	294.3073	TNFSF12	564.1793
TNFSF13B	688.283	TNFSF13B	141.4005
TNFSF13	506.5623	TNFSF13	724.4275
TNFSF14	5.5269	TNFSF14	25.4348
TNFSF15	245.7627	TNFSF15	86.2198
TNFSF4	378.7767	TNFSF4	103.4638
TNFSF8	87.325	TNFSF8	265.9881
TNFSF9	13.633	TNFSF9	13.7952
TNF	100.958	TNF	97.4284
TNIK	257.5534	TNIK	537.1494
TNIP1	3133.3825	TNIP1	2874.5685
TNIP2	794.7679	TNIP2	603.9698
TNIP3	149.5947	TNIP3	39.6611
TNK1	103.5372	TNK1	392.3001
TNK2	852.4761	TNK2	1187.5141
TNKS1BP1	5711.4959	TNKS1BP1	3664.7731
TNKS2	1620.8548	TNKS2	2599.9584
TNKS	1301.3707	TNKS	1512.8732
removed	removed	TNMD	17.6751
TNNC1	9.9484	removed	removed
TNNC2	16.9492	TNNC2	5.1732
TNNI1	12.1592	TNNI1	30.608
TNNI2	14.0015	TNNI2	29.7458
TNNI3K	21.8202	TNNI3K	54.159
TNNT1	20.2653	removed	removed
removed	removed	TNNT2	5.1732
removed	removed	TNNT3	30.1769
TNN	12.8961	TNN	219.8605
TNPO1	3237.2881	TNPO1	3357.3994
TNPO2	1160.28	TNPO2	1805.4428
TNPO3	891.6728	TNPO3	1235.961
removed	removed	TNRC18	2267.581
TNRC6A	1581.7981	TNRC6A	1734.7426
TNRC6B	1824.9816	TNRC6B	1758.0219
TNRC6C	1090.8364	TNRC6C	880.3732
TNS1	2914.5173	TNS1	7624.4179
TNS3	3407.5166	TNS3	3911.3617
TNS4	851.8791	TNS4	1476.9454
TNXB	76.5991	TNXB	5420.674
TOB1	1820.1916	TOB1	3548.7428
TOB2	1763.0803	TOB2	1787.3367
TOE1	207.6013	TOE1	251.223
TOLLIP	980.8401	TOLLIP	1000.1498
TOM1L1	1883.8025	TOM1L1	717.2971
TOM1L2	396.8312	TOM1L2	1261.3958
TOM1	560.059	TOM1	877.2866
TOMM20	6152.5424	TOMM20	6625.5614
TOMM22	828.2977	TOMM22	850.9895
TOMM34	528.3714	TOMM34	809.604
TOMM40L	739.5136	TOMM40L	369.6114
TOMM40	844.5099	TOMM40	587.588
TOMM5	449.1341	TOMM5	556.9326
TOMM6	1268.423	TOMM6	1232.3656
TOMM70A	2559.1046	TOMM70A	2032.9855
TOMM7	955.4164	TOMM7	1767.9372
TOP1MT	500.7369	TOP1MT	551.3757
TOP1P1	132.6455	TOP1P1	88.8064
TOP1	3786.6618	TOP1	2835.7696
TOP2A	8636.6986	TOP2A	1708.8767
TOP2B	3999.2631	TOP2B	5274.4969
TOP3A	348.563	TOP3A	505.2481
TOP3B	206.706	TOP3B	371.6074
TOPBP1	1689.0199	TOPBP1	1335.1138
TOPORS	583.6404	TOPORS	810.0351
TOR1AIP1	1649.9632	TOR1AIP1	1816.6514
TOR1AIP2	908.9904	TOR1AIP2	434.1167
TOR1A	1133.3825	TOR1A	851.4206
TOR1B	750.9211	TOR1B	473.7779
TOR2A	222.9182	TOR2A	211.6696
TOR3A	1613.4856	TOR3A	1395.4676
TOX2	60.059	TOX2	226.327
TOX3	37.2144	TOX3	157.7823
TOX4	1158.3051	TOX4	1570.9551
TOX	108.6957	TOX	459.5516
removed	removed	TP53AIP1	73.2868
TP53BP1	1180.1769	TP53BP1	1406.2451
TP53BP2	2942.1518	TP53BP2	1532.126
TP53I11	2864.4068	TP53I11	1968.8294
TP53I13	781.5033	TP53I13	348.328
TP53I3	292.9256	TP53I3	348.7591
TP53INP1	779.661	TP53INP1	2106.7811
TP53INP2	553.7951	TP53INP2	617.7649
TP53RK	396.4628	TP53RK	607.8497
TP53TG1	217.0228	TP53TG1	161.6621
TP53	484.5247	TP53	2209.3827
TP63	96.168	TP63	1784.319
TP73	106.1164	TP73	135.7962
TPBG	964.2594	TPBG	787.1869
TPCN1	813.5593	TPCN1	1205.353
TPCN2	148.224	TPCN2	356.1482
TPD52L1	411.5696	TPD52L1	636.3022
TPD52L2	3068.902	TPD52L2	1923.9951
TPD52	3648.1688	TPD52	2067.2407
removed	removed	TPH1	12.933
TPI1P2	30.9506	TPI1P2	15.0885
TPI1	3895.3574	TPI1	3911.3617
TPK1	47.5313	TPK1	130.623
TPM1	8000.6116	TPM1	7049.7844
TPM2	1258.6588	TPM2	2293.0159
TPM3	11656.9639	TPM3	6844.5597
TPM4	9110.9064	TPM4	13958.5563
TPMT	1405.6743	TPMT	592.3301
removed	removed	TPO	27.1592
TPP1	3079.9558	TPP1	4073.8861
TPP2	1141.1201	TPP2	1423.9202
TPPP3	28.7399	TPPP3	425.9259
TPPP	10.3169	TPPP	263.8326
TPRA1	452.8371	TPRA1	450.9296
TPRG1L	967.5755	TPRG1L	1133.3594
TPRG1	16.9492	TPRG1	56.0429
TPRKB	226.9713	TPRKB	308.2358
TPRN	133.7509	TPRN	200.4611
TPRXL	280.7664	TPRXL	8.1909
TPR	6161.8718	TPR	4608.048
TPSAB1	25.4237	TPSAB1	333.2396
TPSB2	21.0022	TPSB2	309.098
TPST1	690.8622	TPST1	344.4481
TPST2	388.7251	TPST2	491.0218
TPT1	13896.0943	TPT1	56167.8958
TPTE2P1	7.7377	TPTE2P1	16.3818
TPTE	40.3906	removed	removed
TPX2	2165.07	TPX2	706.1403
TRA2A	1351.8791	TRA2A	1398.9164
TRA2B	2845.6153	TRA2B	2717.6484
TRABD	796.9786	TRABD	786.3247
TRADD	896.0943	TRADD	334.964
TRAF1	1263.4488	TRAF1	1268.2934
TRAF2	619.0125	TRAF2	481.9687
TRAF3IP1	625.2763	TRAF3IP1	485.8486
TRAF3IP2	306.1901	TRAF3IP2	723.8153
TRAF3IP3	244.2889	TRAF3IP3	792.3601
TRAF3	351.5107	TRAF3	474.209
TRAF4	2834.5615	TRAF4	1379.9481
TRAF5	444.3626	TRAF5	1058.3482
TRAF6	244.2889	TRAF6	291.423
TRAF7	2141.4333	TRAF7	1688.2399
TRAFD1	2439.2041	TRAFD1	1240.7031
TRAIP	46.7944	TRAIP	71.9935
TRAK1	840.8254	TRAK1	1813.6337
TRAK2	878.0398	TRAK2	1378.6548
TRAM1L1	448.4156	TRAM1L1	142.6938
TRAM1	5314.6647	TRAM1	5671.9703
TRAM2	1667.6492	TRAM2	2072.7243
TRANK1	1861.4591	TRANK1	1713.6187
TRAP1	1129.4215	TRAP1	1279.2045
TRAPPC10	952.4687	TRAPPC10	1794.6654
TRAPPC1	431.098	TRAPPC1	858.7493
TRAPPC2L	298.8209	TRAPPC2L	330.653
TRAPPC2P1	114.4105	TRAPPC2P1	104.8907
TRAPPC2	317.9808	TRAPPC2	428.5125
TRAPPC3	1276.7133	TRAPPC3	920.3965
TRAPPC4	569.2704	TRAPPC4	516.8878
TRAPPC5	104.2741	TRAPPC5	216.8428
TRAPPC6A	228.0766	TRAPPC6A	294.8718
TRAPPC6B	391.6728	TRAPPC6B	748.388
TRAPPC9	1209.2852	TRAPPC9	681.9987
TRAT1	67.7966	TRAT1	204.7721
TRDMT1	218.4967	TRDMT1	187.5281
TRDN	8.4746	TRDN	6.4665
TREM1	60.059	TREM1	7.7598
TREM2	187.1776	TREM2	239.26
removed	removed	TREML1	14.2263
TREML2	10.3169	TREML2	130.1919
TRERF1	257.185	TRERF1	638.0266
TREX1	346.4628	TREX1	267.7944
removed	removed	TREX2	6.488
removed	removed	TRHDE	10.2774
TRIAP1	403.0951	TRIAP1	375.9184
TRIB1	1487.8408	TRIB1	7689.5138
TRIB2	1547.5313	TRIB2	2021.8546
TRIB3	537.9514	TRIB3	176.7506
TRIL	699.7052	TRIL	531.5451
TRIM10	5.8954	removed	removed
TRIM11	292.1887	TRIM11	495.3328
TRIM13	514.4547	TRIM13	928.2511
TRIM14	3030.7811	TRIM14	1899.8535
TRIM15	7.3692	removed	removed
TRIM16L	208.7251	TRIM16L	84.4954
TRIM16	546.437	TRIM16	552.6776
TRIM17	5.5269	TRIM17	76.3045
TRIM21	1028.7399	TRIM21	557.8422
TRIM22	6301.4001	TRIM22	3119.0017
TRIM23	271.1864	TRIM23	457.3961
TRIM24	542.0044	TRIM24	638.8888
TRIM25	1270.0811	TRIM25	1924.4262
TRIM26	1976.787	TRIM26	1742.9335
TRIM27	1182.3876	TRIM27	1644.2118
TRIM28	3339.3515	TRIM28	3913.5172
TRIM29	3383.9352	TRIM29	3285.4059
TRIM2	1328.6662	TRIM2	2354.663
TRIM32	595.0626	TRIM32	563.8776
TRIM33	2261.238	TRIM33	1916.2353
TRIM34	492.2623	TRIM34	282.801
TRIM35	250.9211	TRIM35	545.7714
TRIM36	48.6367	TRIM36	56.474
TRIM37	2329.5284	TRIM37	941.585
TRIM38	1802.5055	TRIM38	1121.2886
TRIM39	492.5055	TRIM39	481.4256
TRIM3	166.1754	TRIM3	155.6268
TRIM41	415.129	TRIM41	688.0772
TRIM43	40.899	removed	removed
TRIM44	2571.4812	TRIM44	1714.0498
TRIM45	184.9668	TRIM45	171.5774
TRIM46	21.0022	TRIM46	45.6965
TRIM47	2993.3677	TRIM47	1294.1594
TRIM4	623.8025	TRIM4	1053.6061
TRIM52	129.3294	TRIM52	240.5533
TRIM56	483.4193	TRIM56	530.6829
removed	removed	TRIM58	31.4702
TRIM59	408.1061	TRIM59	266.7469
TRIM5	1035.1216	TRIM5	610.6518
removed	removed	TRIM61	11.2086
TRIM62	158.8062	TRIM62	258.2283
removed	removed	TRIM63	15.5196
TRIM65	771.5549	TRIM65	601.8143
TRIM66	259.3957	TRIM66	459.5516
TRIM67	20.2653	removed	removed
TRIM68	402.3581	TRIM68	310.8224
TRIM69	44.9521	TRIM69	35.626
TRIM6	137.4355	TRIM6	178.475
removed	removed	TRIM74	8.2038
TRIM78P	17.9366	TRIM78P	19.615
removed	removed	TRIM7	14.2263
TRIM8	1260.1326	TRIM8	1716.2053
TRIM9	180.9138	TRIM9	56.0429
TRIML2	25.7922	removed	removed
TRIOBP	1394.252	TRIOBP	1458.4081
TRIO	2112.0118	TRIO	2691.7825
TRIP10	724.7605	TRIP10	945.8313
TRIP11	1431.098	TRIP11	1351.4955
TRIP12	8599.1157	TRIP12	4573.0988
TRIP13	331.6139	TRIP13	158.6445
TRIP4	602.0634	TRIP4	544.4781
TRIP6	535.3721	TRIP6	785.8936
TRIT1	451.3633	TRIT1	409.5441
TRMT112	1264.1857	TRMT112	1005.7541
TRMT11	236.5512	TRMT11	301.3382
TRMT12	479.7347	TRMT12	393.5934
TRMT1	162.1223	TRMT1	529.8207
TRMT2A	522.4761	TRMT2A	587.1569
TRMT2B	757.5534	TRMT2B	390.5757
TRMT5	341.1938	TRMT5	590.6057
TRMT61A	151.0685	TRMT61A	276.7656
TRMT61B	229.3147	TRMT61B	275.4292
TRMT6	611.2749	TRMT6	424.6326
TRMU	264.5542	TRMU	224.6026
TRNAU1AP	471.6286	TRNAU1AP	267.2814
TRNP1	18.7915	TRNP1	180.6305
TRNT1	228.3567	TRNT1	360.485
TROAP	136.6986	TROAP	98.7217
TROVE2	2275.899	TROVE2	1382.5692
TRO	30.2137	TRO	233.6557
TRPC1	138.5409	TRPC1	221.5849
TRPC3	7.3692	TRPC3	7.3287
TRPC4AP	3026.1606	TRPC4AP	2080.484
TRPC4	7.0007	TRPC4	5.6043
TRPC6	29.1083	TRPC6	114.6723
TRPM2	333.8246	TRPM2	282.801
TRPM4	925.9396	TRPM4	716.4866
TRPM6	518.0545	TRPM6	105.1882
TRPM7	1833.8246	TRPM7	1417.8848
TRPM8	126.7502	TRPM8	6.4665
removed	removed	TRPS1	6546.2391
TRPT1	229.5505	TRPT1	203.9099
TRPV1	72.3139	TRPV1	174.5951
TRPV2	251.6581	TRPV2	436.2722
TRPV3	5.5269	TRPV3	12.5019
TRPV4	488.9462	TRPV4	114.6723
TRPV6	99.4842	TRPV6	262.5393
TRRAP	3246.7576	TRRAP	3092.9978
TRUB1	688.6514	TRUB1	612.1607
TRUB2	378.0398	TRUB2	423.7704
TSC1	926.308	TSC1	1229.0634
TSC22D1	1830.5085	TSC22D1	6854.0439
TSC22D2	518.0545	TSC22D2	584.1392
removed	removed	TSC22D3	9111.7096
TSC22D4	940.3095	TSC22D4	1132.4972
TSC2	1276.7133	TSC2	1546.7834
TSEN15	1494.4731	TSEN15	607.4186
TSEN2	102.8003	TSEN2	197.4434
TSEN34	844.8784	TSEN34	492.7462
TSEN54	315.0332	TSEN54	364.2787
TSFM	278.9241	TSFM	473.3468
TSG101	1562.2697	TSG101	1099.3026
TSGA10	54.5321	TSGA10	56.474
TSGA14	194.9153	TSGA14	333.2396
TSHR	7.3692	TSHR	31.4702
TSHZ1	375.829	TSHZ1	901.4281
TSHZ2	58.5851	TSHZ2	566.8953
TSHZ3	147.0155	TSHZ3	388.8513
TSIX	12.6861	TSIX	28.0344
TSKS	14.0015	removed	removed
TSKU	817.2439	TSKU	909.619
removed	removed	TSLP	66.8204
TSNARE1	234.3405	TSNARE1	256.5039
TSNAXIP1	9.9484	TSNAXIP1	26.7281
TSNAX	2084.0088	TSNAX	1327.7851
TSN	2034.6352	TSN	1871.401
TSPAN10	20.6338	TSPAN10	67.6826
TSPAN11	57.8482	TSPAN11	387.9891
TSPAN12	305.4532	TSPAN12	481.1065
TSPAN13	1304.7163	TSPAN13	1375.6371
TSPAN14	1707.4429	TSPAN14	2757.7407
TSPAN15	1338.6146	TSPAN15	701.3982
TSPAN17	787.3987	TSPAN17	668.2035
TSPAN18	175.3869	TSPAN18	423.3393
TSPAN1	139.2778	TSPAN1	141.8316
TSPAN2	243.552	TSPAN2	215.5495
TSPAN31	533.5298	TSPAN31	887.633
TSPAN32	13.633	TSPAN32	92.2552
TSPAN33	555.269	TSPAN33	760.0276
TSPAN3	2140.0147	TSPAN3	2521.0673
TSPAN4	442.5203	TSPAN4	547.4958
TSPAN5	58.9536	TSPAN5	134.934
TSPAN6	1050.8475	TSPAN6	991.0967
TSPAN7	50.479	TSPAN7	985.0613
TSPAN8	15.4753	TSPAN8	58.6295
TSPAN9	1081.0612	TSPAN9	1292.8661
TSPO	1286.6618	TSPO	848.4029
TSPYL1	1464.0825	TSPYL1	2668.8653
TSPYL2	483.7878	TSPYL2	1161.3809
TSPYL3	23.9499	TSPYL3	37.9367
TSPYL4	322.4024	TSPYL4	1203.6286
TSPYL5	1808.4009	TSPYL5	1107.0624
TSR1	934.7642	TSR1	1298.6816
TSR2	568.5335	TSR2	648.8041
TSSC1	574.0604	TSSC1	296.5961
TSSC4	319.4547	TSSC4	362.1232
TSSK3	21.6618	TSSK3	38.5058
TSSK4	12.1592	TSSK4	31.9013
TSSK6	16.5807	TSSK6	26.7281
TSTA3	764.5542	TSTA3	530.6829
TSTD1	327.4871	TSTD1	333.2396
TSTD2	694.8047	TSTD2	654.1325
TST	96.5365	TST	242.7088
TTBK1	8.1061	removed	removed
TTBK2	169.86	TTBK2	222.016
TTC12	376.9344	TTC12	374.194
TTC13	1061.1643	TTC13	661.3059
TTC14	797.3471	TTC14	1269.1556
TTC15	689.3884	TTC15	600.0899
removed	removed	TTC16	15.9507
TTC17	2304.7163	TTC17	1635.1587
TTC18	41.3596	TTC18	162.2872
TTC19	546.2933	TTC19	1124.2891
TTC1	590.2727	TTC1	825.5547
TTC21A	42.0044	TTC21A	110.3614
TTC21B	644.801	TTC21B	527.648
TTC22	163.9646	TTC22	88.3753
TTC23L	7.3692	TTC23L	10.7775
TTC23	493.7362	TTC23	476.3645
removed	removed	TTC24	28.8836
TTC25	33.1614	TTC25	18.5373
TTC26	81.0612	TTC26	107.7748
TTC27	780.0295	TTC27	517.3189
TTC28	334.5947	TTC28	1050.2866
TTC30A	621.2233	TTC30A	360.3988
TTC30B	477.8924	TTC30B	240.5533
TTC31	380.2506	TTC31	522.061
TTC32	68.5335	TTC32	54.7496
TTC33	429.9926	TTC33	459.9827
TTC35	889.0936	TTC35	690.6207
TTC37	1540.5306	TTC37	2008.4905
TTC38	852.6161	TTC38	659.1505
TTC39A	1039.7937	TTC39A	236.2423
TTC39B	179.0715	TTC39B	137.5206
TTC39C	418.5704	TTC39C	569.4819
TTC3	2899.7789	TTC3	6511.7512
TTC4	488.5777	TTC4	514.3012
TTC5	186.8091	TTC5	257.3661
TTC7A	2692.5461	TTC7A	1242.3197
TTC7B	174.2815	TTC7B	284.0943
TTC8	287.3987	TTC8	402.2154
TTC9C	435.1511	TTC9C	287.9742
TTC9	487.8408	TTC9	768.2185
TTF1	422.9919	TTF1	504.817
TTF2	837.8777	TTF2	486.7108
TTK	273.0287	TTK	206.4964
TTLL10	6.2638	TTLL10	5.1732
TTLL11	24.6868	TTLL11	87.9442
TTLL12	665.4385	TTLL12	863.9225
removed	removed	TTLL13	9.9498
TTLL1	198.5999	TTLL1	181.0616
removed	removed	TTLL2	8.1909
TTLL3	256.857	TTLL3	1057.8567
TTLL4	1435.1511	TTLL4	1063.5214
TTLL5	574.4289	TTLL5	562.1532
TTLL6	15.1069	removed	removed
TTLL7	342.2992	TTLL7	105.6193
removed	removed	TTLL9	9.9153
TTL	732.1297	TTL	907.4635
removed	removed	TTN	435.2074
TTPAL	1142.594	TTPAL	709.589
removed	removed	TTPA	6.0354
TTYH1	1140.0147	TTYH1	978.1638
TTYH2	89.171	TTYH2	434.453
TTYH3	1889.462	TTYH3	1648.5228
