gene_id	TCGA-BH-A0BW-01A-11R-A115-07	gene_id	TCGA-BH-A0BW-11A-12R-A115-07
ANKRD57	540.899	ANKRD57	732.4373
ANKRD58	14.7384	ANKRD58	34.0568
ANKRD5	644.8047	ANKRD5	219.4294
ANKRD6	238.2977	ANKRD6	349.5825
ANKRD9	14.7384	ANKRD9	26.297
ANKS1A	1455.7848	ANKS1A	1160.5187
ANKS1B	120.8548	ANKS1B	42.6788
ANKS3	222.5497	ANKS3	226.7581
ANKS6	422.9919	ANKS6	280.6455
ANKZF1	457.6271	ANKZF1	897.9793
ANLN	1874.3552	ANLN	379.3672
ANO10	581.7981	ANO10	484.1242
ANO1	714.0752	ANO1	3896.2733
removed	removed	ANO2	28.4525
ANO3	17.3176	ANO3	19.3995
removed	removed	ANO4	8.622
ANO5	80.6927	ANO5	24.5726
ANO6	2042.3729	ANO6	2832.3208
ANO7	22.4761	ANO7	6.0354
ANO8	130.0663	ANO8	297.8894
ANO9	158.0693	ANO9	280.6455
ANP32A	2281.5033	ANP32A	2603.8383
ANP32B	3802.874	ANP32B	3466.8986
ANP32E	4369.1968	ANP32E	2163.2551
ANPEP	298.4525	ANPEP	3753.1484
ANTXR1	1978.6293	ANTXR1	4606.7245
ANTXR2	2086.9565	ANTXR2	1322.1808
ANUBL1	155.4901	ANUBL1	231.5002
ANXA11	2176.4923	ANXA11	3197.0306
ANXA1	7896.4628	ANXA1	10806.7911
ANXA2P1	87.325	ANXA2P1	45.6965
ANXA2P2	6478.6293	ANXA2P2	4386.864
ANXA2P3	10.6853	removed	removed
ANXA2	17564.4805	ANXA2	10523.559
ANXA3	3030.2137	ANXA3	890.6506
ANXA4	3419.3073	ANXA4	1305.3679
ANXA5	17819.4547	ANXA5	6987.6846
ANXA6	3028.0029	ANXA6	5362.01
ANXA7	2953.2056	ANXA7	2657.7257
ANXA8L2	734.3405	ANXA8L2	305.6492
ANXA8	1356.6102	ANXA8	1050.1573
ANXA9	77.3766	ANXA9	71.5624
AOAH	257.9219	AOAH	283.6632
removed	removed	AOC2	17.6751
AOC3	103.1688	AOC3	1829.5844
AOX1	25.7922	AOX1	538.0116
AP1AR	1767.1334	AP1AR	610.0052
AP1B1	3998.1577	AP1B1	3051.3191
AP1G1	8763.8172	AP1G1	2987.0854
AP1G2	384.0125	AP1G2	1295.2716
AP1M1	511.4223	AP1M1	889.3573
AP1M2	375.829	AP1M2	639.3199
AP1S1	878.7767	AP1S1	479.3821
AP1S2	334.93	AP1S2	696.6561
AP1S3	483.7878	AP1S3	246.1576
AP2A1	2419.4289	AP2A1	1488.6497
AP2A2	1553.7951	AP2A2	1427.8001
AP2B1	9702.6529	AP2B1	6291.8907
AP2M1	6207.8113	AP2M1	4241.5836
AP2S1	779.2926	AP2S1	656.5639
AP3B1	1462.4171	AP3B1	1428.6623
AP3B2	492.6308	AP3B2	49.5764
AP3D1	2929.2557	AP3D1	2886.2082
AP3M1	1179.0715	AP3M1	1418.3159
AP3M2	291.4517	AP3M2	516.8878
AP3S1	631.5402	AP3S1	839.3499
AP3S2	1754.65	AP3S2	1332.8462
AP4B1	564.4473	AP4B1	542.3657
AP4E1	789.6094	AP4E1	576.8105
AP4M1	371.8165	AP4M1	266.4839
AP4S1	35.0037	AP4S1	88.8064
APAF1	703.7583	APAF1	744.5081
APBA1	133.7509	APBA1	397.0422
APBA2	159.1746	APBA2	227.6203
APBA3	166.1754	APBA3	200.4611
APBB1IP	449.521	APBB1IP	974.715
APBB1	235.4458	APBB1	600.521
APBB2	2598.3788	APBB2	1266.569
APBB3	90.6411	APBB3	334.964
APCDD1L	34.2668	APCDD1L	520.3366
APCDD1	158.0693	APCDD1	711.7445
APC	1011.0538	APC	1322.6119
APEH	628.9609	APEH	1274.7599
APEX1	1322.0339	APEX1	2773.6913
APEX2	606.1164	APEX2	484.9864
APH1A	4387.2513	APH1A	3703.1409
APH1B	473.4709	APH1B	495.3328
API5	3159.9116	API5	2859.48
APIP	873.2682	APIP	359.4763
APITD1	416.5586	APITD1	197.0381
APLF	249.0789	APLF	103.0327
APLNR	346.7207	APLNR	706.5714
APLN	78.8504	APLN	60.3539
APLP1	200.8106	APLP1	44.4032
APLP2	19451.7318	APLP2	9663.0853
APOA1BP	834.1931	APOA1BP	649.6663
APOB48R	276.3449	APOB48R	399.6288
APOBEC3A	207.0744	APOBEC3A	8.1909
APOBEC3B	971.2601	APOBEC3B	197.4434
APOBEC3C	474.9447	APOBEC3C	737.6105
APOBEC3D	246.8681	APOBEC3D	322.8932
APOBEC3F	489.3147	APOBEC3F	424.6326
APOBEC3G	796.9786	APOBEC3G	785.4625
APOBEC3H	32.4245	APOBEC3H	18.5373
removed	removed	APOB	13.3641
APOC1	701.916	APOC1	1419.1781
APOC2	36.1091	APOC2	112.948
APOD	8631.1717	APOD	6283.6998
APOE	5701.1791	APOE	4136.3954
APOL1	5056.3744	APOL1	2107.2122
APOL2	1284.8195	APOL2	1332.0961
APOL3	1202.6529	APOL3	1376.9304
APOL4	288.1356	APOL4	418.5972
APOL6	5054.1636	APOL6	3702.2787
APOLD1	681.6507	APOLD1	2790.5042
removed	removed	APOM	35.7812
APOOL	457.6271	APOOL	194.8568
APOO	328.6662	APOO	159.5067
APPBP2	2500.3685	APPBP2	1282.0886
APPL1	1596.168	APPL1	2160.6685
APPL2	848.563	APPL2	1030.7578
APP	58631.5402	APP	30753.7444
APRT	1162.4908	APRT	1127.7551
APTX	294.3994	APTX	442.7387
AQP11	12.1592	AQP11	12.5019
AQP1	959.8379	AQP1	6191.4446
AQP3	55.6374	AQP3	568.6197
AQP4	559.6905	AQP4	28.0214
AQP5	548.2682	AQP5	550.9446
AQP6	15.1069	AQP6	10.7775
removed	removed	AQP7P1	20.6928
removed	removed	AQP7	116.3967
AQP9	217.0228	AQP9	16.3818
removed	removed	AQPEP	21.1239
AQR	907.885	AQR	1168.7095
ARAF	841.5623	ARAF	989.8034
ARAP1	1726.8939	ARAP1	2768.4492
ARAP2	1722.1813	ARAP2	1099.7337
ARAP3	251.6581	ARAP3	506.1103
ARCN1	6330.8769	ARCN1	4208.8201
removed	removed	ARC	186.6659
AREG	68.5335	AREG	656.995
ARF1	8068.902	ARF1	6598.4021
ARF3	3772.2918	ARF3	4325.2168
ARF4	4699.3368	ARF4	3302.2188
ARF5	943.9683	ARF5	1689.0245
ARF6	2127.8556	ARF6	3919.9837
ARFGAP1	1410.8327	ARFGAP1	1079.0409
ARFGAP2	1374.3552	ARFGAP2	1670.0777
ARFGAP3	2012.1592	ARFGAP3	1518.762
ARFGEF1	2825.0663	ARFGEF1	2190.5264
ARFGEF2	5656.227	ARFGEF2	2543.4844
ARFIP1	1318.3493	ARFIP1	948.4179
ARFIP2	1404.9374	ARFIP2	885.0464
ARFRP1	515.8438	ARFRP1	518.6122
ARG2	89.6942	ARG2	118.1341
ARGLU1	1341.5623	ARGLU1	3738.9221
ARHGAP10	565.5859	ARHGAP10	409.5441
ARHGAP11A	574.7973	ARHGAP11A	312.9779
ARHGAP11B	32.4245	ARHGAP11B	28.0214
ARHGAP12	1316.8755	ARHGAP12	1144.568
ARHGAP15	95.4311	ARHGAP15	306.5114
ARHGAP17	1496.3154	ARHGAP17	1670.0777
ARHGAP18	953.9425	ARHGAP18	900.1348
ARHGAP19	218.4967	ARHGAP19	878.5799
ARHGAP1	2778.1872	ARHGAP1	2585.301
ARHGAP20	40.5306	ARHGAP20	324.1865
ARHGAP21	3511.4223	ARHGAP21	2415.0169
ARHGAP22	123.434	ARHGAP22	187.9592
removed	removed	ARHGAP23	745.3703
ARHGAP24	94.6942	ARHGAP24	422.4771
ARHGAP25	617.9071	ARHGAP25	1267.0001
ARHGAP26	875.829	ARHGAP26	1410.9872
ARHGAP27	1163.9167	ARHGAP27	972.9733
ARHGAP28	491.8939	ARHGAP28	192.2702
ARHGAP29	3249.8158	ARHGAP29	3963.0936
ARHGAP30	981.2085	ARHGAP30	2555.5552
ARHGAP31	2443.2572	ARHGAP31	1435.1288
ARHGAP32	2492.2623	ARHGAP32	1259.2403
ARHGAP33	151.0685	ARHGAP33	111.2236
ARHGAP39	504.0531	ARHGAP39	223.7404
ARHGAP42	886.098	ARHGAP42	215.8901
ARHGAP4	382.0929	ARHGAP4	1441.5952
ARHGAP5	2855.1953	ARHGAP5	2442.6072
ARHGAP6	17.6861	ARHGAP6	66.8204
ARHGAP8	417.4724	ARHGAP8	240.1739
ARHGAP9	205.6006	ARHGAP9	691.4829
ARHGDIA	4137.0671	ARHGDIA	4052.3311
ARHGDIB	4157.3324	ARHGDIB	7449.8228
ARHGEF10L	1473.1024	ARHGEF10L	1266.1379
ARHGEF10	865.1437	ARHGEF10	965.6619
ARHGEF11	3211.4959	ARHGEF11	1312.6966
ARHGEF12	8292.5571	ARHGEF12	4574.3921
ARHGEF15	95.4311	ARHGEF15	431.9613
ARHGEF16	760.8696	ARHGEF16	135.3651
ARHGEF17	1147.7524	ARHGEF17	1343.3047
ARHGEF18	683.1245	ARHGEF18	1254.4982
ARHGEF19	1071.4812	ARHGEF19	536.7183
ARHGEF1	1759.7642	ARHGEF1	3086.6692
ARHGEF2	1310.2432	ARHGEF2	2308.9665
ARHGEF33	62.6382	ARHGEF33	16.8129
ARHGEF35	550.479	ARHGEF35	631.5601
ARHGEF37	554.5321	ARHGEF37	879.011
ARHGEF38	107.9587	ARHGEF38	22.4172
ARHGEF3	889.8305	ARHGEF3	1343.3047
ARHGEF4	26.8976	ARHGEF4	155.1957
ARHGEF5	549.0052	ARHGEF5	690.1896
ARHGEF6	1103.1688	ARHGEF6	1990.3843
ARHGEF7	1011.7907	ARHGEF7	1594.6354
ARHGEF9	1564.112	ARHGEF9	782.8759
ARID1A	3456.8902	ARID1A	3646.2358
ARID1B	1492.6308	ARID1B	2596.0785
ARID2	140.0147	ARID2	1238.5476
ARID3A	41.2675	ARID3A	90.9619
ARID3B	79.5873	ARID3B	217.2739
ARID4A	452.8371	ARID4A	870.8201
ARID4B	3136.2049	ARID4B	2343.6657
ARID5A	477.1555	ARID5A	1995.5575
ARID5B	1957.2587	ARID5B	4931.7732
ARIH1	3081.7981	ARIH1	2218.4357
ARIH2	900.4348	ARIH2	1706.2901
ARL10	12.8961	ARL10	80.6155
ARL11	152.9108	ARL11	109.4992
ARL13A	8.843	removed	removed
ARL13B	308.0324	ARL13B	335.8262
ARL14	14.7384	removed	removed
ARL15	224.7605	ARL15	500.506
ARL16	468.3125	ARL16	411.2685
ARL17A	123.5925	ARL17A	112.4306
ARL17B	5.3832	removed	removed
ARL1	3557.1113	ARL1	1690.7705
ARL2BP	2298.8209	ARL2BP	1349.34
ARL2	683.493	ARL2	658.7194
ARL3	319.8231	ARL3	372.4696
ARL4A	227.7082	ARL4A	1158.7943
ARL4C	2161.3854	ARL4C	3066.4076
ARL4D	21.0022	ARL4D	103.0327
ARL5A	1088.0619	ARL5A	1050.1573
ARL5B	634.1194	ARL5B	462.5693
ARL6IP1	5280.7664	ARL6IP1	3856.181
ARL6IP4	895.7259	ARL6IP4	1262.258
ARL6IP5	4317.2439	ARL6IP5	5382.2717
ARL6IP6	669.86	ARL6IP6	312.1157
ARL6	78.1135	ARL6	86.6509
ARL8A	861.4591	ARL8A	943.6758
ARL8B	1561.5328	ARL8B	2079.1907
ARL9	14.7384	ARL9	50.0075
ARMC10	721.4001	ARMC10	675.9849
ARMC1	969.7863	ARMC1	757.8721
ARMC2	15.1069	ARMC2	53.4563
ARMC3	15.4753	ARMC3	5.6043
ARMC5	185.7038	ARMC5	231.0691
ARMC6	256.7207	ARMC6	417.3039
ARMC7	257.5534	ARMC7	243.571
ARMC8	1082.9035	ARMC8	861.767
ARMC9	237.2881	ARMC9	215.1184
ARMCX1	76.2712	ARMCX1	533.2695
ARMCX2	837.8777	ARMCX2	770.374
ARMCX3	2258.6588	ARMCX3	1718.7919
ARMCX5	410.8327	ARMCX5	399.6288
ARMCX6	175.7553	ARMCX6	162.9554
ARNT2	1830.5085	ARNT2	1006.1852
ARNTL2	371.0391	ARNTL2	178.9061
ARNTL	308.0324	ARNTL	568.6197
ARNT	1945.8364	ARNT	1515.3132
ARPC1A	2009.9668	ARPC1A	1585.5823
ARPC1B	4062.9882	ARPC1B	3155.214
ARPC2	4853.7214	ARPC2	5219.7474
ARPC3	3902.3581	ARPC3	3255.229
ARPC4	2078.0472	ARPC4	3000.2339
ARPC5L	930.7296	ARPC5L	683.7231
ARPC5	7567.4282	ARPC5	4232.9616
ARPM1	106.4849	ARPM1	34.0568
ARPP19	4144.4363	ARPP19	3510.4396
ARRB1	386.8828	ARRB1	590.6057
ARRB2	578.4819	ARRB2	1065.6769
ARRDC1	551.9528	ARRDC1	567.3264
ARRDC2	480.4716	ARRDC2	1252.7739
ARRDC3	1409.7273	ARRDC3	7751.5921
ARRDC4	1023.213	ARRDC4	1300.6258
removed	removed	ARRDC5	18.1062
ARSA	1326.8239	ARSA	750.1124
ARSB	849.6684	ARSB	470.7602
ARSD	3960.2063	ARSD	1938.2213
ARSE	96.9049	ARSE	22.8482
ARSG	19.5284	ARSG	132.3474
ARSI	57.8482	ARSI	101.7394
ARSJ	1012.1592	ARSJ	278.9211
ARSK	113.4856	ARSK	156.9201
ART3	957.9956	ART3	113.8102
ART4	29.8452	ART4	27.5903
removed	removed	ART5	5.6043
removed	removed	ARTN	9.4842
ARV1	404.2004	ARV1	336.6884
ARVCF	86.2196	ARVCF	305.2181
removed	removed	ARX	5.6043
AR	9.2115	AR	163.3865
AS3MT	179.8084	AS3MT	181.4927
ASAH1	4524.3183	ASAH1	4433.4227
ASAH2B	11.7907	ASAH2B	5.1732
ASAM	416.3596	ASAM	407.3886
ASAP1	3144.4363	ASAP1	1834.3265
ASAP2	2894.6205	ASAP2	767.3563
ASAP3	1409.7273	ASAP3	1214.8371
ASB13	514.0015	ASB13	638.4577
ASB14	6.6323	ASB14	19.8306
ASB16	22.3213	ASB16	17.2871
ASB1	465.2911	ASB1	814.7427
ASB2	25.0553	ASB2	142.2627
ASB3	574.4289	ASB3	373.7629
ASB6	573.8799	ASB6	685.7579
ASB7	506.6323	ASB7	522.9232
ASB8	415.9912	ASB8	756.1477
ASB9	189.0199	ASB9	57.7673
ASCC1	462.7856	ASCC1	435.8411
ASCC2	1144.0678	ASCC2	1171.7272
ASCC3	2120.4864	ASCC3	1623.519
ASCL1	26.5291	removed	removed
ASCL2	78.1135	ASCL2	15.0885
ASF1A	455.4164	ASF1A	587.588
ASF1B	423.3604	ASF1B	267.2814
removed	removed	ASGR1	11.2086
removed	removed	ASGR2	11.2086
ASH1L	5191.6249	ASH1L	3380.1313
ASH2L	1009.58	ASH2L	1039.3798
ASL	357.406	ASL	374.6251
ASMTL	176.1238	ASMTL	611.2985
ASNA1	497.4208	ASNA1	764.3386
ASNSD1	964.6279	ASNSD1	944.1069
ASNS	624.9079	ASNS	516.8878
ASPA	9.58	ASPA	28.4525
ASPHD1	27.6345	ASPHD1	28.0214
ASPHD2	65.9543	ASPHD2	101.7394
ASPH	4444.9926	ASPH	4071.7435
ASPM	1086.2196	ASPM	500.9371
ASPN	240.2358	ASPN	381.5227
ASPRV1	49.0236	ASPRV1	62.2464
ASPSCR1	305.0847	ASPSCR1	225.4648
ASRGL1	224.392	ASRGL1	175.4573
ASS1	3659.5431	ASS1	985.9235
ASTE1	125.2284	ASTE1	240.7645
ASTN1	7.7377	ASTN1	76.3045
ASTN2	102.0634	ASTN2	131.9163
ASXL1	1947.3102	ASXL1	2523.2228
ASXL2	2040.899	ASXL2	1300.6258
removed	removed	ASXL3	46.1276
ATAD1	1600.5895	ATAD1	1142.4125
ATAD2B	1173.1761	ATAD2B	710.0201
ATAD2	3452.4687	ATAD2	821.2437
ATAD3A	432.5718	ATAD3A	392.3001
ATAD3B	136.3301	ATAD3B	231.5002
ATAD3C	8.1061	ATAD3C	70.7002
ATAD5	334.93	ATAD5	202.6166
ATE1	226.9713	ATE1	281.0766
ATF1	369.9337	ATF1	529.3896
ATF2	859.9853	ATF2	586.2947
ATF3	392.7782	ATF3	6752.7356
ATF4	3529.4768	ATF4	5092.5731
ATF5	1108.6957	ATF5	878.1488
ATF6B	1908.2535	ATF6B	1873.3366
ATF6	2855.9322	ATF6	1734.3115
ATF7IP2	412.675	ATF7IP2	228.9136
ATF7IP	1997.4208	ATF7IP	1833.4643
ATF7	1448.9241	ATF7	2036.943
ATG10	90.2727	ATG10	85.7887
ATG12	386.8828	ATG12	641.9065
ATG16L1	764.1857	ATG16L1	716.9177
ATG16L2	217.7229	ATG16L2	490.0131
ATG2A	835.2985	ATG2A	679.4121
ATG2B	665.8069	ATG2B	1348.4778
ATG3	994.8416	ATG3	763.9075
ATG4A	460.9433	ATG4A	287.5431
ATG4B	969.0494	ATG4B	737.6105
ATG4C	296.2417	ATG4C	301.3382
ATG4D	190.5859	ATG4D	185.558
ATG5	677.5976	ATG5	818.6571
ATG7	566.6949	ATG7	766.4596
ATG9A	1372.4503	ATG9A	1138.4981
ATG9B	7.7155	ATG9B	24.3183
ATHL1	2164.7015	ATHL1	1736.467
ATIC	2575.5343	ATIC	1265.2757
ATL1	427.045	ATL1	418.1661
ATL2	3215.1805	ATL2	2921.1272
ATL3	1222.1813	ATL3	491.0218
ATMIN	3609.801	ATMIN	1888.645
ATM	2438.0987	ATM	3386.7142
ATN1	2633.3825	ATN1	3692.7945
ATOH8	26.1606	ATOH8	187.097
ATOX1	889.0936	ATOX1	708.2957
ATP10A	159.1746	ATP10A	265.1259
ATP10B	45.3206	ATP10B	20.2617
ATP10D	1974.2078	ATP10D	897.1171
removed	removed	ATP11A	1130.7728
ATP11B	2582.9035	ATP11B	1960.6385
ATP11C	3137.0671	ATP11C	1050.5884
ATP13A1	732.8666	ATP13A1	1270.88
ATP13A2	1272.2918	ATP13A2	807.4485
ATP13A3	3815.4016	ATP13A3	2761.1894
ATP13A4	130.8032	ATP13A4	32.7635
ATP13A5	638.9094	ATP13A5	133.6407
ATP1A1	22371.0169	ATP1A1	13644.2506
removed	removed	ATP1A2	181.0616
ATP1A3	9.2115	ATP1A3	56.474
removed	removed	ATP1A4	13.7952
ATP1B1	6846.0575	ATP1B1	2987.3268
ATP1B2	67.4282	ATP1B2	111.6547
ATP1B3	1396.0943	ATP1B3	2032.632
ATP2A1	7.7377	ATP2A1	9.0531
ATP2A2	13857.7745	ATP2A2	6125.0554
ATP2A3	359.9853	ATP2A3	3497.9377
ATP2B1	1680.9138	ATP2B1	1963.6562
ATP2B2	31.3191	ATP2B2	28.4525
ATP2B4	8002.5792	ATP2B4	5409.862
ATP2C1	11845.6632	ATP2C1	3089.0446
ATP2C2	303.9794	ATP2C2	89.6686
ATP5A1	4236.1828	ATP5A1	7623.9868
ATP5B	5428.5188	ATP5B	7946.4489
ATP5C1	3466.1017	ATP5C1	2124.025
ATP5D	170.2284	ATP5D	431.5302
ATP5EP2	29.1083	ATP5EP2	32.7635
ATP5E	2318.3493	ATP5E	2519.3429
ATP5F1	2129.3294	ATP5F1	2200.3296
ATP5G1	573.692	ATP5G1	450.0674
ATP5G2	1600.5895	ATP5G2	3071.5808
ATP5G3	2207.8113	ATP5G3	1680.4241
ATP5H	1797.3471	ATP5H	1195.4377
ATP5I	562.5166	ATP5I	537.8047
ATP5J2	901.2528	ATP5J2	667.6474
ATP5J	909.4584	ATP5J	898.0181
ATP5L	1738.0251	ATP5L	1920.5463
ATP5O	863.6699	ATP5O	1821.8246
ATP5SL	428.8873	ATP5SL	566.0331
ATP5S	50.1105	ATP5S	101.7394
ATP6AP1L	24.6868	ATP6AP1L	71.1313
ATP6AP1	3922.255	ATP6AP1	2699.5423
ATP6AP2	3887.9882	ATP6AP2	3063.821
ATP6V0A1	1621.2233	ATP6V0A1	1277.7776
ATP6V0A2	693.073	ATP6V0A2	707.0024
ATP6V0A4	224.392	ATP6V0A4	445.3253
ATP6V0B	1578.4819	ATP6V0B	1120.8575
ATP6V0C	1700.4422	ATP6V0C	1222.4805
ATP6V0D1	1945.4679	ATP6V0D1	1467.8923
removed	removed	ATP6V0D2	152.178
ATP6V0E1	2012.1592	ATP6V0E1	2235.6797
ATP6V0E2	394.9521	ATP6V0E2	734.11
ATP6V1A	5030.5822	ATP6V1A	2236.1108
ATP6V1B1	126.7502	ATP6V1B1	221.5849
ATP6V1B2	2077.3766	ATP6V1B2	2557.2796
ATP6V1C1	1422.9919	ATP6V1C1	1707.5834
ATP6V1C2	95.7701	ATP6V1C2	117.9832
ATP6V1D	817.2439	ATP6V1D	786.3247
ATP6V1E1	2716.2859	ATP6V1E1	1636.8831
ATP6V1E2	139.6463	ATP6V1E2	83.6332
ATP6V1F	757.1702	ATP6V1F	975.1331
ATP6V1G1	1915.6227	ATP6V1G1	1916.6664
ATP6V1G2	8.4746	ATP6V1G2	27.1592
ATP6V1H	904.9374	ATP6V1H	865.6469
ATP7A	1065.2174	ATP7A	585.4325
ATP7B	66.3228	ATP7B	167.2664
ATP8A1	152.1739	ATP8A1	1645.5051
removed	removed	ATP8A2	11.2086
ATP8B1	1107.8519	ATP8B1	835.4915
ATP8B2	225.4974	ATP8B2	1745.089
ATP8B3	17.3176	ATP8B3	41.3855
ATP8B4	225.129	ATP8B4	164.2487
ATP8B5P	24.6868	ATP8B5P	18.9684
ATP9A	5482.3139	ATP9A	2303.7933
ATP9B	194.1783	ATP9B	497.9194
ATPAF1	1103.0066	ATPAF1	910.2441
ATPAF2	135.9617	ATPAF2	216.8428
ATPBD4	103.1688	ATPBD4	115.9656
ATPIF1	646.2786	ATPIF1	700.9671
ATRIP	79.1083	ATRIP	199.9481
ATRNL1	282.6087	ATRNL1	62.0783
ATRN	2475.6817	ATRN	2290.8604
ATRX	3498.1577	ATRX	2987.0854
ATR	1553.0582	ATR	1288.9862
ATXN10	2967.2071	ATXN10	1890.3694
ATXN1L	2809.8747	ATXN1L	1773.2096
ATXN1	1516.9492	ATXN1	1544.6279
ATXN2L	4367.3545	ATXN2L	2518.4807
ATXN2	1565.2174	ATXN2	847.1096
ATXN3	298.4525	ATXN3	607.8497
ATXN7L1	331.2454	ATXN7L1	387.9891
ATXN7L2	62.6382	ATXN7L2	86.2198
ATXN7L3B	3512.8961	ATXN7L3B	3572.0868
ATXN7L3	1586.5881	ATXN7L3	1633.4343
ATXN7	1057.4797	ATXN7	1286.3996
AUH	227.3397	AUH	224.6026
AUP1	1799.5357	AUP1	1593.3637
AURKAIP1	603.5372	AURKAIP1	489.7285
AURKAPS1	11.0538	AURKAPS1	9.0531
AURKA	675.3869	AURKA	233.2246
AURKB	141.1201	AURKB	158.2134
AURKC	5.5269	AURKC	18.9684
AUTS2	1256.8165	AUTS2	1529.1083
AVEN	84.0088	AVEN	143.556
AVIL	10.6853	AVIL	59.0606
AVL9	774.871	AVL9	459.9827
AVPI1	113.8541	AVPI1	143.556
AVPR1A	21.7391	AVPR1A	90.9619
removed	removed	AVPR2	33.1946
AXIN1	757.185	AXIN1	642.3376
AXIN2	56.0943	AXIN2	247.0198
AXL	1159.9116	AXL	1928.3061
AZGP1	766.028	AZGP1	5952.1846
AZI1	356.3007	AZI1	278.49
AZI2	901.6212	AZI2	943.6758
AZIN1	2931.098	AZIN1	3515.6128
B2M	81355.9322	B2M	67938.6244
B3GALNT1	1286.2933	B3GALNT1	477.6578
B3GALNT2	1944.2115	B3GALNT2	942.1023
removed	removed	B3GALT1	8.1909
B3GALT2	27.266	B3GALT2	41.8166
B3GALT4	420.0442	B3GALT4	182.3549
B3GALT5	105.0111	B3GALT5	185.3726
B3GALT6	456.8902	B3GALT6	446.1875
B3GALTL	371.776	B3GALTL	268.5747
B3GAT1	9.58	B3GAT1	42.2477
B3GAT2	11.9565	B3GAT2	16.4335
B3GAT3	975.3132	B3GAT3	491.4529
B3GNT1	406.0427	B3GNT1	367.2964
B3GNT2	2130.4348	B3GNT2	1376.9304
B3GNT3	176.8607	B3GNT3	296.1651
B3GNT5	978.9978	B3GNT5	1144.9991
B3GNT7	236.9197	B3GNT7	182.3549
B3GNT8	12.5276	B3GNT8	61.6472
B3GNT9	833.4119	B3GNT9	282.9648
B3GNTL1	163.1945	B3GNTL1	64.4752
B4GALNT1	375.888	B4GALNT1	30.8753
B4GALNT2	8.4746	removed	removed
B4GALNT3	166.9123	B4GALNT3	263.4015
B4GALNT4	345.9838	B4GALNT4	309.098
B4GALT1	5155.4901	B4GALT1	5887.5198
B4GALT2	558.2167	B4GALT2	702.2604
B4GALT3	1718.1282	B4GALT3	827.2791
B4GALT4	814.6647	B4GALT4	428.0814
B4GALT5	2916.3596	B4GALT5	1857.6058
B4GALT6	198.9683	B4GALT6	96.5662
B4GALT7	320.5601	B4GALT7	322.4621
B9D1	21.4923	B9D1	107.0247
B9D2	43.4783	B9D2	61.5437
BAALC	21.0022	BAALC	75.8734
BACE1	653.2793	BACE1	1245.4452
BACE2	1329.7716	BACE2	1271.3111
BACH1	2280.0295	BACH1	1347.1845
BACH2	82.9035	BACH2	754.4233
BAD	430.6153	BAD	375.6985
BAG1	276.7097	BAG1	882.5589
BAG2	744.2889	BAG2	160.3688
BAG3	792.5571	BAG3	916.0855
BAG4	152.5424	BAG4	209.9452
BAG5	923.7288	BAG5	1487.2917
BAGE2	11.5402	BAGE2	7.2295
BAHCC1	1015.1069	BAHCC1	845.3852
BAHD1	608.6957	BAHD1	796.6711
BAI1	5.8954	BAI1	118.5522
BAI2	130.0663	BAI2	60.785
removed	removed	BAI3	23.2793
BAIAP2L1	1124.171	BAIAP2L1	512.5768
removed	removed	BAIAP2L2	8.622
BAIAP2	655.8585	BAIAP2	667.7724
removed	removed	BAIAP3	107.029
BAK1	662.1223	BAK1	411.2685
BAMBI	1337.1408	BAMBI	1557.1298
BANF1	1548.2682	BANF1	1273.4666
BANK1	34.2668	BANK1	825.9858
BANP	293.6625	BANP	248.7442
BAP1	869.1968	BAP1	1468.7545
BARD1	345.9838	BARD1	122.8632
BARX1	7.7377	removed	removed
BARX2	138.5409	BARX2	769.9429
BASP1	379.1452	BASP1	1025.5847
BAT1	4881.7244	BAT1	5790.9536
BAT2L1	7742.3839	BAT2L1	7441.8216
BAT2L2	9712.6013	BAT2L2	7152.3644
BAT2	8129.3294	BAT2	6166.872
BAT3	4294.031	BAT3	3502.2487
BAT4	314.6647	BAT4	298.3205
BAT5	1050.8475	BAT5	720.3665
BATF2	920.4127	BATF2	115.1034
BATF3	19.8968	BATF3	40.9544
BATF	148.8578	BATF	214.2562
BAX	439.2041	BAX	416.8728
removed	removed	BAZ1A	1812.7715
BAZ1B	4542.0044	BAZ1B	2793.0908
BAZ2A	2562.1629	BAZ2A	3508.6074
BAZ2B	1205.7259	BAZ2B	1532.6563
BBC3	116.8018	BBC3	86.2198
BBOX1	1988.5777	BBOX1	1248.0318
BBS10	541.2675	BBS10	652.684
BBS12	466.1017	BBS12	234.0868
BBS1	514.0015	BBS1	753.9922
BBS2	1221.8128	BBS2	1028.1712
BBS4	756.8165	BBS4	319.8755
BBS5	148.0103	BBS5	170.7152
BBS7	464.2594	BBS7	319.4444
BBS9	410.4643	BBS9	331.9463
BBX	3387.9882	BBX	2534.8624
BCAM	541.2675	BCAM	2805.1615
BCAN	46.7944	BCAN	46.5587
BCAP29	1979.3662	BCAP29	989.3723
BCAP31	3523.5814	BCAP31	2701.6978
BCAR1	2207.8113	BCAR1	746.6636
BCAR3	408.9904	BCAR3	571.2062
BCAR4	21.7391	removed	removed
BCAS1	35.0037	BCAS1	115.5345
BCAS2	799.7642	BCAS2	582.7597
BCAS3	550.8475	BCAS3	526.3719
BCAS4	603.1688	BCAS4	625.0936
BCAT1	464.6279	BCAT1	532.4073
BCAT2	283.7141	BCAT2	345.7414
BCCIP	609.1894	BCCIP	879.7654
