gene_id	TCGA-A7-A0D9-01A-31R-A056-07	gene_id	TCGA-A7-A0D9-11A-53R-A089-07
ANKRD5	853.0259	ANKRD5	256.6191
ANKRD6	202.9601	ANKRD6	205.6161
ANKRD9	48.5797	ANKRD9	89.613
ANKS1A	1087.2787	ANKS1A	1110.4888
ANKS1B	40.7575	ANKS1B	27.4949
ANKS3	228.9008	ANKS3	95.2138
ANKS6	116.5089	ANKS6	479.1242
ANKZF1	570.1935	ANKZF1	363.5438
ANLN	353.2318	ANLN	44.2974
ANO10	1048.5797	ANO10	1284.1141
ANO1	2171.6756	ANO1	514.2566
ANO2	25.5249	ANO2	87.5764
removed	removed	ANO3	320.2648
removed	removed	ANO4	8.1466
ANO5	478.7979	ANO5	261.2016
ANO6	2745.986	ANO6	11382.8921
ANO7	100.8646	removed	removed
ANO8	342.1161	ANO8	189.4094
ANO9	535.6114	ANO9	8.1466
ANP32A	9192.6719	ANP32A	2679.7352
ANP32B	1710.9922	ANP32B	3395.6212
ANP32C	6.1754	removed	removed
ANP32E	1044.4627	ANP32E	573.8289
ANPEP	197.6122	ANPEP	1172.0978
ANTXR1	5368.4644	ANTXR1	3712.3218
ANTXR2	574.3104	ANTXR2	6465.8859
ANUBL1	137.0935	ANUBL1	116.0896
ANXA11	1484.5615	ANXA11	7129.8371
ANXA1	1895.0185	ANXA1	29428.2077
ANXA2P1	76.5747	ANXA2P1	181.2627
ANXA2P2	7163.4417	ANXA2P2	10511.7108
ANXA2P3	9.8806	ANXA2P3	21.3849
ANXA2	24817.6204	ANXA2	38789.7149
ANXA3	479.2096	ANXA3	452.6477
ANXA4	1151.091	ANXA4	1474.5418
ANXA5	3014.8209	ANXA5	30322.8106
ANXA6	10613.8329	ANXA6	20087.5764
ANXA7	2862.4949	ANXA7	4541.7515
ANXA8L2	44.8744	ANXA8L2	6.11
ANXA8	152.7378	ANXA8	56.0081
ANXA9	524.4957	ANXA9	16.2933
AOAH	31.7003	AOAH	136.9654
AOC2	28.4068	AOC2	442.4644
AOC3	982.2972	AOC3	50073.8289
AOX1	67.9292	AOX1	3270.8758
AP1AR	774.3928	AP1AR	245.4175
AP1B1	2263.4829	AP1B1	1947.0468
AP1G1	4706.4636	AP1G1	2251.0183
AP1G2	1337.5669	AP1G2	214.9644
AP1M1	772.746	AP1M1	1911.4053
AP1M2	3004.9403	AP1M2	25.4582
AP1S1	1907.3693	AP1S1	337.0672
AP1S2	179.4977	AP1S2	460.7943
AP1S3	233.8411	AP1S3	15.7841
AP2A1	1982.0873	AP2A1	2056.5479
AP2A2	1933.7176	AP2A2	2148.6762
AP2B1	4765.7472	AP2B1	5881.8737
AP2M1	5415.3973	AP2M1	6500.5092
AP2S1	779.7448	AP2S1	1017.3116
AP3B1	1940.7163	AP3B1	1580.4481
AP3B2	235.8995	removed	removed
AP3D1	5425.6896	AP3D1	2350.3055
AP3M1	2140.7987	AP3M1	1896.6395
AP3M2	514.6151	AP3M2	428.2077
AP3S1	417.0441	AP3S1	1216.9043
AP3S2	2988.4315	AP3S2	3134.4196
AP4B1	345.4467	AP4B1	345.4786
AP4E1	484.9732	AP4E1	381.3646
AP4M1	479.3536	AP4M1	191.7363
AP4S1	46.5212	AP4S1	75.8656
APAF1	550.844	APAF1	401.222
APBA1	135.035	APBA1	244.3992
APBA2	207.9045	APBA2	16.2933
APBA3	196.3771	APBA3	114.5621
APBB1IP	121.4492	APBB1IP	2501.0183
APBB1	164.2651	APBB1	545.3157
APBB2	6484.1499	APBB2	4655.2953
APBB3	241.6632	APBB3	155.8045
APC2	58.6949	APC2	7.6986
removed	removed	APCDD1L	36.6599
APCDD1	300.9469	APCDD1	3548.3707
APC	1172.499	APC	1706.721
APEH	2362.7007	APEH	972.5051
APEX1	2860.0247	APEX1	2181.2627
APEX2	566.4883	APEX2	266.2933
APH1A	3166.7353	APH1A	2523.9308
APH1B	1536.8464	APH1B	562.1181
API5	3425.6896	API5	2132.3829
APIP	357.7604	APIP	858.8238
APITD1	183.3882	APITD1	86.1507
APLF	75.3396	APLF	118.1263
APLNR	590.7781	APLNR	1314.1548
APLN	45.6978	APLN	19.3483
APLP1	683.4088	APLP1	24.4399
APLP2	32612.1861	APLP2	15636.9654
APOA1BP	1363.1124	APOA1BP	1054.4807
APOB48R	386.1671	APOB48R	169.5519
APOBEC3A	13.5858	APOBEC3A	34.1141
APOBEC3B	84.8086	APOBEC3B	23.4216
APOBEC3C	166.3236	APOBEC3C	301.4257
APOBEC3D	116.9205	APOBEC3D	72.8106
APOBEC3F	113.2153	APOBEC3F	76.3747
APOBEC3G	110.7452	APOBEC3G	149.1853
APOB	9.0572	APOB	906.8228
APOC1	366.8176	APOC1	350.3055
APOC2	69.1643	APOC2	19.3483
APOD	1896.2536	APOD	14442.9735
APOE	1211.6097	APOE	2602.3422
APOL1	1045.2861	APOL1	1250.5092
APOL2	637.711	APOL2	884.9287
APOL3	173.734	APOL3	2009.6741
APOL4	107.4516	APOL4	255.6008
APOL6	403.8699	APOL6	10145.6212
APOLD1	748.8678	APOLD1	13387.9837
APOM	17.7028	APOM	41.7515
APOOL	290.2429	APOOL	298.3707
APOO	281.5974	APOO	145.112
APPBP2	1263.0712	APPBP2	1586.0489
APPL1	1881.4327	APPL1	1373.2179
APPL2	930.424	APPL2	1075.3564
APP	16788.802	APP	11235.2342
APRT	1496.5006	APRT	823.8289
APTX	521.6138	APTX	408.3503
AQP11	21.8197	AQP11	52.444
AQP1	2032.5237	AQP1	19668.5336
AQP3	241.6632	AQP3	276.9857
AQP4	6.5871	AQP4	8.1466
removed	removed	AQP5	15.2749
AQP7P1	18.9378	AQP7P1	1417.0061
removed	removed	AQP7P3	72.3014
AQP7	107.0399	AQP7	9354.888
AQP9	18.9378	AQP9	269.8574
AQPEP	10.1112	AQPEP	1470.2749
AQR	1106.6282	AQR	1216.9043
ARAF	997.9415	ARAF	1243.89
ARAP1	1608.3779	ARAP1	2460.779
ARAP2	159.3248	ARAP2	143.5845
ARAP3	219.4319	ARAP3	648.167
ARCN1	5716.3442	ARCN1	5768.3299
ARC	208.7279	ARC	33.0957
AREG	19.7612	AREG	137.4745
ARF1	11289.0078	ARF1	7255.6008
ARF3	6350.7616	ARF3	3639.002
ARF4	4196.7888	ARF4	3633.4012
ARF5	3681.7291	ARF5	1462.7953
ARF6	5335.529	ARF6	1885.947
ARFGAP1	2832.853	ARFGAP1	688.9002
ARFGAP2	2305.8872	ARFGAP2	1952.1385
ARFGAP3	979.8271	ARFGAP3	831.9756
ARFGEF1	6823.4253	ARFGEF1	1562.4847
ARFGEF2	9126.8012	ARFGEF2	1755.0916
ARFIP1	1215.3149	ARFIP1	786.1507
ARFIP2	1133.7999	ARFIP2	695.0102
ARFRP1	2017.7028	ARFRP1	587.5764
ARG2	140.8357	ARG2	423.0448
ARGLU1	2207.9045	ARGLU1	2235.7434
ARHGAP10	158.5014	ARHGAP10	1681.7719
ARHGAP11A	103.3347	ARHGAP11A	105.3971
ARHGAP12	1078.6332	ARHGAP12	903.7678
ARHGAP15	10.2923	ARHGAP15	80.9572
ARHGAP17	948.9502	ARHGAP17	1565.1731
ARHGAP18	472.2108	ARHGAP18	919.5519
ARHGAP19	278.3038	ARHGAP19	409.3686
ARHGAP1	3096.3359	ARHGAP1	3415.9878
ARHGAP20	38.2874	ARHGAP20	759.165
ARHGAP21	1820.0906	ARHGAP21	6723.5234
ARHGAP22	28.4068	ARHGAP22	42.2607
ARHGAP23	601.4821	ARHGAP23	759.6741
ARHGAP24	139.1519	ARHGAP24	829.4297
ARHGAP25	123.9193	ARHGAP25	514.2566
ARHGAP26	204.1993	ARHGAP26	941.446
ARHGAP27	683.8205	ARHGAP27	379.2515
ARHGAP28	78.6332	ARHGAP28	460.7943
ARHGAP29	1203.7876	ARHGAP29	2947.0468
ARHGAP30	196.7888	ARHGAP30	706.721
ARHGAP31	557.0193	ARHGAP31	3030.5499
ARHGAP32	2928.3656	ARHGAP32	758.1466
ARHGAP33	196.7888	ARHGAP33	43.7882
ARHGAP36	47.7563	removed	removed
ARHGAP39	1869.0819	ARHGAP39	40.7332
ARHGAP42	178.2627	ARHGAP42	496.3747
ARHGAP4	290.2429	ARHGAP4	339.613
ARHGAP5	1856.3195	ARHGAP5	1945.0102
ARHGAP6	47.7563	ARHGAP6	334.0122
ARHGAP8	1385.142	ARHGAP8	28.1823
ARHGAP9	26.3483	ARHGAP9	140.0204
ARHGDIA	2108.6867	ARHGDIA	4488.2892
ARHGDIB	1447.921	ARHGDIB	2929.2261
ARHGDIG	7.5504	ARHGDIG	75.5855
ARHGEF10L	1913.133	ARHGEF10L	758.6558
ARHGEF10	332.6472	ARHGEF10	1575.3564
ARHGEF11	1284.0675	ARHGEF11	1566.7006
ARHGEF12	5540.5517	ARHGEF12	4649.6945
ARHGEF15	200.494	ARHGEF15	1504.0733
ARHGEF16	1105.3932	ARHGEF16	59.0631
ARHGEF17	1678.8802	ARHGEF17	1364.053
ARHGEF18	928.7773	ARHGEF18	639.002
ARHGEF19	356.937	ARHGEF19	49.8982
ARHGEF1	845.6155	ARHGEF1	898.6762
ARHGEF2	2557.431	ARHGEF2	3314.664
ARHGEF33	7.4105	ARHGEF33	10.6925
ARHGEF35	1031.7003	ARHGEF35	332.4847
ARHGEF37	376.6982	ARHGEF37	647.1487
ARHGEF3	520.3788	ARHGEF3	689.9185
ARHGEF4	146.5624	ARHGEF4	281.5682
ARHGEF5	910.2511	ARHGEF5	300.9165
ARHGEF6	714.2857	ARHGEF6	9983.1976
ARHGEF7	1568.5467	ARHGEF7	2983.7067
ARHGEF9	596.1301	ARHGEF9	554.4807
ARID1A	4811.445	ARID1A	2011.2016
ARID1B	1770.2758	ARID1B	2020.3666
ARID2	1198.4356	ARID2	738.2892
ARID3A	160.1482	ARID3A	86.558
ARID3B	215.3149	ARID3B	88.5947
ARID4A	681.762	ARID4A	943.4827
ARID4B	1401.2063	ARID4B	1026.1711
ARID5A	285.7143	ARID5A	586.0489
ARID5B	600.6587	ARID5B	5083.5031
ARIH1	12156.8547	ARIH1	2068.2281
ARIH2	2367.5957	ARIH2	1710.7587
ARL10	23.8781	ARL10	30.5499
ARL11	113.2153	ARL11	59.0631
ARL13B	251.5438	ARL13B	216.3951
ARL15	198.8473	ARL15	328.4114
ARL16	184.8497	ARL16	409.3686
ARL17A	150.9263	ARL17A	81.7261
ARL1	3619.5965	ARL1	2413.442
ARL2BP	1390.6958	ARL2BP	2077.9022
ARL2	673.5282	ARL2	1857.4338
ARL3	865.7884	ARL3	460.7943
ARL4A	205.0226	ARL4A	552.444
ARL4C	482.9148	ARL4C	434.8269
ARL4D	28.8184	ARL4D	160.387
ARL5A	713.4623	ARL5A	745.9267
ARL5B	265.9531	ARL5B	257.1283
ARL6IP1	7019.3495	ARL6IP1	4723.0143
ARL6IP4	1129.683	ARL6IP4	1971.4868
ARL6IP5	1942.7748	ARL6IP5	6631.3646
ARL6IP6	224.7839	ARL6IP6	213.3401
ARL6	61.7538	ARL6	75.3564
ARL8A	1068.3409	ARL8A	1267.3116
ARL8B	2443.3923	ARL8B	2275.9674
ARMC10	1166.6282	ARMC10	638.2128
ARMC1	1282.8324	ARMC1	742.8717
ARMC2	51.0498	ARMC2	64.1548
ARMC3	7.8221	removed	removed
ARMC5	232.1943	ARMC5	168.5336
ARMC6	710.1317	ARMC6	366.0234
ARMC7	122.2725	ARMC7	186.3544
ARMC8	911.8979	ARMC8	1014.7658
ARMC9	542.6101	ARMC9	48.3707
ARMCX1	355.2902	ARMCX1	919.0428
ARMCX2	461.0951	ARMCX2	514.2566
ARMCX3	790.4487	ARMCX3	2093.1772
ARMCX5	305.4755	ARMCX5	253.5642
ARMCX6	140.387	ARMCX6	196.5377
ARNT2	1602.7172	ARNT2	44.8065
ARNTL2	40.7575	ARNTL2	77.9022
ARNTL	549.6089	ARNTL	255.0916
ARNT	1569.3701	ARNT	2119.1446
ARPC1A	3562.0626	ARPC1A	2373.7831
ARPC1B	2224.2692	ARPC1B	1626.7261
ARPC2	2975.2985	ARPC2	4918.5336
ARPC3	4273.3635	ARPC3	2921.5886
ARPC4	2384.8662	ARPC4	2949.4959
ARPC5L	390.2841	ARPC5L	478.6151
ARPC5	2118.5673	ARPC5	2429.7352
ARPM1	26.76	ARPM1	86.0489
ARPP19	3937.8345	ARPP19	5530.0407
removed	removed	ARPP21	6.11
ARRB1	1305.0638	ARRB1	1401.7312
ARRB2	343.3512	ARRB2	1119.1446
ARRDC1	1074.5163	ARRDC1	253.055
ARRDC2	715.9325	ARRDC2	809.0631
ARRDC3	871.1404	ARRDC3	2518.8391
ARRDC4	10142.8571	ARRDC4	812.1181
ARSA	849.3207	ARSA	717.9226
ARSB	418.2791	ARSB	458.7576
ARSD	2928.7773	ARSD	1108.9613
ARSE	23.0548	removed	removed
ARSG	287.3611	ARSG	146.1303
ARSI	77.3981	ARSI	27.4949
ARSJ	54.3434	ARSJ	23.4216
ARSK	65.0473	ARSK	125.7637
removed	removed	ART4	6.6191
ART5	6.9988	removed	removed
ARTN	128.0362	removed	removed
ARV1	426.513	ARV1	328.9206
ARVCF	357.3487	ARVCF	104.888
AR	46.9329	AR	843.1772
AS3MT	83.6846	AS3MT	46.6904
ASAH1	2471.3874	ASAH1	12482.6884
ASAH2B	25.5249	ASAH2B	13.7475
ASAH2	8.6455	removed	removed
ASAM	157.6781	ASAM	5071.2831
ASAP1	1715.1091	ASAP1	1450.1018
ASAP2	1478.3862	ASAP2	1655.2953
ASAP3	904.4874	ASAP3	727.0876
ASB13	651.7085	ASB13	382.3829
ASB14	21.8197	ASB14	18.8391
ASB16	113.3676	ASB16	13.7475
ASB1	366.0683	ASB1	925.9572
ASB2	7.4105	ASB2	10.6925
ASB3	340.881	ASB3	284.1141
ASB6	458.3573	ASB6	437.276
ASB7	382.0502	ASB7	458.7576
ASB8	848.909	ASB8	1013.2383
ASB9	8.2338	ASB9	90.6314
ASCC1	627.4187	ASCC1	609.4705
ASCC2	1298.065	ASCC2	1738.2892
ASCC3	1340.881	ASCC3	838.0855
ASCL1	13.5858	removed	removed
ASCL2	757.5134	ASCL2	10.6925
ASF1A	547.9621	ASF1A	451.1202
ASF1B	167.5587	ASF1B	46.8432
removed	removed	ASGR1	8.6558
removed	removed	ASGR2	14.2566
ASH1L	2747.9868	ASH1L	3881.3086
ASH2L	32221.902	ASH2L	1505.6008
removed	removed	ASIP	5.0916
ASL	1044.8744	ASL	312.6273
ASMTL	647.1799	ASMTL	683.7271
ASNA1	1419.9259	ASNA1	1079.9389
ASNSD1	956.7723	ASNSD1	1162.9328
ASNS	1154.3845	ASNS	183.2994
removed	removed	ASPA	342.1589
removed	removed	ASPG	6.6191
ASPHD1	20.5846	ASPHD1	8.6558
ASPHD2	193.0836	ASPHD2	33.6049
ASPH	3471.2762	ASPH	34825.9725
ASPM	128.0362	ASPM	22.9124
ASPN	1293.5364	ASPN	754.5825
ASPRV1	30.4652	ASPRV1	100.336
ASPSCR1	219.4319	ASPSCR1	250.5092
ASRGL1	149.4442	ASRGL1	101.833
ASS1	2618.3615	ASS1	6595.723
ASTE1	207.2334	ASTE1	186.1813
ASTN1	9.8806	ASTN1	13.2383
ASTN2	254.014	ASTN2	76.8839
ASXL1	1078.2215	ASXL1	1728.1059
ASXL2	986.4142	ASXL2	1073.3198
removed	removed	ASXL3	27.4949
ATAD1	1616.303	ATAD1	1263.2383
ATAD2B	532.7295	ATAD2B	235.7434
ATAD2	1146.5624	ATAD2	251.0183
ATAD3A	603.1289	ATAD3A	299.8982
ATAD3B	271.3051	ATAD3B	75.3564
ATAD3C	336.7641	ATAD3C	17.3116
ATAD5	71.2227	ATAD5	21.3849
ATE1	258.5426	ATE1	382.8921
ATF1	453.273	ATF1	398.6762
ATF2	601.8938	ATF2	706.2118
ATF3	482.5031	ATF3	3720.4684
ATF4	5373.8164	ATF4	6452.1385
ATF5	550.4323	ATF5	676.6802
ATF6B	4191.0251	ATF6B	1260.1833
ATF6	1653.3553	ATF6	1667.0061
ATF7IP2	195.9654	ATF7IP2	78.4114
ATF7IP	1337.5875	ATF7IP	1697.0468
ATF7	1405.3067	ATF7	3035.7536
ATG10	85.6319	ATG10	135.4379
ATG12	533.5529	ATG12	753.055
ATG16L1	871.9638	ATG16L1	449.5927
ATG16L2	587.7769	ATG16L2	259.5519
ATG2A	1124.7427	ATG2A	494.3992
ATG2B	1562.783	ATG2B	1269.3483
ATG3	912.3096	ATG3	706.721
ATG4A	448.7443	ATG4A	394.6029
ATG4B	1199.259	ATG4B	579.9389
ATG4C	150.2676	ATG4C	284.1141
ATG4D	428.1803	ATG4D	123.6151
ATG5	717.1676	ATG5	747.9633
ATG7	769.8559	ATG7	663.9562
ATG9A	1428.4644	ATG9A	1850.8809
ATG9B	46.6035	ATG9B	9.1955
ATHL1	365.5825	ATHL1	233.1976
ATIC	2544.2569	ATIC	1349.2872
ATL1	110.3335	ATL1	186.8635
ATL2	1363.5241	ATL2	753.5642
ATL3	694.9362	ATL3	1267.8208
ATMIN	2319.473	ATMIN	2165.9878
ATM	683.4088	ATM	1276.9857
ATN1	2835.3232	ATN1	4994.3992
ATOH8	40.7575	ATOH8	1054.4807
ATOX1	904.0758	ATOX1	684.8269
ATP10A	170.4405	ATP10A	651.7312
ATP10B	9.0572	ATP10B	5.0916
ATP10D	256.4841	ATP10D	501.0183
ATP11A	1876.0807	ATP11A	804.9898
ATP11B	1386.9905	ATP11B	1764.2566
ATP11C	381.2268	ATP11C	732.1792
ATP13A1	1122.2725	ATP13A1	618.6354
ATP13A2	4407.1634	ATP13A2	486.2525
ATP13A3	2200.494	ATP13A3	2606.9246
ATP13A4	8.6455	ATP13A4	11.2016
ATP13A5	15.2326	ATP13A5	6.11
ATP1A1	10149.8024	ATP1A1	5126.7668
ATP1A2	67.9292	ATP1A2	5110.998
ATP1A3	136.6818	removed	removed
ATP1A4	6.1754	ATP1A4	7.6375
ATP1B1	342.5525	ATP1B1	503.3809
ATP1B2	27.5834	ATP1B2	107.943
ATP1B3	1536.0231	ATP1B3	1672.6069
removed	removed	ATP2A1	6.11
ATP2A2	7799.506	ATP2A2	4462.3218
ATP2A3	3813.0918	ATP2A3	398.167
ATP2B1	1211.198	ATP2B1	848.778
removed	removed	ATP2B2	6.6191
ATP2B4	7944.4216	ATP2B4	15314.1548
ATP2C1	3086.7147	ATP2C1	3184.4908
ATP2C2	1274.1869	ATP2C2	8.6558
ATP5A1	11733.2235	ATP5A1	10839.613
ATP5B	10290.2429	ATP5B	13419.5519
ATP5C1	3865.7884	ATP5C1	2995.9267
ATP5D	457.8016	ATP5D	721.9959
ATP5EP2	148.2091	ATP5EP2	68.2281
ATP5E	13636.4759	ATP5E	4971.9959
ATP5F1	3111.9802	ATP5F1	2561.0998
ATP5G1	861.2598	ATP5G1	508.6558
ATP5G2	3566.4883	ATP5G2	2753.055
ATP5G3	2317.8263	ATP5G3	3772.4033
ATP5H	1011.9391	ATP5H	2502.0367
ATP5I	1047.0688	ATP5I	1229.5774
ATP5J2	1069.9835	ATP5J2	1931.6141
ATP5J	1560.5311	ATP5J	2499.6792
ATP5L	2826.266	ATP5L	3148.6762
ATP5O	1958.8308	ATP5O	3485.2342
ATP5SL	812.6801	ATP5SL	574.8473
ATP5S	79.8683	ATP5S	154.7862
ATP6AP1L	78.6332	ATP6AP1L	38.6965
ATP6AP1	6475.916	ATP6AP1	2024.4399
ATP6AP2	5205.4343	ATP6AP2	3992.3625
ATP6V0A1	2109.5101	ATP6V0A1	1250
ATP6V0A2	419.9259	ATP6V0A2	467.4134
ATP6V0A4	159.7365	ATP6V0A4	8.6558
ATP6V0B	3245.3685	ATP6V0B	928.7169
ATP6V0C	2637.2993	ATP6V0C	1482.1792
ATP6V0D1	1921.7785	ATP6V0D1	1632.3829
ATP6V0D2	16.4677	ATP6V0D2	19.8574
ATP6V0E1	2398.5179	ATP6V0E1	4294.8065
ATP6V0E2	1728.2503	ATP6V0E2	1184.4959
ATP6V1A	2945.245	ATP6V1A	1671.0794
ATP6V1B1	3251.5438	ATP6V1B1	16.2933
ATP6V1B2	1244.1334	ATP6V1B2	2593.1772
ATP6V1C1	3529.8477	ATP6V1C1	1705.1935
ATP6V1C2	105.4755	ATP6V1C2	56.8177
ATP6V1D	1308.3573	ATP6V1D	1174.1344
ATP6V1E1	2556.6077	ATP6V1E1	2986.7617
ATP6V1E2	46.1095	ATP6V1E2	86.0489
ATP6V1F	1953.4747	ATP6V1F	1403.7678
ATP6V1G1	3594.0716	ATP6V1G1	955.1935
ATP6V1G2	23.3182	ATP6V1G2	34.7047
ATP6V1H	2477.1511	ATP6V1H	1090.1222
ATP7A	676.41	ATP7A	528.0041
ATP7B	309.1807	ATP7B	240.3259
ATP8A1	677.2334	ATP8A1	278.0041
ATP8A2	6.9988	ATP8A2	8.6558
ATP8B1	2614.8703	ATP8B1	490.7434
ATP8B2	705.6402	ATP8B2	943.4827
ATP8B3	47.7563	ATP8B3	21.8941
ATP8B4	18.9378	ATP8B4	469.9593
ATP8B5P	6.1754	ATP8B5P	12.7291
ATP9A	10027.5834	ATP9A	11115.0713
ATP9B	828.3244	ATP9B	487.78
ATPAF1	926.9082	ATPAF1	2428.0092
ATPAF2	451.0704	ATPAF2	233.1976
ATPBD4	89.7489	ATPBD4	98.778
ATPIF1	1206.6694	ATPIF1	620.1629
ATRIP	452.7583	ATRIP	166.8177
ATRNL1	7.4105	ATRNL1	8.6558
ATRN	2474.6809	ATRN	2094.1955
ATRX	2025.1132	ATRX	2677.6986
ATR	1110.7452	ATR	820.2648
ATXN10	3599.4236	ATXN10	1524.4399
ATXN1L	1727.4599	ATXN1L	3091.6497
ATXN1	936.5994	ATXN1	1051.9348
ATXN2L	2239.6048	ATXN2L	1208.2485
ATXN2	1583.7793	ATXN2	992.8717
ATXN3	468.5056	ATXN3	475.0509
ATXN7L1	156.443	ATXN7L1	266.2933
ATXN7L2	119.3907	ATXN7L2	43.279
ATXN7L3B	3459.4483	ATXN7L3B	2281.0591
ATXN7L3	1419.5142	ATXN7L3	877.2912
ATXN7	676.41	ATXN7	735.2342
AUH	292.3014	AUH	362.0163
AUP1	1981.7085	AUP1	1674.6945
AURKAIP1	937.0111	AURKAIP1	863.5438
AURKAPS1	5.7637	AURKAPS1	5.6008
AURKA	915.6031	AURKA	37.169
AURKB	34.5821	AURKB	8.6558
AURKC	16.056	AURKC	6.6191
AUTS2	776.0395	AUTS2	605.3971
AVEN	159.3248	AVEN	284.6232
AVIL	33.3471	AVIL	11.7108
AVL9	840.6752	AVL9	342.1589
AVPI1	194.3186	AVPI1	750.5092
AVPR1A	33.3471	AVPR1A	217.9226
AVPR2	7.4105	AVPR2	157.8411
AXIN1	735.282	AXIN1	365.5804
AXIN2	220.6669	AXIN2	559.0631
AXL	692.0543	AXL	2274.9491
AZGP1	15410.0453	AZGP1	2708.7576
AZI1	533.5529	AZI1	93.1772
AZI2	879.3742	AZI2	1744.9084
AZIN1	7438.452	AZIN1	4050.4073
AZU1	33.3471	removed	removed
B2M	10734.4586	B2M	51192.4644
B3GALNT1	719.226	B3GALNT1	181.7719
B3GALNT2	779.4648	B3GALNT2	573.8951
B3GALT2	5.7637	B3GALT2	12.7291
B3GALT4	124.331	B3GALT4	312.1181
B3GALT5	32.112	removed	removed
B3GALT6	878.5508	B3GALT6	274.9491
B3GALTL	305.4755	B3GALTL	198.5743
B3GAT1	27.9951	removed	removed
B3GAT2	17.3816	removed	removed
B3GAT3	581.3092	B3GAT3	296.8432
B3GNT1	339.6459	B3GNT1	803.4623
B3GNT2	668.5879	B3GNT2	623.7271
B3GNT3	325.6484	B3GNT3	17.3116
B3GNT4	21.408	removed	removed
B3GNT5	139.1519	B3GNT5	377.8004
B3GNT7	102.0996	B3GNT7	114.5621
B3GNT8	148.6208	B3GNT8	59.5723
B3GNT9	283.2812	B3GNT9	250.2953
B3GNTL1	37.5381	B3GNTL1	30.6365
B4GALNT1	56.9123	B4GALNT1	14.7658
B4GALNT2	46.5212	removed	removed
B4GALNT3	343.3512	B4GALNT3	9.6741
B4GALNT4	450.3911	removed	removed
B4GALT1	6885.9613	B4GALT1	2643.0754
B4GALT2	1200.0823	B4GALT2	1263.7475
B4GALT3	767.394	B4GALT3	489.8167
B4GALT4	556.6077	B4GALT4	411.4053
B4GALT5	3702.7583	B4GALT5	2007.6375
B4GALT6	113.2153	B4GALT6	186.8635
B4GALT7	473.8576	B4GALT7	375.2546
B9D1	249.7077	B9D1	41.2424
B9D2	50.2264	B9D2	38.6965
BAALC	27.5834	BAALC	281.0591
BACE1	2856.7312	BACE1	1970.4684
BACE2	425.6896	BACE2	691.9552
BACH1	478.3862	BACH1	668.0244
BACH2	61.3421	BACH2	114.053
BAD	718.4809	BAD	722.7597
BAG1	3230.1482	BAG1	1339.8625
BAG2	152.3261	BAG2	183.2994
BAG3	1116.0972	BAG3	1987.78
BAG4	3619.5965	BAG4	342.668
BAG5	1077.8098	BAG5	1796.8432
BAGE2	5.7637	BAGE2	9.6741
BAHCC1	174.9691	BAHCC1	542.2607
BAHD1	635.2408	BAHD1	609.4705
BAI1	863.3182	BAI1	5.0916
BAI2	200.0823	BAI2	92.668
removed	removed	BAI3	31.5682
BAIAP2L1	843.9687	BAIAP2L1	125.7637
BAIAP2L2	20.5846	BAIAP2L2	10.1833
BAIAP2	1018.1145	BAIAP2	278.0041
BAIAP3	1076.6447	BAIAP3	61.6548
BAK1	896.6653	BAK1	178.7169
BAMBI	173.734	BAMBI	176.1711
BANF1	2292.3014	BANF1	1230.1426
removed	removed	BANK1	626.2729
BANP	405.105	BANP	118.1263
BAP1	1592.0132	BAP1	1597.7597
BARD1	81.515	BARD1	21.8941
BARX1	5.352	removed	removed
BARX2	221.902	BARX2	16.8024
BASP1	457.3899	BASP1	372.7088
BAT1	5024.0263	BAT1	3537.5967
BAT2L1	3715.6649	BAT2L1	5918.7322
BAT2L2	6061.7538	BAT2L2	4253.5642
BAT2	5403.8699	BAT2	4020.8758
BAT3	3837.7933	BAT3	3468.4318
BAT4	246.6035	BAT4	349.2872
BAT5	773.9811	BAT5	517.8208
BATF2	58.4603	BATF2	58.554
BATF3	9.0572	BATF3	15.7841
BATF	62.5772	BATF	26.9857
BAX	356.5253	BAX	141.0387
BAZ1A	1131.3298	BAZ1A	698.5743
BAZ1B	4724.578	BAZ1B	2817.2098
BAZ2A	3944.7839	BAZ2A	2703.5692
BAZ2B	750.6793	BAZ2B	888.0703
BBC3	142.0338	BBC3	32.0774
removed	removed	BBOX1	76.3747
BBS10	398.1062	BBS10	622.7088
BBS12	97.9827	BBS12	212.3218
BBS1	1004.7015	BBS1	658.8595
BBS2	1199.259	BBS2	817.7189
BBS4	2087.6904	BBS4	404.277
BBS5	279.3989	BBS5	160.1069
BBS7	288.5961	BBS7	355.9063
BBS9	423.6311	BBS9	386.9654
BBX	1813.5035	BBX	1991.3442
BCAM	14885.9613	BCAM	1933.8086
BCAP29	1420.3376	BCAP29	2003.055
BCAP31	5727.8716	BCAP31	8643.5845
BCAR1	1287.7727	BCAR1	524.9491
BCAR3	1525.7266	BCAR3	838.5896
BCAS1	3319.473	BCAS1	25.9674
BCAS2	714.4586	BCAS2	582.0112
BCAS3	638.9461	BCAS3	726.5784
BCAS4	910.6628	BCAS4	946.5377
BCAT1	238.7814	BCAT1	826.3747
BCAT2	716.3442	BCAT2	241.8534
BCCIP	1091.832	BCCIP	815.2088
BCDIN3D	472.6883	BCDIN3D	170.3208
BCHE	7.8221	BCHE	165.9878
BCKDHA	1034.5821	BCKDHA	735.7434
BCKDHB	643.8864	BCKDHB	569.7556
BCKDK	936.5994	BCKDK	789.2057
BCL10	512.9683	BCL10	441.446
