gene_id	TCGA-BH-A1FN-01A-11R-A13Q-07	gene_id	TCGA-BH-A1FN-11A-34R-A13Q-07
SLC5A3	1136.6216	SLC5A3	918.3146
removed	removed	SLC5A4	6.9206
SLC5A5	5.3486	removed	removed
SLC5A6	1214.2534	SLC5A6	3438.673
SLC5A8	7.7797	removed	removed
SLC5A9	8.7522	SLC5A9	6.6322
SLC6A10P	12.642	removed	removed
SLC6A11	43.7609	removed	removed
SLC6A12	41.3297	SLC6A12	31.4311
SLC6A14	8.7522	SLC6A14	789.2367
removed	removed	SLC6A15	42.677
SLC6A16	31.1189	SLC6A16	38.9284
SLC6A17	34.5225	SLC6A17	6.0555
SLC6A1	59.3203	SLC6A1	10.6693
SLC6A20	16.5319	SLC6A20	23.6454
removed	removed	SLC6A2	9.8042
SLC6A6	1468.9079	SLC6A6	1096.3384
SLC6A8	2790.4874	SLC6A8	384.0933
SLC6A9	385.8545	SLC6A9	110.7296
SLC7A10	12.7393	SLC7A10	32.6883
SLC7A11	1415.4223	SLC7A11	65.169
removed	removed	SLC7A14	7.209
SLC7A1	3975.9218	SLC7A1	914.0959
SLC7A2	7895.9268	SLC7A2	4791.3619
SLC7A3	28.2015	SLC7A3	97.7535
removed	removed	SLC7A4	11.246
SLC7A5	4626.9869	SLC7A5	287.4933
SLC7A6OS	146.4435	SLC7A6OS	106.8627
SLC7A6	839.6357	SLC7A6	1010.5258
SLC7A7	296.1155	SLC7A7	759.8242
SLC7A8	860.6312	SLC7A8	1214.2769
SLC7A9	12.1558	SLC7A9	5.1904
SLC8A1	140.0349	SLC8A1	403.7017
SLC8A2	21.3942	removed	removed
removed	removed	SLC8A3	19.8967
SLC9A1	1943.9569	SLC9A1	1263.5862
SLC9A2	110.861	SLC9A2	6.9206
SLC9A3R1	5173.0258	SLC9A3R1	1359.3211
SLC9A3R2	427.3982	SLC9A3R2	686.2928
SLC9A5	78.2834	SLC9A5	10.6693
SLC9A6	128.8516	SLC9A6	501.1668
SLC9A7	123.503	SLC9A7	116.7851
SLC9A8	410.8663	SLC9A8	449.5506
SLC9A9	44.7334	SLC9A9	492.8044
removed	removed	SLCO1A2	46.4257
removed	removed	SLCO1C1	19.8967
SLCO2A1	371.4815	SLCO2A1	1006.0822
SLCO2B1	497.9019	SLCO2B1	2429.9956
SLCO3A1	173.0987	SLCO3A1	993.6828
SLCO4A1	358.0323	SLCO4A1	140.5603
SLCO4C1	19.4493	SLCO4C1	14.9946
SLCO5A1	8.7522	SLCO5A1	9.5158
SLFN11	724.9724	SLFN11	1235.3271
SLFN12L	9.7246	SLFN12L	16.7248
SLFN12	70.9899	SLFN12	149.658
SLFN13	401.6279	SLFN13	418.4079
SLFN5	1955.6264	SLFN5	921.3049
SLFNL1	20.908	SLFNL1	5.1904
SLIT1	6.321	SLIT1	8.9391
SLIT2	87.0356	SLIT2	469.7357
SLIT3	400.1692	SLIT3	2284.663
removed	removed	SLITRK2	19.6084
removed	removed	SLITRK3	23.9337
SLITRK4	16.0457	SLITRK4	68.9176
SLITRK5	12.642	SLITRK5	227.5147
SLITRK6	9218.965	SLITRK6	154.5601
SLK	5047.5778	SLK	1799.0676
SLMAP	782.8341	SLMAP	1448.1355
SLMO1	45.2196	SLMO1	27.6824
SLMO2	2208.9535	SLMO2	1567.5159
SLPI	77.7972	SLPI	2684.0393
SLTM	1162.0953	SLTM	1851.2605
SLU7	1080.4082	SLU7	1714.2902
SMAD1	1186.8931	SMAD1	2221.8009
SMAD2	4628.4456	SMAD2	2829.3719
SMAD3	911.1994	SMAD3	1704.1977
SMAD4	1926.9485	SMAD4	2767.4239
removed	removed	SMAD5OS	7.7857
SMAD5	2589.1872	SMAD5	2382.4165
SMAD6	28.2015	SMAD6	70.6478
SMAD7	603.9006	SMAD7	564.6056
SMAD9	25.2841	SMAD9	45.2723
SMAGP	120.0994	SMAGP	411.199
SMAP1	1759.5532	SMAP1	907.5213
SMAP2	1625.4747	SMAP2	1537.5266
SMARCA1	2302.3101	SMARCA1	1530.8944
SMARCA2	2472.0052	SMARCA2	5240.6242
SMARCA4	2512.8487	SMARCA4	1356.7259
SMARCA5	4103.6647	SMARCA5	2358.1944
SMARCAD1	1439.2477	SMARCAD1	1139.0154
SMARCAL1	1066.3075	SMARCAL1	726.0863
SMARCB1	923.3552	SMARCB1	1051.3545
SMARCC1	3042.3557	SMARCC1	3158.9655
SMARCC2	1837.472	SMARCC2	2828.7952
SMARCD1	1383.331	SMARCD1	1709.3882
SMARCD2	2070.3773	SMARCD2	2199.5973
SMARCD3	644.2578	SMARCD3	760.6893
SMARCE1	2505.5552	SMARCE1	2867.4352
SMC1A	2833.762	SMC1A	2102.4206
SMC1B	401.6279	SMC1B	5.7672
SMC2	1055.1242	SMC2	641.5973
SMC3	1729.5284	SMC3	1904.8951
SMC4	3463.9191	SMC4	810.8636
SMC5	869.3834	SMC5	1231.5784
SMC6	1026.4365	SMC6	618.817
SMCHD1	2420.9508	SMCHD1	1478.9899
SMCR7L	1204.3975	SMCR7L	1117.9652
SMCR7	193.5205	SMCR7	239.9141
SMCR8	1022.3521	SMCR8	967.8661
SMEK1	2031.9649	SMEK1	2064.934
SMEK2	2726.7909	SMEK2	2131.2564
SMG1	4642.5463	SMG1	2964.6119
SMG5	3612.7062	SMG5	1170.4464
SMG6	653.9825	SMG6	1257.5307
SMG7	3778.0252	SMG7	1996.593
removed	removed	SMN1	9.1525
SMN2	556.8722	SMN2	1069.3076
SMNDC1	777.9717	SMNDC1	848.6386
SMOC1	27.229	SMOC1	162.3457
SMOC2	484.7736	SMOC2	1988.8074
SMOX	260.1343	SMOX	160.6156
SMO	458.5171	SMO	682.8325
SMPD1	588.3411	SMPD1	716.2821
SMPD2	357.3808	SMPD2	149.0813
SMPD3	89.953	SMPD3	58.2484
SMPD4	3047.7043	SMPD4	1206.7796
SMPDL3A	166.2915	SMPDL3A	748.2899
SMPDL3B	403.5728	SMPDL3B	246.258
SMS	3160.5102	SMS	1318.6626
SMTNL1	23.8254	SMTNL1	5.4788
removed	removed	SMTNL2	30.2776
SMTN	794.0174	SMTN	570.9495
SMU1	2679.6264	SMU1	2212.8618
SMUG1	363.2156	SMUG1	424.1751
SMURF1	681.1337	SMURF1	1035.1458
SMURF2	601.9556	SMURF2	655.4385
removed	removed	SMYD1	62.8621
SMYD2	1348.3223	SMYD2	709.9382
SMYD3	3003.4571	SMYD3	249.1416
SMYD4	204.2176	SMYD4	304.7948
SMYD5	694.3398	SMYD5	696.097
SNAI1	311.1887	SNAI1	159.7505
SNAI2	569.8643	SNAI2	1100.6637
SNAI3	6.321	SNAI3	19.8967
SNAP23	981.7031	SNAP23	1903.7417
SNAP25	14.587	SNAP25	53.0579
SNAP29	935.0248	SNAP29	1013.5795
SNAP47	1282.9483	SNAP47	623.7594
SNAP91	9.2384	SNAP91	7.7857
SNAPC1	368.0779	SNAPC1	292.6837
SNAPC2	304.3814	SNAPC2	262.9828
SNAPC3	1318.6621	SNAPC3	447.5321
SNAPC4	176.9886	SNAPC4	173.8801
SNAPC5	28.6974	SNAPC5	72.326
SNAPIN	759.4949	SNAPIN	710.5149
SNCAIP	27.229	SNCAIP	332.7655
SNCA	6.321	SNCA	234.147
SNCG	128.8516	SNCG	263.5595
SND1	3096.8137	SND1	2679.7139
SNED1	205.6763	SNED1	794.4272
SNF8	717.1927	SNF8	446.3787
SNHG10	59.3203	SNHG10	66.0341
SNHG11	118.7525	SNHG11	105.1758
SNHG12	398.5938	SNHG12	224.6311
SNHG1	2001.167	SNHG1	891.3156
SNHG3-RCC1	177.3338	SNHG3-RCC1	277.5708
SNHG3	248.951	SNHG3	41.2352
SNHG4	30.0832	SNHG4	12.7973
SNHG5	7382.9517	SNHG5	5186.7012
SNHG6	802.7696	SNHG6	1020.2118
SNHG7	176.0647	SNHG7	424.7403
SNHG8	1019.6292	SNHG8	1101.5288
SNHG9	35.495	SNHG9	26.8173
SNIP1	703.092	SNIP1	503.762
SNN	1446.055	SNN	1172.1766
SNORA39	9.6128	removed	removed
SNORA7B	10.42	SNORA7B	5.5884
SNORA8	1051.6525	SNORA8	318.7859
SNORD116-28	52.8291	removed	removed
SNORD116-4	15.4573	SNORD116-4	13.6624
SNORD1C	68.2816	SNORD1C	16.6902
SNPH	915.0892	SNPH	83.6239
SNRK	491.5809	SNRK	1960.5483
SNRNP200	10359.6661	SNRNP200	5712.3784
SNRNP25	576.1853	SNRNP25	191.4699
SNRNP27	600.4969	SNRNP27	598.3435
SNRNP35	91.5235	SNRNP35	207.4161
SNRNP40	1375.5513	SNRNP40	902.5616
SNRNP48	279.5836	SNRNP48	497.7065
SNRNP70	1216.5533	SNRNP70	1169.293
SNRPA1	445.3888	SNRPA1	248.8532
SNRPA	1164.5264	SNRPA	1116.8118
SNRPB2	1326.928	SNRPB2	1334.8107
SNRPB	1663.4008	SNRPB	1446.4054
SNRPC	1243.2961	SNRPC	1173.9067
SNRPD1	1007.9596	SNRPD1	687.7346
SNRPD2	2421.437	SNRPD2	2427.9771
SNRPD3	1843.5645	SNRPD3	1305.2049
SNRPE	3839.7767	SNRPE	1048.4709
SNRPF	545.5527	SNRPF	700.134
SNRPG	686.5601	SNRPG	688.3113
SNRPN	1307.5614	SNRPN	1789.2432
SNTA1	413.2975	SNTA1	448.9739
SNTB1	494.9845	SNTB1	331.9004
SNTB2	757.0637	SNTB2	1427.3737
removed	removed	SNTG2	38.9284
SNUPN	371.4815	SNUPN	565.4707
SNURF	69.9348	SNURF	17.5956
SNW1	1626.9334	SNW1	1653.735
SNX10	825.1363	SNX10	209.3481
SNX11	572.7817	SNX11	632.0814
SNX12	211.0248	SNX12	164.6526
SNX13	1376.5237	SNX13	938.8947
SNX14	2394.6942	SNX14	1291.8453
SNX15	353.0047	SNX15	557.3966
SNX16	257.2169	SNX16	488.7674
SNX17	1471.8253	SNX17	1933.4426
SNX18	932.5936	SNX18	1481.2967
SNX19	748.7978	SNX19	1989.9608
SNX1	1257.3968	SNX1	3714.632
SNX20	23.2711	SNX20	75.3826
SNX21	196.6761	SNX21	372.6282
SNX22	121.1496	SNX22	82.3148
SNX24	224.6393	SNX24	227.8031
SNX25	226.098	SNX25	403.4133
SNX27	2093.6046	SNX27	1358.0841
SNX29	759.0087	SNX29	1119.6954
SNX2	1608.4566	SNX2	2217.1872
SNX30	691.9086	SNX30	803.3663
removed	removed	SNX31	16.7248
SNX32	49.5957	SNX32	8.3624
SNX33	362.7293	SNX33	998.0082
SNX3	5756.0183	SNX3	4137.6536
SNX4	1190.2967	SNX4	1024.2488
SNX5	3299.0864	SNX5	2532.0745
SNX6	1994.0388	SNX6	1982.1751
SNX7	554.3049	SNX7	656.0152
SNX8	456.5722	SNX8	290.9536
SNX9	3024.3651	SNX9	2916.1677
SOAT1	799.366	SOAT1	684.2743
removed	removed	SOAT2	5.1904
SOBP	67.5863	SOBP	233.8586
SOCS1	53.4856	SOCS1	91.1212
SOCS2	74.8798	SOCS2	882.0881
SOCS3	1846.7104	SOCS3	1403.44
SOCS4	819.7877	SOCS4	662.3591
SOCS5	1119.3068	SOCS5	1774.8455
SOCS6	854.3102	SOCS6	1263.5862
SOCS7	165.319	SOCS7	55.3648
SOD1	4275.9271	SOD1	2408.0804
SOD2	4991.1749	SOD2	16722.476
SOD3	52.0269	SOD3	1178.5205
SOHLH2	12.7247	SOHLH2	8.3624
SOLH	537.2867	SOLH	227.2264
SON	6820.8671	SON	6472.7793
SORBS1	461.9207	SORBS1	1874.3291
SORBS2	221.7219	SORBS2	2721.8142
SORBS3	891.7501	SORBS3	2104.7274
SORCS1	35.495	SORCS1	403.7017
SORCS2	110.3747	SORCS2	121.9756
SORCS3	21.8805	removed	removed
SORD	484.7736	SORD	322.3846
SORL1	1734.877	SORL1	2191.5233
SORT1	1642.979	SORT1	2114.5316
SOS1	1805.3806	SOS1	1828.4801
SOS2	1108.1235	SOS2	1736.2055
SOSTDC1	6.321	SOSTDC1	622.854
removed	removed	SOX10	2213.4385
SOX11	582.9926	SOX11	44.1188
SOX12	666.1383	SOX12	314.8873
SOX13	1642.4928	SOX13	1220.3324
removed	removed	SOX15	61.132
SOX17	31.1189	SOX17	207.9064
SOX18	81.687	SOX18	518.1799
removed	removed	SOX21	12.6878
SOX2OT	8.2659	removed	removed
SOX30	7.2935	removed	removed
SOX4	8236.7757	SOX4	5501.0118
SOX5	10.6971	SOX5	27.6824
SOX6	7.7797	SOX6	58.2484
SOX7	115.4413	SOX7	635.9368
removed	removed	SOX8	96.0233
SOX9	5029.101	SOX9	3469.8157
SP100	2797.2946	SP100	2538.13
SP110	1800.5183	SP110	710.5149
SP140L	225.1256	SP140L	376.8843
SP140	45.7058	SP140	93.1397
SP1	2212.8433	SP1	4159.2805
SP2	493.0396	SP2	787.2182
SP3	3282.0682	SP3	2831.3904
SP4	582.5063	SP4	314.8873
SP5	9.2384	SP5	9.2275
SP6	283.9597	SP6	206.4646
SPA17	46.1921	SPA17	99.4836
SPAG16	367.1054	SPAG16	454.1644
SPAG17	20.908	removed	removed
SPAG1	192.548	SPAG1	138.7004
SPAG4	216.8596	SPAG4	34.0263
SPAG5	1173.7648	SPAG5	130.9147
removed	removed	SPAG6	8.6507
SPAG7	219.2908	SPAG7	461.085
SPAG8	18.9631	SPAG8	21.3385
SPAG9	2901.3483	SPAG9	2089.1561
SPARCL1	2398.0979	SPARCL1	23102.1156
SPARC	54997.2528	SPARC	29102.2757
SPAST	752.2014	SPAST	676.777
removed	removed	SPATA12	5.7672
SPATA13	460.9483	SPATA13	229.2449
SPATA17	115.7233	SPATA17	18.1666
SPATA18	193.0342	SPATA18	476.6563
SPATA20	382.1786	SPATA20	483.2886
SPATA24	25.7703	SPATA24	25.0872
SPATA2L	138.09	SPATA2L	73.5314
SPATA2	371.9677	SPATA2	539.2301
SPATA5L1	221.7219	SPATA5L1	301.6228
SPATA5	293.1981	SPATA5	338.2443
SPATA6	170.6675	SPATA6	128.3195
SPATA7	190.6031	SPATA7	349.7786
SPATA9	8.2659	SPATA9	5.1904
removed	removed	SPATC1	5.4788
SPATS2L	2300.3652	SPATS2L	1775.4222
SPATS2	1277.8186	SPATS2	606.4176
SPC24	10.6971	removed	removed
SPC25	400.6554	SPC25	23.0687
SPCS1	1376.0375	SPCS1	2073.2848
SPCS2	881.5392	SPCS2	793.8505
SPCS3	2430.1892	SPCS3	3573.6247
SPDEF	781.8616	SPDEF	318.0592
SPDYA	20.271	SPDYA	12.1947
SPDYE1	10.2109	SPDYE1	10.3809
SPDYE3	59.9427	SPDYE3	83.4797
SPDYE5	5.3486	SPDYE5	6.6322
SPDYE6	17.9906	SPDYE6	16.7248
SPDYE8P	17.0181	SPDYE8P	9.5158
SPEF1	6.8073	removed	removed
SPEF2	204.2176	SPEF2	221.1708
SPEG	496.9294	SPEG	198.1022
SPEN	1995.0113	SPEN	2557.7383
SPESP1	19.9355	SPESP1	99.7691
SPG11	1300.6715	SPG11	1801.9512
SPG20	739.5594	SPG20	2115.1083
SPG21	1723.6936	SPG21	2251.5018
SPG7	665.1658	SPG7	769.0517
SPHAR	169.4131	SPHAR	210.0229
SPHK1	296.733	SPHK1	271.994
SPHK2	141.0949	SPHK2	95.7378
removed	removed	SPHKAP	188.5863
SPI1	249.4372	SPI1	453.0109
removed	removed	SPIB	57.96
SPIN1	3281.0958	SPIN1	3505.8605
removed	removed	SPIN2A	8.074
SPIN2B	36.025	SPIN2B	95.6859
SPIN3	188.1719	SPIN3	350.9321
SPIN4	284.4459	SPIN4	235.012
SPINK1	27.7152	removed	removed
removed	removed	SPINK2	7.4973
removed	removed	SPINK5	30.566
SPINT1	2325.6492	SPINT1	2034.368
SPINT2	6185.3615	SPINT2	2843.5014
SPIRE1	1236.9751	SPIRE1	1035.7831
SPIRE2	70.5037	SPIRE2	46.4257
SPNS1	722.4245	SPNS1	489.1566
SPNS2	217.5695	SPNS2	992.0939
removed	removed	SPNS3	19.8967
SPN	49.1095	SPN	344.8766
SPOCD1	204.7038	SPOCD1	5.4788
SPOCK1	1425.147	SPOCK1	691.4833
SPOCK2	190.1168	SPOCK2	448.5789
removed	removed	SPOCK3	47.2908
SPON1	998.7212	SPON1	717.1472
SPON2	416.7011	SPON2	925.0535
SPOPL	2471.5189	SPOPL	1012.1377
SPOP	1265.6628	SPOP	1572.9947
SPP1	15423.2896	SPP1	399.6646
SPPL2A	725.4586	SPPL2A	758.3824
SPPL2B	550.415	SPPL2B	327.8634
SPPL3	955.4465	SPPL3	1835.1124
SPRED1	1218.9845	SPRED1	1887.882
SPRED2	1199.5352	SPRED2	1199.859
SPRN	95.3015	SPRN	37.7749
SPRR1A	5.8348	removed	removed
SPRY1	247.006	SPRY1	3079.9553
SPRY2	97.2465	SPRY2	1934.0193
SPRY3	60.2928	SPRY3	72.3779
SPRY4	815.4116	SPRY4	715.1286
SPRYD3	493.5258	SPRYD3	1422.1833
SPRYD4	43.7609	SPRYD4	329.0168
SPR	229.9879	SPR	413.2175
SPSB1	557.7085	SPSB1	563.7405
SPSB2	72.4486	SPSB2	44.4072
SPSB3	405.0315	SPSB3	401.3948
SPSB4	5.3486	SPSB4	6.3439
SPTAN1	4548.2172	SPTAN1	5424.8852
SPTBN1	3709.9527	SPTBN1	10586.4992
SPTBN2	641.3404	SPTBN2	354.104
removed	removed	SPTBN4	11.5343
SPTBN5	17.9906	SPTBN5	39.2802
SPTB	301.9503	SPTB	69.7827
SPTLC1	1838.4444	SPTLC1	2016.2014
SPTLC2	2131.1563	SPTLC2	1632.3965
SPTLC3	227.5567	SPTLC3	374.5775
SPTY2D1	2177.3338	SPTY2D1	981.8572
SQLE	3257.2704	SQLE	449.2623
SQRDL	1439.2477	SQRDL	1412.0907
SQSTM1	7446.5606	SQSTM1	6993.3757
SR140	4558.4281	SR140	2174.2218
SRA1	516.865	SRA1	481.5584
SRBD1	311.1887	SRBD1	509.5292
SRCAP	3565.5417	SRCAP	2908.3821
SRCIN1	318.4822	SRCIN1	99.4836
SRCRB4D	32.14	SRCRB4D	10.1041
SRC	1167.9301	SRC	583.9256
SRD5A1	291.7394	SRD5A1	273.6521
SRD5A3	780.8551	SRD5A3	506.9138
SREBF1	2827.9272	SREBF1	1065.7724
SREBF2	2299.3927	SREBF2	2462.5801
SRFBP1	347.6561	SRFBP1	244.5279
SRF	1026.9227	SRF	1434.5827
SRGAP1	229.0154	SRGAP1	467.7172
SRGAP2	1544.7601	SRGAP2	977.5347
SRGAP3	123.503	SRGAP3	458.4897
SRGN	1549.1362	SRGN	2744.0178
SRI	1227.2504	SRI	1840.5912
removed	removed	SRL	58.2484
SRMS	24.3116	removed	removed
SRM	1463.5593	SRM	760.4009
SRP14	2731.167	SRP14	4737.7273
SRP19	818.2269	SRP19	658.6912
SRP54	2701.5068	SRP54	1201.0124
SRP68	2339.2637	SRP68	2077.3334
SRP72	4521.4745	SRP72	2713.1635
SRP9	8154.6024	SRP9	4620.0771
SRPK1	1679.9327	SRPK1	1137.5736
SRPK2	1067.28	SRPK2	875.4559
SRPK3	46.0462	SRPK3	8.4922
SRPRB	2578.0038	SRPRB	1224.9462
SRPR	1678.9602	SRPR	3494.3262
SRPX2	388.0134	SRPX2	219.729
SRPX	277.6387	SRPX	2359.3478
SRRD	434.2055	SRRD	254.6204
SRRM1	2150.1194	SRRM1	2259.8642
SRRM2	13213.8498	SRRM2	9439.9865
SRRM3	64.1827	SRRM3	40.3702
SRRM5	33.5598	SRRM5	12.3216
SRRT	1280.2497	SRRT	953.601
SRR	232.6476	SRR	300.3858
SRXN1	1163.0677	SRXN1	577.8701
SS18L1	703.5782	SS18L1	491.0742
SS18L2	149.2733	SS18L2	466.5638
SS18	2349.9609	SS18	2347.2368
SSBP1	888.3465	SSBP1	1071.5395
SSBP2	143.9248	SSBP2	788.9484
SSBP3	1598.2457	SSBP3	762.7078
SSBP4	444.9026	SSBP4	337.956
SSB	3961.8599	SSB	2414.7847
SSC5D	1264.6903	SSC5D	353.2389
SSFA2	2056.2765	SSFA2	4129.8679
SSH1	1094.509	SSH1	1397.9612
SSH2	1432.9267	SSH2	703.306
SSH3	481.37	SSH3	603.534
SSNA1	263.0517	SSNA1	279.4192
SSPN	477.4801	SSPN	2401.7365
SSPO	9.2384	SSPO	8.9391
SSR1	3769.7593	SSR1	4326.5283
SSR2	9670.1886	SSR2	6994.7079
SSR3	6208.7006	SSR3	4562.6938
SSR4	2087.8816	SSR4	2950.194
SSRP1	4616.2898	SSRP1	3255.2771
SSSCA1	324.317	SSSCA1	199.544
SSTR1	8.2659	SSTR1	65.7457
SSTR2	1348.3223	SSTR2	67.4758
SSU72	1834.5546	SSU72	2265.0546
SSX2IP	905.3646	SSX2IP	393.8975
ST13	5512.9022	ST13	6625.0325
ST14	804.2283	ST14	1329.6202
removed	removed	ST18	6.9206
ST20	59.0821	ST20	37.9653
ST3GAL1	5014.0278	ST3GAL1	1370.8555
ST3GAL2	494.4983	ST3GAL2	376.0193
ST3GAL3	281.5285	ST3GAL3	213.3852
ST3GAL4	248.4647	ST3GAL4	310.2736
ST3GAL5	140.0349	ST3GAL5	446.9554
ST3GAL6	42.3022	ST3GAL6	221.4592
ST5	1261.7729	ST5	1967.4689
ST6GAL1	7049.3963	ST6GAL1	3233.3619
ST6GAL2	179.4197	ST6GAL2	198.6789
removed	removed	ST6GALNAC1	132.9332
ST6GALNAC2	261.593	ST6GALNAC2	907.1753
ST6GALNAC3	88.4943	ST6GALNAC3	189.4514
ST6GALNAC4	139.5487	ST6GALNAC4	299.8927
ST6GALNAC5	216.3734	ST6GALNAC5	161.4807
ST6GALNAC6	414.2699	ST6GALNAC6	1090.8595
ST7L	267.4278	ST7L	421.2915
ST7OT1	11.5577	ST7OT1	77.2108
ST7	311.7527	ST7	600.4024
ST8SIA1	91.8979	ST8SIA1	366.2151
ST8SIA2	48.6232	ST8SIA2	150.8114
ST8SIA4	218.8045	ST8SIA4	454.7411
ST8SIA5	28.2015	removed	removed
ST8SIA6	142.4661	ST8SIA6	13.8412
STAB1	433.2816	STAB1	2642.8098
removed	removed	STAB2	684.2743
STAC2	47.1645	STAC2	4273.182
STAC3	18.4768	STAC3	38.9284
STAC	58.3479	STAC	211.9434
STAG1	1610.4987	STAG1	1101.9383
STAG2	3128.9051	STAG2	3358.5094
STAG3L1	24.3116	STAG3L1	64.5923
STAG3L2	44.7334	STAG3L2	32.5845
STAG3L3	98.4183	STAG3L3	99.6768
STAG3L4	89.4667	STAG3L4	113.0365
STAG3	16.7604	STAG3	33.9311
STAM2	1612.8326	STAM2	970.3258
STAMBPL1	153.1632	STAMBPL1	179.0705
STAMBP	851.3928	STAMBP	765.0146
STAM	676.8354	STAM	649.3829
STAP1	6.321	STAP1	37.4866
STAP2	531.4519	STAP2	585.079
STARD10	492.5534	STARD10	644.7692
STARD13	273.2626	STARD13	878.9162
STARD3NL	972.9509	STARD3NL	778.5675
STARD3	573.7542	STARD3	596.325
STARD4	63.6964	STARD4	57.3833
STARD5	36.4674	STARD5	113.9015
STARD7	3966.1874	STARD7	5114.5539
STARD8	115.7233	STARD8	485.0187
removed	removed	STAR	12.6878
STAT1	12202.4866	STAT1	4373.8191
STAT2	2606.6915	STAT2	2363.0965
STAT3	9854.4707	STAT3	7726.5613
STAT4	22.8529	STAT4	194.6419
STAT5A	379.7475	STAT5A	2164.1292
STAT5B	1847.6829	STAT5B	3028.6275
STAT6	1021.0879	STAT6	2981.9134
STAU1	4582.7397	STAU1	2593.7831
STAU2	846.0443	STAU2	697.5388
STBD1	760.127	STBD1	470.572
STC1	1481.0637	STC1	621.7005
STC2	1684.3088	STC2	1185.1527
STEAP1	308.2713	STEAP1	307.39
STEAP2	848.9617	STEAP2	771.6469
STEAP3	1997.4424	STEAP3	1276.5623
STEAP4	74.3935	STEAP4	2667.0262
STIL	1058.5278	STIL	96.8884
STIM1	954.4741	STIM1	1387.2919
STIM2	529.0208	STIM2	1038.09
STIP1	5329.1064	STIP1	1845.7816
removed	removed	STK10	728.6815
STK11IP	389.9583	STK11IP	248.8532
STK11	573.7542	STK11	358.7178
STK16	604.873	STK16	519.9101
STK17A	745.8804	STK17A	957.9264
STK17B	647.1752	STK17B	1705.9279
STK19	462.6355	STK19	212.546
STK24	5083.559	STK24	2926.5486
STK25	1229.1953	STK25	1044.4339
removed	removed	STK32A	8.9391
STK32B	122.5305	STK32B	308.8318
STK32C	60.2928	STK32C	41.812
STK33	20.4218	STK33	17.8782
STK35	1990.6352	STK35	951.2941
STK36	957.3915	STK36	448.6856
STK38L	2124.3491	STK38L	1188.3247
STK38	1741.6842	STK38	1873.7524
STK39	1498.568	STK39	506.0689
STK3	918.9791	STK3	684.5627
STK40	1696.4646	STK40	1201.8775
STK4	1227.7366	STK4	1132.6715
STL	27.7882	removed	removed
STMN1	11143.9588	STMN1	3590.6379
STMN2	8.2659	STMN2	165.5177
STMN3	275.6937	STMN3	500.3017
STOML1	68.0725	STOML1	92.2747
STOML2	1543.3014	STOML2	1042.9921
STOM	4963.9459	STOM	10752.0169
removed	removed	STON1-GTF2A1L	10.6029
STON1	564.9388	STON1	691.9331
STON2	94.3291	STON2	727.2397
STOX1	59.8066	STOX1	129.4729
STOX2	5.8348	STOX2	46.1373
STRA13	385.5822	STRA13	141.8723
STRA6	67.1001	STRA6	39.2167
STRADA	366.6192	STRADA	656.3035
STRADB	520.2686	STRADB	367.3685
STRAP	4291.9728	STRAP	2278.3191
STRBP	1075.0597	STRBP	570.6611
STRC	37.4399	STRC	18.4549
STRN3	953.0154	STRN3	819.226
STRN4	1312.3411	STRN4	996.8547
STRN	506.6541	STRN	223.4777
STS	217.3459	STS	721.4725
STT3A	2316.8971	STT3A	3974.1544
STT3B	2719.0112	STT3B	1405.7468
STUB1	1118.4851	STUB1	562.4977
STX10	163.8603	STX10	127.7427
STX11	56.8892	STX11	191.4699
STX12	1668.7494	STX12	1907.7787
STX16	1590.9522	STX16	1658.3487
STX17	890.2914	STX17	1155.4518
STX18	535.3418	STX18	520.1984
removed	removed	STX19	76.9917
STX1A	193.0196	STX1A	36.8868
STX1B	20.908	STX1B	42.3887
STX2	260.1343	STX2	507.2223
STX3	1226.2779	STX3	943.7968
STX4	400.1692	STX4	379.7679
STX5	1068.7387	STX5	1008.9658
STX6	1755.8676	STX6	1415.7067
STX7	2078.6432	STX7	2316.6708
STX8	357.3808	STX8	486.7489
STXBP1	638.4231	STXBP1	1028.2858
STXBP2	887.8602	STXBP2	411.7757
STXBP3	724.4862	STXBP3	1406.0352
STXBP4	268.4002	STXBP4	167.8245
STXBP5	585.8759	STXBP5	314.2385
removed	removed	STXBP6	57.96
STYK1	160.9429	STYK1	135.5284
STYXL1	547.4976	STYXL1	561.1453
STYX	881.053	STYX	648.2295
SUB1	3075.4195	SUB1	3135.8968
SUCLA2	589.863	SUCLA2	1179.2356
SUCLG1	1362.9092	SUCLG1	1788.6867
SUCLG2	1047.3444	SUCLG2	1263.0095
SUDS3	1293.8642	SUDS3	1558.8651
SUFU	1981.883	SUFU	696.097
SUGT1L1	17.4217	SUGT1L1	54.987
removed	removed	SUGT1P1	7.7857
SUGT1	687.0463	SUGT1	725.7979
SULF1	5219.2178	SULF1	1694.3935
SULF2	2457.4182	SULF2	4321.3379
SULT1A1	410.3801	SULT1A1	405.4318
SULT1A2	14.587	SULT1A2	11.8227
SULT1A3	381.2791	SULT1A3	742.7274
removed	removed	SULT1C2	7.209
SULT1C4	24.3116	SULT1C4	113.3248
SULT2B1	137.6037	SULT2B1	49.886
SULT4A1	69.045	removed	removed
SUMF1	765.3297	SUMF1	1104.4124
SUMF2	1716.4001	SUMF2	2534.3813
SUMO1P3	269.3727	SUMO1P3	173.8801
SUMO1	3554.3583	SUMO1	2386.4535
