gene_id	TCGA-E9-A1RH-01A-21R-A169-07	gene_id	TCGA-E9-A1RH-11A-34R-A169-07
TNS3	4132.2655	TNS3	4860.5528
TNS4	306.3992	TNS4	349.665
TNXB	41.4051	TNXB	19482.1608
TOB1	3754.7411	TOB1	1290.5821
TOB2	1620.1729	TOB2	2248.7437
TOE1	123.581	TOE1	170.2638
TOLLIP	383.4747	TOLLIP	1334.5896
TOM1L1	723.711	TOM1L1	435.4355
TOM1L2	1784.4739	TOM1L2	1807.7889
TOM1	1184.68	TOM1	1185.0921
TOMM20	5114.2653	TOMM20	5792.2948
TOMM22	1829.8311	TOMM22	1198.0737
TOMM34	1610.6574	TOMM34	364.7404
TOMM40L	353.0981	TOMM40L	380.9966
TOMM40	689.2396	TOMM40	342.1273
TOMM5	757.7512	TOMM5	796.0343
TOMM6	1655.0852	TOMM6	1445.0754
TOMM70A	8008.1421	TOMM70A	3007.0729
TOMM7	1114.5825	TOMM7	3179.6482
TOP1MT	367.6156	TOP1MT	192.6298
TOP1P1	157.0058	TOP1P1	74.1206
TOP1P2	7.2952	removed	removed
TOP1	5667.116	TOP1	1915.4104
TOP2A	7331.3774	TOP2A	168.7605
TOP2B	5561.1768	TOP2B	4012.9816
TOP3A	610.2609	TOP3A	358.8777
TOP3B	144.0013	TOP3B	185.5109
TOPBP1	2594.2431	TOPBP1	661.2228
TOPORS	472.9205	TOPORS	627.7219
TOR1AIP1	2026.802	TOR1AIP1	3263.4003
TOR1AIP2	1212.5922	TOR1AIP2	566.5829
TOR1A	1168.8209	TOR1A	816.1642
TOR1B	651.8119	TOR1B	416.6667
TOR2A	125.9218	TOR2A	104.6901
TOR3A	870.6685	TOR3A	668.3417
TOX2	820.5535	TOX2	118.0905
removed	removed	TOX3	13.8191
TOX4	2657.6608	TOX4	1942.9481
TOX	27.9121	TOX	36.8509
removed	removed	TP53AIP1	26.3819
TP53BP1	1291.888	TP53BP1	1041.876
TP53BP2	1398.1445	TP53BP2	662.4791
TP53I11	1468.8764	TP53I11	1495.3936
TP53I13	174.4509	TP53I13	394.8911
TP53I3	716.5142	TP53I3	311.5578
TP53INP1	563.6349	TP53INP1	1279.3132
TP53INP2	616.6046	TP53INP2	778.8945
TP53RK	1105.067	TP53RK	325.3769
TP53TG1	466.5768	TP53TG1	220.268
TP53TG3B	21.5685	removed	removed
removed	removed	TP53	735.3434
TP63	836.4127	TP63	378.1407
TP73	46.9431	TP73	10.469
TPBG	1787.0113	TPBG	406.6164
TPCN1	428.832	TPCN1	2067.4204
TPCN2	189.3585	TPCN2	263.7353
TPD52L1	175.0852	TPD52L1	444.7236
TPD52L2	2197.1295	TPD52L2	2890.2848
TPD52	6689.4362	TPD52	630.4271
TPI1P2	65.3398	TPI1P2	11.3065
TPI1	10035.6831	TPI1	4146.9849
TPK1	26.009	TPK1	110.134
TPM1	8971.0729	TPM1	5694.0704
TPM2	826.58	TPM2	2220.6868
TPM3	9950.9952	TPM3	4582.0771
TPM4	33153.2789	TPM4	9087.1022
TPMT	692.0942	TPMT	360.5528
removed	removed	TPO	139.866
TPP1	3849.6551	TPP1	5067.4204
TPP2	1315.3596	TPP2	1078.3082
TPPP3	39.9651	TPPP3	1274.2881
TPPP	43.4541	TPPP	536.0134
TPRA1	645.7854	TPRA1	569.5142
TPRG1L	1170.4068	TPRG1L	2303.6013
TPRG1	110.0626	TPRG1	216.4992
TPRKB	720.9579	TPRKB	273.8693
TPRN	547.1414	TPRN	89.196
TPRXL	61.2164	TPRXL	6.7002
TPR	4208.3546	TPR	4006.4028
TPSAB1	103.719	TPSAB1	778.057
TPSB2	120.8469	TPSB2	767.1692
removed	removed	TPSD1	23.0318
TPST1	473.872	TPST1	550.67
TPST2	477.361	TPST2	894.4724
TPT1	34786.4563	TPT1	74180.067
removed	removed	TPTE2P1	12.1441
TPTE	117.1358	removed	removed
TPX2	2741.4162	TPX2	95.4774
TRA2A	1281.7382	TRA2A	931.742
TRA2B	3526.4452	TRA2B	1999.1625
TRABD	190.9444	TRABD	199.7487
TRADD	220.7597	TRADD	276.8007
TRAF1	76.4412	TRAF1	190.9548
TRAF2	399.0167	TRAF2	139.4472
TRAF3IP1	606.7719	TRAF3IP1	525.1256
TRAF3IP2	874.1575	TRAF3IP2	559.8827
TRAF3IP3	11.7358	TRAF3IP3	36.0134
TRAF3	405.0432	TRAF3	237.4372
TRAF4	1539.6083	TRAF4	192.2111
TRAF5	245.8171	TRAF5	300.67
TRAF6	105.6221	TRAF6	299.8325
TRAF7	2688.9033	TRAF7	1021.1265
TRAFD1	2291.6501	TRAFD1	644.4724
TRAIP	193.1647	TRAIP	24.7069
TRAK1	481.4844	TRAK1	1515.9129
TRAK2	2382.0474	TRAK2	2881.9095
TRAM1L1	21.2513	TRAM1L1	72.0268
TRAM1	10462.2948	TRAM1	5936.7672
TRAM2	1432.0831	TRAM2	1788.1072
TRANK1	423.1227	TRANK1	692.6298
TRAP1	1937.3246	TRAP1	1523.8693
TRAPPC10	1431.7659	TRAPPC10	1341.7085
TRAPPC1	655.3009	TRAPPC1	941.3735
TRAPPC2L	482.1188	TRAPPC2L	550.67
TRAPPC2P1	70.9983	TRAPPC2P1	80.5737
TRAPPC2	208.0723	TRAPPC2	227.8057
TRAPPC3	723.4954	TRAPPC3	1254.6064
TRAPPC4	492.2687	TRAPPC4	656.6164
TRAPPC5	300.0555	TRAPPC5	306.1139
TRAPPC6A	233.447	TRAPPC6A	179.2295
TRAPPC6B	462.1362	TRAPPC6B	790.201
TRAPPC9	486.8765	TRAPPC9	768.4255
removed	removed	TRAT1	8.794
TRDMT1	39.0136	TRDMT1	196.8174
removed	removed	TRDN	155.3601
removed	removed	TREH	5.0251
TREM1	213.1473	removed	removed
TREM2	72.0006	TREM2	86.2647
TRERF1	243.2797	TRERF1	295.2261
TREX1	155.7212	TREX1	204.0369
TREX2	278.4966	removed	removed
removed	removed	TRHDE	283.4631
TRIAP1	779.3196	TRIAP1	438.4422
TRIB1	3229.8787	TRIB1	1387.3534
TRIB2	973.4359	TRIB2	1121.8593
TRIB3	1149.4727	TRIB3	115.9966
TRIL	760.2886	TRIL	658.7102
TRIM11	418.3649	TRIM11	203.0988
TRIM13	676.603	TRIM13	821.5075
TRIM14	841.1704	TRIM14	507.7178
TRIM16L	387.5823	TRIM16L	139.6859
TRIM16	1286.4959	TRIM16	443.9615
removed	removed	TRIM17	6.2814
TRIM21	406.6291	TRIM21	419.598
TRIM22	450.4004	TRIM22	1672.1106
TRIM23	415.1931	TRIM23	641.9598
TRIM24	3413.2107	TRIM24	549.8325
TRIM25	1799.0643	TRIM25	1922.5293
TRIM26	1596.3841	TRIM26	803.1826
TRIM27	1210.6891	TRIM27	825.3769
TRIM28	1672.5081	TRIM28	2508.794
TRIM29	1170.0896	TRIM29	1177.1357
TRIM2	1727.0637	TRIM2	1527.2194
TRIM32	425.343	TRIM32	468.1742
TRIM33	2906.0344	TRIM33	1179.2295
TRIM34	285.1479	TRIM34	255.0251
TRIM35	234.7157	TRIM35	500.4188
TRIM36	71.6835	TRIM36	28.8945
TRIM37	2114.8204	TRIM37	544.7739
TRIM38	788.518	TRIM38	484.0871
TRIM39	442.788	TRIM39	391.0469
TRIM3	108.7939	TRIM3	188.0235
TRIM41	483.8157	TRIM41	531.6541
TRIM43	5.7093	removed	removed
TRIM44	862.1045	TRIM44	1690.536
TRIM45	272.4606	TRIM45	90.871
TRIM46	38.062	TRIM46	8.3752
TRIM47	1311.2362	TRIM47	512.1441
TRIM4	894.14	TRIM4	1187.1859
removed	removed	TRIM50	7.9564
TRIM52	104.3533	TRIM52	188.0235
TRIM54	287.6854	removed	removed
removed	removed	TRIM55	15.4941
TRIM56	259.1388	TRIM56	397.4037
TRIM58	8.2468	TRIM58	33.0821
TRIM59	874.4937	TRIM59	40.7538
TRIM5	689.7915	TRIM5	426.6625
removed	removed	TRIM61	11.3065
TRIM62	244.2312	TRIM62	112.2278
removed	removed	TRIM63	5.4439
TRIM65	924.2725	TRIM65	377.3032
TRIM66	147.8075	TRIM66	367.6717
TRIM68	172.2306	TRIM68	391.9598
TRIM69	12.3702	TRIM69	14.6482
TRIM6	278.1699	TRIM6	187.6047
TRIM78P	5.4746	TRIM78P	10.1047
TRIM7	50.4322	TRIM7	54.0201
TRIM8	998.8106	TRIM8	3558.6265
TRIM9	34.2558	TRIM9	63.2328
TRIOBP	753.5643	TRIOBP	1737.0184
TRIO	5851.0824	TRIO	2860.5528
TRIP10	941.0832	TRIP10	1690.1173
TRIP11	3907.0653	TRIP11	1341.7085
TRIP12	5983.0307	TRIP12	5053.1826
TRIP13	925.224	TRIP13	40.201
TRIP4	490.9999	TRIP4	568.6767
TRIP6	112.6001	TRIP6	773.4506
TRIT1	381.8888	TRIT1	286.4322
TRMT112	1529.1412	TRMT112	1427.9732
TRMT11	172.865	TRMT11	203.0988
TRMT12	519.5464	TRMT12	242.4623
TRMT1	685.4334	TRMT1	317.0017
TRMT2A	384.4263	TRMT2A	307.3702
TRMT2B	659.1071	TRMT2B	443.8861
TRMT5	360.9547	TRMT5	675.8794
TRMT61A	190.6272	TRMT61A	175.8794
TRMT61B	489.2491	TRMT61B	196.2479
TRMT6	291.4916	TRMT6	228.6432
TRMU	202.9974	TRMU	172.9481
TRNAU1AP	321.624	TRNAU1AP	299.4137
TRNP1	237.8876	TRNP1	149.4975
TRNT1	1501.1054	TRNT1	348.2328
TROAP	221.7112	TROAP	5.8626
TROVE2	1318.3633	TROVE2	1415.0461
TRO	72.635	TRO	418.3417
TRPA1	58.108	TRPA1	7.9564
TRPC1	113.2345	TRPC1	271.3568
removed	removed	TRPC3	7.1189
TRPC4AP	2238.0462	TRPC4AP	2530.5695
TRPC4	5.0749	removed	removed
TRPC6	45.9916	TRPC6	124.7906
TRPM2	333.6769	TRPM2	198.4925
removed	removed	TRPM3	7.5377
TRPM4	484.9734	TRPM4	380.6533
removed	removed	TRPM6	42.7136
TRPM7	1039.7272	TRPM7	1617.6717
TRPS1	305.1304	TRPS1	1707.7052
TRPT1	213.7816	TRPT1	278.8945
TRPV1	47.8947	TRPV1	179.3384
TRPV2	121.1641	TRPV2	323.2831
removed	removed	TRPV3	12.6298
TRPV4	416.1446	TRPV4	34.3384
TRPV6	1665.8473	TRPV6	37.2697
TRRAP	2118.5378	TRRAP	1621.4447
TRUB1	617.2389	TRUB1	477.8057
TRUB2	523.987	TRUB2	448.9112
TSC1	826.58	TSC1	1242.0436
TSC22D1	9704.8608	TSC22D1	4329.1457
TSC22D2	1196.4158	TSC22D2	417.9229
TSC22D3	4896.0431	TSC22D3	6399.0787
TSC22D4	416.4618	TSC22D4	652.8476
TSC2	1507.8899	TSC2	1556.9514
TSEN15	804.6943	TSEN15	484.0871
TSEN2	50.115	TSEN2	133.1658
TSEN34	802.7912	TSEN34	436.3484
TSEN54	904.6071	TSEN54	130.2345
TSFM	857.3468	TSFM	458.9615
TSG101	873.8403	TSG101	1185.0921
TSGA10	113.8688	TSGA10	124.3719
TSGA14	116.7235	TSGA14	181.3233
TSHR	6.6609	TSHR	18.8442
TSHZ1	192.8475	TSHZ1	1002.9313
TSHZ2	77.0756	TSHZ2	558.6265
TSHZ3	364.7609	TSHZ3	353.4338
TSIX	47.2984	TSIX	34.3719
removed	removed	TSKS	6.2814
TSKU	2614.2257	TSKU	1540.6198
removed	removed	TSLP	209.799
TSNARE1	96.7409	TSNARE1	125.2094
TSNAX-DISC1	7.6505	removed	removed
removed	removed	TSNAXIP1	9.2127
TSNAX	1204.7958	TSNAX	1066.5829
TSN	4934.4223	TSN	2069.0955
TSPAN10	10.1499	TSPAN10	10.8878
TSPAN11	61.8508	TSPAN11	167.9229
TSPAN12	33.9386	TSPAN12	469.8492
TSPAN13	3597.4943	TSPAN13	1716.9179
TSPAN14	4916.0257	TSPAN14	3139.0285
TSPAN15	2117.1993	TSPAN15	1615.5779
TSPAN17	689.2396	TSPAN17	417.5042
TSPAN18	748.87	TSPAN18	1183.8358
TSPAN1	604.2344	TSPAN1	111.3903
TSPAN2	20.2997	TSPAN2	338.3585
TSPAN31	659.4243	TSPAN31	1281.8258
removed	removed	TSPAN32	7.5377
TSPAN33	79.2959	TSPAN33	180.067
TSPAN3	1162.4772	TSPAN3	13082.0771
TSPAN4	186.1867	TSPAN4	1891.541
TSPAN5	253.1124	TSPAN5	42.2948
TSPAN6	94.2035	TSPAN6	1306.5327
TSPAN7	27.2778	TSPAN7	2251.2563
removed	removed	TSPAN8	23.4506
TSPAN9	987.7091	TSPAN9	1400.335
TSPO	1339.4655	TSPO	1771.3568
TSPYL1	2561.4178	TSPYL1	2779.5687
TSPYL2	295.2978	TSPYL2	724.4556
removed	removed	TSPYL3	16.3317
TSPYL4	1581.7937	TSPYL4	703.9363
TSPYL5	2134.9615	TSPYL5	516.7504
TSR1	1540.8929	TSR1	1058.036
TSR2	968.9953	TSR2	791.0385
TSSC1	740.6233	TSSC1	187.1859
TSSC4	151.2965	TSSC4	260.8878
removed	removed	TSSK3	32.8266
removed	removed	TSSK4	18.4255
TSSK6	10.4671	TSSK6	10.8878
TSTA3	810.7208	TSTA3	522.6131
TSTD1	388.5497	TSTD1	238.6935
TSTD2	460.8167	TSTD2	653.0402
TST	408.8494	TST	1287.6884
TTBK2	221.0768	TTBK2	268.0067
TTC12	365.3953	TTC12	296.9012
TTC13	254.0639	TTC13	292.2948
TTC14	790.7382	TTC14	994.5561
TTC15	389.5012	TTC15	675.8794
TTC16	8.2468	removed	removed
TTC17	597.2564	TTC17	1347.1524
TTC18	90.8255	TTC18	106.5159
TTC19	847.4157	TTC19	864.2337
TTC1	894.14	TTC1	1079.5645
TTC21A	72.9522	TTC21A	35.1759
TTC21B	369.8327	TTC21B	628.974
TTC22	56.4586	TTC22	10.469
TTC23L	7.6124	TTC23L	5.4439
TTC23	298.1524	TTC23	538.526
TTC25	10.1499	TTC25	15.4941
TTC26	310.8397	TTC26	78.727
TTC27	858.2983	TTC27	334.1709
TTC28	335.0218	TTC28	1614.0494
TTC30A	313.06	TTC30A	294.3886
TTC30B	244.5484	TTC30B	190.536
TTC31	599.1595	TTC31	399.9162
TTC32	129.728	TTC32	60.7203
TTC33	363.175	TTC33	616.4154
TTC35	535.4056	TTC35	928.392
removed	removed	TTC36	65.7454
TTC37	1508.8415	TTC37	2603.4338
TTC38	412.6556	TTC38	1250.4188
TTC39A	1627.1509	TTC39A	281.8258
TTC39B	161.1292	TTC39B	58.6265
TTC39C	185.2351	TTC39C	799.8325
TTC3	8803.1084	TTC3	10347.9899
TTC4	601.6589	TTC4	531.8258
TTC5	248.6718	TTC5	157.0352
TTC7A	1618.8121	TTC7A	712.6591
TTC7B	441.5193	TTC7B	1083.3333
TTC8	1067.3222	TTC8	375.2094
TTC9C	386.6466	TTC9C	246.6499
TTC9	235.9845	TTC9	129.8157
TTF1	349.8533	TTF1	361.809
TTF2	900.8009	TTF2	289.7822
TTK	616.2874	TTK	14.2379
removed	removed	TTLL10	10.0503
TTLL11	21.8857	TTLL11	100.5025
TTLL12	3433.5104	TTLL12	758.3752
TTLL13	6.3659	removed	removed
TTLL1	268.3372	TTLL1	169.1792
TTLL3	105.1558	TTLL3	661.16
TTLL4	538.2602	TTLL4	214.8241
TTLL5	1067.005	TTLL5	475.7119
TTLL7	415.8275	TTLL7	295.2261
removed	removed	TTLL9	8.794
TTL	1394.6555	TTL	878.9782
removed	removed	TTN	300.5779
TTPAL	3574.657	TTPAL	704.3551
TTPA	39.9651	TTPA	28.8945
TTYH1	22.52	TTYH1	65.3266
TTYH2	53.2297	TTYH2	209.9581
TTYH3	3830.3069	TTYH3	668.7605
TUBA1A	2012.8364	TUBA1A	5076.6332
TUBA1B	19143.8649	TUBA1B	9000.9841
TUBA1C	4894.7744	TUBA1C	984.9246
TUBA3D	37.1105	removed	removed
TUBA3E	18.3966	removed	removed
TUBA4A	1650.3053	TUBA4A	349.665
TUBA8	13.6389	TUBA8	128.1407
TUBB1	10.4671	TUBB1	20.1005
TUBB2A	214.416	TUBB2A	941.7923
TUBB2B	19.9826	TUBB2B	139.866
TUBB2C	3812.5446	TUBB2C	2546.4824
TUBB3	768.4498	TUBB3	48.995
TUBB4Q	6.3437	removed	removed
TUBB4	23.4716	TUBB4	28.4757
TUBB6	936.9535	TUBB6	3876.6248
TUBB8	8.564	removed	removed
TUBBP5	205.5349	removed	removed
TUBB	20661.0102	TUBB	13394.8911
TUBD1	602.3313	TUBD1	186.3484
TUBE1	131.9483	TUBE1	244.5561
TUBG1	1491.0792	TUBG1	574.5394
TUBG2	257.5529	TUBG2	527.6382
TUBGCP2	995.2867	TUBGCP2	1227.6884
TUBGCP3	612.7984	TUBGCP3	576.2144
TUBGCP4	281.3417	TUBGCP4	272.1943
TUBGCP5	419.3165	TUBGCP5	413.3166
TUBGCP6	221.0768	TUBGCP6	711.8928
TUB	238.8391	TUB	738.6935
TUFM	3524.8592	TUFM	3034.7571
TUFT1	1615.4151	TUFT1	311.9765
TUG1	7236.2223	TUG1	4102.1776
TULP3	657.8384	TULP3	775.1256
TULP4	1327.0954	TULP4	1114.3216
TUSC1	114.8204	TUSC1	325.3769
TUSC2	131.9483	TUSC2	474.4556
TUSC3	115.7719	TUSC3	471.943
removed	removed	TUSC5	13626.4657
TUT1	521.1323	TUT1	393.6348
TWF1	3530.5686	TWF1	1840.4523
TWF2	870.5606	TWF2	1077.4832
TWIST1	159.8604	TWIST1	845.8961
TWIST2	55.1899	TWIST2	183.8358
TWISTNB	817.3817	TWISTNB	466.0804
TWSG1	2154.3097	TWSG1	1390.7035
removed	removed	TXK	13.4003
TXLNA	1774.6412	TXLNA	1602.1776
TXLNB	125.9218	TXLNB	100.9213
TXLNG	340.655	TXLNG	434.2546
TXN2	1108.556	TXN2	1698.9112
TXNDC11	1520.2601	TXNDC11	877.7219
TXNDC12	1125.3667	TXNDC12	1332.9146
TXNDC15	806.2802	TXNDC15	1448.4925
TXNDC16	380.9373	TXNDC16	631.9095
TXNDC17	513.2376	TXNDC17	365.3434
TXNDC2	6.6609	removed	removed
TXNDC5	3588.1976	TXNDC5	6473.2621
TXNDC9	2026.1676	TXNDC9	500.8375
TXNIP	1970.6605	TXNIP	74117.2529
TXNL1	982.6342	TXNL1	1240.7873
TXNL4A	321.9412	TXNL4A	629.397
TXNL4B	337.4831	TXNL4B	211.8928
TXNRD1	2612.3226	TXNRD1	1707.2864
TXNRD2	152.8824	TXNRD2	256.2814
TXNRD3IT1	718.7376	TXNRD3IT1	301.0888
TXN	2655.7767	TXN	1160.3853
TYK2	860.5186	TYK2	878.9782
TYMP	693.3629	TYMP	323.7018
TYMS	2170.9777	TYMS	102.902
TYRO3	213.7816	TYRO3	2510.0503
TYROBP	307.6679	TYROBP	690.536
TYRP1	6.6609	removed	removed
TYSND1	603.9172	TYSND1	741.6248
TYW1B	29.4981	TYW1B	51.0888
TYW1	457.3785	TYW1	422.9481
TYW3	515.182	TYW3	716.9305
U2AF1L4	144.4358	U2AF1L4	93.3836
U2AF1	2366.8226	U2AF1	966.9179
U2AF2	4453.8895	U2AF2	1329.5645
UACA	931.5677	UACA	2861.3903
UAP1L1	549.996	UAP1L1	274.7069
UAP1	1561.4939	UAP1	2142.7973
UBA1	7267.9407	UBA1	6067.8392
UBA2	2444.5326	UBA2	4469.0117
UBA3	446.2771	UBA3	1048.5762
UBA52	7646.0233	UBA52	8711.474
UBA5	1517.7226	UBA5	863.0695
UBA6	1537.0708	UBA6	843.8023
UBA7	462.7706	UBA7	912.0603
UBAC1	409.801	UBAC1	602.5963
UBAC2	1213.5755	UBAC2	1076.7211
UBAP1	1212.5922	UBAP1	1833.7521
UBAP2L	3311.0776	UBAP2L	2259.2127
UBAP2	746.0154	UBAP2	654.1039
removed	removed	UBASH3A	7.1189
UBASH3B	851.9546	UBASH3B	125.6281
UBB	15550.5511	UBB	12430.9045
UBC	28142.0982	UBC	53230.737
UBD	158.9089	UBD	175.4606
UBE2A	2357.6243	UBE2A	1371.8593
UBE2B	882.0871	UBE2B	1521.3568
UBE2CBP	19.9826	UBE2CBP	43.1323
UBE2C	1623.0275	UBE2C	20.5193
UBE2D1	1640.7898	UBE2D1	376.4657
UBE2D2	1426.3738	UBE2D2	1452.2613
UBE2D3	3366.9019	UBE2D3	5277.6382
UBE2D4	208.5862	UBE2D4	552.3032
UBE2E1	1426.0566	UBE2E1	1408.7102
UBE2E2	515.7402	UBE2E2	640.2848
UBE2E3	906.8274	UBE2E3	1239.531
UBE2F	579.1769	UBE2F	500
UBE2G1	2744.5881	UBE2G1	1260.0503
UBE2G2	1080.3267	UBE2G2	2002.0938
UBE2H	1644.596	UBE2H	2012.5628
UBE2I	4449.7661	UBE2I	1515.4941
UBE2J1	1832.0514	UBE2J1	1518.8442
UBE2J2	581.08	UBE2J2	551.5075
UBE2K	2842.2805	UBE2K	1809.0452
UBE2L3	1710.253	UBE2L3	2226.9682
UBE2L6	2466.101	UBE2L6	1175.0419
UBE2MP1	35.5245	UBE2MP1	69.933
UBE2M	314.6459	UBE2M	612.6466
UBE2NL	12.053	removed	removed
UBE2N	2382.6818	UBE2N	1429.6482
UBE2O	1765.7601	UBE2O	527.6382
UBE2Q1	1382.6025	UBE2Q1	1400.335
removed	removed	UBE2Q2P1	48.5762
UBE2Q2	1608.1199	UBE2Q2	1372.2781
UBE2QL1	125.6046	UBE2QL1	43.9698
UBE2R2	1614.1464	UBE2R2	2181.742
UBE2S	512.8856	UBE2S	25.1256
UBE2T	460.5503	UBE2T	24.2881
UBE2V1	3932.7571	UBE2V1	2897.4037
UBE2V2	1031.4805	UBE2V2	863.9028
UBE2W	1582.1109	UBE2W	999.5812
UBE2Z	3519.7843	UBE2Z	1717.7554
UBE3A	1982.0791	UBE3A	2023.4506
UBE3B	1271.5883	UBE3B	1413.7353
UBE3C	3270.161	UBE3C	2397.4037
UBE4A	3543.8903	UBE4A	2456.4489
UBE4B	1237.0153	UBE4B	1833.7521
UBFD1	3398.3031	UBFD1	1337.5209
UBIAD1	359.686	UBIAD1	397.4037
UBL3	2539.0532	UBL3	2381.072
UBL4A	1023.5509	UBL4A	930.4858
UBL5	914.1226	UBL5	1441.3735
UBL7	380.9373	UBL7	596.7337
UBLCP1	556.3397	UBLCP1	705.1926
UBN1	2815.0028	UBN1	1672.5293
UBN2	1282.6897	UBN2	762.9816
UBOX5	130.6796	UBOX5	308.2077
UBP1	2031.2426	UBP1	1697.6549
UBQLN1	5385.14	UBQLN1	3709.799
UBQLN2	1074.9346	UBQLN2	1337.5209
UBQLN4	1515.1852	UBQLN4	924.6231
removed	removed	UBQLNL	7.1189
UBR1	2440.4092	UBR1	1259.6315
UBR2	1178.6536	UBR2	1398.66
removed	removed	UBR3	2306.5327
UBR4	7311.0776	UBR4	4389.0285
UBR5	5590.6748	UBR5	3297.7387
UBR7	1905.3208	UBR7	1154.1039
UBTD1	149.7106	UBTD1	368.0905
UBTD2	2208.5481	UBTD2	879.8157
UBTF	3630.1641	UBTF	1942.2111
UBXN10	17.4451	UBXN10	61.9765
UBXN11	92.9347	UBXN11	184.6734
UBXN1	911.9023	UBXN1	1507.9564
UBXN2A	822.7738	UBXN2A	428.8107
UBXN2B	691.4598	UBXN2B	645.7286
UBXN4	8910.6336	UBXN4	3268.0067
UBXN6	847.8313	UBXN6	1438.0235
UBXN7	2148.6004	UBXN7	572.8643
UBXN8	189.3585	UBXN8	258.794
UCA1	18.7138	removed	removed
UCHL1	38.3792	UCHL1	237.0184
UCHL3	651.1775	UCHL3	301.5075
UCHL5	621.5304	UCHL5	446.763
UCK1	475.4579	UCK1	839.196
UCK2	484.6563	UCK2	150.335
removed	removed	UCKL1AS	9.4556
UCKL1	254.3779	UCKL1	381.4657
UCN2	10.7842	removed	removed
UCP2	1886.9241	UCP2	3329.1457
removed	removed	UCP3	15.4941
UEVLD	409.1666	UEVLD	355.1089
UFC1	1086.9876	UFC1	1675.0419
UFD1L	1210.042	UFD1L	776.3777
UFM1	1635.7149	UFM1	1801.9263
UFSP1	33.3043	UFSP1	12.1441
UFSP2	755.6578	UFSP2	1097.7303
UGCG	198.2396	UGCG	279.732
UGDH	13778.1302	UGDH	1013.4003
UGGT1	4953.4533	UGGT1	1697.6549
UGGT2	447.2286	UGGT2	532.2446
UGP2	11809.0556	UGP2	13222.7806
UGT1A10	108.8161	removed	removed
UGT1A6	1215.8592	removed	removed
UGT1A7	11.8119	removed	removed
UGT1A9	64.0615	removed	removed
removed	removed	UGT2B11	78.2956
removed	removed	UGT2B28	7.5377
removed	removed	UGT2B4	58.2077
UGT3A2	298.4696	removed	removed
UGT8	57.093	UGT8	38.9447
UHMK1	1182.1426	UHMK1	927.9732
UHRF1BP1L	699.7066	UHRF1BP1L	790.201
UHRF1BP1	1114.5825	UHRF1BP1	858.0486
UHRF1	649.2744	UHRF1	20.5193
UHRF2	717.4689	UHRF2	750.8375
UIMC1	466.2596	UIMC1	438.4422
ULBP1	8.2468	removed	removed
ULBP2	5.0749	ULBP2	5.0251
removed	removed	ULBP3	15.4941
ULK1	1555.7846	ULK1	964.8241
removed	removed	ULK2	1085.4271
ULK3	187.1382	ULK3	339.6147
ULK4	32.0355	ULK4	59.8827
UMODL1	17.4451	removed	removed
UMPS	1404.8053	UMPS	468.593
UNC119B	1083.1813	UNC119B	1574.1206
UNC119	364.7609	UNC119	391.1223
UNC13A	17.7623	removed	removed
UNC13B	573.7848	UNC13B	1896.9849
UNC13D	1616.3667	UNC13D	115.5779
UNC45A	1180.8738	UNC45A	1852.1776
UNC50	553.8022	UNC50	754.6064
UNC5A	31.4012	UNC5A	20.938
UNC5B	1525.335	UNC5B	245.3936
removed	removed	UNC5CL	10.067
UNC5C	34.2558	UNC5C	22.1943
UNC93B1	379.3514	UNC93B1	480.737
UNG	2045.833	UNG	1104.2714
UNKL	281.3829	UNKL	365.1633
UNK	1052.7317	UNK	427.5544
removed	removed	UPB1	5.8626
UPF0639	64.071	removed	removed
UPF1	2199.9841	UPF1	2422.5293
UPF2	1295.6942	UPF2	1314.0704
UPF3A	458.0128	UPF3A	602.5963
UPF3B	404.726	UPF3B	265.9129
UPK1A	51.5011	removed	removed
UPK2	137.6576	removed	removed
UPK3A	235.6673	removed	removed
UPK3BL	41.7255	UPK3BL	38.2161
UPK3B	75.4897	UPK3B	12.9816
UPP1	389.5012	UPP1	168.3417
UPRT	285.1479	UPRT	219.8492
UQCC	581.3972	UQCC	962.7303
UQCR10	748.5529	UQCR10	1377.3032
UQCR11	540.7977	UQCR11	1252.5126
UQCRB	2444.5326	UQCRB	4667.9229
UQCRC1	2385.5364	UQCRC1	2564.9079
UQCRC2	4784.7118	UQCRC2	6265.4941
UQCRFS1	1489.4933	UQCRFS1	2356.7839
UQCRHL	251.5264	UQCRHL	549.4137
UQCRH	1008.3261	UQCRH	2312.8141
UQCRQ	891.6026	UQCRQ	1593.3836
URB1	2325.5888	URB1	960.1256
URB2	515.423	URB2	283.5008
URGCP	582.9831	URGCP	786.8509
URM1	665.4508	URM1	954.3551
UROD	532.5509	UROD	1661.6415
UROS	302.9102	UROS	578.727
USE1	485.2906	USE1	294.8074
USF1	604.8688	USF1	755.8626
USF2	1464.753	USF2	1995.3936
USH1G	103.719	removed	removed
removed	removed	USHBP1	198.9112
USMG5	424.0742	USMG5	1068.258
USO1	2531.1236	USO1	2745.3936
USP10	2638.0144	USP10	1177.5544
USP11	1175.7989	USP11	1314.4891
USP12	608.0406	USP12	455.1926
USP13	707.9534	USP13	779.732
USP14	4536.6743	USP14	2056.1139
USP15	974.0703	USP15	1140.7035
USP16	1577.9875	USP16	1533.0821
USP18	207.7551	USP18	358.459
USP19	1634.4461	USP19	1482.4121
USP1	4418.0477	USP1	1016.7504
