gene_id	TCGA-E2-A15M-01A-11R-A12D-07	gene_id	TCGA-E2-A15M-11A-22R-A12D-07
ANKRD45	6.8069	ANKRD45	5.9777
ANKRD46	565.8251	ANKRD46	636.4134
ANKRD49	379.3317	ANKRD49	243.7062
ANKRD50	1534.4472	ANKRD50	1383.6073
ANKRD52	1079.2079	ANKRD52	1047.9365
ANKRD53	24.7525	ANKRD53	45.9823
ANKRD54	195.3383	ANKRD54	257.5009
ANKRD55	14.8515	removed	removed
ANKRD56	46.2046	ANKRD56	66.2145
ANKRD57	550.1238	ANKRD57	649.7299
ANKRD58	15.8828	removed	removed
ANKRD5	294.3482	ANKRD5	166.9157
ANKRD6	201.9059	ANKRD6	308.1963
ANKRD9	11.1386	ANKRD9	35.8662
ANKS1A	955.2393	ANKS1A	1246.1202
ANKS1B	171.4109	ANKS1B	114.4959
ANKS3	123.1436	ANKS3	134.7281
ANKS6	125	ANKS6	211.9784
ANKZF1	517.3267	ANKZF1	409.7023
ANLN	1243.1931	ANLN	49.6609
ANO10	760.9323	ANO10	881.9405
ANO1	3499.3812	ANO1	6133.5786
ANO2	35.8911	ANO2	155.4202
ANO3	9.901	ANO3	44.143
ANO4	9.0759	ANO4	11.9554
ANO5	27.434	ANO5	60.6966
ANO6	4608.7046	ANO6	5138.5217
ANO7	6.8069	ANO7	12.4152
ANO8	202.1452	ANO8	224.8534
ANO9	44.7607	ANO9	63.4556
ANP32A	3158.2096	ANP32A	2032.8773
ANP32B	2748.5561	ANP32B	2214.5074
ANP32E	1965.7591	ANP32E	957.3514
ANPEP	739.2739	ANPEP	2191.0564
ANTXR1	5239.4802	ANTXR1	6705.5983
ANTXR2	1670.3795	ANTXR2	2527.6469
ANUBL1	150.5776	ANUBL1	264.3982
ANXA11	2078.7954	ANXA11	4001.3795
ANXA1	4897.6898	ANXA1	14133.1187
ANXA2P1	68.8944	ANXA2P1	62.0761
ANXA2P2	3893.9769	ANXA2P2	4005.5179
ANXA2P3	6.3944	removed	removed
ANXA2	11130.5693	ANXA2	13472.3531
ANXA3	511.1386	ANXA3	1649.8448
ANXA4	1391.0891	ANXA4	1810.7828
ANXA5	8026.1964	ANXA5	9221.7496
ANXA6	4804.0429	ANXA6	6130.8196
ANXA7	3088.2838	ANXA7	3042.1888
ANXA8L2	6.3944	ANXA8L2	78.6297
ANXA8	24.1337	ANXA8	314.5189
ANXA9	245.462	ANXA9	159.0987
AOAH	559.1997	AOAH	127.371
AOC2	16.7079	AOC2	71.7324
AOC3	3128.3003	AOC3	9149.0976
AOX1	682.3432	AOX1	2149.2126
AP1AR	839.934	AP1AR	587.6538
AP1B1	2131.1881	AP1B1	1930.7966
AP1G1	2926.7739	AP1G1	2366.7088
AP1G2	703.5272	AP1G2	684.0464
AP1M1	888.4076	AP1M1	959.1907
AP1M2	2352.7228	AP1M2	549.9483
AP1S1	534.6535	AP1S1	384.8718
AP1S2	888.2013	AP1S2	619.3815
AP1S3	175.5363	AP1S3	91.0449
AP2A1	1639.6658	AP2A1	1542.8394
AP2A2	1278.0528	AP2A2	1770.3184
AP2B1	9640.8828	AP2B1	7229.7965
AP2M1	4539.604	AP2M1	4726.0605
AP2S1	1345.5033	AP2S1	826.3019
AP3B1	2597.1535	AP3B1	1274.1694
AP3B2	25.9901	AP3B2	45.0627
AP3D1	2076.1139	AP3D1	2207.1502
AP3M1	1854.1667	AP3M1	1356.4778
AP3M2	753.3003	AP3M2	303.943
AP3S1	1321.1634	AP3S1	1073.6866
AP3S2	1323.5479	AP3S2	1104.0855
AP4B1	340.9983	AP4B1	291.4404
AP4E1	549.7112	AP4E1	457.5239
AP4M1	183.4158	AP4M1	266.8169
AP4S1	82.5083	AP4S1	77.2503
APAF1	938.1188	APAF1	673.6406
APBA1	77.5578	APBA1	288.7688
APBA2	50.5363	APBA2	45.9823
APBA3	104.3729	APBA3	139.3264
APBB1IP	871.0809	APBB1IP	607.4261
APBB1	745.462	APBB1	827.2215
APBB2	2867.368	APBB2	2707.8975
APBB3	166.4604	APBB3	131.0495
APCDD1L	8.2508	APCDD1L	156.3398
APCDD1	470.0908	APCDD1	1153.236
APC	1471.9472	APC	1412.5762
APEH	1351.2789	APEH	1131.6243
APEX1	2390.8828	APEX1	2036.5559
APEX2	520.0083	APEX2	509.4838
APH1A	4516.2954	APH1A	3351.1898
APH1B	656.3531	APH1B	864.927
API5	3787.7475	API5	2395.6777
APIP	609.014	APIP	363.2647
APITD1	168.3643	APITD1	104.3798
APLF	69.1007	APLF	107.5986
APLNR	2186.4686	APLNR	2222.7842
APLN	47.6485	APLN	149.9023
APLP1	54.4554	APLP1	65.2949
APLP2	9870.462	APLP2	16539.8322
APOA1BP	1078.5891	APOA1BP	901.253
APOB48R	371.9059	APOB48R	66.2145
APOBEC3A	22.896	APOBEC3A	11.4956
APOBEC3B	197.8135	APOBEC3B	27.5894
APOBEC3C	383.8696	APOBEC3C	339.3494
APOBEC3D	160.6848	APOBEC3D	72.652
APOBEC3F	226.4851	APOBEC3F	206.4605
APOBEC3G	576.9389	APOBEC3G	383.9522
APOBEC3H	29.9092	removed	removed
APOB	32.1782	APOB	273.5947
APOC1	1558.1683	APOC1	257.041
APOC2	91.7904	APOC2	17.9331
APOD	2570.7508	APOD	23017.3583
APOE	3174.9175	APOE	2057.7078
APOF	28.6716	removed	removed
APOL1	2754.7442	APOL1	1706.403
APOL2	892.533	APOL2	600.9886
APOL3	1331.4769	APOL3	1630.9921
APOL4	260.5198	APOL4	174.7327
APOL6	5116.1304	APOL6	2581.4461
APOLD1	779.4967	APOLD1	5469.1344
APOM	27.0215	APOM	34.9465
APOOL	342.8218	APOOL	233.5901
APOO	253.3003	APOO	106.2191
APPBP2	1509.4884	APPBP2	1462.237
APPL1	3021.2459	APPL1	1914.7028
APPL2	1075.2888	APPL2	1597.425
APP	25255.9818	APP	31013.6797
APRT	500.6188	APRT	835.9582
APTX	436.6749	APTX	395.9076
AQP11	12.17	AQP11	24.3706
AQP1	7186.6419	AQP1	22583.6165
AQP3	388.8201	AQP3	801.4714
removed	removed	AQP4	28.509
removed	removed	AQP5	14.7143
AQP7P1	225.4538	AQP7P1	473.1578
AQP7P3	14.0264	AQP7P3	21.1519
AQP7	321.1634	AQP7	831.3599
AQP9	101.4851	AQP9	7.3572
AQPEP	89.3111	AQPEP	199.0804
AQR	1612.005	AQR	1197.379
ARAF	872.3185	ARAF	1094.8385
ARAP1	1564.1213	ARAP1	2128.5067
ARAP2	781.9719	ARAP2	316.818
ARAP3	444.9257	ARAP3	951.8335
ARCN1	4900.3713	ARCN1	4073.5717
removed	removed	ARC	262.0991
AREG	38.5726	AREG	2749.2815
ARF1	11454.0017	ARF1	7009.0815
ARF3	6967.4092	ARF3	4216.5766
ARF4	6858.0858	ARF4	4044.6028
ARF5	1308.1601	ARF5	1763.8809
ARF6	4221.1221	ARF6	3011.3806
ARFGAP1	918.1106	ARFGAP1	667.2031
ARFGAP2	1611.3861	ARFGAP2	1572.5946
ARFGAP3	1399.5462	ARFGAP3	1216.2318
ARFGEF1	5251.2026	ARFGEF1	1758.4458
ARFGEF2	3328.7954	ARFGEF2	2273.3648
ARFIP1	1418.3168	ARFIP1	1122.4279
ARFIP2	1198.2261	ARFIP2	951.3737
ARFRP1	353.9604	ARFRP1	421.1978
ARG2	159.5441	ARG2	192.0497
ARGLU1	1341.7904	ARGLU1	1154.6155
ARHGAP10	333.1271	ARHGAP10	713.1854
ARHGAP11A	845.297	ARHGAP11A	64.835
ARHGAP11B	39.0182	removed	removed
ARHGAP12	1185.4373	ARHGAP12	1155.0753
ARHGAP15	294.7607	ARHGAP15	98.8619
ARHGAP17	1290.0165	ARHGAP17	1856.3053
ARHGAP18	858.0858	ARHGAP18	339.3494
ARHGAP19	560.4373	ARHGAP19	1254.8569
ARHGAP1	3006.1881	ARHGAP1	4388.5504
ARHGAP20	107.2607	ARHGAP20	394.0683
ARHGAP21	1969.2657	ARHGAP21	2762.1566
ARHGAP22	72.6073	ARHGAP22	55.1788
ARHGAP23	548.8861	ARHGAP23	1257.6158
ARHGAP24	351.0726	ARHGAP24	468.0998
ARHGAP25	721.7409	ARHGAP25	453.8453
ARHGAP26	599.6287	ARHGAP26	772.5026
ARHGAP27	349.4224	ARHGAP27	446.4881
ARHGAP28	225.6601	ARHGAP28	215.1971
ARHGAP29	3687.2937	ARHGAP29	4055.1788
ARHGAP30	1308.3746	ARHGAP30	322.3359
ARHGAP31	1590.9653	ARHGAP31	1905.5064
ARHGAP32	1365.9241	ARHGAP32	1376.71
ARHGAP33	112.83	ARHGAP33	104.3798
removed	removed	ARHGAP36	329.6931
ARHGAP39	233.2921	ARHGAP39	149.9023
ARHGAP42	228.9604	ARHGAP42	199.5632
ARHGAP4	313.9439	ARHGAP4	284.1706
ARHGAP5	2607.467	ARHGAP5	3132.7739
ARHGAP6	141.2954	ARHGAP6	251.5232
ARHGAP8	141.1902	ARHGAP8	190.7208
ARHGAP9	245.462	ARHGAP9	76.3306
ARHGDIA	2438.5314	ARHGDIA	3886.4237
ARHGDIB	10648.3086	ARHGDIB	3737.4411
removed	removed	ARHGDIG	13.3349
ARHGEF10L	349.4224	ARHGEF10L	915.5075
ARHGEF10	570.5446	ARHGEF10	1258.5355
ARHGEF11	1393.9769	ARHGEF11	1287.9641
ARHGEF12	4461.6337	ARHGEF12	6082.998
ARHGEF15	607.0545	ARHGEF15	1550.523
ARHGEF16	152.6403	ARHGEF16	159.5586
ARHGEF17	672.8548	ARHGEF17	2156.5697
ARHGEF18	1069.9257	ARHGEF18	686.9755
ARHGEF19	291.4604	ARHGEF19	198.6435
ARHGEF1	1087.2525	ARHGEF1	1041.499
ARHGEF2	2923.2673	ARHGEF2	2228.3021
ARHGEF33	8.2508	ARHGEF33	10.5759
ARHGEF35	209.571	ARHGEF35	532.9348
ARHGEF37	221.1221	ARHGEF37	1074.1465
ARHGEF38	12.7888	ARHGEF38	36.7858
ARHGEF3	1813.3251	ARHGEF3	1305.4374
ARHGEF4	54.2492	ARHGEF4	234.0499
ARHGEF5	217.6155	ARHGEF5	513.1624
ARHGEF6	1869.4307	ARHGEF6	2247.1548
ARHGEF7	1266.9142	ARHGEF7	1731.2335
ARHGEF9	500	ARHGEF9	746.2927
ARID1A	3346.9472	ARID1A	2653.6383
ARID1B	1934.8185	ARID1B	2211.2887
ARID2	2453.7954	ARID2	904.012
ARID3A	73.2261	ARID3A	54.2591
ARID3B	123.3498	ARID3B	85.5271
ARID4A	1072.401	ARID4A	934.8201
ARID4B	2989.2739	ARID4B	1475.273
ARID5A	380.7756	ARID5A	2200.7127
ARID5B	1974.4224	ARID5B	6273.3648
ARIH1	1921.6172	ARIH1	1780.8944
ARIH2	1394.5957	ARIH2	1345.9018
ARL10	32.3845	ARL10	36.326
ARL11	113.8614	ARL11	36.326
ARL13B	265.264	ARL13B	331.9922
ARL15	835.396	ARL15	815.2661
ARL16	210.8086	ARL16	221.1748
ARL17A	82.8156	ARL17A	63.3084
ARL1	3138.8201	ARL1	2119.7839
ARL2BP	1688.5314	ARL2BP	1624.5545
ARL2	513.8201	ARL2	1130.2449
ARL3	864.0677	ARL3	556.8456
ARL4A	643.9769	ARL4A	825.8421
ARL4C	1080.4455	ARL4C	1310.0356
ARL4D	32.797	ARL4D	210.1391
ARL5A	1356.6419	ARL5A	970.2265
ARL5B	449.8762	ARL5B	482.8141
ARL6IP1	12647.071	ARL6IP1	4643.7522
ARL6IP4	852.7228	ARL6IP4	1138.5217
ARL6IP5	4698.8449	ARL6IP5	4808.8286
ARL6IP6	300.9488	ARL6IP6	365.0994
ARL6	122.1122	ARL6	94.7235
ARL8A	1278.0528	ARL8A	1038.2803
ARL8B	3044.1419	ARL8B	2292.2175
ARL9	7.4257	ARL9	5.9777
ARMC10	808.0672	ARMC10	644.9155
ARMC1	1118.1931	ARMC1	741.2346
ARMC2	46.2046	ARMC2	47.8216
ARMC3	8.4571	ARMC3	5.0581
removed	removed	ARMC4	9.1965
ARMC5	149.9587	ARMC5	229.4517
ARMC6	424.0759	ARMC6	304.4028
ARMC7	198.4323	ARMC7	207.84
ARMC8	764.4389	ARMC8	797.333
ARMC9	293.3168	ARMC9	176.572
ARMCX1	868.6056	ARMCX1	843.3153
ARMCX2	1253.9191	ARMCX2	744.4534
ARMCX3	2322.1947	ARMCX3	1640.1885
ARMCX5	371.6997	ARMCX5	327.8538
ARMCX6	234.736	ARMCX6	164.6166
ARNT2	2067.038	ARNT2	328.7734
ARNTL2	494.637	ARNTL2	40.9242
ARNTL	501.8564	ARNTL	484.1936
ARNT	1825.0825	ARNT	2110.1276
ARPC1A	1691.0891	ARPC1A	2136.3375
ARPC1B	1654.2079	ARPC1B	1541.7864
ARPC2	5423.8861	ARPC2	3373.7211
ARPC3	4568.2756	ARPC3	2457.2939
ARPC4	2788.29	ARPC4	2645.5593
ARPC5L	1011.1386	ARPC5L	401.8853
ARPC5	8377.8878	ARPC5	2697.7814
ARPM1	26.6089	ARPM1	42.7635
ARPP19	4597.7723	ARPP19	4333.3717
ARRB1	475.0413	ARRB1	1228.647
ARRB2	887.995	ARRB2	577.0778
ARRDC1	349.835	ARRDC1	442.8095
ARRDC2	630.363	ARRDC2	490.1713
ARRDC3	3448.4323	ARRDC3	3734.2223
ARRDC4	804.0429	ARRDC4	1349.5804
ARSA	401.8152	ARSA	794.1143
ARSB	541.4604	ARSB	331.0725
ARSD	1099.4224	ARSD	2610.8748
ARSE	8.6634	ARSE	21.1519
ARSG	154.9092	ARSG	276.8134
ARSI	21.6584	ARSI	41.3841
ARSJ	65.1815	ARSJ	258.4205
ARSK	310.231	ARSK	227.1525
removed	removed	ART3	8.2768
ART4	11.9637	ART4	33.5671
removed	removed	ART5	15.634
ARTN	24.9587	ARTN	14.7143
ARV1	719.0594	ARV1	312.6796
ARVCF	75.9076	ARVCF	334.7511
removed	removed	ARX	16.0938
AR	560.0248	AR	616.6226
AS3MT	102.5165	AS3MT	192.206
ASAH1	14898.9274	ASAH1	5071.8473
ASAH2B	12.17	ASAH2B	7.817
ASAH2	9.901	removed	removed
ASAM	451.5264	ASAM	668.5826
ASAP1	2160.4785	ASAP1	1472.3531
ASAP2	1078.7954	ASAP2	1125.1868
ASAP3	589.7277	ASAP3	988.6194
removed	removed	ASB12	7.817
ASB13	865.7178	ASB13	524.1982
ASB14	8.0446	ASB14	11.0358
ASB16	14.8866	ASB16	16.5536
ASB1	275.2125	ASB1	589.1528
ASB2	48.6799	ASB2	119.554
ASB3	467.203	ASB3	337.9699
ASB6	457.3948	ASB6	548.8493
ASB7	597.1535	ASB7	450.1667
ASB8	1017.1205	ASB8	757.3284
ASB9	72.401	ASB9	49.2011
ASCC1	527.2277	ASCC1	425.3362
ASCC2	834.7772	ASCC2	882.4003
ASCC3	2045.9983	ASCC3	1024.4856
ASCL1	38.1601	removed	removed
ASCL2	95.0908	ASCL2	12.4152
ASF1A	812.7063	ASF1A	480.515
ASF1B	451.7327	ASF1B	28.9688
ASGR1	7.632	ASGR1	17.0134
ASGR2	8.2508	removed	removed
ASH1L	3523.5004	ASH1L	2793.7924
ASH2L	1508.0446	ASH2L	1185.4236
removed	removed	ASL	348.086
ASMTL	335.396	ASMTL	712.7256
ASNA1	1424.505	ASNA1	834.1189
ASNSD1	1080.033	ASNSD1	1000.115
ASNS	324.8762	ASNS	281.4117
ASPA	57.3432	ASPA	91.0449
ASPHD1	44.3482	ASPHD1	17.0134
ASPHD2	102.104	ASPHD2	40.9242
ASPH	7246.0705	ASPH	8143.5843
ASPM	1661.3036	ASPM	23.451
ASPN	3172.6485	ASPN	1623.1751
ASPRV1	30.6518	ASPRV1	67.0008
ASPSCR1	155.9406	ASPSCR1	188.9872
ASRGL1	508.8696	ASRGL1	117.2549
ASS1	1136.9637	ASS1	2447.1778
ASTE1	205.559	ASTE1	230.6932
ASTN1	7.0132	ASTN1	106.2191
ASTN2	234.3234	ASTN2	204.6212
ASXL1	2165.2228	ASXL1	1819.5195
ASXL2	923.6799	ASXL2	854.3511
ASXL3	37.5413	ASXL3	62.5359
ATAD1	1268.1518	ATAD1	1143.5797
ATAD2B	573.8449	ATAD2B	301.184
ATAD2	2518.7706	ATAD2	423.9568
ATAD3A	193.4818	ATAD3A	186.2283
ATAD3B	103.7541	ATAD3B	86.4467
ATAD3C	125.4125	ATAD3C	39.5448
ATAD5	159.6535	ATAD5	35.8662
ATE1	361.5924	ATE1	292.4474
ATF1	590.5528	ATF1	520.0598
ATF2	716.9967	ATF2	560.0644
ATF3	548.4736	ATF3	19695.1374
ATF4	4178.2178	ATF4	5296.2409
ATF5	1120.462	ATF5	543.9706
ATF6B	2255.1568	ATF6B	1940.4253
ATF6	2492.5743	ATF6	1720.1977
ATF7IP2	114.2739	ATF7IP2	53.7993
ATF7IP	2297.236	ATF7IP	1286.5847
ATF7	2200.8767	ATF7	2291.2979
ATG10	82.302	ATG10	76.7904
ATG12	677.1865	ATG12	467.1801
ATG16L1	1043.9356	ATG16L1	708.5872
ATG16L2	171.0932	ATG16L2	110.569
ATG2A	440.3878	ATG2A	615.2431
ATG2B	984.5297	ATG2B	1348.6608
ATG3	3621.6997	ATG3	620.3012
removed	removed	ATG4A	314.0591
ATG4B	504.7442	ATG4B	595.4707
ATG4C	348.1848	ATG4C	286.9295
ATG4D	212.8238	ATG4D	206.6031
ATG5	1083.7459	ATG5	838.7171
ATG7	680.2908	ATG7	592.6796
ATG9A	957.663	ATG9A	1526.8698
ATG9B	21.0355	ATG9B	6.4191
ATHL1	180.0743	ATHL1	270.8357
ATIC	2123.5561	ATIC	1374.8707
ATL1	440.8003	ATL1	589.9529
ATL2	1111.3861	ATL2	1289.8034
ATL3	1030.3218	ATL3	673.1808
ATMIN	2148.1023	ATMIN	1951.9485
ATM	1772.4835	ATM	1277.3882
ATN1	1924.0924	ATN1	5744.5683
ATOH8	67.2442	ATOH8	850.2127
ATOX1	908.4158	ATOX1	623.5199
ATP10A	308.7871	ATP10A	410.6219
ATP10D	651.1964	ATP10D	837.7974
ATP11A	725.4538	ATP11A	700.7702
ATP11B	1375.4125	ATP11B	1649.8448
ATP11C	832.5083	ATP11C	810.2081
removed	removed	ATP12A	5.0581
ATP13A1	1152.6403	ATP13A1	1007.0123
ATP13A2	1252.4752	ATP13A2	712.2658
ATP13A3	3343.8531	ATP13A3	1908.2653
ATP13A4	16.9142	ATP13A4	38.1653
removed	removed	ATP13A5	107.5986
ATP1A1	11363.6469	ATP1A1	12631.7876
ATP1A2	193.8944	ATP1A2	1103.1153
ATP1A3	135.7261	removed	removed
ATP1A4	5.363	ATP1A4	7.3572
ATP1B1	2424.3936	ATP1B1	2802.0048
ATP1B2	77.3515	ATP1B2	157.7193
ATP1B3	2231.0231	ATP1B3	1513.2774
ATP2A1	5.7756	removed	removed
ATP2A2	5822.1947	ATP2A2	5623.1751
ATP2A3	1029.9092	ATP2A3	651.5691
ATP2B1	1641.2954	ATP2B1	1830.5552
removed	removed	ATP2B2	22.0715
ATP2B4	6675.5363	ATP2B4	6824.6925
ATP2C1	3062.1803	ATP2C1	2567.7894
ATP2C2	392.1205	ATP2C2	194.0453
ATP5A1	6723.3911	ATP5A1	8070.3529
ATP5B	14452.1452	ATP5B	8051.5002
ATP5C1	4301.3614	ATP5C1	2156.5697
ATP5D	195.3383	ATP5D	469.9391
ATP5EP2	82.7145	ATP5EP2	27.1296
ATP5E	4496.2871	ATP5E	3206.8054
ATP5F1	2911.0974	ATP5F1	2069.6632
ATP5G1	370.6683	ATP5G1	450.1667
ATP5G2	3891.5017	ATP5G2	3607.3112
ATP5G3	2460.6023	ATP5G3	1804.8052
ATP5H	1852.3102	ATP5H	1465.9156
ATP5I	776.5718	ATP5I	672.721
ATP5J2	573.8449	ATP5J2	603.7476
ATP5J	1699.0759	ATP5J	1224.7707
ATP5L	1986.5924	ATP5L	2092.6543
ATP5O	3144.802	ATP5O	2309.6908
ATP5SL	505.5693	ATP5SL	626.2789
ATP5S	114.2739	ATP5S	99.7816
ATP6AP1L	34.6535	ATP6AP1L	29.4287
ATP6AP1	4677.599	ATP6AP1	2848.1435
ATP6AP2	6713.4901	ATP6AP2	3359.4666
ATP6V0A1	1446.7822	ATP6V0A1	1628.693
ATP6V0A2	523.9274	ATP6V0A2	533.8545
ATP6V0A4	123.7624	ATP6V0A4	15.634
ATP6V0B	1651.8152	ATP6V0B	1113.6912
ATP6V0C	1338.0776	ATP6V0C	1635.1305
ATP6V0D1	1307.3432	ATP6V0D1	1456.2593
ATP6V0D2	41.8729	removed	removed
ATP6V0E1	3880.7756	ATP6V0E1	2788.8263
ATP6V0E2	480.4043	ATP6V0E2	553.144
ATP6V1A	6456.8894	ATP6V1A	1728.0147
ATP6V1B1	267.533	ATP6V1B1	125.9915
ATP6V1B2	3738.2426	ATP6V1B2	1744.5683
ATP6V1C1	2525.165	ATP6V1C1	1630.5322
ATP6V1C2	87.2504	ATP6V1C2	58.5539
ATP6V1D	1101.4851	ATP6V1D	863.5475
ATP6V1E1	2985.3548	ATP6V1E1	2243.4763
ATP6V1E2	37.1287	ATP6V1E2	51.5002
ATP6V1F	965.757	ATP6V1F	1092.0795
ATP6V1G1	3346.7409	ATP6V1G1	1752.8452
ATP6V1G2	86.4274	ATP6V1G2	47.8216
ATP6V1H	1412.5413	ATP6V1H	1083.3429
ATP7A	635.9323	ATP7A	919.1861
ATP7B	223.3911	ATP7B	254.2821
ATP8A1	545.9983	ATP8A1	385.7915
ATP8A2	9.2822	ATP8A2	14.2545
ATP8B1	2298.9955	ATP8B1	1369.3298
ATP8B2	1751.0314	ATP8B2	2147.3733
ATP8B3	25.5776	ATP8B3	22.5313
ATP8B4	182.5495	ATP8B4	195.4248
ATP8B5P	44.7607	ATP8B5P	25.7501
ATP9A	3625.4125	ATP9A	3210.0241
ATP9B	414.8102	ATP9B	489.2516
ATPAF1	1279.9938	ATPAF1	1238.386
ATPAF2	132.4257	ATPAF2	208.2998
ATPBD4	128.9191	ATPBD4	147.1433
ATPIF1	1179.868	ATPIF1	647.8906
ATRIP	308.4014	ATRIP	252.3554
ATRNL1	20.0083	ATRNL1	73.1119
ATRN	1976.2789	ATRN	2247.1548
ATRX	3471.7409	ATRX	2781.0093
ATR	1013.8201	ATR	736.6364
ATXN10	2041.4604	ATXN10	1900.4483
ATXN1L	1050.8849	ATXN1L	1613.5188
ATXN1	1636.1386	ATXN1	1210.7139
ATXN2L	1472.1535	ATXN2L	2061.3864
ATXN2	859.9422	ATXN2	950.9139
ATXN3	548.0611	ATXN3	625.3592
ATXN7L1	242.368	ATXN7L1	240.4874
ATXN7L2	49.7112	ATXN7L2	61.6163
ATXN7L3B	2649.9587	ATXN7L3B	2872.5141
ATXN7L3	919.1419	ATXN7L3	1038.2803
ATXN7	1017.3267	ATXN7	884.2396
AUH	221.5347	AUH	302.1037
AUP1	1777.3185	AUP1	1493.0912
AURKAIP1	378.0941	AURKAIP1	547.1893
AURKAPS1	22.6898	removed	removed
AURKA	827.9703	AURKA	39.5448
AURKB	179.0429	AURKB	5.5179
AURKC	32.1782	AURKC	11.0358
AUTS2	782.1782	AUTS2	1694.9075
AVEN	191.4191	AVEN	194.5051
AVIL	55.4868	AVIL	28.509
AVL9	606.6419	AVL9	360.5012
AVPI1	100.8663	AVPI1	320.0368
AVPR1A	118.1931	AVPR1A	449.247
AVPR2	26.6089	AVPR2	169.6747
AXIN1	495.8746	AXIN1	476.8364
AXIN2	323.6386	AXIN2	348.086
AXL	1908.8284	AXL	2343.7177
AZGP1	11527.0215	AZGP1	15819.7494
AZI1	88.9026	AZI1	109.4379
AZI2	1275.5776	AZI2	1292.5624
AZIN1	5191.6254	AZIN1	3922.7497
B2M	97608.9109	B2M	46744.6833
B3GALNT1	532.1782	B3GALNT1	440.0506
B3GALNT2	1202.9827	B3GALNT2	699.3769
removed	removed	B3GALT1	12.4152
B3GALT2	17.7393	B3GALT2	13.7947
B3GALT4	109.3234	B3GALT4	189.4471
B3GALT5	281.3531	B3GALT5	14.7143
B3GALT6	270.0083	B3GALT6	340.7288
B3GALTL	313.1188	B3GALTL	274.9741
B3GAT1	11.7574	B3GAT1	22.5313
B3GAT2	12.205	B3GAT2	9.3574
B3GAT3	299.9175	B3GAT3	402.8049
B3GNT1	473.3911	B3GNT1	641.9129
B3GNT2	1366.3366	B3GNT2	1406.1386
B3GNT3	17.3267	B3GNT3	57.018
B3GNT5	271.2459	B3GNT5	762.3865
B3GNT7	49.7112	B3GNT7	113.5763
B3GNT8	70.132	B3GNT8	92.8842
B3GNT9	184.2801	B3GNT9	282.9337
B3GNTL1	28.554	B3GNTL1	28.2469
B4GALNT1	36.0128	B4GALNT1	27.5342
B4GALNT2	18.7706	removed	removed
B4GALNT3	218.8531	B4GALNT3	131.0495
B4GALNT4	82.9208	B4GALNT4	86.9065
B4GALT1	5877.8878	B4GALT1	4600.5288
B4GALT2	506.8069	B4GALT2	632.2566
B4GALT3	997.9373	B4GALT3	800.5518
B4GALT4	676.9802	B4GALT4	368.3182
B4GALT5	2276.1964	B4GALT5	2231.061
B4GALT6	86.0149	B4GALT6	118.6343
B4GALT7	243.3993	B4GALT7	291.9876
B9D1	57.6011	B9D1	96.0156
B9D2	62.8878	B9D2	70.8127
BAALC	45.9983	BAALC	226.2329
BACE1	1094.0594	BACE1	1366.134
BACE2	3247.3185	BACE2	1280.1471
BACH1	1327.5578	BACH1	1241.522
BACH2	223.5974	BACH2	349.0056
BAD	339.2079	BAD	535.3627
BAG1	1104.6927	BAG1	1156.1697
BAG2	230.4043	BAG2	281.8715
BAG3	849.6287	BAG3	2342.798
BAG4	341.3779	BAG4	223.0141
BAG5	1280.7343	BAG5	1648.9252
removed	removed	BAGE2	7.3572
BAHCC1	149.9587	BAHCC1	527.4169
BAHD1	567.2442	BAHD1	789.516
BAI1	9.4884	BAI1	23.451
BAI2	230.6106	BAI2	108.0584
BAI3	10.9323	BAI3	17.0134
BAIAP2L1	356.0231	BAIAP2L1	385.3316
BAIAP2L2	17.1205	BAIAP2L2	8.2768
BAIAP2	482.2607	BAIAP2	705.3684
BAIAP3	102.2669	BAIAP3	109.2034
BAK1	350.6601	BAK1	244.6258
BAMBI	2525.3713	BAMBI	1850.3276
BANF1	1958.5396	BANF1	1278.3079
BANK1	166.2541	BANK1	77.7101
BANP	146.2459	BANP	204.6212
BAP1	1086.4274	BAP1	1459.4781
BARD1	182.137	BARD1	58.3975
BARX2	41.2541	BARX2	454.3051
BASP1	1355.198	BASP1	565.1224
BAT1	4886.7574	BAT1	3827.1066
BAT2L1	3763.3643	BAT2L1	5823.4234
BAT2L2	8224.0099	BAT2L2	4706.7479
BAT2	4745.6683	BAT2	5687.5503
BAT3	2873.3498	BAT3	3530.9806
BAT4	213.2838	BAT4	294.7465
BAT5	843.8531	BAT5	652.4888
BATF2	131.6007	BATF2	71.2726
BATF3	23.5149	BATF3	31.268
BATF	60.8498	BATF	196.8042
BAX	456.0644	BAX	333.3717
BAZ1A	2029.2904	BAZ1A	998.7355
BAZ1B	2723.5974	BAZ1B	2068.7435
BAZ2A	3457.3577	BAZ2A	3231.7508
BAZ2B	1398.3808	BAZ2B	1313.5671
BBC3	69.7195	BBC3	126.4513
BBOX1	33.6221	BBOX1	309.001
BBS10	497.9373	BBS10	507.1847
BBS12	125	BBS12	175.1926
BBS1	721.5347	BBS1	933.4406
BBS2	967.8218	BBS2	1002.8739
BBS4	324.2574	BBS4	286.9295
BBS5	160.1836	BBS5	184.5454
BBS7	313.7376	BBS7	393.6085
BBS9	343.2343	BBS9	329.6931
BBX	2674.505	BBX	2530.8656
BCAM	4696.3696	BCAM	6134.4982
removed	removed	BCAN	11.9554
BCAP29	1502.6815	BCAP29	1494.4246
