gene_id	TCGA-E2-A15I-01A-21R-A137-07	gene_id	TCGA-E2-A15I-11A-32R-A137-07
SFRP4	1647.1895	SFRP4	1101.7964
SFRS11	4824.9972	SFRS11	3132.9341
SFRS12IP1	627.013	SFRS12IP1	896.3407
SFRS12	2575.5219	SFRS12	1448.8357
SFRS13A	2037.5272	SFRS13A	1601.0645
SFRS13B	5.6519	SFRS13B	9.5808
SFRS14	2002.3049	SFRS14	806.3872
SFRS15	1121.2051	SFRS15	744.1118
SFRS16	463.813	SFRS16	184.165
SFRS17A	741.1116	SFRS17A	450.8317
SFRS18	3119.5219	SFRS18	2353.6926
SFRS1	4682.992	SFRS1	3135.0632
SFRS2B	1148.7584	SFRS2B	1292.3486
SFRS2IP	3938.7011	SFRS2IP	3742.9142
SFRS2	2644.6523	SFRS2	1828.0346
SFRS3	4689.7037	SFRS3	4681.8363
SFRS4	1659.1999	SFRS4	1767.1324
SFRS5	11206.3994	SFRS5	4659.481
SFRS6	5809.4958	SFRS6	3244.1783
SFRS7	1952.748	SFRS7	1866.6667
SFRS8	1181.9636	SFRS8	763.8057
SFRS9	1598.4415	SFRS9	1079.9734
SFT2D1	495.6052	SFT2D1	599.3347
SFT2D2	55.7989	SFT2D2	66.4963
SFT2D3	324.2805	SFT2D3	369.9268
removed	removed	SFTA1P	30.8716
SFTPA2	206.2961	removed	removed
SFTPD	6.7117	SFTPD	10.6454
SFXN1	467.3454	SFXN1	389.6208
SFXN2	378.3273	SFXN2	203.3267
SFXN3	687.0649	SFXN3	1028.3433
SFXN4	317.5688	SFXN4	438.5895
SFXN5	1335.9792	SFXN5	101.1311
removed	removed	SGCA	13.3067
SGCB	781.0285	SGCB	3402.2621
SGCD	487.8337	SGCD	784.0319
SGCE	269.174	SGCE	1922.0226
removed	removed	SGCG	339.0552
SGEF	347.948	SGEF	818.6294
SGIP1	148.3636	SGIP1	72.3886
SGK196	45.5688	SGK196	28.7425
SGK1	1593.496	SGK1	3364.4711
SGK223	474.4104	SGK223	674.3846
SGK269	1307.7194	SGK269	2781.1045
SGK2	25.4338	SGK2	596.1411
SGK3	562.4536	SGK3	634.2089
SGK494	60.4546	SGK494	23.9521
SGMS1	1488.2285	SGMS1	917.0991
SGMS2	308.0312	SGMS2	375.2495
SGOL1	17.3091	removed	removed
SGOL2	438.3792	SGOL2	81.4371
SGPL1	5372.8828	SGPL1	2111.5103
SGPP1	521.3922	SGPP1	636.5935
SGPP2	7.7714	SGPP2	13.3067
SGSH	882.7636	SGSH	499.2681
SGSM1	18.3688	SGSM1	87.8244
SGSM2	1280.1662	SGSM2	700.998
SGSM3	895.1272	SGSM3	499.2681
SGTA	1011.3454	SGTA	870.2595
SGTB	139.7161	SGTB	347.6886
SH2B1	1359.6467	SH2B1	592.9474
SH2B2	32.4987	SH2B2	6.9195
SH2B3	797.6311	SH2B3	895.2761
SH2D1A	131.0545	SH2D1A	18.6294
removed	removed	SH2D1B	6.9195
SH2D2A	39.5636	SH2D2A	14.3713
SH2D3A	174.8571	SH2D3A	42.5815
SH2D3C	206.2961	SH2D3C	460.4125
SH2D4A	1185.8493	SH2D4A	146.9062
SH3BGRL2	391.3974	SH3BGRL2	2104.5908
SH3BGRL3	1722.7843	SH3BGRL3	1513.2402
SH3BGRL	4774.4829	SH3BGRL	2974.318
SH3BGR	207.7091	SH3BGR	99.5343
SH3BP1	189.5628	SH3BP1	57.485
SH3BP2	1114.1402	SH3BP2	682.3686
SH3BP4	4756.114	SH3BP4	1294.4777
SH3BP5L	641.1428	SH3BP5L	578.5762
SH3BP5	617.1256	SH3BP5	2947.481
SH3D19	1325.735	SH3D19	12691.4172
SH3D20	6.0052	removed	removed
SH3GL1	1260.0311	SH3GL1	933.5995
SH3GLB1	2263.2518	SH3GLB1	7628.4764
SH3GLB2	1343.3973	SH3GLB2	524.2848
SH3KBP1	640.0831	SH3KBP1	3473.0539
SH3PXD2A	2545.496	SH3PXD2A	2411.7099
SH3PXD2B	1777.5376	SH3PXD2B	1217.2987
SH3RF1	2943.2518	SH3RF1	688.7558
SH3RF2	293.1948	SH3RF2	157.0193
SH3RF3	115.1584	SH3RF3	176.7132
SH3TC1	190.0467	SH3TC1	87.2921
SH3TC2	28.2597	SH3TC2	158.6161
SH3YL1	1670.8571	SH3YL1	653.0938
SHANK1	5.2987	removed	removed
SHANK2	1463.8545	SHANK2	411.4438
SHANK3	338.0571	SHANK3	1671.8563
SHARPIN	657.3922	SHARPIN	754.2249
removed	removed	SHBG	5.3227
SHB	514.6805	SHB	184.6973
SHC1	2458.244	SHC1	2455.356
SHC2	434.1402	SHC2	162.342
removed	removed	SHC3	20.2262
SHC4	47.6883	SHC4	31.9361
SHCBP1	35.6779	SHCBP1	11.1776
SHE	175.9169	SHE	1023.5529
SHFM1	1193.2675	SHFM1	930.4059
SHF	81.2467	SHF	69.7272
SHISA2	98.9091	SHISA2	75.0499
SHISA3	6.0052	SHISA3	17.5649
SHISA4	186.8675	SHISA4	120.2927
SHISA5	2522.8882	SHISA5	2154.0918
SHISA6	18.7221	SHISA6	47.9042
SHISA9	56.5195	SHISA9	7.4518
removed	removed	SHKBP1	308.1836
SHMT1	285.9744	SHMT1	2368.9581
SHMT2	849.2052	SHMT2	742.515
SHOC2	1547.9272	SHOC2	1889.022
SHOX2	81.2467	SHOX2	316.6999
SHPK	305.2052	SHPK	448.1703
SHPRH	648.6493	SHPRH	903.9415
SHQ1	734.4	SHQ1	333.2003
SHROOM1	1385.0804	SHROOM1	208.6494
SHROOM2	109.8597	SHROOM2	77.7112
SHROOM3	7983.3762	SHROOM3	635.5289
SHROOM4	253.9844	SHROOM4	942.648
SIAE	1604.0192	SIAE	662.1424
SIAH1	478.78	SIAH1	741.2695
SIAH2	2331.0752	SIAH2	632.3353
SIDT1	2691.0336	SIDT1	111.7764
SIDT2	1801.576	SIDT2	3180.7798
SIGIRR	676.8207	SIGIRR	212.9075
SIGLEC10	150.1299	SIGLEC10	31.9361
removed	removed	SIGLEC11	6.3872
SIGLEC14	22.6078	removed	removed
SIGLEC15	45.9221	removed	removed
SIGLEC1	129.6416	SIGLEC1	218.7625
removed	removed	SIGLEC6	19.6939
SIGLEC7	24.7273	SIGLEC7	5.855
SIGLEC8	75.948	SIGLEC8	22.3553
SIGLEC9	26.4935	SIGLEC9	11.1776
SIGLECP3	20.8416	SIGLECP3	14.3713
SIGMAR1	718.5039	SIGMAR1	990.02
SIK1	1201.7454	SIK1	2256.2874
SIK2	807.522	SIK2	10532.5349
SIK3	2968.3323	SIK3	1139.5875
SIKE1	1583.2519	SIKE1	1104.99
SIL1	861.922	SIL1	611.5768
SILV	24.7273	SILV	9.0486
removed	removed	SIM1	473.187
SIM2	28.9662	SIM2	27.678
SIN3A	2891.3245	SIN3A	2318.0306
SIN3B	1107.0753	SIN3B	889.9534
SIP1	173.0909	SIP1	120.2927
SIPA1L1	1574.4207	SIPA1L1	599.3347
SIPA1L2	374.0883	SIPA1L2	705.7884
SIPA1L3	1870.0882	SIPA1L3	410.9115
SIPA1	533.7558	SIPA1	332.668
SIRPA	701.1948	SIRPA	2768.33
SIRPB1	56.1662	SIRPB1	133.5995
SIRPB2	61.1117	SIRPB2	21.823
SIRPG	50.161	SIRPG	12.7745
SIRT1	1037.1324	SIRT1	1556.8862
SIRT2	723.0961	SIRT2	1711.7764
SIRT3	1117.7751	SIRT3	861.7698
SIRT4	23.3143	SIRT4	14.3713
SIRT5	368.0831	SIRT5	454.5576
SIRT6	165.6727	SIRT6	66.0013
SIRT7	259.2831	SIRT7	117.0991
SIT1	49.1013	SIT1	14.9035
SIVA1	704.0207	SIVA1	547.7046
SIX1	69.2364	SIX1	555.6886
SIX2	92.9039	SIX2	37.7911
SIX4	970.722	SIX4	110.1796
SIX5	727.335	SIX5	499.2681
SKA1	23.3143	removed	removed
SKA2	433.4337	SKA2	495.5422
SKA3	77.4034	removed	removed
SKAP1	442.2649	SKAP1	59.0818
SKAP2	599.4597	SKAP2	1736.2608
SKIL	1126.8571	SKIL	570.5921
SKIV2L2	1817.73	SKIV2L2	2288.7931
SKIV2L	1203.4127	SKIV2L	604.8543
SKI	1773.6519	SKI	2623.0206
SKP1	5856.1244	SKP1	5778.31
SKP2	123.6364	SKP2	232.6015
SLA2	65.3506	SLA2	10.6454
SLAIN1	32.4987	SLAIN1	156.487
SLAIN2	1512.2493	SLAIN2	1972.0559
SLAMF1	54.4	SLAMF1	23.4198
SLAMF6	188.6338	SLAMF6	35.662
SLAMF7	286.1299	SLAMF7	309.2482
SLAMF8	279.3087	SLAMF8	27.9548
SLA	617.122	SLA	149.5675
SLBP	926.2129	SLBP	846.8397
SLC10A3	411.5324	SLC10A3	438.0572
SLC10A6	9.5377	SLC10A6	152.2289
SLC10A7	358.8987	SLC10A7	327.3453
SLC11A1	29.6727	SLC11A1	17.5649
SLC11A2	1394.6181	SLC11A2	897.9375
SLC12A1	837.9013	removed	removed
SLC12A2	7949.4645	SLC12A2	3284.6307
SLC12A4	583.5106	SLC12A4	1439.0526
SLC12A6	547.9669	SLC12A6	1452.2315
SLC12A7	1938.9713	SLC12A7	672.7878
SLC12A8	217.6	SLC12A8	43.5981
SLC12A9	982.3792	SLC12A9	290.0865
SLC13A2	15.5429	SLC13A2	117.0991
SLC13A3	222.5454	SLC13A3	45.7751
SLC13A4	8.1247	SLC13A4	13.3067
removed	removed	SLC13A5	5.855
SLC14A1	40.9766	SLC14A1	140.519
SLC14A2	116.2182	SLC14A2	210.7784
SLC15A2	122.5766	SLC15A2	91.018
SLC15A3	503.0234	SLC15A3	313.5063
SLC15A4	456.3948	SLC15A4	690.3526
removed	removed	SLC16A10	27.678
removed	removed	SLC16A11	17.0326
SLC16A12	34.9714	SLC16A12	68.6627
SLC16A13	31.7922	SLC16A13	32.4684
SLC16A14	144.4779	SLC16A14	320.9581
SLC16A1	244.0935	SLC16A1	1050.1663
SLC16A2	217.6	SLC16A2	1631.9361
SLC16A3	150.4831	SLC16A3	26.6134
SLC16A4	113.3922	SLC16A4	236.3273
SLC16A5	187.9273	SLC16A5	75.5822
SLC16A6	129.2883	SLC16A6	11.7099
SLC16A7	27.2	SLC16A7	1337.5915
SLC16A8	5.6519	removed	removed
SLC16A9	225.7247	SLC16A9	66.0013
SLC17A5	900.7792	SLC17A5	849.501
SLC17A7	7.0649	SLC17A7	167.1324
SLC17A9	30.7325	SLC17A9	17.5649
SLC18A1	5.2987	removed	removed
SLC18A2	49.1013	SLC18A2	14.9035
SLC19A1	319.6883	SLC19A1	158.0838
SLC19A2	3290.4933	SLC19A2	1845.3759
SLC19A3	6.0052	SLC19A3	17837.9242
SLC1A1	921.6207	SLC1A1	219.2947
SLC1A2	113.3922	SLC1A2	38.3234
SLC1A3	180.1558	SLC1A3	1167.2655
SLC1A4	1118.3792	SLC1A4	388.5562
SLC1A5	1075.9896	SLC1A5	5685.6953
SLC1A7	13.0701	SLC1A7	40.9634
SLC20A1	1508.7168	SLC20A1	422.0892
SLC20A2	2102.8778	SLC20A2	681.3041
SLC22A10	7.7714	removed	removed
SLC22A15	136	SLC22A15	39.3879
SLC22A17	468.7584	SLC22A17	367.7977
SLC22A18	324.987	SLC22A18	89.4212
SLC22A23	1517.283	SLC22A23	897.6128
removed	removed	SLC22A25	19.1617
SLC22A3	46.6286	SLC22A3	565.8017
SLC22A4	54.9405	SLC22A4	29.147
SLC22A5	699.4285	SLC22A5	242.7146
SLC23A1	62.5247	removed	removed
SLC23A2	789.1532	SLC23A2	1343.4464
SLC23A3	8.4779	removed	removed
SLC24A1	581.7868	SLC24A1	485.855
SLC24A2	34.2649	removed	removed
SLC24A3	811.761	SLC24A3	401.8629
SLC24A4	7.0649	SLC24A4	15.9681
SLC24A5	17.0053	SLC24A5	6.6906
SLC24A6	624.187	SLC24A6	559.4145
SLC25A10	663.3974	SLC25A10	768.0639
SLC25A11	428.8415	SLC25A11	978.31
SLC25A12	1098.5973	SLC25A12	488.6228
SLC25A13	351.4805	SLC25A13	358.2169
SLC25A14	210.1818	SLC25A14	106.986
SLC25A15	418.4737	SLC25A15	184.479
SLC25A16	922.3272	SLC25A16	1125.2162
SLC25A17	369.4961	SLC25A17	518.9621
removed	removed	SLC25A18	249.6341
SLC25A19	80.187	SLC25A19	126.68
SLC25A1	280.8312	SLC25A1	2902.4617
SLC25A20	242.6805	SLC25A20	629.1417
SLC25A21	30.5276	SLC25A21	17.8097
SLC25A22	609.3506	SLC25A22	129.3413
SLC25A23	1274.161	SLC25A23	2153.5595
SLC25A24	1615.0441	SLC25A24	1474.3846
SLC25A25	511.148	SLC25A25	2406.9195
SLC25A26	355.6488	SLC25A26	459.5236
SLC25A27	41.6831	SLC25A27	298.6028
SLC25A28	402.7013	SLC25A28	698.8689
SLC25A29	1476.5714	SLC25A29	231.5369
SLC25A30	458.8675	SLC25A30	622.7545
SLC25A32	454.4519	SLC25A32	694.2222
SLC25A33	213.361	SLC25A33	546.1078
SLC25A34	31.439	SLC25A34	76.1144
SLC25A35	155.4321	SLC25A35	89.3999
SLC25A36	2320.831	SLC25A36	2453.2269
SLC25A37	545.7662	SLC25A37	363.0073
SLC25A38	651.0337	SLC25A38	870.2595
SLC25A39	1415.4597	SLC25A39	954.8902
SLC25A3	3867.6985	SLC25A3	9851.2309
SLC25A40	341.851	SLC25A40	195.2575
SLC25A42	312.6234	SLC25A42	374.7172
SLC25A43	169.9117	SLC25A43	513.6394
SLC25A44	913.4961	SLC25A44	693.014
SLC25A45	317.9221	SLC25A45	123.4864
SLC25A46	570.8467	SLC25A46	980.9714
SLC25A4	249.7454	SLC25A4	770.7252
SLC25A5	3271.7713	SLC25A5	4652.5615
SLC25A6	4646.6076	SLC25A6	9863.4731
SLC26A10	9.2374	removed	removed
SLC26A11	345.8286	SLC26A11	209.1816
SLC26A1	102.9962	SLC26A1	14.3819
SLC26A2	622.774	SLC26A2	996.9395
SLC26A3	163.9065	removed	removed
SLC26A4	20.8416	SLC26A4	147.4385
SLC26A6	153.0583	SLC26A6	81.4371
SLC26A7	7.4182	SLC26A7	110.1796
SLC26A8	6.7117	removed	removed
SLC27A1	601.5792	SLC27A1	1274.2515
SLC27A2	22.2545	SLC27A2	1724.5509
SLC27A3	312.2701	SLC27A3	553.0273
SLC27A4	414.3584	SLC27A4	254.9568
SLC27A5	80.8193	SLC27A5	52.2209
SLC27A6	32.8519	SLC27A6	92.0825
SLC28A3	22.6078	SLC28A3	44.1783
SLC29A1	2274.5557	SLC29A1	5110.3127
SLC29A2	164.8991	SLC29A2	103.2601
SLC29A3	331.3454	SLC29A3	135.7285
SLC29A4	32.4987	SLC29A4	2159.9468
SLC2A10	555.3039	SLC2A10	549.3014
SLC2A11	127.5221	SLC2A11	144.2448
SLC2A12	81.9532	SLC2A12	208.1171
SLC2A13	1741.8596	SLC2A13	410.3792
SLC2A14	6.7117	SLC2A14	9.0486
SLC2A1	851.6779	SLC2A1	359.2814
SLC2A3	391.0441	SLC2A3	728.1437
SLC2A4RG	1509.7765	SLC2A4RG	1759.6806
SLC2A4	6.7117	SLC2A4	2698.0705
SLC2A5	15.8961	SLC2A5	63.34
SLC2A6	78.774	SLC2A6	24.4844
SLC2A8	285.0701	SLC2A8	323.0872
SLC2A9	61.1117	SLC2A9	25.0166
SLC30A1	469.4649	SLC30A1	278.9088
SLC30A2	10.5974	removed	removed
SLC30A4	105.6208	SLC30A4	264.5376
SLC30A5	1573.361	SLC30A5	1458.9488
SLC30A6	468.7584	SLC30A6	481.171
SLC30A7	1167.4805	SLC30A7	652.0293
SLC30A8	76.6545	removed	removed
SLC30A9	2053.7765	SLC30A9	1547.8377
SLC31A1	1414.7532	SLC31A1	828.7425
SLC31A2	349.7143	SLC31A2	779.2415
SLC33A1	693.4233	SLC33A1	592.4152
SLC34A2	79.4805	SLC34A2	303.3932
SLC34A3	8.8312	removed	removed
SLC35A1	577.4418	SLC35A1	693.5462
removed	removed	SLC35A2	294.8769
SLC35A3	1372.3636	SLC35A3	437.525
SLC35A4	1934.0259	SLC35A4	2005.0566
SLC35A5	755.5948	SLC35A5	1124.684
SLC35B1	577.5584	SLC35B1	393.3466
SLC35B2	1182.3168	SLC35B2	757.4185
SLC35B3	579.6779	SLC35B3	508.3167
SLC35B4	361.3714	SLC35B4	564.2049
SLC35C1	286.1299	SLC35C1	831.9361
SLC35C2	923.7402	SLC35C2	668.5296
SLC35D1	643.6156	SLC35D1	795.2096
SLC35D2	312.6234	SLC35D2	405.0566
SLC35E1	3036.1557	SLC35E1	1970.9914
SLC35E2	5289.7498	SLC35E2	2978.9115
SLC35E2	152.7227	SLC35E2	40.1171
SLC35E3	266.348	SLC35E3	220.8916
SLC35E4	12.021	SLC35E4	29.8177
SLC35F1	7.0649	SLC35F1	39.9202
SLC35F2	326.4	SLC35F2	97.4052
SLC35F3	13.7766	SLC35F3	70.2595
SLC35F5	1274.8675	SLC35F5	988.4232
SLC36A1	320.0415	SLC36A1	254.9568
SLC36A4	57.226	SLC36A4	114.4378
SLC37A1	967.8961	SLC37A1	127.7445
SLC37A2	377.6208	SLC37A2	88.3566
SLC37A3	1054.7948	SLC37A3	753.1603
SLC37A4	416.8311	SLC37A4	411.976
removed	removed	SLC38A10	1284.3646
SLC38A11	11.3039	SLC38A11	6.9195
SLC38A1	10185.5164	SLC38A1	1257.7512
SLC38A2	2868.3635	SLC38A2	4794.6773
SLC38A3	24.0208	SLC38A3	17.0326
SLC38A4	15.5429	SLC38A4	26.6134
SLC38A5	52.2805	SLC38A5	26.0812
SLC38A6	337.7039	SLC38A6	169.7937
SLC38A7	147.3039	SLC38A7	168.1969
SLC38A9	160.7273	SLC38A9	233.666
SLC39A10	1053.735	SLC39A10	688.2236
SLC39A11	1285.8181	SLC39A11	269.328
SLC39A13	584.9766	SLC39A13	485.9614
SLC39A14	1100.0103	SLC39A14	2098.7359
SLC39A1	1931.5531	SLC39A1	1479.7073
SLC39A2	9.5377	removed	removed
SLC39A3	253.2779	SLC39A3	230.4724
SLC39A4	141.6519	SLC39A4	59.6141
SLC39A6	23353.1416	SLC39A6	3102.0625
SLC39A7	3657.5167	SLC39A7	1024.6174
SLC39A8	345.4753	SLC39A8	562.6081
SLC39A9	6134.4828	SLC39A9	2212.1091
SLC3A1	5.8356	SLC3A1	8.6653
SLC3A2	1848.8934	SLC3A2	1671.324
SLC40A1	9689.2047	SLC40A1	5571.7898
SLC41A1	521.7454	SLC41A1	1592.5482
SLC41A2	214.4208	SLC41A2	284.2315
SLC41A3	569.4337	SLC41A3	856.4205
SLC43A1	471.2311	SLC43A1	810.6454
SLC43A2	609.7039	SLC43A2	502.994
SLC43A3	507.9688	SLC43A3	949.5675
SLC44A1	4526.1504	SLC44A1	2207.851
SLC44A2	4259.0959	SLC44A2	3361.2774
SLC44A3	171.6779	SLC44A3	147.4385
SLC44A4	3999.8128	SLC44A4	42.5815
SLC44A5	2265.0181	SLC44A5	17.0326
SLC45A1	52.2805	SLC45A1	44.1783
SLC45A3	132.4675	SLC45A3	67.0659
SLC45A4	427.0753	SLC45A4	270.9248
SLC46A1	1226.7199	SLC46A1	900.0399
SLC46A2	9.5377	removed	removed
SLC46A3	261.4026	SLC46A3	711.6434
SLC47A1	18.0156	SLC47A1	235.2628
removed	removed	SLC47A2	5.3227
SLC48A1	559.1896	SLC48A1	953.8257
SLC4A11	29.6727	SLC4A11	45.7751
SLC4A1AP	600.8727	SLC4A1AP	568.4631
SLC4A2	2241.7285	SLC4A2	1112.7984
SLC4A3	121.1636	SLC4A3	60.1464
SLC4A4	89.3714	SLC4A4	1423.819
SLC4A5	147.4452	SLC4A5	85.163
SLC4A7	2417.6207	SLC4A7	697.8044
SLC4A8	1680.748	SLC4A8	29.8071
SLC5A1	127.5221	SLC5A1	335.3293
SLC5A3	774.2709	SLC5A3	2036.1677
SLC5A4	6.0052	SLC5A4	11.7099
SLC5A6	1425.6402	SLC5A6	1297.2242
SLC5A9	34.6182	SLC5A9	5.855
SLC6A10P	9.1844	SLC6A10P	9.5808
removed	removed	SLC6A11	5.3227
SLC6A12	15.5429	SLC6A12	5.855
SLC6A14	13.0701	SLC6A14	300.1996
removed	removed	SLC6A15	8.5163
SLC6A16	17.6623	SLC6A16	61.7432
SLC6A1	15.5429	SLC6A1	5.855
SLC6A20	12.0104	SLC6A20	27.678
removed	removed	SLC6A2	53.7591
SLC6A4	16.2493	SLC6A4	13.3067
SLC6A6	1307.3662	SLC6A6	852.1623
SLC6A8	964.0103	SLC6A8	1318.9621
SLC6A9	58.9922	SLC6A9	48.9687
removed	removed	SLC7A10	1902.4085
SLC7A11	53.6935	SLC7A11	66.0013
SLC7A13	20.1351	removed	removed
SLC7A1	1085.8805	SLC7A1	483.3001
SLC7A2	7803.2204	SLC7A2	1458.9488
SLC7A3	18.7221	SLC7A3	13.3067
removed	removed	SLC7A4	17.5649
SLC7A5P2	5.8427	removed	removed
SLC7A5	217.6	SLC7A5	106.4538
SLC7A6OS	106.0835	SLC7A6OS	195.1883
SLC7A6	611.0073	SLC7A6	2055.7764
SLC7A7	272.7065	SLC7A7	159.6806
SLC7A8	4311.7296	SLC7A8	642.9807
SLC7A9	10.2442	removed	removed
SLC8A1	376.2078	SLC8A1	362.475
SLC8A3	5.2987	SLC8A3	10.6454
SLC9A1	3065.1219	SLC9A1	736.1277
SLC9A2	175.5636	removed	removed
SLC9A3R1	2931.5947	SLC9A3R1	378.9754
SLC9A3R2	2307.7609	SLC9A3R2	1035.7951
SLC9A5	40.2701	SLC9A5	20.2262
SLC9A6	129.6416	SLC9A6	586.5602
SLC9A7	291.4286	SLC9A7	54.8237
SLC9A8	795.1584	SLC9A8	479.5742
SLC9A9	107.387	SLC9A9	588.6893
removed	removed	SLCO1A2	42.0492
removed	removed	SLCO1C1	73.9854
SLCO2A1	339.1169	SLCO2A1	328.4098
SLCO2B1	683.8857	SLCO2B1	487.0259
SLCO3A1	160.7273	SLCO3A1	564.2049
SLCO4A1	5.2987	SLCO4A1	37.2216
SLCO4C1	15.5429	SLCO4C1	5.855
SLCO5A1	6.3584	removed	removed
SLFN11	500.5506	SLFN11	1299.2681
SLFN12L	20.1351	SLFN12L	33.5329
SLFN12	215.4805	SLFN12	115.5023
SLFN13	157.1948	SLFN13	250.6986
SLFN5	1344.8103	SLFN5	1464.2715
SLFNL1	5.6519	removed	removed
removed	removed	SLIT1	22.8876
SLIT2	309.0909	SLIT2	707.9175
removed	removed	SLIT3	3850.4325
removed	removed	SLITRK2	29.8071
removed	removed	SLITRK3	8.5163
SLITRK4	15.1896	SLITRK4	334.7971
removed	removed	SLITRK5	5.3227
SLITRK6	1144.8727	SLITRK6	85.6953
SLK	2631.3349	SLK	3127.6114
SLMAP	1843.5947	SLMAP	1326.4138
SLMO1	15.5429	SLMO1	18.0971
SLMO2	1445.1324	SLMO2	1354.6241
SLPI	110.9195	SLPI	391.2176
SLTM	3347.7193	SLTM	2081.171
SLU7	1133.5688	SLU7	1403.5928
SMAD1	1041.7246	SMAD1	920.825
SMAD2	1935.0856	SMAD2	2904.0585
SMAD3	761.2467	SMAD3	1638.3234
SMAD4	2388.5802	SMAD4	2597.5196
removed	removed	SMAD5OS	7.984
SMAD5	2143.1479	SMAD5	3007.3187
SMAD6	60.4052	SMAD6	168.1969
SMAD7	814.587	SMAD7	776.5802
SMAD9	14.8364	SMAD9	97.9375
SMAGP	62.8779	SMAGP	185.2295
SMAP1	614.1159	SMAP1	921.0752
SMAP2	1710.7739	SMAP2	801.5968
SMARCA1	383.2727	SMARCA1	1864.5376
SMARCA2	4446.6699	SMARCA2	4720.1597
SMARCA4	2239.2311	SMARCA4	760.6121
SMARCA5	2256.5401	SMARCA5	2279.175
SMARCAD1	1244.4882	SMARCAD1	954.8902
SMARCAL1	596.987	SMARCAL1	576.9794
SMARCB1	643.2623	SMARCB1	576.4471
SMARCC1	3689.3089	SMARCC1	1834.7305
SMARCC2	3186.2855	SMARCC2	4299.6673
SMARCD1	1654.961	SMARCD1	1148.1038
SMARCD2	2122.6596	SMARCD2	1887.9574
SMARCD3	613.2363	SMARCD3	235.2628
SMARCE1	3065.8284	SMARCE1	2452.6946
SMC1A	2322.244	SMC1A	1920.4258
SMC2	563.4285	SMC2	710.0466
SMC3	1608.6856	SMC3	2032.2023
SMC4	1279.1064	SMC4	713.7725
SMC5	1224.7064	SMC5	1025.682
SMC6	783.8545	SMC6	723.8856
SMCHD1	1692.7584	SMCHD1	1967.2655
SMCR7L	740.0519	SMCR7L	1409.4478
SMCR7	162.8467	SMCR7	213.4398
SMCR8	1272.5502	SMCR8	1053.5303
SMEK1	3320.8726	SMEK1	1585.6287
SMEK2	2716.4674	SMEK2	2829.5409
SMG1	8401.9736	SMG1	3870.1264
SMG5	1757.7558	SMG5	1217.2987
SMG6	766.8987	SMG6	1188.024
SMG7	2094.0466	SMG7	2001.8629
SMN1	7.4676	removed	removed
SMN2	627.67	SMN2	723.843
SMNDC1	723.0961	SMNDC1	839.9202
SMOC1	7.4182	SMOC1	452.4285
SMOC2	1567.3558	SMOC2	2825.2828
SMOX	151.1896	SMOX	56.9528
SMO	275.8857	SMO	332.1357
SMPD1	764.7792	SMPD1	581.7698
SMPD2	308.7376	SMPD2	104.857
SMPD3	161.4338	SMPD3	36.1943
SMPD4	2224.0414	SMPD4	1128.9421
SMPDL3A	225.3714	SMPDL3A	269.328
SMPDL3B	98.5558	SMPDL3B	38.8556
SMS	1234.5973	SMS	939.9867
SMTNL1	5.2987	removed	removed
removed	removed	SMTNL2	6.3872
SMTN	445.0909	SMTN	736.1277
SMU1	1798.7324	SMU1	1784.6973
SMUG1	662.6909	SMUG1	396.008
SMURF1	1003.581	SMURF1	1232.3513
SMURF2	459.2208	SMURF2	636.0612
SMYD1	9.5377	SMYD1	203.3267
SMYD2	232.7896	SMYD2	516.3007
SMYD3	314.7428	SMYD3	130.9381
SMYD4	228.5506	SMYD4	561.0113
SMYD5	487.4805	SMYD5	521.6234
SNAI1	27.2	SNAI1	83.0339
SNAI2	374.0883	SNAI2	920.2927
SNAI3	21.5481	SNAI3	7.4518
SNAP23	2736.6025	SNAP23	1463.7392
SNAP25	6.7117	SNAP25	8.5163
SNAP29	1084.1142	SNAP29	1230.0732
SNAP47	768.8592	SNAP47	391.4784
SNAPC1	322.161	SNAPC1	282.6347
SNAPC2	423.5428	SNAPC2	126.68
SNAPC3	525.6311	SNAPC3	716.9661
SNAPC4	408.3532	SNAPC4	142.1158
SNAPC5	76.1741	SNAPC5	73.9854
SNAPIN	466.2857	SNAPIN	866.5336
SNCAIP	125.7452	SNCAIP	99.002
SNCA	45.9221	SNCA	74.5176
SNCG	48.748	SNCG	282.6347
SND1	5052.488	SND1	3011.5768
SNED1	714.2649	SNED1	1563.2735
SNF8	516.8	SNF8	622.2222
SNHG10	131.0545	SNHG10	31.9361
SNHG11	210.2807	SNHG11	103.7924
SNHG12	127.621	SNHG12	86.2275
SNHG1	777.8493	SNHG1	600.9315
SNHG3-RCC1	296.215	SNHG3-RCC1	111.2335
SNHG3	30.7325	SNHG3	16.5003
SNHG4	5.2987	SNHG4	8.6228
SNHG5	485.0078	SNHG5	1165.6687
SNHG6	348.6545	SNHG6	1147.5715
SNHG7	605.9594	SNHG7	607.0153
SNHG8	759.8337	SNHG8	769.6607
SNHG9	17.3091	SNHG9	36.1943
SNIP1	420.0104	SNIP1	337.9907
SNN	1147.6986	SNN	2435.662
SNORA39	12.2647	removed	removed
SNORA7B	17.8036	SNORA7B	7.2708
SNORA8	239.0244	SNORA8	259.9548
SNORD116-20	17.6623	removed	removed
SNORD116-28	584.5598	SNORD116-28	157.2428
SNORD116-4	127.2925	SNORD116-4	24.8836
SNORD1C	15.5252	SNORD1C	7.67
