gene_id	TCGA-BH-A0AZ-01A-21R-A12P-07	gene_id	TCGA-BH-A0AZ-11A-22R-A12P-07
RND3	378.0546	RND3	3180.6752
RNF103	1814.9449	RNF103	1606.59
RNF10	4015.8122	RNF10	3229.4445
RNF111	842.8366	RNF111	1020.8032
removed	removed	RNF112	10.0587
RNF113A	252.0364	RNF113A	190.81
RNF114	1612.3622	RNF114	1359.7501
RNF115	490.6564	RNF115	546.5214
RNF11	2069.9569	RNF11	2887.4495
RNF121	536.6555	RNF121	480.6828
RNF122	257.7863	RNF122	199.0399
RNF123	616.1955	RNF123	725.7487
RNF125	252.5156	RNF125	483.7309
RNF126	479.6358	RNF126	266.4025
RNF128	88.1648	RNF128	532.1954
RNF130	2400.0958	RNF130	1527.0898
RNF135	836.6076	RNF135	543.1685
RNF138P1	7.1874	RNF138P1	26.8231
RNF138	217.058	RNF138	504.153
RNF139	1216.0997	RNF139	913.2058
RNF13	1771.9214	RNF13	1716.6806
RNF141	1028.2702	RNF141	1619.4468
RNF144A	2156.2051	RNF144A	591.633
RNF144B	609.4873	RNF144B	1782.2144
RNF145	1209.3915	RNF145	1574.0303
RNF146	894.1064	RNF146	799.8171
removed	removed	RNF148	6.0962
RNF149	1251.5573	RNF149	894.9173
RNF14	2025.3953	RNF14	1290.5586
RNF150	86.2482	RNF150	301.7603
RNF152	80.4983	RNF152	128.9339
RNF157	128.8692	RNF157	125.5536
RNF160	695.2563	RNF160	1502.7052
RNF165	24.9161	RNF165	181.3793
RNF166	151.8927	RNF166	125.581
RNF167	1690.4648	RNF167	1702.9643
RNF168	204.1207	RNF168	281.0333
RNF169	734.7964	RNF169	1170.6012
RNF170	462.3862	RNF170	587.6705
RNF175	23.4787	RNF175	37.1866
removed	removed	RNF17	15.85
RNF180	281.7441	RNF180	339.2517
RNF181	1271.6818	RNF181	526.404
RNF182	7.6665	RNF182	14.9356
RNF183	29.7077	RNF183	54.2559
RNF185	1272.7935	RNF185	1350.1425
RNF186	12.4581	RNF186	35.3578
RNF187	3606.6124	RNF187	1759.3538
RNF19A	1307.1394	RNF19A	1777.6423
RNF19B	942.022	RNF19B	583.4032
RNF207	83.3733	RNF207	241.1034
RNF208	155.2468	RNF208	60.6569
RNF20	1590.321	RNF20	1705.4027
RNF212	36.4159	RNF212	46.6357
RNF213	3641.5141	RNF213	2984.5249
RNF214	264.9736	RNF214	506.2867
RNF215	243.4116	RNF215	282.8622
RNF216L	408.7207	RNF216L	212.0491
RNF216	1203.1624	RNF216	1424.0646
RNF217	99.6646	RNF217	144.4456
RNF219	309.6215	RNF219	378.3129
RNF220	1048.989	RNF220	1088.1506
removed	removed	RNF222	6.0962
RNF24	335.8888	RNF24	381.9249
RNF25	499.7604	RNF25	321.5728
RNF26	806.4207	RNF26	756.8391
RNF2	1121.7058	RNF2	659.3005
RNF31	815.0455	RNF31	836.0101
RNF32	23.9578	RNF32	47.5501
RNF34	639.8754	RNF34	513.3034
RNF38	894.5855	RNF38	2064.1622
RNF39	142.7887	RNF39	551.0935
RNF40	2284.1399	RNF40	2407.3764
RNF41	826.5453	RNF41	993.3704
RNF43	231.4327	RNF43	1707.2316
RNF44	1107.3311	RNF44	976.3012
RNF4	1125.5391	RNF4	1164.6727
RNF5P1	87.2065	RNF5P1	79.8598
RNF5	1007.1874	RNF5	650.1562
RNF6	660.2779	RNF6	886.0779
RNF7	1377.5755	RNF7	749.2189
RNF8	361.2841	RNF8	365.4652
RNFT1	296.598	RNFT1	402.6518
RNFT2	120.7475	RNFT2	13.1068
RNGTT	436.9909	RNGTT	468.4904
RNH1	2942.9804	RNH1	2101.9584
RNLS	143.2678	RNLS	165.8157
RNMTL1	178.2463	RNMTL1	252.0765
RNMT	865.357	RNMT	1223.5007
RNPC3	145.8553	RNPC3	407.1356
RNPEPL1	1479.6358	RNPEPL1	823.897
RNPEP	4072.8318	RNPEP	1625.8477
RNPS1	2102.5395	RNPS1	1740.1509
ROBLD3	1796.8376	ROBLD3	327.669
ROBO1	1278.39	ROBO1	911.377
ROBO2	6.7082	ROBO2	9.1443
ROBO3	72.3527	ROBO3	280.4237
ROBO4	906.0853	ROBO4	747.9997
ROCK1	1668.9027	ROCK1	2323.5541
ROCK2	1086.2482	ROCK2	2009.9063
ROD1	2614.2789	ROD1	3002.6671
ROGDI	533.7805	ROGDI	480.0732
ROM1	34.0201	ROM1	46.9405
ROMO1	767.609	ROMO1	239.2746
ROPN1B	10.5414	ROPN1B	116.7416
ROPN1L	7.6665	removed	removed
ROPN1	9.5831	ROPN1	154.8426
ROR1	149.976	ROR1	279.2045
ROR2	1567.3215	ROR2	512.9925
RORA	599.9042	RORA	936.0664
RORB	11.0206	removed	removed
RORC	496.8855	RORC	949.7828
removed	removed	RP1L1	10.6683
RP1	8.1457	RP1	181.0562
RP2	423.0954	RP2	456.2981
RP9P	149.0177	RP9P	168.8638
RP9	186.8711	RP9	144.784
RPA1	1591.7585	RPA1	2203.7644
RPA2	1491.1356	RPA2	1335.3654
RPA3	342.597	RPA3	187.7619
RPAIN	273.9483	RPAIN	638.4363
RPAP1	591.7585	RPAP1	636.135
RPAP2	177.7671	RPAP2	371.5614
RPAP3	737.4221	RPAP3	678.5034
removed	removed	RPE65	42.0636
RPE	596.2626	RPE	756.1868
RPF1	803.5458	RPF1	555.6656
RPF2	389.0752	RPF2	318.5247
RPGRIP1L	308.0977	RPGRIP1L	288.3487
RPGRIP1	11.4998	RPGRIP1	26.8231
RPGR	141.3512	RPGR	254.2102
RPH3AL	132.2472	RPH3AL	247.5044
RPIA	305.2228	RPIA	363.9412
RPL10A	10241.495	RPL10A	12376.4383
RPL10	15173.4978	RPL10	14106.7286
RPL11	14842.3575	RPL11	17637.4305
RPL12	11509.8227	RPL12	11293.759
RPL13AP20	38.8117	RPL13AP20	25.9087
RPL13AP3	13.4164	RPL13AP3	9.7539
RPL13A	18945.8553	RPL13A	16011.2779
RPL13P5	7.1874	RPL13P5	15.5452
RPL13	13095.3522	RPL13	13063.4763
RPL14	9135.6013	RPL14	7971.6528
RPL15	18914.231	RPL15	19534.2528
RPL17	3779.2621	RPL17	6222.6595
RPL18A	1778.1505	RPL18A	1377.1241
RPL18	12002.3958	RPL18	11244.9897
RPL19P12	65.1653	RPL19P12	24.3847
RPL19	24156.6842	RPL19	16168.2542
removed	removed	RPL21P44	6.401
removed	removed	RPL21	10.0587
RPL22L1	323.4308	RPL22L1	355.1017
RPL22	7138.9554	RPL22	9006.1724
RPL23AP53	189.746	RPL23AP53	281.0333
removed	removed	RPL23AP64	14.6308
RPL23AP7	80.0192	RPL23AP7	72.2396
RPL23AP82	109.3579	RPL23AP82	103.33
RPL23A	4199.3292	RPL23A	3722.6244
RPL23P8	80.0192	RPL23P8	109.731
RPL23	16256.3488	RPL23	9241.7892
RPL24	8861.0446	RPL24	7614.4174
RPL26L1	362.2425	RPL26L1	123.7522
RPL26	9535.6972	RPL26	8908.6337
RPL27A	12181.1212	RPL27A	9645.6603
RPL27	11122.185	RPL27	4947.954
RPL28	14989.4586	RPL28	5804.1606
RPL29	6595.5918	RPL29	9045.4926
RPL30	11253.953	RPL30	12257.5631
RPL31	9188.7877	RPL31	9701.745
RPL32P3	78.9363	RPL32P3	300.8245
RPL32	16289.8898	RPL32	15294.0639
RPL34	6708.1936	RPL34	7661.0531
RPL35A	8457.1155	RPL35A	8496.228
RPL35	6497.3646	RPL35	4804.0844
RPL36AL	2922.3766	RPL36AL	2249.7904
RPL36A	24.9161	RPL36A	116.4368
RPL36	6757.5467	RPL36	6219.0048
RPL37A	15276.9526	RPL37A	12441.9721
RPL37	12895.5438	RPL37	10676.8269
RPL38	6403.4499	RPL38	4307.2468
RPL39L	168.184	RPL39L	97.8435
RPL39	547.6761	RPL39	500.1905
RPL3	37171.0589	RPL3	49001.2954
RPL41	16052.2281	RPL41	14489.6746
RPL4	30645.4241	RPL4	28721.7862
RPL5	13592.7168	RPL5	23373.6188
RPL6	8295.6397	RPL6	8803.7796
RPL7A	15353.1385	RPL7A	15857.0449
RPL7L1	926.2099	RPL7L1	1200.3353
RPL7	1277.9109	RPL7	2128.4767
RPL8	18486.8232	RPL8	20399.9086
RPL9	3721.61	RPL9	4261.2208
RPLP0P2	244.3699	RPLP0P2	14.0212
RPLP0	23547.1969	RPLP0	18584.7748
RPLP1	45141.8304	RPLP1	18960.2987
RPLP2	8698.6104	RPLP2	5872.7425
RPN1	7213.7039	RPN1	3641.5454
RPN2	8809.77	RPN2	4805.3006
RPP14	323.4308	RPP14	607.483
RPP21	445.6061	RPP21	146.3842
RPP25	252.5156	RPP25	95.1002
RPP30	473.886	RPP30	451.726
RPP38	303.3062	RPP38	246.59
RPP40	135.1222	RPP40	79.555
RPPH1	19.1663	RPPH1	37.4914
RPRD1A	719.6933	RPRD1A	1245.1421
RPRD1B	591.7585	RPRD1B	826.6402
RPRD2	2073.7901	RPRD2	2411.0341
RPS10P7	31.1452	RPS10P7	92.3569
RPS10	5782.4629	RPS10	4897.3558
RPS11	24969.334	RPS11	18512.2304
RPS12	12039.2908	RPS12	11963.7278
RPS13	7126.4974	RPS13	6266.8597
RPS14	18299.9521	RPS14	13737.1028
removed	removed	RPS15AP10	13.7164
RPS15A	9392.4293	RPS15A	9717.2903
RPS15	3782.4629	RPS15	2208.3365
RPS16	11562.5299	RPS16	8433.1327
RPS17	14470.5319	RPS17	8039.0155
RPS18	25748.4427	RPS18	29278.671
RPS19BP1	558.6967	RPS19BP1	528.5377
RPS19	11120.7475	RPS19	11233.1022
RPS20	14162.4341	RPS20	10860.6264
RPS21	3830.3785	RPS21	4219.462
RPS23	17431.7202	RPS23	14013.564
RPS24	16761.38	RPS24	16122.2281
RPS25	7203.6416	RPS25	9758.7442
RPS26	281.7441	RPS26	130.7628
RPS27A	8797.7959	RPS27A	10183.647
RPS27L	1538.093	RPS27L	931.1895
RPS27	119.7892	RPS27	1422.5406
RPS29	6026.8328	RPS29	4872.0567
RPS2P32	6.7082	RPS2P32	5.4866
RPS2	12591.2171	RPS2	9937.0571
RPS3A	5114.9976	RPS3A	6906.6524
RPS3	18876.8567	RPS3	22191.2672
RPS4X	43610.9248	RPS4X	48237.4457
RPS5	9889.794	RPS5	8786.7104
RPS6KA1	1197.4126	RPS6KA1	816.5816
RPS6KA2	1406.3249	RPS6KA2	1233.2546
RPS6KA3	900.3354	RPS6KA3	1709.0604
RPS6KA4	497.3646	RPS6KA4	371.5614
RPS6KA5	91.9981	RPS6KA5	621.809
RPS6KA6	27.7911	RPS6KA6	151.4898
RPS6KB1	1186.392	RPS6KB1	1209.7843
RPS6KB2	529.9473	RPS6KB2	373.0854
RPS6KC1	1224.2453	RPS6KC1	647.7177
RPS6KL1	14.3747	RPS6KL1	56.9992
RPS6	21872.5443	RPS6	28925.703
RPS7	4584.092	RPS7	5006.782
RPS8	17105.4145	RPS8	18092.5093
RPS9	8381.8879	RPS9	12718.7381
RPSAP52	5.7499	removed	removed
RPSAP58	7477.2401	RPSAP58	5841.3473
RPSAP9	13.4164	RPSAP9	11.8875
RPSA	5162.4341	RPSA	3441.8959
RPTOR	834.2118	RPTOR	799.8171
RPUSD1	325.8265	RPUSD1	210.3178
RPUSD2	198.85	RPUSD2	117.0464
RPUSD3	412.0747	RPUSD3	339.5565
RPUSD4	358.8884	RPUSD4	516.3453
RQCD1	173.9339	RQCD1	193.8581
RRAD	22.9995	RRAD	31.3953
RRAGA	2280.3067	RRAGA	1613.0458
RRAGB	302.827	RRAGB	418.8067
RRAGC	432.1993	RRAGC	376.7431
RRAGD	333.0139	RRAGD	335.8988
RRAS2	265.932	RRAS2	481.902
RRAS	623.3828	RRAS	377.9624
RRBP1	6670.8194	RRBP1	4387.7162
RREB1	949.6885	RREB1	1703.8787
RRM1	1659.3196	RRM1	1233.2546
RRM2B	804.5041	RRM2B	936.9809
RRM2	624.3412	RRM2	27.7376
RRN3P1	11.9789	RRN3P1	58.5232
RRN3P2	12.9372	RRN3P2	15.85
RRN3P3	38.2415	RRN3P3	58.5781
RRN3	1182.0795	RRN3	1165.5871
RRP12	733.5889	RRP12	694.6582
RRP15	642.07	RRP15	542.8637
RRP1B	1242.9324	RRP1B	977.2156
RRP1	435.5534	RRP1	357.845
RRP7A	378.0546	RRP7A	406.9191
RRP7B	21.2123	RRP7B	297.8496
RRP8	358.8884	RRP8	276.1564
RRP9	186.8711	RRP9	261.5256
RRS1	361.2841	RRS1	228.3015
RSAD1	840.92	RSAD1	873.8855
RSAD2	676.5692	RSAD2	97.5387
RSBN1L	331.4279	RSBN1L	870.4869
RSBN1	577.3838	RSBN1	1008.0012
RSC1A1	177.7096	RSC1A1	442.094
RSF1	715.8601	RSF1	1708.4508
RSL1D1	3676.0901	RSL1D1	4620.5898
RSL24D1	1732.1514	RSL24D1	2138.8402
RSPH1	220.8912	RSPH1	87.48
RSPH3	162.4341	RSPH3	308.7709
RSPH4A	15.8122	RSPH4A	23.7751
RSPH9	14.3747	RSPH9	11.2779
RSPO1	73.7901	RSPO1	213.061
RSPO3	96.3105	RSPO3	439.2288
RSPO4	14.8539	RSPO4	47.8549
RSPRY1	545.2803	RSPRY1	589.8042
RSRC1	233.8285	RSRC1	249.0284
RSRC2	1330.139	RSRC2	2190.3528
RSU1	2129.3723	RSU1	1324.3923
RTBDN	6.229	removed	removed
RTCD1	443.6991	RTCD1	461.175
RTEL1	227.5755	RTEL1	406.3979
RTF1	2071.3943	RTF1	2313.8002
RTKN2	100.6229	RTKN2	77.4213
RTKN	736.4638	RTKN	647.7177
RTN1	275.9943	RTN1	466.6616
RTN2	459.9904	RTN2	299.6266
RTN3	5296.1188	RTN3	3305.037
RTN4IP1	130.8098	RTN4IP1	126.8003
RTN4RL1	232.8701	RTN4RL1	540.4252
RTN4RL2	164.8299	RTN4RL2	28.9568
RTN4R	129.8515	RTN4R	46.9405
RTN4	6526.114	RTN4	6097.3863
RTP4	157.1634	RTP4	85.3463
RTTN	146.1428	RTTN	435.8759
RUFY1	1749.4011	RUFY1	1359.1404
RUFY2	358.4092	RUFY2	652.8995
RUFY3	744.6095	RUFY3	1193.9343
RUNDC1	1228.5577	RUNDC1	1054.3321
RUNDC2A	70.436	RUNDC2A	84.1271
RUNDC2C	13.9674	RUNDC2C	39.9665
RUNDC3A	8.6248	RUNDC3A	14.326
RUNDC3B	48.3948	RUNDC3B	113.6935
RUNX1T1	161.4758	RUNX1T1	240.4938
RUNX1	8307.6186	RUNX1	4905.8904
RUNX2	1726.4015	RUNX2	270.6698
RUNX3	241.495	RUNX3	461.175
RUSC1	1428.8452	RUSC1	576.3926
RUSC2	1397.7	RUSC2	965.6329
RUVBL1	806.9909	RUVBL1	651.6589
RUVBL2	1410.6373	RUVBL2	941.2482
RWDD1	1138.9554	RWDD1	914.7299
RWDD2A	89.1231	RWDD2A	90.8329
RWDD2B	382.8462	RWDD2B	393.2028
RWDD3	183.517	RWDD3	330.3513
RWDD4A	532.8222	RWDD4A	488.9126
RXRA	1184.4753	RXRA	2003.5053
RXRB	796.8376	RXRB	1082.9841
RYBP	1556.3009	RYBP	1777.0327
RYK	1258.2655	RYK	1734.6643
RYR1	278.8692	RYR1	295.0545
RYR2	15.8122	RYR2	24.9943
RYR3	15.333	RYR3	360.2835
S100A10	3301.3896	S100A10	1931.8753
S100A11	8140.3929	S100A11	2304.9608
S100A13	2918.5434	S100A13	1357.9212
S100A14	1941.5429	S100A14	1077.1927
S100A16	2666.9861	S100A16	1510.935
S100A1	435.0743	S100A1	547.131
S100A2	142.7887	S100A2	90.5281
S100A3	9.5831	removed	removed
S100A4	2018.6871	S100A4	811.3998
S100A6	7418.3038	S100A6	3924.7123
S100A8	20.6037	S100A8	28.0424
S100A9	56.0613	S100A9	97.2339
S100B	49.3531	S100B	359.6739
S100PBP	683.7566	S100PBP	881.8106
S100P	1092.9564	S100P	10.6683
S1PR1	809.7748	S1PR1	1228.6825
S1PR2	326.3057	S1PR2	406.3095
S1PR3	895.5391	S1PR3	888.0561
S1PR4	23.4787	S1PR4	12.802
S1PR5	48.874	S1PR5	45.7213
SAA1	584.092	SAA1	456.2981
SAA2	514.6143	SAA2	300.2362
removed	removed	SAA4	11.8875
SAAL1	228.5577	SAAL1	193.8581
SAC3D1	117.8725	SAC3D1	58.5232
SACM1L	993.771	SACM1L	1530.4427
SACS	670.8194	SACS	815.972
SAE1	1832.2952	SAE1	1188.4478
SAFB2	873.5026	SAFB2	1519.7744
SAFB	1176.8088	SAFB	1898.3464
SALL1	258.2655	SALL1	29.5664
SALL2	333.4931	SALL2	1111.6361
SALL3	8.6248	removed	removed
SALL4	117.3934	SALL4	9.1443
SAMD10	60.8529	SAMD10	93.5762
SAMD11	135.9415	SAMD11	17.6393
SAMD12	350.2635	SAMD12	514.2117
SAMD13	33.541	SAMD13	66.753
SAMD14	39.2908	removed	removed
SAMD1	187.3503	SAMD1	180.1417
SAMD3	22.0412	SAMD3	37.1866
SAMD4A	395.7834	SAMD4A	570.6012
SAMD4B	2476.2817	SAMD4B	1936.7523
SAMD5	183.0379	SAMD5	1893.1647
SAMD8	159.08	SAMD8	312.4286
SAMD9L	839.4825	SAMD9L	769.9459
SAMD9	652.1322	SAMD9	476.4155
SAMHD1	795.0982	SAMHD1	1060.5807
SAMM50	952.5635	SAMM50	706.8506
SAMSN1	106.8519	SAMSN1	56.0847
SAP130	787.2544	SAP130	817.496
SAP18	2184.4753	SAP18	2184.8663
SAP30BP	1126.4974	SAP30BP	923.8741
SAP30L	1299.9521	SAP30L	1374.076
SAP30	149.4969	SAP30	121.9233
SAPS1	1866.3153	SAPS1	1316.7721
SAPS2	1292.2856	SAPS2	1072.6206
SAPS3	2091.9981	SAPS3	2763.3925
SAR1A	3267.3694	SAR1A	2313.1906
SAR1B	1030.1869	SAR1B	429.475
SARDH	186.392	SARDH	126.4955
SARM1	188.874	SARM1	621.5865
SARNP	752.185	SARNP	678.0157
SARS2	254.4322	SARS2	361.5027
SARS	2333.9722	SARS	2832.584
SART1	777.1921	SART1	1040.9205
SART3	1049.3531	SART3	1592.014
SASH1	1274.5568	SASH1	3786.6342
SASH3	252.0364	SASH3	177.3985
SASS6	72.3527	SASS6	183.4946
SAT1	2950.1677	SAT1	3620.5136
SAT2	426.4494	SAT2	638.2687
SATB1	737.4221	SATB1	1391.4501
SATB2	191.1835	SATB2	71.3252
SATL1	35.9368	SATL1	32.0049
SAV1	918.5434	SAV1	2427.7985
SBDSP1	301.3896	SBDSP1	529.1473
SBDS	1770.4839	SBDS	1960.2225
SBF1	865.357	SBF1	1300.6172
SBF2	985.8936	SBF2	1620.0716
SBK1	179.6838	SBK1	248.7236
SBNO1	536.1763	SBNO1	826.9451
SBNO2	1307.1394	SBNO2	1212.5276
SC4MOL	1298.5146	SC4MOL	820.2393
SC5DL	788.6919	SC5DL	1879.7531
SC65	1321.9933	SC65	321.268
SCAF1	1273.5985	SCAF1	1069.8773
SCAI	220.8912	SCAI	651.0706
SCAMP1	1865.357	SCAMP1	2175.1124
SCAMP2	3778.1505	SCAMP2	1760.2682
SCAMP3	2973.1672	SCAMP3	880.5913
SCAMP4	2314.3268	SCAMP4	1639.2593
SCAMP5	250.5989	SCAMP5	231.6543
SCAND1	479.1567	SCAND1	249.9428
SCAND2	249.6406	SCAND2	423.6836
SCAND3	48.874	SCAND3	183.1898
SCAPER	293.723	SCAPER	601.9965
SCAP	1582.966	SCAP	2125.77
SCARA3	1220.4121	SCARA3	974.4723
SCARA5	29.2286	SCARA5	1266.1739
SCARB1	1894.1064	SCARB1	1468.5666
SCARB2	7554.8634	SCARB2	8642.8408
SCARF1	199.3292	SCARF1	200.8687
SCARF2	942.5012	SCARF2	175.5696
removed	removed	SCARNA17	13.1068
removed	removed	SCARNA2	8.8394
removed	removed	SCARNA9	22.5558
SCCPDH	3111.1644	SCCPDH	840.0518
SCD5	562.0508	SCD5	432.8279
SCD	9710.5894	SCD	4367.2941
SCFD1	1370.3881	SCFD1	923.2645
SCFD2	427.8869	SCFD2	385.8874
SCG2	49.3531	SCG2	31.7001
SCG5	196.4542	SCG5	357.2354
SCGB1D2	90956.3967	SCGB1D2	1474.6628
SCGB2A1	1293.723	SCGB2A1	17.9837
SCGB2A2	178801.6291	SCGB2A2	3136.4779
SCGB3A1	15.333	SCGB3A1	251.1621
removed	removed	SCGN	5.4866
SCHIP1	219.4538	SCHIP1	283.868
SCIN	130.3306	SCIN	83.2127
SCLT1	218.9746	SCLT1	200.5639
SCLY	265.4528	SCLY	164.2917
SCMH1	842.8366	SCMH1	1101.8822
SCML1	61.8112	SCML1	191.7245
SCML2	33.0618	SCML2	77.7261
SCML4	16.7705	SCML4	24.9943
SCN11A	14.3747	SCN11A	18.8981
SCN1B	373.7422	SCN1B	112.4743
SCN2A	37.8534	SCN2A	1097.0053
SCN2B	94.3939	SCN2B	309.6853
SCN3A	14.3747	SCN3A	228.9111
SCN3B	25.3953	SCN3B	113.6935
SCN4A	94.873	SCN4A	124.3618
SCN4B	618.1121	SCN4B	1325.6115
SCN5A	19.1663	SCN5A	35.6626
SCN7A	67.0819	SCN7A	116.132
SCN8A	44.0824	SCN8A	156.0619
SCN9A	11.4998	SCN9A	42.3409
SCNM1	590.321	SCNM1	298.4074
SCNN1A	2006.7082	SCNN1A	2231.8068
SCNN1B	227.5994	SCNN1B	247.5044
SCNN1D	22.9995	SCNN1D	87.48
SCNN1G	101.1021	SCNN1G	247.8092
SCO1	299.4729	SCO1	372.4758
SCO2	647.3407	SCO2	163.0725
SCOC	1642.07	SCOC	1471.0051
SCP2	3922.3766	SCP2	3030.0998
SCPEP1	2550.0719	SCPEP1	5007.0868
removed	removed	SCRG1	56.3895
SCRIB	666.0278	SCRIB	1282.3287
SCRN1	2597.5084	SCRN1	1590.49
SCRN2	293.723	SCRN2	612.9696
SCRN3	535.218	SCRN3	377.3527
SCT	23.4787	removed	removed
SCUBE1	155.7259	SCUBE1	70.7155
SCUBE2	2664.5903	SCUBE2	6986.5122
SCUBE3	120.2683	SCUBE3	31.3953
SCYL1	1930.1437	SCYL1	1278.2443
SCYL2	946.3345	SCYL2	1265.2595
SCYL3	674.5568	SCYL3	744.2871
SDAD1	1079.0609	SDAD1	1166.8064
SDC1	18487.7815	SDC1	3541.5682
SDC2	4774.3172	SDC2	2182.123
SDC3	2038.3325	SDC3	5661.2055
SDC4	5011.4998	SDC4	8967.4617
SDCBP2	34.4705	SDCBP2	56.9656
SDCBP	3999.0417	SDCBP	3156.5953
SDCCAG1	877.815	SDCCAG1	1369.1991
SDCCAG3	417.8246	SDCCAG3	460.5654
SDCCAG8	620.0287	SDCCAG8	658.386
SDF2L1	312.4102	SDF2L1	94.7954
SDF2	1129.3723	SDF2	688.2573
SDF4	3131.2889	SDF4	1883.7156
SDHAF1	163.8716	SDHAF1	156.0619
SDHAF2	758.0259	SDHAF2	417.2826
SDHAP1	69.4777	SDHAP1	264.5736
SDHAP2	57.0196	SDHAP2	277.9852
SDHAP3	55.5822	SDHAP3	143.2599
SDHA	1805.9415	SDHA	1791.9683
SDHB	1386.2003	SDHB	759.8872
SDHC	2712.0268	SDHC	1184.1804
SDHD	1248.6823	SDHD	1457.8983
SDK1	121.2266	SDK1	436.4856
SDK2	262.0987	SDK2	938.8097
SDPR	268.3277	SDPR	2476.5679
SDR16C5	619.0704	SDR16C5	77.1165
SDR39U1	415.9511	SDR39U1	527.3276
SDR42E1	98.2271	SDR42E1	245.0659
SDSL	201.725	SDSL	147.8321
SDS	167.2257	SDS	72.8492
SEC11A	2956.3967	SEC11A	1845.6146
SEC11C	678.0067	SEC11C	500.1905
SEC13	2420.2204	SEC13	1181.1324
SEC14L1	1874.4609	SEC14L1	2619.2182
SEC14L2	1247.4605	SEC14L2	2292.866
removed	removed	SEC14L5	24.9943
SEC16A	5030.1869	SEC16A	3708.2984
SEC16B	176.5213	SEC16B	301.5012
removed	removed	SEC1	18.2885
SEC22A	389.5544	SEC22A	299.6266
SEC22B	2059.4154	SEC22B	1266.7835
SEC22C	689.0273	SEC22C	735.8074
SEC23A	2908.9602	SEC23A	1250.9335
SEC23B	1701.0062	SEC23B	1402.1184
SEC23IP	1402.9708	SEC23IP	1436.8666
SEC24A	1103.0187	SEC24A	1023.5464
SEC24B	1240.0575	SEC24B	1698.6969
SEC24C	2760.9008	SEC24C	3008.4584
SEC24D	3565.884	SEC24D	1429.5512
removed	removed	SEC31A	4500.8824
SEC31B	28.7494	SEC31B	246.2455
SEC61A1	9145.1845	SEC61A1	5449.1351
SEC61A2	103.4068	SEC61A2	136.6364
SEC61B	1718.2559	SEC61B	628.5148
SEC61G	785.817	SEC61G	382.5345
SEC62	5114.5184	SEC62	4340.4709
SEC63	3398.1792	SEC63	3227.6156
SECISBP2L	1182.5587	SECISBP2L	2473.215
SECISBP2	804.5041	SECISBP2	1193.9343
SECTM1	1327.7432	SECTM1	152.4042
SEH1L	747.4844	SEH1L	684.9044
SEL1L3	731.1931	SEL1L3	571.2109
SEL1L	2763.7758	SEL1L	4481.5972
SELENBP1	3176.8088	SELENBP1	1983.0831
SELE	165.7882	SELE	485.5597
SELK	365.5966	SELK	389.8499
SELL	293.2439	SELL	131.982
SELM	2219.9329	SELM	764.4593
SELO	152.3718	SELO	251.1621
SELPLG	780.5462	SELPLG	285.3006
SELP	160.0383	SELP	186.2379
SELS	1462.8654	SELS	609.0071
SELT	2211.3081	SELT	1486.5503
SEMA3A	74.7484	SEMA3A	54.8655
SEMA3B	434.116	SEMA3B	231.9592
SEMA3C	2651.6531	SEMA3C	12906.8048
SEMA3D	378.0546	SEMA3D	609.9215
SEMA3E	34.9784	SEMA3E	835.4797
SEMA3F	1037.3742	SEMA3F	1370.1135
SEMA3G	669.3819	SEMA3G	1579.8217
SEMA4A	664.1112	SEMA4A	871.1423
SEMA4B	2596.5501	SEMA4B	2372.6282
SEMA4C	932.9181	SEMA4C	1121.3899
SEMA4D	531.8639	SEMA4D	517.5646
SEMA4F	206.5165	SEMA4F	309.3805
SEMA4G	97.9828	SEMA4G	192.0567
SEMA5A	1790.1294	SEMA5A	5795.626
SEMA5B	79.0609	SEMA5B	17.0693
SEMA6A	688.069	SEMA6A	933.3232
SEMA6B	557.2592	SEMA6B	129.8484
SEMA6C	254.9114	SEMA6C	353.2729
SEMA6D	378.0546	SEMA6D	2001.3716
SEMA7A	231.4327	SEMA7A	76.8117
SENP1	439.3867	SENP1	636.7446
SENP2	481.0733	SENP2	1043.6638
SENP3	565.8745	SENP3	805.767
SENP5	696.6938	SENP5	632.7821
SENP6	1487.7815	SENP6	2721.0242
SENP7	373.7422	SENP7	943.077
SENP8	54.6239	SENP8	58.2184
SEP15	3533.7805	SEP15	2593.3095
SEPHS1	1093.9147	SEPHS1	1064.6956
SEPHS2	1914.7101	SEPHS2	1200.9449
SEPN1	5737.4221	SEPN1	3371.4852
SEPP1	7672.8749	SEPP1	18199.7501
SEPSECS	269.7652	SEPSECS	573.3445
SEPT10	1011.9789	SEPT10	2207.7269
SEPT11	5687.1107	SEPT11	1932.1801
SEPT1	67.5611	SEPT1	67.3626
SEPT2	8854.3364	SEPT2	7277.909
SEPT3	206.0374	SEPT3	343.8238
SEPT4	578.3421	SEPT4	435.8759
SEPT5	511.2602	SEPT5	624.2475
SEPT6	1262.5779	SEPT6	866.875
SEPT7P2	135.6013	SEPT7P2	292.0064
SEPT7	4877.3359	SEPT7	3530.5951
SEPT8	3854.7868	SEPT8	1450.5494
SEPT9	6447.0532	SEPT9	4117.656
SEPW1	4442.2616	SEPW1	1638.6497
SEPX1	549.5927	SEPX1	208.1841
SERAC1	250.1198	SERAC1	277.9852
SERBP1	4191.6627	SERBP1	6343.9762
SERF1A	481.5525	SERF1A	467.576
