gene_id	TCGA-BH-A0DP-01A-21R-A056-07	gene_id	TCGA-BH-A0DP-11A-12R-A089-07
TMEM135	1555.0793	TMEM135	741.9218
TMEM136	201.0287	TMEM136	184.8868
TMEM138	438.9198	TMEM138	389.4496
TMEM139	414.9164	TMEM139	483.4196
TMEM140	568.3883	TMEM140	598.9178
TMEM141	832.8333	TMEM141	702.5698
TMEM143	132.8761	TMEM143	124.5017
TMEM144	1351.4788	TMEM144	759.5624
TMEM145	21.003	TMEM145	5.0886
TMEM147	1242.6061	TMEM147	789.0764
TMEM149	88.727	TMEM149	45.1124
TMEM14A	396.9138	TMEM14A	372.4875
TMEM14B	678.9541	TMEM14B	625.5619
TMEM14C	1570.5101	TMEM14C	1529.302
TMEM150A	379.3399	TMEM150A	293.7834
TMEM150C	314.6164	TMEM150C	1391.5698
TMEM151B	7.2868	TMEM151B	22.3153
TMEM154	202.7432	TMEM154	200.8311
TMEM156	126.018	TMEM156	16.6228
TMEM158	92.5847	TMEM158	26.4609
TMEM159	1636.9481	TMEM159	986.8544
TMEM160	114.4449	TMEM160	60.0458
TMEM161A	405.0579	TMEM161A	304.2999
TMEM161B	373.7677	TMEM161B	289.034
TMEM163	9.4299	TMEM163	82.775
TMEM164	1861.9803	TMEM164	860.3172
TMEM165	1448.3498	TMEM165	1011.2798
TMEM167A	2242.1775	TMEM167A	1316.9366
TMEM167B	1894.985	TMEM167B	1589.687
TMEM168	1063.4376	TMEM168	866.7628
TMEM169	23.1462	TMEM169	31.2102
TMEM170A	381.4831	TMEM170A	537.359
TMEM170B	148.3069	TMEM170B	180.1374
TMEM173	1507.0724	TMEM173	523.7893
TMEM175	348.4784	TMEM175	352.4722
TMEM176A	297.0424	TMEM176A	236.4515
TMEM176B	736.8195	TMEM176B	556.6958
TMEM177	219.8886	TMEM177	223.2211
TMEM178	12.4303	TMEM178	67.1699
TMEM179B	1107.5868	TMEM179B	1009.9228
TMEM17	78.8684	TMEM17	52.2432
TMEM180	60.4372	TMEM180	39.6913
TMEM181	773.682	TMEM181	1398.6939
TMEM182	94.2992	TMEM182	102.1118
TMEM183A	1675.0964	TMEM183A	928.5048
TMEM184A	476.0051	TMEM184A	388.9509
TMEM184B	1895.1736	TMEM184B	1536.2225
TMEM184C	596.228	TMEM184C	694.428
TMEM185A	652.3789	TMEM185A	648.6303
TMEM185B	616.3738	TMEM185B	659.8253
TMEM186	333.4762	TMEM186	203.8843
TMEM187	429.4899	TMEM187	268.001
TMEM188	180.4544	TMEM188	197.778
TMEM189	456.9224	TMEM189	384.7002
TMEM18	703.8148	TMEM18	802.2967
TMEM191A	15.4308	TMEM191A	16.6228
TMEM192	619.8028	TMEM192	841.9981
TMEM194A	414.9164	TMEM194A	512.9336
TMEM194B	113.5877	TMEM194B	127.5549
TMEM195	7.2868	TMEM195	5.4279
TMEM198	55.7222	TMEM198	61.742
TMEM199	291.6117	TMEM199	499.0959
TMEM19	664.3806	TMEM19	678.4836
TMEM200A	282.8976	TMEM200A	161.4791
TMEM200B	103.039	TMEM200B	91.7479
TMEM200C	20.1457	TMEM200C	117.7169
TMEM201	300.9001	TMEM201	270.3757
TMEM203	908.7012	TMEM203	780.2561
TMEM204	418.3455	TMEM204	507.5057
TMEM205	1445.3493	TMEM205	1155.4576
TMEM206	160.3086	TMEM206	83.4535
TMEM208	466.781	TMEM208	378.9331
TMEM209	1245.1779	TMEM209	630.3113
TMEM20	28.2898	TMEM20	67.8484
TMEM212	5.5722	removed	removed
removed	removed	TMEM213	13.9089
TMEM214	2549.5071	TMEM214	1949.6226
TMEM215	16.7167	removed	removed
TMEM216	266.1809	TMEM216	312.7809
removed	removed	TMEM217	8.6167
TMEM218	490.3558	TMEM218	363.328
TMEM219	3139.7342	TMEM219	1583.5807
TMEM220	80.5829	TMEM220	167.5854
TMEM222	863.6948	TMEM222	865.4058
TMEM223	253.3219	TMEM223	231.7021
TMEM229B	351.9074	TMEM229B	368.0773
TMEM22	57.0081	TMEM22	107.8789
TMEM231	365.1736	TMEM231	335.4728
TMEM232	97.2996	TMEM232	20.3545
TMEM233	9.4299	removed	removed
TMEM25	1136.7338	TMEM25	1254.5162
TMEM26	354.5264	TMEM26	809.7736
TMEM27	35.5765	TMEM27	16.9621
TMEM2	1853.8363	TMEM2	1900.7718
TMEM30A	4588.9413	TMEM30A	4364.6849
TMEM30B	1847.8354	TMEM30B	2156.8993
TMEM33	1695.6708	TMEM33	1277.5846
TMEM35	21.003	TMEM35	27.8178
TMEM37	512.6447	TMEM37	419.6421
TMEM38A	59.5799	TMEM38A	36.9774
TMEM38B	378.4826	TMEM38B	50.2078
TMEM39A	634.3763	TMEM39A	580.4427
TMEM39B	281.6117	TMEM39B	262.5731
TMEM40	6.0009	TMEM40	48.1723
TMEM41A	556.7938	TMEM41A	594.6909
TMEM41B	966.9953	TMEM41B	494.2753
TMEM42	234.8907	TMEM42	184.8868
TMEM43	2396.0566	TMEM43	3635.9936
TMEM44	203.1719	TMEM44	162.8361
TMEM45A	454.3506	TMEM45A	217.7932
TMEM45B	786.1123	TMEM45B	343.6519
TMEM47	597.0853	TMEM47	897.2945
TMEM48	576.9396	TMEM48	485.455
TMEM49	3387.4839	TMEM49	2430.3282
TMEM50A	3129.0184	TMEM50A	2631.1594
TMEM50B	734.2477	TMEM50B	1211.0932
TMEM51	421.7745	TMEM51	288.6948
TMEM52	33.0047	TMEM52	14.5874
TMEM53	186.1037	TMEM53	159.732
TMEM54	819.5456	TMEM54	595.7086
TMEM55A	228.0326	TMEM55A	157.069
TMEM55B	515.2165	TMEM55B	590.2807
TMEM56	260.7201	TMEM56	139.4284
TMEM57	1082.2975	TMEM57	985.1582
TMEM59L	47.1496	TMEM59L	110.2536
TMEM59	5886.4123	TMEM59	7345.9418
TMEM5	352.7647	TMEM5	370.1128
TMEM60	521.2173	TMEM60	381.3078
TMEM61	83.1547	TMEM61	108.5574
TMEM62	647.2353	TMEM62	672.038
TMEM63A	1679.8114	TMEM63A	1635.4847
TMEM63B	577.3682	TMEM63B	749.7244
TMEM63C	1434.2049	TMEM63C	387.4141
TMEM64	1050.15	TMEM64	477.9917
TMEM65	497.2139	TMEM65	180.4766
TMEM66	7008.144	TMEM66	7956.5771
TMEM67	455.6365	TMEM67	301.2467
TMEM68	403.772	TMEM68	400.9838
TMEM69	631.8045	TMEM69	632.0075
TMEM70	468.4955	TMEM70	287.677
TMEM71	36.0051	TMEM71	127.8942
TMEM79	536.2195	TMEM79	244.2541
TMEM80	322.7604	TMEM80	378.9331
TMEM81	47.5782	TMEM81	37.3166
TMEM84	18.0026	TMEM84	424.3915
TMEM85	983.6262	TMEM85	1253.1151
TMEM86A	299.5456	TMEM86A	265.0801
TMEM86B	29.147	TMEM86B	28.4963
TMEM87A	2276.8967	TMEM87A	3215.673
TMEM87B	1918.9884	TMEM87B	1688.7457
TMEM88	22.7175	TMEM88	59.0281
TMEM8A	885.1264	TMEM8A	393.5205
TMEM8B	624.5178	TMEM8B	890.849
TMEM90A	5.1436	TMEM90A	6.4456
TMEM90B	366.9096	TMEM90B	15.6051
TMEM91	65.1522	TMEM91	98.8992
TMEM92	11.1444	removed	removed
TMEM93	194.9679	TMEM93	177.9018
TMEM97	598.0583	TMEM97	260.4868
TMEM98	1630.9473	TMEM98	1977.4404
TMEM99	478.3541	TMEM99	379.9508
TMEM9B	1613.3733	TMEM9B	1316.5974
TMEM9	4559.7943	TMEM9	1759.9864
TMF1	1423.9177	TMF1	1545.2464
TMIE	5.5722	TMIE	11.5342
TMIGD2	5.1436	removed	removed
TMLHE	247.321	TMLHE	345.0089
TMOD1	110.9601	TMOD1	310.0025
TMOD2	234.8907	TMOD2	561.1059
TMOD3	1142.7347	TMOD3	1242.6427
TMPO	1244.1749	TMPO	1043.6842
TMPPE	39.8628	TMPPE	34.9419
TMPRSS13	567.5096	TMPRSS13	607.2428
TMPRSS2	331.7617	TMPRSS2	798.9144
TMPRSS3	655.808	TMPRSS3	820.9651
removed	removed	TMPRSS4	56.3141
removed	removed	TMPRSS5	5.0886
TMPRSS6	238.3198	TMPRSS6	58.0103
TMSB10	11387.4839	TMSB10	9419.0484
TMSB15A	16.7167	TMSB15A	6.1064
TMSB15B	16.7167	TMSB15B	33.2457
TMSL3	24562.3661	TMSL3	17284.3694
TMTC1	476.2109	TMTC1	1862.4375
TMTC2	679.8114	TMTC2	616.0631
TMTC3	914.2735	TMTC3	620.8125
TMTC4	279.0399	TMTC4	498.6854
TMUB1	832.8333	TMUB1	362.3102
TMUB2	794.685	TMUB2	812.8233
TMX1	1168.4526	TMX1	899.6692
TMX2	2192.4561	TMX2	1840.726
TMX3	1465.4951	TMX3	819.9474
TMX4	1042.006	TMX4	1451.2764
TNC	6945.9923	TNC	11205.4957
TNFAIP1	1316.8281	TNFAIP1	1533.1151
TNFAIP2	5177.4539	TNFAIP2	668.6456
TNFAIP3	1161.1659	TNFAIP3	703.2482
TNFAIP6	347.6211	TNFAIP6	28.8356
TNFAIP8L1	157.3082	TNFAIP8L1	114.3245
TNFAIP8L2	99.0141	TNFAIP8L2	46.8154
TNFAIP8L3	127.7325	TNFAIP8L3	85.1497
TNFAIP8	410.6301	TNFAIP8	245.6111
TNFRSF10A	111.0159	TNFRSF10A	111.2713
TNFRSF10B	1183.4548	TNFRSF10B	656.7721
TNFRSF10C	49.7214	TNFRSF10C	25.4431
TNFRSF10D	53.1505	TNFRSF10D	218.811
TNFRSF11A	113.5877	TNFRSF11A	93.97
TNFRSF11B	501.5002	TNFRSF11B	105.5042
TNFRSF12A	734.2477	TNFRSF12A	501.7386
TNFRSF13B	15.4308	TNFRSF13B	7.8026
TNFRSF14	1150.7115	TNFRSF14	775.2455
TNFRSF17	33.0047	TNFRSF17	53.9394
TNFRSF18	240.8916	TNFRSF18	32.9065
TNFRSF19	1033.4333	TNFRSF19	321.262
TNFRSF1A	2654.0934	TNFRSF1A	2112.7979
TNFRSF1B	746.6781	TNFRSF1B	418.6244
TNFRSF21	1162.4518	TNFRSF21	826.393
TNFRSF25	31.2902	TNFRSF25	28.8356
TNFRSF4	33.862	TNFRSF4	6.7848
TNFRSF6B	39.76	TNFRSF6B	22.1762
TNFRSF8	10.2872	TNFRSF8	10.1773
TNFRSF9	6.0009	removed	removed
TNFSF10	4010.2872	TNFSF10	6755.6611
TNFSF11	88.2983	TNFSF11	7.4633
TNFSF12-TNFSF13	113.922	TNFSF12-TNFSF13	70.3486
TNFSF12	655.2465	TNFSF12	725.8621
TNFSF13B	72.8676	TNFSF13B	18.3191
TNFSF13	902.9276	TNFSF13	1103.886
TNFSF15	25.2893	TNFSF15	28.1571
TNFSF4	103.3005	TNFSF4	21.3722
TNFSF8	68.1526	TNFSF8	30.871
TNFSF9	24.4321	removed	removed
TNF	44.5778	TNF	9.1595
TNIK	483.9263	TNIK	483.7588
TNIP1	3183.0261	TNIP1	2561.6148
TNIP2	591.9417	TNIP2	463.7435
TNK1	348.4784	TNK1	508.5235
TNK2	1255.0664	TNK2	1286.7238
TNKS1BP1	6030.4329	TNKS1BP1	4778.8992
TNKS2	1663.952	TNKS2	1762.0219
TNKS	1726.0351	TNKS	1527.9043
TNMD	10.2872	TNMD	63.4382
TNNC1	12.0017	TNNC1	9.1595
TNNI1	58.294	TNNI1	77.0079
TNNI2	21.003	TNNI2	27.8178
TNNI3K	46.1252	TNNI3K	40.6819
TNNI3	74.1535	removed	removed
TNNT1	1079.7257	TNNT1	15.9444
removed	removed	TNNT2	6.7848
TNNT3	9.0013	TNNT3	54.2787
TNN	333.0476	TNN	647.6126
TNPO1	3237.8911	TNPO1	1978.1189
TNPO2	1417.9168	TNPO2	1690.7811
TNPO3	1438.0626	TNPO3	1216.1818
TNRC18	5293.1847	TNRC18	3651.5987
TNRC6A	1578.6541	TNRC6A	1421.0839
TNRC6B	947.2782	TNRC6B	1251.1237
TNRC6C	661.6117	TNRC6C	1001.0924
TNS1	4076.2966	TNS1	12590.2807
TNS3	7082.2975	TNS3	3014.8418
TNS4	467.6382	TNS4	3703.1634
TNXB	730.9216	TNXB	4156.5431
TOB1	2805.4008	TOB1	3895.3371
TOB2	1813.9734	TOB2	1755.9155
TOE1	245.7051	TOE1	296.0902
TOLLIP	1742.8204	TOLLIP	1591.3833
TOM1L1	1412.6147	TOM1L1	1198.3309
TOM1L2	1918.9884	TOM1L2	2496.4804
TOM1	1244.3206	TOM1	914.2566
removed	removed	TOMM20L	5.0886
TOMM20	11771.1102	TOMM20	6718.3445
TOMM22	1224.6035	TOMM22	1223.9844
TOMM34	602.6575	TOMM34	674.4127
TOMM40L	539.9014	TOMM40L	315.2608
TOMM40	644.2349	TOMM40	605.8858
TOMM5	655.7694	TOMM5	598.375
TOMM6	1241.2902	TOMM6	1492.1652
TOMM70A	2381.8946	TOMM70A	1999.9898
TOMM7	3636.5195	TOMM7	2362.1406
TOP1MT	957.1367	TOP1MT	488.8474
TOP1P1	81.0116	TOP1P1	76.3294
TOP1P2	5.1436	removed	removed
TOP1	2163.7377	TOP1	2014.0785
TOP2A	1042.006	TOP2A	49.5293
TOP2B	4472.7818	TOP2B	5828.5133
TOP3A	507.5011	TOP3A	403.0193
TOP3B	231.4616	TOP3B	295.4796
TOPBP1	810.973	TOPBP1	817.2335
TOPORS	632.6618	TOPORS	968.5353
TOR1AIP1	3026.1466	TOR1AIP1	2329.9126
TOR1AIP2	658.8084	TOR1AIP2	477.6524
TOR1A	856.8367	TOR1A	839.9627
TOR1B	591.9417	TOR1B	605.8858
TOR2A	182.5975	TOR2A	123.1448
TOR3A	1842.6918	TOR3A	814.8588
TOX2	32.1474	TOX2	20.0153
TOX3	942.9919	TOX3	307.6923
TOX4	2208.5727	TOX4	2310.6573
TOX	71.153	TOX	83.4535
TP53AIP1	11.1444	TP53AIP1	125.5195
TP53BP1	1388.3412	TP53BP1	1503.5196
TP53BP2	1324.4749	TP53BP2	902.7224
TP53I11	6342.4775	TP53I11	3967.772
TP53I13	425.2036	TP53I13	234.4161
TP53I3	216.0309	TP53I3	246.968
TP53INP1	2275.6108	TP53INP1	1165.2956
TP53INP2	522.9318	TP53INP2	560.4274
TP53RK	473.6391	TP53RK	526.164
TP53TG1	610.8015	TP53TG1	390.8065
TP53	1624.9464	TP53	1321.686
TP63	472.3532	TP63	3269.2732
TP73	132.8761	TP73	67.1699
TPBG	1120.0171	TPBG	1251.1237
TPCN1	1621.5174	TPCN1	1717.242
TPCN2	243.9777	TPCN2	295.2455
TPD52L1	648.9498	TPD52L1	685.2684
TPD52L2	1635.6622	TPD52L2	2029.3444
TPD52	3230.763	TPD52	3004.9461
TPI1P2	27.0039	TPI1P2	20.3545
TPI1	4405.4865	TPI1	3578.6617
TPK1	84.012	TPK1	76.6686
TPM1	3979.1899	TPM1	11582.1186
TPM2	1944.2778	TPM2	7933.1694
TPM3	12224.1749	TPM3	4923.0769
TPM4	11536.2195	TPM4	15813.417
TPMT	601.3716	TPMT	589.263
removed	removed	TPO	18.9975
TPP1	5375.4822	TPP1	2833.0082
TPP2	883.8405	TPP2	1140.1917
TPPP3	311.1873	TPPP3	293.1049
TPPP	132.4475	TPPP	655.4151
TPRA1	609.5156	TPRA1	563.1414
TPRG1L	1441.9203	TPRG1L	1966.2454
TPRG1	1287.6125	TPRG1	244.9326
TPRKB	395.1993	TPRKB	224.9173
TPRN	1378.4826	TPRN	213.3831
removed	removed	TPRXL	10.1773
TPR	4695.9066	TPR	3629.0357
TPSAB1	1142.7347	TPSAB1	468.8322
TPSB2	1105.4436	TPSB2	381.9863
TPSG1	263.5834	TPSG1	14.5874
TPST1	487.784	TPST1	231.0237
TPST2	860.6944	TPST2	420.6598
TPT1	54942.5632	TPT1	58359.4267
removed	removed	TPTE2P1	16.9621
removed	removed	TPTE2P3	5.0886
TPX2	469.7814	TPX2	43.4229
TRA2A	1122.5889	TRA2A	1104.232
TRA2B	1992.7132	TRA2B	2227.8009
TRABD	654.9507	TRABD	411.8395
TRADD	342.4775	TRADD	260.5377
TRAF1	292.7561	TRAF1	209.3122
TRAF2	439.3485	TRAF2	260.8769
TRAF3IP1	844.4063	TRAF3IP1	727.3344
TRAF3IP2	866.2666	TRAF3IP2	955.9834
TRAF3IP3	108.8727	TRAF3IP3	90.2383
TRAF3	256.751	TRAF3	204.5628
TRAF4	1093.0133	TRAF4	879.3147
TRAF5	907.4153	TRAF5	534.3058
TRAF6	206.6009	TRAF6	291.4087
TRAF7	3070.9001	TRAF7	1470.1484
TRAFD1	1568.7955	TRAFD1	1327.4531
TRAIP	85.2979	TRAIP	61.0635
TRAK1	2160.7372	TRAK1	2634.891
TRAK2	1231.8903	TRAK2	2444.9156
TRAM1L1	204.0291	TRAM1L1	118.3954
TRAM1	4521.2173	TRAM1	3613.9428
TRAM2	1083.1547	TRAM2	1269.782
TRANK1	1039.8628	TRANK1	575.6933
TRAP1	2427.7583	TRAP1	1136.2124
TRAPPC10	794.685	TRAPPC10	1160.2069
TRAPPC1	902.7004	TRAPPC1	843.6943
TRAPPC2L	371.6245	TRAPPC2L	457.2979
TRAPPC2P1	191.1273	TRAPPC2P1	178.3835
TRAPPC2	417.9168	TRAPPC2	380.2901
TRAPPC3	1095.5851	TRAPPC3	1230.0907
TRAPPC4	800.6858	TRAPPC4	576.7111
TRAPPC5	477.4968	TRAPPC5	293.4442
TRAPPC6A	521.2173	TRAPPC6A	366.7204
TRAPPC6B	540.0772	TRAPPC6B	625.2226
TRAPPC9	840.9773	TRAPPC9	677.4659
TRAT1	21.4316	TRAT1	9.4988
TRDMT1	58.7227	TRDMT1	124.841
removed	removed	TRDN	9.1595
TREM1	30.8616	TREM1	15.6051
TREM2	757.3939	TREM2	384.7002
TRERF1	712.8161	TRERF1	297.5151
TREX1	275.4179	TREX1	189.8974
TREX2	6.0009	removed	removed
TRHDE	11.4016	TRHDE	11.4562
TRH	14.5735	removed	removed
TRIAP1	401.6288	TRIAP1	435.9257
TRIB1	4693.5276	TRIB1	2212.1957
TRIB2	678.0969	TRIB2	1045.204
TRIB3	836.2623	TRIB3	635.3999
TRIL	853.4076	TRIL	1847.5108
TRIM11	899.7	TRIM11	355.8646
TRIM13	583.8834	TRIM13	684.1862
TRIM14	1100.7287	TRIM14	936.9858
TRIM16L	168.7827	TRIM16L	118.6295
TRIM16	275.6108	TRIM16	272.4281
TRIM17	46.721	TRIM17	40.0305
TRIM21	465.0664	TRIM21	426.7662
TRIM22	1400.7715	TRIM22	1235.176
TRIM23	462.4946	TRIM23	413.875
TRIM24	1233.6048	TRIM24	753.456
TRIM25	982.4261	TRIM25	1184.9716
TRIM26	1219.0313	TRIM26	1563.2262
TRIM27	1015.0021	TRIM27	1170.7234
TRIM28	5038.1483	TRIM28	4345.0089
TRIM29	1030.4329	TRIM29	8785.3448
TRIM2	484.3549	TRIM2	1874.3109
TRIM32	594.5135	TRIM32	514.2906
TRIM33	1289.7557	TRIM33	1214.8249
TRIM34	456.0652	TRIM34	305.2973
TRIM35	443.6348	TRIM35	571.2832
TRIM36	36.4338	TRIM36	245.6111
TRIM37	846.4552	TRIM37	731.7208
TRIM38	426.0609	TRIM38	651.3442
TRIM39	336.4038	TRIM39	505.4262
TRIM3	258.8941	TRIM3	305.9961
TRIM41	823.7591	TRIM41	783.903
TRIM44	1685.3836	TRIM44	1592.401
TRIM45	331.7617	TRIM45	285.6416
TRIM46	132.4475	TRIM46	40.0305
TRIM47	684.0977	TRIM47	456.6195
TRIM4	2276.8967	TRIM4	1595.4542
TRIM52	194.5992	TRIM52	224.2388
removed	removed	TRIM54	5.4279
TRIM56	665.6665	TRIM56	544.4831
TRIM58	922.919	TRIM58	77.7746
TRIM59	291.6845	TRIM59	98.5871
TRIM5	474.3335	TRIM5	519.3317
removed	removed	TRIM6-TRIM34	41.9608
TRIM62	257.6082	TRIM62	255.4491
TRIM63	6.8581	TRIM63	9.838
TRIM65	329.1899	TRIM65	305.9961
TRIM66	651.093	TRIM66	595.0301
TRIM68	304.3292	TRIM68	435.5865
TRIM69	16.5881	TRIM69	17.4133
TRIM6	343.7634	TRIM6	269.8227
TRIM72	43.7205	removed	removed
removed	removed	TRIM78P	9.5463
TRIM7	8.5727	TRIM7	29.514
TRIM8	2668.2383	TRIM8	1967.9417
TRIM9	203.1719	TRIM9	126.5372
TRIOBP	1349.4213	TRIOBP	1631.753
TRIO	2352.7647	TRIO	3071.156
TRIP10	715.3879	TRIP10	785.684
TRIP11	1222.0317	TRIP11	1309.8126
TRIP12	3444.9207	TRIP12	4132.9828
TRIP13	151.3073	TRIP13	36.9774
TRIP4	412.3446	TRIP4	621.491
TRIP6	1262.3232	TRIP6	1135.4423
TRIT1	344.6207	TRIT1	411.5003
TRMT112	2335.6194	TRMT112	1392.5876
TRMT11	168.8813	TRMT11	262.5731
TRMT12	381.4831	TRMT12	378.2546
TRMT1	441.063	TRMT1	467.136
TRMT2A	461.6374	TRMT2A	466.1182
TRMT2B	414.4878	TRMT2B	456.6195
TRMT5	521.6459	TRMT5	546.8578
TRMT61A	309.4728	TRMT61A	308.0315
TRMT61B	325.6194	TRMT61B	331.2527
TRMT6	278.6112	TRMT6	390.4673
TRMU	167.1667	TRMU	185.9045
TRNAU1AP	248.6069	TRNAU1AP	303.6214
TRNP1	149.5928	TRNP1	372.4875
TRNT1	316.198	TRNT1	264.7613
TROAP	56.1509	TROAP	7.1241
TROVE2	1945.1693	TROVE2	733.5663
TRO	148.7355	TRO	196.421
TRPC1	98.5855	TRPC1	150.6234
TRPC4AP	1919.4171	TRPC4AP	2001.5266
TRPC6	49.7214	TRPC6	206.259
TRPM2	278.1826	TRPM2	125.5195
removed	removed	TRPM3	24.7647
TRPM4	1036.4338	TRPM4	1066.9154
removed	removed	TRPM6	23.4077
TRPM7	724.8178	TRPM7	1176.4905
TRPS1	11001.7145	TRPS1	6431.0067
TRPT1	370.7372	TRPT1	241.5402
TRPV1	105.015	TRPV1	184.3135
TRPV2	247.321	TRPV2	104.1472
TRPV4	179.1685	TRPV4	302.2644
TRPV6	77.5825	TRPV6	348.7406
TRRAP	2690.8444	TRRAP	2422.7326
TRUB1	786.9696	TRUB1	466.7967
TRUB2	566.6524	TRUB2	673.7342
TSC1	726.961	TSC1	1208.7185
TSC22D1	3787.8268	TSC22D1	8871.5122
TSC22D2	525.9323	TSC22D2	540.0729
TSC22D3	4760.3943	TSC22D3	7690.9507
TSC22D4	1207.8868	TSC22D4	948.5201
TSC2	2132.4475	TSC2	1788.4827
TSEN15	727.8183	TSEN15	364.6849
TSEN2	169.7385	TSEN2	159.1044
TSEN34	1064.2949	TSEN34	845.3906
TSEN54	363.9091	TSEN54	333.1354
TSFM	534.0763	TSFM	492.2398
TSG101	1696.9567	TSG101	1410.2281
TSGA10	74.5821	TSGA10	130.9473
TSGA14	649.8071	TSGA14	332.7962
TSHZ1	775.8251	TSHZ1	1680.6039
TSHZ2	193.3133	TSHZ2	1169.3665
TSHZ3	365.6237	TSHZ3	276.1428
removed	removed	TSIX	10.6454
TSKU	792.9704	TSKU	2208.4641
TSLP	14.5735	TSLP	94.9877
TSNARE1	283.3262	TSNARE1	297.5151
TSNAXIP1	40.7201	TSNAXIP1	29.1748
TSNAX	2024.0034	TSNAX	994.9826
TSN	1993.9991	TSN	2303.791
TSPAN10	67.724	TSPAN10	54.6179
TSPAN11	123.0176	TSPAN11	253.0744
TSPAN12	156.0223	TSPAN12	390.8065
TSPAN13	7930.5615	TSPAN13	3630.9049
TSPAN14	1865.838	TSPAN14	2642.3543
TSPAN15	3715.8165	TSPAN15	1472.3094
TSPAN17	872.6961	TSPAN17	591.6377
TSPAN18	457.3511	TSPAN18	362.3102
TSPAN1	535.3622	TSPAN1	673.395
TSPAN2	168.8813	TSPAN2	214.0616
TSPAN31	1611.2302	TSPAN31	1595.1149
TSPAN32	11.5731	TSPAN32	6.1064
TSPAN33	307.3296	TSPAN33	208.9729
TSPAN3	2120.4458	TSPAN3	2639.9796
TSPAN4	1213.0304	TSPAN4	643.8809
TSPAN5	91.7274	TSPAN5	563.4806
TSPAN6	1115.7308	TSPAN6	2426.9358
TSPAN7	276.8967	TSPAN7	812.8233
removed	removed	TSPAN8	161.1399
TSPAN9	2034.2906	TSPAN9	2157.2386
TSPO	1378.054	TSPO	801.9676
TSPYL1	2181.1745	TSPYL1	4050.2553
TSPYL2	428.6327	TSPYL2	1491.6462
TSPYL3	40.7201	TSPYL3	75.9902
TSPYL4	672.096	TSPYL4	1497.4133
TSPYL5	322.7604	TSPYL5	1045.5432
TSR1	771.7102	TSR1	1159.5183
TSR2	1002.1432	TSR2	1242.9819
TSSC1	349.3356	TSSC1	295.1404
TSSC4	589.3699	TSSC4	441.6928
TSSK1B	5.1436	removed	removed
TSSK3	14.4449	TSSK3	36.689
TSSK4	8.144	TSSK4	29.514
TSSK6	17.5739	TSSK6	27.8178
TSTA3	949.4213	TSTA3	636.7568
TSTD1	1711.5088	TSTD1	913.5476
TSTD2	414.5521	TSTD2	795.6272
TST	433.7763	TST	529.2172
TTBK1	7.2868	TTBK1	5.4279
TTBK2	127.3039	TTBK2	260.1985
TTC12	493.7848	TTC12	639.1315
TTC13	312.9018	TTC13	185.5653
TTC14	527.6468	TTC14	979.0518
TTC15	726.1037	TTC15	667.6279
TTC16	39.8628	TTC16	6.7848
TTC17	1590.2272	TTC17	2439.4877
TTC18	131.6502	TTC18	119.8779
TTC19	920.8187	TTC19	1522.2763
TTC1	1025.2893	TTC1	937.3251
TTC21A	93.8706	TTC21A	112.289
TTC21B	314.1877	TTC21B	646.2556
TTC22	145.3065	TTC22	96.0054
TTC23L	48.0069	TTC23L	33.2457
TTC23	300.4715	TTC23	610.9745
TTC25	69.0099	TTC25	54.6179
TTC26	261.4659	TTC26	126.5372
TTC27	556.3652	TTC27	628.2758
TTC28	635.8894	TTC28	1464.7545
TTC30A	873.1247	TTC30A	525.4855
TTC30B	415.345	TTC30B	400.3053
TTC31	350.1929	TTC31	416.9282
TTC32	71.153	TTC32	63.4382
TTC33	350.1929	TTC33	475.617
TTC35	668.667	TTC35	691.3748
TTC36	22.2889	TTC36	72.937
TTC37	1778.3969	TTC37	2165.0411
TTC38	600.5144	TTC38	756.5092
TTC39A	2384.0549	TTC39A	2606.7339
TTC39B	276.4681	TTC39B	94.9877
TTC39C	1324.9036	TTC39C	613.0099
TTC3	4915.988	TTC3	7832.0753
TTC4	627.0896	TTC4	582.4782
TTC5	201.0287	TTC5	281.2314
TTC7A	750.5358	TTC7A	847.945
TTC7B	244.3206	TTC7B	224.5781
TTC8	645.9494	TTC8	787.3802
TTC9C	261.8946	TTC9C	211.6869
TTC9	556.7938	TTC9	687.9824
TTF1	352.336	TTF1	493.9361
TTF2	249.0356	TTF2	263.2516
TTK	111.4445	TTK	31.5495
TTLL11	68.5812	TTLL11	100.4156
TTLL12	882.5547	TTLL12	1044.1862
TTLL13	6.931	removed	removed
TTLL1	263.1805	TTLL1	236.1123
TTLL3	383.3262	TTLL3	595.6815
TTLL4	427.7754	TTLL4	457.2979
TTLL5	624.0892	TTLL5	913.2389
TTLL6	7.7154	removed	removed
TTLL7	20.1457	TTLL7	133.322
TTLL9	47.1496	TTLL9	20.6937
TTL	462.066	TTL	549.9109
TTN	89.5799	TTN	279.6472
TTPAL	586.3695	TTPAL	559.749
TTPA	17.1453	removed	removed
TTYH1	133.3048	TTYH1	75.9902
TTYH2	117.5096	TTYH2	149.8058
TTYH3	1784.3978	TTYH3	556.0173
TUBA1A	4655.808	TUBA1A	6979.4894
TUBA1B	13394.2135	TUBA1B	8222.3764
TUBA1C	2505.3579	TUBA1C	1280.977
TUBA3D	16.288	TUBA3D	14.5874
TUBA3E	8.5727	TUBA3E	8.481
TUBA4A	393.9134	TUBA4A	502.7563
