gene_id	TCGA-BH-A0DP-01A-21R-A056-07	gene_id	TCGA-BH-A0DP-11A-12R-A089-07
ANKS1A	734.2477	ANKS1A	1534.3906
ANKS1B	227.6039	ANKS1B	249.0035
ANKS3	308.1869	ANKS3	201.1704
ANKS6	121.7317	ANKS6	98.0409
ANKZF1	438.0626	ANKZF1	648.9696
ANLN	631.3759	ANLN	37.9951
ANO10	806.258	ANO10	864.3881
ANO1	1907.844	ANO1	8934.9504
ANO2	6.0009	ANO2	51.5648
removed	removed	ANO3	7.4633
ANO5	9.4299	ANO5	71.9193
ANO6	3785.255	ANO6	4202.5274
ANO7	15.0021	ANO7	14.5874
ANO8	171.8817	ANO8	212.7046
ANO9	225.4608	ANO9	156.0512
ANP32A	2199.7428	ANP32A	3156.6449
ANP32B	3110.5872	ANP32B	2658.2987
ANP32E	1554.222	ANP32E	611.3137
ANPEP	904.4149	ANPEP	2242.3883
ANTXR1	10589.3699	ANTXR1	5939.1061
ANTXR2	855.9794	ANTXR2	1506.9121
ANUBL1	279.0399	ANUBL1	245.6111
ANXA11	3578.2255	ANXA11	3682.8089
removed	removed	ANXA13	11.8735
ANXA1	3549.0784	ANXA1	9932.6605
ANXA2P1	54.0077	ANXA2P1	64.4559
ANXA2P2	3116.1595	ANXA2P2	3952.1669
ANXA2	10052.7218	ANXA2	15778.8143
ANXA3	835.4051	ANXA3	3060.6395
ANXA4	1871.8388	ANXA4	1696.5482
ANXA5	7439.7771	ANXA5	7216.0122
ANXA6	4578.2255	ANXA6	7045.7128
ANXA7	3027.0039	ANXA7	3424.9852
ANXA8L2	94.7278	ANXA8L2	189.9754
ANXA8	321.0459	ANXA8	446.1437
ANXA9	482.2117	ANXA9	291.0695
AOAH	114.4449	AOAH	49.8685
AOC2	9.0013	AOC2	28.1571
AOC3	1324.9036	AOC3	2428.2928
AOX1	113.159	AOX1	465.779
removed	removed	AOX2P	5.7671
AP1AR	1111.0159	AP1AR	664.9139
AP1B1	2358.7655	AP1B1	2056.823
AP1G1	2041.5774	AP1G1	2995.1658
AP1G2	1074.5864	AP1G2	1142.3594
AP1M1	1013.2876	AP1M1	799.9322
AP1M2	1620.2315	AP1M2	1643.6265
AP1S1	1120.0171	AP1S1	658.4683
AP1S2	446.2066	AP1S2	179.7982
AP1S3	145.3065	AP1S3	111.2713
AP2A1	2050.1629	AP2A1	1411.524
AP2A2	1766.3952	AP2A2	1719.9559
AP2B1	8237.0339	AP2B1	9981.1721
AP2M1	4542.2203	AP2M1	4868.7982
AP2S1	1019.7171	AP2S1	688.6608
AP3B1	1583.3691	AP3B1	1546.2641
AP3B2	162.8804	AP3B2	120.4308
AP3D1	2510.0729	AP3D1	2465.2701
AP3M1	1351.4788	AP3M1	1514.0361
AP3M2	433.7763	AP3M2	464.422
AP3S1	1030.8616	AP3S1	623.1872
AP3S2	983.3648	AP3S2	1346.9494
AP4B1	199.1127	AP4B1	226.9222
AP4E1	230.6044	AP4E1	321.9405
AP4M1	432.739	AP4M1	270.7489
AP4S1	54.0077	AP4S1	83.1142
APAF1	483.069	APAF1	415.9104
APBA1	100.7287	APBA1	268.6795
APBA2	65.1522	APBA2	31.5495
APBA3	261.0373	APBA3	165.8892
APBB1IP	516.0737	APBB1IP	268.3403
APBB1	797.2568	APBB1	909.168
APBB2	2529.79	APBB2	2039.1824
APBB3	171.0244	APBB3	236.7908
APC2	8.5727	APC2	8.9187
APCDD1L	40.7201	APCDD1L	22.7292
APCDD1	320.1886	APCDD1	728.6914
APC	855.1222	APC	1045.8825
APEH	1786.9696	APEH	1606.3099
APEX1	2899.2713	APEX1	2751.5902
APEX2	654.9507	APEX2	743.9573
APH1A	9484.7835	APH1A	4286.9986
APH1B	578.6541	APH1B	1007.2089
API5	2797.6854	API5	2832.669
APIP	347.7925	APIP	275.4847
APITD1	275.6365	APITD1	208.1927
APLF	102.0146	APLF	87.5244
APLNR	854.6935	APLNR	418.6244
APLN	110.1586	APLN	67.5091
APLP1	88.727	APLP1	36.6381
APLP2	13092.5847	APLP2	26816.3854
APOA1BP	2667.8097	APOA1BP	1049.6141
APOB48R	442.3489	APOB48R	182.8513
APOBEC3A	7.7968	APOBEC3A	5.7671
APOBEC3B	133.652	APOBEC3B	52.2432
APOBEC3C	462.4946	APOBEC3C	625.5619
APOBEC3D	123.8748	APOBEC3D	128.9119
APOBEC3F	204.8864	APOBEC3F	262.2339
APOBEC3G	541.7917	APOBEC3G	527.521
APOBEC3H	9.4299	removed	removed
APOBEC4	23.5748	removed	removed
removed	removed	APOB	36.9774
APOC1	1825.9751	APOC1	333.1354
APOC2	82.2975	APOC2	23.7469
APOC4	5.1436	removed	removed
APOD	2879.5542	APOD	22997.5405
APOE	9524.6464	APOE	3835.807
removed	removed	APOF	31.5495
APOL1	1957.1367	APOL1	721.2281
APOL2	1393.9134	APOL2	661.8607
APOL3	1258.4655	APOL3	692.7317
APOL4	274.3249	APOL4	407.0902
APOL6	2797.6854	APOL6	1257.9086
APOLD1	1284.1835	APOLD1	1750.4877
APOM	39.8628	APOM	51.5648
APOOL	182.1689	APOOL	247.9858
APOO	216.4595	APOO	151.6411
APPBP2	1444.9207	APPBP2	1272.8352
APPL1	2122.1603	APPL1	1799.6777
APPL2	1367.3382	APPL2	1758.9687
APP	22667.3811	APP	36123.1448
APRT	1125.5894	APRT	1002.4595
APTX	581.2259	APTX	488.5082
AQP11	43.7205	AQP11	45.4584
AQP1	4332.2203	AQP1	8480.4308
AQP3	119.1599	AQP3	864.3881
AQP4	12.4303	AQP4	26.8001
AQP5	9.8586	AQP5	54.9572
removed	removed	AQP7P1	42.066
AQP7	98.5855	AQP7	378.2546
AQP9	48.8641	AQP9	10.5165
AQPEP	7.2868	AQPEP	44.7799
AQR	943.8491	AQR	1633.7885
ARAF	1475.7823	ARAF	1057.7559
ARAP1	2670.3429	ARAP1	2357.6864
ARAP2	487.784	ARAP2	271.0542
ARAP3	281.6117	ARAP3	405.3939
ARCN1	5240.8916	ARCN1	4037.6558
ARC	5.1436	ARC	52.2432
AREG	270.8958	AREG	2069.0357
ARF1	13549.0784	ARF1	7565.092
ARF3	6543.0776	ARF3	5323.7215
ARF4	6059.5799	ARF4	2819.4386
ARF5	2906.5066	ARF5	2148.4183
ARF6	2967.4239	ARF6	2545.6704
ARFGAP1	1231.8903	ARFGAP1	974.9809
ARFGAP2	2345.0493	ARFGAP2	2181.664
ARFGAP3	1026.5752	ARFGAP3	1250.7845
ARFGEF1	2926.9567	ARFGEF1	2324.3423
ARFGEF2	2171.4531	ARFGEF2	3034.5179
ARFIP1	1347.1925	ARFIP1	1042.49
ARFIP2	1790.8273	ARFIP2	1931.6428
ARFRP1	559.3656	ARFRP1	542.1084
ARG2	124.4835	ARG2	196.3803
ARGLU1	738.1054	ARGLU1	2286.4897
ARHGAP10	177.0253	ARHGAP10	495.9715
ARHGAP11A	162.0231	ARHGAP11A	47.1546
ARHGAP12	805.8294	ARHGAP12	1535.4084
ARHGAP15	108.8727	ARHGAP15	57.6711
ARHGAP17	1085.2979	ARHGAP17	879.3147
ARHGAP18	786.9696	ARHGAP18	568.5692
ARHGAP19	603.9434	ARHGAP19	1892.63
ARHGAP1	4699.0999	ARHGAP1	2818.7601
ARHGAP20	43.2919	ARHGAP20	331.4392
ARHGAP21	1309.4728	ARHGAP21	2283.7758
ARHGAP22	156.0223	ARHGAP22	40.0305
ARHGAP23	597.5139	ARHGAP23	844.0336
ARHGAP24	271.7531	ARHGAP24	343.6519
ARHGAP25	249.4642	ARHGAP25	322.9582
ARHGAP26	1067.2953	ARHGAP26	740.2256
ARHGAP27	458.967	ARHGAP27	415.5712
ARHGAP28	177.8826	ARHGAP28	73.6155
ARHGAP29	3752.679	ARHGAP29	3893.8173
ARHGAP30	664.3806	ARHGAP30	303.9606
ARHGAP31	715.3879	ARHGAP31	874.9046
ARHGAP32	2870.1243	ARHGAP32	2710.5419
ARHGAP33	148.7355	ARHGAP33	191.6716
ARHGAP36	17.1453	ARHGAP36	1314.9012
ARHGAP39	407.201	ARHGAP39	303.6214
ARHGAP42	214.9679	ARHGAP42	125.1802
ARHGAP4	398.6284	ARHGAP4	246.968
ARHGAP5	2040.7201	ARHGAP5	2719.3622
ARHGAP6	73.7248	ARHGAP6	84.132
ARHGAP8	302.6918	ARHGAP8	425.4431
ARHGAP9	144.8778	ARHGAP9	62.4205
ARHGDIA	3786.9696	ARHGDIA	3278.0935
ARHGDIB	5894.5564	ARHGDIB	4939.0213
ARHGDIG	6.8581	ARHGDIG	13.2304
ARHGEF10L	1155.5937	ARHGEF10L	969.8923
ARHGEF10	1036.8624	ARHGEF10	876.6008
ARHGEF11	2265.7523	ARHGEF11	1412.9421
ARHGEF12	6571.796	ARHGEF12	8520.7362
ARHGEF15	321.9031	ARHGEF15	310.7455
ARHGEF16	466.3523	ARHGEF16	325.3329
ARHGEF17	1628.3755	ARHGEF17	1812.2297
ARHGEF18	1285.4694	ARHGEF18	1080.1459
ARHGEF19	712.8161	ARHGEF19	401.6623
ARHGEF1	1241.3202	ARHGEF1	993.3
ARHGEF2	1960.9944	ARHGEF2	1547.6211
ARHGEF33	12.859	ARHGEF33	10.1773
ARHGEF35	1100.3	ARHGEF35	1764.0573
ARHGEF37	767.6811	ARHGEF37	2693.9191
ARHGEF38	93.8706	ARHGEF38	126.1979
ARHGEF3	845.6922	ARHGEF3	1427.8687
ARHGEF4	54.4363	ARHGEF4	387.0749
ARHGEF5	525.5036	ARHGEF5	732.0838
ARHGEF6	1164.1663	ARHGEF6	2192.1805
ARHGEF7	942.9919	ARHGEF7	1460.0967
ARHGEF9	621.946	ARHGEF9	761.9371
ARID1A	3513.9306	ARID1A	2970.0619
ARID1B	1708.1012	ARID1B	2653.8886
ARID2	951.1359	ARID2	1080.1459
ARID3A	69.4385	ARID3A	33.2457
ARID3B	61.7231	ARID3B	113.3068
ARID4A	497.6425	ARID4A	811.4664
ARID4B	1702.9576	ARID4B	1372.63
ARID5A	848.264	ARID5A	1678.9076
ARID5B	2259.3228	ARID5B	6546.6882
ARIH1	1231.4616	ARIH1	1984.9037
ARIH2	959.6357	ARIH2	1815.924
ARL10	30.8616	ARL10	55.9749
ARL11	111.0159	ARL11	94.6485
ARL13B	300.0429	ARL13B	359.2571
ARL15	409.7728	ARL15	421.3383
ARL16	318.4741	ARL16	424.0522
ARL17A	103.4333	ARL17A	144.3508
ARL1	2940.4201	ARL1	2584.344
ARL2BP	1395.6279	ARL2BP	1473.3271
ARL2	811.8303	ARL2	869.1375
ARL3	849.5499	ARL3	789.4157
ARL4A	660.9516	ARL4A	768.0434
ARL4C	1070.2958	ARL4C	1786.7865
ARL4D	118.7312	ARL4D	230.3452
ARL5A	1127.7325	ARL5A	556.0173
ARL5B	251.1787	ARL5B	186.9222
ARL6IP1	8300.9001	ARL6IP1	3679.0773
ARL6IP4	1585.0836	ARL6IP4	1591.7225
ARL6IP5	3888.9841	ARL6IP5	3412.4332
ARL6IP6	289.327	ARL6IP6	259.8592
ARL6	88.727	ARL6	83.7927
ARL8A	1914.7021	ARL8A	1105.589
ARL8B	2723.9606	ARL8B	2406.9205
ARMC10	1128.2169	ARMC10	653.6816
ARMC1	727.3896	ARMC1	578.7465
ARMC2	37.7197	ARMC2	51.2255
ARMC3	199.3142	removed	removed
ARMC4	32.5761	ARMC4	17.6406
ARMC5	494.2135	ARMC5	270.0365
ARMC6	404.6292	ARMC6	362.9175
ARMC7	233.6048	ARMC7	289.7125
ARMC8	566.6524	ARMC8	817.5727
ARMC9	601.3716	ARMC9	347.0444
ARMCX1	920.703	ARMCX1	1022.814
ARMCX2	1690.5272	ARMCX2	881.3502
ARMCX3	1787.8268	ARMCX3	1751.8446
ARMCX5	400.7715	ARMCX5	513.9513
ARMCX6	213.0304	ARMCX6	301.9252
ARNT2	2399.4856	ARNT2	478.3309
ARNTL2	38.1483	ARNTL2	10.8557
ARNTL	232.7475	ARNTL	309.3885
ARNT	2214.3163	ARNT	2118.9042
ARPC1A	2949.4213	ARPC1A	2275.8782
ARPC1B	2628.8041	ARPC1B	1087.0257
ARPC2	3663.0947	ARPC2	3404.6307
ARPC3	2906.9867	ARPC3	2672.2076
ARPC4	3416.3609	ARPC4	2813.1558
ARPC5L	540.9344	ARPC5L	463.4043
ARPC5	3372.9104	ARPC5	2444.5764
ARPM1	39.4342	ARPM1	25.7824
ARPP19	2329.1899	ARPP19	3146.8069
ARRB1	550.3643	ARRB1	1916.0377
ARRB2	699.0999	ARRB2	507.5057
ARRDC1	770.2529	ARRDC1	751.7598
ARRDC2	884.2692	ARRDC2	816.8942
ARRDC3	3398.1997	ARRDC3	6184.0387
ARRDC4	333.9048	ARRDC4	1190.7387
ARSA	986.2838	ARSA	764.3118
ARSB	337.3339	ARSB	165.55
ARSD	3147.021	ARSD	4381.647
ARSE	69.4385	ARSE	52.5825
ARSG	384.0549	ARSG	512.5944
removed	removed	ARSH	5.0886
ARSI	189.4556	ARSI	59.0281
ARSJ	225.8894	ARSJ	255.1098
ARSK	214.3163	ARSK	197.0995
removed	removed	ART4	30.1925
ART5	6.8581	ART5	18.9975
ARTN	64.2949	ARTN	16.6228
ARV1	972.1389	ARV1	412.8573
ARVCF	284.6121	ARVCF	574.6756
removed	removed	ARX	22.39
AR	988.4269	AR	1536.7653
AS3MT	79.2628	AS3MT	137.108
ASAH1	13199.3142	ASAH1	5511.3222
ASAH2B	6.0009	removed	removed
removed	removed	ASAH2	16.6228
ASAM	254.1792	ASAM	682.2152
ASAP1	1098.5855	ASAP1	802.6461
ASAP2	602.6575	ASAP2	734.7977
ASAP3	1520.3601	ASAP3	780.5954
removed	removed	ASB12	8.8203
ASB13	1964.4235	ASB13	1121.8726
ASB14	17.1453	ASB14	14.5874
ASB16	16.7595	ASB16	18.163
ASB1	345.135	ASB1	856.728
ASB2	20.1457	ASB2	23.4077
ASB3	294.4706	ASB3	419.3029
removed	removed	ASB4	5.0886
ASB6	624.2392	ASB6	656.175
ASB7	352.336	ASB7	461.3688
ASB8	684.5264	ASB8	973.9632
ASB9	56.5795	ASB9	33.5849
ASCC1	552.9361	ASCC1	453.227
ASCC2	1098.1569	ASCC2	1050.2926
ASCC3	1070.2958	ASCC3	1138.1562
ASCL2	51.0073	ASCL2	37.3166
ASF1A	336.048	ASF1A	484.098
ASF1B	300.4715	ASF1B	40.3698
ASGR1	6.8581	ASGR1	13.2304
ASH1L	4294.4321	ASH1L	4162.7343
ASH2L	1395.6279	ASH2L	1253.8377
ASL	541.7917	ASL	534.6451
ASMTL	950.7072	ASMTL	944.1099
ASNA1	1308.6155	ASNA1	1162.2424
ASNSD1	1021.8603	ASNSD1	991.943
ASNS	360.9087	ASNS	358.2393
ASPA	8.5727	ASPA	18.3191
ASPHD1	68.1526	ASPHD1	25.1039
ASPHD2	99.4428	ASPHD2	42.066
ASPH	10586.8238	ASPH	6943.6689
ASPM	350.6215	ASPM	8.8203
ASPN	6636.0909	ASPN	381.9863
ASPRV1	42.2203	ASPRV1	83.2194
ASPSCR1	291.8988	ASPSCR1	244.2541
ASRGL1	336.048	ASRGL1	100.4156
ASS1	4790.3986	ASS1	1454.6688
ASTE1	185.8123	ASTE1	306.2336
ASTN1	35.5765	ASTN1	182.8513
ASTN2	267.4668	ASTN2	607.5821
ASXL1	1550.793	ASXL1	2075.8205
ASXL2	737.2482	ASXL2	1068.9509
ASXL3	6.8581	ASXL3	30.1925
ATAD1	1113.5877	ATAD1	1208.04
ATAD2B	333.9048	ATAD2B	359.9355
ATAD2	1034.7192	ATAD2	1073.7003
ATAD3A	431.2045	ATAD3A	336.5279
ATAD3B	133.7334	ATAD3B	154.355
ATAD3C	193.742	ATAD3C	177.4235
ATAD5	90.4415	ATAD5	69.5446
removed	removed	ATE1	406.4117
ATF1	408.9156	ATF1	520.3969
ATF2	562.7947	ATF2	716.8179
ATF3	990.5701	ATF3	2819.0993
ATF4	3348.4784	ATF4	4591.6377
ATF5	655.808	ATF5	552.9641
ATF6B	1975.9966	ATF6B	2413.7054
ATF6	2809.2585	ATF6	2281.0618
ATF7IP2	131.1616	ATF7IP2	56.3141
ATF7IP	1061.7231	ATF7IP	1201.5944
ATF7	1629.2713	ATF7	2552.5197
ATG10	105.015	ATG10	73.9547
ATG12	610.3729	ATG12	463.4043
ATG16L1	803.6862	ATG16L1	929.1833
ATG16L2	252.216	ATG16L2	256.8298
ATG2A	828.1183	ATG2A	801.6284
ATG2B	1085.2979	ATG2B	1428.208
ATG3	698.6712	ATG3	644.8987
ATG4A	275.1822	ATG4A	225.5958
ATG4B	638.6627	ATG4B	754.1345
ATG4C	183.4548	ATG4C	192.3501
ATG4D	212.4518	ATG4D	169.3631
ATG5	666.9524	ATG5	863.3704
ATG7	821.1102	ATG7	736.7144
ATG9A	1057.6468	ATG9A	1334.3533
ATG9B	27.3682	ATG9B	6.2387
ATHL1	353.1933	ATHL1	548.8932
ATIC	3018.0026	ATIC	1632.7708
ATL1	336.9053	ATL1	645.9164
ATL2	1176.168	ATL2	1397.6762
ATL3	615.5165	ATL3	631.329
ATMIN	1469.7814	ATMIN	2500.5513
ATM	1258.4655	ATM	1326.7747
ATN1	3828.9756	ATN1	4695.1064
ATOH8	55.2936	ATOH8	323.6367
ATOX1	749.2499	ATOX1	549.5717
ATP10A	320.1886	ATP10A	118.3954
removed	removed	ATP10B	6.7848
ATP10D	552.0789	ATP10D	833.5171
ATP11A	312.4732	ATP11A	453.227
ATP11B	772.8247	ATP11B	1825.1209
ATP11C	675.5251	ATP11C	493.2576
ATP13A1	1131.1616	ATP13A1	1094.394
ATP13A2	1264.0377	ATP13A2	862.6919
ATP13A3	1959.2799	ATP13A3	1229.7515
ATP13A4	15.4308	ATP13A4	224.5781
ATP13A5	17.5739	ATP13A5	216.4363
ATP1A1	15198.0026	ATP1A1	20520.6513
ATP1A2	31.7188	ATP1A2	301.2467
ATP1A3	59.5799	removed	removed
ATP1A4	267.8954	ATP1A4	85.8282
ATP1B1	11948.0712	ATP1B1	4075.8748
ATP1B2	27.0039	ATP1B2	65.1344
ATP1B3	1256.751	ATP1B3	819.6082
ATP2A1	7.2868	removed	removed
ATP2A2	5871.8388	ATP2A2	5305.4024
ATP2A3	721.3888	ATP2A3	1078.7889
ATP2B1	754.8221	ATP2B1	1601.2213
ATP2B4	5213.4591	ATP2B4	4338.2241
ATP2C1	2811.1873	ATP2C1	2933.5256
removed	removed	ATP2C2	721.9065
ATP5A1	9564.5092	ATP5A1	9111.0169
ATP5B	7552.0789	ATP5B	8211.3476
ATP5C1	2163.309	ATP5C1	2362.8191
ATP5D	802.4003	ATP5D	590.62
ATP5EP2	18.4312	ATP5EP2	20.6937
ATP5E	3228.0326	ATP5E	2378.7635
ATP5F1	2412.7733	ATP5F1	2298.0239
ATP5G1	634.805	ATP5G1	486.1335
ATP5G2	5945.5637	ATP5G2	4176.745
ATP5G3	1923.7034	ATP5G3	1742.3459
ATP5H	1498.9284	ATP5H	1402.0863
ATP5I	991.6031	ATP5I	909.972
ATP5J2	1346.7638	ATP5J2	1582.9022
ATP5J	879.9614	ATP5J	1312.1771
ATP5L	2716.2452	ATP5L	2430.3282
ATP5O	1833.6905	ATP5O	2254.2617
ATP5SL	798.9713	ATP5SL	777.8814
ATP5S	117.4453	ATP5S	100.7548
ATP6AP1L	53.5791	ATP6AP1L	58.6888
ATP6AP1	4645.0922	ATP6AP1	3315.4101
ATP6AP2	4509.2156	ATP6AP2	3359.1723
ATP6V0A1	1429.9186	ATP6V0A1	1977.7797
ATP6V0A2	448.7784	ATP6V0A2	476.2955
removed	removed	ATP6V0A4	94.9877
ATP6V0B	1966.138	ATP6V0B	1361.3773
ATP6V0C	3628.3755	ATP6V0C	1414.299
ATP6V0D1	1558.937	ATP6V0D1	1606.9884
ATP6V0D2	69.0099	ATP6V0D2	8.481
ATP6V0E1	3651.5216	ATP6V0E1	2808.5828
ATP6V0E2	1756.0737	ATP6V0E2	1167.2666
ATP6V1A	1989.2842	ATP6V1A	1791.5359
ATP6V1B1	125.1607	ATP6V1B1	218.1325
ATP6V1B2	2533.219	ATP6V1B2	1615.1302
ATP6V1C1	2001.2859	ATP6V1C1	1578.8313
ATP6V1C2	34.4664	ATP6V1C2	38.9144
ATP6V1D	1102.4432	ATP6V1D	978.7126
ATP6V1E1	1853.8363	ATP6V1E1	2081.5877
ATP6V1E2	112.3018	ATP6V1E2	101.0941
ATP6V1F	1451.333	ATP6V1F	1010.5674
ATP6V1G1	1996.9996	ATP6V1G1	3276.058
ATP6V1G2	13.1633	ATP6V1G2	39.6913
ATP6V1H	1162.8804	ATP6V1H	1345.7722
ATP7A	697.3853	ATP7A	1278.6023
ATP7B	812.6875	ATP7B	688.3216
ATP8A1	273.039	ATP8A1	358.9178
ATP8A2	79.7257	ATP8A2	32.228
ATP8B1	3158.7527	ATP8B1	1803.8402
ATP8B2	2266.6095	ATP8B2	1114.0701
ATP8B3	38.1483	ATP8B3	14.5874
ATP8B4	91.7274	ATP8B4	64.7952
ATP8B5P	22.2889	ATP8B5P	8.481
ATP9A	2534.9336	ATP9A	3470.1043
ATP9B	614.2306	ATP9B	640.4885
ATPAF1	1237.5739	ATPAF1	1232.1466
ATPAF2	393.0947	ATPAF2	295.4796
ATPBD4	76.2966	ATPBD4	117.0384
ATPIF1	1148.3069	ATPIF1	1235.8579
ATRIP	508.1226	ATRIP	278.2563
ATRNL1	198.4569	ATRNL1	76.6686
ATRN	1836.691	ATRN	3178.0171
ATRX	2747.5354	ATRX	2573.4883
ATR	708.9584	ATR	895.5983
ATXN10	2607.3725	ATXN10	2370.6217
ATXN1L	1068.1526	ATXN1L	2103.0752
ATXN1	1536.2195	ATXN1	1469.5955
ATXN2L	3705.1007	ATXN2L	1713.1711
ATXN2	749.2499	ATXN2	829.7854
ATXN3	364.3378	ATXN3	436.6042
ATXN7L1	380.6258	ATXN7L1	301.586
ATXN7L2	33.4333	ATXN7L2	53.6002
ATXN7L3B	2117.4453	ATXN7L3B	4234.4161
ATXN7L3	1298.757	ATXN7L3	1065.8977
ATXN7	804.9721	ATXN7	970.5708
AUH	282.4689	AUH	343.6519
AUP1	1461.5945	AUP1	1559.8134
AURKAIP1	949.4213	AURKAIP1	675.4304
AURKA	129.0184	AURKA	32.5672
AURKB	51.4359	AURKB	9.4988
removed	removed	AURKC	37.9951
AUTS2	2906.9867	AUTS2	4009.838
AVEN	119.1599	AVEN	109.9143
AVIL	15.4308	AVIL	30.871
AVL9	498.0712	AVL9	436.9434
AVPI1	186.8838	AVPI1	218.1325
AVPR1A	26.5752	AVPR1A	52.2432
AVPR2	21.003	AVPR2	27.1393
AXIN1	1150.4501	AXIN1	680.8583
AXIN2	165.0236	AXIN2	270.7692
AXL	1861.123	AXL	1226.3591
AZGP1	16497.2139	AZGP1	47661.7759
AZI1	279.0399	AZI1	307.6923
AZI2	921.1316	AZI2	923.0769
AZIN1	5569.2242	AZIN1	4053.6002
AZU1	28.7184	AZU1	12.8912
B2M	42215.1736	B2M	20728.6914
B3GALNT1	432.919	B3GALNT1	413.1965
B3GALNT2	603.802	B3GALNT2	495.9138
removed	removed	B3GALT1	61.0635
B3GALT2	7.7154	B3GALT2	8.1418
B3GALT4	214.745	B3GALT4	213.7223
B3GALT5	14.1449	B3GALT5	14.9266
B3GALT6	682.8118	B3GALT6	456.6195
B3GALTL	197.171	B3GALTL	284.6239
B3GAT1	9.8586	B3GAT1	64.1167
B3GAT2	8.3326	B3GAT2	6.9375
B3GAT3	659.6657	B3GAT3	436.2649
B3GNT1	578.2255	B3GNT1	714.104
B3GNT2	926.7038	B3GNT2	921.0415
B3GNT3	124.7321	B3GNT3	51.5648
B3GNT5	150.0214	B3GNT5	190.3146
B3GNT7	85.7265	B3GNT7	95.6662
B3GNT8	91.2988	B3GNT8	87.8636
B3GNT9	380.21	B3GNT9	242.0355
B3GNTL1	31.7874	B3GNTL1	41.608
B4GALNT1	77.844	B4GALNT1	39.8948
B4GALNT3	576.5109	B4GALNT3	366.3811
B4GALNT4	629.6614	B4GALNT4	143.4993
B4GALT1	4393.9134	B4GALT1	5551.692
B4GALT2	1026.5752	B4GALT2	640.4885
B4GALT3	1513.9306	B4GALT3	707.6584
B4GALT4	390.913	B4GALT4	350.776
B4GALT5	1102.0146	B4GALT5	1669.7481
B4GALT6	41.1487	B4GALT6	50.8863
B4GALT7	525.075	B4GALT7	421.6776
B9D1	268.8427	B9D1	162.5138
B9D2	80.5829	B9D2	76.3294
BAALC	30.0043	BAALC	51.5648
BACE1	1084.012	BACE1	1178.1868
BACE2	896.2709	BACE2	901.3654
BACH1	1045.4351	BACH1	1098.1257
BACH2	119.5885	BACH2	476.6347
BAD	787.7025	BAD	653.607
BAG1	1099.8586	BAG1	1525.472
BAG2	147.021	BAG2	55.2964
BAG3	1549.5071	BAG3	1207.3615
BAG4	335.1907	BAG4	298.1935
BAG5	1205.315	BAG5	1548.2996
removed	removed	BAGE2	7.504
BAHCC1	561.0802	BAHCC1	592.6554
BAHD1	660.0943	BAHD1	790.7726
BAI1	33.0047	BAI1	47.4939
BAI2	890.27	BAI2	99.0586
BAI3	6.4295	BAI3	55.6357
BAIAP2L1	1379.7685	BAIAP2L1	514.6298
BAIAP2L2	12.859	BAIAP2L2	5.4279
BAIAP2	737.6768	BAIAP2	973.9632
BAIAP3	240.9859	BAIAP3	125.9537
BAK1	204.8864	BAK1	221.1857
BAMBI	903.129	BAMBI	1450.9372
BANF1	1692.6704	BANF1	1660.9278
BANK1	49.7214	BANK1	34.9419
BANP	235.3193	BANP	282.9277
BAP1	1604.3721	BAP1	1635.8239
BARD1	202.7432	BARD1	73.9547
BARX1	9.8586	BARX1	19.3368
BARX2	97.7282	BARX2	758.5447
BASP1	484.7835	BASP1	176.745
BAT1	3672.6489	BAT1	5540.1577
BAT2L1	5111.3759	BAT2L1	7686.4286
BAT2L2	6133.7334	BAT2L2	5374.6078
BAT2	5035.1479	BAT2	6037.4862
BAT3	3165.0236	BAT3	3707.2343
BAT4	333.4762	BAT4	485.455
BAT5	714.102	BAT5	787.7194
BATF2	41.1487	BATF2	56.6534
BATF3	24.0034	BATF3	16.2836
BATF	184.312	BATF	521.4146
BAX	613.802	BAX	300.9075
BAZ1A	979.8543	BAZ1A	735.8155
BAZ1B	2917.7025	BAZ1B	2348.2317
BAZ2A	2750.9687	BAZ2A	3498.1969
BAZ2B	591.5774	BAZ2B	1411.446
BBC3	315.4736	BBC3	79.7218
BBOX1	161.1659	BBOX1	546.8578
BBS10	465.0664	BBS10	742.6003
BBS12	206.6009	BBS12	266.6441
BBS1	1311.1873	BBS1	1445.17
BBS2	651.9503	BBS2	1349.5039
BBS4	452.2075	BBS4	569.2477
BBS5	292.7561	BBS5	225.6026
BBS7	199.3142	BBS7	283.9454
BBS9	459.4942	BBS9	385.7179
BBX	2674.2392	BBX	2543.2957
BCAM	8514.7878	BCAM	7156.9841
BCAN	25.2893	BCAN	23.7469
BCAP29	2021.4316	BCAP29	929.5225
BCAP31	3976.8538	BCAP31	4297.1758
BCAR1	1091.7274	BCAR1	862.3526
BCAR3	1348.4698	BCAR3	1218.5531
BCAS1	503.6434	BCAS1	971.5885
BCAS2	545.3236	BCAS2	561.6725
BCAS3	615.9451	BCAS3	873.5476
BCAS4	1250.7501	BCAS4	841.3197
BCAT1	338.6198	BCAT1	118.0561
BCAT2	607.8011	BCAT2	536.3413
BCCIP	1056.8967	BCCIP	877.7746
BCDIN3D	293.0004	BCDIN3D	286.7339
BCHE	25.2893	BCHE	63.099
BCKDHA	867.5525	BCKDHA	1019.2418
BCKDHB	447.4925	BCKDHB	691.0355
BCKDK	1693.9563	BCKDK	910.1857
BCL10	528.9327	BCL10	430.4978
