gene_id	TCGA-E2-A1LH-01A-11R-A14D-07	gene_id	TCGA-E2-A1LH-11A-22R-A14D-07
TRA2A	1654.6402	TRA2A	1296.1188
TRA2B	2042.8323	TRA2B	2531.3848
TRABD	1999.6141	TRABD	563.4883
TRADD	514.7598	TRADD	354.5759
TRAF1	1044.9547	TRAF1	293.723
TRAF2	939.2244	TRAF2	449.449
TRAF3IP1	293.2664	TRAF3IP1	669.3819
TRAF3IP2	1869.1877	TRAF3IP2	1179.6838
TRAF3IP3	2160.9107	TRAF3IP3	140.3929
TRAF3	314.8756	TRAF3	194.0585
TRAF4	1299.6334	TRAF4	1438.9075
TRAF5	757.0905	TRAF5	430.7619
TRAF6	139.6874	TRAF6	284.1399
TRAF7	4668.2153	TRAF7	1742.7408
removed	removed	TRAFD1	1288.4523
TRAIP	88.7517	TRAIP	64.6862
TRAK1	1242.5236	TRAK1	2249.1615
TRAK2	1712.5217	TRAK2	1468.1361
TRAM1L1	42.4465	TRAM1L1	146.6219
TRAM1	4715.4158	TRAM1	3783.9003
TRAM2	737.7966	TRAM2	841.3991
TRANK1	511.6728	TRANK1	561.5716
TRAP1	2248.6514	TRAP1	1472.0364
TRAPPC10	952.3442	TRAPPC10	1155.2468
TRAPPC1	2278.2172	TRAPPC1	1063.7278
TRAPPC2L	399.7685	TRAPPC2L	355.5343
TRAPPC2P1	123.3648	TRAPPC2P1	152.0604
TRAPPC2	243.8742	TRAPPC2	403.4499
TRAPPC3	1720.2392	TRAPPC3	1120.7475
TRAPPC4	956.203	TRAPPC4	698.1313
TRAPPC5	1348.2539	TRAPPC5	423.0954
TRAPPC6A	657.5342	TRAPPC6A	459.9904
TRAPPC6B	718.5028	TRAPPC6B	613.7997
TRAPPC9	729.3074	TRAPPC9	746.5261
TRAT1	104.9585	TRAT1	21.0829
TRDMT1	196.7972	TRDMT1	133.2056
TRDN	13.8916	removed	removed
TREM1	72.5449	removed	removed
TREM2	589.6199	TREM2	450.8864
TREML1	5.4023	removed	removed
TREML2	18.5221	TREML2	6.229
TRERF1	223.8086	TRERF1	307.6186
TREX1	920.2007	TREX1	362.5491
TREX2	6.7992	removed	removed
TRHDE	10.2489	removed	removed
TRIAP1	435.2691	TRIAP1	469.0944
TRIB1	3457.4571	TRIB1	2547.1969
TRIB2	2127.7253	TRIB2	1117.8725
TRIB3	797.9934	TRIB3	648.299
TRIL	230.7544	TRIL	1227.1203
TRIM11	1024.1173	TRIM11	482.9899
TRIM13	890.9666	TRIM13	918.5769
TRIM14	856.6467	TRIM14	1087.2065
TRIM16L	72.0123	TRIM16L	118.4619
TRIM16	254.6788	TRIM16	323.4308
TRIM17	20.0656	TRIM17	69.4777
TRIM21	668.3388	TRIM21	488.2607
TRIM22	1161.4895	TRIM22	1412.5539
TRIM23	120.3936	TRIM23	468.1361
TRIM24	784.8736	TRIM24	821.7537
TRIM25	1007.1387	TRIM25	1367.5132
TRIM26	1514.181	TRIM26	1827.9828
TRIM27	1427.7445	TRIM27	1492.5731
TRIM28	4300.984	TRIM28	5567.8007
TRIM29	6119.236	TRIM29	6439.3867
TRIM2	591.9352	TRIM2	2657.403
removed	removed	TRIM31	7.1874
TRIM32	225.3521	TRIM32	578.3421
TRIM33	718.5028	TRIM33	1337.8055
TRIM34	77.9471	TRIM34	280.3067
TRIM35	287.0924	TRIM35	461.907
TRIM36	21.6091	TRIM36	224.7245
TRIM37	595.0453	TRIM37	658.093
TRIM38	290.1794	TRIM38	552.9468
TRIM39	270.1601	TRIM39	526.3392
TRIM3	270.1138	TRIM3	467.6569
TRIM41	504.2717	TRIM41	646.9909
TRIM44	290.1794	TRIM44	1227.1203
TRIM45	64.0556	TRIM45	333.9722
TRIM46	317.1908	TRIM46	60.8529
TRIM47	2696.5078	TRIM47	848.5865
TRIM4	499.3247	TRIM4	1538.5721
TRIM52	121.9371	TRIM52	259.2238
TRIM56	81.8059	TRIM56	436.5117
TRIM58	10.0328	TRIM58	85.2899
TRIM59	528.0031	TRIM59	141.8495
TRIM5	263.2221	TRIM5	645.1989
TRIM62	110.3608	TRIM62	323.9099
removed	removed	TRIM63	9.5831
TRIM65	946.1702	TRIM65	459.0321
TRIM66	146.6332	TRIM66	396.7417
TRIM68	67.9143	TRIM68	508.3852
TRIM69	54.316	TRIM69	19.1663
TRIM6	35.5007	TRIM6	275.9943
TRIM78P	8.4353	TRIM78P	12.6833
TRIM7	16.9786	TRIM7	19.6454
TRIM8	1819.7955	TRIM8	2136.0805
TRIM9	13.8916	TRIM9	190.7044
TRIOBP	4433.7256	TRIOBP	2095.8313
TRIO	898.3214	TRIO	1853.3781
TRIP10	1957.1677	TRIP10	870.6277
TRIP11	461.5088	TRIP11	1236.7034
TRIP12	1937.8738	TRIP12	3264.0153
TRIP13	1046.4982	TRIP13	58.4571
TRIP4	449.1607	TRIP4	537.1346
TRIP6	1118.2713	TRIP6	1432.1993
TRIT1	371.2136	TRIT1	448.4907
TRMT112	4723.9051	TRMT112	1732.6306
TRMT11	168.2423	TRMT11	231.9118
TRMT12	327.2236	TRMT12	433.1576
TRMT1	1176.1528	TRMT1	524.6766
TRMT2A	989.3884	TRMT2A	783.9003
TRMT2B	253.907	TRMT2B	435.5534
TRMT5	329.5389	TRMT5	639.195
TRMT61A	814.2003	TRMT61A	398.1792
TRMT61B	131.6844	TRMT61B	296.3536
TRMT6	672.9693	TRMT6	320.0767
TRMU	544.0864	TRMU	245.3282
TRNAU1AP	445.3019	TRNAU1AP	297.0771
TRNP1	57.8815	TRNP1	297.0771
TRNT1	254.3932	TRNT1	290.5367
TROAP	507.814	TROAP	5.7499
TROVE2	1548.2153	TROVE2	1063.9674
TRO	44.7617	TRO	176.3297
TRPA1	31.858	removed	removed
TRPC1	42.4465	TRPC1	120.7475
removed	removed	TRPC2	8.1457
TRPC4AP	1081.9988	TRPC4AP	1821.7537
TRPC4	9.261	removed	removed
TRPC6	40.1312	TRPC6	159.08
TRPM2	1118.2713	TRPM2	166.7465
removed	removed	TRPM3	11.9789
TRPM4	726.9921	TRPM4	1374.7005
TRPM5	9.261	removed	removed
TRPM6	91.8387	TRPM6	22.5204
TRPM7	561.8368	TRPM7	1270.7235
TRPM8	1499.5177	TRPM8	5.2707
TRPS1	6154.7366	TRPS1	6695.7355
TRPT1	480.8026	TRPT1	362.7216
TRPV1	123.4806	TRPV1	288.4523
TRPV2	578.8154	TRPV2	161.955
TRPV4	1074.2813	TRPV4	241.0158
TRPV6	331.0824	TRPV6	828.4619
TRRAP	1359.2977	TRRAP	2290.4312
TRUB1	158.9813	TRUB1	558.2175
TRUB2	740.1119	TRUB2	652.1322
TSC1	482.3461	TSC1	1153.8093
TSC22D1	3941.3467	TSC22D1	9463.3445
TSC22D2	260.081	TSC22D2	509.3436
TSC22D3	622.0336	TSC22D3	2614.758
TSC22D4	1822.8825	TSC22D4	1586.0086
TSC2	1541.9641	TSC2	2157.1634
TSEN15	987.0731	TSEN15	491.6148
TSEN2	174.4164	TSEN2	183.0379
TSEN34	1312.7532	TSEN34	1053.1864
TSEN54	850.4727	TSEN54	467.6569
TSFM	798.7652	TSFM	592.7168
TSG101	1146.0544	TSG101	1377.5755
TSGA10	19.2938	TSGA10	78.1025
TSGA14	188.3079	TSGA14	348.8261
TSHR	23.9244	removed	removed
TSHZ1	428.3234	TSHZ1	1521.3225
TSHZ2	27.0114	TSHZ2	552.4677
TSHZ3	192.9385	TSHZ3	235.2659
TSIX	68.5163	TSIX	25.5247
TSKU	730.0791	TSKU	1333.4931
TSLP	6.174	TSLP	121.2266
TSNARE1	400.5402	TSNARE1	379.0129
TSNAXIP1	6.9458	TSNAXIP1	33.0618
TSNAX	816.5155	TSNAX	846.6699
TSN	1554.3122	TSN	2210.8289
TSPAN10	10.8046	TSPAN10	15.8122
TSPAN11	76.4036	TSPAN11	84.3316
TSPAN12	91.8387	TSPAN12	325.8265
TSPAN13	1415.3965	TSPAN13	3678.0067
TSPAN14	2102.2574	TSPAN14	2559.1759
TSPAN15	804.1675	TSPAN15	1425.9703
TSPAN17	1129.8476	TSPAN17	573.0714
TSPAN18	979.3556	TSPAN18	161.955
TSPAN1	10.0328	TSPAN1	332.5347
TSPAN2	165.9271	TSPAN2	189.2669
TSPAN31	610.4573	TSPAN31	1244.3699
TSPAN32	31.6419	TSPAN32	12.4581
TSPAN33	1009.454	TSPAN33	466.2195
TSPAN3	2617.7889	TSPAN3	2218.4954
TSPAN4	939.2244	TSPAN4	490.1773
TSPAN5	30.0984	TSPAN5	278.8692
TSPAN6	477.7156	TSPAN6	1899.3771
TSPAN7	273.9726	TSPAN7	532.3431
removed	removed	TSPAN8	183.9962
TSPAN9	982.4426	TSPAN9	2048.3948
TSPO	11638.8192	TSPO	1573.5506
TSPYL1	1033.9263	TSPYL1	3938.9794
TSPYL2	398.225	TSPYL2	812.1706
removed	removed	TSPYL3	63.7278
TSPYL4	413.66	TSPYL4	1199.8083
TSPYL5	2138.5298	TSPYL5	1350.2635
TSR1	859.6643	TSR1	1219.6358
TSR2	1242.5236	TSR2	990.4169
TSSC1	564.9238	TSSC1	333.9722
TSSC4	933.0504	TSSC4	586.0086
removed	removed	TSSK1B	5.2707
TSSK3	19.016	TSSK3	34.6622
TSSK4	14.6633	TSSK4	17.7288
TSSK6	13.1198	TSSK6	26.3536
TSTA3	3948.2925	TSTA3	920.9391
TSTD1	1375.983	TSTD1	1104.4562
TSTD2	210.2566	TSTD2	656.2195
TST	1031.0631	TST	417.3455
removed	removed	TTBK1	11.4998
TTBK2	16.9786	TTBK2	182.0795
TTC12	67.1426	TTC12	502.6354
TTC13	670.6541	TTC13	225.6828
TTC14	311.0168	TTC14	660.2779
TTC15	1010.2257	TTC15	724.4849
TTC16	13.8916	TTC16	7.1874
TTC17	683.0021	TTC17	1752.7552
TTC18	24.8736	TTC18	166.9478
TTC19	752.9307	TTC19	1667.173
TTC1	1010.9975	TTC1	906.0853
TTC21A	48.6205	TTC21A	85.769
TTC21B	166.6988	TTC21B	554.8634
TTC22	43.2182	TTC22	93.9147
TTC23L	8.4893	TTC23L	29.7077
TTC23	262.3963	TTC23	619.0704
TTC24	7.7175	removed	removed
TTC25	23.1526	TTC25	32.1035
TTC26	38.5877	TTC26	106.3728
TTC27	335.7129	TTC27	602.7791
TTC28	173.6832	TTC28	1011.7873
TTC30A	46.3052	TTC30A	474.3651
TTC30B	64.8273	TTC30B	379.0129
TTC31	503.1835	TTC31	483.4691
TTC32	50.9358	TTC32	63.2487
TTC33	185.9927	TTC33	475.8026
TTC35	1078.1401	TTC35	606.1332
removed	removed	TTC36	85.769
TTC37	551.804	TTC37	1734.5472
TTC38	510.1293	TTC38	765.6924
TTC39A	87.9799	TTC39A	1913.2726
TTC39B	47.8487	TTC39B	91.9981
TTC39C	333.3976	TTC39C	493.0522
TTC3	4749.373	TTC3	8343.0762
TTC4	524.7926	TTC4	610.23
TTC5	226.1239	TTC5	240.5367
TTC7A	1268.6398	TTC7A	694.7772
TTC7B	274.7444	TTC7B	229.5161
TTC8	148.1767	TTC8	577.3838
TTC9C	694.5784	TTC9C	306.6603
TTC9	644.4144	TTC9	869.1902
TTF1	240.0154	TTF1	438.9075
TTF2	180.5904	TTF2	338.2846
TTK	601.1962	TTK	31.6243
TTLL10	8.4893	removed	removed
TTLL11	27.7831	TTLL11	95.8313
TTLL12	1844.4916	TTLL12	1054.6239
removed	removed	TTLL13	7.1011
TTLL1	382.7899	TTLL1	285.5774
removed	removed	TTLL2	5.2707
TTLL3	547.8603	TTLL3	614.5041
TTLL4	2938.8385	TTLL4	644.9449
TTLL5	375.0724	TTLL5	714.9018
TTLL7	12.3481	TTLL7	87.6857
TTLL9	7.7175	TTLL9	19.6454
TTL	581.1306	TTL	482.5108
TTN	132.8343	TTN	121.1308
TTPAL	674.5128	TTPAL	532.8222
removed	removed	TTPA	15.333
TTYH1	751.6882	TTYH1	339.7221
TTYH2	217.0558	TTYH2	184.0728
TTYH3	2291.3371	TTYH3	882.1275
TUBA1A	7605.001	TUBA1A	4754.7532
TUBA1B	19870.3839	TUBA1B	9736.9957
TUBA1C	6125.41	TUBA1C	1313.3685
TUBA4A	1261.8175	TUBA4A	936.2722
TUBA8	40.903	TUBA8	34.5759
TUBAL3	153.579	TUBAL3	29.7077
TUBB1	32.4137	TUBB1	22.5204
TUBB2A	1884.6228	TUBB2A	1037.8534
TUBB2B	168.2423	TUBB2B	161.955
TUBB2C	10140.8451	TUBB2C	4063.2487
TUBB3	3004.9084	TUBB3	77.1442
TUBB4	97.241	TUBB4	42.1658
TUBB6	6085.4254	TUBB6	1084.1064
TUBB8	10.8046	TUBB8	6.229
TUBBP5	23.9244	TUBBP5	91.9981
TUBB	19656.5696	TUBB	11502.6354
TUBD1	229.9826	TUBD1	273.5985
TUBE1	320.2778	TUBE1	245.8074
TUBG1	2029.7125	TUBG1	542.8845
TUBG2	219.9498	TUBG2	559.1759
TUBGCP2	1104.3797	TUBGCP2	1441.7825
TUBGCP3	578.0436	TUBGCP3	579.7796
TUBGCP4	121.1653	TUBGCP4	334.4514
TUBGCP5	784.1019	TUBGCP5	499.2813
TUBGCP6	972.4098	TUBGCP6	1216.5788
TUB	236.9284	TUB	398.6584
TUFM	3435.0762	TUFM	3577.863
TUFT1	815.7438	TUFT1	593.196
TUG1	5141.4239	TUG1	4380.9296
TULP3	946.1702	TULP3	709.1519
TULP4	2076.7895	TULP4	946.3345
TUSC1	300.2122	TUSC1	533.3014
TUSC2	329.5389	TUSC2	621.4662
TUSC3	112.6761	TUSC3	663.1529
TUSC5	399.7685	TUSC5	642.5491
TUT1	906.8107	TUT1	712.506
TWF1	1602.9327	TWF1	1802.5874
TWF2	1881.4972	TWF2	883.7901
TWIST1	203.743	TWIST1	169.1423
TWIST2	55.5663	TWIST2	21.5621
TWISTNB	337.2564	TWISTNB	482.0316
removed	removed	TWSG1	813.608
TXK	7.7175	TXK	6.229
TXLNA	1861.4702	TXLNA	2357.4509
TXLNB	27.0114	TXLNB	200.7667
TXLNG	63.2838	TXLNG	257.7863
TXN2	2045.1476	TXN2	1690.4648
TXNDC11	1604.4762	TXNDC11	1120.2683
TXNDC12	1707.8912	TXNDC12	1244.3699
TXNDC15	1449.3537	TXNDC15	1268.8069
TXNDC16	219.9498	TXNDC16	473.4068
TXNDC17	801.0496	TXNDC17	484.3987
TXNDC3	6.174	removed	removed
TXNDC5	7650.4727	TXNDC5	4719.2861
TXNDC9	623.5771	TXNDC9	460.9487
TXNIP	8580.3589	TXNIP	29937.2305
TXNL1	1544.2794	TXNL1	1356.0134
TXNL4A	1122.13	TXNL4A	495.9272
TXNL4B	215.3193	TXNL4B	233.3493
TXNRD1	1275.709	TXNRD1	1332.0556
TXNRD2	446.8455	TXNRD2	426.9286
TXNRD3IT1	90.2952	TXNRD3IT1	296.598
TXN	6055.1804	TXN	1841.3991
TYK2	1191.5879	TYK2	1240.5367
TYMP	6895.6203	TYMP	575.9463
TYMS	956.3265	TYMS	172.8366
TYRO3	423.6928	TYRO3	203.6416
TYROBP	3115.5701	TYROBP	548.6344
TYRP1	8.4893	removed	removed
TYSND1	615.0878	TYSND1	663.1529
TYW1B	54.7945	TYW1B	67.5611
TYW1	347.2892	TYW1	568.759
TYW3	363.2645	TYW3	767.9109
T	5.4023	removed	removed
U2AF1L4	198.4025	U2AF1L4	105.5774
U2AF1	3012.9269	U2AF1	1191.6627
U2AF2	2836.967	U2AF2	2725.4432
UACA	1385.2981	UACA	1651.1739
UAP1L1	364.2678	UAP1L1	333.9722
UAP1	2705.7689	UAP1	1359.3675
UBA1	4995.5624	UBA1	7082.4149
UBA2	1893.8839	UBA2	1830.8577
UBA3	967.7793	UBA3	997.6042
UBA52	8554.891	UBA52	6395.3043
UBA5	509.3575	UBA5	788.6919
UBA6	669.8823	UBA6	858.1696
UBA7	754.0035	UBA7	862.0029
UBAC1	865.9078	UBAC1	632.966
UBAC2	3054.8408	UBAC2	1344.7628
UBAP1	1121.3583	UBAP1	1663.1529
UBAP2L	4831.9506	UBAP2L	2891.7106
UBAP2	1007.1387	UBAP2	859.1279
UBASH3A	112.6761	UBASH3A	37.8534
UBASH3B	405.9425	UBASH3B	148.0594
UBB	17294.2311	UBB	11639.195
UBC	41130.6193	UBC	28505.5103
UBD	2912.5989	UBD	433.1576
UBE2A	1034.1501	UBE2A	922.3766
UBE2B	1196.9902	UBE2B	1091.5189
UBE2CBP	64.8273	UBE2CBP	47.9157
UBE2C	3266.8339	UBE2C	17.7288
UBE2D1	304.071	UBE2D1	300.9104
UBE2D2	1839.0893	UBE2D2	1351.701
UBE2D3	4222.2651	UBE2D3	5168.184
UBE2D4	294.2852	UBE2D4	319.5113
UBE2E1	1002.5082	UBE2E1	1195.0168
UBE2E2	420.6058	UBE2E2	335.4097
UBE2E3	965.464	UBE2E3	1115.9559
UBE2F	1381.4393	UBE2F	437.4701
UBE2G1	798.7652	UBE2G1	1443.2199
UBE2G2	1507.2352	UBE2G2	1432.6785
UBE2H	938.4526	UBE2H	1368.9506
UBE2I	3993.826	UBE2I	1494.0105
UBE2J1	3240.5943	UBE2J1	1547.1969
UBE2J2	1949.4501	UBE2J2	767.1299
UBE2K	1835.2306	UBE2K	1748.4427
UBE2L3	3249.0835	UBE2L3	1872.0652
UBE2L6	3480.6097	UBE2L6	1242.4533
UBE2MP1	119.6218	UBE2MP1	68.0402
UBE2M	1239.4366	UBE2M	641.5908
UBE2N	2080.6483	UBE2N	1521.8016
UBE2O	994.7907	UBE2O	951.126
UBE2Q1	3327.0307	UBE2Q1	1614.2789
UBE2Q2P1	14.6633	UBE2Q2P1	29.2286
UBE2Q2	1169.9788	UBE2Q2	1248.6823
UBE2QL1	82.5777	UBE2QL1	105.8936
UBE2R2	1677.7928	UBE2R2	1564.4466
UBE2S	1024.1173	UBE2S	52.2281
UBE2T	1021.0303	UBE2T	54.6239
UBE2V1	4439.1279	UBE2V1	2436.9909
UBE2V2	1667.76	UBE2V2	588.8836
UBE2W	433.7256	UBE2W	531.8639
UBE2Z	1864.5572	UBE2Z	2618.1121
UBE3A	868.9948	UBE3A	2034.9784
UBE3B	787.1889	UBE3B	1390.5127
UBE3C	1447.8101	UBE3C	1943.4595
UBE4A	1330.5036	UBE4A	1825.587
UBE4B	1048.8134	UBE4B	1659.7988
UBFD1	968.551	UBFD1	1326.3057
UBIAD1	734.7096	UBIAD1	650.6948
UBL3	667.567	UBL3	1573.0714
UBL4A	739.3402	UBL4A	1019.6454
UBL4B	5.4023	removed	removed
UBL5	2912.5989	UBL5	1315.2851
UBL7	1703.2607	UBL7	788.2127
UBLCP1	343.4304	UBLCP1	637.7575
UBN1	1088.1729	UBN1	1679.4442
UBN2	656.7625	UBN2	956.3967
UBOX5	392.0432	UBOX5	530.4264
UBP1	804.9392	UBP1	2268.3277
UBQLN1	1876.1335	UBQLN1	2970.2923
UBQLN2	835.0376	UBQLN2	1626.7369
UBQLN4	2196.4113	UBQLN4	1409.679
removed	removed	UBQLNL	14.8539
UBR1	314.8756	UBR1	969.334
UBR2	808.798	UBR2	1022.0412
UBR3	558.7498	UBR3	1356.4926
UBR4	4261.6245	UBR4	4719.2142
removed	removed	UBR5	3543.8428
UBR7	704.6112	UBR7	1613.7997
UBTD1	411.3448	UBTD1	247.2448
UBTD2	910.6695	UBTD2	963.5841
UBTF	2275.902	UBTF	3393.8668
UBXN10	42.4465	UBXN10	271.6818
UBXN11	370.4418	UBXN11	471.4902
UBXN1	3278.4102	UBXN1	2003.8333
UBXN2A	442.2149	UBXN2A	360.3258
UBXN2B	366.5831	UBXN2B	1012.4581
UBXN4	2046.6911	UBXN4	3187.8294
UBXN6	1315.8402	UBXN6	1521.8016
UBXN7	58.6533	UBXN7	374.2214
UBXN8	78.7189	UBXN8	107.3311
UCA1	5.4023	removed	removed
UCHL1	82.5777	UCHL1	43.6033
UCHL3	591.9352	UCHL3	318.6392
UCHL5	807.1773	UCHL5	426.689
UCK1	598.881	UCK1	752.276
UCK2	1269.535	UCK2	417.8246
UCKL1AS	53.0889	UCKL1AS	5.702
UCKL1	885.0396	UCKL1	438.8979
UCN2	10.0328	removed	removed
UCN	5.4023	removed	removed
removed	removed	UCP1	13.8955
removed	removed	UCP2	3189.2669
UCP3	16.2068	UCP3	31.6243
UEVLD	105.7303	UEVLD	332.5347
UFC1	3950.6078	UFC1	2141.3512
UFD1L	2082.1918	UFD1L	781.0158
UFM1	2302.1416	UFM1	1619.0704
UFSP1	43.99	UFSP1	23.9578
UFSP2	229.6971	UFSP2	723.9435
UGCG	71.0014	UGCG	312.4102
UGDH	449.9325	UGDH	1455.1989
UGGT1	1274.9373	UGGT1	1509.3436
UGGT2	212.2323	UGGT2	400.0958
UGP2	3472.8921	UGP2	3136.0805
removed	removed	UGT2B11	231.2554
removed	removed	UGT2B15	18.208
removed	removed	UGT2B28	95.8313
UGT2B7	5.4023	UGT2B7	8.6248
UGT3A2	5.4023	removed	removed
UGT8	75.6319	UGT8	157.6425
UHMK1	92.6105	UHMK1	431.7202
UHRF1BP1L	209.1453	UHRF1BP1L	600.3833
UHRF1BP1	426.7799	UHRF1BP1	741.7345
UHRF1	543.3147	UHRF1	27.7911
UHRF2	770.2103	UHRF2	931.0014
UIMC1	565.6955	UIMC1	516.5309
ULBP1	146.6332	removed	removed
ULBP2	102.6433	ULBP2	5.7499
ULBP3	130.4264	ULBP3	29.2286
ULK1	577.2719	ULK1	1324.3891
ULK2	528.6514	ULK2	730.2348
ULK3	1592.1281	ULK3	546.7178
removed	removed	ULK4	56.0613
UMODL1	550.2605	UMODL1	5.2707
UMPS	469.9981	UMPS	663.632
UNC119B	349.6045	UNC119B	2040.2492
UNC119	506.2705	UNC119	599.9042
UNC13A	23.9244	UNC13A	6.7082
UNC13B	437.5844	UNC13B	1119.7892
UNC13D	1754.9682	UNC13D	363.6799
UNC45A	3293.0735	UNC45A	2327.7432
UNC50	383.5616	UNC50	690.4648
UNC5A	108.0455	UNC5A	45.999
UNC5B	710.7853	UNC5B	344.9928
UNC5CL	241.6438	UNC5CL	31.1596
removed	removed	UNC5C	80.0192
UNC93A	5.4023	removed	removed
UNC93B1	2349.2186	UNC93B1	537.6138
UNG	868.9948	UNG	916.6267
UNKL	409.0372	UNKL	543.3828
UNK	442.9867	UNK	884.5232
removed	removed	UPF0639	18.6871
UPF1	2247.3471	UPF1	2980.3546
UPF2	1122.9018	UPF2	1217.5371
UPF3A	1078.9118	UPF3A	648.7782
UPF3B	255.4505	UPF3B	234.7868
UPK2	17.7503	removed	removed
UPK3A	10.8046	UPK3A	40.2492
UPK3BL	232.3133	UPK3BL	130.805
UPK3B	47.8487	UPK3B	5.7499
UPP1	456.1065	UPP1	116.4351
UPRT	638.2404	UPRT	314.8059
UQCC	537.9124	UQCC	682.7983
UQCR10	2576.1142	UQCR10	840.4408
UQCR11	1752.6529	UQCR11	903.2103
UQCRB	5113.6407	UQCRB	2414.4705
UQCRC1	3661.9718	UQCRC1	2545.2803
UQCRC2	2109.2032	UQCRC2	3535.218
UQCRFS1	939.2244	UQCRFS1	1177.288
UQCRHL	483.8896	UQCRHL	258.2655
UQCRH	2150.8779	UQCRH	1045.5199
UQCRQ	1875.3618	UQCRQ	1017.2496
URB1	1410.3955	URB1	1369.5113
URB2	383.5616	URB2	284.1399
URGCP	519.3903	URGCP	1040.2492
URM1	1138.3369	URM1	824.6287
UROD	998.6494	UROD	1113.5601
UROS	510.901	UROS	505.0311
USE1	393.5944	USE1	261.1404
USF1	1341.3081	USF1	810.254
USF2	2439.5138	USF2	1778.6296
removed	removed	USH1G	6.7082
removed	removed	USH2A	5.7499
USHBP1	40.1312	USHBP1	62.7695
USMG5	1348.2539	USMG5	415.908
USO1	1272.622	USO1	1911.356
USP10	1034.9219	USP10	1763.2966
USP11	1009.454	USP11	1853.3781
USP12	62.5121	USP12	298.0355
USP13	375.0724	USP13	577.863
USP14	1191.5879	USP14	1083.8524
USP15	639.0122	USP15	838.045
USP16	612.0008	USP16	1058.9363
USP18	676.8281	USP18	180.1629
USP19	757.0905	USP19	2006.229
USP1	1266.448	USP1	1459.5113
USP20	612.0008	USP20	904.6478
USP21	665.2518	USP21	704.3603
USP22	2684.1598	USP22	7700.0479
removed	removed	USP24	1682.7983
USP25	1234.8061	USP25	1188.7877
USP27X	106.502	USP27X	166.7465
USP28	419.0623	USP28	835.1701
USP2	73.3166	USP2	170.5798
USP30	179.0469	USP30	628.6536
USP31	627.4358	USP31	1127.9348
USP32	1070.4225	USP32	1072.8318
USP33	941.5396	USP33	1671.2985
USP34	2049.7781	USP34	3560.1342
USP35	132.7417	USP35	118.3517
USP36	894.4627	USP36	1206.5165
USP37	707.6982	USP37	649.7365
USP38	459.1935	USP38	731.1931
USP39	1662.3577	USP39	1131.2889
USP3	319.3363	USP3	608.3565
USP40	912.213	USP40	1064.6862
USP42	206.0583	USP42	477.2401
USP43	342.6587	USP43	178.2463
removed	removed	USP44	44.0824
USP45	239.2437	USP45	173.4547
USP46	295.5817	USP46	652.6114
USP47	1200.0772	USP47	2452.3239
USP48	1474.0498	USP48	1319.5975
USP49	19.2938	USP49	20.1246
USP4	1230.1756	USP4	1674.1735
USP51	10.8046	USP51	64.6862
USP53	574.1848	USP53	1031.6243
USP54	696.1219	USP54	1463.8237
USP5	2220.3357	USP5	1471.4902
USP6NL	1903.1449	USP6NL	596.0709
USP6	60.1968	USP6	81.4566
USP7	2295.1958	USP7	3153.3301
USP8	512.1821	USP8	1328.9123
USP9X	1565.1167	USP9X	3522.2808
USPL1	331.8541	USPL1	593.196
UST	49.3922	UST	198.85
UTP11L	587.3046	UTP11L	504.552
UTP14A	509.3575	UTP14A	506.9478
UTP14C	398.225	UTP14C	1393.8668
UTP15	235.3849	UTP15	307.6186
UTP18	544.8582	UTP18	610.9248
UTP20	250.0482	UTP20	817.9205
UTP23	467.6828	UTP23	573.0714
UTP3	513.988	UTP3	847.149
UTP6	874.3971	UTP6	743.6512
UTRN	696.1219	UTRN	4474.3651
UTS2D	10.0328	removed	removed
UVRAG	1055.7592	UVRAG	789.1711
UXS1	633.6099	UXS1	521.8016
UXT	955.9792	UXT	894.2022
VAC14	1524.9855	VAC14	1059.4154
VAMP1	175.1495	VAMP1	270.1821
VAMP2	1363.689	VAMP2	3248.2032
VAMP3	1907.0037	VAMP3	2033.0618
VAMP4	403.6272	VAMP4	470.0527
VAMP5	878.2558	VAMP5	224.2453
VAMP7	601.1962	VAMP7	839.4825
VAMP8	4766.3515	VAMP8	2273.5985
VANGL1	774.8408	VANGL1	562.0508
VANGL2	2799.9228	VANGL2	1238.62
VAPA	3654.2543	VAPA	3473.886
VAPB	1108.2385	VAPB	1176.3297
VARS2	782.4735	VARS2	579.1615
VARS	1666.9882	VARS	1380.4504
VASH1	625.7534	VASH1	561.5141
VASH2	20.8374	VASH2	77.6234
VASN	1714.0652	VASN	460.9487
VASP	5179.2398	VASP	1980.3546
VAT1L	8.4893	VAT1L	75.7068
VAT1	3895.8132	VAT1	3636.3201
VAV1	494.6942	VAV1	202.2041
VAV2	804.9392	VAV2	804.9832
VAV3	126.5676	VAV3	3375.6588
VAX1	62.5121	removed	removed
VAX2	81.0342	VAX2	19.6454
VBP1	561.8368	VBP1	690.9439
VCAM1	1113.6407	VCAM1	315.2851
VCAN	3669.6894	VCAN	369.909
VCL	3026.0467	VCL	4341.1596
VCPIP1	780.2431	VCPIP1	776.713
VCP	5667.76	VCP	5829.4202
VDAC1	5521.1268	VDAC1	3138.9554
VDAC2	1497.9741	VDAC2	1151.8927
VDAC3	1737.2178	VDAC3	1316.2434
VDR	898.3214	VDR	1049.3531
VEGFA	2503.5694	VEGFA	1074.2693
VEGFB	1984.9508	VEGFB	1061.8112
