gene_id	TCGA-BH-A1EU-01A-11R-A137-07	gene_id	TCGA-BH-A1EU-11A-23R-A137-07
ESCO2	109.425	ESCO2	7.9951
ESD	1626.0968	ESD	2547.3555
ESF1	656.3436	ESF1	578.1058
ESM1	66.8938	ESM1	11.0701
ESPL1	153.8144	ESPL1	24.6002
ESPNL	23.3302	ESPNL	25.2153
ESPN	175.6994	ESPN	86.1009
ESR1	27630.0196	ESR1	5097.171
ESR2	25.6013	ESR2	28.2903
ESRP1	2963.3529	ESRP1	1552.2755
ESRP2	954.4751	ESRP2	955.1046
ESRRA	245.2772	ESRRA	287.2079
removed	removed	ESRRB	5.5351
ESRRG	371.8385	ESRRG	184.5018
ESYT1	3099.8245	ESYT1	5209.7171
ESYT2	4084.6495	ESYT2	5900.984
ESYT3	5.9874	ESYT3	61.5006
ETAA1	498.8128	ETAA1	497.54
ETF1	3696.0875	ETF1	3335.7934
ETFA	1323.6296	ETFA	1290.8979
ETFB	220.9146	ETFB	394.8339
ETFDH	502.1162	ETFDH	603.321
ETHE1	375.1419	ETHE1	408.9791
ETNK1	2796.5314	ETNK1	2221.4022
ETNK2	1004.2325	ETNK2	468.6347
ETS1	4635.2844	ETS1	3326.5683
ETS2	1229.0699	ETS2	1496.31
ETV1	214.7208	ETV1	684.5018
ETV3L	7.2262	ETV3L	8.6101
ETV3	488.9027	ETV3	349.9385
ETV4	117.89	ETV4	212.7921
ETV5	438.9388	ETV5	1568.2657
ETV6	1985.3412	ETV6	2725.0923
ETV7	44.8023	ETV7	20.9102
EVC2	98.276	EVC2	242.9274
EVC	872.7305	EVC	1113.2411
EVI2A	694.1261	EVI2A	135.3014
EVI2B	1499.1225	EVI2B	303.813
EVI5L	202.9524	EVI5L	196.187
EVI5	539.4859	EVI5	701.722
EVL	6301.4349	EVL	1614.3911
EVPL	230.6184	EVPL	225.7073
EWSR1	2668.3184	EWSR1	2939.1144
EXD2	776.0917	EXD2	792.7429
EXD3	109.425	EXD3	128.5363
EXO1	77.0104	EXO1	7.9951
EXOC1	1047.3831	EXOC1	1212.1771
EXOC2	1179.7254	EXOC2	1112.5461
EXOC3L2	40.0537	EXOC3L2	12.9151
EXOC3L	46.4127	EXOC3L	20.4367
EXOC3	948.9006	EXOC3	980.9348
EXOC4	1478.6828	EXOC4	1670.9717
EXOC5	1872.8192	EXOC5	1761.3776
EXOC6B	352.6376	EXOC6B	371.4637
EXOC6	877.0517	EXOC6	552.8905
EXOC7	2044.5339	EXOC7	2755.2276
EXOC8	948.2812	EXOC8	721.4022
EXOG	213.0691	EXOG	161.1316
EXOSC10	1284.8147	EXOSC10	1706.6421
EXOSC1	253.3292	EXOSC1	250.3075
EXOSC2	401.1562	EXOSC2	416.3592
EXOSC3	658.8211	EXOSC3	268.1427
EXOSC4	126.7678	EXOSC4	73.8007
EXOSC5	168.6797	EXOSC5	174.6617
EXOSC6	214.7208	EXOSC6	288.4379
EXOSC7	337.1529	EXOSC7	399.754
EXOSC8	226.6914	EXOSC8	325.615
EXOSC9	418.8376	EXOSC9	435.4736
EXPH5	431.9191	EXPH5	563.3456
EXT1	810.3644	EXT1	952.0295
EXT2	1815.4227	EXT2	1935.4244
EXTL1	5.9874	EXTL1	43.0504
EXTL2	427.9963	EXTL2	429.2743
EXTL3	1203.2621	EXTL3	1096.556
EYA1	15.4847	EYA1	14.1451
EYA2	109.6315	EYA2	386.2239
EYA3	234.5411	EYA3	244.7724
EYA4	19.4075	EYA4	22.1402
EYS	29.1112	EYS	51.6605
EZH1	999.0709	EZH1	1896.679
EZH2	232.4765	EZH2	66.4207
EZR	2923.5057	EZR	3107.0111
F10	37.3697	F10	122.3862
F11R	4117.477	F11R	3498.155
removed	removed	F12	12.9151
F13A1	3505.3164	F13A1	3372.0787
F2RL1	223.8051	F2RL1	299.508
F2RL2	1493.1351	F2RL2	151.9065
F2RL3	77.4234	F2RL3	26.4453
F2R	2491.1737	F2R	741.0824
F3	293.3829	F3	1672.2017
F5	120.7804	F5	15.9902
F7	72.8812	F7	7.3801
F8A1	90.224	F8A1	73.8007
F8	1245.8057	F8	1356.7036
FA2H	52.6479	FA2H	35.0554
FAAH2	306.8029	FAAH2	261.3776
FAAH	202.9524	FAAH	284.7478
FABP3	98.689	FABP3	49.8155
FABP4	8719.1081	FABP4	10688.1919
FABP5	140.3943	FABP5	92.8659
FABP7	17.9622	FABP7	322.2632
FADD	407.763	FADD	399.139
FADS1	259.1101	FADS1	212.1771
FADS2	174.4606	FADS2	220.1722
FADS3	309.2805	FADS3	472.9397
FAF1	679.2609	FAF1	798.893
FAF2	2528.7499	FAF2	1578.7208
FAHD1	423.2394	FAHD1	332.7183
FAHD2A	140.3943	FAHD2A	262.6076
FAHD2B	280.1693	FAHD2B	257.0726
FAH	1151.2336	FAH	961.8696
FAIM2	29.5241	FAIM2	35.0554
FAIM3	1007.1353	FAIM3	215.9533
FAIM	326.0039	FAIM	288.4379
FAM100A	167.2344	FAM100A	204.797
FAM100B	240.735	FAM100B	364.6986
FAM101A	15.2782	FAM101A	95.941
FAM101B	423.867	FAM101B	475.3998
FAM102A	3778.6724	FAM102A	2281.6728
FAM102B	2855.5796	FAM102B	1315.4982
FAM103A1	382.3681	FAM103A1	360.9717
FAM104A	807.8559	FAM104A	665.8303
FAM104B	161.4535	FAM104B	215.8672
FAM105A	628.2647	FAM105A	394.2189
FAM105B	593.579	FAM105B	594.0959
removed	removed	FAM106A	11.6851
FAM106C	13.42	FAM106C	17.8352
FAM107A	264.2717	FAM107A	851.1685
FAM107B	2075.5652	FAM107B	1916.3592
FAM108A1	188.7065	FAM108A1	183.8868
FAM108B1	430.4738	FAM108B1	391.1439
FAM108C1	490.9673	FAM108C1	225.0923
FAM109A	150.9239	FAM109A	170.3567
FAM109B	307.4223	FAM109B	201.107
FAM10A4	323.1135	FAM10A4	428.6593
FAM110A	326.2104	FAM110A	217.0972
FAM110B	701.5588	FAM110B	269.9877
FAM110C	8.052	FAM110C	5.5351
FAM111A	2084.856	FAM111A	1031.9803
FAM111B	270.0526	FAM111B	31.3653
FAM113A	350.16	FAM113A	337.6384
FAM113B	208.7334	FAM113B	230.0246
FAM114A1	1002.5808	FAM114A1	744.7724
FAM114A2	541.757	FAM114A2	478.4748
FAM115A	641.6847	FAM115A	490.1599
FAM115C	269.6769	FAM115C	654.4465
FAM116A	1179.9319	FAM116A	1078.1058
FAM116B	89.1917	FAM116B	128.5363
FAM117A	397.0269	FAM117A	435.4244
FAM117B	699.4942	FAM117B	477.2448
FAM118A	328.275	FAM118A	311.1931
FAM118B	282.0275	FAM118B	202.952
FAM119A	174.8735	FAM119A	135.9164
FAM119B	299.1638	FAM119B	461.2546
FAM120AOS	2214.5721	FAM120AOS	1079.631
FAM120A	7490.8062	FAM120A	4361.3284
FAM120B	1002.9937	FAM120B	1065.1907
FAM120C	1053.164	FAM120C	485.8549
FAM122A	871.8902	FAM122A	1067.0357
FAM122B	1500.3613	FAM122B	809.3481
FAM122C	55.5384	FAM122C	20.2952
FAM123B	330.1332	FAM123B	277.3678
FAM124A	29.3176	FAM124A	54.1205
FAM124B	66.8938	FAM124B	59.6556
FAM125A	251.6775	FAM125A	346.2485
FAM125B	437.0806	FAM125B	374.5387
FAM126A	765.975	FAM126A	2220.7872
FAM126B	936.5129	FAM126B	960.6396
FAM127A	768.0396	FAM127A	1227.5523
FAM127B	433.3643	FAM127B	666.0517
FAM127C	151.3368	FAM127C	401.599
FAM128A	256.8391	FAM128A	121.7712
FAM128B	358.212	FAM128B	228.7823
FAM129A	5357.0765	FAM129A	8611.3161
FAM129B	1871.7869	FAM129B	2244.7724
FAM129C	35.9244	removed	removed
FAM131A	211.2109	FAM131A	288.4379
FAM131B	36.3374	FAM131B	87.3309
FAM133A	6.4003	removed	removed
FAM133B	163.7246	FAM133B	155.5966
FAM134A	2616.4963	FAM134A	2447.7245
FAM134B	1523.6915	FAM134B	528.2903
FAM134C	1562.5065	FAM134C	1700.492
FAM135A	337.1529	FAM135A	475.3998
FAM135B	5.7809	FAM135B	6.7651
FAM136A	518.4268	FAM136A	543.6654
FAM13AOS	73.4097	FAM13AOS	125.8487
FAM13A	866.4065	FAM13A	2393.2165
FAM13B	2038.3751	FAM13B	2104.5203
FAM13C	169.968	FAM13C	357.786
FAM149A	99.5148	FAM149A	158.6716
FAM149B1	455.0428	FAM149B1	547.3555
removed	removed	FAM150B	12.3001
FAM151B	31.3823	FAM151B	13.5301
removed	removed	FAM153A	7.9951
FAM154B	67.7196	FAM154B	61.5006
FAM155A	184.1643	FAM155A	16.6052
FAM155B	75.7717	FAM155B	21.5252
FAM156A	593.3726	FAM156A	706.6421
FAM157A	9.7037	FAM157A	46.7405
FAM158A	50.3768	FAM158A	33.2103
FAM159A	15.0717	removed	removed
FAM160A1	157.3242	FAM160A1	358.5486
FAM160A2	729.0183	FAM160A2	767.5277
FAM160B1	1160.5244	FAM160B1	1378.8438
FAM160B2	1110.767	FAM160B2	1129.7663
FAM161A	82.9978	FAM161A	87.3309
FAM161B	193.9507	FAM161B	250.9225
FAM162A	1390.5234	FAM162A	571.3407
FAM162B	28.4918	FAM162B	24.6002
FAM164A	215.7531	FAM164A	613.7761
FAM164C	61.9387	FAM164C	45.5105
FAM165B	211.6238	FAM165B	293.3579
FAM166B	7.2262	FAM166B	11.6851
FAM167A	88.9852	FAM167A	76.8758
FAM167B	20.2333	FAM167B	24.6002
FAM168A	495.0965	FAM168A	534.4403
FAM168B	3237.7413	FAM168B	3923.1242
FAM169A	410.447	FAM169A	220.7872
FAM171A1	450.9136	FAM171A1	752.1525
FAM171A2	14.8653	FAM171A2	9.2251
FAM171B	715.3918	FAM171B	671.5867
FAM172A	1006.9165	FAM172A	1006.7651
FAM173A	50.7897	FAM173A	32.5953
FAM173B	196.5521	FAM173B	214.6371
FAM174A	413.9568	FAM174A	259.5326
FAM174B	889.233	FAM174B	961.8696
FAM175A	349.9494	FAM175A	463.4194
FAM175B	544.441	FAM175B	616.2362
FAM176A	69.3713	FAM176A	74.4157
FAM176B	83.7968	FAM176B	104.6556
FAM177A1	951.1717	FAM177A1	936.0394
FAM177B	23.3302	FAM177B	6.1501
FAM178A	1446.8876	FAM178A	1533.2103
FAM178B	8.465	FAM178B	12.3001
FAM179B	1091.7725	FAM179B	944.6494
FAM180A	58.2224	FAM180A	140.2214
removed	removed	FAM180B	44.8954
FAM181B	149.2722	removed	removed
FAM182B	13.2136	FAM182B	41.2054
FAM184A	48.1057	FAM184A	348.0935
FAM184B	5.5662	removed	removed
FAM185A	134.8199	FAM185A	103.936
removed	removed	FAM186A	6.1501
FAM186B	14.0394	FAM186B	14.7601
FAM188A	523.1754	FAM188A	643.2964
FAM188B	67.1002	FAM188B	254.305
FAM189A1	16.3105	removed	removed
FAM189A2	297.9251	FAM189A2	1219.5572
FAM189B	409.4147	FAM189B	456.3346
FAM18A	44.408	FAM18A	30.6273
FAM18B2	298.5444	FAM18B2	292.2694
FAM18B	756.6842	FAM18B	789.6679
FAM190A	84.6495	FAM190A	188.1919
FAM190B	1509.2392	FAM190B	1971.7097
FAM192A	1158.6663	FAM192A	1143.2964
FAM193A	663.9827	FAM193A	731.8573
FAM193B	576.8556	FAM193B	756.4576
FAM195A	136.678	FAM195A	61.5006
FAM195B	420.5636	FAM195B	784.1328
FAM196A	10.3231	FAM196A	10.4551
FAM196B	116.4447	FAM196B	123.0012
FAM198A	319.6036	FAM198A	152.5215
FAM198B	10434.3966	FAM198B	5177.7368
FAM199X	1186.3322	FAM199X	723.8622
FAM19A2	19.6139	FAM19A2	36.9004
removed	removed	FAM19A3	6.1501
FAM19A5	14.6588	FAM19A5	20.9102
FAM200A	289.4601	FAM200A	258.3026
FAM200B	409.8276	FAM200B	661.7466
FAM20A	287.189	FAM20A	346.2485
FAM20B	2367.7093	FAM20B	2204.182
FAM20C	547.9509	FAM20C	1225.7073
FAM21A	685.2483	FAM21A	742.9274
FAM21B	355.3216	FAM21B	612.5461
FAM21C	1614.9479	FAM21C	1913.8991
FAM22A	40.8795	FAM22A	45.5105
FAM22D	112.7284	FAM22D	110.7011
removed	removed	FAM22G	6.1501
FAM23A	13.6265	FAM23A	13.5301
FAM24B	16.5273	FAM24B	18.3764
FAM26E	256.8391	FAM26E	253.3825
FAM26F	184.3708	FAM26F	51.6605
removed	removed	FAM27A	5.5351
removed	removed	FAM27C	6.1501
FAM32A	1166.9247	FAM32A	1137.1464
FAM35A	745.5353	FAM35A	788.4379
FAM35B2	84.0301	FAM35B2	86.7159
FAM35B	268.6074	FAM35B	277.9828
FAM36A	799.0792	FAM36A	760.2276
FAM38A	1726.9413	FAM38A	2240.7257
FAM38B	446.9908	FAM38B	135.3014
FAM3A	315.8873	FAM3A	356.0886
FAM3B	9.4973	FAM3B	27.6753
FAM3C	1412.6148	FAM3C	1465.5597
FAM3D	9.0843	FAM3D	81.1808
FAM40A	892.5364	FAM40A	793.9729
FAM40B	95.592	FAM40B	35.6704
FAM41C	20.0268	FAM41C	15.9902
FAM43A	227.315	FAM43A	223.8622
FAM43B	8.2585	FAM43B	13.5301
FAM45A	407.3501	FAM45A	429.8893
FAM45B	181.0674	FAM45B	194.3419
FAM46A	1558.3772	FAM46A	1436.6544
FAM46B	292.97	FAM46B	566.4207
FAM46C	3125.0129	FAM46C	653.7515
FAM47E	181.1293	FAM47E	199.3604
FAM48A	899.1473	FAM48A	1071.064
FAM49A	213.482	FAM49A	219.5572
FAM49B	2034.6857	FAM49B	765.6827
FAM50A	435.6354	FAM50A	312.4231
FAM50B	74.5329	FAM50B	110.7011
FAM53A	9.7037	FAM53A	14.1451
FAM53B	1049.2991	FAM53B	503.9237
FAM53C	1354.186	FAM53C	1276.1378
FAM54A	21.2656	FAM54A	10.4551
FAM54B	743.1795	FAM54B	1234.9323
FAM55C	1445.878	FAM55C	903.444
FAM57A	217.1983	FAM57A	216.4822
FAM57B	35.0222	FAM57B	5.5351
FAM58A	207.0817	FAM58A	182.6568
FAM59A	84.4431	FAM59A	261.3776
FAM5B	124.7032	FAM5B	26.4453
removed	removed	FAM5C	21.5252
FAM60A	1197.6876	FAM60A	1542.4354
FAM63A	1378.3421	FAM63A	704.797
FAM63B	531.8468	FAM63B	712.1771
FAM64A	18.1687	removed	removed
FAM65A	1255.4971	FAM65A	1369.6187
FAM65B	766.8009	FAM65B	628.5363
FAM65C	70.8166	FAM65C	81.1808
FAM66A	6.1732	FAM66A	11.6851
FAM66C	37.3697	FAM66C	57.1956
FAM66D	12.4332	FAM66D	9.8401
FAM69A	393.93	FAM69A	520.3075
FAM69B	108.6198	FAM69B	133.4071
FAM70A	121.8127	FAM70A	452.6445
FAM70B	29.7306	FAM70B	41.2054
FAM71D	13.6265	FAM71D	13.5301
FAM71E1	22.7872	FAM71E1	15.4121
FAM71F1	6.1939	removed	removed
FAM71F2	12.1813	FAM71F2	10.4551
FAM72A	11.3554	removed	removed
FAM72B	33.2404	FAM72B	15.3752
FAM72D	19.8204	removed	removed
FAM73A	935.8935	FAM73A	1017.2202
FAM73B	375.5549	FAM73B	293.9729
FAM76A	313.2033	FAM76A	492.0049
FAM76B	619.5933	FAM76B	596.556
FAM78A	418.499	FAM78A	125.4613
FAM78B	27.6659	FAM78B	17.2202
FAM7A2	5.368	FAM7A2	8.6101
FAM7A3	11.5619	FAM7A3	19.6802
FAM81A	25.6013	FAM81A	24.6002
removed	removed	FAM81B	6.1501
FAM82A1	149.2722	FAM82A1	123.6162
FAM82A2	678.2286	FAM82A2	680.8118
FAM82B	1004.6454	FAM82B	984.0098
FAM83B	292.7635	FAM83B	129.7663
FAM83D	94.9726	FAM83D	12.9151
FAM83E	8.2585	FAM83E	31.9803
FAM83F	87.3335	FAM83F	145.1415
FAM83G	62.0378	FAM83G	89.1759
FAM83H	1059.7708	FAM83H	833.3333
FAM84A	25.8078	FAM84A	89.7909
FAM84B	2783.7308	FAM84B	2231.2423
FAM86A	268.0706	FAM86A	305.0123
FAM86B1	166.4086	FAM86B1	185.7319
FAM86B2	15.0717	FAM86B2	12.3001
FAM86C	168.0603	FAM86C	132.2263
FAM86D	118.5093	FAM86D	213.4071
FAM89A	129.6583	FAM89A	236.7774
FAM89B	445.5456	FAM89B	559.6556
FAM8A1	1737.1735	FAM8A1	1960.6396
removed	removed	FAM90A1	9.2251
FAM91A1	2125.3226	FAM91A1	1546.7405
FAM92A1	145.3494	FAM92A1	103.936
FAM95B1	32.8275	FAM95B1	47.3555
FAM96A	772.1689	FAM96A	404.059
FAM96B	276.453	FAM96B	353.6285
FAM98A	813.6678	FAM98A	813.0381
FAM98B	467.4306	FAM98B	359.1636
FAM98C	95.7985	FAM98C	135.3014
FANCA	118.4784	FANCA	28.8622
FANCB	29.937	FANCB	15.9902
FANCC	278.3111	FANCC	253.3825
FANCD2	358.0056	FANCD2	218.3272
FANCE	67.1002	FANCE	115.6212
FANCF	490.3479	FANCF	458.7946
FANCG	289.4601	FANCG	214.6371
FANCI	722.6654	FANCI	254.428
FANCL	312.3795	FANCL	356.0455
FANCM	307.0094	FANCM	273.6777
FANK1	174.6671	FANK1	159.9016
FAP	1494.3739	FAP	262.6076
FAR1	1867.2448	FAR1	1871.4637
FAR2	206.9	FAR2	135.7503
FARP1	2121.3998	FARP1	1956.9496
FARP2	433.5708	FARP2	389.2989
FARS2	187.8807	FARS2	198.647
FARSA	590.2756	FARSA	554.1205
FARSB	1108.083	FARSB	932.9643
FASLG	67.7196	FASLG	12.3001
FASN	3526.3756	FASN	3652.5215
FASTKD1	349.7471	FASTKD1	245.3875
FASTKD2	1269.33	FASTKD2	1196.802
FASTKD3	242.3867	FASTKD3	209.7171
FASTKD5	588.211	FASTKD5	401.599
FASTK	694.1261	FASTK	544.2804
FAS	432.5385	FAS	398.524
FAT1	2452.3588	FAT1	9953.8745
FAT2	175.2865	FAT2	904.674
FAT3	43.1506	FAT3	72.5707
FAT4	737.0703	FAT4	957.5646
FAU	2631.981	FAU	3593.4809
FBF1	97.9643	FBF1	103.7269
FBLIM1	606.7926	FBLIM1	1150.6765
FBLL1	11.9748	FBLL1	11.0701
FBLN1	5624.6516	FBLN1	10395.449
FBLN2	2872.0966	FBLN2	3087.3309
FBLN5	1747.4966	FBLN5	4136.5314
FBLN7	278.1047	FBLN7	305.0431
FBL	1187.7774	FBL	2030.7503
FBN1	11943.6358	FBN1	8351.1685
FBN2	47.0734	removed	removed
FBP1	1540.8279	FBP1	807.5031
FBRSL1	378.0324	FBRSL1	460.0246
FBRS	915.8666	FBRS	838.8684
FBXL12	256.6326	FBXL12	353.0135
FBXL13	21.2656	FBXL13	12.3001
FBXL14	1012.078	FBXL14	591.0209
FBXL15	48.1057	FBXL15	52.2755
FBXL16	463.3013	FBXL16	229.3973
FBXL17	1530.5048	FBXL17	1161.7466
FBXL18	393.1042	FBXL18	468.0197
FBXL19	186.6419	FBXL19	167.2817
FBXL20	215.1337	FBXL20	206.0271
FBXL22	22.4672	FBXL22	22.1402
FBXL2	265.7169	FBXL2	202.952
FBXL3	2161.4535	FBXL3	3059.0406
FBXL4	475.8955	FBXL4	509.8401
FBXL5	3467.3273	FBXL5	3737.3924
FBXL6	212.588	FBXL6	198.7577
FBXL7	1226.3859	FBXL7	736.7774
FBXL8	27.0362	FBXL8	33.5793
FBXO10	323.3302	FBXO10	160.5166
FBXO11	2095.592	FBXO11	2110.7011
FBXO15	29.1112	FBXO15	19.6802
FBXO16	122.2897	FBXO16	34.4403
FBXO17	122.6386	FBXO17	249.0775
FBXO18	1209.7306	FBXO18	1419.4342
FBXO21	1991.3286	FBXO21	1495.08
FBXO22OS	54.9252	FBXO22OS	34.9877
FBXO22	554.1385	FBXO22	482.2325
removed	removed	FBXO24	5.9533
FBXO25	776.0917	FBXO25	599.631
FBXO27	107.9798	FBXO27	137.7614
FBXO28	2056.5707	FBXO28	1599.631
FBXO2	62.7645	FBXO2	365.3137
FBXO30	594.1984	FBXO30	821.0332
FBXO31	577.8879	FBXO31	825.3383
FBXO32	506.2455	FBXO32	2856.7036
FBXO33	409.6211	FBXO33	543.0504
FBXO34	992.4641	FBXO34	862.8536
FBXO36	147.0011	FBXO36	194.9569
FBXO38	1635.3876	FBXO38	1038.7454
FBXO39	7.2262	FBXO39	7.9951
FBXO3	1162.589	FBXO3	1285.9779
FBXO41	448.2296	FBXO41	213.4071
FBXO42	498.8128	FBXO42	586.7159
FBXO43	13.42	removed	removed
FBXO44	153.4015	FBXO44	335.7934
FBXO45	746.774	FBXO45	512.9151
FBXO46	267.3686	FBXO46	298.893
FBXO48	66.6873	FBXO48	74.4157
FBXO4	408.5888	FBXO4	261.3776
FBXO5	185.1967	FBXO5	181.4268
FBXO6	151.7498	FBXO6	139.6064
FBXO7	1895.7366	FBXO7	2495.695
FBXO8	457.5844	FBXO8	598.7331
FBXO9	1423.1444	FBXO9	1322.8782
FBXW11	2070.6101	FBXW11	1653.7515
FBXW2	3002.9937	FBXW2	3080.5658
FBXW4	768.0396	FBXW4	1282.2878
FBXW5	812.842	FBXW5	795.203
FBXW7	532.6727	FBXW7	822.2632
FBXW8	897.4915	FBXW8	658.6716
FBXW9	95.8377	FBXW9	117.6753
FCAR	5.368	removed	removed
FCER1A	323.1135	FCER1A	137.7614
FCER1G	717.0435	FCER1G	345.0185
FCER2	38.1955	FCER2	12.3001
FCF1	916.8989	FCF1	993.2349
FCGBP	343.9661	FCGBP	549.8155
FCGR1A	89.7987	FCGR1A	13.9668
FCGR1B	101.5794	FCGR1B	46.7405
FCGR1C	47.6928	FCGR1C	18.4502
FCGR2A	1885.8264	FCGR2A	650.6765
FCGR2B	343.9661	FCGR2B	232.4723
FCGR2C	170.1249	FCGR2C	101.476
FCGR3A	3461.7529	FCGR3A	1111.3161
FCGR3B	24.7755	FCGR3B	12.3001
FCGRT	2370.5998	FCGRT	2576.2608
FCHO1	86.0948	FCHO1	30.1353
FCHO2	1787.5503	FCHO2	1407.1341
FCHSD1	299.7192	FCHSD1	358.3333
FCHSD2	1192.972	FCHSD2	859.4219
FCN1	64.4162	FCN1	15.3752
FCN2	6.8133	removed	removed
FCN3	11.5619	FCN3	12.3001
FCRL1	111.9025	removed	removed
FCRL2	48.5186	FCRL2	10.4551
FCRL3	167.028	FCRL3	7.9951
FCRL5	132.3423	FCRL5	25.8303
FCRL6	71.8489	FCRL6	34.4403
FCRLA	264.6846	FCRLA	17.8352
FCRLB	30.1435	FCRLB	9.8401
FDFT1	3288.1181	FDFT1	2198.032
removed	removed	FDPSL2A	8.6101
FDPS	1128.8325	FDPS	982.6445
FDX1L	77.8838	FDX1L	91.2362
FDX1	353.0505	FDX1	417.5892
FDXACB1	192.2164	FDXACB1	135.4428
FDXR	42.9442	FDXR	54.7355
FECH	743.0577	FECH	700.492
FEM1A	928.6673	FEM1A	1003.69
FEM1B	3324.8684	FEM1B	3838.8684
FEM1C	1674.6155	FEM1C	1092.8659
FEN1	392.6912	FEN1	241.0824
FER1L4	27.4595	FER1L4	53.5055
FER1L5	10.736	FER1L5	46.1255
FERMT1	26.4272	FERMT1	209.7171
FERMT2	1572.2102	FERMT2	2833.3333
FERMT3	587.5916	FERMT3	202.337
FER	175.9059	FER	236.7774
FES	184.9902	FES	209.1021
FEZ1	106.1216	FEZ1	170.3567
FEZ2	1042.2215	FEZ2	1327.7983
FFAR2	30.7629	FFAR2	11.6851
FFAR3	8.8779	removed	removed
FGB	16.1041	removed	removed
FGD1	326.4168	FGD1	190.0369
FGD2	280.7887	FGD2	122.3862
FGD3	1043.8732	FGD3	408.9791
FGD4	833.0753	FGD4	1077.4908
FGD5	711.8819	FGD5	857.9336
FGD6	1621.5547	FGD6	768.1427
FGF10	22.7108	FGF10	103.321
FGF11	53.8867	FGF11	124.8462
FGF12	21.885	FGF12	58.4256
FGF13	327.0362	FGF13	374.5387
FGF14	138.5362	FGF14	212.1771
FGF18	11.9748	FGF18	9.2251
FGF1	261.1748	FGF1	1431.1193
FGF2	795.2431	FGF2	2122.9336
FGF5	29.5241	removed	removed
FGF7	556.4158	FGF7	1055.3506
FGF9	10.736	FGF9	35.0554
removed	removed	FGFBP1	65.8057
FGFBP2	23.1238	FGFBP2	68.2657
FGFBP3	17.7558	FGFBP3	38.7454
FGFR1OP2	859.5024	FGFR1OP2	765.6827
FGFR1OP	281.5732	FGFR1OP	203.6593
FGFR1	2143.2848	FGFR1	6798.278
FGFR2	703.417	FGFR2	1777.9828
FGFR3	488.6962	FGFR3	103.321
FGFR4	7.0197	FGFR4	55.3506
FGFRL1	297.0992	FGFRL1	461.8696
FGGY	149.2722	FGGY	148.8315
FGL2	2830.5977	FGL2	1672.2017
FGR	407.763	FGR	162.3616
FHAD1	27.3335	FHAD1	10.8856
FHDC1	217.6112	FHDC1	375.1538
FHIT	56.1577	FHIT	49.8155
FHL1	3915.5569	FHL1	8094.0959
FHL2	628.6776	FHL2	2118.6962
FHL3	273.769	FHL3	507.9951
FHL5	97.4502	FHL5	127.9213
FHOD1	400.3303	FHOD1	408.3641
FHOD3	172.1895	FHOD3	781.6728
FH	1430.7835	FH	1134.0713
FIBIN	446.7844	FIBIN	725.0923
FIBP	648.2915	FIBP	527.0603
FICD	62.971	FICD	84.2558
FIG4	645.814	FIG4	601.476
FIGF	104.8828	FIGF	882.5338
FIGNL1	414.1633	FIGNL1	386.8389
FIGNL2	23.5367	FIGNL2	30.1353
FIGN	35.305	FIGN	147.6015
FILIP1L	1077.5266	FILIP1L	1039.9754
FILIP1	209.3527	FILIP1	186.9619
FIP1L1	619.1907	FIP1L1	568.5178
FIS1	767.9529	FIS1	712.8167
FITM2	106.5345	FITM2	60.2706
FIZ1	294.6217	FIZ1	274.2927
FJX1	83.4108	FJX1	177.7368
FKBP10	1582.9462	FKBP10	849.9385
FKBP11	287.3955	FKBP11	222.6322
FKBP14	368.7416	FKBP14	278.5978
FKBP15	1453.2879	FKBP15	1172.2017
FKBP1AP1	35.0986	FKBP1AP1	19.0652
FKBP1A	4178.8686	FKBP1A	3604.6248
FKBP1B	23.5367	FKBP1B	51.0455
FKBP2	151.3368	FKBP2	152.5215
FKBP3	962.3206	FKBP3	844.4034
FKBP4	5082.2752	FKBP4	2522.7552
FKBP5	2328.275	FKBP5	2757.6876
FKBP7	411.0664	FKBP7	426.8143
FKBP8	1377.7227	FKBP8	2071.3407
FKBP9L	64.8292	FKBP9L	44.8954
FKBP9	3384.3295	FKBP9	3396.064
FKBPL	79.075	FKBPL	104.551
FKRP	164.7569	FKRP	257.0726
FKTN	1203.675	FKTN	726.3223
FLAD1	613.3994	FLAD1	450.7995
FLCN	545.4733	FLCN	673.4317
removed	removed	FLG2	5.5351
FLG	49.84	FLG	62.1279
FLI1	983.5862	FLI1	715.2522
FLII	1981.0055	FLII	2680.1968
FLJ10038	293.3911	FLJ10038	392.6876
FLJ10213	41.4989	FLJ10213	19.0652
FLJ10357	982.141	FLJ10357	1613.7761
FLJ10661	35.9244	FLJ10661	24.6002
FLJ11235	16.3105	FLJ11235	11.6851
FLJ12825	16.9299	FLJ12825	7.3801
FLJ13197	30.7711	FLJ13197	91.6974
FLJ22536	19.9794	FLJ22536	76.8758
FLJ23867	1106.6378	FLJ23867	603.936
FLJ33360	7.2262	removed	removed
FLJ33630	885.7231	FLJ33630	661.7466
FLJ35024	6.8133	FLJ35024	19.6802
FLJ35220	165.9957	FLJ35220	264.4526
FLJ35390	100.4563	FLJ35390	70.6458
FLJ35776	132.5488	FLJ35776	133.4563
FLJ36031	349.1277	FLJ36031	394.8339
FLJ36777	9.2908	FLJ36777	12.9151
FLJ37201	9.0843	FLJ37201	11.0701
FLJ37307	9.0843	FLJ37307	6.1501
FLJ37453	43.3571	FLJ37453	73.8007
FLJ39582	48.0727	FLJ39582	45.5781
