gene_id	TCGA-BH-A1EU-01A-11R-A137-07	gene_id	TCGA-BH-A1EU-11A-23R-A137-07
RBP5	109.0121	RBP5	27.6753
RBP7	514.9169	RBP7	550.4305
RBPJ	867.348	RBPJ	1094.0959
RBPMS2	46.454	RBPMS2	64.5756
RBPMS	1352.9472	RBPMS	2931.1193
RBX1	595.7138	RBX1	678.8499
RC3H1	1521.8334	RC3H1	1396.064
RC3H2	1006.9165	RC3H2	741.0824
RCAN1	864.0446	RCAN1	3281.6728
RCAN2	433.3643	RCAN2	389.2989
RCAN3	293.3829	RCAN3	243.5424
RCBTB1	969.5468	RCBTB1	767.5277
RCBTB2	505.0067	RCBTB2	576.8758
RCC1	169.4498	RCC1	259.6617
RCC2	2813.4613	RCC2	2255.2276
RCCD1	71.2295	RCCD1	110.7011
RCE1	246.103	RCE1	266.9127
RCHY1	593.7855	RCHY1	717.0972
RCL1	452.3588	RCL1	381.9188
RCN1	2466.6047	RCN1	2242.9274
RCN2	1048.6219	RCN2	968.0197
RCN3	322.0811	RCN3	233.7023
RCOR1	1442.3454	RCOR1	1194.9569
RCOR2	16.3105	removed	removed
RCOR3	2103.4376	RCOR3	1434.8093
RCSD1	779.6015	RCSD1	370.2337
removed	removed	RCVRN	6.1501
RDBP	474.727	RDBP	699.1082
RDH10	385.2586	RDH10	396.064
RDH11	1260.4522	RDH11	1195.572
RDH12	5.5745	removed	removed
RDH13	133.4841	RDH13	142.0664
RDH14	363.5801	RDH14	397.909
RDH16	18.9945	RDH16	7.9951
RDH5	119.8555	RDH5	327.1525
RDX	1577.9911	RDX	2020.2952
REC8	72.2618	REC8	88.5609
RECK	643.3364	RECK	1304.428
RECQL4	80.9332	RECQL4	37.5154
RECQL5	283.4727	RECQL5	315.4982
RECQL	1480.6173	RECQL	1086.476
REEP1	515.9492	REEP1	159.9016
REEP2	42.5312	REEP2	44.8954
REEP3	871.0643	REEP3	1012.3001
REEP4	356.1474	REEP4	186.9619
REEP5	6288.467	REEP5	7472.7491
REEP6	439.5582	REEP6	560.8856
RELA	1370.703	RELA	1887.4539
RELB	211.8303	RELB	174.0467
RELL1	636.8287	RELL1	871.3838
RELL2	21.7425	RELL2	11.2854
RELN	135.4392	RELN	586.1009
RELT	134.2005	RELT	52.2755
REL	456.6945	REL	214.6371
REM1	20.0268	REM1	20.2952
REM2	15.0717	REM2	8.6101
RENBP	89.1917	RENBP	35.6704
REP15	16.517	REP15	23.9852
REPIN1	1511.5103	REPIN1	1252.1525
REPS1	846.4953	REPS1	931.1193
REPS2	4492.4125	REPS2	736.7774
RER1	1626.549	RER1	2019.4957
RERE	2770.1043	RERE	5060.2706
RERGL	56.7771	RERGL	165.4367
RERG	3465.4692	RERG	2603.936
REST	822.5457	REST	605.7811
RETSAT	2364.6124	RETSAT	3550.4305
RET	236.8122	RET	31.9803
REV1	990.606	REV1	1146.9865
REV3L	1443.5842	REV3L	1572.5707
REXO1	357.7991	REXO1	347.4785
REXO2	518.8397	REXO2	676.5068
REXO4	341.9015	REXO4	373.3087
RFC1	1592.6499	RFC1	1985.2399
RFC2	396.4076	RFC2	328.4133
RFC3	325.7975	RFC3	284.1328
RFC4	247.3418	RFC4	161.7466
RFC5	456.2816	RFC5	281.0578
RFESD	39.4343	RFESD	33.2103
RFFL	811.6692	RFFL	697.7675
RFK	852.4827	RFK	670.9717
RFNG	275.6271	RFNG	412.6691
RFPL1S	27.9199	RFPL1S	8.2349
RFPL3S	9.2908	RFPL3S	7.9951
RFPL4A	5.5745	removed	removed
RFPL4B	9.7037	removed	removed
RFT1	509.7553	RFT1	414.5141
RFTN1	835.3463	RFTN1	820.4182
RFTN2	137.2974	RFTN2	112.5461
RFWD2	1234.8508	RFWD2	856.7036
RFWD3	974.9148	RFWD3	747.8475
RFX1	262.62	RFX1	260.7626
RFX2	60.6999	RFX2	362.2386
RFX3	116.2383	RFX3	121.1562
RFX5	1328.5847	RFX5	644.5264
RFX6	5.5745	RFX6	27.6753
RFX7	1493.961	RFX7	907.7491
RFX8	23.9496	RFX8	17.2202
RFXANK	369.0575	RFXANK	323.5055
RFXAP	153.195	RFXAP	183.2718
RG9MTD1	605.9668	RG9MTD1	594.7109
RG9MTD2	152.1627	RG9MTD2	161.1316
RG9MTD3	332.1978	RG9MTD3	250.9225
RGAG1	6.8133	removed	removed
RGAG4	294.0023	RGAG4	420.0492
RGL1	1155.3629	RGL1	1730.6273
RGL2	1192.939	RGL2	1377.6138
RGL3	63.0226	RGL3	85.4859
RGL4	22.9297	RGL4	20.1968
RGMA	170.9508	RGMA	731.2423
RGMB	1208.2729	RGMB	1286.7958
RGNEF	833.2817	RGNEF	1052.2755
RGN	154.8467	RGN	86.7159
RGP1	286.7348	RGP1	253.3825
RGPD1	897.7083	RGPD1	489.6556
RGPD3	478.5795	RGPD3	570.1107
RGPD4	230.4119	RGPD4	321.6482
RGPD5	242.3681	RGPD5	380.0123
RGPD6	718.914	RGPD6	1211.23
RGS10	680.4996	RGS10	407.1341
RGS11	93.6162	RGS11	50.246
RGS12	477.9602	RGS12	554.1205
RGS13	21.4721	RGS13	8.6101
RGS14	296.4798	RGS14	173.4317
RGS16	419.5313	RGS16	145.7565
RGS17	7.2262	RGS17	8.6101
RGS18	161.4535	RGS18	41.2054
RGS19	235.367	RGS19	137.7614
RGS1	1870.3417	RGS1	220.7872
removed	removed	RGS20	6.1501
RGS22	80.5203	RGS22	44.2804
RGS2	1065.3453	RGS2	4855.4736
RGS3	852.2762	RGS3	693.7269
RGS4	230.4119	RGS4	46.1255
RGS5	7590.3789	RGS5	5060.8856
RGS6	17.5493	RGS6	36.9004
RGS7BP	19.4075	RGS7BP	22.1402
RGS7	5.9874	removed	removed
RGS9	22.0915	RGS9	25.2153
RHBDD1	573.1393	RHBDD1	465.5597
RHBDD2	1344.4823	RHBDD2	1234.9323
RHBDD3	101.9924	RHBDD3	93.4809
RHBDF1	596.8824	RHBDF1	741.0824
RHBDF2	342.9338	RHBDF2	392.9889
RHBDL1	12.3877	RHBDL1	9.8401
RHBDL2	33.2404	RHBDL2	54.7355
RHBDL3	13.6265	RHBDL3	37.5154
RHCE	11.1552	removed	removed
removed	removed	RHCG	6.1501
RHD	8.052	RHD	5.5597
RHEBL1	16.517	RHEBL1	8.6101
RHEB	684.6289	RHEB	1037.5154
RHOA	10108.3927	RHOA	10755.2276
RHOBTB1	707.1333	RHOBTB1	441.5744
RHOBTB2	668.4856	RHOBTB2	486.9373
RHOBTB3	2756.2713	RHOBTB3	1665.4367
RHOB	7685.9709	RHOB	4515.3752
RHOC	3913.2858	RHOC	3024.6002
RHOD	196.965	RHOD	214.0221
RHOF	240.8073	RHOF	19.0344
RHOG	870.6514	RHOG	752.1525
RHOH	302.0543	RHOH	167.8967
RHOJ	256.8391	RHOJ	571.3407
RHOQ	1663.929	RHOQ	3182.3678
RHOT1	912.5632	RHOT1	1120.5412
RHOT2	618.561	RHOT2	615.6212
RHOU	742.8512	RHOU	983.3948
RHOV	94.7662	RHOV	335.1784
removed	removed	RHOXF1	6.7651
RHPN1	182.7191	RHPN1	108.2411
RHPN2	348.5083	RHPN2	746.6175
RIBC1	71.2295	RIBC1	20.9102
RIBC2	14.6588	removed	removed
RIC3	57.603	RIC3	413.2841
RIC8A	1412.7263	RIC8A	1308.9914
RIC8B	421.596	RIC8B	500.615
RICH2	102.8182	RICH2	316.1132
RICTOR	2211.4174	RICTOR	1996.925
RIF1	2200.0619	RIF1	2345.6335
RILPL1	176.9526	RILPL1	248.936
RILPL2	491.3802	RILPL2	370.8487
RILP	67.9261	RILP	96.556
RIMBP2	10.1167	RIMBP2	24.6002
RIMBP3C	5.368	removed	removed
RIMBP3	52.6479	RIMBP3	25.2153
RIMKLA	123.8774	RIMKLA	46.1255
RIMKLB	1178.1584	RIMKLB	857.6076
RIMS1	29.5241	RIMS1	26.4453
removed	removed	RIMS2	11.0701
RIMS3	127.3872	RIMS3	699.262
RIMS4	463.5078	RIMS4	80.5658
RIN1	72.2618	RIN1	94.0959
RIN2	2745.7417	RIN2	2294.5879
RIN3	439.9711	RIN3	471.7097
RING1	302.2608	RING1	519.0652
RINL	156.0855	RINL	105.1661
RINT1	605.9957	RINT1	503.1242
RIOK1	406.5242	RIOK1	554.7355
RIOK2	984.825	RIOK2	643.2964
RIOK3	1421.2863	RIOK3	1637.1464
RIPK1	1307.1126	RIPK1	1452.6445
RIPK2	542.1699	RIPK2	343.7884
RIPK3	184.3708	RIPK3	206.6421
RIPK4	138.5362	RIPK4	651.2915
RIT1	873.7483	RIT1	691.8819
RLF	889.6459	RLF	1204.797
RLIM	2958.8108	RLIM	2129.7663
RLN1	7.4326	removed	removed
RLN2	117.89	RLN2	21.5252
RLTPR	80.1074	RLTPR	6.7651
RMI1	898.9367	RMI1	257.0726
RMND1	389.8008	RMND1	501.845
RMND5A	2664.1891	RMND5A	2400.369
RMND5B	808.2998	RMND5B	562.7306
RMRP	5.5745	removed	removed
RNASE1	1982.4507	RNASE1	4146.3715
RNASE2	9.9102	removed	removed
RNASE4	2274.6547	RNASE4	3538.075
RNASE6	539.2794	RNASE6	164.8216
RNASE7	5.1616	RNASE7	28.2903
RNASEH1	260.5554	RNASEH1	252.1525
RNASEH2A	199.649	RNASEH2A	141.4514
RNASEH2B	452.7718	RNASEH2B	373.9237
RNASEH2C	359.3992	RNASEH2C	381.8143
RNASEK	885.6736	RNASEK	1376.968
RNASEL	587.5916	RNASEL	493.8499
RNASEN	1626.0968	RNASEN	1360.3936
RNASET2	834.314	RNASET2	615.6212
RND1	300.8155	RND1	33.8253
RND2	73.5006	RND2	121.7712
RND3	900.7949	RND3	3172.8167
RNF103	1552.5178	RNF103	1734.6556
RNF10	3599.8761	RNF10	3204.182
RNF111	1286.2599	RNF111	1229.3973
RNF112	6.1939	RNF112	19.0652
RNF113A	209.7657	RNF113A	151.9065
RNF114	1727.4698	RNF114	1537.5154
RNF115	843.3984	RNF115	543.0504
RNF11	2432.5385	RNF11	3302.583
RNF121	437.9065	RNF121	425.5843
RNF122	113.3478	RNF122	85.4859
RNF123	558.0675	RNF123	470.4797
RNF125	696.1908	RNF125	571.3407
RNF126	227.7279	RNF126	233.7023
RNF128	113.7607	RNF128	419.4342
RNF130	2389.1814	RNF130	2102.706
RNF135	668.3184	RNF135	624.2312
RNF138P1	12.3877	RNF138P1	19.0652
RNF138	749.871	RNF138	644.5264
RNF139	1442.9648	RNF139	1013.5301
RNF13	1892.4332	RNF13	1908.3641
RNF141	2093.1145	RNF141	2027.0603
RNF144A	1143.388	RNF144A	862.8536
RNF144B	1220.8114	RNF144B	1562.1156
RNF145	1225.1471	RNF145	2396.679
RNF146	886.9619	RNF146	1053.5055
RNF148	5.7809	removed	removed
RNF149	1071.9521	RNF149	984.6248
RNF14	1787.7568	RNF14	1516.6052
RNF150	107.7733	RNF150	407.1341
RNF152	120.161	RNF152	71.3407
RNF157	147.8187	RNF157	213.4071
RNF160	1710.5399	RNF160	1507.9951
RNF165	43.0722	RNF165	67.8844
RNF166	187.8807	RNF166	152.5215
RNF167	1505.7293	RNF167	1568.8807
RNF168	359.4508	RNF168	325.9533
RNF169	1189.5282	RNF169	1046.6974
RNF170	870.4449	RNF170	658.6716
RNF175	8.8779	RNF175	14.7601
RNF180	235.7799	RNF180	364.0836
RNF181	608.4443	RNF181	577.4908
RNF182	15.2782	RNF182	39.3604
RNF183	239.2898	RNF183	54.1205
RNF185	1193.2342	RNF185	1571.845
removed	removed	RNF186	25.2153
RNF187	2155.879	RNF187	1709.1021
RNF19A	2938.7839	RNF19A	1792.7429
RNF19B	702.3846	RNF19B	618.0812
RNF207	130.4842	RNF207	177.7368
RNF208	38.8149	RNF208	31.3653
RNF20	1732.012	RNF20	1569.4957
RNF212	21.2656	RNF212	36.2854
RNF213	6679.9835	RNF213	3916.2669
RNF214	310.1063	RNF214	438.4994
RNF215	130.2777	RNF215	149.4465
RNF216L	266.5428	RNF216L	241.6974
RNF216	1306.0803	RNF216	1286.5929
RNF217	86.0886	RNF217	164.8216
RNF219	533.7215	RNF219	511.6359
RNF220	802.9669	RNF220	922.4416
RNF24	530.8145	RNF24	565.8057
RNF25	353.8763	RNF25	276.7528
RNF26	587.5916	RNF26	803.198
RNF2	1148.5496	RNF2	584.2558
RNF31	866.7183	RNF31	769.9877
RNF32	44.8023	RNF32	28.2903
RNF34	793.9176	RNF34	600.5843
RNF38	1849.9019	RNF38	2347.4785
RNF39	56.3642	RNF39	381.3038
RNF40	1587.9013	RNF40	1412.6691
RNF41	1197.2747	RNF41	1080.5658
RNF43	415.1956	RNF43	595.941
RNF44	1120.8837	RNF44	1001.845
RNF4	1468.979	RNF4	1492.0049
RNF5P1	79.9009	RNF5P1	108.2411
RNF5	380.51	RNF5	624.2312
RNF6	1118.819	RNF6	1159.9016
RNF7	978.2182	RNF7	846.8635
RNF8	296.6863	RNF8	336.4084
RNFT1	420.9766	RNFT1	358.5486
RNFT2	40.0537	RNFT2	15.9902
RNGTT	504.1809	RNGTT	506.7651
RNH1	1644.472	RNH1	2028.2903
RNLS	112.7284	RNLS	169.7417
RNMTL1	141.8396	RNMTL1	182.6568
RNMT	1353.1537	RNMT	1491.3899
RNPC3	440.0846	RNPC3	592.6322
RNPEPL1	910.7051	RNPEPL1	1014.1451
RNPEP	1494.9933	RNPEP	1341.9434
RNPS1	1910.3954	RNPS1	1902.214
ROBLD3	461.0302	ROBLD3	278.5978
ROBO1	928.8737	ROBO1	1161.1316
ROBO2	246.7224	ROBO2	8.6101
ROBO3	35.9244	ROBO3	146.9865
ROBO4	831.0106	ROBO4	1110.7011
ROCK1	2794.2603	ROCK1	2649.4465
ROCK2	1504.2841	ROCK2	2484.0098
ROD1	4371.2192	ROD1	2610.0861
ROGDI	336.327	ROGDI	301.968
ROM1	19.8204	ROM1	28.9053
ROMO1	255.6003	ROMO1	270.6027
ROPN1B	6.1939	ROPN1B	148.2165
ROPN1L	9.2908	removed	removed
ROPN1	5.368	ROPN1	96.556
ROR1	129.8648	ROR1	171.5867
ROR2	570.6617	ROR2	346.2485
RORA	987.3026	RORA	995.08
RORB	13.833	RORB	12.3001
RORC	885.1037	RORC	719.5572
removed	removed	RP1L1	8.6101
RP1	5.9874	RP1	7.3801
RP2	701.7653	RP2	521.5252
RP9P	118.0964	RP9P	159.2866
RP9	125.1161	RP9	130.3813
RPA1	2150.3045	RPA1	2413.2841
RPA2	1026.7369	RPA2	983.3948
RPA3	274.8013	RPA3	193.7269
RPAIN	444.4431	RPAIN	532.9397
RPAP1	497.1611	RPAP1	582.4108
RPAP2	339.011	RPAP2	324.7232
RPAP3	1049.4477	RPAP3	840.0984
removed	removed	RPE65	9.8401
RPE	981.8354	RPE	743.0689
RPF1	582.6365	RPF1	610.7011
RPF2	279.7564	RPF2	383.7638
RPGRIP1L	312.9968	RPGRIP1L	243.5424
RPGRIP1	21.885	RPGRIP1	15.9902
RPGR	322.0811	RPGR	321.6482
RPH3AL	154.6402	RPH3AL	204.182
RPIA	339.424	RPIA	348.0935
RPL10A	8148.6528	RPL10A	12822.2632
RPL10	11262.5581	RPL10	14785.8364
RPL11	13464.2304	RPL11	15921.2792
RPL12	7065.9647	RPL12	10172.8167
RPL13AP20	23.3302	RPL13AP20	43.6654
RPL13AP3	5.7809	removed	removed
RPL13AP6	6.8133	removed	removed
RPL13A	11142.7687	RPL13A	15811.1931
RPL13P5	20.4398	RPL13P5	17.2202
RPL13	7488.7994	RPL13	11503.69
RPL14	5915.3505	RPL14	8169.1267
RPL15	16889.8524	RPL15	24292.7429
RPL17	7799.9215	RPL17	6234.508
RPL18A	1013.3168	RPL18A	1415.7442
RPL18	6445.752	RPL18	9143.9114
RPL19P12	47.8992	RPL19P12	31.9803
RPL19	10071.8489	RPL19	13431.1193
removed	removed	RPL21P44	5.5351
RPL21	6.8133	RPL21	18.4502
RPL22L1	446.165	RPL22L1	356.7036
RPL22	5805.719	RPL22	9618.6962
RPL23AP53	377.413	RPL23AP53	405.2891
RPL23AP64	8.8779	RPL23AP64	7.9951
RPL23AP7	62.5581	RPL23AP7	97.171
RPL23AP82	56.5707	RPL23AP82	72.5707
RPL23A	3038.0923	RPL23A	3770.6027
RPL23P8	35.0986	RPL23P8	50.4305
RPL23	7399.6077	RPL23	9466.7897
RPL24	6936.7193	RPL24	7916.9742
RPL26L1	209.7657	RPL26L1	127.9213
RPL26	9635.1812	RPL26	12071.9557
RPL27A	7940.5389	RPL27A	9398.524
RPL27	6787.4471	RPL27	9100.246
RPL28	4617.5286	RPL28	6876.9988
RPL29	6389.1814	RPL29	7975.3998
RPL30	10576.2362	RPL30	10972.3247
RPL31	10098.0696	RPL31	10587.3309
RPL32P3	292.0326	RPL32P3	258.2718
RPL32	12750.4903	RPL32	16168.5117
RPL34	6299.1638	RPL34	9458.7946
RPL35A	8070.6101	RPL35A	9245.3875
RPL35	4140.8073	RPL35	4480.9348
RPL36AL	2336.74	RPL36AL	2814.8831
RPL36A	98.689	RPL36A	51.6605
RPL36	3377.3098	RPL36	4317.3432
RPL37A	9418.6023	RPL37A	11745.3875
RPL37	9265.4072	RPL37	10350.5535
RPL38	3605.4506	RPL38	4615.0062
RPL39L	183.9579	RPL39L	111.3161
RPL39	755.8584	RPL39	638.9914
RPL3	24157.3242	RPL3	36170.9717
RPL41	15586.6625	RPL41	14898.524
RPL4	18829.3589	RPL4	27410.8241
RPL5	14629.9164	RPL5	23565.1784
RPL6	8542.9958	RPL6	9153.7515
RPL7A	12423.0412	RPL7A	12654.9815
RPL7L1	1053.3705	RPL7L1	1132.8413
RPL7	1376.4839	RPL7	1949.5695
RPL8	10772.7883	RPL8	13471.0947
RPL9	3311.0354	RPL9	5153.1365
RPLP0P2	68.7519	RPLP0P2	14.7601
RPLP0	11696.0875	RPLP0	17791.5129
RPLP1	12228.9667	RPLP1	15953.8745
RPLP2	5930.8351	RPLP2	7418.2042
RPN1	4744.2965	RPN1	3995.695
RPN2	6448.0066	RPN2	5159.2804
RPP14	691.2357	RPP14	667.8967
RPP21	101.373	RPP21	172.8167
RPP25	70.6101	RPP25	126.0763
RPP30	419.3249	RPP30	551.0455
RPP38	231.8571	RPP38	288.4379
RPP40	68.1325	RPP40	102.091
removed	removed	RPPH1	5.5351
RPRD1A	1332.7139	RPRD1A	1685.1169
RPRD1B	1033.7566	RPRD1B	1118.6962
RPRD2	2589.8627	RPRD2	2005.5351
RPS10P7	61.1128	RPS10P7	87.3309
RPS10	3791.0602	RPS10	4634.6863
RPS11	14243.6255	RPS11	18452.6445
RPS12	10794.8797	RPS12	15393.6039
RPS13	6657.3759	RPS13	8389.2989
RPS14	12671.6218	RPS14	13522.7552
RPS15AP10	9.2908	RPS15AP10	10.4551
RPS15A	9876.1226	RPS15A	9375.1538
RPS15	1849.489	RPS15	1784.1328
RPS16	5819.9649	RPS16	7575.6458
RPS17	9170.6411	RPS17	9196.802
RPS18	18493.2384	RPS18	22969.2497
RPS19BP1	300.8155	RPS19BP1	308.1181
RPS19	6051.4091	RPS19	7314.8831
RPS20	11384.9489	RPS20	13749.0775
RPS21	3046.1443	RPS21	4290.8979
RPS23	12468.6694	RPS23	13829.6433
RPS24	10640.8589	RPS24	14630.3813
RPS25	5676.4736	RPS25	8423.1242
RPS26	510.1683	RPS26	469.2497
RPS27A	7791.2666	RPS27A	11771.8327
RPS27L	1278.8273	RPS27L	1230.0123
RPS27	973.6761	RPS27	107.6261
RPS29	4286.5696	RPS29	4785.9779
removed	removed	RPS2P32	6.7651
RPS2	7145.8656	RPS2	8250.9225
RPS3A	5173.738	RPS3A	7194.3419
RPS3	12437.0806	RPS3	15618.6962
RPS4X	32273.5625	RPS4X	40945.8795
RPS5	5733.6637	RPS5	8217.0972
RPS6KA1	859.7089	RPS6KA1	707.2571
RPS6KA2	1317.2293	RPS6KA2	1611.9311
RPS6KA3	1826.5717	RPS6KA3	2739.2374
RPS6KA4	431.2997	RPS6KA4	319.8032
RPS6KA5	475.8955	RPS6KA5	587.3309
RPS6KA6	213.6884	RPS6KA6	100.861
RPS6KB1	989.9866	RPS6KB1	1113.7761
RPS6KB2	292.97	RPS6KB2	274.9077
RPS6KC1	830.8042	RPS6KC1	610.0861
RPS6KL1	68.7519	RPS6KL1	91.0209
RPS6	24279.137	RPS6	30534.4403
RPS7	4238.8768	RPS7	5696.187
RPS8	12309.2805	RPS8	17520.2952
RPS9	5434.7063	RPS9	6905.9041
RPSAP58	5511.0973	RPSAP58	6117.4662
RPSAP9	13.0071	RPSAP9	11.6851
RPSA	4440.5905	RPSA	5113.7761
RPTOR	518.6332	RPTOR	610.7011
RPUSD1	204.8106	RPUSD1	167.2817
RPUSD2	152.1627	RPUSD2	166.0517
RPUSD3	248.3741	RPUSD3	290.2829
RPUSD4	361.309	RPUSD4	523.3702
RQCD1	323.7328	RQCD1	174.6617
RRAD	13.42	RRAD	17.8352
RRAGA	1871.7869	RRAGA	1872.6937
RRAGB	398.6786	RRAGB	378.8438
RRAGC	444.1994	RRAGC	508.6101
RRAGD	312.5839	RRAGD	540.5904
RRAS2	380.3035	RRAS2	627.3063
RRAS	336.327	RRAS	819.8032
RRBP1	2624.1354	RRBP1	1965.5597
RREB1	1514.8137	RREB1	1326.5683
RRM1	1897.8012	RRM1	1336.4084
RRM2B	1699.3909	RRM2B	1135.9164
RRM2	360.4831	RRM2	24.6002
RRN3P1	49.5509	RRN3P1	85.4859
RRN3P2	26.2207	RRN3P2	9.2251
RRN3P3	59.2939	RRN3P3	56.3038
RRN3	2242.1802	RRN3	1523.3702
RRP12	448.0231	RRP12	576.2608
RRP15	748.0128	RRP15	778.5978
RRP1B	1143.388	RRP1B	1016.6052
RRP1	238.051	RRP1	234.9323
RRP7A	269.6397	RRP7A	318.5732
RRP7B	66.5221	RRP7B	106.7528
RRP8	295.0346	RRP8	322.2632
RRP9	158.9759	RRP9	182.6568
RRS1	234.1282	RRS1	211.5621
removed	removed	RS1	5.5351
RSAD1	500.4645	RSAD1	583.6408
RSAD2	688.5517	RSAD2	174.0467
RSBN1L	887.2902	RSBN1L	594.8339
RSBN1	1629.8132	RSBN1	1257.6876
RSC1A1	571.4876	RSC1A1	473.4379
RSF1	1529.4725	RSF1	1234.9323
RSL1D1	4155.4661	RSL1D1	4274.9077
RSL24D1	2343.7597	RSL24D1	2707.2571
removed	removed	RSPH10B2	5.5351
RSPH1	119.7481	RSPH1	41.8204
RSPH3	222.5663	RSPH3	190.0369
RSPH4A	15.8976	RSPH4A	17.8352
removed	removed	RSPH9	12.3001
RSPO1	13.833	RSPO1	43.6654
RSPO3	203.7783	RSPO3	1000
RSPO4	5.368	RSPO4	10.4551
RSPRY1	605.5538	RSPRY1	530.7503
RSRC1	322.4941	RSRC1	252.7675
RSRC2	1945.494	RSRC2	1488.3149
RSU1	1372.3547	RSU1	1891.1439
RTCD1	518.2203	RTCD1	528.2903
RTEL1	259.1411	RTEL1	281.5437
RTF1	2337.5658	RTF1	1895.449
RTKN2	169.5055	RTKN2	51.6605
RTKN	353.4634	RTKN	448.9545
RTN1	342.108	RTN1	278.5978
RTN2	145.143	RTN2	271.2177
RTN3	4063.3839	RTN3	5181.4268
RTN4IP1	133.5811	RTN4IP1	135.9164
RTN4RL1	476.5149	RTN4RL1	467.4047
RTN4RL2	16.9299	RTN4RL2	17.2202
RTN4R	29.3176	RTN4R	29.5203
RTN4	7567.0486	RTN4	9560.2706
RTP4	162.2793	RTP4	100.861
RTTN	570.8682	RTTN	380.6888
RUFY1	1211.9335	RUFY1	912.6691
RUFY2	505.6282	RUFY2	519.0652
RUFY3	1042.8409	RUFY3	1092.2509
RUFY4	10.3231	removed	removed
RUNDC1	989.1607	RUNDC1	838.8684
RUNDC2A	123.258	RUNDC2A	76.8758
RUNDC2C	93.4572	RUNDC2C	46.1685
RUNDC3A	8.052	RUNDC3A	9.2251
RUNDC3B	44.3894	RUNDC3B	91.6359
RUNX1T1	158.3566	RUNX1T1	185.1169
RUNX1	4719.521	RUNX1	4416.3592
RUNX2	515.9492	RUNX2	305.0431
RUNX3	514.2975	RUNX3	613.1611
RUSC1	505.8326	RUSC1	434.8093
RUSC2	595.4372	RUSC2	932.9643
RUVBL1	631.948	RUVBL1	454.8524
RUVBL2	538.0407	RUVBL2	573.1857
RWDD1	780.4274	RWDD1	1003.69
RWDD2A	129.4518	RWDD2A	115.6212
RWDD2B	464.5401	RWDD2B	405.9041
RWDD3	300.2395	RWDD3	311.7712
RWDD4A	488.0768	RWDD4A	603.321
RXRA	2078.2492	RXRA	1793.3579
RXRB	656.55	RXRB	977.2448
removed	removed	RXRG	9.2251
RYBP	2350.3665	RYBP	1726.3223
RYK	1859.1927	RYK	2392.9889
RYR1	53.8867	RYR1	154.9815
RYR2	16.9299	RYR2	39.9754
RYR3	16.517	RYR3	150.0615
S100A10	2199.649	S100A10	4176.5068
S100A11	5307.9385	S100A11	4801.353
S100A13	1342.8306	S100A13	1190.0369
S100A14	863.6317	S100A14	488.3149
S100A16	1174.5638	S100A16	1905.2891
S100A1	634.8715	S100A1	193.7269
S100A2	6.8133	S100A2	86.7159
S100A3	6.4003	S100A3	9.8401
S100A4	1555.8997	S100A4	2953.8745
S100A6	3348.1986	S100A6	10606.3961
S100A7	32.4146	removed	removed
S100A8	34.8921	S100A8	107.0111
S100A9	131.1035	S100A9	546.1255
S100B	293.7958	S100B	864.6986
S100PBP	722.8244	S100PBP	710.3321
S100P	15.2782	removed	removed
S100Z	7.4326	removed	removed
S1PR1	1127.0775	S1PR1	1267.5277
S1PR2	250.0258	S1PR2	320.4182
S1PR3	2171.9087	S1PR3	1045.5105
S1PR4	67.5132	S1PR4	10.4551
S1PR5	17.5493	S1PR5	26.4453
SAA1	2650.1497	SAA1	7218.9422
SAA2	936.7193	SAA2	4444.0344
SAA4	11.9748	SAA4	73.1857
SAAL1	235.9864	SAAL1	189.4219
SAC3D1	50.7897	SAC3D1	43.0504
SACM1L	1757.8198	SACM1L	1553.5055
SACS	927.8414	SACS	1756.4576
SAE1	1395.6849	SAE1	1123.0012
SAFB2	712.7078	SAFB2	684.5018
SAFB	1005.4713	SAFB	908.3641
SALL1	45.6282	SALL1	88.5609
SALL2	998.8645	SALL2	590.4059
SALL4	15.4847	SALL4	6.1501
SAMD10	99.1019	SAMD10	109.4711
SAMD11	21.0426	SAMD11	24.1574
SAMD12	854.5473	SAMD12	678.9668
SAMD13	10.3231	SAMD13	31.3653
SAMD14	10.1167	removed	removed
SAMD1	123.4644	SAMD1	115.0062
SAMD3	102.4053	SAMD3	12.9151
SAMD4A	785.7954	SAMD4A	1701.722
SAMD4B	1360.3799	SAMD4B	1662.3616
SAMD5	154.0209	SAMD5	1445.2645
SAMD8	227.7279	SAMD8	203.567
SAMD9L	2166.2021	SAMD9L	791.5129
SAMD9	1862.4961	SAMD9	520.9102
SAMHD1	2531.2749	SAMHD1	1608.7638
SAMM50	810.7773	SAMM50	929.2743
SAMSN1	475.4826	SAMSN1	106.3961
SAP130	617.9416	SAP130	722.6322
SAP18	1726.8504	SAP18	2313.6531
SAP30BP	595.6436	SAP30BP	845.6335
SAP30L	1084.3398	SAP30L	2137.1464
SAP30	134.4069	SAP30	89.7909
SAPS1	1300.9188	SAPS1	918.8192
SAPS2	755.0325	SAPS2	928.0443
SAPS3	2732.9411	SAPS3	2542.4354
SAR1A	3062.4548	SAR1A	3388.6839
SAR1B	751.5227	SAR1B	453.8745
SARDH	114.1736	SARDH	51.0455
SARM1	209.4188	SARM1	377.6753
SARNP	757.9953	SARNP	563.5793
SARS2	107.3604	SARS2	190.0369
SARS	2740.1672	SARS	2387.4539
SART1	397.8528	SART1	408.9791
SART3	969.9597	SART3	1161.7466
SASH1	2812.842	SASH1	3214.6371
