gene_id	TCGA-E2-A158-01A-11R-A12D-07	gene_id	TCGA-E2-A158-11A-22R-A12D-07
HSD17B2	8.911	removed	removed
HSD17B4	935.3097	HSD17B4	2819.262
HSD17B6	19.1929	HSD17B6	115.6973
HSD17B7P2	31.8739	HSD17B7P2	28.768
HSD17B7	310.5132	HSD17B7	96.3102
HSD17B8	55.1795	HSD17B8	200.1251
HSD3B7	955.5308	HSD3B7	894.9343
HSDL1	920.2296	HSDL1	621.6385
HSDL2	447.9479	HSDL2	3667.9174
HSF1	2488.9521	HSF1	1368.7492
HSF2BP	57.2359	HSF2BP	6.8793
HSF2	631.9938	HSF2	310.1939
HSF4	106.26	HSF4	65.1282
HSFX2	25.0193	HSFX2	44.4028
HSH2D	13.3665	HSH2D	21.2633
HSN2	56.8932	HSN2	30.6442
HSP90AA1	49101.8764	HSP90AA1	23552.8455
HSP90AB1	38445.3774	HSP90AB1	20439.6498
HSP90AB2P	44.2121	HSP90AB2P	21.8887
HSP90B1	43850.5698	HSP90B1	13928.7054
HSP90B3P	11.9955	HSP90B3P	6.2539
HSPA12A	38.7285	HSPA12A	1445.9037
HSPA12B	22.2774	HSPA12B	800.5003
HSPA13	877.7311	HSPA13	586.6166
HSPA14	1168.366	HSPA14	388.9931
HSPA1A	9714.3004	HSPA1A	10705.5347
HSPA1B	2060.4918	HSPA1B	1631.0194
HSPA1L	55.5222	HSPA1L	77.5485
HSPA2	223.1171	HSPA2	952.4703
HSPA4L	221.4035	HSPA4L	134.459
HSPA4	2271.6134	HSPA4	1896.1851
HSPA5	19051.3238	HSPA5	7312.07
HSPA6	837.6317	HSPA6	207.6298
HSPA7	64.4332	HSPA7	158.2239
HSPA8	20918.8587	HSPA8	20482.1764
HSPA9	3839.6024	HSPA9	4804.2527
HSPB11	284.8085	HSPB11	189.4934
HSPB1	489.0755	HSPB1	6837.3984
HSPB2	249.0995	HSPB2	724.6717
removed	removed	HSPB3	15.0094
HSPB6	134.6928	HSPB6	17616.6354
HSPB7	6.5119	HSPB7	4316.4478
HSPB8	63.0623	HSPB8	2348.9681
HSPB9	5.1409	removed	removed
HSPBAP1	309.8278	HSPBAP1	131.9575
HSPBP1	565.847	HSPBP1	372.1076
HSPC157	258.0756	HSPC157	241.4009
HSPC159	1165.2815	HSPC159	709.1932
HSPD1	10186.9591	HSPD1	5087.5547
HSPE1	1318.4817	HSPE1	782.364
HSPG2	3806.7449	HSPG2	40048.1989
HSPH1	1887.0705	HSPH1	1008.7555
HTATIP2	1396.6241	HTATIP2	470.9193
HTATSF1	2068.7173	HTATSF1	2151.97
removed	removed	HTR1B	50.0313
removed	removed	HTR2A	62.5391
HTR2B	16.7938	HTR2B	155.0969
removed	removed	HTR4	15.0094
HTR7P1	162.1112	HTR7P1	145.0907
removed	removed	HTR7	12.5078
HTRA1	406.8203	HTRA1	5856.1601
HTRA2	931.1936	HTRA2	665.4847
HTRA3	202.8961	HTRA3	3186.9919
HTRA4	6.1691	removed	removed
HTT	1395.9387	HTT	2570.9819
HUNK	10.6246	HUNK	218.8868
HUS1	380.4301	HUS1	243.277
HUWE1	8574.0725	HUWE1	7827.3921
HVCN1	69.5742	HVCN1	147.5922
HYAL1	20.2211	HYAL1	325.8286
HYAL2	483.2491	HYAL2	1954.3465
HYAL3	73.6012	HYAL3	36.1601
HYDIN	213.8634	HYDIN	42.5266
HYI	356.4733	HYI	584.4215
HYLS1	112.4154	HYLS1	61.2883
HYOU1	4982.6065	HYOU1	1834.8968
IAH1	1134.4358	IAH1	803.6273
IARS2	2177.7054	IARS2	3579.7373
IARS	5873.3613	IARS	2323.9525
IBTK	995.2875	IBTK	1288.9306
ICA1L	252.5919	ICA1L	126.329
ICA1	459.9434	ICA1	319.5747
ICAM1	476.3945	ICAM1	793.621
ICAM2	154.4512	ICAM2	783.6398
ICAM3	1207.78	ICAM3	391.4947
removed	removed	ICAM4	5.0031
ICAM5	51.7522	ICAM5	8.1301
ICK	963.7563	ICK	1128.8305
ICMT	1438.0944	ICMT	2774.2339
ICOSLG	47.9822	ICOSLG	158.8493
ICOS	11.6528	removed	removed
ICT1	283.7803	ICT1	263.2896
ID1	32.9021	ID1	572.2326
ID2B	11.3101	removed	removed
ID2	4757.433	ID2	1232.02
ID3	80.5415	ID3	1407.7548
ID4	39.7567	ID4	1322.7017
IDE	469.5399	IDE	497.8111
IDH1	985.3483	IDH1	4088.1801
IDH2	2536.2008	IDH2	1405.8787
IDH3A	1319.5099	IDH3A	936.2101
IDH3B	952.4462	IDH3B	1504.065
IDH3G	755.0338	IDH3G	947.4672
IDI1	1227.9222	IDI1	706.3852
IDI2	438.6942	IDI2	65.0407
IDO1	145.3175	IDO1	21.2633
IDS	2197.2959	IDS	4537.1857
IDUA	816.9651	IDUA	208.2114
IER2	5722.5602	IER2	3346.4665
IER3IP1	1241.0248	IER3IP1	672.9206
IER3	1872.6759	IER3	524.7029
IER5L	455.488	IER5L	105.6911
IER5	421.5577	IER5	654.7842
IFFO1	45.5831	IFFO1	444.6529
IFFO2	227.5726	IFFO2	666.6667
IFI16	4372.2046	IFI16	3327.0794
IFI27L1	78.8279	IFI27L1	126.329
IFI27L2	251.9064	IFI27L2	242.0263
IFI27	997.0011	IFI27	1883.0519
IFI30	979.0284	IFI30	535.1595
IFI35	69.9169	IFI35	492.1826
IFI44L	109.3308	IFI44L	1176.3602
IFI44	129.5519	IFI44	529.0807
IFI6	431.4969	IFI6	908.0675
IFIH1	355.0681	IFIH1	565.3533
IFIT1	74.0296	IFIT1	1110.6942
IFIT2	64.4332	IFIT2	602.8768
IFIT3	172.0504	IFIT3	1123.8274
IFIT5	272.813	IFIT5	497.8111
IFITM1	416.7595	IFITM1	2534.0838
IFITM2	200.497	IFITM2	2914.3215
IFITM3	1116.9566	IFITM3	9208.8806
IFNAR1	2511.5243	IFNAR1	2756.0976
IFNAR2	663.6346	IFNAR2	498.5991
IFNGR1	1377.774	IFNGR1	2829.8937
IFNGR2	2951.5894	IFNGR2	2327.7048
IFRD1	1164.9387	IFRD1	682.9268
IFRD2	495.793	IFRD2	855.3346
IFT122	827.0071	IFT122	829.8937
IFT140	519.9212	IFT140	507.8174
IFT172	1339.3882	IFT172	655.4096
IFT20	295.4811	IFT20	228.8806
IFT27	546.6541	IFT27	298.9368
IFT46	228.2581	IFT46	435.272
IFT52	899.3231	IFT52	675.4221
IFT57	900.0086	IFT57	620.3877
IFT74	712.8781	IFT74	270.7942
IFT80	999.7087	IFT80	408.4928
IFT81	761.8884	IFT81	266.4165
IFT88	111.3872	IFT88	204.5028
removed	removed	IGBP1	1267.6673
removed	removed	IGDCC3	5.0031
IGDCC4	56.8932	IGDCC4	246.404
IGF1R	3356.6961	IGF1R	2360.8505
IGF1	32.2166	IGF1	5044.4028
removed	removed	IGF2AS	8.7555
removed	removed	IGF2BP1	5.6285
removed	removed	IGF2BP2	196.3727
IGF2BP3	11.9955	IGF2BP3	7.5047
IGF2R	1635.1641	IGF2R	5263.9149
IGF2	80.6683	IGF2	11354.828
removed	removed	IGFBP1	6.8793
IGFBP2	1421.9861	IGFBP2	1066.9168
IGFBP3	1678.348	IGFBP3	2942.464
IGFBP4	863.6792	IGFBP4	16869.2933
IGFBP5	1375.3749	IGFBP5	82864.9156
IGFBP6	16.7938	IGFBP6	4888.055
IGFBP7	1121.412	IGFBP7	13882.4265
removed	removed	IGFBPL1	19.3871
removed	removed	IGFN1	24.3902
IGHMBP2	475.0236	IGHMBP2	393.3709
IGJ	581.6125	IGJ	1268.9181
IGLON5	5.1409	removed	removed
IGSF10	9.5964	IGSF10	924.9531
IGSF11	11.9955	IGSF11	7.5047
removed	removed	IGSF1	173.8587
IGSF21	6.1691	IGSF21	59.4121
IGSF22	5.5282	removed	removed
IGSF3	4087.7388	IGSF3	650.4065
IGSF6	28.7893	IGSF6	48.7805
IGSF8	1593.6938	IGSF8	916.823
IGSF9B	12.3383	IGSF9B	86.9293
IGSF9	997.6866	IGSF9	126.9543
IKBIP	158.3412	IKBIP	345.2158
IKBKAP	1526.5187	IKBKAP	1119.4497
IKBKB	752.292	IKBKB	1035.0219
IKBKE	39.4139	IKBKE	70.6692
IKBKG	175.4777	IKBKG	390.2439
IKZF1	68.2032	IKZF1	233.2708
IKZF2	210.4361	IKZF2	201.3759
IKZF3	65.4614	IKZF3	12.5078
IKZF4	126.1246	IKZF4	298.9368
IKZF5	361.2373	IKZF5	569.1057
IK	899.3231	IK	2071.2946
IL10RA	92.5371	IL10RA	611.6323
IL10RB	761.8884	IL10RB	798.8931
removed	removed	IL10	19.3871
IL11RA	94.2507	IL11RA	615.3846
IL11	6.8546	removed	removed
IL12A	8.2255	removed	removed
removed	removed	IL12RB1	23.1395
IL12RB2	657.6986	IL12RB2	62.5391
IL13RA1	3906.092	IL13RA1	3661.6635
removed	removed	IL13RA2	9.3809
IL15RA	47.2967	IL15RA	317.0732
IL15	9.2537	IL15	50.0313
IL16	73.0015	IL16	996.873
IL17B	95.9644	IL17B	19.3871
IL17D	38.1321	IL17D	151.6323
IL17RA	311.1987	IL17RA	407.1295
IL17RB	312.2269	IL17RB	115.6973
IL17RC	2451.2038	IL17RC	667.2921
IL17RD	1200.9254	IL17RD	1091.9325
IL17RE	3624.7108	IL17RE	485.3033
IL18BP	193.8034	IL18BP	262.4015
IL18R1	55.1795	IL18R1	75.0469
removed	removed	IL18RAP	13.1332
IL18	212.1498	IL18	60.0375
IL1B	10.6246	IL1B	43.152
IL1R1	222.0889	IL1R1	4479.6748
IL1R2	20.5638	IL1R2	34.3965
IL1RAP	76.7715	IL1RAP	177.611
removed	removed	IL1RL1	64.4153
IL1RL2	61.6914	removed	removed
IL1RN	30.8457	IL1RN	49.4059
IL20RA	54.1513	IL20RA	105.6911
IL20RB	43.8694	IL20RB	149.4684
IL21R	16.2797	IL21R	7.0169
IL22RA1	9.9392	IL22RA1	20.0125
IL22RA2	266.6438	IL22RA2	6.8793
IL23A	24.6765	IL23A	5.6285
IL27RA	522.663	IL27RA	229.5184
IL28RA	27.7611	IL28RA	31.2695
IL2RA	20.5638	IL2RA	28.1426
removed	removed	IL2RB	147.5922
IL2RG	124.4109	IL2RG	141.3383
IL32	1326.0218	IL32	568.4803
IL33	27.7611	IL33	1937.4609
IL34	145.3175	IL34	133.8336
IL3RA	48.6676	IL3RA	209.5059
IL4I1	79.6264	IL4I1	15.591
IL4R	124.0682	IL4R	1040.6504
IL6R	1895.6388	IL6R	595.3721
IL6ST	195.0133	IL6ST	4542.8393
removed	removed	IL6	498.4365
IL7R	30.8457	IL7R	126.329
IL7	9.9392	IL7	35.6473
IL8	22.9629	IL8	128.2051
ILDR1	268.3575	ILDR1	26.8918
ILF2	10834.7185	ILF2	2443.4021
ILF3	8009.2537	ILF3	4437.1482
ILKAP	445.2061	ILKAP	296.4353
ILK	727.9582	ILK	5091.9325
ILVBL	548.3677	ILVBL	1035.6473
IMMP1L	55.9609	IMMP1L	26.0038
IMMP2L	160.7403	IMMP2L	175.1094
IMMT	1683.8317	IMMT	2028.1426
IMP3	1496.3585	IMP3	796.748
IMP4	614.8573	IMP4	597.8737
IMPA1	532.6022	IMPA1	302.6892
IMPA2	547.3396	IMPA2	330.2064
IMPACT	1599.8629	IMPACT	940.5879
IMPAD1	2981.7496	IMPAD1	4806.1288
IMPDH1	1224.5737	IMPDH1	1172.6079
IMPDH2	1802.0735	IMPDH2	2207.6298
IMPG1	6.5119	IMPG1	5.6285
INADL	1751.0068	INADL	592.2452
INA	34.9584	INA	16.2602
INCA1	13.0237	INCA1	25.0156
INCENP	242.9955	INCENP	248.9056
INE1	30.1602	INE1	15.0094
INE2	27.2367	INE2	39.2058
INF2	1481.9638	INF2	3434.0213
ING1	484.1196	ING1	286.6104
ING2	86.7107	ING2	158.2239
ING3	349.2417	ING3	305.1907
ING4	1311.9698	ING4	654.7842
ING5	582.298	ING5	348.9681
INHA	13.0237	removed	removed
INHBA	40.4421	INHBA	245.7786
INHBB	54.8368	INHBB	808.6304
removed	removed	INHBE	5.0031
INMT	23.9911	INMT	1875.5535
INO80B	326.8443	INO80B	173.6148
INO80C	236.8263	INO80C	168.8555
INO80D	489.4902	INO80D	521.5697
INO80E	629.557	INO80E	456.2351
INO80	546.3114	INO80	922.4515
INPP1	195.356	INPP1	398.9994
INPP4A	894.8676	INPP4A	783.6148
INPP4B	20.2211	INPP4B	293.9337
INPP5A	143.6038	INPP5A	1509.6936
INPP5B	1062.1198	INPP5B	627.267
INPP5D	849.97	INPP5D	500.3127
INPP5E	392.4257	INPP5E	293.9337
INPP5F	240.5963	INPP5F	574.7342
INPP5J	21.2493	INPP5J	76.9231
INPP5K	717.6763	INPP5K	1625.3909
INPPL1	2061.1773	INPPL1	1757.3483
removed	removed	INSC	21.8887
INSIG1	947.3053	INSIG1	1458.4115
INSIG2	558.6496	INSIG2	615.3846
INSM1	148.7448	INSM1	20.0125
INSR	4090.8234	INSR	2448.4053
INTS10	776.9686	INTS10	939.9625
INTS12	841.059	INTS12	397.1232
INTS1	1334.2473	INTS1	2277.0482
INTS2	173.764	INTS2	333.9587
INTS3	3318.9958	INTS3	2051.2821
INTS4L1	11.3101	INTS4L1	12.5078
INTS4L2	6.8546	INTS4L2	5.0031
INTS4	713.5635	INTS4	465.2908
INTS5	950.7326	INTS5	572.2326
INTS6	1606.7175	INTS6	636.6479
INTS7	622.3974	INTS7	315.8224
INTS8	2003.5267	INTS8	606.6291
INTS9	304.0014	INTS9	343.3396
INTU	104.8753	INTU	138.2114
INVS	201.5251	INVS	376.4853
IP6K1	1509.725	IP6K1	1391.4947
IP6K2	1522.0632	IP6K2	1120.075
removed	removed	IP6K3	41.2758
IPCEF1	16.1083	IPCEF1	86.3039
IPMK	56.8932	IPMK	46.2789
IPO11	335.4571	IPO11	702.8831
IPO13	1085.0827	IPO13	797.9987
IPO4	1017.0131	IPO4	476.5916
IPO5	6776.1117	IPO5	5141.3383
IPO7	2885.7853	IPO7	3492.808
IPO8	1695.4845	IPO8	1495.3096
IPO9	2143.0897	IPO9	1847.4046
IPPK	935.1692	IPPK	274.334
IPP	328.3352	IPP	298.9368
IPW	256.0877	IPW	652.4578
removed	removed	IQCA1	36.8981
IQCB1	1625.2249	IQCB1	380.2376
IQCC	248.8219	IQCC	71.9199
IQCD	35.3012	IQCD	15.6348
IQCE	139.491	IQCE	526.5791
IQCG	1445.9772	IQCG	270.7942
IQCH	33.9851	IQCH	10.0063
IQCK	573.7298	IQCK	247.0294
IQGAP1	9312.998	IQGAP1	9747.9675
IQGAP2	79.5133	IQGAP2	522.8268
removed	removed	IQGAP3	58.1614
IQSEC1	1109.4165	IQSEC1	3455.9099
IQSEC2	858.1955	IQSEC2	453.4084
removed	removed	IQSEC3	113.1957
removed	removed	IQUB	5.0031
IRAK1BP1	81.6348	IRAK1BP1	48.7054
removed	removed	IRAK1	1707.3171
IRAK2	261.5029	IRAK2	207.6298
IRAK3	30.8457	IRAK3	687.93
IRAK4	257.7328	IRAK4	281.4259
IREB2	2220.8894	IREB2	1502.8143
IRF1	571.2827	IRF1	375.1595
IRF2BP1	560.0206	IRF2BP1	409.0056
IRF2BP2	10927.5983	IRF2BP2	5081.9262
IRF2	1047.7251	IRF2	830.5191
IRF3	900.1422	IRF3	515.2033
IRF4	44.2121	IRF4	150.7192
IRF5	81.227	IRF5	137.586
IRF6	2338.103	IRF6	319.5747
IRF7	87.3961	IRF7	192.6204
IRF8	62.7196	IRF8	273.2958
IRF9	486.1109	IRF9	947.9987
IRGQ	1459.6864	IRGQ	714.8218
IRS1	270.0711	IRS1	1781.7386
IRS2	684.0888	IRS2	2221.3884
IRX1	135.3783	IRX1	150.0938
IRX2	118.2418	IRX2	172.6079
IRX3	1728.0439	IRX3	391.4947
IRX4	18.5074	IRX4	5.6285
IRX5	1082.6836	IRX5	147.5922
removed	removed	IRX6	323.9525
ISCA1P1	98.7062	ISCA1P1	96.9356
ISCA1	1153.2859	ISCA1	923.7023
ISCA2	129.8946	ISCA2	183.2395
ISCU	1109.0738	ISCU	2021.2633
ISG15	83.6261	ISG15	425.2658
ISG20L2	1454.5455	ISG20L2	569.7311
ISG20	414.0177	ISG20	99.4371
ISL2	58.6068	ISL2	8.1301
ISLR2	5.8264	ISLR2	151.97
ISLR	386.942	ISLR	3988.1176
ISM1	20.9065	ISM1	588.4928
ISOC1	408.8767	ISOC1	676.0475
ISOC2	458.5725	ISOC2	781.1132
ISPD	47.9822	ISPD	53.7836
ISY1	763.6227	ISY1	610.5503
ISYNA1	1106.3319	ISYNA1	757.3483
ITCH	803.7015	ITCH	1392.7455
ITFG1	1374.6894	ITFG1	1071.2946
ITFG2	708.0799	ITFG2	592.2452
ITFG3	1156.0278	ITFG3	2833.2708
ITGA10	782.1095	ITGA10	274.5466
ITGA11	245.0518	ITGA11	1696.6854
ITGA1	205.9806	ITGA1	2815.3033
ITGA2B	12.3383	ITGA2B	40.6504
ITGA2	172.3931	ITGA2	353.9712
ITGA3	112.0727	ITGA3	2293.3083
ITGA4	87.1459	ITGA4	195.2846
ITGA5	358.4954	ITGA5	3983.7398
ITGA6	7723.7597	ITGA6	3544.7154
ITGA7	5238.9684	ITGA7	7839.8999
removed	removed	ITGA8	1224.5153
ITGA9	2129.0378	ITGA9	924.9531
ITGAE	173.764	ITGAE	228.2677
ITGAL	113.1008	ITGAL	192.6204
ITGAM	63.0623	ITGAM	601.0006
ITGAV	1366.4639	ITGAV	3208.2552
ITGAX	73.3442	ITGAX	111.3196
ITGB1BP1	1831.2056	ITGB1BP1	3941.2133
ITGB1BP2	5.8264	ITGB1BP2	27.5172
removed	removed	ITGB1BP3	57.536
ITGB1	9465.5128	ITGB1	21944.9656
ITGB2	402.0221	ITGB2	934.334
ITGB3BP	253.2774	ITGB3BP	136.3352
ITGB3	32.5593	ITGB3	937.4609
ITGB4	21612.2012	ITGB4	3403.3771
ITGB5	3812.184	ITGB5	6415.8849
ITGB6	5.4837	ITGB6	188.868
ITGB7	46.2685	ITGB7	93.1832
ITGB8	4811.927	ITGB8	439.6498
ITGBL1	162.7967	ITGBL1	1173.2333
removed	removed	ITIH1	15.0094
ITIH2	9.9392	removed	removed
removed	removed	ITIH3	1025.641
ITIH4	14.3947	ITIH4	489.6811
ITIH5L	24.3338	ITIH5L	8.1301
ITIH5	43.8694	ITIH5	10322.0763
ITK	35.3012	ITK	69.4184
removed	removed	ITLN1	1914.9468
ITM2A	80.5415	ITM2A	3692.3077
ITM2B	3994.1736	ITM2B	15814.2589
ITM2C	2109.1595	ITM2C	1772.3577
ITPA	650.844	ITPA	361.4759
ITPK1	1037.786	ITPK1	3487.1795
ITPKB	1515.8941	ITPKB	1824.2652
ITPKC	935.6525	ITPKC	1135.7098
ITPR1	145.3175	ITPR1	3409.0056
ITPR2	3380.6872	ITPR2	2350.2189
ITPR3	2365.2403	ITPR3	1148.4678
ITPRIPL1	9.9392	ITPRIPL1	69.4184
ITPRIPL2	126.81	ITPRIPL2	1868.6679
ITPRIP	932.2252	ITPRIP	1668.5428
ITSN1	672.7787	ITSN1	4933.7086
ITSN2	1878.845	ITSN2	1572.858
IVD	1238.6257	IVD	1570.3565
IVNS1ABP	2567.3893	IVNS1ABP	1440.2752
IWS1	1235.8838	IWS1	1069.4184
JAG1	370.8337	JAG1	5769.8562
JAG2	1152.2577	JAG2	742.339
JAGN1	989.8038	JAGN1	619.137
JAK1	3539.3711	JAK1	7345.8412
JAK2	274.5266	JAK2	1039.3996
JAK3	113.1008	JAK3	115.6973
removed	removed	JAKMIP2	5.0031
JAKMIP3	10.9674	JAKMIP3	29.3934
JAM2	29.8175	JAM2	576.6104
JAM3	429.0978	JAM3	2164.4778
JARID2	1068.2889	JARID2	433.3959
JAZF1	34.6157	JAZF1	887.4296
JDP2	92.8798	JDP2	908.0675
JHDM1D	1566.9608	JHDM1D	1005.0031
JKAMP	397.2239	JKAMP	674.1714
JMJD1C	3204.7742	JMJD1C	2110.6942
JMJD4	1556.8606	JMJD4	455.3784
JMJD5	47.6394	JMJD5	70.6692
JMJD6	488.39	JMJD6	353.3458
JMJD7-PLA2G4B	406.1349	JMJD7-PLA2G4B	322.7017
JMJD8	648.8596	JMJD8	1402.7705
JMY	1140.2622	JMY	872.4203
JOSD1	3041.3846	JOSD1	1482.1764
JOSD2	53.1231	JOSD2	186.3665
JPH1	593.6081	JPH1	60.6629
JPH2	6.8546	JPH2	1218.2614
JPH3	7.1973	JPH3	28.1426
removed	removed	JPH4	63.7899
JRKL	326.9643	JRKL	348.9681
JRK	1339.3882	JRK	631.0194
JTB	3704.9096	JTB	1428.3927
JUB	507.5829	JUB	347.0919
JUNB	2428.2409	JUNB	7021.8887
JUND	1555.308	JUND	4177.611
JUN	2837.8031	JUN	19757.3483
JUP	4945.2489	JUP	2499.6873
KAL1	23.9911	KAL1	705.4409
KALRN	1180.3616	KALRN	894.3089
KANK1	6533.8017	KANK1	6093.1832
KANK2	643.3039	KANK2	8994.3715
KANK3	35.6439	KANK3	480.3002
KANK4	4358.1527	KANK4	805.5034
KARS	4319.7669	KARS	2578.4866
KAT2A	1026.8186	KAT2A	498.4365
KAT2B	48.3249	KAT2B	1373.9837
KAT5	1037.4227	KAT5	907.561
KATNA1	363.2936	KATNA1	340.2126
KATNAL1	110.7017	KATNAL1	1005.0031
KATNAL2	231.3426	KATNAL2	108.1926
KATNB1	1067.2607	KATNB1	415.8849
KAZALD1	146.7946	KAZALD1	206.5854
KAZ	456.3516	KAZ	494.2464
KBTBD10	6.5119	KBTBD10	7.242
KBTBD11	210.0934	KBTBD11	473.4209
KBTBD12	584.0117	KBTBD12	64.4153
KBTBD2	1771.5706	KBTBD2	1140.7129
KBTBD3	82.9406	KBTBD3	110.7692
KBTBD4	177.2839	KBTBD4	337.8174
KBTBD6	512.7238	KBTBD6	340.2126
KBTBD7	139.491	KBTBD7	181.3634
KBTBD8	39.7567	KBTBD8	33.1457
KCMF1	1994.0022	KCMF1	1153.2208
removed	removed	KCNA1	9.3809
removed	removed	KCNA2	22.5141
removed	removed	KCNA3	20.0125
removed	removed	KCNA4	20.0125
removed	removed	KCNA5	346.4665
KCNA6	11.6528	KCNA6	210.1313
KCNAB1	622.3974	KCNAB1	1395.247
KCNAB2	172.3931	KCNAB2	234.5216
KCNAB3	8.911	removed	removed
removed	removed	KCNB1	274.5466
removed	removed	KCNB2	16.2602
removed	removed	KCNC2	11.8824
KCNC3	879.102	KCNC3	67.5422
KCNC4	56.2077	KCNC4	202.6266
KCND1	35.9866	KCND1	97.561
KCND2	196.3842	KCND2	344.5904
removed	removed	KCND3	88.1801
removed	removed	KCNE1L	16.8856
removed	removed	KCNE1	28.768
KCNE2	18.5074	KCNE2	9.3809
KCNE3	58.9495	KCNE3	217.0106
KCNE4	59.2923	KCNE4	811.7573
KCNG1	145.6602	KCNG1	15.0094
KCNG3	35.6439	removed	removed
removed	removed	KCNH1	15.6348
KCNH2	622.3974	KCNH2	160.7255
KCNH3	31.1884	removed	removed
removed	removed	KCNH4	5.6285
removed	removed	KCNH7	10.6316
KCNH8	179.9332	KCNH8	18.1363
removed	removed	KCNIP1	14.384
KCNIP2	47.9822	KCNIP2	5921.8261
KCNIP3	14.3947	KCNIP3	213.8837
KCNIP4	23.6484	KCNIP4	23.1395
removed	removed	KCNJ10	8.1301
KCNJ11	116.1854	KCNJ11	51.2821
KCNJ12	5.4837	KCNJ12	237.0231
KCNJ14	130.9228	KCNJ14	19.3871
KCNJ15	7.5401	KCNJ15	40.025
removed	removed	KCNJ16	50.6567
KCNJ2	21.2493	KCNJ2	126.329
removed	removed	KCNJ3	49.4059
removed	removed	KCNJ5	76.9231
KCNJ8	56.5504	KCNJ8	849.2808
KCNK12	20.2211	KCNK12	5.0031
removed	removed	KCNK13	19.3871
removed	removed	KCNK15	58.1614
removed	removed	KCNK17	8.1301
KCNK1	163.1394	KCNK1	53.1582
KCNK2	919.2014	KCNK2	166.354
KCNK3	5.8264	KCNK3	120.7004
KCNK5	3200.4113	KCNK5	268.9181
KCNK6	116.5281	KCNK6	172.6079
KCNK7	148.0593	KCNK7	28.1426
KCNMA1	25.7047	KCNMA1	2530.3315
KCNMB1	481.5354	KCNMB1	1143.2145
KCNMB3	137.4347	KCNMB3	48.7805
KCNMB4	189.1869	KCNMB4	111.3196
KCNN2	6.5119	KCNN2	13.7586
KCNN3	7.1973	KCNN3	58.1614
KCNN4	5672.1789	KCNN4	521.576
KCNQ1OT1	234.0845	KCNQ1OT1	113.1957
KCNQ1	17.822	KCNQ1	166.354
KCNQ2	6.8546	removed	removed
KCNQ3	7.8828	KCNQ3	6.8793
KCNQ4	390.712	KCNQ4	95.6848
removed	removed	KCNQ5	6.8793
KCNRG	5.7133	KCNRG	9.6373
removed	removed	KCNS2	13.1332
KCNS3	742.0101	KCNS3	175.7348
removed	removed	KCNT1	5.6285
removed	removed	KCNT2	38.1488
KCNV1	28.7893	removed	removed
KCNV2	5.8264	removed	removed
KCP	53.5961	KCP	20.6567
KCTD10	2505.6979	KCTD10	3716.6979
KCTD11	331.077	KCTD11	506.5666
KCTD12	647.7594	KCTD12	9323.9525
KCTD13	982.9492	KCTD13	196.9981
KCTD14	345.8144	KCTD14	84.4278
KCTD15	1842.8584	KCTD15	729.2058
removed	removed	KCTD16	10.6316
KCTD17	257.3901	KCTD17	192.6204
KCTD18	548.025	KCTD18	559.0994
KCTD19	23.3056	removed	removed
KCTD1	225.1735	KCTD1	288.3052
KCTD20	1765.0587	KCTD20	2974.359
KCTD21	205.6379	KCTD21	452.1576
KCTD2	1289.6924	KCTD2	1517.1982
KCTD3	1648.5305	KCTD3	1796.748
KCTD5	685.8024	KCTD5	361.4759
KCTD6	120.2982	KCTD6	156.9731
KCTD7	375.1521	KCTD7	482.3139
removed	removed	KCTD8	5.0031
KCTD9	719.3899	KCTD9	971.8574
KDELC1	151.1439	KDELC1	150.0938
KDELC2	457.5443	KDELC2	1937.4609
KDELR1	5703.0246	KDELR1	2873.0457
KDELR2	3974.638	KDELR2	4170.1063
KDELR3	1226.9728	KDELR3	620.3877
KDM1A	4069.2314	KDM1A	1161.9762
KDM1B	764.973	KDM1B	470.2939
KDM2A	4835.9181	KDM2A	2836.773
KDM2B	1772.705	KDM2B	542.0826
KDM3A	1831.2056	KDM3A	1194.4966
KDM3B	2098.1921	KDM3B	2611.6323
KDM4A	1690.6863	KDM4A	1087.5547
KDM4B	2466.6267	KDM4B	1036.2727
KDM4C	1162.8824	KDM4C	564.1026
KDM4D	29.8175	KDM4D	27.5172
KDM5A	3976.3516	KDM5A	1791.7448
KDM5B	4824.608	KDM5B	1344.5904
KDM5C	4118.5845	KDM5C	2507.192
KDM6A	1227.6583	KDM6A	781.7386
KDM6B	662.4968	KDM6B	808.005
KDR	386.2565	KDR	2545.3408
KDSR	2402.5362	KDSR	2020.6379
KEAP1	1034.0159	KEAP1	1265.1657
KEL	10.2819	KEL	5.0031
removed	removed	KERA	5.6285
KGFLP1	40.7849	removed	removed
KGFLP2	76.4802	KGFLP2	67.955
KHDC1	64.0219	KHDC1	31.2695
KHDRBS1	5544.6834	KHDRBS1	2841.7761
KHDRBS3	124.4109	KHDRBS3	355.222
KHK	584.3407	KHK	193.177
KHNYN	1160.0514	KHNYN	1877.1169
KHSRP	5473.7383	KHSRP	1901.1882
KIAA0020	2615.3714	KIAA0020	567.2295
KIAA0040	357.81	KIAA0040	2089.4309
removed	removed	KIAA0087	8.1301
KIAA0090	1514.8659	KIAA0090	1289.556
KIAA0100	3036.7441	KIAA0100	5872.1451
KIAA0101	66.4896	KIAA0101	8.7555
KIAA0114	1552.5662	KIAA0114	346.4665
removed	removed	KIAA0125	5.6285
KIAA0141	372.8901	KIAA0141	1215.1345
