gene_id	TCGA-BH-A0BJ-01A-11R-A056-07	gene_id	TCGA-BH-A0BJ-11A-23R-A089-07
ANKRD5	574.5539	ANKRD5	309.232
ANKRD6	238.6802	ANKRD6	519.1667
ANKRD9	69.219	ANKRD9	45.7516
ANKS1A	967.632	ANKS1A	1294.5261
ANKS1B	260.3784	ANKS1B	178.9216
ANKS3	121.9403	ANKS3	192.402
ANKS6	83.2063	ANKS6	169.5261
ANKZF1	401.6856	ANKZF1	729.9837
ANLN	278.3108	ANLN	91.5033
ANO10	1050.121	ANO10	790.4412
ANO1	3712.0057	ANO1	8850.0817
ANO2	7.8903	ANO2	39.2157
removed	removed	ANO3	8.5784
ANO4	10.4008	ANO4	58.8235
removed	removed	ANO5	84.5588
ANO6	2706.357	ANO6	3085.7843
ANO7	13.27	ANO7	13.4804
ANO8	328.1628	ANO8	293.3007
ANO9	102.5733	ANO9	78.8399
ANP32A	2486.8645	ANP32A	2676.8791
ANP32B	2298.2157	ANP32B	2964.0523
ANP32E	879.4046	ANP32E	884.8039
ANPEP	987.3577	ANPEP	5036.7647
ANTXR1	4831.3458	ANTXR1	5566.9935
ANTXR2	844.9744	ANTXR2	1351.7157
ANUBL1	97.9109	ANUBL1	252.0425
ANXA11	2653.6358	ANXA11	3297.3856
ANXA13	6.4557	ANXA13	7.3529
ANXA1	2011.2974	ANXA1	9231.2092
ANXA2P1	66.3499	ANXA2P1	51.0621
ANXA2P2	3449.1168	ANXA2P2	3321.8954
removed	removed	ANXA2P3	6.9444
ANXA2	11023.7604	ANXA2	11649.5098
ANXA3	290.5048	ANXA3	1397.4673
ANXA4	1717.2061	ANXA4	1308.8235
ANXA5	7247.9154	ANXA5	6194.0359
ANXA6	6476.4637	ANXA6	4238.1536
ANXA7	2267.0134	ANXA7	2685.049
ANXA8L2	45.1896	ANXA8L2	284.3137
ANXA8	114.7673	ANXA8	553.9216
ANXA9	371.2006	ANXA9	144.1993
AOAH	157.8051	AOAH	121.732
AOC2	6.4557	AOC2	21.6503
AOC3	1051.197	AOC3	1370.915
AOX1	121.5816	AOX1	462.4183
AP1AR	457.6347	AP1AR	589.0523
AP1B1	2951.6722	AP1B1	2349.6732
AP1G1	3906.7515	AP1G1	2838.2353
AP1G2	541.0562	AP1G2	1020.3554
AP1M1	1018.9187	AP1M1	671.5686
AP1M2	2987.1783	AP1M2	1108.2516
AP1S1	1232.3142	AP1S1	583.3333
AP1S2	408.5	AP1S2	285.1307
AP1S3	68.5017	AP1S3	97.2222
AP2A1	2367.3487	AP2A1	1241.3194
AP2A2	2104.1872	AP2A2	1711.6013
AP2B1	15333.9909	AP2B1	7312.9085
AP2M1	4882.6325	AP2M1	4736.1111
AP2S1	1439.9713	AP2S1	706.6993
AP3B1	2038.9133	AP3B1	1595.5882
AP3B2	99.3455	AP3B2	112.3366
AP3D1	3857.9754	AP3D1	2762.6634
AP3M1	1479.7812	AP3M1	1517.1569
AP3M2	735.2282	AP3M2	618.8725
AP3S1	828.118	AP3S1	730.8007
AP3S2	1414.8731	AP3S2	1619.8203
AP4B1	293.6358	AP4B1	370.8292
AP4E1	409.9345	AP4E1	443.219
AP4M1	609.4037	AP4M1	266.5114
AP4S1	42.6791	AP4S1	105.3922
APAF1	571.6847	APAF1	629.085
APBA1	77.8266	APBA1	620.915
APBA2	55.9491	APBA2	124.183
APBA3	322.7831	APBA3	119.281
APBB1IP	287.6356	APBB1IP	238.5621
APBB1	480.9468	APBB1	785.5392
APBB2	3011.5664	APBB2	1874.5915
APBB3	116.9192	APBB3	259.8039
APCDD1L	98.9868	APCDD1L	1861.5196
APCDD1	262.1716	APCDD1	3534.7222
APC	1300.0986	APC	1392.9739
APEH	1930.9603	APEH	1618.4641
APEX1	2386.8018	APEX1	3627.0425
APEX2	720.5236	APEX2	457.5163
APH1A	6954.5414	APH1A	3690.3595
APH1B	917.4213	APH1B	765.1144
API5	3169.0128	API5	2696.4869
APIP	468.4013	APIP	312.643
APITD1	238.1924	APITD1	154.5711
APLF	95.4003	APLF	109.4771
APLNR	1627.9028	APLNR	844.7712
APLN	108.6703	APLN	465.6863
APLP1	117.6365	APLP1	66.1765
APLP2	26384.6499	APLP2	16847.6307
APOA1BP	4547.6553	APOA1BP	917.8922
APOB48R	332.108	APOB48R	198.1209
APOBEC3A	7.1479	removed	removed
APOBEC3B	167.5137	APOBEC3B	69.7876
APOBEC3C	188.2901	APOBEC3C	574.3464
APOBEC3D	59.1769	APOBEC3D	118.4641
APOBEC3F	135.5689	APOBEC3F	327.6144
APOBEC3G	263.6062	APOBEC3G	418.7092
APOBEC3H	5.3797	removed	removed
removed	removed	APOB	7.3529
APOC1	1419.1697	APOC1	424.8366
APOC2	168.9232	APOC2	37.5817
APOD	3524.7915	APOD	12609.4771
APOE	6292.4774	APOE	3334.1503
APOL1	952.2102	APOL1	1172.7941
APOL2	844.9744	APOL2	736.5196
APOL3	522.55	APOL3	1029.0033
APOL4	320.2726	APOL4	318.219
APOL6	1356.4063	APOL6	1791.6667
APOLD1	248.9016	APOLD1	568.6275
APOM	45.2255	APOM	63.4518
APOOL	270.7792	APOOL	218.5458
APOO	379.8081	APOO	127.8595
APPBP2	1400.52	APPBP2	1379.085
APPL1	1863.8931	APPL1	1981.2092
APPL2	1041.8721	APPL2	1522.4673
APP	22252.3088	APP	46115.6046
APRT	1718.9994	APRT	1265.9314
APTX	585.3134	APTX	530.2288
AQP11	51.6453	AQP11	14.7059
AQP1	4247.2662	AQP1	10499.9918
AQP3	3624.8543	AQP3	553.9216
AQP4	5.7384	AQP4	58.8235
AQP5	21.5189	AQP5	792.4837
removed	removed	AQP6	17.9739
removed	removed	AQP7P1	11.0294
AQP7	34.4302	AQP7	42.4837
AQP9	9.6835	removed	removed
removed	removed	AQPEP	11.8464
AQR	1438.8954	AQR	1348.8562
ARAF	1424.5494	ARAF	835.7843
ARAP1	2113.8277	ARAP1	2123.3292
ARAP2	218.4166	ARAP2	602.1242
ARAP3	383.7533	ARAP3	663.3987
ARCN1	6961.3557	ARCN1	4729.5752
removed	removed	ARC	151.9608
AREG	62.4047	AREG	1154.8203
ARF1	15385.9948	ARF1	6048.2026
ARF3	6364.2069	ARF3	4341.9118
ARF4	4887.6535	ARF4	3131.9444
ARF5	2935.8666	ARF5	1865.4534
ARF6	2830.8079	ARF6	3267.5654
ARFGAP1	1157.3568	ARFGAP1	801.4706
ARFGAP2	2454.5862	ARFGAP2	1725.8987
ARFGAP3	781.1351	ARFGAP3	1542.0752
ARFGEF1	2721.5745	ARFGEF1	2188.9951
ARFGEF2	2491.1683	ARFGEF2	2512.2549
ARFIP1	853.582	ARFIP1	984.0686
ARFIP2	1564.0635	ARFIP2	1275.7353
ARFRP1	524.7019	ARFRP1	419.5261
ARG2	118.343	ARG2	231.2541
ARGLU1	581.3682	ARGLU1	1801.4706
ARHGAP10	277.9521	ARHGAP10	478.7582
ARHGAP11A	202.6361	ARHGAP11A	102.9412
ARHGAP11B	11.8354	ARHGAP11B	11.4379
ARHGAP12	1159.5087	ARHGAP12	1638.8889
ARHGAP15	83.2063	ARHGAP15	55.1471
ARHGAP17	850.7128	ARHGAP17	1396.6503
ARHGAP18	872.5903	ARHGAP18	675.6536
ARHGAP19	351.1163	ARHGAP19	1162.9902
ARHGAP1	5603.8734	ARHGAP1	3018.3824
ARHGAP20	86.0755	ARHGAP20	571.0784
ARHGAP21	1448.9375	ARHGAP21	2453.0229
ARHGAP22	41.2445	ARHGAP22	60.866
ARHGAP23	548.3726	ARHGAP23	868.4641
ARHGAP24	214.4714	ARHGAP24	334.9673
ARHGAP25	278.3108	ARHGAP25	514.7059
ARHGAP26	277.2348	ARHGAP26	1463.6438
ARHGAP27	351.8336	ARHGAP27	639.277
ARHGAP28	200.4842	ARHGAP28	283.0882
ARHGAP29	1539.6754	ARHGAP29	3312.0915
ARHGAP30	571.6847	ARHGAP30	436.683
ARHGAP31	1188.2005	ARHGAP31	1238.1536
ARHGAP32	2994.3513	ARHGAP32	1981.6176
ARHGAP33	202.6361	ARHGAP33	86.1928
ARHGAP36	282.6145	ARHGAP36	68.6275
ARHGAP39	305.2094	ARHGAP39	229.5752
ARHGAP42	156.7112	ARHGAP42	194.3791
ARHGAP4	373.3525	ARHGAP4	258.1699
ARHGAP5	1831.9735	ARHGAP5	3035.9477
ARHGAP6	103.2906	ARHGAP6	125.4085
ARHGAP8	231.4283	ARHGAP8	303.0392
ARHGAP9	111.8981	ARHGAP9	73.1209
ARHGDIA	5828.7456	ARHGDIA	2904.4118
ARHGDIB	7698.0185	ARHGDIB	3142.1569
ARHGEF10L	755.3125	ARHGEF10L	1176.8791
ARHGEF10	611.4947	ARHGEF10	1216.5033
ARHGEF11	1773.5139	ARHGEF11	1274.1013
ARHGEF12	6879.584	ARHGEF12	6216.9118
ARHGEF15	369.4073	ARHGEF15	372.549
ARHGEF16	452.6136	ARHGEF16	259.8039
ARHGEF17	1721.1513	ARHGEF17	1549.8366
ARHGEF18	1234.4661	ARHGEF18	787.1732
ARHGEF19	259.6611	ARHGEF19	410.1307
ARHGEF1	1103.2009	ARHGEF1	923.2026
ARHGEF2	2229.3553	ARHGEF2	2159.3137
ARHGEF33	5.3797	ARHGEF33	15.9314
ARHGEF35	1393.3471	ARHGEF35	1561.2745
ARHGEF37	735.9455	ARHGEF37	2064.5425
ARHGEF38	66.3499	ARHGEF38	77.2059
ARHGEF3	966.1974	ARHGEF3	1736.9281
ARHGEF4	42.6791	ARHGEF4	171.1601
ARHGEF5	689.3213	ARHGEF5	1013.0719
ARHGEF6	795.8397	ARHGEF6	2622.9575
ARHGEF7	926.0289	ARHGEF7	1599.2647
ARHGEF9	555.5456	ARHGEF9	999.5915
ARID1A	3777.6383	ARID1A	3429.3301
ARID1B	1375.056	ARID1B	2815.3595
ARID2	1544.6965	ARID2	1127.8595
ARID3A	96.8349	ARID3A	18.3824
ARID3B	72.0882	ARID3B	128.6765
ARID4A	377.6562	ARID4A	946.8954
ARID4B	1547.8096	ARID4B	1984.0482
ARID5A	1061.9564	ARID5A	3140.1144
ARID5B	1671.6578	ARID5B	4442.8105
ARIH1	2022.7741	ARIH1	2184.232
ARIH2	788.4946	ARIH2	1716.9118
ARL10	30.8437	ARL10	80.0654
ARL11	49.1348	ARL11	51.0621
ARL13B	200.1255	ARL13B	273.6928
ARL15	784.0043	ARL15	488.5621
ARL16	409.2173	ARL16	397.8758
ARL17A	65.4389	ARL17A	56.9567
ARL1	3298.4847	ARL1	1968.1373
ARL2BP	1919.8422	ARL2BP	1329.2484
ARL2	1112.5258	ARL2	762.6634
ARL3	968.708	ARL3	656.8627
ARL4A	286.201	ARL4A	1370.5065
ARL4C	841.388	ARL4C	2828.4314
ARL4D	109.7463	ARL4D	217.3203
ARL5A	933.2018	ARL5A	508.1699
ARL5B	253.9227	ARL5B	233.2516
ARL6IP1	5220.1201	ARL6IP1	3469.3627
ARL6IP4	1894.3782	ARL6IP4	1479.9837
ARL6IP5	3628.0821	ARL6IP5	4011.0294
ARL6IP6	206.5812	ARL6IP6	246.732
ARL6	62.0461	ARL6	84.9673
ARL8A	1518.1565	ARL8A	1194.8529
ARL8B	2041.7825	ARL8B	1868.8725
ARL9	6.097	ARL9	8.9869
ARMC10	1167.1909	ARMC10	698.0106
ARMC1	679.6378	ARMC1	633.9869
ARMC2	25.464	ARMC2	36.7647
ARMC3	39.4513	removed	removed
ARMC4	25.8226	ARMC4	5.3105
ARMC5	299.8296	ARMC5	261.0294
ARMC6	608.959	ARMC6	403.125
ARMC7	324.935	ARMC7	325.1634
ARMC8	561.284	ARMC8	821.4869
ARMC9	446.5166	ARMC9	319.0359
ARMCX1	1737.2904	ARMCX1	838.6438
ARMCX2	1489.4647	ARMCX2	1141.3399
ARMCX3	3225.6792	ARMCX3	2002.8595
ARMCX5	529.7229	ARMCX5	507.7614
ARMCX6	314.1756	ARMCX6	374.183
ARNT2	1302.2505	ARNT2	596.8137
ARNTL2	42.6791	ARNTL2	53.5131
ARNTL	232.0452	ARNTL	419.9346
ARNT	1679.1895	ARNT	1575.1634
ARPC1A	2682.6863	ARPC1A	1959.1503
ARPC1B	2708.5089	ARPC1B	1024.5098
ARPC2	4314.5342	ARPC2	3398.6928
ARPC3	3997.4895	ARPC3	2675.2451
ARPC4	2961.6318	ARPC4	2429.5425
ARPC5L	764.6373	ARPC5L	527.7778
ARPC5	4525.0605	ARPC5	2858.2516
ARPM1	64.9153	ARPM1	37.1732
ARPP19	3626.2889	ARPP19	2953.0229
ARRB1	647.7181	ARRB1	951.3889
ARRB2	497.086	ARRB2	575.5719
ARRDC1	508.2041	ARRDC1	479.9837
ARRDC2	448.6685	ARRDC2	550.6536
ARRDC3	1312.6513	ARRDC3	8162.5817
ARRDC4	493.1409	ARRDC4	1221.8137
ARSA	702.9499	ARSA	459.5588
ARSB	475.9258	ARSB	272.4673
ARSD	7251.5018	ARSD	3457.5163
ARSE	48.7761	ARSE	38.3987
ARSG	331.3907	ARSG	261.4379
ARSH	10.0421	ARSH	7.7614
ARSI	98.6282	ARSI	64.5425
ARSJ	44.4723	ARSJ	249.183
ARSK	150.6321	ARSK	164.2157
removed	removed	ART3	5.719
removed	removed	ART4	11.8464
ART5	9.6835	ART5	37.5817
ARTN	10.7594	ARTN	9.3954
ARV1	1023.9397	ARV1	379.902
ARVCF	175.3788	ARVCF	408.4967
AR	1300.8159	AR	475.0817
AS3MT	208.0158	AS3MT	228.5376
ASAH1	10306.4646	ASAH1	3630.719
ASAH2	11.1181	ASAH2	6.1275
ASAM	260.3784	ASAM	661.7647
ASAP1	1167.7576	ASAP1	1031.8627
ASAP2	770.017	ASAP2	809.6405
ASAP3	2375.325	ASAP3	1322.3039
ASB13	860.0377	ASB13	746.732
ASB14	5.7384	ASB14	14.7059
ASB16	15.4972	ASB16	16.0907
ASB1	331.6955	ASB1	670.3922
ASB2	34.4302	ASB2	44.5261
ASB3	268.9859	ASB3	379.6038
removed	removed	ASB4	6.5359
removed	removed	ASB5	13.8889
ASB6	596.08	ASB6	706.5237
ASB7	473.7739	ASB7	570.6699
ASB8	860.0377	ASB8	915.8497
ASB9	16.4978	ASB9	26.9608
ASCC1	380.8841	ASCC1	495.098
ASCC2	814.848	ASCC2	1061.2745
ASCC3	943.244	ASCC3	1359.4771
ASCL2	146.687	ASCL2	16.7484
ASF1A	427.8669	ASF1A	517.1569
ASF1B	339.6396	ASF1B	99.2647
ASGR1	5.3797	ASGR1	8.9869
removed	removed	ASGR2	7.7614
ASH1L	4149.4737	ASH1L	3838.1618
ASH2L	1443.1991	ASH2L	1263.0719
ASL	804.8059	ASL	419.1176
ASMTL	976.9569	ASMTL	658.9052
ASNA1	2079.4405	ASNA1	840.2778
ASNSD1	1225.8585	ASNSD1	1179.7386
ASNS	738.456	ASNS	403.1863
ASPA	23.3121	ASPA	34.7222
ASPHD1	30.8437	ASPHD1	36.3562
ASPHD2	59.1769	ASPHD2	46.1601
ASPH	4750.069	ASPH	5727.9861
ASPM	237.7836	ASPM	71.0784
ASPN	1579.1267	ASPN	298.2026
ASPRV1	38.6802	ASPRV1	89.326
ASPSCR1	465.1663	ASPSCR1	169.9346
ASRGL1	98.2695	ASRGL1	190.768
ASS1	647.3595	ASS1	2574.7549
ASTE1	245.8818	ASTE1	350.1103
ASTN1	22.2362	ASTN1	236.9281
ASTN2	493.1409	ASTN2	382.3529
ASXL1	1676.6789	ASXL1	2637.6634
ASXL2	794.4051	ASXL2	1041.2582
ASXL3	24.3881	ASXL3	34.3137
ATAD1	918.1386	ATAD1	1234.4771
ATAD2B	442.2129	ATAD2B	424.4281
ATAD2	1109.6566	ATAD2	499.5915
ATAD3A	467.6769	ATAD3A	311.2745
ATAD3B	72.8055	ATAD3B	129.4935
ATAD3C	23.3121	ATAD3C	147.8758
ATAD5	68.5017	ATAD5	90.6863
ATE1	272.931	ATE1	348.4477
ATF1	373.3525	ATF1	496.3235
ATF2	553.0351	ATF2	626.2255
ATF3	594.9969	ATF3	9776.9608
ATF4	2690.9352	ATF4	5908.9052
ATF5	1074.8677	ATF5	533.0882
ATF6B	2463.9111	ATF6B	1966.0948
ATF6	3105.1735	ATF6	1603.3497
ATF7IP2	118.3538	ATF7IP2	69.4444
ATF7IP	1144.8041	ATF7IP	1689.134
ATF7	1780.5398	ATF7	2776.107
ATG10	166.4126	ATG10	139.7059
ATG12	630.503	ATG12	433.415
ATG16L1	900.2062	ATG16L1	863.1536
ATG16L2	90.3829	ATG16L2	204.7181
ATG2A	793.6878	ATG2A	643.3824
ATG2B	888.7295	ATG2B	1366.8301
ATG3	580.2923	ATG3	651.5523
ATG4A	360.4411	ATG4A	256.1275
ATG4B	830.9872	ATG4B	646.2418
ATG4C	175.0202	ATG4C	204.2484
ATG4D	369.54	ATG4D	205.2451
ATG5	600.7352	ATG5	859.8856
ATG7	726.0145	ATG7	671.7606
ATG9A	1358.2713	ATG9A	1285.2042
ATG9B	8.8586	ATG9B	9.7059
ATHL1	643.4143	ATHL1	990.6046
ATIC	2546.4001	ATIC	1254.085
ATL1	513.2251	ATL1	663.3987
ATL2	1148.3906	ATL2	3075.9804
ATL3	1295.4362	ATL3	557.1895
ATMIN	2107.0564	ATMIN	2211.6013
ATM	1058.0113	ATM	1430.1471
ATN1	3700.8877	ATN1	5120.915
ATOH8	21.5189	ATOH8	111.1111
ATOX1	1069.488	ATOX1	500.817
ATP10A	405.2721	ATP10A	249.183
ATP10B	16.4978	ATP10B	8.1699
ATP10D	515.377	ATP10D	777.7778
ATP11A	395.5886	ATP11A	1069.8529
ATP11B	1186.7659	ATP11B	1159.7222
ATP11C	557.6975	ATP11C	664.6242
ATP13A1	1442.4818	ATP13A1	951.7974
ATP13A2	3796.6466	ATP13A2	719.3627
ATP13A3	2064.0186	ATP13A3	1615.6046
ATP13A4	91.4552	ATP13A4	301.4706
ATP13A5	13.9873	ATP13A5	363.9706
ATP1A1	25347.0636	ATP1A1	22168.2598
ATP1A2	44.1137	ATP1A2	154.0033
ATP1A3	13.6286	removed	removed
ATP1A4	63.8393	ATP1A4	11.0294
ATP1B1	4401.7	ATP1B1	5029.8284
ATP1B2	50.2107	ATP1B2	156.8627
ATP1B3	1755.9401	ATP1B3	1321.8954
ATP2A2	5788.9357	ATP2A2	5577.2059
ATP2A3	1177.0824	ATP2A3	765.5229
ATP2B1	849.2782	ATP2B1	1918.3007
removed	removed	ATP2B2	15.5229
ATP2B4	5011.0284	ATP2B4	4378.6765
ATP2C1	3481.1871	ATP2C1	2940.3309
ATP2C2	136.2862	ATP2C2	129.902
ATP5A1	10544.9655	ATP5A1	10705.4739
ATP5B	14165.1574	ATP5B	9772.8758
ATP5C1	2999.731	ATP5C1	2611.5196
ATP5D	1204.6983	ATP5D	555.1471
ATP5EP2	26.1813	ATP5EP2	35.1307
ATP5E	3894.9162	ATP5E	2937.5
ATP5F1	2145.0731	ATP5F1	2550.6536
ATP5G1	932.4845	ATP5G1	491.8301
ATP5G2	5803.2816	ATP5G2	4575.9804
ATP5G3	3217.4303	ATP5G3	1855.8007
ATP5H	2593.3829	ATP5H	1393.3824
ATP5I	1062.7454	ATP5I	785.1307
ATP5J2	1994.0823	ATP5J2	893.3824
ATP5J	1782.6127	ATP5J	1201.1275
ATP5L	4050.5694	ATP5L	2283.9052
ATP5O	2792.7912	ATP5O	2241.4216
ATP5SL	1043.6654	ATP5SL	682.598
ATP5S	114.4087	ATP5S	118.4641
ATP6AP1L	40.5272	ATP6AP1L	76.7974
ATP6AP1	6428.4049	ATP6AP1	2792.8922
ATP6AP2	5257.7782	ATP6AP2	2967.3203
ATP6V0A1	1242.3563	ATP6V0A1	1290.8497
ATP6V0A2	430.7361	ATP6V0A2	484.0686
ATP6V0A4	163.5434	ATP6V0A4	354.9346
ATP6V0B	2522.012	ATP6V0B	792.0752
ATP6V0C	2608.4462	ATP6V0C	1097.6307
ATP6V0D1	2456.0208	ATP6V0D1	1226.3072
ATP6V0D2	132.3411	removed	removed
ATP6V0E1	4171.4337	ATP6V0E1	2127.8595
ATP6V0E2	1017.0932	ATP6V0E2	826.781
ATP6V1A	1955.707	ATP6V1A	1908.0882
ATP6V1B1	125.1681	ATP6V1B1	842.3203
ATP6V1B2	2983.9505	ATP6V1B2	1697.3039
ATP6V1C1	1465.0767	ATP6V1C1	1449.7549
ATP6V1C2	33.9675	ATP6V1C2	66.4175
ATP6V1D	1211.1539	ATP6V1D	948.5294
ATP6V1E1	1843.4502	ATP6V1E1	1870.5065
ATP6V1E2	53.0799	ATP6V1E2	102.1242
ATP6V1F	1976.4655	ATP6V1F	941.1642
ATP6V1G1	2351.6543	ATP6V1G1	1813.317
ATP6V1G2	8.6075	ATP6V1G2	24.1013
ATP6V1H	1243.7909	ATP6V1H	1036.3562
ATP7A	1456.8278	ATP7A	646.2418
ATP7B	412.0864	ATP7B	292.8922
ATP8A1	134.8516	ATP8A1	298.2026
ATP8A2	25.8226	ATP8A2	29.8203
ATP8B1	2349.983	ATP8B1	1388.2925
ATP8B2	610.4187	ATP8B2	934.232
ATP8B3	30.1264	ATP8B3	26.9608
ATP8B4	54.5145	ATP8B4	82.9248
ATP8B5P	25.1054	ATP8B5P	9.8039
ATP9A	3902.4478	ATP9A	2666.6667
ATP9B	920.6492	ATP9B	669.5261
ATPAF1	1382.9642	ATPAF1	998.6969
ATPAF2	307.3612	ATPAF2	218.1373
ATPBD4	133.7757	ATPBD4	157.6797
ATPIF1	1665.5608	ATPIF1	808.415
ATRIP	298.5851	ATRIP	258.7541
ATRNL1	60.2528	ATRNL1	184.6405
ATRN	2525.9571	ATRN	2711.1928
ATRX	2687.3487	ATRX	2624.183
ATR	812.3375	ATR	1172.7941
ATXN10	2180.2206	ATXN10	2296.5686
ATXN1L	1449.8162	ATXN1L	1930.2206
ATXN1	1501.6587	ATXN1	1157.6797
ATXN2L	1577.6921	ATXN2L	2133.9869
ATXN2	656.6843	ATXN2	984.4771
ATXN3	239.5768	ATXN3	470.5882
ATXN7L1	166.7713	ATXN7L1	292.4837
ATXN7L2	41.9618	ATXN7L2	75.9804
ATXN7L3B	2843.0019	ATXN7L3B	3757.7614
ATXN7L3	1258.1368	ATXN7L3	1304.7386
ATXN7	399.8924	ATXN7	928.5131
AUH	227.7414	AUH	285.1307
AUP1	2080.9038	AUP1	1156.5441
AURKAIP1	1405.8998	AURKAIP1	554.7386
AURKAPS1	5.7384	AURKAPS1	6.1275
AURKA	187.5729	AURKA	73.1209
AURKB	63.8393	AURKB	20.0163
AURKC	5.0211	AURKC	20.0163
AUTS2	1853.4923	AUTS2	2176.0621
AVEN	252.8468	AVEN	150.3268
AVIL	17.2151	AVIL	33.0882
AVL9	725.5447	AVL9	469.3627
AVPI1	78.1852	AVPI1	158.0882
AVPR1A	50.928	AVPR1A	46.5686
AVPR2	13.6286	AVPR2	30.2288
AXIN1	610.4187	AXIN1	620.098
AXIN2	119.0711	AXIN2	474.6732
AXL	1550.4349	AXL	1552.6961
AZGP1	40842.8226	AZGP1	16236.1111
AZI1	271.8551	AZI1	245.915
AZI2	671.3889	AZI2	883.1699
AZIN1	3746.7946	AZIN1	3636.8464
AZU1	7.173	removed	removed
B2M	34056.487	B2M	28491.4216
B3GALNT1	800.5021	B3GALNT1	551.0621
B3GALNT2	645.6308	B3GALNT2	658.7173
removed	removed	B3GALT1	18.7908
removed	removed	B3GALT2	10.6209
B3GALT4	342.8674	B3GALT4	159.3137
B3GALT5	10.4008	B3GALT5	130.719
B3GALT6	594.9969	B3GALT6	530.2288
B3GALTL	349.6817	B3GALTL	321.4869
removed	removed	B3GAT1	122.549
removed	removed	B3GAT2	5.4657
B3GAT3	763.92	B3GAT3	388.8889
B3GNT1	581.7269	B3GNT1	568.219
B3GNT2	944.3199	B3GNT2	1383.9869
B3GNT3	36.2234	B3GNT3	663.8072
B3GNT5	126.9614	B3GNT5	756.5359
B3GNT7	30.8437	B3GNT7	133.1699
B3GNT8	111.8981	B3GNT8	75.9804
B3GNT9	317.5325	B3GNT9	326.5237
B3GNTL1	61.4543	B3GNTL1	48.3987
B4GALNT1	16.4261	B4GALNT1	30.4289
B4GALNT2	5.7384	removed	removed
B4GALNT3	195.1045	B4GALNT3	194.4444
B4GALNT4	406.7067	B4GALNT4	328.4314
B4GALT1	7054.6041	B4GALT1	4714.4608
B4GALT2	878.3287	B4GALT2	711.6013
B4GALT3	1952.8378	B4GALT3	793.7092
B4GALT4	460.5039	B4GALT4	488.5621
B4GALT5	1422.7562	B4GALT5	2182.598
B4GALT6	61.3288	B4GALT6	113.5621
B4GALT7	578.8577	B4GALT7	285.5392
B9D1	190.3882	B9D1	132.4346
B9D2	154.5701	B9D2	34.9755
BAALC	25.1054	BAALC	119.6895
BACE1	1849.5472	BACE1	1808.0065
BACE2	896.6197	BACE2	1270.4248
BACH1	917.0627	BACH1	1013.8889
BACH2	161.3916	BACH2	493.8725
BAD	1234.2509	BAD	482.5408
BAG1	1668.3153	BAG1	1215.8497
BAG2	161.3916	BAG2	85.7843
BAG3	943.9613	BAG3	1198.5294
BAG4	286.5597	BAG4	261.0294
BAG5	1001.7036	BAG5	1828.0229
BAGE2	7.3666	BAGE2	6.9036
BAHCC1	679.2791	BAHCC1	582.9248
BAHD1	909.8897	BAHD1	942.402
BAI1	11.1181	BAI1	71.4869
BAI2	468.3942	BAI2	216.0948
BAI3	5.0211	BAI3	15.1144
BAIAP2L1	567.7396	BAIAP2L1	624.5915
BAIAP2L2	8.9662	removed	removed
BAIAP2	1321.2589	BAIAP2	782.2712
BAIAP3	106.4216	BAIAP3	168.0433
BAK1	426.791	BAK1	293.3007
BAMBI	813.0548	BAMBI	1774.9183
BANF1	2152.246	BANF1	1606.2092
BANK1	9.6835	BANK1	9.3954
BANP	252.1295	BANP	209.9673
BAP1	1172.0613	BAP1	1478.3497
BARD1	177.5307	BARD1	88.6438
BARX1	6.097	removed	removed
BARX2	250.6949	BARX2	1110.7026
BASP1	373.7111	BASP1	283.4967
BAT1	3512.2389	BAT1	4779.0033
BAT2L1	5887.8149	BAT2L1	6620.4534
BAT2L2	6310.4098	BAT2L2	6112.3366
BAT2	5780.6868	BAT2	5847.6307
BAT3	4284.3719	BAT3	3484.3423
BAT4	380.8841	BAT4	380.3105
BAT5	1136.1965	BAT5	644.6078
BATF2	60.2528	BATF2	69.4444
BATF3	32.2783	BATF3	20.4248
BATF	42.6791	BATF	66.1765
BAX	483.816	BAX	314.951
BAZ1A	980.5434	BAZ1A	1428.9216
BAZ1B	3191.9663	BAZ1B	2763.8889
BAZ2A	2311.9663	BAZ2A	3931.9853
BAZ2B	797.5325	BAZ2B	1830.3391
BBC3	209.4504	BBC3	168.3007
BBOX1	113.3327	BBOX1	1953.0229
BBS10	518.6049	BBS10	570.2614
BBS12	171.075	BBS12	232.4346
BBS1	1293.643	BBS1	1268.7908
BBS2	1050.4797	BBS2	1714.8693
BBS4	542.9929	BBS4	392.5654
BBS5	204.6015	BBS5	206.6013
BBS7	194.3872	BBS7	332.1078
BBS9	396.6646	BBS9	403.5948
BBX	1503.452	BBX	2459.1503
BCAM	14398.6371	BCAM	4317.8105
BCAN	5.7384	BCAN	33.0882
BCAP29	1459.3383	BCAP29	874.183
BCAP31	5336.3221	BCAP31	3276.1438
BCAR1	1437.4608	BCAR1	856.2092
BCAR3	218.0579	BCAR3	757.7533
BCAS1	297.6778	BCAS1	180.1471
BCAS2	877.9019	BCAS2	609.3137
BCAS3	584.5961	BCAS3	645.4248
BCAS4	1327.3559	BCAS4	593.9542
BCAT1	301.6229	BCAT1	106.2092
BCAT2	619.0263	BCAT2	340.6863
BCCIP	890.3326	BCCIP	927.8023
BCDIN3D	262.5733	BCDIN3D	271.0049
BCHE	13.27	BCHE	151.5523
