gene_id	TCGA-E2-A1BC-01A-11R-A12P-07	gene_id	TCGA-E2-A1BC-11A-32R-A12P-07
RAC2	118.5362	RAC2	167.6476
RAC3	193.3174	RAC3	518.6374
RACGAP1	319.8091	RACGAP1	182.6289
RAD17	839.2999	RAD17	588.55
RAD18	481.3047	RAD18	135.5449
RAD1	686.5553	RAD1	355.2702
RAD21	4503.564	RAD21	6727.9829
RAD23A	1259.3477	RAD23A	4311.7532
RAD23B	6521.8775	RAD23B	4709.827
RAD50	2680.1909	RAD50	1223.4707
RAD51AP1	70.008	RAD51AP1	14.2679
RAD51C	221.957	RAD51C	233.2798
RAD51L1	92.2832	RAD51L1	32.8161
RAD51L3	96.2609	RAD51L3	193.3298
RAD51	21.4797	RAD51	9.9875
RAD52	133.6516	RAD52	138.3984
RAD54B	56.428	RAD54B	24.8546
RAD54L2	200.4773	RAD54L2	114.8564
RAD54L	12.7287	removed	removed
RAD9A	79.2045	RAD9A	190.1409
RAD9B	16.7064	RAD9B	14.9813
RADIL	50.1193	RADIL	128.4109
RAE1	784.4073	RAE1	503.6561
RAET1E	6.3644	RAET1E	12.1277
removed	removed	RAET1G	7.8473
RAF1	1795.2983	RAF1	1873.5866
RAG1AP1	1005.5688	RAG1AP1	515.0704
RAG1	50.9149	RAG1	49.2242
RAGE	178.9976	RAGE	120.5636
RAI14	1450.2784	RAI14	243.9807
RAI1	910.899	RAI1	359.5506
RAI2	571.2013	RAI2	3763.8666
RALA	1614.9562	RALA	1514.5354
RALBP1	2505.9666	RALBP1	1757.0894
RALB	2413.6834	RALB	1483.8595
RALGAPA1	776.4519	RALGAPA1	465.1329
RALGAPA2	1429.5943	RALGAPA2	618.5126
RALGAPB	3385.8393	RALGAPB	1169.2527
RALGDS	1152.7446	RALGDS	1840.5564
RALGPS1	459.0294	RALGPS1	54.9313
RALGPS2	1192.5219	RALGPS2	58.4983
RALY	1824.9801	RALY	2245.7642
RAMP1	31.8218	RAMP1	22.1152
RAMP2	362.7685	RAMP2	2376.3153
RAMP3	273.6675	RAMP3	816.1227
RANBP10	502.7844	RANBP10	804.7084
RANBP17	127.2872	RANBP17	22.1152
RANBP1	654.7335	RANBP1	622.7929
RANBP2	7089.101	RANBP2	2496.1655
RANBP3L	168.6555	RANBP3L	7.1339
RANBP3	845.6643	RANBP3	1009.4525
RANBP6	1320.6046	RANBP6	460.8525
RANBP9	1530.6285	RANBP9	1883.3601
RANGAP1	1589.4988	RANGAP1	1138.5768
RANGRF	195.0119	RANGRF	604.2732
RAN	2290.3739	RAN	2204.3874
RAP1A	1423.2299	RAP1A	2041.0202
RAP1B	2359.5863	RAP1B	2519.7075
RAP1GAP2	141.607	RAP1GAP2	236.8468
RAP1GAP	807.4781	removed	removed
RAP1GDS1	1584.7255	RAP1GDS1	1361.8691
RAP2A	801.9093	RAP2A	960.9417
RAP2B	750.9944	RAP2B	519.3508
RAP2C	1259.3477	RAP2C	741.2163
RAPGEF1	1319.0135	RAPGEF1	2709.4703
RAPGEF2	865.5529	RAPGEF2	1517.389
RAPGEF3	342.0366	RAPGEF3	2332.6342
RAPGEF4	322.1957	RAPGEF4	262.529
RAPGEF5	677.8043	RAPGEF5	515.0704
RAPGEF6	585.5211	RAPGEF6	166.9342
RAPGEFL1	27.0485	RAPGEFL1	51.3644
RAPH1	2878.2816	RAPH1	718.3877
RARA	1260.1432	RARA	630.6403
RARB	68.4169	RARB	99.8752
RARG	844.0732	RARG	645.6215
RARRES1	49.3238	RARRES1	226.8593
RARRES2	884.646	RARRES2	5597.2891
RARRES3	898.9658	RARRES3	159.0869
RARS2	575.179	RARS2	995.1846
RARS	1863.9618	RARS	1102.9071
RASA1	1463.755	RASA1	1242.8678
RASA2	195.7041	RASA2	127.6975
RASA3	568.8146	RASA3	1871.2324
RASA4P	47.502	RASA4P	77.4532
RASA4	175.0199	RASA4	358.1238
RASAL2	943.2776	RASAL2	874.2072
RASAL3	62.8481	RASAL3	57.7849
RASD1	630.0716	RASD1	3347.9579
RASD2	292.7605	RASD2	62.0653
RASEF	763.7232	removed	removed
RASGEF1A	192.5219	RASGEF1A	8.5607
RASGEF1B	112.1718	RASGEF1B	540.7526
RASGRF1	148.7669	removed	removed
RASGRF2	348.4487	RASGRF2	724.8083
RASGRP1	30.2307	RASGRP1	14.2679
RASGRP2	46.1416	RASGRP2	321.0273
RASGRP3	249.0056	RASGRP3	275.3701
RASGRP4	19.0931	RASGRP4	43.517
RASIP1	149.5625	RASIP1	831.104
RASL10A	15.1154	removed	removed
RASL10B	303.1026	RASL10B	6538.2558
RASL11A	97.0565	RASL11A	293.2049
RASL11B	309.467	RASL11B	5.7072
RASL12	183.7709	RASL12	261.1022
RASSF10	361.973	removed	removed
RASSF1	540.9706	RASSF1	711.2538
RASSF2	624.5028	RASSF2	246.8343
RASSF3	363.564	RASSF3	290.3513
RASSF4	396.9769	RASSF4	4032.809
RASSF5	229.9125	RASSF5	134.1181
RASSF6	52.506	RASSF6	121.277
RASSF7	454.2562	RASSF7	67.059
RASSF8	654.7335	RASSF8	545.7464
RASSF9	54.0971	RASSF9	92.0278
RAVER1	779.634	RAVER1	933.8327
RAVER2	305.4893	RAVER2	444.4444
RB1CC1	2012.7287	RB1CC1	1902.6217
RB1	1603.8186	RB1	1120.7419
RBAK	1047.7327	RBAK	382.3007
RBBP4	5544.9642	RBBP4	2538.8693
RBBP5	735.0835	RBBP5	464.4195
RBBP6	2104.2164	RBBP6	1312.6449
RBBP7	3285.6006	RBBP7	1429.6415
RBBP8	682.5776	RBBP8	291.7781
RBBP9	1197.2951	RBBP9	374.5318
RBCK1	887.0326	RBCK1	1601.5695
RBKS	162.2912	RBKS	36.3831
RBL1	84.3278	RBL1	79.9001
RBL2	1936.5155	RBL2	4350.0054
RBM10	749.4033	RBM10	1551.6319
RBM11	108.9897	removed	removed
RBM12B	860.7796	RBM12B	279.6504
RBM12	2617.5338	RBM12	1183.1354
RBM14	781.6786	RBM14	820.7455
RBM15B	2102.2355	RBM15B	1931.1361
RBM15	204.4551	RBM15	162.6538
RBM16	1291.1695	RBM16	1299.2188
RBM17	1225.1392	RBM17	1675.7624
RBM18	1233.8902	RBM18	635.634
RBM19	536.1973	RBM19	597.1108
RBM20	30.2307	RBM20	164.0806
RBM22	1108.1941	RBM22	953.0943
RBM23	1042.9594	RBM23	816.1227
RBM24	49.3238	RBM24	43.517
RBM25	2556.8815	RBM25	1470.305
RBM26	1290.3739	RBM26	700.5529
RBM27	1275.2586	RBM27	710.5404
RBM28	314.2403	RBM28	403.0676
RBM33	653.9379	RBM33	1057.9633
RBM34	625.2983	RBM34	779.7396
RBM38	172.6333	RBM38	256.8218
RBM39	5661.8934	RBM39	4016.4081
RBM3	6052.506	RBM3	6881.3983
RBM41	245.0278	RBM41	127.6975
RBM42	709.6261	RBM42	1067.9508
RBM43	459.825	RBM43	386.6595
RBM44	27.8441	RBM44	7.8473
RBM45	242.6412	RBM45	125.5573
removed	removed	RBM46	7.1339
RBM47	2999.2045	RBM47	482.2543
RBM4B	358.7908	RBM4B	263.9558
RBM4	2977.2713	RBM4	1718.2236
RBM5	2427.319	RBM5	2076.4188
RBM6	1332.1957	RBM6	1538.7551
RBM7	550.5171	RBM7	691.9922
RBM8A	2025.0278	RBM8A	1434.3927
RBM9	2531.424	RBM9	1985.3754
RBMS1	964.2005	RBMS1	2141.6087
RBMS2	1073.5879	RBMS2	2254.6745
RBMS3	122.5139	RBMS3	333.8684
RBMX2	373.9061	RBMX2	438.7373
RBMXL1	991.6388	RBMXL1	620.3817
RBMX	3085.1233	RBMX	2976.2797
RBP1	64.4391	RBP1	318.1737
RBP2	7.1599	removed	removed
RBP4	1491.6468	RBP4	20446.5846
RBP5	116.9451	RBP5	28.5358
RBP7	254.5744	RBP7	1744.2483
RBPJ	629.2761	RBPJ	774.0325
RBPMS2	70.8035	RBPMS2	527.9115
RBPMS	1729.5147	RBPMS	4277.5103
RBX1	673.4924	RBX1	851.9708
RC3H1	889.4193	RC3H1	813.2691
RC3H2	554.4948	RC3H2	369.5381
RCAN1	1311.0581	RCAN1	687.7118
RCAN2	323.7868	RCAN2	444.4444
RCAN3	315.8313	RCAN3	34.9563
RCBTB1	933.9698	RCBTB1	403.781
RCBTB2	322.1957	RCBTB2	482.9677
RCC1	226.0223	RCC1	228.8996
RCC2	5169.4511	RCC2	2151.5962
RCCD1	98.6476	RCCD1	140.5386
RCE1	128.8783	RCE1	219.0119
RCHY1	733.4924	RCHY1	497.949
RCL1	420.0477	RCL1	1453.8969
RCN1	2836.9133	RCN1	2254.325
RCN2	1360.3819	RCN2	727.6619
RCN3	671.4399	RCN3	437.3105
RCOR1	2085.1233	RCOR1	1535.2238
RCOR2	9.5465	RCOR2	7.1339
RCOR3	1380.2705	RCOR3	1506.6881
RCSD1	189.3397	RCSD1	305.3326
removed	removed	RCVRN	5.7072
RDBP	854.4153	RDBP	1485.9996
RDH10	354.813	RDH10	1973.2477
RDH11	2062.0525	RDH11	863.2067
RDH13	219.5704	RDH13	92.0278
RDH14	451.8695	RDH14	382.1652
RDH16	7.1599	RDH16	6.4205
RDH5	158.1464	RDH5	3643.4457
RDX	1624.5028	RDX	2762.9749
REC8	5.5688	REC8	23.542
RECK	665.8711	RECK	1185.6608
RECQL4	50.1193	RECQL4	27.8224
RECQL5	542.5617	RECQL5	471.5534
RECQL	1285.7438	RECQL	875.5128
REEP1	1086.7144	REEP1	52.0778
REEP2	13.5243	REEP2	62.7787
REEP3	996.0223	REEP3	985.1971
REEP4	140.0159	REEP4	425.8962
REEP5	7457.1758	REEP5	3439.2723
REEP6	2661.0979	REEP6	505.0829
RELA	969.7693	RELA	1617.9775
RELB	212.4105	RELB	129.8377
RELL1	418.4566	RELL1	646.178
RELL2	14.5664	RELL2	8.9888
RELN	7.9554	RELN	84.1805
RELT	171.8377	RELT	25.6822
REL	146.3803	REL	38.5233
REM1	16.7064	REM1	91.3144
REM2	7.9554	removed	removed
RENBP	31.8218	RENBP	263.2424
REP15	11.9332	REP15	29.9625
REPIN1	1096.2609	REPIN1	1555.9123
REPS1	441.5274	REPS1	617.7992
REPS2	2124.9006	REPS2	169.7878
RER1	3275.6404	RER1	2544.234
RERE	3750.9944	RERE	5229.1778
RERGL	54.8926	RERGL	355.2702
RERG	998.4089	RERG	342.4291
REST	691.3286	REST	243.2673
RETSAT	3630.0716	RETSAT	15322.2757
RET	477.327	RET	154.0931
REV1	929.1965	REV1	823.2566
REV3L	843.2776	REV3L	1423.221
REXO1	409.7056	REXO1	723.3815
REXO2	631.6627	REXO2	769.0387
REXO4	416.8656	REXO4	505.0829
RFC1	1594.2721	RFC1	1891.2074
RFC2	416.8656	RFC2	343.1425
RFC3	352.4264	RFC3	142.6788
RFC4	200.4773	RFC4	132.6913
RFC5	341.2888	RFC5	195.4699
RFESD	18.2975	RFESD	28.5358
RFFL	559.5306	RFFL	342.7359
RFK	555.2904	RFK	388.0863
RFNG	417.6611	RFNG	1403.2459
RFPL1S	17.5338	removed	removed
RFPL1	6.3325	removed	removed
RFT1	391.4081	RFT1	273.2299
RFTN1	1091.4877	RFTN1	2791.5106
RFTN2	130.4694	RFTN2	522.9178
RFWD2	1050.1193	RFWD2	903.1568
RFWD3	475.7359	RFWD3	279.6504
RFX1	284.0095	RFX1	327.4478
RFX2	57.2792	RFX2	109.8627
RFX3	54.0971	RFX3	33.5295
RFX5	1029.4352	RFX5	596.3974
RFX7	860.7796	RFX7	361.6907
RFX8	8.751	RFX8	9.2741
RFXANK	524.0414	RFXANK	971.3572
RFXAP	97.0565	RFXAP	143.3922
RG9MTD1	717.5815	RG9MTD1	427.323
RG9MTD2	181.3842	RG9MTD2	156.2333
RG9MTD3	237.0724	RG9MTD3	141.252
RGAG1	13.5243	RGAG1	5.7072
RGAG4	93.0788	RGAG4	373.105
RGL1	341.2888	RGL1	677.7243
RGL2	2243.4368	RGL2	1047.2624
RGL3	48.5282	RGL3	92.0278
RGL4	8.5362	removed	removed
RGMA	95.4654	RGMA	973.7828
RGMB	1066.8258	RGMB	1616.7148
RGNEF	79.5545	RGNEF	427.323
RGN	35.7995	RGN	136.2582
RGP1	116.9451	RGP1	120.5636
RGPD1	847.2713	RGPD1	392.9873
RGPD3	552.1082	RGPD3	309.613
RGPD4	342.0843	RGPD4	153.3797
RGPD5	119.825	RGPD5	150.0767
RGPD6	1076.794	RGPD6	670.5903
RGPD8	13.3731	removed	removed
RGS10	326.969	RGS10	140.5386
RGS11	45.7995	RGS11	55.2524
RGS12	446.3007	RGS12	856.7862
removed	removed	RGS13	14.9813
RGS14	199.6818	RGS14	119.1368
RGS16	856.0064	RGS16	170.5012
RGS17	13.5243	RGS17	89.8876
RGS18	6.3644	RGS18	22.1152
RGS19	121.7184	RGS19	89.1742
RGS1	1633.2538	RGS1	360.264
RGS22	29.4352	RGS22	238.2736
RGS2	428.7987	RGS2	537.1857
RGS3	1455.0517	RGS3	5661.4946
RGS4	278.4407	RGS4	19.975
RGS5	4897.3747	RGS5	7511.3251
RGS6	18.2975	RGS6	105.5823
removed	removed	RGS7BP	24.9688
RGS7	11.1376	removed	removed
RGS9BP	6.3644	removed	removed
RHBDD1	318.218	RHBDD1	353.13
RHBDD2	1527.4463	RHBDD2	893.1693
RHBDD3	250.5967	RHBDD3	160.5136
RHBDF1	941.9252	RHBDF1	407.348
RHBDF2	97.0565	RHBDF2	211.878
RHBDL1	40.5728	removed	removed
RHBDL2	80.35	RHBDL2	18.5482
RHBDL3	11.9332	RHBDL3	15.6947
RHCE	7.9554	removed	removed
removed	removed	RHEBL1	8.5607
RHEB	521.0819	RHEB	1070.8044
RHOA	12649.9602	RHOA	15324.4159
RHOBTB1	1168.6555	RHOBTB1	536.4723
RHOBTB2	717.5577	RHOBTB2	658.4983
RHOBTB3	1422.4344	RHOBTB3	7514.8921
RHOB	12241.8457	RHOB	34195.8266
RHOC	5955.4495	RHOC	3621.1878
RHOD	184.5664	RHOD	276.7969
RHOF	21.1535	RHOF	13.7186
RHOG	801.1138	RHOG	1004.4587
RHOH	131.2649	RHOH	27.109
RHOJ	210.0239	RHOJ	243.2673
RHOQ	1889.7932	RHOQ	4328.1969
RHOT1	939.5386	RHOT1	1699.3044
RHOT2	1037.3906	RHOT2	912.4309
RHOU	396.1814	RHOU	1920.4566
RHOV	563.2458	removed	removed
RHPN1	381.066	RHPN1	34.2429
RHPN2	856.8019	RHPN2	30.6759
RIBC1	88.3055	RIBC1	14.9813
RIBC2	7.9554	removed	removed
RIC3	51.7104	RIC3	151.2395
RIC8A	2645.187	RIC8A	1613.2192
RIC8B	435.9586	RIC8B	350.2764
RICH2	89.8966	RICH2	104.8689
RICTOR	1467.7804	RICTOR	668.4502
RIF1	1238.6635	RIF1	659.176
RILPL1	199.1647	RILPL1	326.3849
RILPL2	736.6746	RILPL2	697.6993
RILP	49.3238	RILP	373.8184
removed	removed	RIMBP2	39.9501
RIMBP3	22.2753	RIMBP3	22.1152
RIMKLA	236.2768	RIMKLA	11.4143
RIMKLB	522.9117	RIMKLB	826.5454
RIMS3	70.008	RIMS3	60.6385
RIMS4	303.8982	RIMS4	29.9625
RIN1	108.9897	RIN1	51.3644
RIN2	2513.1265	RIN2	1251.293
RIN3	171.8377	RIN3	322.4541
RING1	632.4582	RING1	1017.2998
RINL	74.7812	RINL	118.4234
RINT1	357.5099	RINT1	371.4999
RIOK1	343.6754	RIOK1	413.7685
RIOK2	921.2411	RIOK2	589.9768
RIOK3	1839.2999	RIOK3	1571.6069
RIPK1	1278.4407	RIPK1	1213.4831
RIPK2	278.4407	RIPK2	206.8843
RIPK3	374.7017	RIPK3	110.5761
RIPK4	112.1718	removed	removed
removed	removed	RIPPLY1	8.3966
RIT1	662.6889	RIT1	518.6374
RLF	978.5203	RLF	526.4848
removed	removed	RLIM	1062.957
RLN1	10.3421	removed	removed
RLN2	33.4129	removed	removed
removed	removed	RLTPR	6.4205
RMI1	480.5091	RMI1	167.6476
RMND1	761.3365	RMND1	952.381
RMND5A	2716.786	RMND5A	3130.3727
RMND5B	987.2713	RMND5B	911.7175
RMRP	6.3644	RMRP	36.3831
RNASE1	1470.9626	RNASE1	6466.203
RNASE2	7.1599	removed	removed
RNASE4	1657.9157	RNASE4	7452.8268
RNASE6	144.7892	RNASE6	179.7753
RNASEH1	207.6372	RNASEH1	356.697
RNASEH2A	271.2808	RNASEH2A	159.8002
RNASEH2B	275.2586	RNASEH2B	455.8587
RNASEH2C	127.1599	RNASEH2C	772.306
RNASEK	798.4646	RNASEK	2520.7705
RNASEL	499.6022	RNASEL	290.3513
RNASEN	1408.1146	RNASEN	1107.9008
RNASET2	635.6404	RNASET2	301.7657
RND1	624.5028	RND1	76.3332
RND2	10.3421	RND2	22.1152
RND3	1602.2275	RND3	971.6426
RNF103	2970.0398	RNF103	947.1803
RNF10	3632.4582	RNF10	3772.4273
RNF111	1062.0525	RNF111	632.7805
removed	removed	RNF112	19.975
RNF113A	276.8496	RNF113A	331.7282
RNF114	1571.2013	RNF114	1594.4355
RNF115	703.2617	RNF115	418.0489
RNF11	3617.3429	RNF11	3130.3727
RNF121	466.9849	RNF121	358.8372
RNF122	112.9674	RNF122	134.8315
removed	removed	RNF123	602.1045
RNF125	461.4161	RNF125	2928.4823
RNF126	195.7041	RNF126	433.0301
RNF128	461.4161	RNF128	27.8224
RNF130	1098.6476	RNF130	3768.147
RNF135	389.817	RNF135	1101.4803
RNF138P1	21.4797	RNF138P1	17.8348
RNF138	641.2092	RNF138	402.3542
RNF139	1575.9745	RNF139	1002.3185
RNF13	1552.9037	RNF13	1713.5723
RNF141	2599.8409	RNF141	957.3747
RNF144A	1103.4208	RNF144A	1029.4275
RNF144B	2041.3683	RNF144B	384.5194
RNF145	610.183	RNF145	890.3157
RNF146	555.2904	RNF146	1104.3339
RNF148	6.3644	removed	removed
RNF149	1141.607	RNF149	743.3565
RNF14	1456.6428	RNF14	1181.3804
RNF150	85.1233	RNF150	460.8525
RNF152	114.5585	RNF152	14.2679
RNF157	237.0724	RNF157	2914.9278
RNF160	1226.7303	RNF160	637.7742
RNF165	13.5243	RNF165	20.6884
RNF166	93.8743	RNF166	224.7191
RNF167	1249.8011	RNF167	2190.8329
RNF168	291.1695	RNF168	242.554
RNF169	880.716	RNF169	505.3754
RNF170	424.821	RNF170	670.5903
RNF175	8.751	RNF175	114.8564
RNF180	224.3437	RNF180	207.5976
RNF181	968.1782	RNF181	1101.4803
RNF182	11.1376	removed	removed
RNF185	1870.0716	RNF185	1368.6963
RNF187	2345.2665	RNF187	2123.7739
RNF19A	2073.1901	RNF19A	1262.7073
RNF19B	502.7844	RNF19B	511.5035
RNF207	87.5099	RNF207	39.9501
RNF208	62.0525	RNF208	49.9376
RNF20	2069.2124	RNF20	1306.9378
RNF212	23.8663	RNF212	59.2117
RNF213	4978.3055	RNF213	2120.1783
RNF214	404.9324	RNF214	505.7963
RNF215	183.7709	RNF215	186.9092
RNF216L	214.0016	RNF216L	203.7096
RNF216	1015.9109	RNF216	1081.5053
RNF217	53.3015	RNF217	246.6774
RNF219	640.9467	RNF219	300.3389
RNF220	814.0175	RNF220	1117.0608
RNF24	319.0135	RNF24	136.9716
RNF25	429.5943	RNF25	395.9337
RNF26	739.8568	RNF26	943.8202
RNF2	926.8099	RNF2	318.1737
RNF31	822.5935	RNF31	787.5869
RNF32	9.5465	RNF32	32.8161
RNF34	849.6897	RNF34	465.6893
RNF38	1258.5521	RNF38	2072.4095
RNF39	146.3803	removed	removed
RNF40	3397.7725	RNF40	1730.6938
RNF41	1128.0827	RNF41	1640.0927
RNF43	559.2681	removed	removed
RNF44	702.4662	RNF44	640.6278
RNF4	1461.4161	RNF4	838.2379
RNF5P1	168.6555	RNF5P1	211.1646
RNF5	698.4885	RNF5	654.1823
RNF6	1276.0541	RNF6	856.7862
RNF7	1210.8194	RNF7	1182.8072
RNF8	361.1774	RNF8	278.937
RNFT1	365.1551	RNFT1	375.9586
RNFT2	70.008	RNFT2	10.7009
RNGTT	280.0318	RNGTT	330.3014
RNH1	2482.8958	RNH1	3375.0669
RNLS	93.8743	RNLS	283.9308
RNMTL1	168.6555	RNMTL1	467.2731
RNMT	1197.2951	RNMT	746.9235
RNPC3	196.2689	RNPC3	247.1839
RNPEPL1	906.9212	RNPEPL1	2873.5509
RNPEP	1682.5776	RNPEP	980.9167
RNPS1	1838.5044	RNPS1	2362.7608
ROBLD3	692.9196	ROBLD3	737.6494
ROBO1	711.2172	ROBO1	1637.2392
ROBO2	29.4352	ROBO2	9.9875
ROBO3	19.8886	ROBO3	176.9217
ROBO4	459.0294	ROBO4	2401.2841
ROCK1	4017.502	ROCK1	1886.2137
ROCK2	1373.9061	ROCK2	2314.9634
ROD1	2665.8711	ROD1	1315.4985
ROGDI	653.1424	ROGDI	67.7724
ROM1	42.9594	ROM1	112.7162
ROMO1	257.7566	ROMO1	825.3968
ROPN1L	11.1376	removed	removed
ROR1	52.506	ROR1	42.8036
ROR2	214.7971	ROR2	43.517
RORA	553.6993	RORA	600.6777
RORB	42.1639	RORB	307.4728
RORC	861.5752	RORC	436.5971
removed	removed	RP1L1	12.1277
removed	removed	RP1	5.7072
RP2	630.0716	RP2	333.8684
RP9P	65.2347	RP9P	214.7316
RP9	122.5139	RP9	164.0806
RPA1	1540.175	RPA1	2275.7268
RPA2	968.9737	RPA2	915.2845
RPA3	316.6269	RPA3	237.5602
RPAIN	321.2251	RPAIN	784.9474
RPAP1	405.7279	RPAP1	836.8111
RPAP2	389.817	RPAP2	216.1584
RPAP3	779.634	RPAP3	347.4229
RPE	1138.3771	RPE	623.3137
RPF1	1018.2975	RPF1	591.4036
RPF2	234.6858	RPF2	495.0954
RPGRIP1L	249.0056	RPGRIP1L	38.5233
RPGRIP1	8.751	removed	removed
RPGR	248.21	RPGR	263.9558
RPH3AL	94.6698	RPH3AL	540.7526
removed	removed	RPH3A	9.9875
RPIA	322.9912	RPIA	573.5688
RPL10A	8026.253	RPL10A	20474.407
RPL10	11095.2586	RPL10	25017.1857
RPL11	15766.9053	RPL11	54126.6274
RPL12	6519.4909	RPL12	17976.1013
RPL13AP20	10.3421	RPL13AP20	66.3456
RPL13AP3	7.9554	RPL13AP3	29.2492
RPL13AP6	11.9332	RPL13AP6	80.6135
RPL13A	9265.712	RPL13A	24470.1266
RPL13P5	15.9109	RPL13P5	6.4205
RPL13	6482.8958	RPL13	40338.1487
RPL14	7459.825	RPL14	16017.8348
RPL15	12758.9499	RPL15	27902.265
RPL17	4447.4702	RPL17	11187.8937
RPL18A	650.7558	RPL18A	4489.3883
RPL18	5642.8003	RPL18	22375.6019
RPL19P12	99.4431	RPL19P12	224.0057
RPL19	10051.7104	RPL19	32844.6585
RPL21	11.9332	RPL21	33.5295
RPL22L1	330.1512	RPL22L1	676.2975
RPL22	8321.4002	RPL22	13348.3146
RPL23AP53	158.3134	RPL23AP53	186.1958
RPL23AP7	54.0971	RPL23AP7	122.7038
RPL23AP82	58.3771	RPL23AP82	151.9529
RPL23A	4428.0032	RPL23A	6409.8448
RPL23P8	76.3723	RPL23P8	198.3235
RPL23	8407.319	RPL23	32796.8611
RPL24	7198.0907	RPL24	15830.9256
RPL26L1	245.0278	RPL26L1	247.5477
RPL26	7921.2411	RPL26	24826.1102
RPL27A	7652.3469	RPL27A	13946.8521
RPL27	6828.9578	RPL27	24701.2663
RPL28	3570.4057	RPL28	20603.5313
RPL29	7958.6317	RPL29	25719.2795
RPL30	6940.3341	RPL30	26182.2722
removed	removed	RPL31P11	16.4081
RPL31	8311.0581	RPL31	28649.9019
RPL32P3	158.6953	RPL32P3	89.481
RPL32	10686.5553	RPL32	34831.4607
RPL34	6108.9897	RPL34	14190.8329
RPL35A	7204.4551	RPL35A	20391.6533
RPL35	3126.4916	RPL35	17648.6535
RPL36AL	2673.8266	RPL36AL	5203.4956
RPL36A	38.9817	RPL36A	31.3893
RPL36	3276.0541	RPL36	16140.5386
RPL37A	7203.6595	RPL37A	38043.8737
RPL37	8548.1305	RPL37	23469.9483
RPL38	4228.3214	RPL38	11962.1901
RPL39L	136.8337	RPL39L	114.8564
RPL39	261.7343	RPL39	1540.2176
RPL3	25280.0318	RPL3	59666.1316
RPL41	11120.1273	RPL41	33556.6256
RPL4	18033.4129	RPL4	56090.601
RPL5	14150.358	RPL5	41601.5695
RPL6	7775.6563	RPL6	18478.3307
RPL7A	10213.206	RPL7A	26717.3176
RPL7L1	1132.0605	RPL7L1	1137.15
RPL7	1771.6786	RPL7	3817.3711
RPL8	11500.3978	RPL8	46033.1728
RPL9	131.2649	RPL9	458.7123
RPLP0P2	97.0565	RPLP0P2	17.1215
RPLP0	12928.401	RPLP0	31459.2474
RPLP1	15606.2053	RPLP1	25364.7227
RPLP2	5955.4495	RPLP2	46899.2331
RPN1	4628.4805	RPN1	3602.6396
RPN2	7673.8186	RPN2	2777.1785
RPP14	562.4503	RPP14	462.9927
RPP21	158.3134	RPP21	428.1505
RPP25	58.8703	RPP25	125.5573
RPP30	482.1002	RPP30	438.0239
RPP38	285.6006	RPP38	189.0494
RPP40	134.4471	RPP40	151.9529
RPPH1	14.3198	RPPH1	22.1152
RPRD1A	1384.2482	RPRD1A	980.9167
RPRD1B	953.0628	RPRD1B	800.428
RPRD2	1496.42	RPRD2	1606.5632
removed	removed	RPRM	7.8473
RPS10P7	24.6619	RPS10P7	42.8036
RPS10	2718.3771	RPS10	11745.3184
RPS11	13868.7351	RPS11	35524.1662
RPS12	6413.6834	RPS12	30040.3068
RPS13	8891.0103	RPS13	15518.4591
RPS14	8141.607	RPS14	26527.5548
RPS15AP10	15.1154	removed	removed
RPS15A	8413.6834	RPS15A	18474.7637
RPS15	1534.6062	RPS15	7153.2014
RPS16	4945.1074	RPS16	27756.7327
RPS17	8056.4837	RPS17	31461.3876
RPS18	14996.8178	RPS18	50257.8919
RPS19BP1	571.2013	RPS19BP1	1534.5104
RPS19	4434.3675	RPS19	16335.2952
RPS20	8770.8831	RPS20	50642.4113
RPS21	2361.973	RPS21	8929.5523
RPS23	9881.4638	RPS23	31125.379
RPS24	12284.8051	RPS24	26951.3109
RPS25	9039.7772	RPS25	24066.3456
RPS26	622.1161	RPS26	1534.5104
RPS27A	5914.8767	RPS27A	16472.2668
RPS27L	1085.9189	RPS27L	1366.1495
RPS27	463.8027	RPS27	2175.8516
RPS28	103.4208	RPS28	815.4093
RPS29	3264.1209	RPS29	11249.5095
removed	removed	RPS2P32	39.9501
RPS2	7463.0072	RPS2	20987.3373
RPS3A	4838.5044	RPS3A	11474.2286
RPS3	12336.5155	RPS3	31261.6372
RPS4X	24593.4765	RPS4X	45418.9406
RPS5	5190.1352	RPS5	17107.9008
RPS6KA1	1253.7788	RPS6KA1	108.4359
RPS6KA2	1042.1639	RPS6KA2	2770.8222
RPS6KA3	699.284	RPS6KA3	1259.8538
RPS6KA4	267.3031	RPS6KA4	654.8957
RPS6KA5	380.2705	RPS6KA5	117.71
RPS6KA6	48.5282	RPS6KA6	7.8473
RPS6KB1	1124.105	RPS6KB1	1059.39
RPS6KB2	480.5091	RPS6KB2	423.0426
RPS6KC1	680.1909	RPS6KC1	485.1079
RPS6KL1	109.7852	RPS6KL1	37.8099
RPS6	16976.9292	RPS6	69606.5632
RPS7	3064.4391	RPS7	10845.7286
RPS8	11148.7669	RPS8	35262.3506
RPS9	6009.5465	RPS9	31741.038
RPSAP58	3794.7494	RPSAP58	9503.1211
RPSAP9	11.9332	RPSAP9	48.5108
RPSA	2148.7669	RPSA	6252.8982
RPTOR	614.1607	RPTOR	926.6988
RPUSD1	295.9427	RPUSD1	206.8843
RPUSD2	138.4248	RPUSD2	158.3735
RPUSD3	318.218	RPUSD3	468.6998
