gene_id	TCGA-E2-A1LS-01A-12R-A157-07	gene_id	TCGA-E2-A1LS-11A-32R-A157-07
SIAH1	1005.2653	SIAH1	786.4097
SIAH2	827.3273	SIAH2	704.4942
SIDT1	19.019	SIDT1	53.3652
SIDT2	930.2352	SIDT2	3319.6462
SIGIRR	169.1692	SIGIRR	205.3076
SIGLEC10	55.5556	SIGLEC10	13.3413
SIGLEC14	5.005	removed	removed
removed	removed	SIGLEC16	6.3001
SIGLEC1	21.021	SIGLEC1	144.16
SIGLEC5	6.5065	removed	removed
removed	removed	SIGLEC6	7.7824
removed	removed	SIGLEC7	7.4118
SIGLEC8	24.5245	SIGLEC8	6.6706
SIGLEC9	11.5115	removed	removed
removed	removed	SIGLECP3	8.8942
SIGMAR1	1616.6166	SIGMAR1	977.2494
SIK1	798.2983	SIK1	2100.8824
SIK2	690.6907	SIK2	13045.5568
SIK3	393.3934	SIK3	1059.1501
SIKE1	1037.037	SIKE1	1062.856
SIL1	307.3073	SIL1	837.907
SILV	13.013	removed	removed
SIM1	37.037	SIM1	5.1883
SIM2	178.6787	SIM2	26.6826
SIN3A	2024.5245	SIN3A	2037.8818
SIN3B	793.7938	SIN3B	1012.085
SIP1	63.0631	SIP1	173.0662
SIPA1L1	524.024	SIPA1L1	622.9641
SIPA1L2	1094.5946	SIPA1L2	654.0937
SIPA1L3	894.8949	SIPA1L3	271.2729
SIPA1	175.1752	SIPA1	388.7503
SIRPA	4816.8168	SIRPA	2434.4146
SIRPB1	96.0961	SIRPB1	136.007
SIRPB2	15.5155	SIRPB2	6.6706
SIRPG	10.5105	removed	removed
SIRT1	462.963	SIRT1	1465.3182
SIRT2	990.991	SIRT2	1721.7674
SIRT3	994.014	SIRT3	641.9309
SIRT4	26.5265	SIRT4	44.1004
SIRT5	445.9459	SIRT5	432.4801
SIRT6	144.1441	SIRT6	87.089
SIRT7	99.5996	SIRT7	134.8953
removed	removed	SIT1	5.9295
SIVA1	271.2713	SIVA1	512.1572
removed	removed	SIX1	676.6998
SIX2	292.2923	SIX2	62.2593
SIX3	891.3914	removed	removed
SIX4	162.1622	SIX4	100.0597
SIX5	582.5826	SIX5	427.6624
SKA1	155.6557	removed	removed
SKA2	227.7277	SKA2	744.8886
SKA3	191.2863	SKA3	8.153
SKAP1	340.3403	SKAP1	18.159
SKAP2	175.1752	SKAP2	1831.0919
SKIL	707.2072	SKIL	619.2582
SKIV2L2	1272.9479	SKIV2L2	1944.0852
SKIV2L	367.8679	SKIV2L	710.5014
SKI	3743.7437	SKI	4266.9888
SKP1	4497.998	SKP1	5683.389
SKP2	137.1371	SKP2	210.1253
SLA2	8.008	removed	removed
removed	removed	SLAIN1	84.4948
SLAIN2	1366.8669	SLAIN2	2174.6301
SLAMF6	13.5135	SLAMF6	16.6766
SLAMF7	51.0511	SLAMF7	17.0472
SLAMF8	67.2272	SLAMF8	16.9694
SLAMF9	18.5185	removed	removed
SLA	61.0611	SLA	47.8063
SLBP	743.7437	SLBP	887.9369
SLC10A3	758.2583	SLC10A3	416.5447
SLC10A5	56.0561	removed	removed
SLC10A6	7.5075	SLC10A6	90.7949
SLC10A7	483.4835	SLC10A7	290.5436
SLC11A1	17.017	SLC11A1	15.1942
SLC11A2	8527.5275	SLC11A2	708.2001
SLC12A1	405.4054	SLC12A1	13.3413
SLC12A2	11548.5485	SLC12A2	1281.1343
SLC12A4	196.1962	SLC12A4	2101.9386
SLC12A6	1352.032	SLC12A6	1061.8443
SLC12A7	360.3604	SLC12A7	641.8642
SLC12A8	1305.3053	SLC12A8	44.5933
SLC12A9	585.0851	SLC12A9	292.026
SLC13A2	232.7327	SLC13A2	7.4118
SLC13A3	2444.4444	SLC13A3	72.6359
SLC13A4	5.005	removed	removed
SLC14A1	21.5215	SLC14A1	174.1779
removed	removed	SLC14A2	146.3836
SLC15A1	6.5065	removed	removed
SLC15A2	220.2202	SLC15A2	20.0119
SLC15A3	160.1602	SLC15A3	263.4905
SLC15A4	612.6126	SLC15A4	537.3575
removed	removed	SLC16A10	34.0944
SLC16A11	10.01	SLC16A11	12.6001
removed	removed	SLC16A12	30.3885
SLC16A13	36.036	SLC16A13	12.9707
SLC16A14	99.5996	SLC16A14	401.721
SLC16A1	352.3524	SLC16A1	878.3015
SLC16A2	285.7858	SLC16A2	2102.3647
SLC16A3	15.015	SLC16A3	47.0651
SLC16A4	57.0571	SLC16A4	85.236
SLC16A5	41.041	SLC16A5	59.6652
SLC16A6	5.005	removed	removed
SLC16A7	30.5305	SLC16A7	2038.623
SLC16A8	28.5285	removed	removed
SLC16A9	12.5125	SLC16A9	97.4655
SLC17A5	1403.9039	SLC17A5	669.6586
SLC17A7	8.008	SLC17A7	169.7308
removed	removed	SLC17A9	6.3001
removed	removed	SLC18A2	5.1883
SLC19A1	330.8308	SLC19A1	377.6326
SLC19A2	2623.1231	SLC19A2	1041.7323
SLC19A3	18.5185	SLC19A3	11911.5473
SLC1A1	54.5546	SLC1A1	234.9549
SLC1A2	39.039	SLC1A2	14.8237
SLC1A3	50.0501	SLC1A3	2444.4206
SLC1A4	285.7858	SLC1A4	419.1388
SLC1A5	10046.046	SLC1A5	5374.3158
removed	removed	SLC1A7	83.7536
SLC20A1	956.957	SLC20A1	412.0976
SLC20A2	685.1852	SLC20A2	684.8528
removed	removed	SLC22A12	5.1883
SLC22A15	2856.3564	SLC22A15	56.3299
SLC22A16	5.005	removed	removed
SLC22A17	185.6857	SLC22A17	249.0374
removed	removed	SLC22A18AS	8.153
SLC22A18	274.2743	SLC22A18	63.7417
SLC22A23	164.7548	SLC22A23	710.7386
removed	removed	SLC22A25	11.4883
SLC22A3	20.02	SLC22A3	897.2017
SLC22A4	19.5195	SLC22A4	20.7531
SLC22A5	362.3624	SLC22A5	387.268
SLC23A2	1778.7788	SLC23A2	1174.404
SLC23A3	11.5115	removed	removed
SLC24A1	362.3624	SLC24A1	386.8974
SLC24A3	739.2392	SLC24A3	1422.3296
removed	removed	SLC24A4	7.0412
SLC24A5	92.5626	SLC24A5	8.305
SLC24A6	376.8769	SLC24A6	805.6656
SLC25A10	267.4324	SLC25A10	1177.7393
SLC25A11	462.4625	SLC25A11	1072.4914
SLC25A12	655.1552	SLC25A12	551.4399
SLC25A13	1314.3143	SLC25A13	387.6386
SLC25A14	532.5325	SLC25A14	91.1655
SLC25A15	538.3033	SLC25A15	136.1367
SLC25A16	148.1481	SLC25A16	1627.6372
SLC25A17	1395.8959	SLC25A17	492.8865
SLC25A18	10.01	SLC25A18	236.4373
SLC25A19	52.5526	SLC25A19	186.0369
SLC25A1	875.3754	SLC25A1	2536.6978
SLC25A20	334.8348	SLC25A20	1088.7974
SLC25A21	6.6717	SLC25A21	21.7426
SLC25A22	738.2382	SLC25A22	177.5133
SLC25A23	1971.4715	SLC25A23	3061.8258
SLC25A24	622.1221	SLC25A24	803.0715
SLC25A25	325.8258	SLC25A25	4487.1201
SLC25A26	542.4875	SLC25A26	463.5023
SLC25A27	693.1932	SLC25A27	195.3016
SLC25A28	481.982	SLC25A28	792.6949
SLC25A29	714.2142	SLC25A29	190.484
SLC25A30	565.5656	SLC25A30	591.4638
SLC25A32	795.2503	SLC25A32	596.1258
SLC25A33	799.7998	SLC25A33	841.9836
SLC25A34	21.5215	SLC25A34	109.695
SLC25A35	105.3053	SLC25A35	124.9412
SLC25A36	2357.3574	SLC25A36	2007.8639
SLC25A37	2459.4595	SLC25A37	368.7384
SLC25A38	1105.6056	SLC25A38	635.1936
SLC25A39	1588.0881	SLC25A39	1233.328
SLC25A3	15542.5425	SLC25A3	9979.2839
SLC25A40	248.2482	SLC25A40	150.8307
SLC25A42	299.7998	SLC25A42	528.4633
SLC25A43	1298.7988	SLC25A43	517.7161
SLC25A44	892.8929	SLC25A44	1064.709
SLC25A45	74.5746	SLC25A45	169.3602
SLC25A46	306.3063	SLC25A46	1413.0648
SLC25A4	821.3213	SLC25A4	1103.9916
SLC25A5	3341.3413	SLC25A5	4331.8423
SLC25A6	3591.0911	SLC25A6	9192.8891
removed	removed	SLC26A10	6.6225
SLC26A11	142.1421	SLC26A11	184.1839
SLC26A1	7.007	SLC26A1	9.2648
SLC26A2	5817.3173	SLC26A2	624.4464
SLC26A4	236.3063	SLC26A4	52.2534
SLC26A6	100.1001	SLC26A6	94.5008
SLC26A7	247.7477	SLC26A7	41.8768
SLC27A1	450.951	SLC27A1	1179.2217
removed	removed	SLC27A2	590.7226
SLC27A3	215.2152	SLC27A3	649.276
SLC27A4	177.1772	SLC27A4	382.4503
SLC27A5	78.8989	SLC27A5	47.621
SLC27A6	22.5225	SLC27A6	25.5708
SLC28A1	10.5105	removed	removed
SLC28A3	791.7918	SLC28A3	18.5296
SLC29A1	3460.961	SLC29A1	5943.1735
SLC29A2	149.6296	SLC29A2	63.3267
SLC29A3	256.2563	SLC29A3	110.0656
SLC29A4	86.5866	SLC29A4	2725.3288
SLC2A10	2158.6587	SLC2A10	461.0156
SLC2A11	164.1642	SLC2A11	156.7601
SLC2A12	159.6597	SLC2A12	93.0184
SLC2A13	202.7027	SLC2A13	260.8963
SLC2A14	7.007	SLC2A14	58.1828
SLC2A1	1371.3714	SLC2A1	338.7205
SLC2A3	221.7217	SLC2A3	2855.0358
SLC2A4RG	948.4484	SLC2A4RG	1794.7739
SLC2A4	7.5075	SLC2A4	3382.3873
SLC2A5	9.009	SLC2A5	542.5457
SLC2A6	6.5065	SLC2A6	67.4476
SLC2A8	209.7097	SLC2A8	282.7612
SLC2A9	99.5996	SLC2A9	11.1177
SLC30A1	69.5696	SLC30A1	283.873
SLC30A4	47.5475	SLC30A4	220.8724
SLC30A5	1306.8068	SLC30A5	1353.3996
SLC30A6	434.4344	SLC30A6	480.2864
SLC30A7	743.7437	SLC30A7	535.5045
SLC30A9	1389.8899	SLC30A9	1382.6763
SLC31A1	1974.4745	SLC31A1	1089.5386
SLC31A2	1456.957	SLC31A2	512.5278
SLC33A1	765.2653	SLC33A1	563.6694
SLC34A2	179.1792	SLC34A2	6.3001
SLC35A1	2561.7968	SLC35A1	606.2875
SLC35A2	1248.7487	SLC35A2	311.6673
SLC35A3	199.6997	SLC35A3	385.7856
SLC35A4	1644.1441	SLC35A4	2096.4353
SLC35A5	963.964	SLC35A5	801.9597
SLC35B1	768.2683	SLC35B1	428.7742
SLC35B2	2126.6266	SLC35B2	604.4345
SLC35B3	1164.6647	SLC35B3	623.7052
SLC35B4	353.3534	SLC35B4	674.8469
SLC35C1	866.3664	SLC35C1	829.0129
SLC35C2	2530.03	SLC35C2	640.0113
SLC35D1	287.2873	SLC35D1	613.6993
SLC35D2	382.3824	SLC35D2	257.561
SLC35E1	2097.5976	SLC35E1	1807.7446
SLC35E2	3996.1011	SLC35E2	2677.1112
SLC35E2	48.9439	SLC35E2	123.4477
SLC35E3	244.2442	SLC35E3	169.3602
SLC35E4	29.5295	SLC35E4	34.1166
SLC35F1	39.5395	SLC35F1	50.771
SLC35F2	34.034	SLC35F2	78.936
SLC35F3	945.4454	SLC35F3	10.7471
SLC35F5	580.5806	SLC35F5	798.2538
SLC36A1	171.1712	SLC36A1	207.1606
removed	removed	SLC36A2	5.9295
SLC36A4	70.0701	SLC36A4	91.9067
SLC37A1	993.994	SLC37A1	102.2832
SLC37A2	89.5896	SLC37A2	64.4829
SLC37A3	2468.969	SLC37A3	870.1485
SLC37A4	526.026	SLC37A4	304.6261
SLC38A10	423.9239	SLC38A10	1858.8862
SLC38A1	4397.3974	SLC38A1	346.5029
SLC38A2	3559.5596	SLC38A2	5254.6148
SLC38A3	6.006	SLC38A3	246.4432
removed	removed	SLC38A4	16.306
SLC38A5	20.5205	SLC38A5	7.7824
SLC38A6	146.1461	SLC38A6	146.7542
SLC38A7	198.1982	SLC38A7	194.5605
SLC38A9	139.1391	SLC38A9	203.0841
SLC39A10	1652.1522	SLC39A10	628.8935
SLC39A11	819.8198	SLC39A11	240.8844
SLC39A12	470.951	removed	removed
SLC39A13	480.981	SLC39A13	485.4747
SLC39A14	1719.7197	SLC39A14	1555.7425
SLC39A1	2538.5385	SLC39A1	1770.3149
SLC39A2	64.0641	removed	removed
SLC39A3	296.2963	SLC39A3	283.873
SLC39A4	462.963	SLC39A4	45.2121
SLC39A6	4849.3493	SLC39A6	1852.5862
SLC39A7	3193.6937	SLC39A7	2585.9865
SLC39A8	3551.0511	SLC39A8	512.5278
SLC39A9	1758.2583	SLC39A9	2034.5465
SLC3A1	15.9409	SLC3A1	6.3556
SLC3A2	3072.5726	SLC3A2	1709.9085
SLC40A1	4296.7968	SLC40A1	3390.5403
SLC41A1	1128.6286	SLC41A1	1661.7316
SLC41A2	247.7477	SLC41A2	325.7498
SLC41A3	2177.1772	SLC41A3	795.6596
SLC43A1	1464.965	SLC43A1	629.6347
removed	removed	SLC43A2	436.9272
SLC43A3	99493.4985	SLC43A3	2695.6815
SLC44A1	3047.5475	SLC44A1	1473.1006
SLC44A2	10649.1491	SLC44A2	3539.1474
SLC44A3	331.8318	SLC44A3	57.4417
SLC44A4	10.01	removed	removed
SLC44A5	15.015	SLC44A5	6.6706
SLC45A1	16.5165	SLC45A1	35.5768
SLC45A3	123.6236	SLC45A3	35.2062
SLC45A4	305.8058	SLC45A4	190.484
SLC46A1	335.1702	SLC46A1	938.6782
removed	removed	SLC46A2	7.7824
SLC46A3	728.2282	SLC46A3	774.5359
removed	removed	SLC47A1	149.7189
SLC48A1	578.5786	SLC48A1	967.9846
SLC4A11	1412.9129	SLC4A11	41.5062
SLC4A1AP	617.6176	SLC4A1AP	680.0351
removed	removed	SLC4A1	6.6706
SLC4A2	1228.048	SLC4A2	1349.8123
SLC4A3	272.2723	SLC4A3	50.4004
SLC4A4	24.024	SLC4A4	1964.5048
SLC4A5	208.3483	SLC4A5	36.129
SLC4A7	1851.8519	SLC4A7	312.0379
SLC4A8	55.0551	SLC4A8	5.5589
SLC5A12	6.006	removed	removed
SLC5A1	8548.048	SLC5A1	154.9072
SLC5A3	458.038	SLC5A3	1618.7245
SLC5A4	6.5065	SLC5A4	10.006
SLC5A6	6270.1301	SLC5A6	2589.5627
SLC5A9	7.5075	SLC5A9	6.3001
removed	removed	SLC6A10P	12.2295
SLC6A11	99.5996	removed	removed
SLC6A14	4110.1101	SLC6A14	71.8947
SLC6A16	13.5135	SLC6A16	37.0591
SLC6A17	31.5315	removed	removed
SLC6A1	24.5245	SLC6A1	27.4238
removed	removed	SLC6A20	17.0472
removed	removed	SLC6A2	35.2062
SLC6A4	5.5055	SLC6A4	22.6061
SLC6A6	195.1952	SLC6A6	688.5587
SLC6A8	758.2583	SLC6A8	1944.1222
SLC6A9	269.7698	SLC6A9	71.8021
SLC7A10	8.5085	SLC7A10	1301.0425
SLC7A11	35.5355	SLC7A11	5.9295
SLC7A1	1875.3754	SLC7A1	241.6256
SLC7A2	74.0741	SLC7A2	628.5229
removed	removed	SLC7A4	55.9593
SLC7A5P2	8.3534	removed	removed
SLC7A5	3588.0881	SLC7A5	120.8128
SLC7A6OS	83.8989	SLC7A6OS	242.4853
SLC7A6	1677.8629	SLC7A6	2039.6162
SLC7A7	90.0901	SLC7A7	100.0597
SLC7A8	207.2072	SLC7A8	509.1925
SLC8A1	59.0591	SLC8A1	390.6033
removed	removed	SLC8A3	8.153
SLC9A1	1022.022	SLC9A1	809.3715
SLC9A2	5.005	removed	removed
SLC9A3R1	509.009	SLC9A3R1	466.2039
SLC9A3R2	343.3433	SLC9A3R2	1811.8211
removed	removed	SLC9A5	15.5648
SLC9A6	281.2813	SLC9A6	584.7932
SLC9A7	62.5626	removed	removed
SLC9A8	448.9489	SLC9A8	592.205
SLC9A9	96.5966	SLC9A9	706.7177
SLCO1A2	88.0881	removed	removed
removed	removed	SLCO1C1	85.236
SLCO2A1	628.1281	SLCO2A1	294.2495
SLCO2B1	120.1201	SLCO2B1	178.625
SLCO3A1	125.6256	SLCO3A1	414.3211
SLCO4A1	24.1291	SLCO4A1	21.8649
SLCO4C1	17.017	SLCO4C1	7.7824
SLCO5A1	21.5215	removed	removed
SLFN11	188.6887	SLFN11	1161.4333
removed	removed	SLFN12L	37.0591
SLFN12	65.0651	SLFN12	87.4596
SLFN13	591.0911	SLFN13	128.2246
SLFN5	248.2482	SLFN5	1788.1033
SLFNL1	7.007	removed	removed
removed	removed	SLIT1	5.5589
SLIT2	98.0981	SLIT2	551.0693
SLIT3	147.6476	SLIT3	4598.2975
SLITRK2	6.006	SLITRK2	22.9767
SLITRK4	13.5135	SLITRK4	179.7368
SLITRK5	32.032	removed	removed
SLITRK6	2101.6016	SLITRK6	43.7298
SLK	870.3704	SLK	3203.0211
SLMAP	1183.6837	SLMAP	1255.9341
SLMO1	36.036	SLMO1	32.2414
SLMO2	4540.04	SLMO2	1230.7339
SLPI	212775.2753	SLPI	3160.7736
SLTM	1479.98	SLTM	2709.3934
SLU7	1330.3303	SLU7	1684.7083
SLURP1	6.5065	removed	removed
SMAD1	529.029	SMAD1	707.8295
SMAD2	4398.3984	SMAD2	2604.8866
SMAD3	1093.0931	SMAD3	1660.6199
SMAD4	3276.3714	SMAD4	2131.1412
removed	removed	SMAD5OS	6.6706
SMAD5	793.7938	SMAD5	2450.7206
SMAD6	60.5606	SMAD6	189.0016
SMAD7	1590.5906	SMAD7	839.76
SMAD9	34.5345	SMAD9	64.8535
SMAGP	497.4975	SMAGP	109.3244
SMAP1	1139.8298	SMAP1	1116.1396
SMAP2	303.8038	SMAP2	559.9635
SMARCA1	1360.8609	SMARCA1	1592.0605
SMARCA2	5351.3514	SMARCA2	6363.0535
SMARCA4	1735.7357	SMARCA4	1055.4442
SMARCA5	1977.4775	SMARCA5	2173.5183
SMARCAD1	1433.4334	SMARCAD1	841.9836
SMARCAL1	1018.018	SMARCAL1	608.511
SMARCB1	964.965	SMARCB1	949.0845
SMARCC1	5589.0891	SMARCC1	1566.8602
SMARCC2	2170.1702	SMARCC2	3642.1718
SMARCD1	1869.3694	SMARCD1	1280.0225
SMARCD2	2556.5566	SMARCD2	1663.9552
SMARCD3	1320.8208	SMARCD3	336.4969
SMARCE1	2195.6957	SMARCE1	2906.548
SMC1A	1283.2833	SMC1A	2169.4418
SMC1B	7.5075	removed	removed
SMC2	561.0611	SMC2	490.663
SMC3	1006.5065	SMC3	1890.7571
SMC4	1308.3083	SMC4	681.1469
SMC5	1204.2042	SMC5	801.5891
SMC6	538.5385	SMC6	592.9462
SMCHD1	1460.4605	SMCHD1	1718.0615
SMCR7L	1657.6577	SMCR7L	1269.2754
SMCR7	138.6386	SMCR7	183.0721
SMCR8	342.3524	SMCR8	922.0535
SMEK1	1593.5936	SMEK1	1469.7653
SMEK2	3709.2092	SMEK2	3249.345
SMG1	1973.974	SMG1	3085.173
SMG5	969.97	SMG5	1709.9085
SMG6	404.9049	SMG6	1408.2471
SMG7	3581.5816	SMG7	2034.1759
SMN2	1435.4354	SMN2	995.2898
SMNDC1	463.4635	SMNDC1	698.5647
SMOC1	9.5095	SMOC1	381.3385
SMOC2	426.9269	SMOC2	1537.2129
SMOX	282.7828	SMOX	63.0005
SMO	2235.7357	SMO	328.3439
SMPD1	801.8018	SMPD1	775.2771
SMPD2	232.2322	SMPD2	122.6657
SMPD3	14.014	SMPD3	16.6766
SMPD4	1912.9129	SMPD4	1197.3807
SMPDL3A	452.953	SMPDL3A	136.3776
SMPDL3B	777.7778	SMPDL3B	13.7119
SMR3A	20.5205	removed	removed
SMR3B	21.021	removed	removed
SMS	3811.3113	SMS	682.9999
SMTNL1	5.005	removed	removed
SMTN	944.9449	SMTN	1113.627
SMU1	2062.5626	SMU1	1845.1743
SMUG1	614.6146	SMUG1	414.6917
SMURF1	843.7638	SMURF1	1369.7872
SMURF2	253.7538	SMURF2	679.6645
SMYD1	57.0571	removed	removed
SMYD2	1151.1512	SMYD2	481.3982
SMYD3	508.5085	SMYD3	127.854
SMYD4	138.6386	SMYD4	494.7395
SMYD5	770.7708	SMYD5	449.8979
SNAI1	199.1992	SNAI1	170.1014
SNAI2	1907.9079	SNAI2	270.5317
SNAP23	2586.0861	SNAP23	1427.5179
SNAP29	1149.1491	SNAP29	1314.8581
SNAP47	836.3163	SNAP47	408.1582
SNAP91	13.5135	SNAP91	5.1883
SNAPC1	175.6757	SNAPC1	356.5089
SNAPC2	204.2042	SNAPC2	156.7601
SNAPC3	930.4304	SNAPC3	744.1474
SNAPC4	179.6797	SNAPC4	140.4541
SNAPC5	78.979	SNAPC5	121.7763
SNAPIN	670.6707	SNAPIN	855.6954
SNCAIP	12.5125	SNCAIP	89.3125
SNCA	11.5115	SNCA	27.4238
removed	removed	SNCG	1607.9959
SND1	6543.043	SND1	3546.9298
SNED1	208.7087	SNED1	1785.5091
SNF8	258.7588	SNF8	829.0129
SNHG10	60.5606	SNHG10	20.0119
SNHG11	115.8659	SNHG11	94.4674
SNHG12	78.2382	SNHG12	43.7298
SNHG1	595.0951	SNHG1	234.2137
SNHG3-RCC1	109.024	SNHG3-RCC1	100.8676
SNHG3	52.0521	SNHG3	10.3766
SNHG4	9.2993	removed	removed
SNHG5	2879.3794	SNHG5	1988.9638
SNHG6	1517.017	SNHG6	917.5842
SNHG7	863.6537	SNHG7	558.155
SNHG8	708.2082	SNHG8	469.5392
SNHG9	204.2042	SNHG9	35.9474
SNIP1	166.6667	SNIP1	373.5561
SNN	713.7137	SNN	3506.1648
SNORA39	5.7558	removed	removed
SNORA7B	18.2833	removed	removed
SNORA8	333.008	SNORA8	171.6171
SNORD116-20	11.011	SNORD116-20	10.3766
SNORD116-28	34.2342	SNORD116-28	14.1603
removed	removed	SNORD116-4	34.2945
SNORD1C	12.0871	SNORD1C	6.2963
SNPH	502.5025	SNPH	131.1893
SNRK	1027.5275	SNRK	2630.4574
SNRNP200	5714.7147	SNRNP200	5006.3186
SNRNP25	442.9429	SNRNP25	446.192
SNRNP27	627.1271	SNRNP27	987.9965
SNRNP35	297.7477	SNRNP35	350.4386
SNRNP40	572.5726	SNRNP40	533.6515
SNRNP48	415.9159	SNRNP48	309.4438
SNRNP70	1274.7748	SNRNP70	1310.0404
SNRPA1	690.6907	SNRPA1	250.1492
SNRPA	1910.4104	SNRPA	885.3427
SNRPB2	2087.0871	SNRPB2	978.7318
SNRPB	1992.4925	SNRPB	989.4789
SNRPC	1966.4665	SNRPC	696.7117
SNRPD1	1015.015	SNRPD1	392.8268
SNRPD2	5301.3013	SNRPD2	1425.2943
SNRPD3	2121.8569	SNRPD3	952.3568
SNRPE	1793.7938	SNRPE	436.5566
SNRPF	1954.4545	SNRPF	365.7737
SNRPG	1367.3674	SNRPG	482.8805
SNRPN	2281.6116	SNRPN	983.4309
SNTA1	169.6697	SNTA1	1052.4794
SNTB1	533.033	SNTB1	727.1002
SNTB2	549.049	SNTB2	2845.771
removed	removed	SNTG2	54.4769
SNUPN	793.2933	SNUPN	505.116
removed	removed	SNURF	37.2667
SNW1	835.3353	SNW1	1557.5955
SNX10	175.6757	SNX10	791.9537
SNX11	296.2963	SNX11	710.053
SNX12	144.1441	SNX12	151.9425
SNX13	939.4394	SNX13	1953.7576
SNX14	1248.7487	SNX14	946.4903
SNX15	250.2503	SNX15	941.6726
SNX16	353.3534	SNX16	406.1681
SNX17	1905.4054	SNX17	2796.4823
SNX18	394.8949	SNX18	1197.0101
SNX19	1087.0871	SNX19	4210.6589
SNX1	3096.5966	SNX1	5562.5762
SNX20	7.6426	SNX20	8.0492
SNX21	396.5165	SNX21	1230.6116
SNX22	563.1832	SNX22	74.0553
SNX24	117.1171	SNX24	84.4948
SNX25	451.4515	SNX25	353.5442
SNX27	1517.1822	SNX27	901.6599
SNX29	312.3123	SNX29	1286.3226
SNX2	873.8739	SNX2	2272.8368
SNX30	682.6827	SNX30	558.8518
SNX32	6.5065	removed	removed
SNX33	857.8579	SNX33	1738.444
SNX3	6857.3574	SNX3	6510.1783
SNX4	1223.2232	SNX4	897.5723
SNX5	1830.8308	SNX5	3642.913
SNX6	658.6587	SNX6	1837.3919
SNX7	312.8128	SNX7	352.0618
SNX8	137.6376	SNX8	375.7796
SNX9	2030.03	SNX9	3155.5854
SOAT1	587.0871	SOAT1	617.7758
SOBP	206.2062	SOBP	476.5805
SOCS1	36.036	SOCS1	36.318
SOCS2	95.0951	SOCS2	825.6479
SOCS3	467.4675	SOCS3	20445.1543
SOCS4	384.8849	SOCS4	644.4584
SOCS5	981.4815	SOCS5	847.1718
SOCS6	3994.995	SOCS6	655.9467
SOCS7	25.5255	SOCS7	112.2892
SOD1	10401.4014	SOD1	4568.2796
SOD2	19549.5495	SOD2	7296.5731
SOD3	2213.7137	SOD3	3307.1572
SOHLH2	129.1241	SOHLH2	11.6514
SOLH	353.3534	SOLH	209.7547
SON	7533.033	SON	7912.1254
SORBS1	465.4655	SORBS1	47521.2997
SORBS2	6199.1992	SORBS2	796.7714
SORBS3	1674.1742	SORBS3	1991.5579
removed	removed	SORCS1	7.0412
SORCS2	9.009	SORCS2	52.2534
SORCS3	5.5055	removed	removed
SORD	572.0721	SORD	173.8073
SORL1	759.2593	SORL1	1656.5433
SORT1	3032.5325	SORT1	8644.0433
SOS1	1728.7287	SOS1	3972.7393
SOS2	1462.963	SOS2	1944.1222
SOSTDC1	2051.5516	SOSTDC1	40.0239
SOX10	17244.2442	SOX10	254.9669
SOX11	319.3193	SOX11	7.7824
SOX12	281.7818	SOX12	183.8133
SOX13	1852.8529	SOX13	969.8376
removed	removed	SOX15	12.6001
SOX17	53.5536	SOX17	366.1443
SOX18	142.1421	SOX18	185.2957
SOX4	7608.1081	SOX4	971.3199
SOX5	7.5075	SOX5	773.7947
SOX6	1117.6176	SOX6	814.1892
SOX7	167.2673	SOX7	926.7786
SOX8	1021.021	SOX8	18.5296
SOX9	4379.3794	SOX9	241.255
SP100	2095.0951	SP100	1867.7804
SP110	272.2723	SP110	396.9033
SP140L	310.3103	SP140L	331.6793
SP140	15.015	SP140	16.306
SP1	4170.1702	SP1	4418.1901
SP2	239.7397	SP2	662.9879
SP3	1843.3433	SP3	2001.9345
SP4	659.6597	SP4	171.2132
SP6	31.031	removed	removed
SPA17	169.1692	SPA17	38.1709
SPAG16	563.5636	SPAG16	396.5327
SPAG17	4012.5125	SPAG17	211.2371
SPAG1	44.044	SPAG1	74.8595
SPAG4	15.015	SPAG4	8.153
SPAG5	156.1562	SPAG5	61.1476
SPAG7	239.7397	SPAG7	906.837
SPAG8	7.007	SPAG8	9.2648
SPAG9	826.3263	SPAG9	3710.7312
SPARCL1	52270.7708	SPARCL1	18455.4494
SPARC	17656.1562	SPARC	131258.6394
SPAST	531.5315	SPAST	495.4806
SPATA13	284.2843	SPATA13	162.66
SPATA17	83.0831	SPATA17	6.6706
SPATA18	1034.5345	SPATA18	134.1541
SPATA20	360.8609	SPATA20	910.543
removed	removed	SPATA22	16.5877
SPATA24	18.018	SPATA24	25.9414
SPATA2L	221.2212	SPATA2L	104.5068
SPATA2	721.7217	SPATA2	309.8144
SPATA4	9.009	removed	removed
SPATA5L1	222.7227	SPATA5L1	162.6896
SPATA5	261.2613	SPATA5	243.1079
SPATA6	71.0711	SPATA6	103.0244
SPATA7	147.1471	SPATA7	304.9967
SPATA9	6.031	SPATA9	73.7477
SPATS2L	979.98	SPATS2L	2045.2937
SPATS2	1075.5756	SPATS2	295.7319
SPC25	94.5946	SPC25	10.3766
SPCS1	3625.6256	SPCS1	1300.0048
SPCS2	1104.6046	SPCS2	423.9565
SPCS3	3158.1582	SPCS3	1972.6578
SPDEF	1428.4284	SPDEF	32.612
SPDYA	20.5706	SPDYA	7.0005
SPDYE1	14.2442	SPDYE1	6.8448
SPDYE3	166.6216	SPDYE3	102.3017
SPDYE5	19.5195	removed	removed
SPDYE6	88.0881	SPDYE6	10.006
