gene_id	TCGA-E2-A1LS-01A-12R-A157-07	gene_id	TCGA-E2-A1LS-11A-32R-A157-07
SPDYE7P	10.01	removed	removed
SPDYE8P	31.5315	SPDYE8P	8.8942
SPEF2	201.2012	SPEF2	119.701
SPEG	202.7027	SPEG	87.089
SPEN	1830.8308	SPEN	2376.6023
SPESP1	690.1652	SPESP1	83.3793
SPG11	1805.3053	SPG11	1938.934
SPG20	1281.7818	SPG20	2303.5958
SPG21	4492.4925	SPG21	2415.5144
SPG7	1956.957	SPG7	1075.4561
SPHAR	322.9479	SPHAR	94.8306
SPHK1	60.4454	SPHK1	65.7021
SPHK2	77.4174	SPHK2	203.8289
SPHKAP	111.1111	removed	removed
SPI1	73.0731	SPI1	67.077
SPIB	5.5055	removed	removed
SPIN1	3937.4374	SPIN1	2473.3267
removed	removed	SPIN2A	8.5236
SPIN2B	178.5485	SPIN2B	108.0867
SPIN3	442.9429	SPIN3	197.5252
SPIN4	183.1832	SPIN4	63.0005
removed	removed	SPINK1	5.1883
SPINK5	18.018	SPINK5	22.6061
SPINK8	21.5215	removed	removed
SPINT1	8216.7167	SPINT1	207.9017
SPINT2	17646.1461	SPINT2	461.3862
SPIRE1	2335.8358	SPIRE1	838.6482
SPIRE2	86.5866	SPIRE2	18.9002
SPNS1	453.1832	SPNS1	488.5876
SPNS2	225.8158	SPNS2	397.4852
SPNS3	5.5055	removed	removed
SPN	41.041	SPN	60.777
removed	removed	SPOCD1	7.4118
SPOCK1	316.8168	SPOCK1	591.4638
SPOCK2	90.5105	SPOCK2	401.9767
SPON1	889.8899	SPON1	2944.7189
SPON2	1013.013	SPON2	1164.398
SPOPL	1330.8308	SPOPL	954.2727
SPOP	964.4645	SPOP	1541.66
SPP1	1487.4875	SPP1	125.2599
SPPL2A	447.4474	SPPL2A	882.7486
SPPL2B	876.3764	SPPL2B	333.5322
SPPL3	2641.1411	SPPL3	1294.105
SPRED1	3159.6597	SPRED1	1040.6205
SPRED2	2342.3423	SPRED2	1036.1734
SPRN	19.019	SPRN	33.7238
SPRY1	525.025	SPRY1	3104.4438
SPRY2	1380.8809	SPRY2	1505.3421
SPRY3	268.7688	SPRY3	133.7835
SPRY4	697.6977	SPRY4	1108.8093
SPRYD3	981.982	SPRYD3	1932.2633
SPRYD4	458.959	SPRYD4	293.5084
SPR	1153.1532	SPR	821.601
SPSB1	479.4795	SPSB1	635.5642
SPSB2	29.5295	SPSB2	34.8356
SPSB3	475.976	SPSB3	613.6993
removed	removed	SPSB4	14.8237
removed	removed	SPTA1	76.3418
SPTAN1	2488.4885	SPTAN1	9507.8917
SPTBN1	5949.4494	SPTBN1	47304.1332
SPTBN2	855.8559	SPTBN2	51.1416
removed	removed	SPTBN4	135.6364
SPTBN5	51.1512	SPTBN5	17.0472
SPTB	36.5365	SPTB	1036.544
SPTLC1	2377.3774	SPTLC1	1767.7208
SPTLC2	1569.5696	SPTLC2	1798.4798
SPTLC3	323.3233	SPTLC3	373.5561
SPTY2D1	1243.7437	SPTY2D1	1053.5875
SQLE	2062.5626	SQLE	113.401
SQRDL	1254.2543	SQRDL	790.4714
SQSTM1	8087.2372	SQSTM1	9764.1816
SR140	2567.5676	SR140	2104.5883
SRA1	587.0871	SRA1	424.3271
SRBD1	434.9349	SRBD1	485.4747
removed	removed	SRCAP	2626.3809
SRCIN1	179.1792	SRCIN1	103.0244
SRCRB4D	60.5606	SRCRB4D	113.7715
SRC	1381.8819	SRC	419.1388
SRD5A1	111.1111	SRD5A1	67.077
SRD5A2	8.5085	removed	removed
SRD5A3	1424.8899	SRD5A3	439.0989
SREBF1	1057.5576	SREBF1	2958.0602
SREBF2	6433.4334	SREBF2	2155.3593
SRFBP1	198.6987	SRFBP1	199.7487
SRF	3267.2673	SRF	2037.5113
SRGAP1	492.4925	SRGAP1	185.2957
SRGAP2	952.953	SRGAP2	712.6472
SRGAP3	248.2482	SRGAP3	121.554
SRGN	339.8398	SRGN	1645.4256
SRI	2080.0801	SRI	1481.9948
SRL	6.006	SRL	91.5361
SRM	1564.5646	SRM	620.7405
SRP14	8108.6086	SRP14	3837.4735
SRP19	808.3634	SRP19	639.3294
SRP54	1115.6156	SRP54	854.5837
SRP68	1074.0741	SRP68	2579.3158
SRP72	3778.7788	SRP72	2468.509
SRP9	9565.0651	SRP9	3341.2516
SRPK1	2148.1481	SRPK1	541.434
SRPK2	1806.8068	SRPK2	1337.0936
SRPK3	50.3904	SRPK3	11.3957
SRPRB	3681.1812	SRPRB	812.3362
SRPR	5401.4014	SRPR	4090.9579
SRPX2	80.0801	SRPX2	725.6179
SRPX	135.6356	SRPX	2418.8498
SRRD	376.8769	SRRD	268.6787
SRRM1	2736.7367	SRRM1	1844.0626
SRRM2	5942.9429	SRRM2	12893.2437
removed	removed	SRRM3	32.9826
SRRM5	30.4054	SRRM5	11.5662
SRRT	841.8418	SRRT	942.4138
SRR	279.3744	SRR	371.7328
SRXN1	468.4685	SRXN1	623.7052
SS18L1	1333.8338	SS18L1	361.6972
SS18L2	727.7277	SS18L2	180.1074
SS18	4971.4715	SS18	1549.813
SSBP1	3815.3153	SSBP1	937.5961
SSBP2	401.4014	SSBP2	663.3585
SSBP3	504.004	SSBP3	1004.6732
SSBP4	348.3483	SSBP4	232.3608
SSB	2547.4825	SSB	3366.1591
SSC5D	86.0861	SSC5D	695.9706
SSFA2	4555.0551	SSFA2	3777.4377
SSH1	634.6346	SSH1	1449.0122
SSH2	262.7628	SSH2	1246.6693
SSH3	896.8969	SSH3	489.9218
SSNA1	572.5726	SSNA1	466.5745
SSPN	575.5756	SSPN	2623.7868
removed	removed	SSPO	20.3825
SSR1	6722.2222	SSR1	3713.6959
SSR2	19045.5455	SSR2	3142.2441
SSR3	5097.0971	SSR3	4130.9818
SSR4	11610.1101	SSR4	1194.0453
SSRP1	17085.0851	SSRP1	2820.2002
SSSCA1	215.2152	SSSCA1	195.6722
removed	removed	SSTR1	95.9832
SSTR2	6.006	SSTR2	55.2181
SSU72	5678.6787	SSU72	2850.2181
SSX2IP	320.3203	SSX2IP	85.236
ST13	10078.0781	ST13	10319.1162
ST14	1169.6697	ST14	74.8595
ST20	161.4014	ST20	31.9376
ST3GAL1	1015.015	ST3GAL1	2223.5481
ST3GAL2	139.1391	ST3GAL2	552.9223
ST3GAL3	64.0641	ST3GAL3	597.7639
ST3GAL4	211.2112	ST3GAL4	568.4871
ST3GAL5	183.6837	ST3GAL5	333.5322
ST3GAL6	1527.5275	ST3GAL6	406.1681
ST5	1238.2382	ST5	453.6038
ST6GAL1	772.2723	ST6GAL1	913.1371
ST6GAL2	46.046	removed	removed
removed	removed	ST6GALNAC1	30.3885
ST6GALNAC2	73.0731	ST6GALNAC2	197.8958
ST6GALNAC3	25.025	ST6GALNAC3	383.1915
ST6GALNAC4	58.0581	ST6GALNAC4	166.3955
ST6GALNAC5	22.5225	removed	removed
ST6GALNAC6	216.2162	ST6GALNAC6	4423.0078
ST7L	181.6817	ST7L	224.949
ST7OT1	117.1822	ST7OT1	53.2947
ST7	1407.8178	ST7	863.5297
ST8SIA1	553.0531	ST8SIA1	80.7889
ST8SIA4	214.7147	ST8SIA4	525.1279
ST8SIA6	10.01	ST8SIA6	5.9295
STAB1	219.7247	STAB1	607.3992
removed	removed	STAB2	19.6413
STAC2	906.4064	STAC2	24.459
removed	removed	STAC3	6.3001
STAC	143.1431	STAC	54.1063
STAG1	913.3283	STAG1	1441.4447
STAG2	4106.6066	STAG2	3758.9081
STAG3L1	13.5135	STAG3L1	30.7591
STAG3L2	23.5235	STAG3L2	113.401
STAG3L3	50.2102	STAG3L3	102.2165
STAG3L4	138.1381	STAG3L4	255.3374
STAG3	20.5806	STAG3	13.4821
STAM2	911.9119	STAM2	1112.8858
STAMBPL1	51.0511	STAMBPL1	352.4324
STAMBP	949.9499	STAMBP	783.0595
STAM	676.6767	STAM	631.1171
STAP2	1018.5185	STAP2	28.9061
STARD10	806.3063	STARD10	146.7542
STARD13	509.5095	STARD13	1226.6574
STARD3NL	733.7337	STARD3NL	581.4578
STARD3	153.6537	STARD3	442.4861
STARD4	11.5115	STARD4	30.3885
STARD5	16.5165	STARD5	54.1063
STARD7	4629.6597	STARD7	3130.5
STARD8	55.0551	STARD8	459.5333
STAR	5.005	STAR	5.9295
STAT1	1525.5255	STAT1	3159.6619
STAT2	2369.3694	STAT2	1977.4755
STAT3	3756.7568	STAT3	4963.7006
STAT4	9.5095	STAT4	166.0249
STAT5A	332.8328	STAT5A	5625.9473
STAT5B	801.8018	STAT5B	5858.3081
STAT6	2440.4404	STAT6	3065.9023
STAU1	5432.4324	STAU1	2949.5366
STAU2	888.8889	STAU2	1054.703
STBD1	515.8008	STBD1	8396.3475
STC1	1611.6116	STC1	444.339
STC2	182.6827	STC2	103.0244
STEAP1	1581.5816	STEAP1	915.7312
STEAP2	1648.1481	STEAP2	1000.9672
STEAP3	1682.1822	STEAP3	631.1171
STEAP4	1479.4795	STEAP4	2659.7341
STIL	160.6607	STIL	37.4297
STIM1	3163.6637	STIM1	2269.872
STIM2	329.3293	STIM2	585.1637
STIP1	1174.1742	STIP1	2419.9615
STK10	135.1351	STK10	711.1648
STK11IP	166.1662	STK11IP	161.2072
STK11	259.2593	STK11	655.2055
STK16	358.3584	STK16	483.2511
STK17A	346.3463	STK17A	429.886
STK17B	831.8318	STK17B	621.1111
STK19	199.2292	STK19	191.8811
STK24	3176.1762	STK24	2399.579
STK25	918.4184	STK25	1583.5368
removed	removed	STK32A	33.7238
STK32B	7.007	STK32B	60.4064
STK32C	29.5295	STK32C	60.0358
STK33	58.0581	STK33	15.5648
STK35	1348.3483	STK35	1153.6509
STK36	957.4575	STK36	363.9207
STK38L	2365.8659	STK38L	1607.6253
STK38	2458.959	STK38	1558.3366
STK39	276.2763	STK39	1373.4116
STK3	984.4845	STK3	621.4817
STK40	790.7908	STK40	2453.3148
STK4	1333.8338	STK4	874.9662
STL	7.5075	STL	6.704
STMN1	5705.2052	STMN1	650.0172
removed	removed	STMN2	28.1649
STMN3	87.0871	STMN3	191.2251
STOML1	122.1221	STOML1	285.7259
STOML2	1370.3704	STOML2	1453.8299
STOM	4188.6887	STOM	12651.9888
removed	removed	STON1-GTF2A1L	117.785
STON1	716.5516	STON1	1099.9781
STON2	17.017	STON2	112.6598
STOX1	84.0841	STOX1	801.9597
STOX2	52.0521	STOX2	60.777
STRA13	119.1191	STRA13	228.2843
STRA6	32.032	removed	removed
STRADA	326.8268	STRADA	533.6515
STRADB	283.2833	STRADB	1191.0806
STRAP	1678.6787	STRAP	3220.4389
STRBP	1304.3043	STRBP	386.5268
STRC	27.027	removed	removed
STRN3	461.962	STRN3	1126.5977
STRN4	1772.2723	STRN4	1392.3117
STRN	204.7047	STRN	666.3233
STS	2112.6126	STS	3018.8372
STT3A	4176.1762	STT3A	2333.2432
STT3B	1673.1732	STT3B	2040.476
STUB1	886.2513	STUB1	1430.894
STX10	153.6537	STX10	223.096
STX11	35.035	STX11	1972.6578
STX12	2521.021	STX12	2908.7715
STX16	2099.5996	STX16	1689.1554
STX17	1636.6366	STX17	1130.3036
STX18	386.3864	STX18	558.8518
STX19	745.7457	STX19	7.0412
STX1A	41.5415	STX1A	27.4238
removed	removed	STX1B	38.9121
STX2	218.2182	STX2	476.9511
STX3	691.1912	STX3	277.5729
STX4	289.2893	STX4	614.0699
STX5	646.6466	STX5	1004.3026
STX6	3005.4855	STX6	861.9695
STX7	1853.3534	STX7	3665.1485
STX8	125.1251	STX8	529.2045
STXBP1	1029.029	STXBP1	2823.1649
STXBP2	538.038	STXBP2	45.5827
STXBP3	628.1281	STXBP3	789.7302
STXBP4	74.5746	STXBP4	106.3597
STXBP5L	9.009	removed	removed
STXBP5	234.7347	STXBP5	517.5271
removed	removed	STXBP6	116.3657
STYK1	237.2372	removed	removed
STYXL1	910.9109	STYXL1	252.0021
STYX	337.8378	STYX	822.7128
SUB1	2119.1191	SUB1	5510.6934
SUCLA2	773.954	SUCLA2	2813.889
SUCLG1	1952.4525	SUCLG1	4401.8841
SUCLG2	1846.3463	SUCLG2	2648.987
removed	removed	SUCNR1	78.1948
SUDS3	1270.2703	SUDS3	884.9722
SUFU	528.5285	SUFU	541.8046
SUGT1L1	100.3353	SUGT1L1	26.5529
removed	removed	SUGT1P1	11.1177
SUGT1	1078.0781	SUGT1	693.3764
SULF1	1080.5806	SULF1	1189.5982
SULF2	1342.8428	SULF2	1224.0632
SULT1A1	84.5846	SULT1A1	409.5034
removed	removed	SULT1A2	14.8237
SULT1A3	333.8539	SULT1A3	609.2559
removed	removed	SULT1C2	20.0119
SULT1C4	8.5085	SULT1C4	93.7596
SULT1E1	21.021	removed	removed
SULT2B1	14.5145	removed	removed
SULT4A1	277.2773	SULT4A1	9.2648
SUMF1	2109.6096	SUMF1	940.9314
SUMF2	3618.1181	SUMF2	2390.6848
SUMO1P3	253.7538	SUMO1P3	131.5599
SUMO1	4508.5085	SUMO1	1971.9166
SUMO2	3416.9169	SUMO2	2219.101
SUMO3	6637.6376	SUMO3	1653.9492
SUN1	3441.2412	SUN1	3000.3076
SUN2	4367.3674	SUN2	6651.003
SUOX	606.1061	SUOX	1139.5684
SUPT16H	1630.6306	SUPT16H	3243.7861
SUPT3H	120.6206	SUPT3H	86.7184
SUPT4H1	883.3784	SUPT4H1	1142.5146
SUPT5H	2646.1461	SUPT5H	2197.6067
SUPT6H	869.3694	SUPT6H	3377.5696
removed	removed	SUPT7L	1125.4859
SUPV3L1	567.0671	SUPV3L1	768.9771
SURF1	374.8749	SURF1	831.2364
SURF2	65.0651	SURF2	133.4129
SURF4	8142.6426	SURF4	9449.7089
SURF6	442.9429	SURF6	401.3504
SUSD1	238.7387	SUSD1	259.7845
SUSD2	138.6386	SUSD2	85.9772
SUSD3	20.02	SUSD3	17.4178
SUSD4	299.7998	SUSD4	11.1177
SUSD5	12.012	SUSD5	60.0358
SUV39H1	170.1702	SUV39H1	222.3548
SUV39H2	171.6717	SUV39H2	124.1481
SUV420H1	2071.0711	SUV420H1	1272.2401
SUV420H2	100.1001	SUV420H2	91.1655
SUZ12P	148.6486	SUZ12P	82.6419
SUZ12	539.5395	SUZ12	1023.5733
SV2A	8.008	SV2A	20.3825
SV2B	6.006	SV2B	426.5506
SV2C	18.018	removed	removed
SVEP1	124.1241	SVEP1	5738.0512
SVIL	1024.1191	SVIL	3980.8997
SVIP	488.4885	SVIP	151.9425
SVOPL	383.8839	removed	removed
SWAP70	3755.7558	SWAP70	2076.0528
SYAP1	1313.3133	SYAP1	1421.5884
SYBU	132.6326	SYBU	575.4061
SYCE1L	18.018	removed	removed
removed	removed	SYCE1	55.3033
SYCE2	5.5055	removed	removed
removed	removed	SYCP2L	8.9164
SYCP2	630.1301	SYCP2	57.4417
SYDE1	98.5986	SYDE1	484.3629
SYDE2	69.0691	SYDE2	177.5133
SYF2	1776.7768	SYF2	1257.0459
SYK	783.7838	SYK	106.7303
SYMPK	601.1011	SYMPK	1122.8918
SYN1	22.5225	removed	removed
SYN2	20.02	SYN2	339.0911
SYN3	27.5275	SYN3	10.7471
SYNCRIP	9192.1922	SYNCRIP	4191.7588
SYNC	679.8098	SYNC	493.8389
SYNE1	511.5115	SYNE1	3916.4094
SYNE2	635.1351	SYNE2	3282.3276
SYNGAP1	389.8899	SYNGAP1	196.4134
SYNGR1	1146.8769	SYNGR1	300.7386
SYNGR2	2552.5526	SYNGR2	1595.0252
SYNJ1	474.4745	SYNJ1	441.0037
SYNJ2BP	669.1692	SYNJ2BP	1809.227
SYNJ2	503.003	SYNJ2	134.1541
SYNM	8309.3093	SYNM	6537.6021
SYNPO2	183.1832	SYNPO2	2688.6403
SYNPO	500	SYNPO	11338.2424
SYNRG	668.6687	SYNRG	1363.4056
SYPL1	4760.2603	SYPL1	3471.3292
SYPL2	9.009	SYPL2	164.5426
SYP	5.5055	SYP	35.2062
SYS1-DBNDD2	27.973	SYS1-DBNDD2	10.3877
SYS1	1565.4104	SYS1	950.9226
SYT11	68.0681	SYT11	469.5392
SYT12	128.1281	SYT12	64.4829
SYT13	132.1321	removed	removed
SYT15	17.5175	SYT15	116.7363
SYT17	5.005	SYT17	67.8182
SYT1	6.5065	SYT1	21.1237
SYT2	9.009	SYT2	34.465
SYT6	448.4484	removed	removed
SYT7	533.5335	SYT7	221.243
SYT8	589.5896	SYT8	9.2648
SYTL1	60.0601	SYTL1	10.7471
SYTL2	208.7087	SYTL2	294.9907
SYTL3	260.2603	SYTL3	434.3331
SYTL4	135.1351	SYTL4	598.8756
SYTL5	9.5095	removed	removed
SYVN1	1435.4354	SYVN1	1950.0517
TAB1	584.8549	TAB1	447.4854
TAB2	3810.8108	TAB2	3237.8566
TAB3	635.6356	TAB3	1052.85
TACC1	507.007	TACC1	10589.6479
TACC2	515.5155	TACC2	2877.6419
TACC3	182.6827	TACC3	122.6657
TACO1	165.1652	TACO1	412.8388
TACR1	27.5275	TACR1	230.5078
TACR2	18.018	TACR2	14.4531
TACSTD2	26792.2923	TACSTD2	312.7791
TADA1	584.0841	TADA1	201.9723
TADA2A	85.5856	TADA2A	189.3722
TADA2B	564.5646	TADA2B	845.3189
TADA3	1573.2633	TADA3	1197.7142
TAF10	1213.2132	TAF10	611.4757
TAF11	1257.7578	TAF11	534.7633
TAF12	560.5606	TAF12	497.7042
TAF13	106.1061	TAF13	275.72
TAF15	849.3493	TAF15	2088.6529
TAF1A	87.5876	TAF1A	136.007
TAF1B	252.2523	TAF1B	263.861
TAF1C	947.4474	TAF1C	440.6331
TAF1D	829.6547	TAF1D	526.9476
TAF1L	13.7938	TAF1L	51.1416
TAF1	655.6557	TAF1	1981.1814
TAF2	739.2392	TAF2	799.7361
TAF3	94.5946	TAF3	341.6852
TAF4B	1334.3343	TAF4B	188.631
TAF4	611.1111	TAF4	416.5447
TAF5L	1826.8268	TAF5L	671.8821
TAF5	66.5666	TAF5	153.0542
TAF6L	68.5686	TAF6L	173.0662
TAF6	1299.7998	TAF6	725.2473
TAF7L	6.5065	removed	removed
TAF7	2071.5716	TAF7	2842.8063
TAF8	365.8659	TAF8	677.441
TAF9B	646.6466	TAF9B	913.1371
TAF9	974.975	TAF9	1431.5944
TAGAP	724.2242	TAGAP	101.9126
TAGLN2	10503.5035	TAGLN2	5726.7482
TAGLN	6495.4955	TAGLN	5972.8208
TAL1	29.5295	TAL1	226.0607
TALDO1	7409.4094	TALDO1	4435.9785
TANC1	747.2472	TANC1	1184.0394
TANC2	370.3704	TANC2	884.231
TANK	7721.2212	TANK	1234.0692
TAOK1	93.0931	TAOK1	1354.5114
TAOK2	363.8639	TAOK2	1382.6763
TAOK3	632.6326	TAOK3	1205.5337
TAP1	626.1261	TAP1	896.8311
TAP2	855.3554	TAP2	695.0404
TAPBPL	676.1762	TAPBPL	520.314
TAPBP	10423.4234	TAPBP	1718.4321
TAPT1	582.5826	TAPT1	1136.2331
TARBP1	2084.5846	TARBP1	486.957
TARBP2	353.3534	TARBP2	168.9897
TARDBP	3971.4715	TARDBP	4099.111
removed	removed	TARP	33.7238
TARS2	484.985	TARS2	484.7335
TARSL2	257.2573	TARSL2	457.6803
TARS	1072.0721	TARS	1813.6741
removed	removed	TAS1R1	6.3001
TAS2R14	21.3764	removed	removed
TAS2R20	43.043	TAS2R20	10.006
TAS2R4	9.5095	removed	removed
TAS2R5	34.5345	TAS2R5	5.1883
TASP1	204.2042	TASP1	143.7894
TATDN1	515.015	TATDN1	520.6809
TATDN2	1683.6837	TATDN2	1068.4149
TATDN3	619.1191	TATDN3	621.8523
TAT	72.0721	removed	removed
TAX1BP1	4884.8849	TAX1BP1	3151.1383
TAX1BP3	2671.9219	TAX1BP3	1423.9491
TAZ	131.1311	TAZ	316.1144
TBC1D10A	256.2713	TBC1D10A	330.6675
TBC1D10B	1224.2242	TBC1D10B	906.0959
TBC1D10C	6.5065	TBC1D10C	12.2295
TBC1D12	202.7027	TBC1D12	491.0335
TBC1D13	1014.014	TBC1D13	1526.4658
TBC1D14	1478.4785	TBC1D14	1604.6606
TBC1D15	1569.0691	TBC1D15	1718.4321
TBC1D16	56.5566	TBC1D16	1612.8136
TBC1D17	959.5796	TBC1D17	1280.5414
TBC1D19	99.5996	TBC1D19	178.625
TBC1D1	561.5616	TBC1D1	1112.5152
TBC1D20	1151.6517	TBC1D20	2044.5525
TBC1D22A	299.2993	TBC1D22A	300.179
TBC1D22B	563.2132	TBC1D22B	302.2617
TBC1D23	1345.8458	TBC1D23	1282.9873
TBC1D24	354.8549	TBC1D24	850.3886
TBC1D25	489.4895	TBC1D25	548.4752
TBC1D2B	426.4264	TBC1D2B	4125.7935
TBC1D2	69.5696	TBC1D2	71.8947
TBC1D3B	50.5506	TBC1D3B	44.471
TBC1D3C	36.036	removed	removed
removed	removed	TBC1D3G	21.1237
TBC1D3	269.1491	TBC1D3	209.7992
TBC1D4	2285.7858	TBC1D4	2380.6788
TBC1D5	2639.6396	TBC1D5	2293.5899
TBC1D7	692.1922	TBC1D7	204.7591
TBC1D8B	1632.1321	TBC1D8B	332.4204
TBC1D8	276.7768	TBC1D8	273.4964
TBC1D9B	1172.1722	TBC1D9B	5730.0835
TBC1D9	370.8709	TBC1D9	2409.585
TBCA	1577.0771	TBCA	1266.3107
TBCB	1557.6276	TBCB	487.2683
TBCCD1	192.6927	TBCCD1	254.9669
TBCC	998.999	TBCC	328.3439
TBCD	588.8589	TBCD	1090.8245
TBCEL	276.2763	TBCEL	535.8751
TBCE	856.2963	TBCE	371.3918
TBCK	692.7878	TBCK	829.0129
TBK1	873.8739	TBK1	538.4692
TBKBP1	91.0911	TBKBP1	328.3439
TBL1XR1	4248.2482	TBL1XR1	3294.1865
TBL1X	576.5766	TBL1X	1025.0557
TBL2	929.4294	TBL2	615.9228
TBL3	411.4114	TBL3	425.8095
TBPL1	404.9049	TBPL1	308.7026
TBP	339.3393	TBP	241.9962
TBRG1	587.0871	TBRG1	1184.7806
TBRG4	1087.0871	TBRG4	646.3113
TBX15	103.6036	TBX15	2258.3837
TBX18	186.1862	TBX18	428.4036
TBX19	236.2513	TBX19	32.2414
removed	removed	TBX1	80.4183
removed	removed	TBX21	10.7471
TBX2	53.5536	TBX2	245.3315
TBX3	733.2332	TBX3	914.99
removed	removed	TBX4	19.6413
TBX5	16.016	TBX5	184.9251
TBX6	14.5145	TBX6	20.0119
TBXA2R	65.0651	TBXA2R	48.9181
TBXAS1	55.5556	TBXAS1	46.3239
TC2N	1905.4054	TC2N	313.8909
TCAM1P	27.5275	removed	removed
TCEA1	1961.4615	TCEA1	1699.9025
TCEA2	326.3263	TCEA2	189.7428
TCEA3	1056.5566	TCEA3	439.5213
TCEAL1	205.7057	TCEAL1	304.2555
removed	removed	TCEAL2	10.3766
removed	removed	TCEAL3	197.5252
TCEAL4	1777.7778	TCEAL4	1513.4951
removed	removed	TCEAL6	11.8589
TCEAL7	6.006	TCEAL7	55.2181
TCEAL8	1616.1161	TCEAL8	795.289
TCEANC	63.5636	TCEANC	88.9419
TCEB1	1232.2322	TCEB1	716.3531
TCEB2	971.972	TCEB2	1030.6146
TCEB3	2218.5285	TCEB3	2623.7571
TCERG1	1265.2653	TCERG1	732.6591
TCF12	2556.0961	TCF12	2094.5823
removed	removed	TCF15	72.2653
TCF19	298.7988	TCF19	130.4482
TCF20	1670.1702	TCF20	922.4019
removed	removed	TCF21	6.6706
TCF25	2131.6316	TCF25	2114.9648
TCF3	728.2282	TCF3	494.3689
TCF4	538.5385	TCF4	5200.5085
TCF7L1	1468.969	TCF7L1	1350.4349
TCF7L2	1370.3704	TCF7L2	1505.7127
TCF7	101.1011	TCF7	300.9202
TCFL5	677.1772	TCFL5	405.0563
removed	removed	TCHH	18.5296
TCHP	381.8819	TCHP	319.8203
TCIRG1	355.3554	TCIRG1	363.1795
TCN1	8317.8178	TCN1	146.7542
TCN2	1886.3864	TCN2	1206.6454
TCOF1	500.5005	TCOF1	801.2185
TCP10L	27.3974	TCP10L	10.7471
TCP11L1	147.2673	TCP11L1	232.7907
TCP11L2	174.6747	TCP11L2	548.1046
TCP11	14.014	removed	removed
TCP1	7787.9279	TCP1	4984.9466
TCTA	2453.4535	TCTA	1128.0801
TCTE3	119.1191	TCTE3	17.7884
removed	removed	TCTEX1D1	9.6354
TCTEX1D2	265.7658	TCTEX1D2	48.1769
TCTN1	2735.2202	TCTN1	426.9212
TCTN2	390.8909	TCTN2	174.9191
TCTN3	997.998	TCTN3	976.8788
TDG	860.3604	TDG	320.9321
TDO2	33.5335	removed	removed
TDP1	361.8619	TDP1	303.1437
TDP2	937.4374	TDP2	854.5837
TDRD10	7.5075	TDRD10	58.1828
removed	removed	TDRD1	7.4118
TDRD3	598.5986	TDRD3	700.4177
TDRD5	481.982	TDRD5	16.6766
TDRD6	30.03	TDRD6	10.006
TDRD7	349.8498	TDRD7	427.6624
removed	removed	TDRD9	17.0472
TDRKH	856.3564	TDRKH	278.6847
TEAD1	447.9479	TEAD1	8445.0357
TEAD2	2054.5546	TEAD2	800.8479
TEAD3	754.7548	TEAD3	555.5164
TEAD4	168.1682	TEAD4	108.5833
TECPR1	48.048	TECPR1	301.2908
TECPR2	253.2533	TECPR2	857.919
TECR	2548.048	TECR	2092.3588
TECTA	14.014	TECTA	39.2827
TEC	21.021	TEC	37.0591
TEF	856.3564	TEF	2180.5595
TEKT3	7.5075	TEKT3	24.0884
TEK	126.1261	TEK	1714.7262
TELO2	215.7157	TELO2	317.2262
TENC1	1415.3654	TENC1	9049.8297
TEP1	285.2853	TEP1	661.8762
TERF1	526.5265	TERF1	611.1051
TERF2IP	6612.1121	TERF2IP	2300.6311
TERF2	434.9349	TERF2	633.3406
removed	removed	TESC	53.7357
TESK1	907.4074	TESK1	1951.1635
TESK2	104.1041	TESK2	117.4775
TES	6388.8288	TES	477.6515
TET1	105.1051	TET1	118.5892
TET2	1056.5566	TET2	683.741
TET3	1325.8258	TET3	174.1779
TEX10	1050.5506	TEX10	302.032
TEX14	11.5115	removed	removed
TEX261	4871.8719	TEX261	3535.8121
TEX264	1769.2693	TEX264	540.3222
TEX2	1387.3874	TEX2	1625.4137
TEX9	87.5876	TEX9	19.6413
TFAM	396.8969	TFAM	584.4226
TFAP2A	1389.2192	TFAP2A	32.2414
TFAP2B	1665.6657	TFAP2B	31.1297
TFAP2C	9414.4144	TFAP2C	126.7422
removed	removed	TFAP2E	7.4118
TFAP4	370.3704	TFAP4	172.325
TFB1M	167.1672	TFB1M	118.5892
TFB2M	1474.4745	TFB2M	329.0851
TFCP2L1	631.6316	TFCP2L1	19.6413
TFCP2	932.9329	TFCP2	639.2701
TFDP1	2073.0731	TFDP1	1260.3812
TFDP2	518.018	TFDP2	587.0167
TFE3	714.2142	TFE3	3068.4964
TFEB	129.6296	TFEB	351.6912
TFEC	15.5155	TFEC	18.5296
removed	removed	TFF3	146.7542
TFG	5159.6597	TFG	1759.5677
TFIP11	858.5536	TFIP11	741.9387
TFPI2	19.5195	TFPI2	304.9967
TFPI	399.3994	TFPI	1219.2456
TFPT	156.7217	TFPT	128.7508
TFRC	1035.5355	TFRC	1279.6519
TF	784.7848	TF	19509.4112
TGDS	407.4074	TGDS	379.4855
TGFA	1194.6947	TGFA	48.5475
TGFB1I1	235.2352	TGFB1I1	410.6152
TGFB1	189.1892	TGFB1	322.0439
TGFB2	1043.043	TGFB2	168.6191
TGFB3	186.1862	TGFB3	465.0921
TGFBI	684.6847	TGFBI	1990.8167
TGFBR1	1937.4374	TGFBR1	1483.4772
TGFBR2	2616.1161	TGFBR2	14207.3607
TGFBR3	386.8869	TGFBR3	7363.6502
TGFBRAP1	112.1121	TGFBRAP1	374.6679
TGIF1	3026.026	TGIF1	509.5631
