gene_id	TCGA-A7-A13G-01A-11R-A13Q-07	gene_id	TCGA-A7-A13G-11A-51R-A13Q-07
SEC63	2978.1395	SEC63	3427.0028
SECISBP2L	1427.5913	SECISBP2L	3662.0577
SECISBP2	1478.9803	SECISBP2	882.8792
SECTM1	272.2809	SECTM1	140.3009
SEH1L	584.3815	SEH1L	823.0988
SEL1L3	183.4936	SEL1L3	455.063
SEL1L	5494.3163	SEL1L	5245.2216
SELENBP1	8139.6381	SELENBP1	5644.1643
SELE	29.0576	SELE	793.412
SELK	348.1536	SELK	562.0171
SELL	54.3486	SELL	103.294
SELM	1395.036	SELM	468.8898
SELO	262.0569	SELO	187.0679
SELPLG	322.5937	SELPLG	262.7084
SELP	23.9457	SELP	815.3721
SELS	1003.834	SELS	655.551
SELT	2874.8234	SELT	1741.3583
SEMA3A	12.3764	SEMA3A	282.2285
SEMA3B	452.5459	SEMA3B	224.4815
SEMA3C	1566.1532	SEMA3C	2578.6905
SEMA3D	28.5195	SEMA3D	289.5486
SEMA3E	7.5335	SEMA3E	189.9146
SEMA3F	2307.3922	SEMA3F	527.4502
SEMA3G	525.7281	SEMA3G	6295.242
SEMA4A	1170.9155	SEMA4A	27.6535
SEMA4B	3567.9021	SEMA4B	370.0691
SEMA4C	952.176	SEMA4C	505.8967
SEMA4D	394.1616	SEMA4D	141.1143
SEMA4F	249.9496	SEMA4F	442.0496
SEMA4G	100.0659	SEMA4G	98.5767
SEMA5A	377.4803	SEMA5A	755.9984
SEMA5B	10.224	SEMA5B	43.5136
SEMA6A	368.0635	SEMA6A	893.8593
SEMA6B	127.2617	SEMA6B	259.0484
SEMA6C	98.7422	SEMA6C	246.4416
SEMA6D	340.3511	SEMA6D	489.6299
SEMA7A	80.9847	SEMA7A	24.4002
SENP1	570.6599	SENP1	438.7963
SENP2	1034.2369	SENP2	955.2664
SENP3	763.2475	SENP3	728.9671
SENP5	493.7109	SENP5	804.392
SENP6	2134.6607	SENP6	2129.3209
SENP7	329.8581	SENP7	620.5775
SENP8	83.9443	SENP8	48.8003
SEP15	2549.2702	SEP15	2810.4921
SEPHS1	1197.2826	SEPHS1	884.0992
SEPHS2	3854.1737	SEPHS2	1047.1736
SEPN1	5014.327	SEPN1	3100.0407
SEPP1	5560.3901	SEPP1	33234.3026
SEPSECS	574.6956	SEPSECS	479.8699
SEPT10	1564.0008	SEPT10	2859.2924
SEPT11	2674.9176	SEPT11	8511.1834
SEPT12	30.672	removed	removed
SEPT1	28.7886	SEPT1	47.5803
SEPT2	13060.335	SEPT2	17457.5031
SEPT3	62.4201	SEPT3	7.32
SEPT4	166.8124	SEPT4	877.5925
SEPT5	523.3067	SEPT5	172.0211
SEPT6	1294.6795	SEPT6	509.5567
SEPT7P2	344.3869	SEPT7P2	192.7613
SEPT7	3587.2738	SEPT7	4490.0366
SEPT8	2335.188	SEPT8	1105.9455
SEPT9	5798.8834	SEPT9	1663.2778
SEPW1	1764.7138	SEPW1	2110.6141
SEPX1	475.4153	SEPX1	583.5706
SERAC1	311.5625	SERAC1	174.4612
SERBP1	5051.7253	SERBP1	6456.283
SERF1A	320.1722	SERF1A	194.388
SERF2	7654.5988	SERF2	5212.1919
SERGEF	472.9939	SERGEF	272.0618
SERHL2	88.0393	SERHL2	35.1037
SERHL	136.1404	SERHL	63.4404
SERINC1	8691.7334	SERINC1	15050.0203
SERINC2	2787.6505	SERINC2	41.0736
SERINC3	3061.2767	SERINC3	5541.6836
SERINC4	9.8043	SERINC4	6.7792
SERINC5	202.0582	SERINC5	188.2879
SERP1	6069.5931	SERP1	3135.8276
SERP2	88.7872	SERP2	30.5002
SERPINA11	2722.2708	removed	removed
SERPINA12	14.2598	removed	removed
SERPINA1	682.0475	SERPINA1	169.5811
SERPINA3	33876.6395	SERPINA3	89.4673
SERPINA5	330.6652	SERPINA5	215.5348
SERPINA9	11.5692	removed	removed
SERPINB1	1173.3369	SERPINB1	1346.0756
SERPINB2	8.3406	SERPINB2	20.7401
SERPINB5	859.891	removed	removed
SERPINB6	2954.4629	SERPINB6	4203.3347
SERPINB7	5.112	SERPINB7	6.9134
SERPINB8	149.324	SERPINB8	224.8882
SERPINB9	102.2399	SERPINB9	462.7898
SERPINC1	6.4573	removed	removed
removed	removed	SERPIND1	7.7267
SERPINE1	842.1336	SERPINE1	892.6393
SERPINE2	340.0821	SERPINE2	371.6958
SERPINF1	850.2052	SERPINF1	15324.9288
SERPINF2	17.7574	SERPINF2	46.3603
SERPING1	1833.8602	SERPING1	15470.1098
SERPINH1	2159.4135	SERPINH1	3120.7808
SERPINI1	689.0428	SERPINI1	281.4152
SERTAD1	338.1987	SERTAD1	286.2952
SERTAD2	1532.7907	SERTAD2	1392.0293
SERTAD3	844.8241	SERTAD3	720.2115
SERTAD4	838.0978	SERTAD4	80.9272
SESN1	376.6732	SESN1	1150.061
SESN2	182.4174	SESN2	690.5246
SESN3	1017.0176	SESN3	462.3831
SESTD1	2567.5657	SESTD1	4272.4685
SETBP1	1043.9228	SETBP1	607.1574
SETD1A	981.5027	SETD1A	526.6368
SETD1B	1221.4973	SETD1B	880.8459
SETD2	2675.7248	SETD2	2997.56
SETD3	1623.1923	SETD3	2147.621
SETD4	385.5519	SETD4	239.9349
SETD5	2806.2151	SETD5	2530.7035
SETD6	173.5387	SETD6	229.695
SETD7	5465.7967	SETD7	8349.7357
SETD8	861.5053	SETD8	652.2977
SETDB1	1781.6641	SETDB1	828.7922
SETDB2	390.3948	SETDB2	427.8162
SETMAR	997.1077	SETMAR	564.4571
SETX	2508.1052	SETX	3407.076
SET	5892.2446	SET	3484.3432
SEZ6L2	3432.8378	SEZ6L2	29.2802
SF1	4179.1888	SF1	3737.6983
SF3A1	3600.8852	SF3A1	3148.4303
SF3A2	881.1462	SF3A2	596.9906
SF3A3	1576.1082	SF3A3	1533.5502
SF3B14	955.4046	SF3B14	893.046
SF3B1	9411.1791	SF3B1	8400.1627
SF3B2	4503.9349	SF3B2	3981.2932
SF3B3	2409.363	SF3B3	3024.8068
SF3B4	2959.3058	SF3B4	889.7926
SF3B5	1030.4702	SF3B5	874.3392
SF4	575.2337	SF4	289.5486
SFI1	810.1164	SFI1	114.2741
SFMBT1	996.3005	SFMBT1	224.8882
SFMBT2	153.3598	SFMBT2	77.6739
SFN	474.506	SFN	5.6934
SFPQ	5296.622	SFPQ	2146.7995
SFRP1	127.5308	SFRP1	6614.0708
SFRP2	6600.6592	SFRP2	795.0386
SFRP4	453.6221	SFRP4	632.7776
SFRS11	4267.707	SFRS11	3488.8166
SFRS12IP1	609.9415	SFRS12IP1	811.3054
SFRS12	1963.2744	SFRS12	1340.7889
SFRS13A	1773.0544	SFRS13A	1500.61
removed	removed	SFRS13B	8.9467
SFRS14	2183.1143	SFRS14	985.8398
SFRS15	887.3344	SFRS15	747.0516
SFRS16	594.8746	SFRS16	179.3412
SFRS17A	554.5167	SFRS17A	416.8361
SFRS18	2237.9767	SFRS18	2689.3046
SFRS1	6035.9185	SFRS1	3788.1253
SFRS2B	1752.8755	SFRS2B	1083.3672
SFRS2IP	3163.7856	SFRS2IP	4090.2806
SFRS2	3389.2056	SFRS2	2426.2139
SFRS3	5012.4437	SFRS3	4494.1033
SFRS4	1246.5191	SFRS4	2017.0801
SFRS5	7331.1361	SFRS5	5426.1895
SFRS6	5318.3561	SFRS6	2949.1663
SFRS7	2199.7713	SFRS7	1973.5665
SFRS8	873.0746	SFRS8	724.6848
SFRS9	1822.56	SFRS9	1040.2603
SFT2D1	527.3424	SFT2D1	571.7771
SFT2D2	111.1186	SFT2D2	62.2204
SFT2D3	428.3312	SFT2D3	307.442
removed	removed	SFTA1P	63.0338
SFTPD	16.1431	removed	removed
SFXN1	563.9335	SFXN1	372.9158
SFXN2	778.3682	SFXN2	221.2281
SFXN3	863.1197	SFXN3	1026.4335
SFXN4	464.1152	SFXN4	457.9097
SFXN5	1636.3759	SFXN5	91.9073
removed	removed	SGCA	14.2334
SGCB	220.3538	SGCB	3286.7019
SGCD	240.5327	SGCD	1047.987
SGCE	101.1637	SGCE	1442.863
removed	removed	SGCG	298.902
SGEF	313.7149	SGEF	918.2595
SGIP1	52.7342	SGIP1	67.9138
SGK196	68.8774	SGK196	35.7869
SGK1	397.3902	SGK1	1026.4335
SGK223	1010.0222	SGK223	723.4648
SGK269	698.4597	SGK269	3215.9414
SGK2	26.3671	SGK2	733.2249
SGK3	1023.4425	SGK3	432.4075
SGK494	61.0802	SGK494	23.1802
SGMS1	816.8427	SGMS1	957.7064
SGMS2	333.0867	SGMS2	394.4693
SGOL1	30.1339	removed	removed
SGOL2	145.0192	SGOL2	78.8939
SGPL1	3145.7591	SGPL1	2110.2074
SGPP1	89.0563	SGPP1	646.6043
SGPP2	80.7157	removed	removed
SGSH	817.3808	SGSH	500.61
SGSM1	66.994	SGSM1	49.207
SGSM2	1918.8807	SGSM2	688.8979
SGSM3	1271.81	SGSM3	459.5364
SGTA	1285.5317	SGTA	862.1391
SGTB	89.3549	SGTB	356.1651
SH2B1	775.4086	SH2B1	617.7308
SH2B2	12.6455	SH2B2	6.1
SH2B3	645.9945	SH2B3	1420.4961
removed	removed	SH2D1A	10.5734
SH2D1B	5.112	SH2D1B	10.1667
SH2D3A	224.3896	SH2D3A	8.5401
SH2D3C	148.2478	SH2D3C	590.0773
SH2D4A	1498.6211	SH2D4A	146.8076
SH3BGRL2	101.1637	SH3BGRL2	1807.6454
SH3BGRL3	1942.2883	SH3BGRL3	1913.7861
SH3BGRL	8428.0164	SH3BGRL	2834.0789
SH3BGR	147.7097	SH3BGR	98.0073
SH3BP1	185.0811	SH3BP1	60.5937
SH3BP2	1096.1189	SH3BP2	1079.7072
SH3BP4	4106.5447	SH3BP4	1164.7011
SH3BP5L	1294.4104	SH3BP5L	525.8235
SH3BP5	875.757	SH3BP5	2715.4168
SH3D19	1139.4363	SH3D19	8658.3977
SH3GL1	1213.9638	SH3GL1	887.3526
removed	removed	SH3GL2	13.0134
SH3GLB1	2187.664	SH3GLB1	9332.2489
SH3GLB2	1220.9592	SH3GLB2	408.7027
SH3KBP1	364.2968	SH3KBP1	3739.7316
SH3PXD2A	2341.8309	SH3PXD2A	2279.3819
SH3PXD2B	1028.5868	SH3PXD2B	920.2928
SH3RF1	2254.927	SH3RF1	825.9455
SH3RF2	425.3716	SH3RF2	99.2273
SH3RF3	123.495	SH3RF3	326.5555
SH3TC1	181.6103	SH3TC1	90.6873
SH3TC2	10.7621	SH3TC2	83.7739
SH3YL1	2318.1543	SH3YL1	451.8097
SHANK1	17.7574	removed	removed
SHANK2	1971.7038	SHANK2	103.6153
SHANK3	270.6666	SHANK3	2176.9012
SHARPIN	812.5378	SHARPIN	660.8377
removed	removed	SHBG	6.1
SHB	669.133	SHB	204.5547
SHC1	5133.2481	SHC1	2906.0594
SHC2	509.3159	SHC2	272.0618
removed	removed	SHC3	11.7934
SHC4	6.1882	SHC4	7.7267
SHCBP1	51.1199	SHCBP1	15.8601
SHE	105.1994	SHE	1351.3623
SHFM1	582.2291	SHFM1	869.0525
SHF	73.7203	SHF	52.0537
SHISA2	62.1511	SHISA2	23.5868
removed	removed	SHISA3	65.0671
SHISA4	257.214	SHISA4	143.5543
SHISA5	2421.2013	SHISA5	2609.5974
SHISA6	9.4168	SHISA6	43.5136
SHISA9	38.4745	removed	removed
SHKBP1	944.3734	SHKBP1	395.2826
SHMT1	506.838	SHMT1	3220.7198
SHMT2	1084.8187	SHMT2	743.7983
SHOC2	1641.4879	SHOC2	2023.1802
SHOX2	39.0126	SHOX2	205.368
SHPK	430.9222	SHPK	463.9162
SHPRH	576.423	SHPRH	1009.1297
SHQ1	815.7665	SHQ1	305.8154
SHROOM1	2468.8236	SHROOM1	173.6478
SHROOM2	401.9641	SHROOM2	30.0935
SHROOM3	8113.271	SHROOM3	87.0272
SHROOM4	651.1065	SHROOM4	1626.6775
SIAE	1238.8216	SIAE	825.7625
SIAH1	312.7087	SIAH1	558.0073
SIAH2	3952.1087	SIAH2	462.7898
SIDT1	1216.1162	SIDT1	170.8011
SIDT2	1611.2087	SIDT2	3417.6657
SIGIRR	688.5047	SIGIRR	163.0744
SIGLEC10	95.7826	SIGLEC10	15.4534
removed	removed	SIGLEC11	21.5535
SIGLEC14	19.1027	SIGLEC14	34.9736
SIGLEC15	31.4791	removed	removed
removed	removed	SIGLEC16	10.5734
SIGLEC1	26.0981	SIGLEC1	1359.4957
SIGLEC5	11.8383	SIGLEC5	15.0468
removed	removed	SIGLEC6	16.6734
SIGLEC7	13.1836	SIGLEC7	8.9467
SIGLEC8	47.3532	SIGLEC8	19.5201
SIGLEC9	26.0981	SIGLEC9	13.8268
SIGLECP3	5.112	SIGLECP3	15.0468
SIGMAR1	1056.0301	SIGMAR1	882.4725
SIK1	211.206	SIK1	560.7971
SIK2	613.7082	SIK2	13083.7739
SIK3	4735.0508	SIK3	1071.1671
SIKE1	729.6697	SIKE1	1102.8874
SIL1	928.4994	SIL1	540.4636
SILV	39.5507	SILV	9.7601
removed	removed	SIM1	121.5941
SIM2	30.1339	SIM2	27.2468
SIN3A	2773.9288	SIN3A	2016.2668
SIN3B	948.6783	SIN3B	962.1797
SIP1	136.1404	SIP1	117.9341
SIPA1L1	878.9937	SIPA1L1	478.6499
SIPA1L2	412.7262	SIPA1L2	634.8109
SIPA1L3	2686.7559	SIPA1L3	221.2281
SIPA1	423.7573	SIPA1	352.1757
SIRPA	422.4121	SIRPA	3144.7743
SIRPB1	39.8197	SIRPB1	213.0948
SIRPB2	30.672	SIRPB2	75.6405
removed	removed	SIRPG	7.32
SIRT1	1050.111	SIRT1	1279.7885
SIRT2	834.3311	SIRT2	1848.719
SIRT3	752.7679	SIRT3	537.7755
SIRT4	23.1385	SIRT4	21.9601
SIRT5	348.4227	SIRT5	459.1297
SIRT6	216.049	SIRT6	69.9471
SIRT7	252.102	SIRT7	115.0874
removed	removed	SIT1	6.1
SIVA1	588.4173	SIVA1	479.4632
SIX1	39.0126	SIX1	545.3436
SIX2	41.9722	SIX2	58.1537
SIX4	162.7766	SIX4	107.7674
SIX5	765.1846	SIX5	377.3892
SKA1	29.0576	removed	removed
SKA2	493.4419	SKA2	535.1769
SKA3	61.3897	removed	removed
SKAP1	174.3459	SKAP1	22.7735
SKAP2	250.4877	SKAP2	1647.011
SKIL	4214.7037	SKIL	712.8914
SKIV2L2	2003.869	SKIV2L2	1981.7975
SKIV2L	1469.133	SKIV2L	526.6368
SKI	1668.6621	SKI	3084.1806
SKP1	5831.9769	SKP1	5156.5677
SKP2	66.4559	SKP2	193.9813
SLA2	7.8025	SLA2	12.6068
removed	removed	SLAIN1	60.1871
SLAIN2	2228.2908	SLAIN2	2062.6271
removed	removed	SLAMF1	5.2867
removed	removed	SLAMF6	26.4335
SLAMF7	27.4433	SLAMF7	25.6202
SLAMF8	74.9472	SLAMF8	55.1972
SLAMF9	38.2054	removed	removed
SLA	145.2882	SLA	199.268
SLBP	724.8268	SLBP	783.6519
SLC10A3	363.4896	SLC10A3	414.8028
SLC10A6	6.9954	SLC10A6	93.9406
SLC10A7	259.9045	SLC10A7	265.1484
SLC11A1	29.3267	SLC11A1	27.6535
SLC11A2	1806.1478	SLC11A2	805.2054
SLC12A1	11.3002	removed	removed
SLC12A2	3643.5058	SLC12A2	851.9723
SLC12A4	588.1482	SLC12A4	1530.6629
SLC12A6	358.9615	SLC12A6	1082.3099
SLC12A7	1698.5269	SLC12A7	1199.268
SLC12A8	844.286	SLC12A8	17.4868
SLC12A9	348.4227	SLC12A9	331.0289
SLC13A2	37.9364	removed	removed
SLC13A3	46.277	SLC13A3	46.3603
removed	removed	SLC13A5	8.5401
SLC14A1	22.0623	SLC14A1	32.9402
SLC14A2	5.381	SLC14A2	89.8739
SLC15A2	22.8694	SLC15A2	40.2603
SLC15A3	212.2822	SLC15A3	530.7035
SLC15A4	387.7043	SLC15A4	581.9439
removed	removed	SLC16A10	26.8402
SLC16A11	7.2644	SLC16A11	10.1667
SLC16A12	5.9191	SLC16A12	87.0272
SLC16A13	89.0563	SLC16A13	26.8402
SLC16A14	152.2836	SLC16A14	289.9553
SLC16A1	2583.4398	SLC16A1	997.1533
SLC16A2	225.1967	SLC16A2	1508.3367
SLC16A3	177.0364	SLC16A3	43.9203
SLC16A4	504.2039	SLC16A4	146.401
SLC16A5	203.1345	SLC16A5	105.3274
SLC16A6	396.8521	SLC16A6	6.1
SLC16A7	11.0311	SLC16A7	2581.1305
SLC16A8	9.9549	removed	removed
SLC16A9	121.3426	SLC16A9	32.5336
SLC17A5	1386.6954	SLC17A5	783.2452
removed	removed	SLC17A7	229.7682
SLC17A9	29.8648	SLC17A9	15.0468
SLC18A2	28.5195	SLC18A2	21.9601
SLC19A1	96.3207	SLC19A1	586.0106
SLC19A2	2924.06	SLC19A2	1389.5893
SLC19A3	40.3578	SLC19A3	18921.1061
SLC1A1	267.9761	SLC1A1	236.2749
SLC1A2	201.7892	SLC1A2	9.7601
SLC1A3	146.9025	SLC1A3	5893.8593
SLC1A4	3227.551	SLC1A4	352.1757
SLC1A5	1468.7563	SLC1A5	6065.0671
removed	removed	SLC1A7	100.0407
SLC20A1	1314.8584	SLC20A1	539.2436
SLC20A2	1258.3574	SLC20A2	655.1444
SLC22A10	19.6408	removed	removed
removed	removed	SLC22A12	36.6002
SLC22A15	250.4877	SLC22A15	44.327
SLC22A17	898.0965	SLC22A17	198.8613
SLC22A18AS	24.4838	SLC22A18AS	6.5067
SLC22A18	768.9514	SLC22A18	161.4477
SLC22A23	785.942	SLC22A23	710.2033
removed	removed	SLC22A25	22.7735
removed	removed	SLC22A3	1599.8373
SLC22A4	54.7575	SLC22A4	13.0134
SLC22A5	748.7724	SLC22A5	158.1944
SLC23A1	17.4884	removed	removed
SLC23A2	644.1111	SLC23A2	1272.8752
removed	removed	SLC23A3	7.5356
SLC24A1	802.4968	SLC24A1	491.0777
SLC24A2	47.8913	removed	removed
SLC24A3	104.1232	SLC24A3	625.8642
removed	removed	SLC24A4	15.8601
SLC24A5	18.5	removed	removed
SLC24A6	712.7194	SLC24A6	654.331
SLC25A10	697.3835	SLC25A10	1352.3302
SLC25A11	829.4881	SLC25A11	862.5458
SLC25A12	1250.5549	SLC25A12	579.0972
SLC25A13	143.6739	SLC25A13	375.7625
SLC25A14	180.5341	SLC25A14	91.9073
SLC25A15	869.7814	SLC25A15	122.7857
SLC25A16	605.9057	SLC25A16	997.56
SLC25A17	970.4715	SLC25A17	447.743
SLC25A18	10.493	SLC25A18	166.3278
SLC25A19	150.6693	SLC25A19	137.8609
SLC25A1	908.3204	SLC25A1	3928.0195
SLC25A20	356.4942	SLC25A20	1028.0602
SLC25A21	11.5935	SLC25A21	18.6702
SLC25A22	842.4026	SLC25A22	459.9431
SLC25A23	1301.1367	SLC25A23	2698.2513
SLC25A24	2449.4518	SLC25A24	1362.7491
SLC25A25	562.3192	SLC25A25	1604.3107
SLC25A26	349.9993	SLC25A26	460.6913
SLC25A27	11.8383	SLC25A27	371.2891
SLC25A28	742.8533	SLC25A28	687.2712
SLC25A29	802.3138	SLC25A29	206.1814
SLC25A30	532.1854	SLC25A30	762.9118
SLC25A32	334.545	SLC25A32	649.7885
SLC25A33	384.7447	SLC25A33	915.8194
SLC25A34	13.9907	SLC25A34	169.5811
SLC25A35	511.8396	SLC25A35	241.1305
SLC25A36	1545.7053	SLC25A36	2281.0085
SLC25A37	611.2867	SLC25A37	416.8361
SLC25A38	659.4471	SLC25A38	850.7523
SLC25A39	2002.825	SLC25A39	1199.268
SLC25A3	4779.4444	SLC25A3	10516.8768
SLC25A40	124.3021	SLC25A40	163.4811
SLC25A42	271.4737	SLC25A42	538.8369
SLC25A43	308.6029	SLC25A43	665.3111
SLC25A44	1491.3567	SLC25A44	915.4128
SLC25A45	234.8826	SLC25A45	142.3343
SLC25A46	632.2728	SLC25A46	1208.2147
SLC25A4	834.062	SLC25A4	781.2119
SLC25A5	2827.4702	SLC25A5	4492.0699
SLC25A6	5436.201	SLC25A6	8391.6226
SLC26A10	5.8035	SLC26A10	6.9378
SLC26A11	394.9687	SLC26A11	149.6543
SLC26A1	131.8491	SLC26A1	8.1334
SLC26A2	976.9288	SLC26A2	737.2916
SLC26A3	15.605	removed	removed
removed	removed	SLC26A4	61.4071
SLC26A5	9.4168	removed	removed
SLC26A6	292.4221	SLC26A6	102.3465
SLC26A7	5.112	SLC26A7	24.8068
SLC26A8	47.3532	removed	removed
SLC27A1	700.8811	SLC27A1	1487.5966
SLC27A2	892.1773	SLC27A2	1145.181
SLC27A3	337.3915	SLC27A3	904.026
SLC27A4	565.5479	SLC27A4	235.8682
SLC27A5	84.7595	SLC27A5	59.1094
removed	removed	SLC27A6	24.4002
SLC28A3	778.9063	removed	removed
SLC29A1	2485.7739	SLC29A1	4112.6474
SLC29A2	146.6604	SLC29A2	154.5018
SLC29A3	456.5817	SLC29A3	128.5075
SLC29A4	23.9457	SLC29A4	2509.9634
SLC2A10	1744.8039	SLC2A10	751.525
SLC2A11	179.1888	SLC2A11	168.7678
SLC2A12	25.829	SLC2A12	58.5604
SLC2A13	154.7051	SLC2A13	335.0956
removed	removed	SLC2A14	20.3335
SLC2A1	1115.2216	SLC2A1	520.9435
SLC2A3	145.0192	SLC2A3	1243.1883
SLC2A4RG	1092.3522	SLC2A4RG	1809.6787
SLC2A4	12.9145	SLC2A4	5302.1553
SLC2A5	12.6455	SLC2A5	250.915
SLC2A6	27.7124	SLC2A6	36.6002
SLC2A8	249.9496	SLC2A8	382.2692
SLC2A9	58.9224	SLC2A9	16.6734
SLC30A1	1177.1037	SLC30A1	347.7023
SLC30A2	103.5851	removed	removed
SLC30A4	119.4592	SLC30A4	246.4416
SLC30A5	1881.4825	SLC30A5	1328.9955
SLC30A6	373.7136	SLC30A6	530.7035
SLC30A7	1230.1069	SLC30A7	647.4176
SLC30A8	166.2743	removed	removed
SLC30A9	1886.0564	SLC30A9	1453.843
SLC31A1	1534.4051	SLC31A1	1031.7202
SLC31A2	431.8289	SLC31A2	885.7259
SLC33A1	978.8121	SLC33A1	582.3505
SLC34A2	86.6348	removed	removed
SLC35A1	652.2069	SLC35A1	531.1102
SLC35A2	1258.6265	SLC35A2	258.6417
SLC35A3	862.5816	SLC35A3	397.7227
SLC35A4	2601.7354	SLC35A4	2424.9695
SLC35A5	695.231	SLC35A5	948.353
SLC35B1	600.2556	SLC35B1	457.5031
SLC35B2	1090.1998	SLC35B2	638.8776
SLC35B3	953.5212	SLC35B3	519.7235
SLC35B4	156.0503	SLC35B4	656.771
SLC35C1	431.8289	SLC35C1	832.4522
SLC35C2	905.899	SLC35C2	542.4969
SLC35D1	984.4622	SLC35D1	567.3038
SLC35D2	343.3107	SLC35D2	361.9357
SLC35E1	3261.4246	SLC35E1	1964.6198
SLC35E2	4887.0357	SLC35E2	2302.0699
SLC35E2	204.5093	SLC35E2	58.2391
SLC35E3	525.4591	SLC35E3	173.6478
SLC35E4	43.8528	SLC35E4	28.4709
removed	removed	SLC35F1	50.8337
SLC35F2	401.1569	SLC35F2	70.7605
SLC35F3	46.0079	removed	removed
SLC35F5	930.1137	SLC35F5	890.1993
SLC36A1	185.6461	SLC36A1	390.8093
removed	removed	SLC36A2	35.3802
SLC36A4	30.672	SLC36A4	89.8739
SLC37A1	966.9738	SLC37A1	84.1806
SLC37A2	159.548	SLC37A2	231.8015
SLC37A3	632.2728	SLC37A3	819.4388
SLC37A4	485.1012	SLC37A4	367.2224
SLC38A10	2804.3317	SLC38A10	1355.429
SLC38A11	6.1882	SLC38A11	8.5401
SLC38A1	14575.0992	SLC38A1	451.8097
SLC38A2	2249.2769	SLC38A2	4253.7617
SLC38A3	8.0716	SLC38A3	29.2802
removed	removed	SLC38A4	24.4002
SLC38A5	44.9317	SLC38A5	25.2135
SLC38A6	123.495	SLC38A6	196.828
SLC38A7	122.9569	SLC38A7	216.7548
SLC38A9	282.7739	SLC38A9	208.6214
SLC39A10	798.5471	SLC39A10	668.5645
SLC39A11	1061.1421	SLC39A11	327.3688
SLC39A13	623.6631	SLC39A13	476.6165
SLC39A14	1194.0539	SLC39A14	3100.4473
SLC39A1	4580.8838	SLC39A1	1350.9557
SLC39A3	437.2099	SLC39A3	257.4217
SLC39A4	185.377	SLC39A4	54.4937
SLC39A6	34539.8534	SLC39A6	2300.9353
SLC39A7	5946.8622	SLC39A7	1100.854
SLC39A8	213.6275	SLC39A8	360.3091
SLC39A9	4486.1774	SLC39A9	2302.562
SLC3A2	2036.4566	SLC3A2	2140.3009
SLC40A1	3820.2731	SLC40A1	3690.1179
SLC41A1	635.7705	SLC41A1	1627.4908
SLC41A2	199.9058	SLC41A2	331.8422
SLC41A3	561.243	SLC41A3	808.4587
SLC43A1	715.41	SLC43A1	689.3046
SLC43A2	212.0132	SLC43A2	458.7231
SLC43A3	619.6812	SLC43A3	1591.7039
SLC44A1	3194.7266	SLC44A1	2249.2883
SLC44A2	4220.6229	SLC44A2	5206.1814
SLC44A3	425.9097	SLC44A3	72.3871
SLC44A4	5745.6111	SLC44A4	8.5401
SLC44A5	9.6859	SLC44A5	7.7267
SLC45A1	120.5354	SLC45A1	51.647
SLC45A3	181.0722	SLC45A3	46.3603
SLC45A4	555.3239	SLC45A4	154.1277
SLC46A1	1399.6502	SLC46A1	950.6344
SLC46A2	7.5335	SLC46A2	9.7601
SLC46A3	1005.9864	SLC46A3	917.8528
SLC47A1	13.4526	SLC47A1	42.2936
SLC48A1	676.6664	SLC48A1	1136.6409
SLC4A11	112.1948	removed	removed
SLC4A1AP	757.3821	SLC4A1AP	623.8308
removed	removed	SLC4A1	12.6068
SLC4A2	1120.5004	SLC4A2	1092.7084
SLC4A3	86.6348	SLC4A3	30.9069
SLC4A4	8184.8389	SLC4A4	1883.2859
SLC4A5	247.9344	SLC4A5	66.649
SLC4A7	1869.6442	SLC4A7	355.429
SLC4A8	171.9244	SLC4A8	14.6401
removed	removed	SLC5A12	6.9134
SLC5A1	705.7241	removed	removed
SLC5A3	654.1521	SLC5A3	2760.8174
SLC5A6	1595.1221	SLC5A6	1453.416
SLC5A9	29.5957	SLC5A9	10.1667
SLC6A10P	5.6501	SLC6A10P	5.2867
SLC6A11	18.2956	removed	removed
SLC6A12	15.336	removed	removed
removed	removed	SLC6A16	99.2273
SLC6A17	19.3718	removed	removed
SLC6A1	18.8337	SLC6A1	43.107
SLC6A20	20.1789	SLC6A20	5.6934
removed	removed	SLC6A2	32.1269
SLC6A4	77.4871	SLC6A4	13.4201
SLC6A6	881.4152	SLC6A6	905.246
SLC6A8	655.1423	SLC6A8	2094.754
SLC6A9	174.5154	SLC6A9	53.2737
SLC7A10	5.9541	SLC7A10	2707.8691
SLC7A11	43.3174	SLC7A11	6.5067
SLC7A13	5.381	removed	removed
SLC7A1	910.2038	SLC7A1	455.8764
SLC7A2	50.0437	SLC7A2	1901.586
SLC7A4	469.4962	SLC7A4	95.1606
SLC7A5	237.3041	SLC7A5	17.0801
SLC7A6OS	95.4866	SLC7A6OS	172.1716
SLC7A6	591.4038	SLC7A6	4855.8886
SLC7A7	139.9072	SLC7A7	250.1017
SLC7A8	3540.4587	SLC7A8	893.4526
SLC8A1	101.9708	SLC8A1	379.8292
SLC8A2	30.1339	removed	removed
removed	removed	SLC8A3	20.7401
SLC9A1	3080.6484	SLC9A1	651.4843
SLC9A2	18.0265	removed	removed
SLC9A3R1	8604.2914	SLC9A3R1	710.0447
SLC9A3R2	1488.3971	SLC9A3R2	973.5665
SLC9A5	26.0981	SLC9A5	37.0069
SLC9A6	150.9383	SLC9A6	623.4242
SLC9A7	408.9594	SLC9A7	7.7267
SLC9A8	913.7015	SLC9A8	573.8105
SLC9A9	32.8244	SLC9A9	848.719
