gene_id	TCGA-BH-A0C3-01A-21R-A12P-07	gene_id	TCGA-BH-A0C3-11A-23R-A12P-07
ANKRD57	398.0541	ANKRD57	813.9911
ANKRD58	10.1523	ANKRD58	7.2786
ANKRD5	395.5161	ANKRD5	208.2491
ANKRD6	228.2318	ANKRD6	378.4755
ANKRD9	52.4535	ANKRD9	76.021
ANKS1A	1012.2673	ANKS1A	1663.1622
ANKS1B	48.2234	ANKS1B	113.2228
ANKS3	235.6176	ANKS3	275.7784
ANKS6	187.8173	ANKS6	234.9373
ANKZF1	554.5685	ANKZF1	1169.4298
ANLN	836.2944	ANLN	98.2612
ANO10	884.9408	ANO10	785.281
ANO1	2975.4653	ANO1	12847.1492
ANO2	26.2267	ANO2	35.9887
ANO3	40.6091	ANO3	9.3004
ANO4	8.0372	ANO4	10.1092
ANO5	86.7174	ANO5	39.2236
ANO6	4882.4027	ANO6	3399.5148
ANO7	10.1523	ANO7	9.3004
ANO8	317.2589	ANO8	362.313
ANO9	114.6362	ANO9	273.3522
ANP32A	2292.3012	ANP32A	2059.0376
ANP32B	1890.8629	ANP32B	2081.2778
ANP32E	2414.9746	ANP32E	769.9151
ANPEP	648.4772	ANPEP	6336.8378
ANTXR1	4776.2267	ANTXR1	4496.9672
ANTXR2	2079.9492	ANTXR2	1433.886
removed	removed	ANTXRL	8.4917
ANUBL1	254.2301	ANUBL1	190.8613
ANXA11	2974.1963	ANXA11	3412.8589
ANXA1	3525.3807	ANXA1	5390.2143
ANXA2P1	71.489	ANXA2P1	46.0979
ANXA2P2	5299.4924	ANXA2P2	3012.131
ANXA2	14635.7868	ANXA2	9447.6345
ANXA3	99.8308	ANXA3	820.0566
ANXA4	1373.0964	ANXA4	1164.5774
ANXA5	6764.3824	ANXA5	5000.8087
ANXA6	6848.5618	ANXA6	4413.6676
ANXA7	2748.731	ANXA7	2787.7072
ANXA8L2	21.5736	ANXA8L2	1846.3405
ANXA8	32.1489	ANXA8	2864.9414
ANXA9	1667.9357	ANXA9	166.1949
AOAH	167.9357	AOAH	107.1573
AOC2	47.3773	AOC2	25.0708
AOC3	7737.7327	AOC3	2177.5172
AOX1	828.6802	AOX1	283.057
AP1AR	671.3198	AP1AR	676.9106
AP1B1	2615.4822	AP1B1	2921.5528
AP1G1	1947.9695	AP1G1	3042.8629
AP1G2	1165.1819	AP1G2	1825.8633
AP1M1	1051.6074	AP1M1	739.5875
AP1M2	1334.6024	AP1M2	977.7598
AP1S1	736.8866	AP1S1	442.782
AP1S2	533.4179	AP1S2	258.3906
AP1S3	351.5228	AP1S3	99.8787
AP2A1	2197.5254	AP2A1	1536.5791
AP2A2	1219.9662	AP2A2	1570.5621
AP2B1	8830.3723	AP2B1	7811.5649
AP2M1	5778.3418	AP2M1	4676.1019
AP2S1	1555.4146	AP2S1	799.8383
AP3B1	2033.4179	AP3B1	1370.8047
removed	removed	AP3B2	102.7093
AP3D1	3185.7022	AP3D1	2722.6041
AP3M1	1522.4196	AP3M1	1467.8528
AP3M2	443.3164	AP3M2	630.8128
AP3S1	997.8849	AP3S1	717.7517
AP3S2	1400.9433	AP3S2	1385.4994
AP4B1	334.4966	AP4B1	486.7934
AP4E1	461.5059	AP4E1	271.7347
AP4M1	356.6582	AP4M1	422.6324
AP4S1	39.3401	AP4S1	92.6001
APAF1	547.8003	APAF1	630.004
APBA1	128.5956	APBA1	591.9935
APBA2	81.6413	APBA2	139.911
APBA3	169.6277	APBA3	150.4246
APBB1IP	608.714	APBB1IP	321.4719
APBB1	372.6734	APBB1	785.6854
APBB2	5158.2064	APBB2	1845.1274
APBB3	140.0169	APBB3	505.0546
APC2	10.22	removed	removed
APCDD1L	17.3435	APCDD1L	1344.5208
APCDD1	771.5736	APCDD1	2481.6013
APC	1193.3164	APC	1170.6429
APEH	3289.7631	APEH	1679.7412
APEX1	2558.7986	APEX1	3211.0797
APEX2	1231.3875	APEX2	484.4319
APH1A	14202.1997	APH1A	4520.8249
APH1B	416.2437	APH1B	851.5973
API5	1688.2403	API5	2731.9046
APIP	382.4746	APIP	409.2115
APITD1	201.8274	APITD1	131.5609
APLF	56.2606	APLF	91.7913
APLNR	1758.0372	APLNR	712.0906
APLN	158.2064	APLN	235.7461
APLP1	241.1168	APLP1	59.442
APLP2	12595.1777	APLP2	16142.7416
APOA1BP	4452.1997	APOA1BP	1041.2455
APOB48R	214.467	APOB48R	62.2725
APOBEC3A	20.7276	removed	removed
APOBEC3B	96.0237	APOBEC3B	52.1634
APOBEC3C	231.3875	APOBEC3C	589.9717
APOBEC3D	92.2166	APOBEC3D	135.0586
APOBEC3F	131.9797	APOBEC3F	285.8876
APOBEC3G	271.5736	APOBEC3G	317.4282
APOBEC3H	8.8832	removed	removed
APOB	432.3181	APOB	62.6769
APOC1	1178.511	APOC1	539.4258
APOC2	22.8426	removed	removed
APOD	5319.797	APOD	31547.5131
APOE	4409.0525	APOE	1338.4553
APOF	17.3435	APOF	6.0655
APOL1	1640.8629	APOL1	744.8443
APOL2	1112.5212	APOL2	558.8354
APOL3	1277.9188	APOL3	753.336
APOL4	990.6937	APOL4	671.2495
APOL6	4450.0846	APOL6	1831.7833
APOLD1	1528.3418	APOLD1	484.4319
APOM	32.9949	APOM	61.0594
APOOL	288.9171	APOOL	267.2867
APOO	247.8849	APOO	162.1512
APPBP2	1742.3858	APPBP2	1318.237
APPL1	2057.1066	APPL1	2188.8395
APPL2	1442.8934	APPL2	1633.239
APP	13916.6667	APP	39785.6854
APRT	1267.3435	APRT	1351.3951
APTX	304.1455	APTX	471.8965
AQP11	14.8054	AQP11	19.0053
AQP1	9415.6091	AQP1	10996.1626
removed	removed	AQP2	6.8742
AQP3	181.4721	AQP3	810.3518
removed	removed	AQP4	33.1581
removed	removed	AQP5	277.3959
removed	removed	AQP6	13.3441
AQP7P1	164.5516	AQP7P1	27.9013
AQP7P3	9.3063	removed	removed
AQP7	1060.4907	AQP7	269.3085
AQP9	23.2657	removed	removed
AQPEP	146.214	AQPEP	35.5398
AQR	1394.6701	AQR	1344.9252
ARAF	1118.0203	ARAF	1327.5374
ARAP1	3595.1184	ARAP1	2096.9592
ARAP2	369.2893	ARAP2	422.5637
ARAP3	565.5668	ARAP3	529.721
ARCN1	4136.6328	ARCN1	4348.1601
removed	removed	ARC	34.7756
AREG	166.2437	AREG	753.336
ARF1	10374.7885	ARF1	7522.038
ARF3	5517.7665	ARF3	4459.3611
ARF4	5158.2064	ARF4	3003.2349
ARF5	1921.3198	ARF5	1915.7946
ARF6	2183.5871	ARF6	2356.6518
ARFGAP1	1130.7107	ARFGAP1	929.2357
ARFGAP2	1303.7225	ARFGAP2	2223.615
ARFGAP3	1079.5262	ARFGAP3	1351.3951
ARFGEF1	2621.5398	ARFGEF1	2225.7178
ARFGEF2	2692.8934	ARFGEF2	2835.4226
ARFIP1	894.247	ARFIP1	1024.262
ARFIP2	707.2758	ARFIP2	1461.7873
ARFRP1	420.4738	ARFRP1	338.4553
ARG2	176.5102	ARG2	167.7355
ARGLU1	1481.8105	ARGLU1	4154.4683
ARHGAP10	475.0423	ARHGAP10	385.7663
ARHGAP11A	534.264	ARHGAP11A	66.3162
ARHGAP11B	49.0694	ARHGAP11B	9.7048
ARHGAP12	881.1337	ARHGAP12	1541.0433
ARHGAP15	104.0609	ARHGAP15	71.573
ARHGAP17	1692.0474	ARHGAP17	1121.7145
ARHGAP18	821.489	ARHGAP18	602.1027
ARHGAP19	512.6904	ARHGAP19	1317.8326
ARHGAP1	3318.5279	ARHGAP1	3943.3886
ARHGAP20	195.8545	ARHGAP20	269.7129
ARHGAP21	2420.4738	ARHGAP21	2553.5786
ARHGAP22	41.4552	ARHGAP22	35.9887
ARHGAP23	760.9983	ARHGAP23	846.7448
ARHGAP24	381.5567	ARHGAP24	347.3514
ARHGAP25	422.5888	ARHGAP25	561.666
ARHGAP26	574.4501	ARHGAP26	1221.1888
ARHGAP27	609.5601	ARHGAP27	634.3227
ARHGAP28	234.7716	ARHGAP28	202.9923
ARHGAP29	9308.3756	ARHGAP29	1826.9309
ARHGAP30	821.489	ARHGAP30	392.6405
ARHGAP31	1453.0457	ARHGAP31	942.9842
ARHGAP32	1177.665	ARHGAP32	2289.9313
ARHGAP33	112.5212	ARHGAP33	381.3182
removed	removed	ARHGAP36	1314.5977
ARHGAP39	171.3198	ARHGAP39	236.9592
ARHGAP42	197.5465	ARHGAP42	219.9313
ARHGAP4	361.6751	ARHGAP4	360.6955
ARHGAP5	1642.132	ARHGAP5	2971.6943
ARHGAP6	151.4382	ARHGAP6	254.3469
ARHGAP8	152.6692	ARHGAP8	371.9733
ARHGAP9	152.2843	ARHGAP9	115.649
ARHGDIA	4104.9069	ARHGDIA	3313.3846
ARHGDIB	3830.7953	ARHGDIB	3871.0069
ARHGEF10L	598.5618	ARHGEF10L	1108.3704
ARHGEF10	743.2318	ARHGEF10	1291.9531
ARHGEF11	2356.176	ARHGEF11	1475.5358
ARHGEF12	5269.8816	ARHGEF12	5918.7222
ARHGEF15	744.5008	ARHGEF15	386.1706
ARHGEF16	318.5279	ARHGEF16	202.9923
ARHGEF17	1386.2098	ARHGEF17	2135.0586
ARHGEF18	1120.5584	ARHGEF18	773.15
ARHGEF19	212.775	ARHGEF19	438.7384
ARHGEF1	1504.2301	ARHGEF1	1178.7303
ARHGEF2	1988.1557	ARHGEF2	1872.6243
removed	removed	ARHGEF33	12.9397
ARHGEF35	315.9898	ARHGEF35	367.1654
ARHGEF37	574.0271	ARHGEF37	2029.1144
ARHGEF38	121.4044	ARHGEF38	65.5075
ARHGEF3	1018.1895	ARHGEF3	932.8751
ARHGEF4	116.7513	ARHGEF4	151.6377
ARHGEF5	275.8037	ARHGEF5	473.1096
ARHGEF6	1369.2893	ARHGEF6	2506.6721
ARHGEF7	1424.7039	ARHGEF7	1801.4557
ARHGEF9	417.9357	ARHGEF9	1562.4747
ARID1A	3611.6751	ARID1A	3185.2002
ARID1B	1497.4619	ARID1B	2650.2224
ARID2	1215.736	ARID2	1250.3033
ARID3A	211.5059	ARID3A	36.7974
ARID3B	148.4772	ARID3B	135.8674
ARID4A	644.6701	ARID4A	865.7501
ARID4B	1525.7783	ARID4B	1416.5305
ARID5A	442.0474	ARID5A	1814.3955
ARID5B	1799.4924	ARID5B	3495.3498
ARIH1	1771.9966	ARIH1	2214.719
ARIH2	1600.6768	ARIH2	1913.0611
ARL10	43.9932	ARL10	94.6219
ARL11	31.7259	ARL11	38.4149
ARL13B	299.9154	ARL13B	257.1775
ARL15	523.2657	ARL15	429.8423
ARL16	493.2318	ARL16	490.093
ARL17A	91.3283	ARL17A	129.353
ARL17B	5.0042	ARL17B	6.6357
ARL1	2520.3046	ARL1	2194.905
ARL2BP	1228.4264	ARL2BP	1290.74
ARL2	618.0203	ARL2	877.8811
ARL3	739.0017	ARL3	636.4739
ARL4A	434.8562	ARL4A	2070.3599
ARL4C	828.6802	ARL4C	1961.1808
ARL4D	127.3266	ARL4D	70.7643
ARL5A	1057.1066	ARL5A	535.7865
ARL5B	381.1337	ARL5B	238.5766
ARL6IP1	13176.819	ARL6IP1	3421.3506
ARL6IP4	1681.0491	ARL6IP4	896.0776
ARL6IP5	3979.2724	ARL6IP5	3520.0162
ARL6IP6	266.0745	ARL6IP6	241.0028
ARL6	68.5279	ARL6	77.2341
ARL8A	1085.8714	ARL8A	957.5414
ARL8B	2318.9509	ARL8B	2047.311
removed	removed	ARL9	6.0655
ARMC10	702.9907	ARMC10	672.3008
ARMC1	824.4501	ARMC1	659.5228
ARMC2	31.7259	ARMC2	65.9118
ARMC3	13.5364	removed	removed
removed	removed	ARMC4	16.1747
ARMC5	274.5347	ARMC5	219.167
ARMC6	486.4636	ARMC6	495.3498
ARMC7	511.8443	ARMC7	264.4561
ARMC8	717.4281	ARMC8	748.4836
ARMC9	447.5465	ARMC9	270.5216
ARMCX1	414.5516	ARMCX1	725.0303
ARMCX2	629.4416	ARMCX2	836.2313
ARMCX3	1505.4992	ARMCX3	1707.6425
ARMCX5	350.6768	ARMCX5	522.8467
ARMCX6	141.286	ARMCX6	285.8876
ARNT2	732.2335	ARNT2	479.9838
ARNTL2	75.2961	ARNTL2	28.3057
ARNTL	262.6904	ARNTL	378.892
ARNT	3068.5279	ARNT	1964.4157
ARPC1A	2225.4738	ARPC1A	2408.9648
ARPC1B	2210.2284	ARPC1B	857.5131
ARPC2	3895.9391	ARPC2	3427.4161
ARPC3	3021.1506	ARPC3	2190.4569
ARPC4	2957.9992	ARPC4	2281.8924
ARPC5L	507.1912	ARPC5L	379.7008
ARPC5	3768.6125	ARPC5	2268.4998
ARPM1	27.9188	ARPM1	21.4315
ARPP19	4436.1252	ARPP19	3130.6106
ARRB1	724.6193	ARRB1	920.744
ARRB2	726.7343	ARRB2	640.5176
ARRDC1	664.9746	ARRDC1	712.4949
ARRDC2	809.6447	ARRDC2	680.5499
ARRDC3	1841.7936	ARRDC3	4636.4739
ARRDC4	770.3046	ARRDC4	707.6425
ARSA	890.4399	ARSA	665.9927
ARSB	493.2318	ARSB	184.7958
ARSD	1398.9002	ARSD	2886.7772
ARSE	13.5364	ARSE	39.2236
ARSG	113.3672	ARSG	190.0526
ARSH	6.3452	removed	removed
ARSI	55.4146	ARSI	25.8795
ARSJ	63.0288	ARSJ	133.8455
ARSK	199.2386	ARSK	176.7085
ART4	8.0372	ART4	11.3223
ART5	10.5753	ART5	24.6664
ARTN	57.1066	ARTN	7.2786
ARV1	335.4484	ARV1	384.1488
ARVCF	153.5533	ARVCF	427.4161
AR	1507.1912	AR	595.6328
AS3MT	107.868	AS3MT	344.909
ASAH1	5190.3553	ASAH1	3619.4905
ASAH2B	51.1844	ASAH2B	8.4917
ASAH2	5.0761	ASAH2	5.2568
ASAM	585.8714	ASAM	639.3045
ASAP1	1781.3029	ASAP1	968.055
ASAP2	1219.5431	ASAP2	771.5326
ASAP3	626.9036	ASAP3	1245.8552
removed	removed	ASB12	8.888
ASB13	396.3621	ASB13	825.3134
ASB14	11.8443	ASB14	11.3223
ASB16	33.4772	ASB16	7.2665
ASB1	511.3579	ASB1	795.6854
ASB2	38.0711	ASB2	57.8245
ASB3	280.0338	ASB3	405.5803
removed	removed	ASB5	5.6611
ASB6	426.066	ASB6	855.7461
ASB7	483.0795	ASB7	537.404
ASB8	873.0964	ASB8	957.1371
ASB9	47.8003	ASB9	23.4533
ASCC1	496.6159	ASCC1	358.6737
ASCC2	1026.6497	ASCC2	1056.6114
ASCC3	1000	ASCC3	1059.0376
ASCL2	5.4992	removed	removed
ASF1A	323.6041	ASF1A	475.1314
ASF1B	400.5922	ASF1B	71.1686
ASGR1	12.2673	ASGR1	7.683
ASGR2	8.8832	removed	removed
ASH1L	3821.269	ASH1L	4314.8403
ASH2L	1015.2284	ASH2L	1170.2386
ASL	384.0948	ASL	401.5366
ASMTL	476.7343	ASMTL	611.7347
ASNA1	1430.6261	ASNA1	835.8269
ASNSD1	945.4315	ASNSD1	1132.6324
ASNS	368.8663	ASNS	468.6615
ASPA	36.802	ASPA	21.8358
ASPHD1	5.0761	ASPHD1	29.9232
ASPHD2	57.1066	ASPHD2	59.8463
ASPH	4507.6438	ASPH	5077.0643
ASPM	627.7496	ASPM	37.2018
ASPN	3378.1726	ASPN	167.0036
ASPRV1	57.2927	ASPRV1	87.8285
ASPSCR1	382.8257	ASPSCR1	186.0089
ASRGL1	64.2978	ASRGL1	81.6822
ASS1	2604.0609	ASS1	2356.2475
ASTE1	178.8367	ASTE1	292.8953
ASTN1	41.4552	ASTN1	112.0097
ASTN2	117.5973	ASTN2	317.0239
ASXL1	1750.423	ASXL1	2875.0505
ASXL2	1066.4129	ASXL2	1109.5835
ASXL3	9.7293	ASXL3	43.2673
ATAD1	1292.7242	ATAD1	1367.1654
ATAD2B	429.78	ATAD2B	394.258
ATAD2	943.3164	ATAD2	411.2414
ATAD3A	489.0017	ATAD3A	247.0683
ATAD3B	181.4721	ATAD3B	219.9757
ATAD3C	38.9171	ATAD3C	137.0805
ATAD5	131.1337	ATAD5	101.9005
ATE1	314.2978	ATE1	351.3951
ATF1	450.5076	ATF1	461.7873
ATF2	634.0948	ATF2	758.5928
ATF3	239.8477	ATF3	336.4335
ATF4	3061.7597	ATF4	6312.9802
ATF5	933.5871	ATF5	559.6442
ATF6B	2230.9645	ATF6B	2350.0162
ATF6	2167.0897	ATF6	1553.1743
ATF7IP2	180.6261	ATF7IP2	82.4909
ATF7IP	1182.3181	ATF7IP	1558.0267
ATF7	1968.6971	ATF7	2692.3453
ATG10	90.5245	ATG10	131.8237
ATG12	641.709	ATG12	502.6284
ATG16L1	819.797	ATG16L1	717.7517
ATG16L2	561.747	ATG16L2	544.0882
ATG2A	901.8613	ATG2A	844.723
ATG2B	1310.9137	ATG2B	1642.5394
ATG3	789.3401	ATG3	713.3037
ATG4A	320.643	ATG4A	239.3854
ATG4B	609.9831	ATG4B	999.1913
ATG4C	220.8122	ATG4C	200.1617
ATG4D	308.401	ATG4D	279.1347
ATG5	545.6853	ATG5	795.7946
ATG7	606.8909	ATG7	655.1719
ATG9A	1747.0685	ATG9A	1529.2277
ATG9B	54.6827	ATG9B	16.8015
ATHL1	214.467	ATHL1	1809.1387
ATIC	1658.2064	ATIC	1289.9313
ATL1	323.181	ATL1	535.7865
ATL2	924.7039	ATL2	2613.0206
ATL3	687.3942	ATL3	548.3219
ATMIN	1493.2318	ATMIN	2188.4351
ATM	1277.9188	ATM	1834.6138
ATN1	4412.4365	ATN1	7892.8427
ATOH8	203.8917	ATOH8	153.6595
ATOX1	953.8917	ATOX1	597.6547
ATP10A	301.1844	ATP10A	467.0441
ATP10B	13.9594	ATP10B	31.945
ATP10D	481.8105	ATP10D	552.7699
ATP11A	1008.4602	ATP11A	943.3886
ATP11B	1682.3181	ATP11B	1646.1787
ATP11C	774.5347	ATP11C	627.9822
ATP13A1	1986.8866	ATP13A1	1352.6082
ATP13A2	1964.044	ATP13A2	1079.6603
ATP13A3	2433.1641	ATP13A3	1752.5273
ATP13A4	6.3452	ATP13A4	533.7647
removed	removed	ATP13A5	1410.4327
ATP1A1	8725.4569	ATP1A1	17667.9822
ATP1A2	755.0761	ATP1A2	496.1585
ATP1A3	89.2555	ATP1A3	8.4917
ATP1A4	6.3452	removed	removed
ATP1B1	1347.555	ATP1B1	4082.6365
ATP1B2	80.3723	ATP1B2	268.4998
ATP1B3	1216.1591	ATP1B3	956.7327
ATP2A1	5.4992	ATP2A1	5.6611
ATP2A2	6926.3959	ATP2A2	5859.2802
ATP2A3	1247.0389	ATP2A3	652.6486
ATP2B1	919.6277	ATP2B1	2610.1901
ATP2B2	7.6142	ATP2B2	8.8961
ATP2B4	4631.5567	ATP2B4	4406.7934
ATP2C1	2559.319	ATP2C1	2618.5483
ATP2C2	157.7834	ATP2C2	121.3101
ATP5A1	8897.2081	ATP5A1	10731.0958
ATP5B	11098.5618	ATP5B	11012.5354
ATP5C1	2553.2995	ATP5C1	2416.4982
ATP5D	447.5465	ATP5D	477.962
ATP5EP2	24.5347	ATP5EP2	20.6227
ATP5E	3225.4653	ATP5E	2740.8006
ATP5F1	2573.6041	ATP5F1	2479.9838
ATP5G1	820.22	ATP5G1	611.8075
ATP5G2	3966.5821	ATP5G2	7105.1355
ATP5G3	2447.9695	ATP5G3	2102.3049
ATP5H	2675.9729	ATP5H	1427.8205
ATP5I	1196.912	ATP5I	851.1888
ATP5J2	1376.9036	ATP5J2	1054.5896
ATP5J	1300.3553	ATP5J	1067.8164
ATP5L	1714.467	ATP5L	2700.3639
ATP5O	2027.0728	ATP5O	3074.8079
ATP5SL	553.7225	ATP5SL	894.4602
ATP5S	104.0609	ATP5S	131.015
ATP6AP1L	44.8393	ATP6AP1L	92.1957
ATP6AP1	4233.5025	ATP6AP1	3200.9705
ATP6AP2	4217.0051	ATP6AP2	2680.5499
ATP6V0A1	2059.6447	ATP6V0A1	1849.5754
ATP6V0A2	543.5702	ATP6V0A2	488.0712
removed	removed	ATP6V0A4	250.0323
ATP6V0B	2701.3536	ATP6V0B	1141.5285
ATP6V0C	3320.643	ATP6V0C	1564.0922
ATP6V0D1	1505.9222	ATP6V0D1	1333.1985
ATP6V0D2	9.3063	ATP6V0D2	13.3441
ATP6V0E1	2529.6108	ATP6V0E1	1999.1913
ATP6V0E2	1312.1574	ATP6V0E2	783.2349
ATP6V1A	2381.1337	ATP6V1A	2037.6061
ATP6V1B1	29.1878	ATP6V1B1	1949.0497
ATP6V1B2	2012.6904	ATP6V1B2	1826.5265
ATP6V1C1	1513.1134	ATP6V1C1	1628.3866
ATP6V1C2	49.0482	ATP6V1C2	76.2717
ATP6V1D	1047.3773	ATP6V1D	894.0558
ATP6V1E1	1450.0846	ATP6V1E1	1868.985
ATP6V1E2	95.6007	ATP6V1E2	88.9608
ATP6V1F	1380.7022	ATP6V1F	1060.651
ATP6V1G1	1865.4822	ATP6V1G1	1907.3999
ATP6V1G2	74.0271	ATP6V1G2	27.7113
ATP6V1H	1010.1523	ATP6V1H	964.0113
ATP7A	746.6159	ATP7A	782.0461
ATP7B	1072.758	ATP7B	285.4832
ATP8A1	433.1641	ATP8A1	343.7121
ATP8A2	6.7682	ATP8A2	10.5135
ATP8B1	2927.7834	ATP8B1	1645.7663
ATP8B2	1467.4281	ATP8B2	1080.4691
ATP8B3	50.7614	ATP8B3	22.6446
ATP8B4	160.3215	ATP8B4	110.7966
ATP8B5P	26.6497	ATP8B5P	20.2184
ATP9A	2729.2724	ATP9A	2971.2899
ATP9B	387.4788	ATP9B	596.0372
ATPAF1	1311.4086	ATPAF1	981.3101
ATPAF2	278.3418	ATPAF2	269.7129
ATPBD4	93.0626	ATPBD4	154.8726
ATPIF1	1000.846	ATPIF1	811.1605
ATRIP	397.28	ATRIP	235.5439
ATRNL1	6.7682	ATRNL1	25.4751
ATRN	2008.8832	ATRN	3122.1189
ATRX	2457.6988	ATRX	2639.7089
ATR	729.2724	ATR	1086.5346
ATXN10	1600.2538	ATXN10	2285.4832
ATXN1L	1481.3875	ATXN1L	2003.6393
ATXN1	1445.0085	ATXN1	1167.8124
ATXN2L	3594.3316	ATXN2L	2785.281
ATXN2	778.3418	ATXN2	899.7169
ATXN3	443.3164	ATXN3	600.0809
ATXN7L1	196.7005	ATXN7L1	342.499
ATXN7L2	45.2623	ATXN7L2	109.5835
ATXN7L3B	2251.692	ATXN7L3B	4226.0412
ATXN7L3	1445.0085	ATXN7L3	1226.0412
ATXN7	669.2047	ATXN7	1108.7748
AUH	168.7817	AUH	315.8108
AUP1	2249.9915	AUP1	1669.2681
AURKAIP1	1072.335	AURKAIP1	395.0667
AURKAPS1	10.1523	AURKAPS1	5.2568
AURKA	386.2098	AURKA	47.7153
AURKB	98.9848	AURKB	27.0926
AURKC	7.6142	AURKC	5.6611
AUTS2	596.0237	AUTS2	2265.6692
AVEN	141.709	AVEN	108.7748
AVIL	29.6108	AVIL	55.3983
AVL9	628.1726	AVL9	506.2677
AVPI1	302.0305	AVPI1	167.0036
AVPR1A	232.6565	AVPR1A	70.7643
AVPR2	68.5279	AVPR2	38.0105
AWAT1	46.5313	removed	removed
AXIN1	1245.3469	AXIN1	530.1254
AXIN2	653.5406	AXIN2	559.6442
AXL	2027.9188	AXL	1694.7028
AZGP1	11644.247	AZGP1	16455.7218
AZI1	360.8291	AZI1	187.222
AZI2	1257.1912	AZI2	1098.6656
AZIN1	3913.2826	AZIN1	3981.8035
removed	removed	AZU1	12.9397
B2M	47167.5127	B2M	23395.8755
B3GALNT1	270.7276	B3GALNT1	473.514
B3GALNT2	596.5186	B3GALNT2	570.2588
removed	removed	B3GALT1	63.0813
B3GALT2	14.8054	B3GALT2	14.1529
B3GALT4	94.7547	B3GALT4	108.3704
removed	removed	B3GALT5	175.4953
B3GALT6	349.4078	B3GALT6	431.0554
B3GALTL	228.4264	B3GALTL	303.6797
removed	removed	B3GAT1	71.1686
B3GAT2	7.8511	B3GAT2	15.1072
B3GAT3	436.9712	B3GAT3	395.4711
B3GNT1	451.3536	B3GNT1	644.1569
B3GNT2	773.2657	B3GNT2	777.1937
B3GNT3	17.3435	B3GNT3	554.7918
removed	removed	B3GNT4	8.4917
B3GNT5	181.8951	B3GNT5	283.057
B3GNT7	50.3384	B3GNT7	80.0647
B3GNT8	45.6853	B3GNT8	48.5241
B3GNT9	239.8604	B3GNT9	200.2628
B3GNTL1	80.9814	B3GNTL1	68.5847
B4GALNT1	18.8917	B4GALNT1	51.5811
B4GALNT3	406.5144	B4GALNT3	291.1444
B4GALNT4	119.2893	B4GALNT4	207.4404
B4GALT1	3776.2267	B4GALT1	3246.664
B4GALT2	681.4721	B4GALT2	745.2487
B4GALT3	1134.5178	B4GALT3	1032.7537
B4GALT4	799.9154	B4GALT4	386.9794
B4GALT5	1288.9171	B4GALT5	1745.2487
B4GALT6	135.3638	B4GALT6	137.4848
B4GALT7	454.3147	B4GALT7	307.319
B9D1	218.7014	B9D1	149.0255
B9D2	66.3325	B9D2	52.9721
BAALC	97.7157	BAALC	54.9939
BACE1	1083.7563	BACE1	1426.203
BACE2	552.0305	BACE2	1433.886
BACH1	874.3655	BACH1	1026.2839
BACH2	222.5042	BACH2	493.7323
BAD	380.8333	BAD	399.6644
BAG1	776.6032	BAG1	1349.8868
BAG2	115.0592	BAG2	88.9608
BAG3	1324.0271	BAG3	1344.9252
BAG4	328.6802	BAG4	264.4561
BAG5	1269.4585	BAG5	1416.0938
removed	removed	BAGE2	7.8852
BAHCC1	652.7073	BAHCC1	453.2956
BAHD1	820.643	BAHD1	617.4687
removed	removed	BAI1	33.5625
BAI2	3126.0575	BAI2	130.6106
BAI3	7.6142	BAI3	5.6611
BAIAP2L1	532.5719	BAIAP2L1	602.1027
removed	removed	BAIAP2L2	10.9179
BAIAP2	808.7986	BAIAP2	1023.0489
BAIAP3	96.1041	BAIAP3	211.7752
BAK1	431.8951	BAK1	287.9094
BAMBI	53.7225	BAMBI	522.4424
BANF1	1032.9949	BANF1	1527.6992
BANK1	90.5245	BANK1	16.1747
BANP	159.4755	BANP	283.4614
BAP1	1862.5212	BAP1	1611.4032
BARD1	158.2064	BARD1	84.1084
removed	removed	BARX1	5.6611
BARX2	33.4179	BARX2	1417.3069
BASP1	609.1371	BASP1	192.8831
BAT1	4109.1371	BAT1	8450.2507
BAT2L1	5128.2022	BAT2L1	8323.9588
BAT2L2	7665.3976	BAT2L2	5769.5107
BAT2	5778.3418	BAT2	7101.0918
BAT3	4463.198	BAT3	4490.9017
BAT4	304.9915	BAT4	246.2596
BAT5	924.7039	BAT5	577.4363
BATF2	46.1083	BATF2	89.3651
BATF3	21.1506	BATF3	11.7266
BATF	184.0102	BATF	78.4472
BAX	359.1371	BAX	266.8823
BAZ1A	1489.4247	BAZ1A	955.5196
BAZ1B	2890.0169	BAZ1B	2059.0376
BAZ2A	3635.6514	BAZ2A	3969.8504
BAZ2B	1199.5135	BAZ2B	1633.2147
BBC3	115.4822	BBC3	51.759
BBOX1	21.1506	BBOX1	545.0869
BBS10	431.8951	BBS10	606.1464
BBS12	163.7056	BBS12	226.4456
BBS1	529.4585	BBS1	1478.7707
BBS2	609.1371	BBS2	1792.5596
BBS4	530.8799	BBS4	492.1148
BBS5	199.8139	BBS5	303.0004
BBS7	248.731	BBS7	296.8055
BBS9	292.3012	BBS9	356.6518
BBX	1642.555	BBX	2452.8912
BCAM	3118.8663	BCAM	4560.4529
BCAN	17.7665	BCAN	30.3275
BCAP29	1215.736	BCAP29	804.6907
BCAP31	6023.2657	BCAP31	3112.0097
BCAR1	820.22	BCAR1	729.8827
BCAR3	673.0118	BCAR3	700.7602
BCAS1	88.4095	BCAS1	97.0481
BCAS2	567.7665	BCAS2	579.1387
BCAS3	546.9543	BCAS3	728.2653
