gene_id	TCGA-BH-A0DV-01A-21R-A12P-07	gene_id	TCGA-BH-A0DV-11A-22R-A12P-07
TMC4	1595.7146	TMC4	948.6074
TMC5	3838.7025	TMC5	2674.0716
TMC6	420.2068	TMC6	332.8912
TMC7	95.5286	TMC7	80.5703
TMC8	136.597	TMC8	78.5809
TMCC1	857.0791	TMCC1	960.5438
TMCC2	56.841	TMCC2	40.7825
TMCC3	843.3896	TMCC3	784.4828
TMCO1	3438.7322	TMCO1	2245.6897
TMCO3	1225.8017	TMCO3	1135.2785
TMCO4	562.7557	TMCO4	725.7958
TMCO6	149.6912	TMCO6	174.0716
TMCO7	363.0682	TMCO7	567.3077
TMED10P1	40.4732	TMED10P1	61.6711
TMED10	8031.8429	TMED10	8036.8037
TMED1	564.7645	TMED1	406.5153
TMED2	6150.1376	TMED2	5754.9735
TMED3	4385.388	TMED3	1730.4377
TMED4	939.5134	TMED4	941.6446
TMED5	1075.8128	TMED5	1571.6114
removed	removed	TMED6	7.626
TMED7-TICAM2	150.6168	TMED7-TICAM2	28.1101
TMED7	2061.418	TMED7	3026.2102
TMED8	402.351	TMED8	465.1857
TMED9	3727.1036	TMED9	2400.8621
TMEFF1	54.6715	TMEFF1	55.8886
TMEM100	158.9167	TMEM100	212.8647
TMEM101	619.0016	TMEM101	705.5703
TMEM102	229.7448	TMEM102	136.6048
TMEM104	452.6449	TMEM104	349.1379
TMEM106A	252.3622	TMEM106A	109.0849
TMEM106B	1397.2175	TMEM106B	1949.6021
TMEM106C	1542.7424	TMEM106C	1345.8223
TMEM107	194.926	TMEM107	184.0186
TMEM108	50.5915	TMEM108	115.3846
TMEM109	4113.682	TMEM109	2968.8329
TMEM110	163.0831	TMEM110	207.2281
TMEM111	1085.3359	TMEM111	987.7321
TMEM115	1465.6648	TMEM115	891.5782
TMEM116	311.2864	TMEM116	331.565
TMEM117	173.7966	TMEM117	137.5995
TMEM119	2989.6585	TMEM119	410.4775
TMEM11	400.2678	TMEM11	320.9549
TMEM120A	704.4119	TMEM120A	419.4297
TMEM120B	208.5916	TMEM120B	266.8601
TMEM121	64.5785	TMEM121	21.2202
TMEM123	4847.8536	TMEM123	7109.0849
TMEM125	373.7817	TMEM125	245.3581
TMEM126A	256.2309	TMEM126A	233.0902
TMEM126B	420.2068	TMEM126B	392.5729
TMEM127	3665.7987	TMEM127	2771.8833
TMEM128	379.4361	TMEM128	557.0292
TMEM129	834.4617	TMEM129	765.252
TMEM130	72.9112	TMEM130	71.618
TMEM131	1745.7034	TMEM131	1865.3846
TMEM132A	778.5135	TMEM132A	425.0663
TMEM132B	29.4621	TMEM132B	12.5995
TMEM132C	176.7726	TMEM132C	157.1618
TMEM132E	30.3549	removed	removed
TMEM133	109.8133	TMEM133	113.7268
TMEM134	376.1625	TMEM134	327.2546
TMEM135	637.4526	TMEM135	909.8143
TMEM136	173.499	TMEM136	136.2732
TMEM138	329.1422	TMEM138	384.2838
TMEM139	157.1312	TMEM139	384.2838
TMEM140	752.9321	TMEM140	361.2666
TMEM141	1088.0143	TMEM141	554.7082
TMEM143	97.3142	TMEM143	96.4854
TMEM144	491.0349	TMEM144	975.1326
TMEM145	8.0351	removed	removed
TMEM147	1064.5041	TMEM147	815.9814
TMEM149	123.9461	TMEM149	42.7653
TMEM14A	453.8353	TMEM14A	376.6578
TMEM14B	678.2233	TMEM14B	572.9443
TMEM14C	1921.5832	TMEM14C	1383.6207
TMEM150A	373.4841	TMEM150A	300.3979
TMEM150B	6.2495	removed	removed
TMEM150C	781.7871	TMEM150C	977.7851
TMEM151B	5.3538	TMEM151B	25.7129
TMEM154	122.0147	TMEM154	242.374
TMEM156	7.7375	TMEM156	15.252
TMEM158	167.8447	TMEM158	26.1936
TMEM159	1175.8054	TMEM159	818.3024
TMEM160	59.2218	TMEM160	10.9416
TMEM161A	438.0626	TMEM161A	370.0265
TMEM161B	178.8557	TMEM161B	383.9523
TMEM163	26.4861	TMEM163	36.1406
TMEM164	575.5524	TMEM164	646.5517
TMEM165	1059.7426	TMEM165	1280.1724
TMEM167A	1995.6848	TMEM167A	1895.557
TMEM167B	1459.1176	TMEM167B	1597.8117
TMEM168	663.3435	TMEM168	1105.4377
TMEM169	31.2477	TMEM169	7.626
TMEM170A	323.7854	TMEM170A	524.8674
TMEM170B	134.2162	TMEM170B	203.5809
TMEM173	1305.26	TMEM173	454.5756
TMEM175	327.3566	TMEM175	263.5942
TMEM176A	1190.3876	TMEM176A	471.4854
TMEM176B	2586.4147	TMEM176B	987.4005
TMEM177	176.475	TMEM177	168.7666
TMEM178	63.6857	TMEM178	155.1724
TMEM179B	1096.9422	TMEM179B	794.0981
TMEM17	43.4491	TMEM17	57.6923
TMEM180	63.9833	TMEM180	47.4138
TMEM181	1544.5279	TMEM181	1981.1008
TMEM182	118.146	TMEM182	140.5836
TMEM183A	1108.8461	TMEM183A	915.4509
TMEM184A	146.8284	TMEM184A	311.6844
TMEM184B	2089.0827	TMEM184B	1330.5272
TMEM184C	553.5302	TMEM184C	718.5013
TMEM185A	645.1901	TMEM185A	464.191
TMEM185B	460.68	TMEM185B	681.6976
TMEM186	256.2309	TMEM186	228.1167
TMEM187	269.3252	TMEM187	187.0027
TMEM188	164.5711	TMEM188	206.565
removed	removed	TMEM189-UBE2V1	7.1154
TMEM189	696.6744	TMEM189	539.884
TMEM18	551.4471	TMEM18	725.7958
TMEM191A	9.8207	TMEM191A	7.626
TMEM192	448.7761	TMEM192	818.634
TMEM194A	356.2235	TMEM194A	568.3024
TMEM194B	95.231	TMEM194B	122.0159
TMEM195	20.8318	TMEM195	18.2361
TMEM198	40.1905	TMEM198	69.6684
TMEM199	429.4323	TMEM199	454.4363
TMEM19	715.423	TMEM19	728.1167
TMEM200A	476.155	TMEM200A	366.3793
TMEM200B	206.3596	TMEM200B	166.6545
TMEM200C	19.939	TMEM200C	39.7878
TMEM201	300.5729	TMEM201	304.7082
TMEM203	828.2122	TMEM203	648.5411
TMEM204	759.4673	TMEM204	215.1857
TMEM205	1421.918	TMEM205	924.0716
TMEM206	156.2384	TMEM206	102.4536
TMEM208	483.8926	TMEM208	369.3634
TMEM209	514.2475	TMEM209	595.4907
TMEM20	82.4343	TMEM20	84.5491
removed	removed	TMEM213	36.4721
TMEM214	3349.7508	TMEM214	1885.2785
TMEM215	91.6598	removed	removed
TMEM216	316.9407	TMEM216	352.122
TMEM217	8.3625	TMEM217	28.3289
TMEM218	288.0738	TMEM218	331.2334
TMEM219	2739.9747	TMEM219	1338.1963
TMEM220	70.5305	TMEM220	226.4589
TMEM222	791.3102	TMEM222	612.4005
TMEM223	204.7467	TMEM223	181.366
TMEM229B	202.3659	TMEM229B	150.5305
TMEM22	186.8909	TMEM22	99.4695
TMEM231	238.0745	TMEM231	371.6844
TMEM232	16.3678	TMEM232	51.061
TMEM233	19.0462	removed	removed
TMEM25	1286.809	TMEM25	1045.4244
TMEM26	135.7756	TMEM26	173.6936
TMEM27	14.5822	TMEM27	56.0345
TMEM2	2773.9008	TMEM2	2041.1141
TMEM30A	5146.3433	TMEM30A	5259.9469
TMEM30B	1686.1841	TMEM30B	2161.1406
removed	removed	TMEM31	5.9682
TMEM33	1582.3227	TMEM33	1679.7082
TMEM35	50.8891	TMEM35	25.8621
TMEM37	249.6838	TMEM37	107.4271
TMEM38A	27.3789	TMEM38A	71.2865
TMEM38B	77.3752	TMEM38B	103.4483
TMEM39A	679.7113	TMEM39A	696.9496
TMEM39B	369.3178	TMEM39B	216.1804
TMEM40	8.0351	TMEM40	107.7586
TMEM41A	589.5395	TMEM41A	688.6605
TMEM41B	602.0385	TMEM41B	568.9655
TMEM42	226.4712	TMEM42	124.6684
TMEM43	3866.9742	TMEM43	4480.1061
TMEM44	298.7873	TMEM44	135.9416
TMEM45A	631.7982	TMEM45A	266.9098
TMEM45B	350.5692	TMEM45B	619.695
TMEM47	1056.469	TMEM47	2110.4111
TMEM48	347.8908	TMEM48	404.1777
TMEM49	2167.3983	TMEM49	2890.252
TMEM50A	2961.0892	TMEM50A	2169.4297
TMEM50B	1086.8239	TMEM50B	1231.1008
TMEM51	252.3622	TMEM51	448.939
TMEM52	16.6654	TMEM52	9.9469
TMEM53	167.5828	TMEM53	144.5822
TMEM54	763.0385	TMEM54	499.6684
TMEM55A	197.9019	TMEM55A	211.87
TMEM55B	444.3122	TMEM55B	543.7666
TMEM56	142.5489	TMEM56	170.756
TMEM57	1086.8239	TMEM57	817.3077
TMEM59L	91.6598	TMEM59L	14.9204
TMEM59	7117.9228	TMEM59	7431.366
TMEM5	240.7559	TMEM5	362.7321
TMEM60	298.7873	TMEM60	233.7533
TMEM61	27.3789	TMEM61	77.2546
TMEM62	726.434	TMEM62	1097.1485
TMEM63A	1603.7497	TMEM63A	1685.6764
TMEM63B	893.6835	TMEM63B	650.1989
TMEM63C	738.0403	TMEM63C	417.7719
TMEM64	481.2142	TMEM64	678.0504
TMEM65	369.6154	TMEM65	613.3952
TMEM66	6056.3946	TMEM66	8332.5597
TMEM67	191.95	TMEM67	405.8355
TMEM68	248.791	TMEM68	389.9204
TMEM69	457.4064	TMEM69	501.6578
TMEM70	435.6819	TMEM70	347.8117
TMEM71	29.7597	TMEM71	134.9469
removed	removed	TMEM74	5.305
TMEM79	290.7522	TMEM79	179.3767
TMEM80	256.8261	TMEM80	373.3422
TMEM81	52.3771	TMEM81	33.1565
TMEM84	22.3198	TMEM84	144.5623
TMEM85	1205.2377	TMEM85	1102.3574
TMEM86A	642.0594	TMEM86A	321.4655
TMEM86B	33.926	TMEM86B	38.13
TMEM87A	3523.5474	TMEM87A	3121.3528
TMEM87B	1426.6796	TMEM87B	1802.7188
TMEM88	123.2051	TMEM88	58.0239
TMEM8A	1098.4302	TMEM8A	478.7798
TMEM8B	652.9276	TMEM8B	702.2546
TMEM90B	392.2327	TMEM90B	10.6101
TMEM91	113.9796	TMEM91	144.5789
TMEM92	36.902	TMEM92	9.6154
TMEM93	130.9307	TMEM93	131.9463
TMEM97	247.2376	TMEM97	303.2725
TMEM98	1756.1193	TMEM98	1405.8355
TMEM99	318.1311	TMEM99	357.0955
TMEM9B	1716.8365	TMEM9B	1542.7719
TMEM9	3247.9726	TMEM9	1312.6658
TMF1	1252.2878	TMF1	2183.0239
removed	removed	TMIE	9.9469
TMLHE	293.7281	TMLHE	340.1857
TMOD1	267.0337	TMOD1	272.1585
TMOD2	441.9314	TMOD2	639.2573
TMOD3	1685.8865	TMOD3	1770.2255
TMOD4	14.8798	removed	removed
TMPO	714.0659	TMPO	1656.1174
TMPPE	42.5564	TMPPE	39.7878
TMPRSS13	124.3955	TMPRSS13	410.809
TMPRSS2	440.1458	TMPRSS2	1122.3475
TMPRSS3	349.3788	TMPRSS3	486.4058
removed	removed	TMPRSS5	14.2573
removed	removed	TMPRSS6	8.2891
TMSB10	14736.4035	TMSB10	6407.1618
removed	removed	TMSB15A	13.2626
TMSB15B	19.0462	TMSB15B	45.756
TMSL3	25920.6904	TMSL3	15359.4164
TMTC1	1214.1954	TMTC1	2900.8621
TMTC2	409.4933	TMTC2	731.7639
TMTC3	860.0551	TMTC3	914.1247
TMTC4	391.0423	TMTC4	407.8249
TMUB1	371.4009	TMUB1	243.3687
TMUB2	806.4876	TMUB2	862.4005
TMX1	911.2417	TMX1	1080.2387
TMX2	1609.7017	TMX2	1611.9198
TMX3	1053.7906	TMX3	1323.6074
TMX4	870.7685	TMX4	1636.6048
TNC	6863.775	TNC	4575.9284
TNFAIP1	2235.1819	TNFAIP1	1925.5239
TNFAIP2	1798.6757	TNFAIP2	813.3289
TNFAIP3	1661.1859	TNFAIP3	852.7851
TNFAIP6	464.5488	TNFAIP6	73.2759
TNFAIP8L1	182.7245	TNFAIP8L1	60.3448
TNFAIP8L2	70.8281	TNFAIP8L2	20.8886
TNFAIP8L3	295.2161	TNFAIP8L3	95.8223
TNFAIP8	236.2919	TNFAIP8	335.5438
TNFRSF10A	69.6377	TNFRSF10A	181.6976
TNFRSF10B	711.2566	TNFRSF10B	864.0584
TNFRSF10C	53.865	TNFRSF10C	25.8621
TNFRSF10D	76.4824	TNFRSF10D	141.2467
TNFRSF11A	47.0203	TNFRSF11A	148.2095
TNFRSF11B	504.1292	TNFRSF11B	269.5623
TNFRSF12A	724.6485	TNFRSF12A	1533.8196
TNFRSF13B	5.9519	TNFRSF13B	8.6207
TNFRSF14	689.9516	TNFRSF14	596.5584
TNFRSF17	21.427	TNFRSF17	44.7613
TNFRSF18	78.268	TNFRSF18	16.9098
TNFRSF19	933.2639	TNFRSF19	880.305
TNFRSF1A	3485.455	TNFRSF1A	2812.6658
TNFRSF1B	1342.7572	TNFRSF1B	717.1751
TNFRSF21	863.9238	TNFRSF21	728.1167
TNFRSF25	17.5582	TNFRSF25	27.1883
TNFRSF4	78.8632	TNFRSF4	11.2732
TNFRSF6B	22.3257	TNFRSF6B	19.1412
TNFRSF8	24.9981	TNFRSF8	27.8515
TNFRSF9	13.9871	removed	removed
TNFSF10	5709.6942	TNFSF10	4077.2546
TNFSF11	47.0203	TNFSF11	16.2467
TNFSF12-TNFSF13	127.3983	TNFSF12-TNFSF13	62.5365
TNFSF12	853.1508	TNFSF12	555.9151
TNFSF13B	69.9353	TNFSF13B	15.252
TNFSF13	658.9093	TNFSF13	792.0259
TNFSF15	11.9039	TNFSF15	8.2891
TNFSF18	5.3567	removed	removed
TNFSF4	210.401	TNFSF4	18.2361
TNFSF8	40.4732	TNFSF8	19.2308
TNFSF9	25.5933	removed	removed
TNF	12.7967	TNF	10.6101
TNIK	507.9979	TNIK	508.2891
TNIP1	2811.6956	TNIP1	1712.8647
TNIP2	529.1273	TNIP2	433.687
TNK1	518.4138	TNK1	496.3528
TNK2	1033.8487	TNK2	935.5272
TNKS1BP1	6404.2854	TNKS1BP1	5441.9761
TNKS2	1765.3448	TNKS2	2265.5836
TNKS	1168.791	TNKS	1579.1379
TNMD	19.0462	TNMD	51.7241
TNNC1	240.4583	TNNC1	7.9576
TNNC2	229.4472	removed	removed
TNNI1	341.0461	TNNI1	34.1512
TNNI2	88.9815	TNNI2	14.5889
TNNI3K	24.6827	TNNI3K	66.8833
TNNT1	356.5211	removed	removed
removed	removed	TNNT2	14.2573
TNNT3	360.985	TNNT3	37.7984
TNN	1133.5466	TNN	247.0159
TNPO1	2357.5627	TNPO1	3137.931
TNPO2	1245.7406	TNPO2	1572.2812
TNPO3	1001.7112	TNPO3	1068.3024
TNRC18	3104.5309	TNRC18	2502.9841
TNRC6A	854.1031	TNRC6A	1412.4668
TNRC6B	692.2104	TNRC6B	924.4032
TNRC6C	755.0182	TNRC6C	751.9927
TNS1	10600.4018	TNS1	11175.0663
TNS3	5750.465	TNS3	3104.7745
TNS4	732.386	TNS4	5500.3316
TNXB	10051.5587	TNXB	3434.1379
TOB1	4336.2845	TOB1	3373.8031
TOB2	3357.4883	TOB2	1794.7613
TOE1	219.0908	TOE1	325.6532
TOLLIP	1183.8405	TOLLIP	1278.183
TOM1L1	835.0837	TOM1L1	1025.3647
TOM1L2	1673.0898	TOM1L2	2048.4085
TOM1	1375.4929	TOM1	958.5544
TOMM20	4936.5375	TOMM20	6642.9045
TOMM22	1107.3581	TOMM22	1032.1618
TOMM34	758.8721	TOMM34	803.382
TOMM40L	445.0056	TOMM40L	304.6585
TOMM40	569.3029	TOMM40	571.2865
TOMM5	704.4059	TOMM5	626.9861
TOMM6	1499.5105	TOMM6	1318.8926
TOMM70A	1711.7149	TOMM70A	2313.9324
TOMM7	2124.5443	TOMM7	2089.8541
TOP1MT	428.8371	TOP1MT	438.3289
TOP1P1	61.0074	TOP1P1	89.191
TOP1	2341.4924	TOP1	3081.8966
TOP2A	446.3954	TOP2A	124.6684
TOP2B	4138.9778	TOP2B	5510.6101
TOP3A	405.9222	TOP3A	457.8912
TOP3B	207.7226	TOP3B	271.2202
TOPBP1	519.6042	TOPBP1	929.7082
TOPORS	573.1716	TOPORS	972.4801
TOR1AIP1	2717.9525	TOR1AIP1	2813.6605
TOR1AIP2	576.1476	TOR1AIP2	375.9947
TOR1A	899.933	TOR1A	873.3422
TOR1B	521.3898	TOR1B	432.3607
TOR2A	225.2809	TOR2A	119.695
TOR3A	1645.4133	TOR3A	826.2599
TOX2	89.5767	TOX2	26.8568
TOX3	77.0776	TOX3	225.1326
TOX4	2075.0182	TOX4	2285.809
TOX	90.7671	TOX	115.7162
TP53AIP1	9.2255	TP53AIP1	93.8329
TP53BP1	1651.3652	TP53BP1	2015.9151
TP53BP2	1356.4467	TP53BP2	1321.2865
TP53I11	4019.3438	TP53I11	3219.496
TP53I13	352.3547	TP53I13	234.0849
TP53I3	436.2771	TP53I3	211.5385
TP53INP1	1557.6222	TP53INP1	724.8011
TP53INP2	1478.1638	TP53INP2	987.4005
TP53RK	550.5543	TP53RK	550.3979
TP53TG1	433.5987	TP53TG1	290.4509
removed	removed	TP53TG3B	10.9416
TP53	1632.6166	TP53	1522.5464
TP63	553.2326	TP63	4174.4032
TP73	30.6525	TP73	56.366
TPBG	1630.5334	TPBG	873.6737
TPCN1	1070.1585	TPCN1	1410.1459
TPCN2	219.1563	TPCN2	330.0365
TPD52L1	816.3083	TPD52L1	1434.6817
TPD52L2	2007.2911	TPD52L2	1885.2785
TPD52	2220.0283	TPD52	4251.5816
removed	removed	TPH1	22.878
TPI1P2	6.5471	TPI1P2	11.2732
TPI1	5236.2175	TPI1	3682.6923
TPK1	112.194	TPK1	57.6923
TPM1	5834.0421	TPM1	12523.6273
TPM2	3636.6342	TPM2	5119.3634
TPM3	10353.6939	TPM3	4239.3899
TPM4	19275.6491	TPM4	18048.4085
TPMT	587.7539	TPMT	673.4085
TPO	65.1737	TPO	40.1194
TPP1	5783.7958	TPP1	2483.0902
TPP2	938.0254	TPP2	1332.8912
TPPP3	1088.0143	TPPP3	655.1724
TPPP	238.3751	TPPP	1578.2493
TPRA1	769.5856	TPRA1	576.9231
TPRG1L	1887.062	TPRG1L	1629.3103
TPRG1	52.0795	TPRG1	165.7825
TPRKB	209.5082	TPRKB	300.7294
TPRN	684.4729	TPRN	203.5809
removed	removed	TPRXL	5.305
TPR	3763.0206	TPR	4294.5325
TPSAB1	2190.3132	TPSAB1	122.679
TPSB2	2197.1579	TPSB2	81.2334
TPSG1	49.1035	TPSG1	18.5676
TPST1	466.9295	TPST1	197.6127
TPST2	919.5744	TPST2	445.2918
TPT1	71806.562	TPT1	53201.9231
TPTE2P1	10.4159	TPTE2P1	10.2785
TPX2	297.0017	TPX2	62.0027
TRA2A	973.7371	TRA2A	1778.183
TRA2B	2024.8493	TRA2B	3507.626
TRABD	362.473	TRABD	303.7135
TRADD	280.9315	TRADD	272.5464
TRAF1	151.7744	TRAF1	252.321
TRAF2	482.7022	TRAF2	272.2149
TRAF3IP1	494.9037	TRAF3IP1	850.7958
TRAF3IP2	751.4322	TRAF3IP2	1096.4854
TRAF3IP3	85.4103	TRAF3IP3	44.0981
TRAF3	136.597	TRAF3	163.4615
TRAF4	998.7352	TRAF4	995.6897
TRAF5	544.6023	TRAF5	435.3448
TRAF6	195.8188	TRAF6	298.0769
TRAF7	1963.717	TRAF7	1359.0119
TRAFD1	1309.1288	TRAFD1	1057.6923
TRAIP	45.2347	TRAIP	56.366
TRAK1	1494.5317	TRAK1	1861.4058
TRAK2	1459.1176	TRAK2	1275.5305
TRAM1L1	113.9796	TRAM1L1	84.8806
TRAM1	3815.4899	TRAM1	4987.069
TRAM2	2394.7623	TRAM2	902.5199
TRANK1	937.1327	TRANK1	603.1167
TRAP1	1560.1131	TRAP1	1070.7527
TRAPPC10	870.7685	TRAPPC10	1440.3183
TRAPPC1	1252.883	TRAPPC1	786.4721
TRAPPC2L	462.168	TRAPPC2L	341.8435
TRAPPC2P1	127.4637	TRAPPC2P1	125.126
TRAPPC2	258.0165	TRAPPC2	351.7905
TRAPPC3	1027.6021	TRAPPC3	1035.4775
TRAPPC4	705.0071	TRAPPC4	539.4562
TRAPPC5	465.7392	TRAPPC5	239.3899
TRAPPC6A	402.351	TRAPPC6A	291.4456
TRAPPC6B	514.8426	TRAPPC6B	786.4721
TRAPPC9	822.5578	TRAPPC9	586.87
TRAT1	8.6303	removed	removed
TRDMT1	55.0554	TRDMT1	163.13
TRDN	30.0573	TRDN	5.6366
TREM1	18.1534	removed	removed
TREM2	653.2252	TREM2	138.2626
TRERF1	638.0478	TRERF1	211.2069
TREX1	287.8208	TREX1	219.443
TRHDE	14.0406	TRHDE	7.4834
TRIAP1	509.4859	TRIAP1	395.2255
TRIB1	3253.627	TRIB1	2843.8329
TRIB2	1116.8812	TRIB2	1015.252
TRIB3	533.8888	TRIB3	330.2387
TRIL	1197.5299	TRIL	676.7241
TRIM11	507.9979	TRIM11	337.2016
TRIM13	811.0111	TRIM13	690.7095
TRIM14	859.1623	TRIM14	789.4562
TRIM16L	104.7809	TRIM16L	112.2513
TRIM16	858.2695	TRIM16	320.4841
TRIM17	15.1774	TRIM17	66.313
TRIM21	378.8409	TRIM21	330.9019
TRIM22	998.14	TRIM22	1518.5676
TRIM23	331.8205	TRIM23	464.191
TRIM24	635.9646	TRIM24	793.435
TRIM25	485.083	TRIM25	738.3952
TRIM26	1465.9624	TRIM26	1747.679
TRIM27	1062.421	TRIM27	1196.9496
TRIM28	5029.0901	TRIM28	3757.626
TRIM29	1367.1602	TRIM29	6856.7639
TRIM2	622.2751	TRIM2	2189.6552
removed	removed	TRIM31	5.305
TRIM32	552.6375	TRIM32	594.8276
TRIM33	882.6724	TRIM33	1909.1512
TRIM34	299.3825	TRIM34	268.75
TRIM35	354.7355	TRIM35	474.8011
TRIM36	23.2126	TRIM36	254.6419
TRIM37	641.6308	TRIM37	664.3236
TRIM38	482.9998	TRIM38	548.4085
TRIM39	361.1785	TRIM39	579.1545
TRIM3	594.301	TRIM3	362.4005
TRIM41	539.3825	TRIM41	540.6532
TRIM44	1293.9513	TRIM44	1752.321
TRIM45	198.1995	TRIM45	200.9284
TRIM46	22.915	TRIM46	30.504
TRIM47	1172.5318	TRIM47	673.4085
TRIM4	1040.994	TRIM4	1457.8912
TRIM52	116.0628	TRIM52	208.2228
TRIM54	5.3567	removed	removed
TRIM56	203.8539	TRIM56	389.2573
TRIM58	193.0868	TRIM58	127.1054
TRIM59	228.0723	TRIM59	80.2752
TRIM5	416.1476	TRIM5	565.6996
removed	removed	TRIM6-TRIM34	8.6074
TRIM62	359.7947	TRIM62	205.2387
TRIM63	48.5083	removed	removed
TRIM65	438.0626	TRIM65	260.9416
TRIM66	158.3216	TRIM66	434.3501
TRIM68	239.2679	TRIM68	387.2679
TRIM69	14.6566	TRIM69	16.502
TRIM6	157.7264	TRIM6	225.6267
removed	removed	TRIM78P	5.9184
TRIM7	23.5102	TRIM7	22.5464
TRIM8	2246.559	TRIM8	1342.1751
TRIM9	41.366	TRIM9	174.7347
TRIOBP	1944.3583	TRIOBP	1723.0007
TRIO	1899.561	TRIO	2306.366
TRIP10	962.726	TRIP10	786.4721
TRIP11	1304.3672	TRIP11	1794.7613
TRIP12	4065.1737	TRIP12	4104.443
TRIP13	52.9722	TRIP13	60.3448
TRIP4	586.8611	TRIP4	580.2387
TRIP6	1210.9218	TRIP6	1087.5332
TRIT1	175.5822	TRIT1	372.679
TRMT112	1803.7348	TRMT112	1303.382
TRMT11	174.6894	TRMT11	361.7374
TRMT12	393.7207	TRMT12	380.305
TRMT1	373.4841	TRMT1	437.3342
TRMT2A	432.7059	TRMT2A	457.8912
TRMT2B	266.6468	TRMT2B	353.7798
TRMT5	428.5395	TRMT5	607.4271
TRMT61A	224.6857	TRMT61A	303.382
TRMT61B	194.8426	TRMT61B	351.6512
TRMT6	242.5415	TRMT6	548.4085
TRMU	158.024	TRMU	198.6074
TRNAU1AP	224.0905	TRNAU1AP	259.6154
TRNP1	174.3918	TRNP1	517.5729
TRNT1	311.8072	TRNT1	444.8574
TROAP	15.1774	TROAP	9.9469
TROVE2	1126.4638	TROVE2	1248.3521
TRO	270.218	TRO	251.3263
TRPC1	150.8816	TRPC1	315.6499
TRPC3	13.0943	removed	removed
TRPC4AP	2043.0028	TRPC4AP	2017.2414
TRPC4	26.7837	removed	removed
TRPC6	192.8428	TRPC6	318.9655
TRPM2	285.9906	TRPM2	109.748
removed	removed	TRPM3	12.2679
TRPM4	1733.502	TRPM4	927.3873
TRPM6	30.3549	TRPM6	46.0875
TRPM7	696.3768	TRPM7	1437.3342
TRPS1	5202.5891	TRPS1	9994.0318
TRPT1	297.0017	TRPT1	210.8753
TRPV1	98.8022	TRPV1	246.3528
TRPV2	413.6597	TRPV2	103.7798
removed	removed	TRPV3	13.9257
TRPV4	155.6432	TRPV4	130.9682
TRPV6	65.4713	TRPV6	703.2493
TRRAP	1835.6164	TRRAP	2526.8733
TRUB1	447.8833	TRUB1	648.5411
TRUB2	657.9868	TRUB2	523.2095
TSC1	541.0312	TSC1	847.1485
TSC22D1	9324.6038	TSC22D1	12868.0371
TSC22D2	568.7077	TSC22D2	1008.2891
TSC22D3	7711.6286	TSC22D3	11541.1141
TSC22D4	745.7778	TSC22D4	737.069
TSC2	1751.0602	TSC2	1737.4005
TSEN15	627.9295	TSEN15	578.9125
TSEN2	121.7171	TSEN2	194.6286
TSEN34	804.9996	TSEN34	676.7241
TSEN54	320.5119	TSEN54	313.6605
TSFM	477.643	TSFM	520.2255
TSG101	1308.5336	TSG101	1314.3236
TSGA10	24.1053	TSGA10	98.4748
TSGA14	310.3936	TSGA14	321.618
TSHR	8.0351	removed	removed
TSHZ1	882.0772	TSHZ1	923.4085
TSHZ2	394.9111	TSHZ2	1190.9814
TSHZ3	965.9996	TSHZ3	442.3077
TSIX	8.3774	TSIX	21.3594
TSKS	6.8447	removed	removed
TSKU	1610.2969	TSKU	2265.252
TSLP	20.8318	TSLP	114.0584
TSNARE1	148.7985	TSNARE1	293.7666
TSNAXIP1	12.2015	TSNAXIP1	30.8355
TSNAX	1088.0143	TSNAX	1124.3369
TSN	2046.8715	TSN	2241.7109
TSPAN10	22.915	TSPAN10	16.5782
TSPAN11	383.3048	TSPAN11	115.7162
TSPAN12	305.3344	TSPAN12	336.2069
TSPAN13	4001.7856	TSPAN13	2499.0053
TSPAN14	2439.6994	TSPAN14	2355.4377
TSPAN15	3594.3754	TSPAN15	1310.0133
TSPAN17	752.9202	TSPAN17	462.2016
TSPAN18	1744.5131	TSPAN18	345.1592
TSPAN1	2021.8734	TSPAN1	226.1273
TSPAN2	418.7188	TSPAN2	385.6101
TSPAN31	1083.2527	TSPAN31	1267.5729
TSPAN32	9.5231	TSPAN32	6.9629
TSPAN33	180.9389	TSPAN33	136.2732
TSPAN3	3711.6286	TSPAN3	2421.0875
TSPAN4	1412.3949	TSPAN4	468.1698
TSPAN5	124.6931	TSPAN5	239.7215
TSPAN6	1042.482	TSPAN6	2024.5358
TSPAN7	1409.4189	TSPAN7	1088.8594
TSPAN8	68.7449	TSPAN8	85.8753
TSPAN9	3142.0281	TSPAN9	1681.6976
TSPO	1299.9033	TSPO	639.2573
TSPYL1	2938.9272	TSPYL1	3922.8747
TSPYL2	433.3011	TSPYL2	1782.8249
TSPYL3	31.2477	TSPYL3	40.4509
TSPYL4	881.482	TSPYL4	1325.2653
TSPYL5	641.0237	TSPYL5	1315.9814
TSR1	1025.2303	TSR1	1562.0259
TSR2	835.3545	TSR2	944.9602
TSSC1	322.2974	TSSC1	243.3687
TSSC4	466.6319	TSSC4	485.0796
TSSK1B	7.7375	removed	removed
TSSK3	10.1153	TSSK3	26.7938
TSSK4	6.2495	TSSK4	16.9098
TSSK6	9.2255	TSSK6	13.2626
TSTA3	1971.2819	TSTA3	696.2865
TSTD1	1107.0605	TSTD1	684.3501
TSTD2	471.7149	TSTD2	868.256
