gene_id	TCGA-BH-A0DV-01A-21R-A12P-07	gene_id	TCGA-BH-A0DV-11A-22R-A12P-07
TST	437.1699	TST	313.6605
removed	removed	TTBK1	5.9682
TTBK2	162.7855	TTBK2	342.8382
TTC12	339.5581	TTC12	529.8408
TTC13	226.1736	TTC13	247.0159
TTC14	349.974	TTC14	1251.3263
TTC15	653.5228	TTC15	578.5809
TTC16	7.1423	removed	removed
TTC17	1297.5225	TTC17	2043.435
TTC18	23.0013	TTC18	204.38
TTC19	1084.6544	TTC19	1802.1088
TTC1	1044.8627	TTC1	868.3687
TTC21A	41.6636	TTC21A	347.1485
TTC21B	383.3048	TTC21B	727.7785
TTC22	66.6617	TTC22	65.6499
TTC23L	25.2957	TTC23L	33.4881
TTC23	480.0238	TTC23	540.1194
TTC25	18.451	TTC25	39.7878
TTC26	123.5027	TTC26	165.7825
TTC27	510.3787	TTC27	688.3289
TTC28	1165.5234	TTC28	1272.0358
TTC30A	324.6782	TTC30A	540.1194
TTC30B	202.3659	TTC30B	306.366
TTC31	480.9166	TTC31	480.4377
TTC32	19.6414	TTC32	100.4642
TTC33	287.7762	TTC33	509.6154
TTC35	553.5302	TTC35	772.878
TTC36	33.6285	TTC36	138.9257
TTC37	1570.7165	TTC37	2276.8568
TTC38	705.6023	TTC38	597.8117
TTC39A	1815.0435	TTC39A	1208.8859
TTC39B	133.3234	TTC39B	179.3767
TTC39C	477.643	TTC39C	530.504
TTC3	5076.408	TTC3	6463.8594
TTC4	570.1957	TTC4	672.3442
TTC5	226.4712	TTC5	250.9947
TTC7A	655.606	TTC7A	810.6764
TTC7B	315.1551	TTC7B	222.8117
TTC8	545.4951	TTC8	645.557
TTC9C	259.2069	TTC9C	178.382
TTC9	455.9185	TTC9	920.756
TTF1	286.5858	TTF1	423.7401
TTF2	237.4823	TTF2	357.0955
TTK	49.9963	TTK	31.8302
TTLL11	68.7449	TTLL11	100.1326
TTLL12	1029.6853	TTLL12	875.6631
TTLL1	251.1718	TTLL1	175.0663
TTLL3	206.7584	TTLL3	613.7334
TTLL4	307.4176	TTLL4	658.4881
TTLL5	622.2751	TTLL5	818.634
TTLL7	62.7929	TTLL7	146.2202
TTLL9	9.5231	TTLL9	14.9204
TTL	803.5116	TTL	675.3979
TTN	1118.8781	TTN	234.38
TTPAL	377.3529	TTPAL	656.1671
removed	removed	TTPA	9.2838
TTYH1	34.8188	TTYH1	260.9416
TTYH2	291.151	TTYH2	174.9271
TTYH3	1657.6148	TTYH3	494.3634
TUBA1A	7413.5704	TUBA1A	9695.0431
TUBA1B	14445.3062	TUBA1B	9009.7182
TUBA1C	2573.618	TUBA1C	1907.8249
TUBA3D	14.8798	removed	removed
TUBA3E	7.4399	removed	removed
TUBA4A	479.4286	TUBA4A	800.0663
TUBA4B	5.6543	removed	removed
TUBA8	79.4584	TUBA8	48.0769
TUBAL3	14.5822	TUBAL3	12.931
TUBB1	9.8207	TUBB1	18.5676
TUBB2A	1290.0826	TUBB2A	1415.1194
TUBB2B	99.3974	TUBB2B	354.7745
TUBB2C	5244.8479	TUBB2C	3975.4642
TUBB3	488.5916	TUBB3	62.0027
TUBB4	47.3179	TUBB4	44.7613
TUBB6	2210.404	TUBB6	2515.4211
TUBBP5	47.9131	TUBBP5	63.3289
TUBB	17007.9607	TUBB	9342.8382
TUBD1	111.0036	TUBD1	228.1167
TUBE1	143.7393	TUBE1	331.565
TUBG1	738.6355	TUBG1	426.3926
TUBG2	407.7078	TUBG2	333.5544
TUBGCP2	1255.5613	TUBGCP2	1207.0093
TUBGCP3	441.3362	TUBGCP3	605.4377
TUBGCP4	259.2069	TUBGCP4	431.6976
TUBGCP5	269.0276	TUBGCP5	473.8064
TUBGCP6	694.8888	TUBGCP6	1255.305
TUB	217.8409	TUB	453.9125
TUFM	4249.9814	TUFM	2627.321
TUFT1	1909.9769	TUFT1	644.2308
TUG1	3474.4439	TUG1	5629.9735
TULP3	785.6558	TULP3	689.6552
TULP4	825.2362	TULP4	751.6578
TUSC1	292.2402	TUSC1	288.7931
TUSC2	545.1975	TUSC2	485.4111
TUSC3	633.5838	TUSC3	1088.1963
TUSC5	440.741	TUSC5	314.6552
TUT1	500.8556	TUT1	563.992
TWF1	2005.8031	TWF1	2322.6127
TWF2	1125.8389	TWF2	596.6313
TWIST1	237.1847	TWIST1	91.8435
TWIST2	66.0665	TWIST2	17.9045
TWISTNB	415.1477	TWISTNB	886.6048
TWSG1	1514.1731	TWSG1	1341.1804
removed	removed	TXK	9.2838
TXLNA	2110.8548	TXLNA	2097.4801
TXLNB	167.2495	TXLNB	126.3263
TXLNG	138.085	TXLNG	379.9735
TXN2	1690.648	TXN2	1323.939
TXNDC11	1177.8885	TXNDC11	1118.7003
TXNDC12	1435.0123	TXNDC12	1132.9576
TXNDC15	1210.6242	TXNDC15	1313.992
TXNDC16	327.059	TXNDC16	540.7825
TXNDC17	585.1469	TXNDC17	362.5995
TXNDC3	6.8447	removed	removed
TXNDC5	7491.3325	TXNDC5	5088.0405
removed	removed	TXNDC6	10.6101
TXNDC9	572.874	TXNDC9	546.4191
TXNIP	27566.9965	TXNIP	43506.9629
TXNL1	1433.5243	TXNL1	1213.5279
TXNL4A	641.0237	TXNL4A	464.8541
TXNL4B	143.4417	TXNL4B	270.557
TXNRD1	1423.406	TXNRD1	1623.6737
TXNRD2	546.0903	TXNRD2	392.2414
TXNRD3IT1	207.425	TXNRD3IT1	284.1512
TXN	1482.0326	TXN	1632.9576
TYK2	1244.8479	TYK2	920.4244
TYMP	1357.6371	TYMP	308.0239
TYMS	243.6009	TYMS	72.626
TYRO3	269.0276	TYRO3	152.1883
TYROBP	1019.2694	TYROBP	204.244
TYSND1	504.7244	TYSND1	399.5358
TYW1B	169.035	TYW1B	265.9151
TYW1	465.144	TYW1	642.2414
TYW3	479.0774	TYW3	759.1943
U2AF1L4	78.7174	U2AF1L4	92.1817
U2AF1	951.7149	U2AF1	1390.252
U2AF2	2332.2669	U2AF2	2388.9257
UACA	2261.7365	UACA	2719.496
UAP1L1	368.425	UAP1L1	156.8302
UAP1	2179.0045	UAP1	1695.6233
UBA1	9558.515	UBA1	6356.1008
UBA2	1856.7071	UBA2	2452.5862
UBA3	898.4451	UBA3	1167.1088
UBA52	9054.3858	UBA52	5707.5597
UBA5	633.5838	UBA5	859.748
UBA6	779.4063	UBA6	1568.9655
UBA7	1162.4135	UBA7	741.3793
UBAC1	600.253	UBAC1	527.1883
UBAC2	1450.3593	UBAC2	1096.3694
UBAP1	1458.82	UBAP1	2439.9867
UBAP2L	3853.2847	UBAP2L	3060.6764
UBAP2	847.8536	UBAP2	1015.9151
UBASH3A	7.1423	UBASH3A	6.6313
UBASH3B	94.0406	UBASH3B	216.1804
UBB	12739.8259	UBB	8703.9125
UBC	31942.2662	UBC	43881.9629
UBD	482.4046	UBD	277.8515
UBE2A	1140.6889	UBE2A	1045.0928
UBE2B	911.2417	UBE2B	1443.9655
UBE2CBP	41.6636	UBE2CBP	51.061
UBE2C	74.3992	UBE2C	11.2732
UBE2D1	310.6912	UBE2D1	433.0239
UBE2D2	1487.3893	UBE2D2	1494.0318
UBE2D3	4722.8629	UBE2D3	6002.9841
UBE2D4	306.5337	UBE2D4	230.504
UBE2E1	1025.5189	UBE2E1	1281.4987
UBE2E2	452.0497	UBE2E2	381.6313
UBE2E3	720.7797	UBE2E3	1042.7719
UBE2F	525.8537	UBE2F	394.8143
UBE2G1	1215.981	UBE2G1	1607.7586
UBE2G2	1108.8461	UBE2G2	1693.3024
UBE2H	1815.3411	UBE2H	2122.0159
UBE2I	1747.489	UBE2I	1475.4642
UBE2J1	1916.8217	UBE2J1	2161.4721
UBE2J2	635.0718	UBE2J2	575.9284
UBE2K	1704.6351	UBE2K	2172.7454
UBE2L3	1874.8605	UBE2L3	1568.3024
UBE2L6	2036.7532	UBE2L6	876.9894
UBE2MP1	80.3512	UBE2MP1	56.0345
UBE2M	727.6244	UBE2M	535.809
removed	removed	UBE2NL	6.9629
UBE2N	1832.0065	UBE2N	1841.8435
UBE2O	799.9405	UBE2O	861.4058
UBE2Q1	2059.3706	UBE2Q1	1437.3342
UBE2Q2P1	6.8447	UBE2Q2P1	36.1406
UBE2Q2	1336.5077	UBE2Q2	1242.7056
UBE2QL1	83.3271	UBE2QL1	47.4138
UBE2R2	1890.0379	UBE2R2	1469.496
UBE2S	88.9815	UBE2S	80.2387
UBE2T	95.231	UBE2T	28.5146
UBE2V1	3110.7804	UBE2V1	2244.1114
UBE2V2	528.8297	UBE2V2	676.3926
UBE2W	574.362	UBE2W	811.3395
UBE2Z	2878.0597	UBE2Z	2698.2759
UBE3A	2018.0046	UBE3A	2758.6207
UBE3B	1360.613	UBE3B	1537.4668
UBE3C	1825.4594	UBE3C	2512.5995
UBE4A	1511.7923	UBE4A	2157.1618
UBE4B	1095.7518	UBE4B	1380.305
UBFD1	1696.8976	UBFD1	1228.7798
UBIAD1	554.7206	UBIAD1	807.0292
UBL3	1888.2524	UBL3	2018.5676
UBL4A	900.8258	UBL4A	555.7029
UBL5	1501.3764	UBL5	1017.9045
UBL7	920.4672	UBL7	557.6923
UBLCP1	477.9406	UBLCP1	807.0292
UBN1	1605.5353	UBN1	1798.7401
UBN2	474.3695	UBN2	915.1194
UBOX5	310.9888	UBOX5	454.8906
UBP1	1522.8034	UBP1	2094.496
UBQLN1	2797.7085	UBQLN1	4076.9231
UBQLN2	1468.0455	UBQLN2	1503.6472
UBQLN4	1529.0529	UBQLN4	1221.817
UBQLNL	6.2495	UBQLNL	9.2838
UBR1	936.5375	UBR1	1342.5066
UBR2	992.4857	UBR2	1375.9947
UBR3	1070.7537	UBR3	1967.8382
UBR4	3471.1703	UBR4	5385.9416
UBR5	2648.9101	UBR5	4795.0928
UBR7	1574.5852	UBR7	1502.9841
UBTD1	480.3214	UBTD1	165.4509
UBTD2	1307.9384	UBTD2	1042.4403
UBTF	3298.5641	UBTF	2963.1963
UBXN10	544.3047	UBXN10	546.7507
UBXN11	259.2069	UBXN11	309.6817
UBXN1	1593.929	UBXN1	1520.2255
UBXN2A	205.9371	UBXN2A	393.8992
UBXN2B	638.3454	UBXN2B	884.2838
UBXN4	2728.666	UBXN4	4503.6472
UBXN6	1607.0233	UBXN6	1130.305
UBXN7	306.5248	UBXN7	578.5809
UBXN8	223.4953	UBXN8	121.3528
UCHL1	211.5914	UCHL1	35.4775
UCHL3	268.1348	UCHL3	326.2599
UCHL5	491.273	UCHL5	486.0643
UCK1	528.8297	UCK1	539.4562
UCK2	271.4084	UCK2	353.7798
removed	removed	UCKL1AS	7.7619
UCKL1	281.2261	UCKL1	414.4397
UCN2	5.3567	UCN2	6.9629
removed	removed	UCP1	20.2255
UCP2	2245.6662	UCP2	1524.5358
UCP3	21.7246	UCP3	26.5252
UEVLD	347.8908	UEVLD	388.5942
UFC1	3683.3569	UFC1	1721.1538
UFD1L	905.2898	UFD1L	740.3647
UFM1	1168.0679	UFM1	1697.6127
UFSP1	8.9279	UFSP1	16.9098
UFSP2	772.6627	UFSP2	995.756
UGCG	410.9813	UGCG	415.1194
UGDH	3566.6989	UGDH	3656.8302
UGGT1	1895.3947	UGGT1	2273.2095
UGGT2	415.4453	UGGT2	591.1804
UGP2	2867.6438	UGP2	3346.1538
removed	removed	UGT2B10	35.4775
UGT2B11	249.1749	UGT2B11	5105.0962
UGT2B15	28.5693	UGT2B15	78.9125
removed	removed	UGT2B28	2952.2546
removed	removed	UGT2B7	13.5942
UGT8	17.5582	UGT8	128.6472
UHMK1	587.7539	UHMK1	741.3793
UHRF1BP1L	743.3971	UHRF1BP1L	768.2361
UHRF1BP1	543.1144	UHRF1BP1	613.7268
UHRF1	63.6857	UHRF1	22.5464
UHRF2	731.4932	UHRF2	1127.6525
UIMC1	355.0331	UIMC1	764.9204
ULBP1	11.0111	ULBP1	15.9151
ULBP2	21.1294	ULBP2	13.9257
ULBP3	7.1423	ULBP3	40.1194
ULK1	1104.0845	ULK1	803.382
ULK2	552.935	ULK2	776.1936
ULK3	431.8131	ULK3	430.7029
ULK4	122.6099	ULK4	153.5146
UMPS	608.5857	UMPS	666.1141
UNC119B	594.5986	UNC119B	1357.7586
UNC119	402.6486	UNC119	365.0531
UNC13A	14.8798	removed	removed
UNC13B	1176.6982	UNC13B	1250
removed	removed	UNC13C	11.2732
UNC13D	198.4971	UNC13D	169.4297
UNC45A	2204.5979	UNC45A	1880.305
UNC45B	8.6303	removed	removed
UNC50	616.9184	UNC50	651.1936
UNC5A	243.4343	UNC5A	60.3448
UNC5B	3715.4974	UNC5B	555.7029
removed	removed	UNC5CL	27.2182
UNC5C	143.4417	UNC5C	329.244
UNC93B1	480.3214	UNC93B1	325.9284
UNG	800.5357	UNG	679.3767
UNKL	261.5877	UNKL	295.7659
UNK	469.6079	UNK	758.2891
UPF0639	8.3327	UPF0639	12.2679
UPF1	2494.7549	UPF1	2745.3581
UPF2	753.813	UPF2	1595.4907
UPF3A	384.7928	UPF3A	708.8859
UPF3B	119.3364	UPF3B	314.9867
UPK3BL	270.6197	UPK3BL	87.4735
UPP1	230.6376	UPP1	85.2122
UPRT	310.3936	UPRT	331.2334
UQCC	579.1236	UQCC	607.4271
UQCR10	1114.5004	UQCR10	650.1989
UQCR11	993.0809	UQCR11	586.5385
UQCRB	2586.7123	UQCRB	2355.7692
UQCRC1	2694.74	UQCRC1	1971.817
UQCRC2	3847.0352	UQCRC2	3465.1857
UQCRFS1	1210.029	UQCRFS1	1255.6366
UQCRHL	301.1681	UQCRHL	230.1061
UQCRH	1177.2934	UQCRH	863.3952
UQCRQ	1750.7626	UQCRQ	779.8408
URB1	922.1159	URB1	1512.7752
URB2	367.5322	URB2	642.5729
URGCP	811.8444	URGCP	1051.3926
URM1	1193.9588	URM1	693.9655
UROD	1440.0714	UROD	953.9125
UROS	607.3953	UROS	340.5172
USE1	278.2531	USE1	194.6286
USF1	878.2085	USF1	495.6897
USF2	1650.1748	USF2	1293.435
removed	removed	USH2A	8.6207
USHBP1	169.035	USHBP1	97.1485
USMG5	491.3325	USMG5	382.2944
USO1	2009.6719	USO1	2365.7162
USP10	1408.8237	USP10	1894.5623
USP11	1754.3338	USP11	2141.9098
USP12	268.73	USP12	524.2042
USP13	517.8186	USP13	687.9973
USP14	1518.3394	USP14	1417.1088
USP15	616.6208	USP15	1330.2387
USP16	815.7131	USP16	1377.9841
USP18	275.5747	USP18	113.3952
USP19	1513.5779	USP19	1625.6631
USP1	936.8351	USP1	1415.1194
USP20	620.192	USP20	738.0637
USP21	660.0699	USP21	372.679
USP22	4420.5044	USP22	6533.1565
USP24	1257.0493	USP24	1903.8462
USP25	993.6761	USP25	1704.5756
USP27X	115.4676	USP27X	129.9735
USP28	544.3047	USP28	678.7135
USP2	94.0406	USP2	152.8515
USP30	374.0793	USP30	561.6711
USP31	513.0571	USP31	1522.2149
USP32	975.2251	USP32	1493.3687
USP33	1521.0178	USP33	2369.695
USP34	2552.1911	USP34	4251.6578
USP35	105.3493	USP35	111.4058
USP36	1023.1382	USP36	1488.0637
USP37	605.3121	USP37	834.5491
USP38	826.4266	USP38	953.9125
USP39	1228.7776	USP39	1050.3979
USP3	494.3025	USP3	543.0471
USP40	740.1235	USP40	1075.9284
USP42	291.9426	USP42	628.3156
USP43	161.8927	USP43	165.7825
USP44	7.7375	USP44	34.8143
USP45	101.4805	USP45	262.2679
USP46	508.2955	USP46	516.5782
USP47	2015.0286	USP47	3647.5464
USP48	1262.4061	USP48	1586.87
USP49	6.5471	USP49	19.2308
USP4	1723.0861	USP4	1877.9841
USP51	41.6636	USP51	71.9496
USP53	2302.8049	USP53	3222.1485
USP54	725.5413	USP54	2198.939
USP5	1889.1452	USP5	1303.7135
USP6NL	378.5433	USP6NL	875
USP6	27.3789	USP6	129.9735
USP7	3316.1223	USP7	3889.2573
USP8	1112.9291	USP8	1774.4264
USP9X	3872.9261	USP9X	4926.3926
USPL1	307.4176	USPL1	590.5172
UST	411.5765	UST	444.6286
UTP11L	545.7927	UTP11L	624.3369
UTP14A	416.6357	UTP14A	603.4483
UTP14C	1342.162	UTP14C	1816.6446
UTP15	306.8224	UTP15	475.7958
UTP18	516.6282	UTP18	688.6605
UTP20	624.0607	UTP20	1151.1936
UTP23	387.1736	UTP23	598.4748
UTP3	544.6023	UTP3	778.8462
UTP6	744.5875	UTP6	871.3528
UTRN	4646.0829	UTRN	7291.1141
removed	removed	UTS2D	5.305
UVRAG	905.885	UVRAG	823.6074
UXS1	700.8407	UXS1	609.4164
UXT	938.2814	UXT	679.3402
VAC14	759.7649	VAC14	802.7188
VAMP1	99.3765	VAMP1	177.3574
VAMP2	2221.5609	VAMP2	2680.3714
VAMP3	2468.5663	VAMP3	2433.0239
VAMP4	469.3103	VAMP4	541.7772
VAMP5	880.5892	VAMP5	246.6844
VAMP7	1011.8295	VAMP7	1040.7825
VAMP8	1945.9862	VAMP8	1642.2414
VANGL1	1106.1677	VANGL1	539.4562
VANGL2	1096.0494	VANGL2	1063.992
VAPA	3535.1536	VAPA	4634.9469
VAPB	794.8813	VAPB	1054.7082
VARS2	597.5746	VARS2	437.6658
VARS	1626.3671	VARS	1278.8462
VASH1	968.9309	VASH1	338.5212
VASH2	116.3604	VASH2	56.366
VASN	520.497	VASN	249.0053
VASP	2276.0211	VASP	1827.5862
VAT1L	49.1035	VAT1L	28.5146
VAT1	7586.3403	VAT1	3730.4377
VAV1	194.3308	VAV1	103.4483
VAV2	926.7168	VAV2	661.4721
VAV3	3408.9725	VAV3	3425.7294
VAX2	20.2366	VAX2	11.6048
VBP1	697.2695	VBP1	714.191
VCAM1	949.3341	VCAM1	368.3687
VCAN	27930.6599	VCAN	1585.5438
VCL	6565.5829	VCL	8151.1936
VCPIP1	552.935	VCPIP1	911.1406
VCP	7672.3458	VCP	6205.9019
VDAC1	3202.1427	VDAC1	3257.626
VDAC2	1058.8498	VDAC2	1094.496
VDAC3	1476.0806	VDAC3	1289.4562
VDR	1187.4117	VDR	1665.7825
VEGFA	2065.6201	VEGFA	1994.0318
VEGFB	1981.4002	VEGFB	715.1857
VEGFC	510.3787	VEGFC	381.2997
VENTX	19.0462	VENTX	5.9682
VEPH1	74.6968	VEPH1	131.6313
VEZF1	1558.8126	VEZF1	3101.7905
VEZT	1206.1603	VEZT	1473.1432
VGLL1	13.0943	VGLL1	210.2122
VGLL2	11.9039	removed	removed
VGLL3	690.7224	VGLL3	678.382
VGLL4	2456.9511	VGLL4	2099.9237
VHL	412.7669	VHL	862.7321
VILL	197.0092	VILL	212.8647
VIM	61692.7312	VIM	27903.9854
VIPAR	584.4803	VIPAR	403.8462
VIPR1	341.6412	VIPR1	691.6446
VIPR2	126.4579	VIPR2	68.4516
VIT	148.5009	VIT	296.7507
VKORC1L1	1401.3838	VKORC1L1	1267.5729
VKORC1	1975.1507	VKORC1	677.3806
VLDLR	432.7059	VLDLR	417.1088
VMA21	803.214	VMA21	1034.8143
VMAC	92.5526	VMAC	86.5385
VMO1	29.4621	removed	removed
VN1R1	7.4399	VN1R1	10.9416
VNN1	44.0443	VNN1	42.4403
VNN2	36.6044	VNN2	8.6207
VOPP1	1461.2008	VOPP1	448.2759
VPRBP	1001.6308	VPRBP	1401.0046
VPREB3	11.3087	removed	removed
VPS11	1416.8589	VPS11	1370.3581
VPS13A	602.9313	VPS13A	1536.1406
VPS13B	1124.0235	VPS13B	1688.6605
VPS13C	1874.8605	VPS13C	2870.6897
VPS13D	2117.6996	VPS13D	3416.7772
VPS16	1003.6694	VPS16	680.7029
VPS18	957.3692	VPS18	604.1114
VPS24	3608.9606	VPS24	4016.25
VPS25	1050.5171	VPS25	849.1379
VPS26A	1309.4264	VPS26A	1753.3156
VPS26B	1637.0806	VPS26B	1062.0027
VPS28	1920.0952	VPS28	1055.7029
VPS29	872.8517	VPS29	957.2281
VPS33A	599.9167	VPS33A	500.0564
VPS33B	254.4454	VPS33B	335.5438
VPS35	2463.8048	VPS35	3425.0663
VPS36	1059.445	VPS36	2209.8806
VPS37A	638.4376	VPS37A	895.4542
VPS37B	611.264	VPS37B	1223.1432
VPS37C	980.5818	VPS37C	823.939
VPS37D	62.7929	VPS37D	45.4244
VPS39	2073.9528	VPS39	1852.122
VPS41	1015.9958	VPS41	1270.557
VPS45	1196.6372	VPS45	871.3528
VPS4A	1456.7368	VPS4A	1699.6021
VPS4B	1353.7683	VPS4B	2050.0663
VPS52	1594.8218	VPS52	1350.1326
VPS53	828.8074	VPS53	1026.1936
VPS54	631.5006	VPS54	971.4854
VPS72	944.8702	VPS72	627.321
VPS8	871.0661	VPS8	985.7427
VRK1	178.2605	VRK1	298.7401
VRK2	499.8854	VRK2	598.9158
VRK3	674.9498	VRK3	563.3289
VSIG10L	23.2126	VSIG10L	64.6552
VSIG10	375.2697	VSIG10	404.1777
VSIG1	5.3567	removed	removed
VSIG2	140.1681	VSIG2	203.9125
VSIG4	672.8666	VSIG4	147.878
VSNL1	128.5619	VSNL1	298.7401
VSTM2A	40.7053	VSTM2A	11.5782
VSTM2L	324.9758	VSTM2L	24.5358
VTA1	952.9053	VTA1	1154.5093
VTCN1	8804.4044	VTCN1	4944.9602
VTI1A	324.3806	VTI1A	446.2401
VTI1B	1165.6246	VTI1B	880.4841
VWA1	2586.4147	VWA1	1004.6419
VWA2	553.5302	VWA2	324.6021
VWA3B	5.0591	VWA3B	5.6366
VWA5A	1818.0195	VWA5A	1833.2228
VWCE	24.1053	VWCE	13.5942
VWDE	8.3327	VWDE	226.1273
VWF	20828.8074	VWF	6204.244
WAC	2710.215	WAC	3797.0822
WAPAL	1459.7128	WAPAL	2718.8329
WARS2	429.4323	WARS2	442.6393
WARS	2172.4574	WARS	1674.0716
WASF1	167.8447	WASF1	251.6578
WASF2	4686.8537	WASF2	5246.0212
WASF3	243.1367	WASF3	673.4085
WASH2P	170.2254	WASH2P	285.1459
WASH3P	190.462	WASH3P	231.4324
WASH5P	105.6469	WASH5P	84.8806
WASH7P	547.8759	WASH7P	698.939
WASL	1957.2948	WASL	2280.504
WAS	182.4269	WAS	55.3714
WBP11P1	10.4159	WBP11P1	12.2679
WBP11	1854.9215	WBP11	2047.0822
WBP1	1484.1455	WBP1	1054.8077
removed	removed	WBP2NL	27.1883
WBP2	2562.3094	WBP2	2440.9814
WBP4	253.5526	WBP4	453.9125
WBP5	1086.2287	WBP5	1142.9045
WBSCR16	1050.5171	WBSCR16	698.939
WBSCR17	96.1238	WBSCR17	43.435
WBSCR22	988.9383	WBSCR22	892.9045
WBSCR26	6.2495	removed	removed
WBSCR27	13.6895	WBSCR27	22.5464
WDFY1	1597.2026	WDFY1	1429.3767
WDFY2	230.34	WDFY2	332.8912
WDFY3	1434.1195	WDFY3	2466.1804
WDFY4	232.7208	WDFY4	74.9337
WDHD1	155.3456	WDHD1	156.8302
WDR11	928.2047	WDR11	1535.4775
WDR12	297.8945	WDR12	399.2042
WDR13	1229.0752	WDR13	1073.939
WDR17	15.7726	WDR17	125
WDR18	391.3399	WDR18	205.9019
WDR19	503.2364	WDR19	818.3024
WDR1	7223.8673	WDR1	6575.5968
WDR20	423.778	WDR20	622.0159
WDR24	444.0146	WDR24	218.1698
WDR25	262.7781	WDR25	211.2069
WDR26	4082.1367	WDR26	3352.4536
WDR27	65.1737	WDR27	261.6048
WDR31	46.4251	WDR31	116.3793
WDR33	1106.7629	WDR33	1503.3156
WDR34	1208.8386	WDR34	636.6048
WDR35	431.8131	WDR35	1077.5862
WDR36	730.3028	WDR36	1313.992
WDR37	304.144	WDR37	517.2414
WDR38	6.2495	removed	removed
WDR3	835.9497	WDR3	1384.6154
WDR41	715.7206	WDR41	577.2546
WDR43	686.8537	WDR43	1820.6233
WDR44	487.4637	WDR44	672.4138
WDR45L	1512.0899	WDR45L	2166.1141
WDR45	963.1516	WDR45	802.4005
WDR46	966.8923	WDR46	806.6976
WDR47	483.8926	WDR47	680.7029
WDR48	1163.9015	WDR48	1478.7798
WDR4	88.0887	WDR4	193.3024
WDR52	117.2532	WDR52	428.7135
WDR53	92.255	WDR53	147.5464
WDR54	205.3419	WDR54	112.069
WDR55	434.4498	WDR55	450.1426
WDR59	436.5747	WDR59	874.6684
WDR5B	202.3659	WDR5B	266.9098
WDR5	604.4193	WDR5	665.7825
WDR60	325.571	WDR60	612.7321
WDR61	877.0181	WDR61	910.809
WDR62	38.6876	WDR62	21.2202
removed	removed	WDR63	12.5995
WDR65	15.475	WDR65	8.9523
WDR66	53.5674	WDR66	35.1459
WDR67	79.1608	WDR67	106.4324
WDR6	3827.9443	WDR6	4515.4377
WDR70	478.8334	WDR70	603.1167
removed	removed	WDR72	12.931
WDR73	211.2343	WDR73	374.0716
WDR74	464.8464	WDR74	470.1592
WDR75	700.2455	WDR75	845.1592
WDR76	102.6709	WDR76	125.9947
WDR77	539.8408	WDR77	526.5252
WDR78	215.1626	WDR78	253.9788
WDR7	801.4285	WDR7	815.6499
WDR81	1081.1696	WDR81	722.8117
WDR82	3372.9633	WDR82	4289.7878
WDR83	152.3696	WDR83	112.069
WDR85	169.035	WDR85	238.7268
WDR86	70.2329	WDR86	180.0398
removed	removed	WDR87	8.2891
removed	removed	WDR88	5.6366
WDR89	349.0812	WDR89	427.7188
WDR8	273.7892	WDR8	251.6578
WDR90	374.9721	WDR90	334.8806
WDR91	336.8797	WDR91	583.2228
WDR92	198.1995	WDR92	296.7507
WDR93	24.1053	WDR93	30.504
WDSUB1	191.3548	WDSUB1	273.5411
WDTC1	2346.8492	WDTC1	2809.3501
WDYHV1	215.7578	WDYHV1	186.3395
WEE1	1865.3374	WEE1	6902.5199
WFDC1	102.3733	WFDC1	16.9098
WFDC2	521.985	WFDC2	1146.2202
WFIKKN1	9.8207	WFIKKN1	15.252
removed	removed	WFIKKN2	6.9629
WFS1	2315.0063	WFS1	1094.496
WHAMML1	41.9612	WHAMML1	100.1326
WHAMML2	19.0462	WHAMML2	43.7666
WHAMM	238.9703	WHAMM	505.305
WHSC1L1	1188.8996	WHSC1L1	1603.7798
WHSC1	724.3509	WHSC1	972.4801
WHSC2	559.7798	WHSC2	536.8037
WIBG	463.3584	WIBG	416.4456
WIF1	58.6266	WIF1	1516.5782
WIPF1	2020.0878	WIPF1	690.6499
WIPF2	1337.4005	WIPF2	1500.6631
WIPF3	11.0111	WIPF3	64.9867
WIPI1	762.1457	WIPI1	914.4562
WIPI2	1254.0734	WIPI2	1219.8276
WISP1	715.1254	WISP1	33.8196
WISP2	3825.013	WISP2	381.2997
WISP3	8.0351	WISP3	101.4589
WIT1	8.3327	removed	removed
WIZ	1167.7703	WIZ	1007.2944
WLS	2502.4924	WLS	3795.4244
WNK1	5427.2748	WNK1	4750.3316
WNK2	305.3791	WNK2	638.4151
WNK3	11.0111	WNK3	86.5385
WNK4	663.2274	WNK4	521.3959
WNT10A	6.8447	WNT10A	27.8515
WNT10B	29.1645	WNT10B	7.2944
WNT11	359.4971	WNT11	94.496
WNT2B	51.4843	WNT2B	9.9469
WNT2	287.7762	WNT2	27.8515
WNT3	18.7486	WNT3	25.5305
WNT4	47.9131	WNT4	147.2149
WNT5A	878.5061	WNT5A	634.2838
WNT5B	144.6321	WNT5B	174.7347
removed	removed	WNT6	22.878
WNT7B	666.3195	WNT7B	268.5676
WNT9A	13.9871	WNT9A	21.2202
WNT9B	16.963	removed	removed
WRAP53	208.913	WRAP53	167.4403
WRB	466.6319	WRB	592.1751
WRNIP1	820.1771	WRNIP1	985.0796
WRN	363.961	WRN	689.6552
WSB1	577.6356	WSB1	2033.8196
WSB2	1221.6353	WSB2	951.2599
WSCD1	104.4565	WSCD1	65.6499
WSCD2	37.7948	WSCD2	75.5968
WT1	38.6876	removed	removed
WTAP	1445.4282	WTAP	2369.0318
