gene_id	TCGA-BH-A0DT-01A-21R-A12D-07	gene_id	TCGA-BH-A0DT-11A-12R-A12D-07
SPRY1	1346.6359	SPRY1	2377.51
SPRY2	476.3531	SPRY2	1123.4027
SPRY3	44.8879	SPRY3	74.8448
SPRY4	1003.0115	SPRY4	743.7021
SPRYD3	1247.186	SPRYD3	1565.9
SPRYD4	244.9484	SPRYD4	390.6535
SPR	1421.32	SPR	545.4545
SPSB1	890.018	SPSB1	723.9869
SPSB2	205.865	SPSB2	127.4188
SPSB3	795.5987	SPSB3	594.3775
SPSB4	8.1263	removed	removed
SPTAN1	9825.7983	SPTAN1	8354.5089
SPTBN1	5949.9636	SPTBN1	12166.8492
SPTBN2	148.9813	SPTBN2	1136.5462
SPTBN4	16.6395	SPTBN4	48.923
SPTBN5	35.8174	SPTBN5	271.2997
SPTB	67.3318	SPTB	154.0708
SPTLC1	2018.7929	SPTLC1	1904.3447
SPTLC2	2076.0636	SPTLC2	2519.1676
SPTLC3	302.9931	SPTLC3	423.8773
SPTY2D1	912.3381	SPTY2D1	1362.0117
SQLE	937.6146	SQLE	733.8445
SQRDL	1963.457	SQRDL	1232.9317
SQSTM1	6850.0774	SQSTM1	6237.3859
SR140	2122.8863	SR140	2821.8328
SRA1	400.5081	SRA1	415.8452
SRBD1	467.4529	SRBD1	539.613
SRCAP	5244.1406	SRCAP	4222.3439
SRCIN1	530.1411	SRCIN1	292.8076
SRCRB4D	22.4439	SRCRB4D	22.636
SRC	750.3238	SRC	826.2139
SRD5A1	206.639	SRD5A1	1023.0011
SRD5A3	787.0855	SRD5A3	806.1008
SREBF1	11789.2554	SREBF1	5037.605
SREBF2	2563.2517	SREBF2	3500.5476
SRFBP1	273.9707	SRFBP1	411.8291
SRF	1344.3141	SRF	2700.6207
SRGAP1	354.8463	SRGAP1	471.705
SRGAP2	680.6703	SRGAP2	552.7565
SRGAP3	84.3582	SRGAP3	274.9179
SRGN	798.6944	SRGN	992.6981
SRI	1489.8127	SRI	1329.6824
SRL	18.5743	SRL	24.8266
SRMS	46.8227	SRMS	21.1756
SRM	963.1542	SRM	840.4527
SRP14	3608.0554	SRP14	3628.3315
SRP19	557.1396	SRP19	680.1606
SRP54	1299.8132	SRP54	1230.376
SRP68	1660.077	SRP68	1927.3457
SRP72	2897.202	SRP72	2877.6926
SRP9	7046.6205	SRP9	3753.5597
SRPK1	1301.3611	SRPK1	1170.8653
SRPK2	1616.35	SRPK2	1155.5312
SRPK3	88.3014	SRPK3	12.7017
SRPRB	999.1419	SRPRB	1085.0675
SRPR	3729.9492	SRPR	3661.1902
SRPX2	639.2651	SRPX2	378.6053
SRPX	351.7506	SRPX	945.2355
SRRD	224.0523	SRRD	260.6791
SRRM1	2137.9779	SRRM1	2483.3881
SRRM2	14954.6197	SRRM2	16801.0223
SRRM3	106.4152	SRRM3	61.3363
SRRM5	20.6445	SRRM5	20.3103
SRRT	1717.7347	SRRT	1465.1333
SRR	459.3189	SRR	323.0047
SRXN1	824.234	SRXN1	644.0307
SS18L1	366.8422	SS18L1	522.4535
SS18L2	255.7834	SS18L2	242.0591
SS18	2838.3834	SS18	2422.0518
SSBP1	1142.7057	SSBP1	768.5287
SSBP2	349.4288	SSBP2	712.3038
SSBP3	736.0062	SSBP3	687.4772
SSBP4	511.9538	SSBP4	313.6181
SSB	2102.2611	SSB	2033.9613
SSC5D	677.5745	SSC5D	405.2574
SSFA2	1860.1375	SSFA2	3139.467
SSH1	1208.1026	SSH1	1238.4082
SSH2	446.9438	SSH2	439.2114
SSH3	1966.9397	SSH3	1086.1628
SSNA1	679.8963	SSNA1	483.3881
SSPN	847.8389	SSPN	1966.4111
SSPO	40.6313	SSPO	49.6532
SSR1	4006.2417	SSR1	3864.9142
SSR2	8428.0832	SSR2	4252.2819
SSR3	3083.3318	SSR3	4303.7605
SSR4	2668.506	SSR4	1619.9343
SSRP1	3398.3208	SSRP1	3235.1223
SSSCA1	241.4657	SSSCA1	270.9018
SSTR1	9.6741	SSTR1	41.9861
SSTR2	41.7921	SSTR2	29.2077
SSU72	2257.163	SSU72	2104.0526
SSX2IP	958.5107	SSX2IP	533.0413
SSX6	7.7393	SSX6	6.9368
ST13	4726.3824	ST13	6306.6813
ST14	2650.3187	ST14	2532.6762
ST20	40.8286	ST20	27.7948
ST3GAL1	1324.9659	ST3GAL1	1432.6396
ST3GAL2	375.3554	ST3GAL2	415.115
ST3GAL3	148.5943	ST3GAL3	255.2026
ST3GAL4	585.477	ST3GAL4	251.1866
ST3GAL5	196.5779	ST3GAL5	165.3888
ST3GAL6	44.5009	ST3GAL6	135.4509
ST5	1239.8337	ST5	2355.6042
ST6GAL1	1448.0205	ST6GAL1	2223.0741
ST6GAL2	267.3924	ST6GAL2	213.5816
ST6GALNAC1	17.4134	ST6GALNAC1	82.5119
ST6GALNAC2	512.3408	ST6GALNAC2	901.4239
ST6GALNAC3	37.9225	ST6GALNAC3	81.0515
ST6GALNAC4	399.7342	ST6GALNAC4	167.9445
ST6GALNAC5	73.9102	ST6GALNAC5	291.3472
ST6GALNAC6	1172.8889	ST6GALNAC6	1166.4841
ST7L	238.37	ST7L	290.2519
ST7OT1	29.27	ST7OT1	54.0745
ST7	694.3262	ST7	575.9876
ST8SIA1	261.5879	ST8SIA1	306.3162
ST8SIA2	51.8532	ST8SIA2	134.3556
ST8SIA4	251.9138	ST8SIA4	121.2121
ST8SIA6	276.6795	ST8SIA6	165.3888
STAB1	761.9328	STAB1	806.1336
STAB2	13.5438	STAB2	127.7839
STAC2	503.8276	STAC2	8543.6291
STAC3	53.7803	STAC3	21.9058
STAC	24.7657	STAC	102.9573
STAG1	1137.47	STAG1	1292.3476
STAG2	2827.9353	STAG2	3707.1924
STAG3L1	106.8022	STAG3L1	87.2581
STAG3L2	63.8491	STAG3L2	40.5257
STAG3L3	149.2521	STAG3L3	258.923
STAG3L4	84.7452	STAG3L4	78.4958
STAG3	14.2519	STAG3	29.1639
STAM2	1020.4249	STAM2	1335.5239
STAMBPL1	82.0364	STAMBPL1	86.893
STAMBP	703.1142	STAMBP	694.0489
STAM	628.0431	STAM	511.8656
STAP2	850.1606	STAP2	541.4385
STARD10	2343.456	STARD10	1539.9781
STARD13	1129.1619	STARD13	956.5535
STARD3NL	592.8294	STARD3NL	516.977
STARD3	734.0713	STARD3	665.5714
STARD4	66.5579	STARD4	75.2099
STARD5	107.1891	STARD5	89.0836
STARD7	3199.5488	STARD7	3219.9598
STARD8	246.1093	STARD8	336.6192
STAR	10.835	STAR	13.1435
STAT1	6121.7757	STAT1	2802.1176
STAT2	2208.0185	STAT2	1757.9409
STAT3	9924.0873	STAT3	8005.8415
STAT4	75.458	STAT4	52.939
STAT5A	2052.8458	STAT5A	1739.686
STAT5B	2201.8271	STAT5B	2981.7452
STAT6	4007.4026	STAT6	3825.4838
STAU1	3309.7059	STAU1	2907.2654
STAU2	1408.9371	STAU2	811.6101
STBD1	436.252	STBD1	601.5371
STC1	694.9879	STC1	1449.069
STC2	11291.6192	STC2	11162.4681
STEAP1	517.3713	STEAP1	300.4746
STEAP2	1443.377	STEAP2	967.8715
STEAP3	1530.057	STEAP3	1338.0796
STEAP4	508.8581	STEAP4	2109.529
STIL	161.3641	STIL	116.4659
STIM1	1099.7526	STIM1	2024.4615
STIM2	534.3977	STIM2	853.2311
STIP1	2180.931	STIP1	2135.0858
STK10	665.9656	STK10	458.9266
STK11IP	499.9579	STK11IP	377.1449
STK11	837.0039	STK11	640.7448
STK16	766.9633	STK16	557.5027
STK17A	611.0167	STK17A	725.4472
STK17B	897.3703	STK17B	1076.6703
STK19	338.203	STK19	274.3739
STK24	2844.9618	STK24	2429.7189
STK25	1342.7662	STK25	1267.981
STK32A	5.4175	removed	removed
STK32B	443.0742	STK32B	251.1866
STK32C	240.8698	STK32C	72.6543
STK35	1146.5753	STK35	1171.5955
STK36	865.6392	STK36	589.6313
STK38L	1069.5694	STK38L	1221.9788
STK38	931.8101	STK38	1032.4936
STK39	759.9979	STK39	388.0978
STK3	565.3549	STK3	519.5327
STK40	1165.9235	STK40	1346.8419
STK4	972.0544	STK4	788.9741
removed	removed	STL	7.667
STMN1	2748.9946	STMN1	1553.8518
STMN2	20.5091	STMN2	14.969
STMN3	1019.2641	STMN3	961.6648
removed	removed	STMN4	6.5717
STOML1	183.0341	STOML1	166.8492
STOML2	1311.4221	STOML2	1192.7711
STOM	11804.347	STOM	6239.8686
STON1-GTF2A1L	27.757	STON1-GTF2A1L	15.115
STON1	287.232	STON1	411.1135
STON2	248.8181	STON2	277.1084
STOX1	161.7511	STOX1	283.3151
STOX2	20.8961	STOX2	72.6543
STRA13	325.05	STRA13	248.2658
STRA6	323.1152	STRA6	73.0194
STRADA	547.9415	STRADA	544.3593
STRADB	341.6895	STRADB	283.3151
STRAP	2041.6238	STRAP	2128.8792
STRBP	1239.0598	STRBP	865.6444
STRC	8.9002	STRC	42.3512
STRN3	727.4929	STRN3	829.1347
STRN4	1579.9754	STRN4	1341.0004
STRN	340.5286	STRN	507.1194
STS	465.9051	STS	681.6356
STT3A	4258.9294	STT3A	3613.7276
STT3B	1836.5327	STT3B	2058.7806
STUB1	1281.3705	STUB1	838.2913
STX10	217.087	STX10	194.9617
STX11	163.6859	STX11	152.6104
STX12	1323.805	STX12	1771.4494
STX16	1158.9582	STX16	1686.3819
STX17	989.8548	STX17	1247.1705
STX18	890.4049	STX18	508.9449
STX19	9.6741	STX19	46.0022
STX1A	130.407	STX1A	69.0033
STX1B	57.2707	STX1B	93.0997
STX2	252.6877	STX2	213.5816
STX3	823.4601	STX3	797.3713
STX4	819.2035	STX4	495.4363
STX5	984.0503	STX5	1047.8277
STX6	2109.3232	STX6	920.2045
STX7	1306.7786	STX7	1476.0862
STX8	345.5591	STX8	274.9179
STXBP1	438.0436	STXBP1	1002.5557
STXBP2	1569.5273	STXBP2	925.1552
STXBP3	1137.6751	STXBP3	1212.8514
STXBP4	172.1991	STXBP4	197.5173
STXBP5	378.811	STXBP5	537.7145
removed	removed	STXBP6	27.0172
STYK1	86.68	STYK1	149.3246
STYXL1	961.9933	STYXL1	428.6236
STYX	620.3038	STYX	560.0584
SUB1	2395.6962	SUB1	4847.3896
SUCLA2	695.9437	SUCLA2	989.3282
SUCLG1	1238.6728	SUCLG1	1589.6313
SUCLG2	1564.1098	SUCLG2	1330.0475
SUCNR1	13.1568	SUCNR1	6.9368
SUDS3	1840.4024	SUDS3	1531.2158
SUFU	878.796	SUFU	712.3038
SUGT1L1	57.944	SUGT1L1	56.5316
removed	removed	SUGT1P1	5.4765
SUGT1	466.679	SUGT1	454.9106
SULF1	32444.6375	SULF1	1528.6601
SULF2	13331.6952	SULF2	2286.6009
SULT1A1	247.2702	SULT1A1	338.8098
SULT1A2	15.0916	SULT1A2	18.2548
SULT1A3	532.281	SULT1A3	542.3914
removed	removed	SULT1C2	18.6199
removed	removed	SULT1C3	1085.0675
SULT1C4	26.3136	SULT1C4	230.011
SULT2B1	144.3377	SULT2B1	332.238
SULT4A1	7.7393	SULT4A1	9.8576
SUMF1	1834.2109	SUMF1	1454.9106
SUMF2	4601.3929	SUMF2	2615.188
SUMO1P3	147.0464	SUMO1P3	124.8631
SUMO1	2010.6667	SUMO1	1786.7835
SUMO2	2811.6828	SUMO2	2801.0223
SUMO3	1791.2579	SUMO3	2106.2432
SUN1	2479.6674	SUN1	3147.0427
SUN2	2858.5055	SUN2	5162.8332
SUOX	781.668	SUOX	808.6893
SUPT16H	3301.9666	SUPT16H	3365.4618
SUPT3H	137.3723	SUPT3H	125.9584
SUPT4H1	1268.3839	SUPT4H1	1093.7897
SUPT5H	2334.5558	SUPT5H	2475.356
SUPT6H	2716.4896	SUPT6H	2918.9485
SUPT7L	821.9122	SUPT7L	988.1161
SUPV3L1	692.2792	SUPV3L1	602.7747
SURF1	663.2569	SURF1	550.2008
SURF2	167.5556	SURF2	142.3877
SURF4	4968.622	SURF4	4374.5893
SURF6	504.9885	SURF6	546.9149
SUSD1	196.5779	SUSD1	221.2486
SUSD2	681.0572	SUSD2	244.6148
SUSD3	3724.1447	SUSD3	648.7769
SUSD4	213.6043	SUSD4	374.2242
SUSD5	30.5702	SUSD5	24.4615
SUV39H1	207.7998	SUV39H1	188.3899
SUV39H2	223.6654	SUV39H2	154.801
SUV420H1	1317.2266	SUV420H1	1602.7747
SUV420H2	184.969	SUV420H2	118.2913
SUZ12P	123.8286	SUZ12P	162.4681
SUZ12	1045.9646	SUZ12	1078.4958
SV2A	106.8022	SV2A	231.4713
SV2B	20.1221	SV2B	51.1135
removed	removed	SV2C	6.9368
SVEP1	1003.5959	SVEP1	807.8094
SVIL	3026.8273	SVIL	2843.169
SVIP	397.0254	SVIP	407.8131
SVOPL	18.9613	SVOPL	15.6992
SWAP70	1987.4488	SWAP70	2817.8167
SYAP1	1373.3364	SYAP1	1205.1844
SYBU	1359.4057	SYBU	817.0865
removed	removed	SYCE1L	6.9368
removed	removed	SYCE1	33.2932
removed	removed	SYCP1	28.1124
SYCP2	760.3849	SYCP2	486.3089
SYDE1	322.3413	SYDE1	258.8536
SYDE2	159.8163	SYDE2	210.6608
SYF2	1220.8725	SYF2	1156.9916
SYK	818.8165	SYK	493.2457
SYMPK	1701.8691	SYMPK	1633.0778
SYN1	20.1221	SYN1	17.8897
SYN2	56.8838	SYN2	194.2315
SYN3	7.7393	SYN3	10.2227
SYNCRIP	4261.6382	SYNCRIP	5289.5217
SYNC	190.6999	SYNC	190.4162
SYNE1	1022.7467	SYNE1	2171.2304
SYNE2	4220.62	SYNE2	6375.3195
SYNGAP1	429.5304	SYNGAP1	419.4962
SYNGR1	478.5162	SYNGR1	1037.4991
SYNGR2	4716.3213	SYNGR2	2977.7291
SYNGR3	76.6189	SYNGR3	7.667
SYNJ1	276.2925	SYNJ1	399.0507
SYNJ2BP	1050.6082	SYNJ2BP	1524.644
SYNJ2	616.0472	SYNJ2	963.4903
SYNM	1227.8378	SYNM	15671.0478
SYNPO2L	37.9225	SYNPO2L	51.8437
SYNPO2	1115.6182	SYNPO2	4132.165
SYNPO	3974.5107	SYNPO	2202.2636
SYNRG	1122.5835	SYNRG	1371.6685
SYPL1	4639.3154	SYPL1	3722.5265
SYPL2	10.835	SYPL2	28.1124
SYP	17.0264	SYP	50.0183
SYS1-DBNDD2	35.3569	SYS1-DBNDD2	22.866
SYS1	864.0914	SYS1	908.7258
SYT11	399.3472	SYT11	277.1084
SYT12	497.6361	SYT12	1263.965
SYT13	270.4881	SYT13	40.1606
SYT15	112.6066	SYT15	143.1179
SYT17	395.4775	SYT17	133.6254
SYT1	215.5391	SYT1	141.2924
SYT2	7.7393	SYT2	18.985
removed	removed	SYT3	16.4294
SYT6	11.6089	SYT6	36.5097
SYT7	4387.7886	SYT7	1350.858
SYT8	34.4398	SYT8	95.2903
SYT9	121.5068	SYT9	185.4691
SYTL1	615.2733	SYTL1	468.054
SYTL2	994.1114	SYTL2	2810.5148
SYTL3	186.5168	SYTL3	164.6586
SYTL4	1056.7996	SYTL4	591.0916
SYTL5	526.6585	SYTL5	268.3461
SYVN1	1740.5656	SYVN1	1495.0712
TAB1	637.1019	TAB1	743.4429
TAB2	2359.7085	TAB2	2813.8007
TAB3	1203.4591	TAB3	1066.0825
TAC1	24.7657	TAC1	71.9241
TACC1	1582.6841	TACC1	3254.8375
TACC2	1212.7462	TACC2	1147.4991
TACC3	430.6913	TACC3	132.5301
TACO1	293.7059	TACO1	247.1705
TACR1	125.3764	TACR1	332.238
TACR2	5.0305	TACR2	8.3972
TACSTD2	6778.8412	TACSTD2	12772.1796
TADA1	489.8968	TADA1	290.617
TADA2A	215.5391	TADA2A	173.7861
TADA2B	1127.6141	TADA2B	1149.3246
TADA3	1763.1604	TADA3	1510.4089
TAF10	738.7149	TAF10	462.2125
TAF11	451.5874	TAF11	518.8025
TAF12	488.736	TAF12	310.3322
TAF13	159.0423	TAF13	202.2636
TAF15	1954.5568	TAF15	1936.4732
TAF1A	94.8063	TAF1A	96.7506
TAF1B	300.2843	TAF1B	286.6009
TAF1C	416.3736	TAF1C	764.8777
TAF1D	663.8605	TAF1D	597.8204
TAF1L	22.4439	TAF1L	42.7163
TAF1	1083.1132	TAF1	1642.9354
TAF2	905.8835	TAF2	809.0544
TAF3	241.8527	TAF3	238.4082
TAF4B	226.3741	TAF4B	296.8237
TAF4	469.7747	TAF4	390.2884
TAF5L	908.9792	TAF5L	664.4761
TAF5	99.8368	TAF5	105.1479
TAF6L	191.9343	TAF6L	202.6287
TAF6	1688.7123	TAF6	1078.8609
TAF7	1857.4288	TAF7	3334.7937
TAF8	535.1717	TAF8	584.1548
TAF9B	914.7837	TAF9B	895.5823
TAF9	1162.5724	TAF9	1140.9273
TAGAP	168.3295	TAGAP	170.5002
TAGLN2	15925.1301	TAGLN2	9924.0599
TAGLN	8241.9533	TAGLN	18114.1475
TAL1	70.8145	TAL1	151.5152
TALDO1	2197.5704	TALDO1	1887.5502
TANC1	1287.0434	TANC1	1638.9193
TANC2	1137.2882	TANC2	1232.2015
TANK	1154.7016	TANK	1855.7868
TAOK1	412.8909	TAOK1	747.353
TAOK2	1496.778	TAOK2	1043.4465
TAOK3	1350.8925	TAOK3	994.1585
TAP1	2291.2158	TAP1	844.1037
TAP2	1133.2521	TAP2	810.1497
TAPBPL	624.9745	TAPBPL	563.3771
TAPBP	6775.7455	TAPBP	2737.8605
TAPT1	944.193	TAPT1	915.2976
TARBP1	1094.7221	TARBP1	723.2567
TARBP2	388.5122	TARBP2	314.7134
TARDBP	3323.2497	TARDBP	3567.3604
TARP	23.6048	TARP	77.0354
TARS2	966.2499	TARS2	449.069
TARSL2	171.8122	TARSL2	301.2048
TARS	1534.3136	TARS	1438.8463
removed	removed	TAS1R1	6.5717
TAS1R3	21.283	removed	removed
TAS2R14	7.956	TAS2R14	16.4987
TAS2R20	16.2525	TAS2R20	27.3823
removed	removed	TAS2R4	6.5717
TAS2R5	7.7393	TAS2R5	13.1435
TASP1	202.3823	TASP1	250.8215
TATDN1	451.9743	TATDN1	385.9073
TATDN2	1408.1632	TATDN2	1371.6685
TATDN3	429.9174	TATDN3	277.4735
TAT	1006.4942	TAT	6778.3863
TAX1BP1	5147.3996	TAX1BP1	3795.5458
TAX1BP3	2745.6822	TAX1BP3	1831.9752
TAZ	296.2212	TAZ	244.9799
TBC1D10A	490.5818	TBC1D10A	585.2355
TBC1D10B	1472.3993	TBC1D10B	847.7547
TBC1D10C	95.5802	TBC1D10C	24.8266
TBC1D12	647.7783	TBC1D12	447.9737
TBC1D13	1081.5653	TBC1D13	1258.4885
TBC1D14	2004.8622	TBC1D14	2318.7295
TBC1D15	1133.4185	TBC1D15	1380.4308
TBC1D16	538.2674	TBC1D16	715.5896
TBC1D17	936.5427	TBC1D17	988.8901
TBC1D19	143.9507	TBC1D19	135.4509
TBC1D1	818.8165	TBC1D1	1196.4221
TBC1D20	1532.3788	TBC1D20	1377.8751
TBC1D22A	342.8504	TBC1D22A	322.0153
TBC1D22B	266.5256	TBC1D22B	413.4502
TBC1D23	985.2112	TBC1D23	1032.1285
TBC1D24	271.0027	TBC1D24	496.1665
TBC1D25	469.3877	TBC1D25	539.2479
TBC1D2B	1260.3428	TBC1D2B	1238.0431
TBC1D2	523.5627	TBC1D2	470.6097
TBC1D3B	94.0323	TBC1D3B	99.6714
removed	removed	TBC1D3C	46.3673
TBC1D3G	54.562	removed	removed
TBC1D3H	5.8045	TBC1D3H	5.8415
TBC1D3	265.2718	TBC1D3	282.2198
TBC1D4	699.6315	TBC1D4	2036.5097
TBC1D5	1771.1357	TBC1D5	2065.3523
TBC1D7	206.252	TBC1D7	195.3268
TBC1D8B	283.2579	TBC1D8B	393.2092
TBC1D8	1338.5096	TBC1D8	1152.9755
TBC1D9B	3751.2322	TBC1D9B	4049.2881
TBC1D9	15129.5315	TBC1D9	7438.8463
TBCA	904.7226	TBCA	826.579
TBCB	996.2087	TBCB	555.3596
TBCCD1	252.6877	TBCCD1	328.9522
TBCC	392.3818	TBCC	338.4447
TBCD	1490.4202	TBCD	1399.7992
TBCEL	455.457	TBCEL	434.1
TBCE	511.8416	TBCE	311.6721
TBCK	668.9762	TBCK	568.3936
TBK1	804.8858	TBK1	712.6689
TBKBP1	224.0523	TBKBP1	244.9799
TBL1XR1	3550.7847	TBL1XR1	3105.513
TBL1X	1386.8802	TBL1X	1051.8437
TBL2	1211.1984	TBL2	603.5049
TBL3	1014.6205	TBL3	685.6517
TBPL1	201.6084	TBPL1	247.5356
TBP	275.9056	TBP	318.3644
TBRG1	710.1569	TBRG1	999.5035
TBRG4	956.5758	TBRG4	736.4001
TBX15	186.1298	TBX15	197.1522
TBX18	69.6536	TBX18	129.9744
TBX19	65.4318	TBX19	77.0354
TBX1	20.8961	TBX1	30.6681
TBX20	9.2871	removed	removed
TBX21	16.6395	removed	removed
TBX2	131.5679	TBX2	59.5108
TBX3	2879.4016	TBX3	2067.5429
TBX5	54.9489	TBX5	31.0332
TBX6	42.953	TBX6	22.2709
TBXA2R	55.3359	TBXA2R	28.8426
TBXAS1	201.2215	TBXAS1	171.5955
TC2N	2973.4339	TC2N	4342.4608
removed	removed	TCAP	5.8415
TCEA1	1698.3865	TCEA1	1435.5604
TCEA2	281.71	TCEA2	268.7112
TCEA3	920.2012	TCEA3	679.4451
TCEAL1	491.8317	TCEAL1	633.808
TCEAL2	6.5784	TCEAL2	79.226
TCEAL3	427.5956	TCEAL3	477.1815
TCEAL4	1915.0865	TCEAL4	2459.2917
TCEAL5	14.7046	TCEAL5	75.575
TCEAL6	21.67	TCEAL6	30.6681
TCEAL7	47.9836	TCEAL7	153.3406
TCEAL8	696.9228	TCEAL8	937.9336
TCEANC	56.1098	TCEANC	72.6543
TCEB1	549.1024	TCEB1	352.3184
TCEB2	1193.785	TCEB2	794.0854
TCEB3	1373.1352	TCEB3	1594.6988
TCERG1	866.4131	TCERG1	1074.1146
TCF12	2103.5381	TCF12	2387.3677
TCF19	257.7182	TCF19	301.5699
TCF20	1460.7904	TCF20	1493.6108
removed	removed	TCF21	5.4765
TCF25	1377.2061	TCF25	2200.8032
TCF3	1908.1211	TCF3	1090.544
TCF4	2125.982	TCF4	1776.9259
TCF7L1	454.6831	TCF7L1	1058.7806
TCF7L2	859.0608	TCF7L2	1178.5323
TCF7	526.6585	TCF7	1129.6093
TCFL5	388.8992	TCFL5	347.207
TCHP	311.5063	TCHP	355.2464
TCIRG1	903.5617	TCIRG1	430.4491
TCL1A	18.9613	removed	removed
TCN1	65.01	TCN1	456.3709
TCN2	328.5327	TCN2	485.5787
TCOF1	862.5435	TCOF1	856.517
TCP10L	12.4719	TCP10L	31.0332
TCP11L1	174.9079	TCP11L1	187.4334
TCP11L2	222.5045	TCP11L2	309.2369
TCP1	3018.7745	TCP1	3530.6608
TCTA	819.5905	TCTA	931.7269
TCTE3	34.0529	TCTE3	73.0194
TCTEX1D1	6.5784	TCTEX1D1	9.8576
TCTEX1D2	171.4252	TCTEX1D2	93.4648
removed	removed	TCTEX1D4	5.4765
TCTN1	927.8979	TCTN1	658.1088
TCTN2	697.6967	TCTN2	608.9814
TCTN3	1536.6354	TCTN3	1427.8934
TDGF1	5.4175	TDGF1	17.8897
TDG	440.3654	TDG	487.4042
TDO2	34.4398	removed	removed
TDP1	550.6502	TDP1	451.2596
TDP2	816.8817	TDP2	806.8638
TDRD10	8.9002	TDRD10	33.5889
TDRD12	253.0902	TDRD12	35.9949
TDRD1	12.3829	TDRD1	48.923
TDRD3	421.7911	TDRD3	409.2735
TDRD5	523.5627	TDRD5	197.8824
TDRD6	5.0305	TDRD6	39.4304
TDRD7	503.8276	TDRD7	403.0668
TDRD9	13.1568	TDRD9	80.3213
TDRKH	542.911	TDRKH	297.1888
TEAD1	1610.9325	TEAD1	2569.5509
TEAD2	1347.0228	TEAD2	1023.0011
TEAD3	989.0808	TEAD3	1053.6692
TEAD4	291.3841	TEAD4	152.6104
TECPR1	229.4698	TECPR1	238.4082
TECPR2	737.554	TECPR2	999.6349
TECR	2184.0267	TECR	1595.4728
TECTA	18.9613	TECTA	25.1917
TEC	45.2748	TEC	47.8277
TEF	836.6169	TEF	1451.9898
TEKT2	39.4704	TEKT2	21.1756
TEKT3	18.1873	TEKT3	20.4454
TEKT5	6.1914	removed	removed
TEK	379.999	TEK	612.2673
TELO2	563.807	TELO2	403.797
TENC1	2328.3644	TENC1	2788.609
TEP1	922.9099	TEP1	1054.7645
removed	removed	TEPP	17.8897
TERF1	603.6644	TERF1	658.6345
TERF2IP	911.301	TERF2IP	1606.0606
TERF2	493.3795	TERF2	664.111
TESC	41.4052	TESC	364.3666
TESK1	809.9163	TESK1	752.8295
TESK2	216.3131	TESK2	354.5089
TES	2106.9744	TES	2468.7587
TET1	70.0405	TET1	112.8149
TET2	851.7085	TET2	997.4443
TET3	737.941	TET3	688.2074
TEX10	365.2943	TEX10	443.5926
removed	removed	TEX14	15.6992
TEX261	2171.6438	TEX261	2385.1771
TEX264	1182.95	TEX264	823.6583
TEX2	3057.0182	TEX2	2496.8967
TEX9	91.3236	TEX9	162.103
TFAM	712.7883	TFAM	725.8123
TFAP2A	2984.2689	TFAP2A	2347.1815
TFAP2B	2434.7796	TFAP2B	1907.6305
TFAP2C	883.0526	TFAP2C	2441.402
TFAP2E	11.222	TFAP2E	16.7945
TFAP4	361.8117	TFAP4	183.6437
TFB1M	196.5779	TFB1M	184.739
TFB2M	581.9944	TFB2M	346.1117
TFCP2L1	423.7259	TFCP2L1	1968.9668
TFCP2	721.6885	TFCP2	714.4943
TFDP1	1707.6736	TFDP1	1388.4629
TFDP2	213.6043	TFDP2	361.0807
TFDP3	31.3441	TFDP3	20.0803
TFE3	1344.3141	TFE3	1318.7295
TFEB	279.3882	TFEB	345.0164
TFEC	130.7939	TFEC	43.0814
TFF1	2334.9428	TFF1	1189.1201
TFF3	2399.1789	TFF3	1462.2125
TFG	1882.5815	TFG	1696.6046
TFIP11	898.9375	TFIP11	942.9573
TFPI2	93.6454	TFPI2	870.7558
TFPI	455.0701	TFPI	829.1347
TFPT	119.1502	TFPT	138.3534
TFR2	53.788	removed	removed
TFRC	1892.6426	TFRC	2332.6031
TF	74.2972	TF	511.1355
TGDS	198.1257	TGDS	239.8686
TGFA	78.5538	TGFA	275.2829
TGFB1I1	700.4054	TGFB1I1	893.3917
TGFB1	1033.5817	TGFB1	248.6309
TGFB2	907.4314	TGFB2	484.8485
TGFB3	1905.4124	TGFB3	1347.9372
TGFBI	2471.1542	TGFBI	1876.9624
TGFBR1	1185.6587	TGFBR1	2274.5528
TGFBR2	2979.2384	TGFBR2	7071.559
TGFBR3	797.5335	TGFBR3	4133.2603
TGFBRAP1	368.39	TGFBRAP1	433.0047
TGIF1	1931.7259	TGIF1	1181.8182
TGIF2	918.8623	TGIF2	782.9719
TGM1	5.8045	TGM1	36.5097
TGM2	2156.5522	TGM2	411.464
removed	removed	TGM5	14.6039
TGOLN2	7901.0377	TGOLN2	8380.0657
TGS1	592.8294	TGS1	712.6689
TG	5.0305	removed	removed
TH1L	1563.3359	TH1L	1764.1475
THADA	1138.836	THADA	1144.2132
THAP10	58.0446	THAP10	54.3994
THAP11	395.4775	THAP11	505.659
THAP1	279.3882	THAP1	255.5677
THAP2	126.5373	THAP2	134.7207
THAP3	247.812	THAP3	180.6791
THAP4	1161.28	THAP4	778.7514
THAP5	736.0062	THAP5	746.988
THAP6	319.6325	THAP6	430.8142
THAP7	255.0095	THAP7	220.5184
THAP8	119.9589	THAP8	62.7966
THAP9	155.9466	THAP9	225.2647
THBD	544.4588	THBD	1150.785
THBS1	12869.2728	THBS1	8452.3549
THBS2	7984.622	THBS2	2732.3841
