gene_id	TCGA-BH-A0B8-01A-21R-A056-07	gene_id	TCGA-BH-A0B8-11A-41R-A089-07
CLDN1	768.6506	CLDN1	239.5324
CLDN23	21.1218	CLDN23	203.2685
removed	removed	CLDN2	41.274
CLDN3	706.6627	CLDN3	23.8578
CLDN4	7159.8382	CLDN4	336.3951
CLDN5	82.1914	CLDN5	1931.0509
CLDN7	2259.5757	CLDN7	91.614
CLDN8	23.8768	CLDN8	54.3958
CLDND1	668.5516	CLDND1	1633.3055
removed	removed	CLDND2	14.3147
CLEC10A	8.2651	CLEC10A	194.2026
CLEC11A	241.5234	CLEC11A	60.1217
CLEC12A	6.8876	removed	removed
CLEC14A	407.743	CLEC14A	2010.736
CLEC16A	746.1513	CLEC16A	578.3133
CLEC18A	7.8059	CLEC18A	5.7259
CLEC1A	28.4685	CLEC1A	187.5224
CLEC2B	104.6908	CLEC2B	349.2783
CLEC2D	352.1834	CLEC2D	257.1872
removed	removed	CLEC2L	7.6345
CLEC3A	1128.1808	removed	removed
CLEC3B	139.5877	CLEC3B	3820.5893
CLEC4A	16.9893	CLEC4A	41.9897
CLEC4E	5.9692	CLEC4E	13.8375
removed	removed	CLEC4F	28.6294
removed	removed	CLEC4GP1	10.9746
removed	removed	CLEC4G	16.7005
CLEC4M	5.51	removed	removed
CLEC5A	44.5395	removed	removed
CLEC7A	99.1807	CLEC7A	25.2893
CLECL1	7.8059	removed	removed
CLIC1	7607.529	CLIC1	4302.0398
CLIC2	127.6493	CLIC2	675.6531
CLIC3	11.9384	CLIC3	7.6345
CLIC4	2503.395	CLIC4	10784.6833
CLIC5	66.1205	CLIC5	1403.3162
CLIC6	29.3869	CLIC6	25.2893
CLINT1	1959.7377	CLINT1	1901.9444
CLIP1	2689.818	CLIP1	2565.1915
CLIP2	554.6774	CLIP2	437.075
CLIP3	426.1098	CLIP3	880.8303
CLIP4	71.1714	CLIP4	1494.4531
CLK1	1160.3227	CLK1	1593.7015
CLK2P	10.5609	CLK2P	11.9289
CLK2	478.4552	CLK2	403.6741
CLK3	390.7537	CLK3	663.7242
CLK4	268.1553	CLK4	448.5268
CLMN	2513.4967	CLMN	3519.0266
removed	removed	CLN3	538.7093
CLN5	440.3441	CLN5	1068.8298
CLN6	920.6359	CLN6	467.1359
CLN8	242.9009	CLN8	632.2319
CLNS1A	2800.0188	CLNS1A	1052.1293
CLOCK	578.0951	CLOCK	666.5871
CLP1	286.5221	CLP1	258.6186
CLPB	452.7416	CLPB	262.913
CLPP	991.8073	CLPP	584.9934
CLPTM1L	2970.8301	CLPTM1L	2072.7663
CLPTM1	3746.8274	CLPTM1	2869.1399
CLPX	498.6586	CLPX	744.3636
CLRN1OS	5.51	removed	removed
removed	removed	CLRN3	6.6802
CLSPN	67.498	removed	removed
CLSTN1	3444.2344	CLSTN1	1998.33
CLSTN2	3778.5102	CLSTN2	2652.511
CLSTN3	1240.6774	CLSTN3	432.3035
CLTA	1559.3414	CLTA	1974.9493
CLTB	1129.5583	CLTB	1075.51
CLTCL1	24.7952	CLTCL1	236.1923
CLTC	14749.0004	CLTC	12401.7655
CLUAP1	509.4767	CLUAP1	452.8069
CLUL1	320.9598	removed	removed
CLU	5255.201	CLU	21142.789
removed	removed	CLVS1	26.4345
CLYBL	51.427	CLYBL	156.0301
removed	removed	CMA1	29.5837
CMAH	128.5676	CMAH	238.5781
CMAS	571.2075	CMAS	430.872
CMBL	1714.0817	CMBL	1927.7108
CMC1	121.2209	CMC1	137.421
CMIP	1022.1125	CMIP	1130.3829
CMKLR1	255.7577	CMKLR1	829.2974
CMPK1	1223.6881	CMPK1	5302.6363
CMPK2	375.6011	CMPK2	144.5783
CMTM1	68.8755	CMTM1	69.6648
CMTM3	589.5743	CMTM3	927.5916
CMTM4	1048.7443	CMTM4	1114.1596
CMTM6	2082.3361	CMTM6	1457.712
CMTM7	232.7992	CMTM7	311.583
CMTM8	179.5355	CMTM8	129.3093
CMYA5	550.0857	CMYA5	146.4869
CN5H6.4	23.8768	CN5H6.4	10.0203
CNBP	5057.7578	CNBP	7461.2907
CNDP2	4930.1086	CNDP2	2396.7553
CNFN	166.2195	CNFN	13.3604
removed	removed	CNGA1	25.7664
CNGA3	56.4779	removed	removed
CNIH2	16.9893	removed	removed
CNIH3	29.3869	CNIH3	33.8781
CNIH4	982.1647	CNIH4	846.475
CNIH	1406.4378	CNIH	1498.2703
CNKSR1	311.3173	CNKSR1	18.1319
removed	removed	CNKSR2	52.01
CNKSR3	170.3521	CNKSR3	171.7762
CNN1	286.5221	CNN1	2336.6337
CNN2	882.984	CNN2	3591.0772
CNN3	1729.6935	CNN3	4888.9419
CNNM1	275.0428	CNNM1	11.9289
CNNM2	202.0348	CNNM2	193.7254
CNNM3	448.1499	CNNM3	663.247
CNNM4	404.0696	CNNM4	201.3599
CNOT10	571.6667	CNOT10	404.1513
CNOT1	4763.4161	CNOT1	4527.8683
CNOT2	1855.0469	CNOT2	1221.5197
CNOT3	894.9224	CNOT3	631.7547
CNOT4	523.4538	CNOT4	682.3333
CNOT6L	978.9505	CNOT6L	1199.5706
CNOT6	1106.5998	CNOT6	594.0594
CNOT7	1177.3119	CNOT7	1431.9456
CNOT8	1788.0081	CNOT8	1675.2952
CNO	136.8327	CNO	124.0606
CNPY2	1413.3253	CNPY2	711.917
CNPY3	2240.2906	CNPY3	683.2876
CNPY4	180.4538	CNPY4	256.2329
CNP	2113.0867	CNP	1798.225
CNR1	62.4471	CNR1	154.1214
CNRIP1	109.2825	CNRIP1	784.4447
CNST	1452.3548	CNST	804.9624
CNTD1	88.2249	CNTD1	22.5647
CNTD2	122.5984	CNTD2	16.7005
CNTFR	44.0803	CNTFR	1710.1276
CNTF	10.7216	CNTF	28.9013
CNTLN	212.1366	CNTLN	222.8319
CNTN1	71.6305	CNTN1	85.411
CNTN2	13.3159	CNTN2	27.1979
CNTN3	20.6627	CNTN3	60.1217
CNTN4	67.498	CNTN4	301.5627
CNTNAP1	114.7925	CNTNAP1	250.0298
CNTNAP2	208.4632	CNTNAP2	68.2333
CNTNAP3	7.3467	CNTNAP3	220.4461
CNTROB	953.237	CNTROB	423.2375
COASY	1827.4967	COASY	1083.6216
COBLL1	1207.6172	COBLL1	5093.1647
COBL	2790.8354	COBL	144.5783
COBRA1	800.7925	COBRA1	1087.916
COCH	493.2359	COCH	53.0216
COG1	1534.9136	COG1	995.6722
COG2	1462.9157	COG2	620.303
COG3	618.502	COG3	611.7142
COG4	659.8273	COG4	1345.5803
COG5	1148.196	COG5	976.5478
COG6	442.6399	COG6	562.5671
COG7	815.9451	COG7	436.5979
COG8	373.5624	COG8	427.0882
COIL	524.8313	COIL	349.2783
COL10A1	1872.9545	COL10A1	6.203
COL11A1	2889.557	COL11A1	12.8832
removed	removed	COL11A2	11.9289
COL12A1	7844.9199	COL12A1	5276.8699
removed	removed	COL13A1	9.066
COL14A1	1381.1834	COL14A1	3351.0676
COL15A1	2269.2183	COL15A1	7850.173
COL16A1	918.7992	COL16A1	1039.2461
COL17A1	64.743	COL17A1	317.786
COL18A1	2502.4766	COL18A1	4023.8578
COL1A1	78496.4937	COL1A1	18165.3346
COL1A2	58055.1624	COL1A2	32634.6177
COL21A1	28.0094	COL21A1	54.873
COL22A1	11.9384	removed	removed
removed	removed	COL23A1	6.6802
COL24A1	12.3976	COL24A1	6.6802
removed	removed	COL25A1	155.5529
COL27A1	35.8153	COL27A1	53.9186
COL28A1	8.7242	COL28A1	5.2487
COL2A1	39.0295	removed	removed
COL3A1	48761.1019	COL3A1	35453.6562
COL4A1	10569.6349	COL4A1	35955.6245
COL4A2	9159.9829	COL4A2	34762.7341
COL4A3BP	1099.7122	COL4A3BP	3406.8949
removed	removed	COL4A3	8.1117
COL4A4	21.1218	COL4A4	31.9695
COL4A5	713.5502	COL4A5	208.5172
COL4A6	36.2744	COL4A6	101.1571
COL5A1	6623.0685	COL5A1	3131.0987
COL5A2	6884.3362	COL5A2	5251.5806
COL5A3	613.9103	COL5A3	2728.3789
COL6A1	7203.0002	COL6A1	14873.9115
COL6A2	8824.3296	COL6A2	16695.6937
COL6A3	16151.7649	COL6A3	18458.7856
COL6A6	12.8568	COL6A6	818.8
COL7A1	53.2637	COL7A1	12.4061
COL8A1	875.6372	COL8A1	1197.6619
COL8A2	851.7604	COL8A2	292.0196
COL9A2	151.9853	COL9A2	9.066
removed	removed	COL9A3	7.1573
COLEC11	6.8876	COLEC11	48.6699
COLEC12	4717.5129	COLEC12	1251.1034
COLQ	12.3976	COLQ	56.3044
COMMD10	578.0951	COMMD10	428.0091
COMMD1	368.7135	COMMD1	398.4254
COMMD2	747.988	COMMD2	606.4655
COMMD3	1705.4769	COMMD3	493.3556
COMMD4	529.423	COMMD4	522.0088
COMMD5	516.3642	COMMD5	305.8189
COMMD6	724.1111	COMMD6	1462.9608
COMMD7	1254.9117	COMMD7	928.5459
COMMD8	144.1794	COMMD8	183.228
COMMD9	650.1848	COMMD9	844.5664
COMP	2251.7698	COMP	292.0196
COMTD1	343	COMTD1	39.1268
COMT	1698.4699	COMT	1075.9871
COPA	10339.5907	COPA	6626.2674
COPB1	4921.8435	COPB1	2778.6186
COPB2	5872.7846	COPB2	3299.5348
COPE	2424.8769	COPE	1099.8449
COPG2	852.6787	COPG2	406.537
COPG	6358.5865	COPG	3642.1329
COPS2	1340.7765	COPS2	2819.9928
COPS3	1784.3347	COPS3	993.4391
COPS4	785.1807	COPS4	1015.3883
COPS5	1866.5262	COPS5	1110.8195
COPS6	1269.6051	COPS6	1743.0514
COPS7A	1277.8702	COPS7A	1467.2552
COPS7B	593.7068	COPS7B	462.3643
COPS8	937.1523	COPS8	1092.6685
COPZ1	4222.0684	COPZ1	2386.7351
COPZ2	146.9344	COPZ2	1643.8029
COQ10A	155.6586	COQ10A	188.9538
COQ10B	446.7724	COQ10B	720.0286
COQ2	132.241	COQ2	167.4818
COQ3	140.9652	COQ3	179.4107
COQ4	571.6667	COQ4	456.6384
COQ5	715.8461	COQ5	804.4853
COQ6	672.73	COQ6	381.8776
COQ7	668.5516	COQ7	428.0091
COQ9	527.1272	COQ9	971.4899
CORIN	118.4659	removed	removed
CORO1A	354.9384	CORO1A	211.3802
CORO1B	2454.723	CORO1B	1025.4086
CORO1C	1750.8153	CORO1C	5070.7384
CORO2A	757.6305	CORO2A	100.2028
CORO2B	22.4993	CORO2B	580.2219
CORO6	449.5275	CORO6	70.6191
CORO7	371.1196	CORO7	319.1554
COTL1	933.0335	COTL1	1493.4987
COX10	335.1941	COX10	356.4356
COX11	653.7755	COX11	650.6931
COX15	1090.7905	COX15	1347.155
COX16	723.652	COX16	636.5263
COX17	758.5489	COX17	456.1613
COX18	219.9424	COX18	433.2578
COX19	189.9954	COX19	194.2741
COX4I1	2489.1607	COX4I1	5190.5046
COX4I2	21.581	COX4I2	93.0454
COX4NB	276.8795	COX4NB	417.5116
COX5A	1220.0148	COX5A	2128.5936
COX5B	1684.6948	COX5B	2720.7444
COX6A1	2665.9412	COX6A1	1766.9092
COX6B1	3908.4553	COX6B1	2639.6278
COX6C	33889.9622	COX6C	2099.0099
COX7A1	42.2436	COX7A1	1412.8594
COX7A2L	3006.1862	COX7A2L	1925.8022
COX7A2	854.9746	COX7A2	1674.3409
COX7B	1429.8555	COX7B	1633.7827
COX7C	2158.5583	COX7C	3344.3875
COX8A	2323.4003	COX8A	1573.1838
CP110	700.2343	CP110	397.9482
removed	removed	CPA1	108.3144
removed	removed	CPA2	31.0151
CPA3	469.7309	CPA3	193.2482
removed	removed	CPA4	9.066
CPA6	269.0736	removed	removed
CPAMD8	17.4485	CPAMD8	369.3189
CPB1	27991.464	CPB1	29.1065
CPD	5775.8998	CPD	4087.3196
CPEB1	11.9384	CPEB1	39.604
CPEB2	1446.8448	CPEB2	1153.2864
CPEB3	207.5449	CPEB3	224.7405
CPEB4	1301.747	CPEB4	1293.5703
CPE	839.3628	CPE	3867.3506
CPLX1	365.4993	CPLX1	49.6242
CPLX2	13105.1717	removed	removed
CPM	258.5127	CPM	7988.5483
removed	removed	CPN2	24.8121
CPNE1	2076.0638	CPNE1	1415.1688
CPNE2	320.0415	CPNE2	1720.1479
CPNE3	5960.9453	CPNE3	3799.5944
removed	removed	CPNE4	9.5431
CPNE5	24.336	CPNE5	37.6953
CPNE7	169.4337	removed	removed
CPNE8	60.1513	CPNE8	430.872
CPOX	156.1178	CPOX	396.9939
CPPED1	931.1968	CPPED1	713.8256
CPS1	10.1017	CPS1	246.6897
CPSF1	1274.1968	CPSF1	806.871
CPSF2	1810.5074	CPSF2	1293.0932
CPSF3L	893.5449	CPSF3L	995.8249
CPSF3	972.9813	CPSF3	835.9776
CPSF4	261.2677	CPSF4	483.3592
CPSF6	1594.2383	CPSF6	1164.261
CPSF7	2353.7056	CPSF7	1555.0519
CPT1A	1790.3039	CPT1A	1617.0822
CPT1B	163.6895	CPT1B	506.3342
CPT1C	8.2651	CPT1C	11.4517
CPT2	410.0388	CPT2	687.1049
CPVL	280.0937	CPVL	575.9275
CPXM1	256.2169	CPXM1	1255.3978
CPXM2	310.3989	CPXM2	1615.1736
CPZ	272.3521	CPZ	226.172
CP	45.4578	CP	333.1886
CR1	7.3467	CR1	68.2333
CRABP1	33.0602	CRABP1	17.6548
CRABP2	11166.0967	CRABP2	456.1613
CRADD	102.8541	CRADD	166.5275
CRAMP1L	764.9956	CRAMP1L	788.2858
CRAT	386.162	CRAT	1931.5281
removed	removed	CRB1	6.6802
removed	removed	CRB2	7.6345
CRB3	377.8969	CRB3	7.1573
CRBN	528.5001	CRBN	1252.6876
CRCP	1153.8943	CRCP	579.2676
CREB1	1606.1768	CREB1	1606.5848
CREB3L1	2208.1487	CREB3L1	176.0706
CREB3L2	2097.9479	CREB3L2	3142.0732
CREB3L4	1612.146	CREB3L4	119.289
CREB3	755.1832	CREB3	834.6606
CREB5	44.9987	CREB5	583.562
CREBBP	3914.8837	CREBBP	2657.7598
CREBL2	3493.3656	CREBL2	4158.893
CREBZF	778.2932	CREBZF	775.8559
CREG1	3090.6735	CREG1	5152.3321
CRELD1	477.5368	CRELD1	958.6067
CRELD2	730.5395	CRELD2	336.3951
CREM	483.506	CREM	372.1818
CRHBP	15.1526	CRHBP	606.4655
removed	removed	CRHR1	16.9152
removed	removed	CRHR2	5.7259
CRIM1	1004.664	CRIM1	12191.3396
CRIP1	6609.7525	CRIP1	1033.5202
CRIP2	1987.2879	CRIP2	1881.9039
CRIPAK	80.8139	CRIPAK	231.8979
CRIPT	274.1245	CRIPT	309.6743
CRISP3	22.0402	removed	removed
CRISPLD1	224.075	CRISPLD1	139.3296
CRISPLD2	1061.6011	CRISPLD2	1107.9566
CRKL	2403.2959	CRKL	2099.9642
CRK	1241.5958	CRK	2034.5938
CRLF1	27.5502	CRLF1	127.8778
CRLF3	299.3789	CRLF3	301.0855
CRLS1	664.8782	CRLS1	1840.8684
CRMP1	536.2463	CRMP1	123.7552
CRNKL1	1907.3923	CRNKL1	734.3433
CROCCL1	105.2785	CROCCL1	251.0748
CROCCL2	27.5502	CROCCL2	56.7816
CROCC	300.7564	CROCC	311.583
CROT	331.0616	CROT	254.3242
CRTAC1	197.4431	CRTAC1	337.3494
CRTAM	7.8059	removed	removed
CRTAP	3880.9051	CRTAP	11528.5697
CRTC1	457.3333	CRTC1	323.989
CRTC2	787.0174	CRTC2	666.11
CRTC3	1368.3267	CRTC3	2758.9169
CRY1	430.2423	CRY1	429.4405
CRY2	1247.1058	CRY2	4720.0286
CRYAB	286.9813	CRYAB	24585.9478
CRYBG3	113.7594	CRYBG3	1834.4173
CRYGS	11.0201	CRYGS	17.6548
CRYL1	673.1433	CRYL1	769.6529
CRYZL1	345.9938	CRYZL1	483.9413
CRYZ	312.3091	CRYZ	902.2259
CSAD	246.5743	CSAD	959.0839
CSDAP1	9.6426	CSDAP1	87.7967
CSDA	731.917	CSDA	3616.3665
CSDC2	17.9076	CSDC2	42.4669
CSDE1	16205.4878	CSDE1	38900.6322
CSE1L	3644.8917	CSE1L	1740.6656
CSF1R	502.7912	CSF1R	2241.6796
CSF1	391.672	CSF1	1469.6409
CSF2RA	39.9478	CSF2RA	729.5718
CSF2RB	120.3025	CSF2RB	319.6946
CSF3R	296.1647	CSF3R	57.7359
removed	removed	CSF3	23.8578
CSGALNACT1	129.4859	CSGALNACT1	832.1603
CSGALNACT2	734.2129	CSGALNACT2	715.7342
CSK	901.8099	CSK	584.0391
removed	removed	CSMD1	52.9643
CSMD2	10.5609	CSMD2	7.6345
removed	removed	CSN1S1	44.3755
CSNK1A1	8108.4835	CSNK1A1	4448.5268
CSNK1D	3681.1661	CSNK1D	2600.0239
CSNK1E	2066.7243	CSNK1E	1504.9744
CSNK1G1	623.0937	CSNK1G1	505.3084
CSNK1G2	788.8541	CSNK1G2	697.1251
CSNK1G3	1145.6292	CSNK1G3	770.13
CSNK2A1P	704.826	CSNK2A1P	540.6179
CSNK2A1	1787.5489	CSNK2A1	1236.3116
CSNK2A2	404.0696	CSNK2A2	1062.1496
CSNK2B	3380.1526	CSNK2B	1982.1066
CSPG4	465.1392	CSPG4	6581.8919
CSPG5	11.9384	CSPG5	26.7207
CSPP1	774.4729	CSPP1	202.7914
CSRNP1	740.6413	CSRNP1	2691.6378
CSRNP2	1525.822	CSRNP2	835.9776
removed	removed	CSRNP3	10.9746
CSRP1	2582.8314	CSRP1	8773.9473
CSRP2BP	1128.6399	CSRP2BP	712.3941
CSRP2	85.8648	CSRP2	360.73
CST1	258.0536	removed	removed
CST2	106.5274	removed	removed
CST3	6398.5343	CST3	7351.5448
CST4	25.7135	removed	removed
CST5	181.3722	removed	removed
CST7	32.6011	CST7	42.9441
CST9L	7.8059	removed	removed
CST9	681.8675	removed	removed
CSTA	258.5127	CSTA	365.5016
CSTB	2158.0991	CSTB	3431.707
CSTF1	667.174	CSTF1	396.5168
CSTF2T	1540.0563	CSTF2T	1102.7079
CSTF2	660.7457	CSTF2	214.7203
CSTF3	789.6714	CSTF3	389.8366
CS	8284.3456	CS	15151.1392
CT62	20.2035	removed	removed
CTAGE1	5.0509	removed	removed
CTAGE4	26.6319	CTAGE4	20.0406
CTAGE5	1120.7009	CTAGE5	547.3649
CTAGE9	90.4565	CTAGE9	43.4212
CTBP1	1151.3092	CTBP1	1994.6368
CTBP2	1077.6721	CTBP2	820.7086
CTBS	355.8568	CTBS	542.4597
CTCFL	21.9116	CTCFL	8.4791
CTCF	1644.747	CTCF	1191.9361
CTDP1	402.6921	CTDP1	354.0499
CTDSP1	1571.739	CTDSP1	4036.741
CTDSP2	5489.8368	CTDSP2	9847.0715
CTDSPL2	649.2664	CTDSPL2	577.3589
CTDSPL	803.5475	CTDSPL	1299.2962
CTF1	23.8768	CTF1	222.3548
CTGF	3320.2585	CTGF	5230.1086
CTHRC1	1040.4793	CTHRC1	262.4359
CTH	94.1299	CTH	219.969
CTLA4	10.1017	CTLA4	9.066
CTNNA1	11997.6536	CTNNA1	11575.8082
removed	removed	CTNNA3	10.0203
CTNNAL1	435.7524	CTNNAL1	1640.94
CTNNB1	6576.6602	CTNNB1	7331.6856
CTNNBIP1	394.4271	CTNNBIP1	1114.1596
CTNNBL1	1416.5395	CTNNBL1	877.013
CTNND1	14849.0995	CTNND1	7283.7886
CTNND2	637.7872	CTNND2	16.7005
CTNS	395.3178	CTNS	534.7584
CTPS2	1372	CTPS2	458.0699
CTPS	422.4364	CTPS	224.7405
CTR9	2333.5021	CTR9	1507.3363
removed	removed	CTRL	6.203
CTSA	1614.7954	CTSA	2798.7928
CTSB	12249.2788	CTSB	18535.1306
CTSC	722.2745	CTSC	1944.8885
CTSD	7960.6308	CTSD	10192.0554
CTSE	29.3869	removed	removed
CTSF	1832.5476	CTSF	2643.4451
CTSG	11.9384	CTSG	70.6191
CTSH	1228.739	CTSH	840.272
CTSK	2639.3093	CTSK	2351.9027
CTSL1	1220.4739	CTSL1	3155.9108
CTSL2	103.3133	CTSL2	13.3604
CTSO	566.6158	CTSO	1082.6673
CTSS	925.2276	CTSS	1009.6624
CTSW	32.1419	CTSW	35.7867
CTSZ	5641.363	CTSZ	5147.5605
CTTNBP2NL	655.6948	CTTNBP2NL	870.81
CTTNBP2	25.2544	CTTNBP2	283.9079
CTTN	3774.3776	CTTN	3189.3117
CTU1	128.5676	CTU1	42.9441
CTU2	130.3905	CTU2	115.0376
CTXN1	57.3963	CTXN1	11.4517
CUBN	16.9893	CUBN	154.1214
CUEDC1	408.6613	CUEDC1	305.8571
CUEDC2	1027.1634	CUEDC2	769.6529
CUL1	1042.7751	CUL1	1655.2547
CUL2	2000.1446	CUL2	985.8046
CUL3	2442.3254	CUL3	1762.1377
CUL4A	1688.3682	CUL4A	2070.3805
CUL4B	2731.6025	CUL4B	1949.1829
CUL5	824.2102	CUL5	1142.789
CUL7	1103.3534	CUL7	809.1041
CUL9	806.7617	CUL9	529.6433
CUTA	3358.3696	CUTA	1209.5908
CUTC	272.4439	CUTC	535.7843
CUX1	1005.5824	CUX1	1420.4939
CUZD1	8.9446	CUZD1	6.203
CWC15	488.0977	CWC15	879.8759
CWC22	458.7109	CWC22	542.5265
CWC25	408.2022	CWC25	557.3184
CWC27	556.0549	CWC27	401.7655
CWF19L1	720.4378	CWF19L1	360.2529
CWF19L2	287.4404	CWF19L2	602.1711
CX3CL1	250.2477	CX3CL1	1713.9449
CX3CR1	319.5823	CX3CR1	173.2077
CXADRP3	27.091	removed	removed
CXADR	40.407	CXADR	20.5177
CXCL10	184.1272	CXCL10	16.7005
CXCL11	46.3762	removed	removed
CXCL12	993.1848	CXCL12	10023.6192
CXCL13	10.1017	removed	removed
CXCL14	174328.4925	CXCL14	2845.2821
CXCL16	1196.5971	CXCL16	639.3892
CXCL17	27.5502	CXCL17	16.2233
CXCL1	30.3052	CXCL1	11.9289
CXCL2	6.4284	CXCL2	322.0804
removed	removed	CXCL3	14.7918
CXCL9	475.7001	CXCL9	56.7816
CXCR1	28.0094	CXCR1	8.5888
CXCR2P1	11.9384	removed	removed
CXCR2	10.1017	CXCR2	30.538
CXCR3	25.7135	CXCR3	12.8832
CXCR4	476.1593	CXCR4	204.7
CXCR6	22.0402	CXCR6	9.5431
CXCR7	638.2463	CXCR7	3864.9648
CXXC1	656.154	CXXC1	410.3543
CXXC5	1368.3267	CXXC5	505.3084
CXorf21	37.1928	CXorf21	50.5786
CXorf23	303.0522	CXorf23	261.4816
CXorf26	478.9143	CXorf26	333.5321
CXorf36	338.8675	CXorf36	3064.7739
CXorf38	225.9117	CXorf38	185.6137
CXorf40A	582.2276	CXorf40A	327.3291
CXorf40B	513.8113	CXorf40B	387.9279
CXorf42	32.6011	CXorf42	29.5837
CXorf50B	5.51	removed	removed
CXorf56	324.6332	CXorf56	258.1415
CXorf57	12.8568	CXorf57	13.3604
CYB561D1	263.1044	CYB561D1	435.1664
CYB561D2	472.8441	CYB561D2	229.2449
CYB561	3434.5918	CYB561	543.958
CYB5A	1525.822	CYB5A	5238.2202
CYB5B	1242.0549	CYB5B	2104.7358
CYB5D1	1377.9693	CYB5D1	646.8567
CYB5D2	978.4913	CYB5D2	587.8564
CYB5R1	2421.2036	CYB5R1	1387.5701
CYB5R2	89.9973	CYB5R2	108.3144
CYB5R3	4071.9198	CYB5R3	15348.6819
CYB5R4	192.8514	CYB5R4	257.6643
CYB5RL	71.6305	CYB5RL	129.3093
CYBASC3	909.1567	CYBASC3	1424.3111
CYBA	346.6734	CYBA	478.1105
CYBB	695.1834	CYBB	1299.7734
CYBRD1	5050.4111	CYBRD1	17208.6365
CYC1	1840.8126	CYC1	2264.5831
CYCS	1819.2316	CYCS	1935.3453
CYFIP1	2095.652	CYFIP1	3782.894
CYFIP2	4302.4232	CYFIP2	219.4918
CYGB	197.9023	CYGB	919.0027
CYHR1	752.1205	CYHR1	563.9986
CYLD	1176.8528	CYLD	1284.0272
CYP11A1	61.0696	CYP11A1	57.7359
CYP19A1	5.0509	CYP19A1	9.066
removed	removed	CYP1A2	16.2233
CYP1B1	628.6038	CYP1B1	2224.0248
CYP20A1	575.34	CYP20A1	607.8969
CYP21A2	30.2272	CYP21A2	83.2208
CYP24A1	6.8876	removed	removed
CYP26A1	21.581	removed	removed
CYP26B1	42.2436	CYP26B1	1179.53
CYP27A1	929.8193	CYP27A1	430.872
CYP27B1	22.9585	removed	removed
removed	removed	CYP27C1	15.269
CYP2A6	137.751	CYP2A6	54.3958
CYP2A7	268.6145	removed	removed
CYP2B6	14.6934	removed	removed
CYP2B7P1	3572.802	CYP2B7P1	62.5075
CYP2C18	12.8568	CYP2C18	6.6802
removed	removed	CYP2C8	6.203
CYP2E1	16.5301	CYP2E1	19.1721
CYP2F1	9.6426	removed	removed
CYP2J2	188.7189	CYP2J2	9.066
CYP2R1	294.7872	CYP2R1	142.6697
CYP2S1	213.5141	CYP2S1	48.6699
CYP2U1	179.9947	CYP2U1	780.6227
CYP39A1	9.6426	CYP39A1	63.9389
removed	removed	CYP3A4	16.2233
removed	removed	CYP3A5	10.0203
CYP46A1	22.0402	CYP46A1	93.9998
CYP4B1	348.9692	CYP4B1	1243.4689
CYP4F11	533.5556	CYP4F11	63.9389
removed	removed	CYP4F12	83.5023
CYP4F22	193.7698	CYP4F22	8.5888
CYP4F3	163.0054	CYP4F3	18.6091
CYP4F8	7.3467	removed	removed
CYP4V2	371.4686	CYP4V2	391.7452
CYP4X1	9.1834	CYP4X1	231.4207
CYP4Z1	56.0187	CYP4Z1	11.4517
removed	removed	CYP4Z2P	7.6345
CYP51A1	1738.2937	CYP51A1	731.4804
CYP7B1	55.5596	CYP7B1	152.69
removed	removed	CYP8B1	23.3807
CYR61	1732.9077	CYR61	14153.4057
CYS1	94.589	CYS1	191.3396
CYSLTR1	21.581	CYSLTR1	77.2993
CYSLTR2	19.2851	CYSLTR2	114.5175
CYTH1	925.6868	CYTH1	836.4547
CYTH2	1979.9412	CYTH2	822.14
CYTH3	498.1995	CYTH3	1953.4773
CYTH4	138.6693	CYTH4	381.7249
CYTIP	48.672	CYTIP	53.9186
CYTL1	5.9692	CYTL1	17.1776
CYTSA	4138.0403	CYTSA	1814.1477
CYTSB	278.7162	CYTSB	583.0848
CYYR1	248.8702	CYYR1	1562.2092
D2HGDH	196.9839	D2HGDH	238.1009
D4S234E	10.1017	D4S234E	39.604
DAAM1	565.2383	DAAM1	1963.9747
DAAM2	2685.0059	DAAM2	3597.347
removed	removed	DAB1	6.6802
DAB2IP	462.8434	DAB2IP	1754.5032
DAB2	1072.6212	DAB2	4325.8977
DACH1	836.1486	DACH1	213.766
DACT1	178.158	DACT1	234.2837
DACT2	5.0509	DACT2	61.5531
DACT3	78.9772	DACT3	165.096
DAD1	2691.1955	DAD1	2162.4717
DAG1	3928.1996	DAG1	3162.1138
DAGLA	315.909	DAGLA	60.1217
DAGLB	398.1004	DAGLB	295.3597
DAK	1000.9907	DAK	400.334
DALRD3	824.628	DALRD3	444.1322
DAND5	16.5301	removed	removed
DAP3	3008.482	DAP3	1845.1628
DAPK1	201.5756	DAPK1	758.2011
DAPK2	176.3213	DAPK2	1258.7379
DAPK3	746.6105	DAPK3	578.3133
DAPL1	100.5582	DAPL1	10.9746
DAPP1	47.2945	DAPP1	48.1928
DAP	2269.6774	DAP	1667.1836
DARC	244.7376	DARC	1711.5591
DARS2	795.2825	DARS2	642.7293
DARS	1606.1768	DARS	2182.5122
DAXX	2845.0175	DAXX	1040.6776
DAZAP1	1348.5824	DAZAP1	1188.596
DAZAP2	9600.3269	DAZAP2	5013.0025
DBC1	288.3588	DBC1	18.6091
DBF4B	185.0455	DBF4B	70.142
DBF4	152.9036	DBF4	57.2587
DBI	2419.826	DBI	4253.8471
DBN1	1746.6828	DBN1	1615.6507
